Orthogroup	DEUG.longest_only	DELE.longest_only
OG0002871	LOC108110950|XP_017075734.1|DEUG	LOC108141666|XP_017120629.1|DELE
OG0002872	LOC108110653|XP_017075246.1|DEUG	LOC108141795|XP_017120835.1|DELE
OG0002873	LOC108114769|XP_017081369.1|DEUG	LOC108138995|XP_017117073.1|DELE
OG0002874	LOC108113432|XP_017079483.1|DEUG	LOC108148400|XP_017130925.1|DELE
OG0002875	LOC108111240|XP_017076131.1|DEUG	LOC108148082|XP_017130427.1|DELE
OG0002876	LOC108105382|XP_017067412.1|DEUG	LOC108135892|XP_017112297.1|DELE
OG0002877	LOC108105711|XP_017067914.1|DEUG	LOC108149397|XP_017132420.1|DELE
OG0002878	LOC108105705|XP_017067905.1|DEUG	LOC108149502|XP_017132613.1|DELE
OG0002879	LOC108108126|XP_017071536.1|DEUG	LOC108146113|XP_017127434.1|DELE
OG0002880	LOC108105510|XP_017067624.1|DEUG	LOC108137320|XP_017114434.1|DELE
OG0002881	LOC108110731|XP_017075410.1|DEUG	LOC108137869|XP_017115294.1|DELE
OG0002882	LOC108108886|XP_017072592.1|DEUG	LOC108143607|XP_017123619.1|DELE
OG0002883	LOC108104188|XP_017065617.1|DEUG	LOC108145519|XP_017126495.1|DELE
OG0002884	LOC108110867|XP_017075603.1|DEUG	LOC108147929|XP_017130200.1|DELE
OG0002885	LOC108114394|XP_017080854.1|DEUG	LOC108145924|XP_017127099.1|DELE
OG0002886	LOC108112144|XP_017077384.1|DEUG	LOC108147996|XP_017130305.1|DELE
OG0002887	LOC108112155|XP_017077396.1|DEUG	LOC108147997|XP_017130306.1|DELE
OG0002888	LOC108103400|XP_017064346.1|DEUG	LOC108138921|XP_017116976.1|DELE
OG0002889	LOC108109907|XP_017074204.1|DEUG	LOC108135681|XP_017112010.1|DELE
OG0002890	LOC108114880|XP_017081527.1|DEUG	LOC108138994|XP_017117072.1|DELE
OG0002891	LOC108110975|XP_017075766.1|DEUG	LOC108141781|XP_017120777.1|DELE
OG0002892	LOC108104057|XP_017065398.1|DEUG	LOC108138077|XP_017115544.1|DELE
OG0002893	LOC108110964|XP_017075756.1|DEUG	LOC108147938|XP_017130211.1|DELE
OG0002894	LOC108114321|XP_017080723.1|DEUG	LOC108150362|XP_017133985.1|DELE
OG0002895	LOC108107298|XP_017070245.1|DEUG	LOC108141314|XP_017120072.1|DELE
OG0002896	LOC108111030|XP_017075838.1|DEUG	LOC108149463|XP_017132553.1|DELE
OG0002897	LOC108107120|XP_017070000.1|DEUG	LOC108135289|XP_017111461.1|DELE
OG0002898	LOC108111128|XP_017075976.1|DEUG	LOC108149488|XP_017132600.1|DELE
OG0002899	LOC108104183|XP_017065608.1|DEUG	LOC108150078|XP_017133530.1|DELE
OG0002900	LOC108104175|XP_017065576.1|DEUG	LOC108136568|XP_017113369.1|DELE, LOC108145287|XP_017126093.1|DELE
OG0002901	LOC108107143|XP_017070036.1|DEUG	LOC108138136|XP_017115670.1|DELE
OG0002902	LOC108107136|XP_017070026.1|DEUG	LOC108138137|XP_017115671.1|DELE
OG0002903	LOC108107035|XP_017069882.1|DEUG	LOC108150713|XP_017134487.1|DELE
OG0002904	LOC108107965|XP_017071294.1|DEUG	LOC108146809|XP_017128483.1|DELE
OG0002905	LOC108105887|XP_017068159.1|DEUG	LOC108149538|XP_017132660.1|DELE
OG0002906	LOC108103381|XP_017064317.1|DEUG	LOC108139083|XP_017117198.1|DELE
OG0002907	LOC108103410|XP_017064356.1|DEUG	LOC108138894|XP_017116918.1|DELE
OG0002908	LOC108109013|XP_017072775.1|DEUG	LOC108145380|XP_017126264.1|DELE
OG0002909	LOC108111998|XP_017077218.1|DEUG	LOC108145175|XP_017125898.1|DELE
OG0002910	LOC108115464|XP_017082407.1|DEUG	LOC108141930|XP_017121055.1|DELE
OG0002911	LOC108107407|XP_017070422.1|DEUG	LOC108141521|XP_017120441.1|DELE
OG0002912	LOC108103225|XP_017064113.1|DEUG	LOC108141230|XP_017119978.1|DELE
OG0002913	LOC108113208|XP_017079231.1|DEUG	LOC108149196|XP_017132110.1|DELE
OG0002914	LOC108102692|XP_017063324.1|DEUG	LOC108148057|XP_017130397.1|DELE
OG0002915	LOC108115455|XP_017082383.1|DEUG	LOC108142013|XP_017121172.1|DELE
OG0002916	LOC108102579|XP_017063149.1|DEUG	LOC108138802|XP_017116775.1|DELE
OG0002917	LOC108113232|XP_017079259.1|DEUG	LOC108137988|XP_017115449.1|DELE
OG0002918	LOC108112839|XP_017078635.1|DEUG	LOC108137938|XP_017115381.1|DELE
OG0002919	LOC108113088|XP_017079023.1|DEUG	LOC108139111|XP_017117216.1|DELE
OG0002920	LOC108116760|XP_017084681.1|DEUG	LOC108150467|XP_017134148.1|DELE
OG0002921	LOC108102568|XP_017063137.1|DEUG	LOC108147958|XP_017130240.1|DELE
OG0002922	LOC108115514|XP_017082500.1|DEUG	LOC108141952|XP_017121083.1|DELE
OG0002923	LOC108115463|XP_017082405.1|DEUG	LOC108141857|XP_017120939.1|DELE
OG0002924	LOC108115513|XP_017082499.1|DEUG	LOC108141951|XP_017121082.1|DELE
OG0002925	LOC108107291|XP_017070236.1|DEUG	LOC108141368|XP_017120186.1|DELE
OG0002926	LOC108102635|XP_017063243.1|DEUG	LOC108147795|XP_017130024.1|DELE
OG0002927	LOC108102553|XP_017063113.1|DEUG	LOC108147802|XP_017130032.1|DELE
OG0002928	LOC108118156|XP_017086238.1|DEUG	LOC108150503|XP_017134205.1|DELE
OG0002929	LOC108110484|XP_017075051.1|DEUG	LOC108137849|XP_017115265.1|DELE
OG0002930	LOC108106158|XP_017068558.1|DEUG	LOC108138838|XP_017116837.1|DELE
OG0002931	LOC108107080|XP_017069945.1|DEUG	LOC108135245|XP_017111399.1|DELE
OG0002932	LOC108104827|XP_017066605.1|DEUG	LOC108134608|XP_017110469.1|DELE
OG0002933	LOC108104580|XP_017066226.1|DEUG	LOC108145503|XP_017126452.1|DELE
OG0002934	LOC108104449|XP_017065999.1|DEUG	LOC108149894|XP_017133280.1|DELE
OG0002935	LOC108105170|XP_017067098.1|DEUG	LOC108138253|XP_017115882.1|DELE
OG0002936	LOC108112388|XP_017077718.1|DEUG	LOC108148534|XP_017131066.1|DELE
OG0002937	LOC108116204|XP_017083456.1|DEUG	LOC108140479|XP_017118713.1|DELE
OG0002938	LOC108103090|XP_017063933.1|DEUG	LOC108139063|XP_017117173.1|DELE
OG0002939	LOC108106751|XP_017069480.1|DEUG	LOC108144166|XP_017124312.1|DELE
OG0002940	LOC108116466|XP_017083885.1|DEUG	LOC108140700|XP_017119142.1|DELE
OG0002941	LOC108117458|XP_017085365.1|DEUG	LOC108141805|XP_017120860.1|DELE
OG0002942	LOC108115529|XP_017082520.1|DEUG	LOC108142061|XP_017121235.1|DELE
OG0002943	LOC108107129|XP_017070015.1|DEUG	LOC108138985|XP_017117059.1|DELE
OG0002944	LOC108107168|XP_017070070.1|DEUG	LOC108139027|XP_017117121.1|DELE
OG0002945	LOC108104072|XP_017065441.1|DEUG	LOC108138152|XP_017115717.1|DELE
OG0002946	LOC108112793|XP_017078566.1|DEUG	LOC108141329|XP_017120099.1|DELE
OG0002947	LOC108105176|XP_017067117.1|DEUG	LOC108138239|XP_017115859.1|DELE
OG0002948	LOC108108148|XP_017071566.1|DEUG	LOC108146828|XP_017128513.1|DELE
OG0002949	LOC108108710|XP_017072329.1|DEUG	LOC108146712|XP_017128287.1|DELE
OG0002950	LOC108106865|XP_017069598.1|DEUG	LOC108135270|XP_017111436.1|DELE
OG0002951	LOC108111135|XP_017075990.1|DEUG	LOC108142032|XP_017121198.1|DELE
OG0002952	LOC108102693|XP_017063326.1|DEUG	LOC108147786|XP_017130015.1|DELE
OG0002953	LOC108105185|XP_017067124.1|DEUG	LOC108150521|XP_017134236.1|DELE
OG0002954	LOC108117456|XP_017085361.1|DEUG, LOC108117457|XP_017085362.1|DEUG	LOC108141791|XP_017120808.1|DELE
OG0002955	LOC108112536|XP_017077951.1|DEUG	LOC108144187|XP_017124340.1|DELE
OG0002956	LOC108112212|XP_017077518.1|DEUG	LOC108141268|XP_017120026.1|DELE
OG0002957	LOC108109050|XP_017072853.1|DEUG	LOC108143388|XP_017123248.1|DELE
OG0002958	LOC108115473|XP_017082422.1|DEUG	LOC108141816|XP_017120881.1|DELE
OG0002959	LOC108115531|XP_017082522.1|DEUG	LOC108141848|XP_017120927.1|DELE
OG0002960	LOC108107589|XP_017070639.1|DEUG	LOC108146546|XP_017128079.1|DELE
OG0002961	LOC108106447|XP_017068981.1|DEUG	LOC108149839|XP_017133203.1|DELE
OG0002962	LOC108106936|XP_017069690.1|DEUG	LOC108139060|XP_017117170.1|DELE
OG0002963	LOC108110801|XP_017075518.1|DEUG	LOC108141953|XP_017121084.1|DELE
OG0002964	LOC108104564|XP_017066196.1|DEUG	LOC108143394|XP_017123256.1|DELE
OG0002965	LOC108110982|XP_017075778.1|DEUG	LOC108141950|XP_017121081.1|DELE
OG0002966	LOC108113465|XP_017079534.1|DEUG	LOC108146989|XP_017128746.1|DELE
OG0002967	LOC108104722|XP_017066443.1|DEUG	LOC108146454|XP_017127954.1|DELE
OG0002968	LOC108104723|XP_017066444.1|DEUG	LOC108146455|XP_017127955.1|DELE
OG0002969	LOC108102539|XP_017063084.1|DEUG	LOC108149342|XP_017132319.1|DELE
OG0002970	LOC108106942|XP_017069698.1|DEUG	LOC108138133|XP_017115666.1|DELE
OG0002971	LOC108106159|XP_017068559.1|DEUG	LOC108142024|XP_017121189.1|DELE
OG0002972	LOC108116388|XP_017083739.1|DEUG	LOC108140789|XP_017119270.1|DELE
OG0002973	LOC108106476|XP_017069043.1|DEUG	LOC108140339|XP_017118518.1|DELE
OG0002974	LOC108104711|XP_017066419.1|DEUG	LOC108145671|XP_017126714.1|DELE
OG0002975	LOC108112475|XP_017077825.1|DEUG	LOC108148077|XP_017130418.1|DELE
OG0002976	LOC108104923|XP_017066762.1|DEUG	LOC108138571|XP_017116340.1|DELE
OG0002977	LOC108106499|XP_017069081.1|DEUG	LOC108144406|XP_017124726.1|DELE
OG0002978	LOC108107267|XP_017070187.1|DEUG	LOC108144858|XP_017125494.1|DELE
OG0002979	LOC108104577|XP_017066222.1|DEUG	LOC108143612|XP_017123625.1|DELE
OG0002980	LOC108106125|XP_017068494.1|DEUG	LOC108148927|XP_017131737.1|DELE
OG0002981	LOC108107092|XP_017069961.1|DEUG	LOC108135253|XP_017111410.1|DELE
OG0002982	LOC108105875|XP_017068140.1|DEUG	LOC108149489|XP_017132597.1|DELE
OG0002983	LOC108104684|XP_017066378.1|DEUG	LOC108145931|XP_017127123.1|DELE
OG0002984	LOC108104664|XP_017066343.1|DEUG	LOC108145793|XP_017126852.1|DELE
OG0002985	LOC108102310|XP_017062560.1|DEUG	LOC108145312|XP_017126150.1|DELE
OG0002986	LOC108110891|XP_017075638.1|DEUG	LOC108141679|XP_017120643.1|DELE
OG0002987	LOC108105193|XP_017067133.1|DEUG	LOC108138265|XP_017115904.1|DELE
OG0002988	LOC108110826|XP_017075551.1|DEUG	LOC108137840|XP_017115255.1|DELE
OG0002989	LOC108114248|XP_017080629.1|DEUG	LOC108150227|XP_017133762.1|DELE
OG0002990	LOC108112491|XP_017077852.1|DEUG	LOC108148085|XP_017130429.1|DELE
OG0002991	LOC108112600|XP_017078143.1|DEUG	LOC108143407|XP_017123279.1|DELE
OG0002992	LOC108118479|XP_017086693.1|DEUG	LOC108150511|XP_017134216.1|DELE
OG0002993	LOC108107792|XP_017070991.1|DEUG	LOC108146220|XP_017127628.1|DELE
OG0002994	LOC108111223|XP_017076113.1|DEUG	LOC108149531|XP_017132656.1|DELE
OG0002995	LOC108104195|XP_017065628.1|DEUG	LOC108134496|XP_017110305.1|DELE
OG0002996	LOC108105276|XP_017067254.1|DEUG	LOC108136950|XP_017113921.1|DELE
OG0002997	LOC108105490|XP_017067598.1|DEUG	LOC108147692|XP_017129895.1|DELE
OG0002998	LOC108110142|XP_017074546.1|DEUG	LOC108140897|XP_017119429.1|DELE
OG0002999	LOC108108717|XP_017072339.1|DEUG	LOC108143139|XP_017122875.1|DELE
OG0003000	LOC108116228|XP_017083508.1|DEUG	LOC108148370|XP_017130882.1|DELE
OG0003001	LOC108109246|XP_017073215.1|DEUG	LOC108143587|XP_017123593.1|DELE
OG0003002	LOC108108331|XP_017071849.1|DEUG	LOC108142794|XP_017122333.1|DELE
OG0003003	LOC108113149|XP_017079147.1|DEUG	LOC108134638|XP_017110515.1|DELE
OG0003004	LOC108118547|XP_017086789.1|DEUG	LOC108138439|XP_017116129.1|DELE
OG0003005	LOC108110398|XP_017074951.1|DEUG	LOC108136462|XP_017113144.1|DELE
OG0003006	LOC108111491|XP_017076466.1|DEUG	LOC108135171|XP_017111284.1|DELE
OG0003007	LOC108109624|XP_017073689.1|DEUG	LOC108148403|XP_017130924.1|DELE
OG0003008	LOC108109349|XP_017073298.1|DEUG	LOC108142910|XP_017122487.1|DELE
OG0003009	LOC108107980|XP_017071311.1|DEUG	LOC108146494|XP_017128015.1|DELE
OG0003010	LOC108113199|XP_017079218.1|DEUG	LOC108144859|XP_017125495.1|DELE
OG0003011	LOC108113303|XP_017079342.1|DEUG	LOC108134643|XP_017110521.1|DELE
OG0003012	LOC108103735|XP_017064826.1|DEUG	LOC108134486|XP_017110296.1|DELE
OG0003013	LOC108118082|XP_017086115.1|DEUG	LOC108136502|XP_017113226.1|DELE
OG0003014	LOC108103178|XP_017064053.1|DEUG	LOC108137434|XP_017114587.1|DELE
OG0003015	LOC108103625|XP_017064661.1|DEUG	LOC108141580|XP_017120515.1|DELE
OG0003016	LOC108105963|XP_017068252.1|DEUG	LOC108146662|XP_017128201.1|DELE
OG0003017	LOC108115031|XP_017081767.1|DEUG	LOC108141220|XP_017119961.1|DELE
OG0003018	LOC108115844|XP_017082946.1|DEUG	LOC108147205|XP_017129049.1|DELE
OG0003019	LOC108107802|XP_017071017.1|DEUG	LOC108142353|XP_017121642.1|DELE
OG0003020	LOC108103728|XP_017064816.1|DEUG	LOC108135498|XP_017111734.1|DELE
OG0003021	LOC108117256|XP_017085095.1|DEUG	LOC108136913|XP_017113865.1|DELE
OG0003022	LOC108114133|XP_017080398.1|DEUG	LOC108146678|XP_017128219.1|DELE
OG0003023	LOC108103581|XP_017064593.1|DEUG	LOC108134931|XP_017110940.1|DELE
OG0003024	LOC108105982|XP_017068300.1|DEUG	LOC108146834|XP_017128519.1|DELE
OG0003025	LOC108115040|XP_017081777.1|DEUG	LOC108141245|XP_017119991.1|DELE
OG0003026	LOC108115034|XP_017081770.1|DEUG	LOC108140967|XP_017119524.1|DELE
OG0003027	LOC108116467|XP_017083886.1|DEUG	LOC108140701|XP_017119143.1|DELE
OG0003028	LOC108108198|XP_017071639.1|DEUG	LOC108146493|XP_017128014.1|DELE
OG0003029	LOC108104692|XP_017066391.1|DEUG	LOC108145840|XP_017126942.1|DELE
OG0003030	LOC108115371|XP_017082290.1|DEUG	LOC108137481|XP_017114683.1|DELE
OG0003031	LOC108103569|XP_017064583.1|DEUG	LOC108134882|XP_017110866.1|DELE
OG0003032	LOC108111161|XP_017076022.1|DEUG	LOC108147810|XP_017130042.1|DELE
OG0003033	LOC108108016|XP_017071362.1|DEUG	LOC108147385|XP_017129309.1|DELE
OG0003034	LOC108116315|XP_017083594.1|DEUG	LOC108140631|XP_017119039.1|DELE
OG0003035	LOC108111297|XP_017076176.1|DEUG	LOC108148499|XP_017131022.1|DELE
OG0003036	LOC108110355|XP_017074883.1|DEUG	LOC108135967|XP_017112414.1|DELE
OG0003037	LOC108118225|XP_017086292.1|DEUG	LOC108136145|XP_017112629.1|DELE
OG0003038	LOC108113168|XP_017079174.1|DEUG	LOC108135382|XP_017111565.1|DELE
OG0003039	LOC108112389|XP_017077722.1|DEUG	LOC108134536|XP_017110372.1|DELE
OG0003040	LOC108114117|XP_017080378.1|DEUG	LOC108150190|XP_017133682.1|DELE
OG0003041	LOC108107932|XP_017071250.1|DEUG	LOC108146303|XP_017127744.1|DELE
OG0003042	LOC108116699|XP_017084205.1|DEUG	LOC108136995|XP_017113980.1|DELE
OG0003043	LOC108116479|XP_017083899.1|DEUG	LOC108140623|XP_017119026.1|DELE
OG0003044	LOC108104498|XP_017066101.1|DEUG	LOC108145450|XP_017126371.1|DELE, LOC108136721|XP_017113537.1|DELE
OG0003045	LOC108113639|XP_017079797.1|DEUG	LOC108147286|XP_017129191.1|DELE
OG0003046	LOC108110660|XP_017075267.1|DEUG, LOC108116398|XP_017083757.1|DEUG	LOC108140609|XP_017119011.1|DELE
OG0003047	LOC108116401|XP_017083760.1|DEUG	LOC108140611|XP_017119013.1|DELE
OG0003048	LOC108106672|XP_017069392.1|DEUG	LOC108149762|XP_017133069.1|DELE
OG0003049	LOC108113023|XP_017078943.1|DEUG, LOC108117048|XP_017084709.1|DEUG	LOC108135834|XP_017112207.1|DELE
OG0003050	LOC108113617|XP_017079765.1|DEUG	LOC108147195|XP_017129037.1|DELE
OG0003051	LOC108107854|XP_017071109.1|DEUG	LOC108146519|XP_017128043.1|DELE
OG0003052	LOC108109619|XP_017073676.1|DEUG	LOC108148255|XP_017130667.1|DELE
OG0003053	LOC108115181|XP_017081993.1|DEUG	LOC108140961|XP_017119518.1|DELE
OG0003054	LOC108115134|XP_017081910.1|DEUG	LOC108141085|XP_017119756.1|DELE
OG0003055	LOC108116625|XP_017084091.1|DEUG	LOC108147175|XP_017128997.1|DELE
OG0003056	LOC108103928|XP_017065168.1|DEUG	LOC108142693|XP_017122191.1|DELE
OG0003057	LOC108106606|XP_017069286.1|DEUG	LOC108149768|XP_017133085.1|DELE
OG0003058	LOC108113172|XP_017079177.1|DEUG	LOC108144702|XP_017125281.1|DELE
OG0003059	LOC108103752|XP_017064851.1|DEUG	LOC108134877|XP_017110861.1|DELE
OG0003060	LOC108107286|XP_017070229.1|DEUG	LOC108141479|XP_017120379.1|DELE
OG0003061	LOC108104314|XP_017065788.1|DEUG	LOC108135941|XP_017112379.1|DELE
OG0003062	LOC108110178|XP_017074591.1|DEUG	LOC108140612|XP_017119014.1|DELE
OG0003063	LOC108108709|XP_017072327.1|DEUG	LOC108146814|XP_017128492.1|DELE
OG0003064	LOC108106022|XP_017068396.1|DEUG, LOC108111464|XP_017076424.1|DEUG	LOC108135073|XP_017111119.1|DELE
OG0003065	LOC108104321|XP_017065793.1|DEUG	LOC108137663|XP_017115005.1|DELE
OG0003066	LOC108105266|XP_017067234.1|DEUG	LOC108136782|XP_017113633.1|DELE
OG0003067	LOC108116364|XP_017083682.1|DEUG	LOC108140503|XP_017118772.1|DELE
OG0003068	LOC108116305|XP_017083583.1|DEUG, LOC108104414|XP_017065996.1|DEUG	LOC108140456|XP_017118678.1|DELE
OG0003069	LOC108112752|XP_017078488.1|DEUG	LOC108144380|XP_017124643.1|DELE
OG0003070	LOC108108230|XP_017071689.1|DEUG	LOC108141898|XP_017120997.1|DELE
OG0003071	LOC108108551|XP_017072121.1|DEUG	LOC108135593|XP_017111885.1|DELE
OG0003072	LOC108117202|XP_017085005.1|DEUG	LOC108135815|XP_017112179.1|DELE
OG0003073	LOC108117203|XP_017085006.1|DEUG	LOC108135816|XP_017112180.1|DELE
OG0003074	LOC108102662|XP_017063290.1|DEUG	LOC108149497|XP_017132609.1|DELE
OG0003075	LOC108103325|XP_017064247.1|DEUG, LOC108103324|XP_017064245.1|DEUG	LOC108139219|XP_017117369.1|DELE
OG0003076	LOC108106005|XP_017068338.1|DEUG	LOC108143242|XP_017123029.1|DELE
OG0003077	LOC108105255|XP_017067223.1|DEUG	LOC108136682|XP_017113493.1|DELE
OG0003078	LOC108105593|XP_017067746.1|DEUG	LOC108140546|XP_017118871.1|DELE
OG0003079	LOC108117536|XP_017085525.1|DEUG	LOC108139311|XP_017117502.1|DELE
OG0003080	LOC108116473|XP_017083893.1|DEUG	LOC108140704|XP_017119148.1|DELE
OG0003081	LOC108116525|XP_017083951.1|DEUG	LOC108147094|XP_017128870.1|DELE
OG0003082	LOC108110192|XP_017074641.1|DEUG	LOC108140754|XP_017119223.1|DELE
OG0003083	LOC108113640|XP_017079798.1|DEUG	LOC108147291|XP_017129198.1|DELE
OG0003084	LOC108116199|XP_017083429.1|DEUG	LOC108141032|XP_017119609.1|DELE
OG0003085	LOC108116189|XP_017083419.1|DEUG, LOC108116196|XP_017083425.1|DEUG	LOC108141240|XP_017119985.1|DELE
OG0003086	LOC108110191|XP_017074632.1|DEUG	LOC108140467|XP_017118689.1|DELE
OG0003087	LOC108107800|XP_017071004.1|DEUG	LOC108142351|XP_017121637.1|DELE
OG0003088	LOC108115017|XP_017081748.1|DEUG	LOC108141210|XP_017119947.1|DELE
OG0003089	LOC108110291|XP_017074780.1|DEUG	LOC108139314|XP_017117510.1|DELE
OG0003090	LOC108116095|XP_017083301.1|DEUG	LOC108148743|XP_017131426.1|DELE
OG0003091	LOC108116332|XP_017083633.1|DEUG	LOC108136948|XP_017113919.1|DELE
OG0003092	LOC108110252|XP_017074729.1|DEUG	LOC108140786|XP_017119266.1|DELE
OG0003093	LOC108106592|XP_017069267.1|DEUG	LOC108149751|XP_017133035.1|DELE
OG0003094	LOC108110095|XP_017074478.1|DEUG	LOC108136575|XP_017113373.1|DELE
OG0003095	LOC108103472|XP_017064461.1|DEUG	LOC108150026|XP_017133475.1|DELE
OG0003096	LOC108113222|XP_017079248.1|DEUG	LOC108144559|XP_017125026.1|DELE
OG0003097	LOC108111422|XP_017076370.1|DEUG	LOC108148757|XP_017131447.1|DELE
OG0003098	LOC108104394|XP_017065923.1|DEUG	LOC108136291|XP_017112866.1|DELE
OG0003099	LOC108111506|XP_017076510.1|DEUG	LOC108135103|XP_017111167.1|DELE
OG0003100	LOC108104433|XP_017065979.1|DEUG	LOC108136317|XP_017112904.1|DELE
OG0003101	LOC108116408|XP_017083777.1|DEUG	LOC108140553|XP_017118899.1|DELE
OG0003102	LOC108116433|XP_017083818.1|DEUG	LOC108140538|XP_017118852.1|DELE
OG0003103	LOC108116429|XP_017083812.1|DEUG	LOC108140668|XP_017119100.1|DELE
OG0003104	LOC108108587|XP_017072171.1|DEUG	LOC108146200|XP_017127607.1|DELE
OG0003105	LOC108105528|XP_017067647.1|DEUG	LOC108137175|XP_017114240.1|DELE
OG0003106	LOC108107392|XP_017070399.1|DEUG	LOC108144666|XP_017125203.1|DELE
OG0003107	LOC108104354|XP_017065848.1|DEUG	LOC108149989|XP_017133408.1|DELE
OG0003108	LOC108102936|XP_017063687.1|DEUG	LOC108145562|XP_017126550.1|DELE
OG0003109	LOC108103459|XP_017064443.1|DEUG	LOC108136652|XP_017113465.1|DELE
OG0003110	LOC108112668|XP_017078295.1|DEUG	LOC108141968|XP_017121106.1|DELE
OG0003111	LOC108109978|XP_017074292.1|DEUG	LOC108150000|XP_017133427.1|DELE
OG0003112	LOC108111526|XP_017076536.1|DEUG	LOC108135143|XP_017111243.1|DELE
OG0003114	LOC108106661|XP_017069374.1|DEUG	LOC108149043|XP_017131876.1|DELE
OG0003115	LOC108113335|XP_017079381.1|DEUG	LOC108144177|XP_017124327.1|DELE
OG0003116	LOC108113070|XP_017078999.1|DEUG	LOC108143702|XP_017123722.1|DELE
OG0003117	LOC108107888|XP_017071170.1|DEUG	LOC108142207|XP_017121385.1|DELE
OG0003118	LOC108114295|XP_017080686.1|DEUG	LOC108135603|XP_017111904.1|DELE
OG0003119	LOC108114297|XP_017080689.1|DEUG	LOC108135586|XP_017111871.1|DELE
OG0003120	LOC108109072|XP_017072913.1|DEUG	LOC108145217|XP_017125949.1|DELE
OG0003121	LOC108111886|XP_017077010.1|DEUG	LOC108145075|XP_017125751.1|DELE
OG0003122	LOC108109147|XP_017073041.1|DEUG	LOC108143291|XP_017123095.1|DELE
OG0003123	LOC108105966|XP_017068259.1|DEUG	LOC108146664|XP_017128205.1|DELE
OG0003124	LOC108112961|XP_017078849.1|DEUG	LOC108142007|XP_017121163.1|DELE
OG0003125	LOC108105978|XP_017068284.1|DEUG	LOC108143203|XP_017122949.1|DELE
OG0003126	LOC108107337|XP_017070318.1|DEUG	LOC108141372|XP_017120192.1|DELE
OG0003127	LOC108107340|XP_017070321.1|DEUG	LOC108141290|XP_017120046.1|DELE
OG0003128	LOC108114254|XP_017080637.1|DEUG	LOC108146029|XP_017127304.1|DELE
OG0003129	LOC108112652|XP_017078272.1|DEUG	LOC108141397|XP_017120240.1|DELE
OG0003130	LOC108112269|XP_017077581.1|DEUG	LOC108141404|XP_017120250.1|DELE
OG0003131	LOC108113233|XP_017079260.1|DEUG	LOC108137994|XP_017115458.1|DELE
OG0003132	LOC108115627|XP_017082667.1|DEUG	LOC108149015|XP_017131850.1|DELE
OG0003133	LOC108107188|XP_017070095.1|DEUG	LOC108144156|XP_017124289.1|DELE
OG0003134	LOC108113252|XP_017079289.1|DEUG	LOC108141424|XP_017120291.1|DELE
OG0003135	LOC108114580|XP_017081123.1|DEUG	LOC108142696|XP_017122194.1|DELE
OG0003136	LOC108108815|XP_017072490.1|DEUG	LOC108145983|XP_017127210.1|DELE
OG0003137	LOC108106631|XP_017069323.1|DEUG	LOC108144548|XP_017125007.1|DELE
OG0003138	LOC108107319|XP_017070284.1|DEUG	LOC108144669|XP_017125214.1|DELE
OG0003139	LOC108108685|XP_017072277.1|DEUG	LOC108143138|XP_017122874.1|DELE
OG0003140	LOC108109170|XP_017073083.1|DEUG	LOC108144998|XP_017125649.1|DELE
OG0003141	LOC108106365|XP_017068835.1|DEUG	LOC108137948|XP_017115394.1|DELE
OG0003142	LOC108106451|XP_017068988.1|DEUG	LOC108149752|XP_017133037.1|DELE
OG0003143	LOC108107856|XP_017071111.1|DEUG	LOC108145726|XP_017126777.1|DELE
OG0003144	LOC108109029|XP_017072793.1|DEUG	LOC108143378|XP_017123208.1|DELE
OG0003145	LOC108113077|XP_017079009.1|DEUG	LOC108149646|XP_017132873.1|DELE
OG0003146	LOC108106670|XP_017069389.1|DEUG	LOC108144613|XP_017125123.1|DELE
OG0003147	LOC108105959|XP_017068248.1|DEUG	LOC108136058|XP_017112482.1|DELE
OG0003148	LOC108114327|XP_017080735.1|DEUG	LOC108142842|XP_017122400.1|DELE
OG0003149	LOC108104404|XP_017065939.1|DEUG	LOC108136315|XP_017112902.1|DELE
OG0003150	LOC108107304|XP_017070262.1|DEUG	LOC108144469|XP_017124865.1|DELE
OG0003151	LOC108115546|XP_017082538.1|DEUG	LOC108149555|XP_017132681.1|DELE
OG0003152	LOC108113125|XP_017079117.1|DEUG	LOC108144179|XP_017124332.1|DELE
OG0003153	LOC108106251|XP_017068705.1|DEUG	LOC108144173|XP_017124323.1|DELE
OG0003154	LOC108116411|XP_017083784.1|DEUG	LOC108140564|XP_017118912.1|DELE
OG0003155	LOC108109263|XP_017073237.1|DEUG	LOC108143571|XP_017123570.1|DELE
OG0003156	LOC108113160|XP_017079161.1|DEUG	LOC108135385|XP_017111568.1|DELE
OG0003157	LOC108111150|XP_017076008.1|DEUG	LOC108139077|XP_017117189.1|DELE
OG0003158	LOC108109172|XP_017073086.1|DEUG	LOC108144974|XP_017125611.1|DELE
OG0003159	LOC108111987|XP_017077199.1|DEUG	LOC108143711|XP_017123732.1|DELE, LOC108143713|XP_017123738.1|DELE, LOC108146251|XP_017127715.1|DELE
OG0003160	LOC108111993|XP_017077212.1|DEUG	LOC108143699|XP_017123716.1|DELE
OG0003161	LOC108112773|XP_017078531.1|DEUG	LOC108143569|XP_017123568.1|DELE
OG0003162	LOC108104459|XP_017066011.1|DEUG	LOC108145379|XP_017126263.1|DELE
OG0003163	LOC108102772|XP_017063421.1|DEUG	LOC108145877|XP_017127008.1|DELE
