Orthogroup	DEUG.longest_only	CPIP.longest_only
OG0000698	LOC108110525|XP_017075095.1|DEUG, LOC108110474|XP_017075031.1|DEUG	LOC120412844|XP_039429401.1|CPIP
OG0000699	LOC108107128|XP_017070011.1|DEUG, LOC108115583|XP_017082584.1|DEUG	LOC120427812|XP_039448668.1|CPIP
OG0000700	LOC108110951|XP_017075735.1|DEUG, LOC108111056|XP_017075873.1|DEUG	LOC120422038|XP_039441297.1|CPIP
OG0000701	LOC108111904|XP_017077031.1|DEUG, LOC108103030|XP_017063845.1|DEUG	LOC120432450|XP_039453600.1|CPIP
OG0000702	LOC108113581|XP_017079713.1|DEUG, LOC108113580|XP_017079690.1|DEUG	LOC120429861|XP_039450866.1|CPIP
OG0000703	LOC108105835|XP_017068071.1|DEUG, LOC108112711|XP_017078423.1|DEUG	LOC120415396|XP_039432859.1|CPIP
OG0000704	LOC108102438|XP_017062914.1|DEUG, LOC108103999|XP_017065278.1|DEUG	LOC120415202|XP_039432596.1|CPIP
OG0000705	LOC108102844|XP_017063525.1|DEUG, LOC108102860|XP_017063551.1|DEUG	LOC120415894|XP_039433467.1|CPIP
OG0000706	LOC108105717|XP_017067920.1|DEUG, LOC108109737|XP_017073876.1|DEUG	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP
OG0000707	LOC108112148|XP_017077385.1|DEUG, LOC108102919|XP_017063660.1|DEUG	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP
OG0000708	LOC108110297|XP_017074788.1|DEUG, LOC108109942|XP_017074233.1|DEUG	LOC120414023|XP_039430974.1|CPIP
OG0000709	LOC108113488|XP_017079563.1|DEUG, LOC108103905|XP_017065142.1|DEUG	LOC120425929|XP_039446484.1|CPIP
OG0000710	LOC108115119|XP_017081859.1|DEUG, LOC108113239|XP_017079272.1|DEUG	LOC120419565|XP_039438228.1|CPIP
OG0000711	LOC108114734|XP_017081333.1|DEUG, LOC108117614|XP_017085632.1|DEUG	LOC120414993|XP_039432285.1|CPIP
OG0000712	LOC108117219|XP_017085034.1|DEUG, LOC108117289|XP_017085133.1|DEUG	LOC120415327|XP_039432747.1|CPIP
OG0000713	LOC108115264|XP_017082110.1|DEUG, LOC108113229|XP_017079255.1|DEUG	LOC120426914|XP_039447655.1|CPIP
OG0000714	LOC108105346|XP_017067341.1|DEUG, LOC108107988|XP_017071325.1|DEUG	LOC120425956|XP_039446531.1|CPIP
OG0000715	LOC108108448|XP_017071991.1|DEUG	LOC120425955|XP_039446529.1|CPIP
OG0000716	LOC108103229|XP_017064118.1|DEUG, LOC108104285|XP_017065744.1|DEUG	LOC120416855|XP_039434686.1|CPIP
OG0000723	LOC108112312|XP_017077627.1|DEUG	LOC120415619|XP_039433149.1|CPIP
OG0000724	LOC108117712|XP_017085756.1|DEUG, LOC108111329|XP_017076238.1|DEUG	LOC120424175|XP_039444197.1|CPIP
OG0000726	LOC108111510|XP_017076514.1|DEUG, LOC108111471|XP_017076431.1|DEUG	LOC120415569|XP_039433085.1|CPIP
OG0000727	LOC108117302|XP_017085151.1|DEUG, LOC108117304|XP_017085152.1|DEUG, LOC108117045|XP_017084705.1|DEUG	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP
OG0000728	LOC108103109|XP_017063965.1|DEUG, LOC108109695|XP_017073805.1|DEUG	LOC120423585|XP_039443379.1|CPIP
OG0000729	LOC108115744|XP_017082803.1|DEUG, LOC108115763|XP_017082820.1|DEUG	LOC120423358|XP_039443069.1|CPIP
OG0000730	LOC108103906|XP_017065144.1|DEUG, LOC108111468|XP_017076432.1|DEUG	LOC120417800|XP_039435933.1|CPIP
OG0000731	LOC108108134|XP_017071544.1|DEUG, LOC108112333|XP_017077650.1|DEUG	LOC120419772|XP_039438536.1|CPIP
OG0000732	LOC108114189|XP_017080488.1|DEUG, LOC108114188|XP_017080486.1|DEUG	LOC120413384|XP_039430116.1|CPIP
OG0000733	LOC108115945|XP_017083070.1|DEUG, LOC108108015|XP_017071360.1|DEUG	LOC120412609|XP_039429091.1|CPIP
OG0000734	LOC108117606|XP_017085618.1|DEUG, LOC108108068|XP_017071434.1|DEUG	LOC120421378|XP_039440503.1|CPIP
OG0000735	LOC108104440|XP_017065989.1|DEUG, LOC108110844|XP_017075577.1|DEUG	LOC120428673|XP_039449660.1|CPIP
OG0000736	LOC108110540|XP_017075110.1|DEUG, LOC108110541|XP_017075112.1|DEUG	LOC120416311|XP_039433966.1|CPIP
OG0000738	LOC108118339|XP_017086462.1|DEUG, LOC108105767|XP_017067976.1|DEUG	LOC120415559|XP_039433066.1|CPIP
OG0000739	LOC108116175|XP_017083406.1|DEUG, LOC108116174|XP_017083403.1|DEUG	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP
OG0000740	LOC108110537|XP_017075111.1|DEUG	LOC120420376|XP_039439313.1|CPIP
OG0000741	LOC108102917|XP_017063657.1|DEUG, LOC108111527|XP_017076537.1|DEUG	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP
OG0000742	LOC108109700|XP_017073815.1|DEUG, LOC108109715|XP_017073836.1|DEUG	LOC120423374|XP_039443091.1|CPIP
OG0000743	LOC108102832|XP_017063512.1|DEUG, LOC108112147|XP_017077383.1|DEUG	LOC120413024|XP_039429630.1|CPIP
OG0000744	LOC108102417|XP_017062880.1|DEUG	LOC120414234|XP_039431281.1|CPIP
OG0000744	LOC108112201|XP_017077504.1|DEUG	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP
OG0000746	LOC108109130|XP_017073016.1|DEUG, LOC108109131|XP_017073017.1|DEUG	LOC120415831|XP_039433401.1|CPIP
OG0000753	LOC108111821|XP_017076918.1|DEUG, LOC108108286|XP_017071778.1|DEUG	LOC120432583|XP_039453755.1|CPIP
OG0000754	LOC108103468|XP_017064455.1|DEUG, LOC108102941|XP_017063699.1|DEUG	LOC120425633|XP_039446149.1|CPIP
OG0000755	LOC108116810|XP_017084347.1|DEUG, LOC108116811|XP_017084348.1|DEUG	LOC120424343|XP_039444367.1|CPIP
OG0000756	LOC108113705|XP_017079873.1|DEUG	LOC120416674|XP_039434427.1|CPIP
OG0000756	LOC108113701|XP_017079867.1|DEUG	LOC120417084|XP_039434998.1|CPIP
OG0000757	LOC108107777|XP_017070961.1|DEUG	LOC120413458|XP_039430229.1|CPIP
OG0000758	LOC108114719|XP_017081309.1|DEUG, LOC108114694|XP_017081279.1|DEUG	LOC120426139|XP_039446787.1|CPIP
OG0000761	LOC108111088|XP_017075913.1|DEUG, LOC108110915|XP_017075672.1|DEUG	LOC120426315|XP_039447008.1|CPIP
OG0000762	LOC108106188|XP_017068601.1|DEUG, LOC108110597|XP_017075184.1|DEUG	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP
OG0000764	LOC108115594|XP_017082597.1|DEUG, LOC108102946|XP_017063709.1|DEUG	LOC120416982|XP_039434838.1|CPIP
OG0000765	LOC108102787|XP_017063437.1|DEUG, LOC108118528|XP_017086764.1|DEUG	LOC120417525|XP_039435542.1|CPIP
OG0000766	LOC108110590|XP_017075176.1|DEUG, LOC108105457|XP_017067544.1|DEUG	LOC120414850|XP_039432108.1|CPIP
OG0000767	LOC108115233|XP_017082079.1|DEUG, LOC108108782|XP_017072442.1|DEUG	LOC120423444|XP_039443195.1|CPIP
OG0000768	LOC108114684|XP_017081265.1|DEUG	LOC120421500|XP_039440653.1|CPIP
OG0000769	LOC108113698|XP_017079863.1|DEUG, LOC108117719|XP_017085767.1|DEUG	LOC120412516|XP_039428946.1|CPIP
OG0000770	LOC108104842|XP_017066640.1|DEUG	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP
OG0000771	LOC108108167|XP_017071596.1|DEUG, LOC108108156|XP_017071578.1|DEUG	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP
OG0000779	LOC108118383|XP_017086547.1|DEUG	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP
OG0000780	LOC108104863|XP_017066674.1|DEUG	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP
OG0000781	LOC108103425|XP_017064381.1|DEUG, LOC108116732|XP_017084238.1|DEUG	LOC120414167|XP_039431153.1|CPIP
OG0000782	LOC108114382|XP_017080829.1|DEUG, LOC108118358|XP_017086514.1|DEUG	LOC120425469|XP_039445938.1|CPIP
OG0000783	LOC108108199|XP_017071640.1|DEUG, LOC108103269|XP_017064170.1|DEUG	LOC120425480|XP_039445951.1|CPIP
OG0000784	LOC108114067|XP_017080311.1|DEUG, LOC108105383|XP_017067416.1|DEUG	LOC120428957|XP_039450028.1|CPIP
OG0000785	LOC108115949|XP_017083073.1|DEUG, LOC108116076|XP_017083283.1|DEUG, LOC108115872|XP_017082992.1|DEUG	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP
OG0000786	LOC108109101|XP_017072978.1|DEUG, LOC108110197|XP_017074650.1|DEUG	LOC120429815|XP_039450805.1|CPIP
OG0000787	LOC108114165|XP_017080446.1|DEUG, LOC108103918|XP_017065156.1|DEUG	LOC120430342|XP_039451379.1|CPIP
OG0000788	LOC108103061|XP_017063880.1|DEUG, LOC108102730|XP_017063366.1|DEUG	LOC120416496|XP_039434146.1|CPIP
OG0000789	LOC108102470|XP_017062968.1|DEUG, LOC108102487|XP_017062988.1|DEUG	LOC120414727|XP_039431965.1|CPIP
OG0000790	LOC108104171|XP_017065565.1|DEUG	LOC120412832|XP_039429373.1|CPIP
OG0000791	LOC108113587|XP_017079722.1|DEUG, LOC108116032|XP_017083210.1|DEUG	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP
OG0000792	LOC108111217|XP_017076110.1|DEUG	LOC120415597|XP_039433125.1|CPIP
OG0000793	LOC108117185|XP_017084966.1|DEUG, LOC108103150|XP_017064013.1|DEUG	LOC120423637|XP_039443443.1|CPIP
OG0000794	LOC108102562|XP_017063125.1|DEUG, LOC108109732|XP_017073869.1|DEUG	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP
OG0000796	LOC108109415|XP_017073405.1|DEUG, LOC108111881|XP_017077000.1|DEUG	LOC120432573|XP_039453733.1|CPIP
OG0000797	LOC108109914|XP_017074211.1|DEUG, LOC108109927|XP_017074219.1|DEUG	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP
OG0000798	LOC108114915|XP_017081588.1|DEUG, LOC108114912|XP_017081580.1|DEUG	LOC120415294|XP_039432697.1|CPIP
OG0000799	LOC108111730|XP_017076772.1|DEUG, LOC108103224|XP_017064112.1|DEUG	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP
OG0000801	LOC108112149|XP_017077386.1|DEUG, LOC108113322|XP_017079365.1|DEUG	LOC120431544|XP_039452587.1|CPIP
OG0000802	LOC108103199|XP_017064077.1|DEUG, LOC108103205|XP_017064084.1|DEUG	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP
OG0000803	LOC108110884|XP_017075631.1|DEUG, LOC108108171|XP_017071602.1|DEUG	LOC120412688|XP_039429199.1|CPIP
OG0000810	LOC108112908|XP_017078764.1|DEUG, LOC108112909|XP_017078765.1|DEUG, LOC108106252|XP_017068706.1|DEUG	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP
OG0000811	LOC108112639|XP_017078238.1|DEUG	LOC120430979|XP_039452051.1|CPIP
OG0000812	LOC108115215|XP_017082050.1|DEUG, LOC108104290|XP_017065753.1|DEUG	LOC120427000|XP_039447755.1|CPIP
OG0000813	LOC108111101|XP_017075931.1|DEUG	LOC120416571|XP_039434239.1|CPIP
OG0000814	LOC108103476|XP_017064507.1|DEUG	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP
OG0000815	LOC108102669|XP_017063299.1|DEUG	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP
OG0000816	LOC108111835|XP_017076929.1|DEUG, LOC108115160|XP_017081960.1|DEUG	LOC120415564|XP_039433070.1|CPIP
OG0000817	LOC108113529|XP_017079612.1|DEUG, LOC108113530|XP_017079613.1|DEUG, LOC108108993|XP_017072744.1|DEUG	LOC120432393|XP_039453522.1|CPIP
OG0000818	LOC108105507|XP_017067620.1|DEUG, LOC108104078|XP_017065462.1|DEUG	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP
OG0000820	LOC108103772|XP_017064889.1|DEUG, LOC108112774|XP_017078532.1|DEUG	LOC120418431|XP_039436744.1|CPIP
OG0000821	LOC108116832|XP_017084372.1|DEUG, LOC108113378|XP_017079436.1|DEUG	LOC120414923|XP_039432191.1|CPIP
OG0000822	LOC108108461|XP_017072004.1|DEUG, LOC108106093|XP_017068440.1|DEUG	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP
OG0000831	LOC108108187|XP_017071622.1|DEUG	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP
OG0000832	LOC108113369|XP_017079425.1|DEUG, LOC108114845|XP_017081480.1|DEUG	LOC120421010|XP_039440062.1|CPIP
OG0000833	LOC108108539|XP_017072101.1|DEUG	LOC120422698|XP_039442145.1|CPIP
OG0000834	LOC108111262|XP_017076140.1|DEUG, LOC108111308|XP_017076191.1|DEUG, LOC108116592|XP_017084027.1|DEUG	LOC120418860|XP_039437327.1|CPIP
OG0000836	LOC108114767|XP_017081368.1|DEUG, LOC108110784|XP_017075493.1|DEUG	LOC120415979|XP_039433566.1|CPIP
OG0000837	LOC108107425|XP_017070444.1|DEUG	LOC120417498|XP_039435509.1|CPIP
OG0000839	LOC108115337|XP_017082240.1|DEUG, LOC108117068|XP_017084730.1|DEUG	LOC120413954|XP_039430891.1|CPIP
OG0000840	LOC108111620|XP_017076641.1|DEUG, LOC108104970|XP_017066830.1|DEUG	LOC120423439|XP_039443189.1|CPIP
OG0000843	LOC108107457|XP_017070493.1|DEUG	LOC120431268|XP_039452336.1|CPIP
OG0000844	LOC108107350|XP_017070339.1|DEUG, LOC108116201|XP_017083447.1|DEUG	LOC120414979|XP_039432248.1|CPIP
OG0000845	LOC108117528|XP_017085518.1|DEUG, LOC108117518|XP_017085505.1|DEUG	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP
OG0000854	LOC108103341|XP_017064265.1|DEUG, LOC108103337|XP_017064261.1|DEUG	LOC120432213|XP_039453307.1|CPIP
OG0000855	LOC108102447|XP_017062931.1|DEUG, LOC108109452|XP_017073440.1|DEUG	LOC120419350|XP_039437982.1|CPIP
OG0000856	LOC108103024|XP_017063840.1|DEUG, LOC108108787|XP_017072450.1|DEUG	LOC120421057|XP_039440135.1|CPIP
OG0000857	LOC108117691|XP_017085709.1|DEUG	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP
OG0000858	LOC108116921|XP_017084550.1|DEUG, LOC108105446|XP_017067564.1|DEUG, LOC108117003|XP_017084659.1|DEUG	LOC120426684|XP_039447392.1|CPIP
OG0000860	LOC108114399|XP_017080861.1|DEUG, LOC108107741|XP_017070890.1|DEUG	LOC120428391|XP_039449328.1|CPIP
OG0000861	LOC108109190|XP_017073114.1|DEUG	LOC120428748|XP_039449764.1|CPIP
OG0000862	LOC108109256|XP_017073227.1|DEUG, LOC108102496|XP_017063008.1|DEUG	LOC120418915|XP_039437380.1|CPIP
OG0000863	LOC108115660|XP_017082707.1|DEUG, LOC108109555|XP_017073615.1|DEUG	LOC120412605|XP_039429087.1|CPIP
OG0000865	LOC108110513|XP_017075085.1|DEUG	LOC120423669|XP_039443489.1|CPIP
OG0000866	LOC108102560|XP_017063121.1|DEUG, LOC108102561|XP_017063122.1|DEUG	LOC120422619|XP_039442049.1|CPIP
OG0000867	LOC108105749|XP_017067957.1|DEUG, LOC108111004|XP_017075804.1|DEUG	LOC120413111|XP_039429751.1|CPIP
OG0000868	LOC108111885|XP_017077009.1|DEUG	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP
OG0000869	LOC108116205|XP_017083472.1|DEUG	LOC120431030|XP_039452116.1|CPIP
OG0000871	LOC108106732|XP_017069459.1|DEUG	LOC120416744|XP_039434513.1|CPIP
OG0000872	LOC108106034|XP_017068370.1|DEUG, LOC108107336|XP_017070312.1|DEUG	LOC120418438|XP_039436780.1|CPIP
OG0000873	LOC108108765|XP_017072421.1|DEUG	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP
OG0000874	LOC108112883|XP_017078717.1|DEUG	LOC120423682|XP_039443508.1|CPIP
OG0000875	LOC108107585|XP_017070635.1|DEUG	LOC120429100|XP_039450197.1|CPIP
OG0000882	LOC108103997|XP_017065274.1|DEUG	LOC120415611|XP_039433139.1|CPIP
OG0000883	LOC108102961|XP_017063747.1|DEUG	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP
OG0000884	LOC108102512|XP_017063026.1|DEUG	LOC120427201|XP_039447995.1|CPIP
OG0000885	LOC108117251|XP_017085089.1|DEUG	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP
OG0000887	LOC108111854|XP_017076952.1|DEUG	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP
OG0000888	LOC108104658|XP_017066329.1|DEUG	LOC120412402|XP_039428795.1|CPIP
OG0000889	LOC108116782|XP_017084311.1|DEUG	LOC120418561|XP_039436926.1|CPIP
OG0000890	LOC108113182|XP_017079196.1|DEUG	LOC120422694|XP_039442137.1|CPIP
OG0000891	LOC108105802|XP_017068030.1|DEUG, LOC108104083|XP_017065467.1|DEUG	LOC120413113|XP_039429753.1|CPIP
OG0000892	LOC108114064|XP_017080307.1|DEUG, LOC108114365|XP_017080804.1|DEUG	LOC120428476|XP_039449427.1|CPIP
OG0000893	LOC108115103|XP_017081838.1|DEUG	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP
OG0000894	LOC108115139|XP_017081922.1|DEUG, LOC108116115|XP_017083328.1|DEUG, LOC108116236|XP_017083516.1|DEUG	LOC120412970|XP_039429552.1|CPIP
OG0000895	LOC108112990|XP_017078890.1|DEUG, LOC108112989|XP_017078889.1|DEUG	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP
OG0000896	LOC108112438|XP_017077772.1|DEUG, LOC108103223|XP_017064111.1|DEUG	LOC120422176|XP_039441485.1|CPIP
OG0000907	LOC108107459|XP_017070494.1|DEUG	LOC120422532|XP_039441927.1|CPIP
OG0000909	LOC108105442|XP_017067516.1|DEUG, LOC108116541|XP_017083968.1|DEUG	LOC120424456|XP_039444523.1|CPIP
OG0000910	LOC108116422|XP_017083799.1|DEUG, LOC108118360|XP_017086515.1|DEUG	LOC120432597|XP_039453770.1|CPIP
OG0000911	LOC108113080|XP_017079014.1|DEUG	LOC120417462|XP_039435459.1|CPIP
OG0000912	LOC108118251|XP_017086329.1|DEUG, LOC108118181|XP_017086229.1|DEUG	LOC120418557|XP_039436921.1|CPIP
OG0000913	LOC108107766|XP_017070945.1|DEUG	LOC120426921|XP_039447661.1|CPIP
OG0000913	LOC108107768|XP_017070948.1|DEUG	LOC120418826|XP_039437276.1|CPIP
OG0000914	LOC108106319|XP_017068779.1|DEUG	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP
OG0000915	LOC108112391|XP_017077720.1|DEUG, LOC108110288|XP_017074773.1|DEUG	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP
OG0000916	LOC108106102|XP_017068455.1|DEUG, LOC108106114|XP_017068479.1|DEUG	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP
OG0000917	LOC108106133|XP_017068511.1|DEUG	LOC120414568|XP_039431721.1|CPIP
OG0000918	LOC108113660|XP_017079822.1|DEUG, LOC108110546|XP_017075124.1|DEUG	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP
OG0000920	LOC108115190|XP_017082000.1|DEUG	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP
OG0000921	LOC108103635|XP_017064673.1|DEUG, LOC108103626|XP_017064662.1|DEUG	LOC120413978|XP_039430918.1|CPIP
OG0000922	LOC108108201|XP_017071642.1|DEUG	LOC120422036|XP_039441299.1|CPIP
OG0000923	LOC108108437|XP_017071980.1|DEUG, LOC108109472|XP_017073485.1|DEUG	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP
OG0000924	LOC108103844|XP_017065029.1|DEUG	LOC120418575|XP_039436954.1|CPIP
OG0000925	LOC108113489|XP_017079564.1|DEUG, LOC108113487|XP_017079562.1|DEUG	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP
OG0000935	LOC108115973|XP_017083115.1|DEUG	LOC120413347|XP_039430059.1|CPIP
OG0000936	LOC108118115|XP_017086154.1|DEUG, LOC108102897|XP_017063591.1|DEUG	LOC120424541|XP_039444639.1|CPIP
OG0000937	LOC108115875|XP_017082995.1|DEUG	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP
OG0000938	LOC108112242|XP_017077553.1|DEUG, LOC108110056|XP_017074422.1|DEUG	LOC120418068|XP_039436262.1|CPIP
OG0000939	LOC108107034|XP_017069881.1|DEUG, LOC108106826|XP_017069552.1|DEUG	LOC120429750|XP_039451052.1|CPIP
OG0000941	LOC108111311|XP_017076194.1|DEUG, LOC108103183|XP_017064058.1|DEUG	LOC120416887|XP_039434719.1|CPIP
OG0000942	LOC108114184|XP_017080479.1|DEUG	LOC120420666|XP_039439697.1|CPIP
OG0000943	LOC108106333|XP_017068795.1|DEUG	LOC120419988|XP_039438800.1|CPIP
OG0000944	LOC108103020|XP_017063835.1|DEUG, LOC108105760|XP_017067969.1|DEUG	LOC120414476|XP_039431604.1|CPIP
OG0000945	LOC108102796|XP_017063456.1|DEUG, LOC108102795|XP_017063454.1|DEUG	LOC120422285|XP_039441609.1|CPIP
OG0000946	LOC108118336|XP_017086460.1|DEUG	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP
OG0000947	LOC108107268|XP_017070188.1|DEUG	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP
OG0000948	LOC108108096|XP_017071482.1|DEUG	LOC120413180|XP_039429827.1|CPIP
OG0000949	LOC108118376|XP_017086538.1|DEUG	LOC120419243|XP_039437835.1|CPIP
OG0000949	LOC108103937|XP_017065184.1|DEUG	LOC120419259|XP_039437851.1|CPIP
OG0000950	LOC108105042|XP_017066934.1|DEUG, LOC108115087|XP_017081824.1|DEUG	LOC120423626|XP_039443431.1|CPIP
OG0000951	LOC108111789|XP_017076864.1|DEUG	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP
OG0000952	LOC108104125|XP_017065516.1|DEUG	LOC120417629|XP_039435675.1|CPIP
OG0000963	LOC108109926|XP_017074215.1|DEUG	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP
OG0000964	LOC108109937|XP_017074227.1|DEUG	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP
OG0000965	LOC108103191|XP_017064067.1|DEUG	LOC120412464|XP_039428876.1|CPIP
OG0000966	LOC108106415|XP_017068927.1|DEUG, LOC108113491|XP_017079566.1|DEUG	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP
OG0000968	LOC108114660|XP_017081227.1|DEUG	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP
OG0000969	LOC108109079|XP_017072930.1|DEUG, LOC108104219|XP_017065651.1|DEUG	LOC120422701|XP_039442146.1|CPIP
OG0000970	LOC108116088|XP_017083295.1|DEUG	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP
OG0000971	LOC108118496|XP_017086720.1|DEUG	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP
OG0000972	LOC108108076|XP_017071447.1|DEUG, LOC108103311|XP_017064223.1|DEUG	LOC120415719|XP_039433248.1|CPIP
OG0000973	LOC108118147|XP_017086193.1|DEUG	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP
OG0000974	LOC108107667|XP_017070743.1|DEUG	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP
OG0000975	LOC108116248|XP_017083527.1|DEUG, LOC108116439|XP_017083835.1|DEUG	LOC120424400|XP_039444433.1|CPIP
OG0000978	LOC108112464|XP_017077806.1|DEUG, LOC108116341|XP_017083645.1|DEUG	LOC120414919|XP_039432185.1|CPIP
OG0000988	LOC108104090|XP_017065474.1|DEUG	LOC120421063|XP_039440142.1|CPIP
OG0000990	LOC108115804|XP_017082881.1|DEUG, LOC108105098|XP_017067022.1|DEUG	LOC120420232|XP_039439155.1|CPIP
OG0000991	LOC108118074|XP_017086105.1|DEUG	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP
OG0000992	LOC108112460|XP_017077801.1|DEUG, LOC108108846|XP_017072550.1|DEUG	LOC120423852|XP_039443737.1|CPIP
OG0000993	LOC108111286|XP_017076163.1|DEUG, LOC108111386|XP_017076309.1|DEUG	LOC120430226|XP_039451240.1|CPIP
OG0000994	LOC108103202|XP_017064080.1|DEUG	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP
OG0000995	LOC108118416|XP_017086582.1|DEUG, LOC108115348|XP_017082259.1|DEUG	LOC120427566|XP_039448374.1|CPIP
OG0000996	LOC108106517|XP_017069101.1|DEUG	LOC120427074|XP_039447850.1|CPIP
