Orthogroup	DEUG.longest_only	DYAK.longest_only
OG0001118	LOC108103960|XP_017065218.1|DEUG	LOC6524913|XP_002100753.2|DYAK
OG0001119	LOC108113663|XP_017079828.1|DEUG	LOC6540043|XP_002086910.2|DYAK
OG0001120	LOC108115718|XP_017082780.1|DEUG	LOC6537834|XP_002098375.1|DYAK
OG0001122	LOC108102869|XP_017063564.1|DEUG	LOC6532316|XP_002093076.1|DYAK
OG0001124	LOC108117295|XP_017085139.1|DEUG	LOC6536682|XP_015047893.1|DYAK, LOC120321730|XP_039231282.1|DYAK
OG0001125	LOC108117323|XP_017085183.1|DEUG	LOC6535800|XP_002096423.2|DYAK
OG0001126	LOC108107634|XP_017070693.1|DEUG	LOC6533088|XP_039230083.1|DYAK
OG0001127	LOC108107948|XP_017071269.1|DEUG	LOC6533818|XP_002094518.2|DYAK
OG0001128	LOC108113115|XP_017079102.1|DEUG	LOC6531171|XP_002092000.2|DYAK
OG0001129	LOC108102497|XP_017063009.1|DEUG	LOC6528094|XP_039227774.1|DYAK
OG0001130	LOC108110947|XP_017075729.1|DEUG	LOC6527927|XP_002088995.1|DYAK
OG0001131	LOC108102344|XP_017062674.1|DEUG	LOC6523739|XP_039233001.1|DYAK
OG0001133	LOC108115470|XP_017082413.1|DEUG	LOC6529817|XP_039228930.1|DYAK
OG0001134	LOC108109218|XP_017073171.1|DEUG	LOC6530903|XP_039228109.1|DYAK
OG0001135	LOC108116970|XP_017084618.1|DEUG	LOC6537367|XP_015048298.1|DYAK
OG0001136	LOC108112745|XP_017078476.1|DEUG	LOC6536321|XP_002096905.2|DYAK
OG0001137	LOC108109408|XP_017073395.1|DEUG	LOC6536197|XP_002096788.1|DYAK
OG0001138	LOC108102849|XP_017063535.1|DEUG	LOC6532329|XP_002093089.1|DYAK
OG0001140	LOC108115621|XP_017082658.1|DEUG	LOC6537779|XP_002098320.1|DYAK
OG0001141	LOC108110262|XP_017074739.1|DEUG	LOC6535856|XP_002096475.2|DYAK
OG0001142	LOC108117150|XP_017084899.1|DEUG	LOC6535828|XP_039232176.1|DYAK
OG0001143	LOC108105779|XP_017067993.1|DEUG	LOC6538495|XP_002099017.1|DYAK, LOC6528253|XP_002089306.1|DYAK
OG0001144	LOC108115092|XP_017081829.1|DEUG	LOC6535959|XP_002096575.1|DYAK
OG0001144	LOC108112884|XP_017078720.1|DEUG	LOC6531374|XP_002092177.2|DYAK
OG0001145	LOC108104766|XP_017066491.1|DEUG	LOC6528789|XP_002089823.1|DYAK
OG0001145	LOC108104869|XP_017066684.1|DEUG	LOC6528790|XP_002089824.1|DYAK
OG0001146	LOC108103451|XP_017064428.1|DEUG	LOC6525361|XP_002101197.1|DYAK
OG0001147	LOC108108420|XP_017071960.1|DEUG, LOC108108421|XP_017071961.1|DEUG	LOC26535564|XP_039230200.1|DYAK, LOC6540388|XP_039230201.1|DYAK, LOC6534270|XP_039230202.1|DYAK, LOC120320446|XP_039230205.1|DYAK, LOC26534890|XP_015050538.2|DYAK
OG0001148	LOC108110992|XP_017075789.1|DEUG	LOC6526754|XP_002087857.1|DYAK
OG0001149	LOC108104894|XP_017066714.1|DEUG, LOC108104899|XP_017066719.1|DEUG	LOC6533333|XP_002094059.1|DYAK
OG0001150	LOC108112248|XP_017077559.1|DEUG	LOC6531310|XP_002092114.1|DYAK
OG0001151	LOC108117042|XP_017084703.1|DEUG, LOC108115411|XP_017082337.1|DEUG, LOC108108972|XP_017072720.1|DEUG	LOC6535702|XP_002096329.1|DYAK
OG0001151	LOC108117312|XP_017085170.1|DEUG, LOC108117311|XP_017085169.1|DEUG	LOC6535703|XP_002096330.1|DYAK
OG0001152	LOC108108957|XP_017072701.1|DEUG	LOC6530850|XP_002091731.1|DYAK
OG0001152	LOC108115257|XP_017082102.1|DEUG	LOC6527954|XP_002089021.1|DYAK
OG0001153	LOC108107279|XP_017070209.1|DEUG	LOC6531909|XP_039228908.1|DYAK
OG0001154	LOC108111042|XP_017075859.1|DEUG	LOC6527948|XP_015053846.1|DYAK
OG0001155	LOC108109723|XP_017073857.1|DEUG	LOC6524044|XP_002099913.1|DYAK
OG0001157	LOC108116892|XP_017084483.1|DEUG	LOC6536927|XP_002097496.1|DYAK
OG0001158	LOC108115526|XP_017082517.1|DEUG	LOC6528149|XP_002089215.2|DYAK
OG0001159	LOC108115970|XP_017083096.1|DEUG	LOC6538058|XP_015048628.1|DYAK
OG0001160	LOC108115152|XP_017081951.1|DEUG	LOC6535979|XP_002096594.1|DYAK
OG0001161	LOC108116861|XP_017084412.1|DEUG	LOC6537370|XP_015048299.1|DYAK
OG0001162	LOC108110300|XP_017074801.1|DEUG	LOC6536373|XP_002096955.1|DYAK
OG0001163	LOC108116914|XP_017084534.1|DEUG	LOC6536985|XP_015048040.1|DYAK
OG0001164	LOC108115670|XP_017082724.1|DEUG	LOC6537694|XP_002098239.1|DYAK
OG0001165	LOC108109040|XP_017072827.1|DEUG	LOC6531817|XP_002092604.1|DYAK
OG0001166	LOC108107685|XP_017070763.1|DEUG	LOC6533506|XP_039230329.1|DYAK
OG0001167	LOC108104883|XP_017066699.1|DEUG	LOC6528889|XP_039226306.1|DYAK
OG0001168	LOC108112979|XP_017078876.1|DEUG	LOC6531129|XP_002091963.1|DYAK
OG0001169	LOC108105389|XP_017067422.1|DEUG	LOC6525649|XP_002101471.1|DYAK
OG0001170	LOC108108835|XP_017072530.1|DEUG	LOC6537869|XP_002098410.1|DYAK
OG0001172	LOC108109224|XP_017073183.1|DEUG	LOC6530596|XP_002091509.1|DYAK
OG0001173	LOC108109351|XP_017073300.1|DEUG	LOC6539030|XP_002099532.3|DYAK
OG0001174	LOC108107532|XP_017070562.1|DEUG, LOC108107533|XP_017070563.1|DEUG	LOC6533185|XP_002093911.1|DYAK
OG0001175	LOC108112577|XP_017078087.1|DEUG	LOC6531236|XP_002092048.1|DYAK
OG0001176	LOC108106448|XP_017068983.1|DEUG	LOC6530366|XP_015051953.1|DYAK
OG0001177	LOC108103071|XP_017063904.1|DEUG	LOC6529464|XP_015052361.1|DYAK
OG0001178	LOC108108976|XP_017072721.1|DEUG	LOC6530735|XP_002091625.2|DYAK
OG0001179	LOC108106560|XP_017069213.1|DEUG	LOC6530272|XP_002091204.1|DYAK
OG0001180	LOC108108898|XP_017072613.1|DEUG	LOC6523707|XP_015046755.1|DYAK
OG0001181	LOC108104295|XP_017065756.1|DEUG	LOC6534458|XP_015050644.1|DYAK
OG0001182	LOC108116651|XP_017084129.1|DEUG	LOC6537892|XP_015048562.1|DYAK
OG0001183	LOC108116403|XP_017083763.1|DEUG	LOC6537426|XP_039231088.1|DYAK
OG0001184	LOC108105260|XP_017067229.1|DEUG	LOC6535503|XP_039231401.1|DYAK
OG0001185	LOC108105589|XP_017067724.1|DEUG	LOC26536335|XP_039232426.1|DYAK
OG0001186	LOC108115168|XP_017081976.1|DEUG	LOC6535995|XP_039231605.1|DYAK
OG0001187	LOC108106671|XP_017069391.1|DEUG	LOC6530434|XP_015051946.1|DYAK
OG0001188	LOC108112844|XP_017078645.1|DEUG	LOC6530070|XP_002091016.1|DYAK
OG0001189	LOC108113326|XP_017079372.1|DEUG	LOC6531752|XP_002092542.1|DYAK
OG0001190	LOC108102416|XP_017062872.1|DEUG	LOC6539107|XP_002086009.1|DYAK
OG0001191	LOC108108517|XP_017072080.1|DEUG	LOC6527838|XP_002088910.2|DYAK
OG0001192	LOC108106858|XP_017069591.1|DEUG	LOC6527027|XP_002088122.2|DYAK
OG0001193	LOC108110258|XP_017074735.1|DEUG	LOC6535849|XP_002096470.1|DYAK
OG0001194	LOC108105500|XP_017067609.1|DEUG	LOC6523802|XP_002099677.2|DYAK
OG0001195	LOC108105403|XP_017067436.1|DEUG	LOC6528566|XP_002089610.2|DYAK
OG0001196	LOC108103363|XP_017064297.1|DEUG	LOC6524369|XP_002100227.1|DYAK, LOC6527035|XP_002088129.3|DYAK
OG0001197	LOC108115769|XP_017082827.1|DEUG	LOC6538266|XP_002098793.1|DYAK
OG0001197	LOC108115665|XP_017082717.1|DEUG	LOC6537795|XP_002098336.1|DYAK
OG0001198	LOC108109416|XP_017073402.1|DEUG, LOC108109417|XP_017073403.1|DEUG, LOC108109418|XP_017073404.1|DEUG	LOC6537672|XP_039231705.1|DYAK
OG0001198	LOC108109424|XP_017073412.1|DEUG	LOC6537673|XP_002098218.1|DYAK
OG0001200	LOC108118452|XP_017086659.1|DEUG	LOC6529489|XP_002090491.1|DYAK
OG0001201	LOC108113717|XP_017079887.1|DEUG	LOC6538520|XP_002099042.1|DYAK
OG0001202	LOC108102421|XP_017062887.1|DEUG	LOC6526238|XP_002102047.1|DYAK
OG0001203	LOC108102342|XP_017062667.1|DEUG	LOC6523755|XP_002099630.1|DYAK
OG0001204	LOC108105878|XP_017068143.1|DEUG	LOC6527557|XP_002088647.2|DYAK
OG0001205	LOC108115325|XP_017082222.1|DEUG	LOC6537471|XP_002098027.1|DYAK
OG0001206	LOC108117134|XP_017084871.1|DEUG	LOC6535802|XP_039230984.1|DYAK
OG0001207	LOC108103973|XP_017065239.1|DEUG	LOC6525314|XP_039231389.1|DYAK
OG0001208	LOC108109684|XP_017073771.1|DEUG	LOC6525971|XP_039233402.1|DYAK
OG0001209	LOC108116950|XP_017084591.1|DEUG	LOC6536873|XP_039231530.1|DYAK
OG0001210	LOC108102996|XP_017063800.1|DEUG	LOC6524736|XP_002100580.1|DYAK
OG0001212	LOC108102904|XP_017063615.1|DEUG	LOC6524658|XP_002100515.1|DYAK
OG0001213	LOC108111568|XP_017076579.1|DEUG	LOC6535475|XP_002096106.2|DYAK
OG0001214	LOC108115699|XP_017082758.1|DEUG	LOC6537788|XP_002098329.1|DYAK
OG0001215	LOC108115319|XP_017082212.1|DEUG	LOC6537544|XP_002098090.1|DYAK
OG0001216	LOC108105231|XP_017067188.1|DEUG	LOC6537279|XP_039232743.1|DYAK
OG0001217	LOC108118120|XP_017086156.1|DEUG	LOC120321048|XP_039228254.1|DYAK
OG0001217	LOC108113253|XP_017079294.1|DEUG	LOC6529165|XP_039228253.1|DYAK
OG0001218	LOC108108836|XP_017072532.1|DEUG	LOC6537870|XP_002098411.1|DYAK
OG0001220	LOC108112213|XP_017077519.1|DEUG	LOC6528400|XP_002089447.1|DYAK
OG0001221	LOC108109208|XP_017073139.1|DEUG	LOC6530763|XP_002091651.1|DYAK
OG0001222	LOC108116068|XP_017083272.1|DEUG	LOC6538116|XP_002098651.1|DYAK
OG0001223	LOC108113659|XP_017079820.1|DEUG, LOC108118064|XP_017086096.1|DEUG	LOC6539164|XP_002086065.2|DYAK
OG0001224	LOC108112183|XP_017077481.1|DEUG	LOC6531361|XP_002092164.1|DYAK
OG0001225	LOC108112620|XP_017078202.1|DEUG	LOC6528428|XP_015054367.1|DYAK
OG0001226	LOC108106425|XP_017068943.1|DEUG	LOC6529284|XP_002090289.1|DYAK
OG0001227	LOC108106906|XP_017069644.1|DEUG	LOC6526941|XP_015053536.1|DYAK
OG0001228	LOC108110090|XP_017074471.1|DEUG	LOC6524878|XP_002100718.1|DYAK
OG0001229	LOC108117581|XP_017085572.1|DEUG	LOC26535340|XP_039227449.1|DYAK
OG0001229	LOC108118111|XP_017086150.1|DEUG	LOC120322142|XP_039232928.1|DYAK
OG0001230	LOC108113038|XP_017078959.1|DEUG	LOC6531423|XP_002092226.1|DYAK
OG0001231	LOC108117464|XP_017085375.1|DEUG	LOC6532176|XP_002090163.1|DYAK
OG0001232	LOC108118322|XP_017086429.1|DEUG, LOC108106085|XP_017068433.1|DEUG, LOC108118323|XP_017086430.1|DEUG	LOC6527635|XP_002088723.1|DYAK, LOC6527636|XP_002088724.2|DYAK
OG0001233	LOC108107159|XP_017070058.1|DEUG	LOC6526912|XP_002088011.1|DYAK
OG0001234	LOC108112788|XP_017078558.1|DEUG	LOC6531492|XP_002092291.1|DYAK
OG0001235	LOC108110729|XP_017075409.1|DEUG	LOC6526318|XP_002087440.1|DYAK
OG0001236	LOC108113933|XP_017080129.1|DEUG	LOC6534816|XP_002095488.3|DYAK
OG0001237	LOC108105987|XP_017068307.1|DEUG	LOC6534073|XP_002094759.1|DYAK
OG0001237	LOC108117102|XP_017084807.1|DEUG	LOC6535741|XP_015047326.1|DYAK
OG0001238	LOC108113593|XP_017079727.1|DEUG	LOC6538423|XP_039231226.1|DYAK
OG0001239	LOC108117165|XP_017084928.1|DEUG	LOC6536865|XP_002097434.2|DYAK
OG0001240	LOC108113540|XP_017079624.1|DEUG, LOC108109093|XP_017072966.1|DEUG	LOC6538410|XP_002098934.1|DYAK
OG0001241	LOC108106310|XP_017068770.1|DEUG	LOC6530124|XP_002091070.2|DYAK
OG0001242	LOC108105099|XP_017067023.1|DEUG	LOC6526087|XP_002101904.1|DYAK
OG0001243	LOC108108761|XP_017072415.1|DEUG	LOC6534920|XP_015050928.1|DYAK
OG0001244	LOC108105226|XP_017067183.1|DEUG	LOC6537286|XP_002097844.1|DYAK
OG0001245	LOC108117094|XP_017084782.1|DEUG	LOC26535590|XP_039231611.1|DYAK
OG0001246	LOC108107415|XP_017070433.1|DEUG	LOC6531940|XP_002092726.1|DYAK
OG0001247	LOC108111891|XP_017077014.1|DEUG	LOC26535936|XP_015045284.1|DYAK
OG0001248	LOC108108323|XP_017071840.1|DEUG	LOC6532641|XP_002093385.1|DYAK
OG0001249	LOC108115924|XP_017083048.1|DEUG	LOC6538175|XP_002098703.1|DYAK
OG0001249	LOC108103271|XP_017064172.1|DEUG	LOC6525485|XP_002101320.1|DYAK
OG0001251	LOC108115115|XP_017081856.1|DEUG	LOC6536031|XP_002096646.3|DYAK
OG0001251	LOC108115113|XP_017081854.1|DEUG	LOC26536333|XP_039230975.1|DYAK
OG0001252	LOC108116001|XP_017083167.1|DEUG	LOC26536253|XP_039232277.1|DYAK, LOC6534239|XP_002094921.3|DYAK
OG0001253	LOC108106373|XP_017068853.1|DEUG	LOC6530141|XP_002091086.1|DYAK
OG0001254	LOC108108982|XP_017072727.1|DEUG	LOC6530753|XP_002091643.1|DYAK
OG0001255	LOC108113256|XP_017079293.1|DEUG	LOC6528423|XP_002089469.1|DYAK
OG0001256	LOC108107247|XP_017070154.1|DEUG	LOC6532128|XP_002092904.1|DYAK
OG0001257	LOC108102318|XP_017062581.1|DEUG, LOC108102319|XP_017062583.1|DEUG	LOC6523749|XP_039232984.1|DYAK
OG0001258	LOC108109560|XP_017073621.1|DEUG	LOC6536202|XP_002096793.1|DYAK
OG0001259	LOC108105520|XP_017067635.1|DEUG	LOC6524391|XP_002100249.1|DYAK
OG0001260	LOC108108394|XP_017071937.1|DEUG	LOC6536482|XP_002097060.1|DYAK
OG0001261	LOC108115596|XP_017082650.1|DEUG	LOC6526132|XP_002101949.2|DYAK
OG0001262	LOC108114300|XP_017080694.1|DEUG	LOC6533670|XP_002094376.3|DYAK
OG0001263	LOC108117538|XP_017085530.1|DEUG	LOC6538640|XP_002099160.1|DYAK
OG0001264	LOC108111149|XP_017076006.1|DEUG	LOC6526769|XP_002087872.2|DYAK
OG0001265	LOC108104412|XP_017065951.1|DEUG	LOC6523955|XP_015045396.1|DYAK
OG0001266	LOC108113209|XP_017079232.1|DEUG	LOC6531625|XP_002092422.2|DYAK
OG0001267	LOC108115712|XP_017082772.1|DEUG	LOC6537708|XP_002098253.1|DYAK
OG0001268	LOC108116851|XP_017084394.1|DEUG	LOC6539926|XP_039231886.1|DYAK
OG0001269	LOC108106338|XP_017068804.1|DEUG	LOC6530246|XP_002091183.1|DYAK
OG0001270	LOC108115300|XP_017082184.1|DEUG	LOC6537478|XP_002098034.1|DYAK
OG0001271	LOC108104861|XP_017066672.1|DEUG	LOC6528862|XP_002089894.1|DYAK
OG0001272	LOC108114016|XP_017080255.1|DEUG	LOC6532477|XP_015049379.2|DYAK
OG0001273	LOC108111583|XP_017076592.1|DEUG	LOC6535425|XP_002096074.1|DYAK
OG0001274	LOC108108055|XP_017071419.1|DEUG	LOC6539710|XP_002086595.1|DYAK
OG0001275	LOC108102964|XP_017063751.1|DEUG	LOC6524734|XP_015045857.1|DYAK
OG0001276	LOC108108133|XP_017071543.1|DEUG	LOC6532883|XP_002093619.1|DYAK
OG0001277	LOC108107683|XP_017070761.1|DEUG	LOC6533455|XP_039230310.1|DYAK
OG0001278	LOC108114314|XP_017080714.1|DEUG	LOC6532519|XP_002093265.1|DYAK
OG0001279	LOC108117397|XP_017085292.1|DEUG	LOC6532567|XP_039230770.1|DYAK
OG0001280	LOC108104650|XP_017066320.1|DEUG	LOC6532195|XP_002092969.1|DYAK
OG0001281	LOC108114070|XP_017080316.1|DEUG	LOC6532457|XP_002093204.2|DYAK
OG0001282	LOC108111183|XP_017076055.1|DEUG	LOC6526651|XP_002087759.1|DYAK
OG0001283	LOC108112812|XP_017078599.1|DEUG	LOC6531482|XP_002092281.1|DYAK
OG0001284	LOC108113475|XP_017079587.1|DEUG	LOC6539076|XP_002085981.1|DYAK
OG0001285	LOC108104709|XP_017066417.1|DEUG	LOC6532252|XP_002093024.1|DYAK
OG0001286	LOC108115541|XP_017082534.1|DEUG	LOC6529276|XP_002090281.1|DYAK
OG0001287	LOC108103738|XP_017064832.1|DEUG	LOC6537227|XP_002097785.1|DYAK
OG0001288	LOC108111144|XP_017076002.1|DEUG	LOC6526345|XP_002087467.1|DYAK
OG0001289	LOC108115544|XP_017082536.1|DEUG	LOC6529258|XP_039228228.1|DYAK
OG0001290	LOC108102515|XP_017063030.1|DEUG	LOC6527578|XP_039226703.1|DYAK
OG0001291	LOC108107255|XP_017070173.1|DEUG	LOC6531926|XP_002092712.1|DYAK
OG0001292	LOC108112554|XP_017077988.1|DEUG	LOC6531371|XP_002092174.2|DYAK
OG0001293	LOC108103548|XP_017064565.1|DEUG	LOC6524248|XP_002100111.1|DYAK
OG0001294	LOC108109888|XP_017074183.1|DEUG	LOC6536386|XP_002096968.1|DYAK
OG0001295	LOC108110058|XP_017074427.1|DEUG	LOC6524872|XP_002100712.1|DYAK
OG0001296	LOC108117564|XP_017085561.1|DEUG	LOC6539122|XP_002086023.1|DYAK
OG0001297	LOC108117532|XP_017085520.1|DEUG	LOC6538656|XP_002099176.1|DYAK
OG0001298	LOC108110268|XP_017074747.1|DEUG	LOC26536068|XP_039231495.1|DYAK
OG0001299	LOC108107756|XP_017070916.1|DEUG	LOC6533024|XP_002093759.1|DYAK
OG0001300	LOC108118313|XP_017086418.1|DEUG, LOC108116373|XP_017083702.1|DEUG	LOC6536601|XP_002097177.1|DYAK
OG0001301	LOC108106892|XP_017069631.1|DEUG	LOC6527026|XP_002088121.1|DYAK
OG0001302	LOC108109266|XP_017073239.1|DEUG	LOC6530853|XP_002091732.1|DYAK
OG0001303	LOC108117293|XP_017085138.1|DEUG	LOC6536681|XP_002097254.1|DYAK, LOC6536680|XP_002097253.1|DYAK
OG0001304	LOC108106633|XP_017069325.1|DEUG	LOC6529879|XP_039228059.1|DYAK
OG0001305	LOC108115301|XP_017082185.1|DEUG	LOC6537477|XP_002098033.2|DYAK
OG0001306	LOC108109605|XP_017073660.1|DEUG	LOC6536699|XP_002097271.2|DYAK
OG0001307	LOC108107928|XP_017071241.1|DEUG	LOC6533132|XP_002093858.1|DYAK
OG0001308	LOC108103305|XP_017064217.1|DEUG	LOC6524417|XP_002100275.1|DYAK
OG0001309	LOC108111487|XP_017076463.1|DEUG	LOC6537037|XP_002097604.1|DYAK
OG0001310	LOC108105058|XP_017066966.1|DEUG	LOC6525108|XP_039226331.1|DYAK
OG0001311	LOC108109935|XP_017074226.1|DEUG	LOC6525810|XP_039233240.1|DYAK
OG0001312	LOC108114608|XP_017081159.1|DEUG	LOC6533662|XP_002094368.1|DYAK
OG0001313	LOC108106612|XP_017069301.1|DEUG	LOC6530449|XP_002091365.1|DYAK
OG0001314	LOC108105879|XP_017068144.1|DEUG	LOC6527558|XP_002088648.1|DYAK
OG0001315	LOC108104378|XP_017065884.1|DEUG	LOC6524468|XP_002100325.1|DYAK
OG0001316	LOC108112980|XP_017078877.1|DEUG	LOC6531130|XP_002091964.1|DYAK
OG0001316	LOC108112370|XP_017077688.1|DEUG	LOC6531373|XP_002092176.1|DYAK
OG0001317	LOC108105172|XP_017067101.1|DEUG	LOC6529021|XP_015054150.1|DYAK
OG0001318	LOC108111081|XP_017075905.1|DEUG	LOC6526650|XP_002087758.1|DYAK
OG0001319	LOC108105885|XP_017068157.1|DEUG	LOC6528209|XP_002089271.1|DYAK
OG0001320	LOC108106367|XP_017068837.1|DEUG	LOC6530152|XP_002091094.1|DYAK
OG0001321	LOC108111906|XP_017077033.1|DEUG	LOC6531018|XP_002091855.1|DYAK
OG0001322	LOC108116452|XP_017083855.1|DEUG	LOC6537422|XP_015048342.1|DYAK
OG0001322	LOC108115248|XP_017082094.1|DEUG	LOC6535396|XP_002096046.2|DYAK
OG0001323	LOC108110633|XP_017075222.1|DEUG	LOC6526790|XP_015053459.1|DYAK
OG0001323	LOC108110609|XP_017075196.1|DEUG	LOC26534817|XP_015054554.1|DYAK
OG0001324	LOC108118409|XP_017086573.1|DEUG	LOC6529475|XP_002090477.1|DYAK
OG0001325	LOC108109428|XP_017073415.1|DEUG	LOC6536223|XP_002096814.1|DYAK
OG0001325	LOC108109423|XP_017073410.1|DEUG	LOC6536224|XP_002096815.1|DYAK
OG0001326	LOC108111440|XP_017076397.1|DEUG	LOC6538878|XP_039231311.1|DYAK
OG0001328	LOC108115210|XP_017082041.1|DEUG	LOC6524906|XP_002100746.1|DYAK
OG0001329	LOC108103968|XP_017065231.1|DEUG	LOC6524997|XP_002100837.1|DYAK
OG0001330	LOC108102994|XP_017063796.1|DEUG	LOC6524713|XP_039226121.1|DYAK
OG0001331	LOC108102432|XP_017062899.1|DEUG	LOC6523925|XP_002099798.1|DYAK
OG0001332	LOC108105370|XP_017067395.1|DEUG	LOC6525620|XP_002101455.1|DYAK
OG0001333	LOC108111180|XP_017076051.1|DEUG	LOC6526697|XP_002087800.1|DYAK
OG0001334	LOC108111436|XP_017076392.1|DEUG	LOC6538890|XP_002099394.1|DYAK
OG0001335	LOC108111803|XP_017076884.1|DEUG	LOC6536745|XP_002097317.1|DYAK
OG0001337	LOC108103492|XP_017064489.1|DEUG	LOC6525610|XP_039233642.1|DYAK
OG0001338	LOC108112477|XP_017077823.1|DEUG	LOC6531688|XP_002092479.1|DYAK
OG0001339	LOC108106680|XP_017069400.1|DEUG	LOC6530100|XP_002091046.1|DYAK
OG0001341	LOC108117507|XP_017085484.1|DEUG	LOC6538675|XP_002099194.1|DYAK
OG0001342	LOC108111430|XP_017076384.1|DEUG	LOC6538819|XP_002099332.2|DYAK
OG0001343	LOC108115275|XP_017082123.1|DEUG	LOC6537581|XP_002098127.3|DYAK
OG0001344	LOC108104230|XP_017065669.1|DEUG	LOC6538955|XP_002099458.1|DYAK
OG0001345	LOC108108376|XP_017071913.1|DEUG	LOC6536466|XP_002097047.1|DYAK
OG0001346	LOC108112916|XP_017078795.1|DEUG	LOC6536328|XP_002096912.2|DYAK
OG0001347	LOC108112572|XP_017078070.1|DEUG	LOC6526213|XP_002102022.1|DYAK
OG0001348	LOC108103466|XP_017064450.1|DEUG	LOC6525591|XP_002101426.1|DYAK
OG0001349	LOC108109879|XP_017074164.1|DEUG	LOC6532722|XP_015049571.1|DYAK
OG0001350	LOC108114706|XP_017081293.1|DEUG	LOC6533702|XP_002094407.1|DYAK
OG0001351	LOC108104825|XP_017066603.1|DEUG	LOC6528850|XP_002089882.1|DYAK
OG0001352	LOC108110349|XP_017074872.1|DEUG	LOC6529088|XP_039227734.1|DYAK
OG0001353	LOC108118223|XP_017086290.1|DEUG	LOC6534478|XP_002095155.2|DYAK
OG0001354	LOC108109203|XP_017073133.1|DEUG	LOC6531866|XP_015051586.1|DYAK
OG0001355	LOC108113190|XP_017079206.1|DEUG	LOC6531296|XP_002092100.1|DYAK
OG0001356	LOC108116506|XP_017083930.1|DEUG	LOC6536573|XP_015047840.1|DYAK
OG0001357	LOC108109814|XP_017074028.1|DEUG	LOC6533356|XP_002094081.1|DYAK
OG0001358	LOC108108491|XP_017072034.1|DEUG	LOC6534185|XP_039230298.1|DYAK
OG0001359	LOC108106931|XP_017069685.1|DEUG	LOC6527053|XP_002088146.2|DYAK
OG0001360	LOC108104760|XP_017066484.1|DEUG	LOC6528841|XP_002089873.1|DYAK
OG0001361	LOC108114116|XP_017080377.1|DEUG	LOC6532524|XP_002093270.2|DYAK
OG0001362	LOC108114127|XP_017080388.1|DEUG	LOC6532518|XP_002093264.1|DYAK
OG0001363	LOC108117198|XP_017084992.1|DEUG	LOC6535708|XP_002096335.1|DYAK
OG0001364	LOC108106378|XP_017068856.1|DEUG	LOC6529336|XP_039229217.1|DYAK
OG0001365	LOC108109862|XP_017074134.1|DEUG	LOC6532738|XP_002093480.1|DYAK
OG0001366	LOC108109855|XP_017074121.1|DEUG	LOC6533407|XP_039230181.1|DYAK
OG0001367	LOC108112874|XP_017078697.1|DEUG	LOC6531291|XP_039228984.1|DYAK
OG0001368	LOC108104574|XP_017066216.1|DEUG	LOC6528714|XP_015054042.1|DYAK
OG0001369	LOC108118380|XP_017086544.1|DEUG	LOC6524632|XP_002100489.1|DYAK
OG0001370	LOC108109112|XP_017072992.1|DEUG	LOC6531823|XP_002092610.1|DYAK
OG0001371	LOC108112066|XP_017077301.1|DEUG	LOC120320517|XP_039226243.1|DYAK
OG0001371	LOC108103519|XP_017064521.1|DEUG	LOC26535280|XP_039233268.1|DYAK
OG0001371	LOC108118393|XP_017086559.1|DEUG	LOC120320432|XP_039227206.1|DYAK
OG0001372	LOC108112515|XP_017077897.1|DEUG	LOC6531571|XP_039228892.1|DYAK
OG0001373	LOC108103378|XP_017064313.1|DEUG	LOC6528127|XP_039226472.1|DYAK
OG0001374	LOC108106450|XP_017068986.1|DEUG	LOC6530363|XP_002091289.1|DYAK
OG0001375	LOC108115026|XP_017081760.1|DEUG	LOC6535322|XP_002095978.2|DYAK
OG0001376	LOC108106799|XP_017069532.1|DEUG	LOC6530278|XP_002091210.3|DYAK
OG0001377	LOC108118327|XP_017086435.1|DEUG	LOC6526886|XP_002087986.2|DYAK
OG0001378	LOC108106862|XP_017069595.1|DEUG	LOC6527041|XP_002088134.2|DYAK
OG0001379	LOC108111141|XP_017075997.1|DEUG	LOC6526744|XP_015053452.1|DYAK
OG0001380	LOC108103523|XP_017064523.1|DEUG	LOC120320727|XP_039227140.1|DYAK, LOC120320548|XP_039226384.1|DYAK, LOC6529101|XP_039226380.1|DYAK
OG0001381	LOC108112838|XP_017078634.1|DEUG	LOC6531441|XP_002092244.3|DYAK
OG0001382	LOC108110542|XP_017075113.1|DEUG	LOC6526677|XP_002087783.3|DYAK
OG0001383	LOC108104522|XP_017066141.1|DEUG	LOC6528673|XP_002089715.1|DYAK
OG0001384	LOC108106845|XP_017069575.1|DEUG	LOC6529673|XP_002090666.1|DYAK
OG0001385	LOC108110701|XP_017075332.1|DEUG	LOC6527884|XP_002088956.2|DYAK
OG0001387	LOC108107040|XP_017069889.1|DEUG	LOC6526945|XP_002088043.1|DYAK
OG0001388	LOC108110855|XP_017075591.1|DEUG	LOC6527987|XP_002089054.1|DYAK
OG0001389	LOC108116689|XP_017084192.1|DEUG	LOC6537900|XP_002098441.2|DYAK
OG0001390	LOC108102698|XP_017063333.1|DEUG	LOC6526830|XP_002087931.2|DYAK
OG0001391	LOC108106839|XP_017069566.1|DEUG	LOC6529679|XP_002090672.1|DYAK
OG0001392	LOC108104306|XP_017065773.1|DEUG	LOC6524312|XP_002100171.1|DYAK
OG0001393	LOC108107047|XP_017069897.1|DEUG	LOC6529649|XP_002090643.2|DYAK
