Orthogroup	DEUG.longest_only	DSUB.longest_only
OG0000450	LOC108110117|XP_017074504.1|DEUG	LOC117893052|XP_034655327.1|DSUB
OG0000450	LOC108105377|XP_017067402.1|DEUG	LOC117889922|XP_034650342.1|DSUB
OG0000451	LOC108102453|XP_017062947.1|DEUG	LOC117903786|XP_034672102.1|DSUB
OG0000451	LOC108102455|XP_017062950.1|DEUG	LOC117903784|XP_034672101.1|DSUB
OG0000453	LOC108117008|XP_017084667.1|DEUG	LOC117898028|XP_034663057.1|DSUB
OG0000453	LOC108117009|XP_017084668.1|DEUG	LOC117898152|XP_034663241.1|DSUB
OG0000454	LOC108115263|XP_017082109.1|DEUG	LOC117898919|XP_034664518.1|DSUB
OG0000454	LOC108113811|XP_017080012.1|DEUG	LOC117893558|XP_034656111.1|DSUB
OG0000456	LOC108102340|XP_017062665.1|DEUG	LOC117902938|XP_034670433.1|DSUB
OG0000456	LOC108105799|XP_017068020.1|DEUG	LOC117902715|XP_034670168.1|DSUB
OG0000457	LOC108111164|XP_017076025.1|DEUG	LOC117901869|XP_034668716.1|DSUB
OG0000457	LOC108113457|XP_017079526.1|DEUG	LOC117900473|XP_034666743.1|DSUB
OG0000458	LOC108104069|XP_017065429.1|DEUG	LOC117902176|XP_034669210.1|DSUB
OG0000460	LOC108111207|XP_017076097.1|DEUG	LOC117900638|XP_034666959.1|DSUB
OG0000462	LOC108117210|XP_017085015.1|DEUG	LOC117899554|XP_034665534.1|DSUB
OG0000462	LOC108117211|XP_017085016.1|DEUG	LOC117899555|XP_034665535.1|DSUB
OG0000463	LOC108108829|XP_017072515.1|DEUG	LOC117899482|XP_034665405.1|DSUB
OG0000463	LOC108117686|XP_017085702.1|DEUG, LOC108103994|XP_017065319.1|DEUG, LOC108108830|XP_017072516.1|DEUG	LOC117899481|XP_034665404.1|DSUB
OG0000464	LOC108104071|XP_017065439.1|DEUG	LOC117902178|XP_034669226.1|DSUB
OG0000464	LOC108104132|XP_017065523.1|DEUG	LOC117901010|XP_034667499.1|DSUB
OG0000464	LOC108110533|XP_017075104.1|DEUG, LOC108110521|XP_017075090.1|DEUG	LOC117900923|XP_034667377.1|DSUB, LOC117901344|XP_034667945.1|DSUB
OG0000465	LOC108117465|XP_017085376.1|DEUG	LOC117898136|XP_034663221.1|DSUB
OG0000465	LOC108117506|XP_017085480.1|DEUG	LOC117896630|XP_034660962.1|DSUB
OG0000466	LOC108117044|XP_017084708.1|DEUG	LOC117903443|XP_034671366.1|DSUB
OG0000466	LOC108104194|XP_017065627.1|DEUG	LOC117901214|XP_034667772.1|DSUB
OG0000467	LOC108112641|XP_017078244.1|DEUG	LOC117889730|XP_034650042.1|DSUB
OG0000467	LOC108112906|XP_017078762.1|DEUG	LOC117892743|XP_034655058.1|DSUB
OG0000468	LOC108109366|XP_017073331.1|DEUG	LOC117899650|XP_034665720.1|DSUB
OG0000468	LOC108106543|XP_017069185.1|DEUG	LOC117891869|XP_034653526.1|DSUB
OG0000469	LOC108104076|XP_017065454.1|DEUG	LOC117900901|XP_034667343.1|DSUB
OG0000469	LOC108104055|XP_017065389.1|DEUG	LOC117902669|XP_034670090.1|DSUB
OG0000470	LOC108108694|XP_017072288.1|DEUG	LOC117895760|XP_034659523.1|DSUB
OG0000470	LOC108114403|XP_017080865.1|DEUG	LOC117894646|XP_034657709.1|DSUB
OG0000471	LOC108113949|XP_017080154.1|DEUG	LOC117893563|XP_034656123.1|DSUB
OG0000471	LOC108111235|XP_017076127.1|DEUG	LOC117901544|XP_034668226.1|DSUB
OG0000473	LOC108103189|XP_017064065.1|DEUG	LOC117897071|XP_034661581.1|DSUB
OG0000473	LOC108103293|XP_017064196.1|DEUG	LOC117895905|XP_034659789.1|DSUB
OG0000474	LOC108103488|XP_017064485.1|DEUG	LOC117903428|XP_034671342.1|DSUB
OG0000474	LOC108114006|XP_017080241.1|DEUG	LOC117893426|XP_034655934.1|DSUB
OG0000475	LOC108115695|XP_017082753.1|DEUG	LOC117898697|XP_034664203.1|DSUB
OG0000475	LOC108115661|XP_017082708.1|DEUG, LOC108109183|XP_017073107.1|DEUG	LOC117898698|XP_034664206.1|DSUB
OG0000476	LOC108110184|XP_017074616.1|DEUG, LOC108110182|XP_017074600.1|DEUG	LOC117897318|XP_034661977.1|DSUB
OG0000476	LOC108109580|XP_017073649.1|DEUG	LOC117897319|XP_034661978.1|DSUB
OG0000477	LOC108109584|XP_017073650.1|DEUG	LOC117898430|XP_034663713.1|DSUB
OG0000477	LOC108109485|XP_017073503.1|DEUG	LOC117898431|XP_034663714.1|DSUB
OG0000478	LOC108113618|XP_017079768.1|DEUG	LOC117897275|XP_034661895.1|DSUB
OG0000479	LOC108109331|XP_017073290.1|DEUG	LOC117897656|XP_034662529.1|DSUB
OG0000480	LOC108110665|XP_017075271.1|DEUG	LOC117902655|XP_034670074.1|DSUB
OG0000480	LOC108110998|XP_017075796.1|DEUG	LOC117901273|XP_034667858.1|DSUB
OG0000482	LOC108111725|XP_017076767.1|DEUG	LOC117897961|XP_034662955.1|DSUB
OG0000482	LOC108117325|XP_017085185.1|DEUG	LOC117897902|XP_034662872.1|DSUB
OG0000483	LOC108116583|XP_017084013.1|DEUG	LOC117898902|XP_034664475.1|DSUB
OG0000483	LOC108116550|XP_017083977.1|DEUG	LOC117898827|XP_034664384.1|DSUB
OG0000484	LOC108117209|XP_017085014.1|DEUG	LOC117899551|XP_034665530.1|DSUB
OG0000484	LOC108117205|XP_017085009.1|DEUG	LOC117899553|XP_034665533.1|DSUB
OG0000485	LOC108108644|XP_017072234.1|DEUG	LOC117894680|XP_034657748.1|DSUB
OG0000485	LOC108108646|XP_017072237.1|DEUG	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB
OG0000486	LOC108109199|XP_017073124.1|DEUG	LOC117892738|XP_034655054.1|DSUB
OG0000486	LOC108109197|XP_017073121.1|DEUG	LOC117892735|XP_034655051.1|DSUB
OG0000487	LOC108106298|XP_017068756.1|DEUG	LOC117891591|XP_034653009.1|DSUB
OG0000487	LOC108106730|XP_017069456.1|DEUG	LOC117891587|XP_034653006.1|DSUB
OG0000488	LOC108110681|XP_017075298.1|DEUG	LOC117901151|XP_034667692.1|DSUB
OG0000488	LOC108110683|XP_017075300.1|DEUG	LOC117901153|XP_034667693.1|DSUB
OG0000489	LOC108109346|XP_017073294.1|DEUG	LOC117898560|XP_034663936.1|DSUB
OG0000489	LOC108111834|XP_017076928.1|DEUG	LOC117895090|XP_034658381.1|DSUB
OG0000490	LOC108118299|XP_017086400.1|DEUG	LOC117891490|XP_034652865.1|DSUB
OG0000490	LOC108117718|XP_017085762.1|DEUG	LOC117902712|XP_034670170.1|DSUB
OG0000491	LOC108106696|XP_017069417.1|DEUG	LOC117892529|XP_034654724.1|DSUB
OG0000492	LOC108104591|XP_017066243.1|DEUG	LOC117890647|XP_034651491.1|DSUB
OG0000492	LOC108105147|XP_017067071.1|DEUG	LOC117900605|XP_034666910.1|DSUB
OG0000493	LOC108116110|XP_017083321.1|DEUG	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB
OG0000494	LOC108113763|XP_017079948.1|DEUG	LOC117898864|XP_034664433.1|DSUB
OG0000494	LOC108105826|XP_017068059.1|DEUG	LOC117900094|XP_034666204.1|DSUB
OG0000495	LOC108103670|XP_017064718.1|DEUG	LOC117903118|XP_034670836.1|DSUB
OG0000495	LOC108112202|XP_017077506.1|DEUG	LOC117891892|XP_034653586.1|DSUB
OG0000496	LOC108102495|XP_017063001.1|DEUG	LOC117902144|XP_034669171.1|DSUB
OG0000497	LOC108107146|XP_017070039.1|DEUG	LOC117901651|XP_034668379.1|DSUB
OG0000497	LOC108106968|XP_017069755.1|DEUG	LOC117900798|XP_034667171.1|DSUB
OG0000498	LOC108109315|XP_017073289.1|DEUG	LOC117897195|XP_034661787.1|DSUB
OG0000498	LOC108116574|XP_017084004.1|DEUG	LOC117896772|XP_034661140.1|DSUB
OG0000499	LOC108112866|XP_017078681.1|DEUG	LOC117891668|XP_034653124.1|DSUB
OG0000499	LOC108105502|XP_017067615.1|DEUG	LOC117890917|XP_034651940.1|DSUB
OG0000500	LOC108108457|XP_017072000.1|DEUG	LOC117893546|XP_034656088.1|DSUB
OG0000500	LOC108108623|XP_017072211.1|DEUG	LOC117894008|XP_034656723.1|DSUB
OG0000501	LOC108110467|XP_017075023.1|DEUG	LOC117900315|XP_034666535.1|DSUB
OG0000502	LOC108109097|XP_017072969.1|DEUG	LOC117891791|XP_034653353.1|DSUB
OG0000503	LOC108112142|XP_017077379.1|DEUG	LOC117890091|XP_034650642.1|DSUB
OG0000503	LOC108112141|XP_017077378.1|DEUG	LOC117889771|XP_034650124.1|DSUB, LOC117889773|XP_034650125.1|DSUB, LOC117889874|XP_034650274.1|DSUB
OG0000504	LOC108114636|XP_017081192.1|DEUG	LOC117893972|XP_034656667.1|DSUB
OG0000505	LOC108118153|XP_017086199.1|DEUG	LOC117903152|XP_034670879.1|DSUB
OG0000505	LOC108118155|XP_017086203.1|DEUG	LOC117889658|XP_034650004.1|DSUB
OG0000506	LOC108113760|XP_017079945.1|DEUG	LOC117899197|XP_034664960.1|DSUB
OG0000507	LOC108110139|XP_017074542.1|DEUG	LOC117896041|XP_034659944.1|DSUB
OG0000507	LOC108110140|XP_017074543.1|DEUG	LOC117896052|XP_034659955.1|DSUB
OG0000508	LOC108102768|XP_017063414.1|DEUG	LOC117893534|XP_034656068.1|DSUB
OG0000508	LOC108104706|XP_017066413.1|DEUG	LOC117892909|XP_034655111.1|DSUB
OG0000509	LOC108112856|XP_017078668.1|DEUG	LOC117890430|XP_034651149.1|DSUB
OG0000509	LOC108112730|XP_017078457.1|DEUG	LOC117889863|XP_034650259.1|DSUB
OG0000510	LOC108106460|XP_017069014.1|DEUG	LOC117891076|XP_034652145.1|DSUB
OG0000510	LOC108106459|XP_017069013.1|DEUG	LOC117891077|XP_034652147.1|DSUB
OG0000511	LOC108110365|XP_017074906.1|DEUG	LOC117902586|XP_034669975.1|DSUB
OG0000511	LOC108118436|XP_017086630.1|DEUG	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB
OG0000512	LOC108112316|XP_017077636.1|DEUG	LOC117900462|XP_034666729.1|DSUB
OG0000512	LOC108114370|XP_017080810.1|DEUG	LOC117893136|XP_034655479.1|DSUB
OG0000513	LOC108106395|XP_017068892.1|DEUG	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB
OG0000513	LOC108106964|XP_017069752.1|DEUG	LOC117901236|XP_034667800.1|DSUB
OG0000514	LOC108104101|XP_017065487.1|DEUG	LOC117901647|XP_034668374.1|DSUB
OG0000514	LOC108104084|XP_017065469.1|DEUG	LOC117901777|XP_034668569.1|DSUB
OG0000515	LOC108102383|XP_017062810.1|DEUG	LOC117902939|XP_034670437.1|DSUB
OG0000515	LOC108114405|XP_017080869.1|DEUG	LOC117893317|XP_034655795.1|DSUB
OG0000516	LOC108104336|XP_017065811.1|DEUG	LOC117892036|XP_034653855.1|DSUB
OG0000516	LOC108104330|XP_017065806.1|DEUG	LOC117903599|XP_034671735.1|DSUB
OG0000517	LOC108117344|XP_017085207.1|DEUG	LOC117895832|XP_034659661.1|DSUB
OG0000517	LOC108117349|XP_017085213.1|DEUG	LOC117895833|XP_034659662.1|DSUB
OG0000518	LOC108104889|XP_017066709.1|DEUG, LOC108104897|XP_017066717.1|DEUG	LOC117895712|XP_034659455.1|DSUB
OG0000518	LOC108113993|XP_017080226.1|DEUG	LOC117894374|XP_034657269.1|DSUB, LOC117893980|XP_034656683.1|DSUB, LOC117902800|XP_034670311.1|DSUB, LOC117901227|XP_034667790.1|DSUB
OG0000519	LOC108113917|XP_017080112.1|DEUG	LOC117893433|XP_034655942.1|DSUB
OG0000521	LOC108106060|XP_017068407.1|DEUG	LOC117891135|XP_034652237.1|DSUB
OG0000521	LOC108106032|XP_017068368.1|DEUG	LOC117895966|XP_034659816.1|DSUB
OG0000522	LOC108115121|XP_017081862.1|DEUG	LOC117898073|XP_034663139.1|DSUB
OG0000522	LOC108103026|XP_017063842.1|DEUG	LOC117900274|XP_034666479.1|DSUB
OG0000523	LOC108113770|XP_017079957.1|DEUG	LOC117898619|XP_034664065.1|DSUB
OG0000523	LOC108117687|XP_017085703.1|DEUG	LOC117903474|XP_034671421.1|DSUB
OG0000524	LOC108115701|XP_017082760.1|DEUG	LOC117897512|XP_034662317.1|DSUB
OG0000524	LOC108113792|XP_017079990.1|DEUG, LOC108113779|XP_017079969.1|DEUG	LOC117896215|XP_034660239.1|DSUB
OG0000525	LOC108104605|XP_017066265.1|DEUG	LOC117892695|XP_034654996.1|DSUB
OG0000525	LOC108104555|XP_017066186.1|DEUG	LOC117892694|XP_034654995.1|DSUB
OG0000526	LOC108114811|XP_017081421.1|DEUG	LOC117900268|XP_034666470.1|DSUB
OG0000526	LOC108109215|XP_017073149.1|DEUG	LOC117890421|XP_034651132.1|DSUB
OG0000527	LOC108110657|XP_017075258.1|DEUG	LOC117902251|XP_034669398.1|DSUB
OG0000527	LOC108111032|XP_017075848.1|DEUG	LOC117900400|XP_034666647.1|DSUB
OG0000528	LOC108110490|XP_017075057.1|DEUG	LOC117901834|XP_034668658.1|DSUB
OG0000529	LOC108110538|XP_017075108.1|DEUG	LOC117900579|XP_034666879.1|DSUB
OG0000530	LOC108114155|XP_017080435.1|DEUG	LOC117894368|XP_034657261.1|DSUB
OG0000530	LOC108113616|XP_017079769.1|DEUG	LOC117894369|XP_034657262.1|DSUB
OG0000531	LOC108105668|XP_017067857.1|DEUG	LOC117900344|XP_034666577.1|DSUB
OG0000532	LOC108117098|XP_017084799.1|DEUG	LOC117897062|XP_034661549.1|DSUB
OG0000532	LOC108117086|XP_017084747.1|DEUG	LOC117896984|XP_034661430.1|DSUB
OG0000533	LOC108117714|XP_017085758.1|DEUG	LOC117895116|XP_034658417.1|DSUB
OG0000533	LOC108109477|XP_017073491.1|DEUG	LOC117897097|XP_034661632.1|DSUB
OG0000534	LOC108103808|XP_017064977.1|DEUG	LOC117892867|XP_034655085.1|DSUB
OG0000534	LOC108105823|XP_017068055.1|DEUG	LOC117900750|XP_034667121.1|DSUB
OG0000535	LOC108112462|XP_017077804.1|DEUG	LOC117892068|XP_034653947.1|DSUB
OG0000535	LOC108109288|XP_017073270.1|DEUG	LOC117891133|XP_034652232.1|DSUB
OG0000536	LOC108108090|XP_017071470.1|DEUG	LOC117894247|XP_034657078.1|DSUB
OG0000537	LOC108113355|XP_017079408.1|DEUG	LOC117892217|XP_034654208.1|DSUB
OG0000538	LOC108113053|XP_017078972.1|DEUG	LOC117890197|XP_034650793.1|DSUB
OG0000538	LOC108104551|XP_017066181.1|DEUG	LOC117892301|XP_034654337.1|DSUB
OG0000539	LOC108113537|XP_017079621.1|DEUG	LOC117896547|XP_034660823.1|DSUB
OG0000539	LOC108113649|XP_017079809.1|DEUG	LOC117896548|XP_034660824.1|DSUB
OG0000540	LOC108115424|XP_017082349.1|DEUG	LOC117902489|XP_034669802.1|DSUB
OG0000541	LOC108112337|XP_017077655.1|DEUG	LOC117890110|XP_034650670.1|DSUB
OG0000542	LOC108113718|XP_017079888.1|DEUG	LOC117899231|XP_034664995.1|DSUB
OG0000542	LOC108102311|XP_017062563.1|DEUG	LOC117902930|XP_034670418.1|DSUB
OG0000543	LOC108108840|XP_017072537.1|DEUG	LOC117896705|XP_034661053.1|DSUB
OG0000543	LOC108108882|XP_017072589.1|DEUG	LOC117891488|XP_034652860.1|DSUB
OG0000544	LOC108114631|XP_017081186.1|DEUG	LOC117893971|XP_034656666.1|DSUB
OG0000544	LOC108115167|XP_017081974.1|DEUG	LOC117899717|XP_034665827.1|DSUB
OG0000545	LOC108117292|XP_017085137.1|DEUG	LOC117899274|XP_034665066.1|DSUB
OG0000545	LOC108117263|XP_017085105.1|DEUG	LOC117897659|XP_034662534.1|DSUB
OG0000546	LOC108116177|XP_017083407.1|DEUG	LOC117896587|XP_034660900.1|DSUB
OG0000546	LOC108102901|XP_017063608.1|DEUG	LOC117889967|XP_034650424.1|DSUB
OG0000548	LOC108114171|XP_017080455.1|DEUG	LOC117893644|XP_034656221.1|DSUB
OG0000548	LOC108114172|XP_017080456.1|DEUG	LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC108109191|XP_017073115.1|DEUG	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC108105269|XP_017067238.1|DEUG	LOC117895115|XP_034658412.1|DSUB
OG0000550	LOC108104657|XP_017066328.1|DEUG	LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC108112494|XP_017077851.1|DEUG	LOC117890453|XP_034651181.1|DSUB
OG0000551	LOC108112497|XP_017077865.1|DEUG	LOC117890451|XP_034651180.1|DSUB
OG0000552	LOC108111451|XP_017076411.1|DEUG	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC108110939|XP_017075722.1|DEUG	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC108116704|XP_017084210.1|DEUG	LOC117899047|XP_034664698.1|DSUB
OG0000554	LOC108116705|XP_017084211.1|DEUG	LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC108104636|XP_017066299.1|DEUG	LOC117895286|XP_034658716.1|DSUB
OG0000555	LOC108107775|XP_017070959.1|DEUG	LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC108105371|XP_017067396.1|DEUG	LOC117901224|XP_034667789.1|DSUB
OG0000556	LOC108116500|XP_017083922.1|DEUG	LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC108111741|XP_017076783.1|DEUG	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC108111736|XP_017076779.1|DEUG	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC108116321|XP_017083617.1|DEUG	LOC117896412|XP_034660619.1|DSUB
OG0000558	LOC108104947|XP_017066800.1|DEUG	LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC108112189|XP_017077528.1|DEUG	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC108118186|XP_017086234.1|DEUG	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC108113247|XP_017079283.1|DEUG	LOC117889988|XP_034650462.1|DSUB
OG0000560	LOC108113246|XP_017079281.1|DEUG	LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC108108172|XP_017071603.1|DEUG	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC108107573|XP_017070622.1|DEUG	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC108114401|XP_017080863.1|DEUG	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC108114579|XP_017081122.1|DEUG	LOC117895180|XP_034658534.1|DSUB
OG0000563	LOC108113936|XP_017080132.1|DEUG	LOC117893257|XP_034655716.1|DSUB
OG0000564	LOC108114025|XP_017080262.1|DEUG	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC108113996|XP_017080229.1|DEUG	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC108117297|XP_017085145.1|DEUG	LOC117899129|XP_034664813.1|DSUB
OG0000566	LOC108108062|XP_017071427.1|DEUG	LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC108103197|XP_017064074.1|DEUG	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC108103213|XP_017064097.1|DEUG	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC108104311|XP_017065784.1|DEUG	LOC117898826|XP_034664387.1|DSUB
OG0000568	LOC108115030|XP_017081764.1|DEUG	LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC108110369|XP_017074911.1|DEUG	LOC117896961|XP_034661397.1|DSUB
OG0000569	LOC108117015|XP_017084672.1|DEUG	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC108116717|XP_017084227.1|DEUG	LOC117899079|XP_034664739.1|DSUB
OG0000570	LOC108116695|XP_017084198.1|DEUG	LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC108116057|XP_017083247.1|DEUG	LOC117897446|XP_034662179.1|DSUB
OG0000571	LOC108115998|XP_017083159.1|DEUG	LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC108116814|XP_017084352.1|DEUG	LOC117896508|XP_034660751.1|DSUB
OG0000572	LOC108116825|XP_017084364.1|DEUG	LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC108108099|XP_017071489.1|DEUG	LOC117893063|XP_034655358.1|DSUB
OG0000573	LOC108109145|XP_017073037.1|DEUG	LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC108114187|XP_017080485.1|DEUG	LOC117893764|XP_034656395.1|DSUB
OG0000574	LOC108117259|XP_017085099.1|DEUG	LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC108108107|XP_017071505.1|DEUG	LOC117894302|XP_034657158.1|DSUB
OG0000575	LOC108108142|XP_017071558.1|DEUG	LOC117895190|XP_034658559.1|DSUB
OG0000576	LOC108116188|XP_017083418.1|DEUG, LOC108116187|XP_017083417.1|DEUG	LOC117898098|XP_034663169.1|DSUB
OG0000577	LOC108107058|XP_017069911.1|DEUG	LOC117902259|XP_034669408.1|DSUB
OG0000577	LOC108107018|XP_017069854.1|DEUG	LOC117902660|XP_034670079.1|DSUB
OG0000578	LOC108110704|XP_017075336.1|DEUG	LOC117900003|XP_034666068.1|DSUB
OG0000578	LOC108113167|XP_017079171.1|DEUG	LOC117890379|XP_034651068.1|DSUB
OG0000579	LOC108116830|XP_017084370.1|DEUG	LOC117896769|XP_034661137.1|DSUB
OG0000579	LOC108114503|XP_017081011.1|DEUG	LOC117895766|XP_034659531.1|DSUB
OG0000580	LOC108116459|XP_017083877.1|DEUG	LOC117899778|XP_034665941.1|DSUB
OG0000580	LOC108116414|XP_017083787.1|DEUG	LOC117899779|XP_034665942.1|DSUB
OG0000581	LOC108110214|XP_017074681.1|DEUG	LOC117897689|XP_034662599.1|DSUB
OG0000581	LOC108102943|XP_017063702.1|DEUG	LOC117892987|XP_034655268.1|DSUB
OG0000582	LOC108114379|XP_017080823.1|DEUG	LOC117893420|XP_034655926.1|DSUB
OG0000582	LOC108109179|XP_017073096.1|DEUG	LOC117892553|XP_034654754.1|DSUB
OG0000583	LOC108109046|XP_017072834.1|DEUG	LOC117891055|XP_034652118.1|DSUB
OG0000583	LOC108109045|XP_017072832.1|DEUG	LOC117891598|XP_034653020.1|DSUB
OG0000584	LOC108110519|XP_017075088.1|DEUG	LOC117900576|XP_034666877.1|DSUB
OG0000584	LOC108110523|XP_017075092.1|DEUG	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB
OG0000585	LOC108109897|XP_017074193.1|DEUG, LOC108109783|XP_017073951.1|DEUG	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB
OG0000586	LOC108113294|XP_017079334.1|DEUG	LOC117890147|XP_034650727.1|DSUB
OG0000586	LOC108112041|XP_017077283.1|DEUG	LOC117889930|XP_034650349.1|DSUB
OG0000589	LOC108116982|XP_017084637.1|DEUG	LOC117894262|XP_034657111.1|DSUB
OG0000590	LOC108115589|XP_017082591.1|DEUG	LOC117899643|XP_034665710.1|DSUB
OG0000590	LOC108110396|XP_017074945.1|DEUG	LOC117897370|XP_034662063.1|DSUB
OG0000592	LOC108113022|XP_017078939.1|DEUG	LOC117890975|XP_034652004.1|DSUB
OG0000592	LOC108106343|XP_017068812.1|DEUG	LOC117891576|XP_034652991.1|DSUB
OG0000593	LOC108115956|XP_017083082.1|DEUG	LOC117896778|XP_034661145.1|DSUB
OG0000593	LOC108104940|XP_017066791.1|DEUG	LOC117903075|XP_034670764.1|DSUB
OG0000594	LOC108116047|XP_017083234.1|DEUG	LOC117896295|XP_034660407.1|DSUB
OG0000594	LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG	LOC117898096|XP_034663166.1|DSUB
OG0000595	LOC108116957|XP_017084601.1|DEUG	LOC117899688|XP_034665772.1|DSUB
OG0000595	LOC108115988|XP_017083137.1|DEUG	LOC117896796|XP_034661183.1|DSUB
OG0000596	LOC108105413|XP_017067450.1|DEUG	LOC117903345|XP_034671185.1|DSUB
OG0000596	LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG	LOC117899582|XP_034665589.1|DSUB
OG0000597	LOC108117476|XP_017085387.1|DEUG	LOC117896050|XP_034659950.1|DSUB
OG0000597	LOC108104001|XP_017065280.1|DEUG	LOC117897082|XP_034661611.1|DSUB
OG0000598	LOC108116917|XP_017084545.1|DEUG	LOC117896003|XP_034659890.1|DSUB
OG0000599	LOC108104715|XP_017066425.1|DEUG	LOC117893545|XP_034656087.1|DSUB
OG0000600	LOC108113328|XP_017079374.1|DEUG	LOC117890088|XP_034650637.1|DSUB
OG0000600	LOC108113283|XP_017079321.1|DEUG	LOC117890940|XP_034651965.1|DSUB
OG0000601	LOC108107110|XP_017069988.1|DEUG	LOC117900886|XP_034667306.1|DSUB
OG0000601	LOC108110865|XP_017075601.1|DEUG	LOC117902109|XP_034669108.1|DSUB
OG0000602	LOC108111242|XP_017076134.1|DEUG	LOC117901788|XP_034668589.1|DSUB
OG0000602	LOC108110493|XP_017075061.1|DEUG	LOC117901833|XP_034668657.1|DSUB
OG0000603	LOC108106149|XP_017068538.1|DEUG	LOC117902791|XP_034670297.1|DSUB
OG0000604	LOC108110868|XP_017075604.1|DEUG	LOC117900813|XP_034667195.1|DSUB
OG0000604	LOC108110870|XP_017075605.1|DEUG	LOC117900814|XP_034667198.1|DSUB
OG0000605	LOC108115505|XP_017082486.1|DEUG	LOC117900080|XP_034666175.1|DSUB
OG0000606	LOC108115657|XP_017082705.1|DEUG	LOC117895970|XP_034659820.1|DSUB
OG0000607	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG	LOC117897649|XP_034662515.1|DSUB
OG0000607	LOC108110244|XP_017074720.1|DEUG	LOC117898354|XP_034663578.1|DSUB
OG0000608	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG	LOC117898179|XP_034663278.1|DSUB
OG0000608	LOC108113590|XP_017079726.1|DEUG	LOC117895953|XP_034659794.1|DSUB
OG0000609	LOC108110750|XP_017075452.1|DEUG	LOC117901148|XP_034667682.1|DSUB
OG0000609	LOC108110310|XP_017074809.1|DEUG	LOC117903710|XP_034671947.1|DSUB
OG0000610	LOC108108627|XP_017072216.1|DEUG	LOC117894067|XP_034656810.1|DSUB
OG0000610	LOC108112393|XP_017077723.1|DEUG	LOC117890436|XP_034651157.1|DSUB
OG0000611	LOC108109142|XP_017073029.1|DEUG	LOC117891655|XP_034653098.1|DSUB
OG0000611	LOC108113308|XP_017079349.1|DEUG	LOC117889862|XP_034650255.1|DSUB
OG0000612	LOC108108408|XP_017071949.1|DEUG, LOC108108409|XP_017071950.1|DEUG	LOC117895884|XP_034659778.1|DSUB
OG0000612	LOC108108410|XP_017071952.1|DEUG	LOC117895882|XP_034659773.1|DSUB
OG0000614	LOC108111298|XP_017076180.1|DEUG	LOC117899409|XP_034665287.1|DSUB
OG0000614	LOC108109678|XP_017073757.1|DEUG	LOC117903898|XP_034672292.1|DSUB
OG0000615	LOC108109938|XP_017074228.1|DEUG	LOC117893503|XP_034656032.1|DSUB
OG0000615	LOC108110053|XP_017074421.1|DEUG	LOC117898117|XP_034663196.1|DSUB
OG0000616	LOC108109997|XP_017074322.1|DEUG, LOC108110001|XP_017074327.1|DEUG	LOC117903577|XP_034671686.1|DSUB
OG0000617	LOC108115802|XP_017082876.1|DEUG	LOC117896190|XP_034660171.1|DSUB
