Orthogroup	DEUG.longest_only	DANA.longest_only
OG0000527	LOC108110657|XP_017075258.1|DEUG	LOC6503385|XP_032311384.1|DANA
OG0000527	LOC108111032|XP_017075848.1|DEUG	LOC6507231|XP_032311207.1|DANA
OG0000528	LOC108110490|XP_017075057.1|DEUG	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA
OG0000529	LOC108110538|XP_017075108.1|DEUG	LOC26514450|XP_014762330.2|DANA
OG0000529	LOC108102546|XP_017063095.1|DEUG	LOC6498328|XP_001962554.2|DANA
OG0000530	LOC108114155|XP_017080435.1|DEUG	LOC6493491|XP_001957857.2|DANA
OG0000530	LOC108113616|XP_017079769.1|DEUG	LOC6507480|XP_001955927.1|DANA
OG0000531	LOC108105668|XP_017067857.1|DEUG	LOC6502439|XP_001961602.2|DANA
OG0000532	LOC108117098|XP_017084799.1|DEUG	LOC6500116|XP_001953195.1|DANA
OG0000532	LOC108117086|XP_017084747.1|DEUG	LOC6500570|XP_001953496.1|DANA
OG0000533	LOC108117714|XP_017085758.1|DEUG	LOC6504513|XP_001967049.1|DANA
OG0000533	LOC108109477|XP_017073491.1|DEUG	LOC6501435|XP_001955247.1|DANA
OG0000534	LOC108103808|XP_017064977.1|DEUG	LOC6503648|XP_032308369.1|DANA
OG0000534	LOC108105823|XP_017068055.1|DEUG	LOC6497713|XP_001961504.1|DANA
OG0000535	LOC108112462|XP_017077804.1|DEUG	LOC6493975|XP_001961225.1|DANA
OG0000535	LOC108109288|XP_017073270.1|DEUG	LOC6494067|XP_001961041.1|DANA
OG0000536	LOC108108090|XP_017071470.1|DEUG	LOC6493330|XP_032310039.1|DANA
OG0000537	LOC108113355|XP_017079408.1|DEUG	LOC6495551|XP_001959086.1|DANA
OG0000538	LOC108113053|XP_017078972.1|DEUG	LOC26514597|XP_014764031.1|DANA
OG0000538	LOC108104551|XP_017066181.1|DEUG	LOC6495238|XP_032306943.1|DANA
OG0000539	LOC108113537|XP_017079621.1|DEUG	LOC6499590|XP_001954338.2|DANA
OG0000539	LOC108113649|XP_017079809.1|DEUG	LOC6501003|XP_001954337.2|DANA
OG0000540	LOC108115424|XP_017082349.1|DEUG	LOC6503664|XP_001965273.1|DANA
OG0000540	LOC108115549|XP_017082545.1|DEUG, LOC108115550|XP_017082546.1|DEUG	LOC116656076|XP_032311367.1|DANA
OG0000541	LOC108112337|XP_017077655.1|DEUG	LOC6495012|XP_001959223.1|DANA
OG0000542	LOC108113718|XP_017079888.1|DEUG	LOC6499724|XP_001954058.1|DANA
OG0000542	LOC108102311|XP_017062563.1|DEUG	LOC6501780|XP_001966929.1|DANA
OG0000543	LOC108108840|XP_017072537.1|DEUG	LOC6501538|XP_001955443.1|DANA
OG0000543	LOC108108882|XP_017072589.1|DEUG	LOC6494091|XP_001960999.2|DANA
OG0000544	LOC108114631|XP_017081186.1|DEUG	LOC6493752|XP_001958371.1|DANA
OG0000544	LOC108115167|XP_017081974.1|DEUG	LOC6499639|XP_001954243.1|DANA
OG0000545	LOC108117292|XP_017085137.1|DEUG	LOC6499680|XP_001954162.1|DANA
OG0000545	LOC108117263|XP_017085105.1|DEUG	LOC6499679|XP_001954164.3|DANA
OG0000546	LOC108116177|XP_017083407.1|DEUG	LOC6505789|XP_001964379.1|DANA
OG0000546	LOC108102901|XP_017063608.1|DEUG	LOC6501976|XP_001966799.1|DANA
OG0000547	LOC108111045|XP_017075862.1|DEUG	LOC6506723|XP_001965235.1|DANA
OG0000548	LOC108114171|XP_017080455.1|DEUG	LOC6493050|XP_001956952.1|DANA
OG0000548	LOC108114172|XP_017080456.1|DEUG	LOC6493051|XP_001956953.3|DANA
OG0000549	LOC108109191|XP_017073115.1|DEUG	LOC6494691|XP_014762917.1|DANA
OG0000550	LOC108105269|XP_017067238.1|DEUG	LOC6507377|XP_001956134.1|DANA
OG0000551	LOC108112494|XP_017077851.1|DEUG	LOC6496176|XP_032306028.1|DANA
OG0000552	LOC108111351|XP_017076272.1|DEUG	LOC6498999|XP_001955539.1|DANA
OG0000552	LOC108111451|XP_017076411.1|DEUG	LOC6499000|XP_001955538.1|DANA
OG0000553	LOC108110939|XP_017075722.1|DEUG	LOC6505463|XP_001964922.1|DANA
OG0000554	LOC108116704|XP_017084210.1|DEUG	LOC6499045|XP_032311101.1|DANA
OG0000554	LOC108116705|XP_017084211.1|DEUG	LOC6499046|XP_001955416.1|DANA
OG0000555	LOC108104636|XP_017066299.1|DEUG	LOC6507388|XP_014765207.1|DANA
OG0000555	LOC108107775|XP_017070959.1|DEUG	LOC6507011|XP_001956830.1|DANA
OG0000556	LOC108105371|XP_017067396.1|DEUG	LOC6504498|XP_001967017.2|DANA
OG0000556	LOC108116500|XP_017083922.1|DEUG	LOC6501319|XP_001954981.1|DANA
OG0000557	LOC108111741|XP_017076783.1|DEUG	LOC6500520|XP_001953384.1|DANA
OG0000557	LOC108111736|XP_017076779.1|DEUG	LOC6500521|XP_032305478.1|DANA
OG0000558	LOC108116321|XP_017083617.1|DEUG	LOC6501324|XP_001954996.1|DANA
OG0000558	LOC108104947|XP_017066800.1|DEUG	LOC6503932|XP_001963866.2|DANA
OG0000559	LOC108112189|XP_017077528.1|DEUG	LOC6500319|XP_014766499.1|DANA
OG0000559	LOC108118186|XP_017086234.1|DEUG	LOC6493601|XP_001958081.1|DANA
OG0000560	LOC108113247|XP_017079283.1|DEUG	LOC6494812|XP_001959615.1|DANA
OG0000560	LOC108113246|XP_017079281.1|DEUG	LOC6495801|XP_001959614.1|DANA
OG0000561	LOC108108172|XP_017071603.1|DEUG	LOC6507606|XP_001955993.1|DANA
OG0000561	LOC108107573|XP_017070622.1|DEUG	LOC6507607|XP_001955994.1|DANA
OG0000562	LOC108114401|XP_017080863.1|DEUG	LOC6507891|XP_001956536.1|DANA
OG0000562	LOC108114579|XP_017081122.1|DEUG	LOC6507880|XP_001956516.1|DANA
OG0000563	LOC108113936|XP_017080132.1|DEUG	LOC26514014|XP_014765563.1|DANA
OG0000564	LOC108114025|XP_017080262.1|DEUG	LOC6506835|XP_001957145.3|DANA
OG0000564	LOC108113996|XP_017080229.1|DEUG	LOC6493146|XP_001957146.2|DANA
OG0000566	LOC108117297|XP_017085145.1|DEUG	LOC26514623|XP_032311277.1|DANA, LOC6500700|XP_001953753.1|DANA
OG0000566	LOC108108062|XP_017071427.1|DEUG	LOC6493113|XP_001957070.1|DANA
OG0000567	LOC108103197|XP_017064074.1|DEUG	LOC6504736|XP_001966298.1|DANA
OG0000567	LOC108103213|XP_017064097.1|DEUG	LOC6504735|XP_001966299.1|DANA
OG0000568	LOC108104311|XP_017065784.1|DEUG	LOC6504459|XP_001966948.1|DANA
OG0000568	LOC108115030|XP_017081764.1|DEUG	LOC6499606|XP_001954309.1|DANA
OG0000569	LOC108110369|XP_017074911.1|DEUG	LOC6505838|XP_001964463.1|DANA
OG0000569	LOC108117015|XP_017084672.1|DEUG	LOC26515550|XP_032309778.1|DANA
OG0000570	LOC108116717|XP_017084227.1|DEUG	LOC6498916|XP_001955680.1|DANA
OG0000570	LOC108116695|XP_017084198.1|DEUG	LOC6498917|XP_001955679.1|DANA
OG0000571	LOC108116057|XP_017083247.1|DEUG	LOC6501642|XP_001955663.3|DANA
OG0000571	LOC108115998|XP_017083159.1|DEUG	LOC6501640|XP_032312130.1|DANA
OG0000572	LOC108116814|XP_017084352.1|DEUG	LOC6500873|XP_032305338.1|DANA
OG0000572	LOC108116825|XP_017084364.1|DEUG	LOC6500875|XP_032305461.1|DANA
OG0000573	LOC108108099|XP_017071489.1|DEUG	LOC6507491|XP_032310560.1|DANA
OG0000573	LOC108109145|XP_017073037.1|DEUG	LOC6494687|XP_001959858.1|DANA
OG0000574	LOC108114187|XP_017080485.1|DEUG	LOC6493369|XP_001957616.1|DANA
OG0000574	LOC108117259|XP_017085099.1|DEUG	LOC6500120|XP_001953183.1|DANA
OG0000575	LOC108108107|XP_017071505.1|DEUG	LOC6507320|XP_001956252.1|DANA
OG0000575	LOC108108142|XP_017071558.1|DEUG	LOC6507319|XP_032310085.1|DANA
OG0000576	LOC108116190|XP_017083420.1|DEUG	LOC6500100|XP_032312094.1|DANA, LOC6500099|XP_001953228.1|DANA
OG0000576	LOC108116188|XP_017083418.1|DEUG, LOC108116187|XP_017083417.1|DEUG	LOC6500101|XP_001953226.2|DANA
OG0000577	LOC108107058|XP_017069911.1|DEUG	LOC6497310|XP_001962345.1|DANA
OG0000577	LOC108107018|XP_017069854.1|DEUG	LOC6498229|XP_001962346.1|DANA
OG0000578	LOC108110704|XP_017075336.1|DEUG	LOC6496915|XP_001963147.1|DANA
OG0000578	LOC108113167|XP_017079171.1|DEUG	LOC6496399|XP_032306449.1|DANA
OG0000579	LOC108116830|XP_017084370.1|DEUG	LOC6501563|XP_001955477.1|DANA
OG0000579	LOC108114503|XP_017081011.1|DEUG	LOC6507259|XP_001956372.1|DANA
OG0000580	LOC108116459|XP_017083877.1|DEUG	LOC6498977|XP_001955576.2|DANA
OG0000580	LOC108116414|XP_017083787.1|DEUG	LOC6498974|XP_001955578.1|DANA
OG0000581	LOC108110214|XP_017074681.1|DEUG	LOC6499289|XP_014766000.1|DANA
OG0000581	LOC108102943|XP_017063702.1|DEUG	LOC6502044|XP_014759373.1|DANA
OG0000582	LOC108114379|XP_017080823.1|DEUG	LOC6507133|XP_001956613.1|DANA
OG0000582	LOC108109179|XP_017073096.1|DEUG	LOC6495460|XP_014763318.1|DANA
OG0000583	LOC108109046|XP_017072834.1|DEUG	LOC6495982|XP_001959976.2|DANA
OG0000583	LOC108109045|XP_017072832.1|DEUG	LOC6495894|XP_001959798.1|DANA
OG0000584	LOC108110519|XP_017075088.1|DEUG	LOC6505355|XP_001964848.2|DANA
OG0000584	LOC108110523|XP_017075092.1|DEUG	LOC6505351|XP_001964847.1|DANA
OG0000585	LOC108109897|XP_017074193.1|DEUG	LOC116655829|XP_032310207.1|DANA
OG0000585	LOC108109781|XP_017073949.1|DEUG	LOC116655802|XP_032310037.1|DANA
OG0000586	LOC108113294|XP_017079334.1|DEUG	LOC26514224|XP_014763992.1|DANA
OG0000586	LOC108104595|XP_017066247.1|DEUG	LOC6495073|XP_001959126.1|DANA
OG0000586	LOC108112041|XP_017077283.1|DEUG	LOC6496527|XP_001961075.1|DANA
OG0000587	LOC108112246|XP_017077557.1|DEUG	LOC26514511|XP_014764021.1|DANA
OG0000587	LOC108112235|XP_017077545.1|DEUG	LOC6494182|XP_001960814.3|DANA
OG0000589	LOC108116982|XP_017084637.1|DEUG	LOC6501919|XP_032308315.1|DANA
OG0000590	LOC108115589|XP_017082591.1|DEUG	LOC6500806|XP_001953953.1|DANA
OG0000590	LOC108110396|XP_017074945.1|DEUG	LOC6503867|XP_001963746.1|DANA
OG0000592	LOC108113022|XP_017078939.1|DEUG	LOC6494100|XP_001960976.1|DANA
OG0000592	LOC108106343|XP_017068812.1|DEUG	LOC6496343|XP_001960731.2|DANA
OG0000593	LOC108115956|XP_017083082.1|DEUG	LOC6505992|XP_001964744.1|DANA
OG0000593	LOC108104940|XP_017066791.1|DEUG	LOC6502716|XP_001963652.1|DANA
OG0000594	LOC108116047|XP_017083234.1|DEUG	LOC6505934|XP_001964645.1|DANA
OG0000594	LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG	LOC6500519|XP_001953382.1|DANA
OG0000595	LOC108116957|XP_017084601.1|DEUG	LOC6500152|XP_001953122.1|DANA
OG0000595	LOC108115988|XP_017083137.1|DEUG	LOC6501354|XP_014767006.2|DANA
OG0000596	LOC108105413|XP_017067450.1|DEUG	LOC6504714|XP_001966344.1|DANA
OG0000596	LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG	LOC6500223|XP_032305324.1|DANA
OG0000597	LOC108117476|XP_017085387.1|DEUG	LOC6500786|XP_001953918.1|DANA
OG0000597	LOC108104001|XP_017065280.1|DEUG	LOC6500562|XP_001953482.2|DANA
OG0000598	LOC108116917|XP_017084545.1|DEUG	LOC6499714|XP_001954078.1|DANA
OG0000599	LOC108107664|XP_017070741.1|DEUG	LOC6492960|XP_001956754.1|DANA
OG0000599	LOC108104715|XP_017066425.1|DEUG	LOC6507045|XP_032310803.1|DANA
OG0000600	LOC108113328|XP_017079374.1|DEUG	LOC6495777|XP_001959554.1|DANA
OG0000600	LOC108113283|XP_017079321.1|DEUG	LOC6502531|XP_014763919.1|DANA
OG0000601	LOC108107110|XP_017069988.1|DEUG	LOC6497771|XP_032307485.1|DANA
OG0000601	LOC108110865|XP_017075601.1|DEUG	LOC6498748|XP_014760128.1|DANA
OG0000602	LOC108111242|XP_017076134.1|DEUG	LOC6505743|XP_001964997.1|DANA
OG0000602	LOC108110493|XP_017075061.1|DEUG	LOC6505747|XP_001964998.1|DANA
OG0000603	LOC108110507|XP_017075076.1|DEUG	LOC6498114|XP_001962104.3|DANA
OG0000603	LOC108106149|XP_017068538.1|DEUG	LOC6498090|XP_001962059.1|DANA
OG0000604	LOC108110868|XP_017075604.1|DEUG	LOC6496728|XP_001967343.1|DANA
OG0000604	LOC108110870|XP_017075605.1|DEUG	LOC6496707|XP_001967342.1|DANA
OG0000605	LOC108115505|XP_017082486.1|DEUG	LOC26514587|XP_014760653.1|DANA
OG0000606	LOC108115657|XP_017082705.1|DEUG	LOC6499509|XP_001954474.1|DANA
OG0000607	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG	LOC6499868|XP_001953739.1|DANA
OG0000607	LOC108110244|XP_017074720.1|DEUG	LOC6505715|XP_001964401.1|DANA
OG0000608	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG	LOC6503425|XP_001967457.1|DANA
OG0000608	LOC108113590|XP_017079726.1|DEUG	LOC6498836|XP_032312288.1|DANA
OG0000610	LOC108108627|XP_017072216.1|DEUG	LOC6506285|XP_032310746.1|DANA
OG0000610	LOC108112393|XP_017077723.1|DEUG	LOC6496110|XP_001960245.1|DANA
OG0000611	LOC108109142|XP_017073029.1|DEUG	LOC6494789|XP_032307152.1|DANA
OG0000611	LOC108113308|XP_017079349.1|DEUG	LOC6496433|XP_001960907.1|DANA
OG0000612	LOC108108408|XP_017071949.1|DEUG	LOC6506270|XP_032309784.1|DANA
OG0000612	LOC108108409|XP_017071950.1|DEUG	LOC116655761|XP_032309785.1|DANA
OG0000612	LOC108108410|XP_017071952.1|DEUG	LOC6506269|XP_001958226.2|DANA
OG0000614	LOC108111298|XP_017076180.1|DEUG	LOC6499016|XP_001955507.2|DANA
OG0000614	LOC108109678|XP_017073757.1|DEUG	LOC6505288|XP_032307826.1|DANA
OG0000615	LOC108109938|XP_017074228.1|DEUG	LOC6505069|XP_001965519.1|DANA
OG0000615	LOC108110053|XP_017074421.1|DEUG	LOC6505683|XP_001964462.1|DANA
OG0000616	LOC108109997|XP_017074322.1|DEUG	LOC6505164|XP_032307916.1|DANA
OG0000616	LOC108110001|XP_017074327.1|DEUG	LOC6505163|XP_032307945.1|DANA
OG0000617	LOC108115802|XP_017082876.1|DEUG	LOC6501471|XP_001955320.2|DANA
OG0000617	LOC108111820|XP_017076917.1|DEUG	LOC6500739|XP_001953822.1|DANA
OG0000618	LOC108109549|XP_017073608.1|DEUG	LOC6500830|XP_014766749.1|DANA
OG0000618	LOC108108749|XP_017072394.1|DEUG	LOC6506144|XP_032310050.1|DANA
OG0000619	LOC108111979|XP_017077181.1|DEUG	LOC6493977|XP_001961218.2|DANA
OG0000620	LOC108105014|XP_017066902.1|DEUG	LOC6502942|XP_001963550.1|DANA, LOC6503165|XP_001963554.1|DANA
OG0000620	LOC108117355|XP_017085222.1|DEUG	LOC6506373|XP_001958003.2|DANA
OG0000621	LOC108117147|XP_017084894.1|DEUG	LOC6505674|XP_001964486.1|DANA
OG0000621	LOC108105470|XP_017067558.1|DEUG	LOC6504612|XP_001966528.1|DANA
OG0000622	LOC108114602|XP_017081151.1|DEUG	LOC6506186|XP_001958386.1|DANA
OG0000622	LOC108108321|XP_017071838.1|DEUG	LOC6493727|XP_032310024.1|DANA
OG0000623	LOC108102839|XP_017063521.1|DEUG	LOC6492943|XP_001956701.1|DANA
OG0000623	LOC108102735|XP_017063372.1|DEUG	LOC6506427|XP_001957899.1|DANA
OG0000624	LOC108113154|XP_017079152.1|DEUG	LOC6494834|XP_001959577.1|DANA
OG0000625	LOC108107929|XP_017071244.1|DEUG	LOC6506641|XP_001957487.2|DANA
OG0000625	LOC108107930|XP_017071248.1|DEUG	LOC6506640|XP_001957488.1|DANA
OG0000626	LOC108104769|XP_017066494.1|DEUG	LOC6496225|XP_001960487.2|DANA
OG0000626	LOC108109243|XP_017073209.1|DEUG	LOC6494700|XP_001959831.1|DANA
OG0000627	LOC108108604|XP_017072192.1|DEUG	LOC6506838|XP_001957141.1|DANA
OG0000627	LOC108110276|XP_017074751.1|DEUG	LOC6503058|XP_014761293.1|DANA
OG0000628	LOC108110580|XP_017075165.1|DEUG	LOC6505736|XP_001964994.2|DANA
OG0000628	LOC108110804|XP_017075523.1|DEUG	LOC6498556|XP_001963056.2|DANA
OG0000629	LOC108116526|XP_017083953.1|DEUG	LOC6499524|XP_001954442.2|DANA
OG0000629	LOC108115487|XP_017082461.1|DEUG	LOC6497563|XP_001961809.1|DANA
OG0000630	LOC108107029|XP_017069866.1|DEUG	LOC6498013|XP_001961891.2|DANA
OG0000630	LOC108107090|XP_017069956.1|DEUG	LOC6497531|XP_001961896.3|DANA
OG0000631	LOC108104117|XP_017065506.1|DEUG	LOC26515063|XP_014762398.1|DANA
OG0000631	LOC108105175|XP_017067115.1|DEUG	LOC6498365|XP_001962630.1|DANA
OG0000632	LOC108102667|XP_017063296.1|DEUG	LOC6504082|XP_032311174.1|DANA
OG0000632	LOC108102530|XP_017063056.1|DEUG	LOC6497974|XP_001961825.1|DANA
OG0000633	LOC108107950|XP_017071271.1|DEUG	LOC116655860|XP_032310452.1|DANA
OG0000633	LOC108107538|XP_017070567.1|DEUG	LOC6507126|XP_032310401.1|DANA
OG0000634	LOC108112903|XP_017078749.1|DEUG	LOC6496787|XP_001967613.1|DANA
OG0000635	LOC108109171|XP_017073084.1|DEUG	LOC6494613|XP_001960013.1|DANA
OG0000635	LOC108115221|XP_017082066.1|DEUG	LOC6498706|XP_001967112.1|DANA
OG0000636	LOC108106897|XP_017069635.1|DEUG	LOC6498014|XP_001961893.1|DANA, LOC6498015|XP_001961894.1|DANA
OG0000636	LOC108106905|XP_017069643.1|DEUG	LOC6497532|XP_001961892.1|DANA
OG0000637	LOC108103691|XP_017064769.1|DEUG	LOC6503878|XP_032308557.1|DANA
OG0000637	LOC108103690|XP_017064768.1|DEUG	LOC6503778|XP_001963763.1|DANA
OG0000638	LOC108116715|XP_017084225.1|DEUG	LOC6499811|XP_001953863.1|DANA
OG0000638	LOC108103947|XP_017065200.1|DEUG	LOC6503711|XP_001963881.1|DANA
OG0000639	LOC108114134|XP_017080399.1|DEUG	LOC6506927|XP_001956975.1|DANA
OG0000641	LOC108110420|XP_017074976.1|DEUG	LOC6502868|XP_032311000.1|DANA, LOC116656062|XP_032311289.1|DANA
OG0000642	LOC108105728|XP_017067931.1|DEUG	LOC6497821|XP_032307633.1|DANA
OG0000643	LOC108115752|XP_017082810.1|DEUG, LOC108115753|XP_017082811.1|DEUG, LOC108115750|XP_017082809.1|DEUG	LOC6502615|XP_032305671.1|DANA
OG0000643	LOC108115749|XP_017082808.1|DEUG	LOC6499088|XP_001955330.1|DANA
OG0000644	LOC108114651|XP_017081212.1|DEUG	LOC6507170|XP_001956553.1|DANA
OG0000644	LOC108114007|XP_017080242.1|DEUG, LOC108113919|XP_017080114.1|DEUG	LOC26515571|XP_014765743.1|DANA
OG0000645	LOC108113184|XP_017079200.1|DEUG	LOC26515588|XP_014760686.1|DANA, LOC26513801|XP_014760626.1|DANA
OG0000646	LOC108116686|XP_017084188.1|DEUG	LOC6498908|XP_001955695.1|DANA
OG0000646	LOC108116025|XP_017083201.1|DEUG	LOC6499219|XP_032308587.1|DANA
OG0000647	LOC108115405|XP_017082332.1|DEUG	LOC6501397|XP_001955174.1|DANA
OG0000647	LOC108104307|XP_017065774.1|DEUG	LOC6504457|XP_001966949.3|DANA
OG0000648	LOC108105393|XP_017067425.1|DEUG	LOC26515456|XP_032307993.1|DANA
OG0000648	LOC108105322|XP_017067304.1|DEUG	LOC6492915|XP_032307971.1|DANA
OG0000649	LOC108109958|XP_017074262.1|DEUG	LOC6505088|XP_032307922.1|DANA
OG0000649	LOC108109965|XP_017074270.1|DEUG	LOC6505089|XP_001965491.1|DANA
OG0000650	LOC108116610|XP_017084063.1|DEUG	LOC6505653|XP_001964524.1|DANA
OG0000650	LOC108102382|XP_017062809.1|DEUG	LOC6502019|XP_001967622.2|DANA
OG0000651	LOC108114205|XP_017080513.1|DEUG	LOC6492974|XP_001956774.1|DANA
OG0000651	LOC108108089|XP_017071469.1|DEUG	LOC6492973|XP_001956773.1|DANA
OG0000652	LOC108113185|XP_017079201.1|DEUG	LOC6496043|XP_001960107.1|DANA
OG0000653	LOC108111757|XP_017076803.1|DEUG	LOC6500733|XP_001953811.1|DANA
OG0000653	LOC108115014|XP_017081744.1|DEUG	LOC6500284|XP_001952884.1|DANA
OG0000654	LOC108102828|XP_017063506.1|DEUG	LOC6493293|XP_001957460.2|DANA
OG0000654	LOC108114343|XP_017080764.1|DEUG	LOC6506582|XP_001957601.1|DANA
OG0000655	LOC108112546|XP_017077971.1|DEUG	LOC6495936|XP_014763550.1|DANA
OG0000655	LOC108102558|XP_017063118.1|DEUG	LOC6506765|XP_001965246.1|DANA
OG0000656	LOC108111793|XP_017076871.1|DEUG	LOC6505688|XP_001964456.1|DANA
OG0000656	LOC108111794|XP_017076872.1|DEUG	LOC6505687|XP_001964455.2|DANA, LOC6505689|XP_001964454.1|DANA
OG0000657	LOC108104638|XP_017066303.1|DEUG	LOC6507528|XP_001955862.2|DANA
OG0000657	LOC108111009|XP_017075810.1|DEUG	LOC6497488|XP_001961978.1|DANA
OG0000658	LOC108105385|XP_017067418.1|DEUG	LOC6505041|XP_001965577.1|DANA
OG0000658	LOC108116173|XP_017083402.1|DEUG	LOC6499957|XP_001953559.1|DANA
OG0000659	LOC108111083|XP_017075907.1|DEUG	LOC6497808|XP_001961488.1|DANA
OG0000659	LOC108107107|XP_017069985.1|DEUG	LOC6498017|XP_032307432.1|DANA
OG0000660	LOC108111148|XP_017076005.1|DEUG	LOC6497573|XP_032307646.1|DANA
OG0000661	LOC108102739|XP_017063377.1|DEUG	LOC6506497|XP_001957764.1|DANA
OG0000661	LOC108102586|XP_017063176.1|DEUG	LOC6498300|XP_001962494.2|DANA
OG0000662	LOC108108110|XP_017071509.1|DEUG	LOC6506858|XP_001957107.1|DANA
OG0000662	LOC108117089|XP_017084776.1|DEUG	LOC6504704|XP_001966363.1|DANA
OG0000663	LOC108107275|XP_017070205.1|DEUG	LOC6494394|XP_001960413.1|DANA
OG0000664	LOC108115059|XP_017081794.1|DEUG	LOC6505251|XP_001965628.1|DANA
OG0000664	LOC108110316|XP_017074818.1|DEUG	LOC6504102|XP_001964181.1|DANA
OG0000665	LOC108113805|XP_017080003.1|DEUG	LOC6500338|XP_032305368.1|DANA
OG0000666	LOC108109163|XP_017073075.1|DEUG	LOC6495525|XP_001959035.1|DANA
OG0000666	LOC108117598|XP_017085603.1|DEUG	LOC6502973|XP_001963490.1|DANA
OG0000667	LOC108102454|XP_017062949.1|DEUG	LOC6504600|XP_001966551.2|DANA
OG0000667	LOC108116415|XP_017083789.1|DEUG	LOC6501607|XP_001955580.3|DANA
OG0000668	LOC108116182|XP_017083415.1|DEUG	LOC6502731|XP_001965834.2|DANA
OG0000668	LOC108116873|XP_017084453.1|DEUG	LOC6500923|XP_001954176.1|DANA
OG0000669	LOC108104333|XP_017065809.1|DEUG	LOC6502193|XP_001966057.1|DANA
OG0000669	LOC108104334|XP_017065810.1|DEUG	LOC6502192|XP_001966058.1|DANA
OG0000670	LOC108105499|XP_017067607.1|DEUG	LOC6504136|XP_001964255.1|DANA
OG0000670	LOC108110330|XP_017074850.1|DEUG	LOC6503854|XP_001963720.1|DANA
OG0000671	LOC108110149|XP_017074553.1|DEUG	LOC6505781|XP_001964362.2|DANA
OG0000671	LOC108116077|XP_017083284.1|DEUG	LOC6498925|XP_001955668.1|DANA
OG0000672	LOC108102940|XP_017063698.1|DEUG	LOC6502062|XP_001967144.1|DANA
OG0000672	LOC108105077|XP_017066990.1|DEUG	LOC6502989|XP_001963460.1|DANA
OG0000673	LOC108118391|XP_017086556.1|DEUG	LOC6502161|XP_001966103.1|DANA
OG0000673	LOC108104252|XP_017065690.1|DEUG	LOC6506310|XP_001958144.1|DANA
OG0000675	LOC108106181|XP_017068592.1|DEUG	LOC6497195|XP_001962579.1|DANA
OG0000677	LOC108114741|XP_017081345.1|DEUG	LOC6507920|XP_001956603.1|DANA
OG0000677	LOC108111882|XP_017077001.1|DEUG	LOC6505243|XP_001965610.1|DANA
OG0000678	LOC108117258|XP_017085098.1|DEUG	LOC6499862|XP_001953749.1|DANA
OG0000678	LOC108111145|XP_017076003.1|DEUG	LOC6497849|XP_001961564.2|DANA
OG0000679	LOC108118066|XP_017086098.1|DEUG, LOC108103029|XP_017063844.1|DEUG	LOC6504250|XP_032308844.1|DANA
OG0000680	LOC108103778|XP_017064897.1|DEUG	LOC6498798|XP_032308230.1|DANA
OG0000680	LOC108103776|XP_017064893.1|DEUG	LOC6498797|XP_032308181.1|DANA
OG0000681	LOC108116924|XP_017084553.1|DEUG	LOC6499194|XP_001955140.2|DANA
OG0000681	LOC108103812|XP_017064987.1|DEUG	LOC6504094|XP_001964162.1|DANA
OG0000683	LOC108116667|XP_017084152.1|DEUG	LOC6498906|XP_001955699.1|DANA
OG0000684	LOC108111733|XP_017076776.1|DEUG	LOC6500525|XP_001953392.1|DANA
OG0000684	LOC108116688|XP_017084190.1|DEUG	LOC6499047|XP_001955414.1|DANA
OG0000685	LOC108110132|XP_017074527.1|DEUG	LOC6502100|XP_001966211.1|DANA
OG0000685	LOC108110206|XP_017074671.1|DEUG	LOC6500048|XP_001953321.1|DANA
OG0000686	LOC108113341|XP_017079391.1|DEUG	LOC6493938|XP_001961283.1|DANA
OG0000687	LOC108108943|XP_017072687.1|DEUG	LOC6494600|XP_001960033.1|DANA
OG0000687	LOC108107575|XP_017070625.1|DEUG	LOC6507542|XP_001955885.1|DANA
OG0000688	LOC108112525|XP_017077938.1|DEUG	LOC6494546|XP_014762835.1|DANA
OG0000689	LOC108104872|XP_017066687.1|DEUG	LOC6494869|XP_032307169.1|DANA
OG0000689	LOC108104871|XP_017066686.1|DEUG	LOC6494870|XP_001959518.2|DANA
OG0000690	LOC108104991|XP_017066856.1|DEUG	LOC6502174|XP_001966079.1|DANA
OG0000691	LOC108110679|XP_017075292.1|DEUG	LOC6498348|XP_001962597.1|DANA
OG0000691	LOC108108549|XP_017072116.1|DEUG	LOC6506282|XP_001958202.1|DANA
OG0000692	LOC108113899|XP_017080094.1|DEUG	LOC6492991|XP_001956808.1|DANA
OG0000692	LOC108113898|XP_017080093.1|DEUG	LOC6492992|XP_001956809.1|DANA
OG0000693	LOC108105341|XP_017067326.1|DEUG	LOC6505271|XP_001965660.1|DANA
OG0000693	LOC108117269|XP_017085113.1|DEUG	LOC6500122|XP_001953179.1|DANA
OG0000694	LOC108110125|XP_017074520.1|DEUG	LOC6503517|XP_001964225.1|DANA
OG0000694	LOC108114369|XP_017080808.1|DEUG	LOC6507910|XP_001956582.3|DANA
OG0000695	LOC108113459|XP_017079529.1|DEUG	LOC6497333|XP_001962300.3|DANA
