Orthogroup	DEUG.longest_only	DKIK.longest_only
OG0002162	LOC108111994|XP_017077395.1|DEUG	LOC108085915|XP_017038176.1|DKIK
OG0002163	LOC108103362|XP_017064296.1|DEUG	LOC108083867|XP_017035345.1|DKIK
OG0002164	LOC108113645|XP_017079803.1|DEUG	LOC108081269|XP_017031855.1|DKIK
OG0002165	LOC108118453|XP_017086660.1|DEUG	LOC108077002|XP_017025564.1|DKIK
OG0002166	LOC108108460|XP_017072006.1|DEUG	LOC108076897|XP_017025420.1|DKIK
OG0002167	LOC108112053|XP_017077296.1|DEUG	LOC108082465|XP_017033337.1|DKIK
OG0002168	LOC108107401|XP_017070410.1|DEUG	LOC108072071|XP_017018563.1|DKIK
OG0002169	LOC108114710|XP_017081298.1|DEUG	LOC108078902|XP_017028524.1|DKIK
OG0002170	LOC108108703|XP_017072301.1|DEUG	LOC108083287|XP_017034510.1|DKIK
OG0002171	LOC108116598|XP_017084040.1|DEUG	LOC108084567|XP_017036316.1|DKIK
OG0002172	LOC108115638|XP_017082680.1|DEUG	LOC108071346|XP_017017571.1|DKIK
OG0002173	LOC108110505|XP_017075073.1|DEUG	LOC108077190|XP_017025924.1|DKIK
OG0002174	LOC108111636|XP_017076655.1|DEUG, LOC108111642|XP_017076662.1|DEUG	LOC108077618|XP_017026513.1|DKIK
OG0002175	LOC108111643|XP_017076663.1|DEUG	LOC108077619|XP_017026514.1|DKIK
OG0002176	LOC108117119|XP_017084839.1|DEUG	LOC108084624|XP_017036401.1|DKIK
OG0002177	LOC108111530|XP_017076539.1|DEUG	LOC108077623|XP_017026520.1|DKIK
OG0002178	LOC108115806|XP_017082884.1|DEUG	LOC108084945|XP_017036831.1|DKIK
OG0002179	LOC108113790|XP_017079987.1|DEUG	LOC108073526|XP_017020696.1|DKIK
OG0002180	LOC108111335|XP_017076245.1|DEUG	LOC108073711|XP_017020935.1|DKIK
OG0002181	LOC108103139|XP_017064000.1|DEUG	LOC108085776|XP_017038015.1|DKIK
OG0002182	LOC108115148|XP_017081941.1|DEUG	LOC108077748|XP_017026705.1|DKIK
OG0002183	LOC108112034|XP_017077270.1|DEUG	LOC108082601|XP_017033563.1|DKIK
OG0002184	LOC108111682|XP_017076711.1|DEUG	LOC108073212|XP_017020272.1|DKIK
OG0002185	LOC108105622|XP_017067793.1|DEUG	LOC108081067|XP_017031537.1|DKIK
OG0002186	LOC108113405|XP_017079447.1|DEUG	LOC108075799|XP_017023859.1|DKIK
OG0002187	LOC108115626|XP_017082666.1|DEUG	LOC108084256|XP_017035888.1|DKIK
OG0002188	LOC108107435|XP_017070460.1|DEUG	LOC108072123|XP_017018640.1|DKIK
OG0002189	LOC108113826|XP_017080024.1|DEUG	LOC108083802|XP_017035231.1|DKIK
OG0002190	LOC108116678|XP_017084167.1|DEUG	LOC108084592|XP_017036356.1|DKIK
OG0002191	LOC108114199|XP_017080506.1|DEUG	LOC108075206|XP_017023030.1|DKIK
OG0002192	LOC108108657|XP_017072250.1|DEUG	LOC108080665|XP_017030986.1|DKIK
OG0002193	LOC108117515|XP_017085500.1|DEUG	LOC108077737|XP_017026689.1|DKIK
OG0002194	LOC108115796|XP_017082865.1|DEUG	LOC108083684|XP_017035051.1|DKIK
OG0002195	LOC108116690|XP_017084193.1|DEUG	LOC108084613|XP_017036387.1|DKIK
OG0002196	LOC108116282|XP_017083558.1|DEUG	LOC108073401|XP_017020482.1|DKIK
OG0002197	LOC108104627|XP_017066291.1|DEUG	LOC108079024|XP_017028692.1|DKIK
OG0002198	LOC108115056|XP_017081791.1|DEUG	LOC108081206|XP_017031764.1|DKIK
OG0002199	LOC108109516|XP_017073556.1|DEUG	LOC108085014|XP_017036947.1|DKIK
OG0002200	LOC108105104|XP_017067028.1|DEUG	LOC108079392|XP_017029204.1|DKIK
OG0002202	LOC108116893|XP_017084488.1|DEUG	LOC108084286|XP_017035932.1|DKIK
OG0002203	LOC108111635|XP_017076654.1|DEUG, LOC108111675|XP_017076701.1|DEUG	LOC108077851|XP_017026872.1|DKIK
OG0002204	LOC108113729|XP_017079904.1|DEUG	LOC108073444|XP_017020556.1|DKIK
OG0002205	LOC108116835|XP_017084376.1|DEUG	LOC108074059|XP_017021420.1|DKIK
OG0002206	LOC108115700|XP_017082759.1|DEUG	LOC108083629|XP_017034988.1|DKIK
OG0002207	LOC108116056|XP_017083246.1|DEUG	LOC108085721|XP_017037933.1|DKIK
OG0002208	LOC108116109|XP_017083320.1|DEUG	LOC108085737|XP_017037955.1|DKIK
OG0002209	LOC108109750|XP_017073907.1|DEUG	LOC108079158|XP_017028895.1|DKIK
OG0002210	LOC108115386|XP_017082310.1|DEUG	LOC108070726|XP_017016811.1|DKIK
OG0002211	LOC108116953|XP_017084596.1|DEUG	LOC108074095|XP_017021476.1|DKIK
OG0002212	LOC108117121|XP_017084841.1|DEUG	LOC108084619|XP_017036394.1|DKIK
OG0002213	LOC108116146|XP_017083371.1|DEUG	LOC108080435|XP_017030658.1|DKIK
OG0002214	LOC108109432|XP_017073421.1|DEUG	LOC108073338|XP_017020391.1|DKIK
OG0002215	LOC108109209|XP_017073143.1|DEUG	LOC108075506|XP_017023462.1|DKIK
OG0002216	LOC108116071|XP_017083275.1|DEUG	LOC108078351|XP_017027649.1|DKIK
OG0002217	LOC108105241|XP_017067205.1|DEUG	LOC108085909|XP_017038166.1|DKIK
OG0002218	LOC108110066|XP_017074436.1|DEUG	LOC108083563|XP_017034907.1|DKIK
OG0002219	LOC108116976|XP_017084625.1|DEUG	LOC108074118|XP_017021507.1|DKIK
OG0002220	LOC108116798|XP_017084334.1|DEUG	LOC108074032|XP_017021388.1|DKIK
OG0002221	LOC108114624|XP_017081180.1|DEUG	LOC108078583|XP_017027992.1|DKIK
OG0002222	LOC108107367|XP_017070360.1|DEUG	LOC108078355|XP_017027659.1|DKIK
OG0002224	LOC108112564|XP_017078001.1|DEUG	LOC108078114|XP_017027206.1|DKIK
OG0002225	LOC108104917|XP_017066754.1|DEUG	LOC108070604|XP_017016663.1|DKIK
OG0002226	LOC108106403|XP_017068903.1|DEUG	LOC108076341|XP_017024617.1|DKIK
OG0002227	LOC108106474|XP_017069039.1|DEUG	LOC108085154|XP_017037171.1|DKIK
OG0002228	LOC108105408|XP_017067444.1|DEUG	LOC108074743|XP_017022405.1|DKIK
OG0002229	LOC108107358|XP_017070348.1|DEUG	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK
OG0002230	LOC108112543|XP_017077968.1|DEUG	LOC108078257|XP_017027481.1|DKIK
OG0002231	LOC108113113|XP_017079099.1|DEUG	LOC108081332|XP_017031962.1|DKIK
OG0002232	LOC108109160|XP_017073072.1|DEUG	LOC108078238|XP_017027433.1|DKIK
OG0002233	LOC108108208|XP_017071658.1|DEUG	LOC108070392|XP_017016330.1|DKIK
OG0002234	LOC108106692|XP_017069414.1|DEUG	LOC108082621|XP_017033590.1|DKIK
OG0002235	LOC108112672|XP_017078300.1|DEUG	LOC108078263|XP_017027491.1|DKIK
OG0002236	LOC108107315|XP_017070277.1|DEUG	LOC108072194|XP_017018742.1|DKIK
OG0002237	LOC108107434|XP_017070457.1|DEUG	LOC108072121|XP_017018634.1|DKIK
OG0002238	LOC108113024|XP_017078940.1|DEUG	LOC108070530|XP_017016541.1|DKIK
OG0002239	LOC108112846|XP_017078648.1|DEUG	LOC108078392|XP_017027736.1|DKIK
OG0002240	LOC108112933|XP_017078813.1|DEUG	LOC108076752|XP_017025237.1|DKIK
OG0002241	LOC108117391|XP_017085278.1|DEUG	LOC108078761|XP_017028286.1|DKIK
OG0002242	LOC108109825|XP_017074050.1|DEUG	LOC108078843|XP_017028427.1|DKIK
OG0002243	LOC108117146|XP_017084893.1|DEUG	LOC108084138|XP_017035670.1|DKIK
OG0002244	LOC108114342|XP_017080763.1|DEUG	LOC108072729|XP_017019478.1|DKIK
OG0002245	LOC108109815|XP_017074029.1|DEUG	LOC108070559|XP_017016573.1|DKIK
OG0002246	LOC108113183|XP_017079197.1|DEUG	LOC108080699|XP_017031026.1|DKIK
OG0002247	LOC108107402|XP_017070411.1|DEUG	LOC108072073|XP_017018565.1|DKIK
OG0002248	LOC108107912|XP_017071221.1|DEUG	LOC108079845|XP_017029841.1|DKIK
OG0002249	LOC108109911|XP_017074208.1|DEUG	LOC108078622|XP_017028034.1|DKIK
OG0002250	LOC108108901|XP_017072614.1|DEUG	LOC108077971|XP_017027002.1|DKIK
OG0002251	LOC108109274|XP_017073254.1|DEUG	LOC108076816|XP_017025336.1|DKIK
OG0002252	LOC108109205|XP_017073136.1|DEUG	LOC108076826|XP_017025348.1|DKIK
OG0002253	LOC108107461|XP_017070496.1|DEUG	LOC108070899|XP_017017038.1|DKIK
OG0002254	LOC108117462|XP_017085373.1|DEUG	LOC108073346|XP_017020400.1|DKIK
OG0002255	LOC108103759|XP_017064866.1|DEUG	LOC108079393|XP_017029205.1|DKIK
OG0002256	LOC108112585|XP_017078113.1|DEUG	LOC108078519|XP_017027913.1|DKIK
OG0002257	LOC108106420|XP_017068938.1|DEUG	LOC108078218|XP_017027396.1|DKIK
OG0002258	LOC108114104|XP_017080352.1|DEUG	LOC108079805|XP_017029773.1|DKIK
OG0002259	LOC108115198|XP_017082008.1|DEUG	LOC108084876|XP_017036762.1|DKIK
OG0002260	LOC108107974|XP_017071307.1|DEUG	LOC108073923|XP_017021209.1|DKIK
OG0002261	LOC108108675|XP_017072268.1|DEUG	LOC108083240|XP_017034435.1|DKIK
OG0002262	LOC108104833|XP_017066623.1|DEUG	LOC108078267|XP_017027505.1|DKIK
OG0002263	LOC108114539|XP_017081071.1|DEUG	LOC108078708|XP_017028158.1|DKIK
OG0002264	LOC108107366|XP_017070359.1|DEUG	LOC108078354|XP_017027658.1|DKIK
OG0002265	LOC108113991|XP_017080223.1|DEUG	LOC108071925|XP_017018374.1|DKIK
OG0002266	LOC108107614|XP_017070673.1|DEUG	LOC108083015|XP_017034130.1|DKIK
OG0002267	LOC108108322|XP_017071839.1|DEUG	LOC108078921|XP_017028556.1|DKIK
OG0002268	LOC108114546|XP_017081080.1|DEUG	LOC108085810|XP_017038050.1|DKIK
OG0002269	LOC108112777|XP_017078539.1|DEUG	LOC108082421|XP_017033274.1|DKIK
OG0002270	LOC108112999|XP_017078899.1|DEUG	LOC108078377|XP_017027699.1|DKIK
OG0002271	LOC108108347|XP_017071877.1|DEUG	LOC108078887|XP_017028506.1|DKIK
OG0002272	LOC108102805|XP_017063473.1|DEUG	LOC108079874|XP_017029879.1|DKIK
OG0002273	LOC108118204|XP_017086252.1|DEUG	LOC108083741|XP_017035143.1|DKIK
OG0002274	LOC108108708|XP_017072306.1|DEUG	LOC108075173|XP_017022984.1|DKIK
OG0002275	LOC108114632|XP_017081187.1|DEUG	LOC108078704|XP_017028151.1|DKIK
OG0002276	LOC108102789|XP_017063439.1|DEUG	LOC108079044|XP_017028719.1|DKIK
OG0002277	LOC108102863|XP_017063554.1|DEUG	LOC108079117|XP_017028846.1|DKIK
OG0002278	LOC108107518|XP_017070548.1|DEUG	LOC108085979|XP_017038269.1|DKIK
OG0002279	LOC108117372|XP_017085247.1|DEUG	LOC108078809|XP_017028376.1|DKIK
OG0002280	LOC108114186|XP_017080484.1|DEUG	LOC108078691|XP_017028130.1|DKIK
OG0002281	LOC108114463|XP_017080957.1|DEUG	LOC108079769|XP_017029684.1|DKIK
OG0002282	LOC108108032|XP_017071393.1|DEUG	LOC108073942|XP_017021245.1|DKIK
OG0002283	LOC108109188|XP_017073111.1|DEUG	LOC108076266|XP_017024503.1|DKIK
OG0002284	LOC108109068|XP_017072901.1|DEUG	LOC108076781|XP_017025276.1|DKIK
OG0002285	LOC108103286|XP_017064186.1|DEUG	LOC108079346|XP_017029142.1|DKIK
OG0002286	LOC108113194|XP_017079210.1|DEUG	LOC108072365|XP_017018948.1|DKIK
OG0002287	LOC108113123|XP_017079115.1|DEUG	LOC108078365|XP_017027676.1|DKIK
OG0002288	LOC108108303|XP_017071806.1|DEUG	LOC108078813|XP_017028381.1|DKIK
OG0002289	LOC108109822|XP_017074047.1|DEUG	LOC108077475|XP_017026283.1|DKIK
OG0002290	LOC108113415|XP_017079457.1|DEUG	LOC108082715|XP_017033712.1|DKIK
OG0002291	LOC108112619|XP_017078200.1|DEUG	LOC108072933|XP_017019771.1|DKIK
OG0002292	LOC108113072|XP_017079001.1|DEUG	LOC108080732|XP_017031080.1|DKIK
OG0002293	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG	LOC108072441|XP_017019057.1|DKIK
OG0002294	LOC108109421|XP_017073408.1|DEUG	LOC108085035|XP_017036971.1|DKIK
OG0002295	LOC108106973|XP_017069778.1|DEUG	LOC108075848|XP_017023918.1|DKIK
OG0002297	LOC108105609|XP_017067775.1|DEUG	LOC108084192|XP_017035778.1|DKIK
OG0002298	LOC108107345|XP_017070332.1|DEUG	LOC108072130|XP_017018654.1|DKIK
OG0002299	LOC108106651|XP_017069356.1|DEUG	LOC108072928|XP_017019764.1|DKIK
OG0002300	LOC108103376|XP_017064311.1|DEUG	LOC108073627|XP_017020818.1|DKIK
OG0002301	LOC108114863|XP_017081504.1|DEUG	LOC108081527|XP_017032232.1|DKIK
OG0002302	LOC108114826|XP_017081447.1|DEUG	LOC108077192|XP_017025929.1|DKIK
OG0002303	LOC108103290|XP_017064192.1|DEUG	LOC108079459|XP_017029287.1|DKIK
OG0002304	LOC108105844|XP_017068094.1|DEUG	LOC108085258|XP_017037295.1|DKIK
OG0002305	LOC108114625|XP_017081181.1|DEUG	LOC108075012|XP_017022748.1|DKIK
OG0002306	LOC108106176|XP_017068586.1|DEUG	LOC108074858|XP_017022558.1|DKIK
OG0002307	LOC108111738|XP_017076784.1|DEUG	LOC108074551|XP_017022136.1|DKIK
OG0002308	LOC108110916|XP_017075675.1|DEUG	LOC108077141|XP_017025844.1|DKIK
OG0002309	LOC108102589|XP_017063180.1|DEUG	LOC108081365|XP_017032006.1|DKIK
OG0002310	LOC108115511|XP_017082495.1|DEUG	LOC108081414|XP_017032082.1|DKIK
OG0002311	LOC108114807|XP_017081409.1|DEUG	LOC108082780|XP_017033804.1|DKIK
OG0002312	LOC108111143|XP_017076000.1|DEUG	LOC108072490|XP_017019146.1|DKIK
OG0002313	LOC108106659|XP_017069369.1|DEUG	LOC108076513|XP_017024908.1|DKIK
OG0002314	LOC108104454|XP_017066007.1|DEUG	LOC108070815|XP_017016904.1|DKIK
OG0002315	LOC108106805|XP_017069539.1|DEUG	LOC108082326|XP_017033144.1|DKIK
OG0002316	LOC108111837|XP_017076934.1|DEUG	LOC108081976|XP_017032701.1|DKIK
OG0002317	LOC108104281|XP_017065732.1|DEUG	LOC108072752|XP_017019510.1|DKIK
OG0002318	LOC108105690|XP_017067889.1|DEUG	LOC108082836|XP_017033889.1|DKIK
OG0002319	LOC108111195|XP_017076079.1|DEUG	LOC108072617|XP_017019333.1|DKIK
OG0002320	LOC108109078|XP_017072929.1|DEUG	LOC108078153|XP_017027285.1|DKIK
OG0002321	LOC108106785|XP_017069518.1|DEUG	LOC108074705|XP_017022334.1|DKIK
OG0002322	LOC108103415|XP_017064362.1|DEUG	LOC108075784|XP_017023832.1|DKIK
OG0002323	LOC108115532|XP_017082524.1|DEUG	LOC108079493|XP_017029322.1|DKIK
OG0002324	LOC108108795|XP_017072460.1|DEUG	LOC108083272|XP_017034481.1|DKIK
OG0002325	LOC108114148|XP_017080422.1|DEUG	LOC108073516|XP_017020678.1|DKIK
OG0002326	LOC108114152|XP_017080431.1|DEUG	LOC108073512|XP_017020673.1|DKIK
OG0002327	LOC108116370|XP_017083696.1|DEUG, LOC108116372|XP_017083701.1|DEUG	LOC108084858|XP_017036727.1|DKIK
OG0002328	LOC108114876|XP_017081521.1|DEUG	LOC108082681|XP_017033671.1|DKIK
OG0002329	LOC108102680|XP_017063310.1|DEUG	LOC108074448|XP_017021978.1|DKIK
OG0002330	LOC108102682|XP_017063312.1|DEUG	LOC108074439|XP_017021967.1|DKIK
OG0002331	LOC108106048|XP_017068391.1|DEUG	LOC108079154|XP_017028891.1|DKIK
OG0002332	LOC108108173|XP_017071604.1|DEUG	LOC108075294|XP_017023178.1|DKIK
OG0002333	LOC108107334|XP_017070309.1|DEUG	LOC108072349|XP_017018929.1|DKIK
OG0002334	LOC108102504|XP_017063017.1|DEUG	LOC108074568|XP_017022162.1|DKIK
OG0002335	LOC108104594|XP_017066246.1|DEUG	LOC108082571|XP_017033517.1|DKIK
OG0002336	LOC108108515|XP_017072073.1|DEUG	LOC108085541|XP_017037663.1|DKIK
OG0002337	LOC108104793|XP_017066546.1|DEUG	LOC108078100|XP_017027187.1|DKIK
OG0002338	LOC108107142|XP_017070035.1|DEUG	LOC108072860|XP_017019665.1|DKIK
OG0002339	LOC108110999|XP_017075797.1|DEUG	LOC108085352|XP_017037407.1|DKIK
OG0002340	LOC108104088|XP_017065472.1|DEUG	LOC108076117|XP_017024338.1|DKIK
OG0002341	LOC108104870|XP_017066685.1|DEUG	LOC108073144|XP_017020141.1|DKIK
OG0002342	LOC108102567|XP_017063135.1|DEUG	LOC108077405|XP_017026193.1|DKIK
OG0002343	LOC108102598|XP_017063191.1|DEUG	LOC108086246|XP_017038606.1|DKIK
OG0002344	LOC108104240|XP_017065679.1|DEUG, LOC108103094|XP_017063940.1|DEUG	LOC108084691|XP_017036515.1|DKIK
OG0002345	LOC108112623|XP_017078214.1|DEUG	LOC108076757|XP_017025246.1|DKIK
OG0002346	LOC108106979|XP_017069800.1|DEUG	LOC108077427|XP_017026220.1|DKIK
OG0002347	LOC108106718|XP_017069440.1|DEUG	LOC108072420|XP_017019014.1|DKIK
OG0002348	LOC108106166|XP_017068566.1|DEUG	LOC108079615|XP_017029479.1|DKIK
OG0002349	LOC108112628|XP_017078223.1|DEUG	LOC108076758|XP_017025247.1|DKIK
OG0002350	LOC108112621|XP_017078212.1|DEUG	LOC108071781|XP_017018134.1|DKIK
OG0002351	LOC108106782|XP_017069513.1|DEUG	LOC108082587|XP_017033538.1|DKIK
OG0002352	LOC108112965|XP_017078855.1|DEUG	LOC108081833|XP_017032563.1|DKIK
OG0002353	LOC108112067|XP_017077302.1|DEUG	LOC108081464|XP_017032143.1|DKIK
OG0002354	LOC108110981|XP_017075777.1|DEUG	LOC108076260|XP_017024501.1|DKIK
OG0002355	LOC108118125|XP_017086161.1|DEUG	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK
OG0002356	LOC108118473|XP_017086686.1|DEUG	LOC108072572|XP_017019266.1|DKIK
OG0002357	LOC108105239|XP_017067199.1|DEUG	LOC108077785|XP_017026774.1|DKIK
OG0002358	LOC108110921|XP_017075685.1|DEUG	LOC108077055|XP_017025708.1|DKIK
OG0002359	LOC108118298|XP_017086399.1|DEUG	LOC108071751|XP_017018065.1|DKIK
OG0002360	LOC108115466|XP_017082409.1|DEUG	LOC108082161|XP_017032951.1|DKIK
OG0002361	LOC108107565|XP_017070612.1|DEUG	LOC108083060|XP_017034182.1|DKIK
OG0002362	LOC108118328|XP_017086436.1|DEUG	LOC108073646|XP_017020854.1|DKIK
OG0002363	LOC108107148|XP_017070040.1|DEUG	LOC108072856|XP_017019660.1|DKIK
OG0002364	LOC108106960|XP_017069730.1|DEUG	LOC108072843|XP_017019628.1|DKIK
OG0002365	LOC108107085|XP_017069951.1|DEUG	LOC108072845|XP_017019646.1|DKIK
OG0002366	LOC108102597|XP_017063189.1|DEUG	LOC108086199|XP_017038550.1|DKIK
OG0002367	LOC108110789|XP_017075498.1|DEUG	LOC108074498|XP_017022060.1|DKIK
OG0002368	LOC108113463|XP_017079532.1|DEUG	LOC108075787|XP_017023841.1|DKIK
OG0002369	LOC108114949|XP_017081624.1|DEUG	LOC108083408|XP_017034650.1|DKIK
OG0002370	LOC108105743|XP_017067948.1|DEUG	LOC108075361|XP_017023264.1|DKIK
OG0002371	LOC108105832|XP_017068068.1|DEUG	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK
OG0002372	LOC108110766|XP_017075470.1|DEUG	LOC108079600|XP_017029446.1|DKIK
OG0002373	LOC108118448|XP_017086645.1|DEUG	LOC108081413|XP_017032081.1|DKIK
OG0002374	LOC108113816|XP_017080014.1|DEUG	LOC108073436|XP_017020545.1|DKIK
OG0002375	LOC108115146|XP_017081934.1|DEUG	LOC108074074|XP_017021439.1|DKIK
OG0002376	LOC108106976|XP_017069784.1|DEUG	LOC108075842|XP_017023906.1|DKIK
OG0002377	LOC108115305|XP_017082192.1|DEUG	LOC108075577|XP_017023583.1|DKIK
OG0002378	LOC108114501|XP_017081010.1|DEUG	LOC108070419|XP_017016362.1|DKIK
OG0002379	LOC108118068|XP_017086137.1|DEUG	LOC108072551|XP_017019215.1|DKIK
OG0002380	LOC108103249|XP_017064140.1|DEUG	LOC108083781|XP_017035196.1|DKIK
OG0002381	LOC108106791|XP_017069525.1|DEUG	LOC108072878|XP_017019686.1|DKIK
OG0002382	LOC108118080|XP_017086113.1|DEUG	LOC108071776|XP_017018119.1|DKIK
OG0002383	LOC108113928|XP_017080127.1|DEUG	LOC108079883|XP_017029889.1|DKIK
OG0002384	LOC108103633|XP_017064667.1|DEUG	LOC108083520|XP_017034835.1|DKIK
OG0002385	LOC108102324|XP_017062601.1|DEUG	LOC108081319|XP_017031915.1|DKIK
OG0002386	LOC108117101|XP_017084801.1|DEUG	LOC108078311|XP_017027632.1|DKIK
OG0002387	LOC108115582|XP_017082582.1|DEUG	LOC108071333|XP_017017538.1|DKIK
OG0002388	LOC108105604|XP_017067768.1|DEUG	LOC108084172|XP_017035748.1|DKIK
OG0002389	LOC108108842|XP_017072540.1|DEUG	LOC108080297|XP_017030463.1|DKIK
OG0002390	LOC108111097|XP_017075926.1|DEUG	LOC108076893|XP_017025414.1|DKIK
OG0002391	LOC108112971|XP_017078862.1|DEUG	LOC108078371|XP_017027687.1|DKIK
OG0002392	LOC108108157|XP_017071579.1|DEUG	LOC108071878|XP_017018295.1|DKIK
OG0002393	LOC108114612|XP_017081162.1|DEUG	LOC108079903|XP_017029923.1|DKIK
OG0002394	LOC108113651|XP_017079811.1|DEUG	LOC108081241|XP_017031808.1|DKIK
OG0002395	LOC108116344|XP_017083647.1|DEUG	LOC108081507|XP_017032214.1|DKIK
OG0002396	LOC108112825|XP_017078617.1|DEUG	LOC108078158|XP_017027297.1|DKIK
OG0002397	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG	LOC108079282|XP_017029068.1|DKIK
OG0002398	LOC108103161|XP_017064032.1|DEUG	LOC108083519|XP_017034834.1|DKIK
OG0002399	LOC108110368|XP_017074910.1|DEUG	LOC108085081|XP_017037040.1|DKIK
OG0002400	LOC108113363|XP_017079418.1|DEUG	LOC108073045|XP_017019997.1|DKIK
OG0002401	LOC108108760|XP_017072417.1|DEUG	LOC108085327|XP_017037371.1|DKIK
OG0002402	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG	LOC108081251|XP_017031825.1|DKIK
OG0002403	LOC108116518|XP_017083945.1|DEUG	LOC108080904|XP_017031297.1|DKIK
OG0002404	LOC108112065|XP_017077299.1|DEUG	LOC108073449|XP_017020562.1|DKIK
OG0002405	LOC108115363|XP_017082279.1|DEUG	LOC108075392|XP_017023291.1|DKIK
OG0002406	LOC108114557|XP_017081092.1|DEUG	LOC108071544|XP_017017809.1|DKIK
OG0002407	LOC108109382|XP_017073364.1|DEUG	LOC108084996|XP_017036910.1|DKIK
OG0002408	LOC108115339|XP_017082243.1|DEUG	LOC108075604|XP_017023625.1|DKIK
OG0002409	LOC108105953|XP_017068243.1|DEUG	LOC108075152|XP_017022926.1|DKIK
OG0002410	LOC108117168|XP_017084935.1|DEUG	LOC108078623|XP_017028073.1|DKIK
OG0002411	LOC108108339|XP_017071860.1|DEUG	LOC108080869|XP_017031261.1|DKIK, LOC108072082|XP_017018582.1|DKIK
OG0002412	LOC108112959|XP_017078851.1|DEUG	LOC108085783|XP_017038021.1|DKIK
OG0002413	LOC108109758|XP_017073920.1|DEUG	LOC108075119|XP_017022891.1|DKIK, LOC108083560|XP_017034904.1|DKIK
OG0002414	LOC108102841|XP_017063523.1|DEUG	LOC108080654|XP_017030966.1|DKIK
OG0002415	LOC108111776|XP_017076832.1|DEUG	LOC108080468|XP_017030694.1|DKIK
OG0002416	LOC108102323|XP_017062597.1|DEUG	LOC108072161|XP_017018699.1|DKIK
OG0002417	LOC108104187|XP_017065616.1|DEUG	LOC108079674|XP_017029561.1|DKIK
OG0002418	LOC108112806|XP_017078628.1|DEUG	LOC108072903|XP_017019719.1|DKIK
OG0002419	LOC108103545|XP_017064562.1|DEUG	LOC108080377|XP_017030588.1|DKIK
OG0002420	LOC108108189|XP_017071626.1|DEUG	LOC108073944|XP_017021246.1|DKIK
OG0002421	LOC108116549|XP_017083976.1|DEUG	LOC108073173|XP_017020167.1|DKIK
OG0002422	LOC108115137|XP_017081920.1|DEUG	LOC108077697|XP_017026625.1|DKIK
OG0002423	LOC108114554|XP_017081090.1|DEUG	LOC108083117|XP_017034270.1|DKIK
OG0002424	LOC108108936|XP_017072682.1|DEUG	LOC108077341|XP_017026122.1|DKIK, LOC108079412|XP_017029231.1|DKIK, LOC108084516|XP_017036238.1|DKIK
OG0002425	LOC108110071|XP_017074442.1|DEUG	LOC108079428|XP_017029248.1|DKIK
OG0002426	LOC108104672|XP_017066353.1|DEUG	LOC108073383|XP_017020453.1|DKIK
OG0002427	LOC108108752|XP_017072404.1|DEUG	LOC108085518|XP_017037638.1|DKIK
OG0002428	LOC108105061|XP_017066969.1|DEUG	LOC108080085|XP_017030171.1|DKIK
OG0002429	LOC108107868|XP_017071135.1|DEUG	LOC108075082|XP_017022853.1|DKIK
OG0002430	LOC108113196|XP_017079212.1|DEUG	LOC108081330|XP_017031956.1|DKIK
OG0002431	LOC108109236|XP_017073198.1|DEUG	LOC108076620|XP_017025036.1|DKIK
OG0002432	LOC108110317|XP_017074819.1|DEUG	LOC108071234|XP_017017406.1|DKIK
OG0002433	LOC108117108|XP_017084818.1|DEUG	LOC108073198|XP_017020206.1|DKIK
OG0002434	LOC108110007|XP_017074336.1|DEUG	LOC108083203|XP_017034396.1|DKIK
OG0002435	LOC108110136|XP_017074535.1|DEUG	LOC108083815|XP_017035250.1|DKIK
OG0002436	LOC108106634|XP_017069328.1|DEUG	LOC108085126|XP_017037117.1|DKIK
OG0002437	LOC108106442|XP_017068964.1|DEUG	LOC108080851|XP_017031242.1|DKIK
OG0002438	LOC108104421|XP_017065963.1|DEUG	LOC108079408|XP_017029224.1|DKIK
OG0002439	LOC108113430|XP_017079481.1|DEUG	LOC108075871|XP_017023963.1|DKIK
OG0002440	LOC108108589|XP_017072172.1|DEUG	LOC108080590|XP_017030884.1|DKIK, LOC108080684|XP_017031006.1|DKIK
OG0002441	LOC108104792|XP_017066544.1|DEUG	LOC108078226|XP_017027414.1|DKIK
OG0002442	LOC108112781|XP_017078547.1|DEUG	LOC108078201|XP_017027374.1|DKIK
OG0002443	LOC108112776|XP_017078534.1|DEUG	LOC108078499|XP_017027885.1|DKIK
OG0002444	LOC108111954|XP_017077134.1|DEUG	LOC108085145|XP_017037157.1|DKIK
OG0002445	LOC108106714|XP_017069436.1|DEUG	LOC108079861|XP_017029865.1|DKIK
OG0002446	LOC108106675|XP_017069394.1|DEUG	LOC108076379|XP_017024680.1|DKIK
OG0002447	LOC108108027|XP_017071381.1|DEUG	LOC108070425|XP_017016371.1|DKIK
OG0002448	LOC108113275|XP_017079313.1|DEUG	LOC108072381|XP_017018970.1|DKIK
