Orthogroup	DEUG.longest_only	DALB.longest_only
OG0001673	LOC108113277|XP_017079315.1|DEUG, LOC108112957|XP_017078846.1|DEUG	LOC117569391|XP_034106411.1|DALB
OG0001674	LOC108111734|XP_017076777.1|DEUG, LOC108114983|XP_017081703.1|DEUG	LOC117576693|XP_034117580.1|DALB
OG0001675	LOC108113654|XP_017079814.1|DEUG, LOC108113653|XP_017079813.1|DEUG, LOC108109108|XP_017072991.1|DEUG	LOC117575600|XP_034115759.1|DALB
OG0001678	LOC108105335|XP_017067317.1|DEUG	LOC117578104|XP_034119172.1|DALB
OG0001679	LOC108103267|XP_017064167.1|DEUG	LOC117570744|XP_034108460.1|DALB
OG0001680	LOC108104974|XP_017066833.1|DEUG	LOC117578171|XP_034119354.1|DALB
OG0001681	LOC108103194|XP_017064071.1|DEUG	LOC117577630|XP_034118388.1|DALB
OG0001682	LOC108117632|XP_017085649.1|DEUG	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB
OG0001683	LOC108106170|XP_017068575.1|DEUG	LOC117563348|XP_034097523.1|DALB
OG0001684	LOC108102367|XP_017062771.1|DEUG	LOC117573079|XP_034111853.1|DALB
OG0001685	LOC108103138|XP_017064037.1|DEUG	LOC117565874|XP_034101105.1|DALB
OG0001686	LOC108106055|XP_017068402.1|DEUG	LOC117577946|XP_034118912.1|DALB
OG0001687	LOC108105415|XP_017067452.1|DEUG	LOC117574685|XP_034114485.1|DALB
OG0001688	LOC108103235|XP_017064124.1|DEUG	LOC117567588|XP_034103565.1|DALB
OG0001689	LOC108109987|XP_017074311.1|DEUG	LOC117571053|XP_034108915.1|DALB
OG0001690	LOC108107750|XP_017070903.1|DEUG	LOC117570248|XP_034107647.1|DALB
OG0001691	LOC108106855|XP_017069587.1|DEUG	LOC117565095|XP_034099943.1|DALB
OG0001692	LOC108117179|XP_017084957.1|DEUG	LOC117574128|XP_034113676.1|DALB
OG0001693	LOC108118390|XP_017086553.1|DEUG	LOC117572263|XP_034110858.1|DALB
OG0001694	LOC108116806|XP_017084342.1|DEUG	LOC117575747|XP_034115996.1|DALB
OG0001695	LOC108113365|XP_017079422.1|DEUG	LOC117565244|XP_034100147.1|DALB
OG0001696	LOC108117489|XP_017085454.1|DEUG	LOC117574668|XP_034114464.1|DALB
OG0001697	LOC108113703|XP_017079869.1|DEUG	LOC117573075|XP_034111845.1|DALB
OG0001698	LOC108105052|XP_017066945.1|DEUG	LOC117577970|XP_034118915.1|DALB
OG0001699	LOC108113722|XP_017079893.1|DEUG	LOC117576137|XP_034116589.1|DALB
OG0001700	LOC108109722|XP_017073854.1|DEUG	LOC117576469|XP_034117131.1|DALB
OG0001701	LOC108115352|XP_017082262.1|DEUG	LOC117576600|XP_034117385.1|DALB
OG0001702	LOC108110774|XP_017075480.1|DEUG	LOC117566248|XP_034101690.1|DALB
OG0001703	LOC108115577|XP_017082576.1|DEUG	LOC117575736|XP_034115973.1|DALB
OG0001704	LOC108115579|XP_017082579.1|DEUG	LOC117575737|XP_034115977.1|DALB
OG0001705	LOC108111407|XP_017076346.1|DEUG	LOC117575820|XP_034116111.1|DALB
OG0001706	LOC108105566|XP_017067699.1|DEUG	LOC117563641|XP_034097942.1|DALB
OG0001707	LOC108108845|XP_017072545.1|DEUG	LOC117573422|XP_034112522.1|DALB
OG0001708	LOC108116994|XP_017084648.1|DEUG	LOC117575914|XP_034116259.1|DALB
OG0001709	LOC108108071|XP_017071440.1|DEUG	LOC117570030|XP_034107343.1|DALB
OG0001710	LOC108109550|XP_017073609.1|DEUG	LOC117573706|XP_034112965.1|DALB
OG0001711	LOC108115646|XP_017082689.1|DEUG	LOC117576227|XP_034116731.1|DALB
OG0001712	LOC108116601|XP_017084046.1|DEUG	LOC117574734|XP_034114558.1|DALB
OG0001713	LOC108116329|XP_017083629.1|DEUG	LOC117573695|XP_034112946.1|DALB
OG0001714	LOC108114971|XP_017081673.1|DEUG	LOC117576667|XP_034117529.1|DALB
OG0001715	LOC108103470|XP_017064458.1|DEUG	LOC117566904|XP_034102416.1|DALB
OG0001716	LOC108103442|XP_017064412.1|DEUG	LOC117567760|XP_034103847.1|DALB
OG0001717	LOC108111396|XP_017076320.1|DEUG	LOC117576936|XP_034117971.1|DALB
OG0001718	LOC108115567|XP_017082563.1|DEUG	LOC117573733|XP_034112995.1|DALB
OG0001719	LOC108108834|XP_017072527.1|DEUG	LOC117573423|XP_034112523.1|DALB
OG0001720	LOC108116244|XP_017083524.1|DEUG	LOC117575994|XP_034116382.1|DALB
OG0001721	LOC108109440|XP_017073430.1|DEUG	LOC117576815|XP_034117776.1|DALB
OG0001722	LOC108114430|XP_017080908.1|DEUG	LOC117567853|XP_034103998.1|DALB
OG0001723	LOC108105563|XP_017067698.1|DEUG	LOC117569179|XP_034106139.1|DALB
OG0001724	LOC108109048|XP_017072849.1|DEUG	LOC117566870|XP_034102359.1|DALB
OG0001725	LOC108104788|XP_017066536.1|DEUG	LOC117567144|XP_034102847.1|DALB
OG0001726	LOC108114348|XP_017080777.1|DEUG	LOC117568460|XP_034105027.1|DALB
OG0001727	LOC108115697|XP_017082756.1|DEUG	LOC117575579|XP_034115736.1|DALB
OG0001728	LOC108106722|XP_017069448.1|DEUG	LOC117571921|XP_034110293.1|DALB
OG0001729	LOC108107270|XP_017070191.1|DEUG	LOC117570427|XP_034107971.1|DALB
OG0001730	LOC108104094|XP_017065479.1|DEUG	LOC117564334|XP_034098931.1|DALB
OG0001730	LOC108104040|XP_017065363.1|DEUG	LOC117564951|XP_034099796.1|DALB
OG0001731	LOC108112557|XP_017077991.1|DEUG	LOC117567127|XP_034102826.1|DALB
OG0001732	LOC108113480|XP_017079552.1|DEUG	LOC117564845|XP_034099670.1|DALB
OG0001733	LOC108108896|XP_017072606.1|DEUG	LOC117568574|XP_034105194.1|DALB
OG0001734	LOC108104443|XP_017065993.1|DEUG	LOC117570685|XP_034108377.1|DALB
OG0001735	LOC108114514|XP_017081024.1|DEUG	LOC117567713|XP_034103764.1|DALB
OG0001736	LOC108112031|XP_017077268.1|DEUG	LOC117568389|XP_034104892.1|DALB
OG0001737	LOC108109137|XP_017073023.1|DEUG	LOC117572739|XP_034111706.1|DALB
OG0001738	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG	LOC117569577|XP_034106691.1|DALB
OG0001740	LOC108109039|XP_017072826.1|DEUG	LOC117570294|XP_034107706.1|DALB
OG0001742	LOC108104791|XP_017066542.1|DEUG	LOC117570749|XP_034108462.1|DALB
OG0001743	LOC108114135|XP_017080406.1|DEUG, LOC108113592|XP_017079732.1|DEUG	LOC117568985|XP_034105847.1|DALB
OG0001744	LOC108106536|XP_017069163.1|DEUG	LOC117567109|XP_034102785.1|DALB
OG0001745	LOC108112484|XP_017077837.1|DEUG	LOC117572236|XP_034110809.1|DALB
OG0001746	LOC108114349|XP_017080778.1|DEUG	LOC117570976|XP_034108812.1|DALB
OG0001747	LOC108112523|XP_017077937.1|DEUG	LOC117566934|XP_034102447.1|DALB
OG0001748	LOC108108282|XP_017071773.1|DEUG	LOC117571326|XP_034109303.1|DALB
OG0001749	LOC108107419|XP_017070437.1|DEUG	LOC117566554|XP_034101986.1|DALB
OG0001750	LOC108107417|XP_017070435.1|DEUG	LOC117571472|XP_034109521.1|DALB
OG0001751	LOC108108519|XP_017072077.1|DEUG	LOC117572096|XP_034110592.1|DALB
OG0001752	LOC108107524|XP_017070554.1|DEUG	LOC117571214|XP_034109152.1|DALB
OG0001753	LOC108107938|XP_017071256.1|DEUG	LOC117567712|XP_034103760.1|DALB
OG0001754	LOC108113156|XP_017079154.1|DEUG	LOC117568560|XP_034105179.1|DALB
OG0001755	LOC108107716|XP_017070815.1|DEUG	LOC117570920|XP_034108726.1|DALB
OG0001756	LOC108112814|XP_017078601.1|DEUG	LOC117569043|XP_034105931.1|DALB
OG0001757	LOC108112650|XP_017078270.1|DEUG	LOC117567091|XP_034102762.1|DALB
OG0001758	LOC108104005|XP_017065287.1|DEUG	LOC117570006|XP_034107292.1|DALB
OG0001759	LOC108112535|XP_017077950.1|DEUG	LOC117566891|XP_034102397.1|DALB
OG0001760	LOC108104559|XP_017066191.1|DEUG	LOC117570291|XP_034107703.1|DALB
OG0001761	LOC108109262|XP_017073234.1|DEUG	LOC117567004|XP_034102575.1|DALB
OG0001762	LOC108107007|XP_017069836.1|DEUG	LOC117566209|XP_034101632.1|DALB
OG0001763	LOC108107016|XP_017069849.1|DEUG	LOC117565391|XP_034100363.1|DALB, LOC117563318|XP_034097468.1|DALB
OG0001764	LOC108111512|XP_017076516.1|DEUG	LOC117575530|XP_034115670.1|DALB
OG0001765	LOC108104475|XP_017066044.1|DEUG	LOC117568183|XP_034104522.1|DALB
OG0001766	LOC108110838|XP_017075568.1|DEUG	LOC117565946|XP_034101222.1|DALB
OG0001767	LOC108111201|XP_017076084.1|DEUG	LOC117563210|XP_034097290.1|DALB, LOC117565355|XP_034100304.1|DALB
OG0001768	LOC108111173|XP_017076041.1|DEUG	LOC117563570|XP_034097845.1|DALB
OG0001769	LOC108102474|XP_017062971.1|DEUG	LOC117564709|XP_034099480.1|DALB
OG0001770	LOC108111067|XP_017075884.1|DEUG	LOC117565264|XP_034100179.1|DALB
OG0001771	LOC108111233|XP_017076125.1|DEUG	LOC117564766|XP_034099555.1|DALB, LOC117564765|XP_034099554.1|DALB
OG0001772	LOC108110829|XP_017075555.1|DEUG	LOC117564206|XP_034098778.1|DALB
OG0001773	LOC108111013|XP_017075816.1|DEUG	LOC117565341|XP_034100282.1|DALB
OG0001774	LOC108107289|XP_017070234.1|DEUG	LOC117568853|XP_034105624.1|DALB
OG0001775	LOC108117274|XP_017085119.1|DEUG	LOC117571982|XP_034110421.1|DALB
OG0001776	LOC108107042|XP_017069892.1|DEUG	LOC117564357|XP_034098962.1|DALB
OG0001777	LOC108107098|XP_017069969.1|DEUG	LOC117564135|XP_034098686.1|DALB
OG0001778	LOC108114301|XP_017081096.1|DEUG	LOC117577884|XP_034118752.1|DALB, LOC117565793|XP_034100966.1|DALB
OG0001779	LOC108110756|XP_017075454.1|DEUG	LOC117564697|XP_034099461.1|DALB
OG0001780	LOC108105584|XP_017067712.1|DEUG	LOC117569263|XP_034106254.1|DALB
OG0001781	LOC108114860|XP_017081495.1|DEUG	LOC117566058|XP_034101405.1|DALB
OG0001782	LOC108105790|XP_017068006.1|DEUG	LOC117564679|XP_034099436.1|DALB
OG0001783	LOC108110979|XP_017075776.1|DEUG	LOC117563379|XP_034097576.1|DALB
OG0001784	LOC108111021|XP_017075828.1|DEUG	LOC117563801|XP_034098224.1|DALB
OG0001785	LOC108104795|XP_017066553.1|DEUG	LOC117567290|XP_034103052.1|DALB
OG0001786	LOC108107157|XP_017070053.1|DEUG	LOC117565115|XP_034099965.1|DALB
OG0001787	LOC108107028|XP_017069865.1|DEUG	LOC117563785|XP_034098203.1|DALB
OG0001788	LOC108106784|XP_017069515.1|DEUG	LOC117566985|XP_034102541.1|DALB
OG0001789	LOC108113195|XP_017079211.1|DEUG	LOC117569294|XP_034106292.1|DALB, LOC117568138|XP_034104436.1|DALB, LOC117571398|XP_034109411.1|DALB
OG0001790	LOC108107171|XP_017070075.1|DEUG	LOC117564352|XP_034098958.1|DALB
OG0001791	LOC108106546|XP_017069192.1|DEUG	LOC117568301|XP_034104726.1|DALB
OG0001792	LOC108107041|XP_017069890.1|DEUG	LOC117564090|XP_034098614.1|DALB
OG0001793	LOC108106526|XP_017069141.1|DEUG	LOC117567080|XP_034102722.1|DALB
OG0001794	LOC108115125|XP_017082287.1|DEUG	LOC117565792|XP_034100964.1|DALB
OG0001795	LOC108118424|XP_017086594.1|DEUG, LOC108118422|XP_017086588.1|DEUG	LOC117564467|XP_034099146.1|DALB
OG0001796	LOC108103505|XP_017064505.1|DEUG	LOC117566831|XP_034102297.1|DALB
OG0001797	LOC108102337|XP_017062648.1|DEUG	LOC117573152|XP_034111999.1|DALB
OG0001798	LOC108112803|XP_017078581.1|DEUG	LOC117568430|XP_034104980.1|DALB
OG0001799	LOC108117675|XP_017085693.1|DEUG	LOC117575342|XP_034115398.1|DALB
OG0001800	LOC108107158|XP_017070055.1|DEUG	LOC117565025|XP_034099861.1|DALB
OG0001801	LOC108114662|XP_017081230.1|DEUG	LOC117567284|XP_034103041.1|DALB
OG0001802	LOC108109536|XP_017073590.1|DEUG	LOC117575428|XP_034115523.1|DALB
OG0001803	LOC108115175|XP_017081985.1|DEUG	LOC117575248|XP_034115270.1|DALB
OG0001804	LOC108115327|XP_017082224.1|DEUG	LOC117576679|XP_034117564.1|DALB
OG0001805	LOC108109863|XP_017074137.1|DEUG	LOC117572070|XP_034110544.1|DALB
OG0001806	LOC108117512|XP_017085489.1|DEUG	LOC117574794|XP_034114644.1|DALB, LOC117574567|XP_034114333.1|DALB
OG0001807	LOC108105612|XP_017067780.1|DEUG	LOC117573552|XP_034112723.1|DALB
OG0001808	LOC108116365|XP_017083684.1|DEUG	LOC117576960|XP_034118025.1|DALB
OG0001809	LOC108114989|XP_017081710.1|DEUG	LOC117576328|XP_034116886.1|DALB
OG0001810	LOC108115639|XP_017082681.1|DEUG	LOC117575997|XP_034116386.1|DALB
OG0001811	LOC108109298|XP_017073283.1|DEUG	LOC117570244|XP_034107639.1|DALB
OG0001812	LOC108103761|XP_017064868.1|DEUG	LOC117578332|XP_034119688.1|DALB
OG0001813	LOC108117087|XP_017084774.1|DEUG	LOC117576480|XP_034117142.1|DALB
OG0001814	LOC108115162|XP_017081962.1|DEUG	LOC117576740|XP_034117661.1|DALB
OG0001815	LOC108115399|XP_017082325.1|DEUG	LOC117566370|XP_034101759.1|DALB, LOC117575404|XP_034115475.1|DALB
OG0001816	LOC108114922|XP_017081599.1|DEUG	LOC117570703|XP_034108397.1|DALB
OG0001817	LOC108104806|XP_017066577.1|DEUG	LOC117567469|XP_034103379.1|DALB
OG0001818	LOC108111833|XP_017076927.1|DEUG, LOC108117589|XP_017085580.1|DEUG	LOC117569504|XP_034106621.1|DALB
OG0001819	LOC108111955|XP_017077137.1|DEUG	LOC117572128|XP_034110653.1|DALB
OG0001820	LOC108104926|XP_017066767.1|DEUG	LOC117577665|XP_034118443.1|DALB
OG0001821	LOC108107202|XP_017070108.1|DEUG	LOC117570804|XP_034108551.1|DALB
OG0001822	LOC108112244|XP_017077555.1|DEUG	LOC117568631|XP_034105312.1|DALB
OG0001823	LOC108114307|XP_017080700.1|DEUG	LOC117572174|XP_034110716.1|DALB
OG0001824	LOC108111054|XP_017075875.1|DEUG	LOC117564893|XP_034099731.1|DALB
OG0001825	LOC108108904|XP_017072617.1|DEUG	LOC117568316|XP_034104763.1|DALB
OG0001826	LOC108112772|XP_017078529.1|DEUG	LOC117567409|XP_034103274.1|DALB
OG0001827	LOC108112478|XP_017077824.1|DEUG	LOC117568450|XP_034105015.1|DALB
OG0001828	LOC108118378|XP_017086539.1|DEUG	LOC117568417|XP_034104953.1|DALB
OG0001829	LOC108106764|XP_017069493.1|DEUG	LOC117569282|XP_034106279.1|DALB
OG0001830	LOC108112226|XP_017077535.1|DEUG	LOC117566836|XP_034102309.1|DALB
OG0001831	LOC108108610|XP_017072197.1|DEUG	LOC117569815|XP_034107026.1|DALB
OG0001832	LOC108103256|XP_017064153.1|DEUG	LOC117578207|XP_034119441.1|DALB
OG0001833	LOC108107258|XP_017070175.1|DEUG	LOC117570360|XP_034107821.1|DALB, LOC117572032|XP_034110478.1|DALB
OG0001834	LOC108116162|XP_017083386.1|DEUG	LOC117575271|XP_034115296.1|DALB
OG0001837	LOC108104629|XP_017066293.1|DEUG	LOC117568931|XP_034105740.1|DALB
OG0001838	LOC108112051|XP_017077293.1|DEUG	LOC117570137|XP_034107491.1|DALB
OG0001839	LOC108110585|XP_017075171.1|DEUG, LOC108108971|XP_017072716.1|DEUG	LOC117569176|XP_034106136.1|DALB
OG0001840	LOC108118421|XP_017086587.1|DEUG, LOC108118485|XP_017086707.1|DEUG, LOC108118484|XP_017086706.1|DEUG	LOC117565293|XP_034100218.1|DALB
OG0001841	LOC108104674|XP_017066355.1|DEUG, LOC108104673|XP_017066354.1|DEUG	LOC117568968|XP_034105817.1|DALB
OG0001842	LOC108107688|XP_017070781.1|DEUG, LOC108107166|XP_017070067.1|DEUG	LOC117570610|XP_034108259.1|DALB
OG0001843	LOC108108734|XP_017072361.1|DEUG, LOC108108733|XP_017072359.1|DEUG	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB
OG0001844	LOC108104259|XP_017065696.1|DEUG, LOC108104260|XP_017065697.1|DEUG	LOC117568714|XP_034105421.1|DALB
OG0001845	LOC108112311|XP_017077626.1|DEUG	LOC117568380|XP_034104880.1|DALB
OG0001846	LOC108117024|XP_017084682.1|DEUG, LOC108117023|XP_017084680.1|DEUG	LOC117575104|XP_034115097.1|DALB
OG0001849	LOC108102449|XP_017062945.1|DEUG	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB
OG0001850	LOC108102376|XP_017062785.1|DEUG	LOC117573070|XP_034111829.1|DALB
OG0001851	LOC108102308|XP_017062558.1|DEUG	LOC117573088|XP_034111871.1|DALB
OG0001852	LOC108104724|XP_017066445.1|DEUG	LOC117567048|XP_034102656.1|DALB
OG0001853	LOC108113576|XP_017079656.1|DEUG	LOC117573835|XP_034113159.1|DALB
OG0001854	LOC108110074|XP_017074445.1|DEUG	LOC117566365|XP_034101754.1|DALB
OG0001855	LOC108112430|XP_017077762.1|DEUG	LOC117569054|XP_034105955.1|DALB
OG0001856	LOC108116505|XP_017083933.1|DEUG	LOC117578103|XP_034119171.1|DALB
OG0001857	LOC108109714|XP_017073835.1|DEUG	LOC117573494|XP_034112616.1|DALB
OG0001858	LOC108109961|XP_017074265.1|DEUG	LOC117570007|XP_034107310.1|DALB
OG0001859	LOC108114590|XP_017081173.1|DEUG	LOC117577748|XP_034118551.1|DALB
OG0001860	LOC108108640|XP_017072230.1|DEUG	LOC117569627|XP_034106755.1|DALB
OG0001862	LOC108117688|XP_017085704.1|DEUG	LOC117574866|XP_034114774.1|DALB, LOC117575031|XP_034115001.1|DALB
OG0001863	LOC108102997|XP_017063803.1|DEUG	LOC117564266|XP_034098863.1|DALB, LOC117564256|XP_034098853.1|DALB
OG0001864	LOC108109136|XP_017073026.1|DEUG	LOC117576309|XP_034116855.1|DALB
OG0001865	LOC108103491|XP_017064488.1|DEUG	LOC117567273|XP_034103031.1|DALB
OG0001866	LOC108102444|XP_017062930.1|DEUG, LOC108116968|XP_017084612.1|DEUG	LOC117575801|XP_034116070.1|DALB
OG0001867	LOC108108496|XP_017072038.1|DEUG	LOC117572102|XP_034110601.1|DALB
OG0001868	LOC108103404|XP_017064350.1|DEUG	LOC117563849|XP_034098269.1|DALB
OG0001869	LOC108110161|XP_017074572.1|DEUG	LOC117575740|XP_034115980.1|DALB
OG0001870	LOC108103239|XP_017064128.1|DEUG	LOC117568087|XP_034104360.1|DALB
OG0001871	LOC108117284|XP_017085130.1|DEUG	LOC117569373|XP_034106398.1|DALB
OG0001872	LOC108111453|XP_017076413.1|DEUG	LOC117575605|XP_034115768.1|DALB
OG0001873	LOC108117629|XP_017085650.1|DEUG	LOC117574993|XP_034114953.1|DALB
OG0001874	LOC108113735|XP_017079911.1|DEUG	LOC117573073|XP_034111843.1|DALB
OG0001875	LOC108113500|XP_017079577.1|DEUG	LOC117576755|XP_034117683.1|DALB
OG0001876	LOC108110060|XP_017074430.1|DEUG	LOC117567146|XP_034102849.1|DALB
OG0001877	LOC108103328|XP_017064253.1|DEUG	LOC117578147|XP_034119255.1|DALB
OG0001878	LOC108116934|XP_017084568.1|DEUG	LOC117573768|XP_034113054.1|DALB
OG0001879	LOC108113777|XP_017079965.1|DEUG	LOC117573130|XP_034111949.1|DALB
OG0001880	LOC108117122|XP_017084842.1|DEUG	LOC117575819|XP_034116110.1|DALB
OG0001881	LOC108115085|XP_017081822.1|DEUG	LOC117576218|XP_034116715.1|DALB
OG0001883	LOC108115629|XP_017082669.1|DEUG	LOC117573866|XP_034113232.1|DALB
OG0001885	LOC108104097|XP_017065482.1|DEUG	LOC117564664|XP_034099418.1|DALB, LOC117565485|XP_034100478.1|DALB
OG0001886	LOC108109797|XP_017073999.1|DEUG	LOC117576949|XP_034117998.1|DALB
OG0001887	LOC108113334|XP_017079380.1|DEUG	LOC117569788|XP_034106981.1|DALB
OG0001888	LOC108114982|XP_017081702.1|DEUG	LOC117575854|XP_034116165.1|DALB
OG0001889	LOC108117630|XP_017085646.1|DEUG	LOC117570571|XP_034108201.1|DALB
OG0001890	LOC108114456|XP_017080946.1|DEUG	LOC117571216|XP_034109155.1|DALB
OG0001891	LOC108117034|XP_017084692.1|DEUG	LOC117576520|XP_034117229.1|DALB
OG0001892	LOC108114678|XP_017081294.1|DEUG	LOC117564533|XP_034099245.1|DALB
OG0001893	LOC108115760|XP_017082816.1|DEUG	LOC117575416|XP_034115490.1|DALB
OG0001894	LOC108113285|XP_017079324.1|DEUG	LOC117570940|XP_034108762.1|DALB
OG0001895	LOC108102317|XP_017062579.1|DEUG	LOC117573252|XP_034112220.1|DALB
OG0001896	LOC108104198|XP_017065631.1|DEUG	LOC117565240|XP_034100141.1|DALB
OG0001897	LOC108108388|XP_017071925.1|DEUG	LOC117576774|XP_034117716.1|DALB
OG0001898	LOC108110063|XP_017074432.1|DEUG	LOC117567000|XP_034102570.1|DALB
OG0001899	LOC108117222|XP_017085038.1|DEUG	LOC117573998|XP_034113438.1|DALB
OG0001900	LOC108108784|XP_017072446.1|DEUG	LOC117572336|XP_034110967.1|DALB
OG0001901	LOC108106977|XP_017069786.1|DEUG	LOC117565918|XP_034101178.1|DALB
OG0001903	LOC108115008|XP_017081739.1|DEUG	LOC117576066|XP_034116491.1|DALB
OG0001904	LOC108115993|XP_017083152.1|DEUG	LOC117574034|XP_034113520.1|DALB
OG0001905	LOC108111840|XP_017076933.1|DEUG	LOC117578133|XP_034119230.1|DALB
OG0001906	LOC108110200|XP_017074655.1|DEUG	LOC117576938|XP_034117974.1|DALB
OG0001907	LOC108103019|XP_017063833.1|DEUG	LOC117574408|XP_034114140.1|DALB
OG0001908	LOC108115848|XP_017082951.1|DEUG	LOC117576966|XP_034118034.1|DALB
OG0001909	LOC108118077|XP_017086109.1|DEUG	LOC117568988|XP_034105854.1|DALB
OG0001910	LOC108108382|XP_017071919.1|DEUG	LOC117573914|XP_034113314.1|DALB
OG0001911	LOC108111492|XP_017076468.1|DEUG	LOC117573999|XP_034113455.1|DALB
OG0001912	LOC108106278|XP_017068733.1|DEUG	LOC117572451|XP_034111174.1|DALB
OG0001913	LOC108111098|XP_017075927.1|DEUG	LOC117563883|XP_034098331.1|DALB
OG0001914	LOC108116584|XP_017084014.1|DEUG	LOC117576828|XP_034117793.1|DALB
OG0001915	LOC108103590|XP_017064604.1|DEUG	LOC117570183|XP_034107550.1|DALB
OG0001916	LOC108112007|XP_017077233.1|DEUG	LOC117569257|XP_034106222.1|DALB
OG0001917	LOC108109833|XP_017074066.1|DEUG	LOC117572151|XP_034110681.1|DALB
OG0001918	LOC108108072|XP_017071441.1|DEUG	LOC117570031|XP_034107345.1|DALB
OG0001919	LOC108112862|XP_017078677.1|DEUG	LOC117566910|XP_034102421.1|DALB
OG0001920	LOC108104660|XP_017066335.1|DEUG	LOC117572234|XP_034110804.1|DALB
OG0001921	LOC108114907|XP_017081572.1|DEUG	LOC117568163|XP_034104482.1|DALB
OG0001922	LOC108113061|XP_017078986.1|DEUG	LOC117569180|XP_034106140.1|DALB
OG0001923	LOC108107865|XP_017071123.1|DEUG	LOC117567544|XP_034103483.1|DALB
OG0001924	LOC108118164|XP_017086214.1|DEUG	LOC117566044|XP_034101385.1|DALB
OG0001925	LOC108108007|XP_017071351.1|DEUG	LOC117567302|XP_034103077.1|DALB
OG0001926	LOC108109873|XP_017074155.1|DEUG	LOC117570109|XP_034107460.1|DALB
OG0001927	LOC108106665|XP_017069382.1|DEUG	LOC117568201|XP_034104560.1|DALB
OG0001928	LOC108114354|XP_017080783.1|DEUG	LOC117570980|XP_034108818.1|DALB
OG0001929	LOC108113975|XP_017080182.1|DEUG	LOC117570178|XP_034107547.1|DALB
OG0001930	LOC108112707|XP_017078417.1|DEUG	LOC117566414|XP_034101825.1|DALB
OG0001931	LOC108113909|XP_017080105.1|DEUG	LOC117567659|XP_034103668.1|DALB
OG0001932	LOC108114341|XP_017080761.1|DEUG	LOC117572180|XP_034110723.1|DALB
OG0001933	LOC108112682|XP_017078363.1|DEUG	LOC117571747|XP_034109985.1|DALB
OG0001934	LOC108114703|XP_017081290.1|DEUG	LOC117567747|XP_034103824.1|DALB
OG0001935	LOC108114438|XP_017080918.1|DEUG	LOC117567389|XP_034103229.1|DALB, LOC117567388|XP_034103228.1|DALB
OG0001937	LOC108106593|XP_017069269.1|DEUG	LOC117567930|XP_034104109.1|DALB
OG0001938	LOC108106426|XP_017068944.1|DEUG	LOC117571079|XP_034108947.1|DALB
OG0001939	LOC108108923|XP_017072664.1|DEUG	LOC117567165|XP_034102869.1|DALB
OG0001940	LOC108112508|XP_017077884.1|DEUG	LOC117570207|XP_034107586.1|DALB
OG0001941	LOC108104687|XP_017066382.1|DEUG	LOC117570612|XP_034108261.1|DALB
OG0001942	LOC108112289|XP_017077599.1|DEUG	LOC117569339|XP_034106360.1|DALB
OG0001943	LOC108113950|XP_017080151.1|DEUG	LOC117569265|XP_034106256.1|DALB
OG0001944	LOC108104699|XP_017066401.1|DEUG	LOC117567517|XP_034103452.1|DALB
OG0001945	LOC108112804|XP_017078582.1|DEUG	LOC117568442|XP_034105001.1|DALB
OG0001946	LOC108113033|XP_017078952.1|DEUG	LOC117567152|XP_034102857.1|DALB
OG0001947	LOC108112314|XP_017077630.1|DEUG	LOC117569438|XP_034106492.1|DALB
OG0001948	LOC108109950|XP_017074252.1|DEUG	LOC117567176|XP_034102889.1|DALB
OG0001949	LOC108114169|XP_017080452.1|DEUG	LOC117572290|XP_034110891.1|DALB
OG0001950	LOC108115291|XP_017082161.1|DEUG	LOC117576871|XP_034117863.1|DALB
OG0001951	LOC108112482|XP_017077833.1|DEUG	LOC117571256|XP_034109201.1|DALB
OG0001952	LOC108111700|XP_017076738.1|DEUG, LOC108109718|XP_017073839.1|DEUG	LOC117569738|XP_034106907.1|DALB
OG0001953	LOC108113258|XP_017079297.1|DEUG	LOC117568405|XP_034104931.1|DALB
OG0001954	LOC108104802|XP_017066572.1|DEUG	LOC117571339|XP_034109324.1|DALB
OG0001955	LOC108112170|XP_017077436.1|DEUG	LOC117569151|XP_034106102.1|DALB
OG0001956	LOC108109799|XP_017073997.1|DEUG	LOC117567061|XP_034102677.1|DALB
OG0001957	LOC108109076|XP_017072924.1|DEUG	LOC117567155|XP_034102858.1|DALB
OG0001958	LOC108112877|XP_017078703.1|DEUG	LOC117567959|XP_034104152.1|DALB
OG0001959	LOC108114023|XP_017080259.1|DEUG	LOC117569024|XP_034105904.1|DALB
OG0001960	LOC108102790|XP_017063447.1|DEUG	LOC117567844|XP_034103986.1|DALB
OG0001961	LOC108107433|XP_017070450.1|DEUG	LOC117569859|XP_034107084.1|DALB
OG0001962	LOC108113284|XP_017079323.1|DEUG	LOC117570937|XP_034108756.1|DALB
OG0001963	LOC108114604|XP_017081154.1|DEUG	LOC117571133|XP_034109026.1|DALB, LOC117564498|XP_034099209.1|DALB
OG0001964	LOC108102748|XP_017063388.1|DEUG	LOC117571404|XP_034109429.1|DALB
OG0001965	LOC108114146|XP_017080419.1|DEUG	LOC117570818|XP_034108569.1|DALB
