Orthogroup	DEUG.longest_only	DMEL.longest_only
OG0001246	LOC108107415|XP_017070433.1|DEUG	Fmo-1|NP_611859.1|DMEL
OG0001247	LOC108111891|XP_017077014.1|DEUG	p120ctn|NP_001036444.1|DMEL
OG0001248	LOC108108323|XP_017071840.1|DEUG	GNBP3|NP_523986.2|DMEL
OG0001249	LOC108115924|XP_017083048.1|DEUG	CG1894|NP_651620.1|DMEL
OG0001249	LOC108103271|XP_017064172.1|DEUG	mof|NP_511051.1|DMEL
OG0001251	LOC108115113|XP_017081854.1|DEUG	alpha-Est4|NP_524266.1|DMEL
OG0001252	LOC108116001|XP_017083167.1|DEUG	Nepl20|NP_651645.1|DMEL
OG0001252	LOC108116002|XP_017083168.1|DEUG	Nepl21|NP_651646.2|DMEL
OG0001253	LOC108106373|XP_017068853.1|DEUG	CG8490|NP_610762.2|DMEL
OG0001254	LOC108108982|XP_017072727.1|DEUG	CG13438|NP_611510.1|DMEL
OG0001255	LOC108113256|XP_017079293.1|DEUG	CG11125|NP_610280.1|DMEL
OG0001256	LOC108107247|XP_017070154.1|DEUG	CG3650|NP_611971.1|DMEL
OG0001257	LOC108102318|XP_017062581.1|DEUG, LOC108102319|XP_017062583.1|DEUG	unc-13|NP_001245427.1|DMEL
OG0001258	LOC108109560|XP_017073621.1|DEUG	Ctr1B|NP_649790.1|DMEL
OG0001259	LOC108105520|XP_017067635.1|DEUG	Klp3A|NP_525053.1|DMEL
OG0001260	LOC108108394|XP_017071937.1|DEUG	CAH7|NP_649979.1|DMEL
OG0001261	LOC108115596|XP_017082650.1|DEUG	Ntf-2|NP_608422.1|DMEL
OG0001262	LOC108114300|XP_017080694.1|DEUG	FoxK|NP_001261701.1|DMEL
OG0001263	LOC108117538|XP_017085530.1|DEUG	CycB3|NP_651303.2|DMEL
OG0001264	LOC108111149|XP_017076006.1|DEUG	CG10019|NP_001368961.1|DMEL
OG0001265	LOC108104412|XP_017065951.1|DEUG	prage|NP_001188528.1|DMEL
OG0001266	LOC108113209|XP_017079232.1|DEUG	rad50|NP_001246461.1|DMEL
OG0001267	LOC108115712|XP_017082772.1|DEUG	CG7084|NP_651016.1|DMEL
OG0001268	LOC108116851|XP_017084394.1|DEUG	CG7691|NP_650728.1|DMEL
OG0001269	LOC108106338|XP_017068804.1|DEUG	wal|NP_476975.1|DMEL
OG0001270	LOC108115300|XP_017082184.1|DEUG	CG2926|NP_649554.1|DMEL
OG0001271	LOC108104861|XP_017066672.1|DEUG	CG12920|NP_610550.1|DMEL
OG0001272	LOC108114016|XP_017080255.1|DEUG	mu2|NP_523887.2|DMEL
OG0001273	LOC108111583|XP_017076592.1|DEUG	Eh|NP_524386.1|DMEL
OG0001274	LOC108108055|XP_017071419.1|DEUG	Cyp305a1|NP_649151.1|DMEL
OG0001275	LOC108102964|XP_017063751.1|DEUG	sbm|NP_727785.1|DMEL
OG0001276	LOC108108133|XP_017071543.1|DEUG	Mul1|NP_647847.1|DMEL
OG0001277	LOC108107683|XP_017070761.1|DEUG	Or63a|NP_523895.2|DMEL
OG0001278	LOC108114314|XP_017080714.1|DEUG	Prps|NP_729528.2|DMEL
OG0001279	LOC108117397|XP_017085292.1|DEUG	RpS17|NP_524002.1|DMEL
OG0001280	LOC108104650|XP_017066320.1|DEUG	CG13876|NP_612009.1|DMEL
OG0001281	LOC108114070|XP_017080316.1|DEUG	Cpr62Bb|NP_001137869.1|DMEL
OG0001282	LOC108111183|XP_017076055.1|DEUG	CG3165|NP_608732.1|DMEL
OG0001283	LOC108112812|XP_017078599.1|DEUG	CG8414|NP_611084.2|DMEL
OG0001284	LOC108113475|XP_017079587.1|DEUG	Scp1|NP_001263160.1|DMEL
OG0001285	LOC108104709|XP_017066417.1|DEUG	Gale|NP_612044.1|DMEL
OG0001286	LOC108115541|XP_017082534.1|DEUG	CG31676|NP_652593.3|DMEL
OG0001287	LOC108103738|XP_017064832.1|DEUG	CG31344|NP_650433.1|DMEL
OG0001288	LOC108111144|XP_017076002.1|DEUG	Pkg21D|NP_477213.1|DMEL
OG0001289	LOC108115544|XP_017082536.1|DEUG	CG33511|NP_001014492.2|DMEL
OG0001290	LOC108102515|XP_017063030.1|DEUG	Msp300|NP_001188695.1|DMEL
OG0001291	LOC108107255|XP_017070173.1|DEUG	Nap1|NP_477128.1|DMEL
OG0001292	LOC108112554|XP_017077988.1|DEUG	Pgant9|NP_001097342.1|DMEL
OG0001293	LOC108103548|XP_017064565.1|DEUG	mRpL33|NP_524981.2|DMEL
OG0001294	LOC108109888|XP_017074183.1|DEUG	Kap-alpha3|NP_731377.1|DMEL
OG0001295	LOC108110058|XP_017074427.1|DEUG	CCT6|NP_573066.1|DMEL
OG0001296	LOC108117564|XP_017085561.1|DEUG	Ugt50B3|NP_001260710.1|DMEL
OG0001297	LOC108117532|XP_017085520.1|DEUG	Saf-B|NP_733041.2|DMEL
OG0001298	LOC108110268|XP_017074747.1|DEUG	SIFaR|NP_001163674.1|DMEL
OG0001299	LOC108107756|XP_017070916.1|DEUG	Con|NP_001246635.1|DMEL
OG0001300	LOC108118313|XP_017086418.1|DEUG, LOC108116373|XP_017083702.1|DEUG	Tctp|NP_650048.1|DMEL
OG0001301	LOC108106892|XP_017069631.1|DEUG	CG11236|NP_609075.1|DMEL
OG0001302	LOC108109266|XP_017073239.1|DEUG	CG8654|NP_611451.1|DMEL
OG0001303	LOC108117293|XP_017085138.1|DEUG	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL
OG0001304	LOC108106633|XP_017069325.1|DEUG	RN-tre|NP_652381.1|DMEL
OG0001305	LOC108115301|XP_017082185.1|DEUG	CRMP|NP_730954.2|DMEL
OG0001306	LOC108109605|XP_017073660.1|DEUG	modSP|NP_536776.2|DMEL
OG0001307	LOC108107928|XP_017071241.1|DEUG	Rcc1|NP_523943.1|DMEL
OG0001308	LOC108103305|XP_017064217.1|DEUG	CG2924|NP_569994.1|DMEL
OG0001309	LOC108111487|XP_017076463.1|DEUG	CG14882|NP_650544.1|DMEL
OG0001310	LOC108105058|XP_017066966.1|DEUG	CG9572|NP_608372.1|DMEL
OG0001311	LOC108109935|XP_017074226.1|DEUG	Bx|NP_001259687.1|DMEL
OG0001312	LOC108114608|XP_017081159.1|DEUG	Elo68beta|NP_001097580.1|DMEL
OG0001313	LOC108106612|XP_017069301.1|DEUG	SMC2|NP_610995.1|DMEL
OG0001314	LOC108105879|XP_017068144.1|DEUG	GatC|NP_001027263.1|DMEL
OG0001315	LOC108104378|XP_017065884.1|DEUG	CG4325|NP_569969.1|DMEL
OG0001316	LOC108112980|XP_017078877.1|DEUG	CG10916|NP_611303.1|DMEL
OG0001317	LOC108105172|XP_017067101.1|DEUG	yuri|NP_723903.3|DMEL
OG0001318	LOC108111081|XP_017075905.1|DEUG	CG9641|NP_608731.1|DMEL
OG0001319	LOC108105885|XP_017068157.1|DEUG	CG15293|NP_609702.1|DMEL
OG0001320	LOC108106367|XP_017068837.1|DEUG	salto|NP_610756.2|DMEL
OG0001321	LOC108111906|XP_017077033.1|DEUG	CG15098|NP_611379.2|DMEL
OG0001322	LOC108116452|XP_017083855.1|DEUG	CG6813|NP_001163590.1|DMEL
OG0001322	LOC108115248|XP_017082094.1|DEUG	CG14667|NP_001014607.1|DMEL
OG0001323	LOC108110633|XP_017075222.1|DEUG	CG43773|NP_001137789.1|DMEL
OG0001323	LOC108110609|XP_017075196.1|DEUG	CG43774|NP_608816.2|DMEL
OG0001324	LOC108118409|XP_017086573.1|DEUG	CG6380|NP_609833.1|DMEL
OG0001325	LOC108109428|XP_017073415.1|DEUG	CG31454|NP_731250.1|DMEL
OG0001325	LOC108109423|XP_017073410.1|DEUG	CG31259|NP_731251.1|DMEL
OG0001326	LOC108111440|XP_017076397.1|DEUG	Fer2LCH|NP_001263106.1|DMEL
OG0001328	LOC108115210|XP_017082041.1|DEUG	CycD|NP_523355.2|DMEL
OG0001329	LOC108103968|XP_017065231.1|DEUG	CG9723|NP_573142.1|DMEL
OG0001330	LOC108102994|XP_017063796.1|DEUG	mud|NP_727769.3|DMEL
OG0001331	LOC108102432|XP_017062899.1|DEUG	CG14780|NP_569920.2|DMEL
OG0001332	LOC108105370|XP_017067395.1|DEUG	CG16700|NP_573191.1|DMEL
OG0001333	LOC108111180|XP_017076051.1|DEUG	OtopLb|NP_608758.1|DMEL
OG0001334	LOC108111436|XP_017076392.1|DEUG	CDase|NP_651797.1|DMEL
OG0001335	LOC108111803|XP_017076884.1|DEUG	Ect3|NP_650142.1|DMEL
OG0001337	LOC108103492|XP_017064489.1|DEUG	Ubr1|NP_573184.1|DMEL
OG0001338	LOC108112477|XP_017077823.1|DEUG	Sply|NP_652032.1|DMEL
OG0001339	LOC108106680|XP_017069400.1|DEUG	Lac|NP_523713.2|DMEL
OG0001341	LOC108117507|XP_017085484.1|DEUG	CG13630|NP_651281.1|DMEL
OG0001342	LOC108111430|XP_017076384.1|DEUG	Mgat2|NP_651763.4|DMEL
OG0001343	LOC108115275|XP_017082123.1|DEUG	Osi10b|NP_001368993.1|DMEL
OG0001344	LOC108104230|XP_017065669.1|DEUG	5-HT7|NP_524599.1|DMEL
OG0001345	LOC108108376|XP_017071913.1|DEUG	CG12811|NP_649972.1|DMEL
OG0001346	LOC108112916|XP_017078795.1|DEUG	CG16734|NP_649872.2|DMEL
OG0001347	LOC108112572|XP_017078070.1|DEUG	CG14613|NP_608463.1|DMEL
OG0001348	LOC108103466|XP_017064450.1|DEUG	Rai1|NP_996492.1|DMEL
OG0001349	LOC108109879|XP_017074164.1|DEUG	CG7120|NP_001246667.1|DMEL
OG0001350	LOC108114706|XP_017081293.1|DEUG	CG7560|NP_648462.1|DMEL
OG0001351	LOC108104825|XP_017066603.1|DEUG	CG12129|NP_610545.1|DMEL
OG0001352	LOC108110349|XP_017074872.1|DEUG	Src42A|NP_610191.2|DMEL
OG0001353	LOC108118223|XP_017086290.1|DEUG	CG7272|NP_648768.1|DMEL
OG0001354	LOC108109203|XP_017073133.1|DEUG	retn|NP_788434.1|DMEL
OG0001355	LOC108113190|XP_017079206.1|DEUG	RpS24|NP_611693.1|DMEL
OG0001356	LOC108116506|XP_017083930.1|DEUG	Tpc1|NP_650034.1|DMEL
OG0001357	LOC108109814|XP_017074028.1|DEUG	Mcad|NP_648149.1|DMEL
OG0001358	LOC108108491|XP_017072034.1|DEUG	ftz-f1|NP_524143.2|DMEL
OG0001359	LOC108106931|XP_017069685.1|DEUG	Spn27A|NP_652024.1|DMEL
OG0001360	LOC108104760|XP_017066484.1|DEUG	eIF3j|NP_610541.1|DMEL
OG0001361	LOC108114116|XP_017080377.1|DEUG	CNMaR|NP_001027122.2|DMEL
OG0001362	LOC108114127|XP_017080388.1|DEUG	Ubc4|NP_524010.2|DMEL
OG0001363	LOC108117198|XP_017084992.1|DEUG	Vha13|NP_477437.1|DMEL
OG0001364	LOC108106378|XP_017068856.1|DEUG	luna|NP_001260879.1|DMEL
OG0001365	LOC108109862|XP_017074134.1|DEUG	BI-1|NP_648205.1|DMEL
OG0001366	LOC108109855|XP_017074121.1|DEUG	CG7504|NP_001137907.1|DMEL
OG0001367	LOC108112874|XP_017078697.1|DEUG	CG33143|NP_001368934.1|DMEL
OG0001368	LOC108104574|XP_017066216.1|DEUG	Hydr1|NP_610459.2|DMEL
OG0001369	LOC108118380|XP_017086544.1|DEUG	Ndc80|NP_572902.1|DMEL
OG0001370	LOC108109112|XP_017072992.1|DEUG	CG3520|NP_611792.1|DMEL
OG0001371	LOC108103519|XP_017064521.1|DEUG, LOC108118393|XP_017086559.1|DEUG	CG17684|NP_001015352.3|DMEL
OG0001372	LOC108112515|XP_017077897.1|DEUG	Stacl|NP_001260996.1|DMEL
OG0001373	LOC108103378|XP_017064313.1|DEUG	DIP-theta|NP_723103.1|DMEL
OG0001374	LOC108106450|XP_017068986.1|DEUG	Sps1|NP_725374.1|DMEL
OG0001375	LOC108115026|XP_017081760.1|DEUG	CG44098|NP_001262264.1|DMEL
OG0001376	LOC108106799|XP_017069532.1|DEUG	Smyd4-3|NP_725048.1|DMEL
OG0001377	LOC108118327|XP_017086435.1|DEUG	Snoo|NP_001097115.1|DMEL
OG0001378	LOC108106862|XP_017069595.1|DEUG	TTLL3B|NP_609068.2|DMEL
OG0001379	LOC108111141|XP_017075997.1|DEUG	drm|NP_001285590.1|DMEL
OG0001380	LOC108103523|XP_017064523.1|DEUG	ZnT41F|NP_610185.1|DMEL
OG0001381	LOC108112838|XP_017078634.1|DEUG	csul|NP_477184.1|DMEL
OG0001382	LOC108110542|XP_017075113.1|DEUG	toc|NP_477153.1|DMEL
OG0001383	LOC108104522|XP_017066141.1|DEUG	Tom7|NP_610433.1|DMEL
OG0001384	LOC108106845|XP_017069575.1|DEUG	amd|NP_724162.1|DMEL
OG0001385	LOC108110701|XP_017075332.1|DEUG	Pka-C1|NP_476977.1|DMEL
OG0001387	LOC108107040|XP_017069889.1|DEUG	CG5958|NP_609119.2|DMEL
OG0001388	LOC108110855|XP_017075591.1|DEUG	bsk|NP_723541.1|DMEL
OG0001389	LOC108116689|XP_017084192.1|DEUG	beat-IV|NP_001262876.1|DMEL
OG0001390	LOC108102698|XP_017063333.1|DEUG	Gs1l|NP_477229.3|DMEL
OG0001391	LOC108106839|XP_017069566.1|DEUG	AsnRS|NP_609948.1|DMEL
OG0001392	LOC108104306|XP_017065773.1|DEUG	CG10803|NP_570064.1|DMEL
OG0001393	LOC108107047|XP_017069897.1|DEUG	RpL30|NP_524687.1|DMEL
OG0001394	LOC108110805|XP_017075524.1|DEUG	rho-5|NP_995679.1|DMEL
OG0001395	LOC108103729|XP_017064817.1|DEUG	Caf1-55|NP_524354.1|DMEL
OG0001396	LOC108103929|XP_017065169.1|DEUG	CG12123|NP_572478.1|DMEL
OG0001397	LOC108116501|XP_017083923.1|DEUG	dpr4|NP_001014616.2|DMEL
OG0001398	LOC108110124|XP_017074519.1|DEUG	ras|NP_001356940.1|DMEL
OG0001399	LOC108118098|XP_017086140.1|DEUG, LOC108118277|XP_017086363.1|DEUG	Nipped-A|NP_001097192.2|DMEL
OG0001400	LOC108116812|XP_017084349.1|DEUG	CG7966|NP_650256.2|DMEL
OG0001401	LOC108113973|XP_017080179.1|DEUG	obst-F|NP_649186.1|DMEL
OG0001402	LOC108117342|XP_017085205.1|DEUG	CG10516|NP_648819.2|DMEL
OG0001403	LOC108108676|XP_017072270.1|DEUG	Oat|NP_649139.1|DMEL
OG0001404	LOC108114906|XP_017081569.1|DEUG	bbc|NP_001246300.1|DMEL
OG0001405	LOC108111905|XP_017077032.1|DEUG	NtR|NP_651958.2|DMEL
OG0001406	LOC108116955|XP_017084602.1|DEUG	Tim8|NP_572713.1|DMEL
OG0001407	LOC108108521|XP_017072082.1|DEUG	CG33051|NP_788522.1|DMEL
OG0001408	LOC108112500|XP_017077868.1|DEUG	CG8299|NP_611066.1|DMEL
OG0001411	LOC108111690|XP_017076728.1|DEUG	CG31321|NP_731899.1|DMEL
OG0001412	LOC108118459|XP_017086667.1|DEUG	squ|NP_001246044.1|DMEL, CG15484|NP_609587.1|DMEL
OG0001413	LOC108112310|XP_017077625.1|DEUG	CG5767|NP_611283.1|DMEL
OG0001413	LOC108112366|XP_017077685.1|DEUG	CG5770|NP_611282.1|DMEL
OG0001414	LOC108104765|XP_017066488.1|DEUG	Or46a|NP_995793.1|DMEL
OG0001415	LOC108106689|XP_017069411.1|DEUG	Ir51b|NP_725440.1|DMEL
OG0001416	LOC108106893|XP_017069632.1|DEUG	CG31636|NP_723200.1|DMEL
OG0001416	LOC108102784|XP_017063434.1|DEUG	CG33965|NP_001033983.1|DMEL
OG0001417	LOC108103435|XP_017064393.1|DEUG	CG2233|NP_572433.1|DMEL
OG0001418	LOC108108358|XP_017071888.1|DEUG	CG13311|NP_648258.1|DMEL
OG0001418	LOC108108357|XP_017071887.1|DEUG	CG32023|NP_729415.2|DMEL
OG0001419	LOC108106094|XP_017068441.1|DEUG	Peritrophin-15b|NP_524982.1|DMEL
OG0001419	LOC108106089|XP_017068438.1|DEUG	Peritrophin-15a|NP_524983.1|DMEL
OG0001420	LOC108115710|XP_017082770.1|DEUG	CG33107|NP_788717.1|DMEL
OG0001421	LOC108116250|XP_017083529.1|DEUG	CG14731|NP_650130.1|DMEL
OG0001422	LOC108102782|XP_017063432.1|DEUG	CG9129|NP_612088.2|DMEL
OG0001422	LOC108102874|XP_017063571.1|DEUG	CG9130|NP_001027095.1|DMEL
OG0001423	LOC108105548|XP_017067673.1|DEUG	CG44013|NP_001262606.1|DMEL
OG0001423	LOC108105546|XP_017067671.1|DEUG	CG44014|NP_732043.1|DMEL
OG0001424	LOC108116848|XP_017084392.1|DEUG, LOC108116852|XP_017084396.1|DEUG	CG14377|NP_731810.1|DMEL, CG14374|NP_731809.1|DMEL
OG0001425	LOC108113231|XP_017079258.1|DEUG, LOC108113230|XP_017079256.1|DEUG	GstE3|NP_611325.2|DMEL
OG0001426	LOC108110790|XP_017075500.1|DEUG	CG11723|NP_608647.1|DMEL
OG0001426	LOC108110033|XP_017074372.1|DEUG	CG8119|NP_573050.1|DMEL
OG0001427	LOC108113482|XP_017079559.1|DEUG	boly|NP_610373.2|DMEL
OG0001427	LOC108105751|XP_017067959.1|DEUG	CG4691|NP_609719.1|DMEL
OG0001428	LOC108105954|XP_017068244.1|DEUG	CG43246|NP_001246756.1|DMEL
OG0001428	LOC108106468|XP_017069026.1|DEUG	CG43919|NP_001260973.1|DMEL
OG0001429	LOC108116795|XP_017084332.1|DEUG	PK1-R|NP_001247089.1|DMEL
OG0001430	LOC108116891|XP_017084481.1|DEUG	sqd|NP_731825.1|DMEL
OG0001431	LOC108116948|XP_017084590.1|DEUG	CG32708|NP_727306.1|DMEL
OG0001432	LOC108103424|XP_017064380.1|DEUG	ND-75|NP_511083.1|DMEL
OG0001433	LOC108115728|XP_017082791.1|DEUG	vret|NP_651092.1|DMEL
OG0001434	LOC108118294|XP_017086391.1|DEUG	Rala|NP_525063.1|DMEL
OG0001435	LOC108109001|XP_017072757.1|DEUG	Nup50|NP_610355.1|DMEL
OG0001436	LOC108105511|XP_017067625.1|DEUG	CG5815|NP_733196.1|DMEL
OG0001437	LOC108106071|XP_017068418.1|DEUG	RpS13|NP_476938.1|DMEL
OG0001438	LOC108116022|XP_017083198.1|DEUG	CG1523|NP_651635.2|DMEL
OG0001439	LOC108110247|XP_017074724.1|DEUG	RpS30|NP_650922.1|DMEL
OG0001440	LOC108102934|XP_017063685.1|DEUG	CG11590|NP_572945.1|DMEL
OG0001441	LOC108105102|XP_017067026.1|DEUG	obst-A|NP_608378.2|DMEL
OG0001442	LOC108106983|XP_017069808.1|DEUG	smt3|NP_477411.1|DMEL
OG0001443	LOC108111370|XP_017076291.1|DEUG	CG9747|NP_651779.1|DMEL
OG0001444	LOC108109557|XP_017073618.1|DEUG	CG31198|NP_732654.1|DMEL
OG0001445	LOC108114976|XP_017081688.1|DEUG	Sfxn1-3|NP_730823.2|DMEL
OG0001446	LOC108115682|XP_017082740.1|DEUG	CG17119|NP_651116.1|DMEL
OG0001447	LOC108116454|XP_017083862.1|DEUG	ClC-a|NP_788639.1|DMEL
OG0001448	LOC108111429|XP_017076381.1|DEUG	Fer1HCH|NP_001263104.1|DMEL
OG0001449	LOC108113217|XP_017079242.1|DEUG	Got1|NP_725534.1|DMEL
OG0001450	LOC108102502|XP_017063014.1|DEUG	Gpdh1|NP_476565.1|DMEL
OG0001451	LOC108112442|XP_017077775.1|DEUG	CG12836|NP_001286153.2|DMEL
OG0001452	LOC108112134|XP_017077372.1|DEUG	Rgk1|NP_725875.3|DMEL
OG0001453	LOC108114562|XP_017081101.1|DEUG	Pdss2|NP_649277.1|DMEL
OG0001454	LOC108117252|XP_017085091.1|DEUG	Patr-1|NP_650592.1|DMEL
OG0001455	LOC108114442|XP_017080924.1|DEUG	Exn|NP_001189123.1|DMEL
OG0001456	LOC108104835|XP_017066627.1|DEUG	CAP|NP_001369075.1|DMEL
OG0001457	LOC108112558|XP_017077993.1|DEUG	Cap-G|NP_995827.2|DMEL
OG0001458	LOC108106271|XP_017068725.1|DEUG	Dh44-R1|NP_610960.1|DMEL
OG0001459	LOC108108127|XP_017071537.1|DEUG	CG33993|NP_001033991.1|DMEL
OG0001460	LOC108112589|XP_017078120.1|DEUG	Vps13|NP_610299.2|DMEL
OG0001461	LOC108105071|XP_017066982.1|DEUG	Grip84|NP_728264.1|DMEL
OG0001462	LOC108107935|XP_017071252.1|DEUG	Hsp83|NP_523899.1|DMEL
OG0001463	LOC108113607|XP_017079753.1|DEUG	jigr1|NP_001334702.1|DMEL
OG0001464	LOC108104390|XP_017065918.1|DEUG	Vps26|NP_569952.2|DMEL
OG0001465	LOC108113250|XP_017079286.1|DEUG	CG12341|NP_610612.1|DMEL
OG0001466	LOC108104105|XP_017065493.1|DEUG	CG17036|NP_609584.1|DMEL
OG0001467	LOC108111655|XP_017076678.1|DEUG	Osi21|NP_609501.1|DMEL
OG0001468	LOC108108266|XP_017071713.1|DEUG	PGRP-LA|NP_996026.1|DMEL
OG0001469	LOC108106461|XP_017069015.1|DEUG	ReepB|NP_610936.2|DMEL, CG4960|NP_651429.1|DMEL
OG0001470	LOC108113951|XP_017080152.1|DEUG	CG7365|NP_649178.1|DMEL
OG0001471	LOC108104676|XP_017066356.1|DEUG	Glut1|NP_612073.2|DMEL
OG0001472	LOC108114375|XP_017080816.1|DEUG	Prosbeta6|NP_524115.1|DMEL
OG0001473	LOC108114945|XP_017081618.1|DEUG	Or82a|NP_730794.1|DMEL
OG0001474	LOC108103250|XP_017064142.1|DEUG	CG3781|NP_572303.4|DMEL
OG0001475	LOC108104840|XP_017066637.1|DEUG	PIG-N|NP_610549.1|DMEL
OG0001476	LOC108109968|XP_017074274.1|DEUG	Wnt5|NP_476924.1|DMEL
OG0001477	LOC108111421|XP_017076368.1|DEUG	ATPsyngamma|NP_524550.1|DMEL
OG0001478	LOC108110747|XP_017075444.1|DEUG	crq|NP_787957.1|DMEL
OG0001480	LOC108111005|XP_017075805.1|DEUG	ebi|NP_477329.1|DMEL
OG0001481	LOC108115472|XP_017082421.1|DEUG	CG31688|NP_610035.4|DMEL
OG0001482	LOC108112429|XP_017077761.1|DEUG	cato|NP_477344.1|DMEL
OG0001483	LOC108118309|XP_017086410.1|DEUG	lt|NP_001036416.1|DMEL
OG0001484	LOC108110438|XP_017074994.1|DEUG	CG2772|NP_608776.1|DMEL
OG0001485	LOC108108622|XP_017072210.1|DEUG	NijB|NP_649068.1|DMEL
OG0001486	LOC108106192|XP_017068605.1|DEUG	Tg|NP_609174.1|DMEL
OG0001487	LOC108117613|XP_017085628.1|DEUG	CG40498|NP_001104342.3|DMEL
OG0001488	LOC108111911|XP_017077039.1|DEUG	CG4734|NP_610864.1|DMEL
OG0001489	LOC108114815|XP_017081422.1|DEUG	sick|NP_001260606.1|DMEL
OG0001490	LOC108110765|XP_017075469.1|DEUG	RpS21|NP_722853.1|DMEL
OG0001491	LOC108110661|XP_017075263.1|DEUG	Rab5|NP_523457.1|DMEL
OG0001492	LOC108106908|XP_017069648.1|DEUG	CG9068|NP_611111.1|DMEL
OG0001493	LOC108105079|XP_017066992.1|DEUG	Naa20A|NP_001259714.1|DMEL
OG0001494	LOC108104980|XP_017066842.1|DEUG	CheA7a|NP_572395.2|DMEL
OG0001495	LOC108109010|XP_017072771.1|DEUG	CG42516|NP_001163086.1|DMEL
OG0001496	LOC108117428|XP_017085331.1|DEUG	RpS6|NP_511073.1|DMEL
OG0001497	LOC108104608|XP_017066271.1|DEUG	VhaAC45|NP_610470.1|DMEL
OG0001498	LOC108115046|XP_017081783.1|DEUG	rn|NP_001262343.1|DMEL
OG0001500	LOC108111990|XP_017077207.1|DEUG	botv|NP_523790.1|DMEL
OG0001501	LOC108111721|XP_017076762.1|DEUG	CG18547|NP_650138.1|DMEL
OG0001502	LOC108106386|XP_017068881.1|DEUG	CG7639|NP_995838.1|DMEL
OG0001503	LOC108113198|XP_017079214.1|DEUG	Gr43a|NP_001286158.1|DMEL
OG0001504	LOC108103685|XP_017064763.1|DEUG	CG43736|NP_001259298.1|DMEL
OG0001505	LOC108112171|XP_017077437.1|DEUG	mbl|NP_001261046.1|DMEL
OG0001506	LOC108112842|XP_017078643.1|DEUG	Iswi|NP_523719.1|DMEL
OG0001507	LOC108112703|XP_017078413.1|DEUG	Fili|NP_001369108.1|DMEL
OG0001508	LOC108108897|XP_017072608.1|DEUG	CG9864|NP_611462.1|DMEL
OG0001509	LOC108112358|XP_017077675.1|DEUG	stum|NP_611603.3|DMEL
OG0001510	LOC108113428|XP_017079476.1|DEUG	ifc|NP_476594.1|DMEL
OG0001511	LOC108107451|XP_017070487.1|DEUG	CG9380|NP_001036571.2|DMEL
OG0001512	LOC108102712|XP_017063341.1|DEUG	ppk26|NP_648125.3|DMEL
OG0001513	LOC108118341|XP_017086464.1|DEUG	nrm|NP_001246890.1|DMEL
OG0001515	LOC108105464|XP_017067553.1|DEUG	MED22|NP_569870.1|DMEL
OG0001516	LOC108111309|XP_017076192.1|DEUG	PH4alphaNE2|NP_733378.1|DMEL
OG0001516	LOC108111272|XP_017076149.1|DEUG	CG31524|NP_733379.2|DMEL
OG0001517	LOC108116185|XP_017083414.1|DEUG	CG14610|NP_649698.2|DMEL
OG0001517	LOC108115879|XP_017083008.1|DEUG	CG12883|NP_651579.1|DMEL
OG0001518	LOC108118090|XP_017086132.1|DEUG	spirit|NP_572492.1|DMEL
OG0001519	LOC108108597|XP_017072186.1|DEUG, LOC108115075|XP_017081813.1|DEUG	CG2641|NP_649737.1|DMEL
OG0001520	LOC108115321|XP_017082217.1|DEUG	CG14676|NP_649600.1|DMEL
OG0001520	LOC108115322|XP_017082218.1|DEUG	CG34287|NP_001097693.1|DMEL
OG0001521	LOC108106984|XP_017069809.1|DEUG	Tep4|NP_001260590.1|DMEL
OG0001522	LOC108107587|XP_017070638.1|DEUG, LOC108118397|XP_017086562.1|DEUG	Nepl8|NP_609795.2|DMEL
OG0001522	LOC108102467|XP_017062965.1|DEUG	Nepl6|NP_609023.3|DMEL
OG0001523	LOC108112268|XP_017077579.1|DEUG	Alp8|NP_611655.1|DMEL
OG0001523	LOC108112225|XP_017077534.1|DEUG	Alp2|NP_611654.1|DMEL
OG0001524	LOC108106324|XP_017068784.1|DEUG	Ir48b|NP_610697.1|DMEL
OG0001526	LOC108102951|XP_017063718.1|DEUG	CG1840|NP_572764.1|DMEL
OG0001526	LOC108102952|XP_017063719.1|DEUG	SelG|NP_572763.3|DMEL
OG0001527	LOC108103185|XP_017064061.1|DEUG	CG45061|NP_001285063.1|DMEL
OG0001527	LOC108103186|XP_017064062.1|DEUG	CG45060|NP_001285062.1|DMEL
OG0001528	LOC108113726|XP_017079899.1|DEUG	mthl11|NP_731479.3|DMEL
OG0001529	LOC108103538|XP_017064556.1|DEUG	CG12691|NP_572157.1|DMEL
OG0001530	LOC108108527|XP_017072091.1|DEUG	aust|NP_609278.1|DMEL
OG0001531	LOC108111912|XP_017077040.1|DEUG	CG15109|NP_611394.3|DMEL
OG0001534	LOC108109721|XP_017073843.1|DEUG	CG34417|NP_001259282.1|DMEL
OG0001535	LOC108114768|XP_017081404.1|DEUG	CG15449|NP_608423.1|DMEL
OG0001536	LOC108117475|XP_017085391.1|DEUG	scu|NP_523396.1|DMEL
OG0001537	LOC108110732|XP_017075411.1|DEUG	lwr|NP_476978.1|DMEL
OG0001538	LOC108118357|XP_017086512.1|DEUG	CG1640|NP_727696.2|DMEL
OG0001539	LOC108109037|XP_017072824.1|DEUG	vir|NP_524900.1|DMEL
