Orthogroup	DPSE.longest_only	DVIR.longest_only
OG0000992	LOC4801225|XP_015037096.1|DPSE	LOC6631174|XP_002054304.1|DVIR
OG0000993	LOC6896717|XP_002136931.1|DPSE, LOC4800291|XP_033235128.1|DPSE	LOC6633168|XP_002056150.1|DVIR
OG0000994	LOC6901455|XP_002134141.1|DPSE	LOC6633639|XP_002056833.1|DVIR
OG0000995	LOC6903560|XP_002132433.2|DPSE	LOC116651825|XP_032294795.1|DVIR, LOC6631774|XP_002055182.1|DVIR
OG0000996	LOC4805424|XP_015040645.1|DPSE	LOC6635431|XP_002059067.1|DVIR, LOC6635959|XP_015024279.1|DVIR
OG0000997	LOC117183524|XP_033233432.1|DPSE	LOC6626262|XP_032291610.1|DVIR
OG0000998	LOC4812420|XP_033240589.1|DPSE	LOC6624648|XP_032290195.1|DVIR
OG0000999	LOC4815011|XP_001354962.2|DPSE	LOC6636087|XP_002059618.1|DVIR
OG0001000	LOC6899316|XP_033233674.1|DPSE	LOC6625993|XP_002050016.2|DVIR
OG0001001	LOC4805229|XP_001361666.3|DPSE	LOC6636378|XP_002059907.1|DVIR
OG0001002	LOC4816902|XP_001356582.4|DPSE	LOC6628652|XP_015028543.1|DVIR
OG0001003	LOC6897798|XP_002137903.1|DPSE	LOC6629305|XP_032288771.1|DVIR
OG0001004	LOC4802805|XP_001359650.2|DPSE	LOC6630123|XP_002053394.1|DVIR
OG0001005	LOC4815740|XP_015040884.2|DPSE	LOC6633514|XP_015025685.1|DVIR
OG0001006	LOC4812231|XP_001352779.1|DPSE	LOC6624367|XP_002047642.1|DVIR
OG0001008	LOC4815029|XP_001355112.1|DPSE	LOC6636669|XP_002060147.1|DVIR
OG0001009	LOC6897506|XP_002137655.2|DPSE, LOC6896826|XP_033241691.1|DPSE	LOC6630937|XP_002053490.1|DVIR
OG0001010	LOC4817728|XP_001357103.3|DPSE	LOC6635653|XP_002059121.2|DVIR
OG0001011	LOC6901006|XP_033237656.1|DPSE	LOC6631537|XP_032294990.1|DVIR
OG0001011	LOC4817668|XP_001357056.2|DPSE	LOC6628270|XP_002052709.1|DVIR
OG0001012	LOC4815518|XP_033239508.1|DPSE, LOC6902264|XP_002133791.2|DPSE	LOC6634836|XP_002058017.2|DVIR, LOC6634838|XP_032296421.1|DVIR
OG0001013	LOC6900413|XP_002134805.3|DPSE	LOC6622295|XP_002047911.2|DVIR
OG0001013	LOC117183180|XP_033238175.1|DPSE, LOC4813026|XP_033241557.1|DPSE	LOC116650701|XP_032291027.1|DVIR
OG0001014	LOC6900602|XP_033240332.1|DPSE	LOC6624483|XP_002048500.1|DVIR
OG0001014	LOC6900598|XP_002134971.2|DPSE	LOC6624451|XP_002048508.3|DVIR
OG0001015	LOC4814291|XP_033239342.1|DPSE	LOC6631569|XP_002055556.1|DVIR
OG0001015	LOC4814388|XP_001354409.3|DPSE	LOC6631570|XP_002055557.1|DVIR
OG0001016	LOC6901231|XP_002133932.2|DPSE	LOC6628578|XP_002051512.1|DVIR, LOC6635537|XP_002059107.1|DVIR
OG0001017	LOC4805678|XP_003736968.2|DPSE	LOC6625657|XP_002049007.1|DVIR
OG0001018	LOC6901771|XP_033239261.1|DPSE, LOC6897274|XP_002137434.2|DPSE	LOC6630170|XP_002054790.2|DVIR
OG0001019	LOC13036374|XP_015037038.2|DPSE	LOC6630451|XP_002053912.2|DVIR
OG0001020	LOC6901645|XP_002134314.2|DPSE	LOC6632054|XP_002055107.2|DVIR
OG0001021	LOC4818004|XP_033235195.1|DPSE	LOC6627907|XP_002051400.1|DVIR
OG0001022	LOC4811665|XP_001352254.1|DPSE	LOC6636715|XP_002060188.2|DVIR
OG0001024	LOC4801126|XP_001358270.3|DPSE	LOC6630574|XP_032294346.1|DVIR
OG0001025	LOC4813361|XP_001353354.2|DPSE	LOC6623286|XP_002046728.1|DVIR
OG0001026	LOC4804022|XP_001360652.1|DPSE	LOC6623761|XP_002047354.1|DVIR, LOC6625057|XP_002050591.2|DVIR
OG0001027	LOC6900518|XP_002134905.1|DPSE	LOC6622884|XP_015031437.1|DVIR
OG0001028	LOC4816500|XP_001356025.3|DPSE	LOC6627398|XP_002052150.1|DVIR
OG0001029	LOC4804363|XP_001360937.3|DPSE	LOC6635696|XP_002059269.1|DVIR
OG0001031	LOC6902406|XP_015037000.2|DPSE	LOC6627800|XP_032293533.1|DVIR
OG0001032	LOC13036341|XP_033235445.1|DPSE	LOC6629006|XP_015028159.1|DVIR
OG0001033	LOC6902171|XP_002133702.3|DPSE	LOC6625177|XP_002049251.2|DVIR
OG0001034	LOC4812368|XP_001352900.4|DPSE	LOC6622864|XP_002048209.1|DVIR
OG0001035	LOC6902280|XP_002133807.1|DPSE	LOC6631854|XP_002055198.1|DVIR
OG0001035	LOC6902279|XP_002133806.2|DPSE	LOC6631855|XP_002055199.2|DVIR
OG0001036	LOC6901588|XP_002134259.2|DPSE	LOC6631323|XP_002055290.1|DVIR
OG0001036	LOC6897961|XP_002138060.3|DPSE	LOC6629398|XP_015027153.1|DVIR
OG0001037	LOC6900605|XP_033241424.1|DPSE, LOC6898243|XP_002138309.2|DPSE	LOC6623586|XP_032291110.1|DVIR, LOC26531718|XP_032291114.1|DVIR
OG0001038	LOC4803066|XP_001359866.2|DPSE	LOC6632648|XP_002056547.1|DVIR
OG0001042	LOC4800322|XP_001357587.2|DPSE	LOC6630467|XP_002054103.1|DVIR
OG0001043	LOC4815446|XP_001355701.2|DPSE	LOC116651817|XP_032294780.1|DVIR, LOC6631776|XP_002055184.1|DVIR
OG0001044	LOC4804131|XP_015039625.2|DPSE	LOC6626377|XP_002050354.1|DVIR
OG0001045	LOC6898739|XP_015040344.2|DPSE	LOC6625875|XP_032292732.1|DVIR
OG0001046	LOC4804670|XP_001361195.1|DPSE	LOC6625276|XP_002049861.2|DVIR
OG0001047	LOC4804383|XP_033234870.1|DPSE	LOC6627141|XP_032293161.1|DVIR, LOC6635343|XP_002058870.1|DVIR
OG0001048	LOC4805247|XP_001361679.3|DPSE	LOC6627020|XP_002049730.2|DVIR
OG0001049	LOC6903297|XP_002132485.2|DPSE	LOC6628822|XP_002052587.3|DVIR
OG0001049	LOC4812301|XP_001352647.4|DPSE	LOC6636597|XP_015023830.1|DVIR
OG0001050	LOC6896971|XP_002137156.2|DPSE, LOC6900034|XP_002135399.1|DPSE, LOC117183993|XP_033235698.1|DPSE	LOC6622895|XP_002046500.2|DVIR
OG0001051	LOC6902784|XP_002132521.2|DPSE	LOC116649777|XP_032293688.1|DVIR
OG0001052	LOC4816788|XP_015035777.1|DPSE	LOC6628907|XP_032293406.1|DVIR
OG0001053	LOC117185203|XP_033241490.1|DPSE, LOC117185205|XP_033241492.1|DPSE, LOC117183205|XP_033241491.1|DPSE, LOC6903974|XP_002136541.3|DPSE, LOC117185202|XP_033241485.1|DPSE, LOC26533390|XP_033241488.1|DPSE	LOC6633376|XP_002057329.3|DVIR
OG0001054	LOC4800928|XP_001358116.2|DPSE	LOC6635135|XP_002058374.1|DVIR
OG0001055	LOC4802848|XP_033232393.1|DPSE	LOC116650339|XP_032289626.1|DVIR, LOC6632772|XP_032289625.1|DVIR
OG0001056	LOC4811770|XP_033238899.1|DPSE	LOC6634767|XP_002058006.2|DVIR
OG0001057	LOC4818031|XP_001357250.1|DPSE	LOC6634108|XP_002057876.1|DVIR
OG0001058	LOC6902017|XP_002133551.3|DPSE	LOC6633332|XP_032288937.1|DVIR
OG0001059	LOC6900846|XP_015043408.2|DPSE	LOC6622969|XP_002048487.2|DVIR
OG0001060	LOC6901257|XP_002133958.3|DPSE, LOC6901263|XP_002133964.3|DPSE, LOC4802067|XP_001359060.1|DPSE	LOC6630503|XP_002053447.1|DVIR
OG0001061	LOC6896913|XP_033233114.1|DPSE, LOC6896912|XP_033233112.1|DPSE	LOC6632718|XP_002056045.1|DVIR
OG0001062	LOC6897390|XP_033238626.1|DPSE	LOC6630805|XP_002054273.1|DVIR
OG0001063	LOC4814240|XP_001354435.3|DPSE	LOC6633718|XP_002057122.2|DVIR
OG0001064	LOC4815841|XP_001355361.4|DPSE	LOC6633467|XP_002057058.1|DVIR
OG0001064	LOC4814505|XP_001355159.3|DPSE	LOC6634617|XP_002058102.1|DVIR
OG0001065	LOC6898756|XP_002138739.3|DPSE, LOC6899970|XP_033238252.1|DPSE	LOC6626007|XP_032292481.1|DVIR
OG0001066	LOC4814595|XP_033239796.1|DPSE	LOC6634819|XP_002058208.1|DVIR
OG0001067	LOC4816373|XP_001356187.3|DPSE	LOC6634173|XP_032288983.1|DVIR
OG0001067	LOC26532665|XP_015036775.2|DPSE	LOC26530843|XP_015025374.1|DVIR
OG0001068	LOC4813711|XP_033239997.1|DPSE	LOC6623934|XP_002047377.2|DVIR
OG0001068	LOC4813561|XP_001353283.3|DPSE	LOC6623819|XP_002048330.1|DVIR
OG0001069	LOC6899057|XP_002138982.2|DPSE	LOC6625825|XP_002049513.2|DVIR, LOC6626728|XP_002049099.2|DVIR
OG0001070	LOC6896978|XP_033232814.1|DPSE, LOC4802282|XP_001359232.3|DPSE	LOC6633193|XP_002056680.2|DVIR, LOC116650347|XP_032289672.1|DVIR, LOC6633194|XP_032289836.1|DVIR
OG0001072	LOC4811996|XP_001352774.3|DPSE	LOC6624422|XP_002047902.1|DVIR
OG0001073	LOC4800749|XP_001357966.3|DPSE	LOC6631108|XP_032294775.1|DVIR
OG0001074	LOC4803340|XP_001360128.1|DPSE	LOC6625756|XP_002048722.1|DVIR
OG0001075	LOC4813939|XP_033239656.1|DPSE	LOC6623482|XP_002046596.1|DVIR
OG0001077	LOC4811643|XP_002135770.1|DPSE	LOC6636762|XP_002060214.1|DVIR
OG0001078	LOC4814417|XP_001354384.1|DPSE	LOC6631344|XP_002055781.1|DVIR
OG0001079	LOC4812666|XP_001353050.2|DPSE	LOC6623691|XP_002046332.3|DVIR
OG0001080	LOC4811939|XP_001352463.2|DPSE	LOC6622805|XP_002047052.1|DVIR
OG0001081	LOC4802909|XP_001359735.2|DPSE	LOC6626019|XP_002050434.1|DVIR, LOC6625716|XP_002051048.1|DVIR
OG0001082	LOC6901249|XP_015041521.2|DPSE, LOC117185001|XP_033240260.1|DPSE, LOC4804418|XP_015039936.2|DPSE	LOC6635821|XP_032292116.1|DVIR
OG0001083	LOC4813944|XP_015043482.2|DPSE	LOC6624556|XP_002046600.1|DVIR
OG0001084	LOC4803432|XP_033234250.1|DPSE	LOC6625770|XP_032291601.1|DVIR
OG0001085	LOC4804846|XP_001361339.4|DPSE	LOC6635877|XP_032292195.1|DVIR
OG0001086	LOC117183508|XP_033233297.1|DPSE	LOC6627259|XP_002049915.1|DVIR
OG0001087	LOC6903039|XP_002132763.2|DPSE	LOC6629230|XP_002051256.1|DVIR
OG0001088	LOC4812572|XP_001352769.3|DPSE	LOC6623616|XP_032290761.1|DVIR
OG0001089	LOC4812001|XP_015043708.1|DPSE	LOC6622218|XP_002046343.1|DVIR
OG0001090	LOC4812758|XP_001353549.4|DPSE	LOC6624624|XP_002046559.3|DVIR
OG0001092	LOC4817869|XP_001357352.1|DPSE	LOC6628514|XP_002051500.1|DVIR
OG0001093	LOC4816688|XP_015036785.2|DPSE	LOC6634159|XP_002057526.2|DVIR
OG0001094	LOC4816659|XP_033235894.1|DPSE	LOC6634095|XP_032289030.1|DVIR
OG0001095	LOC26532094|XP_033235366.1|DPSE	LOC6623490|XP_002047330.2|DVIR
OG0001096	LOC4817649|XP_015036401.2|DPSE	LOC6627902|XP_002051816.2|DVIR
OG0001097	LOC26534452|XP_033235754.1|DPSE	LOC6629055|XP_015028704.1|DVIR
OG0001098	LOC6898059|XP_002138145.1|DPSE	LOC6626613|XP_002048707.1|DVIR
OG0001098	LOC4812994|XP_015043283.2|DPSE	LOC6623620|XP_032290010.1|DVIR
OG0001099	LOC6900934|XP_002134727.1|DPSE	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR
OG0001100	LOC6897793|XP_015038081.2|DPSE	LOC6630927|XP_002054316.2|DVIR
OG0001101	LOC6898360|XP_015039601.2|DPSE	LOC6625384|XP_015029439.1|DVIR
OG0001102	LOC4813725|XP_001353688.4|DPSE	LOC6624400|XP_002048390.2|DVIR
OG0001103	LOC4800805|XP_001358015.1|DPSE	LOC6629984|XP_002054342.1|DVIR
OG0001104	LOC4803663|XP_001360346.3|DPSE	LOC6625667|XP_032293368.1|DVIR, LOC6625669|XP_002049369.2|DVIR
OG0001105	LOC4815583|XP_001355499.1|DPSE	LOC6634545|XP_002058289.1|DVIR
OG0001106	LOC4811795|XP_015044320.1|DPSE	LOC6636240|XP_032290058.1|DVIR
OG0001108	LOC6897481|XP_002137630.2|DPSE, LOC4802157|XP_001359132.2|DPSE	LOC6630653|XP_002053309.1|DVIR
OG0001109	LOC4803887|XP_001360534.3|DPSE	LOC6627071|XP_002050190.1|DVIR
OG0001110	LOC4812511|XP_033237419.1|DPSE, LOC117184535|XP_033238572.1|DPSE	LOC6622058|XP_002047706.1|DVIR
OG0001111	LOC4803860|XP_001360512.3|DPSE	LOC6626427|XP_002050267.1|DVIR
OG0001112	LOC4803716|XP_001360390.2|DPSE	LOC6625942|XP_002049053.1|DVIR
OG0001113	LOC4816387|XP_001356186.4|DPSE	LOC6634172|XP_002057539.1|DVIR
OG0001114	LOC4816483|XP_001356071.3|DPSE	LOC6629108|XP_002052602.1|DVIR, LOC6628771|XP_002052600.1|DVIR, LOC6628770|XP_002052599.1|DVIR, LOC6628772|XP_002052601.1|DVIR
OG0001115	LOC6902853|XP_002132589.3|DPSE	LOC6627590|XP_002052821.1|DVIR
OG0001116	LOC6898423|XP_002138465.1|DPSE	LOC6625232|XP_002050534.2|DVIR
OG0001116	LOC117183731|XP_033234596.1|DPSE	LOC116650897|XP_032291818.1|DVIR
OG0001117	LOC6900793|XP_002135152.1|DPSE, LOC4813742|XP_001353961.2|DPSE	LOC6628619|XP_032293578.1|DVIR, LOC6628285|XP_032293799.1|DVIR, LOC6628713|XP_002051331.1|DVIR, LOC6628710|XP_002051328.1|DVIR
OG0001118	LOC6903926|XP_002136591.1|DPSE	LOC6635300|XP_002058809.2|DVIR
OG0001119	LOC117185621|XP_033241653.1|DPSE	LOC6629705|XP_002052963.1|DVIR
OG0001120	LOC6896962|XP_015038892.2|DPSE	LOC6635158|XP_002058352.2|DVIR
OG0001121	LOC4803329|XP_015038995.1|DPSE	LOC6625567|XP_015029296.1|DVIR
OG0001122	LOC4812463|XP_015043937.1|DPSE	LOC6623423|XP_015031044.1|DVIR
OG0001124	LOC4802084|XP_015037603.2|DPSE	LOC6632234|XP_002055818.1|DVIR
OG0001125	LOC4801867|XP_001358895.1|DPSE	LOC6630388|XP_002053996.1|DVIR
OG0001126	LOC4813607|XP_033239582.1|DPSE	LOC6624022|XP_032291223.1|DVIR
OG0001127	LOC4813028|XP_001353284.3|DPSE	LOC6624155|XP_002048332.1|DVIR
OG0001128	LOC6898365|XP_002138418.3|DPSE	LOC6625028|XP_002050451.2|DVIR
OG0001129	LOC4818013|XP_015035265.2|DPSE	LOC6629023|XP_015028172.1|DVIR
OG0001130	LOC4817313|XP_001356335.2|DPSE	LOC6629156|XP_002052450.2|DVIR
OG0001131	LOC4811745|XP_015044302.1|DPSE	LOC6636213|XP_032290165.1|DVIR
OG0001133	LOC4816598|XP_015036647.2|DPSE	LOC6627314|XP_032294185.1|DVIR
OG0001134	LOC4804952|XP_001361433.5|DPSE	LOC6625778|XP_002049128.3|DVIR
OG0001135	LOC4801643|XP_015037338.1|DPSE	LOC6635184|XP_002058383.1|DVIR
OG0001136	LOC6899331|XP_033241867.1|DPSE	LOC6632681|XP_032289553.1|DVIR
OG0001137	LOC4801808|XP_001358842.3|DPSE	LOC6631276|XP_032295423.1|DVIR
OG0001138	LOC4811972|XP_001352464.1|DPSE	LOC6622762|XP_032290633.1|DVIR
OG0001139	LOC6901088|XP_033238074.1|DPSE	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR
OG0001140	LOC6896880|XP_003736293.3|DPSE	LOC6633041|XP_015026078.1|DVIR, LOC6633044|XP_015026081.2|DVIR
OG0001141	LOC4801552|XP_001358624.3|DPSE, LOC6897252|XP_002137421.3|DPSE, LOC117185006|XP_033240291.1|DPSE	LOC6629737|XP_032295216.1|DVIR, LOC6629738|XP_002054142.2|DVIR
OG0001142	LOC4800884|XP_001358080.3|DPSE	LOC6629963|XP_002054165.2|DVIR
OG0001143	LOC4818070|XP_001357375.2|DPSE, LOC6903474|XP_002132353.2|DPSE, LOC6903472|XP_002132351.2|DPSE	LOC116651443|XP_032293694.1|DVIR, LOC6634390|XP_002057583.1|DVIR, LOC116651639|XP_032294324.1|DVIR, LOC6633890|XP_002057584.1|DVIR
OG0001144	LOC6899102|XP_002139019.3|DPSE	LOC6625496|XP_032293046.1|DVIR
OG0001145	LOC4805124|XP_001361581.2|DPSE, LOC117183789|XP_033235111.1|DPSE, LOC6898790|XP_033235112.1|DPSE	LOC6625412|XP_002049289.1|DVIR
OG0001146	LOC6903444|XP_002132323.2|DPSE, LOC4815450|XP_001355548.2|DPSE	LOC6634467|XP_002058238.1|DVIR
OG0001147	LOC6898963|XP_002138923.2|DPSE	LOC6627092|XP_002048807.1|DVIR
OG0001148	LOC6902967|XP_002132693.1|DPSE, LOC6902966|XP_002132692.2|DPSE	LOC6629181|XP_002051586.1|DVIR
OG0001149	LOC4813176|XP_001353246.2|DPSE	LOC6622858|XP_002046669.1|DVIR
OG0001150	LOC4803835|XP_001360489.2|DPSE	LOC6625361|XP_002050233.1|DVIR, LOC6625359|XP_002050231.2|DVIR
OG0001151	LOC4803268|XP_001360038.3|DPSE, LOC4803270|XP_033232811.1|DPSE	LOC6630217|XP_002054582.1|DVIR
OG0001152	LOC6897380|XP_002137532.3|DPSE	LOC6635114|XP_002058566.2|DVIR
OG0001153	LOC4811752|XP_015044220.1|DPSE	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR
OG0001154	LOC4816828|XP_015035714.1|DPSE	LOC6634283|XP_032293417.1|DVIR
OG0001155	LOC4814586|XP_001354835.4|DPSE	LOC6633497|XP_015025565.1|DVIR
OG0001157	LOC4801388|XP_015037219.2|DPSE	LOC6632468|XP_002056169.1|DVIR
OG0001158	LOC4818018|XP_001357474.1|DPSE	LOC6628183|XP_002052917.1|DVIR
OG0001159	LOC4800475|XP_033232911.1|DPSE	LOC6635034|XP_032295322.1|DVIR
OG0001160	LOC4801291|XP_001358411.3|DPSE	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR
OG0001161	LOC4801646|XP_001358699.3|DPSE	LOC6635185|XP_032295119.1|DVIR
OG0001162	LOC6897644|XP_002137787.2|DPSE	LOC6633095|XP_002056278.3|DVIR
OG0001162	LOC26534414|XP_015038082.2|DPSE	LOC116649781|XP_032288723.1|DVIR
OG0001163	LOC4802008|XP_015037536.1|DPSE	LOC6630587|XP_015027550.1|DVIR
OG0001164	LOC6897399|XP_002137551.3|DPSE, LOC4801075|XP_001358235.4|DPSE	LOC6630965|XP_002053799.2|DVIR
OG0001165	LOC4804494|XP_001361049.2|DPSE	LOC6626035|XP_002050802.2|DVIR
OG0001166	LOC6903282|XP_033235587.1|DPSE, LOC4812804|XP_033241108.1|DPSE	LOC6636811|XP_032291485.1|DVIR
OG0001167	LOC4804208|XP_033234467.1|DPSE	LOC6625750|XP_032292349.1|DVIR
OG0001168	LOC4804781|XP_001361290.3|DPSE	LOC6626351|XP_032292402.1|DVIR
OG0001169	LOC4814550|XP_001354610.2|DPSE	LOC6636152|XP_002059659.1|DVIR
OG0001170	LOC4801221|XP_001358344.1|DPSE	LOC6631179|XP_002054309.1|DVIR
OG0001171	LOC4812710|XP_015044144.2|DPSE	LOC6623527|XP_015031175.1|DVIR
OG0001172	LOC6898305|XP_002138367.2|DPSE	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR
OG0001173	LOC4801985|XP_001358997.2|DPSE	LOC6629461|XP_002053878.1|DVIR
OG0001174	LOC4814091|XP_033237973.1|DPSE	LOC6623463|XP_002047307.1|DVIR
OG0001175	LOC4804669|XP_001361194.1|DPSE	LOC6625277|XP_002049862.1|DVIR
OG0001175	LOC6902477|XP_033235570.1|DPSE	LOC6631655|XP_032295641.1|DVIR
OG0001176	LOC6896718|XP_002136932.2|DPSE, LOC4805490|XP_001361885.4|DPSE, LOC6898402|XP_033233982.1|DPSE	LOC6626930|XP_002050881.2|DVIR
OG0001177	LOC4817309|XP_015035988.2|DPSE	LOC26531015|XP_015024560.1|DVIR
OG0001178	LOC4804405|XP_001360974.2|DPSE	LOC6635894|XP_015024224.1|DVIR
OG0001179	LOC6898283|XP_033233305.1|DPSE	LOC6625391|XP_015029276.1|DVIR
OG0001180	LOC4811798|XP_001352365.3|DPSE	LOC6636188|XP_002059734.1|DVIR
OG0001181	LOC6903001|XP_002132723.3|DPSE, LOC6903002|XP_002132724.2|DPSE, LOC4813686|XP_001353168.2|DPSE	LOC6622988|XP_002048219.1|DVIR
OG0001182	LOC4800548|XP_003736265.3|DPSE	LOC6629550|XP_015027075.1|DVIR
OG0001183	LOC6899286|XP_033232789.1|DPSE	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR
OG0001184	LOC6897959|XP_033240176.1|DPSE	LOC6629399|XP_032292257.1|DVIR
OG0001185	LOC13036326|XP_015038289.2|DPSE	LOC6630099|XP_032293859.1|DVIR
OG0001186	LOC6903262|XP_002132961.1|DPSE	LOC6633820|XP_032296603.1|DVIR
OG0001186	LOC4802992|XP_001359800.2|DPSE	LOC6626013|XP_002050237.1|DVIR
OG0001187	LOC4803986|XP_033234197.1|DPSE	LOC6625011|XP_002049761.1|DVIR
OG0001188	LOC4803383|XP_001360088.1|DPSE	LOC6625522|XP_032293332.1|DVIR
OG0001189	LOC4805551|XP_001361936.2|DPSE	LOC6626894|XP_002049428.2|DVIR
OG0001190	LOC6901179|XP_002133880.2|DPSE	LOC6633349|XP_015025540.1|DVIR
OG0001191	LOC4816122|XP_001355843.3|DPSE	LOC6627637|XP_002051111.2|DVIR
OG0001192	LOC6902344|XP_015036909.1|DPSE	LOC6627688|XP_002052507.2|DVIR
OG0001193	LOC4801555|XP_001358627.1|DPSE	LOC6629742|XP_002054146.2|DVIR
OG0001194	LOC4814619|XP_001354789.3|DPSE	LOC6634400|XP_032296299.1|DVIR
OG0001195	LOC4803585|XP_001360289.3|DPSE	LOC6626150|XP_002049631.1|DVIR
OG0001196	LOC4815211|XP_001354642.4|DPSE	LOC6630658|XP_002053437.2|DVIR, LOC6636648|XP_002060126.1|DVIR
OG0001197	LOC6897505|XP_002137654.2|DPSE, LOC6897088|XP_002137272.2|DPSE	LOC6632574|XP_032289857.1|DVIR
OG0001198	LOC117183336|XP_033232808.1|DPSE, LOC6900261|XP_002135590.2|DPSE	LOC116651420|XP_032293619.1|DVIR
OG0001200	LOC6897470|XP_002137619.3|DPSE	LOC6622503|XP_002048533.1|DVIR
OG0001201	LOC4803051|XP_001359852.3|DPSE	LOC6630485|XP_002053192.1|DVIR
OG0001202	LOC6902275|XP_002133802.3|DPSE	LOC6631858|XP_032295558.1|DVIR
OG0001204	LOC4816345|XP_001356238.3|DPSE	LOC6634342|XP_002057470.1|DVIR
OG0001205	LOC4802429|XP_001359351.4|DPSE	LOC6630761|XP_002054620.1|DVIR
OG0001206	LOC6897369|XP_033232877.1|DPSE	LOC6629898|XP_032292908.1|DVIR
OG0001207	LOC6896989|XP_002137175.2|DPSE, LOC4815987|XP_033239605.1|DPSE	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR
OG0001208	LOC6901073|XP_033240388.1|DPSE	LOC6631460|XP_032295580.1|DVIR
OG0001209	LOC4801425|XP_033241837.1|DPSE	LOC6632604|XP_002056216.1|DVIR
OG0001210	LOC6901429|XP_033237428.1|DPSE	LOC6631920|XP_002055747.1|DVIR
OG0001211	LOC6896931|XP_002137117.3|DPSE	LOC6635200|XP_032295397.1|DVIR
OG0001212	LOC4815015|XP_001354605.2|DPSE	LOC6632024|XP_002055239.1|DVIR
OG0001213	LOC6901199|XP_002133900.2|DPSE	LOC6632942|XP_002056765.2|DVIR
OG0001214	LOC6899001|XP_033235101.1|DPSE, LOC117184399|XP_033237406.1|DPSE, LOC117184398|XP_033237405.1|DPSE, LOC6899993|XP_002135359.2|DPSE	LOC6632382|XP_002056005.1|DVIR
OG0001215	LOC4801931|XP_001358949.2|DPSE	LOC6630803|XP_002054271.1|DVIR
OG0001216	LOC6897157|XP_002137337.3|DPSE	LOC6630802|XP_002054270.2|DVIR
OG0001218	LOC4801220|XP_001358343.4|DPSE	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR
OG0001220	LOC4803483|XP_001360201.1|DPSE	LOC6625556|XP_002048892.1|DVIR
OG0001221	LOC4804422|XP_033234710.1|DPSE	LOC6635837|XP_002059449.1|DVIR
OG0001222	LOC4801606|XP_001358673.2|DPSE	LOC6630173|XP_002054793.2|DVIR
OG0001223	LOC4803331|XP_015038986.2|DPSE	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR
OG0001224	LOC4805676|XP_001362035.4|DPSE	LOC6625555|XP_002049005.1|DVIR
OG0001225	LOC6898694|XP_033234269.1|DPSE	LOC6635790|XP_032291901.1|DVIR
OG0001226	LOC4805096|XP_001361556.2|DPSE	LOC6636477|XP_002059798.1|DVIR
OG0001227	LOC4817820|XP_015035527.1|DPSE	LOC6628365|XP_032294482.1|DVIR
OG0001229	LOC26532507|XP_033233276.1|DPSE	LOC6626404|XP_032292506.1|DVIR
OG0001230	LOC4803805|XP_001360463.3|DPSE	LOC6635833|XP_002059468.1|DVIR
OG0001231	LOC4816431|XP_001356293.3|DPSE	LOC6629012|XP_002051281.1|DVIR
OG0001232	LOC26532675|XP_015036275.2|DPSE	LOC26531524|XP_015028947.1|DVIR, LOC6628667|XP_002051823.1|DVIR
OG0001233	LOC4817005|XP_001356468.3|DPSE	LOC6635630|XP_032294722.1|DVIR
OG0001234	LOC4805474|XP_001361869.3|DPSE	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR
OG0001235	LOC4817377|XP_015035812.2|DPSE	LOC6627851|XP_002052846.1|DVIR
OG0001236	LOC6900427|XP_002134818.2|DPSE	LOC6622545|XP_002048141.1|DVIR
OG0001237	LOC6903962|XP_015035175.2|DPSE	LOC6632514|XP_015025814.1|DVIR
OG0001238	LOC4802203|XP_001359170.2|DPSE	LOC6630930|XP_032293104.1|DVIR
OG0001240	LOC4802190|XP_033241866.1|DPSE	LOC6630994|XP_002053496.1|DVIR
OG0001241	LOC4804272|XP_001360854.3|DPSE	LOC6626712|XP_002050765.2|DVIR
OG0001241	LOC26532920|XP_033234274.1|DPSE	LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR
OG0001242	LOC4815858|XP_001355619.1|DPSE	LOC6634480|XP_002058157.2|DVIR
OG0001243	LOC6902226|XP_002133754.3|DPSE, LOC6896655|XP_002136871.2|DPSE, LOC4812397|XP_015044038.2|DPSE	LOC6622872|XP_032290930.1|DVIR
OG0001244	LOC6901667|XP_033237859.1|DPSE, LOC4801365|XP_015037207.2|DPSE	LOC6630399|XP_032294922.1|DVIR
OG0001245	LOC4801855|XP_033239485.1|DPSE	LOC6630383|XP_002054009.1|DVIR
OG0001246	LOC117183616|XP_033234033.1|DPSE	LOC6625545|XP_002049980.1|DVIR
