Orthogroup	DPSE.longest_only	BTRY.longest_only
OG0002393	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE	LOC120777764|XP_039965202.1|BTRY
OG0002394	LOC4802422|XP_001359342.2|DPSE	LOC120775635|XP_039961827.1|BTRY
OG0002395	LOC6897931|XP_033236597.1|DPSE	LOC120782288|XP_039970426.1|BTRY
OG0002396	LOC4803356|XP_001360110.3|DPSE	LOC120770500|XP_039953958.1|BTRY
OG0002397	LOC4803333|XP_001357518.1|DPSE	LOC120772045|XP_039956352.1|BTRY
OG0002398	LOC4815335|XP_001354928.3|DPSE	LOC120775389|XP_039961483.1|BTRY
OG0002399	LOC4805672|XP_001362032.2|DPSE	LOC120772107|XP_039956452.1|BTRY
OG0002400	LOC4803936|XP_001360576.3|DPSE	LOC120771689|XP_039955756.1|BTRY
OG0002401	LOC117184353|XP_033237266.1|DPSE	LOC120779601|XP_039967880.1|BTRY
OG0002402	LOC6897836|XP_002137941.2|DPSE	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY
OG0002403	LOC6897835|XP_033232643.1|DPSE	LOC120777028|XP_039964077.1|BTRY
OG0002404	LOC4802777|XP_001359637.2|DPSE	LOC120772978|XP_039957828.1|BTRY
OG0002405	LOC4802446|XP_001359364.3|DPSE	LOC120782476|XP_039970704.1|BTRY
OG0002406	LOC4812613|XP_001352579.3|DPSE	LOC120777421|XP_039964656.1|BTRY
OG0002408	LOC4802434|XP_001359356.1|DPSE	LOC120766956|XP_039948679.1|BTRY
OG0002409	LOC4813025|XP_033240981.1|DPSE	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY
OG0002410	LOC4803285|XP_033241673.1|DPSE	LOC120782394|XP_039970571.1|BTRY
OG0002411	LOC4803036|XP_001359838.1|DPSE	LOC120772673|XP_039957348.1|BTRY
OG0002412	LOC13036350|XP_033233061.1|DPSE	LOC120780948|XP_039969112.1|BTRY
OG0002413	LOC4815497|XP_001355571.1|DPSE	LOC120774104|XP_039959394.1|BTRY
OG0002414	LOC4812263|XP_001352456.2|DPSE	LOC120777597|XP_039964967.1|BTRY
OG0002415	LOC4802615|XP_001359502.4|DPSE	LOC120773409|XP_039958220.1|BTRY
OG0002416	LOC4811848|XP_033237142.1|DPSE	LOC120779494|XP_039967713.1|BTRY
OG0002417	LOC4817743|XP_001357106.1|DPSE	LOC120769366|XP_039952261.1|BTRY
OG0002418	LOC6897797|XP_002137902.2|DPSE	LOC120780296|XP_039968522.1|BTRY
OG0002419	LOC4816016|XP_015041091.2|DPSE	LOC120775375|XP_039961471.1|BTRY
OG0002420	LOC4812067|XP_001352481.1|DPSE	LOC120777824|XP_039965294.1|BTRY
OG0002421	LOC4802153|XP_001359129.3|DPSE	LOC120766324|XP_039947682.1|BTRY
OG0002422	LOC4802717|XP_015038028.1|DPSE	LOC120782707|XP_039971057.1|BTRY
OG0002423	LOC4813902|XP_001353940.2|DPSE	LOC120776760|XP_039963655.1|BTRY
OG0002424	LOC4811794|XP_001352361.1|DPSE	LOC120776735|XP_039963597.1|BTRY
OG0002425	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE	LOC120774039|XP_039959273.1|BTRY
OG0002426	LOC4813386|XP_001353674.3|DPSE	LOC120777657|XP_039965044.1|BTRY
OG0002427	LOC4811793|XP_001352360.3|DPSE	LOC120779682|XP_039967974.1|BTRY
OG0002428	LOC6902138|XP_002133669.2|DPSE	LOC120775449|XP_039961568.1|BTRY
OG0002429	LOC4814034|XP_033238279.1|DPSE	LOC120779062|XP_039967129.1|BTRY
OG0002430	LOC4803493|XP_015039118.2|DPSE	LOC120771257|XP_039955108.1|BTRY
OG0002431	LOC6903882|XP_002136629.1|DPSE	LOC120770134|XP_039953251.1|BTRY
OG0002432	LOC4815138|XP_001355173.3|DPSE	LOC120775497|XP_039961638.1|BTRY
OG0002433	LOC6899369|XP_002136158.2|DPSE	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY
OG0002434	LOC4802132|XP_001359112.3|DPSE	LOC120782031|XP_039970121.1|BTRY
OG0002435	LOC6901476|XP_033239515.1|DPSE	LOC120773655|XP_039958601.1|BTRY
OG0002436	LOC4804876|XP_001361365.2|DPSE	LOC120771066|XP_039954806.1|BTRY
OG0002437	LOC4805164|XP_015040470.2|DPSE	LOC120770736|XP_039954258.1|BTRY
OG0002438	LOC4814729|XP_001354516.3|DPSE	LOC120772843|XP_039957589.1|BTRY
OG0002439	LOC4817941|XP_001357193.3|DPSE	LOC120769154|XP_039951970.1|BTRY
OG0002440	LOC4813289|XP_001353958.3|DPSE	LOC120777611|XP_039964994.1|BTRY
OG0002441	LOC6898791|XP_002138767.3|DPSE	LOC120781985|XP_039970089.1|BTRY
OG0002442	LOC4804000|XP_001360631.2|DPSE	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY
OG0002443	LOC4804882|XP_001361370.4|DPSE	LOC120770424|XP_039953807.1|BTRY
OG0002444	LOC4805701|XP_001362059.3|DPSE	LOC120771392|XP_039955292.1|BTRY
OG0002445	LOC4805150|XP_004444403.3|DPSE	LOC120771921|XP_039956145.1|BTRY
OG0002446	LOC4803985|XP_001360618.3|DPSE	LOC120771129|XP_039954919.1|BTRY
OG0002447	LOC4812897|XP_001354000.2|DPSE	LOC120777891|XP_039965388.1|BTRY
OG0002448	LOC4803694|XP_001360371.1|DPSE	LOC120768487|XP_039951137.1|BTRY
OG0002449	LOC4804176|XP_001360779.2|DPSE	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY
OG0002450	LOC4803233|XP_001360007.2|DPSE	LOC120777182|XP_039964280.1|BTRY
OG0002451	LOC4805044|XP_001361509.3|DPSE	LOC120770096|XP_039953188.1|BTRY
OG0002452	LOC4805209|XP_001361650.4|DPSE	LOC120771019|XP_039954728.1|BTRY
OG0002453	LOC4805210|XP_001361651.1|DPSE	LOC120771706|XP_039955774.1|BTRY
OG0002454	LOC4812861|XP_015043275.2|DPSE	LOC120777671|XP_039965064.1|BTRY
OG0002455	LOC4812860|XP_001353889.3|DPSE	LOC120777669|XP_039965061.1|BTRY
OG0002456	LOC26532019|XP_033234230.1|DPSE	LOC120772805|XP_039957521.1|BTRY
OG0002457	LOC4804903|XP_004444345.2|DPSE	LOC120781234|XP_039969306.1|BTRY
OG0002458	LOC4818175|XP_001357172.4|DPSE	LOC120779032|XP_039967088.1|BTRY
OG0002459	LOC4804388|XP_001360959.3|DPSE	LOC120770448|XP_039953858.1|BTRY
OG0002460	LOC6899070|XP_002138994.1|DPSE	LOC120771644|XP_039955689.1|BTRY
OG0002461	LOC4804095|XP_001360713.2|DPSE	LOC120772043|XP_039956349.1|BTRY
OG0002462	LOC4804604|XP_015040042.2|DPSE	LOC120772889|XP_039957674.1|BTRY
OG0002463	LOC4804304|XP_001360884.3|DPSE	LOC120771625|XP_039955649.1|BTRY
OG0002464	LOC4803998|XP_001360629.2|DPSE	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY
OG0002465	LOC4804824|XP_001361326.3|DPSE	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY
OG0002466	LOC26534353|XP_033237121.1|DPSE	LOC120772969|XP_039957810.1|BTRY
OG0002467	LOC6900660|XP_002135028.4|DPSE	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY
OG0002468	LOC4813841|XP_001353591.4|DPSE	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY
OG0002469	LOC4802768|XP_001359628.2|DPSE	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY
OG0002470	LOC4805036|XP_001361503.2|DPSE	LOC120770392|XP_039953756.1|BTRY
OG0002471	LOC4803387|XP_001357537.1|DPSE	LOC120772957|XP_039957795.1|BTRY
OG0002472	LOC4803673|XP_033234233.1|DPSE	LOC120772377|XP_039956895.1|BTRY
OG0002473	LOC6898946|XP_002138907.2|DPSE	LOC120772947|XP_039957784.1|BTRY
OG0002474	LOC4813072|XP_033239972.1|DPSE	LOC120779129|XP_039967267.1|BTRY
OG0002475	LOC4800403|XP_001357686.1|DPSE	LOC120782329|XP_039970489.1|BTRY
OG0002476	LOC4804214|XP_033235129.1|DPSE	LOC120772437|XP_039956988.1|BTRY
OG0002477	LOC6898157|XP_002138235.2|DPSE	LOC120772891|XP_039957695.1|BTRY
OG0002478	LOC4804609|XP_033233735.1|DPSE	LOC120771501|XP_039955488.1|BTRY
OG0002479	LOC4803653|XP_001360336.1|DPSE	LOC120772626|XP_039957276.1|BTRY
OG0002480	LOC26533805|XP_033234126.1|DPSE	LOC120771008|XP_039954707.1|BTRY
OG0002481	LOC4814890|XP_001354740.1|DPSE	LOC120775556|XP_039961716.1|BTRY
OG0002482	LOC6898811|XP_002138785.2|DPSE	LOC120772446|XP_039957000.1|BTRY
OG0002483	LOC4803511|XP_001360224.3|DPSE	LOC120772494|XP_039957075.1|BTRY
OG0002484	LOC4803939|XP_001360579.1|DPSE	LOC120772191|XP_039956591.1|BTRY
OG0002485	LOC4805071|XP_001361533.2|DPSE	LOC120771032|XP_039954749.1|BTRY
OG0002486	LOC4812127|XP_001352406.3|DPSE	LOC120776531|XP_039963198.1|BTRY
OG0002487	LOC6902744|XP_015036866.2|DPSE	LOC120769616|XP_039952650.1|BTRY
OG0002488	LOC4805276|XP_001361701.2|DPSE	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY
OG0002489	LOC6903581|XP_002132449.2|DPSE, LOC4811983|XP_015044010.2|DPSE	LOC120776802|XP_039963730.1|BTRY
OG0002490	LOC4805549|XP_001361935.2|DPSE	LOC120772999|XP_039957845.1|BTRY
OG0002491	LOC4812815|XP_001353529.4|DPSE	LOC120776601|XP_039963319.1|BTRY
OG0002492	LOC4804151|XP_001360757.1|DPSE	LOC120772808|XP_039957532.1|BTRY
OG0002493	LOC4805078|XP_001361540.3|DPSE	LOC120774414|XP_039959974.1|BTRY
OG0002494	LOC4802709|XP_001359576.3|DPSE	LOC120782638|XP_039970940.1|BTRY
OG0002495	LOC4804014|XP_001360644.1|DPSE	LOC120771466|XP_039955411.1|BTRY
OG0002496	LOC4802213|XP_001359181.1|DPSE	LOC120779431|XP_039967601.1|BTRY
OG0002497	LOC4812038|XP_001352546.3|DPSE	LOC120778318|XP_039966047.1|BTRY
OG0002498	LOC4813924|XP_015043470.2|DPSE, LOC6901722|XP_002134390.2|DPSE, LOC6901665|XP_033239827.1|DPSE	LOC120777732|XP_039965156.1|BTRY
OG0002499	LOC4811945|XP_015043862.2|DPSE	LOC120777009|XP_039964044.1|BTRY
OG0002500	LOC4801108|XP_001358256.3|DPSE	LOC120766723|XP_039948304.1|BTRY
OG0002501	LOC4817193|XP_001356730.1|DPSE	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY
OG0002502	LOC6898745|XP_002138732.1|DPSE	LOC120770066|XP_039953120.1|BTRY
OG0002503	LOC117183721|XP_033234501.1|DPSE, LOC117184370|XP_033237356.1|DPSE	LOC120777850|XP_039965319.1|BTRY
OG0002504	LOC6900526|XP_002134913.2|DPSE	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY
OG0002508	LOC4814277|XP_033240116.1|DPSE	LOC120776174|XP_039962721.1|BTRY
OG0002509	LOC4804126|XP_001360734.2|DPSE	LOC120774089|XP_039959356.1|BTRY
OG0002510	LOC6902292|XP_033238943.1|DPSE	LOC120775817|XP_039962105.1|BTRY
OG0002511	LOC6897419|XP_015037531.2|DPSE	LOC120766976|XP_039948702.1|BTRY
OG0002512	LOC26533625|XP_033237132.1|DPSE	LOC120779451|XP_039967636.1|BTRY
OG0002513	LOC4801512|XP_033232302.1|DPSE	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY
OG0002514	LOC4811886|XP_015043580.2|DPSE	LOC120774386|XP_039959930.1|BTRY
OG0002516	LOC4802666|XP_001359538.1|DPSE	LOC120766939|XP_039948623.1|BTRY
OG0002517	LOC4814756|XP_033238544.1|DPSE	LOC120775195|XP_039961184.1|BTRY
OG0002518	LOC6897219|XP_002137391.3|DPSE	LOC120766202|XP_039947500.1|BTRY
OG0002519	LOC4805527|XP_001361915.2|DPSE	LOC120771419|XP_039955335.1|BTRY
OG0002520	LOC4815996|XP_001355317.2|DPSE	LOC120774525|XP_039960168.1|BTRY
OG0002521	LOC4814259|XP_033239694.1|DPSE	LOC120775279|XP_039961311.1|BTRY
OG0002522	LOC4801454|XP_001358548.4|DPSE	LOC120766689|XP_039948269.1|BTRY
OG0002523	LOC4800711|XP_001357936.3|DPSE	LOC120779779|XP_039968090.1|BTRY
OG0002524	LOC4815572|XP_001355713.4|DPSE	LOC120774070|XP_039959315.1|BTRY
OG0002525	LOC4814123|XP_001354282.1|DPSE	LOC120777853|XP_039965329.1|BTRY
OG0002526	LOC6897243|XP_002137414.1|DPSE	LOC120780785|XP_039968972.1|BTRY
OG0002528	LOC4815785|XP_015041267.2|DPSE	LOC120776176|XP_039962723.1|BTRY
OG0002529	LOC4802088|XP_033241767.1|DPSE	LOC120775011|XP_039960890.1|BTRY
OG0002530	LOC4818022|XP_033236989.1|DPSE	LOC120770598|XP_039954134.1|BTRY
OG0002531	LOC4817859|XP_015035247.1|DPSE	LOC120781428|XP_039969583.1|BTRY
OG0002533	LOC4815952|XP_033240907.1|DPSE	LOC120774798|XP_039960524.1|BTRY
OG0002534	LOC4803910|XP_001360554.3|DPSE	LOC120772082|XP_039956413.1|BTRY
OG0002535	LOC4811852|XP_001352921.3|DPSE	LOC120779003|XP_039967041.1|BTRY
OG0002536	LOC4800496|XP_001357763.1|DPSE	LOC120766844|XP_039948493.1|BTRY
OG0002537	LOC4804296|XP_001360876.3|DPSE	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY
OG0002539	LOC4804697|XP_001361216.2|DPSE	LOC120771997|XP_039956288.1|BTRY
OG0002540	LOC4800689|XP_003736283.1|DPSE	LOC120775436|XP_039961556.1|BTRY
OG0002541	LOC6901237|XP_002133938.2|DPSE	LOC120782582|XP_039970863.1|BTRY
OG0002542	LOC4815408|XP_001355490.1|DPSE	LOC120775248|XP_039961262.1|BTRY
OG0002543	LOC4814457|XP_001355087.2|DPSE	LOC120775563|XP_039961722.1|BTRY
OG0002544	LOC4801733|XP_001358776.4|DPSE	LOC120782783|XP_039971185.1|BTRY
OG0002545	LOC4815617|XP_001355430.3|DPSE	LOC120775569|XP_039961731.1|BTRY
OG0002547	LOC4815234|XP_001355092.1|DPSE	LOC120774963|XP_039960785.1|BTRY
OG0002548	LOC4815101|XP_015042018.2|DPSE	LOC120774506|XP_039960120.1|BTRY
OG0002549	LOC4814208|XP_001354329.4|DPSE	LOC120774204|XP_039959581.1|BTRY
OG0002550	LOC6901414|XP_015041668.2|DPSE	LOC120773756|XP_039958758.1|BTRY
OG0002551	LOC6897393|XP_002137545.2|DPSE	LOC120782701|XP_039971035.1|BTRY
OG0002552	LOC4816941|XP_001356842.2|DPSE	LOC120778824|XP_039966767.1|BTRY
OG0002553	LOC4815853|XP_001355287.4|DPSE	LOC120782163|XP_039970228.1|BTRY
OG0002554	LOC4814347|XP_001354470.3|DPSE	LOC120774761|XP_039960454.1|BTRY
OG0002555	LOC4814338|XP_001354453.3|DPSE	LOC120774754|XP_039960447.1|BTRY
OG0002556	LOC4818045|XP_001357191.3|DPSE	LOC120767779|XP_039949958.1|BTRY
OG0002557	LOC6902152|XP_002133683.1|DPSE, LOC6903126|XP_002132836.1|DPSE	LOC120774276|XP_039959700.1|BTRY
OG0002558	LOC4801560|XP_001358632.1|DPSE	LOC120770004|XP_039953032.1|BTRY
OG0002559	LOC26531986|XP_015044384.2|DPSE	LOC120780835|XP_039969011.1|BTRY, LOC120780847|XP_039969020.1|BTRY
OG0002560	LOC4801543|XP_001358617.1|DPSE	LOC120782401|XP_039970581.1|BTRY
OG0002561	LOC4801009|XP_001358182.4|DPSE	LOC120778473|XP_039966224.1|BTRY
OG0002562	LOC4815405|XP_001355723.2|DPSE	LOC120775682|XP_039961915.1|BTRY
OG0002563	LOC4814599|XP_001354736.3|DPSE	LOC120775787|XP_039962058.1|BTRY
OG0002564	LOC4800387|XP_001357672.2|DPSE	LOC120766905|XP_039948589.1|BTRY
OG0002565	LOC4800362|XP_033232493.1|DPSE	LOC120777614|XP_039965000.1|BTRY
OG0002566	LOC6897218|XP_002137390.3|DPSE	LOC120766603|XP_039948145.1|BTRY
OG0002567	LOC4815922|XP_033240140.1|DPSE	LOC120773937|XP_039959082.1|BTRY
OG0002568	LOC4803014|XP_001359816.2|DPSE	LOC120774976|XP_039960806.1|BTRY
OG0002569	LOC4813608|XP_001353325.2|DPSE	LOC120768414|XP_039951032.1|BTRY
OG0002570	LOC4801433|XP_015037250.2|DPSE	LOC120781432|XP_039969590.1|BTRY
OG0002571	LOC4801435|XP_001358530.3|DPSE	LOC120766966|XP_039948690.1|BTRY
OG0002573	LOC4801444|XP_001358538.1|DPSE	LOC120768694|XP_039951403.1|BTRY
OG0002574	LOC4801456|XP_001358550.5|DPSE	LOC120766393|XP_039947769.1|BTRY
OG0002575	LOC4802574|XP_001359469.4|DPSE	LOC120782433|XP_039970651.1|BTRY
OG0002576	LOC6901172|XP_002133873.2|DPSE	LOC120774322|XP_039959798.1|BTRY
OG0002577	LOC4813486|XP_001353798.2|DPSE	LOC120778665|XP_039966528.1|BTRY
OG0002578	LOC4817573|XP_001356978.3|DPSE	LOC120767323|XP_039949191.1|BTRY
OG0002580	LOC6898638|XP_002138643.1|DPSE	LOC120776072|XP_039962476.1|BTRY
OG0002581	LOC4801690|XP_033236130.1|DPSE	LOC120771228|XP_039955076.1|BTRY
OG0002582	LOC4802131|XP_001359111.2|DPSE	LOC120780647|XP_039968845.1|BTRY
OG0002583	LOC6897007|XP_015038778.2|DPSE	LOC120782751|XP_039971130.1|BTRY
OG0002584	LOC4812170|XP_001352937.1|DPSE	LOC120776878|XP_039963871.1|BTRY
OG0002585	LOC6900242|XP_002135571.1|DPSE	LOC120776879|XP_039963872.1|BTRY
OG0002586	LOC4801838|XP_015037412.1|DPSE	LOC120771027|XP_039954742.1|BTRY
OG0002587	LOC4801583|XP_001358653.2|DPSE	LOC120782263|XP_039970366.1|BTRY
OG0002588	LOC4801508|XP_001358587.2|DPSE	LOC120782594|XP_039970880.1|BTRY
OG0002589	LOC6897150|XP_033235784.1|DPSE	LOC120770803|XP_039954319.1|BTRY
OG0002590	LOC4814811|XP_001354674.2|DPSE	LOC120781096|XP_039969172.1|BTRY
OG0002591	LOC4800311|XP_001357595.4|DPSE	LOC120767022|XP_039948788.1|BTRY
OG0002592	LOC4800668|XP_001357900.4|DPSE	LOC120767201|XP_039948942.1|BTRY
OG0002593	LOC4800663|XP_015038585.2|DPSE	LOC120766946|XP_039948629.1|BTRY
OG0002594	LOC4801641|XP_033236382.1|DPSE	LOC120770540|XP_039954034.1|BTRY
OG0002595	LOC4801840|XP_033239539.1|DPSE	LOC120768537|XP_039951212.1|BTRY
OG0002596	LOC4801995|XP_015037528.2|DPSE	LOC120774297|XP_039959757.1|BTRY
OG0002597	LOC4801047|XP_001358210.1|DPSE	LOC120770030|XP_039953079.1|BTRY
OG0002598	LOC6896963|XP_033240338.1|DPSE	LOC120782302|XP_039970446.1|BTRY
OG0002599	LOC4802130|XP_001359110.3|DPSE	LOC120780465|XP_039968677.1|BTRY
OG0002600	LOC4804712|XP_033234227.1|DPSE	LOC120781239|XP_039969313.1|BTRY
OG0002601	LOC4800866|XP_001358064.3|DPSE	LOC120782853|XP_039971318.1|BTRY
OG0002602	LOC6896838|XP_003736278.3|DPSE	LOC120772346|XP_039956847.1|BTRY
OG0002603	LOC4800293|XP_015038748.2|DPSE	LOC120770503|XP_039953964.1|BTRY
OG0002604	LOC4800303|XP_001357645.3|DPSE	LOC120766442|XP_039947884.1|BTRY
OG0002605	LOC4800874|XP_001358071.2|DPSE	LOC120782573|XP_039970845.1|BTRY
OG0002606	LOC4801294|XP_033234631.1|DPSE	LOC120776239|XP_039962779.1|BTRY
OG0002607	LOC4801293|XP_001358413.3|DPSE	LOC120766720|XP_039948301.1|BTRY
OG0002608	LOC4802792|XP_001359638.4|DPSE	LOC120769344|XP_039952242.1|BTRY
OG0002609	LOC4804895|XP_001361381.2|DPSE	LOC120781249|XP_039969331.1|BTRY
OG0002610	LOC4800850|XP_001358051.3|DPSE	LOC120771858|XP_039956044.1|BTRY
OG0002611	LOC4800597|XP_001357843.1|DPSE	LOC120780483|XP_039968693.1|BTRY
OG0002612	LOC4801854|XP_001358885.2|DPSE	LOC120766321|XP_039947677.1|BTRY
OG0002613	LOC4801764|XP_033232482.1|DPSE	LOC120778961|XP_039966973.1|BTRY
OG0002614	LOC4801081|XP_001358240.4|DPSE	LOC120782415|XP_039970598.1|BTRY
OG0002615	LOC4814001|XP_001354145.3|DPSE	LOC120777118|XP_039964190.1|BTRY
OG0002616	LOC4801189|XP_001358319.1|DPSE	LOC120768750|XP_039951458.1|BTRY
OG0002617	LOC6897468|XP_002137617.4|DPSE	LOC120780337|XP_039968568.1|BTRY, LOC120780336|XP_039968567.1|BTRY
OG0002618	LOC4802734|XP_001359597.3|DPSE	LOC120770826|XP_039954349.1|BTRY
OG0002619	LOC6896902|XP_015038803.2|DPSE	LOC120766878|XP_039948542.1|BTRY
OG0002620	LOC4800452|XP_001357725.1|DPSE	LOC120766933|XP_039948614.1|BTRY
OG0002621	LOC117184521|XP_033238503.1|DPSE, LOC6897246|XP_015037291.2|DPSE	LOC120782319|XP_039970474.1|BTRY
OG0002622	LOC4812578|XP_001352537.2|DPSE	LOC120777737|XP_039965162.1|BTRY
OG0002623	LOC117183304|XP_033232630.1|DPSE, LOC4800361|XP_001357553.2|DPSE	LOC120766885|XP_039948563.1|BTRY
OG0002624	LOC4800981|XP_033232810.1|DPSE	LOC120779463|XP_039967662.1|BTRY
OG0002625	LOC6896983|XP_033239626.1|DPSE	LOC120767079|XP_039948880.1|BTRY
OG0002626	LOC4814472|XP_033240733.1|DPSE	LOC120774446|XP_039960029.1|BTRY
OG0002627	LOC4801661|XP_015037348.2|DPSE	LOC120766368|XP_039947731.1|BTRY
OG0002628	LOC6897230|XP_002137402.3|DPSE	LOC120770331|XP_039953662.1|BTRY
OG0002629	LOC4803203|XP_033232688.1|DPSE	LOC120766805|XP_039948481.1|BTRY
OG0002630	LOC4802463|XP_001359380.4|DPSE	LOC120769544|XP_039952527.1|BTRY
OG0002631	LOC6897162|XP_002137342.4|DPSE	LOC120766188|XP_039947477.1|BTRY
OG0002632	LOC4801631|XP_001358687.2|DPSE	LOC120782551|XP_039970814.1|BTRY
OG0002633	LOC26532833|XP_015037258.1|DPSE, LOC117183245|XP_033232379.1|DPSE	LOC120780591|XP_039968787.1|BTRY
OG0002634	LOC4801579|XP_033235836.1|DPSE	LOC120782332|XP_039970492.1|BTRY
OG0002635	LOC4801497|XP_001358576.3|DPSE	LOC120767297|XP_039949116.1|BTRY
OG0002636	LOC4802772|XP_001359632.3|DPSE	LOC120773877|XP_039958974.1|BTRY
OG0002637	LOC4817797|XP_001357153.1|DPSE	LOC120767432|XP_039949413.1|BTRY
OG0002638	LOC6896711|XP_015038824.2|DPSE	LOC120775408|XP_039961510.1|BTRY
OG0002639	LOC6897826|XP_002137931.1|DPSE	LOC120775245|XP_039961263.1|BTRY
OG0002640	LOC4801307|XP_001358424.3|DPSE	LOC120776873|XP_039963868.1|BTRY
OG0002641	LOC4801873|XP_001358898.2|DPSE	LOC120769759|XP_039952860.1|BTRY
OG0002642	LOC6897373|XP_002137526.2|DPSE	LOC120778518|XP_039966290.1|BTRY
OG0002643	LOC4801875|XP_015037446.2|DPSE	LOC120778499|XP_039966262.1|BTRY
OG0002644	LOC6897379|XP_002137531.1|DPSE	LOC120766996|XP_039948737.1|BTRY
OG0002645	LOC4801907|XP_015037452.2|DPSE	LOC120766920|XP_039948599.1|BTRY
OG0002646	LOC4802139|XP_001359118.2|DPSE	LOC120782709|XP_039971061.1|BTRY
OG0002647	LOC4801590|XP_001358659.4|DPSE	LOC120775580|XP_039961753.1|BTRY
OG0002648	LOC4802014|XP_015037542.1|DPSE	LOC120782554|XP_039970819.1|BTRY
OG0002649	LOC4800963|XP_015038725.1|DPSE	LOC120782856|XP_039971321.1|BTRY
OG0002650	LOC4801591|XP_001358660.5|DPSE	LOC120768405|XP_039951022.1|BTRY
OG0002651	LOC4802572|XP_001359467.2|DPSE	LOC120782434|XP_039970653.1|BTRY
OG0002652	LOC4801535|XP_001358609.1|DPSE	LOC120766612|XP_039948154.1|BTRY
OG0002653	LOC4801310|XP_001358426.3|DPSE	LOC120782161|XP_039970227.1|BTRY
OG0002654	LOC4801311|XP_003736479.3|DPSE	LOC120775625|XP_039961852.1|BTRY
OG0002655	LOC4801852|XP_015037425.2|DPSE	LOC120782326|XP_039970485.1|BTRY
OG0002656	LOC4801273|XP_001358393.1|DPSE	LOC120772194|XP_039956597.1|BTRY
OG0002657	LOC4801498|XP_001358577.2|DPSE	LOC120767296|XP_039949114.1|BTRY
OG0002658	LOC6896662|XP_002136877.1|DPSE	LOC120782542|XP_039970807.1|BTRY
OG0002659	LOC4800625|XP_001357866.4|DPSE	LOC120778754|XP_039966667.1|BTRY
OG0002660	LOC4814667|XP_001354595.2|DPSE	LOC120773856|XP_039958934.1|BTRY
OG0002661	LOC6897035|XP_033232435.1|DPSE	LOC120782454|XP_039970676.1|BTRY
OG0002662	LOC4804695|XP_015040122.2|DPSE	LOC120770978|XP_039954650.1|BTRY
OG0002663	LOC4801797|XP_001358831.2|DPSE	LOC120782589|XP_039970874.1|BTRY
OG0002664	LOC4817731|XP_015035631.2|DPSE	LOC120767690|XP_039949815.1|BTRY
OG0002665	LOC4804335|XP_001360910.3|DPSE	LOC120771651|XP_039955699.1|BTRY
OG0002666	LOC4804337|XP_015039825.2|DPSE	LOC120771788|XP_039955915.1|BTRY
OG0002667	LOC4804089|XP_001360707.3|DPSE	LOC120781205|XP_039969255.1|BTRY
OG0002668	LOC6900896|XP_002135253.3|DPSE	LOC120777015|XP_039964053.1|BTRY
OG0002669	LOC6899796|XP_002135740.2|DPSE	LOC120777942|XP_039965478.1|BTRY
OG0002670	LOC4812210|XP_001352525.1|DPSE	LOC120776639|XP_039963398.1|BTRY
OG0002671	LOC4812316|XP_001352528.4|DPSE	LOC120777372|XP_039964584.1|BTRY
OG0002672	LOC4803761|XP_015039336.2|DPSE	LOC120772222|XP_039956636.1|BTRY
OG0002673	LOC4804299|XP_001360879.3|DPSE	LOC120771432|XP_039955362.1|BTRY
OG0002674	LOC4804086|XP_033234655.1|DPSE	LOC120771779|XP_039955904.1|BTRY
OG0002675	LOC4812434|XP_001352686.4|DPSE	LOC120777385|XP_039964611.1|BTRY
OG0002676	LOC4804708|XP_001361226.4|DPSE	LOC120770119|XP_039953231.1|BTRY
OG0002677	LOC4803487|XP_015039099.2|DPSE	LOC120773011|XP_039957867.1|BTRY
OG0002678	LOC4804743|XP_001361255.2|DPSE	LOC120770195|XP_039953369.1|BTRY
