Orthogroup	DPSE.longest_only	AAEG.longest_only
OG0002058	LOC4811998|XP_001352504.2|DPSE	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC4803044|XP_001359845.1|DPSE	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC4803980|XP_001360615.2|DPSE	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC4804315|XP_033233798.1|DPSE	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC4815857|XP_015040969.2|DPSE	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC6901845|XP_002133383.1|DPSE	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC6899446|XP_033240224.1|DPSE	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC4813998|XP_015042486.2|DPSE	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC4802883|XP_015038160.2|DPSE	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC4803396|XP_001357526.2|DPSE	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC4804442|XP_001361003.5|DPSE	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC6899750|XP_002135786.2|DPSE	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC4803114|XP_001359911.2|DPSE	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC4801379|XP_001358482.2|DPSE	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC4805475|XP_001361870.2|DPSE	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC4812799|XP_033240350.1|DPSE	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC4804012|XP_001360642.4|DPSE	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC4817452|XP_003736146.1|DPSE	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC4805558|XP_015040719.2|DPSE	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC4812575|XP_015043584.2|DPSE	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC6898804|XP_002138778.2|DPSE	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC4805389|XP_001361798.4|DPSE	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC4805629|XP_001362001.1|DPSE	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC4805677|XP_015040786.1|DPSE	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC6902156|XP_033238476.1|DPSE	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC4803706|XP_001360381.2|DPSE	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC4805208|XP_001361649.1|DPSE	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC4803700|XP_001360376.1|DPSE	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC6900845|XP_015043409.2|DPSE	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC4812474|XP_015044069.2|DPSE	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC4805069|XP_001361531.2|DPSE	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC4813071|XP_015042931.1|DPSE	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC4805623|XP_033233718.1|DPSE	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC4812347|XP_015043700.1|DPSE	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC4805706|XP_004444583.1|DPSE	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC4803512|XP_001360225.1|DPSE	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC4815478|XP_001355498.1|DPSE	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC6898308|XP_015039510.2|DPSE	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC6898788|XP_002138764.3|DPSE	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	LOC4812329|XP_033241232.1|DPSE	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	LOC4801818|XP_001358851.2|DPSE	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC4812849|XP_015042566.2|DPSE	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC6898145|XP_033233209.1|DPSE	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC6898570|XP_033235001.1|DPSE	LOC5573221|XP_001654423.1|AAEG
OG0002103	LOC4801812|XP_015037401.2|DPSE	LOC110681058|XP_021712515.1|AAEG
OG0002117	LOC6901600|XP_033237843.1|DPSE	LOC5566213|XP_001650619.1|AAEG
OG0002118	LOC26533291|XP_033232988.1|DPSE	LOC5574523|XP_021694485.1|AAEG
OG0002119	LOC4801842|XP_001358875.2|DPSE	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	LOC6899859|XP_033237161.1|DPSE	LOC5574324|XP_021694589.1|AAEG
OG0002121	LOC4800465|XP_015038559.2|DPSE	LOC5574653|XP_001661569.2|AAEG
OG0002122	LOC6903329|XP_002132210.2|DPSE	LOC110674755|XP_021694710.1|AAEG, LOC110675515|XP_021696466.1|AAEG, LOC110681454|XP_021712905.1|AAEG, LOC110680203|XP_021711713.1|AAEG, LOC110678556|XP_021707262.1|AAEG, LOC110677160|XP_021703681.1|AAEG
OG0002123	LOC4817482|XP_001356478.4|DPSE	LOC5564728|XP_021694777.1|AAEG
OG0002124	LOC6901022|XP_002134506.2|DPSE	LOC110674789|XP_021694816.1|AAEG
OG0002125	LOC4804992|XP_001361464.3|DPSE	LOC5569483|XP_001658568.1|AAEG
OG0002126	LOC4811892|XP_015044084.2|DPSE	LOC5571983|XP_021711962.1|AAEG
OG0002127	LOC4815635|XP_001355727.4|DPSE	LOC5576059|XP_021712546.1|AAEG
OG0002128	LOC4814333|XP_015042207.1|DPSE	LOC5573411|XP_021712952.1|AAEG
OG0002129	LOC4801975|XP_001358988.3|DPSE	LOC5580025|XP_021713390.1|AAEG
OG0002130	LOC6902080|XP_002133611.1|DPSE	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	LOC6897032|XP_002137217.2|DPSE	LOC110674739|XP_021694575.1|AAEG
OG0002132	LOC4817486|XP_001356299.1|DPSE	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	LOC4814561|XP_001354907.2|DPSE	LOC5578622|XP_001657043.1|AAEG
OG0002134	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE	LOC5565115|XP_021694229.1|AAEG
OG0002135	LOC6902161|XP_033239930.1|DPSE	LOC5576370|XP_021695425.1|AAEG
OG0002136	LOC4800281|XP_001357613.3|DPSE	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	LOC4801749|XP_001358791.1|DPSE	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	LOC4815083|XP_001354826.1|DPSE	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	LOC4814738|XP_015042117.1|DPSE, LOC6902465|XP_033235713.1|DPSE	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	LOC4815343|XP_001354929.3|DPSE	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
OG0002141	LOC4811789|XP_001352357.2|DPSE	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG
OG0002142	LOC4802741|XP_033240251.1|DPSE	LOC5577016|XP_001656303.1|AAEG
OG0002143	LOC4817608|XP_001357010.4|DPSE	LOC5580031|XP_001653915.2|AAEG
OG0002144	LOC6899834|XP_002135701.2|DPSE	LOC5570082|XP_021698481.1|AAEG
OG0002145	LOC4803061|XP_001359862.2|DPSE	LOC5570416|XP_001659123.1|AAEG
OG0002146	LOC4802739|XP_001359602.1|DPSE	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002147	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE	LOC5576462|XP_021700291.1|AAEG
OG0002148	LOC4812425|XP_001352856.4|DPSE	LOC5576488|XP_001662681.2|AAEG
OG0002149	LOC6899879|XP_033237088.1|DPSE	LOC5570710|XP_021700856.1|AAEG
OG0002150	LOC4815585|XP_033238603.1|DPSE	LOC5570704|XP_021700978.1|AAEG
OG0002151	LOC4818094|XP_001357397.3|DPSE	LOC5570703|XP_001659296.2|AAEG
OG0002152	LOC4801445|XP_033232376.1|DPSE	LOC5567724|XP_021702264.1|AAEG
OG0002153	LOC4800500|XP_001357766.3|DPSE	LOC5567044|XP_021702532.1|AAEG
OG0002154	LOC4816033|XP_033238438.1|DPSE	LOC5576299|XP_021702619.1|AAEG
OG0002155	LOC4800316|XP_001357592.2|DPSE	LOC5576875|XP_001662973.2|AAEG
OG0002156	LOC6900452|XP_015042780.1|DPSE	LOC5571483|XP_021704276.1|AAEG
OG0002157	LOC4801392|XP_033235075.1|DPSE	LOC5572105|XP_021704743.1|AAEG
OG0002158	LOC4804443|XP_001361004.1|DPSE	LOC5575865|XP_021704847.1|AAEG
OG0002159	LOC4804489|XP_001361045.1|DPSE	LOC5579199|XP_021705121.1|AAEG
OG0002160	LOC4800645|XP_001357880.4|DPSE	LOC5577891|XP_001663597.2|AAEG
OG0002161	LOC4801839|XP_001358872.1|DPSE	LOC5578146|XP_001663717.1|AAEG
OG0002162	LOC4801044|XP_033241706.1|DPSE	LOC5578143|XP_001663713.2|AAEG
OG0002163	LOC4814236|XP_033239157.1|DPSE	LOC5565033|XP_001649405.1|AAEG
OG0002164	LOC4802423|XP_001359345.2|DPSE	LOC5565255|XP_001649617.2|AAEG
OG0002165	LOC6897406|XP_002137558.2|DPSE	LOC5576560|XP_001662743.2|AAEG
OG0002166	LOC4816674|XP_001355901.2|DPSE	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	LOC4804608|XP_033234241.1|DPSE	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002168	LOC4803504|XP_001360218.3|DPSE	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG
OG0002169	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE	LOC5568544|XP_021707598.1|AAEG
OG0002170	LOC4811779|XP_033237304.1|DPSE	LOC5572782|XP_001654181.2|AAEG
OG0002171	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE	LOC5579419|XP_021708592.1|AAEG
OG0002172	LOC4801169|XP_001358303.2|DPSE	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG
OG0002173	LOC4817918|XP_001357234.1|DPSE	LOC5568277|XP_001657974.1|AAEG
OG0002174	LOC4801078|XP_001358237.4|DPSE	LOC110679174|XP_021708963.1|AAEG
OG0002175	LOC4801077|XP_001358236.1|DPSE	LOC5566081|XP_021708971.1|AAEG
OG0002176	LOC4800512|XP_001357777.1|DPSE	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG
OG0002177	LOC4800799|XP_001358010.1|DPSE	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG
OG0002178	LOC4801147|XP_001358285.4|DPSE	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG
OG0002179	LOC4811816|XP_001352379.4|DPSE	LOC5569456|XP_021710812.1|AAEG
OG0002180	LOC6896726|XP_003736237.2|DPSE	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG
OG0002181	LOC4815591|XP_001355661.1|DPSE	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG
OG0002182	LOC4801292|XP_015037133.2|DPSE	LOC5577702|XP_021711690.1|AAEG
OG0002183	LOC4804612|XP_001361145.5|DPSE	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG
OG0002184	LOC4801630|XP_001358686.2|DPSE	LOC23687633|XP_011493096.1|AAEG
OG0002185	LOC4800694|XP_015038652.1|DPSE	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG
OG0002186	LOC4818010|XP_001357198.2|DPSE	LOC5567783|XP_001657684.2|AAEG
OG0002187	LOC4801658|XP_001358710.1|DPSE	LOC5571783|XP_001659922.2|AAEG
OG0002188	LOC4804306|XP_001360886.2|DPSE	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG
OG0002189	LOC26533533|XP_015044546.2|DPSE	LOC5578994|XP_001664173.2|AAEG
OG0002190	LOC4801742|XP_033241804.1|DPSE	LOC5573374|XP_021712991.1|AAEG
OG0002191	LOC4812387|XP_001353010.2|DPSE	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG
OG0002192	LOC4813628|XP_001353989.3|DPSE	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG
OG0002193	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE	LOC5572572|XP_021713041.1|AAEG
OG0002194	LOC4801190|XP_001358320.3|DPSE	LOC5580291|XP_001662917.2|AAEG
OG0002195	LOC4801769|XP_001358810.4|DPSE	LOC5572335|XP_001654025.2|AAEG
OG0002196	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE	LOC5567840|XP_001657749.1|AAEG
OG0002197	LOC6899959|XP_002135327.2|DPSE	LOC5569227|XP_021713253.1|AAEG
OG0002198	LOC6897882|XP_015038215.2|DPSE	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG
OG0002199	LOC4801711|XP_001358758.3|DPSE	LOC5576838|XP_001662954.2|AAEG
OG0002200	LOC4816067|XP_001355617.2|DPSE	LOC5580084|XP_001654840.2|AAEG
OG0002202	LOC4801308|XP_015037148.2|DPSE	LOC5576722|XP_021693362.1|AAEG
OG0002203	LOC4801723|XP_033240169.1|DPSE	LOC23687451|XP_021693393.1|AAEG
OG0002204	LOC4801369|XP_001358476.2|DPSE	LOC5568910|XP_001658235.3|AAEG
OG0002205	LOC4801281|XP_001358401.3|DPSE	LOC5568906|XP_001658227.1|AAEG
OG0002206	LOC4801534|XP_003736536.3|DPSE	LOC5575607|XP_001662097.2|AAEG
OG0002207	LOC4801871|XP_033238940.1|DPSE	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG
OG0002208	LOC6897140|XP_002137320.2|DPSE	LOC5577397|XP_001656471.2|AAEG
OG0002209	LOC4815563|XP_001355390.1|DPSE	LOC5573438|XP_001660875.1|AAEG
OG0002210	LOC6897389|XP_003736628.2|DPSE	LOC5573431|XP_021693614.1|AAEG
OG0002211	LOC4801272|XP_001358392.2|DPSE	LOC23687928|XP_021693634.1|AAEG
OG0002212	LOC4800516|XP_001357781.1|DPSE	LOC5576199|XP_001662538.1|AAEG
OG0002213	LOC4802274|XP_001359226.1|DPSE	LOC110674166|XP_021693781.1|AAEG
OG0002214	LOC6896974|XP_033232526.1|DPSE	LOC5569692|XP_021693813.1|AAEG
OG0002215	LOC6897024|XP_002137209.4|DPSE	LOC5577633|XP_021693875.1|AAEG
OG0002216	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE	LOC5565144|XP_001649509.2|AAEG
OG0002217	LOC4801361|XP_001358468.2|DPSE	LOC5577581|XP_021694029.1|AAEG
OG0002218	LOC4816021|XP_001355279.2|DPSE	LOC5576138|XP_001662485.2|AAEG
OG0002219	LOC4801991|XP_001359002.3|DPSE	LOC5575228|XP_021694130.1|AAEG
OG0002220	LOC4801992|XP_033233457.1|DPSE	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG
OG0002221	LOC4812746|XP_001353124.4|DPSE	LOC5566135|XP_021699107.1|AAEG
OG0002222	LOC4805451|XP_001361850.5|DPSE	LOC5566138|XP_001650497.2|AAEG
OG0002223	LOC4803802|XP_033234347.1|DPSE	LOC110680342|XP_021711853.1|AAEG
OG0002224	LOC4804900|XP_033234157.1|DPSE	LOC5566116|XP_021695406.1|AAEG
OG0002225	LOC6899990|XP_002135356.3|DPSE	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG
OG0002226	LOC4803424|XP_001360139.1|DPSE	LOC5578206|XP_001656850.1|AAEG
OG0002227	LOC4804232|XP_033234573.1|DPSE	LOC5571223|XP_021695800.1|AAEG
OG0002228	LOC4803580|XP_001360284.2|DPSE	LOC5571289|XP_021695851.1|AAEG
OG0002229	LOC6898965|XP_002138925.3|DPSE	LOC5571291|XP_001653593.1|AAEG
OG0002230	LOC4804755|XP_004444285.2|DPSE	LOC5571286|XP_021695868.1|AAEG
OG0002231	LOC4803485|XP_001360203.4|DPSE	LOC5571266|XP_021695918.1|AAEG
OG0002232	LOC4805512|XP_001361903.2|DPSE	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG
OG0002233	LOC6900478|XP_002134868.3|DPSE	LOC5569904|XP_001658802.1|AAEG
OG0002235	LOC4805212|XP_033234659.1|DPSE	LOC5579251|XP_021696334.1|AAEG
OG0002236	LOC4804289|XP_001360870.3|DPSE	LOC5570501|XP_001659177.2|AAEG
OG0002237	LOC4804305|XP_015039799.2|DPSE	LOC5570540|XP_021696462.1|AAEG
OG0002238	LOC4803415|XP_015039068.2|DPSE	LOC5569218|XP_021696600.1|AAEG
OG0002239	LOC4803538|XP_001360248.1|DPSE	LOC5568112|XP_001652051.1|AAEG
OG0002240	LOC4805227|XP_001361665.2|DPSE	LOC5569443|XP_021696660.1|AAEG
OG0002241	LOC4812220|XP_001352612.3|DPSE	LOC5566343|XP_001650739.2|AAEG
OG0002243	LOC4801861|XP_033241811.1|DPSE	LOC5572349|XP_001660308.1|AAEG
OG0002244	LOC4812636|XP_001353026.3|DPSE	LOC5572345|XP_021702613.1|AAEG
OG0002245	LOC4811920|XP_001352523.4|DPSE	LOC5566222|XP_021696874.1|AAEG
OG0002246	LOC4803416|XP_033234070.1|DPSE	LOC110675641|XP_021696886.1|AAEG
OG0002247	LOC26533982|XP_015039134.1|DPSE	LOC5576411|XP_001656113.1|AAEG
OG0002248	LOC4812023|XP_001352600.2|DPSE	LOC5565215|XP_001649548.1|AAEG
OG0002249	LOC6900883|XP_002135240.1|DPSE	LOC5574899|XP_001655400.1|AAEG
OG0002250	LOC4804402|XP_001360971.3|DPSE	LOC5571831|XP_021697154.1|AAEG
OG0002251	LOC4804400|XP_001360970.3|DPSE	LOC5571834|XP_021697158.1|AAEG
OG0002252	LOC4804414|XP_001360982.4|DPSE	LOC110677272|XP_021704095.1|AAEG
OG0002253	LOC4805586|XP_001361967.3|DPSE	LOC5571489|XP_001659733.2|AAEG
OG0002254	LOC4800424|XP_033241599.1|DPSE	LOC5572700|XP_001660519.2|AAEG
OG0002255	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE	LOC5578538|XP_001663929.2|AAEG
OG0002256	LOC4805321|XP_001361740.3|DPSE	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG
OG0002257	LOC4804745|XP_001361257.2|DPSE	LOC5578231|XP_021697380.1|AAEG
OG0002258	LOC4814040|XP_001354185.2|DPSE	LOC5571390|XP_021697410.1|AAEG
OG0002259	LOC117184417|XP_033237535.1|DPSE	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG
OG0002260	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE	LOC5579059|XP_001657255.2|AAEG
OG0002261	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE	LOC5575236|XP_001656285.1|AAEG
OG0002263	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE	LOC5572748|XP_001660576.1|AAEG
OG0002264	LOC4805450|XP_001361849.2|DPSE	LOC5566364|XP_021697650.1|AAEG
OG0002265	LOC4812932|XP_001353784.2|DPSE	LOC5565540|XP_001649899.1|AAEG
OG0002266	LOC6901984|XP_033239645.1|DPSE	LOC5564443|XP_001648786.1|AAEG
OG0002267	LOC4812185|XP_001352768.3|DPSE	LOC5563744|XP_001648027.2|AAEG
OG0002268	LOC4813219|XP_001354081.1|DPSE	LOC5563742|XP_001648030.2|AAEG
OG0002269	LOC6899116|XP_002139033.2|DPSE	LOC110676024|XP_021698067.1|AAEG
OG0002270	LOC4805354|XP_015040595.2|DPSE	LOC5578284|XP_021698247.1|AAEG
OG0002271	LOC4814003|XP_001354157.2|DPSE	LOC5565466|XP_001649826.2|AAEG
OG0002272	LOC4813762|XP_001353728.1|DPSE	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG
OG0002273	LOC6900496|XP_015042837.2|DPSE	LOC5579421|XP_021698495.1|AAEG
OG0002274	LOC4813190|XP_033240151.1|DPSE	LOC5569595|XP_021698523.1|AAEG
OG0002275	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE	LOC5570786|XP_021698601.1|AAEG
OG0002276	LOC4814086|XP_015042453.2|DPSE	LOC5576958|XP_021698655.1|AAEG
OG0002277	LOC4814148|XP_001354236.2|DPSE	LOC5572280|XP_021698730.1|AAEG
OG0002278	LOC4812879|XP_001353753.3|DPSE	LOC5574038|XP_021698765.1|AAEG
OG0002279	LOC4814189|XP_001354315.1|DPSE	LOC5572209|XP_001653877.1|AAEG
OG0002280	LOC6900150|XP_033237540.1|DPSE	LOC5572197|XP_021698799.1|AAEG
OG0002281	LOC4812172|XP_001352825.3|DPSE	LOC5571720|XP_001659858.1|AAEG
OG0002282	LOC4812505|XP_001352483.2|DPSE	LOC5566009|XP_021698864.1|AAEG
OG0002283	LOC4804467|XP_001361026.3|DPSE	LOC5577387|XP_021698901.1|AAEG
OG0002284	LOC4804037|XP_001360665.2|DPSE	LOC5574345|XP_001661380.1|AAEG
OG0002285	LOC4814837|XP_001355139.1|DPSE	LOC5573278|XP_001654490.2|AAEG
OG0002286	LOC6898207|XP_002138277.3|DPSE	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG
OG0002287	LOC4805355|XP_015040597.2|DPSE	LOC5578128|XP_021699192.1|AAEG
OG0002288	LOC4813986|XP_033240801.1|DPSE	LOC5578126|XP_021699193.1|AAEG
OG0002289	LOC4812738|XP_001353116.2|DPSE	LOC5577139|XP_001663227.2|AAEG
OG0002290	LOC4818177|XP_004444598.3|DPSE	LOC5579143|XP_021699403.1|AAEG
OG0002291	LOC4804924|XP_001361408.4|DPSE	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG
OG0002292	LOC13036500|XP_003736517.3|DPSE, LOC4803417|XP_015039071.1|DPSE	LOC5570333|XP_021699483.1|AAEG
OG0002293	LOC4803332|XP_001357513.3|DPSE	LOC5563932|XP_001648253.1|AAEG
OG0002294	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE	LOC5566074|XP_001650442.1|AAEG
OG0002295	LOC4818003|XP_033235189.1|DPSE	LOC5569978|XP_021700031.1|AAEG
OG0002296	LOC4817016|XP_033236783.1|DPSE	LOC5574375|XP_021700085.1|AAEG
OG0002297	LOC4803093|XP_033233877.1|DPSE	LOC5569115|XP_021700161.1|AAEG
OG0002298	LOC4804311|XP_001360891.1|DPSE	LOC5579525|XP_001647834.1|AAEG
OG0002299	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE	LOC5574369|XP_001661404.1|AAEG
OG0002300	LOC6902591|XP_015036696.2|DPSE	LOC5568034|XP_021700205.1|AAEG
OG0002301	LOC4817935|XP_001357416.4|DPSE	LOC5571143|XP_021700266.1|AAEG
OG0002302	LOC4818001|XP_033236505.1|DPSE	LOC5575446|XP_021700365.1|AAEG
OG0002303	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG
OG0002304	LOC6903466|XP_015035425.2|DPSE	LOC5569376|XP_021700462.1|AAEG
OG0002305	LOC4813969|XP_001354127.3|DPSE	LOC5569504|XP_001658589.2|AAEG
OG0002306	LOC6902343|XP_002133289.3|DPSE	LOC5576949|XP_021700496.1|AAEG
OG0002307	LOC4817520|XP_001356935.3|DPSE	LOC5564174|XP_021700568.1|AAEG
OG0002308	LOC4816964|XP_001356376.3|DPSE	LOC5572923|XP_001654258.2|AAEG
OG0002309	LOC4817161|XP_001356818.1|DPSE	LOC5571735|XP_001659877.1|AAEG
OG0002310	LOC4817996|XP_015035580.2|DPSE	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG
OG0002311	LOC6902405|XP_015036986.1|DPSE	LOC5566252|XP_021700959.1|AAEG
OG0002312	LOC4817953|XP_001357342.4|DPSE	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG
OG0002313	LOC4803967|XP_015039514.1|DPSE	LOC5564484|XP_001648831.2|AAEG
OG0002314	LOC6898050|XP_002138136.1|DPSE	LOC5564514|XP_001648842.1|AAEG
OG0002315	LOC4804144|XP_033233884.1|DPSE	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG
OG0002316	LOC4817270|XP_001356777.3|DPSE	LOC5576571|XP_001662757.1|AAEG
OG0002317	LOC6900355|XP_015042586.1|DPSE	LOC5566525|XP_021701161.1|AAEG
OG0002318	LOC4817648|XP_001357040.2|DPSE	LOC5571653|XP_001653740.1|AAEG
OG0002319	LOC4816342|XP_001356136.2|DPSE	LOC5571644|XP_001653735.2|AAEG
OG0002320	LOC4805511|XP_001361902.2|DPSE	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG
OG0002321	LOC4803680|XP_033234103.1|DPSE	LOC5574485|XP_001655146.1|AAEG
OG0002322	LOC4816583|XP_001356097.4|DPSE	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG
OG0002323	LOC4818190|XP_001357501.2|DPSE	LOC5578966|XP_001664143.2|AAEG
OG0002324	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE	LOC5578757|XP_001657125.1|AAEG
OG0002325	LOC4813316|XP_015042984.1|DPSE	LOC5568890|XP_021701464.1|AAEG
