Orthogroup	DPSE.longest_only	DGUA.longest_only
OG0001293	LOC117185209|XP_033241500.1|DPSE, LOC4814771|XP_001354959.1|DPSE, LOC117185206|XP_033241497.1|DPSE, LOC6903978|XP_033241495.1|DPSE, LOC6903975|XP_002136542.1|DPSE, LOC117185208|XP_033241499.1|DPSE, LOC117185207|XP_033241498.1|DPSE, LOC6903977|XP_002136540.1|DPSE	LOC117580693|XP_034123210.1|DGUA
OG0001294	LOC4802707|XP_001359574.1|DPSE	LOC117586273|XP_034132112.1|DGUA
OG0001295	LOC6901158|XP_002133859.1|DPSE	LOC117591490|XP_034140669.1|DGUA
OG0001295	LOC6897920|XP_002138022.2|DPSE	LOC117585981|XP_034131689.1|DGUA
OG0001296	LOC6898026|XP_002138115.2|DPSE	LOC117591929|XP_034141223.1|DGUA
OG0001297	LOC6896748|XP_002136955.3|DPSE	LOC117583811|XP_034128284.1|DGUA
OG0001298	LOC4800861|XP_033240832.1|DPSE	LOC117589782|XP_034137870.1|DGUA
OG0001299	LOC6900072|XP_033238675.1|DPSE	LOC117579541|XP_034121350.1|DGUA
OG0001300	LOC4803141|XP_001359932.1|DPSE	LOC117585087|XP_034130246.1|DGUA
OG0001301	LOC4816254|XP_033236743.1|DPSE	LOC117584762|XP_034129755.1|DGUA
OG0001302	LOC4804969|XP_015040336.2|DPSE	LOC117587183|XP_034133597.1|DGUA
OG0001303	LOC4802085|XP_001359073.1|DPSE	LOC117584926|XP_034129969.1|DGUA
OG0001304	LOC4804875|XP_033233237.1|DPSE	LOC117578623|XP_034120118.1|DGUA
OG0001305	LOC4802675|XP_003736787.1|DPSE	LOC117586656|XP_034132787.1|DGUA
OG0001306	LOC4802072|XP_001359065.3|DPSE	LOC117585444|XP_034130811.1|DGUA
OG0001307	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE	LOC117580307|XP_034122690.1|DGUA
OG0001307	LOC6900087|XP_033241476.1|DPSE	LOC117580388|XP_034122818.1|DGUA
OG0001308	LOC4815983|XP_033240081.1|DPSE	LOC117580744|XP_034123320.1|DGUA
OG0001308	LOC6900254|XP_015044028.2|DPSE	LOC117580003|XP_034122095.1|DGUA
OG0001309	LOC4802548|XP_001359446.4|DPSE	LOC117586724|XP_034132910.1|DGUA
OG0001310	LOC4814497|XP_033240066.1|DPSE	LOC117581438|XP_034124528.1|DGUA
OG0001311	LOC6901028|XP_033239697.1|DPSE, LOC6902855|XP_002132591.2|DPSE	LOC117581653|XP_034124920.1|DGUA
OG0001312	LOC6900500|XP_002134889.2|DPSE	LOC117587055|XP_034133384.1|DGUA
OG0001313	LOC4803950|XP_001360588.3|DPSE	LOC117578735|XP_034120290.1|DGUA
OG0001314	LOC6902715|XP_002133229.2|DPSE	LOC117584063|XP_034128696.1|DGUA
OG0001315	LOC4815428|XP_033240821.1|DPSE	LOC117581155|XP_034123979.1|DGUA
OG0001316	LOC4804779|XP_001361288.1|DPSE	LOC117592183|XP_034141674.1|DGUA
OG0001317	LOC4816600|XP_015036643.2|DPSE	LOC117584382|XP_034129123.1|DGUA
OG0001318	LOC6897705|XP_002137831.3|DPSE	LOC117584903|XP_034129936.1|DGUA
OG0001319	LOC4816460|XP_001356208.4|DPSE	LOC117584289|XP_034128998.1|DGUA
OG0001320	LOC6901565|XP_033238891.1|DPSE	LOC117580885|XP_034123528.1|DGUA
OG0001320	LOC6901820|XP_002134488.3|DPSE, LOC6897016|XP_002137201.3|DPSE	LOC117581513|XP_034124696.1|DGUA
OG0001321	LOC6898160|XP_002138238.1|DPSE	LOC117590373|XP_034138812.1|DGUA
OG0001322	LOC4802372|XP_003736722.2|DPSE	LOC117586745|XP_034132939.1|DGUA
OG0001322	LOC6897613|XP_002137757.2|DPSE	LOC117585730|XP_034131265.1|DGUA
OG0001324	LOC4816360|XP_001355883.2|DPSE, LOC6900953|XP_002134654.2|DPSE, LOC117184874|XP_033239860.1|DPSE, LOC6900954|XP_002134655.2|DPSE	LOC117584169|XP_034128825.1|DGUA
OG0001325	LOC4802643|XP_001359523.2|DPSE	LOC117586434|XP_034132361.1|DGUA
OG0001326	LOC4800395|XP_015038520.2|DPSE	LOC117582750|XP_034126580.1|DGUA
OG0001328	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE	LOC117588526|XP_034135773.1|DGUA
OG0001329	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE	LOC117580979|XP_034123664.1|DGUA
OG0001330	LOC6901440|XP_015041691.2|DPSE	LOC117590417|XP_034138915.1|DGUA, LOC117590416|XP_034138907.1|DGUA
OG0001331	LOC4815539|XP_001355433.1|DPSE	LOC117588306|XP_034135384.1|DGUA
OG0001333	LOC4816398|XP_001355929.3|DPSE	LOC117584444|XP_034129247.1|DGUA
OG0001334	LOC4800384|XP_001357669.3|DPSE	LOC117583203|XP_034127298.1|DGUA
OG0001335	LOC4802587|XP_001359480.4|DPSE	LOC117586637|XP_034132757.1|DGUA
OG0001336	LOC6896860|XP_002137051.2|DPSE	LOC117582782|XP_034126646.1|DGUA, LOC117591488|XP_034140667.1|DGUA, LOC117586170|XP_034131971.1|DGUA
OG0001337	LOC4814195|XP_001354328.3|DPSE	LOC117581407|XP_034124448.1|DGUA
OG0001338	LOC4804098|XP_015039609.2|DPSE	LOC117586287|XP_034132135.1|DGUA
OG0001339	LOC4805092|XP_001361553.4|DPSE	LOC117584604|XP_034129508.1|DGUA
OG0001340	LOC26532891|XP_033238369.1|DPSE	LOC117590025|XP_034138212.1|DGUA
OG0001341	LOC4800440|XP_001357716.2|DPSE	LOC117583338|XP_034127492.1|DGUA
OG0001342	LOC6896715|XP_033235133.1|DPSE	LOC117583120|XP_034127201.1|DGUA
OG0001343	LOC4801898|XP_001358919.4|DPSE	LOC117583134|XP_034127215.1|DGUA
OG0001344	LOC4800328|XP_001357582.3|DPSE	LOC117583255|XP_034127370.1|DGUA
OG0001345	LOC4800776|XP_001357991.3|DPSE	LOC117583186|XP_034127278.1|DGUA
OG0001346	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE	LOC117583492|XP_034127722.1|DGUA
OG0001347	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE	LOC117578473|XP_034119897.1|DGUA, LOC117592311|XP_034141877.1|DGUA, LOC117581593|XP_034124840.1|DGUA
OG0001348	LOC6901208|XP_002133909.1|DPSE	LOC117590301|XP_034138679.1|DGUA
OG0001349	LOC4813943|XP_033238542.1|DPSE	LOC117586923|XP_034133169.1|DGUA
OG0001350	LOC4813819|XP_001353919.4|DPSE	LOC117579776|XP_034121724.1|DGUA
OG0001351	LOC4804081|XP_001360699.3|DPSE	LOC117586432|XP_034132363.1|DGUA
OG0001352	LOC6898659|XP_033234153.1|DPSE	LOC117588489|XP_034135686.1|DGUA
OG0001353	LOC4812831|XP_001353157.1|DPSE	LOC117591231|XP_034140296.1|DGUA
OG0001354	LOC4804539|XP_015039998.2|DPSE	LOC117591979|XP_034141310.1|DGUA
OG0001355	LOC4804222|XP_001360816.1|DPSE	LOC117592081|XP_034141484.1|DGUA
OG0001356	LOC6897925|XP_033239001.1|DPSE	LOC117585160|XP_034130387.1|DGUA
OG0001357	LOC4813405|XP_001353261.1|DPSE	LOC117586861|XP_034133047.1|DGUA
OG0001358	LOC4813256|XP_001353488.3|DPSE	LOC117579307|XP_034121007.1|DGUA
OG0001359	LOC4816205|XP_001355787.2|DPSE	LOC117584301|XP_034129018.1|DGUA
OG0001360	LOC4804711|XP_001361229.2|DPSE	LOC117585270|XP_034130584.1|DGUA
OG0001361	LOC6900308|XP_002135629.2|DPSE	LOC117580021|XP_034122134.1|DGUA
OG0001362	LOC4812684|XP_001353067.1|DPSE	LOC117580036|XP_034122155.1|DGUA
OG0001363	LOC4803273|XP_001360041.1|DPSE	LOC117586369|XP_034132286.1|DGUA
OG0001364	LOC6899426|XP_033233715.1|DPSE	LOC117581078|XP_034123856.1|DGUA
OG0001365	LOC6901937|XP_002133471.1|DPSE	LOC117580943|XP_034123617.1|DGUA
OG0001365	LOC6900941|XP_002134642.1|DPSE	LOC117589217|XP_034136853.1|DGUA
OG0001366	LOC4814116|XP_001354266.4|DPSE, LOC6897017|XP_033233187.1|DPSE	LOC117589305|XP_034136989.1|DGUA
OG0001367	LOC6898419|XP_015039708.1|DPSE	LOC117578793|XP_034120410.1|DGUA
OG0001368	LOC6898537|XP_015040035.2|DPSE	LOC117583754|XP_034128170.1|DGUA
OG0001369	LOC4815190|XP_001354724.3|DPSE	LOC117588517|XP_034135738.1|DGUA
OG0001370	LOC4804486|XP_015039979.2|DPSE	LOC117579596|XP_034121424.1|DGUA
OG0001371	LOC6903318|XP_033235499.1|DPSE	LOC117584747|XP_034129726.1|DGUA
OG0001372	LOC15382872|XP_033233220.1|DPSE	LOC117588028|XP_034134965.1|DGUA
OG0001373	LOC6902589|XP_002133117.3|DPSE	LOC117587814|XP_034134661.1|DGUA
OG0001374	LOC6902435|XP_002132981.2|DPSE	LOC117579745|XP_034121654.1|DGUA
OG0001374	LOC4805487|XP_001361882.1|DPSE	LOC117592129|XP_034141565.1|DGUA
OG0001375	LOC4802527|XP_001359431.4|DPSE	LOC117586235|XP_034132062.1|DGUA
OG0001376	LOC4805015|XP_001361485.2|DPSE	LOC117589073|XP_034136602.1|DGUA
OG0001377	LOC4817376|XP_033235327.1|DPSE	LOC117582593|XP_034126342.1|DGUA
OG0001378	LOC6902363|XP_002133309.3|DPSE	LOC117583897|XP_034128458.1|DGUA
OG0001378	LOC4818042|XP_015035490.2|DPSE	LOC117587865|XP_034134721.1|DGUA
OG0001379	LOC4817188|XP_015036107.1|DPSE	LOC117582119|XP_034125586.1|DGUA
OG0001380	LOC6898672|XP_015040234.2|DPSE	LOC117586560|XP_034132615.1|DGUA
OG0001381	LOC4803820|XP_001360475.2|DPSE	LOC117588346|XP_034135451.1|DGUA
OG0001382	LOC117183986|XP_033235659.1|DPSE, LOC6903567|XP_015035556.2|DPSE	LOC117584740|XP_034129705.1|DGUA
OG0001383	LOC6903341|XP_002132222.1|DPSE	LOC117588182|XP_034135192.1|DGUA
OG0001383	LOC4803354|XP_001360112.1|DPSE	LOC117578415|XP_034119768.1|DGUA
OG0001384	LOC117183959|XP_033235580.1|DPSE, LOC4816707|XP_001356285.1|DPSE	LOC117587866|XP_034134723.1|DGUA
OG0001385	LOC4817464|XP_033235365.1|DPSE	LOC117587709|XP_034134504.1|DGUA
OG0001386	LOC6903315|XP_033236837.1|DPSE	LOC117584603|XP_034129500.1|DGUA
OG0001387	LOC4818098|XP_033236808.1|DPSE	LOC117584388|XP_034129133.1|DGUA
OG0001388	LOC26533386|XP_033236160.1|DPSE	LOC117584735|XP_034129696.1|DGUA
OG0001389	LOC4800555|XP_033241836.1|DPSE	LOC117583401|XP_034127575.1|DGUA
OG0001390	LOC4817570|XP_015036346.1|DPSE	LOC117582316|XP_034125852.1|DGUA
OG0001391	LOC26533271|XP_033239487.1|DPSE, LOC6900533|XP_033237383.1|DPSE	LOC117579668|XP_034121540.1|DGUA
OG0001391	LOC4811697|XP_001352279.2|DPSE	LOC117588000|XP_034134911.1|DGUA
OG0001392	LOC4814504|XP_001355029.4|DPSE	LOC117588580|XP_034135871.1|DGUA
OG0001393	LOC6901671|XP_002134340.1|DPSE, LOC6897229|XP_002137401.1|DPSE	LOC117591429|XP_034140582.1|DGUA
OG0001394	LOC6903314|XP_033236868.1|DPSE	LOC117584605|XP_034129505.1|DGUA
OG0001395	LOC4803088|XP_001359887.1|DPSE	LOC117586668|XP_034132807.1|DGUA
OG0001395	LOC6897547|XP_002137693.4|DPSE	LOC117586038|XP_034131775.1|DGUA
OG0001396	LOC6902447|XP_002132992.2|DPSE	LOC117584170|XP_034128826.1|DGUA
OG0001396	LOC6901333|XP_015041580.2|DPSE	LOC117588645|XP_034135969.1|DGUA
OG0001397	LOC4802822|XP_001359664.2|DPSE	LOC117590007|XP_034138184.1|DGUA
OG0001398	LOC4815444|XP_015041220.2|DPSE	LOC117581302|XP_034124234.1|DGUA
OG0001399	LOC26533571|XP_033234447.1|DPSE	LOC117591308|XP_034140403.1|DGUA
OG0001400	LOC6897176|XP_002137356.5|DPSE	LOC117589812|XP_034137931.1|DGUA
OG0001401	LOC117184478|XP_033238169.1|DPSE, LOC4813398|XP_001353301.2|DPSE	LOC117587493|XP_034134156.1|DGUA
OG0001402	LOC6900298|XP_002135620.2|DPSE	LOC117580260|XP_034122587.1|DGUA
OG0001403	LOC4812519|XP_001352966.2|DPSE	LOC117579752|XP_034121664.1|DGUA
OG0001404	LOC4804384|XP_015039907.1|DPSE	LOC117578743|XP_034120311.1|DGUA
OG0001405	LOC4805705|XP_001362061.3|DPSE	LOC117579070|XP_034120670.1|DGUA
OG0001406	LOC6903006|XP_002132728.1|DPSE	LOC117581824|XP_034125159.1|DGUA
OG0001406	LOC4814627|XP_001354880.2|DPSE	LOC117588304|XP_034135381.1|DGUA
OG0001407	LOC6902488|XP_002133033.3|DPSE, LOC117183188|XP_033236176.1|DPSE, LOC6900695|XP_002135059.2|DPSE	LOC117589407|XP_034137227.1|DGUA
OG0001408	LOC4805667|XP_001362028.2|DPSE	LOC117592673|XP_034142524.1|DGUA
OG0001411	LOC4801581|XP_001358651.2|DPSE	LOC117585782|XP_034131362.1|DGUA
OG0001412	LOC4817506|XP_001356924.4|DPSE	LOC117582113|XP_034125577.1|DGUA
OG0001413	LOC4804109|XP_001360723.2|DPSE	LOC117581287|XP_034124212.1|DGUA
OG0001415	LOC6898333|XP_002138388.2|DPSE	LOC117578670|XP_034120188.1|DGUA
OG0001416	LOC4816135|XP_033236711.1|DPSE	LOC117583911|XP_034128480.1|DGUA
OG0001417	LOC4815671|XP_015041028.2|DPSE	LOC117580667|XP_034123170.1|DGUA
OG0001418	LOC4812707|XP_001353087.3|DPSE	LOC117579806|XP_034121777.1|DGUA
OG0001419	LOC4818169|XP_001357428.3|DPSE, LOC6903544|XP_002132419.2|DPSE	LOC117587688|XP_034134471.1|DGUA
OG0001420	LOC4800609|XP_001357854.4|DPSE	LOC117583331|XP_034127482.1|DGUA
OG0001421	LOC6903325|XP_002132206.3|DPSE	LOC117587561|XP_034134270.1|DGUA
OG0001422	LOC4812272|XP_001352461.2|DPSE	LOC117587047|XP_034133372.1|DGUA
OG0001423	LOC6898003|XP_002138096.2|DPSE	LOC117584980|XP_034130076.1|DGUA
OG0001424	LOC6900844|XP_002135202.2|DPSE	LOC117580076|XP_034122211.1|DGUA
OG0001425	LOC6898657|XP_002138662.2|DPSE	LOC117585930|XP_034131590.1|DGUA
OG0001425	LOC5495515|XP_001361311.1|DPSE	LOC117585938|XP_034131602.1|DGUA
OG0001426	LOC6900227|XP_002135557.2|DPSE, LOC4816777|XP_001356646.1|DPSE	LOC117582527|XP_034126218.1|DGUA
OG0001427	LOC4803590|XP_001360291.3|DPSE	LOC117578790|XP_034120402.1|DGUA
OG0001429	LOC6897285|XP_015037335.2|DPSE	LOC117589587|XP_034137542.1|DGUA
OG0001430	LOC4802004|XP_033235971.1|DPSE	LOC117589618|XP_034137592.1|DGUA
OG0001431	LOC4815815|XP_033239674.1|DPSE	LOC117590261|XP_034138639.1|DGUA
OG0001432	LOC4814404|XP_033239312.1|DPSE	LOC117590756|XP_034139585.1|DGUA
OG0001433	LOC6901708|XP_002134376.2|DPSE	LOC117590355|XP_034138782.1|DGUA
OG0001433	LOC4800932|XP_001358119.3|DPSE	LOC117585631|XP_034131106.1|DGUA
OG0001434	LOC6896984|XP_002137170.2|DPSE	LOC117585718|XP_034131248.1|DGUA
OG0001434	LOC4814818|XP_033241176.1|DPSE	LOC117580966|XP_034123645.1|DGUA
OG0001435	LOC4804343|XP_001360918.3|DPSE	LOC117578847|XP_034120524.1|DGUA
OG0001436	LOC6901855|XP_002133393.1|DPSE	LOC117588529|XP_034135779.1|DGUA
OG0001437	LOC4816856|XP_001356391.1|DPSE	LOC117587621|XP_034134370.1|DGUA
OG0001438	LOC6901931|XP_002133465.3|DPSE, LOC4800623|XP_001357865.2|DPSE	LOC117583458|XP_034127649.1|DGUA
OG0001439	LOC4801550|XP_001358622.2|DPSE	LOC117589744|XP_034137816.1|DGUA
OG0001440	LOC6901561|XP_002134235.3|DPSE	LOC117590264|XP_034138641.1|DGUA
OG0001441	LOC4815177|XP_001354939.2|DPSE	LOC117581606|XP_034124858.1|DGUA
OG0001442	LOC117184543|XP_033238623.1|DPSE, LOC4816112|XP_001355784.2|DPSE	LOC117584308|XP_034129024.1|DGUA
OG0001443	LOC4800405|XP_001357688.2|DPSE	LOC117591453|XP_034140613.1|DGUA
OG0001444	LOC4800958|XP_001358140.3|DPSE	LOC117585169|XP_034130401.1|DGUA
OG0001445	LOC26532481|XP_015039566.1|DPSE	LOC117589400|XP_034137214.1|DGUA
OG0001445	LOC6897777|XP_003736809.3|DPSE	LOC117590024|XP_034138209.1|DGUA
OG0001446	LOC6896960|XP_033232426.1|DPSE	LOC117585852|XP_034131490.1|DGUA
OG0001447	LOC4802832|XP_015038128.2|DPSE	LOC117590162|XP_034138441.1|DGUA
OG0001448	LOC4800396|XP_001357681.2|DPSE	LOC117582751|XP_034126585.1|DGUA
OG0001449	LOC6898959|XP_002138919.1|DPSE	LOC117581769|XP_034125068.1|DGUA
OG0001450	LOC6903339|XP_033235136.1|DPSE	LOC117588179|XP_034135187.1|DGUA
OG0001451	LOC4803471|XP_033234372.1|DPSE	LOC117578487|XP_034119911.1|DGUA
OG0001452	LOC4804251|XP_015039767.2|DPSE	LOC117591977|XP_034141303.1|DGUA
OG0001453	LOC4813723|XP_001353213.1|DPSE	LOC117580044|XP_034122172.1|DGUA
OG0001454	LOC4802098|XP_033232956.1|DPSE	LOC117585064|XP_034130217.1|DGUA
OG0001455	LOC4812289|XP_015043887.2|DPSE	LOC117587154|XP_034133550.1|DGUA
OG0001456	LOC6898426|XP_033235039.1|DPSE	LOC117592457|XP_034142128.1|DGUA
OG0001457	LOC6898347|XP_002138400.2|DPSE	LOC117585617|XP_034131074.1|DGUA
OG0001458	LOC4803884|XP_015039408.1|DPSE	LOC117581109|XP_034123907.1|DGUA
OG0001459	LOC6900728|XP_033239166.1|DPSE	LOC117587422|XP_034133982.1|DGUA
OG0001460	LOC4804906|XP_001361391.4|DPSE	LOC117590890|XP_034139817.1|DGUA
OG0001461	LOC4815237|XP_001355217.2|DPSE	LOC117591326|XP_034140427.1|DGUA
OG0001461	LOC6900775|XP_002135134.2|DPSE	LOC117579208|XP_034120868.1|DGUA
OG0001462	LOC4813013|XP_001353471.1|DPSE	LOC117579705|XP_034121587.1|DGUA
OG0001463	LOC4802674|XP_033240706.1|DPSE	LOC117584902|XP_034129932.1|DGUA
OG0001464	LOC4815559|XP_001355245.2|DPSE	LOC117581618|XP_034124871.1|DGUA
OG0001465	LOC4805316|XP_001361736.1|DPSE	LOC117592691|XP_034142546.1|DGUA
OG0001466	LOC4816529|XP_001355889.3|DPSE, LOC6902457|XP_002133002.2|DPSE	LOC117583997|XP_034128616.1|DGUA
OG0001467	LOC4817029|XP_001356804.1|DPSE	LOC117581946|XP_034125319.1|DGUA
OG0001468	LOC6900906|XP_015042501.1|DPSE	LOC117587068|XP_034133402.1|DGUA
OG0001469	LOC4805343|XP_001361758.3|DPSE	LOC117592548|XP_034142311.1|DGUA
OG0001470	LOC4813699|XP_001353535.1|DPSE	LOC117579850|XP_034121839.1|DGUA
OG0001471	LOC6900617|XP_033237620.1|DPSE	LOC117587190|XP_034133609.1|DGUA
OG0001472	LOC4812557|XP_001352596.1|DPSE	LOC117589087|XP_034136616.1|DGUA
OG0001473	LOC4802762|XP_033241710.1|DPSE	LOC117590176|XP_034138462.1|DGUA
OG0001474	LOC4815065|XP_001355098.3|DPSE	LOC117588661|XP_034135995.1|DGUA
OG0001474	LOC6898022|XP_002138111.1|DPSE	LOC117591934|XP_034141234.1|DGUA
OG0001475	LOC4804087|XP_001360705.3|DPSE	LOC117586172|XP_034131977.1|DGUA
OG0001475	LOC117183749|XP_033234654.1|DPSE	LOC117586186|XP_034132003.1|DGUA
OG0001476	LOC4811726|XP_033234912.1|DPSE	LOC117591332|XP_034140443.1|DGUA
OG0001477	LOC4800999|XP_001358174.1|DPSE	LOC117585839|XP_034131471.1|DGUA
OG0001478	LOC4817152|XP_015035818.2|DPSE	LOC117582637|XP_034126408.1|DGUA
OG0001479	LOC6901137|XP_002134613.1|DPSE	LOC117590708|XP_034139497.1|DGUA
OG0001480	LOC26532259|XP_033239493.1|DPSE	LOC117581380|XP_034124409.1|DGUA
OG0001480	LOC4816871|XP_001356440.2|DPSE	LOC117582634|XP_034126403.1|DGUA
OG0001481	LOC4816575|XP_033235399.1|DPSE	LOC117584077|XP_034128714.1|DGUA
OG0001482	LOC4803816|XP_001360473.2|DPSE	LOC117588384|XP_034135503.1|DGUA
OG0001483	LOC6902747|XP_002133261.3|DPSE	LOC117587575|XP_034134293.1|DGUA
OG0001484	LOC4817380|XP_001356763.3|DPSE	LOC117581869|XP_034125223.1|DGUA
OG0001485	LOC4812899|XP_001353479.2|DPSE	LOC117579615|XP_034121441.1|DGUA
OG0001486	LOC4816791|XP_001356878.2|DPSE	LOC117581711|XP_034124979.1|DGUA
OG0001487	LOC26533936|XP_033235734.1|DPSE	LOC117588171|XP_034135173.1|DGUA
OG0001488	LOC4803343|XP_001360123.1|DPSE	LOC117581975|XP_034125356.1|DGUA
OG0001489	LOC6902623|XP_033236795.1|DPSE	LOC117587869|XP_034134727.1|DGUA
OG0001490	LOC4816681|XP_001356160.2|DPSE	LOC117584591|XP_034129459.1|DGUA
OG0001491	LOC4816854|XP_001356623.1|DPSE	LOC117582493|XP_034126156.1|DGUA
OG0001492	LOC6903295|XP_015035664.2|DPSE	LOC117584185|XP_034128844.1|DGUA
OG0001493	LOC6897402|XP_002137554.1|DPSE	LOC117583529|XP_034127769.1|DGUA
OG0001493	LOC6902134|XP_033239566.1|DPSE	LOC117590919|XP_034139841.1|DGUA
OG0001494	LOC4815259|XP_001355149.2|DPSE	LOC117580881|XP_034123523.1|DGUA
OG0001495	LOC26532043|XP_015039832.2|DPSE, LOC6900450|XP_002134843.2|DPSE	LOC117578870|XP_034120555.1|DGUA
OG0001496	LOC4814682|XP_001354531.1|DPSE	LOC117591191|XP_034140219.1|DGUA
OG0001497	LOC4804501|XP_001361056.2|DPSE	LOC117588980|XP_034136463.1|DGUA
OG0001498	LOC6897855|XP_003736867.2|DPSE	LOC117586107|XP_034131859.1|DGUA
OG0001500	LOC6899126|XP_033233194.1|DPSE	LOC117592220|XP_034141738.1|DGUA
OG0001500	LOC6899125|XP_015040870.2|DPSE	LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA
OG0001500	LOC4805743|XP_001362090.1|DPSE	LOC117592034|XP_034141386.1|DGUA
OG0001501	LOC4802582|XP_001359476.3|DPSE	LOC117586638|XP_034132759.1|DGUA
OG0001502	LOC4804017|XP_001360647.2|DPSE	LOC117592141|XP_034141587.1|DGUA
OG0001503	LOC4803495|XP_033233832.1|DPSE	LOC117585163|XP_034130397.1|DGUA
OG0001504	LOC6901832|XP_033237623.1|DPSE	LOC117581167|XP_034124001.1|DGUA
OG0001505	LOC6899545|XP_033234818.1|DPSE	LOC117580793|XP_034123384.1|DGUA
OG0001506	LOC4803384|XP_001357539.2|DPSE	LOC117592622|XP_034142449.1|DGUA
OG0001507	LOC6898842|XP_015040510.2|DPSE	LOC117580295|XP_034122670.1|DGUA
OG0001508	LOC4804500|XP_001361055.2|DPSE	LOC117583291|XP_034127424.1|DGUA
OG0001509	LOC4803692|XP_015039277.2|DPSE	LOC117592436|XP_034142084.1|DGUA
OG0001510	LOC4818051|XP_001357203.1|DPSE	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA
OG0001511	LOC4804620|XP_001361153.5|DPSE	LOC117584677|XP_034129601.1|DGUA
OG0001512	LOC4813908|XP_001353240.2|DPSE	LOC117579925|XP_034121960.1|DGUA
OG0001513	LOC4813557|XP_033237473.1|DPSE	LOC117588880|XP_034136297.1|DGUA
OG0001515	LOC6901149|XP_002134625.1|DPSE	LOC117590750|XP_034139550.1|DGUA
OG0001515	LOC6897372|XP_002137525.3|DPSE	LOC117583281|XP_034127405.1|DGUA
OG0001517	LOC4800665|XP_001357897.3|DPSE	LOC117583268|XP_034127386.1|DGUA
OG0001518	LOC4815243|XP_001355130.4|DPSE	LOC117590392|XP_034138874.1|DGUA
OG0001519	LOC4802981|XP_001359790.3|DPSE	LOC117586329|XP_034132212.1|DGUA
OG0001520	LOC4801929|XP_001358947.1|DPSE	LOC117583747|XP_034128156.1|DGUA
OG0001521	LOC4817973|XP_001357298.2|DPSE	LOC117584620|XP_034129528.1|DGUA
OG0001524	LOC4805404|XP_033234435.1|DPSE	LOC117592163|XP_034141626.1|DGUA
OG0001525	LOC6901466|XP_015041725.2|DPSE	LOC117580789|XP_034123376.1|DGUA
OG0001525	LOC6901467|XP_002134153.3|DPSE	LOC117581311|XP_034124246.1|DGUA
OG0001526	LOC6901419|XP_002134105.2|DPSE	LOC117590403|XP_034138892.1|DGUA
OG0001527	LOC6901066|XP_002134545.3|DPSE	LOC117581173|XP_034124007.1|DGUA
OG0001527	LOC117184663|XP_033239147.1|DPSE	LOC117581174|XP_034124008.1|DGUA
OG0001528	LOC117183192|XP_033240454.1|DPSE, LOC4801024|XP_001358194.5|DPSE	LOC117589879|XP_034138040.1|DGUA
OG0001529	LOC26532027|XP_015042356.1|DPSE	LOC117590692|XP_034139483.1|DGUA
OG0001530	LOC6902683|XP_002133199.3|DPSE	LOC117587787|XP_034134623.1|DGUA
OG0001531	LOC6902091|XP_002133622.2|DPSE	LOC117588626|XP_034135941.1|DGUA
OG0001531	LOC4804072|XP_001360690.3|DPSE	LOC117578762|XP_034120357.1|DGUA
OG0001534	LOC6902031|XP_033237898.1|DPSE	LOC117590834|XP_034139704.1|DGUA
OG0001535	LOC4814357|XP_001354423.1|DPSE	LOC117581298|XP_034124229.1|DGUA
OG0001536	LOC4814601|XP_001354832.2|DPSE	LOC117580690|XP_034123206.1|DGUA
OG0001537	LOC4817068|XP_001356428.1|DPSE	LOC117581972|XP_034125349.1|DGUA
OG0001538	LOC6902153|XP_015041209.2|DPSE	LOC117581639|XP_034124899.1|DGUA
OG0001539	LOC4803955|XP_001360593.2|DPSE	LOC117578728|XP_034120278.1|DGUA
OG0001540	LOC4816801|XP_001356412.3|DPSE	LOC117581851|XP_034125199.1|DGUA
OG0001541	LOC4812581|XP_001352392.3|DPSE	LOC117580432|XP_034122878.1|DGUA
OG0001542	LOC4802105|XP_002137604.3|DPSE	LOC117585256|XP_034130558.1|DGUA
OG0001543	LOC4814491|XP_001354698.2|DPSE	LOC117588443|XP_034135617.1|DGUA
OG0001544	LOC6901826|XP_015042172.2|DPSE	LOC117581212|XP_034124077.1|DGUA
OG0001545	LOC6901886|XP_033237687.1|DPSE	LOC117581656|XP_034124926.1|DGUA
OG0001546	LOC4815501|XP_033237685.1|DPSE	LOC117581655|XP_034124924.1|DGUA
OG0001547	LOC6901306|XP_033240413.1|DPSE	LOC117581566|XP_034124789.1|DGUA
OG0001548	LOC6902854|XP_002132590.1|DPSE	LOC117581841|XP_034125187.1|DGUA
