Orthogroup	DPSE.longest_only	DMEL.longest_only
OG0001134	LOC4804952|XP_001361433.5|DPSE	hrg|NP_001261097.1|DMEL
OG0001135	LOC4801643|XP_015037338.1|DPSE	CG3061|NP_650328.1|DMEL
OG0001136	LOC6899331|XP_033241867.1|DPSE	pum|NP_731314.1|DMEL
OG0001137	LOC4801808|XP_001358842.3|DPSE	CG11693|NP_001246985.1|DMEL
OG0001138	LOC4811972|XP_001352464.1|DPSE	galene|NP_612084.1|DMEL
OG0001139	LOC6901088|XP_033238074.1|DPSE	CG11263|NP_648618.1|DMEL
OG0001140	LOC6896880|XP_003736293.3|DPSE	CG31161|NP_732772.2|DMEL, CCY|NP_001303589.1|DMEL
OG0001141	LOC4801552|XP_001358624.3|DPSE, LOC6897252|XP_002137421.3|DPSE, LOC117185006|XP_033240291.1|DPSE	CG15695|NP_650920.3|DMEL
OG0001142	LOC4800884|XP_001358080.3|DPSE	GluRIID|NP_651982.1|DMEL
OG0001142	LOC4800885|XP_001358079.4|DPSE	GluRIIE|NP_001036733.1|DMEL
OG0001143	LOC4818070|XP_001357375.2|DPSE, LOC6903474|XP_002132353.2|DPSE, LOC6903472|XP_002132351.2|DPSE	Adh|NP_001027266.1|DMEL
OG0001144	LOC6899102|XP_002139019.3|DPSE	CG34457|NP_001097339.1|DMEL
OG0001145	LOC4805124|XP_001361581.2|DPSE, LOC117183789|XP_033235111.1|DPSE	GstT1|NP_610509.2|DMEL
OG0001145	LOC6898790|XP_033235112.1|DPSE	GstT2|NP_724816.3|DMEL
OG0001146	LOC6903444|XP_002132323.2|DPSE	CG10859|NP_609651.1|DMEL
OG0001146	LOC4815450|XP_001355548.2|DPSE	CG1571|NP_572435.1|DMEL
OG0001147	LOC6898963|XP_002138923.2|DPSE	CG34002|NP_001034029.2|DMEL
OG0001148	LOC6902967|XP_002132693.1|DPSE, LOC6902966|XP_002132692.2|DPSE	CG16704|NP_608797.1|DMEL
OG0001149	LOC4813176|XP_001353246.2|DPSE	CG8539|NP_648130.2|DMEL
OG0001150	LOC4803835|XP_001360489.2|DPSE	CG4250|NP_001246468.1|DMEL
OG0001151	LOC4803268|XP_001360038.3|DPSE, LOC4803270|XP_033232811.1|DPSE	CG17751|NP_650816.3|DMEL, CG17752|NP_650817.1|DMEL
OG0001152	LOC6897380|XP_002137532.3|DPSE	CG16898|NP_611452.2|DMEL, CG33301|NP_001285793.1|DMEL
OG0001153	LOC4811752|XP_015044220.1|DPSE	TBPH|NP_477400.1|DMEL
OG0001154	LOC4816828|XP_015035714.1|DPSE	Ndf|NP_001188767.1|DMEL
OG0001155	LOC4814586|XP_001354835.4|DPSE	Pat1|NP_572328.1|DMEL
OG0001157	LOC4801388|XP_015037219.2|DPSE	Ace|NP_476953.1|DMEL
OG0001158	LOC4818018|XP_001357474.1|DPSE	cl|NP_608930.1|DMEL
OG0001159	LOC4800475|XP_033232911.1|DPSE	Ptp99A|NP_651691.4|DMEL
OG0001160	LOC4801291|XP_001358411.3|DPSE	CG2767|NP_649757.1|DMEL
OG0001161	LOC4801646|XP_001358699.3|DPSE	rdx|NP_650326.3|DMEL
OG0001162	LOC6897644|XP_002137787.2|DPSE	by|NP_649901.1|DMEL
OG0001163	LOC4802008|XP_015037536.1|DPSE	B52|NP_788671.2|DMEL
OG0001164	LOC6897399|XP_002137551.3|DPSE, LOC4801075|XP_001358235.4|DPSE	CG13408|NP_651007.1|DMEL
OG0001165	LOC4804494|XP_001361049.2|DPSE	yellow-d|NP_523820.2|DMEL
OG0001166	LOC4812804|XP_033241108.1|DPSE	Svil|NP_001286919.1|DMEL
OG0001167	LOC4804208|XP_033234467.1|DPSE	CG12911|NP_001286280.1|DMEL
OG0001168	LOC4804781|XP_001361290.3|DPSE	CG5726|NP_611304.1|DMEL
OG0001169	LOC4814550|XP_001354610.2|DPSE	CG5162|NP_573202.1|DMEL
OG0001170	LOC4801221|XP_001358344.1|DPSE	CG17083|NP_651139.1|DMEL
OG0001171	LOC4812710|XP_015044144.2|DPSE	Fhos|NP_001261599.1|DMEL
OG0001172	LOC6898305|XP_002138367.2|DPSE	clt|NP_536784.1|DMEL
OG0001173	LOC4801985|XP_001358997.2|DPSE	CG11550|NP_651882.1|DMEL
OG0001174	LOC4814091|XP_033237973.1|DPSE	Tnpo|NP_477368.1|DMEL
OG0001175	LOC4804669|XP_001361194.1|DPSE	P32|NP_611243.1|DMEL
OG0001176	LOC6896718|XP_002136932.2|DPSE, LOC4805490|XP_001361885.4|DPSE, LOC6898402|XP_033233982.1|DPSE	tej|NP_610950.2|DMEL
OG0001177	LOC4817309|XP_015035988.2|DPSE	dl|NP_724054.1|DMEL
OG0001178	LOC4804405|XP_001360974.2|DPSE	Cib2|NP_611523.3|DMEL
OG0001179	LOC6898283|XP_033233305.1|DPSE	qvr|NP_001137646.1|DMEL
OG0001180	LOC4811798|XP_001352365.3|DPSE	Crk|NP_651908.1|DMEL
OG0001181	LOC4813686|XP_001353168.2|DPSE	FucTA|NP_648754.2|DMEL
OG0001182	LOC4800548|XP_003736265.3|DPSE	Irk2|NP_001287485.1|DMEL
OG0001183	LOC6899286|XP_033232789.1|DPSE	Jupiter|NP_731599.1|DMEL
OG0001184	LOC6897959|XP_033240176.1|DPSE	sr|NP_001262693.1|DMEL
OG0001185	LOC13036326|XP_015038289.2|DPSE	Tm1|NP_732006.2|DMEL
OG0001186	LOC4802992|XP_001359800.2|DPSE	Taf7|NP_649748.1|DMEL
OG0001187	LOC4803986|XP_033234197.1|DPSE	CG10151|NP_001137670.1|DMEL
OG0001188	LOC4803383|XP_001360088.1|DPSE	CG8785|NP_610804.1|DMEL
OG0001189	LOC4805551|XP_001361936.2|DPSE	CG9896|NP_611745.1|DMEL
OG0001190	LOC6901179|XP_002133880.2|DPSE	CG17167|NP_001015257.2|DMEL
OG0001191	LOC4816122|XP_001355843.3|DPSE	borr|NP_723450.1|DMEL
OG0001192	LOC6902344|XP_015036909.1|DPSE	CG17377|NP_723220.2|DMEL
OG0001193	LOC4801555|XP_001358627.1|DPSE	RpS20|NP_524421.1|DMEL
OG0001194	LOC4814619|XP_001354789.3|DPSE	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL
OG0001195	LOC4803585|XP_001360289.3|DPSE	CG30371|NP_610370.1|DMEL
OG0001196	LOC4815211|XP_001354642.4|DPSE	CG2694|NP_726827.1|DMEL, CG11322|NP_609071.2|DMEL
OG0001197	LOC6897505|XP_002137654.2|DPSE, LOC6897088|XP_002137272.2|DPSE	CG13978|NP_651562.2|DMEL, CG4907|NP_651086.1|DMEL
OG0001198	LOC117183336|XP_033232808.1|DPSE, LOC6900261|XP_002135590.2|DPSE	Qsox3|NP_650997.1|DMEL, Qsox2|NP_650998.1|DMEL
OG0001200	LOC6897470|XP_002137619.3|DPSE	ApepP|NP_477409.1|DMEL
OG0001201	LOC4803051|XP_001359852.3|DPSE	tobi|NP_651391.1|DMEL
OG0001202	LOC6902275|XP_002133802.3|DPSE	FucTC|NP_001036320.3|DMEL
OG0001203	LOC6899873|XP_002135664.1|DPSE	toy|NP_001368990.1|DMEL
OG0001204	LOC4816345|XP_001356238.3|DPSE	DNApol-gamma35|NP_001027262.1|DMEL
OG0001205	LOC4802429|XP_001359351.4|DPSE	Snm1|NP_649548.1|DMEL
OG0001206	LOC6897369|XP_033232877.1|DPSE	Stat92E|NP_001262760.1|DMEL
OG0001207	LOC6896989|XP_002137175.2|DPSE, LOC4815987|XP_033239605.1|DPSE	Trf2|NP_001096905.1|DMEL
OG0001208	LOC6901073|XP_033240388.1|DPSE	Cht6|NP_001245598.1|DMEL
OG0001209	LOC4801425|XP_033241837.1|DPSE	beat-Vc|NP_001356887.1|DMEL
OG0001210	LOC6901429|XP_033237428.1|DPSE	NetA|NP_511154.3|DMEL
OG0001212	LOC4815015|XP_001354605.2|DPSE	CtsB1|NP_572920.1|DMEL
OG0001213	LOC6901199|XP_002133900.2|DPSE	Pxt|NP_650648.3|DMEL
OG0001214	LOC6899001|XP_033235101.1|DPSE, LOC117184399|XP_033237406.1|DPSE, LOC117184398|XP_033237405.1|DPSE, LOC6899993|XP_002135359.2|DPSE	Nup133|NP_651080.2|DMEL
OG0001215	LOC4801931|XP_001358949.2|DPSE	CG1213|NP_649599.1|DMEL
OG0001216	LOC6897157|XP_002137337.3|DPSE	Meltrin|NP_001027575.1|DMEL
OG0001217	LOC6902333|XP_033235687.1|DPSE	Ir40a|NP_610140.4|DMEL
OG0001218	LOC6900638|XP_002135011.2|DPSE, LOC4801220|XP_001358343.4|DPSE	bb8|NP_651140.1|DMEL
OG0001220	LOC4803483|XP_001360201.1|DPSE	Gadd45|NP_610264.1|DMEL
OG0001221	LOC4804422|XP_033234710.1|DPSE	CG11159|NP_611505.1|DMEL
OG0001222	LOC4801606|XP_001358673.2|DPSE	wat|NP_651652.2|DMEL
OG0001223	LOC4803331|XP_015038986.2|DPSE	CG3107|NP_001036470.1|DMEL
OG0001224	LOC4805676|XP_001362035.4|DPSE	Sod2|NP_476925.1|DMEL
OG0001225	LOC6898694|XP_033234269.1|DPSE	Aldh-III|NP_724562.2|DMEL
OG0001226	LOC4805096|XP_001361556.2|DPSE	Fpps|NP_477380.1|DMEL
OG0001227	LOC4817820|XP_015035527.1|DPSE	Gr28b|NP_995642.1|DMEL
OG0001229	LOC26532507|XP_033233276.1|DPSE	CG41520|NP_001104019.1|DMEL
OG0001230	LOC4803805|XP_001360463.3|DPSE	CG8060|NP_611117.2|DMEL
OG0001231	LOC4816431|XP_001356293.3|DPSE	Tif-IA|NP_788084.1|DMEL
OG0001232	LOC26532675|XP_015036275.2|DPSE	CG12560|NP_609173.2|DMEL
OG0001233	LOC4817005|XP_001356468.3|DPSE	CG46025|NP_001303313.1|DMEL
OG0001234	LOC4805474|XP_001361869.3|DPSE	Prosbeta1|NP_652031.2|DMEL
OG0001235	LOC4817377|XP_015035812.2|DPSE	nAChRbeta3|NP_525098.1|DMEL
OG0001236	LOC6900427|XP_002134818.2|DPSE	Spn77Ba|NP_649205.3|DMEL
OG0001237	LOC6903962|XP_015035175.2|DPSE	CG4538|NP_001287413.1|DMEL
OG0001238	LOC4802203|XP_001359170.2|DPSE	gro|NP_996298.1|DMEL
OG0001240	LOC4802190|XP_033241866.1|DPSE	CG6142|NP_651466.1|DMEL
OG0001241	LOC4804272|XP_001360854.3|DPSE	CG8501|NP_610771.2|DMEL
OG0001242	LOC4815858|XP_001355619.1|DPSE	Pp4-19C|NP_524803.1|DMEL
OG0001243	LOC6902226|XP_002133754.3|DPSE, LOC6896655|XP_002136871.2|DPSE, LOC4812397|XP_015044038.2|DPSE	Lon|NP_730435.2|DMEL
OG0001244	LOC6901667|XP_033237859.1|DPSE, LOC4801365|XP_015037207.2|DPSE	CG7886|NP_650378.1|DMEL
OG0001245	LOC4801855|XP_033239485.1|DPSE	Ir92a|NP_001097845.2|DMEL
OG0001246	LOC117183616|XP_033234033.1|DPSE	Fmo-1|NP_611859.1|DMEL
OG0001247	LOC26533614|XP_033233227.1|DPSE	p120ctn|NP_001036444.1|DMEL
OG0001248	LOC4812469|XP_001352771.2|DPSE	GNBP3|NP_523986.2|DMEL
OG0001249	LOC4815630|XP_033240139.1|DPSE	mof|NP_511051.1|DMEL
OG0001251	LOC4802961|XP_001359774.3|DPSE	alpha-Est4|NP_524266.1|DMEL
OG0001252	LOC5495521|XP_001358742.3|DPSE	Nepl20|NP_651645.1|DMEL, Nepl21|NP_651646.2|DMEL
OG0001253	LOC4803664|XP_003736953.2|DPSE	CG8490|NP_610762.2|DMEL
OG0001254	LOC26532548|XP_015039934.2|DPSE	CG13438|NP_611510.1|DMEL
OG0001255	LOC6901105|XP_002134581.2|DPSE, LOC6901110|XP_015042299.2|DPSE, LOC4804174|XP_001360778.3|DPSE, LOC6902067|XP_002133600.2|DPSE	CG11125|NP_610280.1|DMEL
OG0001256	LOC4804688|XP_001361207.3|DPSE	CG3650|NP_611971.1|DMEL
OG0001257	LOC6899862|XP_033237228.1|DPSE	unc-13|NP_001245427.1|DMEL
OG0001258	LOC4801813|XP_001358847.3|DPSE	Ctr1B|NP_649790.1|DMEL
OG0001259	LOC26532064|XP_033239085.1|DPSE, LOC4814538|XP_033239086.1|DPSE	Klp3A|NP_525053.1|DMEL
OG0001260	LOC4800768|XP_001357983.3|DPSE	CAH7|NP_649979.1|DMEL
OG0001261	LOC4814308|XP_001354422.3|DPSE	Ntf-2|NP_608422.1|DMEL
OG0001262	LOC4813401|XP_033239113.1|DPSE	FoxK|NP_001261701.1|DMEL
OG0001263	LOC4800363|XP_001357551.1|DPSE	CycB3|NP_651303.2|DMEL
OG0001264	LOC4817390|XP_033236141.1|DPSE	CG10019|NP_001368961.1|DMEL
OG0001265	LOC4815930|XP_033239138.1|DPSE	prage|NP_001188528.1|DMEL
OG0001266	LOC4804459|XP_033233234.1|DPSE	rad50|NP_001246461.1|DMEL
OG0001267	LOC4801468|XP_001358555.3|DPSE	CG7084|NP_651016.1|DMEL
OG0001268	LOC4801441|XP_001358535.2|DPSE	CG7691|NP_650728.1|DMEL
OG0001269	LOC4805402|XP_004444503.1|DPSE	wal|NP_476975.1|DMEL
OG0001270	LOC4802676|XP_015037996.2|DPSE	CG2926|NP_649554.1|DMEL
OG0001271	LOC4804090|XP_001360708.2|DPSE	CG12920|NP_610550.1|DMEL
OG0001272	LOC4812928|XP_001353572.3|DPSE	mu2|NP_523887.2|DMEL
OG0001273	LOC4801197|XP_001358326.1|DPSE	Eh|NP_524386.1|DMEL
OG0001274	LOC4813404|XP_001353623.1|DPSE	Cyp305a1|NP_649151.1|DMEL
OG0001275	LOC4814478|XP_001354814.1|DPSE	sbm|NP_727785.1|DMEL
OG0001276	LOC4812521|XP_001352428.2|DPSE, LOC6903187|XP_002132886.2|DPSE	Mul1|NP_647847.1|DMEL
OG0001277	LOC26532975|XP_015043779.2|DPSE	Or63a|NP_523895.2|DMEL
OG0001278	LOC4812685|XP_015044122.1|DPSE	Prps|NP_729528.2|DMEL
OG0001279	LOC4814065|XP_001354302.2|DPSE	RpS17|NP_524002.1|DMEL
OG0001280	LOC4811982|XP_001352506.1|DPSE	CG13876|NP_612009.1|DMEL
OG0001281	LOC4813110|XP_001353558.1|DPSE	Cpr62Bb|NP_001137869.1|DMEL
OG0001282	LOC4816453|XP_001356147.2|DPSE	CG3165|NP_608732.1|DMEL
OG0001283	LOC4805357|XP_001361771.5|DPSE	CG8414|NP_611084.2|DMEL
OG0001284	LOC26532607|XP_033236138.1|DPSE, LOC26532832|XP_015044419.2|DPSE	Scp1|NP_001263160.1|DMEL
OG0001285	LOC4812247|XP_001352806.3|DPSE	Gale|NP_612044.1|DMEL
OG0001286	LOC6903082|XP_002132800.2|DPSE	CG31676|NP_652593.3|DMEL
OG0001287	LOC4803087|XP_001359886.4|DPSE	CG31344|NP_650433.1|DMEL
OG0001288	LOC4817545|XP_001356954.3|DPSE	Pkg21D|NP_477213.1|DMEL
OG0001289	LOC6903592|XP_002132459.2|DPSE	CG33511|NP_001014492.2|DMEL
OG0001290	LOC6902868|XP_033236108.1|DPSE	Msp300|NP_001188695.1|DMEL
OG0001291	LOC4803521|XP_033234537.1|DPSE	Nap1|NP_477128.1|DMEL
OG0001292	LOC6899100|XP_015040801.2|DPSE	Pgant9|NP_001097342.1|DMEL
OG0001293	LOC117185209|XP_033241500.1|DPSE, LOC4814771|XP_001354959.1|DPSE, LOC117185206|XP_033241497.1|DPSE, LOC6903978|XP_033241495.1|DPSE, LOC6903975|XP_002136542.1|DPSE, LOC117185208|XP_033241499.1|DPSE, LOC117185207|XP_033241498.1|DPSE, LOC6903977|XP_002136540.1|DPSE	mRpL33|NP_524981.2|DMEL
OG0001294	LOC4802707|XP_001359574.1|DPSE	Kap-alpha3|NP_731377.1|DMEL
OG0001295	LOC6901158|XP_002133859.1|DPSE	CCT6|NP_573066.1|DMEL
OG0001296	LOC6898026|XP_002138115.2|DPSE	Ugt50B3|NP_001260710.1|DMEL
OG0001297	LOC6896748|XP_002136955.3|DPSE	Saf-B|NP_733041.2|DMEL
OG0001298	LOC4800861|XP_033240832.1|DPSE	SIFaR|NP_001163674.1|DMEL
OG0001299	LOC6900072|XP_033238675.1|DPSE	Con|NP_001246635.1|DMEL
OG0001300	LOC4803141|XP_001359932.1|DPSE	Tctp|NP_650048.1|DMEL
OG0001301	LOC4816254|XP_033236743.1|DPSE	CG11236|NP_609075.1|DMEL
OG0001302	LOC4804969|XP_015040336.2|DPSE	CG8654|NP_611451.1|DMEL
OG0001303	LOC4802085|XP_001359073.1|DPSE	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL
OG0001304	LOC4804875|XP_033233237.1|DPSE	RN-tre|NP_652381.1|DMEL
OG0001305	LOC4802675|XP_003736787.1|DPSE	CRMP|NP_730954.2|DMEL
OG0001306	LOC4802072|XP_001359065.3|DPSE	modSP|NP_536776.2|DMEL
OG0001307	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE	Rcc1|NP_523943.1|DMEL
OG0001308	LOC4815983|XP_033240081.1|DPSE	CG2924|NP_569994.1|DMEL
OG0001309	LOC4802548|XP_001359446.4|DPSE	CG14882|NP_650544.1|DMEL
OG0001310	LOC4814497|XP_033240066.1|DPSE	CG9572|NP_608372.1|DMEL
OG0001311	LOC6901028|XP_033239697.1|DPSE	Bx|NP_001259687.1|DMEL
OG0001312	LOC6900500|XP_002134889.2|DPSE	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL
OG0001313	LOC4803950|XP_001360588.3|DPSE	SMC2|NP_610995.1|DMEL
OG0001314	LOC6902715|XP_002133229.2|DPSE	GatC|NP_001027263.1|DMEL
OG0001315	LOC4815428|XP_033240821.1|DPSE	CG4325|NP_569969.1|DMEL
OG0001316	LOC4804779|XP_001361288.1|DPSE	CG10916|NP_611303.1|DMEL
OG0001317	LOC4816600|XP_015036643.2|DPSE	yuri|NP_723903.3|DMEL
OG0001318	LOC6897705|XP_002137831.3|DPSE	CG9641|NP_608731.1|DMEL
OG0001319	LOC4816460|XP_001356208.4|DPSE	CG31769|NP_723866.2|DMEL, CG15293|NP_609702.1|DMEL
OG0001320	LOC6901565|XP_033238891.1|DPSE, LOC4803671|XP_001360352.4|DPSE, LOC6901820|XP_002134488.3|DPSE, LOC6897016|XP_002137201.3|DPSE	salto|NP_610756.2|DMEL
OG0001321	LOC6898160|XP_002138238.1|DPSE	CG15098|NP_611379.2|DMEL
OG0001322	LOC4802372|XP_003736722.2|DPSE	CG6813|NP_001163590.1|DMEL
OG0001322	LOC6897613|XP_002137757.2|DPSE	CG14667|NP_001014607.1|DMEL
OG0001323	LOC6902839|XP_002132575.2|DPSE	CG43773|NP_001137789.1|DMEL, CG43774|NP_608816.2|DMEL
OG0001324	LOC4816360|XP_001355883.2|DPSE, LOC6900953|XP_002134654.2|DPSE, LOC117184874|XP_033239860.1|DPSE, LOC6900954|XP_002134655.2|DPSE	CG6380|NP_609833.1|DMEL
OG0001325	LOC4802643|XP_001359523.2|DPSE	CG31454|NP_731250.1|DMEL, CG31259|NP_731251.1|DMEL
OG0001326	LOC4800395|XP_015038520.2|DPSE	Fer2LCH|NP_001263106.1|DMEL
OG0001328	LOC117185158|XP_033241167.1|DPSE, LOC117184554|XP_033238665.1|DPSE, LOC117184553|XP_033238664.1|DPSE, LOC6899629|XP_033241162.1|DPSE	CycD|NP_523355.2|DMEL
OG0001329	LOC117184586|XP_033238823.1|DPSE, LOC117184587|XP_033238824.1|DPSE, LOC117184588|XP_033238825.1|DPSE, LOC6902228|XP_002133756.3|DPSE, LOC6902230|XP_033238821.1|DPSE	CG9723|NP_573142.1|DMEL
OG0001330	LOC6901440|XP_015041691.2|DPSE	mud|NP_727769.3|DMEL
OG0001331	LOC4815539|XP_001355433.1|DPSE	CG14780|NP_569920.2|DMEL
OG0001333	LOC4816398|XP_001355929.3|DPSE	OtopLb|NP_608758.1|DMEL
OG0001334	LOC4800384|XP_001357669.3|DPSE	CDase|NP_651797.1|DMEL
OG0001335	LOC4802587|XP_001359480.4|DPSE	Ect3|NP_650142.1|DMEL
OG0001337	LOC4814195|XP_001354328.3|DPSE	Ubr1|NP_573184.1|DMEL
OG0001338	LOC4804098|XP_015039609.2|DPSE	Sply|NP_652032.1|DMEL
OG0001339	LOC4805092|XP_001361553.4|DPSE	Lac|NP_523713.2|DMEL
OG0001340	LOC26532891|XP_033238369.1|DPSE	Dbp80|NP_001263168.1|DMEL
OG0001341	LOC4800440|XP_001357716.2|DPSE	CG13630|NP_651281.1|DMEL
OG0001342	LOC6896715|XP_033235133.1|DPSE	Mgat2|NP_651763.4|DMEL
OG0001343	LOC4801898|XP_001358919.4|DPSE	Osi10a|NP_001368940.1|DMEL, Osi10b|NP_001368993.1|DMEL
OG0001344	LOC4800328|XP_001357582.3|DPSE	5-HT7|NP_524599.1|DMEL
OG0001345	LOC4800776|XP_001357991.3|DPSE	CG12811|NP_649972.1|DMEL
OG0001346	LOC117183281|XP_033232568.1|DPSE, LOC117183283|XP_033232570.1|DPSE, LOC4800359|XP_001357555.4|DPSE	CG16734|NP_649872.2|DMEL
OG0001347	LOC6901883|XP_002133418.2|DPSE, LOC6900220|XP_002135550.2|DPSE, LOC6900222|XP_002135552.2|DPSE	CG14613|NP_608463.1|DMEL
OG0001348	LOC6901208|XP_002133909.1|DPSE	Rai1|NP_996492.1|DMEL
OG0001349	LOC4813943|XP_033238542.1|DPSE	CG7120|NP_001246667.1|DMEL
OG0001350	LOC4813819|XP_001353919.4|DPSE	CG7560|NP_648462.1|DMEL
OG0001351	LOC4804081|XP_001360699.3|DPSE	CG12129|NP_610545.1|DMEL
OG0001352	LOC6898659|XP_033234153.1|DPSE	Src42A|NP_610191.2|DMEL
OG0001353	LOC4812831|XP_001353157.1|DPSE	CG7272|NP_648768.1|DMEL
OG0001354	LOC4804539|XP_015039998.2|DPSE	retn|NP_788434.1|DMEL
OG0001355	LOC4804222|XP_001360816.1|DPSE	RpS24|NP_611693.1|DMEL
OG0001356	LOC6897925|XP_033239001.1|DPSE	Tpc1|NP_650034.1|DMEL
OG0001357	LOC4813405|XP_001353261.1|DPSE	Mcad|NP_648149.1|DMEL
OG0001358	LOC4813256|XP_001353488.3|DPSE	ftz-f1|NP_524143.2|DMEL
OG0001359	LOC4816205|XP_001355787.2|DPSE	Spn27A|NP_652024.1|DMEL
OG0001360	LOC4804711|XP_001361229.2|DPSE	eIF3j|NP_610541.1|DMEL
OG0001361	LOC6900308|XP_002135629.2|DPSE	CNMaR|NP_001027122.2|DMEL
OG0001362	LOC4812684|XP_001353067.1|DPSE	Ubc4|NP_524010.2|DMEL
OG0001363	LOC4803273|XP_001360041.1|DPSE	Vha13|NP_477437.1|DMEL
OG0001364	LOC6899426|XP_033233715.1|DPSE	luna|NP_001260879.1|DMEL
OG0001365	LOC6901937|XP_002133471.1|DPSE, LOC6897710|XP_002137833.2|DPSE, LOC6900941|XP_002134642.1|DPSE	BI-1|NP_648205.1|DMEL
OG0001366	LOC117183342|XP_033232838.1|DPSE, LOC4814116|XP_001354266.4|DPSE, LOC6897017|XP_033233187.1|DPSE	CG7504|NP_001137907.1|DMEL
OG0001367	LOC6898419|XP_015039708.1|DPSE	CG33143|NP_001368934.1|DMEL
OG0001368	LOC6898537|XP_015040035.2|DPSE	Hydr1|NP_610459.2|DMEL
OG0001369	LOC4815190|XP_001354724.3|DPSE	Ndc80|NP_572902.1|DMEL
OG0001370	LOC4804486|XP_015039979.2|DPSE	CG3520|NP_611792.1|DMEL
OG0001371	LOC6903318|XP_033235499.1|DPSE	CG17684|NP_001015352.3|DMEL
OG0001372	LOC15382872|XP_033233220.1|DPSE	Stacl|NP_001260996.1|DMEL
OG0001373	LOC6902589|XP_002133117.3|DPSE	DIP-theta|NP_723103.1|DMEL
OG0001374	LOC4805487|XP_001361882.1|DPSE	Sps1|NP_725374.1|DMEL
OG0001375	LOC4802527|XP_001359431.4|DPSE	CG44098|NP_001262264.1|DMEL
OG0001376	LOC4805015|XP_001361485.2|DPSE	Smyd4-3|NP_725048.1|DMEL
OG0001377	LOC4817376|XP_033235327.1|DPSE	Snoo|NP_001097115.1|DMEL
OG0001378	LOC6902363|XP_002133309.3|DPSE, LOC4818042|XP_015035490.2|DPSE	TTLL3B|NP_609068.2|DMEL
OG0001379	LOC4817188|XP_015036107.1|DPSE	drm|NP_001285590.1|DMEL
OG0001380	LOC6898672|XP_015040234.2|DPSE	ZnT41F|NP_610185.1|DMEL
OG0001381	LOC4803820|XP_001360475.2|DPSE	csul|NP_477184.1|DMEL
OG0001382	LOC117183986|XP_033235659.1|DPSE, LOC6903567|XP_015035556.2|DPSE	toc|NP_477153.1|DMEL
OG0001383	LOC6903341|XP_002132222.1|DPSE, LOC4803354|XP_001360112.1|DPSE	Tom7|NP_610433.1|DMEL
OG0001384	LOC117183959|XP_033235580.1|DPSE, LOC4816707|XP_001356285.1|DPSE	amd|NP_724162.1|DMEL
OG0001385	LOC4817464|XP_033235365.1|DPSE	Pka-C1|NP_476977.1|DMEL
OG0001387	LOC4818098|XP_033236808.1|DPSE	CG5958|NP_609119.2|DMEL
OG0001388	LOC26533386|XP_033236160.1|DPSE	bsk|NP_723541.1|DMEL
OG0001389	LOC4800555|XP_033241836.1|DPSE	beat-IV|NP_001262876.1|DMEL
OG0001390	LOC4817570|XP_015036346.1|DPSE	Gs1l|NP_477229.3|DMEL
OG0001391	LOC4811697|XP_001352279.2|DPSE	AsnRS|NP_609948.1|DMEL
OG0001392	LOC4814504|XP_001355029.4|DPSE	CG10803|NP_570064.1|DMEL
OG0001393	LOC6901671|XP_002134340.1|DPSE, LOC6897229|XP_002137401.1|DPSE	RpL30|NP_524687.1|DMEL
OG0001394	LOC6903314|XP_033236868.1|DPSE	rho-5|NP_995679.1|DMEL
OG0001395	LOC4803088|XP_001359887.1|DPSE	Caf1-55|NP_524354.1|DMEL
OG0001396	LOC6902447|XP_002132992.2|DPSE, LOC6901333|XP_015041580.2|DPSE	CG12123|NP_572478.1|DMEL
OG0001397	LOC4802822|XP_001359664.2|DPSE	dpr4|NP_001014616.2|DMEL
OG0001398	LOC4815444|XP_015041220.2|DPSE	ras|NP_001356940.1|DMEL
OG0001399	LOC26533571|XP_033234447.1|DPSE	Nipped-A|NP_001097192.2|DMEL
OG0001400	LOC6897176|XP_002137356.5|DPSE	CG7966|NP_650256.2|DMEL
OG0001401	LOC117184478|XP_033238169.1|DPSE, LOC4813398|XP_001353301.2|DPSE	obst-F|NP_649186.1|DMEL
OG0001402	LOC6900298|XP_002135620.2|DPSE	CG10516|NP_648819.2|DMEL
OG0001403	LOC4812519|XP_001352966.2|DPSE	Oat|NP_649139.1|DMEL
OG0001404	LOC4804384|XP_015039907.1|DPSE	bbc|NP_001246300.1|DMEL
OG0001405	LOC4805705|XP_001362061.3|DPSE	NtR|NP_651958.2|DMEL
OG0001406	LOC6903006|XP_002132728.1|DPSE	Tim8|NP_572713.1|DMEL
OG0001407	LOC6902488|XP_002133033.3|DPSE, LOC117183188|XP_033236176.1|DPSE, LOC6900695|XP_002135059.2|DPSE	CG33051|NP_788522.1|DMEL
OG0001408	LOC4805667|XP_001362028.2|DPSE	CG8299|NP_611066.1|DMEL
OG0001411	LOC4801581|XP_001358651.2|DPSE	CG31321|NP_731899.1|DMEL
OG0001412	LOC4817506|XP_001356924.4|DPSE	squ|NP_001246044.1|DMEL, CG15484|NP_609587.1|DMEL
OG0001413	LOC4804109|XP_001360723.2|DPSE	CG5767|NP_611283.1|DMEL, CG5770|NP_611282.1|DMEL
