Orthogroup	DPSE.longest_only	DANA.longest_only
OG0002163	LOC4814236|XP_033239157.1|DPSE	LOC6504148|XP_001964272.1|DANA
OG0002164	LOC4802423|XP_001359345.2|DPSE	LOC6500050|XP_001953316.1|DANA
OG0002165	LOC6897406|XP_002137558.2|DPSE	LOC6500282|XP_001952880.2|DANA
OG0002166	LOC4816674|XP_001355901.2|DPSE	LOC6498458|XP_001962863.1|DANA
OG0002167	LOC4804608|XP_033234241.1|DPSE	LOC6494444|XP_001960307.1|DANA
OG0002168	LOC4803504|XP_001360218.3|DPSE	LOC6495361|XP_001958663.3|DANA
OG0002169	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE	LOC6507303|XP_001956283.1|DANA
OG0002170	LOC4811779|XP_033237304.1|DPSE	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA
OG0002171	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE	LOC6499821|XP_001953844.2|DANA
OG0002172	LOC4801169|XP_001358303.2|DPSE	LOC6500808|XP_001953955.1|DANA
OG0002173	LOC4817918|XP_001357234.1|DPSE	LOC6496885|XP_001963209.1|DANA
OG0002174	LOC4801078|XP_001358237.4|DPSE	LOC6500263|XP_001952914.1|DANA
OG0002175	LOC4801077|XP_001358236.1|DPSE	LOC6500294|XP_001952913.1|DANA
OG0002176	LOC4800512|XP_001357777.1|DPSE	LOC6499215|XP_001955088.1|DANA
OG0002177	LOC4800799|XP_001358010.1|DPSE	LOC6500716|XP_001953783.1|DANA
OG0002178	LOC4801147|XP_001358285.4|DPSE	LOC6505595|XP_001964625.2|DANA
OG0002179	LOC4811816|XP_001352379.4|DPSE	LOC6499882|XP_001953706.2|DANA
OG0002180	LOC6896726|XP_003736237.2|DPSE	LOC6501599|XP_032312076.1|DANA
OG0002181	LOC4815591|XP_001355661.1|DPSE	LOC6504465|XP_001966955.1|DANA
OG0002182	LOC4801292|XP_015037133.2|DPSE	LOC6500930|XP_014766804.1|DANA
OG0002183	LOC4804612|XP_001361145.5|DPSE	LOC6496133|XP_001960301.1|DANA
OG0002184	LOC4801630|XP_001358686.2|DPSE	LOC6499035|XP_001955468.1|DANA
OG0002185	LOC4800694|XP_015038652.1|DPSE	LOC6505648|XP_032305512.1|DANA
OG0002186	LOC4818010|XP_001357198.2|DPSE	LOC6497113|XP_001962730.1|DANA
OG0002187	LOC4801658|XP_001358710.1|DPSE	LOC6498949|XP_001955621.1|DANA
OG0002188	LOC4804306|XP_001360886.2|DPSE	LOC6494894|XP_014763061.1|DANA
OG0002189	LOC26533533|XP_015044546.2|DPSE	LOC26514498|XP_014760180.1|DANA
OG0002190	LOC4801742|XP_033241804.1|DPSE	LOC6500756|XP_001953856.1|DANA
OG0002191	LOC4812387|XP_001353010.2|DPSE	LOC6506748|XP_001957313.1|DANA
OG0002192	LOC4813628|XP_001353989.3|DPSE	LOC6506273|XP_001958219.1|DANA
OG0002193	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE	LOC6500312|XP_001952947.1|DANA
OG0002194	LOC4801190|XP_001358320.3|DPSE	LOC6501477|XP_001955327.1|DANA
OG0002195	LOC4801769|XP_001358810.4|DPSE	LOC6501443|XP_001955265.1|DANA
OG0002196	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE	LOC6500222|XP_014766422.1|DANA
OG0002197	LOC6899959|XP_002135327.2|DPSE	LOC6507525|XP_001955855.1|DANA
OG0002198	LOC6897882|XP_015038215.2|DPSE	LOC6499643|XP_032305863.1|DANA
OG0002199	LOC4801711|XP_001358758.3|DPSE	LOC6505887|XP_001964553.1|DANA
OG0002200	LOC4816067|XP_001355617.2|DPSE	LOC6502244|XP_001966073.1|DANA
OG0002202	LOC4801308|XP_015037148.2|DPSE	LOC6501388|XP_014767017.1|DANA
OG0002203	LOC4801723|XP_033240169.1|DPSE	LOC6500262|XP_001952915.3|DANA
OG0002204	LOC4801369|XP_001358476.2|DPSE	LOC6499116|XP_001955268.1|DANA
OG0002205	LOC4801281|XP_001358401.3|DPSE	LOC6500179|XP_001953075.1|DANA
OG0002206	LOC4801534|XP_003736536.3|DPSE	LOC6499793|XP_001953903.1|DANA
OG0002207	LOC4801871|XP_033238940.1|DPSE	LOC6499233|XP_001955055.2|DANA
OG0002208	LOC6897140|XP_002137320.2|DPSE	LOC6499235|XP_001955052.2|DANA
OG0002209	LOC4815563|XP_001355390.1|DPSE	LOC6504925|XP_001966603.1|DANA
OG0002210	LOC6897389|XP_003736628.2|DPSE	LOC6499157|XP_014765934.1|DANA
OG0002211	LOC4801272|XP_001358392.2|DPSE	LOC6500379|XP_032312137.1|DANA
OG0002212	LOC4800516|XP_001357781.1|DPSE	LOC6501365|XP_001955084.2|DANA
OG0002213	LOC4802274|XP_001359226.1|DPSE	LOC6499970|XP_001953525.1|DANA
OG0002214	LOC6896974|XP_033232526.1|DPSE	LOC6499760|XP_014766216.1|DANA
OG0002215	LOC6897024|XP_002137209.4|DPSE	LOC6500906|XP_014766785.2|DANA
OG0002216	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE	LOC6505047|XP_001965567.1|DANA
OG0002217	LOC4801361|XP_001358468.2|DPSE	LOC6500235|XP_001952971.1|DANA
OG0002218	LOC4816021|XP_001355279.2|DPSE	LOC6504576|XP_001966594.1|DANA
OG0002219	LOC4801991|XP_001359002.3|DPSE	LOC6500164|XP_001953104.1|DANA
OG0002220	LOC4801992|XP_033233457.1|DPSE	LOC6500385|XP_032305738.1|DANA
OG0002221	LOC4812746|XP_001353124.4|DPSE	LOC6507769|XP_001956318.3|DANA
OG0002222	LOC4805451|XP_001361850.5|DPSE	LOC6496467|XP_001960963.1|DANA
OG0002223	LOC4803802|XP_033234347.1|DPSE	LOC6494133|XP_032306606.1|DANA
OG0002224	LOC4804900|XP_033234157.1|DPSE	LOC6496030|XP_032307267.1|DANA
OG0002225	LOC6899990|XP_002135356.3|DPSE	LOC6493196|XP_032310779.1|DANA
OG0002226	LOC4803424|XP_001360139.1|DPSE	LOC6496638|XP_001961307.1|DANA
OG0002227	LOC4804232|XP_033234573.1|DPSE	LOC6494985|XP_032306762.1|DANA
OG0002228	LOC4803580|XP_001360284.2|DPSE	LOC6495198|XP_001958872.1|DANA
OG0002229	LOC6898965|XP_002138925.3|DPSE	LOC6495839|XP_001959685.2|DANA
OG0002230	LOC4804755|XP_004444285.2|DPSE	LOC6495938|XP_001959890.1|DANA
OG0002231	LOC4803485|XP_001360203.4|DPSE	LOC6495090|XP_001959085.1|DANA
OG0002232	LOC4805512|XP_001361903.2|DPSE	LOC6495833|XP_001959678.1|DANA
OG0002233	LOC6900478|XP_002134868.3|DPSE	LOC6506651|XP_001957473.2|DANA
OG0002235	LOC4805212|XP_033234659.1|DPSE	LOC6495867|XP_001959747.2|DANA
OG0002236	LOC4804289|XP_001360870.3|DPSE	LOC6494903|XP_001959458.1|DANA
OG0002237	LOC4804305|XP_015039799.2|DPSE	LOC6498799|XP_032308237.1|DANA, LOC6507460|XP_001955968.2|DANA, LOC6495740|XP_014763471.1|DANA
OG0002238	LOC4803415|XP_015039068.2|DPSE	LOC6493940|XP_032311467.1|DANA
OG0002239	LOC4803538|XP_001360248.1|DPSE	LOC6496241|XP_001960520.1|DANA
OG0002240	LOC4805227|XP_001361665.2|DPSE	LOC6495178|XP_001958906.1|DANA
OG0002241	LOC4812220|XP_001352612.3|DPSE	LOC6507294|XP_001956297.2|DANA
OG0002242	LOC4813950|XP_001354110.3|DPSE	LOC6507032|XP_001956788.1|DANA
OG0002243	LOC4801861|XP_033241811.1|DPSE	LOC26513687|XP_014760888.1|DANA
OG0002244	LOC4812636|XP_001353026.3|DPSE	LOC6506525|XP_032310164.1|DANA
OG0002245	LOC4811920|XP_001352523.4|DPSE	LOC6506784|XP_001957246.1|DANA
OG0002246	LOC4803416|XP_033234070.1|DPSE	LOC6495987|XP_032306609.1|DANA
OG0002247	LOC26533982|XP_015039134.1|DPSE	LOC26513899|XP_014763954.1|DANA
OG0002248	LOC4812023|XP_001352600.2|DPSE	LOC6507687|XP_001956148.2|DANA
OG0002249	LOC6900883|XP_002135240.1|DPSE	LOC6493159|XP_014764244.1|DANA
OG0002250	LOC4804402|XP_001360971.3|DPSE	LOC6495062|XP_032306973.1|DANA
OG0002251	LOC4804400|XP_001360970.3|DPSE	LOC6495584|XP_032306744.1|DANA
OG0002252	LOC4804414|XP_001360982.4|DPSE	LOC6495593|XP_014763361.1|DANA
OG0002253	LOC4805586|XP_001361967.3|DPSE	LOC26514309|XP_032306226.1|DANA
OG0002254	LOC4800424|XP_033241599.1|DPSE	LOC6501541|XP_001955447.1|DANA
OG0002255	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE	LOC6502905|XP_001963619.1|DANA
OG0002256	LOC4805321|XP_001361740.3|DPSE	LOC6493955|XP_001961255.1|DANA
OG0002257	LOC4804745|XP_001361257.2|DPSE	LOC6495269|XP_001958732.3|DANA
OG0002258	LOC4814040|XP_001354185.2|DPSE	LOC6506197|XP_032309515.1|DANA
OG0002259	LOC117184417|XP_033237535.1|DPSE	LOC6503209|XP_001963646.1|DANA
OG0002260	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE	LOC6493717|XP_001958296.1|DANA
OG0002261	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE	LOC6506353|XP_001958048.1|DANA
OG0002262	LOC6898797|XP_033233521.1|DPSE	LOC6494347|XP_001960490.2|DANA
OG0002263	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE	LOC6506791|XP_001957235.1|DANA
OG0002264	LOC4805450|XP_001361849.2|DPSE	LOC6494106|XP_001960964.3|DANA
OG0002265	LOC4812932|XP_001353784.2|DPSE	LOC6493474|XP_001957830.1|DANA
OG0002266	LOC6901984|XP_033239645.1|DPSE	LOC6493700|XP_001958263.1|DANA
OG0002267	LOC4812185|XP_001352768.3|DPSE	LOC6493014|XP_001956854.1|DANA
OG0002268	LOC4813219|XP_001354081.1|DPSE	LOC6506833|XP_001957149.1|DANA
OG0002269	LOC6899116|XP_002139033.2|DPSE	LOC6494362|XP_001960463.1|DANA
OG0002270	LOC4805354|XP_015040595.2|DPSE	LOC6494151|XP_001960862.1|DANA
OG0002271	LOC4814003|XP_001354157.2|DPSE	LOC6507005|XP_001956842.1|DANA
OG0002272	LOC4813762|XP_001353728.1|DPSE	LOC6507453|XP_001955982.1|DANA
OG0002273	LOC6900496|XP_015042837.2|DPSE	LOC6493240|XP_032310651.1|DANA
OG0002274	LOC4813190|XP_033240151.1|DPSE	LOC6493800|XP_032310517.1|DANA
OG0002275	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE	LOC6507033|XP_001956786.1|DANA
OG0002276	LOC4814086|XP_015042453.2|DPSE	LOC6507656|XP_014765388.1|DANA
OG0002277	LOC4814148|XP_001354236.2|DPSE	LOC26515182|XP_032310620.1|DANA
OG0002278	LOC4812879|XP_001353753.3|DPSE	LOC6493334|XP_032310304.1|DANA
OG0002279	LOC4814189|XP_001354315.1|DPSE	LOC6493552|XP_001957983.2|DANA
OG0002280	LOC6900150|XP_033237540.1|DPSE	LOC6506571|XP_001957621.2|DANA
OG0002281	LOC4812172|XP_001352825.3|DPSE	LOC6493374|XP_001957630.1|DANA
OG0002282	LOC4812505|XP_001352483.2|DPSE	LOC6493400|XP_001957672.1|DANA
OG0002283	LOC4804467|XP_001361026.3|DPSE	LOC6494702|XP_001959827.1|DANA
OG0002284	LOC4804037|XP_001360665.2|DPSE	LOC6494080|XP_001961016.1|DANA
OG0002285	LOC4814837|XP_001355139.1|DPSE	LOC6503633|XP_001964032.1|DANA
OG0002286	LOC6898207|XP_002138277.3|DPSE	LOC6494167|XP_001960837.2|DANA
OG0002287	LOC4805355|XP_015040597.2|DPSE	LOC6494152|XP_001960861.2|DANA
OG0002288	LOC4813986|XP_033240801.1|DPSE	LOC6493007|XP_014764177.1|DANA
OG0002289	LOC4812738|XP_001353116.2|DPSE	LOC6493032|XP_001956905.1|DANA
OG0002290	LOC4818177|XP_004444598.3|DPSE	LOC6498208|XP_001962304.1|DANA
OG0002291	LOC4804924|XP_001361408.4|DPSE	LOC6496515|XP_032306271.1|DANA
OG0002292	LOC4803417|XP_015039071.1|DPSE	LOC6494627|XP_032306813.1|DANA
OG0002293	LOC4803332|XP_001357513.3|DPSE	LOC116656506|XP_032312044.1|DANA
OG0002294	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE	LOC6499467|XP_001954578.1|DANA
OG0002295	LOC4818003|XP_033235189.1|DPSE	LOC6497762|XP_032307525.1|DANA
OG0002296	LOC4817016|XP_033236783.1|DPSE	LOC6504632|XP_032310945.1|DANA
OG0002297	LOC4803093|XP_033233877.1|DPSE	LOC6494642|XP_032312349.1|DANA
OG0002298	LOC4804311|XP_001360891.1|DPSE	LOC6494228|XP_014762676.1|DANA
OG0002299	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE	LOC6495295|XP_001958682.1|DANA
OG0002300	LOC6902591|XP_015036696.2|DPSE	LOC6497139|XP_032311257.1|DANA
OG0002301	LOC4817935|XP_001357416.4|DPSE	LOC6497250|XP_014761583.1|DANA
OG0002302	LOC4818001|XP_033236505.1|DPSE	LOC6497245|XP_014761579.1|DANA
OG0002303	LOC6899448|XP_002136085.1|DPSE	LOC6504026|XP_001964030.3|DANA
OG0002304	LOC6903466|XP_015035425.2|DPSE	LOC6497814|XP_001961502.1|DANA
OG0002305	LOC4813969|XP_001354127.3|DPSE	LOC6506774|XP_001957266.1|DANA
OG0002306	LOC6902343|XP_002133289.3|DPSE	LOC6497199|XP_001962571.1|DANA
OG0002307	LOC4817520|XP_001356935.3|DPSE	LOC6496839|XP_001963298.1|DANA
OG0002308	LOC4816964|XP_001356376.3|DPSE	LOC6504621|XP_001964891.2|DANA
OG0002309	LOC4817161|XP_001356818.1|DPSE	LOC6497214|XP_001962544.1|DANA
OG0002310	LOC4817996|XP_015035580.2|DPSE	LOC6497964|XP_001961805.1|DANA
OG0002311	LOC6902405|XP_015036986.1|DPSE	LOC6497253|XP_032307674.1|DANA
OG0002312	LOC4817953|XP_001357342.4|DPSE	LOC6504345|XP_001965013.2|DANA
OG0002313	LOC4803967|XP_015039514.1|DPSE	LOC6496367|XP_014763782.1|DANA
OG0002314	LOC6898050|XP_002138136.1|DPSE	LOC6495425|XP_001958821.1|DANA
OG0002315	LOC4804144|XP_033233884.1|DPSE	LOC6495496|XP_014763336.1|DANA
OG0002316	LOC4817270|XP_001356777.3|DPSE	LOC6498439|XP_001962824.2|DANA
OG0002317	LOC6900355|XP_015042586.1|DPSE	LOC6506324|XP_014764707.1|DANA
OG0002318	LOC4817648|XP_001357040.2|DPSE	LOC6497895|XP_001961666.1|DANA
OG0002319	LOC4816342|XP_001356136.2|DPSE	LOC6505710|XP_001964990.1|DANA
OG0002320	LOC4805511|XP_001361902.2|DPSE	LOC6495577|XP_001959131.1|DANA
OG0002321	LOC4803680|XP_033234103.1|DPSE	LOC6494935|XP_032305946.1|DANA
OG0002322	LOC4816583|XP_001356097.4|DPSE	LOC6497156|XP_001962654.3|DANA
OG0002323	LOC4818190|XP_001357501.2|DPSE	LOC6497559|XP_001961819.1|DANA
OG0002324	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE	LOC6493586|XP_014764453.1|DANA
OG0002325	LOC4813316|XP_015042984.1|DPSE	LOC6506450|XP_001957860.2|DANA
OG0002326	LOC4813019|XP_015042986.2|DPSE	LOC6493494|XP_001957861.1|DANA
OG0002327	LOC4803139|XP_003736916.2|DPSE	LOC6499531|XP_001954430.2|DANA
OG0002328	LOC4816611|XP_015036723.1|DPSE	LOC6497264|XP_032307707.1|DANA
OG0002329	LOC4817602|XP_001357004.1|DPSE	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA
OG0002330	LOC4817604|XP_001357006.3|DPSE	LOC6497554|XP_001961833.3|DANA
OG0002331	LOC4814533|XP_001355103.2|DPSE	LOC6502008|XP_014759698.1|DANA
OG0002332	LOC4812068|XP_001352719.3|DPSE	LOC6506889|XP_001957054.3|DANA
OG0002333	LOC6898614|XP_002138619.3|DPSE	LOC6494397|XP_001960404.2|DANA
OG0002334	LOC4818020|XP_001357220.3|DPSE	LOC6498390|XP_001962698.2|DANA
OG0002335	LOC6898566|XP_002138586.3|DPSE	LOC6495575|XP_001959125.2|DANA
OG0002336	LOC4812124|XP_033240410.1|DPSE	LOC6493655|XP_001958170.1|DANA
OG0002337	LOC6898867|XP_033234569.1|DPSE	LOC6495348|XP_014763269.1|DANA
OG0002338	LOC4817780|XP_001357144.3|DPSE	LOC6507050|XP_001965300.1|DANA
OG0002339	LOC6902511|XP_002133053.3|DPSE	LOC6503279|XP_001967587.2|DANA
OG0002340	LOC4817014|XP_001356841.3|DPSE	LOC6504300|XP_001965064.2|DANA
OG0002341	LOC4804085|XP_001360702.1|DPSE	LOC6495761|XP_001959517.1|DANA
OG0002342	LOC4817341|XP_015035889.1|DPSE	LOC6498527|XP_001962998.2|DANA
OG0002343	LOC4816738|XP_001355956.3|DPSE	LOC6496989|XP_014761464.1|DANA
OG0002344	LOC26533548|XP_033236789.1|DPSE	LOC6496775|XP_014760193.1|DANA
OG0002345	LOC4805000|XP_001361470.2|DPSE	LOC6494094|XP_001960990.1|DANA
OG0002346	LOC4816108|XP_001355782.2|DPSE	LOC6497286|XP_001962389.1|DANA
OG0002347	LOC6898047|XP_002138133.2|DPSE	LOC6495487|XP_001958955.1|DANA
OG0002348	LOC4817306|XP_033235353.1|DPSE	LOC6498077|XP_014761964.1|DANA
OG0002349	LOC4805002|XP_003736961.3|DPSE	LOC26515533|XP_014764135.1|DANA
OG0002350	LOC4805001|XP_033234249.1|DPSE	LOC6496482|XP_001960989.1|DANA
OG0002351	LOC4804275|XP_001360856.3|DPSE	LOC6495703|XP_001959405.1|DANA
OG0002352	LOC4805198|XP_001361643.2|DPSE	LOC6495771|XP_001959542.1|DANA
OG0002353	LOC6903361|XP_002132242.2|DPSE	LOC6505397|XP_001966897.2|DANA
OG0002354	LOC6902362|XP_002133308.1|DPSE	LOC6497173|XP_032310998.1|DANA
OG0002355	LOC6902745|XP_002133259.2|DPSE	LOC6505383|XP_032309133.1|DANA
OG0002356	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE	LOC6496825|XP_001963325.2|DANA
OG0002357	LOC4801730|XP_001358773.2|DPSE	LOC6500256|XP_014766457.1|DANA
OG0002358	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE	LOC6498559|XP_001963062.1|DANA
OG0002359	LOC4815909|XP_001355722.1|DPSE	LOC6501909|XP_001966688.2|DANA
OG0002360	LOC4817280|XP_001356860.1|DPSE	LOC6497372|XP_001962217.2|DANA
OG0002361	LOC6900843|XP_033237624.1|DPSE	LOC6493704|XP_001958271.1|DANA
OG0002362	LOC4817195|XP_015035828.2|DPSE	LOC6496844|XP_032310888.1|DANA
OG0002363	LOC4817299|XP_001356402.1|DPSE	LOC6496862|XP_001963254.1|DANA
OG0002364	LOC4817033|XP_015035785.2|DPSE	LOC6496860|XP_032310902.1|DANA
OG0002365	LOC6902796|XP_015035780.2|DPSE	LOC6496858|XP_001963258.1|DANA
OG0002366	LOC4817444|XP_001356728.3|DPSE	LOC6504226|XP_032311356.1|DANA
OG0002367	LOC4817078|XP_015036059.2|DPSE	LOC6497425|XP_001962113.1|DANA
OG0002368	LOC4818128|XP_001357192.1|DPSE	LOC6498218|XP_001962325.2|DANA
OG0002369	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE	LOC6503170|XP_001963568.1|DANA
OG0002370	LOC6902704|XP_002133218.2|DPSE	LOC6497100|XP_001962756.1|DANA
OG0002371	LOC4816330|XP_015036804.1|DPSE	LOC6498415|XP_001962758.1|DANA
OG0002372	LOC4817792|XP_001357109.4|DPSE	LOC6497836|XP_001961543.2|DANA
OG0002373	LOC4817344|XP_001356547.1|DPSE	LOC6503545|XP_001965292.1|DANA
OG0002374	LOC6897161|XP_003736489.2|DPSE	LOC6499113|XP_001955274.2|DANA
OG0002375	LOC4802018|XP_001359021.1|DPSE	LOC6501227|XP_001954800.1|DANA
OG0002376	LOC4816111|XP_001355773.1|DPSE	LOC6498243|XP_032307398.1|DANA
OG0002377	LOC4802440|XP_001359359.2|DPSE	LOC6500491|XP_001953337.1|DANA
OG0002378	LOC4813788|XP_001353501.1|DPSE	LOC6507801|XP_001956371.1|DANA
OG0002379	LOC4817489|XP_001356908.3|DPSE	LOC6503320|XP_001965403.1|DANA
OG0002380	LOC4814921|XP_001355096.1|DPSE	LOC6503093|XP_001963411.1|DANA
OG0002381	LOC4805350|XP_001361764.1|DPSE	LOC6495743|XP_001959478.1|DANA
OG0002382	LOC4815218|XP_033240934.1|DPSE	LOC6504504|XP_032308154.1|DANA
OG0002383	LOC4812321|XP_001352753.2|DPSE	LOC6507458|XP_001955970.2|DANA
OG0002384	LOC6901166|XP_002133867.3|DPSE	LOC6504142|XP_032308706.1|DANA
OG0002385	LOC4811846|XP_015044280.1|DPSE	LOC6506063|XP_001966651.2|DANA
OG0002386	LOC4802901|XP_001359728.3|DPSE	LOC6500410|XP_032312292.1|DANA
OG0002387	LOC4801234|XP_015037102.2|DPSE	LOC6499773|XP_032305793.1|DANA
OG0002388	LOC4803095|XP_001359893.3|DPSE	LOC6494631|XP_001965946.2|DANA
OG0002389	LOC4800421|XP_001357699.1|DPSE	LOC6499041|XP_001955444.1|DANA
OG0002390	LOC4816772|XP_001356055.3|DPSE	LOC6498623|XP_001963177.1|DANA
OG0002391	LOC4805399|XP_001361804.2|DPSE	LOC6496253|XP_032307075.1|DANA
OG0002392	LOC4811994|XP_001352669.3|DPSE	LOC6507723|XP_001956216.2|DANA
OG0002393	LOC6900032|XP_033237408.1|DPSE, LOC6897885|XP_002137987.1|DPSE	LOC6493391|XP_032310130.1|DANA
OG0002394	LOC4802422|XP_001359342.2|DPSE	LOC6500051|XP_001953313.1|DANA
OG0002395	LOC6897931|XP_033236597.1|DPSE	LOC6499522|XP_001954447.2|DANA
OG0002396	LOC4803356|XP_001360110.3|DPSE	LOC6495872|XP_001959759.1|DANA
OG0002397	LOC4803333|XP_001357518.1|DPSE	LOC6497377|XP_001962209.1|DANA
OG0002398	LOC4815335|XP_001354928.3|DPSE	LOC6501934|XP_001966719.1|DANA
OG0002399	LOC4805672|XP_001362032.2|DPSE	LOC6493909|XP_001961345.2|DANA
OG0002400	LOC4803936|XP_001360576.3|DPSE	LOC6495973|XP_001959955.2|DANA
OG0002401	LOC117184353|XP_033237266.1|DPSE	LOC6505486|XP_032311767.1|DANA
OG0002402	LOC6897836|XP_002137941.2|DPSE	LOC6498955|XP_001955611.1|DANA
OG0002403	LOC6897835|XP_033232643.1|DPSE	LOC6498956|XP_032312351.1|DANA
OG0002404	LOC4802777|XP_001359637.2|DPSE	LOC6500470|XP_001953284.1|DANA
OG0002405	LOC4802446|XP_001359364.3|DPSE	LOC6500495|XP_001953343.1|DANA
OG0002406	LOC4812613|XP_001352579.3|DPSE	LOC6493084|XP_001957011.1|DANA
OG0002407	LOC6897412|XP_033234752.1|DPSE	LOC6505626|XP_032305496.1|DANA
OG0002408	LOC4802434|XP_001359356.1|DPSE	LOC6500488|XP_001953331.1|DANA
OG0002409	LOC4813025|XP_033240981.1|DPSE	LOC6507234|XP_032309990.1|DANA
OG0002410	LOC4803285|XP_033241673.1|DPSE	LOC6500142|XP_001953143.1|DANA
OG0002411	LOC4803036|XP_001359838.1|DPSE	LOC6501210|XP_001954770.1|DANA
OG0002412	LOC13036350|XP_033233061.1|DPSE	LOC26514071|XP_014765568.1|DANA
OG0002413	LOC4815497|XP_001355571.1|DPSE	LOC6504110|XP_001964199.1|DANA
OG0002414	LOC4812263|XP_001352456.2|DPSE	LOC6507083|XP_001956700.1|DANA
OG0002415	LOC4802615|XP_001359502.4|DPSE	LOC6500025|XP_001953374.2|DANA
OG0002416	LOC4811848|XP_033237142.1|DPSE	LOC6504367|XP_014759443.1|DANA
OG0002417	LOC4817743|XP_001357106.1|DPSE	LOC6497682|XP_001961580.1|DANA
OG0002418	LOC6897797|XP_002137902.2|DPSE	LOC6505769|XP_001964347.3|DANA
OG0002419	LOC4816016|XP_015041091.2|DPSE	LOC6502216|XP_001966013.1|DANA
OG0002420	LOC4812067|XP_001352481.1|DPSE	LOC6493401|XP_001957674.1|DANA
OG0002421	LOC4802153|XP_001359129.3|DPSE	LOC6503409|XP_001967485.3|DANA
OG0002422	LOC4802717|XP_015038028.1|DPSE	LOC6500589|XP_001953528.1|DANA
OG0002423	LOC4813902|XP_001353940.2|DPSE	LOC6507870|XP_032309869.1|DANA
OG0002424	LOC4811794|XP_001352361.1|DPSE	LOC6501811|XP_001967404.1|DANA
OG0002425	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE	LOC6504583|XP_001966583.1|DANA
OG0002426	LOC4813386|XP_001353674.3|DPSE	LOC6492958|XP_001956748.1|DANA
OG0002427	LOC4811793|XP_001352360.3|DPSE	LOC6501808|XP_001967400.1|DANA
OG0002428	LOC6902138|XP_002133669.2|DPSE	LOC6503126|XP_001963471.3|DANA
OG0002429	LOC4814034|XP_033238279.1|DPSE	LOC6493115|XP_032310335.1|DANA
OG0002430	LOC4803493|XP_015039118.2|DPSE	LOC6495554|XP_001959092.1|DANA
OG0002431	LOC6903882|XP_002136629.1|DPSE	LOC6495193|XP_001958882.1|DANA
OG0002432	LOC4815138|XP_001355173.3|DPSE	LOC6503547|XP_001964180.1|DANA
OG0002433	LOC6899369|XP_002136158.2|DPSE	LOC6498845|XP_001955812.1|DANA
OG0002434	LOC4802132|XP_001359112.3|DPSE	LOC6498978|XP_001955574.1|DANA
OG0002435	LOC6901476|XP_033239515.1|DPSE	LOC6502312|XP_032309399.1|DANA
OG0002436	LOC4804876|XP_001361365.2|DPSE	LOC6505766|XP_001964341.1|DANA, LOC6496560|XP_001961149.1|DANA
OG0002437	LOC4805164|XP_015040470.2|DPSE	LOC6496544|XP_001961113.1|DANA
OG0002438	LOC4814729|XP_001354516.3|DPSE	LOC6502232|XP_001966030.1|DANA
OG0002439	LOC4817941|XP_001357193.3|DPSE	LOC6498219|XP_001962326.1|DANA
OG0002440	LOC4813289|XP_001353958.3|DPSE	LOC6507207|XP_001956476.1|DANA
OG0002441	LOC6898791|XP_002138767.3|DPSE	LOC6494352|XP_001960484.1|DANA
OG0002442	LOC4804000|XP_001360631.2|DPSE	LOC6494509|XP_001960201.1|DANA
OG0002443	LOC4804882|XP_001361370.4|DPSE	LOC6493945|XP_032311500.1|DANA
OG0002444	LOC4805701|XP_001362059.3|DPSE	LOC6494514|XP_001960195.1|DANA
OG0002445	LOC4805150|XP_004444403.3|DPSE	LOC6494025|XP_001961128.2|DANA
OG0002446	LOC4803985|XP_001360618.3|DPSE	LOC6494204|XP_001960754.3|DANA
OG0002447	LOC4812897|XP_001354000.2|DPSE	LOC6506219|XP_001958323.2|DANA
OG0002448	LOC4803694|XP_001360371.1|DPSE	LOC6496103|XP_001960231.1|DANA
OG0002449	LOC4804176|XP_001360779.2|DPSE	LOC6494281|XP_001960610.1|DANA
OG0002450	LOC4803233|XP_001360007.2|DPSE	LOC6500228|XP_001952985.1|DANA
