Orthogroup	DPSE.longest_only	DEUG.longest_only
OG0001517	LOC4800665|XP_001357897.3|DPSE	LOC108115879|XP_017083008.1|DEUG
OG0001518	LOC4815243|XP_001355130.4|DPSE	LOC108118090|XP_017086132.1|DEUG
OG0001519	LOC4802981|XP_001359790.3|DPSE	LOC108115055|XP_017081790.1|DEUG, LOC108108597|XP_017072186.1|DEUG, LOC108115075|XP_017081813.1|DEUG, LOC108115086|XP_017081823.1|DEUG
OG0001520	LOC4801929|XP_001358947.1|DPSE	LOC108115321|XP_017082217.1|DEUG, LOC108115322|XP_017082218.1|DEUG
OG0001521	LOC4817973|XP_001357298.2|DPSE	LOC108106984|XP_017069809.1|DEUG
OG0001523	LOC4805224|XP_001361663.3|DPSE	LOC108112268|XP_017077579.1|DEUG, LOC108112225|XP_017077534.1|DEUG
OG0001524	LOC4805404|XP_033234435.1|DPSE	LOC108106324|XP_017068784.1|DEUG
OG0001526	LOC6901419|XP_002134105.2|DPSE	LOC108102951|XP_017063718.1|DEUG, LOC108102952|XP_017063719.1|DEUG
OG0001527	LOC6901066|XP_002134545.3|DPSE	LOC108103185|XP_017064061.1|DEUG
OG0001527	LOC117184663|XP_033239147.1|DPSE	LOC108103186|XP_017064062.1|DEUG
OG0001528	LOC117183192|XP_033240454.1|DPSE, LOC4801024|XP_001358194.5|DPSE	LOC108113726|XP_017079899.1|DEUG
OG0001529	LOC26532027|XP_015042356.1|DPSE	LOC108103538|XP_017064556.1|DEUG
OG0001530	LOC6902683|XP_002133199.3|DPSE	LOC108108527|XP_017072091.1|DEUG
OG0001531	LOC6902091|XP_002133622.2|DPSE, LOC4804072|XP_001360690.3|DPSE, LOC6898572|XP_002138592.2|DPSE	LOC108111912|XP_017077040.1|DEUG
OG0001534	LOC6902031|XP_033237898.1|DPSE	LOC108109721|XP_017073843.1|DEUG
OG0001535	LOC4814357|XP_001354423.1|DPSE	LOC108114768|XP_017081404.1|DEUG
OG0001536	LOC4814601|XP_001354832.2|DPSE	LOC108117475|XP_017085391.1|DEUG
OG0001537	LOC6902813|XP_015035819.2|DPSE, LOC4817068|XP_001356428.1|DPSE	LOC108110732|XP_017075411.1|DEUG
OG0001538	LOC6902153|XP_015041209.2|DPSE	LOC108118357|XP_017086512.1|DEUG
OG0001539	LOC4803955|XP_001360593.2|DPSE	LOC108109037|XP_017072824.1|DEUG
OG0001540	LOC6899940|XP_002135308.2|DPSE, LOC26532228|XP_015037482.2|DPSE, LOC4816801|XP_001356412.3|DPSE	LOC108110751|XP_017075449.1|DEUG
OG0001541	LOC4812581|XP_001352392.3|DPSE	LOC108116752|XP_017084258.1|DEUG
OG0001542	LOC4802105|XP_002137604.3|DPSE	LOC108116444|XP_017083843.1|DEUG, LOC108109665|XP_017073775.1|DEUG
OG0001543	LOC4814491|XP_001354698.2|DPSE	LOC108103966|XP_017065229.1|DEUG
OG0001544	LOC6901826|XP_015042172.2|DPSE	LOC108110387|XP_017074922.1|DEUG
OG0001545	LOC6901886|XP_033237687.1|DPSE	LOC108105910|XP_017068173.1|DEUG
OG0001546	LOC4815501|XP_033237685.1|DPSE	LOC108117711|XP_017085755.1|DEUG
OG0001547	LOC6901306|XP_033240413.1|DPSE	LOC108118129|XP_017086179.1|DEUG
OG0001548	LOC4814556|XP_015041555.1|DPSE	LOC108103930|XP_017065171.1|DEUG
OG0001549	LOC6902880|XP_015035927.2|DPSE	LOC108118432|XP_017086622.1|DEUG
OG0001550	LOC6897009|XP_002137194.3|DPSE	LOC108117482|XP_017085442.1|DEUG
OG0001551	LOC4800916|XP_015038617.2|DPSE	LOC108115702|XP_017082761.1|DEUG
OG0001552	LOC4800355|XP_001357559.1|DPSE	LOC108112850|XP_017078661.1|DEUG
OG0001553	LOC4814982|XP_033239500.1|DPSE	LOC108118289|XP_017086379.1|DEUG
OG0001554	LOC4801012|XP_015038636.2|DPSE	LOC108116453|XP_017083859.1|DEUG
OG0001555	LOC4817337|XP_001356893.1|DPSE	LOC108106946|XP_017069703.1|DEUG
OG0001556	LOC4804780|XP_001361289.1|DPSE	LOC108113255|XP_017079292.1|DEUG
OG0001557	LOC4815477|XP_015041023.2|DPSE	LOC108109976|XP_017074286.1|DEUG
OG0001558	LOC26532991|XP_015044202.2|DPSE, LOC4811768|XP_033238062.1|DPSE	LOC108115202|XP_017082016.1|DEUG
OG0001559	LOC4801718|XP_001358763.3|DPSE	LOC108116674|XP_017084160.1|DEUG
OG0001560	LOC4802017|XP_033235903.1|DPSE	LOC108109292|XP_017073278.1|DEUG, LOC108109282|XP_017073266.1|DEUG, LOC108115147|XP_017081936.1|DEUG
OG0001561	LOC4801206|XP_015037090.2|DPSE	LOC108111595|XP_017076605.1|DEUG
OG0001562	LOC4816177|XP_001355789.3|DPSE	LOC108106933|XP_017069687.1|DEUG
OG0001563	LOC6899766|XP_033241743.1|DPSE	LOC108114750|XP_017081351.1|DEUG, LOC108117453|XP_017085358.1|DEUG, LOC108112068|XP_017077306.1|DEUG
OG0001564	LOC4800966|XP_033241641.1|DPSE	LOC108109464|XP_017073468.1|DEUG
OG0001565	LOC4801588|XP_001358657.4|DPSE	LOC108109501|XP_017073529.1|DEUG
OG0001566	LOC6901752|XP_002134421.1|DPSE	LOC108116462|XP_017083881.1|DEUG
OG0001567	LOC4805109|XP_001361567.2|DPSE	LOC108106763|XP_017069492.1|DEUG
OG0001568	LOC4801949|XP_033232924.1|DPSE	LOC108111664|XP_017076684.1|DEUG
OG0001569	LOC6897137|XP_015037138.2|DPSE	LOC108116990|XP_017084644.1|DEUG
OG0001570	LOC4801271|XP_001358391.3|DPSE	LOC108116846|XP_017084390.1|DEUG, LOC108116828|XP_017084368.1|DEUG
OG0001571	LOC4817717|XP_033236567.1|DPSE	LOC108111237|XP_017076129.1|DEUG
OG0001572	LOC4814552|XP_001355107.2|DPSE	LOC108103023|XP_017063839.1|DEUG
OG0001573	LOC6900063|XP_033238385.1|DPSE	LOC108107794|XP_017070994.1|DEUG
OG0001574	LOC4815338|XP_001354779.2|DPSE	LOC108105518|XP_017067633.1|DEUG
OG0001575	LOC4801789|XP_003736600.3|DPSE	LOC108116586|XP_017084018.1|DEUG
OG0001576	LOC4803146|XP_001359936.1|DPSE	LOC108116471|XP_017083891.1|DEUG
OG0001577	LOC6896899|XP_002137086.2|DPSE, LOC4800243|XP_001357649.2|DPSE	LOC108111401|XP_017076327.1|DEUG
OG0001578	LOC4804822|XP_001361324.3|DPSE	LOC108113281|XP_017079319.1|DEUG
OG0001579	LOC4814919|XP_001354901.1|DPSE, LOC117184821|XP_033239668.1|DPSE	LOC108105030|XP_017066916.1|DEUG
OG0001580	LOC6898870|XP_015040556.2|DPSE	LOC108112976|XP_017078873.1|DEUG
OG0001581	LOC6902224|XP_002133752.3|DPSE	LOC108103148|XP_017064010.1|DEUG
OG0001582	LOC4805467|XP_015040672.2|DPSE	LOC108106648|XP_017069352.1|DEUG
OG0001583	LOC4805009|XP_015040360.2|DPSE	LOC108113043|XP_017078961.1|DEUG
OG0001584	LOC4812842|XP_001353670.2|DPSE, LOC6900614|XP_002134987.2|DPSE	LOC108104625|XP_017066289.1|DEUG
OG0001585	LOC4814489|XP_015042053.2|DPSE	LOC108109956|XP_017074259.1|DEUG
OG0001586	LOC4813835|XP_001353232.1|DPSE	LOC108102727|XP_017063355.1|DEUG
OG0001587	LOC4803330|XP_033234042.1|DPSE	LOC108104158|XP_017065548.1|DEUG
OG0001588	LOC4804136|XP_001360742.2|DPSE	LOC108112693|XP_017078383.1|DEUG
OG0001589	LOC26534361|XP_015044423.1|DPSE	LOC108102330|XP_017062619.1|DEUG
OG0001590	LOC4803659|XP_015039247.2|DPSE	LOC108109047|XP_017072848.1|DEUG
OG0001591	LOC6896766|XP_033238911.1|DPSE	LOC108116067|XP_017083268.1|DEUG
OG0001592	LOC6902896|XP_033235150.1|DPSE	LOC108104042|XP_017065365.1|DEUG
OG0001593	LOC6902890|XP_033235165.1|DPSE, LOC6902891|XP_033235164.1|DPSE	LOC108104144|XP_017065534.1|DEUG
OG0001594	LOC6903256|XP_033236301.1|DPSE	LOC108102534|XP_017063080.1|DEUG
OG0001595	LOC6898282|XP_002138347.1|DPSE	LOC108106676|XP_017069395.1|DEUG
OG0001596	LOC4817909|XP_001357300.2|DPSE	LOC108106987|XP_017069813.1|DEUG
OG0001597	LOC6902755|XP_002133267.1|DPSE	LOC108115188|XP_017081996.1|DEUG
OG0001598	LOC4816591|XP_001356203.3|DPSE	LOC108105822|XP_017068052.1|DEUG
OG0001599	LOC4817934|XP_001357413.1|DPSE	LOC108107049|XP_017069900.1|DEUG
OG0001600	LOC6903470|XP_033235722.1|DPSE	LOC108105824|XP_017068056.1|DEUG
OG0001601	LOC4818056|XP_001357183.1|DPSE	LOC108113451|XP_017079514.1|DEUG
OG0001602	LOC117183169|XP_015035309.2|DPSE, LOC6903365|XP_002132247.3|DPSE, LOC26533099|XP_015035306.2|DPSE	LOC108108267|XP_017071718.1|DEUG
OG0001603	LOC4816809|XP_001356375.3|DPSE	LOC108111243|XP_017076135.1|DEUG
OG0001604	LOC4815759|XP_001355602.1|DPSE	LOC108103244|XP_017064135.1|DEUG
OG0001605	LOC4803367|XP_001360102.3|DPSE	LOC108104609|XP_017066272.1|DEUG
OG0001606	LOC26532275|XP_015044307.1|DPSE	LOC108111828|XP_017076923.1|DEUG
OG0001607	LOC4817218|XP_001356543.2|DPSE	LOC108118445|XP_017086642.1|DEUG
OG0001608	LOC4816487|XP_033236946.1|DPSE	LOC108114858|XP_017081492.1|DEUG
OG0001609	LOC15382876|XP_004444300.2|DPSE	LOC108112258|XP_017077569.1|DEUG
OG0001610	LOC6901050|XP_002134529.2|DPSE, LOC4816378|XP_001356110.3|DPSE	LOC108114861|XP_017081499.1|DEUG
OG0001611	LOC4817290|XP_001356855.1|DPSE	LOC108115519|XP_017082509.1|DEUG
OG0001612	LOC4817050|XP_001356605.1|DPSE	LOC108106084|XP_017068431.1|DEUG
OG0001613	LOC4817772|XP_001357164.1|DPSE	LOC108110823|XP_017075547.1|DEUG
OG0001614	LOC6898643|XP_033234007.1|DPSE	LOC108104596|XP_017066248.1|DEUG
OG0001615	LOC6903360|XP_002132241.3|DPSE	LOC108113883|XP_017080079.1|DEUG
OG0001616	LOC4817709|XP_001357088.1|DPSE	LOC108104111|XP_017065500.1|DEUG
OG0001617	LOC4816182|XP_001355750.3|DPSE	LOC108114839|XP_017081470.1|DEUG
OG0001618	LOC117184253|XP_033236851.1|DPSE	LOC108110894|XP_017075641.1|DEUG
OG0001619	LOC4816262|XP_033237036.1|DPSE	LOC108111219|XP_017076108.1|DEUG
OG0001620	LOC4803394|XP_001357529.1|DPSE	LOC108107483|XP_017070518.1|DEUG
OG0001621	LOC4805353|XP_001361767.3|DPSE	LOC108112414|XP_017077745.1|DEUG
OG0001622	LOC6901560|XP_002134234.1|DPSE	LOC108103152|XP_017064015.1|DEUG
OG0001623	LOC6902810|XP_002132547.1|DPSE	LOC108110962|XP_017075751.1|DEUG
OG0001624	LOC4817818|XP_033236384.1|DPSE	LOC108106991|XP_017069818.1|DEUG
OG0001625	LOC6902342|XP_002133288.2|DPSE	LOC108114843|XP_017081478.1|DEUG
OG0001626	LOC4816965|XP_001356591.3|DPSE	LOC108106147|XP_017068535.1|DEUG
OG0001627	LOC4803099|XP_001359897.3|DPSE	LOC108105615|XP_017067785.1|DEUG
OG0001628	LOC4802180|XP_033232535.1|DPSE	LOC108113555|XP_017079637.1|DEUG
OG0001629	LOC6897803|XP_033238605.1|DPSE	LOC108115326|XP_017082227.1|DEUG, LOC108118071|XP_017086106.1|DEUG
OG0001630	LOC4801788|XP_001358825.4|DPSE	LOC108116712|XP_017084222.1|DEUG
OG0001631	LOC4802311|XP_001359252.5|DPSE	LOC108114925|XP_017081601.1|DEUG
OG0001632	LOC4816899|XP_001356343.1|DPSE, LOC6901943|XP_002133477.2|DPSE	LOC108110694|XP_017075314.1|DEUG
OG0001633	LOC6897819|XP_033232722.1|DPSE	LOC108116440|XP_017083837.1|DEUG
OG0001634	LOC6897799|XP_002137904.3|DPSE	LOC108118499|XP_017086724.1|DEUG
OG0001635	LOC6897513|XP_002137662.2|DPSE	LOC108113642|XP_017079801.1|DEUG
OG0001636	LOC4802919|XP_001359741.2|DPSE	LOC108116192|XP_017083423.1|DEUG
OG0001637	LOC4800603|XP_001357848.1|DPSE	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG
OG0001638	LOC4815866|XP_001355239.2|DPSE	LOC108103303|XP_017064215.1|DEUG
OG0001639	LOC4804833|XP_001361332.2|DPSE	LOC108110359|XP_017074887.1|DEUG
OG0001640	LOC4803291|XP_001360056.1|DPSE	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG
OG0001641	LOC4802801|XP_001359646.2|DPSE	LOC108116434|XP_017083822.1|DEUG
OG0001642	LOC4814963|XP_001354767.4|DPSE	LOC108103441|XP_017064411.1|DEUG
OG0001643	LOC4817451|XP_001356713.2|DPSE	LOC108107162|XP_017070063.1|DEUG
OG0001644	LOC6897670|XP_033232359.1|DPSE, LOC4813314|XP_001353600.2|DPSE	LOC108113833|XP_017080030.1|DEUG
OG0001645	LOC4805279|XP_015040520.2|DPSE	LOC108112313|XP_017077628.1|DEUG
OG0001646	LOC4805388|XP_001361797.1|DPSE	LOC108112480|XP_017077828.1|DEUG
OG0001647	LOC4803489|XP_033234711.1|DPSE	LOC108112570|XP_017078026.1|DEUG
OG0001648	LOC4813512|XP_015043033.2|DPSE	LOC108105948|XP_017068233.1|DEUG
OG0001649	LOC4805485|XP_001361880.2|DPSE	LOC108106514|XP_017069097.1|DEUG
OG0001650	LOC4805694|XP_015040813.2|DPSE	LOC108111961|XP_017077151.1|DEUG
OG0001651	LOC4803839|XP_001360492.3|DPSE	LOC108112938|XP_017078822.1|DEUG
OG0001652	LOC4812775|XP_033239127.1|DPSE	LOC108108613|XP_017072201.1|DEUG
OG0001653	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE	LOC108108763|XP_017072419.1|DEUG
OG0001654	LOC4804003|XP_015039527.2|DPSE	LOC108112780|XP_017078544.1|DEUG
OG0001655	LOC4805115|XP_001361573.3|DPSE	LOC108104814|XP_017066587.1|DEUG
OG0001656	LOC6902660|XP_002133176.3|DPSE	LOC108111175|XP_017076044.1|DEUG
OG0001657	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE	LOC108118224|XP_017086291.1|DEUG
OG0001658	LOC4811997|XP_001352775.2|DPSE	LOC108114431|XP_017080911.1|DEUG, LOC108117684|XP_017085700.1|DEUG
OG0001659	LOC4812031|XP_001352745.4|DPSE	LOC108104017|XP_017065336.1|DEUG
OG0001660	LOC4812559|XP_001352760.3|DPSE	LOC108102810|XP_017063476.1|DEUG
OG0001661	LOC4802103|XP_033232844.1|DPSE	LOC108116461|XP_017083880.1|DEUG
OG0001662	LOC6896757|XP_002136964.2|DPSE, LOC4814132|XP_001354208.3|DPSE	LOC108109886|XP_017074177.1|DEUG
OG0001663	LOC13036370|XP_003736493.3|DPSE	LOC108116903|XP_017084505.1|DEUG
OG0001663	LOC4801397|XP_015037228.2|DPSE	LOC108115800|XP_017082914.1|DEUG, LOC108116904|XP_017084506.1|DEUG
OG0001664	LOC4803658|XP_001360342.2|DPSE	LOC108109181|XP_017073099.1|DEUG
OG0001666	LOC4817401|XP_001356770.2|DPSE	LOC108111037|XP_017075855.1|DEUG
OG0001667	LOC4805385|XP_004444496.2|DPSE	LOC108112918|XP_017078794.1|DEUG
OG0001668	LOC4813875|XP_001353844.3|DPSE	LOC108108077|XP_017071448.1|DEUG
OG0001669	LOC4813422|XP_001353666.3|DPSE	LOC108107665|XP_017070742.1|DEUG
OG0001669	LOC4813522|XP_002134986.2|DPSE	LOC108107705|XP_017070800.1|DEUG
OG0001670	LOC4805567|XP_001361952.3|DPSE	LOC108110129|XP_017074524.1|DEUG, LOC108110346|XP_017074868.1|DEUG
OG0001671	LOC6902294|XP_002133821.1|DPSE	LOC108102391|XP_017062822.1|DEUG
OG0001672	LOC4804785|XP_001361294.1|DPSE	LOC108112254|XP_017077565.1|DEUG
OG0001673	LOC26533612|XP_015039283.2|DPSE	LOC108113277|XP_017079315.1|DEUG, LOC108112957|XP_017078846.1|DEUG
OG0001674	LOC4802488|XP_001359401.2|DPSE, LOC6901509|XP_002134195.2|DPSE	LOC108111734|XP_017076777.1|DEUG, LOC108114983|XP_017081703.1|DEUG
OG0001675	LOC6897694|XP_002137820.1|DPSE	LOC108113654|XP_017079814.1|DEUG, LOC108113653|XP_017079813.1|DEUG, LOC108109108|XP_017072991.1|DEUG
OG0001676	LOC6898481|XP_033233461.1|DPSE	LOC108108868|XP_017072575.1|DEUG
OG0001678	LOC6902313|XP_002133840.3|DPSE	LOC108105335|XP_017067317.1|DEUG
OG0001679	LOC4815389|XP_001354849.2|DPSE	LOC108103267|XP_017064167.1|DEUG
OG0001680	LOC4815245|XP_001355154.1|DPSE	LOC108104974|XP_017066833.1|DEUG
OG0001681	LOC6901055|XP_002134534.2|DPSE	LOC108103194|XP_017064071.1|DEUG
OG0001682	LOC6900387|XP_002134780.2|DPSE	LOC108117632|XP_017085649.1|DEUG
OG0001683	LOC6903548|XP_015035519.1|DPSE	LOC108106170|XP_017068575.1|DEUG
OG0001684	LOC4811748|XP_001352319.3|DPSE	LOC108102367|XP_017062771.1|DEUG
OG0001685	LOC6903293|XP_002132481.1|DPSE	LOC108103138|XP_017064037.1|DEUG
OG0001686	LOC4814348|XP_001354381.4|DPSE	LOC108106055|XP_017068402.1|DEUG
OG0001687	LOC4815131|XP_001354785.2|DPSE	LOC108105415|XP_017067452.1|DEUG
OG0001688	LOC6899113|XP_002139030.3|DPSE	LOC108103235|XP_017064124.1|DEUG
OG0001689	LOC4815981|XP_015041020.2|DPSE	LOC108109987|XP_017074311.1|DEUG
OG0001690	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE	LOC108107750|XP_017070903.1|DEUG
OG0001691	LOC6902981|XP_002132706.1|DPSE	LOC108106855|XP_017069587.1|DEUG
OG0001692	LOC4801825|XP_001358858.4|DPSE	LOC108117179|XP_017084957.1|DEUG
OG0001693	LOC4816083|XP_001355532.1|DPSE	LOC108118390|XP_017086553.1|DEUG
OG0001694	LOC4801434|XP_001358529.5|DPSE	LOC108116806|XP_017084342.1|DEUG
OG0001695	LOC6899855|XP_033235469.1|DPSE	LOC108113365|XP_017079422.1|DEUG
OG0001696	LOC6897014|XP_002137199.4|DPSE	LOC108117489|XP_017085454.1|DEUG
OG0001697	LOC4802122|XP_033239506.1|DPSE	LOC108113703|XP_017079869.1|DEUG
OG0001698	LOC4814506|XP_033240056.1|DPSE	LOC108105052|XP_017066945.1|DEUG
OG0001699	LOC4801015|XP_003736365.1|DPSE	LOC108113722|XP_017079893.1|DEUG
OG0001700	LOC4802453|XP_015037814.1|DPSE	LOC108109722|XP_017073854.1|DEUG
OG0001701	LOC6897387|XP_002137539.3|DPSE	LOC108115352|XP_017082262.1|DEUG
OG0001702	LOC4817391|XP_001356325.2|DPSE	LOC108110774|XP_017075480.1|DEUG
OG0001703	LOC13036479|XP_015038938.2|DPSE	LOC108115577|XP_017082576.1|DEUG
OG0001704	LOC4800913|XP_001358102.3|DPSE	LOC108115579|XP_017082579.1|DEUG
OG0001705	LOC4801969|XP_015037508.1|DPSE	LOC108111407|XP_017076346.1|DEUG
OG0001706	LOC4816606|XP_001356298.1|DPSE	LOC108105566|XP_017067699.1|DEUG
OG0001707	LOC4801224|XP_003736438.3|DPSE	LOC108108845|XP_017072545.1|DEUG
OG0001708	LOC4801300|XP_001358418.3|DPSE	LOC108116994|XP_017084648.1|DEUG
OG0001709	LOC6900741|XP_002135101.3|DPSE	LOC108108071|XP_017071440.1|DEUG
OG0001710	LOC4800977|XP_001358158.3|DPSE	LOC108109550|XP_017073609.1|DEUG
OG0001711	LOC4801673|XP_002137459.2|DPSE	LOC108115646|XP_017082689.1|DEUG
OG0001712	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE	LOC108116601|XP_017084046.1|DEUG
OG0001713	LOC6897970|XP_002138069.2|DPSE	LOC108116329|XP_017083629.1|DEUG
OG0001714	LOC4802497|XP_001359408.3|DPSE	LOC108114971|XP_017081673.1|DEUG
OG0001715	LOC4814198|XP_001354339.3|DPSE	LOC108103470|XP_017064458.1|DEUG
OG0001716	LOC4815314|XP_001354770.2|DPSE	LOC108103442|XP_017064412.1|DEUG
OG0001717	LOC4800269|XP_033232957.1|DPSE	LOC108111396|XP_017076320.1|DEUG
OG0001718	LOC4801530|XP_015037290.2|DPSE	LOC108115650|XP_017082693.1|DEUG
OG0001719	LOC6897112|XP_033232937.1|DPSE	LOC108108834|XP_017072527.1|DEUG
OG0001720	LOC117184151|XP_033236487.1|DPSE	LOC108116244|XP_017083524.1|DEUG
OG0001721	LOC4801798|XP_001358832.2|DPSE	LOC108109440|XP_017073430.1|DEUG
OG0001722	LOC6900407|XP_033238109.1|DPSE	LOC108114430|XP_017080908.1|DEUG
OG0001723	LOC4803334|XP_001357522.1|DPSE	LOC108105563|XP_017067698.1|DEUG
OG0001724	LOC4805278|XP_033234462.1|DPSE	LOC108109048|XP_017072849.1|DEUG
OG0001725	LOC4804562|XP_015040015.1|DPSE	LOC108104788|XP_017066536.1|DEUG
OG0001726	LOC4812965|XP_001353219.3|DPSE	LOC108114348|XP_017080777.1|DEUG
OG0001727	LOC6896829|XP_002137032.2|DPSE	LOC108115697|XP_017082756.1|DEUG
OG0001728	LOC6898952|XP_015040641.2|DPSE	LOC108106722|XP_017069448.1|DEUG
OG0001729	LOC4803569|XP_015039186.1|DPSE	LOC108107270|XP_017070191.1|DEUG
OG0001730	LOC4817720|XP_001357154.2|DPSE	LOC108104094|XP_017065479.1|DEUG
OG0001731	LOC6898348|XP_033233261.1|DPSE	LOC108112557|XP_017077991.1|DEUG
OG0001732	LOC4818108|XP_015035234.1|DPSE	LOC108113480|XP_017079552.1|DEUG
OG0001733	LOC4803771|XP_001360433.3|DPSE	LOC108108896|XP_017072606.1|DEUG
OG0001734	LOC4804571|XP_001361112.2|DPSE	LOC108104443|XP_017065993.1|DEUG
OG0001735	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE	LOC108114514|XP_017081024.1|DEUG
OG0001736	LOC4803741|XP_001360407.1|DPSE	LOC108112031|XP_017077268.1|DEUG
OG0001737	LOC4804531|XP_001361079.4|DPSE	LOC108109137|XP_017073023.1|DEUG
OG0001738	LOC6903349|XP_002132230.2|DPSE, LOC6900701|XP_002135065.3|DPSE	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG
OG0001739	LOC26532816|XP_015038988.1|DPSE	LOC108113003|XP_017078910.1|DEUG
OG0001740	LOC4804490|XP_001361046.3|DPSE	LOC108109039|XP_017072826.1|DEUG
OG0001741	LOC6897407|XP_002137559.3|DPSE	LOC108109391|XP_017073377.1|DEUG
OG0001742	LOC4804873|XP_001361362.2|DPSE	LOC108104791|XP_017066542.1|DEUG
OG0001743	LOC4812274|XP_033239293.1|DPSE	LOC108114135|XP_017080406.1|DEUG, LOC108113592|XP_017079732.1|DEUG
OG0001744	LOC6898078|XP_033233614.1|DPSE	LOC108106536|XP_017069163.1|DEUG
OG0001745	LOC4803848|XP_033233683.1|DPSE	LOC108112484|XP_017077837.1|DEUG
OG0001746	LOC4813447|XP_001353783.3|DPSE	LOC108114349|XP_017080778.1|DEUG
OG0001747	LOC6898906|XP_033233913.1|DPSE	LOC108112523|XP_017077937.1|DEUG
OG0001748	LOC4812697|XP_001353079.4|DPSE	LOC108108282|XP_017071773.1|DEUG
OG0001749	LOC6898969|XP_002138929.2|DPSE	LOC108107419|XP_017070437.1|DEUG
OG0001750	LOC6898970|XP_002138930.1|DPSE	LOC108107417|XP_017070435.1|DEUG
OG0001751	LOC6900697|XP_033241123.1|DPSE	LOC108108519|XP_017072077.1|DEUG
OG0001752	LOC4811938|XP_001352699.2|DPSE	LOC108107524|XP_017070554.1|DEUG
OG0001753	LOC6900187|XP_015043926.2|DPSE	LOC108107938|XP_017071256.1|DEUG
OG0001754	LOC4804928|XP_001361411.1|DPSE	LOC108113156|XP_017079154.1|DEUG
OG0001755	LOC4813429|XP_033239776.1|DPSE	LOC108107716|XP_017070815.1|DEUG
OG0001756	LOC6899080|XP_015040748.1|DPSE	LOC108112814|XP_017078601.1|DEUG
OG0001757	LOC4804812|XP_001361314.2|DPSE	LOC108112650|XP_017078270.1|DEUG
OG0001758	LOC6900229|XP_033237691.1|DPSE	LOC108104005|XP_017065287.1|DEUG
OG0001759	LOC4803922|XP_001360563.3|DPSE	LOC108112535|XP_017077950.1|DEUG
OG0001760	LOC4805180|XP_001361627.4|DPSE, LOC6904014|XP_002136504.2|DPSE	LOC108104559|XP_017066191.1|DEUG
OG0001761	LOC6898236|XP_002138302.3|DPSE	LOC108109262|XP_017073234.1|DEUG
OG0001762	LOC4817924|XP_001357404.3|DPSE	LOC108107007|XP_017069836.1|DEUG
OG0001763	LOC4816179|XP_001355766.4|DPSE	LOC108107016|XP_017069849.1|DEUG
OG0001764	LOC4802470|XP_001359386.4|DPSE	LOC108111512|XP_017076516.1|DEUG
OG0001765	LOC4805049|XP_033233309.1|DPSE	LOC108104475|XP_017066044.1|DEUG
OG0001766	LOC4817988|XP_033236987.1|DPSE	LOC108110838|XP_017075568.1|DEUG
OG0001767	LOC4816367|XP_001355930.4|DPSE	LOC108111201|XP_017076084.1|DEUG
OG0001768	LOC4816929|XP_001356438.1|DPSE	LOC108111173|XP_017076041.1|DEUG
OG0001769	LOC4817982|XP_001357213.3|DPSE	LOC108102474|XP_017062971.1|DEUG
OG0001770	LOC4818112|XP_001357232.2|DPSE	LOC108111067|XP_017075884.1|DEUG
OG0001771	LOC4817177|XP_001356706.1|DPSE	LOC108111233|XP_017076125.1|DEUG
OG0001772	LOC117184255|XP_033236869.1|DPSE	LOC108110829|XP_017075555.1|DEUG
OG0001773	LOC4817353|XP_001356320.4|DPSE	LOC108111013|XP_017075816.1|DEUG
OG0001774	LOC6898620|XP_002138625.4|DPSE	LOC108107289|XP_017070234.1|DEUG
OG0001775	LOC4815488|XP_015041237.1|DPSE	LOC108117274|XP_017085119.1|DEUG
OG0001776	LOC4818115|XP_001357292.3|DPSE	LOC108107042|XP_017069892.1|DEUG
OG0001777	LOC4818035|XP_001357442.3|DPSE	LOC108107098|XP_017069969.1|DEUG
OG0001778	LOC6903998|XP_002136520.2|DPSE, LOC4817764|XP_001357126.1|DPSE	LOC108114301|XP_017081096.1|DEUG
OG0001779	LOC4817281|XP_001356311.4|DPSE	LOC108110756|XP_017075454.1|DEUG
OG0001780	LOC4805230|XP_001361667.1|DPSE	LOC108105584|XP_017067712.1|DEUG
OG0001781	LOC4816397|XP_015036718.1|DPSE	LOC108114860|XP_017081495.1|DEUG
OG0001782	LOC6903438|XP_002132317.3|DPSE	LOC108105790|XP_017068006.1|DEUG
OG0001783	LOC4816117|XP_001355801.1|DPSE	LOC108110979|XP_017075776.1|DEUG
OG0001784	LOC4817643|XP_001357035.2|DPSE	LOC108111021|XP_017075828.1|DEUG
OG0001785	LOC6898692|XP_002138697.2|DPSE	LOC108104795|XP_017066553.1|DEUG
OG0001786	LOC4817765|XP_001357143.1|DPSE	LOC108107157|XP_017070053.1|DEUG
OG0001787	LOC4817199|XP_001356403.4|DPSE	LOC108107028|XP_017069865.1|DEUG
OG0001788	LOC4805148|XP_001361599.2|DPSE	LOC108106784|XP_017069515.1|DEUG
