Orthogroup	DPSE.longest_only	DSUZ.longest_only
OG0000163	LOC6897260|XP_002137424.2|DPSE	LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ
OG0000164	LOC4805308|XP_001361727.1|DPSE	LOC108018102|XP_016941005.1|DSUZ
OG0000165	LOC6896898|XP_002137085.1|DPSE, LOC4815697|XP_001355294.2|DPSE	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ
OG0000166	LOC6898988|XP_002138948.2|DPSE	LOC108009767|XP_016929885.1|DSUZ
OG0000166	LOC4805524|XP_001361913.2|DPSE	LOC108008564|XP_016927924.1|DSUZ
OG0000166	LOC4805523|XP_001361912.3|DPSE	LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ
OG0000167	LOC4812702|XP_001353084.4|DPSE	LOC108012244|XP_016933031.1|DSUZ
OG0000167	LOC4812706|XP_001353086.3|DPSE	LOC108012603|XP_016933512.1|DSUZ
OG0000167	LOC4812703|XP_001353085.3|DPSE	LOC108012533|XP_016933435.1|DSUZ
OG0000168	LOC4804195|XP_015039680.2|DPSE, LOC117183604|XP_033233987.1|DPSE	LOC108009279|XP_016928987.1|DSUZ
OG0000168	LOC6897213|XP_002137385.3|DPSE	LOC108007617|XP_016926813.2|DSUZ, LOC108007612|XP_016926807.2|DSUZ
OG0000168	LOC4800634|XP_001357871.2|DPSE	LOC108014753|XP_016936425.2|DSUZ
OG0000168	LOC6896843|XP_002137046.3|DPSE, LOC6896842|XP_002137045.3|DPSE	LOC108007613|XP_036673585.1|DSUZ
OG0000169	LOC6897332|XP_002137485.2|DPSE	LOC108015763|XP_016937791.1|DSUZ
OG0000169	LOC6900999|XP_002134695.2|DPSE	LOC108012719|XP_016933637.1|DSUZ
OG0000169	LOC4801348|XP_001358457.2|DPSE	LOC108014890|XP_016936597.1|DSUZ
OG0000170	LOC6902949|XP_002132675.1|DPSE	LOC108021529|XP_016945780.1|DSUZ
OG0000170	LOC4816800|XP_001356660.2|DPSE	LOC108021528|XP_016945779.1|DSUZ
OG0000170	LOC4816799|XP_001356659.2|DPSE	LOC108010998|XP_016931513.1|DSUZ
OG0000171	LOC4816415|XP_015036793.2|DPSE	LOC108018039|XP_036669567.1|DSUZ
OG0000171	LOC4817310|XP_001356348.3|DPSE	LOC108015077|XP_016936845.1|DSUZ
OG0000171	LOC6901864|XP_033241343.1|DPSE	LOC108015189|XP_016936992.1|DSUZ
OG0000172	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE, LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE, LOC6897231|XP_033232298.1|DPSE, LOC6900096|XP_002135454.2|DPSE	LOC108012315|XP_016933104.2|DSUZ
OG0000172	LOC4812066|XP_033238024.1|DPSE	LOC108007174|XP_036671023.1|DSUZ
OG0000173	LOC6898259|XP_033233396.1|DPSE	LOC108008393|XP_016927726.1|DSUZ
OG0000173	LOC4803831|XP_001360485.1|DPSE	LOC108008692|XP_016928077.1|DSUZ
OG0000174	LOC4803481|XP_001360199.2|DPSE	LOC108017714|XP_016940312.1|DSUZ
OG0000174	LOC4816187|XP_001355838.3|DPSE	LOC108013104|XP_016934244.1|DSUZ
OG0000174	LOC4805188|XP_001361635.2|DPSE	LOC108019703|XP_016943087.1|DSUZ
OG0000175	LOC6897968|XP_002138067.1|DPSE	LOC108010642|XP_036674300.1|DSUZ
OG0000175	LOC4802223|XP_002137664.4|DPSE	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ
OG0000176	LOC4812013|XP_001352650.2|DPSE	LOC108017326|XP_016939844.2|DSUZ
OG0000176	LOC6900060|XP_002135424.3|DPSE	LOC118877224|XP_036670540.1|DSUZ
OG0000176	LOC4812256|XP_033238392.1|DPSE	LOC118877291|XP_036671244.1|DSUZ
OG0000176	LOC117184506|XP_033238394.1|DPSE	LOC108007147|XP_016926238.1|DSUZ
OG0000177	LOC4815261|XP_002134398.2|DPSE	LOC108006325|XP_016925314.1|DSUZ
OG0000177	LOC4801082|XP_001358241.2|DPSE	LOC108014832|XP_036673503.1|DSUZ
OG0000177	LOC26532615|XP_033237501.1|DPSE	LOC108013115|XP_016934260.1|DSUZ
OG0000178	LOC6902105|XP_002133636.2|DPSE	LOC108015200|XP_016937015.1|DSUZ
OG0000179	LOC4805135|XP_015040459.2|DPSE	LOC108009732|XP_016929805.1|DSUZ
OG0000179	LOC6898179|XP_033234236.1|DPSE	LOC108009802|XP_016929963.1|DSUZ
OG0000179	LOC4817927|XP_033236715.1|DPSE	LOC108021460|XP_016945680.1|DSUZ
OG0000180	LOC5495503|XP_001361310.3|DPSE	LOC108017848|XP_016940491.1|DSUZ
OG0000180	LOC4804809|XP_001361313.2|DPSE	LOC108017780|XP_016940394.1|DSUZ
OG0000181	LOC4802751|XP_001359612.1|DPSE	LOC108011657|XP_016932341.1|DSUZ
OG0000181	LOC4801174|XP_001358308.3|DPSE	LOC108020161|XP_016943752.1|DSUZ
OG0000181	LOC4800753|XP_015038637.2|DPSE	LOC108006366|XP_016925376.2|DSUZ
OG0000182	LOC4802044|XP_001359037.2|DPSE	LOC108006732|XP_016925764.2|DSUZ
OG0000182	LOC4802043|XP_001359036.2|DPSE	LOC108006751|XP_016925792.1|DSUZ
OG0000182	LOC6897440|XP_002137590.2|DPSE	LOC108006750|XP_016925791.1|DSUZ
OG0000183	LOC6900177|XP_002135516.2|DPSE	LOC108012673|XP_016933588.1|DSUZ
OG0000183	LOC4812682|XP_015044112.2|DPSE	LOC108012363|XP_016933204.1|DSUZ
OG0000184	LOC4817147|XP_001356460.3|DPSE	LOC108015061|XP_016936793.1|DSUZ
OG0000184	LOC4816852|XP_001356459.3|DPSE	LOC108007776|XP_016927025.1|DSUZ
OG0000185	LOC4804996|XP_001361466.1|DPSE	LOC108011626|XP_016932307.1|DSUZ, LOC108019844|XP_016943367.1|DSUZ
OG0000185	LOC4802654|XP_001359534.1|DPSE, LOC6897693|XP_002137819.1|DPSE	LOC108007566|XP_016926748.1|DSUZ
OG0000185	LOC6898742|XP_002138729.1|DPSE, LOC6898741|XP_002138728.1|DPSE	LOC108019843|XP_016943365.1|DSUZ
OG0000186	LOC4815480|XP_001355402.3|DPSE, LOC6902241|XP_002133768.2|DPSE, LOC6897595|XP_033241793.1|DPSE	LOC108021819|XP_016946112.1|DSUZ, LOC108004679|XP_016923156.1|DSUZ
OG0000187	LOC4815239|XP_015042164.2|DPSE	LOC108021806|XP_016946098.1|DSUZ
OG0000188	LOC4814758|XP_001355055.1|DPSE	LOC108006304|XP_016925280.1|DSUZ
OG0000188	LOC4814826|XP_001355051.3|DPSE	LOC108018996|XP_016942095.1|DSUZ
OG0000189	LOC6902645|XP_033235428.1|DPSE	LOC108019870|XP_036669590.1|DSUZ
OG0000189	LOC4814760|XP_033239771.1|DPSE	LOC108016814|XP_036676083.1|DSUZ
OG0000189	LOC6901103|XP_033238061.1|DPSE	LOC108005468|XP_016924255.1|DSUZ
OG0000190	LOC4804183|XP_033233972.1|DPSE	LOC108009243|XP_016928903.1|DSUZ
OG0000190	LOC4815789|XP_033238609.1|DPSE	LOC108005376|XP_036677251.1|DSUZ
OG0000190	LOC4804182|XP_001360785.3|DPSE	LOC108008360|XP_016927686.1|DSUZ
OG0000191	LOC6898085|XP_033233403.1|DPSE	LOC108018031|XP_016940891.1|DSUZ
OG0000191	LOC4804121|XP_001360732.3|DPSE	LOC108009369|XP_016929162.1|DSUZ
OG0000192	LOC4802843|XP_001359679.3|DPSE	LOC108014716|XP_016936373.2|DSUZ
OG0000192	LOC26532408|XP_015042933.2|DPSE	LOC108006707|XP_016925735.2|DSUZ
OG0000192	LOC4813888|XP_001353589.3|DPSE	LOC108011267|XP_016931864.1|DSUZ
OG0000193	LOC4817245|XP_001356707.4|DPSE	LOC108021635|XP_016945931.2|DSUZ
OG0000193	LOC4812047|XP_001352715.1|DPSE	LOC108012937|XP_016933961.1|DSUZ
OG0000195	LOC6899792|XP_033239808.1|DPSE, LOC4811669|XP_001352258.2|DPSE, LOC117183193|XP_033237724.1|DPSE	LOC108016820|XP_016939122.1|DSUZ
OG0000195	LOC4805143|XP_001361595.2|DPSE	LOC108008618|XP_016927988.1|DSUZ
OG0000196	LOC4816773|XP_015036492.2|DPSE	LOC108021589|XP_016945867.1|DSUZ
OG0000196	LOC4817701|XP_001357081.4|DPSE	LOC108021489|XP_016945721.1|DSUZ
OG0000196	LOC4816535|XP_015036495.2|DPSE	LOC108021623|XP_016945918.1|DSUZ
OG0000197	LOC4815865|XP_001355518.2|DPSE	LOC108005276|XP_016923954.1|DSUZ
OG0000197	LOC6902142|XP_033240109.1|DPSE	LOC108005103|XP_016923767.2|DSUZ
OG0000197	LOC4816099|XP_001355514.4|DPSE	LOC108005273|XP_016923951.1|DSUZ
OG0000198	LOC26532927|XP_033233380.1|DPSE, LOC6899053|XP_033234621.1|DPSE	LOC118876906|XP_036668966.1|DSUZ, LOC108008992|XP_016928424.1|DSUZ, LOC108017706|XP_016940303.1|DSUZ, LOC108017703|XP_016940301.1|DSUZ, LOC108017704|XP_016940302.2|DSUZ
OG0000199	LOC15382897|XP_004444500.1|DPSE	LOC118876973|XP_036669595.1|DSUZ
OG0000199	LOC6898926|XP_033234608.1|DPSE	LOC108008278|XP_016927557.2|DSUZ
OG0000199	LOC6898920|XP_002138885.2|DPSE	LOC108008277|XP_036669064.1|DSUZ
OG0000200	LOC4800468|XP_001357737.1|DPSE	LOC108007234|XP_016926360.2|DSUZ, LOC108007195|XP_036674160.1|DSUZ, LOC108007196|XP_036674166.1|DSUZ, LOC108007235|XP_016926361.2|DSUZ, LOC108020074|XP_036674161.1|DSUZ
OG0000201	LOC4800909|XP_001358098.3|DPSE	LOC108011010|XP_016931525.2|DSUZ
OG0000201	LOC4800908|XP_001358097.2|DPSE	LOC108005595|XP_016924385.1|DSUZ
OG0000202	LOC4803189|XP_001359972.1|DPSE	LOC108018603|XP_016941652.2|DSUZ
OG0000202	LOC4813462|XP_001353498.3|DPSE	LOC108006691|XP_016925719.1|DSUZ
OG0000202	LOC6898414|XP_002138460.2|DPSE, LOC4813696|XP_001353497.2|DPSE	LOC108006704|XP_016925733.2|DSUZ
OG0000203	LOC6898299|XP_002138361.2|DPSE	LOC108010185|XP_016930517.1|DSUZ
OG0000203	LOC4803932|XP_001360573.3|DPSE	LOC108008429|XP_016927767.2|DSUZ
OG0000203	LOC4803933|XP_015039442.2|DPSE	LOC108010184|XP_016930516.1|DSUZ
OG0000204	LOC4805099|XP_001361558.3|DPSE	LOC108008995|XP_016928428.1|DSUZ
OG0000204	LOC6898198|XP_002138267.3|DPSE, LOC6898197|XP_033233413.1|DPSE, LOC6898196|XP_002138265.3|DPSE, LOC6898199|XP_033233414.1|DPSE, LOC4814064|XP_033240619.1|DPSE, LOC117185062|XP_033240618.1|DPSE	LOC108012759|XP_016933681.1|DSUZ, LOC108012753|XP_016933676.1|DSUZ, LOC108012293|XP_016933084.2|DSUZ
OG0000205	LOC6896969|XP_002137154.1|DPSE	LOC108018727|XP_016941789.2|DSUZ
OG0000205	LOC4801828|XP_001358861.1|DPSE	LOC108020110|XP_036672751.1|DSUZ
OG0000206	LOC4804616|XP_001361149.2|DPSE	LOC108008674|XP_016928057.1|DSUZ
OG0000206	LOC4817789|XP_001357148.2|DPSE	LOC108007690|XP_016926907.1|DSUZ
OG0000206	LOC4804615|XP_001361148.1|DPSE	LOC108008612|XP_036669564.1|DSUZ
OG0000207	LOC4812082|XP_001352422.2|DPSE	LOC108011813|XP_036671727.1|DSUZ
OG0000208	LOC4804859|XP_001361352.5|DPSE	LOC108017689|XP_016940287.1|DSUZ, LOC108017933|XP_016940615.2|DSUZ, LOC108017690|XP_016940288.1|DSUZ, LOC108017688|XP_016940286.1|DSUZ
OG0000208	LOC6898681|XP_002138686.2|DPSE	LOC108017693|XP_016940291.2|DSUZ, LOC108017692|XP_016940290.1|DSUZ, LOC108017691|XP_016940289.1|DSUZ, LOC108017695|XP_016940292.2|DSUZ
OG0000209	LOC6898086|XP_002138171.2|DPSE	LOC108018035|XP_016940901.1|DSUZ
OG0000210	LOC4803708|XP_001360382.3|DPSE	LOC108008369|XP_016927697.1|DSUZ
OG0000210	LOC4816053|XP_001355344.3|DPSE	LOC108004653|XP_016923096.1|DSUZ
OG0000211	LOC6897154|XP_002137334.2|DPSE, LOC6897735|XP_002137841.2|DPSE	LOC108018737|XP_016941800.2|DSUZ
OG0000211	LOC4800837|XP_001358041.1|DPSE	LOC108018676|XP_016941737.2|DSUZ
OG0000212	LOC4817234|XP_001356462.4|DPSE	LOC108020434|XP_016944246.1|DSUZ
OG0000212	LOC4817206|XP_015035836.2|DPSE	LOC108017530|XP_016940097.1|DSUZ
OG0000213	LOC6900601|XP_002134973.2|DPSE	LOC108005868|XP_016924733.1|DSUZ
OG0000213	LOC6898024|XP_002138113.2|DPSE	LOC118878606|XP_036677546.1|DSUZ, LOC108020699|XP_036670238.1|DSUZ
OG0000214	LOC4815359|XP_001355083.1|DPSE	LOC108015366|XP_016937272.1|DSUZ
OG0000214	LOC4803365|XP_001360104.2|DPSE	LOC108017940|XP_016940658.1|DSUZ
OG0000214	LOC6897492|XP_002137641.2|DPSE	LOC108020309|XP_016931377.1|DSUZ
OG0000215	LOC4812373|XP_001352879.3|DPSE	LOC108007767|XP_016927011.2|DSUZ
OG0000215	LOC4812359|XP_001352880.2|DPSE	LOC108007762|XP_016927006.2|DSUZ
OG0000215	LOC4812903|XP_001353579.3|DPSE	LOC108007769|XP_016927015.2|DSUZ
OG0000216	LOC6901344|XP_033239905.1|DPSE, LOC117184401|XP_033237409.1|DPSE, LOC117185000|XP_033240258.1|DPSE, LOC6901510|XP_002134196.1|DPSE, LOC6901520|XP_033239831.1|DPSE, LOC6901511|XP_002134197.1|DPSE, LOC6901522|XP_002134200.2|DPSE, LOC26533208|XP_015044128.2|DPSE, LOC4812686|XP_001353069.4|DPSE	LOC108013096|XP_016934228.1|DSUZ
OG0000216	LOC6902024|XP_002133558.2|DPSE	LOC108006321|XP_016925312.1|DSUZ
OG0000217	LOC4815688|XP_001355637.1|DPSE	LOC108016982|XP_036676430.1|DSUZ
OG0000217	LOC6902941|XP_002132667.2|DPSE	LOC108008850|XP_016928248.1|DSUZ
OG0000217	LOC4815476|XP_033237852.1|DPSE	LOC108016651|XP_016938848.1|DSUZ
OG0000218	LOC6898310|XP_002138372.2|DPSE, LOC26533486|XP_015036172.2|DPSE, LOC6903016|XP_033237020.1|DPSE	LOC108007911|XP_016927172.1|DSUZ
OG0000218	LOC4816775|XP_001356768.2|DPSE	LOC108020832|XP_016944708.1|DSUZ
OG0000218	LOC4816900|XP_001356769.2|DPSE	LOC108020848|XP_016944727.1|DSUZ, LOC108020816|XP_016944687.1|DSUZ
OG0000219	LOC4803454|XP_001360175.1|DPSE	LOC108017755|XP_016940356.1|DSUZ
OG0000219	LOC4803452|XP_001360173.1|DPSE	LOC108017756|XP_016940357.1|DSUZ
OG0000219	LOC4803456|XP_001360177.2|DPSE	LOC108017752|XP_016940354.1|DSUZ
OG0000220	LOC4813991|XP_001354159.1|DPSE	LOC108012668|XP_016933584.2|DSUZ
OG0000220	LOC4814004|XP_001354158.1|DPSE	LOC108012632|XP_016933544.1|DSUZ
OG0000220	LOC4814038|XP_001354160.2|DPSE	LOC108012637|XP_016933549.2|DSUZ
OG0000221	LOC4805195|XP_001361640.1|DPSE	LOC108019787|XP_016943270.1|DSUZ
OG0000221	LOC6897284|XP_002137444.2|DPSE	LOC108017216|XP_016939702.1|DSUZ
OG0000221	LOC4805196|XP_033234937.1|DPSE	LOC108019786|XP_016943267.1|DSUZ
OG0000222	LOC6902701|XP_002133215.1|DPSE	LOC108018421|XP_016941469.1|DSUZ
OG0000222	LOC6902702|XP_002133216.2|DPSE	LOC108017632|XP_016940258.2|DSUZ
OG0000223	LOC6898748|XP_002138733.2|DPSE, LOC6899938|XP_002135306.2|DPSE	LOC108006870|XP_016925931.1|DSUZ
OG0000223	LOC4813332|XP_001353228.3|DPSE	LOC108005910|XP_016924809.1|DSUZ
OG0000223	LOC6900519|XP_002134906.2|DPSE	LOC118877249|XP_036670771.1|DSUZ
OG0000224	LOC4804805|XP_001361308.3|DPSE	LOC108017844|XP_016940488.1|DSUZ
OG0000224	LOC4804703|XP_001361221.2|DPSE	LOC108009197|XP_016928844.1|DSUZ
OG0000225	LOC4802155|XP_001359130.4|DPSE	LOC108005706|XP_016924522.2|DSUZ
OG0000225	LOC13036535|XP_003736682.1|DPSE	LOC108020651|XP_016944497.2|DSUZ
OG0000225	LOC4802156|XP_001359131.4|DPSE	LOC108020653|XP_016944499.2|DSUZ
OG0000226	LOC4813355|XP_001353876.4|DPSE	LOC108013218|XP_016934433.1|DSUZ
OG0000226	LOC6900737|XP_002135097.1|DPSE	LOC108013220|XP_016934436.1|DSUZ
OG0000226	LOC6900736|XP_002135096.3|DPSE	LOC108012946|XP_016933971.1|DSUZ
OG0000228	LOC6897807|XP_002137912.1|DPSE	LOC108017579|XP_016940156.1|DSUZ
OG0000228	LOC6897620|XP_033241590.1|DPSE	LOC108006945|XP_016926036.2|DSUZ
OG0000228	LOC6902547|XP_002133089.2|DPSE	LOC108015094|XP_016936825.2|DSUZ, LOC108010213|XP_016930549.1|DSUZ
OG0000229	LOC4801176|XP_033234303.1|DPSE	LOC108020148|XP_036673516.1|DSUZ
OG0000229	LOC4803305|XP_001360068.3|DPSE	LOC108018365|XP_036672880.1|DSUZ
OG0000230	LOC6899082|XP_002138999.2|DPSE, LOC4805635|XP_001362005.3|DPSE, LOC6899081|XP_002138998.2|DPSE	LOC108008231|XP_036668929.1|DSUZ
OG0000231	LOC6902466|XP_033235707.1|DPSE, LOC6902467|XP_002133012.2|DPSE, LOC6902469|XP_033235452.1|DPSE	LOC108011980|XP_016932731.1|DSUZ, LOC108011923|XP_016932661.1|DSUZ, LOC108011978|XP_036678689.1|DSUZ, LOC108011925|XP_016932663.1|DSUZ, LOC108011924|XP_016932662.1|DSUZ, LOC108011938|XP_016932676.2|DSUZ
OG0000232	LOC4802568|XP_001359463.3|DPSE	LOC108007357|XP_016926497.2|DSUZ
OG0000232	LOC4803434|XP_001360149.2|DPSE	LOC108017880|XP_016940532.1|DSUZ
OG0000232	LOC4803433|XP_001360148.3|DPSE	LOC108017882|XP_016940534.1|DSUZ
OG0000233	LOC117183371|XP_033232998.1|DPSE	LOC108015510|XP_016937457.1|DSUZ
OG0000233	LOC6896892|XP_002137081.2|DPSE	LOC108010836|XP_016931293.2|DSUZ
OG0000233	LOC6896893|XP_002137082.3|DPSE	LOC108010841|XP_036675358.1|DSUZ
OG0000234	LOC6898275|XP_033233843.1|DPSE	LOC108008160|XP_016927438.1|DSUZ
OG0000234	LOC26532611|XP_015039410.1|DPSE	LOC108008979|XP_016928411.1|DSUZ
OG0000235	LOC4801821|XP_001358854.3|DPSE	LOC108005194|XP_016923868.2|DSUZ, LOC108005189|XP_016923862.2|DSUZ
OG0000235	LOC4801823|XP_001358856.3|DPSE	LOC108010869|XP_016931337.2|DSUZ
OG0000235	LOC4801822|XP_001358855.2|DPSE	LOC108010856|XP_036675655.1|DSUZ
OG0000236	LOC6902815|XP_002132552.2|DPSE	LOC108006847|XP_016925890.1|DSUZ
OG0000236	LOC6902587|XP_002133115.2|DPSE	LOC108007064|XP_016926161.1|DSUZ
OG0000236	LOC6902137|XP_002133668.2|DPSE	LOC108011204|XP_036676044.1|DSUZ, LOC108004746|XP_016923269.1|DSUZ
OG0000237	LOC4803405|XP_033234938.1|DPSE	LOC108018159|XP_016941119.1|DSUZ
OG0000237	LOC6897206|XP_002137378.2|DPSE	LOC108007701|XP_016926933.1|DSUZ
OG0000238	LOC4817449|XP_001356851.3|DPSE	LOC108020523|XP_016944361.1|DSUZ, LOC108020500|XP_036671102.1|DSUZ
OG0000238	LOC4817036|XP_001356852.4|DPSE	LOC108020548|XP_016944384.1|DSUZ
OG0000239	LOC6897523|XP_002137672.2|DPSE	LOC108012089|XP_036674188.1|DSUZ, LOC108014112|XP_016935626.1|DSUZ
OG0000240	LOC4802598|XP_033236476.1|DPSE	LOC108019290|XP_016942596.2|DSUZ
OG0000240	LOC4802600|XP_001359490.4|DPSE	LOC108019247|XP_036673832.1|DSUZ
OG0000240	LOC6897546|XP_002137692.3|DPSE	LOC108016052|XP_016938134.1|DSUZ
OG0000241	LOC6897628|XP_002137771.2|DPSE, LOC6900340|XP_033239971.1|DPSE, LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE, LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE, LOC6903043|XP_002132767.2|DPSE	LOC108011377|XP_036670568.1|DSUZ, LOC108005670|XP_016924480.2|DSUZ
OG0000242	LOC117185414|XP_033241561.1|DPSE, LOC117184112|XP_033236208.1|DPSE, LOC117183790|XP_033235116.1|DPSE, LOC117183657|XP_033234178.1|DPSE, LOC117184651|XP_033239125.1|DPSE, LOC117184612|XP_033238915.1|DPSE, LOC117184732|XP_033239341.1|DPSE, LOC117184906|XP_033239957.1|DPSE, LOC117185561|XP_033241584.1|DPSE, LOC117184703|XP_033239265.1|DPSE, LOC117185562|XP_033241585.1|DPSE, LOC117184624|XP_033239002.1|DPSE, LOC117184723|XP_033239339.1|DPSE, LOC117184737|XP_033239370.1|DPSE, LOC117185175|XP_033241309.1|DPSE, LOC117184719|XP_033239333.1|DPSE, LOC117185174|XP_033241308.1|DPSE	LOC118878609|XP_036677550.1|DSUZ, LOC118876951|XP_036669389.1|DSUZ, LOC118877699|XP_036673443.1|DSUZ
OG0000243	LOC26532133|XP_015043846.2|DPSE, LOC6897629|XP_033232773.1|DPSE, LOC6900120|XP_015043845.1|DPSE, LOC6900122|XP_033241154.1|DPSE	LOC108014017|XP_016935513.1|DSUZ
OG0000244	LOC4801624|XP_001358683.2|DPSE	LOC108017213|XP_016939700.2|DSUZ, LOC108017210|XP_016939696.2|DSUZ
OG0000244	LOC6897282|XP_002137442.3|DPSE, LOC6897281|XP_002137441.2|DPSE	LOC108017220|XP_016939705.2|DSUZ
OG0000246	LOC4804096|XP_001360714.4|DPSE	LOC108009340|XP_016929115.1|DSUZ
OG0000247	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE	LOC108013591|XP_016935008.2|DSUZ, LOC108012386|XP_016933231.1|DSUZ
OG0000248	LOC4813216|XP_001353442.3|DPSE	LOC108015551|XP_016937520.2|DSUZ
OG0000248	LOC4813642|XP_001353443.1|DPSE	LOC108010494|XP_016930855.2|DSUZ
OG0000248	LOC4803973|XP_001360610.3|DPSE	LOC108008665|XP_016928045.1|DSUZ
OG0000249	LOC4816954|XP_001356610.1|DPSE	LOC108021585|XP_016945859.1|DSUZ
OG0000249	LOC4817054|XP_033235668.1|DPSE	LOC108021584|XP_016945858.1|DSUZ
OG0000249	LOC4817053|XP_001356608.2|DPSE	LOC108021583|XP_016945857.1|DSUZ
OG0000250	LOC6902470|XP_002133015.1|DPSE	LOC108011973|XP_016932724.1|DSUZ
OG0000250	LOC4816651|XP_001355902.1|DPSE	LOC108011975|XP_016932726.1|DSUZ
OG0000250	LOC4816428|XP_001355900.2|DPSE	LOC108011983|XP_016932740.1|DSUZ
OG0000251	LOC4815596|XP_001355481.3|DPSE	LOC108015119|XP_036676552.1|DSUZ
OG0000251	LOC4805604|XP_001361981.3|DPSE	LOC108008713|XP_016928100.1|DSUZ
OG0000251	LOC4812701|XP_015044137.2|DPSE	LOC108013233|XP_016934455.1|DSUZ
OG0000252	LOC4805249|XP_001361681.4|DPSE	LOC108008689|XP_016928071.1|DSUZ
OG0000252	LOC117183753|XP_033234708.1|DPSE	LOC118876995|XP_036669686.1|DSUZ, LOC108010237|XP_036669680.1|DSUZ
OG0000252	LOC4805248|XP_001361680.2|DPSE	LOC108008695|XP_016928080.1|DSUZ
OG0000253	LOC4804806|XP_001361307.2|DPSE	LOC108017861|XP_016940505.1|DSUZ, LOC108018243|XP_016941258.1|DSUZ
OG0000253	LOC4804808|XP_001361309.3|DPSE	LOC108017832|XP_016940474.1|DSUZ, LOC108017838|XP_016940480.1|DSUZ
OG0000254	LOC4801462|XP_033233166.1|DPSE, LOC6897220|XP_002137392.2|DPSE	LOC108006443|XP_016925455.2|DSUZ, LOC108006444|XP_036672947.1|DSUZ
OG0000255	LOC4803685|XP_001360362.1|DPSE	LOC108009232|XP_016928886.1|DSUZ
OG0000255	LOC4803683|XP_001360361.3|DPSE	LOC108009231|XP_016928882.1|DSUZ
OG0000256	LOC6898212|XP_002138279.2|DPSE	LOC108018120|XP_016941048.1|DSUZ
OG0000256	LOC4803621|XP_001360310.3|DPSE	LOC108018182|XP_016941171.1|DSUZ
OG0000257	LOC4803393|XP_001357527.2|DPSE	LOC108008450|XP_016927793.1|DSUZ
OG0000258	LOC6903489|XP_002132368.2|DPSE	LOC108018014|XP_016940861.1|DSUZ
OG0000258	LOC6896859|XP_002137050.2|DPSE	LOC108018016|XP_016940863.1|DSUZ
OG0000258	LOC6900544|XP_002134928.2|DPSE	LOC108018017|XP_016940865.1|DSUZ
OG0000259	LOC4800635|XP_001357872.4|DPSE	LOC108011068|XP_036675046.1|DSUZ, LOC108014043|XP_016935548.2|DSUZ, LOC108014757|XP_016936430.2|DSUZ
OG0000259	LOC4816168|XP_033237034.1|DPSE	LOC108015853|XP_036672115.1|DSUZ
OG0000260	LOC4803591|XP_001360292.2|DPSE	LOC108019768|XP_016943222.2|DSUZ
OG0000260	LOC6897484|XP_002137633.2|DPSE	LOC108020641|XP_016944485.1|DSUZ
OG0000260	LOC4803594|XP_001360293.2|DPSE	LOC108019764|XP_016943217.1|DSUZ
OG0000261	LOC6903061|XP_033235985.1|DPSE	LOC108014927|XP_016936640.1|DSUZ, LOC108014959|XP_016936672.1|DSUZ
OG0000261	LOC117184047|XP_033235983.1|DPSE	LOC108014938|XP_016936651.1|DSUZ
OG0000262	LOC4814152|XP_001354221.2|DPSE, LOC6900950|XP_002134651.2|DPSE	LOC108012292|XP_036672345.1|DSUZ
OG0000262	LOC4804040|XP_001360667.2|DPSE	LOC108018179|XP_016941168.2|DSUZ, LOC108018174|XP_016941161.1|DSUZ
OG0000263	LOC4804268|XP_001360850.4|DPSE	LOC108009573|XP_016929529.1|DSUZ
OG0000263	LOC4813749|XP_001353826.3|DPSE	LOC108012440|XP_016933296.1|DSUZ
OG0000264	LOC4814957|XP_001354675.3|DPSE	LOC108011132|XP_016931693.1|DSUZ
OG0000264	LOC6903699|XP_033238568.1|DPSE	LOC118878367|XP_036676999.1|DSUZ
OG0000264	LOC6896671|XP_033241760.1|DPSE	LOC108012146|XP_036675535.1|DSUZ
OG0000265	LOC26533489|XP_033240601.1|DPSE, LOC26532572|XP_015043605.2|DPSE	LOC108008094|XP_016927372.1|DSUZ, LOC108011082|XP_036670319.1|DSUZ, LOC108008527|XP_016927885.2|DSUZ, LOC108008755|XP_036669614.1|DSUZ, LOC118877398|XP_036671953.1|DSUZ
OG0000266	LOC26534101|XP_015036958.2|DPSE	LOC108016348|XP_016938474.1|DSUZ
OG0000266	LOC6898654|XP_002138659.1|DPSE	LOC108017876|XP_016940526.1|DSUZ
OG0000266	LOC15382870|XP_004444303.1|DPSE	LOC108017859|XP_016940502.1|DSUZ
OG0000267	LOC4800389|XP_001357674.3|DPSE	LOC108017225|XP_036675565.1|DSUZ
