Orthogroup	DPSE.longest_only	ASTE.longest_only
OG0000788	LOC26532348|XP_015036417.2|DPSE, LOC4813004|XP_001353231.1|DPSE, LOC6897384|XP_002137536.2|DPSE	LOC118513493|XP_035915210.1|ASTE
OG0000789	LOC6902584|XP_015036688.2|DPSE, LOC4816757|XP_001356076.4|DPSE	LOC118513383|XP_035914940.1|ASTE
OG0000790	LOC4817800|XP_033236406.1|DPSE, LOC4817753|XP_001357104.3|DPSE	LOC118508984|XP_035904869.1|ASTE
OG0000791	LOC6902658|XP_002133174.2|DPSE, LOC4800487|XP_001357754.3|DPSE	LOC118513700|XP_035915717.1|ASTE
OG0000792	LOC6903194|XP_002132893.3|DPSE	LOC118508943|XP_035904744.1|ASTE
OG0000793	LOC4802908|XP_001359734.3|DPSE, LOC6901468|XP_033240372.1|DPSE, LOC6902194|XP_002133721.1|DPSE	LOC118505346|XP_035896898.1|ASTE
OG0000794	LOC6902183|XP_002133710.1|DPSE	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE
OG0000795	LOC6902160|XP_002133691.1|DPSE, LOC6903723|XP_002136753.1|DPSE	LOC118505016|XP_035896098.1|ASTE
OG0000796	LOC4801514|XP_001358593.3|DPSE, LOC4815737|XP_001355501.1|DPSE	LOC118503583|XP_035892915.1|ASTE
OG0000797	LOC6897748|XP_002137853.1|DPSE, LOC6897747|XP_002137852.1|DPSE	LOC118511901|XP_035911428.1|ASTE
OG0000798	LOC6898470|XP_033235084.1|DPSE	LOC118507980|XP_035903226.1|ASTE
OG0000799	LOC6897659|XP_002137798.4|DPSE, LOC4815860|XP_001355604.2|DPSE	LOC118503939|XP_035893704.1|ASTE
OG0000801	LOC6902416|XP_033235697.1|DPSE, LOC4803699|XP_001360375.1|DPSE	LOC118507171|XP_035901133.1|ASTE
OG0000802	LOC4815185|XP_001355089.2|DPSE	LOC118507962|XP_035903182.1|ASTE
OG0000810	LOC4803475|XP_001360193.1|DPSE	LOC118504299|XP_035894489.1|ASTE
OG0000811	LOC6897783|XP_002137888.2|DPSE, LOC4803800|XP_015039365.2|DPSE	LOC118511463|XP_035910457.1|ASTE
OG0000812	LOC6903619|XP_033238096.1|DPSE, LOC6900180|XP_002135519.2|DPSE	LOC118510520|XP_035908347.1|ASTE
OG0000813	LOC6902807|XP_015035809.2|DPSE	LOC118514358|XP_035917073.1|ASTE
OG0000814	LOC4817490|XP_001356909.3|DPSE	LOC118512011|XP_035911674.1|ASTE
OG0000815	LOC6903573|XP_002132442.2|DPSE	LOC118512513|XP_035912925.1|ASTE
OG0000816	LOC6901195|XP_002133896.1|DPSE, LOC4802958|XP_001359772.1|DPSE	LOC118513340|XP_035914856.1|ASTE
OG0000817	LOC6897494|XP_033232306.1|DPSE, LOC117183231|XP_033232305.1|DPSE	LOC118504936|XP_035895926.1|ASTE
OG0000818	LOC4814728|XP_001354503.2|DPSE	LOC118504767|XP_035895590.1|ASTE
OG0000819	LOC6901808|XP_033240150.1|DPSE, LOC4815052|XP_001355189.3|DPSE	LOC118505231|XP_035896654.1|ASTE
OG0000820	LOC4805315|XP_001361735.1|DPSE	LOC118503948|XP_035893722.1|ASTE
OG0000821	LOC4801421|XP_001358517.3|DPSE, LOC6898210|XP_002138278.2|DPSE	LOC118508179|XP_035903630.1|ASTE
OG0000822	LOC6900700|XP_002135064.3|DPSE, LOC4818026|XP_001357427.3|DPSE	LOC118510923|XP_035909226.1|ASTE
OG0000830	LOC4814884|XP_015041820.1|DPSE	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE
OG0000831	LOC6898899|XP_002138869.1|DPSE	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE
OG0000832	LOC4805476|XP_001361871.2|DPSE, LOC6903386|XP_002132265.2|DPSE	LOC118507813|XP_035902776.1|ASTE
OG0000833	LOC4812349|XP_001352911.3|DPSE	LOC118509033|XP_035904964.1|ASTE
OG0000834	LOC4800284|XP_001357610.3|DPSE	LOC118513021|XP_035914191.1|ASTE
OG0000836	LOC6903394|XP_002132273.3|DPSE, LOC117184006|XP_033235755.1|DPSE	LOC118512536|XP_035912997.1|ASTE
OG0000837	LOC26533021|XP_015039152.1|DPSE, LOC4815279|XP_001355169.1|DPSE	LOC118504361|XP_035894647.1|ASTE
OG0000838	LOC26533009|XP_015036082.1|DPSE, LOC26531996|XP_015036083.1|DPSE	LOC118507063|XP_035900934.1|ASTE
OG0000839	LOC6897436|XP_002137588.1|DPSE	LOC118506969|XP_035900705.1|ASTE
OG0000840	LOC4815162|XP_001355158.2|DPSE	LOC118514125|XP_035916603.1|ASTE
OG0000841	LOC6897790|XP_015038080.2|DPSE	LOC118506289|XP_035899103.1|ASTE
OG0000842	LOC4804020|XP_033234889.1|DPSE, LOC4800531|XP_001357795.1|DPSE	LOC118503475|XP_035892667.1|ASTE
OG0000843	LOC6898118|XP_033233424.1|DPSE	LOC118512372|XP_035912615.1|ASTE
OG0000844	LOC4804317|XP_033233876.1|DPSE, LOC6897844|XP_002137949.1|DPSE	LOC118503051|XP_035891779.1|ASTE
OG0000853	LOC117185553|XP_033241581.1|DPSE	LOC118507437|XP_035901843.1|ASTE, LOC118503408|XP_035892566.1|ASTE
OG0000854	LOC6901946|XP_002133480.1|DPSE, LOC4815859|XP_001355326.4|DPSE	LOC118505768|XP_035897909.1|ASTE
OG0000855	LOC4815564|XP_001355426.1|DPSE, LOC4801799|XP_001358833.3|DPSE	LOC118506430|XP_035899436.1|ASTE
OG0000856	LOC4813957|XP_001354116.1|DPSE	LOC118517387|XP_035919330.1|ASTE
OG0000857	LOC4814313|XP_001354424.3|DPSE	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE
OG0000858	LOC6897182|XP_002137362.2|DPSE	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE
OG0000860	LOC117185101|XP_033240840.1|DPSE, LOC6900284|XP_002135606.3|DPSE, LOC4811876|XP_001352735.4|DPSE	LOC118510209|XP_035907640.1|ASTE
OG0000861	LOC4804534|XP_001361082.3|DPSE, LOC4804536|XP_001361084.3|DPSE	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE
OG0000862	LOC4805519|XP_001361909.1|DPSE, LOC4817922|XP_001357223.4|DPSE	LOC118510301|XP_035907820.1|ASTE
OG0000863	LOC4801683|XP_001358733.4|DPSE	LOC118510334|XP_035907885.1|ASTE
OG0000864	LOC4814266|XP_033238543.1|DPSE	LOC118505094|XP_035896286.1|ASTE
OG0000865	LOC6903416|XP_033235363.1|DPSE, LOC4802696|XP_001359563.2|DPSE	LOC118510634|XP_035908571.1|ASTE
OG0000866	LOC4817616|XP_015036376.2|DPSE, LOC117184191|XP_033236621.1|DPSE	LOC118512498|XP_035912899.1|ASTE
OG0000867	LOC117183914|XP_033235284.1|DPSE	LOC118511650|XP_035910878.1|ASTE
OG0000868	LOC6901312|XP_002134013.2|DPSE, LOC6902833|XP_033236380.1|DPSE, LOC6902925|XP_002132651.2|DPSE, LOC6896871|XP_002137061.2|DPSE, LOC4814476|XP_001354562.1|DPSE	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE
OG0000870	LOC4803520|XP_001360233.3|DPSE	LOC118507300|XP_035901561.1|ASTE
OG0000871	LOC4805144|XP_001361596.1|DPSE	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE
OG0000872	LOC4804308|XP_001360888.3|DPSE	LOC118503950|XP_035893728.1|ASTE
OG0000873	LOC4811904|XP_001352890.4|DPSE	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE
OG0000874	LOC4816047|XP_001355640.3|DPSE, LOC4805685|XP_004444578.1|DPSE	LOC118503109|XP_035891939.1|ASTE
OG0000875	LOC6897004|XP_002137189.2|DPSE, LOC6903678|XP_002136794.1|DPSE	LOC118508404|XP_035904058.1|ASTE
OG0000882	LOC6902198|XP_002133725.2|DPSE, LOC4818072|XP_001357488.1|DPSE	LOC118517489|XP_035919578.1|ASTE
OG0000883	LOC4814732|XP_001354820.2|DPSE	LOC118504614|XP_035895188.1|ASTE, LOC118506063|XP_035898609.1|ASTE
OG0000884	LOC6903251|XP_002132950.2|DPSE, LOC6901339|XP_002134040.1|DPSE	LOC118506119|XP_035898727.1|ASTE
OG0000885	LOC4801836|XP_015037411.2|DPSE	LOC118502903|XP_035891519.1|ASTE, LOC118502902|XP_035891517.1|ASTE, LOC118502901|XP_035891516.1|ASTE
OG0000887	LOC4814589|XP_015041466.2|DPSE	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE
OG0000888	LOC4812442|XP_033239534.1|DPSE, LOC26533675|XP_015043625.2|DPSE, LOC4812112|XP_015043626.2|DPSE	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE
OG0000889	LOC4812587|XP_033237575.1|DPSE	LOC118512813|XP_035913661.1|ASTE
OG0000890	LOC4803852|XP_001360503.4|DPSE, LOC6896812|XP_002137015.2|DPSE, LOC6902947|XP_002132673.2|DPSE	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE
OG0000891	LOC4817802|XP_001357160.2|DPSE	LOC118513936|XP_035916207.1|ASTE
OG0000892	LOC4813648|XP_033238009.1|DPSE, LOC4812334|XP_015044066.2|DPSE	LOC118511588|XP_035910732.1|ASTE
OG0000893	LOC4802952|XP_001359765.4|DPSE	LOC118503679|XP_035893114.1|ASTE, LOC118517096|XP_035918846.1|ASTE, LOC118503676|XP_035893110.1|ASTE, LOC118502462|XP_035890585.1|ASTE
OG0000894	LOC6897541|XP_002137687.3|DPSE, LOC13036451|XP_003736704.3|DPSE, LOC4803288|XP_001360053.2|DPSE	LOC118502648|XP_035890990.1|ASTE
OG0000895	LOC6898252|XP_002138318.2|DPSE, LOC4803811|XP_001360469.3|DPSE	LOC118504523|XP_035894958.1|ASTE
OG0000896	LOC6898250|XP_015039364.2|DPSE, LOC6902200|XP_002133727.1|DPSE	LOC118508161|XP_035903597.1|ASTE, LOC118508158|XP_035903594.1|ASTE
OG0000907	LOC4803531|XP_001360242.3|DPSE	LOC118511869|XP_035911366.1|ASTE
OG0000909	LOC4801576|XP_001358646.2|DPSE	LOC118503116|XP_035891954.1|ASTE
OG0000910	LOC4815686|XP_033240674.1|DPSE	LOC118514476|XP_035917293.1|ASTE
OG0000911	LOC6898776|XP_002138753.2|DPSE	LOC118510415|XP_035908076.1|ASTE
OG0000912	LOC4813233|XP_001353425.1|DPSE	LOC118512824|XP_035913692.1|ASTE, LOC118512823|XP_035913691.1|ASTE
OG0000913	LOC4812958|XP_033239851.1|DPSE	LOC118509679|XP_035906610.1|ASTE
OG0000914	LOC4804276|XP_001360857.3|DPSE	LOC118513367|XP_035914891.1|ASTE
OG0000915	LOC4803824|XP_001360479.2|DPSE	LOC118514577|XP_035917472.1|ASTE
OG0000916	LOC4817334|XP_015036032.2|DPSE	LOC118509337|XP_035905708.1|ASTE
OG0000917	LOC6899548|XP_033241796.1|DPSE, LOC4816732|XP_033236591.1|DPSE	LOC118510102|XP_035907426.1|ASTE
OG0000918	LOC6902763|XP_002133275.3|DPSE	LOC118512612|XP_035913178.1|ASTE
OG0000920	LOC4815341|XP_033237458.1|DPSE	LOC118512070|XP_035911849.1|ASTE, LOC118506537|XP_035899703.1|ASTE
OG0000921	LOC6901107|XP_033237824.1|DPSE, LOC6901109|XP_033237826.1|DPSE	LOC118503009|XP_035891716.1|ASTE
OG0000922	LOC4812644|XP_001353033.3|DPSE	LOC118503253|XP_035892184.1|ASTE, LOC118503255|XP_035892188.1|ASTE
OG0000923	LOC6897425|XP_002137577.3|DPSE	LOC118504234|XP_035894347.1|ASTE
OG0000924	LOC4816086|XP_001355382.3|DPSE	LOC118507197|XP_035901164.1|ASTE
OG0000925	LOC4800310|XP_001357597.2|DPSE	LOC118504737|XP_035895507.1|ASTE
OG0000935	LOC6897310|XP_033232282.1|DPSE	LOC118508431|XP_035904105.1|ASTE, LOC118507553|XP_035902028.1|ASTE
OG0000936	LOC26532160|XP_015044553.2|DPSE, LOC6901507|XP_002134193.2|DPSE	LOC118512980|XP_035914130.1|ASTE
OG0000938	LOC26533083|XP_015041004.1|DPSE	LOC118508148|XP_035903581.1|ASTE
OG0000939	LOC4817185|XP_001356477.3|DPSE, LOC6901920|XP_033240727.1|DPSE	LOC118513339|XP_035914854.1|ASTE
OG0000940	LOC4814159|XP_001354256.1|DPSE	LOC118504529|XP_035894966.1|ASTE
OG0000942	LOC4813021|XP_001354065.3|DPSE	LOC118504770|XP_035895593.1|ASTE
OG0000943	LOC4803914|XP_001360559.4|DPSE, LOC6898203|XP_002138272.2|DPSE	LOC118512854|XP_035913820.1|ASTE
OG0000944	LOC4814501|XP_001354891.1|DPSE	LOC118509354|XP_035905765.1|ASTE
OG0000945	LOC4812003|XP_001352468.3|DPSE	LOC118509858|XP_035906959.1|ASTE
OG0000946	LOC4816842|XP_001356876.3|DPSE	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE
OG0000947	LOC4804300|XP_001360880.1|DPSE	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE
OG0000948	LOC117184919|XP_033240003.1|DPSE, LOC6900185|XP_002135523.3|DPSE, LOC6900186|XP_002135524.3|DPSE	LOC118507585|XP_035902140.1|ASTE
OG0000949	LOC4815457|XP_033241155.1|DPSE	LOC118504586|XP_035895128.1|ASTE, LOC118504585|XP_035895126.1|ASTE
OG0000950	LOC4815792|XP_015041178.2|DPSE, LOC4802969|XP_001359780.2|DPSE	LOC118505342|XP_035896892.1|ASTE
OG0000951	LOC4800834|XP_001358038.1|DPSE, LOC6902456|XP_002133001.2|DPSE	LOC118505491|XP_035897238.1|ASTE
OG0000952	LOC6903301|XP_002132489.2|DPSE	LOC118514194|XP_035916776.1|ASTE
OG0000963	LOC4814282|XP_001354364.2|DPSE	LOC118516900|XP_035918640.1|ASTE
OG0000964	LOC6903898|XP_002136619.3|DPSE	LOC118508300|XP_035903846.1|ASTE
OG0000965	LOC4814657|XP_001354589.2|DPSE, LOC26533227|XP_033240544.1|DPSE, LOC26533584|XP_033241526.1|DPSE, LOC117185047|XP_033240542.1|DPSE, LOC117185053|XP_033240550.1|DPSE, LOC117185052|XP_033240549.1|DPSE	LOC118508969|XP_035904831.1|ASTE
OG0000966	LOC4800312|XP_001357594.2|DPSE	LOC118516206|XP_035918003.1|ASTE
OG0000968	LOC4811883|XP_015043705.1|DPSE	LOC118514249|XP_035916854.1|ASTE
OG0000969	LOC4805509|XP_033234604.1|DPSE	LOC118511848|XP_035911286.1|ASTE
OG0000970	LOC6901606|XP_002134276.2|DPSE, LOC6901605|XP_002134275.2|DPSE, LOC6896874|XP_002137064.4|DPSE	LOC118511626|XP_035910826.1|ASTE
OG0000971	LOC4816951|XP_001356525.2|DPSE	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE
OG0000972	LOC4813874|XP_015043212.2|DPSE	LOC118513280|XP_035914739.1|ASTE
OG0000974	LOC4813578|XP_001353667.2|DPSE	LOC118508940|XP_035904742.1|ASTE
OG0000975	LOC6897052|XP_002137236.2|DPSE, LOC6897818|XP_002137923.1|DPSE	LOC118502571|XP_035890786.1|ASTE
OG0000977	LOC117183590|XP_033233901.1|DPSE, LOC6897919|XP_033233856.1|DPSE	LOC118510938|XP_035909267.1|ASTE
OG0000978	LOC4803207|XP_001359987.2|DPSE	LOC118508060|XP_035903408.1|ASTE
OG0000988	LOC4817110|XP_001356839.3|DPSE	LOC118511282|XP_035910069.1|ASTE
OG0000990	LOC4815470|XP_033238604.1|DPSE	LOC118517440|XP_035919462.1|ASTE
OG0000991	LOC6901340|XP_002134041.2|DPSE	LOC118512066|XP_035911834.1|ASTE
OG0000992	LOC4801225|XP_015037096.1|DPSE	LOC118505427|XP_035897082.1|ASTE
OG0000994	LOC6901455|XP_002134141.1|DPSE	LOC118504833|XP_035895730.1|ASTE
OG0000995	LOC6903560|XP_002132433.2|DPSE	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC4805424|XP_015040645.1|DPSE	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC6898344|XP_015039564.2|DPSE, LOC117183524|XP_033233432.1|DPSE	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC4812420|XP_033240589.1|DPSE	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC4815011|XP_001354962.2|DPSE	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC6899316|XP_033233674.1|DPSE	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC4805229|XP_001361666.3|DPSE	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC4816902|XP_001356582.4|DPSE	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC6897798|XP_002137903.1|DPSE	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC4802805|XP_001359650.2|DPSE	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC4815740|XP_015040884.2|DPSE	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC4812231|XP_001352779.1|DPSE	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC4804310|XP_001360890.1|DPSE	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC4815029|XP_001355112.1|DPSE	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC6897506|XP_002137655.2|DPSE, LOC6896826|XP_033241691.1|DPSE	LOC118510858|XP_035909084.1|ASTE
OG0001019	LOC13036374|XP_015037038.2|DPSE	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE
OG0001020	LOC6901645|XP_002134314.2|DPSE	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001022	LOC4811665|XP_001352254.1|DPSE	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001023	LOC117183388|XP_033233040.1|DPSE	LOC118506481|XP_035899555.1|ASTE
OG0001024	LOC4801126|XP_001358270.3|DPSE	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE
OG0001025	LOC4813361|XP_001353354.2|DPSE	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC4804022|XP_001360652.1|DPSE	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC6900518|XP_002134905.1|DPSE	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC4816500|XP_001356025.3|DPSE	LOC118509366|XP_035905783.1|ASTE
OG0001029	LOC4804363|XP_001360937.3|DPSE	LOC118506615|XP_035899873.1|ASTE
OG0001031	LOC6902406|XP_015037000.2|DPSE	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC13036341|XP_033235445.1|DPSE	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC6902171|XP_002133702.3|DPSE	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC4800322|XP_001357587.2|DPSE	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC4815446|XP_001355701.2|DPSE	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC4804131|XP_015039625.2|DPSE	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC6898739|XP_015040344.2|DPSE	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC4804670|XP_001361195.1|DPSE	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC4804383|XP_033234870.1|DPSE	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC4805247|XP_001361679.3|DPSE	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001049	LOC6903297|XP_002132485.2|DPSE, LOC4812301|XP_001352647.4|DPSE	LOC118510290|XP_035907799.1|ASTE
OG0001050	LOC6896971|XP_002137156.2|DPSE, LOC6900034|XP_002135399.1|DPSE, LOC117183993|XP_033235698.1|DPSE	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC6902784|XP_002132521.2|DPSE	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC4816788|XP_015035777.1|DPSE	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC117185203|XP_033241490.1|DPSE, LOC117185205|XP_033241492.1|DPSE, LOC117183205|XP_033241491.1|DPSE, LOC6903974|XP_002136541.3|DPSE, LOC117185202|XP_033241485.1|DPSE, LOC26533390|XP_033241488.1|DPSE	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC4800928|XP_001358116.2|DPSE, LOC6896966|XP_002137151.2|DPSE	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC4802848|XP_033232393.1|DPSE	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC4811770|XP_033238899.1|DPSE	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC4818031|XP_001357250.1|DPSE, LOC6903367|XP_002132249.3|DPSE	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC6902017|XP_002133551.3|DPSE	LOC118505311|XP_035896842.1|ASTE
OG0001073	LOC4800749|XP_001357966.3|DPSE	LOC118504199|XP_035894705.1|ASTE
OG0001074	LOC4803340|XP_001360128.1|DPSE	LOC118503056|XP_035891814.1|ASTE
OG0001077	LOC4811643|XP_002135770.1|DPSE	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC4814417|XP_001354384.1|DPSE	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC4812666|XP_001353050.2|DPSE	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC4811939|XP_001352463.2|DPSE	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC4802909|XP_001359735.2|DPSE	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC6901249|XP_015041521.2|DPSE, LOC117185001|XP_033240260.1|DPSE, LOC4804418|XP_015039936.2|DPSE	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC4813944|XP_015043482.2|DPSE	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC4803432|XP_033234250.1|DPSE	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC4804846|XP_001361339.4|DPSE	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC117183508|XP_033233297.1|DPSE	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC6903039|XP_002132763.2|DPSE	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC4812572|XP_001352769.3|DPSE	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC4812001|XP_015043708.1|DPSE	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC4812758|XP_001353549.4|DPSE	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001092	LOC4817869|XP_001357352.1|DPSE	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC4816688|XP_015036785.2|DPSE	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC4816659|XP_033235894.1|DPSE	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC26532094|XP_033235366.1|DPSE	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC4817649|XP_015036401.2|DPSE	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC26534452|XP_033235754.1|DPSE	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC6900934|XP_002134727.1|DPSE	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC6897793|XP_015038081.2|DPSE	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC6898360|XP_015039601.2|DPSE	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC4813725|XP_001353688.4|DPSE	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC4800805|XP_001358015.1|DPSE	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC4803663|XP_001360346.3|DPSE	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC4815583|XP_001355499.1|DPSE	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC4811795|XP_015044320.1|DPSE	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001118	LOC6903926|XP_002136591.1|DPSE	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC117185621|XP_033241653.1|DPSE	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC6896962|XP_015038892.2|DPSE	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001121	LOC4803329|XP_015038995.1|DPSE	LOC118512075|XP_035911900.1|ASTE, LOC118512052|XP_035911792.1|ASTE
OG0001122	LOC4812463|XP_015043937.1|DPSE	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC4802084|XP_015037603.2|DPSE	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC4801867|XP_001358895.1|DPSE	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001127	LOC4813028|XP_001353284.3|DPSE	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC6898365|XP_002138418.3|DPSE	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
