Orthogroup	DPSE.longest_only	DALB.longest_only
OG0001468	LOC6900906|XP_015042501.1|DPSE	LOC117570211|XP_034107593.1|DALB
OG0001469	LOC4805343|XP_001361758.3|DPSE	LOC117572439|XP_034111159.1|DALB
OG0001470	LOC4813699|XP_001353535.1|DPSE	LOC117571048|XP_034108907.1|DALB
OG0001471	LOC6900617|XP_033237620.1|DPSE	LOC117572188|XP_034110734.1|DALB
OG0001472	LOC4812557|XP_001352596.1|DPSE	LOC117570808|XP_034108554.1|DALB
OG0001473	LOC4802762|XP_033241710.1|DPSE	LOC117575244|XP_034115267.1|DALB
OG0001474	LOC6898022|XP_002138111.1|DPSE	LOC117571827|XP_034110097.1|DALB
OG0001475	LOC4804087|XP_001360705.3|DPSE, LOC117183749|XP_033234654.1|DPSE	LOC117568011|XP_034104225.1|DALB
OG0001476	LOC4811726|XP_033234912.1|DPSE	LOC117568523|XP_034105116.1|DALB
OG0001477	LOC4800999|XP_001358174.1|DPSE	LOC117575131|XP_034115124.1|DALB
OG0001478	LOC4817152|XP_015035818.2|DPSE	LOC117565652|XP_034100757.1|DALB
OG0001479	LOC6901137|XP_002134613.1|DPSE	LOC117567052|XP_034102671.1|DALB, LOC117577976|XP_034118949.1|DALB
OG0001480	LOC4816871|XP_001356440.2|DPSE	LOC117563564|XP_034097835.1|DALB
OG0001481	LOC4816575|XP_033235399.1|DPSE	LOC117565788|XP_034100956.1|DALB, LOC117565786|XP_034100953.1|DALB
OG0001482	LOC4803816|XP_001360473.2|DPSE	LOC117569703|XP_034106858.1|DALB
OG0001483	LOC6902747|XP_002133261.3|DPSE	LOC117565667|XP_034100789.1|DALB, LOC117565666|XP_034100787.1|DALB
OG0001484	LOC4817380|XP_001356763.3|DPSE	LOC117565643|XP_034100747.1|DALB
OG0001485	LOC4812899|XP_001353479.2|DPSE	LOC117569275|XP_034106268.1|DALB
OG0001486	LOC4816791|XP_001356878.2|DPSE	LOC117563237|XP_034097333.1|DALB
OG0001487	LOC26533936|XP_033235734.1|DPSE	LOC117564113|XP_034098657.1|DALB
OG0001488	LOC4803343|XP_001360123.1|DPSE	LOC117571377|XP_034109381.1|DALB
OG0001489	LOC6902623|XP_033236795.1|DPSE	LOC117563385|XP_034097590.1|DALB
OG0001490	LOC4816681|XP_001356160.2|DPSE	LOC117564064|XP_034098579.1|DALB
OG0001491	LOC4816854|XP_001356623.1|DPSE	LOC117565855|XP_034101072.1|DALB, LOC117565854|XP_034101063.1|DALB
OG0001492	LOC6899617|XP_033237206.1|DPSE, LOC6903295|XP_015035664.2|DPSE	LOC117565645|XP_034100750.1|DALB
OG0001493	LOC6902134|XP_033239566.1|DPSE	LOC117569113|XP_034106028.1|DALB
OG0001494	LOC4815259|XP_001355149.2|DPSE	LOC117571367|XP_034109373.1|DALB
OG0001495	LOC26532043|XP_015039832.2|DPSE, LOC6900450|XP_002134843.2|DPSE	LOC117572110|XP_034110620.1|DALB
OG0001496	LOC4814682|XP_001354531.1|DPSE	LOC117577775|XP_034118585.1|DALB
OG0001497	LOC4804501|XP_001361056.2|DPSE	LOC117567005|XP_034102581.1|DALB
OG0001498	LOC6897855|XP_003736867.2|DPSE	LOC117575611|XP_034115774.1|DALB
OG0001500	LOC6899126|XP_033233194.1|DPSE, LOC6899125|XP_015040870.2|DPSE, LOC4805743|XP_001362090.1|DPSE	LOC117566489|XP_034101913.1|DALB
OG0001501	LOC4802582|XP_001359476.3|DPSE	LOC117575823|XP_034116118.1|DALB
OG0001502	LOC4804017|XP_001360647.2|DPSE	LOC117567678|XP_034103691.1|DALB
OG0001503	LOC4803495|XP_033233832.1|DPSE	LOC117570265|XP_034107671.1|DALB
OG0001504	LOC6901832|XP_033237623.1|DPSE	LOC117573734|XP_034113038.1|DALB
OG0001505	LOC6899545|XP_033234818.1|DPSE	LOC117567062|XP_034102680.1|DALB
OG0001506	LOC4803384|XP_001357539.2|DPSE	LOC117566402|XP_034101806.1|DALB
OG0001507	LOC6898842|XP_015040510.2|DPSE	LOC117572390|XP_034111053.1|DALB
OG0001508	LOC4804500|XP_001361055.2|DPSE	LOC117570323|XP_034107755.1|DALB
OG0001509	LOC4803692|XP_015039277.2|DPSE	LOC117566800|XP_034102233.1|DALB
OG0001510	LOC4818051|XP_001357203.1|DPSE	LOC117563248|XP_034097352.1|DALB
OG0001511	LOC4804620|XP_001361153.5|DPSE	LOC117569805|XP_034107010.1|DALB
OG0001512	LOC4813908|XP_001353240.2|DPSE	LOC117571410|XP_034109439.1|DALB
OG0001513	LOC4813557|XP_033237473.1|DPSE	LOC117569553|XP_034106651.1|DALB
OG0001515	LOC6901149|XP_002134625.1|DPSE, LOC6897372|XP_002137525.3|DPSE	LOC117576400|XP_034117009.1|DALB
OG0001517	LOC4800665|XP_001357897.3|DPSE	LOC117576969|XP_034118038.1|DALB
OG0001518	LOC4815243|XP_001355130.4|DPSE	LOC117578032|XP_034119035.1|DALB
OG0001519	LOC4802981|XP_001359790.3|DPSE	LOC117575799|XP_034116068.1|DALB, LOC117575798|XP_034116067.1|DALB
OG0001520	LOC4801929|XP_001358947.1|DPSE	LOC117574751|XP_034114583.1|DALB
OG0001521	LOC4817973|XP_001357298.2|DPSE	LOC117565802|XP_034100979.1|DALB
OG0001523	LOC4805224|XP_001361663.3|DPSE	LOC117571976|XP_034110372.1|DALB, LOC117571110|XP_034108984.1|DALB
OG0001524	LOC6898942|XP_002138905.2|DPSE	LOC117566745|XP_034102179.1|DALB
OG0001524	LOC4805404|XP_033234435.1|DPSE	LOC117566744|XP_034102178.1|DALB
OG0001525	LOC6901466|XP_015041725.2|DPSE	LOC117576752|XP_034117676.1|DALB
OG0001525	LOC6901467|XP_002134153.3|DPSE	LOC117567661|XP_034103674.1|DALB
OG0001526	LOC6901419|XP_002134105.2|DPSE	LOC117577691|XP_034118482.1|DALB
OG0001527	LOC6901066|XP_002134545.3|DPSE	LOC117573777|XP_034113072.1|DALB
OG0001527	LOC117184663|XP_033239147.1|DPSE	LOC117567735|XP_034103796.1|DALB
OG0001528	LOC117183222|XP_033233117.1|DPSE, LOC117183323|XP_033232739.1|DPSE, LOC6897003|XP_033241814.1|DPSE, LOC117183192|XP_033240454.1|DPSE, LOC4801024|XP_001358194.5|DPSE	LOC117576895|XP_034117929.1|DALB, LOC117576935|XP_034117970.1|DALB, LOC117574701|XP_034114505.1|DALB, LOC117574879|XP_034114800.1|DALB
OG0001529	LOC26532027|XP_015042356.1|DPSE	LOC117572442|XP_034111167.1|DALB
OG0001530	LOC6902683|XP_002133199.3|DPSE	LOC117565716|XP_034100855.1|DALB
OG0001531	LOC6902091|XP_002133622.2|DPSE, LOC4804072|XP_001360690.3|DPSE, LOC6898572|XP_002138592.2|DPSE	LOC117571201|XP_034109137.1|DALB
OG0001534	LOC6902031|XP_033237898.1|DPSE	LOC117568395|XP_034104912.1|DALB
OG0001535	LOC4814357|XP_001354423.1|DPSE	LOC117575985|XP_034116367.1|DALB
OG0001536	LOC4814601|XP_001354832.2|DPSE	LOC117575953|XP_034116323.1|DALB
OG0001537	LOC6902813|XP_015035819.2|DPSE, LOC4817068|XP_001356428.1|DPSE	LOC117566226|XP_034101663.1|DALB
OG0001538	LOC6902153|XP_015041209.2|DPSE	LOC117577694|XP_034118488.1|DALB
OG0001539	LOC4803955|XP_001360593.2|DPSE	LOC117569449|XP_034106504.1|DALB
OG0001540	LOC6899940|XP_002135308.2|DPSE, LOC26532228|XP_015037482.2|DPSE, LOC4816801|XP_001356412.3|DPSE	LOC117564789|XP_034099598.1|DALB
OG0001541	LOC4812581|XP_001352392.3|DPSE	LOC117569730|XP_034106894.1|DALB
OG0001542	LOC4802105|XP_002137604.3|DPSE	LOC117574521|XP_034114272.1|DALB
OG0001543	LOC4814491|XP_001354698.2|DPSE	LOC117567228|XP_034102953.1|DALB
OG0001544	LOC6901826|XP_015042172.2|DPSE	LOC117570438|XP_034108023.1|DALB
OG0001545	LOC6901886|XP_033237687.1|DPSE	LOC117578266|XP_034119582.1|DALB
OG0001546	LOC4815501|XP_033237685.1|DPSE	LOC117578255|XP_034119570.1|DALB
OG0001547	LOC6901306|XP_033240413.1|DPSE	LOC117573400|XP_034112496.1|DALB
OG0001548	LOC4814556|XP_015041555.1|DPSE	LOC117570968|XP_034108805.1|DALB
OG0001549	LOC6902880|XP_015035927.2|DPSE	LOC117564445|XP_034099097.1|DALB
OG0001550	LOC6897009|XP_002137194.3|DPSE	LOC117575559|XP_034115711.1|DALB
OG0001551	LOC4800916|XP_015038617.2|DPSE	LOC117574656|XP_034114451.1|DALB
OG0001552	LOC4800355|XP_001357559.1|DPSE	LOC117575024|XP_034114993.1|DALB
OG0001553	LOC4814982|XP_033239500.1|DPSE	LOC117577676|XP_034118460.1|DALB
OG0001554	LOC4801012|XP_015038636.2|DPSE	LOC117576849|XP_034117832.1|DALB
OG0001555	LOC4817337|XP_001356893.1|DPSE	LOC117565340|XP_034100281.1|DALB
OG0001556	LOC4804780|XP_001361289.1|DPSE	LOC117572757|XP_034111732.1|DALB
OG0001557	LOC4815477|XP_015041023.2|DPSE	LOC117568810|XP_034105565.1|DALB
OG0001558	LOC26532991|XP_015044202.2|DPSE, LOC4811768|XP_033238062.1|DPSE	LOC117570538|XP_034108140.1|DALB
OG0001559	LOC4801718|XP_001358763.3|DPSE	LOC117575279|XP_034115311.1|DALB
OG0001560	LOC4802017|XP_033235903.1|DPSE	LOC117576536|XP_034117252.1|DALB
OG0001561	LOC4801206|XP_015037090.2|DPSE	LOC117576029|XP_034116429.1|DALB
OG0001562	LOC4816177|XP_001355789.3|DPSE	LOC117578399|XP_034119745.1|DALB
OG0001563	LOC6899766|XP_033241743.1|DPSE	LOC117573081|XP_034111862.1|DALB
OG0001564	LOC4800966|XP_033241641.1|DPSE	LOC117576321|XP_034116873.1|DALB
OG0001565	LOC4801588|XP_001358657.4|DPSE	LOC117575608|XP_034115770.1|DALB
OG0001566	LOC6901752|XP_002134421.1|DPSE	LOC117575414|XP_034115485.1|DALB
OG0001567	LOC4805109|XP_001361567.2|DPSE	LOC117569382|XP_034106403.1|DALB
OG0001568	LOC4801949|XP_033232924.1|DPSE	LOC117576252|XP_034116770.1|DALB
OG0001569	LOC6897137|XP_015037138.2|DPSE	LOC117575871|XP_034116193.1|DALB
OG0001570	LOC4801271|XP_001358391.3|DPSE	LOC117574197|XP_034113791.1|DALB
OG0001571	LOC4817717|XP_033236567.1|DPSE	LOC117565176|XP_034100059.1|DALB
OG0001572	LOC4814552|XP_001355107.2|DPSE	LOC117577690|XP_034118481.1|DALB
OG0001573	LOC6900063|XP_033238385.1|DPSE	LOC117572789|XP_034111783.1|DALB, LOC117572790|XP_034111784.1|DALB
OG0001574	LOC4815338|XP_001354779.2|DPSE	LOC117572816|XP_034111809.1|DALB
OG0001575	LOC4801789|XP_003736600.3|DPSE	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB
OG0001576	LOC4803146|XP_001359936.1|DPSE	LOC117576636|XP_034117453.1|DALB
OG0001577	LOC6896899|XP_002137086.2|DPSE, LOC4800243|XP_001357649.2|DPSE	LOC117574344|XP_034114056.1|DALB
OG0001578	LOC4804822|XP_001361324.3|DPSE	LOC117572717|XP_034111671.1|DALB
OG0001579	LOC6900668|XP_002135034.2|DPSE, LOC4814919|XP_001354901.1|DPSE, LOC117184821|XP_033239668.1|DPSE	LOC117565436|XP_034100421.1|DALB
OG0001580	LOC6898870|XP_015040556.2|DPSE	LOC117571885|XP_034110235.1|DALB
OG0001581	LOC6902224|XP_002133752.3|DPSE	LOC117570788|XP_034108531.1|DALB
OG0001582	LOC4805467|XP_015040672.2|DPSE	LOC117571902|XP_034110265.1|DALB
OG0001583	LOC4805009|XP_015040360.2|DPSE	LOC117572182|XP_034110724.1|DALB
OG0001584	LOC4812842|XP_001353670.2|DPSE, LOC6900614|XP_002134987.2|DPSE	LOC117566394|XP_034101793.1|DALB
OG0001585	LOC4814489|XP_015042053.2|DPSE	LOC117568547|XP_034105160.1|DALB
OG0001586	LOC4813835|XP_001353232.1|DPSE	LOC117571409|XP_034109438.1|DALB
OG0001587	LOC4803330|XP_033234042.1|DPSE	LOC117567367|XP_034103200.1|DALB
OG0001588	LOC4804136|XP_001360742.2|DPSE	LOC117569674|XP_034106812.1|DALB
OG0001589	LOC26534361|XP_015044423.1|DPSE	LOC117566042|XP_034101383.1|DALB
OG0001590	LOC4803659|XP_015039247.2|DPSE	LOC117571731|XP_034109930.1|DALB
OG0001591	LOC6896766|XP_033238911.1|DPSE	LOC117574871|XP_034114786.1|DALB
OG0001592	LOC6902896|XP_033235150.1|DPSE	LOC117563622|XP_034097914.1|DALB
OG0001593	LOC6902890|XP_033235165.1|DPSE, LOC6902891|XP_033235164.1|DPSE	LOC117563626|XP_034097923.1|DALB
OG0001594	LOC6903256|XP_033236301.1|DPSE	LOC117565809|XP_034100989.1|DALB
OG0001595	LOC6898282|XP_002138347.1|DPSE	LOC117566957|XP_034102491.1|DALB
OG0001596	LOC4817909|XP_001357300.2|DPSE	LOC117565803|XP_034100983.1|DALB
OG0001597	LOC6902755|XP_002133267.1|DPSE	LOC117565725|XP_034100865.1|DALB
OG0001598	LOC4816591|XP_001356203.3|DPSE	LOC117563354|XP_034097531.1|DALB
OG0001599	LOC4817934|XP_001357413.1|DPSE	LOC117565621|XP_034100725.1|DALB
OG0001600	LOC6903470|XP_033235722.1|DPSE	LOC117578388|XP_034119715.1|DALB
OG0001601	LOC4818056|XP_001357183.1|DPSE	LOC117564402|XP_034099018.1|DALB
OG0001602	LOC117183169|XP_015035309.2|DPSE, LOC6903365|XP_002132247.3|DPSE, LOC26533099|XP_015035306.2|DPSE	LOC117565233|XP_034100131.1|DALB
OG0001603	LOC4816809|XP_001356375.3|DPSE	LOC117565779|XP_034100946.1|DALB
OG0001604	LOC4815759|XP_001355602.1|DPSE	LOC117577587|XP_034118322.1|DALB
OG0001605	LOC4803367|XP_001360102.3|DPSE	LOC117572758|XP_034111733.1|DALB
OG0001606	LOC26532275|XP_015044307.1|DPSE	LOC117569914|XP_034107148.1|DALB
OG0001607	LOC4817218|XP_001356543.2|DPSE	LOC117564003|XP_034098484.1|DALB
OG0001608	LOC4816487|XP_033236946.1|DPSE	LOC117564349|XP_034098956.1|DALB
OG0001609	LOC15382876|XP_004444300.2|DPSE	LOC117571363|XP_034109363.1|DALB
OG0001610	LOC6901050|XP_002134529.2|DPSE, LOC4816378|XP_001356110.3|DPSE	LOC117566059|XP_034101406.1|DALB
OG0001611	LOC4817290|XP_001356855.1|DPSE	LOC117563994|XP_034098474.1|DALB
OG0001612	LOC4817050|XP_001356605.1|DPSE	LOC117565142|XP_034100013.1|DALB
OG0001614	LOC6898643|XP_033234007.1|DPSE	LOC117571740|XP_034109948.1|DALB
OG0001615	LOC6903360|XP_002132241.3|DPSE	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB
OG0001616	LOC4817709|XP_001357088.1|DPSE	LOC117578392|XP_034119731.1|DALB
OG0001617	LOC4816182|XP_001355750.3|DPSE	LOC117563315|XP_034097464.1|DALB
OG0001618	LOC117184253|XP_033236851.1|DPSE	LOC117573230|XP_034112170.1|DALB
OG0001619	LOC4816262|XP_033237036.1|DPSE	LOC117578402|XP_034119747.1|DALB
OG0001620	LOC4803394|XP_001357529.1|DPSE	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB
OG0001621	LOC4805353|XP_001361767.3|DPSE	LOC117569383|XP_034106404.1|DALB
OG0001622	LOC6901560|XP_002134234.1|DPSE	LOC117563560|XP_034097834.1|DALB
OG0001623	LOC6902810|XP_002132547.1|DPSE	LOC117566113|XP_034101474.1|DALB
OG0001624	LOC4817818|XP_033236384.1|DPSE	LOC117563365|XP_034097555.1|DALB
OG0001625	LOC6902342|XP_002133288.2|DPSE	LOC117571672|XP_034109802.1|DALB, LOC117577418|XP_034118222.1|DALB
OG0001626	LOC4816965|XP_001356591.3|DPSE	LOC117565885|XP_034101118.1|DALB
OG0001627	LOC4803099|XP_001359897.3|DPSE	LOC117573549|XP_034112719.1|DALB
OG0001628	LOC4802180|XP_033232535.1|DPSE	LOC117574367|XP_034114092.1|DALB, LOC117575908|XP_034116245.1|DALB
OG0001629	LOC6897803|XP_033238605.1|DPSE	LOC117573131|XP_034111953.1|DALB
OG0001630	LOC4801788|XP_001358825.4|DPSE	LOC117574186|XP_034113769.1|DALB
OG0001631	LOC4802311|XP_001359252.5|DPSE	LOC117576611|XP_034117402.1|DALB
OG0001632	LOC4816899|XP_001356343.1|DPSE, LOC6901943|XP_002133477.2|DPSE	LOC117565827|XP_034101025.1|DALB
OG0001633	LOC6897819|XP_033232722.1|DPSE	LOC117573971|XP_034113404.1|DALB
OG0001634	LOC6897799|XP_002137904.3|DPSE	LOC117577388|XP_034118186.1|DALB
OG0001635	LOC6897513|XP_002137662.2|DPSE	LOC117576211|XP_034116707.1|DALB
OG0001636	LOC4802919|XP_001359741.2|DPSE	LOC117574591|XP_034114365.1|DALB
OG0001637	LOC4800603|XP_001357848.1|DPSE	LOC117575082|XP_034115070.1|DALB
OG0001638	LOC4815866|XP_001355239.2|DPSE	LOC117575434|XP_034115532.1|DALB
OG0001639	LOC4804833|XP_001361332.2|DPSE	LOC117566657|XP_034102092.1|DALB
OG0001640	LOC4803291|XP_001360056.1|DPSE	LOC117573677|XP_034112896.1|DALB
OG0001641	LOC4802801|XP_001359646.2|DPSE	LOC117575815|XP_034116101.1|DALB
OG0001642	LOC4814963|XP_001354767.4|DPSE	LOC117566419|XP_034101842.1|DALB
OG0001643	LOC4817451|XP_001356713.2|DPSE	LOC117565272|XP_034100191.1|DALB
OG0001644	LOC6897670|XP_033232359.1|DPSE, LOC4813314|XP_001353600.2|DPSE	LOC117571125|XP_034109018.1|DALB
OG0001645	LOC4805279|XP_015040520.2|DPSE	LOC117569251|XP_034106216.1|DALB
OG0001646	LOC4805388|XP_001361797.1|DPSE	LOC117569983|XP_034107252.1|DALB
OG0001647	LOC6899595|XP_033236727.1|DPSE	LOC117564522|XP_034099233.1|DALB
OG0001647	LOC4803489|XP_033234711.1|DPSE	LOC117571866|XP_034110153.1|DALB
OG0001648	LOC4813512|XP_015043033.2|DPSE	LOC117572729|XP_034111691.1|DALB
OG0001649	LOC4805485|XP_001361880.2|DPSE	LOC117571863|XP_034110149.1|DALB
OG0001650	LOC4805694|XP_015040813.2|DPSE	LOC117566996|XP_034102562.1|DALB
OG0001651	LOC4803839|XP_001360492.3|DPSE	LOC117567943|XP_034104129.1|DALB
OG0001652	LOC4812775|XP_033239127.1|DPSE	LOC117567790|XP_034103905.1|DALB
OG0001653	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE	LOC117568506|XP_034105093.1|DALB
OG0001654	LOC4804003|XP_015039527.2|DPSE	LOC117571670|XP_034109801.1|DALB
OG0001655	LOC4805115|XP_001361573.3|DPSE	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB
OG0001656	LOC6902660|XP_002133176.3|DPSE	LOC117565285|XP_034100204.1|DALB
OG0001657	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE	LOC117572810|XP_034111807.1|DALB
OG0001658	LOC4811997|XP_001352775.2|DPSE	LOC117568941|XP_034105770.1|DALB
OG0001659	LOC6900112|XP_002135464.3|DPSE, LOC4812031|XP_001352745.4|DPSE	LOC117572162|XP_034110702.1|DALB
OG0001660	LOC4812559|XP_001352760.3|DPSE	LOC117572406|XP_034111077.1|DALB
OG0001661	LOC4802103|XP_033232844.1|DPSE	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB
OG0001662	LOC6896757|XP_002136964.2|DPSE, LOC4814132|XP_001354208.3|DPSE	LOC117570844|XP_034108616.1|DALB
OG0001663	LOC13036370|XP_003736493.3|DPSE	LOC117573956|XP_034113386.1|DALB
OG0001663	LOC4801397|XP_015037228.2|DPSE	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB
OG0001664	LOC4803658|XP_001360342.2|DPSE	LOC117572275|XP_034110869.1|DALB
OG0001666	LOC4817401|XP_001356770.2|DPSE	LOC117578384|XP_034119711.1|DALB
OG0001667	LOC4805385|XP_004444496.2|DPSE	LOC117566601|XP_034102034.1|DALB
OG0001668	LOC4813875|XP_001353844.3|DPSE	LOC117566471|XP_034101892.1|DALB, LOC117566472|XP_034101894.1|DALB, LOC117569276|XP_034106271.1|DALB, LOC117567872|XP_034104031.1|DALB, LOC117572370|XP_034111028.1|DALB, LOC117572371|XP_034111029.1|DALB, LOC117572377|XP_034111036.1|DALB, LOC117572409|XP_034111082.1|DALB, LOC117572389|XP_034111052.1|DALB, LOC117567499|XP_034103421.1|DALB, LOC117572383|XP_034111047.1|DALB, LOC117572384|XP_034111048.1|DALB, LOC117572393|XP_034111059.1|DALB, LOC117567679|XP_034103692.1|DALB
OG0001669	LOC4813422|XP_001353666.3|DPSE, LOC4813522|XP_002134986.2|DPSE	LOC117566393|XP_034101792.1|DALB
OG0001670	LOC4805567|XP_001361952.3|DPSE	LOC117571522|XP_034109589.1|DALB
OG0001671	LOC6902294|XP_002133821.1|DPSE	LOC117564452|XP_034099123.1|DALB
OG0001672	LOC4804785|XP_001361294.1|DPSE	LOC117571267|XP_034109221.1|DALB
OG0001673	LOC26533612|XP_015039283.2|DPSE	LOC117569391|XP_034106411.1|DALB
OG0001674	LOC4802488|XP_001359401.2|DPSE, LOC6901509|XP_002134195.2|DPSE	LOC117576693|XP_034117580.1|DALB
OG0001675	LOC6897694|XP_002137820.1|DPSE	LOC117575600|XP_034115759.1|DALB
OG0001678	LOC6902313|XP_002133840.3|DPSE	LOC117578104|XP_034119172.1|DALB
OG0001679	LOC4815389|XP_001354849.2|DPSE	LOC117570744|XP_034108460.1|DALB
OG0001680	LOC4815245|XP_001355154.1|DPSE	LOC117578171|XP_034119354.1|DALB
OG0001681	LOC6901055|XP_002134534.2|DPSE	LOC117577630|XP_034118388.1|DALB
OG0001682	LOC6900387|XP_002134780.2|DPSE	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB
OG0001683	LOC6903548|XP_015035519.1|DPSE	LOC117563348|XP_034097523.1|DALB
OG0001684	LOC4811748|XP_001352319.3|DPSE	LOC117573079|XP_034111853.1|DALB
OG0001685	LOC6903293|XP_002132481.1|DPSE	LOC117565874|XP_034101105.1|DALB
OG0001686	LOC4814348|XP_001354381.4|DPSE	LOC117577946|XP_034118912.1|DALB
OG0001687	LOC4815131|XP_001354785.2|DPSE	LOC117574685|XP_034114485.1|DALB
OG0001688	LOC6899113|XP_002139030.3|DPSE	LOC117567588|XP_034103565.1|DALB
OG0001689	LOC4815981|XP_015041020.2|DPSE	LOC117571053|XP_034108915.1|DALB
OG0001690	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE	LOC117570248|XP_034107647.1|DALB
OG0001691	LOC6902981|XP_002132706.1|DPSE	LOC117565095|XP_034099943.1|DALB
OG0001692	LOC4801825|XP_001358858.4|DPSE	LOC117574128|XP_034113676.1|DALB
OG0001693	LOC4816083|XP_001355532.1|DPSE	LOC117572263|XP_034110858.1|DALB
OG0001694	LOC4801434|XP_001358529.5|DPSE	LOC117575747|XP_034115996.1|DALB
OG0001695	LOC6899855|XP_033235469.1|DPSE	LOC117565244|XP_034100147.1|DALB
OG0001696	LOC6897014|XP_002137199.4|DPSE	LOC117574668|XP_034114464.1|DALB
OG0001697	LOC4802122|XP_033239506.1|DPSE	LOC117573075|XP_034111845.1|DALB
OG0001698	LOC4814506|XP_033240056.1|DPSE	LOC117577970|XP_034118915.1|DALB
OG0001699	LOC4801015|XP_003736365.1|DPSE	LOC117576137|XP_034116589.1|DALB
OG0001700	LOC4802453|XP_015037814.1|DPSE	LOC117576469|XP_034117131.1|DALB
OG0001701	LOC6897387|XP_002137539.3|DPSE	LOC117576600|XP_034117385.1|DALB
OG0001702	LOC4817391|XP_001356325.2|DPSE	LOC117566248|XP_034101690.1|DALB
OG0001703	LOC13036479|XP_015038938.2|DPSE	LOC117575736|XP_034115973.1|DALB
OG0001704	LOC4800913|XP_001358102.3|DPSE	LOC117575737|XP_034115977.1|DALB
OG0001705	LOC4801969|XP_015037508.1|DPSE	LOC117575820|XP_034116111.1|DALB
OG0001706	LOC4816606|XP_001356298.1|DPSE	LOC117563641|XP_034097942.1|DALB
OG0001707	LOC4801224|XP_003736438.3|DPSE	LOC117573422|XP_034112522.1|DALB
OG0001708	LOC4801300|XP_001358418.3|DPSE	LOC117575914|XP_034116259.1|DALB
OG0001709	LOC6900741|XP_002135101.3|DPSE	LOC117570030|XP_034107343.1|DALB
OG0001710	LOC4800977|XP_001358158.3|DPSE	LOC117573706|XP_034112965.1|DALB
OG0001711	LOC4801673|XP_002137459.2|DPSE	LOC117576227|XP_034116731.1|DALB
OG0001712	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE	LOC117574734|XP_034114558.1|DALB
OG0001713	LOC6897970|XP_002138069.2|DPSE	LOC117573695|XP_034112946.1|DALB
OG0001714	LOC4802497|XP_001359408.3|DPSE	LOC117576667|XP_034117529.1|DALB
OG0001715	LOC4814198|XP_001354339.3|DPSE	LOC117566904|XP_034102416.1|DALB
OG0001716	LOC4815314|XP_001354770.2|DPSE	LOC117567760|XP_034103847.1|DALB
OG0001717	LOC4800269|XP_033232957.1|DPSE	LOC117576936|XP_034117971.1|DALB
OG0001719	LOC6897112|XP_033232937.1|DPSE	LOC117573423|XP_034112523.1|DALB
OG0001720	LOC117184151|XP_033236487.1|DPSE	LOC117575994|XP_034116382.1|DALB
OG0001721	LOC4801798|XP_001358832.2|DPSE	LOC117576815|XP_034117776.1|DALB
OG0001722	LOC6900407|XP_033238109.1|DPSE	LOC117567853|XP_034103998.1|DALB
OG0001723	LOC4803334|XP_001357522.1|DPSE	LOC117569179|XP_034106139.1|DALB
OG0001724	LOC4805278|XP_033234462.1|DPSE	LOC117566870|XP_034102359.1|DALB
OG0001725	LOC4804562|XP_015040015.1|DPSE	LOC117567144|XP_034102847.1|DALB
OG0001726	LOC4812965|XP_001353219.3|DPSE	LOC117568460|XP_034105027.1|DALB
OG0001727	LOC6896829|XP_002137032.2|DPSE	LOC117575579|XP_034115736.1|DALB
OG0001728	LOC6898952|XP_015040641.2|DPSE	LOC117571921|XP_034110293.1|DALB
OG0001729	LOC4803569|XP_015039186.1|DPSE	LOC117570427|XP_034107971.1|DALB
OG0001730	LOC4817720|XP_001357154.2|DPSE	LOC117564334|XP_034098931.1|DALB
OG0001731	LOC6898348|XP_033233261.1|DPSE	LOC117567127|XP_034102826.1|DALB
OG0001732	LOC4818108|XP_015035234.1|DPSE	LOC117564845|XP_034099670.1|DALB
OG0001733	LOC4803771|XP_001360433.3|DPSE	LOC117568574|XP_034105194.1|DALB
OG0001734	LOC4804571|XP_001361112.2|DPSE	LOC117570685|XP_034108377.1|DALB
OG0001735	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE	LOC117567713|XP_034103764.1|DALB
OG0001736	LOC4803741|XP_001360407.1|DPSE	LOC117568389|XP_034104892.1|DALB
OG0001737	LOC4804531|XP_001361079.4|DPSE	LOC117572739|XP_034111706.1|DALB
OG0001738	LOC6903349|XP_002132230.2|DPSE, LOC6900701|XP_002135065.3|DPSE	LOC117569577|XP_034106691.1|DALB
OG0001740	LOC4804490|XP_001361046.3|DPSE	LOC117570294|XP_034107706.1|DALB
