Orthogroup	DPSE.longest_only	DSIM.longest_only
OG0002590	LOC4814811|XP_001354674.2|DPSE	LOC6726148|XP_016039673.1|DSIM
OG0002591	LOC4800311|XP_001357595.4|DPSE	LOC6730270|XP_039151131.1|DSIM
OG0002592	LOC4800668|XP_001357900.4|DPSE	LOC6729873|XP_016036636.2|DSIM
OG0002593	LOC4800663|XP_015038585.2|DPSE	LOC6729869|XP_016036619.1|DSIM
OG0002594	LOC4801641|XP_033236382.1|DPSE	LOC6728148|XP_016034761.1|DSIM
OG0002595	LOC4801840|XP_033239539.1|DPSE	LOC6727500|XP_039150710.1|DSIM
OG0002596	LOC4801995|XP_015037528.2|DPSE	LOC6728211|XP_016034849.1|DSIM
OG0002597	LOC4801047|XP_001358210.1|DPSE	LOC6728672|XP_016035336.1|DSIM
OG0002598	LOC6896963|XP_033240338.1|DPSE	LOC6729174|XP_016035824.1|DSIM
OG0002599	LOC4802130|XP_001359110.3|DPSE	LOC6728737|XP_002104072.1|DSIM
OG0002600	LOC4804712|XP_033234227.1|DPSE	LOC6733798|XP_016026757.1|DSIM
OG0002601	LOC4800866|XP_001358064.3|DPSE	LOC6727192|XP_016033680.1|DSIM
OG0002602	LOC6896838|XP_003736278.3|DPSE	LOC27206707|XP_016036711.1|DSIM
OG0002603	LOC4800293|XP_015038748.2|DPSE	LOC6730177|XP_016036935.1|DSIM
OG0002604	LOC4800303|XP_001357645.3|DPSE	LOC6730176|XP_039150406.1|DSIM
OG0002605	LOC4800874|XP_001358071.2|DPSE	LOC27208744|XP_016034960.1|DSIM
OG0002606	LOC4801294|XP_033234631.1|DPSE	LOC6728189|XP_016034819.1|DSIM
OG0002607	LOC4801293|XP_001358413.3|DPSE	LOC6727153|XP_002102546.1|DSIM
OG0002608	LOC4802792|XP_001359638.4|DPSE	LOC6727857|XP_039151843.1|DSIM
OG0002609	LOC4804895|XP_001361381.2|DPSE	LOC6734070|XP_002081105.1|DSIM
OG0002610	LOC4800850|XP_001358051.3|DPSE	LOC6727222|XP_002102614.1|DSIM
OG0002611	LOC4800597|XP_001357843.1|DPSE	LOC6728795|XP_002104130.1|DSIM
OG0002612	LOC4801854|XP_001358885.2|DPSE	LOC6727353|XP_002102738.1|DSIM
OG0002613	LOC4801764|XP_033232482.1|DPSE	LOC6729338|XP_016035980.1|DSIM
OG0002614	LOC4801081|XP_001358240.4|DPSE	LOC6729747|XP_016036406.1|DSIM
OG0002615	LOC4814001|XP_001354145.3|DPSE	LOC6736527|XP_016030114.1|DSIM
OG0002616	LOC4801189|XP_001358319.1|DPSE	LOC6729855|XP_016036590.1|DSIM
OG0002617	LOC6897468|XP_002137617.4|DPSE	LOC6728755|XP_002104090.1|DSIM
OG0002618	LOC4802734|XP_001359597.3|DPSE	LOC6726693|XP_016033181.1|DSIM
OG0002619	LOC6896902|XP_015038803.2|DPSE	LOC6727743|XP_016034312.1|DSIM
OG0002620	LOC4800452|XP_001357725.1|DPSE	LOC6729436|XP_016036076.1|DSIM
OG0002621	LOC6897246|XP_015037291.2|DPSE	LOC6729140|XP_002104461.1|DSIM
OG0002622	LOC4812578|XP_001352537.2|DPSE	LOC6738261|XP_016032139.1|DSIM
OG0002623	LOC4800361|XP_001357553.2|DPSE	LOC6728825|XP_002104159.1|DSIM
OG0002624	LOC4800981|XP_033232810.1|DPSE	LOC6729027|XP_002104348.1|DSIM
OG0002625	LOC6896983|XP_033239626.1|DPSE	LOC6729034|XP_016035692.2|DSIM
OG0002626	LOC4814472|XP_033240733.1|DPSE	LOC6725396|XP_002106412.1|DSIM
OG0002627	LOC4801661|XP_015037348.2|DPSE	LOC6729109|XP_016035753.1|DSIM
OG0002628	LOC6897230|XP_002137402.3|DPSE	LOC6726889|XP_039151683.1|DSIM
OG0002629	LOC4803203|XP_033232688.1|DPSE	LOC6728529|XP_039151773.1|DSIM
OG0002630	LOC4802463|XP_001359380.4|DPSE	LOC6727913|XP_016034530.1|DSIM
OG0002631	LOC6897162|XP_002137342.4|DPSE	LOC6729501|XP_016036174.1|DSIM
OG0002632	LOC4801631|XP_001358687.2|DPSE	LOC6728137|XP_002103488.1|DSIM
OG0002633	LOC26532833|XP_015037258.1|DPSE, LOC117183245|XP_033232379.1|DPSE	LOC6727562|XP_002102941.2|DSIM
OG0002634	LOC4801579|XP_033235836.1|DPSE	LOC6728111|XP_016034730.1|DSIM
OG0002635	LOC4801497|XP_001358576.3|DPSE	LOC27209030|XP_016035380.1|DSIM
OG0002636	LOC4802772|XP_001359632.3|DPSE	LOC6726648|XP_002102059.1|DSIM
OG0002637	LOC4817797|XP_001357153.1|DPSE	LOC6732050|XP_016024733.1|DSIM
OG0002638	LOC6896711|XP_015038824.2|DPSE	LOC6730149|XP_016036913.1|DSIM
OG0002639	LOC6897826|XP_002137931.1|DPSE	LOC6728464|XP_016035086.1|DSIM
OG0002640	LOC4801307|XP_001358424.3|DPSE	LOC6728175|XP_016034793.1|DSIM
OG0002641	LOC4801873|XP_001358898.2|DPSE	LOC6728174|XP_039151562.1|DSIM
OG0002642	LOC6897373|XP_002137526.2|DPSE	LOC6728173|XP_002103522.1|DSIM
OG0002643	LOC4801875|XP_015037446.2|DPSE	LOC6728172|XP_016034783.1|DSIM
OG0002644	LOC6897379|XP_002137531.1|DPSE	LOC6726936|XP_002102338.1|DSIM
OG0002645	LOC4801907|XP_015037452.2|DPSE	LOC6726929|XP_039150857.1|DSIM
OG0002646	LOC4802139|XP_001359118.2|DPSE	LOC6739769|XP_002076660.1|DSIM
OG0002647	LOC4801590|XP_001358659.4|DPSE	LOC6728986|XP_002104308.1|DSIM
OG0002648	LOC4802014|XP_015037542.1|DPSE	LOC6727152|XP_016033637.1|DSIM
OG0002649	LOC4800963|XP_015038725.1|DPSE	LOC6729002|XP_002104323.2|DSIM
OG0002650	LOC4801591|XP_001358660.5|DPSE	LOC6728987|XP_002104309.1|DSIM
OG0002651	LOC4802572|XP_001359467.2|DPSE	LOC6727855|XP_002103210.2|DSIM
OG0002652	LOC4801535|XP_001358609.1|DPSE	LOC6727256|XP_016033762.1|DSIM
OG0002653	LOC4801310|XP_001358426.3|DPSE	LOC6729929|XP_039151206.1|DSIM
OG0002654	LOC4801311|XP_003736479.3|DPSE	LOC6729927|XP_016036686.1|DSIM
OG0002655	LOC4801852|XP_015037425.2|DPSE	LOC6727355|XP_016033885.1|DSIM
OG0002656	LOC4801273|XP_001358393.1|DPSE	LOC6728232|XP_016034870.1|DSIM
OG0002657	LOC4801498|XP_001358577.2|DPSE	LOC6728727|XP_016035381.1|DSIM
OG0002658	LOC6896662|XP_002136877.1|DPSE	LOC6730315|XP_002105598.2|DSIM
OG0002659	LOC4800625|XP_001357866.4|DPSE	LOC6729956|XP_016036720.1|DSIM
OG0002660	LOC4814667|XP_001354595.2|DPSE	LOC6740116|XP_002076998.2|DSIM
OG0002661	LOC6897035|XP_033232435.1|DPSE	LOC6729921|XP_039151701.1|DSIM
OG0002662	LOC4804695|XP_015040122.2|DPSE	LOC6736133|XP_016029523.1|DSIM
OG0002663	LOC4801797|XP_001358831.2|DPSE	LOC6729376|XP_016036014.1|DSIM
OG0002664	LOC4817731|XP_015035631.2|DPSE	LOC6733135|XP_016022836.1|DSIM
OG0002665	LOC4804335|XP_001360910.3|DPSE	LOC6739329|XP_016026474.1|DSIM
OG0002666	LOC4804337|XP_015039825.2|DPSE	LOC6733503|XP_016026461.1|DSIM
OG0002667	LOC4804089|XP_001360707.3|DPSE	LOC6733816|XP_016026787.1|DSIM
OG0002668	LOC6900896|XP_002135253.3|DPSE	LOC6736393|XP_016029898.1|DSIM
OG0002669	LOC6899796|XP_002135740.2|DPSE	LOC6731532|XP_002078679.1|DSIM
OG0002670	LOC4812210|XP_001352525.1|DPSE	LOC6737178|XP_002084024.1|DSIM
OG0002671	LOC4812316|XP_001352528.4|DPSE	LOC6737174|XP_016030859.1|DSIM
OG0002672	LOC4803761|XP_015039336.2|DPSE	LOC6735511|XP_016028849.1|DSIM
OG0002673	LOC4804299|XP_001360879.3|DPSE	LOC6736002|XP_002082911.1|DSIM
OG0002674	LOC4804086|XP_033234655.1|DPSE	LOC6733813|XP_016026783.1|DSIM
OG0002675	LOC4812434|XP_001352686.4|DPSE	LOC6737112|XP_016030738.1|DSIM
OG0002676	LOC4804708|XP_001361226.4|DPSE	LOC6736121|XP_002083021.2|DSIM
OG0002677	LOC4803487|XP_015039099.2|DPSE	LOC6733349|XP_039148769.1|DSIM
OG0002678	LOC4804743|XP_001361255.2|DPSE	LOC6733968|XP_016027007.1|DSIM
OG0002679	LOC6898446|XP_033234104.1|DPSE	LOC6735991|XP_016029355.1|DSIM
OG0002680	LOC4814836|XP_001355138.3|DPSE	LOC6724792|XP_016037567.1|DSIM
OG0002681	LOC6899006|XP_002138966.1|DPSE	LOC6735503|XP_016028839.1|DSIM
OG0002682	LOC4812089|XP_015043744.2|DPSE	LOC6736804|XP_002083660.2|DSIM
OG0002683	LOC4802633|XP_015037963.2|DPSE	LOC6728937|XP_016035614.2|DSIM
OG0002684	LOC6901728|XP_002134396.1|DPSE	LOC6740159|XP_016039619.1|DSIM
OG0002685	LOC6899793|XP_033238792.1|DPSE	LOC6736283|XP_039149010.1|DSIM
OG0002686	LOC6900866|XP_002135223.3|DPSE	LOC6736488|XP_002083358.1|DSIM
OG0002687	LOC4812070|XP_015044016.2|DPSE	LOC6738670|XP_016032488.1|DSIM
OG0002688	LOC4813984|XP_001354139.3|DPSE	LOC6738426|XP_016032268.1|DSIM
OG0002689	LOC4814909|XP_001354683.1|DPSE	LOC6725747|XP_002106747.1|DSIM
OG0002690	LOC4813858|XP_001353935.3|DPSE	LOC6737636|XP_002084468.1|DSIM
OG0002691	LOC4805501|XP_001361895.3|DPSE	LOC6735784|XP_002082697.2|DSIM
OG0002692	LOC4804314|XP_015039804.1|DPSE	LOC6736011|XP_016029387.1|DSIM
OG0002693	LOC4813016|XP_001353727.1|DPSE	LOC6736377|XP_016029880.2|DSIM
OG0002694	LOC4804238|XP_001360829.3|DPSE	LOC6733840|XP_002080884.1|DSIM
OG0002695	LOC117183985|XP_033235656.1|DPSE, LOC4813220|XP_001353864.1|DPSE	LOC6736914|XP_016030559.1|DSIM
OG0002696	LOC6897314|XP_002137469.3|DPSE, LOC4812382|XP_002135397.1|DPSE	LOC6738349|XP_016032194.1|DSIM
OG0002697	LOC6899987|XP_033237978.1|DPSE	LOC6737182|XP_016030883.1|DSIM
OG0002698	LOC4812540|XP_001352732.3|DPSE	LOC6736557|XP_016030135.1|DSIM
OG0002699	LOC4812435|XP_001352687.1|DPSE	LOC27206243|XP_016030742.2|DSIM
OG0002700	LOC4813317|XP_033239409.1|DPSE	LOC6738237|XP_039148944.1|DSIM
OG0002701	LOC4804488|XP_033233384.1|DPSE	LOC6735869|XP_039147824.1|DSIM
OG0002702	LOC6898512|XP_002138553.3|DPSE	LOC6735926|XP_016029283.1|DSIM
OG0002703	LOC6898664|XP_033233907.1|DPSE	LOC6733176|XP_016026055.1|DSIM
OG0002704	LOC4803366|XP_001360103.4|DPSE	LOC6734593|XP_002081601.1|DSIM
OG0002705	LOC4814130|XP_033238480.1|DPSE	LOC6737026|XP_016030648.1|DSIM
OG0002706	LOC4804748|XP_001361260.2|DPSE	LOC6739380|XP_016027009.1|DSIM
OG0002707	LOC4812490|XP_015043592.2|DPSE	LOC6736198|XP_016029629.1|DSIM
OG0002708	LOC6900014|XP_033238775.1|DPSE	LOC6738281|XP_002085092.2|DSIM
OG0002709	LOC4805176|XP_001361621.2|DPSE	LOC6733671|XP_039148251.1|DSIM
OG0002711	LOC4804398|XP_001360968.2|DPSE	LOC6735460|XP_002082399.2|DSIM
OG0002712	LOC4805386|XP_004444497.2|DPSE	LOC6735020|XP_016028295.1|DSIM
OG0002713	LOC4804931|XP_001361413.2|DPSE	LOC6734189|XP_039148073.1|DSIM
OG0002714	LOC4803643|XP_001360328.2|DPSE	LOC6733424|XP_016026366.1|DSIM
OG0002715	LOC4814203|XP_001354331.1|DPSE	LOC27206343|XP_016039730.1|DSIM
OG0002716	LOC6898122|XP_033234319.1|DPSE	LOC6736152|XP_016029543.1|DSIM
OG0002717	LOC4802642|XP_015037968.2|DPSE	LOC6728928|XP_016035607.1|DSIM
OG0002718	LOC6900937|XP_002134730.3|DPSE	LOC6737070|XP_002083917.1|DSIM
OG0002719	LOC4803222|XP_001359998.2|DPSE	LOC6728614|XP_002103955.1|DSIM
OG0002720	LOC4814165|XP_001354273.2|DPSE	LOC27206282|XP_016030497.2|DSIM
OG0002721	LOC4811698|XP_001352280.4|DPSE	LOC6732782|XP_002079895.1|DSIM
OG0002722	LOC4804593|XP_001361128.2|DPSE	LOC6733685|XP_002080732.1|DSIM
OG0002723	LOC4803400|XP_001360131.1|DPSE	LOC6736113|XP_016029499.1|DSIM
OG0002724	LOC4800453|XP_001357726.2|DPSE	LOC6729435|XP_002104746.1|DSIM
OG0002725	LOC4812308|XP_001352962.1|DPSE	LOC6738713|XP_002085514.1|DSIM
OG0002726	LOC4812792|XP_001354037.3|DPSE	LOC6736462|XP_016030012.1|DSIM
OG0002727	LOC4811964|XP_001352484.1|DPSE	LOC6736626|XP_002083482.2|DSIM
OG0002728	LOC4804937|XP_015040311.2|DPSE	LOC6734182|XP_016027191.1|DSIM
OG0002729	LOC4813510|XP_015042995.2|DPSE	LOC6737610|XP_016031389.1|DSIM
OG0002730	LOC4805159|XP_033233463.1|DPSE	LOC6734358|XP_039148653.1|DSIM
OG0002731	LOC4814084|XP_001354245.3|DPSE	LOC6736222|XP_002083117.1|DSIM
OG0002732	LOC4803379|XP_033233892.1|DPSE	LOC27206325|XP_016027092.1|DSIM
OG0002733	LOC4805367|XP_001361778.3|DPSE	LOC6734997|XP_039147533.1|DSIM
OG0002734	LOC6899221|XP_033233399.1|DPSE	LOC6733139|XP_016026014.2|DSIM
OG0002735	LOC6898358|XP_033234526.1|DPSE	LOC6733807|XP_016026774.1|DSIM
OG0002736	LOC4804079|XP_033234445.1|DPSE	LOC6733804|XP_016026765.1|DSIM
OG0002737	LOC4814187|XP_001354313.2|DPSE	LOC6737403|XP_039149407.1|DSIM
OG0002738	LOC6899936|XP_033238566.1|DPSE	LOC6736695|XP_002083551.1|DSIM
OG0002739	LOC117184695|XP_033239237.1|DPSE	LOC6738773|XP_039149332.1|DSIM
OG0002740	LOC117184694|XP_033239236.1|DPSE	LOC6738774|XP_016032594.1|DSIM
OG0002741	LOC6898987|XP_002138947.3|DPSE	LOC6735477|XP_002082416.2|DSIM
OG0002742	LOC4803510|XP_001360223.4|DPSE	LOC6735955|XP_002082864.2|DSIM
OG0002743	LOC4814099|XP_001354290.2|DPSE	LOC6736508|XP_016030084.1|DSIM
OG0002744	LOC4812923|XP_001354066.2|DPSE	LOC6739667|XP_016032790.1|DSIM
OG0002745	LOC117185196|XP_033241448.1|DPSE, LOC4812921|XP_015042907.2|DPSE	LOC6736412|XP_002083284.2|DSIM
OG0002746	LOC4805352|XP_001361766.2|DPSE	LOC6734695|XP_002081702.1|DSIM
OG0002747	LOC4801194|XP_001358323.2|DPSE	LOC6727695|XP_016034268.1|DSIM
OG0002748	LOC4804330|XP_001360906.3|DPSE	LOC6736017|XP_002082926.1|DSIM
OG0002749	LOC6898864|XP_002138836.4|DPSE	LOC6736120|XP_039148880.1|DSIM
OG0002750	LOC6898980|XP_002138940.3|DPSE	LOC6734458|XP_016027580.1|DSIM
OG0002751	LOC4804032|XP_033233791.1|DPSE	LOC27208840|XP_016026431.1|DSIM
OG0002752	LOC4804511|XP_001361063.2|DPSE	LOC6733697|XP_016026668.1|DSIM
OG0002753	LOC4805217|XP_033233796.1|DPSE	LOC6735683|XP_039147419.1|DSIM
OG0002754	LOC6900175|XP_033238947.1|DPSE	LOC6737042|XP_039150275.1|DSIM
OG0002755	LOC4803631|XP_001360319.1|DPSE	LOC6735147|XP_016028426.1|DSIM
OG0002756	LOC4813141|XP_001353316.3|DPSE	LOC6738824|XP_002085624.1|DSIM
OG0002757	LOC4812689|XP_033237431.1|DPSE	LOC6737466|XP_016031234.1|DSIM
OG0002758	LOC4805378|XP_001361788.3|DPSE	LOC6735011|XP_039148118.1|DSIM
OG0002759	LOC4804659|XP_015040090.1|DPSE	LOC6734988|XP_039147761.1|DSIM
OG0002760	LOC4803561|XP_001360268.1|DPSE	LOC27207071|XP_016029570.1|DSIM
OG0002761	LOC4803624|XP_015039211.2|DPSE	LOC6735182|XP_016028471.1|DSIM
OG0002762	LOC4804814|XP_015040212.2|DPSE	LOC6735116|XP_016028379.1|DSIM
OG0002763	LOC4812696|XP_001353078.1|DPSE	LOC6737354|XP_016031089.1|DSIM
OG0002764	LOC6900505|XP_002134894.2|DPSE	LOC6738488|XP_016032331.1|DSIM
OG0002765	LOC4804118|XP_033234891.1|DPSE	LOC6735043|XP_016028331.1|DSIM
OG0002766	LOC4804117|XP_001360729.2|DPSE	LOC6735042|XP_016028329.1|DSIM
OG0002767	LOC4804663|XP_001361188.5|DPSE	LOC6734983|XP_039147757.1|DSIM
OG0002768	LOC4803523|XP_001360236.2|DPSE	LOC6739502|XP_016029326.1|DSIM
OG0002769	LOC4805469|XP_001361864.2|DPSE	LOC6734180|XP_002081209.2|DSIM
OG0002770	LOC4817887|XP_001357441.2|DPSE	LOC6731348|XP_002078504.1|DSIM
OG0002771	LOC6900645|XP_033240773.1|DPSE	LOC6737512|XP_016031307.1|DSIM
OG0002772	LOC6900646|XP_033240264.1|DPSE	LOC6737504|XP_016031299.1|DSIM
OG0002773	LOC4805186|XP_001361633.3|DPSE	LOC6734224|XP_016027266.1|DSIM
OG0002774	LOC4805287|XP_001361709.2|DPSE	LOC6735582|XP_016028943.1|DSIM
OG0002775	LOC4813738|XP_015043176.2|DPSE	LOC6738449|XP_039149159.1|DSIM
OG0002776	LOC4814186|XP_001354312.1|DPSE	LOC6737404|XP_016031165.1|DSIM
OG0002777	LOC4811956|XP_033240582.1|DPSE	LOC6738383|XP_016032208.1|DSIM
OG0002778	LOC4812606|XP_033240580.1|DPSE	LOC6738380|XP_016032207.1|DSIM
OG0002779	LOC4812536|XP_001352693.2|DPSE	LOC6737123|XP_039148936.1|DSIM
OG0002780	LOC4803290|XP_001360055.2|DPSE	LOC6727034|XP_039150516.1|DSIM
OG0002781	LOC6898169|XP_002138247.2|DPSE	LOC6734551|XP_002081560.1|DSIM
OG0002782	LOC4812318|XP_001352950.2|DPSE	LOC6738699|XP_016032517.1|DSIM
OG0002783	LOC6903373|XP_002132255.4|DPSE	LOC6736645|XP_016030240.1|DSIM
OG0002784	LOC4803954|XP_001360592.4|DPSE	LOC27206191|XP_016029224.1|DSIM
OG0002785	LOC6900565|XP_002134943.2|DPSE	LOC6739670|XP_002076563.1|DSIM
OG0002786	LOC4812680|XP_001353064.1|DPSE	LOC6738363|XP_016032198.1|DSIM
OG0002787	LOC4814032|XP_001354183.1|DPSE	LOC6737062|XP_002083909.1|DSIM
OG0002788	LOC4814013|XP_001354182.4|DPSE	LOC6737061|XP_016030684.1|DSIM
OG0002789	LOC4813413|XP_001354076.2|DPSE	LOC6738976|XP_016032801.1|DSIM
OG0002790	LOC4812837|XP_001353633.3|DPSE	LOC6737603|XP_002084435.1|DSIM
OG0002791	LOC4812348|XP_001352910.2|DPSE	LOC6738624|XP_002085426.2|DSIM
OG0002792	LOC4805142|XP_001361594.2|DPSE	LOC27207878|XP_016027296.1|DSIM
OG0002793	LOC117185096|XP_033240833.1|DPSE	LOC6737437|XP_016031210.1|DSIM
OG0002794	LOC4813860|XP_033238365.1|DPSE	LOC6736907|XP_016030555.1|DSIM
OG0002795	LOC6900952|XP_002134653.3|DPSE	LOC6737007|XP_016030632.1|DSIM
OG0002796	LOC4811951|XP_001352703.2|DPSE	LOC6736932|XP_002083779.1|DSIM
OG0002797	LOC4813815|XP_001353631.2|DPSE	LOC6737605|XP_002084437.1|DSIM
OG0002798	LOC6903114|XP_002132824.1|DPSE	LOC6732708|XP_002079822.1|DSIM
OG0002799	LOC4812931|XP_033240325.1|DPSE	LOC6736271|XP_016029757.2|DSIM
OG0002800	LOC4812679|XP_001353063.4|DPSE	LOC6738362|XP_039149601.1|DSIM
OG0002801	LOC4805300|XP_015040544.2|DPSE	LOC6736117|XP_039148889.1|DSIM
OG0002802	LOC4805435|XP_001361836.5|DPSE	LOC6736105|XP_016029497.1|DSIM
OG0002803	LOC4816926|XP_001356889.2|DPSE	LOC6732740|XP_002079854.1|DSIM
OG0002804	LOC4805204|XP_001361646.1|DPSE	LOC6735699|XP_002082615.1|DSIM
OG0002805	LOC4803572|XP_001360279.2|DPSE	LOC6733508|XP_002080564.2|DSIM
OG0002806	LOC4811882|XP_001352909.1|DPSE	LOC6738623|XP_016032463.1|DSIM
OG0002807	LOC4804707|XP_001361225.2|DPSE	LOC6736122|XP_002083022.1|DSIM
OG0002808	LOC4804328|XP_001360904.4|DPSE	LOC27206630|XP_016029413.1|DSIM
OG0002809	LOC4813061|XP_001353386.1|DPSE	LOC6737808|XP_002084636.1|DSIM
OG0002810	LOC6900190|XP_033241427.1|DPSE	LOC6736280|XP_016029764.1|DSIM
OG0002811	LOC6900599|XP_015042965.1|DPSE	LOC6737769|XP_039149074.1|DSIM
OG0002812	LOC4803629|XP_001360317.2|DPSE	LOC6734264|XP_016027311.1|DSIM
OG0002813	LOC4803746|XP_033234355.1|DPSE	LOC6735170|XP_039148340.1|DSIM
OG0002814	LOC6898541|XP_015040039.2|DPSE	LOC6735537|XP_039147337.1|DSIM
OG0002815	LOC4805093|XP_001361554.3|DPSE	LOC6734168|XP_002081197.1|DSIM
OG0002816	LOC4803757|XP_001360421.3|DPSE	LOC6735155|XP_016028435.1|DSIM
OG0002817	LOC6898023|XP_002138112.2|DPSE	LOC6739532|XP_002076431.1|DSIM
OG0002818	LOC4804559|XP_001361101.2|DPSE	LOC6739371|XP_016026790.1|DSIM
OG0002819	LOC6900942|XP_033238004.1|DPSE	LOC6737246|XP_016030953.1|DSIM
OG0002820	LOC4814072|XP_001354195.1|DPSE	LOC6737250|XP_002084090.1|DSIM
OG0002821	LOC4812781|XP_001353418.3|DPSE	LOC6737860|XP_016031627.1|DSIM
OG0002822	LOC4805291|XP_001361713.1|DPSE	LOC6735588|XP_002082508.1|DSIM
OG0002823	LOC4805013|XP_015040364.1|DPSE	LOC6733439|XP_016026391.1|DSIM
OG0002824	LOC4804520|XP_001361071.3|DPSE	LOC6733710|XP_016026677.1|DSIM
OG0002825	LOC4812630|XP_001352383.2|DPSE	LOC27206408|XP_039149084.1|DSIM
OG0002826	LOC4803952|XP_001360590.2|DPSE	LOC6735590|XP_002082510.1|DSIM
OG0002827	LOC4811713|XP_001352289.2|DPSE	LOC6724685|XP_039152081.1|DSIM
OG0002828	LOC6898232|XP_033233610.1|DPSE	LOC6735516|XP_016028860.2|DSIM
OG0002829	LOC4805462|XP_001361857.3|DPSE	LOC6734169|XP_016027170.1|DSIM
OG0002830	LOC6898873|XP_033234280.1|DPSE	LOC6733889|XP_039147811.1|DSIM
OG0002831	LOC4816565|XP_001356088.3|DPSE	LOC6733060|XP_016025749.1|DSIM
OG0002832	LOC4816101|XP_033235544.1|DPSE	LOC6731557|XP_016024224.1|DSIM
OG0002833	LOC6898126|XP_002138206.2|DPSE	LOC6736155|XP_016029557.1|DSIM
OG0002834	LOC4803399|XP_001357523.1|DPSE	LOC6735948|XP_016029299.1|DSIM
OG0002835	LOC4805088|XP_001361550.2|DPSE	LOC6734162|XP_002081191.1|DSIM
OG0002836	LOC6898534|XP_004444242.3|DPSE	LOC6733665|XP_039148239.1|DSIM
OG0002837	LOC6898650|XP_004444302.3|DPSE	LOC6735083|XP_039148037.1|DSIM
OG0002838	LOC4803837|XP_001360490.1|DPSE	LOC6735745|XP_002082658.1|DSIM
OG0002839	LOC4804331|XP_001360907.1|DPSE	LOC6739514|XP_016029415.1|DSIM
OG0002840	LOC4816265|XP_001355799.3|DPSE	LOC6731236|XP_016023774.1|DSIM
OG0002841	LOC4816911|XP_001356701.2|DPSE	LOC6730878|XP_016023302.1|DSIM
OG0002842	LOC4818124|XP_001357313.3|DPSE	LOC6732235|XP_039152899.1|DSIM
OG0002843	LOC4803633|XP_015039216.1|DPSE	LOC6733435|XP_016026385.1|DSIM
OG0002844	LOC4813261|XP_001353138.3|DPSE	LOC6738169|XP_016032002.1|DSIM
OG0002845	LOC4816602|XP_001355945.2|DPSE	LOC6731025|XP_002078186.1|DSIM
OG0002846	LOC4805007|XP_001361477.3|DPSE	LOC6733444|XP_016026394.1|DSIM
OG0002847	LOC4816522|XP_001355944.1|DPSE	LOC6731026|XP_002078187.1|DSIM
OG0002848	LOC4817034|XP_001356649.3|DPSE	LOC6732672|XP_002079789.1|DSIM
OG0002849	LOC4817915|XP_001357186.3|DPSE	LOC6731165|XP_002078323.1|DSIM
OG0002850	LOC4816285|XP_001356252.2|DPSE	LOC6732242|XP_016024922.1|DSIM
OG0002851	LOC6899804|XP_033235358.1|DPSE	LOC6731839|XP_016024523.1|DSIM
OG0002852	LOC4803904|XP_001360548.2|DPSE	LOC6734006|XP_016027034.1|DSIM
OG0002853	LOC4816538|XP_001356194.3|DPSE	LOC6732488|XP_039154415.1|DSIM
OG0002854	LOC4817487|XP_001356495.4|DPSE	LOC6732732|XP_002079846.1|DSIM
OG0002855	LOC13036504|XP_003736158.1|DPSE	LOC6731284|XP_016023849.1|DSIM
OG0002856	LOC4818138|XP_033235866.1|DPSE	LOC6731267|XP_016023822.1|DSIM
OG0002857	LOC4818074|XP_033235418.1|DPSE	LOC27206568|XP_016025806.1|DSIM
OG0002858	LOC6903064|XP_002132783.3|DPSE	LOC6731067|XP_039146985.1|DSIM
OG0002859	LOC4816385|XP_001355993.2|DPSE	LOC6730754|XP_002077922.1|DSIM
OG0002860	LOC4818048|XP_001357211.2|DPSE	LOC6731133|XP_016023687.1|DSIM
OG0002861	LOC4816719|XP_001356072.1|DPSE	LOC6731896|XP_016024565.1|DSIM
OG0002862	LOC4817609|XP_001357011.3|DPSE	LOC6730541|XP_016022994.1|DSIM
OG0002863	LOC4816874|XP_001356708.1|DPSE	LOC6730870|XP_002078034.1|DSIM
OG0002864	LOC4817335|XP_001356709.4|DPSE	LOC6730869|XP_016023293.1|DSIM
OG0002865	LOC4803482|XP_001360200.3|DPSE	LOC6733347|XP_016026251.1|DSIM
OG0002866	LOC4814092|XP_001354264.2|DPSE	LOC6737218|XP_002084058.1|DSIM
OG0002867	LOC4816446|XP_001356128.3|DPSE	LOC6732179|XP_016024862.1|DSIM
OG0002868	LOC6902935|XP_002132661.3|DPSE	LOC6730672|XP_016023115.2|DSIM
OG0002869	LOC6902936|XP_002132662.2|DPSE	LOC6730671|XP_016023114.1|DSIM
OG0002871	LOC4816920|XP_015035721.2|DPSE	LOC6731697|XP_016024378.1|DSIM
OG0002872	LOC4816903|XP_015035745.2|DPSE	LOC6731663|XP_016024348.1|DSIM
OG0002873	LOC4816147|XP_001355746.2|DPSE	LOC6732861|XP_002079971.1|DSIM
OG0002874	LOC4818158|XP_001357195.3|DPSE	LOC6731156|XP_002078314.1|DSIM
OG0002875	LOC4816619|XP_033236867.1|DPSE	LOC6730774|XP_016023191.1|DSIM
OG0002876	LOC4815079|XP_001354797.2|DPSE	LOC6726277|XP_002107238.1|DSIM
OG0002877	LOC4816910|XP_033236066.1|DPSE	LOC6732694|XP_016025428.1|DSIM
OG0002878	LOC4817463|XP_015036015.2|DPSE	LOC6732683|XP_016025415.1|DSIM
OG0002879	LOC4812642|XP_001353031.1|DPSE	LOC6736727|XP_002083583.1|DSIM
OG0002880	LOC4814361|XP_001354493.3|DPSE	LOC6724826|XP_002105867.1|DSIM
