Orthogroup	DPSE.longest_only	DMIR.longest_only
OG0001815	LOC4802041|XP_001359035.1|DPSE	LOC117187077|XP_033244806.1|DMIR
OG0001816	LOC4804396|XP_001360966.1|DPSE	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR
OG0001817	LOC4805429|XP_001361830.2|DPSE	LOC108158795|XP_017146969.1|DMIR
OG0001818	LOC4814513|XP_001354554.4|DPSE	LOC108164872|XP_017156304.1|DMIR
OG0001819	LOC4805700|XP_001362058.1|DPSE	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR
OG0001820	LOC6903097|XP_002132809.3|DPSE	LOC108163922|XP_033248901.1|DMIR
OG0001820	LOC6903086|XP_002132804.1|DPSE	LOC108163390|XP_017154135.1|DMIR
OG0001820	LOC6901754|XP_002134424.2|DPSE	LOC108164940|XP_017156417.1|DMIR
OG0001821	LOC4805432|XP_001361833.3|DPSE	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR
OG0001822	LOC4805495|XP_015040690.1|DPSE	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR
OG0001823	LOC4813641|XP_001353944.2|DPSE	LOC108152924|XP_017138094.1|DMIR
OG0001824	LOC4817509|XP_001356927.2|DPSE	LOC108162010|XP_017151990.1|DMIR
OG0001825	LOC4804945|XP_033234539.1|DPSE	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR
OG0001826	LOC4805313|XP_001361733.1|DPSE	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR
OG0001827	LOC4804466|XP_001361025.2|DPSE	LOC108159222|XP_017147812.1|DMIR
OG0001828	LOC4814289|XP_033237577.1|DPSE	LOC108156147|XP_017142962.1|DMIR
OG0001829	LOC4804354|XP_001360928.3|DPSE	LOC108160803|XP_017150513.1|DMIR
OG0001830	LOC4803620|XP_001360309.2|DPSE	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR
OG0001831	LOC6900794|XP_015043351.2|DPSE	LOC108165341|XP_017156863.1|DMIR
OG0001832	LOC4814651|XP_015042059.2|DPSE	LOC108164438|XP_033246267.1|DMIR
OG0001833	LOC6898117|XP_002138197.2|DPSE	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR
OG0001834	LOC4801071|XP_001358232.1|DPSE	LOC108155378|XP_017141640.1|DMIR
OG0001837	LOC13036320|XP_015037046.2|DPSE	LOC108155599|XP_017142010.1|DMIR
OG0001838	LOC6898062|XP_002138148.3|DPSE	LOC108160716|XP_033252411.1|DMIR, LOC117188127|XP_033247369.1|DMIR, LOC117187899|XP_033246727.1|DMIR, LOC117187895|XP_033246722.1|DMIR, LOC117187898|XP_033246725.1|DMIR, LOC117187897|XP_033246724.1|DMIR, LOC117187896|XP_033246723.1|DMIR, LOC117187766|XP_033246475.1|DMIR, LOC117187900|XP_033246728.1|DMIR
OG0001839	LOC6898491|XP_002138532.3|DPSE	LOC108160765|XP_017150455.1|DMIR, LOC117191664|XP_033252362.1|DMIR
OG0001840	LOC6902442|XP_002132987.1|DPSE	LOC108161619|XP_017151407.1|DMIR
OG0001841	LOC6900615|XP_002134988.2|DPSE	LOC108151381|XP_033242688.1|DMIR
OG0001842	LOC4813305|XP_001354057.3|DPSE	LOC108165527|XP_017157087.1|DMIR
OG0001843	LOC4812234|XP_001352946.2|DPSE	LOC108151169|XP_017135087.1|DMIR
OG0001844	LOC117184565|XP_033238711.1|DPSE, LOC117184955|XP_033240100.1|DPSE	LOC117186418|XP_033243090.1|DMIR, LOC108165513|XP_017157058.2|DMIR
OG0001845	LOC4803714|XP_001360388.3|DPSE	LOC108161007|XP_033252614.1|DMIR, LOC117185719|XP_017150803.1|DMIR
OG0001846	LOC6897109|XP_002137293.3|DPSE	LOC108154359|XP_017140114.1|DMIR
OG0001847	LOC117184653|XP_033239131.1|DPSE, LOC117184652|XP_033239130.1|DPSE	LOC108165337|XP_017156860.1|DMIR, LOC108152613|XP_017137567.1|DMIR
OG0001848	LOC13036301|XP_033241603.1|DPSE	LOC108154147|XP_033244691.1|DMIR
OG0001849	LOC4801738|XP_001358781.1|DPSE	LOC108155999|XP_017142688.1|DMIR
OG0001850	LOC4811787|XP_015044408.1|DPSE	LOC108164467|XP_017155698.1|DMIR
OG0001851	LOC4811776|XP_033237330.1|DPSE	LOC108164440|XP_017155630.1|DMIR
OG0001852	LOC4814133|XP_033238091.1|DPSE	LOC108153265|XP_017138617.1|DMIR
OG0001853	LOC4801314|XP_015037165.2|DPSE	LOC108155077|XP_017141169.2|DMIR
OG0001854	LOC4815204|XP_001355196.3|DPSE	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR
OG0001855	LOC6899093|XP_002139010.2|DPSE	LOC108158370|XP_017146112.1|DMIR
OG0001856	LOC4815126|XP_033237844.1|DPSE	LOC108162502|XP_017152769.1|DMIR
OG0001857	LOC4815144|XP_001355033.4|DPSE	LOC108164580|XP_017155888.1|DMIR
OG0001858	LOC6901049|XP_002134528.2|DPSE	LOC108164717|XP_017156090.1|DMIR
OG0001859	LOC6901885|XP_002133420.1|DPSE	LOC108159869|XP_017148962.1|DMIR
OG0001860	LOC4813375|XP_001353966.1|DPSE	LOC108152929|XP_017138104.1|DMIR
OG0001861	LOC4800746|XP_001357963.3|DPSE	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR
OG0001862	LOC4814369|XP_033240391.1|DPSE	LOC108164659|XP_017156001.1|DMIR
OG0001863	LOC4815196|XP_001354598.4|DPSE	LOC108160992|XP_017150790.1|DMIR
OG0001864	LOC4801060|XP_001358222.4|DPSE	LOC108154926|XP_033244992.1|DMIR
OG0001865	LOC4814209|XP_001354336.1|DPSE	LOC108151685|XP_017135918.1|DMIR
OG0001866	LOC6897167|XP_033241703.1|DPSE	LOC108155997|XP_017142684.1|DMIR
OG0001867	LOC4813977|XP_001354134.4|DPSE	LOC108151384|XP_017135441.1|DMIR
OG0001868	LOC6902595|XP_002133122.2|DPSE	LOC108163085|XP_017153654.1|DMIR
OG0001869	LOC6897248|XP_003736544.3|DPSE	LOC108157824|XP_017145513.1|DMIR
OG0001870	LOC4814430|XP_001354856.1|DPSE	LOC108154350|XP_017140108.1|DMIR
OG0001871	LOC4815489|XP_001355563.2|DPSE	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR
OG0001872	LOC4800388|XP_001357673.3|DPSE	LOC108157555|XP_017145148.1|DMIR
OG0001873	LOC4802775|XP_001359635.3|DPSE	LOC108156939|XP_017144191.1|DMIR
OG0001874	LOC117183395|XP_033233102.1|DPSE	LOC108154085|XP_017139688.1|DMIR
OG0001875	LOC6896686|XP_033232875.1|DPSE	LOC108155507|XP_017141836.2|DMIR
OG0001876	LOC4811727|XP_015044360.2|DPSE	LOC117186089|XP_033242080.1|DMIR
OG0001876	LOC26533243|XP_033240085.1|DPSE	LOC117186645|XP_033243572.1|DMIR
OG0001877	LOC4815332|XP_001354636.3|DPSE	LOC108159225|XP_017147819.1|DMIR
OG0001878	LOC4801267|XP_001358388.1|DPSE	LOC108156254|XP_017143094.1|DMIR
OG0001879	LOC6899518|XP_033236075.1|DPSE	LOC108154072|XP_017139655.1|DMIR
OG0001880	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR
OG0001881	LOC4801355|XP_033232599.1|DPSE	LOC108154548|XP_017140340.2|DMIR
OG0001882	LOC4801145|XP_001358283.2|DPSE	LOC108155602|XP_017142013.1|DMIR
OG0001883	LOC4800579|XP_033233173.1|DPSE	LOC108156814|XP_033244995.1|DMIR
OG0001884	LOC4801557|XP_001358629.2|DPSE	LOC108155667|XP_017142120.1|DMIR
OG0001885	LOC4817798|XP_001357156.1|DPSE	LOC108162298|XP_017152453.1|DMIR
OG0001886	LOC4800598|XP_001357844.2|DPSE	LOC108155773|XP_017142319.1|DMIR
OG0001887	LOC4804364|XP_001360938.2|DPSE	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR
OG0001888	LOC4802489|XP_001359402.3|DPSE	LOC108157321|XP_017144826.1|DMIR
OG0001889	LOC6897108|XP_002137292.2|DPSE	LOC108157382|XP_017144901.1|DMIR
OG0001889	LOC4814976|XP_001354997.1|DPSE	LOC108158523|XP_017146396.1|DMIR
OG0001890	LOC6901289|XP_002133990.2|DPSE	LOC108156826|XP_017144018.1|DMIR
OG0001890	LOC4813965|XP_001354124.2|DPSE	LOC108153279|XP_017138636.1|DMIR
OG0001891	LOC13036379|XP_015037436.2|DPSE	LOC108157065|XP_033245079.1|DMIR
OG0001892	LOC26532716|XP_033236580.1|DPSE	LOC108156468|XP_017143421.1|DMIR
OG0001893	LOC4801250|XP_001358373.3|DPSE	LOC108155734|XP_017142239.1|DMIR
OG0001894	LOC4804438|XP_001361000.1|DPSE	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR
OG0001895	LOC4811786|XP_015044406.1|DPSE	LOC108164443|XP_017155636.1|DMIR
OG0001896	LOC117184256|XP_033236873.1|DPSE	LOC108163129|XP_017153729.1|DMIR
OG0001897	LOC4801053|XP_015038686.2|DPSE	LOC108153980|XP_033244133.1|DMIR
OG0001898	LOC4816020|XP_001355280.1|DPSE	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR
OG0001899	LOC4801824|XP_015037403.1|DPSE	LOC108157274|XP_017144759.1|DMIR
OG0001900	LOC4811917|XP_001352959.3|DPSE	LOC108151214|XP_017135183.1|DMIR
OG0001901	LOC4816129|XP_033236694.1|DPSE	LOC108163204|XP_033248477.1|DMIR
OG0001902	LOC6899765|XP_033241744.1|DPSE	LOC108154923|XP_033245642.1|DMIR
OG0001903	LOC4802749|XP_001359610.2|DPSE	LOC117187278|XP_033245509.1|DMIR, LOC108156141|XP_033245783.1|DMIR
OG0001904	LOC4801107|XP_001358254.3|DPSE	LOC108155091|XP_017141202.1|DMIR
OG0001905	LOC6896875|XP_002137065.1|DPSE	LOC108156400|XP_017143327.1|DMIR
OG0001906	LOC4801536|XP_015037294.2|DPSE	LOC108156679|XP_033244517.1|DMIR
OG0001907	LOC6901731|XP_002134400.1|DPSE	LOC108164644|XP_017155983.1|DMIR
OG0001908	LOC6902542|XP_002133083.3|DPSE, LOC117183899|XP_033235149.1|DPSE, LOC117183960|XP_033235584.1|DPSE	LOC108155280|XP_017141478.1|DMIR
OG0001909	LOC6901564|XP_002134237.2|DPSE	LOC108165174|XP_017156735.1|DMIR
OG0001909	LOC4814710|XP_033238536.1|DPSE	LOC108164402|XP_033246370.1|DMIR
OG0001910	LOC4800775|XP_001357990.2|DPSE	LOC108156726|XP_017143869.1|DMIR
OG0001911	LOC6896920|XP_033234855.1|DPSE	LOC108156326|XP_033244586.1|DMIR
OG0001912	LOC4804008|XP_001360639.2|DPSE	LOC108160918|XP_017150686.1|DMIR
OG0001913	LOC4816414|XP_033235964.1|DPSE	LOC108163975|XP_033249392.1|DMIR
OG0001914	LOC6897344|XP_033232329.1|DPSE	LOC108154977|XP_033245332.1|DMIR
OG0001915	LOC4813255|XP_033237759.1|DPSE	LOC108152445|XP_017137281.1|DMIR
OG0001916	LOC4804065|XP_033233406.1|DPSE	LOC117187952|XP_033246845.1|DMIR, LOC117188086|XP_033247303.1|DMIR, LOC117188182|XP_033247549.1|DMIR, LOC117188137|XP_033247389.1|DMIR, LOC108160140|XP_017149437.2|DMIR
OG0001917	LOC6899991|XP_033239456.1|DPSE	LOC108165372|XP_017156897.1|DMIR
OG0001918	LOC4813139|XP_001353888.3|DPSE	LOC108151793|XP_017136130.1|DMIR
OG0001919	LOC4804867|XP_001361356.2|DPSE	LOC108159738|XP_017148764.2|DMIR, LOC117187908|XP_033246743.1|DMIR
OG0001920	LOC4812028|XP_001352499.3|DPSE	LOC108165586|XP_017157147.1|DMIR
OG0001921	LOC4804382|XP_001360953.1|DPSE	LOC117188101|XP_033247330.1|DMIR, LOC117188106|XP_033247335.1|DMIR, LOC108159472|XP_017148284.2|DMIR
OG0001922	LOC4805499|XP_001361893.2|DPSE	LOC108158363|XP_017146106.2|DMIR, LOC117188464|XP_033248268.1|DMIR
OG0001923	LOC6900437|XP_015042755.2|DPSE	LOC108153288|XP_017138651.1|DMIR
OG0001924	LOC6899751|XP_002135787.2|DPSE	LOC117188899|XP_033249348.1|DMIR, LOC117186222|XP_033242511.1|DMIR
OG0001925	LOC4814162|XP_001354278.2|DPSE	LOC108151065|XP_017134933.2|DMIR
OG0001926	LOC4813940|XP_033239000.1|DPSE	LOC108153430|XP_017138921.1|DMIR
OG0001927	LOC4803536|XP_001360246.2|DPSE	LOC117190011|XP_033250993.1|DMIR, LOC108158146|XP_017145855.1|DMIR
OG0001928	LOC6897168|XP_002137348.2|DPSE	LOC108155998|XP_017142687.1|DMIR
OG0001928	LOC6900691|XP_033240953.1|DPSE	LOC108151427|XP_017135508.1|DMIR
OG0001929	LOC6900681|XP_033240679.1|DPSE	LOC108151193|XP_017135129.1|DMIR
OG0001930	LOC4804449|XP_001361010.5|DPSE	LOC117189825|XP_033250780.1|DMIR, LOC108159815|XP_017148874.1|DMIR
OG0001931	LOC4812976|XP_015042852.2|DPSE	LOC108153127|XP_017138405.2|DMIR
OG0001932	LOC6900499|XP_033239627.1|DPSE	LOC108151925|XP_017136333.1|DMIR
OG0001933	LOC4803940|XP_001360580.1|DPSE	LOC117188298|XP_033247816.1|DMIR, LOC108159022|XP_017147421.1|DMIR
OG0001934	LOC6900677|XP_002135041.3|DPSE	LOC108151192|XP_017135128.1|DMIR
OG0001935	LOC4812137|XP_001352540.4|DPSE	LOC108151283|XP_017135301.1|DMIR
OG0001937	LOC6898052|XP_002138138.2|DPSE	LOC108159752|XP_017148785.1|DMIR, LOC117190000|XP_033250974.1|DMIR
OG0001938	LOC4804746|XP_001361258.2|DPSE	LOC117193626|XP_033254260.1|DMIR, LOC108158916|XP_017147203.1|DMIR, LOC117193630|XP_033254267.1|DMIR
OG0001939	LOC4805174|XP_001361620.1|DPSE	LOC117189867|XP_033250831.1|DMIR, LOC108159603|XP_017148546.1|DMIR
OG0001940	LOC4803642|XP_033234957.1|DPSE	LOC108159125|XP_017147599.1|DMIR
OG0001941	LOC4812042|XP_033239537.1|DPSE	LOC108165590|XP_033243951.1|DMIR, LOC117186793|XP_033243954.1|DMIR, LOC117186794|XP_033243958.1|DMIR, LOC117186795|XP_033243961.1|DMIR
OG0001942	LOC6898084|XP_002138169.3|DPSE	LOC117190775|XP_033251725.1|DMIR, LOC108159996|XP_017149203.2|DMIR
OG0001943	LOC4812175|XP_001352542.3|DPSE	LOC108151285|XP_017135305.1|DMIR
OG0001944	LOC4812188|XP_001352469.2|DPSE	LOC108151930|XP_017136344.1|DMIR
OG0001945	LOC4805011|XP_033235066.1|DPSE	LOC108160309|XP_017149712.1|DMIR, LOC117185689|XP_033253786.1|DMIR
OG0001946	LOC4804912|XP_001361397.2|DPSE	LOC117193040|XP_033253667.1|DMIR, LOC108158125|XP_017145796.1|DMIR
OG0001947	LOC4805368|XP_001361779.5|DPSE	LOC117193563|XP_033254201.1|DMIR, LOC108159577|XP_017148514.1|DMIR
OG0001948	LOC4814400|XP_001354354.2|DPSE	LOC108162848|XP_017153284.1|DMIR
OG0001949	LOC4813880|XP_033239985.1|DPSE	LOC108153345|XP_033242879.1|DMIR
OG0001950	LOC4802432|XP_033233005.1|DPSE	LOC108155501|XP_017141824.1|DMIR
OG0001951	LOC4803847|XP_033233941.1|DPSE	LOC108158563|XP_017146476.1|DMIR, LOC117189861|XP_033250822.1|DMIR
OG0001952	LOC6899550|XP_033235123.1|DPSE	LOC108159932|XP_033246782.1|DMIR
OG0001953	LOC4805218|XP_001361659.2|DPSE	LOC117193670|XP_033254297.1|DMIR, LOC108160575|XP_017150151.1|DMIR
OG0001954	LOC6898406|XP_033233970.1|DPSE	LOC108158995|XP_017147347.1|DMIR
OG0001955	LOC4805334|XP_001361750.2|DPSE	LOC108158137|XP_017145839.1|DMIR, LOC117192369|XP_033252924.1|DMIR
OG0001956	LOC6899982|XP_033240181.1|DPSE	LOC108152329|XP_017137065.1|DMIR
OG0001957	LOC4803773|XP_001360435.1|DPSE	LOC108159033|XP_017147443.1|DMIR, LOC117189789|XP_033250749.1|DMIR, LOC117189790|XP_033250750.1|DMIR
OG0001958	LOC4804821|XP_033234767.1|DPSE	LOC117194036|XP_033254568.1|DMIR, LOC108159207|XP_017147770.1|DMIR
OG0001959	LOC4813203|XP_033240136.1|DPSE	LOC108153037|XP_017138282.1|DMIR
OG0001960	LOC4814127|XP_015042447.1|DPSE	LOC108151320|XP_017135362.1|DMIR
OG0001961	LOC4804689|XP_015040113.2|DPSE	LOC108160437|XP_033253994.1|DMIR, LOC117185780|XP_017149934.1|DMIR
OG0001962	LOC4804439|XP_001361001.4|DPSE	LOC117189661|XP_033250658.1|DMIR, LOC117189662|XP_033250659.1|DMIR, LOC108158978|XP_017147310.1|DMIR
OG0001963	LOC4812293|XP_001352440.1|DPSE	LOC108152792|XP_017137863.1|DMIR
OG0001964	LOC4812878|XP_001353233.4|DPSE	LOC108152705|XP_017137714.1|DMIR
OG0001965	LOC6900960|XP_015042426.2|DPSE	LOC108152169|XP_033242594.1|DMIR
OG0001966	LOC4801193|XP_001358322.3|DPSE	LOC108155585|XP_017141983.1|DMIR
OG0001967	LOC4803760|XP_001360424.3|DPSE	LOC108158485|XP_017146282.2|DMIR, LOC117188122|XP_033247360.1|DMIR
OG0001968	LOC4812213|XP_015043819.2|DPSE	LOC108153721|XP_017139338.1|DMIR
OG0001969	LOC4804914|XP_001361399.3|DPSE	LOC117192718|XP_033253343.1|DMIR, LOC108158093|XP_017145749.1|DMIR
OG0001970	LOC4803853|XP_001360504.1|DPSE	LOC117190684|XP_033251636.1|DMIR, LOC108160360|XP_017149819.1|DMIR
OG0001971	LOC4804972|XP_001361447.3|DPSE	LOC108158051|XP_017145686.1|DMIR
OG0001972	LOC4803328|XP_001357514.2|DPSE	LOC117188308|XP_033247838.1|DMIR
OG0001973	LOC15382900|XP_004444214.3|DPSE	LOC108160758|XP_017150447.1|DMIR
OG0001974	LOC4804513|XP_001361065.3|DPSE	LOC117193290|XP_033253922.1|DMIR, LOC108160497|XP_017150022.1|DMIR
OG0001975	LOC4812982|XP_001354042.2|DPSE	LOC108153156|XP_017138448.1|DMIR
OG0001976	LOC6898044|XP_002138132.1|DPSE	LOC117187934|XP_033246821.1|DMIR
OG0001977	LOC6902355|XP_002133301.2|DPSE	LOC108162152|XP_017152218.1|DMIR
OG0001978	LOC4817658|XP_001357050.1|DPSE	LOC108162398|XP_017152609.1|DMIR
OG0001979	LOC4816803|XP_001356719.2|DPSE	LOC108163041|XP_017153581.1|DMIR
OG0001980	LOC4817809|XP_033235870.1|DPSE	LOC108162500|XP_017152754.1|DMIR
OG0001981	LOC4817017|XP_033236178.1|DPSE	LOC108162263|XP_017152399.1|DMIR
OG0001982	LOC13036543|XP_003736156.1|DPSE	LOC108161920|XP_017151825.1|DMIR
OG0001983	LOC26534190|XP_033236662.1|DPSE	LOC117189156|XP_033250115.1|DMIR
OG0001984	LOC4817847|XP_033235276.1|DPSE	LOC108162958|XP_017153446.2|DMIR
OG0001985	LOC4817201|XP_001356369.2|DPSE	LOC108161784|XP_017151615.1|DMIR
OG0001986	LOC4818167|XP_001357408.3|DPSE	LOC108163650|XP_017154557.1|DMIR
OG0001987	LOC4815951|XP_001355566.3|DPSE	LOC108153505|XP_017139050.1|DMIR
OG0001988	LOC4803925|XP_001360566.3|DPSE	LOC117194952|XP_033255315.1|DMIR, LOC108159296|XP_017147954.1|DMIR
OG0001989	LOC4817547|XP_002132851.1|DPSE	LOC108161300|XP_017151008.1|DMIR
OG0001990	LOC26532979|XP_033236342.1|DPSE	LOC108162799|XP_017153190.1|DMIR
OG0001991	LOC6899530|XP_033235949.1|DPSE	LOC117188761|XP_033248991.1|DMIR
OG0001992	LOC4817323|XP_033235478.1|DPSE	LOC108163703|XP_017154632.1|DMIR
OG0001993	LOC4818176|XP_001357286.1|DPSE	LOC108163319|XP_017154033.1|DMIR
OG0001994	LOC4800536|XP_015038646.2|DPSE	LOC108156546|XP_017143552.1|DMIR
OG0001995	LOC4816450|XP_001356257.2|DPSE	LOC108163058|XP_017153619.2|DMIR
OG0001997	LOC4804704|XP_001361222.3|DPSE	LOC108159402|XP_017148132.1|DMIR, LOC117192245|XP_033252800.1|DMIR
OG0001998	LOC4804702|XP_001361220.3|DPSE	LOC108159400|XP_017148126.2|DMIR, LOC117192243|XP_033252798.1|DMIR, LOC117192244|XP_033252799.1|DMIR
OG0001999	LOC4804201|XP_033233745.1|DPSE	LOC108159921|XP_017149048.2|DMIR
OG0002000	LOC4817170|XP_001356882.3|DPSE	LOC108163549|XP_017154399.1|DMIR
OG0002001	LOC4817651|XP_001357043.4|DPSE	LOC108162852|XP_017153285.1|DMIR
OG0002002	LOC4803534|XP_001360244.2|DPSE	LOC108158151|XP_017145860.1|DMIR
OG0002003	LOC4816167|XP_015036950.2|DPSE	LOC108162344|XP_017152530.1|DMIR
OG0002004	LOC4817678|XP_015036437.2|DPSE	LOC108162316|XP_017152485.1|DMIR
OG0002005	LOC4818173|XP_033235465.1|DPSE	LOC108161429|XP_033249279.1|DMIR, LOC117188868|XP_033249280.1|DMIR, LOC117188869|XP_033249281.1|DMIR, LOC117188866|XP_033249276.1|DMIR, LOC108161428|XP_017151182.1|DMIR
OG0002006	LOC4817881|XP_015035536.2|DPSE	LOC108162884|XP_033248687.1|DMIR
OG0002007	LOC6902793|XP_002132530.3|DPSE	LOC108163364|XP_017154103.2|DMIR
OG0002008	LOC4811811|XP_033237244.1|DPSE	LOC108164397|XP_033250157.1|DMIR
OG0002009	LOC4805494|XP_001361889.1|DPSE	LOC108160989|XP_017150782.2|DMIR, LOC117188459|XP_033248262.1|DMIR
OG0002010	LOC4816188|XP_001355800.3|DPSE	LOC108162339|XP_033248420.1|DMIR
OG0002011	LOC4816703|XP_001356105.3|DPSE	LOC108162000|XP_017151970.2|DMIR
OG0002012	LOC4816814|XP_001356812.2|DPSE	LOC108162474|XP_017152713.1|DMIR
OG0002013	LOC117184018|XP_033235848.1|DPSE	LOC117188967|XP_033249603.1|DMIR
OG0002013	LOC4816573|XP_033235692.1|DPSE	LOC108163525|XP_033249359.1|DMIR
OG0002014	LOC4805525|XP_001361914.1|DPSE	LOC117193486|XP_033254127.1|DMIR, LOC108159327|XP_017148011.1|DMIR
OG0002015	LOC4817128|XP_001356471.2|DPSE	LOC108162944|XP_017153424.1|DMIR
OG0002016	LOC4804776|XP_001361285.4|DPSE	LOC108159966|XP_017149134.1|DMIR, LOC117192390|XP_033252956.1|DMIR
OG0002017	LOC4816551|XP_001356069.2|DPSE	LOC108163699|XP_017154623.2|DMIR
OG0002018	LOC6903405|XP_002132284.2|DPSE	LOC108163295|XP_017153990.1|DMIR
OG0002019	LOC4817021|XP_001356755.2|DPSE	LOC108162678|XP_017153011.1|DMIR
OG0002020	LOC4816368|XP_001356263.2|DPSE	LOC108162644|XP_033249684.1|DMIR
OG0002021	LOC4803759|XP_033233608.1|DPSE	LOC108158479|XP_017146273.1|DMIR
OG0002022	LOC6903588|XP_033235378.1|DPSE	LOC108161801|XP_017151640.2|DMIR
OG0002023	LOC4801405|XP_001358503.3|DPSE	LOC108154180|XP_017139843.1|DMIR
OG0002025	LOC6903053|XP_002132777.2|DPSE	LOC108163420|XP_017154177.1|DMIR
OG0002026	LOC4812394|XP_001352886.3|DPSE	LOC108150989|XP_017134828.1|DMIR
OG0002027	LOC6898412|XP_033234456.1|DPSE	LOC108158827|XP_017147013.1|DMIR
OG0002028	LOC117184111|XP_033236206.1|DPSE	LOC108160502|XP_017150029.1|DMIR, LOC117190248|XP_033251192.1|DMIR
OG0002028	LOC4803397|XP_033235105.1|DPSE	LOC117190257|XP_033251205.1|DMIR
OG0002029	LOC4812927|XP_001353737.3|DPSE	LOC108163891|XP_017154899.2|DMIR, LOC117189158|XP_033250118.1|DMIR, LOC117189159|XP_033250119.1|DMIR, LOC108151739|XP_017136046.2|DMIR
OG0002030	LOC4805444|XP_001361845.2|DPSE	LOC108159537|XP_017148402.2|DMIR, LOC117188073|XP_033247265.1|DMIR
OG0002031	LOC4804377|XP_015039898.1|DPSE	LOC117192019|XP_033252631.1|DMIR
OG0002032	LOC4802810|XP_001359654.3|DPSE	LOC108155334|XP_017141573.1|DMIR
OG0002033	LOC4814568|XP_001354747.2|DPSE	LOC108158394|XP_017146144.1|DMIR
OG0002034	LOC4816009|XP_001355456.4|DPSE	LOC108151896|XP_017136288.1|DMIR
OG0002035	LOC4802026|XP_001359026.5|DPSE	LOC108155866|XP_017142473.1|DMIR
OG0002036	LOC6896916|XP_033232494.1|DPSE	LOC108155240|XP_017141418.1|DMIR
OG0002037	LOC4812672|XP_001353056.3|DPSE	LOC108152919|XP_017138087.1|DMIR
OG0002038	LOC6897907|XP_002138009.2|DPSE	LOC108157028|XP_017144328.2|DMIR
OG0002039	LOC4811647|XP_002135773.1|DPSE	LOC108157109|XP_017144472.1|DMIR
OG0002040	LOC6897795|XP_033237823.1|DPSE	LOC108154972|XP_017140977.1|DMIR
OG0002041	LOC4805056|XP_015040406.1|DPSE	LOC108159985|XP_017149176.1|DMIR
OG0002042	LOC4802940|XP_001359755.3|DPSE	LOC108155765|XP_033244262.1|DMIR
OG0002043	LOC4802054|XP_001359047.4|DPSE	LOC108155871|XP_017142479.1|DMIR
OG0002044	LOC6896878|XP_003736286.2|DPSE	LOC108155638|XP_017142069.2|DMIR
OG0002045	LOC4802031|XP_033241834.1|DPSE	LOC108154443|XP_017140204.1|DMIR
OG0002046	LOC6901904|XP_002133439.3|DPSE	LOC108164578|XP_017155886.1|DMIR
OG0002047	LOC6902117|XP_015041171.2|DPSE	LOC108156629|XP_017143701.1|DMIR
OG0002048	LOC4802618|XP_015037945.1|DPSE	LOC108156270|XP_017143128.1|DMIR
OG0002049	LOC4802817|XP_015038107.2|DPSE	LOC108155494|XP_017141811.1|DMIR
OG0002050	LOC4802545|XP_033232818.1|DPSE	LOC108155281|XP_017141479.1|DMIR
OG0002051	LOC6898753|XP_015040367.2|DPSE	LOC117193581|XP_033254215.1|DMIR
OG0002051	LOC15382869|XP_004444371.1|DPSE	LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR
OG0002052	LOC6900023|XP_002135388.2|DPSE	LOC108165380|XP_017156907.1|DMIR
OG0002053	LOC4803013|XP_001359815.5|DPSE	LOC108156809|XP_017143991.1|DMIR
OG0002054	LOC6897174|XP_002137354.2|DPSE	LOC108155480|XP_017141792.1|DMIR
OG0002055	LOC4802580|XP_001359474.2|DPSE	LOC108154275|XP_017140013.1|DMIR
OG0002056	LOC4813891|XP_001353404.2|DPSE	LOC108151368|XP_017135418.1|DMIR
OG0002057	LOC4817269|XP_001356776.2|DPSE	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR
OG0002058	LOC4811998|XP_001352504.2|DPSE	LOC108165591|XP_017157155.1|DMIR
