Orthogroup	DPSE.longest_only	DKIK.longest_only
OG0001868	LOC6902595|XP_002133122.2|DPSE	LOC108073623|XP_017020812.1|DKIK
OG0001869	LOC6897248|XP_003736544.3|DPSE	LOC108071259|XP_017017434.1|DKIK
OG0001870	LOC4814430|XP_001354856.1|DPSE	LOC108084466|XP_017036166.1|DKIK
OG0001871	LOC4815489|XP_001355563.2|DPSE	LOC108080299|XP_017030461.1|DKIK
OG0001872	LOC4800388|XP_001357673.3|DPSE	LOC108073744|XP_017020996.1|DKIK
OG0001873	LOC4802775|XP_001359635.3|DPSE	LOC108073462|XP_017020587.1|DKIK
OG0001874	LOC117183395|XP_033233102.1|DPSE	LOC108073414|XP_017020508.1|DKIK
OG0001875	LOC6896686|XP_033232875.1|DPSE	LOC108073674|XP_017020889.1|DKIK
OG0001876	LOC4811727|XP_015044360.2|DPSE, LOC26533243|XP_033240085.1|DPSE	LOC108084514|XP_017036239.1|DKIK
OG0001877	LOC4815332|XP_001354636.3|DPSE	LOC108078988|XP_017028652.1|DKIK
OG0001878	LOC4801267|XP_001358388.1|DPSE	LOC108074103|XP_017021490.1|DKIK
OG0001879	LOC6899518|XP_033236075.1|DPSE	LOC108073545|XP_017020717.1|DKIK
OG0001880	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE	LOC108084625|XP_017036402.1|DKIK
OG0001881	LOC4801355|XP_033232599.1|DPSE	LOC108084096|XP_017035612.1|DKIK
OG0001882	LOC4801145|XP_001358283.2|DPSE	LOC108085050|XP_017036999.1|DKIK
OG0001883	LOC4800579|XP_033233173.1|DPSE	LOC108071294|XP_017017482.1|DKIK
OG0001884	LOC4801557|XP_001358629.2|DPSE	LOC108071317|XP_017017514.1|DKIK
OG0001885	LOC4817798|XP_001357156.1|DPSE	LOC108082240|XP_017033066.1|DKIK
OG0001886	LOC4800598|XP_001357844.2|DPSE	LOC108073418|XP_017020525.1|DKIK
OG0001887	LOC4804364|XP_001360938.2|DPSE	LOC108078247|XP_017027459.1|DKIK
OG0001888	LOC4802489|XP_001359402.3|DPSE	LOC108075589|XP_017023599.1|DKIK
OG0001889	LOC4814976|XP_001354997.1|DPSE	LOC108074160|XP_017021558.1|DKIK
OG0001890	LOC6901289|XP_002133990.2|DPSE, LOC4813965|XP_001354124.2|DPSE	LOC108075070|XP_017022840.1|DKIK
OG0001891	LOC13036379|XP_015037436.2|DPSE	LOC108084021|XP_017035522.1|DKIK
OG0001892	LOC26532716|XP_033236580.1|DPSE	LOC108073953|XP_017021267.1|DKIK
OG0001893	LOC4801250|XP_001358373.3|DPSE	LOC108083981|XP_017035481.1|DKIK
OG0001894	LOC4804438|XP_001361000.1|DPSE	LOC108076730|XP_017025197.1|DKIK
OG0001895	LOC4811786|XP_015044406.1|DPSE	LOC108072470|XP_017019116.1|DKIK
OG0001896	LOC117184256|XP_033236873.1|DPSE	LOC108083536|XP_017034868.1|DKIK
OG0001897	LOC4801053|XP_015038686.2|DPSE	LOC108075601|XP_017023612.1|DKIK
OG0001898	LOC4816020|XP_001355280.1|DPSE	LOC108083562|XP_017034906.1|DKIK
OG0001899	LOC4801824|XP_015037403.1|DPSE	LOC108085725|XP_017037938.1|DKIK
OG0001900	LOC4811917|XP_001352959.3|DPSE	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK
OG0001901	LOC4816129|XP_033236694.1|DPSE	LOC108075966|XP_017024107.1|DKIK
OG0001902	LOC6899765|XP_033241744.1|DPSE	LOC108084499|XP_017036226.1|DKIK
OG0001903	LOC4802749|XP_001359610.2|DPSE	LOC108077627|XP_017026526.1|DKIK
OG0001904	LOC4801107|XP_001358254.3|DPSE	LOC108084164|XP_017035732.1|DKIK
OG0001905	LOC6896875|XP_002137065.1|DPSE	LOC108082643|XP_017033606.1|DKIK
OG0001906	LOC4801536|XP_015037294.2|DPSE	LOC108084847|XP_017036710.1|DKIK
OG0001907	LOC6901731|XP_002134400.1|DPSE	LOC108083571|XP_017034916.1|DKIK
OG0001908	LOC6902542|XP_002133083.3|DPSE, LOC117183899|XP_033235149.1|DPSE, LOC117183960|XP_033235584.1|DPSE, LOC4800670|XP_001357902.3|DPSE	LOC108083734|XP_017035131.1|DKIK
OG0001909	LOC6901564|XP_002134237.2|DPSE, LOC4814710|XP_033238536.1|DPSE	LOC108071818|XP_017018213.1|DKIK
OG0001910	LOC4800775|XP_001357990.2|DPSE	LOC108084241|XP_017035864.1|DKIK
OG0001911	LOC6896920|XP_033234855.1|DPSE	LOC108077708|XP_017026648.1|DKIK
OG0001912	LOC4804008|XP_001360639.2|DPSE	LOC108073081|XP_017020038.1|DKIK
OG0001913	LOC4816414|XP_033235964.1|DPSE	LOC108076877|XP_017025395.1|DKIK
OG0001914	LOC6897344|XP_033232329.1|DPSE	LOC108084544|XP_017036272.1|DKIK
OG0001915	LOC4813255|XP_033237759.1|DPSE	LOC108075210|XP_017023035.1|DKIK
OG0001916	LOC4804065|XP_033233406.1|DPSE	LOC108082561|XP_017033500.1|DKIK
OG0001917	LOC6899991|XP_033239456.1|DPSE	LOC108070544|XP_017016559.1|DKIK
OG0001918	LOC4813139|XP_001353888.3|DPSE	LOC108079814|XP_017029786.1|DKIK
OG0001919	LOC4804867|XP_001361356.2|DPSE	LOC108076500|XP_017024882.1|DKIK
OG0001920	LOC4812028|XP_001352499.3|DPSE	LOC108079050|XP_017028743.1|DKIK
OG0001921	LOC4804382|XP_001360953.1|DPSE	LOC108070756|XP_017016842.1|DKIK
OG0001922	LOC4805499|XP_001361893.2|DPSE	LOC108076354|XP_017024639.1|DKIK
OG0001923	LOC6900437|XP_015042755.2|DPSE	LOC108073977|XP_017021312.1|DKIK
OG0001924	LOC6899751|XP_002135787.2|DPSE	LOC108072393|XP_017018992.1|DKIK
OG0001925	LOC4814162|XP_001354278.2|DPSE	LOC108070581|XP_017016624.1|DKIK
OG0001926	LOC4813940|XP_033239000.1|DPSE	LOC108078722|XP_017028208.1|DKIK
OG0001927	LOC4803536|XP_001360246.2|DPSE	LOC108082423|XP_017033278.1|DKIK
OG0001928	LOC6897168|XP_002137348.2|DPSE, LOC6900691|XP_033240953.1|DPSE	LOC108071885|XP_017018303.1|DKIK
OG0001929	LOC6900681|XP_033240679.1|DPSE	LOC108071906|XP_017018327.1|DKIK
OG0001930	LOC4804449|XP_001361010.5|DPSE	LOC108081091|XP_017031567.1|DKIK
OG0001931	LOC4812976|XP_015042852.2|DPSE	LOC108071866|XP_017018283.1|DKIK
OG0001932	LOC6900499|XP_033239627.1|DPSE	LOC108072728|XP_017019477.1|DKIK
OG0001932	LOC6901999|XP_002133533.3|DPSE	LOC108075992|XP_017024134.1|DKIK
OG0001933	LOC4803940|XP_001360580.1|DPSE	LOC108073016|XP_017019963.1|DKIK
OG0001934	LOC6900677|XP_002135041.3|DPSE	LOC108071971|XP_017018435.1|DKIK
OG0001935	LOC4812137|XP_001352540.4|DPSE	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK
OG0001937	LOC6898052|XP_002138138.2|DPSE	LOC108073108|XP_017020088.1|DKIK
OG0001938	LOC4804746|XP_001361258.2|DPSE	LOC108078416|XP_017027769.1|DKIK
OG0001939	LOC4805174|XP_001361620.1|DPSE	LOC108077983|XP_017027015.1|DKIK
OG0001940	LOC4803642|XP_033234957.1|DPSE	LOC108084078|XP_017035592.1|DKIK
OG0001941	LOC4812042|XP_033239537.1|DPSE	LOC108079051|XP_017028746.1|DKIK
OG0001942	LOC6898084|XP_002138169.3|DPSE	LOC108080723|XP_017031065.1|DKIK
OG0001943	LOC4812175|XP_001352542.3|DPSE	LOC108078675|XP_017028097.1|DKIK
OG0001944	LOC4812188|XP_001352469.2|DPSE	LOC108079041|XP_017028713.1|DKIK
OG0001945	LOC4805011|XP_033235066.1|DPSE	LOC108076726|XP_017025187.1|DKIK
OG0001946	LOC4804912|XP_001361397.2|DPSE	LOC108076777|XP_017025270.1|DKIK
OG0001947	LOC4805368|XP_001361779.5|DPSE	LOC108072973|XP_017019897.1|DKIK
OG0001948	LOC4814400|XP_001354354.2|DPSE	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK
OG0001949	LOC4813880|XP_033239985.1|DPSE	LOC108085827|XP_017038069.1|DKIK
OG0001950	LOC4802432|XP_033233005.1|DPSE	LOC108075508|XP_017023468.1|DKIK
OG0001951	LOC4803847|XP_033233941.1|DPSE	LOC108076290|XP_017024536.1|DKIK
OG0001952	LOC6899550|XP_033235123.1|DPSE	LOC108079474|XP_017029307.1|DKIK
OG0001953	LOC4805218|XP_001361659.2|DPSE	LOC108076782|XP_017025277.1|DKIK
OG0001954	LOC6898406|XP_033233970.1|DPSE	LOC108085139|XP_017037147.1|DKIK
OG0001955	LOC4805334|XP_001361750.2|DPSE	LOC108074456|XP_017022007.1|DKIK
OG0001956	LOC6899982|XP_033240181.1|DPSE	LOC108070564|XP_017016591.1|DKIK
OG0001957	LOC4803773|XP_001360435.1|DPSE	LOC108082592|XP_017033546.1|DKIK
OG0001958	LOC4804821|XP_033234767.1|DPSE	LOC108081205|XP_017031762.1|DKIK
OG0001959	LOC4813203|XP_033240136.1|DPSE	LOC108074999|XP_017022730.1|DKIK
OG0001960	LOC4814127|XP_015042447.1|DPSE	LOC108079046|XP_017028740.1|DKIK
OG0001961	LOC4804689|XP_015040113.2|DPSE	LOC108072375|XP_017018964.1|DKIK
OG0001962	LOC4804439|XP_001361001.4|DPSE	LOC108076728|XP_017025192.1|DKIK
OG0001963	LOC4812293|XP_001352440.1|DPSE	LOC108079812|XP_017029784.1|DKIK
OG0001964	LOC4812878|XP_001353233.4|DPSE	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK
OG0001965	LOC6900960|XP_015042426.2|DPSE	LOC108079120|XP_017028850.1|DKIK
OG0001966	LOC4801193|XP_001358322.3|DPSE	LOC108075622|XP_017023645.1|DKIK
OG0001967	LOC4803760|XP_001360424.3|DPSE	LOC108082341|XP_017033163.1|DKIK
OG0001968	LOC4812213|XP_015043819.2|DPSE	LOC108080382|XP_017030596.1|DKIK
OG0001969	LOC4804914|XP_001361399.3|DPSE	LOC108076754|XP_017025240.1|DKIK
OG0001970	LOC4803853|XP_001360504.1|DPSE	LOC108076485|XP_017024862.1|DKIK
OG0001971	LOC4804972|XP_001361447.3|DPSE	LOC108082153|XP_017032943.1|DKIK
OG0001972	LOC4803328|XP_001357514.2|DPSE	LOC108072588|XP_017019284.1|DKIK
OG0001973	LOC15382900|XP_004444214.3|DPSE	LOC108076160|XP_017024375.1|DKIK
OG0001974	LOC4804513|XP_001361065.3|DPSE	LOC108076466|XP_017024840.1|DKIK
OG0001975	LOC4812982|XP_001354042.2|DPSE	LOC108075125|XP_017022897.1|DKIK
OG0001976	LOC6898044|XP_002138132.1|DPSE	LOC108072443|XP_017019060.1|DKIK
OG0001977	LOC6902355|XP_002133301.2|DPSE	LOC108077381|XP_017026164.1|DKIK
OG0001978	LOC4817658|XP_001357050.1|DPSE	LOC108082679|XP_017033667.1|DKIK
OG0001979	LOC4816803|XP_001356719.2|DPSE	LOC108079603|XP_017029451.1|DKIK
OG0001980	LOC4817809|XP_033235870.1|DPSE	LOC108074340|XP_017021850.1|DKIK
OG0001981	LOC4817017|XP_033236178.1|DPSE	LOC108081418|XP_017032089.1|DKIK
OG0001982	LOC13036543|XP_003736156.1|DPSE	LOC108084648|XP_017036428.1|DKIK
OG0001983	LOC26534190|XP_033236662.1|DPSE	LOC108077151|XP_017025873.1|DKIK
OG0001984	LOC4817847|XP_033235276.1|DPSE	LOC108082233|XP_017033060.1|DKIK
OG0001985	LOC4817201|XP_001356369.2|DPSE	LOC108077046|XP_017025668.1|DKIK
OG0001986	LOC4818167|XP_001357408.3|DPSE	LOC108075831|XP_017023891.1|DKIK
OG0001987	LOC4815951|XP_001355566.3|DPSE	LOC108084662|XP_017036476.1|DKIK
OG0001988	LOC4803925|XP_001360566.3|DPSE	LOC108074716|XP_017022348.1|DKIK
OG0001989	LOC4817547|XP_002132851.1|DPSE	LOC108078918|XP_017028548.1|DKIK
OG0001990	LOC26532979|XP_033236342.1|DPSE	LOC108077307|XP_017026078.1|DKIK
OG0001992	LOC4817323|XP_033235478.1|DPSE	LOC108074610|XP_017022222.1|DKIK
OG0001993	LOC4818176|XP_001357286.1|DPSE	LOC108079977|XP_017030030.1|DKIK
OG0001994	LOC4800536|XP_015038646.2|DPSE	LOC108072992|XP_017019932.1|DKIK
OG0001995	LOC4816450|XP_001356257.2|DPSE	LOC108082686|XP_017033679.1|DKIK
OG0001996	LOC6903575|XP_033236000.1|DPSE	LOC108081354|XP_017031989.1|DKIK
OG0001997	LOC4804704|XP_001361222.3|DPSE	LOC108078336|XP_017027628.1|DKIK
OG0001998	LOC4804702|XP_001361220.3|DPSE	LOC108078297|XP_017027563.1|DKIK
OG0001999	LOC4804201|XP_033233745.1|DPSE	LOC108085136|XP_017037132.1|DKIK
OG0002000	LOC4817170|XP_001356882.3|DPSE	LOC108079580|XP_017029414.1|DKIK
OG0002001	LOC4817651|XP_001357043.4|DPSE	LOC108082742|XP_017033740.1|DKIK
OG0002002	LOC4803534|XP_001360244.2|DPSE	LOC108082580|XP_017033526.1|DKIK
OG0002003	LOC4816167|XP_015036950.2|DPSE	LOC108075839|XP_017023908.1|DKIK
OG0002004	LOC4817678|XP_015036437.2|DPSE	LOC108085364|XP_017037424.1|DKIK
OG0002005	LOC4818173|XP_033235465.1|DPSE	LOC108075919|XP_017024042.1|DKIK
OG0002006	LOC4817881|XP_015035536.2|DPSE	LOC108082555|XP_017033496.1|DKIK
OG0002007	LOC6902793|XP_002132530.3|DPSE	LOC108084450|XP_017036148.1|DKIK
OG0002008	LOC4811811|XP_033237244.1|DPSE	LOC108074895|XP_017022607.1|DKIK
OG0002009	LOC4805494|XP_001361889.1|DPSE	LOC108076204|XP_017024427.1|DKIK
OG0002010	LOC4816188|XP_001355800.3|DPSE	LOC108076333|XP_017024609.1|DKIK
OG0002011	LOC4816703|XP_001356105.3|DPSE	LOC108072603|XP_017019313.1|DKIK
OG0002012	LOC4816814|XP_001356812.2|DPSE	LOC108081383|XP_017032029.1|DKIK
OG0002013	LOC4816573|XP_033235692.1|DPSE	LOC108082851|XP_017033913.1|DKIK
OG0002014	LOC4805525|XP_001361914.1|DPSE	LOC108078411|XP_017027756.1|DKIK
OG0002015	LOC4817128|XP_001356471.2|DPSE	LOC108079558|XP_017029386.1|DKIK
OG0002016	LOC4804776|XP_001361285.4|DPSE	LOC108078308|XP_017027589.1|DKIK
OG0002017	LOC4816551|XP_001356069.2|DPSE	LOC108077280|XP_017026047.1|DKIK
OG0002018	LOC6903405|XP_002132284.2|DPSE	LOC108082772|XP_017033794.1|DKIK
OG0002019	LOC4817021|XP_001356755.2|DPSE	LOC108076281|XP_017024550.1|DKIK
OG0002020	LOC4816368|XP_001356263.2|DPSE	LOC108082765|XP_017033781.1|DKIK
OG0002021	LOC4803759|XP_033233608.1|DPSE	LOC108082493|XP_017033401.1|DKIK
OG0002022	LOC6903588|XP_033235378.1|DPSE	LOC108081374|XP_017032017.1|DKIK
OG0002023	LOC4801405|XP_001358503.3|DPSE	LOC108080800|XP_017031180.1|DKIK
OG0002024	LOC4811769|XP_001352338.1|DPSE	LOC108076918|XP_017025450.1|DKIK
OG0002025	LOC6903053|XP_002132777.2|DPSE	LOC108082061|XP_017032828.1|DKIK
OG0002026	LOC4812394|XP_001352886.3|DPSE	LOC108080674|XP_017030996.1|DKIK
OG0002027	LOC6898412|XP_033234456.1|DPSE	LOC108078098|XP_017027181.1|DKIK
OG0002028	LOC117184111|XP_033236206.1|DPSE, LOC4803397|XP_033235105.1|DPSE	LOC108072159|XP_017018693.1|DKIK
OG0002029	LOC4812927|XP_001353737.3|DPSE	LOC108086000|XP_017038298.1|DKIK
OG0002030	LOC4805444|XP_001361845.2|DPSE	LOC108076201|XP_017024424.1|DKIK
OG0002031	LOC4804377|XP_015039898.1|DPSE	LOC108085132|XP_017037128.1|DKIK
OG0002032	LOC4802810|XP_001359654.3|DPSE	LOC108083177|XP_017034362.1|DKIK
OG0002033	LOC4814568|XP_001354747.2|DPSE	LOC108085957|XP_017038239.1|DKIK
OG0002034	LOC4816009|XP_001355456.4|DPSE	LOC108084665|XP_017036475.1|DKIK
OG0002035	LOC4802026|XP_001359026.5|DPSE	LOC108083182|XP_017034366.1|DKIK
OG0002036	LOC6896916|XP_033232494.1|DPSE	LOC108084028|XP_017035530.1|DKIK
OG0002037	LOC4812672|XP_001353056.3|DPSE	LOC108079727|XP_017029626.1|DKIK
OG0002038	LOC6897907|XP_002138009.2|DPSE	LOC108073373|XP_017020431.1|DKIK
OG0002039	LOC4811647|XP_002135773.1|DPSE	LOC108084632|XP_017036409.1|DKIK
OG0002040	LOC6897795|XP_033237823.1|DPSE	LOC108072873|XP_017019684.1|DKIK
OG0002041	LOC4805056|XP_015040406.1|DPSE	LOC108072293|XP_017018852.1|DKIK
OG0002042	LOC4802940|XP_001359755.3|DPSE	LOC108085460|XP_017037564.1|DKIK
OG0002043	LOC4802054|XP_001359047.4|DPSE	LOC108085472|XP_017037577.1|DKIK
OG0002044	LOC6896878|XP_003736286.2|DPSE	LOC108084210|XP_017035814.1|DKIK
OG0002045	LOC4802031|XP_033241834.1|DPSE	LOC108083174|XP_017034350.1|DKIK
OG0002046	LOC6901904|XP_002133439.3|DPSE	LOC108079961|XP_017030011.1|DKIK
OG0002047	LOC6902117|XP_015041171.2|DPSE	LOC108079211|XP_017028969.1|DKIK
OG0002048	LOC4802618|XP_015037945.1|DPSE	LOC108080447|XP_017030672.1|DKIK
OG0002049	LOC4802817|XP_015038107.2|DPSE	LOC108085687|XP_017037873.1|DKIK
OG0002050	LOC4802545|XP_033232818.1|DPSE	LOC108081042|XP_017031495.1|DKIK
OG0002051	LOC6898753|XP_015040367.2|DPSE, LOC15382869|XP_004444371.1|DPSE	LOC108078149|XP_017027280.1|DKIK
OG0002052	LOC6900023|XP_002135388.2|DPSE	LOC108084431|XP_017036127.1|DKIK
OG0002053	LOC4803013|XP_001359815.5|DPSE	LOC108085453|XP_017037554.1|DKIK
OG0002054	LOC6897174|XP_002137354.2|DPSE	LOC108081176|XP_017031726.1|DKIK
OG0002055	LOC4802580|XP_001359474.2|DPSE	LOC108085636|XP_017037811.1|DKIK
OG0002056	LOC4813891|XP_001353404.2|DPSE	LOC108070471|XP_017016445.1|DKIK
OG0002057	LOC4817269|XP_001356776.2|DPSE	LOC108077078|XP_017025735.1|DKIK
OG0002058	LOC4811998|XP_001352504.2|DPSE	LOC108079068|XP_017028771.1|DKIK
OG0002059	LOC4803044|XP_001359845.1|DPSE	LOC108072019|XP_017018488.1|DKIK
OG0002060	LOC4803980|XP_001360615.2|DPSE	LOC108076496|XP_017024878.1|DKIK
OG0002061	LOC4804315|XP_033233798.1|DPSE	LOC108072174|XP_017018719.1|DKIK
OG0002062	LOC4815857|XP_015040969.2|DPSE	LOC108079941|XP_017029974.1|DKIK
OG0002063	LOC6901845|XP_002133383.1|DPSE	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK
OG0002064	LOC6899446|XP_033240224.1|DPSE	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK
OG0002065	LOC4813998|XP_015042486.2|DPSE	LOC108075219|XP_017023050.1|DKIK
OG0002066	LOC4802883|XP_015038160.2|DPSE	LOC108081024|XP_017031465.1|DKIK
OG0002067	LOC4803396|XP_001357526.2|DPSE	LOC108072160|XP_017018695.1|DKIK
OG0002068	LOC4804442|XP_001361003.5|DPSE	LOC108081221|XP_017031787.1|DKIK
OG0002069	LOC6899750|XP_002135786.2|DPSE	LOC108080967|XP_017031373.1|DKIK
OG0002070	LOC4803114|XP_001359911.2|DPSE	LOC108081481|XP_017032169.1|DKIK
OG0002071	LOC4801379|XP_001358482.2|DPSE	LOC108073441|XP_017020553.1|DKIK
OG0002072	LOC4805475|XP_001361870.2|DPSE	LOC108078438|XP_017027809.1|DKIK
OG0002073	LOC4812799|XP_033240350.1|DPSE	LOC108072714|XP_017019454.1|DKIK
OG0002074	LOC4804012|XP_001360642.4|DPSE	LOC108073130|XP_017020119.1|DKIK
OG0002075	LOC4817452|XP_003736146.1|DPSE	LOC108079672|XP_017029559.1|DKIK
OG0002076	LOC4805558|XP_015040719.2|DPSE	LOC108086116|XP_017038441.1|DKIK
OG0002077	LOC4812575|XP_015043584.2|DPSE	LOC108071506|XP_017017759.1|DKIK
OG0002078	LOC6898804|XP_002138778.2|DPSE	LOC108079835|XP_017029829.1|DKIK
OG0002079	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE	LOC108075033|XP_017022778.1|DKIK
OG0002080	LOC4805389|XP_001361798.4|DPSE	LOC108078396|XP_017027741.1|DKIK
OG0002081	LOC4805629|XP_001362001.1|DPSE	LOC108070828|XP_017016935.1|DKIK
OG0002082	LOC4805677|XP_015040786.1|DPSE	LOC108076346|XP_017024623.1|DKIK
OG0002083	LOC6902156|XP_033238476.1|DPSE	LOC108084657|XP_017036467.1|DKIK
OG0002084	LOC4803706|XP_001360381.2|DPSE	LOC108072311|XP_017018872.1|DKIK
OG0002085	LOC4805208|XP_001361649.1|DPSE	LOC108078252|XP_017027474.1|DKIK
OG0002086	LOC4803700|XP_001360376.1|DPSE	LOC108072324|XP_017018890.1|DKIK
OG0002087	LOC6900845|XP_015043409.2|DPSE	LOC108073903|XP_017021182.1|DKIK
OG0002088	LOC4812474|XP_015044069.2|DPSE	LOC108075257|XP_017023107.1|DKIK
OG0002089	LOC4805069|XP_001361531.2|DPSE	LOC108078515|XP_017027910.1|DKIK
OG0002090	LOC4813071|XP_015042931.1|DPSE	LOC108075308|XP_017023201.1|DKIK
OG0002091	LOC4805623|XP_033233718.1|DPSE	LOC108070813|XP_017016901.1|DKIK
OG0002092	LOC4812347|XP_015043700.1|DPSE	LOC108071500|XP_017017750.1|DKIK
OG0002093	LOC4805706|XP_004444583.1|DPSE	LOC108085206|XP_017037219.1|DKIK
OG0002094	LOC4803512|XP_001360225.1|DPSE	LOC108072046|XP_017018520.1|DKIK
OG0002095	LOC4815478|XP_001355498.1|DPSE	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK
OG0002096	LOC6898308|XP_015039510.2|DPSE	LOC108076400|XP_017024728.1|DKIK
OG0002097	LOC6898788|XP_002138764.3|DPSE	LOC108078086|XP_017027163.1|DKIK
OG0002098	LOC4812329|XP_033241232.1|DPSE	LOC108084772|XP_017036580.1|DKIK
OG0002099	LOC4801818|XP_001358851.2|DPSE	LOC108085017|XP_017036950.1|DKIK
OG0002100	LOC4812849|XP_015042566.2|DPSE	LOC108083131|XP_017034296.1|DKIK
OG0002101	LOC6898145|XP_033233209.1|DPSE	LOC108070854|XP_017016973.1|DKIK
OG0002102	LOC6898570|XP_033235001.1|DPSE	LOC108076716|XP_017025168.1|DKIK
OG0002103	LOC4801812|XP_015037401.2|DPSE	LOC108085032|XP_017036968.1|DKIK
OG0002106	LOC4801699|XP_001358746.3|DPSE	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK
OG0002107	LOC6902582|XP_002133110.2|DPSE	LOC108077061|XP_017025716.1|DKIK
OG0002108	LOC6897102|XP_002137286.2|DPSE, LOC13036328|XP_003736436.3|DPSE, LOC6897101|XP_033232307.1|DPSE, LOC6897103|XP_033232638.1|DPSE	LOC108075463|XP_017023407.1|DKIK
OG0002109	LOC6896882|XP_002137072.3|DPSE	LOC108086025|XP_017038326.1|DKIK
OG0002110	LOC6903429|XP_002132308.3|DPSE	LOC108086160|XP_017038514.1|DKIK
OG0002111	LOC4816116|XP_001355806.2|DPSE	LOC108075924|XP_017024053.1|DKIK
OG0002113	LOC4800646|XP_001357881.2|DPSE	LOC108075479|XP_017023422.1|DKIK
OG0002114	LOC4800255|XP_003736220.2|DPSE	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK
OG0002115	LOC26533367|XP_033233223.1|DPSE	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK
OG0002116	LOC4816273|XP_001356109.4|DPSE	LOC108072478|XP_017019133.1|DKIK
OG0002117	LOC6901600|XP_033237843.1|DPSE	LOC108083904|XP_017035389.1|DKIK
OG0002118	LOC26533291|XP_033232988.1|DPSE	LOC108077352|XP_017026134.1|DKIK
OG0002119	LOC4801842|XP_001358875.2|DPSE	LOC108073443|XP_017020555.1|DKIK
OG0002120	LOC6899859|XP_033237161.1|DPSE	LOC108077525|XP_017026383.1|DKIK
OG0002121	LOC4800465|XP_015038559.2|DPSE	LOC108075729|XP_017023758.1|DKIK
OG0002123	LOC4817482|XP_001356478.4|DPSE	LOC108079612|XP_017029475.1|DKIK
OG0002124	LOC6901022|XP_002134506.2|DPSE	LOC108077143|XP_017025850.1|DKIK
OG0002125	LOC4804992|XP_001361464.3|DPSE	LOC108072439|XP_017019049.1|DKIK
OG0002126	LOC4811892|XP_015044084.2|DPSE	LOC108078369|XP_017027688.1|DKIK
OG0002127	LOC4815635|XP_001355727.4|DPSE	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK
OG0002128	LOC4814333|XP_015042207.1|DPSE	LOC108084337|XP_017036006.1|DKIK
OG0002129	LOC4801975|XP_001358988.3|DPSE	LOC108085692|XP_017037889.1|DKIK
OG0002130	LOC6902080|XP_002133611.1|DPSE	LOC108079366|XP_017029163.1|DKIK
OG0002131	LOC6897032|XP_002137217.2|DPSE	LOC108084181|XP_017035761.1|DKIK
OG0002132	LOC4817486|XP_001356299.1|DPSE	LOC108074575|XP_017022166.1|DKIK
OG0002133	LOC4814561|XP_001354907.2|DPSE	LOC108080550|XP_017030843.1|DKIK
OG0002134	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE	LOC108076119|XP_017024336.1|DKIK
OG0002135	LOC6902161|XP_033239930.1|DPSE	LOC108074247|XP_017021698.1|DKIK
OG0002136	LOC4800281|XP_001357613.3|DPSE	LOC108077860|XP_017026882.1|DKIK
OG0002137	LOC4801749|XP_001358791.1|DPSE	LOC108084570|XP_017036323.1|DKIK
OG0002138	LOC4815083|XP_001354826.1|DPSE	LOC108083593|XP_017034944.1|DKIK
OG0002139	LOC4814738|XP_015042117.1|DPSE	LOC108079456|XP_017029285.1|DKIK
OG0002140	LOC4815343|XP_001354929.3|DPSE	LOC108076932|XP_017025470.1|DKIK
OG0002141	LOC4811789|XP_001352357.2|DPSE	LOC108079521|XP_017029349.1|DKIK
OG0002142	LOC4802741|XP_033240251.1|DPSE	LOC108077735|XP_017026687.1|DKIK
OG0002143	LOC4817608|XP_001357010.4|DPSE	LOC108074421|XP_017021943.1|DKIK
OG0002144	LOC6899834|XP_002135701.2|DPSE	LOC108074888|XP_017022585.1|DKIK
OG0002145	LOC4803061|XP_001359862.2|DPSE	LOC108083944|XP_017035438.1|DKIK
OG0002146	LOC4802739|XP_001359602.1|DPSE	LOC108077732|XP_017026677.1|DKIK
OG0002147	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE	LOC108083775|XP_017035188.1|DKIK
OG0002148	LOC4812425|XP_001352856.4|DPSE	LOC108073856|XP_017021127.1|DKIK
OG0002149	LOC6899879|XP_033237088.1|DPSE	LOC108074896|XP_017022608.1|DKIK
OG0002150	LOC4815585|XP_033238603.1|DPSE	LOC108071239|XP_017017416.1|DKIK
