Orthogroup	DPSE.longest_only	DNOV.longest_only
OG0000697	LOC4817883|XP_001357187.2|DPSE	LOC115758904|XP_030555561.1|DNOV
OG0000698	LOC4817179|XP_001356670.4|DPSE	LOC115768551|XP_030569021.1|DNOV
OG0000698	LOC4817304|XP_001356669.3|DPSE	LOC115768548|XP_030569018.1|DNOV
OG0000699	LOC6903298|XP_002132486.3|DPSE	LOC115760027|XP_030557049.1|DNOV
OG0000699	LOC4800919|XP_015038650.2|DPSE	LOC115768643|XP_030569175.1|DNOV
OG0000700	LOC4817768|XP_033235878.1|DPSE	LOC115765977|XP_030565595.1|DNOV
OG0000700	LOC4816576|XP_001355991.4|DPSE	LOC115759040|XP_030555722.1|DNOV
OG0000701	LOC4803347|XP_001360120.2|DPSE	LOC115760727|XP_030558061.1|DNOV
OG0000701	LOC4811764|XP_001352334.3|DPSE	LOC115766304|XP_030566041.1|DNOV
OG0000702	LOC6897698|XP_033233045.1|DPSE	LOC115763795|XP_030562386.1|DNOV
OG0000702	LOC4802664|XP_015037986.2|DPSE	LOC115763797|XP_030562393.1|DNOV
OG0000703	LOC4818127|XP_001357311.3|DPSE	LOC115763301|XP_030561652.1|DNOV
OG0000703	LOC4805720|XP_001362075.1|DPSE	LOC115760513|XP_030557734.1|DNOV
OG0000704	LOC6902166|XP_033240752.1|DPSE	LOC115765441|XP_030564867.1|DNOV
OG0000704	LOC4800722|XP_001357943.2|DPSE	LOC115772027|XP_030573817.1|DNOV
OG0000705	LOC4813441|XP_001353577.2|DPSE	LOC115769975|XP_030570893.1|DNOV
OG0000706	LOC4816970|XP_001356652.4|DPSE	LOC115767718|XP_030567883.1|DNOV
OG0000706	LOC4815978|XP_033241434.1|DPSE	LOC115767989|XP_030568250.1|DNOV
OG0000707	LOC4814531|XP_001355063.2|DPSE	LOC115765239|XP_030564556.1|DNOV
OG0000708	LOC4814912|XP_033238014.1|DPSE	LOC115768226|XP_030568613.1|DNOV
OG0000708	LOC4815782|XP_033239992.1|DPSE	LOC115768754|XP_030569301.1|DNOV
OG0000709	LOC4800308|XP_001357599.4|DPSE	LOC115772080|XP_030573893.1|DNOV
OG0000709	LOC4814827|XP_001354678.2|DPSE	LOC115765127|XP_030564382.1|DNOV
OG0000710	LOC6897863|XP_002137965.2|DPSE	LOC115761269|XP_030558842.1|DNOV
OG0000710	LOC4805376|XP_001361786.1|DPSE	LOC115760563|XP_030557829.1|DNOV
OG0000711	LOC4813327|XP_001353771.2|DPSE	LOC115770356|XP_030571454.1|DNOV
OG0000711	LOC6902169|XP_033240986.1|DPSE	LOC115766879|XP_030566804.1|DNOV
OG0000712	LOC4803070|XP_001359870.4|DPSE	LOC115763821|XP_030562431.1|DNOV
OG0000712	LOC4803068|XP_001359868.3|DPSE	LOC115763808|XP_030562412.1|DNOV
OG0000713	LOC6897381|XP_015037455.1|DPSE	LOC115764013|XP_030562700.1|DNOV
OG0000713	LOC4805737|XP_001362085.1|DPSE	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV
OG0000714	LOC4815336|XP_033241369.1|DPSE	LOC115767258|XP_030567334.1|DNOV
OG0000714	LOC4812073|XP_001352654.2|DPSE	LOC115766920|XP_030566864.1|DNOV
OG0000715	LOC6896831|XP_002137034.3|DPSE, LOC6903553|XP_002132426.3|DPSE, LOC6903554|XP_033235877.1|DPSE	LOC115767911|XP_030568145.1|DNOV
OG0000716	LOC4815545|XP_001355321.2|DPSE	LOC115766904|XP_030566842.1|DNOV
OG0000716	LOC4812987|XP_001353186.1|DPSE	LOC115770095|XP_030571064.1|DNOV
OG0000717	LOC4811933|XP_001352393.2|DPSE	LOC115770325|XP_030571422.1|DNOV
OG0000718	LOC6903765|XP_033237153.1|DPSE	LOC115767954|XP_030568199.1|DNOV
OG0000718	LOC6899823|XP_033237105.1|DPSE	LOC115759744|XP_030556642.1|DNOV
OG0000719	LOC4813372|XP_001353881.3|DPSE	LOC115769501|XP_030570181.1|DNOV
OG0000719	LOC4813861|XP_001353767.3|DPSE	LOC115770340|XP_030571437.1|DNOV
OG0000720	LOC4801101|XP_001358250.4|DPSE	LOC115761607|XP_030559269.1|DNOV
OG0000721	LOC4817906|XP_001357208.1|DPSE	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV
OG0000722	LOC6899054|XP_033233551.1|DPSE, LOC6899055|XP_033234365.1|DPSE	LOC115758058|XP_030554432.1|DNOV
OG0000723	LOC117183775|XP_033234927.1|DPSE	LOC115759857|XP_030556861.1|DNOV
OG0000723	LOC4804045|XP_001360670.2|DPSE, LOC117183714|XP_033234486.1|DPSE	LOC115760820|XP_030558199.1|DNOV
OG0000724	LOC4815738|XP_001355733.1|DPSE	LOC115765413|XP_030564817.1|DNOV
OG0000724	LOC6897158|XP_002137338.2|DPSE	LOC115757761|XP_030554032.1|DNOV
OG0000726	LOC5384072|XP_015037825.2|DPSE	LOC115761420|XP_030559040.1|DNOV
OG0000726	LOC4802469|XP_001359384.2|DPSE	LOC115761562|XP_030559207.1|DNOV
OG0000727	LOC4803259|XP_003736934.2|DPSE	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV
OG0000728	LOC117184825|XP_033239675.1|DPSE	LOC115764296|XP_030563089.1|DNOV
OG0000728	LOC4800605|XP_001357850.1|DPSE	LOC115761866|XP_030559724.1|DNOV
OG0000729	LOC6897081|XP_002137265.3|DPSE	LOC115761639|XP_030559332.1|DNOV
OG0000729	LOC6897080|XP_002137264.3|DPSE	LOC115761640|XP_030559334.1|DNOV
OG0000730	LOC6902988|XP_002132710.1|DPSE	LOC115769489|XP_030570171.1|DNOV
OG0000730	LOC4817528|XP_033237008.1|DPSE	LOC115759999|XP_030557016.1|DNOV
OG0000731	LOC4812565|XP_001352646.1|DPSE	LOC115766954|XP_030566901.1|DNOV
OG0000731	LOC4804866|XP_015040239.2|DPSE	LOC115760800|XP_030558156.1|DNOV
OG0000732	LOC4812315|XP_001352812.2|DPSE	LOC115771111|XP_030572531.1|DNOV
OG0000732	LOC4812362|XP_001352813.2|DPSE	LOC115771170|XP_030572613.1|DNOV
OG0000733	LOC4800460|XP_001357732.2|DPSE	LOC115764230|XP_030563007.1|DNOV
OG0000733	LOC4813477|XP_001353757.2|DPSE	LOC115769923|XP_030570808.1|DNOV
OG0000734	LOC4813727|XP_015043002.2|DPSE	LOC115770494|XP_030571643.1|DNOV
OG0000735	LOC4815916|XP_001355410.2|DPSE	LOC115768279|XP_030568676.1|DNOV
OG0000735	LOC4817101|XP_001356371.1|DPSE	LOC115763462|XP_030561898.1|DNOV
OG0000736	LOC4817023|XP_001356822.3|DPSE	LOC115759738|XP_030556630.1|DNOV
OG0000736	LOC4817018|XP_001356821.4|DPSE	LOC115760034|XP_030557061.1|DNOV
OG0000737	LOC4803419|XP_001360134.3|DPSE	LOC115761593|XP_030559253.1|DNOV
OG0000738	LOC4817094|XP_001356874.2|DPSE	LOC115758638|XP_030555234.1|DNOV
OG0000738	LOC4817878|XP_033236583.1|DPSE	LOC115763430|XP_030561851.1|DNOV
OG0000739	LOC4802391|XP_001359317.1|DPSE	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC26532531|XP_033237201.1|DPSE	LOC115769090|XP_030569661.1|DNOV
OG0000740	LOC6897823|XP_033232709.1|DPSE	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC6897027|XP_002137212.2|DPSE, LOC6901688|XP_015042004.2|DPSE	LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC4814807|XP_001355034.3|DPSE	LOC115764314|XP_030563112.1|DNOV
OG0000742	LOC117183163|XP_015041927.2|DPSE	LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC4811961|XP_001352454.3|DPSE	LOC115769862|XP_030570720.1|DNOV
OG0000744	LOC4804887|XP_001361375.2|DPSE	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC4804404|XP_001360972.2|DPSE	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC4804030|XP_001360660.2|DPSE	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC4813078|XP_001353372.2|DPSE	LOC115771562|XP_030573172.1|DNOV
OG0000747	LOC4812999|XP_033239242.1|DPSE	LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC4816567|XP_001355987.2|DPSE	LOC115759171|XP_030555903.1|DNOV
OG0000748	LOC6902081|XP_002133612.3|DPSE	LOC115768456|XP_030568879.1|DNOV
OG0000750	LOC6898061|XP_002138147.2|DPSE, LOC4804274|XP_002138483.3|DPSE	LOC115760681|XP_030558007.1|DNOV
OG0000750	LOC4800601|XP_001357846.3|DPSE	LOC115761941|XP_030559835.1|DNOV
OG0000751	LOC4805220|XP_015040495.1|DPSE	LOC115762100|XP_030560061.1|DNOV
OG0000751	LOC6898819|XP_002138793.2|DPSE	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV
OG0000752	LOC6897966|XP_002138065.3|DPSE	LOC115765619|XP_030565129.1|DNOV
OG0000753	LOC4800826|XP_001358030.1|DPSE	LOC115771734|XP_030573420.1|DNOV
OG0000753	LOC6897834|XP_002137939.2|DPSE	LOC115762833|XP_030561060.1|DNOV
OG0000754	LOC6902251|XP_033238763.1|DPSE	LOC115767236|XP_030567297.1|DNOV
OG0000754	LOC4814462|XP_015042017.1|DPSE	LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC4801275|XP_001358395.2|DPSE	LOC115761466|XP_030559092.1|DNOV
OG0000755	LOC4801274|XP_001358394.2|DPSE	LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC6900076|XP_002135439.1|DPSE	LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC4812416|XP_001352574.2|DPSE	LOC115762699|XP_030560883.1|DNOV
OG0000759	LOC4812789|XP_033240113.1|DPSE	LOC115769665|XP_030570438.1|DNOV
OG0000759	LOC4812972|XP_001354046.2|DPSE	LOC115769803|XP_030570631.1|DNOV
OG0000760	LOC117183196|XP_033233806.1|DPSE	LOC115763064|XP_030561351.1|DNOV
OG0000761	LOC6903895|XP_033235909.1|DPSE	LOC115763290|XP_030561638.1|DNOV
OG0000761	LOC4811704|XP_033235915.1|DPSE	LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC4818096|XP_001357436.2|DPSE	LOC115758576|XP_030555153.1|DNOV
OG0000763	LOC6903591|XP_002132458.2|DPSE	LOC115758418|XP_030554926.1|DNOV
OG0000763	LOC6903590|XP_002132457.2|DPSE	LOC115758420|XP_030554929.1|DNOV
OG0000764	LOC6901417|XP_033238888.1|DPSE	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC4814050|XP_033240232.1|DPSE	LOC115765810|XP_030565392.1|DNOV
OG0000765	LOC4815805|XP_033238258.1|DPSE	LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC4816211|XP_001355836.3|DPSE	LOC115763247|XP_030561585.1|DNOV
OG0000766	LOC4815108|XP_001354497.2|DPSE	LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC4812556|XP_001352957.2|DPSE	LOC115759491|XP_030556289.1|DNOV, LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC4812761|XP_001353318.5|DPSE	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC4802416|XP_001359339.3|DPSE	LOC115761515|XP_030559144.1|DNOV
OG0000769	LOC4814425|XP_001354429.1|DPSE	LOC115765262|XP_030564601.1|DNOV
OG0000771	LOC6900624|XP_002134997.1|DPSE	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC4803562|XP_001360269.4|DPSE, LOC6899115|XP_015040839.2|DPSE	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000773	LOC6898336|XP_002138390.2|DPSE	LOC115763309|XP_030561668.1|DNOV
OG0000774	LOC6898450|XP_002138493.2|DPSE	LOC115760712|XP_030558043.1|DNOV
OG0000775	LOC15382885|XP_004444266.1|DPSE	LOC115758196|XP_030554600.1|DNOV
OG0000775	LOC6898691|XP_002138696.2|DPSE, LOC6898409|XP_002138455.2|DPSE	LOC115765055|XP_030564300.1|DNOV
OG0000776	LOC13036270|XP_003736678.3|DPSE, LOC13036443|XP_003736680.2|DPSE	LOC115763157|XP_030561468.1|DNOV, LOC115767438|XP_030567592.1|DNOV
OG0000778	LOC26532957|XP_015044552.2|DPSE	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC4814340|XP_001354373.2|DPSE	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC6898688|XP_002138693.1|DPSE, LOC4804889|XP_001361377.2|DPSE	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC4814288|XP_015042310.1|DPSE	LOC115768601|XP_030569112.1|DNOV
OG0000781	LOC4812191|XP_001352389.3|DPSE	LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC4813689|XP_001353274.3|DPSE	LOC115770378|XP_030571487.1|DNOV
OG0000782	LOC4815690|XP_001355527.1|DPSE	LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC4813728|XP_001353280.4|DPSE	LOC115757668|XP_030553846.1|DNOV
OG0000783	LOC4814835|XP_001354688.1|DPSE	LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC4813299|XP_001353809.2|DPSE	LOC115771010|XP_030572376.1|DNOV
OG0000784	LOC4814923|XP_001354798.3|DPSE	LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC6897271|XP_002137431.2|DPSE, LOC4801173|XP_001358307.3|DPSE	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC6902253|XP_002133780.1|DPSE	LOC115769035|XP_030569602.1|DNOV
OG0000786	LOC4801538|XP_003736538.1|DPSE	LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC4812103|XP_001352617.1|DPSE	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC26532348|XP_015036417.2|DPSE, LOC4813004|XP_001353231.1|DPSE, LOC6897384|XP_002137536.2|DPSE	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC6902584|XP_015036688.2|DPSE	LOC115759306|XP_030556071.1|DNOV
OG0000789	LOC4816757|XP_001356076.4|DPSE	LOC115759311|XP_030556081.1|DNOV
OG0000790	LOC4817800|XP_033236406.1|DPSE	LOC115765455|XP_030564879.1|DNOV
OG0000791	LOC4800487|XP_001357754.3|DPSE	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC6903194|XP_002132893.3|DPSE	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC4802908|XP_001359734.3|DPSE, LOC6901468|XP_033240372.1|DPSE, LOC6902194|XP_002133721.1|DPSE	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC6902183|XP_002133710.1|DPSE	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC6902160|XP_002133691.1|DPSE	LOC115768361|XP_030568789.1|DNOV
OG0000795	LOC6903723|XP_002136753.1|DPSE	LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC4801514|XP_001358593.3|DPSE	LOC115759457|XP_030556249.1|DNOV
OG0000796	LOC4815737|XP_001355501.1|DPSE	LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC6897748|XP_002137853.1|DPSE	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC6898470|XP_033235084.1|DPSE	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC4815860|XP_001355604.2|DPSE	LOC115766475|XP_030566280.1|DNOV
OG0000800	LOC6900961|XP_015042428.1|DPSE, LOC6900963|XP_002134664.2|DPSE	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV
OG0000801	LOC6902416|XP_033235697.1|DPSE	LOC115766552|XP_030566388.1|DNOV
OG0000801	LOC4803699|XP_001360375.1|DPSE	LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC4815185|XP_001355089.2|DPSE	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC4816580|XP_001356060.2|DPSE	LOC115760118|XP_030557173.1|DNOV
OG0000803	LOC4813637|XP_001353662.3|DPSE	LOC115770208|XP_030571262.1|DNOV
OG0000804	LOC6898182|XP_002138253.2|DPSE	LOC115757940|XP_030554271.1|DNOV
OG0000804	LOC4802286|XP_001359234.3|DPSE	LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV
OG0000805	LOC4803338|XP_001360127.3|DPSE	LOC115760979|XP_030558442.1|DNOV
OG0000806	LOC4817638|XP_001357033.4|DPSE	LOC115759138|XP_030555846.1|DNOV
OG0000807	LOC4817646|XP_001357038.4|DPSE	LOC115761917|XP_030559795.1|DNOV
OG0000808	LOC6896701|XP_003736216.2|DPSE, LOC6896696|XP_002136910.3|DPSE, LOC6896704|XP_015038825.2|DPSE, LOC6896697|XP_002136911.3|DPSE, LOC6896695|XP_015038826.2|DPSE, LOC117184456|XP_033238184.1|DPSE, LOC6896702|XP_002136916.2|DPSE	LOC115757753|XP_030554018.1|DNOV
OG0000810	LOC4803475|XP_001360193.1|DPSE	LOC115762104|XP_030560066.1|DNOV
OG0000811	LOC6897783|XP_002137888.2|DPSE	LOC115772069|XP_030573880.1|DNOV
OG0000811	LOC4803800|XP_015039365.2|DPSE	LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC6903619|XP_033238096.1|DPSE	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC4805193|XP_001361638.1|DPSE	LOC115759557|XP_030556384.1|DNOV
OG0000813	LOC6902807|XP_015035809.2|DPSE	LOC115765946|XP_030565552.1|DNOV
OG0000814	LOC4817490|XP_001356909.3|DPSE	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC6903573|XP_002132442.2|DPSE	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC6901195|XP_002133896.1|DPSE	LOC115768189|XP_030568559.1|DNOV
OG0000816	LOC4802958|XP_001359772.1|DPSE	LOC115761327|XP_030558920.1|DNOV
OG0000817	LOC6897494|XP_033232306.1|DPSE	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV
OG0000817	LOC117183231|XP_033232305.1|DPSE	LOC115770567|XP_030571740.1|DNOV
OG0000818	LOC4814728|XP_001354503.2|DPSE	LOC115768231|XP_030568617.1|DNOV
OG0000819	LOC6901808|XP_033240150.1|DPSE	LOC115766883|XP_030566813.1|DNOV
OG0000819	LOC4815052|XP_001355189.3|DPSE	LOC115766885|XP_030566816.1|DNOV
OG0000820	LOC4805315|XP_001361735.1|DPSE	LOC115760401|XP_030557564.1|DNOV
OG0000821	LOC4801421|XP_001358517.3|DPSE	LOC115761388|XP_030559000.1|DNOV
OG0000821	LOC6898210|XP_002138278.2|DPSE	LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC4818026|XP_001357427.3|DPSE	LOC115763575|XP_030562053.1|DNOV
OG0000824	LOC6902991|XP_002132713.2|DPSE, LOC6901828|XP_015042178.2|DPSE, LOC6899845|XP_002135691.2|DPSE, LOC117184847|XP_033239769.1|DPSE, LOC6901827|XP_002134495.1|DPSE, LOC6901191|XP_002133892.3|DPSE	LOC115760176|XP_030557260.1|DNOV
OG0000825	LOC4813492|XP_001353807.1|DPSE	LOC115771178|XP_030572623.1|DNOV
OG0000825	LOC4816329|XP_002133085.2|DPSE	LOC115763109|XP_030561413.1|DNOV
OG0000826	LOC4803924|XP_001360565.4|DPSE	LOC115769894|XP_030570811.1|DNOV
OG0000828	LOC13036525|XP_003736435.1|DPSE, LOC6897100|XP_002137284.3|DPSE	LOC115771967|XP_030573739.1|DNOV
OG0000829	LOC6900582|XP_033237345.1|DPSE	LOC115769821|XP_030570652.1|DNOV
OG0000830	LOC4814884|XP_015041820.1|DPSE	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC6898899|XP_002138869.1|DPSE	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC4805476|XP_001361871.2|DPSE	LOC115760755|XP_030558093.1|DNOV
OG0000832	LOC6903386|XP_002132265.2|DPSE	LOC115758705|XP_030555313.1|DNOV
OG0000833	LOC4812349|XP_001352911.3|DPSE	LOC115771385|XP_030572930.1|DNOV
OG0000834	LOC4800284|XP_001357610.3|DPSE	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV
OG0000835	LOC4813207|XP_033238319.1|DPSE	LOC115770265|XP_030571343.1|DNOV
OG0000836	LOC6903394|XP_002132273.3|DPSE, LOC117184006|XP_033235755.1|DPSE	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC4815279|XP_001355169.1|DPSE	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC26533009|XP_015036082.1|DPSE	LOC115759831|XP_030556783.1|DNOV
OG0000838	LOC26531996|XP_015036083.1|DPSE	LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC6897436|XP_002137588.1|DPSE	LOC115763825|XP_030562438.1|DNOV
OG0000840	LOC4815162|XP_001355158.2|DPSE	LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC6897787|XP_015038079.2|DPSE	LOC115772088|XP_030573907.1|DNOV
OG0000841	LOC6897790|XP_015038080.2|DPSE	LOC115772107|XP_030573932.1|DNOV
OG0000842	LOC4800531|XP_001357795.1|DPSE	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC6898118|XP_033233424.1|DPSE	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC6897844|XP_002137949.1|DPSE	LOC115759435|XP_030556210.1|DNOV
OG0000845	LOC4816019|XP_001355559.3|DPSE, LOC4815653|XP_001355560.3|DPSE	LOC115766887|XP_030566818.1|DNOV
OG0000846	LOC6896778|XP_015038816.2|DPSE	LOC115764958|XP_030564140.1|DNOV
OG0000847	LOC4805187|XP_001361634.2|DPSE, LOC4805434|XP_001361835.3|DPSE	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV
OG0000848	LOC4817394|XP_001356632.3|DPSE	LOC115760134|XP_030557194.1|DNOV
OG0000848	LOC4817929|XP_015035340.2|DPSE	LOC115758866|XP_030555515.1|DNOV
OG0000849	LOC4816992|XP_001356503.3|DPSE	LOC115758922|XP_030555581.1|DNOV
OG0000849	LOC6903173|XP_002132873.2|DPSE	LOC115765975|XP_030565591.1|DNOV
OG0000850	LOC4803846|XP_001360499.4|DPSE	LOC115758786|XP_030555421.1|DNOV
OG0000850	LOC4803845|XP_001360498.2|DPSE	LOC115758772|XP_030555401.1|DNOV
OG0000851	LOC6903890|XP_015035089.2|DPSE, LOC6903889|XP_002136635.2|DPSE, LOC117183577|XP_033233795.1|DPSE, LOC26534043|XP_015035093.2|DPSE	LOC115759814|XP_030556769.1|DNOV, LOC115760990|XP_030558461.1|DNOV
OG0000852	LOC26533166|XP_033234705.1|DPSE	LOC115757739|XP_030553987.1|DNOV
OG0000852	LOC6898227|XP_002138293.2|DPSE	LOC115757756|XP_030554028.1|DNOV
OG0000854	LOC6901946|XP_002133480.1|DPSE	LOC115768795|XP_030569351.1|DNOV
OG0000854	LOC4815859|XP_001355326.4|DPSE	LOC115768796|XP_030569352.1|DNOV
OG0000855	LOC4815564|XP_001355426.1|DPSE	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC4813957|XP_001354116.1|DPSE	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC4814313|XP_001354424.3|DPSE	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC6897182|XP_002137362.2|DPSE	LOC115761304|XP_030558891.1|DNOV
OG0000860	LOC4811876|XP_001352735.4|DPSE	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC4804536|XP_001361084.3|DPSE	LOC115760922|XP_030558357.1|DNOV
OG0000862	LOC4805519|XP_001361909.1|DPSE, LOC4817922|XP_001357223.4|DPSE	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC4801683|XP_001358733.4|DPSE	LOC115771950|XP_030573713.1|DNOV
OG0000864	LOC4814266|XP_033238543.1|DPSE	LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC4802696|XP_001359563.2|DPSE	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC4817616|XP_015036376.2|DPSE, LOC117184191|XP_033236621.1|DPSE	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC117183914|XP_033235284.1|DPSE	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC6901312|XP_002134013.2|DPSE, LOC6902833|XP_033236380.1|DPSE, LOC6902925|XP_002132651.2|DPSE, LOC6896871|XP_002137061.2|DPSE, LOC4814476|XP_001354562.1|DPSE	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC4802931|XP_001359747.1|DPSE	LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC4803520|XP_001360233.3|DPSE	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC4805144|XP_001361596.1|DPSE	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC4804308|XP_001360888.3|DPSE	LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC4811904|XP_001352890.4|DPSE	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC4816047|XP_001355640.3|DPSE	LOC115764308|XP_030563106.1|DNOV
OG0000874	LOC4805685|XP_004444578.1|DPSE	LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC6897004|XP_002137189.2|DPSE	LOC115765678|XP_030565197.1|DNOV
OG0000875	LOC6903678|XP_002136794.1|DPSE	LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC6900269|XP_002135597.2|DPSE	LOC115771580|XP_030573197.1|DNOV
OG0000877	LOC4815240|XP_001354780.2|DPSE	LOC115771356|XP_030572888.1|DNOV
OG0000878	LOC4803713|XP_001360387.3|DPSE	LOC115766505|XP_030566318.1|DNOV
OG0000878	LOC4817397|XP_001356315.3|DPSE	LOC115763531|XP_030562006.1|DNOV
OG0000879	LOC6898034|XP_002138123.2|DPSE	LOC115758255|XP_030554671.1|DNOV
OG0000880	LOC6901830|XP_002133853.1|DPSE	LOC115765172|XP_030564452.1|DNOV
OG0000880	LOC4813609|XP_001353769.3|DPSE	LOC115770339|XP_030571436.1|DNOV
OG0000881	LOC4813400|XP_001353216.2|DPSE	LOC115762675|XP_030560850.1|DNOV
OG0000882	LOC6902198|XP_002133725.2|DPSE	LOC115767212|XP_030567266.1|DNOV
OG0000884	LOC6901339|XP_002134040.1|DPSE	LOC115771324|XP_030572849.1|DNOV
OG0000885	LOC4801836|XP_015037411.2|DPSE	LOC115771781|XP_030573501.1|DNOV
OG0000886	LOC4801436|XP_001358531.1|DPSE	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV
OG0000887	LOC4814589|XP_015041466.2|DPSE	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC4812442|XP_033239534.1|DPSE, LOC26533675|XP_015043625.2|DPSE, LOC4812112|XP_015043626.2|DPSE	LOC115768071|XP_030568386.1|DNOV
OG0000889	LOC4812587|XP_033237575.1|DPSE	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC4803852|XP_001360503.4|DPSE	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC4817802|XP_001357160.2|DPSE	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC4812334|XP_015044066.2|DPSE	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC4802952|XP_001359765.4|DPSE	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC6897541|XP_002137687.3|DPSE, LOC13036451|XP_003736704.3|DPSE	LOC115763763|XP_030562337.1|DNOV
