Orthogroup	DPSE.longest_only	DSUP.longest_only
OG0000553	LOC4817137|XP_001356356.2|DPSE	LOC119547272|XP_037709982.1|DSUP
OG0000554	LOC4800560|XP_001357815.3|DPSE	LOC119545854|XP_037707757.1|DSUP
OG0000554	LOC5495514|XP_001357816.2|DPSE	LOC119555424|XP_037722723.1|DSUP
OG0000555	LOC6900978|XP_002134675.1|DPSE, LOC6900977|XP_002134674.1|DPSE	LOC119555182|XP_037722362.1|DSUP
OG0000555	LOC4812517|XP_001352676.2|DPSE	LOC119554855|XP_037721863.1|DSUP
OG0000556	LOC6901207|XP_002133908.3|DPSE	LOC119556933|XP_037725352.1|DSUP
OG0000556	LOC6897561|XP_002137706.1|DPSE	LOC119563045|XP_037732178.1|DSUP
OG0000557	LOC4802608|XP_001359497.3|DPSE	LOC119551964|XP_037717597.1|DSUP
OG0000557	LOC4802609|XP_001359498.4|DPSE	LOC119557950|XP_037726913.1|DSUP
OG0000558	LOC4802332|XP_001359270.2|DPSE	LOC119554608|XP_037721532.1|DSUP
OG0000558	LOC6901821|XP_033239197.1|DPSE, LOC6901823|XP_033239198.1|DPSE	LOC119557290|XP_037725909.1|DSUP
OG0000559	LOC4801045|XP_001358209.4|DPSE	LOC119557176|XP_037725721.1|DSUP
OG0000559	LOC4812750|XP_001353161.2|DPSE	LOC119553494|XP_037719831.1|DSUP
OG0000560	LOC4803500|XP_001360215.1|DPSE	LOC119549305|XP_037713192.1|DSUP
OG0000560	LOC4803499|XP_001360214.2|DPSE	LOC119549304|XP_037713191.1|DSUP
OG0000561	LOC4813498|XP_001353394.3|DPSE	LOC119555023|XP_037722096.1|DSUP
OG0000561	LOC6900472|XP_002134862.2|DPSE	LOC119555031|XP_037722104.1|DSUP
OG0000562	LOC4813232|XP_033237684.1|DPSE	LOC119552742|XP_037718435.1|DSUP
OG0000562	LOC4813279|XP_001353925.4|DPSE	LOC119553638|XP_037720040.1|DSUP
OG0000563	LOC6900525|XP_002134912.2|DPSE	LOC119554008|XP_037720646.1|DSUP
OG0000563	LOC4813702|XP_001353495.3|DPSE	LOC119555484|XP_037722819.1|DSUP
OG0000564	LOC4813122|XP_001354077.2|DPSE	LOC119554140|XP_037720846.1|DSUP
OG0000564	LOC4813643|XP_001354078.2|DPSE, LOC6900876|XP_002135233.1|DPSE	LOC119553637|XP_037720039.1|DSUP
OG0000565	LOC26532649|XP_033237374.1|DPSE	LOC119560191|XP_037729483.1|DSUP, LOC119558267|XP_037727545.1|DSUP, LOC119558933|XP_037728058.1|DSUP, LOC119558932|XP_037728056.1|DSUP, LOC119556934|XP_037725353.1|DSUP, LOC119557597|XP_037726330.1|DSUP
OG0000566	LOC6897427|XP_002137578.1|DPSE	LOC119563384|XP_037732664.1|DSUP
OG0000566	LOC6900916|XP_002134708.2|DPSE	LOC119553056|XP_037719100.1|DSUP
OG0000567	LOC5614322|XP_001354847.1|DPSE	LOC119557794|XP_037726625.1|DSUP
OG0000567	LOC4814933|XP_001354848.1|DPSE	LOC119557882|XP_037726810.1|DSUP
OG0000568	LOC6902237|XP_033239367.1|DPSE	LOC119556926|XP_037725342.1|DSUP
OG0000568	LOC4802742|XP_001359605.4|DPSE	LOC119560858|XP_037730449.1|DSUP
OG0000569	LOC4801511|XP_001358590.1|DPSE	LOC119560297|XP_037729596.1|DSUP
OG0000569	LOC13036368|XP_033240924.1|DPSE	LOC119558776|XP_037727992.1|DSUP
OG0000570	LOC4801716|XP_001358761.2|DPSE	LOC119563330|XP_037732602.1|DSUP
OG0000570	LOC4801717|XP_001358762.3|DPSE	LOC119563105|XP_037732275.1|DSUP
OG0000571	LOC13036342|XP_033241136.1|DPSE	LOC119562897|XP_037731944.1|DSUP
OG0000571	LOC6897042|XP_015038775.1|DPSE	LOC119548884|XP_037712461.1|DSUP
OG0000572	LOC6897189|XP_002137369.3|DPSE	LOC119555588|XP_037723003.1|DSUP
OG0000572	LOC4801423|XP_001358519.4|DPSE	LOC119563091|XP_037732250.1|DSUP
OG0000573	LOC4813694|XP_015043436.2|DPSE	LOC119553735|XP_037720257.1|DSUP
OG0000573	LOC4804525|XP_001361074.2|DPSE	LOC119552032|XP_037717699.1|DSUP
OG0000574	LOC6900151|XP_002135490.1|DPSE	LOC119554151|XP_037720867.1|DSUP
OG0000574	LOC4803062|XP_001359863.3|DPSE	LOC119560014|XP_037729226.1|DSUP
OG0000575	LOC4813214|XP_001353412.3|DPSE	LOC119554674|XP_037721604.1|DSUP
OG0000575	LOC4813906|XP_001353411.4|DPSE	LOC119553127|XP_037719247.1|DSUP
OG0000576	LOC4802933|XP_001359748.5|DPSE	LOC119560201|XP_037729492.1|DSUP
OG0000577	LOC6902956|XP_033235893.1|DPSE	LOC119546576|XP_037708900.1|DSUP
OG0000577	LOC4817196|XP_001356666.2|DPSE	LOC119546139|XP_037708173.1|DSUP
OG0000578	LOC4816432|XP_001356044.4|DPSE	LOC119546980|XP_037709557.1|DSUP
OG0000578	LOC6898159|XP_015039207.2|DPSE	LOC119551660|XP_037717026.1|DSUP
OG0000579	LOC4801638|XP_001358693.1|DPSE	LOC119560442|XP_037729813.1|DSUP
OG0000579	LOC4813308|XP_001353500.1|DPSE	LOC119554913|XP_037721944.1|DSUP
OG0000580	LOC4803110|XP_015038295.1|DPSE	LOC119563049|XP_037732185.1|DSUP
OG0000580	LOC4803111|XP_033232517.1|DPSE	LOC119563050|XP_037732186.1|DSUP
OG0000581	LOC4803297|XP_015038440.1|DPSE	LOC119559900|XP_037728991.1|DSUP
OG0000581	LOC4814892|XP_033241443.1|DPSE	LOC119557007|XP_037725465.1|DSUP
OG0000582	LOC4813894|XP_001353277.4|DPSE	LOC119552793|XP_037718553.1|DSUP
OG0000582	LOC4803660|XP_001360343.1|DPSE	LOC119549725|XP_037713891.1|DSUP
OG0000583	LOC26534038|XP_015039506.1|DPSE	LOC119550799|XP_037715660.1|DSUP
OG0000583	LOC4804492|XP_033233386.1|DPSE	LOC119550798|XP_037715658.1|DSUP
OG0000584	LOC4816110|XP_001355835.2|DPSE	LOC119547497|XP_037710317.1|DSUP
OG0000584	LOC6898271|XP_033234614.1|DPSE, LOC6902399|XP_002133334.2|DPSE	LOC119547602|XP_037710451.1|DSUP
OG0000585	LOC4814141|XP_001354201.2|DPSE, LOC26533186|XP_015042409.1|DPSE	LOC119554390|XP_037721201.1|DSUP, LOC119554255|XP_037721020.1|DSUP
OG0000586	LOC4803691|XP_001360368.3|DPSE	LOC119551197|XP_037716327.1|DSUP
OG0000586	LOC6898765|XP_002138743.2|DPSE	LOC119551298|XP_037716505.1|DSUP
OG0000589	LOC4815360|XP_001354625.3|DPSE	LOC119556116|XP_037723915.1|DSUP
OG0000590	LOC4801237|XP_001358360.1|DPSE	LOC119560881|XP_037730490.1|DSUP
OG0000590	LOC4814484|XP_001355168.1|DPSE	LOC119557405|XP_037726080.1|DSUP
OG0000592	LOC4803632|XP_001360320.1|DPSE	LOC119549721|XP_037713887.1|DSUP
OG0000592	LOC4803883|XP_001360531.2|DPSE	LOC119550800|XP_037715661.1|DSUP
OG0000593	LOC4800481|XP_015038591.2|DPSE	LOC119561141|XP_037730971.1|DSUP
OG0000593	LOC4811676|XP_001352261.1|DPSE	LOC119557143|XP_037725654.1|DSUP
OG0000594	LOC4801166|XP_001358300.1|DPSE	LOC119557200|XP_037725786.1|DSUP
OG0000594	LOC4802611|XP_001359500.4|DPSE	LOC119555682|XP_037723237.1|DSUP
OG0000595	LOC6897421|XP_033235936.1|DPSE	LOC119560478|XP_037729865.1|DSUP
OG0000595	LOC6896845|XP_015038810.2|DPSE	LOC119556221|XP_037724137.1|DSUP
OG0000596	LOC6902113|XP_002133644.2|DPSE	LOC119557996|XP_037727027.1|DSUP
OG0000596	LOC4803225|XP_001360001.3|DPSE, LOC117183962|XP_033235598.1|DPSE	LOC119563033|XP_037732162.1|DSUP
OG0000597	LOC4800368|XP_001357547.2|DPSE	LOC119551077|XP_037716164.1|DSUP
OG0000597	LOC6896884|XP_002137074.3|DPSE	LOC119563479|XP_037732831.1|DSUP
OG0000598	LOC6897185|XP_002137365.2|DPSE	LOC119563508|XP_037732885.1|DSUP
OG0000599	LOC4813096|XP_001353665.2|DPSE	LOC119553487|XP_037719824.1|DSUP
OG0000599	LOC4813310|XP_033241091.1|DPSE	LOC119555413|XP_037722699.1|DSUP
OG0000600	LOC6898338|XP_015039563.2|DPSE	LOC119550130|XP_037714554.1|DSUP
OG0000600	LOC26532284|XP_015039562.1|DPSE	LOC119551468|XP_037716749.1|DSUP
OG0000601	LOC4817900|XP_001357390.2|DPSE	LOC119546803|XP_037709310.1|DSUP
OG0000601	LOC6902759|XP_033236894.1|DPSE	LOC119547122|XP_037709760.1|DSUP
OG0000602	LOC4816513|XP_001356129.2|DPSE	LOC119547301|XP_037710021.1|DSUP
OG0000602	LOC4816712|XP_001356131.2|DPSE	LOC119547302|XP_037710022.1|DSUP
OG0000603	LOC4817241|XP_001356615.4|DPSE	LOC119548848|XP_037712397.1|DSUP
OG0000604	LOC6902540|XP_002133081.2|DPSE	LOC119547125|XP_037709763.1|DSUP
OG0000604	LOC4816552|XP_001356001.1|DPSE	LOC119548324|XP_037711433.1|DSUP
OG0000605	LOC4818195|XP_001357506.3|DPSE	LOC119546270|XP_037708371.1|DSUP
OG0000606	LOC117185018|XP_033240344.1|DPSE	LOC119557328|XP_037725981.1|DSUP
OG0000607	LOC4802096|XP_001359081.3|DPSE	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP
OG0000607	LOC4803193|XP_001359976.3|DPSE	LOC119559931|XP_037729066.1|DSUP
OG0000608	LOC4802179|XP_001359148.2|DPSE	LOC119555935|XP_037723569.1|DSUP
OG0000608	LOC4802184|XP_033233462.1|DPSE	LOC119545687|XP_037707360.1|DSUP
OG0000609	LOC6901587|XP_033239096.1|DPSE	LOC119556057|XP_037723790.1|DSUP, LOC119546810|XP_037709321.1|DSUP
OG0000610	LOC4813783|XP_001353483.3|DPSE	LOC119554927|XP_037721961.1|DSUP
OG0000610	LOC4805242|XP_001361675.1|DPSE	LOC119550951|XP_037715905.1|DSUP
OG0000611	LOC6898992|XP_004444534.3|DPSE	LOC119551644|XP_037717003.1|DSUP
OG0000611	LOC6898249|XP_002138315.3|DPSE	LOC119551866|XP_037717385.1|DSUP
OG0000612	LOC6900824|XP_033237968.1|DPSE	LOC119555438|XP_037722738.1|DSUP, LOC119554410|XP_037721227.1|DSUP
OG0000612	LOC6900822|XP_002135181.2|DPSE	LOC119554409|XP_037721226.1|DSUP
OG0000614	LOC4800278|XP_001357617.3|DPSE	LOC119546621|XP_037708991.1|DSUP
OG0000614	LOC4811663|XP_033239428.1|DPSE	LOC119558379|XP_037727824.1|DSUP
OG0000615	LOC4811656|XP_001352247.4|DPSE	LOC119557045|XP_037725518.1|DSUP
OG0000615	LOC4801510|XP_001358589.2|DPSE	LOC119560796|XP_037730356.1|DSUP
OG0000616	LOC4814421|XP_001354361.3|DPSE	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP
OG0000617	LOC4800658|XP_001357891.4|DPSE	LOC119546006|XP_037707940.1|DSUP
OG0000617	LOC4800836|XP_001358040.1|DPSE	LOC119560427|XP_037729791.1|DSUP
OG0000618	LOC4800978|XP_001358159.3|DPSE	LOC119560682|XP_037730184.1|DSUP
OG0000618	LOC4812876|XP_015042925.1|DPSE	LOC119554052|XP_037720719.1|DSUP
OG0000619	LOC6898218|XP_002138284.2|DPSE	LOC119549093|XP_037712752.1|DSUP
OG0000620	LOC6901295|XP_002133996.1|DPSE	LOC119556992|XP_037725452.1|DSUP
OG0000620	LOC6900998|XP_033240629.1|DPSE	LOC119555388|XP_037722660.1|DSUP
OG0000621	LOC4801862|XP_001358892.1|DPSE	LOC119545750|XP_037707512.1|DSUP
OG0000621	LOC4815012|XP_001354963.1|DPSE	LOC119556062|XP_037723798.1|DSUP
OG0000622	LOC4812350|XP_001352849.2|DPSE	LOC119554820|XP_037721822.1|DSUP
OG0000622	LOC6900919|XP_002134715.3|DPSE	LOC119554213|XP_037720946.1|DSUP
OG0000623	LOC4812255|XP_001352457.1|DPSE	LOC119554687|XP_037721617.1|DSUP
OG0000623	LOC6900389|XP_002134782.1|DPSE	LOC119552919|XP_037718787.1|DSUP
OG0000624	LOC4804445|XP_001361006.2|DPSE	LOC119551108|XP_037716216.1|DSUP
OG0000625	LOC6900084|XP_002135442.3|DPSE	LOC119555376|XP_037722647.1|DSUP
OG0000625	LOC4812270|XP_001352696.3|DPSE	LOC119555378|XP_037722649.1|DSUP
OG0000626	LOC117183536|XP_033233519.1|DPSE	LOC119550611|XP_037715363.1|DSUP
OG0000626	LOC4804552|XP_001361095.1|DPSE	LOC119550825|XP_037715697.1|DSUP
OG0000627	LOC6900693|XP_002135057.2|DPSE	LOC119554654|XP_037721583.1|DSUP
OG0000627	LOC4816010|XP_001355645.2|DPSE	LOC119557968|XP_037726941.1|DSUP
OG0000628	LOC4816521|XP_001356133.3|DPSE	LOC119546971|XP_037709547.1|DSUP
OG0000628	LOC26532948|XP_033236571.1|DPSE	LOC119546127|XP_037708151.1|DSUP
OG0000629	LOC4803127|XP_001359921.1|DPSE	LOC119555619|XP_037723070.1|DSUP
OG0000629	LOC4818181|XP_001357493.2|DPSE	LOC119548807|XP_037712320.1|DSUP
OG0000630	LOC4816382|XP_001356278.3|DPSE	LOC119548358|XP_037711501.1|DSUP
OG0000630	LOC4816685|XP_001356281.3|DPSE	LOC119548258|XP_037711331.1|DSUP
OG0000631	LOC4817346|XP_003736148.2|DPSE	LOC119546519|XP_037708777.1|DSUP
OG0000631	LOC4818061|XP_001357345.2|DPSE	LOC119548347|XP_037711490.1|DSUP
OG0000632	LOC4817690|XP_033236034.1|DPSE	LOC119548395|XP_037711549.1|DSUP
OG0000632	LOC6903174|XP_002132874.2|DPSE	LOC119546376|XP_037708536.1|DSUP
OG0000633	LOC26532380|XP_033238178.1|DPSE	LOC119555543|XP_037722904.1|DSUP
OG0000633	LOC117184390|XP_033237378.1|DPSE	LOC119555537|XP_037722897.1|DSUP
OG0000635	LOC4805547|XP_001361933.3|DPSE	LOC119552173|XP_037717932.1|DSUP
OG0000635	LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE	LOC119557515|XP_037726216.1|DSUP
OG0000636	LOC4816727|XP_001356280.3|DPSE	LOC119547478|XP_037710290.1|DSUP
OG0000636	LOC4816383|XP_001356279.1|DPSE	LOC119547486|XP_037710303.1|DSUP
OG0000637	LOC4815481|XP_001355693.3|DPSE	LOC119557510|XP_037726210.1|DSUP
OG0000637	LOC6902266|XP_033240055.1|DPSE	LOC119557508|XP_037726209.1|DSUP
OG0000638	LOC4801740|XP_001358783.2|DPSE	LOC119554816|XP_037721821.1|DSUP
OG0000638	LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE	LOC119557901|XP_037726835.1|DSUP
OG0000639	LOC6900636|XP_015043044.2|DPSE	LOC119555690|XP_037723269.1|DSUP
OG0000641	LOC26532899|XP_033235172.1|DPSE, LOC117183988|XP_033235670.1|DPSE, LOC6903516|XP_033235486.1|DPSE, LOC6903511|XP_033235682.1|DPSE, LOC6898466|XP_033234868.1|DPSE	LOC119546188|XP_037708242.1|DSUP
OG0000641	LOC6902340|XP_002133286.3|DPSE, LOC6902341|XP_033236752.1|DPSE	LOC119560174|XP_037729462.1|DSUP
OG0000642	LOC26532738|XP_033237250.1|DPSE	LOC119549827|XP_037714032.1|DSUP
OG0000642	LOC6903497|XP_002132376.3|DPSE, LOC6903499|XP_002132378.3|DPSE, LOC6903498|XP_002132377.3|DPSE	LOC119547557|XP_037710385.1|DSUP
OG0000643	LOC4801186|XP_001358318.3|DPSE	LOC119561046|XP_037730808.1|DSUP, LOC119549155|XP_037712873.1|DSUP, LOC119552694|XP_037718352.1|DSUP, LOC119552675|XP_037718316.1|DSUP
OG0000644	LOC6900790|XP_033239123.1|DPSE, LOC6900749|XP_002135108.2|DPSE	LOC119553941|XP_037720560.1|DSUP, LOC119553531|XP_037719885.1|DSUP, LOC119553532|XP_037719886.1|DSUP
OG0000645	LOC26532189|XP_015036349.2|DPSE, LOC6903162|XP_002132863.2|DPSE	LOC119550765|XP_037715618.1|DSUP
OG0000646	LOC4801783|XP_001358820.3|DPSE	LOC119556923|XP_037725341.1|DSUP
OG0000646	LOC4801657|XP_015037346.2|DPSE	LOC119546358|XP_037708517.1|DSUP
OG0000647	LOC4801911|XP_001358930.3|DPSE	LOC119560456|XP_037729831.1|DSUP
OG0000647	LOC6902239|XP_002133766.3|DPSE	LOC119557890|XP_037726819.1|DSUP
OG0000648	LOC6901232|XP_002133933.3|DPSE	LOC119556461|XP_037724636.1|DSUP
OG0000648	LOC6901234|XP_002133935.2|DPSE	LOC119556488|XP_037724673.1|DSUP
OG0000649	LOC6901152|XP_033238861.1|DPSE	LOC119556268|XP_037724246.1|DSUP
OG0000649	LOC4814229|XP_001354341.1|DPSE	LOC119558303|XP_037727630.1|DSUP
OG0000650	LOC4801767|XP_001358808.2|DPSE	LOC119558876|XP_037728028.1|DSUP
OG0000650	LOC4811841|XP_001352382.1|DPSE	LOC119558700|XP_037727987.1|DSUP
OG0000651	LOC4812007|XP_015043563.2|DPSE	LOC119554191|XP_037720915.1|DSUP
OG0000651	LOC4813063|XP_001353653.1|DPSE	LOC119555631|XP_037723078.1|DSUP
OG0000652	LOC26533502|XP_015039224.2|DPSE	LOC119549577|XP_037713662.1|DSUP
OG0000652	LOC4815109|XP_001355134.1|DPSE	LOC119557194|XP_037725774.1|DSUP
OG0000653	LOC26533820|XP_033238158.1|DPSE	LOC119561053|XP_037730814.1|DSUP
OG0000653	LOC4801972|XP_001358985.1|DPSE	LOC119560391|XP_037729745.1|DSUP
OG0000654	LOC4812389|XP_001352761.3|DPSE	LOC119552625|XP_037718221.1|DSUP
OG0000654	LOC4812097|XP_033240237.1|DPSE	LOC119555106|XP_037722253.1|DSUP
OG0000655	LOC4805460|XP_001361855.1|DPSE	LOC119551292|XP_037716498.1|DSUP
OG0000655	LOC4817590|XP_033235187.1|DPSE	LOC119548308|XP_037711410.1|DSUP
OG0000656	LOC4802578|XP_001359473.2|DPSE	LOC119551546|XP_037716870.1|DSUP
OG0000656	LOC6897655|XP_002137794.2|DPSE	LOC119551567|XP_037716897.1|DSUP
OG0000657	LOC117184960|XP_033240121.1|DPSE	LOC119552712|XP_037718389.1|DSUP
OG0000657	LOC4817090|XP_001356700.2|DPSE	LOC119548214|XP_037711275.1|DSUP
OG0000658	LOC6901354|XP_002134054.1|DPSE	LOC119557221|XP_037725818.1|DSUP
OG0000658	LOC4802390|XP_001359318.3|DPSE	LOC119560634|XP_037730114.1|DSUP
OG0000659	LOC4816635|XP_001356148.3|DPSE	LOC119546362|XP_037708519.1|DSUP
OG0000659	LOC4816645|XP_033235703.1|DPSE	LOC119546796|XP_037709298.1|DSUP
OG0000660	LOC4816947|XP_001356832.4|DPSE	LOC119548113|XP_037711135.1|DSUP
OG0000661	LOC4811907|XP_001352685.1|DPSE	LOC119553002|XP_037718950.1|DSUP
OG0000661	LOC4817136|XP_033235368.1|DPSE	LOC119546097|XP_037708108.1|DSUP
OG0000662	LOC6900549|XP_002134933.1|DPSE	LOC119554314|XP_037721103.1|DSUP
OG0000662	LOC6902103|XP_002133634.2|DPSE	LOC119559921|XP_037729052.1|DSUP
OG0000663	LOC6898123|XP_002138203.2|DPSE	LOC119549412|XP_037713412.1|DSUP
OG0000664	LOC4814640|XP_001355171.1|DPSE	LOC119556153|XP_037723982.1|DSUP
OG0000665	LOC4803215|XP_001359991.4|DPSE	LOC119563213|XP_037732438.1|DSUP
OG0000666	LOC6898073|XP_002138158.2|DPSE	LOC119551146|XP_037716265.1|DSUP
OG0000666	LOC4815799|XP_003736159.2|DPSE	LOC119558244|XP_037727496.1|DSUP
OG0000667	LOC6902177|XP_002133708.2|DPSE	LOC119556821|XP_037725200.1|DSUP
OG0000667	LOC4803113|XP_001359910.3|DPSE	LOC119563051|XP_037732187.1|DSUP
OG0000668	LOC6897801|XP_002137906.2|DPSE	LOC119554381|XP_037721190.1|DSUP
OG0000668	LOC4801302|XP_001358420.1|DPSE	LOC119560546|XP_037729979.1|DSUP
OG0000669	LOC4815829|XP_001355515.4|DPSE	LOC119558232|XP_037727480.1|DSUP
OG0000669	LOC4815547|XP_001355516.3|DPSE	LOC119558235|XP_037727482.1|DSUP
OG0000670	LOC4816022|XP_033240399.1|DPSE	LOC119557868|XP_037726796.1|DSUP
OG0000671	LOC6897786|XP_003736824.2|DPSE	LOC119560551|XP_037729985.1|DSUP
OG0000671	LOC4801083|XP_001358242.1|DPSE	LOC119561542|XP_037731123.1|DSUP
OG0000672	LOC6901691|XP_002134361.2|DPSE	LOC119556868|XP_037725270.1|DSUP
OG0000672	LOC4815619|XP_033239563.1|DPSE	LOC119556099|XP_037723890.1|DSUP
OG0000673	LOC4815456|XP_001355533.3|DPSE	LOC119557650|XP_037726430.1|DSUP
OG0000673	LOC6900246|XP_002135575.2|DPSE	LOC119553626|XP_037720024.1|DSUP
OG0000674	LOC26532322|XP_033240853.1|DPSE, LOC117184495|XP_033238264.1|DPSE, LOC26534308|XP_015040982.2|DPSE, LOC117184615|XP_033238954.1|DPSE	LOC119559641|XP_037728617.1|DSUP, LOC119559632|XP_037728600.1|DSUP
OG0000675	LOC6903379|XP_002132261.3|DPSE	LOC119547910|XP_037710876.1|DSUP, LOC119547909|XP_037710875.1|DSUP
OG0000677	LOC6900408|XP_002134800.1|DPSE	LOC119554842|XP_037721846.1|DSUP
OG0000677	LOC4814535|XP_001354711.3|DPSE	LOC119557134|XP_037725645.1|DSUP
OG0000678	LOC4802087|XP_001359074.2|DPSE	LOC119545843|XP_037707736.1|DSUP
OG0000678	LOC4817546|XP_001356955.3|DPSE	LOC119547334|XP_037710072.1|DSUP
OG0000679	LOC4814521|XP_001354807.2|DPSE	LOC119557776|XP_037726604.1|DSUP
OG0000680	LOC6901622|XP_015041899.2|DPSE	LOC119556824|XP_037725205.1|DSUP
OG0000680	LOC4814951|XP_001355006.1|DPSE	LOC119557055|XP_037725531.1|DSUP
OG0000681	LOC4801877|XP_001358901.4|DPSE	LOC119560348|XP_037729674.1|DSUP
OG0000681	LOC6901871|XP_002133409.1|DPSE	LOC119557347|XP_037726012.1|DSUP
OG0000683	LOC4801778|XP_001358817.2|DPSE	LOC119563455|XP_037732790.1|DSUP
OG0000684	LOC4802602|XP_033241815.1|DPSE	LOC119557284|XP_037725906.1|DSUP
OG0000684	LOC6896814|XP_002137017.1|DPSE	LOC119563031|XP_037732159.1|DSUP
OG0000685	LOC6901485|XP_002134171.2|DPSE	LOC119556242|XP_037724204.1|DSUP
OG0000685	LOC4800856|XP_001358056.1|DPSE	LOC119559803|XP_037728813.1|DSUP
OG0000686	LOC4803411|XP_001360158.2|DPSE	LOC119551344|XP_037716588.1|DSUP
OG0000686	LOC4815149|XP_033239683.1|DPSE	LOC119556738|XP_037725075.1|DSUP
OG0000687	LOC4812770|XP_001354049.2|DPSE	LOC119553129|XP_037719250.1|DSUP
OG0000688	LOC15382879|XP_004444494.2|DPSE	LOC119551677|XP_037717060.1|DSUP
OG0000689	LOC4804083|XP_001360701.1|DPSE	LOC119551614|XP_037716954.1|DSUP
OG0000689	LOC117183725|XP_033234536.1|DPSE	LOC119551613|XP_037716951.1|DSUP
OG0000690	LOC4815452|XP_001355623.3|DPSE	LOC119557520|XP_037726222.1|DSUP
OG0000691	LOC4816148|XP_001355812.1|DPSE	LOC119548792|XP_037712296.1|DSUP
OG0000691	LOC4813007|XP_001353487.1|DPSE	LOC119553581|XP_037719958.1|DSUP
OG0000692	LOC6900025|XP_002135389.2|DPSE	LOC119555119|XP_037722272.1|DSUP
OG0000692	LOC4812592|XP_001352569.2|DPSE	LOC119555317|XP_037722569.1|DSUP
OG0000693	LOC4814989|XP_001354619.1|DPSE	LOC119557022|XP_037725487.1|DSUP
OG0000693	LOC4803065|XP_001359865.1|DPSE	LOC119560705|XP_037730224.1|DSUP
OG0000694	LOC4815718|XP_001355546.3|DPSE	LOC119558396|XP_037727851.1|DSUP
OG0000694	LOC6900132|XP_002135481.2|DPSE	LOC119553869|XP_037720449.1|DSUP
OG0000695	LOC4816158|XP_001355875.4|DPSE	LOC119562399|XP_037731519.1|DSUP
OG0000696	LOC6902453|XP_033236182.1|DPSE	LOC119555365|XP_037722630.1|DSUP
OG0000696	LOC6902920|XP_002132648.1|DPSE, LOC117184366|XP_033237342.1|DPSE, LOC6901616|XP_002134286.1|DPSE, LOC6901617|XP_002134287.1|DPSE, LOC6901615|XP_002134285.1|DPSE	LOC119545979|XP_037707884.1|DSUP
OG0000697	LOC4814986|XP_001355047.3|DPSE	LOC119557436|XP_037726124.1|DSUP
OG0000697	LOC4817883|XP_001357187.2|DPSE	LOC119562576|XP_037731719.1|DSUP
OG0000698	LOC4817179|XP_001356670.4|DPSE	LOC119546872|XP_037709406.1|DSUP
OG0000698	LOC4817304|XP_001356669.3|DPSE	LOC119546672|XP_037709059.1|DSUP
OG0000699	LOC6903298|XP_002132486.3|DPSE	LOC119547751|XP_037710675.1|DSUP
OG0000699	LOC4800919|XP_015038650.2|DPSE	LOC119559154|XP_037728154.1|DSUP
OG0000700	LOC4817768|XP_033235878.1|DPSE	LOC119547709|XP_037710612.1|DSUP
OG0000700	LOC4816576|XP_001355991.4|DPSE	LOC119547977|XP_037710957.1|DSUP
OG0000701	LOC4803347|XP_001360120.2|DPSE	LOC119550067|XP_037714459.1|DSUP
OG0000701	LOC4811764|XP_001352334.3|DPSE	LOC119556451|XP_037724617.1|DSUP
OG0000702	LOC6897698|XP_033233045.1|DPSE	LOC119552826|XP_037718700.1|DSUP
OG0000702	LOC4802664|XP_015037986.2|DPSE	LOC119552880|XP_037718803.1|DSUP
OG0000703	LOC4818127|XP_001357311.3|DPSE	LOC119546014|XP_037707947.1|DSUP
OG0000703	LOC4805720|XP_001362075.1|DPSE	LOC119552097|XP_037717807.1|DSUP
OG0000704	LOC6902166|XP_033240752.1|DPSE	LOC119555853|XP_037723412.1|DSUP
OG0000704	LOC4800722|XP_001357943.2|DPSE	LOC119546404|XP_037708593.1|DSUP
OG0000705	LOC6900562|XP_002134940.1|DPSE, LOC6900864|XP_002135221.2|DPSE	LOC119553361|XP_037719635.1|DSUP
OG0000705	LOC4813441|XP_001353577.2|DPSE	LOC119553360|XP_037719633.1|DSUP
OG0000706	LOC4816970|XP_001356652.4|DPSE	LOC119546976|XP_037709552.1|DSUP
OG0000706	LOC4815978|XP_033241434.1|DPSE	LOC119557575|XP_037726299.1|DSUP
OG0000707	LOC4814531|XP_001355063.2|DPSE	LOC119556089|XP_037723870.1|DSUP
OG0000708	LOC4814912|XP_033238014.1|DPSE	LOC119557318|XP_037725957.1|DSUP
OG0000708	LOC4815782|XP_033239992.1|DPSE	LOC119558211|XP_037727442.1|DSUP
OG0000709	LOC4800308|XP_001357599.4|DPSE	LOC119556093|XP_037723880.1|DSUP
OG0000709	LOC4814827|XP_001354678.2|DPSE	LOC119556357|XP_037724446.1|DSUP
OG0000710	LOC6897863|XP_002137965.2|DPSE	LOC119559795|XP_037728804.1|DSUP
OG0000710	LOC4805376|XP_001361786.1|DPSE	LOC119550977|XP_037715940.1|DSUP
OG0000711	LOC4813327|XP_001353771.2|DPSE	LOC119553656|XP_037720070.1|DSUP
OG0000711	LOC6902169|XP_033240986.1|DPSE	LOC119556629|XP_037724880.1|DSUP
OG0000712	LOC4803070|XP_001359870.4|DPSE	LOC119559971|XP_037729135.1|DSUP
