Orthogroup	DPSE.longest_only	DERE.longest_only
OG0000350	LOC4813254|XP_033238168.1|DPSE	LOC6544377|XP_001972466.1|DERE
OG0000350	LOC6897056|XP_002137240.3|DPSE	LOC6555043|XP_026837186.1|DERE
OG0000351	LOC4805246|XP_001361678.3|DPSE	LOC6548288|XP_001975114.1|DERE
OG0000351	LOC4805245|XP_001361677.3|DPSE	LOC6548287|XP_001975113.1|DERE
OG0000353	LOC4801811|XP_001358845.1|DPSE	LOC6552898|XP_001980981.1|DERE
OG0000353	LOC4817945|XP_001357204.2|DPSE	LOC6540677|XP_001968873.2|DERE
OG0000354	LOC4816841|XP_001356631.2|DPSE	LOC6541026|XP_001968386.1|DERE
OG0000354	LOC4817041|XP_001356627.4|DPSE	LOC6541906|XP_026835080.1|DERE
OG0000355	LOC4804351|XP_001360924.2|DPSE	LOC6542516|XP_001970521.1|DERE
OG0000355	LOC4804849|XP_001361343.3|DPSE, LOC6898675|XP_002138680.2|DPSE	LOC6542864|XP_001970797.2|DERE
OG0000356	LOC4817331|XP_001356665.3|DPSE	LOC6549266|XP_026836544.1|DERE
OG0000356	LOC4816868|XP_001356663.2|DPSE	LOC6549236|XP_001974343.2|DERE
OG0000358	LOC6897362|XP_002137515.2|DPSE	LOC6553771|XP_001979438.1|DERE
OG0000358	LOC6897368|XP_002137521.1|DPSE	LOC6553715|XP_001979426.1|DERE
OG0000359	LOC4813553|XP_001353132.2|DPSE, LOC6900593|XP_033240841.1|DPSE	LOC6544462|XP_026833054.1|DERE
OG0000359	LOC4813174|XP_001353130.2|DPSE	LOC6544466|XP_001973120.3|DERE
OG0000360	LOC4802351|XP_001359284.2|DPSE	LOC6554985|XP_001981828.2|DERE, LOC6554987|XP_001981830.1|DERE, LOC6554988|XP_001981831.2|DERE, LOC6554986|XP_001981829.2|DERE
OG0000361	LOC6902756|XP_002133268.2|DPSE	LOC6552329|XP_001979788.2|DERE, LOC6553077|XP_001979072.1|DERE
OG0000361	LOC4816455|XP_015036545.2|DPSE	LOC113564062|XP_026834307.1|DERE, LOC6541092|XP_001969684.1|DERE
OG0000362	LOC4811758|XP_001352329.1|DPSE	LOC6555885|XP_001982687.1|DERE
OG0000362	LOC4813437|XP_001353378.1|DPSE	LOC6544260|XP_026832810.1|DERE
OG0000363	LOC6897597|XP_033241884.1|DPSE	LOC6554700|XP_015008975.1|DERE
OG0000363	LOC6900901|XP_033240760.1|DPSE	LOC6543693|XP_026832427.1|DERE
OG0000365	LOC6898484|XP_002138526.3|DPSE	LOC6547737|XP_001974951.1|DERE
OG0000365	LOC6899816|XP_002135718.3|DPSE	LOC6543411|XP_001969897.2|DERE
OG0000366	LOC4815236|XP_033239445.1|DPSE	LOC6551424|XP_026838791.1|DERE
OG0000366	LOC4802650|XP_033236276.1|DPSE	LOC6554311|XP_026831436.1|DERE
OG0000367	LOC4813290|XP_001353717.2|DPSE	LOC6546079|XP_026833637.1|DERE
OG0000367	LOC6898114|XP_033233883.1|DPSE	LOC6547428|XP_001974807.2|DERE
OG0000368	LOC4812913|XP_015043305.1|DPSE	LOC6544726|XP_015013197.1|DERE
OG0000368	LOC4813333|XP_001353907.2|DPSE	LOC6544727|XP_001972411.1|DERE
OG0000370	LOC4812481|XP_001352913.3|DPSE	LOC6544981|XP_001971549.1|DERE
OG0000370	LOC6898262|XP_002138328.2|DPSE	LOC113564307|XP_026836569.1|DERE
OG0000371	LOC4814486|XP_001354859.2|DPSE	LOC6551390|XP_001977235.1|DERE
OG0000371	LOC4804730|XP_001361244.3|DPSE	LOC6547140|XP_001976115.1|DERE
OG0000371	LOC4801313|XP_001358429.3|DPSE	LOC6554197|XP_001981463.3|DERE
OG0000372	LOC4816180|XP_001355736.4|DPSE	LOC26526519|XP_015014294.1|DERE
OG0000373	LOC4804951|XP_001361432.4|DPSE	LOC6547383|XP_026836189.1|DERE
OG0000374	LOC6903020|XP_015036185.2|DPSE	LOC6545513|XP_026832187.1|DERE
OG0000375	LOC4812692|XP_001353075.3|DPSE, LOC4812693|XP_001353076.2|DPSE	LOC6543972|XP_001972206.1|DERE, LOC6544630|XP_026832424.1|DERE
OG0000376	LOC6899893|XP_002132196.1|DPSE, LOC6901971|XP_002133505.1|DPSE	LOC6551611|XP_026837375.1|DERE
OG0000377	LOC4815330|XP_001354682.4|DPSE	LOC6551301|XP_001978400.3|DERE
OG0000377	LOC26532961|XP_015038960.2|DPSE	LOC6552778|XP_001979963.1|DERE
OG0000378	LOC4805369|XP_001361780.1|DPSE	LOC6546662|XP_001974574.1|DERE
OG0000378	LOC4816031|XP_001355272.3|DPSE	LOC6551554|XP_001978502.1|DERE
OG0000379	LOC4804130|XP_001360736.3|DPSE	LOC6541593|XP_026834595.1|DERE
OG0000379	LOC6898378|XP_002138431.2|DPSE	LOC6542039|XP_026834544.1|DERE
OG0000379	LOC4803645|XP_001360329.2|DPSE	LOC6542428|XP_001970581.1|DERE
OG0000380	LOC6898812|XP_002138786.2|DPSE	LOC6549180|XP_001975741.1|DERE
OG0000380	LOC4814156|XP_001354223.1|DPSE	LOC6545076|XP_001972110.1|DERE
OG0000381	LOC6902654|XP_002133170.2|DPSE	LOC6542777|XP_001970503.1|DERE
OG0000381	LOC4816132|XP_033237037.1|DPSE	LOC6542268|XP_026834987.1|DERE
OG0000382	LOC6899927|XP_015043537.2|DPSE, LOC6899889|XP_002132197.2|DPSE, LOC117183290|XP_033232589.1|DPSE, LOC117183289|XP_033232580.1|DPSE, LOC117183288|XP_033232577.1|DPSE, LOC6896659|XP_002136875.3|DPSE	LOC6544104|XP_001973759.1|DERE
OG0000383	LOC4817398|XP_001356620.1|DPSE	LOC6541604|XP_026834924.1|DERE
OG0000383	LOC4816794|XP_001356532.4|DPSE	LOC6547628|XP_001976263.1|DERE
OG0000384	LOC4803908|XP_001360552.2|DPSE	LOC6546857|XP_001976053.1|DERE
OG0000384	LOC4803906|XP_001360550.3|DPSE	LOC113564313|XP_026836612.1|DERE
OG0000385	LOC4815013|XP_015041789.2|DPSE	LOC6550911|XP_026838256.1|DERE
OG0000385	LOC6901555|XP_033238724.1|DPSE	LOC6550912|XP_026838253.1|DERE
OG0000386	LOC4811928|XP_001352656.2|DPSE	LOC6544076|XP_026832742.1|DERE
OG0000386	LOC4800489|XP_001357756.2|DPSE	LOC6554660|XP_001981340.1|DERE
OG0000387	LOC117184000|XP_033235730.1|DPSE, LOC4816840|XP_001356630.3|DPSE	LOC6543245|XP_001968384.1|DERE, LOC6543483|XP_001969519.1|DERE
OG0000388	LOC6900859|XP_002135217.2|DPSE	LOC6546540|XP_001971244.1|DERE, LOC6555958|XP_026839393.1|DERE, LOC6546539|XP_001971243.1|DERE
OG0000388	LOC6900858|XP_002135216.2|DPSE	LOC6546476|XP_026832895.1|DERE
OG0000389	LOC6897476|XP_002137625.4|DPSE	LOC26527115|XP_026839317.1|DERE
OG0000389	LOC4814022|XP_015042506.2|DPSE	LOC6544985|XP_026833255.1|DERE
OG0000390	LOC117183186|XP_033235279.1|DPSE, LOC117184134|XP_033236349.1|DPSE, LOC4817993|XP_001357395.3|DPSE	LOC6543348|XP_001969885.1|DERE
OG0000391	LOC4804073|XP_001360691.4|DPSE	LOC6547289|XP_026836648.1|DERE
OG0000391	LOC4804068|XP_001360688.4|DPSE	LOC6547131|XP_001974765.3|DERE
OG0000392	LOC4817830|XP_001357470.3|DPSE	LOC6540637|XP_001968804.1|DERE
OG0000392	LOC6903579|XP_033236150.1|DPSE	LOC6540589|XP_001968801.1|DERE
OG0000393	LOC6903230|XP_033236513.1|DPSE	LOC6549281|XP_026836140.1|DERE
OG0000393	LOC4817666|XP_001357055.4|DPSE	LOC6549280|XP_026836151.1|DERE
OG0000394	LOC4814727|XP_001354691.3|DPSE	LOC6551519|XP_001977162.1|DERE
OG0000394	LOC4815167|XP_001354690.2|DPSE	LOC6551520|XP_026838743.1|DERE
OG0000395	LOC4813099|XP_001353287.4|DPSE	LOC6544683|XP_026833970.1|DERE
OG0000395	LOC4813639|XP_033238177.1|DPSE	LOC6544381|XP_001972470.2|DERE
OG0000396	LOC6902826|XP_002132562.2|DPSE	LOC6541162|XP_026835208.1|DERE, LOC6542607|XP_001970182.1|DERE
OG0000397	LOC6898503|XP_033233634.1|DPSE, LOC6898502|XP_002138543.3|DPSE, LOC6898504|XP_002138545.3|DPSE	LOC113564052|XP_026834187.1|DERE, LOC6540615|XP_026834188.1|DERE, LOC6540629|XP_001970336.2|DERE
OG0000398	LOC6897930|XP_002138032.2|DPSE	LOC6547339|XP_026836570.1|DERE
OG0000399	LOC4800734|XP_001357952.1|DPSE	LOC6555051|XP_001981621.1|DERE
OG0000399	LOC117184843|XP_033239761.1|DPSE, LOC6900363|XP_002134758.3|DPSE, LOC6896976|XP_002137161.2|DPSE	LOC6547358|XP_001976323.1|DERE
OG0000400	LOC6899165|XP_033241525.1|DPSE, LOC4815396|XP_033238558.1|DPSE	LOC6551130|XP_001978244.1|DERE
OG0000400	LOC4815397|XP_001354592.3|DPSE	LOC6551129|XP_001978243.1|DERE
OG0000401	LOC117183309|XP_033232645.1|DPSE, LOC6900307|XP_033237418.1|DPSE, LOC6900996|XP_002134692.2|DPSE, LOC6901619|XP_015041897.2|DPSE	LOC26526634|XP_015014319.2|DERE, LOC6550383|XP_026837698.1|DERE
OG0000402	LOC4814351|XP_001354376.4|DPSE	LOC6551087|XP_026838804.1|DERE
OG0000403	LOC4801963|XP_001358977.3|DPSE	LOC26526264|XP_015009371.1|DERE
OG0000403	LOC6898224|XP_002138290.3|DPSE, LOC4804550|XP_001361093.2|DPSE	LOC6547884|XP_015012646.1|DERE
OG0000404	LOC4800400|XP_001357683.2|DPSE	LOC6555333|XP_001981218.2|DERE
OG0000405	LOC4814737|XP_001355161.3|DPSE	LOC6551105|XP_001976836.3|DERE
OG0000405	LOC4801496|XP_001358575.2|DPSE	LOC6552261|XP_001980742.1|DERE
OG0000406	LOC6900898|XP_002135255.1|DPSE	LOC6543696|XP_026833799.1|DERE
OG0000406	LOC4804739|XP_001361251.2|DPSE	LOC6547116|XP_026836037.1|DERE
OG0000407	LOC4814024|XP_001354161.2|DPSE	LOC6545035|XP_001971567.1|DERE
OG0000407	LOC4814030|XP_001354162.1|DPSE	LOC113563687|XP_026832871.1|DERE, LOC6545034|XP_026832873.1|DERE
OG0000408	LOC4801391|XP_001358492.1|DPSE	LOC6553628|XP_001980311.1|DERE
OG0000408	LOC6902594|XP_002133121.1|DPSE	LOC6540836|XP_001968820.1|DERE
OG0000409	LOC4803947|XP_001360584.3|DPSE	LOC6549059|XP_001975581.1|DERE
OG0000409	LOC4804580|XP_001361118.3|DPSE	LOC6541051|XP_026834686.1|DERE
OG0000410	LOC6903237|XP_002132936.2|DPSE, LOC117184072|XP_033236045.1|DPSE, LOC6903236|XP_002132935.2|DPSE, LOC117183167|XP_015036434.2|DPSE	LOC6549248|XP_001974433.1|DERE, LOC6549246|XP_001974431.2|DERE, LOC6549245|XP_001974430.1|DERE
OG0000411	LOC4803006|XP_001359811.1|DPSE	LOC6552440|XP_001980929.1|DERE
OG0000411	LOC6903372|XP_002132254.1|DPSE	LOC6542190|XP_001969288.1|DERE
OG0000412	LOC4804595|XP_001361130.1|DPSE	LOC6547625|XP_001974889.1|DERE
OG0000412	LOC4813787|XP_015043037.1|DPSE	LOC6545917|XP_026833108.1|DERE
OG0000413	LOC4802030|XP_002137585.2|DPSE	LOC6552757|XP_001980946.1|DERE
OG0000413	LOC4802448|XP_033241730.1|DPSE	LOC6552396|XP_001978922.1|DERE
OG0000414	LOC15382886|XP_004444506.3|DPSE	LOC6547062|XP_001976020.1|DERE
OG0000414	LOC4804827|XP_001361329.2|DPSE	LOC6542755|XP_026834477.1|DERE
OG0000415	LOC15382902|XP_033234525.1|DPSE	LOC6548279|XP_026836073.1|DERE
OG0000415	LOC4805236|XP_001361671.2|DPSE	LOC6548304|XP_026836074.1|DERE
OG0000416	LOC4814429|XP_001354787.1|DPSE	LOC6555674|XP_001982391.1|DERE
OG0000416	LOC4814718|XP_033240459.1|DPSE	LOC6551373|XP_026838853.1|DERE
OG0000417	LOC4800640|XP_001357876.3|DPSE	LOC6554481|XP_026839776.1|DERE
OG0000417	LOC4800264|XP_001357609.2|DPSE	LOC6555221|XP_001981177.1|DERE
OG0000418	LOC6901856|XP_002133394.2|DPSE	LOC6548016|XP_001976479.1|DERE
OG0000418	LOC4814339|XP_001354366.2|DPSE	LOC6550250|XP_001977676.2|DERE
OG0000419	LOC4804852|XP_033233750.1|DPSE	LOC6548344|XP_026837074.1|DERE
OG0000419	LOC6902261|XP_002133788.1|DPSE	LOC6550743|XP_026837763.1|DERE
OG0000421	LOC4818109|XP_001357353.1|DPSE	LOC6543016|XP_026835594.1|DERE
OG0000421	LOC4816811|XP_033236678.1|DPSE	LOC6541780|XP_026834981.1|DERE
OG0000422	LOC6897794|XP_002137899.4|DPSE	LOC6543504|XP_026839309.1|DERE
OG0000423	LOC4804371|XP_001360944.3|DPSE	LOC6546936|XP_001974697.1|DERE
OG0000423	LOC4804370|XP_001360943.2|DPSE	LOC6546935|XP_001974696.1|DERE
OG0000424	LOC6899124|XP_002139040.2|DPSE	LOC6555315|XP_001981047.1|DERE
OG0000424	LOC4805742|XP_015040858.1|DPSE	LOC6547291|XP_001974773.1|DERE
OG0000425	LOC6899092|XP_002139009.3|DPSE	LOC6548495|XP_001975308.1|DERE
OG0000425	LOC4804598|XP_001361132.5|DPSE	LOC6547593|XP_001974892.1|DERE
OG0000426	LOC4804223|XP_001360817.1|DPSE	LOC6542746|XP_001969052.1|DERE, LOC6541444|XP_001969053.1|DERE
OG0000428	LOC6900381|XP_033240876.1|DPSE, LOC6900382|XP_002134775.3|DPSE	LOC6546147|XP_001973563.2|DERE, LOC6546146|XP_001973562.2|DERE
OG0000428	LOC6900383|XP_002134776.2|DPSE	LOC6546145|XP_026832723.1|DERE
OG0000429	LOC6898784|XP_002138761.2|DPSE	LOC6547187|XP_001976085.3|DERE
OG0000430	LOC6896694|XP_002136908.1|DPSE	LOC6555154|XP_001981165.2|DERE, LOC26526835|XP_015009411.1|DERE
OG0000430	LOC4803170|XP_001359954.2|DPSE, LOC6897962|XP_033232590.1|DPSE	LOC6551745|XP_001979695.1|DERE
OG0000431	LOC6897249|XP_002137420.1|DPSE	LOC26527104|XP_015012911.1|DERE, LOC6548907|XP_001974174.2|DERE, LOC113564226|XP_026835613.1|DERE, LOC6540667|XP_001968794.1|DERE
OG0000433	LOC4815324|XP_001354830.1|DPSE	LOC6550058|XP_001977625.1|DERE
OG0000433	LOC4811885|XP_001352698.1|DPSE	LOC6545197|XP_001972043.1|DERE
OG0000434	LOC4800664|XP_001357896.1|DPSE	LOC6554450|XP_001981518.1|DERE
OG0000435	LOC4814312|XP_001354407.3|DPSE	LOC6551567|XP_001977288.1|DERE
OG0000437	LOC117184174|XP_033236579.1|DPSE	LOC6541367|XP_001969488.1|DERE
OG0000437	LOC4816490|XP_001356058.1|DPSE	LOC6542222|XP_001969930.1|DERE
OG0000438	LOC117184376|XP_033237361.1|DPSE, LOC117184378|XP_033237363.1|DPSE, LOC117184379|XP_033237364.1|DPSE, LOC6901285|XP_002133986.2|DPSE, LOC117184377|XP_033237362.1|DPSE, LOC117184102|XP_033236174.1|DPSE, LOC6902487|XP_033236175.1|DPSE	LOC6545501|XP_001973341.2|DERE
OG0000438	LOC4800277|XP_033235108.1|DPSE	LOC6554229|XP_001981246.1|DERE, LOC6554231|XP_001981248.1|DERE
OG0000439	LOC4816105|XP_001355808.4|DPSE	LOC6543220|XP_026834908.1|DERE
OG0000439	LOC4813520|XP_033239763.1|DPSE	LOC6545599|XP_001972711.1|DERE
OG0000440	LOC4804460|XP_001361019.3|DPSE	LOC6548087|XP_001975203.1|DERE
OG0000440	LOC4803541|XP_001360251.3|DPSE	LOC6549359|XP_001975788.1|DERE
OG0000441	LOC4805718|XP_001362073.2|DPSE	LOC6547838|XP_001975049.1|DERE
OG0000441	LOC117183565|XP_033233708.1|DPSE	LOC6547839|XP_001975050.1|DERE
OG0000442	LOC26532072|XP_015041572.2|DPSE	LOC6546238|XP_001971796.3|DERE
OG0000443	LOC4811919|XP_001352800.2|DPSE	LOC6545066|XP_001971044.1|DERE
OG0000443	LOC4812500|XP_001352801.2|DPSE	LOC6545065|XP_001971043.1|DERE
OG0000444	LOC4816224|XP_033235691.1|DPSE	LOC6541692|XP_001969225.1|DERE
OG0000444	LOC4816198|XP_001355816.1|DPSE	LOC6543168|XP_001969226.1|DERE
OG0000446	LOC26533159|XP_033238493.1|DPSE	LOC26526402|XP_015011457.1|DERE, LOC6551018|XP_026838113.1|DERE
OG0000446	LOC26533789|XP_015039595.2|DPSE	LOC26526918|XP_026834137.1|DERE
OG0000447	LOC4811655|XP_033237395.1|DPSE	LOC6545850|XP_001971189.1|DERE
OG0000448	LOC4800339|XP_001357574.4|DPSE	LOC6554938|XP_001981119.1|DERE
OG0000448	LOC6896664|XP_002136879.3|DPSE	LOC6554935|XP_001981116.1|DERE
OG0000449	LOC4813182|XP_015042858.1|DPSE	LOC6546221|XP_001972916.1|DERE
OG0000449	LOC6902390|XP_015036959.2|DPSE	LOC6549306|XP_001974228.2|DERE
OG0000450	LOC6901491|XP_033238347.1|DPSE	LOC6551729|XP_026838730.1|DERE
OG0000450	LOC4814789|XP_033241509.1|DPSE	LOC6549845|XP_026837799.1|DERE
OG0000451	LOC4815573|XP_033240197.1|DPSE	LOC6555630|XP_001982514.1|DERE
OG0000451	LOC4815439|XP_015041153.1|DPSE	LOC6555628|XP_026838890.1|DERE
OG0000453	LOC4801654|XP_001358707.1|DPSE	LOC6553387|XP_001980204.1|DERE
OG0000453	LOC6897293|XP_033232328.1|DPSE	LOC6553389|XP_026839856.1|DERE
OG0000454	LOC4801918|XP_001358936.5|DPSE	LOC6552798|XP_001979026.1|DERE
OG0000454	LOC4813982|XP_001354138.3|DPSE	LOC6545848|XP_001971187.1|DERE
OG0000456	LOC6899812|XP_033237282.1|DPSE	LOC6555845|XP_026839106.1|DERE
OG0000456	LOC4816475|XP_033235273.1|DPSE	LOC6543479|XP_001969523.3|DERE
OG0000457	LOC6902400|XP_033235312.1|DPSE	LOC6541199|XP_026834904.1|DERE
OG0000457	LOC6902413|XP_015037006.2|DPSE	LOC6540932|XP_001970008.2|DERE
OG0000458	LOC4816493|XP_033236608.1|DPSE	LOC6542983|XP_026834846.1|DERE
OG0000460	LOC6903205|XP_002132905.2|DPSE, LOC6903204|XP_002132904.3|DPSE	LOC6543218|XP_001968296.1|DERE
OG0000462	LOC4803251|XP_003736931.1|DPSE	LOC6554032|XP_001979542.1|DERE
OG0000462	LOC6897981|XP_002138080.2|DPSE	LOC6554031|XP_001979541.1|DERE
OG0000462	LOC4803253|XP_003736932.1|DPSE	LOC6554030|XP_001979540.1|DERE
OG0000463	LOC4800547|XP_033233048.1|DPSE	LOC6554442|XP_001982140.1|DERE
OG0000463	LOC6896802|XP_002137006.2|DPSE	LOC6549964|XP_001978702.1|DERE, LOC6554440|XP_001982138.1|DERE
OG0000464	LOC4816556|XP_001355894.4|DPSE	LOC6542625|XP_026834860.1|DERE
OG0000464	LOC4816525|XP_001355893.2|DPSE	LOC6541151|XP_026834124.1|DERE
OG0000465	LOC6896753|XP_002136960.3|DPSE	LOC6554545|XP_001981947.1|DERE
OG0000465	LOC4800439|XP_015038727.2|DPSE	LOC6554546|XP_026839787.1|DERE
OG0000466	LOC4814594|XP_033240458.1|DPSE	LOC6551620|XP_001977123.1|DERE
OG0000466	LOC117183175|XP_015035633.1|DPSE	LOC6542273|XP_026834865.1|DERE
OG0000467	LOC4803477|XP_033234756.1|DPSE	LOC6543079|XP_026835072.1|DERE
OG0000467	LOC4803474|XP_001360192.3|DPSE	LOC6542395|XP_001970669.2|DERE
OG0000468	LOC4801981|XP_001358993.1|DPSE	LOC6554570|XP_026832000.1|DERE
OG0000468	LOC4805418|XP_001361821.2|DPSE	LOC6547056|XP_001976015.1|DERE
OG0000469	LOC6902992|XP_033235476.1|DPSE	LOC6541598|XP_026835526.1|DERE
OG0000469	LOC6902998|XP_002132720.3|DPSE	LOC6541100|XP_026834040.1|DERE
OG0000470	LOC4812830|XP_001353507.1|DPSE	LOC6544061|XP_015014160.1|DERE
OG0000470	LOC4812027|XP_001352999.3|DPSE	LOC6546426|XP_001973520.1|DERE
OG0000471	LOC4812228|XP_001352754.4|DPSE	LOC6545852|XP_001971191.1|DERE
OG0000471	LOC4816295|XP_001355971.4|DPSE	LOC6542731|XP_001968408.1|DERE
OG0000473	LOC4815979|XP_001355633.1|DPSE	LOC6549750|XP_001977353.1|DERE
OG0000473	LOC6901835|XP_002133373.3|DPSE	LOC113564494|XP_026837701.1|DERE
OG0000474	LOC4814191|XP_001354334.2|DPSE	LOC6550045|XP_001977511.1|DERE
OG0000474	LOC6897209|XP_002137381.2|DPSE	LOC6544583|XP_001972382.3|DERE
OG0000475	LOC6897308|XP_015037357.1|DPSE	LOC6555199|XP_001982295.1|DERE
OG0000475	LOC4801685|XP_001358734.3|DPSE	LOC6555198|XP_001982294.1|DERE
OG0000476	LOC4800591|XP_001357837.4|DPSE	LOC6551873|XP_001980823.1|DERE
OG0000476	LOC4800590|XP_001357836.3|DPSE	LOC6551872|XP_015010000.1|DERE
OG0000477	LOC4800956|XP_001358136.3|DPSE	LOC6552938|XP_001981015.1|DERE
OG0000477	LOC4800953|XP_001358135.3|DPSE	LOC6552937|XP_001981014.1|DERE
OG0000478	LOC4802188|XP_001359156.1|DPSE	LOC6554140|XP_001981692.1|DERE
OG0000479	LOC4800707|XP_001357932.2|DPSE	LOC6552250|XP_001980845.1|DERE, LOC6552251|XP_026839785.1|DERE
OG0000480	LOC4816379|XP_001355994.1|DPSE	LOC6543134|XP_001968454.1|DERE
OG0000480	LOC4816589|XP_033236296.1|DPSE	LOC6542950|XP_001968452.1|DERE
OG0000482	LOC4802606|XP_001359495.2|DPSE	LOC6554098|XP_001980455.1|DERE
OG0000482	LOC4802905|XP_001359731.2|DPSE	LOC6553940|XP_001979491.1|DERE
OG0000483	LOC6897483|XP_002137632.2|DPSE	LOC6554835|XP_001981991.1|DERE
OG0000483	LOC6897482|XP_002137631.2|DPSE	LOC6554834|XP_001981990.1|DERE
OG0000484	LOC4803254|XP_001360026.2|DPSE	LOC6554027|XP_001979537.1|DERE
OG0000484	LOC4803255|XP_001360027.1|DPSE	LOC6554028|XP_001979538.1|DERE
OG0000485	LOC4813554|XP_015043370.2|DPSE	LOC6546302|XP_001972843.2|DERE
OG0000485	LOC4813359|XP_001353982.3|DPSE	LOC6546438|XP_001972842.1|DERE
OG0000486	LOC4804540|XP_015040001.2|DPSE	LOC6547921|XP_001976440.1|DERE
OG0000486	LOC6898517|XP_015040000.1|DPSE	LOC6547919|XP_001976438.2|DERE
OG0000487	LOC4803894|XP_001360539.1|DPSE	LOC26526179|XP_015012757.1|DERE
OG0000487	LOC4803892|XP_001360538.2|DPSE	LOC26526601|XP_015012821.1|DERE
OG0000488	LOC4817393|XP_001356448.3|DPSE	LOC6543175|XP_001968161.1|DERE
OG0000488	LOC4817174|XP_033235628.1|DPSE	LOC6543167|XP_026835327.1|DERE
OG0000489	LOC6897394|XP_002137546.2|DPSE	LOC6555132|XP_001981040.1|DERE
OG0000489	LOC6901327|XP_002134028.2|DPSE	LOC6551419|XP_001977145.1|DERE
OG0000490	LOC6901640|XP_002134309.2|DPSE	LOC6550898|XP_001976806.1|DERE
OG0000490	LOC6901900|XP_002133435.3|DPSE	LOC6549960|XP_026837677.1|DERE
OG0000491	LOC4804892|XP_001361380.2|DPSE	LOC6546779|XP_001976006.1|DERE
OG0000492	LOC4804517|XP_001361068.1|DPSE	LOC6540633|XP_026834534.1|DERE
OG0000492	LOC4816478|XP_001356185.1|DPSE	LOC6542048|XP_001969013.1|DERE
OG0000493	LOC6897037|XP_002137222.1|DPSE, LOC4801087|XP_001358245.1|DPSE	LOC6554273|XP_001981469.1|DERE, LOC6554274|XP_001981470.1|DERE
OG0000494	LOC4802119|XP_015037624.2|DPSE	LOC6555341|XP_001981866.1|DERE
OG0000494	LOC4817837|XP_001357351.1|DPSE	LOC6541912|XP_026834319.1|DERE
OG0000495	LOC4815884|XP_001355565.2|DPSE	LOC6551709|XP_001978516.1|DERE
OG0000495	LOC4805723|XP_001362078.2|DPSE	LOC6548849|XP_026837143.1|DERE
OG0000496	LOC4818067|XP_001357224.4|DPSE	LOC6540766|XP_026834635.1|DERE
OG0000496	LOC4816668|XP_001355896.3|DPSE	LOC6541924|XP_001969704.1|DERE
OG0000497	LOC4817718|XP_033236995.1|DPSE	LOC6541829|XP_001970124.3|DERE
OG0000497	LOC4817741|XP_015035668.2|DPSE	LOC6542026|XP_015014862.2|DERE
OG0000498	LOC6897480|XP_003736681.3|DPSE	LOC6554788|XP_015009281.1|DERE
OG0000498	LOC4802148|XP_001359125.3|DPSE	LOC6554786|XP_001981983.1|DERE
OG0000499	LOC4804869|XP_001361358.1|DPSE	LOC6548813|XP_001975493.1|DERE
OG0000499	LOC4814344|XP_001354466.2|DPSE	LOC6555757|XP_001982663.2|DERE
OG0000500	LOC6900819|XP_002135178.2|DPSE	LOC6546434|XP_001972838.1|DERE
OG0000500	LOC4813205|XP_033238702.1|DPSE	LOC6546436|XP_001972840.3|DERE
OG0000501	LOC4803604|XP_001360299.1|DPSE	LOC6542866|XP_001970463.1|DERE
OG0000501	LOC6898148|XP_002138226.1|DPSE, LOC6898149|XP_002138227.1|DPSE	LOC6541244|XP_001970462.1|DERE
OG0000502	LOC4805538|XP_001361925.2|DPSE	LOC6547727|XP_001975016.1|DERE
OG0000503	LOC4803733|XP_001360402.4|DPSE	LOC6547870|XP_001976346.2|DERE
OG0000503	LOC6898206|XP_002138275.3|DPSE, LOC4803732|XP_033235094.1|DPSE, LOC6898205|XP_033235093.1|DPSE	LOC6547320|XP_001976344.2|DERE, LOC6547869|XP_001976345.1|DERE
OG0000504	LOC4812375|XP_001352827.2|DPSE	LOC6544016|XP_001973016.2|DERE
OG0000505	LOC4814983|XP_033237360.1|DPSE	LOC6549759|XP_026838291.1|DERE
OG0000505	LOC6901282|XP_002133983.3|DPSE	LOC6550325|XP_026838292.1|DERE
OG0000506	LOC4802115|XP_001359096.4|DPSE	LOC6555386|XP_001981848.2|DERE
OG0000507	LOC4814804|XP_001354869.1|DPSE	LOC6551395|XP_001977207.1|DERE
OG0000507	LOC4814494|XP_001354870.1|DPSE	LOC6551394|XP_001977206.1|DERE
OG0000508	LOC4814140|XP_033239943.1|DPSE	LOC6545905|XP_026833881.1|DERE
OG0000509	LOC6898238|XP_002138304.2|DPSE	LOC6548916|XP_015011719.1|DERE
OG0000509	LOC4803793|XP_033233214.1|DPSE	LOC6548841|XP_015011718.1|DERE
OG0000510	LOC4805292|XP_001361714.2|DPSE	LOC6549367|XP_001975677.1|DERE
OG0000510	LOC4805289|XP_001361711.3|DPSE	LOC6549366|XP_001975676.1|DERE
OG0000511	LOC4817417|XP_001356535.3|DPSE	LOC6547750|XP_001976259.3|DERE
OG0000511	LOC6902879|XP_033235822.1|DPSE	LOC6547751|XP_026835738.1|DERE
OG0000512	LOC4817038|XP_002132750.2|DPSE	LOC6541173|XP_001969864.1|DERE
OG0000512	LOC4812141|XP_033241147.1|DPSE	LOC6544445|XP_001972432.1|DERE
OG0000513	LOC4803429|XP_001360144.1|DPSE	LOC6540981|XP_001970741.1|DERE
OG0000513	LOC4817864|XP_001357241.2|DPSE	LOC6549438|XP_001974303.1|DERE
OG0000514	LOC4816915|XP_001356561.3|DPSE	LOC6541560|XP_001969718.1|DERE
