Orthogroup	DPSE.longest_only	DSUB.longest_only
OG0000303	LOC26532636|XP_015042225.2|DPSE	LOC117891866|XP_034653524.1|DSUB
OG0000303	LOC6902978|XP_002132704.2|DPSE	LOC117901481|XP_034668141.1|DSUB
OG0000304	LOC117183991|XP_033235690.1|DPSE, LOC6902356|XP_002133302.3|DPSE	LOC117902603|XP_034670006.1|DSUB
OG0000304	LOC6897050|XP_002137234.2|DPSE	LOC117899347|XP_034665190.1|DSUB
OG0000304	LOC6897051|XP_002137235.2|DPSE	LOC117899348|XP_034665191.1|DSUB
OG0000305	LOC4813541|XP_033237375.1|DPSE	LOC117895124|XP_034658424.1|DSUB
OG0000305	LOC6900344|XP_033239977.1|DPSE	LOC117893182|XP_034655566.1|DSUB
OG0000306	LOC4803725|XP_001360398.2|DPSE	LOC117891461|XP_034652835.1|DSUB
OG0000306	LOC6901320|XP_002134021.1|DPSE	LOC117903110|XP_034670827.1|DSUB
OG0000307	LOC6897965|XP_002138064.4|DPSE	LOC117897347|XP_034662011.1|DSUB
OG0000307	LOC6897092|XP_033233062.1|DPSE	LOC117898551|XP_034663922.1|DSUB
OG0000308	LOC4817912|XP_001357252.1|DPSE	LOC117900737|XP_034667103.1|DSUB
OG0000308	LOC6903371|XP_002132253.2|DPSE	LOC117901106|XP_034667630.1|DSUB
OG0000308	LOC6897153|XP_003736488.2|DPSE	LOC117898311|XP_034663486.1|DSUB
OG0000308	LOC6903381|XP_002132263.1|DPSE	LOC117902629|XP_034670040.1|DSUB
OG0000309	LOC6897977|XP_002138076.2|DPSE, LOC6897978|XP_002138077.2|DPSE	LOC117896617|XP_034660942.1|DSUB
OG0000309	LOC4803229|XP_001360005.1|DPSE	LOC117898208|XP_034663320.1|DSUB
OG0000310	LOC6898326|XP_015039526.2|DPSE	LOC117891914|XP_034653628.1|DSUB
OG0000310	LOC6901217|XP_002133918.2|DPSE	LOC117890945|XP_034651974.1|DSUB
OG0000311	LOC4800935|XP_001358122.3|DPSE	LOC117897526|XP_034662335.1|DSUB
OG0000311	LOC4800898|XP_001358092.3|DPSE	LOC117896202|XP_034660220.1|DSUB
OG0000311	LOC4815061|XP_001355037.2|DPSE	LOC117894299|XP_034657159.1|DSUB
OG0000312	LOC6903368|XP_033235618.1|DPSE	LOC117900135|XP_034666252.1|DSUB
OG0000312	LOC4817262|XP_015036102.2|DPSE	LOC117901246|XP_034667813.1|DSUB
OG0000313	LOC6903376|XP_015035319.2|DPSE	LOC117900261|XP_034666457.1|DSUB
OG0000313	LOC6903759|XP_033235956.1|DPSE, LOC6904117|XP_033235957.1|DPSE, LOC6902709|XP_033235145.1|DPSE	LOC117901190|XP_034667733.1|DSUB
OG0000314	LOC6902567|XP_015036663.2|DPSE	LOC117902701|XP_034670138.1|DSUB
OG0000314	LOC6902568|XP_033235397.1|DPSE	LOC117902699|XP_034670136.1|DSUB
OG0000315	LOC6902834|XP_002132570.3|DPSE	LOC117902252|XP_034669401.1|DSUB
OG0000316	LOC4804060|XP_001360681.3|DPSE	LOC117890294|XP_034650953.1|DSUB
OG0000316	LOC6898349|XP_002138402.2|DPSE, LOC4804059|XP_001360680.2|DPSE	LOC117890373|XP_034651060.1|DSUB
OG0000317	LOC6896794|XP_002136998.1|DPSE	LOC117897468|XP_034662210.1|DSUB, LOC117897469|XP_034662211.1|DSUB
OG0000317	LOC6896879|XP_002137069.1|DPSE	LOC117897439|XP_034662170.1|DSUB
OG0000317	LOC117183351|XP_033232923.1|DPSE	LOC117897793|XP_034662734.1|DSUB
OG0000317	LOC13036280|XP_033232922.1|DPSE	LOC117897792|XP_034662733.1|DSUB
OG0000318	LOC26534232|XP_033238833.1|DPSE, LOC117184714|XP_033239297.1|DPSE, LOC117184590|XP_033238832.1|DPSE, LOC26532509|XP_015044522.2|DPSE, LOC26534114|XP_033240298.1|DPSE, LOC26533192|XP_015044576.1|DPSE, LOC117185437|XP_033241564.1|DPSE, LOC117184577|XP_033238746.1|DPSE	LOC117889585|XP_034649884.1|DSUB
OG0000319	LOC26532861|XP_033232774.1|DPSE, LOC4803148|XP_001359938.3|DPSE	LOC117897615|XP_034662471.1|DSUB
OG0000320	LOC4802112|XP_001359093.3|DPSE	LOC117897732|XP_034662652.1|DSUB
OG0000320	LOC4817805|XP_001357113.2|DPSE	LOC117901401|XP_034668026.1|DSUB
OG0000320	LOC6897290|XP_015037340.2|DPSE	LOC117896806|XP_034661201.1|DSUB
OG0000321	LOC4817559|XP_001356966.4|DPSE	LOC117902136|XP_034669161.1|DSUB
OG0000321	LOC4817558|XP_001356965.3|DPSE	LOC117902137|XP_034669163.1|DSUB
OG0000322	LOC6902088|XP_033239953.1|DPSE	LOC117902919|XP_034670389.1|DSUB
OG0000322	LOC6902175|XP_033240800.1|DPSE	LOC117903109|XP_034670826.1|DSUB
OG0000323	LOC4816406|XP_001356250.2|DPSE	LOC117902100|XP_034669095.1|DSUB
OG0000323	LOC6897337|XP_002137490.2|DPSE	LOC117897035|XP_034661505.1|DSUB
OG0000323	LOC4801777|XP_001358816.1|DPSE	LOC117897036|XP_034661507.1|DSUB
OG0000324	LOC4804386|XP_001360957.3|DPSE	LOC117890823|XP_034651787.1|DSUB
OG0000325	LOC4812079|XP_001352912.1|DPSE	LOC117894659|XP_034657724.1|DSUB
OG0000325	LOC4812298|XP_001352914.1|DPSE	LOC117894477|XP_034657469.1|DSUB
OG0000327	LOC4804916|XP_001361401.4|DPSE	LOC117890953|XP_034651985.1|DSUB
OG0000327	LOC4804918|XP_001361402.4|DPSE	LOC117890952|XP_034651984.1|DSUB
OG0000327	LOC4804917|XP_001361403.3|DPSE	LOC117890955|XP_034651987.1|DSUB
OG0000328	LOC4805588|XP_033233550.1|DPSE	LOC117891079|XP_034652150.1|DSUB
OG0000328	LOC4812892|XP_001353773.3|DPSE	LOC117893351|XP_034655832.1|DSUB
OG0000328	LOC4812891|XP_001353772.4|DPSE	LOC117893347|XP_034655827.1|DSUB
OG0000329	LOC4816136|XP_001355793.2|DPSE	LOC117902605|XP_034670007.1|DSUB
OG0000331	LOC117183910|XP_033235261.1|DPSE	LOC117901925|XP_034668785.1|DSUB
OG0000331	LOC26533173|XP_033235255.1|DPSE, LOC6902481|XP_033235262.1|DPSE, LOC6902478|XP_015036555.2|DPSE, LOC6902482|XP_002133027.3|DPSE	LOC117901773|XP_034668564.1|DSUB
OG0000331	LOC4816736|XP_001355921.3|DPSE	LOC117900858|XP_034667269.1|DSUB
OG0000332	LOC6901932|XP_002133466.3|DPSE	LOC117903681|XP_034671910.1|DSUB, LOC117898137|XP_034663222.1|DSUB
OG0000332	LOC4815127|XP_033240065.1|DPSE	LOC117903192|XP_034670967.1|DSUB
OG0000333	LOC4813862|XP_001353768.3|DPSE	LOC117894230|XP_034657037.1|DSUB
OG0000333	LOC4812753|XP_001353869.1|DPSE	LOC117894460|XP_034657451.1|DSUB
OG0000334	LOC4811785|XP_001352353.1|DPSE	LOC117892029|XP_034653843.1|DSUB
OG0000334	LOC4804189|XP_001360791.2|DPSE	LOC117890520|XP_034651317.1|DSUB
OG0000335	LOC4816217|XP_001355821.2|DPSE	LOC117902271|XP_034669423.1|DSUB
OG0000335	LOC4816216|XP_001355820.4|DPSE	LOC117902269|XP_034669419.1|DSUB
OG0000336	LOC4802852|XP_001359687.3|DPSE	LOC117896583|XP_034660894.1|DSUB
OG0000336	LOC6897568|XP_002137713.4|DPSE	LOC117895978|XP_034659829.1|DSUB
OG0000336	LOC4802340|XP_033234442.1|DPSE	LOC117895976|XP_034659826.1|DSUB
OG0000337	LOC6900260|XP_002135589.2|DPSE	LOC117893332|XP_034655813.1|DSUB
OG0000337	LOC6900263|XP_015044032.1|DPSE	LOC117893333|XP_034655814.1|DSUB
OG0000337	LOC6900380|XP_002134773.2|DPSE	LOC117893473|XP_034655986.1|DSUB
OG0000337	LOC4813029|XP_001353805.2|DPSE	LOC117893591|XP_034656156.1|DSUB
OG0000338	LOC6900118|XP_015043836.2|DPSE	LOC117895578|XP_034659190.1|DSUB
OG0000338	LOC4804206|XP_033233731.1|DPSE	LOC117892357|XP_034654454.1|DSUB
OG0000339	LOC6900475|XP_002134865.2|DPSE	LOC117894548|XP_034657560.1|DSUB
OG0000339	LOC6900144|XP_002135484.2|DPSE, LOC6900476|XP_002134866.2|DPSE, LOC6900143|XP_002135483.1|DPSE	LOC117894536|XP_034657546.1|DSUB
OG0000340	LOC6898612|XP_002138617.2|DPSE	LOC117892636|XP_034654879.1|DSUB
OG0000341	LOC6900339|XP_033239067.1|DPSE, LOC4813572|XP_001353614.2|DPSE	LOC117894994|XP_034658234.1|DSUB
OG0000342	LOC6903397|XP_002132276.1|DPSE, LOC4814783|XP_001355106.2|DPSE	LOC117900549|XP_034666847.1|DSUB
OG0000342	LOC6899056|XP_002138981.1|DPSE	LOC117890304|XP_034650969.1|DSUB
OG0000343	LOC4800599|XP_001357845.3|DPSE	LOC117897637|XP_034662502.1|DSUB
OG0000343	LOC13036445|XP_003736816.2|DPSE	LOC117897684|XP_034662586.1|DSUB
OG0000344	LOC6898900|XP_002138870.1|DPSE	LOC117890222|XP_034650850.1|DSUB
OG0000344	LOC4800262|XP_015038742.2|DPSE	LOC117896300|XP_034660413.1|DSUB
OG0000345	LOC4805005|XP_001361475.1|DPSE	LOC117891285|XP_034652567.1|DSUB
OG0000345	LOC6898583|XP_015040086.2|DPSE	LOC117890999|XP_034652039.1|DSUB
OG0000346	LOC4803362|XP_001360105.3|DPSE	LOC117890209|XP_034650832.1|DSUB
OG0000347	LOC4812114|XP_001352723.2|DPSE	LOC117894249|XP_034657091.1|DSUB
OG0000347	LOC4817618|XP_015036377.1|DPSE	LOC117901624|XP_034668343.1|DSUB
OG0000348	LOC4816341|XP_001355982.3|DPSE	LOC117901783|XP_034668583.1|DSUB
OG0000348	LOC4817695|XP_001357077.3|DPSE	LOC117900771|XP_034667142.1|DSUB
OG0000349	LOC4816365|XP_001356112.2|DPSE, LOC6901757|XP_033238691.1|DPSE, LOC117184562|XP_033238692.1|DPSE, LOC117184265|XP_033236925.1|DPSE, LOC6902615|XP_033236918.1|DPSE, LOC6902613|XP_033236922.1|DPSE, LOC6903865|XP_033236915.1|DPSE	LOC117901418|XP_034668045.1|DSUB
OG0000350	LOC117184479|XP_033238170.1|DPSE, LOC4813254|XP_033238168.1|DPSE	LOC117893519|XP_034656049.1|DSUB
OG0000350	LOC6897056|XP_002137240.3|DPSE	LOC117899344|XP_034665188.1|DSUB
OG0000351	LOC4805246|XP_001361678.3|DPSE	LOC117892035|XP_034653851.1|DSUB
OG0000351	LOC4805245|XP_001361677.3|DPSE	LOC117892037|XP_034653852.1|DSUB
OG0000353	LOC4801811|XP_001358845.1|DPSE	LOC117899202|XP_034664965.1|DSUB
OG0000353	LOC4817945|XP_001357204.2|DPSE	LOC117902638|XP_034670051.1|DSUB
OG0000354	LOC4816841|XP_001356631.2|DPSE	LOC117900929|XP_034667384.1|DSUB
OG0000354	LOC4817041|XP_001356627.4|DPSE	LOC117900930|XP_034667385.1|DSUB
OG0000355	LOC4804351|XP_001360924.2|DPSE	LOC117891105|XP_034652185.1|DSUB
OG0000355	LOC4804849|XP_001361343.3|DPSE, LOC6898675|XP_002138680.2|DPSE	LOC117892437|XP_034654568.1|DSUB
OG0000356	LOC4817331|XP_001356665.3|DPSE	LOC117902257|XP_034669406.1|DSUB
OG0000356	LOC4816868|XP_001356663.2|DPSE	LOC117902254|XP_034669403.1|DSUB
OG0000358	LOC6897362|XP_002137515.2|DPSE	LOC117896664|XP_034661001.1|DSUB
OG0000358	LOC6897368|XP_002137521.1|DPSE	LOC117895999|XP_034659885.1|DSUB
OG0000359	LOC4813553|XP_001353132.2|DPSE, LOC6900593|XP_033240841.1|DPSE	LOC117894993|XP_034658232.1|DSUB
OG0000360	LOC4802351|XP_001359284.2|DPSE	LOC117897268|XP_034661884.1|DSUB
OG0000361	LOC6902756|XP_002133268.2|DPSE	LOC117900157|XP_034666288.1|DSUB
OG0000361	LOC4816455|XP_015036545.2|DPSE	LOC117901763|XP_034668542.1|DSUB
OG0000362	LOC4811758|XP_001352329.1|DPSE	LOC117902966|XP_034670511.1|DSUB
OG0000362	LOC6900388|XP_033240191.1|DPSE	LOC117899285|XP_034665085.1|DSUB
OG0000362	LOC4813437|XP_001353378.1|DPSE	LOC117895354|XP_034658829.1|DSUB
OG0000363	LOC6897597|XP_033241884.1|DPSE	LOC117897733|XP_034662653.1|DSUB
OG0000363	LOC6900901|XP_033240760.1|DPSE	LOC117893562|XP_034656116.1|DSUB
OG0000365	LOC6898484|XP_002138526.3|DPSE	LOC117890979|XP_034652011.1|DSUB
OG0000365	LOC6899816|XP_002135718.3|DPSE	LOC117900502|XP_034666784.1|DSUB
OG0000366	LOC4815236|XP_033239445.1|DPSE	LOC117896792|XP_034661194.1|DSUB
OG0000366	LOC4802650|XP_033236276.1|DPSE	LOC117899469|XP_034665377.1|DSUB
OG0000367	LOC4813290|XP_001353717.2|DPSE	LOC117895052|XP_034658320.1|DSUB
OG0000367	LOC6898114|XP_033233883.1|DPSE	LOC117890868|XP_034651845.1|DSUB, LOC117889724|XP_034650037.1|DSUB
OG0000368	LOC4812913|XP_015043305.1|DPSE	LOC117893247|XP_034655701.1|DSUB
OG0000368	LOC4813333|XP_001353907.2|DPSE	LOC117895829|XP_034659657.1|DSUB
OG0000370	LOC4812481|XP_001352913.3|DPSE	LOC117894478|XP_034657470.1|DSUB
OG0000370	LOC6898262|XP_002138328.2|DPSE	LOC117892427|XP_034654556.1|DSUB
OG0000371	LOC4814486|XP_001354859.2|DPSE	LOC117892013|XP_034653800.1|DSUB
OG0000371	LOC4804730|XP_001361244.3|DPSE	LOC117890751|XP_034651701.1|DSUB
OG0000371	LOC4801313|XP_001358429.3|DPSE	LOC117899167|XP_034664917.1|DSUB
OG0000372	LOC4816180|XP_001355736.4|DPSE	LOC117900386|XP_034666631.1|DSUB
OG0000373	LOC6898281|XP_002138346.2|DPSE	LOC117891581|XP_034652998.1|DSUB
OG0000373	LOC4804951|XP_001361432.4|DPSE	LOC117890611|XP_034651442.1|DSUB
OG0000373	LOC6898907|XP_002138876.3|DPSE	LOC117898147|XP_034663237.1|DSUB, LOC117891580|XP_034652997.1|DSUB
OG0000374	LOC6903020|XP_015036185.2|DPSE	LOC117893472|XP_034655985.1|DSUB
OG0000375	LOC4812692|XP_001353075.3|DPSE	LOC117894217|XP_034657024.1|DSUB
OG0000375	LOC4812693|XP_001353076.2|DPSE	LOC117894216|XP_034657023.1|DSUB
OG0000376	LOC6903261|XP_002132960.1|DPSE	LOC117900440|XP_034666701.1|DSUB
OG0000377	LOC4815330|XP_001354682.4|DPSE	LOC117903549|XP_034671634.1|DSUB
OG0000377	LOC26532961|XP_015038960.2|DPSE	LOC117896538|XP_034660812.1|DSUB
OG0000378	LOC4805369|XP_001361780.1|DPSE	LOC117891845|XP_034653487.1|DSUB
OG0000378	LOC4816031|XP_001355272.3|DPSE	LOC117903793|XP_034672113.1|DSUB
OG0000379	LOC4804130|XP_001360736.3|DPSE	LOC117892661|XP_034654939.1|DSUB
OG0000379	LOC6898378|XP_002138431.2|DPSE	LOC117892660|XP_034654937.1|DSUB
OG0000379	LOC4803645|XP_001360329.2|DPSE	LOC117891835|XP_034653477.1|DSUB
OG0000380	LOC6898812|XP_002138786.2|DPSE	LOC117891563|XP_034652973.1|DSUB
OG0000380	LOC117183676|XP_033234300.1|DPSE	LOC117892479|XP_034654624.1|DSUB
OG0000380	LOC4814156|XP_001354223.1|DPSE	LOC117895027|XP_034658288.1|DSUB
OG0000381	LOC6902654|XP_002133170.2|DPSE	LOC117900412|XP_034666660.1|DSUB
OG0000381	LOC4816132|XP_033237037.1|DPSE	LOC117902520|XP_034669836.1|DSUB
OG0000382	LOC6899927|XP_015043537.2|DPSE, LOC6899889|XP_002132197.2|DPSE, LOC117183290|XP_033232589.1|DPSE, LOC117183289|XP_033232580.1|DPSE, LOC117183288|XP_033232577.1|DPSE, LOC6896659|XP_002136875.3|DPSE	LOC117895616|XP_034659256.1|DSUB
OG0000383	LOC4817398|XP_001356620.1|DPSE	LOC117902799|XP_034670309.1|DSUB
OG0000383	LOC4816794|XP_001356532.4|DPSE	LOC117902584|XP_034669973.1|DSUB
OG0000384	LOC4803908|XP_001360552.2|DPSE	LOC117891367|XP_034652695.1|DSUB
OG0000384	LOC4803906|XP_001360550.3|DPSE	LOC117892277|XP_034654288.1|DSUB
OG0000385	LOC4815013|XP_015041789.2|DPSE	LOC117897472|XP_034662217.1|DSUB
OG0000385	LOC6901555|XP_033238724.1|DPSE	LOC117894961|XP_034658186.1|DSUB
OG0000386	LOC4811928|XP_001352656.2|DPSE	LOC117895857|XP_034659714.1|DSUB
OG0000386	LOC4800489|XP_001357756.2|DPSE	LOC117897506|XP_034662286.1|DSUB
OG0000387	LOC117184000|XP_033235730.1|DPSE, LOC4816840|XP_001356630.3|DPSE	LOC117900926|XP_034667380.1|DSUB
OG0000388	LOC6900859|XP_002135217.2|DPSE	LOC117893124|XP_034655464.1|DSUB
OG0000388	LOC6900858|XP_002135216.2|DPSE	LOC117893125|XP_034655465.1|DSUB
OG0000389	LOC6897476|XP_002137625.4|DPSE	LOC117896317|XP_034660439.1|DSUB
OG0000389	LOC4814022|XP_015042506.2|DPSE	LOC117893735|XP_034656351.1|DSUB
OG0000390	LOC117183186|XP_033235279.1|DPSE, LOC117184134|XP_033236349.1|DPSE, LOC4817993|XP_001357395.3|DPSE	LOC117902163|XP_034669192.1|DSUB
OG0000391	LOC4804073|XP_001360691.4|DPSE	LOC117890856|XP_034651833.1|DSUB
OG0000391	LOC4804068|XP_001360688.4|DPSE	LOC117891397|XP_034652731.1|DSUB
OG0000392	LOC4817830|XP_001357470.3|DPSE	LOC117901576|XP_034668266.1|DSUB
OG0000392	LOC6903579|XP_033236150.1|DPSE	LOC117901771|XP_034668559.1|DSUB
OG0000393	LOC6903230|XP_033236513.1|DPSE	LOC117902199|XP_034669291.1|DSUB
OG0000393	LOC4817666|XP_001357055.4|DPSE	LOC117902201|XP_034669305.1|DSUB
OG0000394	LOC4814727|XP_001354691.3|DPSE	LOC117903144|XP_034670874.1|DSUB
OG0000394	LOC4815167|XP_001354690.2|DPSE	LOC117903145|XP_034670875.1|DSUB
OG0000395	LOC4813099|XP_001353287.4|DPSE	LOC117894769|XP_034657878.1|DSUB
OG0000395	LOC4813639|XP_033238177.1|DPSE	LOC117893522|XP_034656053.1|DSUB
OG0000396	LOC6902826|XP_002132562.2|DPSE	LOC117901487|XP_034668145.1|DSUB
OG0000397	LOC6898503|XP_033233634.1|DPSE, LOC6898502|XP_002138543.3|DPSE	LOC117889859|XP_034650251.1|DSUB, LOC117890739|XP_034651681.1|DSUB, LOC117889858|XP_034650250.1|DSUB
OG0000397	LOC6898504|XP_002138545.3|DPSE	LOC117889857|XP_034650249.1|DSUB
OG0000398	LOC6898265|XP_002138331.3|DPSE	LOC117892431|XP_034654559.1|DSUB
OG0000398	LOC6897929|XP_002138031.2|DPSE, LOC26534029|XP_015039392.2|DPSE	LOC117892430|XP_034654558.1|DSUB
OG0000398	LOC6898263|XP_002138329.3|DPSE	LOC117892428|XP_034654557.1|DSUB
OG0000398	LOC117183171|XP_015040070.1|DPSE, LOC117183172|XP_015040071.1|DPSE, LOC6898575|XP_004444265.2|DPSE	LOC117890566|XP_034651391.1|DSUB
OG0000398	LOC6901248|XP_002133949.3|DPSE	LOC117892499|XP_034654707.1|DSUB, LOC117893539|XP_034656082.1|DSUB
OG0000399	LOC4800734|XP_001357952.1|DPSE	LOC117896903|XP_034661330.1|DSUB
OG0000399	LOC117184843|XP_033239761.1|DPSE, LOC6900363|XP_002134758.3|DPSE, LOC6896976|XP_002137161.2|DPSE	LOC117896902|XP_034661328.1|DSUB
OG0000400	LOC6899165|XP_033241525.1|DPSE, LOC4815396|XP_033238558.1|DPSE	LOC117903030|XP_034670652.1|DSUB
OG0000400	LOC4815397|XP_001354592.3|DPSE	LOC117903029|XP_034670651.1|DSUB
OG0000401	LOC117183309|XP_033232645.1|DPSE, LOC6900307|XP_033237418.1|DPSE, LOC6900996|XP_002134692.2|DPSE, LOC6901619|XP_015041897.2|DPSE	LOC117898664|XP_034664134.1|DSUB
OG0000402	LOC4814351|XP_001354376.4|DPSE	LOC117903357|XP_034671202.1|DSUB
OG0000403	LOC4801963|XP_001358977.3|DPSE	LOC117896471|XP_034660696.1|DSUB
OG0000403	LOC6898224|XP_002138290.3|DPSE, LOC4804550|XP_001361093.2|DPSE	LOC117889979|XP_034650451.1|DSUB
OG0000404	LOC4800401|XP_001357684.2|DPSE	LOC117897976|XP_034662979.1|DSUB
OG0000404	LOC4800400|XP_001357683.2|DPSE	LOC117897975|XP_034662978.1|DSUB
OG0000405	LOC4814737|XP_001355161.3|DPSE	LOC117898907|XP_034664490.1|DSUB
OG0000405	LOC26533708|XP_015035210.2|DPSE, LOC6898251|XP_002138317.3|DPSE, LOC26534109|XP_015044509.2|DPSE, LOC6899222|XP_002136302.2|DPSE	LOC117901796|XP_034668598.1|DSUB
OG0000405	LOC4801496|XP_001358575.2|DPSE	LOC117896128|XP_034660076.1|DSUB
OG0000406	LOC6900898|XP_002135255.1|DPSE	LOC117893571|XP_034656133.1|DSUB
OG0000406	LOC4804739|XP_001361251.2|DPSE	LOC117890780|XP_034651742.1|DSUB
OG0000407	LOC4814024|XP_001354161.2|DPSE	LOC117895239|XP_034658639.1|DSUB, LOC117895366|XP_034658844.1|DSUB
OG0000407	LOC4814030|XP_001354162.1|DPSE	LOC117895365|XP_034658840.1|DSUB
OG0000408	LOC4801391|XP_001358492.1|DPSE	LOC117896860|XP_034661280.1|DSUB
OG0000408	LOC6902594|XP_002133121.1|DPSE	LOC117901988|XP_034668889.1|DSUB
OG0000409	LOC4803947|XP_001360584.3|DPSE	LOC117890143|XP_034650722.1|DSUB
OG0000409	LOC4804580|XP_001361118.3|DPSE	LOC117891773|XP_034653327.1|DSUB
OG0000410	LOC117183167|XP_015036434.2|DPSE	LOC117901463|XP_034668111.1|DSUB
OG0000411	LOC4803006|XP_001359811.1|DPSE	LOC117898376|XP_034663608.1|DSUB
OG0000411	LOC6903372|XP_002132254.1|DPSE	LOC117901893|XP_034668745.1|DSUB
OG0000412	LOC4804595|XP_001361130.1|DPSE	LOC117891981|XP_034653747.1|DSUB
OG0000412	LOC4813787|XP_015043037.1|DPSE	LOC117893015|XP_034655262.1|DSUB
OG0000413	LOC4802030|XP_002137585.2|DPSE	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB
OG0000413	LOC4802448|XP_033241730.1|DPSE	LOC117898759|XP_034664274.1|DSUB
OG0000414	LOC4804827|XP_001361329.2|DPSE	LOC117890475|XP_034651229.1|DSUB
OG0000415	LOC15382902|XP_033234525.1|DPSE	LOC117892016|XP_034653799.1|DSUB
OG0000415	LOC4805236|XP_001361671.2|DPSE	LOC117892015|XP_034653798.1|DSUB
OG0000416	LOC4814429|XP_001354787.1|DPSE	LOC117889639|XP_034649988.1|DSUB
OG0000416	LOC4814718|XP_033240459.1|DPSE	LOC117892274|XP_034654328.1|DSUB
OG0000417	LOC4800640|XP_001357876.3|DPSE	LOC117897621|XP_034662478.1|DSUB
OG0000417	LOC4800264|XP_001357609.2|DPSE	LOC117897750|XP_034662680.1|DSUB
OG0000418	LOC6901856|XP_002133394.2|DPSE	LOC117889852|XP_034650246.1|DSUB
OG0000418	LOC4814339|XP_001354366.2|DPSE	LOC117899642|XP_034665704.1|DSUB
OG0000419	LOC4804852|XP_033233750.1|DPSE	LOC117891270|XP_034652535.1|DSUB
OG0000419	LOC6902261|XP_002133788.1|DPSE	LOC117903263|XP_034671057.1|DSUB
OG0000421	LOC4818109|XP_001357353.1|DPSE	LOC117900085|XP_034666181.1|DSUB
OG0000421	LOC4816811|XP_033236678.1|DPSE	LOC117902049|XP_034669006.1|DSUB
OG0000422	LOC6897794|XP_002137899.4|DPSE	LOC117896311|XP_034660427.1|DSUB
OG0000423	LOC4804371|XP_001360944.3|DPSE	LOC117890165|XP_034650752.1|DSUB
OG0000423	LOC4804370|XP_001360943.2|DPSE	LOC117890166|XP_034650753.1|DSUB
OG0000424	LOC6899124|XP_002139040.2|DPSE	LOC117890930|XP_034651955.1|DSUB
OG0000424	LOC4805742|XP_015040858.1|DPSE	LOC117890903|XP_034651889.1|DSUB
OG0000425	LOC6899092|XP_002139009.3|DPSE	LOC117892103|XP_034654002.1|DSUB
OG0000425	LOC4804598|XP_001361132.5|DPSE	LOC117891983|XP_034653750.1|DSUB
OG0000426	LOC4804223|XP_001360817.1|DPSE	LOC117892067|XP_034653945.1|DSUB
OG0000427	LOC117183494|XP_033233219.1|DPSE, LOC117184746|XP_033239462.1|DPSE	LOC117893586|XP_034656149.1|DSUB
OG0000428	LOC6900381|XP_033240876.1|DPSE	LOC117894173|XP_034656968.1|DSUB
OG0000428	LOC6900382|XP_002134775.3|DPSE	LOC117894172|XP_034656967.1|DSUB
OG0000428	LOC6900383|XP_002134776.2|DPSE	LOC117894175|XP_034656971.1|DSUB
OG0000429	LOC6898784|XP_002138761.2|DPSE	LOC117889707|XP_034650019.1|DSUB
OG0000430	LOC6896694|XP_002136908.1|DPSE	LOC117896917|XP_034661347.1|DSUB
OG0000430	LOC4803170|XP_001359954.2|DPSE	LOC117896709|XP_034661056.1|DSUB
OG0000430	LOC6897962|XP_033232590.1|DPSE	LOC117896708|XP_034661055.1|DSUB
OG0000433	LOC4815324|XP_001354830.1|DPSE	LOC117889594|XP_034649895.1|DSUB
OG0000433	LOC4811885|XP_001352698.1|DPSE	LOC117895488|XP_034659069.1|DSUB
OG0000434	LOC4800664|XP_001357896.1|DPSE	LOC117897784|XP_034662724.1|DSUB
OG0000434	LOC6898673|XP_002138678.2|DPSE	LOC117892140|XP_034654069.1|DSUB
OG0000435	LOC4814312|XP_001354407.3|DPSE	LOC117892221|XP_034654216.1|DSUB
OG0000437	LOC117184174|XP_033236579.1|DPSE	LOC117901454|XP_034668094.1|DSUB
OG0000437	LOC4816490|XP_001356058.1|DPSE	LOC117900219|XP_034666394.1|DSUB
OG0000438	LOC117184376|XP_033237361.1|DPSE, LOC117184378|XP_033237363.1|DPSE, LOC117184379|XP_033237364.1|DPSE, LOC6901285|XP_002133986.2|DPSE, LOC117184377|XP_033237362.1|DPSE, LOC117184102|XP_033236174.1|DPSE, LOC6902487|XP_033236175.1|DPSE	LOC117892835|XP_034655082.1|DSUB
OG0000438	LOC4800277|XP_033235108.1|DPSE	LOC117897432|XP_034662161.1|DSUB
OG0000439	LOC4816105|XP_001355808.4|DPSE	LOC117901405|XP_034668030.1|DSUB
OG0000439	LOC4813520|XP_033239763.1|DPSE	LOC117893468|XP_034655982.1|DSUB
OG0000440	LOC4804460|XP_001361019.3|DPSE	LOC117891731|XP_034653215.1|DSUB
OG0000440	LOC4803541|XP_001360251.3|DPSE	LOC117890865|XP_034651843.1|DSUB
OG0000441	LOC4805718|XP_001362073.2|DPSE	LOC117891894|XP_034653588.1|DSUB
OG0000441	LOC117183565|XP_033233708.1|DPSE	LOC117891893|XP_034653587.1|DSUB
OG0000442	LOC26532072|XP_015041572.2|DPSE	LOC117893574|XP_034656136.1|DSUB
OG0000443	LOC4811919|XP_001352800.2|DPSE	LOC117892944|XP_034655158.1|DSUB
OG0000443	LOC4812500|XP_001352801.2|DPSE	LOC117892943|XP_034655157.1|DSUB
OG0000444	LOC4816224|XP_033235691.1|DPSE	LOC117900652|XP_034666976.1|DSUB
OG0000444	LOC4816198|XP_001355816.1|DPSE	LOC117900642|XP_034666964.1|DSUB
