Orthogroup	DPSE.longest_only	DBIA.longest_only
OG0000865	LOC4802696|XP_001359563.2|DPSE	LOC108024549|XP_016950017.1|DBIA
OG0000866	LOC4817616|XP_015036376.2|DPSE, LOC117184191|XP_033236621.1|DPSE	LOC108027889|XP_016954996.1|DBIA, LOC108027801|XP_016954867.1|DBIA
OG0000867	LOC117183914|XP_033235284.1|DPSE	LOC108033664|XP_016963592.1|DBIA
OG0000868	LOC6901312|XP_002134013.2|DPSE, LOC6902833|XP_033236380.1|DPSE, LOC6902925|XP_002132651.2|DPSE, LOC6896871|XP_002137061.2|DPSE, LOC4814476|XP_001354562.1|DPSE	LOC108025924|XP_016952104.1|DBIA
OG0000869	LOC4802931|XP_001359747.1|DPSE	LOC108027241|XP_016954081.1|DBIA
OG0000870	LOC4803520|XP_001360233.3|DPSE	LOC108026739|XP_016953348.1|DBIA
OG0000871	LOC4805144|XP_001361596.1|DPSE	LOC108030336|XP_016958688.1|DBIA
OG0000872	LOC4804308|XP_001360888.3|DPSE	LOC108026733|XP_016953335.1|DBIA
OG0000873	LOC4811904|XP_001352890.4|DPSE	LOC108030805|XP_016959388.1|DBIA
OG0000874	LOC4816047|XP_001355640.3|DPSE	LOC108021941|XP_016946257.1|DBIA
OG0000874	LOC4805685|XP_004444578.1|DPSE	LOC108036511|XP_016968202.1|DBIA
OG0000875	LOC6903678|XP_002136794.1|DPSE	LOC108028672|XP_016956093.1|DBIA
OG0000877	LOC6900269|XP_002135597.2|DPSE	LOC108030799|XP_016959370.1|DBIA
OG0000877	LOC4815240|XP_001354780.2|DPSE	LOC108023272|XP_016948046.1|DBIA
OG0000878	LOC4803713|XP_001360387.3|DPSE	LOC108023045|XP_016947775.1|DBIA
OG0000878	LOC4817397|XP_001356315.3|DPSE	LOC108033780|XP_016963876.1|DBIA
OG0000879	LOC6898034|XP_002138123.2|DPSE	LOC108029459|XP_016957199.1|DBIA
OG0000880	LOC6901830|XP_002133853.1|DPSE	LOC108023284|XP_016948065.1|DBIA
OG0000880	LOC4813609|XP_001353769.3|DPSE	LOC108034713|XP_016965143.1|DBIA
OG0000881	LOC4813400|XP_001353216.2|DPSE	LOC108028163|XP_016955312.1|DBIA, LOC108028684|XP_016956113.1|DBIA, LOC108028809|XP_016956284.1|DBIA
OG0000882	LOC6902198|XP_002133725.2|DPSE	LOC108033194|XP_016962927.1|DBIA
OG0000883	LOC4814732|XP_001354820.2|DPSE	LOC108023924|XP_016949098.1|DBIA
OG0000884	LOC6903251|XP_002132950.2|DPSE	LOC108027723|XP_016954765.1|DBIA
OG0000884	LOC6901339|XP_002134040.1|DPSE	LOC108033082|XP_016962741.1|DBIA
OG0000885	LOC4801836|XP_015037411.2|DPSE	LOC108031805|XP_016961014.1|DBIA
OG0000886	LOC4801436|XP_001358531.1|DPSE	LOC108024717|XP_016950301.1|DBIA
OG0000887	LOC4814589|XP_015041466.2|DPSE	LOC108025607|XP_016951631.1|DBIA
OG0000888	LOC4812112|XP_015043626.2|DPSE	LOC108029387|XP_016957107.1|DBIA
OG0000889	LOC4812587|XP_033237575.1|DPSE	LOC108030753|XP_016959289.1|DBIA
OG0000890	LOC4803852|XP_001360503.4|DPSE	LOC108026855|XP_016953523.1|DBIA
OG0000891	LOC4817802|XP_001357160.2|DPSE	LOC108033990|XP_016964204.1|DBIA
OG0000892	LOC4813648|XP_033238009.1|DPSE	LOC108027964|XP_016955077.1|DBIA
OG0000892	LOC4812334|XP_015044066.2|DPSE	LOC108028343|XP_016955584.1|DBIA
OG0000893	LOC4802952|XP_001359765.4|DPSE	LOC108027010|XP_016953697.1|DBIA
OG0000894	LOC4803288|XP_001360053.2|DPSE	LOC108027393|XP_016954318.1|DBIA
OG0000895	LOC6898252|XP_002138318.2|DPSE, LOC4803811|XP_001360469.3|DPSE	LOC108036594|XP_016968343.1|DBIA
OG0000896	LOC6902200|XP_002133727.1|DPSE	LOC108023636|XP_016948741.1|DBIA
OG0000897	LOC4802205|XP_001359171.2|DPSE	LOC108025126|XP_016950882.1|DBIA
OG0000897	LOC4802209|XP_001359177.3|DPSE	LOC108025141|XP_016950902.1|DBIA
OG0000898	LOC4805359|XP_001361772.3|DPSE	LOC108029917|XP_016957900.1|DBIA
OG0000898	LOC4805502|XP_001361896.4|DPSE	LOC108026833|XP_016953493.1|DBIA
OG0000899	LOC4801586|XP_015037325.2|DPSE	LOC108032200|XP_016961547.1|DBIA
OG0000900	LOC4803843|XP_001360496.2|DPSE	LOC108026604|XP_016953066.1|DBIA
OG0000900	LOC4803842|XP_001360495.2|DPSE	LOC108026599|XP_016953059.1|DBIA
OG0000901	LOC4805262|XP_015040511.2|DPSE	LOC108022426|XP_016946801.1|DBIA
OG0000901	LOC4805263|XP_002138819.2|DPSE	LOC108022433|XP_016946808.1|DBIA
OG0000902	LOC26533428|XP_015042163.2|DPSE	LOC108023784|XP_016948912.1|DBIA
OG0000902	LOC26533097|XP_033240128.1|DPSE, LOC117184476|XP_033238157.1|DPSE	LOC108023783|XP_016948911.1|DBIA
OG0000903	LOC6900431|XP_015042750.1|DPSE	LOC108028751|XP_016956210.1|DBIA
OG0000903	LOC4813479|XP_001353338.1|DPSE	LOC108028032|XP_016955159.1|DBIA
OG0000904	LOC13036337|XP_033237382.1|DPSE	LOC108035259|XP_016966304.1|DBIA
OG0000906	LOC6898633|XP_002138638.2|DPSE	LOC108022390|XP_016946765.1|DBIA
OG0000907	LOC4803531|XP_001360242.3|DPSE	LOC108026771|XP_016953404.1|DBIA
OG0000909	LOC4801576|XP_001358646.2|DPSE	LOC108024413|XP_016949817.1|DBIA
OG0000910	LOC4815686|XP_033240674.1|DPSE	LOC108031801|XP_016961010.1|DBIA
OG0000911	LOC6898776|XP_002138753.2|DPSE	LOC108023061|XP_016947797.1|DBIA
OG0000912	LOC4813233|XP_001353425.1|DPSE	LOC108030517|XP_016958895.1|DBIA
OG0000913	LOC4812958|XP_033239851.1|DPSE	LOC108030589|XP_016959050.1|DBIA
OG0000914	LOC4804276|XP_001360857.3|DPSE	LOC108022208|XP_016946551.1|DBIA
OG0000915	LOC4803824|XP_001360479.2|DPSE	LOC108036285|XP_016967785.1|DBIA
OG0000916	LOC4817334|XP_015036032.2|DPSE	LOC108036094|XP_016967534.1|DBIA
OG0000917	LOC4816732|XP_033236591.1|DPSE	LOC108032529|XP_016961877.1|DBIA
OG0000918	LOC6902763|XP_002133275.3|DPSE	LOC108032861|XP_016962354.1|DBIA, LOC108027669|XP_016954703.1|DBIA
OG0000920	LOC4815341|XP_033237458.1|DPSE	LOC108033176|XP_016962902.1|DBIA
OG0000921	LOC6901107|XP_033237824.1|DPSE, LOC6901109|XP_033237826.1|DPSE	LOC108023465|XP_016948470.1|DBIA, LOC108023469|XP_016948475.1|DBIA
OG0000922	LOC4812644|XP_001353033.3|DPSE	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA
OG0000923	LOC6897425|XP_002137577.3|DPSE	LOC108028090|XP_016955223.1|DBIA, LOC108031671|XP_016960800.1|DBIA
OG0000924	LOC4816086|XP_001355382.3|DPSE	LOC108034936|XP_016965734.1|DBIA
OG0000925	LOC4800310|XP_001357597.2|DPSE	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA
OG0000926	LOC6897536|XP_002137680.2|DPSE	LOC108027133|XP_016953840.1|DBIA
OG0000926	LOC6898008|XP_002138101.1|DPSE	LOC108026094|XP_016952283.1|DBIA
OG0000927	LOC4801325|XP_001358438.2|DPSE	LOC108025319|XP_016951219.1|DBIA
OG0000927	LOC4801328|XP_001358439.1|DPSE	LOC108025318|XP_016951217.1|DBIA
OG0000928	LOC6902398|XP_002133333.2|DPSE	LOC108032695|XP_016962158.1|DBIA
OG0000928	LOC4816220|XP_001355831.3|DPSE	LOC108032696|XP_016962162.1|DBIA
OG0000929	LOC4816539|XP_033236937.1|DPSE	LOC108029241|XP_016956925.1|DBIA
OG0000929	LOC117184268|XP_033236936.1|DPSE	LOC108029242|XP_016956926.1|DBIA
OG0000930	LOC6900424|XP_002134815.2|DPSE, LOC6900406|XP_002134798.2|DPSE	LOC108030526|XP_016958905.1|DBIA, LOC108030663|XP_016959174.1|DBIA
OG0000931	LOC4803722|XP_001360395.4|DPSE	LOC108022289|XP_016946637.1|DBIA
OG0000931	LOC6902671|XP_002133187.3|DPSE	LOC108032440|XP_016961753.1|DBIA
OG0000932	LOC6900421|XP_033238172.1|DPSE, LOC117185412|XP_033241558.1|DPSE	LOC108028073|XP_016955203.1|DBIA
OG0000932	LOC6900422|XP_002134813.3|DPSE, LOC117185409|XP_033241553.1|DPSE	LOC108028103|XP_016955239.1|DBIA
OG0000933	LOC4804408|XP_001360977.2|DPSE	LOC108022179|XP_016946520.1|DBIA
OG0000933	LOC4804407|XP_001360976.2|DPSE	LOC108023095|XP_016947845.1|DBIA
OG0000934	LOC4803601|XP_001360297.1|DPSE, LOC6898147|XP_033234242.1|DPSE	LOC108029734|XP_016957710.1|DBIA, LOC108029735|XP_016957711.1|DBIA
OG0000935	LOC6897310|XP_033232282.1|DPSE	LOC108024492|XP_016949915.1|DBIA
OG0000936	LOC6901507|XP_002134193.2|DPSE	LOC108023944|XP_016949121.1|DBIA
OG0000937	LOC4801140|XP_033241657.1|DPSE	LOC108025470|XP_016951462.1|DBIA
OG0000938	LOC26533083|XP_015041004.1|DPSE	LOC108026675|XP_016953240.1|DBIA
OG0000939	LOC4817185|XP_001356477.3|DPSE	LOC108033849|XP_016963972.1|DBIA, LOC108036720|XP_016968510.1|DBIA
OG0000940	LOC4814159|XP_001354256.1|DPSE	LOC108031095|XP_016959796.1|DBIA
OG0000941	LOC4815590|XP_001355660.1|DPSE	LOC108023734|XP_016948861.1|DBIA
OG0000942	LOC4813021|XP_001354065.3|DPSE	LOC108028254|XP_016955428.1|DBIA
OG0000943	LOC4803914|XP_001360559.4|DPSE	LOC108030082|XP_016958208.1|DBIA
OG0000944	LOC4814501|XP_001354891.1|DPSE	LOC108024028|XP_016949284.1|DBIA
OG0000945	LOC4812003|XP_001352468.3|DPSE	LOC108029172|XP_016956812.1|DBIA
OG0000946	LOC4816842|XP_001356876.3|DPSE	LOC108036735|XP_016968529.1|DBIA
OG0000947	LOC4804300|XP_001360880.1|DPSE	LOC108026655|XP_016953181.1|DBIA
OG0000948	LOC117184919|XP_033240003.1|DPSE, LOC6900185|XP_002135523.3|DPSE, LOC6900186|XP_002135524.3|DPSE	LOC108035440|XP_016966563.1|DBIA
OG0000949	LOC4815457|XP_033241155.1|DPSE	LOC108032391|XP_016961736.1|DBIA, LOC108032497|XP_016961846.1|DBIA
OG0000950	LOC4802969|XP_001359780.2|DPSE	LOC108027072|XP_016953775.1|DBIA
OG0000951	LOC4800834|XP_001358038.1|DPSE	LOC108027414|XP_016954341.1|DBIA
OG0000952	LOC6903301|XP_002132489.2|DPSE	LOC108036647|XP_016968416.1|DBIA, LOC108034291|XP_016964640.1|DBIA, LOC108022616|XP_016947148.1|DBIA
OG0000954	LOC4805569|XP_001361954.3|DPSE, LOC6899046|XP_002138973.2|DPSE	LOC108029423|XP_016957156.1|DBIA
OG0000955	LOC13036366|XP_003736263.2|DPSE	LOC108024331|XP_016949722.1|DBIA
OG0000955	LOC4800544|XP_001357805.4|DPSE	LOC108024332|XP_016949723.1|DBIA
OG0000956	LOC6897986|XP_033237319.1|DPSE	LOC108032176|XP_016961518.1|DBIA
OG0000957	LOC4804101|XP_001360718.4|DPSE	LOC108022105|XP_016946437.1|DBIA
OG0000957	LOC4804099|XP_033234656.1|DPSE	LOC108022106|XP_016946438.1|DBIA
OG0000958	LOC4801415|XP_001358513.2|DPSE	LOC108024911|XP_016950590.1|DBIA
OG0000958	LOC6898563|XP_002138583.3|DPSE	LOC108022365|XP_016946735.1|DBIA
OG0000959	LOC4813682|XP_033239497.1|DPSE	LOC108035876|XP_016967115.1|DBIA, LOC108025390|XP_016951352.1|DBIA
OG0000960	LOC6902073|XP_002133606.3|DPSE	LOC108023246|XP_016948014.1|DBIA
OG0000961	LOC4812207|XP_001353023.3|DPSE	LOC108030558|XP_016958942.1|DBIA
OG0000961	LOC4812400|XP_001353024.3|DPSE	LOC108030561|XP_016958947.1|DBIA
OG0000962	LOC4800551|XP_001357811.3|DPSE	LOC108024391|XP_016949791.1|DBIA, LOC108024408|XP_016949812.1|DBIA, LOC108024382|XP_016949775.1|DBIA, LOC108024335|XP_016949725.1|DBIA
OG0000963	LOC4814282|XP_001354364.2|DPSE	LOC108035825|XP_016967064.1|DBIA
OG0000964	LOC6903898|XP_002136619.3|DPSE	LOC108035768|XP_016966961.1|DBIA, LOC108022663|XP_016947219.1|DBIA
OG0000965	LOC4814657|XP_001354589.2|DPSE, LOC26533227|XP_033240544.1|DPSE, LOC26533584|XP_033241526.1|DPSE, LOC117185047|XP_033240542.1|DPSE, LOC117185053|XP_033240550.1|DPSE, LOC117185052|XP_033240549.1|DPSE	LOC108023687|XP_016948797.1|DBIA
OG0000966	LOC4800312|XP_001357594.2|DPSE	LOC108029326|XP_016957010.1|DBIA, LOC108025117|XP_016950871.1|DBIA
OG0000968	LOC4811883|XP_015043705.1|DPSE	LOC108035402|XP_016966511.1|DBIA
OG0000969	LOC4805509|XP_033234604.1|DPSE	LOC108022171|XP_016946505.1|DBIA
OG0000970	LOC6901606|XP_002134276.2|DPSE, LOC6901605|XP_002134275.2|DPSE, LOC6896874|XP_002137064.4|DPSE	LOC108026396|XP_016952808.1|DBIA
OG0000971	LOC4816951|XP_001356525.2|DPSE	LOC108035276|XP_016966329.1|DBIA, LOC108034965|XP_016965767.1|DBIA
OG0000972	LOC4813874|XP_015043212.2|DPSE	LOC108028304|XP_016955515.1|DBIA
OG0000973	LOC6901265|XP_015041535.2|DPSE, LOC6901276|XP_002133977.2|DPSE, LOC4814952|XP_033240375.1|DPSE	LOC108025685|XP_016951709.1|DBIA
OG0000974	LOC4813578|XP_001353667.2|DPSE	LOC108034728|XP_016965156.1|DBIA
OG0000975	LOC6897052|XP_002137236.2|DPSE, LOC6897818|XP_002137923.1|DPSE	LOC108024728|XP_016950310.1|DBIA
OG0000976	LOC4802637|XP_015037964.2|DPSE	LOC108031403|XP_016960276.1|DBIA
OG0000977	LOC6897919|XP_033233856.1|DPSE	LOC108032003|XP_016961288.1|DBIA
OG0000978	LOC4803207|XP_001359987.2|DPSE	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA
OG0000979	LOC4805200|XP_001361645.2|DPSE	LOC108026659|XP_016953187.1|DBIA
OG0000980	LOC4801124|XP_001358268.2|DPSE	LOC108025193|XP_016950991.1|DBIA
OG0000980	LOC4800906|XP_001358096.3|DPSE	LOC108030947|XP_016959635.1|DBIA
OG0000981	LOC6899794|XP_002135741.1|DPSE	LOC108033460|XP_016963284.1|DBIA
OG0000982	LOC13036348|XP_003736833.2|DPSE	LOC108025034|XP_016950778.1|DBIA, LOC108031626|XP_016960720.1|DBIA, LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA
OG0000984	LOC26532175|XP_033236372.1|DPSE	LOC108025983|XP_016952165.1|DBIA
OG0000985	LOC6898602|XP_002138611.1|DPSE	LOC108022061|XP_016946395.1|DBIA
OG0000985	LOC6898601|XP_002138610.2|DPSE	LOC108022060|XP_016946393.1|DBIA
OG0000986	LOC4817501|XP_001356920.2|DPSE	LOC108033663|XP_016963594.1|DBIA
OG0000986	LOC4818028|XP_033236244.1|DPSE	LOC108033370|XP_016963177.1|DBIA
OG0000987	LOC6902233|XP_002133761.2|DPSE	LOC108032487|XP_016961796.1|DBIA
OG0000988	LOC4817110|XP_001356839.3|DPSE	LOC108034136|XP_016964414.1|DBIA
OG0000990	LOC4815470|XP_033238604.1|DPSE	LOC108024263|XP_016949639.1|DBIA
OG0000991	LOC6901340|XP_002134041.2|DPSE	LOC108033083|XP_016962746.1|DBIA
OG0000992	LOC4801225|XP_015037096.1|DPSE	LOC108024866|XP_016950497.1|DBIA
OG0000993	LOC4800291|XP_033235128.1|DPSE	LOC108025013|XP_016950757.1|DBIA
OG0000994	LOC6901455|XP_002134141.1|DPSE	LOC108033218|XP_016962970.1|DBIA
OG0000995	LOC6903560|XP_002132433.2|DPSE	LOC108033495|XP_016963323.1|DBIA
OG0000996	LOC4805424|XP_015040645.1|DPSE	LOC108030191|XP_016958431.1|DBIA
OG0000997	LOC117183524|XP_033233432.1|DPSE	LOC108036898|XP_016968767.1|DBIA
OG0000998	LOC4812420|XP_033240589.1|DPSE	LOC108027963|XP_016955080.1|DBIA
OG0000999	LOC4815011|XP_001354962.2|DPSE	LOC108023695|XP_016948808.1|DBIA
OG0001000	LOC6899316|XP_033233674.1|DPSE	LOC108022035|XP_016946370.1|DBIA
OG0001001	LOC4805229|XP_001361666.3|DPSE	LOC108026741|XP_016953350.1|DBIA
OG0001002	LOC4816902|XP_001356582.4|DPSE	LOC108034190|XP_016964501.1|DBIA
OG0001003	LOC6897798|XP_002137903.1|DPSE	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA
OG0001004	LOC4802805|XP_001359650.2|DPSE	LOC108031123|XP_016959824.1|DBIA
OG0001005	LOC4815740|XP_015040884.2|DPSE	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA
OG0001006	LOC4812231|XP_001352779.1|DPSE	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA
OG0001007	LOC4804310|XP_001360890.1|DPSE	LOC108026951|XP_016953653.1|DBIA
OG0001008	LOC4815029|XP_001355112.1|DPSE	LOC108025611|XP_016951635.1|DBIA
OG0001009	LOC6897506|XP_002137655.2|DPSE, LOC6896826|XP_033241691.1|DPSE	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA
OG0001010	LOC4817728|XP_001357103.3|DPSE	LOC108036842|XP_016968696.1|DBIA
OG0001011	LOC6901006|XP_033237656.1|DPSE	LOC108023905|XP_016949078.1|DBIA
OG0001011	LOC4817668|XP_001357056.2|DPSE	LOC108033538|XP_016963371.1|DBIA
OG0001012	LOC4815518|XP_033239508.1|DPSE, LOC6902264|XP_002133791.2|DPSE	LOC108032969|XP_016962529.1|DBIA, LOC108033023|XP_016962640.1|DBIA
OG0001013	LOC6900413|XP_002134805.3|DPSE	LOC108035090|XP_016965999.1|DBIA
OG0001013	LOC117183180|XP_033238175.1|DPSE, LOC4813026|XP_033241557.1|DPSE	LOC108028086|XP_016955217.1|DBIA
OG0001014	LOC6900602|XP_033240332.1|DPSE	LOC108028474|XP_016955824.1|DBIA
OG0001014	LOC6900598|XP_002134971.2|DPSE	LOC108035368|XP_016966456.1|DBIA
OG0001015	LOC4814291|XP_033239342.1|DPSE	LOC108027598|XP_016954606.1|DBIA
OG0001015	LOC4814388|XP_001354409.3|DPSE	LOC108027629|XP_016954640.1|DBIA
OG0001016	LOC6901231|XP_002133932.2|DPSE	LOC108026095|XP_016952284.1|DBIA, LOC108026106|XP_016952295.1|DBIA, LOC108033045|XP_016962660.1|DBIA
OG0001017	LOC4805678|XP_003736968.2|DPSE	LOC108036378|XP_016967968.1|DBIA
OG0001017	LOC6898131|XP_002138210.2|DPSE, LOC6899103|XP_002139020.3|DPSE	LOC108030511|XP_016958888.1|DBIA
OG0001018	LOC6901771|XP_033239261.1|DPSE, LOC6897274|XP_002137434.2|DPSE	LOC108024401|XP_016949802.1|DBIA
OG0001019	LOC13036374|XP_015037038.2|DPSE	LOC108025031|XP_016950776.1|DBIA
OG0001020	LOC6901645|XP_002134314.2|DPSE	LOC108027548|XP_016954498.1|DBIA
OG0001021	LOC4818004|XP_033235195.1|DPSE	LOC108034022|XP_016964246.1|DBIA
OG0001022	LOC4811665|XP_001352254.1|DPSE	LOC108025890|XP_016952057.1|DBIA
OG0001024	LOC4801126|XP_001358270.3|DPSE	LOC108025335|XP_016951253.1|DBIA
OG0001025	LOC4813361|XP_001353354.2|DPSE	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA
OG0001026	LOC4804022|XP_001360652.1|DPSE	LOC108029578|XP_016957429.1|DBIA
OG0001027	LOC6900518|XP_002134905.1|DPSE	LOC108035934|XP_016967212.1|DBIA
OG0001028	LOC4816500|XP_001356025.3|DPSE	LOC108029018|XP_016956552.1|DBIA
OG0001029	LOC4804363|XP_001360937.3|DPSE	LOC108036516|XP_016968211.1|DBIA
OG0001031	LOC6902406|XP_015037000.2|DPSE	LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA
OG0001032	LOC13036341|XP_033235445.1|DPSE	LOC108027376|XP_016954296.1|DBIA
OG0001033	LOC6902171|XP_002133702.3|DPSE	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA
OG0001034	LOC6903065|XP_002132784.3|DPSE	LOC108027656|XP_016954661.1|DBIA
OG0001034	LOC4812368|XP_001352900.4|DPSE	LOC108035141|XP_016966071.1|DBIA
OG0001035	LOC6902280|XP_002133807.1|DPSE	LOC108027135|XP_016953845.1|DBIA
OG0001035	LOC6902279|XP_002133806.2|DPSE	LOC108027124|XP_016953834.1|DBIA
OG0001036	LOC6901588|XP_002134259.2|DPSE	LOC108032429|XP_016961740.1|DBIA
OG0001036	LOC6897961|XP_002138060.3|DPSE	LOC108023603|XP_016948702.1|DBIA
OG0001037	LOC6900605|XP_033241424.1|DPSE, LOC6898243|XP_002138309.2|DPSE	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA, LOC108028152|XP_016955298.1|DBIA
OG0001038	LOC4803066|XP_001359866.2|DPSE	LOC108031880|XP_016961133.1|DBIA
OG0001038	LOC6897908|XP_002138010.1|DPSE	LOC108031879|XP_016961131.1|DBIA
OG0001039	LOC4801726|XP_001358770.3|DPSE, LOC4801727|XP_001358771.2|DPSE	LOC108024345|XP_016949735.1|DBIA
OG0001041	LOC4801544|XP_003736545.3|DPSE	LOC108031255|XP_016959983.1|DBIA, LOC108031048|XP_016959738.1|DBIA
OG0001042	LOC4800322|XP_001357587.2|DPSE	LOC108025420|XP_016951392.1|DBIA
OG0001043	LOC4815446|XP_001355701.2|DPSE	LOC108024013|XP_016949261.1|DBIA
OG0001044	LOC4804131|XP_015039625.2|DPSE	LOC108036671|XP_016968442.1|DBIA
OG0001045	LOC6898739|XP_015040344.2|DPSE	LOC108030415|XP_016958789.1|DBIA
OG0001046	LOC4804670|XP_001361195.1|DPSE	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA
OG0001047	LOC4804383|XP_033234870.1|DPSE	LOC108029631|XP_016957516.1|DBIA
OG0001048	LOC4805247|XP_001361679.3|DPSE	LOC108022644|XP_016947188.1|DBIA
OG0001049	LOC4812301|XP_001352647.4|DPSE	LOC108035412|XP_016966522.1|DBIA
OG0001050	LOC6896971|XP_002137156.2|DPSE, LOC6900034|XP_002135399.1|DPSE, LOC117183993|XP_033235698.1|DPSE	LOC108035006|XP_016965838.1|DBIA
OG0001051	LOC6902784|XP_002132521.2|DPSE	LOC108032488|XP_016961797.1|DBIA
OG0001052	LOC4816788|XP_015035777.1|DPSE	LOC108036154|XP_016967634.1|DBIA
OG0001053	LOC117185203|XP_033241490.1|DPSE, LOC117185205|XP_033241492.1|DPSE, LOC117183205|XP_033241491.1|DPSE, LOC6903974|XP_002136541.3|DPSE, LOC117185202|XP_033241485.1|DPSE, LOC26533390|XP_033241488.1|DPSE	LOC108021969|XP_016946296.1|DBIA
OG0001054	LOC4800928|XP_001358116.2|DPSE	LOC108032190|XP_016961535.1|DBIA
OG0001054	LOC6896966|XP_002137151.2|DPSE	LOC108032191|XP_016961536.1|DBIA
OG0001055	LOC4802848|XP_033232393.1|DPSE	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA
OG0001056	LOC4811770|XP_033238899.1|DPSE	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA
OG0001057	LOC4818031|XP_001357250.1|DPSE	LOC108032656|XP_016962101.1|DBIA
OG0001058	LOC6902017|XP_002133551.3|DPSE	LOC108024810|XP_016950422.1|DBIA
OG0001059	LOC6900846|XP_015043408.2|DPSE	LOC108028015|XP_016955133.1|DBIA
OG0001060	LOC6901257|XP_002133958.3|DPSE, LOC6901263|XP_002133964.3|DPSE, LOC4802067|XP_001359060.1|DPSE	LOC108023353|XP_016948191.1|DBIA
OG0001061	LOC6896913|XP_033233114.1|DPSE	LOC108030991|XP_016959681.1|DBIA
OG0001061	LOC6896912|XP_033233112.1|DPSE	LOC108030992|XP_016959682.1|DBIA
OG0001062	LOC6897390|XP_033238626.1|DPSE	LOC108027373|XP_016954289.1|DBIA
OG0001062	LOC6897391|XP_002137543.2|DPSE	LOC108027107|XP_016953814.1|DBIA
OG0001063	LOC6901101|XP_002134577.3|DPSE	LOC108029000|XP_016956572.1|DBIA
OG0001063	LOC4814240|XP_001354435.3|DPSE	LOC108027983|XP_016955136.1|DBIA
OG0001064	LOC4815841|XP_001355361.4|DPSE	LOC108024290|XP_016949679.1|DBIA
OG0001064	LOC4814505|XP_001355159.3|DPSE	LOC108022013|XP_016946341.1|DBIA
OG0001065	LOC6898756|XP_002138739.3|DPSE, LOC6899970|XP_033238252.1|DPSE	LOC108024315|XP_016949708.1|DBIA
OG0001066	LOC4814595|XP_033239796.1|DPSE	LOC108029861|XP_016957840.1|DBIA, LOC108034470|XP_016964843.1|DBIA, LOC108034471|XP_016964844.1|DBIA, LOC108024138|XP_016949408.1|DBIA
OG0001067	LOC4816373|XP_001356187.3|DPSE	LOC108032720|XP_016962190.1|DBIA
OG0001067	LOC26532665|XP_015036775.2|DPSE	LOC108032722|XP_016962192.1|DBIA
OG0001068	LOC4813711|XP_033239997.1|DPSE	LOC108034399|XP_016964770.1|DBIA
OG0001068	LOC4813561|XP_001353283.3|DPSE	LOC108034434|XP_016964808.1|DBIA
OG0001069	LOC6899057|XP_002138982.2|DPSE	LOC108022274|XP_016946621.1|DBIA
OG0001070	LOC6896978|XP_033232814.1|DPSE, LOC4802282|XP_001359232.3|DPSE	LOC108027109|XP_016953816.1|DBIA, LOC108027121|XP_016953826.1|DBIA
OG0001072	LOC4811996|XP_001352774.3|DPSE	LOC108034627|XP_016965054.1|DBIA
OG0001073	LOC4800749|XP_001357966.3|DPSE	LOC108025214|XP_016951050.1|DBIA
OG0001074	LOC4803340|XP_001360128.1|DPSE	LOC108029777|XP_016957776.1|DBIA
OG0001075	LOC4813939|XP_033239656.1|DPSE	LOC108034966|XP_016965764.1|DBIA
OG0001077	LOC4811643|XP_002135770.1|DPSE	LOC108031811|XP_016961028.1|DBIA
OG0001078	LOC4814417|XP_001354384.1|DPSE	LOC108035811|XP_016967047.1|DBIA
OG0001079	LOC4812666|XP_001353050.2|DPSE	LOC108035059|XP_016965934.1|DBIA
OG0001080	LOC4811939|XP_001352463.2|DPSE	LOC108029088|XP_016956669.1|DBIA
OG0001081	LOC4802909|XP_001359735.2|DPSE	LOC108031538|XP_016960564.1|DBIA
OG0001082	LOC6901249|XP_015041521.2|DPSE, LOC117185001|XP_033240260.1|DPSE, LOC4804418|XP_015039936.2|DPSE	LOC108022875|XP_016947557.1|DBIA
OG0001083	LOC4813944|XP_015043482.2|DPSE	LOC108035478|XP_016966617.1|DBIA
OG0001084	LOC4803432|XP_033234250.1|DPSE	LOC108030069|XP_016958159.1|DBIA
OG0001086	LOC117183508|XP_033233297.1|DPSE	LOC108026537|XP_016952974.1|DBIA
OG0001087	LOC6903039|XP_002132763.2|DPSE	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA
