Orthogroup	DPSE.longest_only	DSER.longest_only
OG0002078	LOC6898804|XP_002138778.2|DPSE	LOC110189789|XP_020815681.1|DSER
OG0002079	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE	LOC110178549|XP_020801373.1|DSER
OG0002080	LOC4805389|XP_001361798.4|DPSE	LOC110191440|XP_020817965.1|DSER
OG0002081	LOC4805629|XP_001362001.1|DPSE	LOC110177373|XP_020799733.1|DSER
OG0002082	LOC4805677|XP_015040786.1|DPSE	LOC110182085|XP_020805729.1|DSER
OG0002083	LOC6902156|XP_033238476.1|DPSE	LOC110179593|XP_020802852.1|DSER, LOC110179425|XP_020802613.1|DSER
OG0002084	LOC4803706|XP_001360381.2|DPSE	LOC110177939|XP_020800579.1|DSER
OG0002085	LOC4805208|XP_001361649.1|DPSE	LOC110176480|XP_020798507.1|DSER
OG0002086	LOC4803700|XP_001360376.1|DPSE	LOC110177943|XP_020800584.1|DSER
OG0002087	LOC6900845|XP_015043409.2|DPSE	LOC110178934|XP_020801886.1|DSER
OG0002088	LOC4812474|XP_015044069.2|DPSE	LOC110184635|XP_020808892.1|DSER
OG0002089	LOC4805069|XP_001361531.2|DPSE	LOC110189676|XP_020815493.1|DSER
OG0002090	LOC4813071|XP_015042931.1|DPSE	LOC110190964|XP_020817313.1|DSER
OG0002091	LOC4805623|XP_033233718.1|DPSE	LOC110181273|XP_020804647.1|DSER
OG0002092	LOC4812347|XP_015043700.1|DPSE	LOC110188358|XP_020813725.1|DSER
OG0002093	LOC4805706|XP_004444583.1|DPSE	LOC110177687|XP_020800168.1|DSER
OG0002094	LOC4803512|XP_001360225.1|DPSE	LOC110191517|XP_020818044.1|DSER
OG0002095	LOC4815478|XP_001355498.1|DPSE	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER
OG0002096	LOC6898308|XP_015039510.2|DPSE	LOC110191278|XP_020817738.1|DSER
OG0002097	LOC6898788|XP_002138764.3|DPSE	LOC110191871|XP_020818517.1|DSER
OG0002098	LOC4812329|XP_033241232.1|DPSE	LOC110189900|XP_020815820.1|DSER
OG0002099	LOC4801818|XP_001358851.2|DPSE	LOC110186426|XP_020811267.1|DSER
OG0002100	LOC4812849|XP_015042566.2|DPSE	LOC110176207|XP_020798129.1|DSER
OG0002101	LOC6898145|XP_033233209.1|DPSE	LOC110177963|XP_020800617.1|DSER
OG0002102	LOC6898570|XP_033235001.1|DPSE	LOC110182878|XP_020806680.1|DSER
OG0002103	LOC4801812|XP_015037401.2|DPSE	LOC110186718|XP_020811649.1|DSER
OG0002105	LOC4817600|XP_001357002.4|DPSE	LOC110185994|XP_020810680.1|DSER
OG0002106	LOC4801699|XP_001358746.3|DPSE	LOC110186570|XP_020811438.1|DSER
OG0002107	LOC6902582|XP_002133110.2|DPSE	LOC110183408|XP_020807344.1|DSER
OG0002108	LOC6897102|XP_002137286.2|DPSE, LOC13036328|XP_003736436.3|DPSE, LOC6897101|XP_033232307.1|DPSE, LOC6897103|XP_033232638.1|DPSE	LOC110187769|XP_020812891.1|DSER
OG0002109	LOC6896882|XP_002137072.3|DPSE	LOC110191162|XP_020817580.1|DSER
OG0002110	LOC6903429|XP_002132308.3|DPSE	LOC110185031|XP_020809342.1|DSER
OG0002111	LOC4816116|XP_001355806.2|DPSE	LOC110183039|XP_020806884.1|DSER
OG0002113	LOC4800646|XP_001357881.2|DPSE	LOC110188059|XP_020813267.1|DSER
OG0002114	LOC4800255|XP_003736220.2|DPSE	LOC110186737|XP_020811661.1|DSER, LOC110186735|XP_020811660.1|DSER
OG0002115	LOC26533367|XP_033233223.1|DPSE	LOC110176857|XP_020798991.1|DSER, LOC110176856|XP_020798990.1|DSER
OG0002116	LOC4816273|XP_001356109.4|DPSE	LOC110185814|XP_020810479.1|DSER
OG0002117	LOC6901600|XP_033237843.1|DPSE	LOC110181741|XP_020805259.1|DSER
OG0002118	LOC26533291|XP_033232988.1|DPSE	LOC110187751|XP_020812869.1|DSER
OG0002119	LOC4801842|XP_001358875.2|DPSE	LOC110189484|XP_020815235.1|DSER
OG0002120	LOC6899859|XP_033237161.1|DPSE	LOC110185469|XP_020809981.1|DSER
OG0002121	LOC4800465|XP_015038559.2|DPSE	LOC110186855|XP_020811800.1|DSER
OG0002123	LOC4817482|XP_001356478.4|DPSE	LOC110176917|XP_020799068.1|DSER
OG0002124	LOC6901022|XP_002134506.2|DPSE	LOC110176017|XP_020797885.1|DSER
OG0002125	LOC4804992|XP_001361464.3|DPSE	LOC110177753|XP_020800273.1|DSER
OG0002126	LOC4811892|XP_015044084.2|DPSE	LOC110176706|XP_020798803.1|DSER
OG0002127	LOC4815635|XP_001355727.4|DPSE	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER
OG0002128	LOC4814333|XP_015042207.1|DPSE	LOC110182636|XP_020806364.1|DSER
OG0002129	LOC4801975|XP_001358988.3|DPSE	LOC110186947|XP_020811941.1|DSER
OG0002130	LOC6902080|XP_002133611.1|DPSE	LOC110183549|XP_020807503.1|DSER, LOC110183491|XP_020807433.1|DSER
OG0002131	LOC6897032|XP_002137217.2|DPSE	LOC110188284|XP_020813640.1|DSER
OG0002132	LOC4817486|XP_001356299.1|DPSE	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER
OG0002133	LOC4814561|XP_001354907.2|DPSE	LOC110180572|XP_020803925.1|DSER
OG0002134	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE	LOC110178203|XP_020800898.1|DSER
OG0002135	LOC6902161|XP_033239930.1|DPSE	LOC110182187|XP_020805851.1|DSER
OG0002136	LOC4800281|XP_001357613.3|DPSE	LOC110190092|XP_020816060.1|DSER
OG0002137	LOC4801749|XP_001358791.1|DPSE	LOC110191381|XP_020817894.1|DSER
OG0002138	LOC4815083|XP_001354826.1|DPSE	LOC110184289|XP_020808433.1|DSER
OG0002139	LOC4814738|XP_015042117.1|DPSE	LOC110184605|XP_020808857.1|DSER
OG0002140	LOC4815343|XP_001354929.3|DPSE	LOC110179088|XP_020802133.1|DSER
OG0002141	LOC4811789|XP_001352357.2|DPSE	LOC110179902|XP_020803158.1|DSER
OG0002142	LOC4802741|XP_033240251.1|DPSE	LOC110176470|XP_020798489.1|DSER
OG0002143	LOC4817608|XP_001357010.4|DPSE	LOC110186105|XP_020810809.1|DSER
OG0002144	LOC6899834|XP_002135701.2|DPSE	LOC110184524|XP_020808754.1|DSER
OG0002145	LOC4803061|XP_001359862.2|DPSE	LOC110187720|XP_020812823.1|DSER
OG0002146	LOC4802739|XP_001359602.1|DPSE	LOC110176430|XP_020798438.1|DSER
OG0002147	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE	LOC110181777|XP_020805314.1|DSER
OG0002148	LOC4812425|XP_001352856.4|DPSE	LOC110187571|XP_020812620.1|DSER
OG0002149	LOC6899879|XP_033237088.1|DPSE	LOC110185441|XP_020809923.1|DSER
OG0002150	LOC4815585|XP_033238603.1|DPSE	LOC110185534|XP_020810100.1|DSER
OG0002151	LOC4818094|XP_001357397.3|DPSE	LOC110183366|XP_020807287.1|DSER
OG0002152	LOC4801445|XP_033232376.1|DPSE	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER
OG0002153	LOC4800500|XP_001357766.3|DPSE	LOC110186478|XP_020811324.1|DSER
OG0002154	LOC4816033|XP_033238438.1|DPSE	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER
OG0002155	LOC4800316|XP_001357592.2|DPSE	LOC110186839|XP_020811788.1|DSER
OG0002156	LOC6900452|XP_015042780.1|DPSE	LOC110190241|XP_020816264.1|DSER
OG0002157	LOC4801392|XP_033235075.1|DPSE	LOC110186435|XP_020811280.1|DSER
OG0002158	LOC4804443|XP_001361004.1|DPSE	LOC110189568|XP_020815358.1|DSER
OG0002159	LOC4804489|XP_001361045.1|DPSE	LOC110178448|XP_020801242.1|DSER
OG0002160	LOC4800645|XP_001357880.4|DPSE	LOC110188610|XP_020814033.1|DSER
OG0002161	LOC4801839|XP_001358872.1|DPSE	LOC110186666|XP_020811590.1|DSER
OG0002162	LOC4801044|XP_033241706.1|DPSE	LOC110186235|XP_020810961.1|DSER
OG0002163	LOC4814236|XP_033239157.1|DPSE	LOC110183064|XP_020806910.1|DSER
OG0002164	LOC4802423|XP_001359345.2|DPSE	LOC110191764|XP_020818362.1|DSER
OG0002165	LOC6897406|XP_002137558.2|DPSE	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER
OG0002166	LOC4816674|XP_001355901.2|DPSE	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER
OG0002167	LOC4804608|XP_033234241.1|DPSE	LOC110177853|XP_020800458.1|DSER
OG0002168	LOC4803504|XP_001360218.3|DPSE	LOC110191490|XP_020818014.1|DSER
OG0002169	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE	LOC110190516|XP_020816707.1|DSER
OG0002170	LOC4811779|XP_033237304.1|DPSE	LOC110185446|XP_020809933.1|DSER
OG0002171	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE	LOC110191309|XP_020817781.1|DSER
OG0002172	LOC4801169|XP_001358303.2|DPSE	LOC110191005|XP_020817382.1|DSER
OG0002173	LOC4817918|XP_001357234.1|DPSE	LOC110183452|XP_020807390.1|DSER
OG0002174	LOC4801078|XP_001358237.4|DPSE	LOC110176514|XP_020798550.1|DSER
OG0002175	LOC4801077|XP_001358236.1|DPSE	LOC110176516|XP_020798551.1|DSER
OG0002176	LOC4800512|XP_001357777.1|DPSE	LOC110191176|XP_020817600.1|DSER
OG0002177	LOC4800799|XP_001358010.1|DPSE	LOC110190696|XP_020816970.1|DSER
OG0002178	LOC4801147|XP_001358285.4|DPSE	LOC110186886|XP_020811845.1|DSER
OG0002179	LOC4811816|XP_001352379.4|DPSE	LOC110191387|XP_020817902.1|DSER
OG0002180	LOC6896726|XP_003736237.2|DPSE	LOC110186968|XP_020811973.1|DSER
OG0002181	LOC4815591|XP_001355661.1|DPSE	LOC110184372|XP_020808530.1|DSER
OG0002182	LOC4801292|XP_015037133.2|DPSE	LOC110188364|XP_020813737.1|DSER
OG0002183	LOC4804612|XP_001361145.5|DPSE	LOC110177867|XP_020800476.1|DSER
OG0002184	LOC4801630|XP_001358686.2|DPSE	LOC110186954|XP_020811948.1|DSER
OG0002185	LOC4800694|XP_015038652.1|DPSE	LOC110191873|XP_020818515.1|DSER
OG0002186	LOC4818010|XP_001357198.2|DPSE	LOC110185821|XP_020810487.1|DSER
OG0002187	LOC4801658|XP_001358710.1|DPSE	LOC110188250|XP_020813582.1|DSER
OG0002188	LOC4804306|XP_001360886.2|DPSE	LOC110191667|XP_020818227.1|DSER
OG0002189	LOC26533533|XP_015044546.2|DPSE	LOC110179405|XP_020802589.1|DSER
OG0002190	LOC4801742|XP_033241804.1|DPSE	LOC110188486|XP_020813878.1|DSER
OG0002191	LOC4812387|XP_001353010.2|DPSE	LOC110176701|XP_020798796.1|DSER
OG0002192	LOC4813628|XP_001353989.3|DPSE	LOC110185213|XP_020809602.1|DSER
OG0002193	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE	LOC110188622|XP_020814051.1|DSER
OG0002194	LOC4801190|XP_001358320.3|DPSE	LOC110177367|XP_020799718.1|DSER
OG0002195	LOC4801769|XP_001358810.4|DPSE	LOC110191068|XP_020817459.1|DSER
OG0002196	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE	LOC110176471|XP_020798490.1|DSER
OG0002197	LOC6899959|XP_002135327.2|DPSE	LOC110178823|XP_020801749.1|DSER
OG0002198	LOC6897882|XP_015038215.2|DPSE	LOC110185693|XP_020810323.1|DSER
OG0002199	LOC4801711|XP_001358758.3|DPSE	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER
OG0002200	LOC4816067|XP_001355617.2|DPSE	LOC110179459|XP_020802677.1|DSER
OG0002202	LOC4801308|XP_015037148.2|DPSE	LOC110191284|XP_020817750.1|DSER
OG0002203	LOC4801723|XP_033240169.1|DPSE	LOC110176487|XP_020798519.1|DSER
OG0002204	LOC4801369|XP_001358476.2|DPSE	LOC110189477|XP_020815222.1|DSER
OG0002205	LOC4801281|XP_001358401.3|DPSE	LOC110186218|XP_020810943.1|DSER
OG0002206	LOC4801534|XP_003736536.3|DPSE	LOC110177398|XP_020799762.1|DSER
OG0002207	LOC4801871|XP_033238940.1|DPSE	LOC110186398|XP_020811220.1|DSER
OG0002208	LOC6897140|XP_002137320.2|DPSE	LOC110186565|XP_020811431.1|DSER
OG0002209	LOC4815563|XP_001355390.1|DPSE	LOC110187071|XP_020812120.1|DSER
OG0002210	LOC6897389|XP_003736628.2|DPSE	LOC110188789|XP_020814304.1|DSER
OG0002211	LOC4801272|XP_001358392.2|DPSE	LOC110184099|XP_020808150.1|DSER
OG0002212	LOC4800516|XP_001357781.1|DPSE	LOC110191220|XP_020817646.1|DSER
OG0002213	LOC4802274|XP_001359226.1|DPSE	LOC110191754|XP_020818351.1|DSER
OG0002214	LOC6896974|XP_033232526.1|DPSE	LOC110191194|XP_020817621.1|DSER
OG0002215	LOC6897024|XP_002137209.4|DPSE	LOC110188042|XP_020813245.1|DSER
OG0002216	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE	LOC110179190|XP_020802262.1|DSER
OG0002217	LOC4801361|XP_001358468.2|DPSE	LOC110186143|XP_020810852.1|DSER
OG0002218	LOC4816021|XP_001355279.2|DPSE	LOC110184272|XP_020808396.1|DSER
OG0002219	LOC4801991|XP_001359002.3|DPSE	LOC110184261|XP_020808386.1|DSER
OG0002220	LOC4801992|XP_033233457.1|DPSE	LOC110184900|XP_020809208.1|DSER
OG0002221	LOC4812746|XP_001353124.4|DPSE	LOC110190672|XP_020816936.1|DSER
OG0002222	LOC4805451|XP_001361850.5|DPSE	LOC110189758|XP_020815675.1|DSER
OG0002223	LOC4803802|XP_033234347.1|DPSE	LOC110181613|XP_020805091.1|DSER
OG0002224	LOC4804900|XP_033234157.1|DPSE	LOC110182647|XP_020806377.1|DSER
OG0002225	LOC6899990|XP_002135356.3|DPSE	LOC110189124|XP_020814757.1|DSER
OG0002226	LOC4803424|XP_001360139.1|DPSE	LOC110189733|XP_020815586.1|DSER
OG0002227	LOC4804232|XP_033234573.1|DPSE	LOC110191670|XP_020818238.1|DSER
OG0002228	LOC4803580|XP_001360284.2|DPSE	LOC110191203|XP_020817632.1|DSER
OG0002229	LOC6898965|XP_002138925.3|DPSE	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER
OG0002230	LOC4804755|XP_004444285.2|DPSE	LOC110182221|XP_020805910.1|DSER
OG0002231	LOC4803485|XP_001360203.4|DPSE	LOC110189427|XP_020815149.1|DSER
OG0002232	LOC4805512|XP_001361903.2|DPSE	LOC110179201|XP_020802278.1|DSER
OG0002233	LOC6900478|XP_002134868.3|DPSE	LOC110190548|XP_020816757.1|DSER
OG0002235	LOC4805212|XP_033234659.1|DPSE	LOC110177441|XP_020799831.1|DSER
OG0002236	LOC4804289|XP_001360870.3|DPSE	LOC110191555|XP_020818089.1|DSER
OG0002237	LOC4804305|XP_015039799.2|DPSE	LOC110191666|XP_020818223.1|DSER
OG0002238	LOC4803415|XP_015039068.2|DPSE	LOC110189773|XP_020815653.1|DSER
OG0002239	LOC4803538|XP_001360248.1|DPSE	LOC110182501|XP_020806212.1|DSER
OG0002240	LOC4805227|XP_001361665.2|DPSE	LOC110184537|XP_020808807.1|DSER
OG0002241	LOC4812220|XP_001352612.3|DPSE	LOC110190690|XP_020816961.1|DSER
OG0002242	LOC4813950|XP_001354110.3|DPSE	LOC110190648|XP_020816905.1|DSER
OG0002243	LOC4801861|XP_033241811.1|DPSE	LOC110188200|XP_020813456.1|DSER
OG0002244	LOC4812636|XP_001353026.3|DPSE	LOC110183695|XP_020807693.1|DSER
OG0002245	LOC4811920|XP_001352523.4|DPSE	LOC110189120|XP_020814754.1|DSER
OG0002246	LOC4803416|XP_033234070.1|DPSE	LOC110189649|XP_020815452.1|DSER
OG0002247	LOC26533982|XP_015039134.1|DPSE	LOC110191518|XP_020818045.1|DSER
OG0002248	LOC4812023|XP_001352600.2|DPSE	LOC110183582|XP_020807552.1|DSER
OG0002249	LOC6900883|XP_002135240.1|DPSE	LOC110190717|XP_020816998.1|DSER
OG0002250	LOC4804402|XP_001360971.3|DPSE	LOC110182993|XP_020806844.1|DSER
OG0002251	LOC4804400|XP_001360970.3|DPSE	LOC110182999|XP_020806850.1|DSER
OG0002252	LOC4804414|XP_001360982.4|DPSE	LOC110182980|XP_020806831.1|DSER
OG0002253	LOC4805586|XP_001361967.3|DPSE	LOC110178688|XP_020801553.1|DSER
OG0002254	LOC4800424|XP_033241599.1|DPSE	LOC110190390|XP_020816502.1|DSER
OG0002255	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE	LOC110180132|XP_020803435.1|DSER
OG0002256	LOC4805321|XP_001361740.3|DPSE	LOC110189550|XP_020815339.1|DSER
OG0002257	LOC4804745|XP_001361257.2|DPSE	LOC110179306|XP_020802451.1|DSER
OG0002258	LOC4814040|XP_001354185.2|DPSE	LOC110189313|XP_020815018.1|DSER
OG0002259	LOC117184417|XP_033237535.1|DPSE	LOC110184395|XP_020808566.1|DSER
OG0002260	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE	LOC110179040|XP_020802055.1|DSER
OG0002261	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE	LOC110190148|XP_020816136.1|DSER
OG0002262	LOC6898797|XP_033233521.1|DPSE	LOC110179249|XP_020802370.1|DSER
OG0002263	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE	LOC110190814|XP_020817124.1|DSER
OG0002264	LOC4805450|XP_001361849.2|DPSE	LOC110189684|XP_020815546.1|DSER
OG0002265	LOC4812932|XP_001353784.2|DPSE	LOC110185164|XP_020809528.1|DSER
OG0002266	LOC6901984|XP_033239645.1|DPSE	LOC110189981|XP_020815928.1|DSER
OG0002267	LOC4812185|XP_001352768.3|DPSE	LOC110190496|XP_020816671.1|DSER
OG0002268	LOC4813219|XP_001354081.1|DPSE	LOC110189889|XP_020815798.1|DSER
OG0002269	LOC6899116|XP_002139033.2|DPSE	LOC110178249|XP_020800960.1|DSER
OG0002270	LOC4805354|XP_015040595.2|DPSE	LOC110188922|XP_020814505.1|DSER
OG0002271	LOC4814003|XP_001354157.2|DPSE	LOC110190475|XP_020816644.1|DSER
OG0002272	LOC4813762|XP_001353728.1|DPSE	LOC110177614|XP_020800078.1|DSER
OG0002273	LOC6900496|XP_015042837.2|DPSE	LOC110189870|XP_020815754.1|DSER
OG0002274	LOC4813190|XP_033240151.1|DPSE	LOC110188197|XP_020813454.1|DSER
OG0002275	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE	LOC110190622|XP_020816876.1|DSER
OG0002276	LOC4814086|XP_015042453.2|DPSE	LOC110178725|XP_020801590.1|DSER
OG0002277	LOC4814148|XP_001354236.2|DPSE	LOC110178820|XP_020801745.1|DSER
OG0002278	LOC4812879|XP_001353753.3|DPSE	LOC110176305|XP_020798285.1|DSER
OG0002279	LOC4814189|XP_001354315.1|DPSE	LOC110190592|XP_020816843.1|DSER
OG0002280	LOC6900150|XP_033237540.1|DPSE	LOC110189982|XP_020815929.1|DSER
OG0002281	LOC4812172|XP_001352825.3|DPSE	LOC110183605|XP_020807580.1|DSER
OG0002282	LOC4812505|XP_001352483.2|DPSE	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER
OG0002283	LOC4804467|XP_001361026.3|DPSE	LOC110181107|XP_020804436.1|DSER
OG0002284	LOC4804037|XP_001360665.2|DPSE	LOC110182921|XP_020806744.1|DSER
OG0002285	LOC4814837|XP_001355139.1|DPSE	LOC110183526|XP_020807479.1|DSER
OG0002286	LOC6898207|XP_002138277.3|DPSE	LOC110184063|XP_020808100.1|DSER
OG0002287	LOC4805355|XP_015040597.2|DPSE	LOC110188934|XP_020814531.1|DSER
OG0002288	LOC4813986|XP_033240801.1|DPSE	LOC110190796|XP_020817097.1|DSER
OG0002289	LOC4812738|XP_001353116.2|DPSE	LOC110190026|XP_020815988.1|DSER
OG0002290	LOC4818177|XP_004444598.3|DPSE	LOC110185819|XP_020810483.1|DSER
OG0002291	LOC4804924|XP_001361408.4|DPSE	LOC110180011|XP_020803262.1|DSER
OG0002292	LOC4803417|XP_015039071.1|DPSE	LOC110189226|XP_020814866.1|DSER
OG0002293	LOC4803332|XP_001357513.3|DPSE	LOC110176697|XP_020798831.1|DSER
OG0002294	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE	LOC110186705|XP_020811637.1|DSER
OG0002295	LOC4818003|XP_033235189.1|DPSE	LOC110185581|XP_020810169.1|DSER
OG0002296	LOC4817016|XP_033236783.1|DPSE	LOC110176803|XP_020798898.1|DSER
OG0002297	LOC4803093|XP_033233877.1|DPSE	LOC110188604|XP_020814026.1|DSER
OG0002298	LOC4804311|XP_001360891.1|DPSE	LOC110191563|XP_020818099.1|DSER
OG0002299	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE	LOC110180017|XP_020803274.1|DSER
OG0002300	LOC6902591|XP_015036696.2|DPSE	LOC110182726|XP_020806486.1|DSER
OG0002301	LOC4817935|XP_001357416.4|DPSE	LOC110185085|XP_020809427.1|DSER
OG0002302	LOC4818001|XP_033236505.1|DPSE	LOC110185050|XP_020809374.1|DSER
OG0002303	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE	LOC110183513|XP_020807458.1|DSER
OG0002304	LOC6903466|XP_015035425.2|DPSE	LOC110185705|XP_020810335.1|DSER
OG0002305	LOC4813969|XP_001354127.3|DPSE	LOC110184655|XP_020808914.1|DSER
OG0002306	LOC6902343|XP_002133289.3|DPSE	LOC110183858|XP_020807872.1|DSER
OG0002307	LOC4817520|XP_001356935.3|DPSE	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER
OG0002308	LOC4816964|XP_001356376.3|DPSE	LOC110176800|XP_020798894.1|DSER
OG0002309	LOC4817161|XP_001356818.1|DPSE	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER
OG0002310	LOC4817996|XP_015035580.2|DPSE	LOC110187405|XP_020812452.1|DSER
OG0002311	LOC6902405|XP_015036986.1|DPSE	LOC110181339|XP_020804716.1|DSER
OG0002312	LOC4817953|XP_001357342.4|DPSE	LOC110185696|XP_020810322.1|DSER
OG0002313	LOC4803967|XP_015039514.1|DPSE	LOC110188770|XP_020814303.1|DSER
OG0002314	LOC6898050|XP_002138136.1|DPSE	LOC110190899|XP_020817221.1|DSER
OG0002315	LOC4804144|XP_033233884.1|DPSE	LOC110176323|XP_020798301.1|DSER
OG0002316	LOC4817270|XP_001356777.3|DPSE	LOC110183172|XP_020807023.1|DSER
OG0002317	LOC6900355|XP_015042586.1|DPSE	LOC110176167|XP_020798063.1|DSER
OG0002318	LOC4817648|XP_001357040.2|DPSE	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER
OG0002319	LOC4816342|XP_001356136.2|DPSE	LOC110185890|XP_020810561.1|DSER
OG0002320	LOC4805511|XP_001361902.2|DPSE	LOC110179214|XP_020802307.1|DSER
OG0002321	LOC4803680|XP_033234103.1|DPSE	LOC110189267|XP_020814941.1|DSER
OG0002322	LOC4816583|XP_001356097.4|DPSE	LOC110185978|XP_020810660.1|DSER
OG0002323	LOC4818190|XP_001357501.2|DPSE	LOC110187443|XP_020812491.1|DSER
OG0002324	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER
OG0002325	LOC4813316|XP_015042984.1|DPSE	LOC110178673|XP_020801533.1|DSER
OG0002326	LOC4813019|XP_015042986.2|DPSE	LOC110178674|XP_020801534.1|DSER
OG0002327	LOC4803139|XP_003736916.2|DPSE	LOC110188135|XP_020813382.1|DSER
OG0002328	LOC4816611|XP_015036723.1|DPSE	LOC110181369|XP_020804756.1|DSER
OG0002329	LOC4817602|XP_001357004.1|DPSE	LOC110185810|XP_020810473.1|DSER
OG0002330	LOC4817604|XP_001357006.3|DPSE	LOC110185651|XP_020810267.1|DSER
OG0002331	LOC4814533|XP_001355103.2|DPSE	LOC110179463|XP_020802681.1|DSER
OG0002332	LOC4812068|XP_001352719.3|DPSE	LOC110185290|XP_020809698.1|DSER
OG0002333	LOC6898614|XP_002138619.3|DPSE	LOC110184111|XP_020808163.1|DSER
OG0002334	LOC4818020|XP_001357220.3|DPSE	LOC110183124|XP_020806974.1|DSER
OG0002335	LOC6898566|XP_002138586.3|DPSE	LOC110178264|XP_020800988.1|DSER
OG0002336	LOC4812124|XP_033240410.1|DPSE	LOC110185301|XP_020809711.1|DSER
OG0002337	LOC6898867|XP_033234569.1|DPSE	LOC110177027|XP_020799205.1|DSER
OG0002338	LOC4817780|XP_001357144.3|DPSE	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER
OG0002339	LOC6902511|XP_002133053.3|DPSE	LOC110187208|XP_020812267.1|DSER
OG0002340	LOC4817014|XP_001356841.3|DPSE	LOC110183998|XP_020808014.1|DSER
OG0002341	LOC4804085|XP_001360702.1|DPSE	LOC110178012|XP_020800685.1|DSER
OG0002342	LOC4817341|XP_015035889.1|DPSE	LOC110184862|XP_020809165.1|DSER
OG0002343	LOC4816738|XP_001355956.3|DPSE	LOC110182349|XP_020806048.1|DSER
OG0002344	LOC26533548|XP_033236789.1|DPSE	LOC110182853|XP_020806646.1|DSER
OG0002345	LOC4805000|XP_001361470.2|DPSE	LOC110182890|XP_020806693.1|DSER
OG0002346	LOC4816108|XP_001355782.2|DPSE	LOC110185698|XP_020810325.1|DSER
OG0002347	LOC6898047|XP_002138133.2|DPSE	LOC110177693|XP_020800175.1|DSER
OG0002348	LOC4817306|XP_033235353.1|DPSE	LOC110176849|XP_020798969.1|DSER
OG0002349	LOC4805002|XP_003736961.3|DPSE	LOC110182892|XP_020806701.1|DSER
OG0002350	LOC4805001|XP_033234249.1|DPSE	LOC110184192|XP_020808277.1|DSER
OG0002351	LOC4804275|XP_001360856.3|DPSE	LOC110178229|XP_020800937.1|DSER
OG0002352	LOC4805198|XP_001361643.2|DPSE	LOC110189396|XP_020815110.1|DSER
OG0002353	LOC6903361|XP_002132242.2|DPSE	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER
OG0002354	LOC6902362|XP_002133308.1|DPSE	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER
OG0002355	LOC6902745|XP_002133259.2|DPSE	LOC110176560|XP_020798607.1|DSER
OG0002356	LOC6903123|XP_002132833.3|DPSE, LOC4817496|XP_001356915.2|DPSE	LOC110181173|XP_020804508.1|DSER
OG0002357	LOC4801730|XP_001358773.2|DPSE	LOC110176433|XP_020798441.1|DSER
