Orthogroup	DPSE.longest_only	DHYD.longest_only
OG0000439	LOC4816105|XP_001355808.4|DPSE	LOC111600365|XP_023172210.2|DHYD
OG0000439	LOC4813520|XP_033239763.1|DPSE	LOC111600925|XP_023173057.2|DHYD
OG0000440	LOC4804460|XP_001361019.3|DPSE	LOC111595258|XP_023164672.2|DHYD
OG0000440	LOC4803541|XP_001360251.3|DPSE	LOC111593894|XP_023162730.1|DHYD
OG0000441	LOC4805718|XP_001362073.2|DPSE	LOC111593558|XP_023162182.1|DHYD
OG0000441	LOC117183565|XP_033233708.1|DPSE	LOC111593559|XP_023162183.2|DHYD
OG0000443	LOC4811919|XP_001352800.2|DPSE	LOC111598768|XP_023169950.1|DHYD
OG0000443	LOC4812500|XP_001352801.2|DPSE	LOC111598767|XP_023169949.2|DHYD
OG0000444	LOC4816224|XP_033235691.1|DPSE	LOC111599487|XP_023170922.2|DHYD
OG0000444	LOC4816198|XP_001355816.1|DPSE	LOC111599490|XP_023170924.2|DHYD
OG0000446	LOC26533159|XP_033238493.1|DPSE	LOC115482969|XP_030079380.1|DHYD, LOC111604590|XP_030078624.1|DHYD
OG0000447	LOC4811655|XP_033237395.1|DPSE	LOC111592859|XP_023161072.2|DHYD
OG0000448	LOC4800339|XP_001357574.4|DPSE	LOC111597881|XP_023168576.2|DHYD
OG0000448	LOC6896664|XP_002136879.3|DPSE	LOC111599486|XP_023170921.2|DHYD
OG0000449	LOC4813182|XP_015042858.1|DPSE	LOC111601066|XP_023173257.2|DHYD
OG0000449	LOC6902390|XP_015036959.2|DPSE	LOC111600523|XP_023172428.2|DHYD, LOC111598928|XP_023170171.2|DHYD
OG0000450	LOC6901491|XP_033238347.1|DPSE	LOC111595982|XP_030080038.1|DHYD
OG0000450	LOC4814789|XP_033241509.1|DPSE	LOC111596583|XP_023166624.1|DHYD
OG0000451	LOC4815573|XP_033240197.1|DPSE	LOC111600827|XP_023172938.1|DHYD
OG0000451	LOC4815439|XP_015041153.1|DPSE	LOC111600661|XP_023172700.1|DHYD
OG0000453	LOC4801654|XP_001358707.1|DPSE	LOC111602749|XP_023175769.1|DHYD
OG0000453	LOC6897293|XP_033232328.1|DPSE	LOC111602787|XP_023175828.2|DHYD
OG0000454	LOC4801918|XP_001358936.5|DPSE, LOC4813982|XP_001354138.3|DPSE	LOC111592640|XP_023160753.2|DHYD
OG0000456	LOC6899812|XP_033237282.1|DPSE	LOC111595874|XP_023165565.2|DHYD
OG0000456	LOC4816475|XP_033235273.1|DPSE	LOC111600346|XP_023172181.2|DHYD
OG0000457	LOC6902400|XP_033235312.1|DPSE	LOC111593779|XP_023162564.2|DHYD
OG0000457	LOC6902413|XP_015037006.2|DPSE	LOC111602307|XP_030079070.1|DHYD
OG0000458	LOC4816493|XP_033236608.1|DPSE	LOC111595812|XP_023165471.2|DHYD
OG0000460	LOC6903205|XP_002132905.2|DPSE, LOC6903204|XP_002132904.3|DPSE	LOC111595833|XP_023165509.1|DHYD
OG0000462	LOC4803251|XP_003736931.1|DPSE	LOC111596211|XP_023166092.1|DHYD
OG0000462	LOC4803253|XP_003736932.1|DPSE	LOC111596209|XP_023166090.2|DHYD
OG0000463	LOC4800547|XP_033233048.1|DPSE	LOC111601429|XP_023173773.2|DHYD
OG0000463	LOC6896802|XP_002137006.2|DPSE	LOC111605582|XP_023179954.2|DHYD
OG0000464	LOC6902926|XP_002132652.2|DPSE	LOC111595575|XP_023165142.2|DHYD
OG0000465	LOC6896753|XP_002136960.3|DPSE	LOC111593699|XP_023162412.2|DHYD
OG0000465	LOC4800439|XP_015038727.2|DPSE	LOC111593687|XP_023162351.2|DHYD
OG0000466	LOC4814594|XP_033240458.1|DPSE	LOC111601829|XP_023174424.1|DHYD
OG0000466	LOC117183175|XP_015035633.1|DPSE	LOC111595994|XP_023165759.1|DHYD
OG0000467	LOC4803477|XP_033234756.1|DPSE	LOC111593806|XP_023162599.2|DHYD
OG0000467	LOC4803474|XP_001360192.3|DPSE	LOC111593964|XP_023162823.1|DHYD
OG0000468	LOC4801981|XP_001358993.1|DPSE	LOC111594544|XP_023163664.1|DHYD
OG0000468	LOC4805418|XP_001361821.2|DPSE	LOC111603285|XP_023176571.1|DHYD
OG0000469	LOC6902992|XP_033235476.1|DPSE	LOC111599103|XP_030080377.1|DHYD
OG0000469	LOC6902998|XP_002132720.3|DPSE	LOC111594196|XP_023163161.2|DHYD
OG0000470	LOC4812830|XP_001353507.1|DPSE	LOC111597450|XP_023167940.2|DHYD
OG0000470	LOC4812027|XP_001352999.3|DPSE	LOC111605702|XP_023180148.2|DHYD
OG0000471	LOC4812228|XP_001352754.4|DPSE	LOC111596972|XP_023167216.2|DHYD
OG0000471	LOC4816295|XP_001355971.4|DPSE	LOC111599379|XP_023170781.2|DHYD
OG0000473	LOC4815979|XP_001355633.1|DPSE	LOC111603131|XP_023176373.2|DHYD
OG0000474	LOC4814191|XP_001354334.2|DPSE	LOC111598285|XP_023169235.1|DHYD
OG0000474	LOC6897209|XP_002137381.2|DPSE	LOC111593118|XP_023161487.1|DHYD
OG0000475	LOC6897308|XP_015037357.1|DPSE	LOC111603597|XP_023177023.1|DHYD
OG0000475	LOC4801685|XP_001358734.3|DPSE	LOC111603622|XP_023177060.1|DHYD
OG0000476	LOC4800591|XP_001357837.4|DPSE	LOC111593686|XP_023162350.2|DHYD
OG0000476	LOC4800590|XP_001357836.3|DPSE	LOC111593679|XP_023162339.2|DHYD
OG0000477	LOC4800956|XP_001358136.3|DPSE	LOC111605451|XP_023179735.2|DHYD
OG0000477	LOC4800953|XP_001358135.3|DPSE	LOC111605452|XP_023179737.2|DHYD
OG0000478	LOC4802188|XP_001359156.1|DPSE	LOC111595621|XP_023165200.1|DHYD
OG0000479	LOC4800707|XP_001357932.2|DPSE	LOC111595696|XP_023165309.2|DHYD
OG0000480	LOC4816379|XP_001355994.1|DPSE	LOC111596053|XP_023165869.2|DHYD
OG0000480	LOC4816589|XP_033236296.1|DPSE	LOC111596048|XP_023165854.2|DHYD
OG0000482	LOC4802606|XP_001359495.2|DPSE	LOC111604576|XP_023178447.2|DHYD
OG0000482	LOC4802905|XP_001359731.2|DPSE	LOC111596695|XP_023166779.2|DHYD
OG0000483	LOC6897483|XP_002137632.2|DPSE	LOC111593381|XP_023161868.2|DHYD
OG0000483	LOC6897482|XP_002137631.2|DPSE	LOC111593380|XP_023161867.1|DHYD
OG0000484	LOC4803254|XP_001360026.2|DPSE	LOC111596206|XP_023166087.2|DHYD
OG0000484	LOC4803255|XP_001360027.1|DPSE	LOC111596207|XP_023166088.2|DHYD
OG0000485	LOC4813554|XP_015043370.2|DPSE	LOC111599248|XP_023170617.1|DHYD
OG0000485	LOC4813359|XP_001353982.3|DPSE	LOC111599245|XP_023170613.2|DHYD
OG0000486	LOC4804540|XP_015040001.2|DPSE	LOC111603844|XP_023177385.1|DHYD
OG0000486	LOC6898517|XP_015040000.1|DPSE	LOC111603843|XP_023177381.2|DHYD
OG0000487	LOC4803894|XP_001360539.1|DPSE	LOC111593296|XP_023161744.1|DHYD
OG0000487	LOC4803892|XP_001360538.2|DPSE	LOC111593298|XP_023161748.2|DHYD
OG0000488	LOC4817393|XP_001356448.3|DPSE, LOC4817174|XP_033235628.1|DPSE	LOC111596121|XP_023165958.1|DHYD, LOC111596119|XP_023165956.2|DHYD, LOC111596120|XP_023165957.2|DHYD
OG0000489	LOC6897394|XP_002137546.2|DPSE	LOC111601480|XP_023173837.2|DHYD
OG0000489	LOC6901327|XP_002134028.2|DPSE	LOC111600206|XP_023171991.2|DHYD
OG0000490	LOC6901640|XP_002134309.2|DPSE	LOC111601842|XP_023174444.1|DHYD
OG0000490	LOC6901900|XP_002133435.3|DPSE	LOC111594278|XP_030078911.1|DHYD
OG0000491	LOC6897132|XP_002137312.3|DPSE, LOC4804892|XP_001361380.2|DPSE	LOC111603099|XP_023176331.1|DHYD
OG0000492	LOC4804517|XP_001361068.1|DPSE	LOC111600144|XP_023171889.1|DHYD
OG0000492	LOC4816478|XP_001356185.1|DPSE	LOC111593668|XP_023162325.1|DHYD
OG0000493	LOC6897037|XP_002137222.1|DPSE, LOC4801087|XP_001358245.1|DPSE	LOC115482941|XP_030079169.1|DHYD, LOC111603176|XP_023176429.1|DHYD
OG0000494	LOC4802119|XP_015037624.2|DPSE	LOC111600816|XP_023172885.2|DHYD
OG0000494	LOC4817837|XP_001357351.1|DPSE	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD
OG0000495	LOC4815884|XP_001355565.2|DPSE	LOC111592988|XP_023161258.2|DHYD
OG0000495	LOC4805723|XP_001362078.2|DPSE	LOC111593176|XP_023161550.1|DHYD
OG0000496	LOC4818067|XP_001357224.4|DPSE	LOC111602239|XP_023174993.2|DHYD
OG0000496	LOC4816668|XP_001355896.3|DPSE	LOC111592915|XP_023161134.2|DHYD
OG0000497	LOC4817718|XP_033236995.1|DPSE	LOC111591953|XP_023159655.2|DHYD
OG0000497	LOC4817741|XP_015035668.2|DPSE	LOC111591960|XP_023159668.2|DHYD
OG0000498	LOC4802148|XP_001359125.3|DPSE	LOC111593377|XP_023161864.2|DHYD
OG0000499	LOC4804869|XP_001361358.1|DPSE	LOC111600628|XP_023172599.1|DHYD
OG0000499	LOC4814344|XP_001354466.2|DPSE	LOC111605300|XP_023179522.1|DHYD
OG0000500	LOC6900819|XP_002135178.2|DPSE	LOC111603333|XP_023176637.2|DHYD
OG0000500	LOC4813205|XP_033238702.1|DPSE	LOC111599229|XP_023170595.2|DHYD
OG0000501	LOC4803604|XP_001360299.1|DPSE, LOC6898148|XP_002138226.1|DPSE, LOC6898149|XP_002138227.1|DPSE, LOC4816996|XP_001356361.3|DPSE	LOC111596380|XP_023166354.2|DHYD
OG0000502	LOC4805538|XP_001361925.2|DPSE	LOC111597052|XP_023167338.1|DHYD
OG0000503	LOC4803733|XP_001360402.4|DPSE, LOC6898206|XP_002138275.3|DPSE, LOC4803732|XP_033235094.1|DPSE, LOC6898205|XP_033235093.1|DPSE	LOC111593060|XP_023161406.2|DHYD
OG0000504	LOC4812375|XP_001352827.2|DPSE	LOC111605654|XP_023180083.2|DHYD
OG0000505	LOC4814983|XP_033237360.1|DPSE	LOC111601616|XP_023174050.2|DHYD
OG0000505	LOC6901282|XP_002133983.3|DPSE	LOC111601617|XP_030079936.1|DHYD
OG0000506	LOC4802115|XP_001359096.4|DPSE	LOC111601344|XP_023173644.2|DHYD
OG0000507	LOC4814804|XP_001354869.1|DPSE	LOC111593499|XP_030079940.1|DHYD
OG0000507	LOC4814494|XP_001354870.1|DPSE	LOC111593500|XP_023162035.1|DHYD
OG0000508	LOC4814140|XP_033239943.1|DPSE	LOC111596887|XP_023167105.2|DHYD
OG0000509	LOC6898238|XP_002138304.2|DPSE	LOC111596627|XP_030081319.1|DHYD
OG0000509	LOC4803793|XP_033233214.1|DPSE	LOC111594118|XP_023163046.1|DHYD
OG0000510	LOC4805292|XP_001361714.2|DPSE	LOC111592519|XP_023160538.2|DHYD
OG0000511	LOC4817417|XP_001356535.3|DPSE	LOC111602504|XP_023175347.2|DHYD
OG0000511	LOC6902879|XP_033235822.1|DPSE	LOC111602452|XP_023175279.2|DHYD
OG0000512	LOC4812141|XP_033241147.1|DPSE	LOC111602494|XP_023175331.2|DHYD
OG0000513	LOC4803429|XP_001360144.1|DPSE	LOC111597638|XP_023168211.2|DHYD
OG0000513	LOC4817864|XP_001357241.2|DPSE	LOC111598968|XP_023170230.2|DHYD
OG0000514	LOC4816915|XP_001356561.3|DPSE	LOC111595808|XP_023165467.2|DHYD
OG0000514	LOC4816891|XP_033235890.1|DPSE	LOC111595862|XP_030079227.1|DHYD
OG0000515	LOC4811700|XP_001352282.1|DPSE	LOC111597674|XP_023168272.1|DHYD
OG0000515	LOC4812992|XP_001353265.3|DPSE	LOC111595057|XP_023164379.1|DHYD
OG0000516	LOC4815755|XP_001355513.3|DPSE	LOC111602030|XP_030079551.1|DHYD
OG0000516	LOC4815593|XP_001355512.4|DPSE	LOC111602063|XP_023174745.2|DHYD
OG0000517	LOC4812631|XP_001353025.3|DPSE	LOC111598097|XP_023168915.1|DHYD
OG0000518	LOC6900403|XP_002134795.3|DPSE	LOC111592833|XP_023161025.2|DHYD
OG0000521	LOC6901041|XP_002134520.2|DPSE	LOC111595958|XP_030080031.1|DHYD
OG0000521	LOC6901046|XP_002134525.3|DPSE	LOC111596169|XP_030080029.1|DHYD
OG0000522	LOC6902581|XP_002133109.2|DPSE	LOC111602233|XP_023174988.2|DHYD
OG0000522	LOC4815112|XP_001355111.1|DPSE	LOC111598827|XP_023170027.2|DHYD
OG0000523	LOC6904085|XP_002136435.2|DPSE	LOC111600814|XP_023172881.1|DHYD
OG0000523	LOC6901076|XP_015042262.1|DPSE	LOC111594079|XP_023162989.1|DHYD
OG0000524	LOC4800939|XP_001358125.3|DPSE, LOC4801022|XP_015038701.2|DPSE	LOC111601791|XP_023174330.2|DHYD
OG0000525	LOC4805177|XP_001361624.2|DPSE, LOC5495504|XP_001361623.2|DPSE	LOC111602095|XP_023174797.2|DHYD
OG0000526	LOC4818140|XP_001357255.2|DPSE	LOC111594352|XP_023163380.2|DHYD
OG0000526	LOC4804497|XP_001361053.1|DPSE	LOC111593598|XP_023162226.1|DHYD
OG0000527	LOC4817240|XP_001356485.3|DPSE	LOC111602174|XP_023174903.1|DHYD
OG0000527	LOC4816819|XP_015035861.2|DPSE	LOC111602152|XP_023174872.2|DHYD
OG0000528	LOC6903017|XP_002132739.2|DPSE	LOC111596125|XP_023165963.2|DHYD
OG0000529	LOC6902524|XP_002133066.2|DPSE	LOC111599312|XP_023170690.2|DHYD
OG0000530	LOC4812787|XP_001354024.4|DPSE	LOC111603062|XP_023176287.1|DHYD
OG0000531	LOC4817140|XP_001356655.1|DPSE	LOC111600560|XP_023172479.1|DHYD
OG0000532	LOC4803054|XP_001359855.3|DPSE	LOC111601426|XP_023173770.2|DHYD
OG0000532	LOC4803053|XP_001359854.2|DPSE	LOC111601494|XP_023173849.1|DHYD
OG0000533	LOC6902320|XP_002133847.3|DPSE	LOC111598396|XP_023169390.1|DHYD
OG0000533	LOC4802027|XP_001359027.3|DPSE	LOC111604888|XP_023178896.1|DHYD
OG0000534	LOC6901710|XP_033239959.1|DPSE	LOC111597222|XP_030080076.1|DHYD
OG0000534	LOC4818103|XP_001357365.4|DPSE	LOC111603140|XP_023176383.2|DHYD, LOC111601121|XP_023173344.2|DHYD
OG0000535	LOC6898885|XP_002138856.1|DPSE	LOC111599263|XP_023170633.1|DHYD
OG0000535	LOC6898130|XP_002138209.2|DPSE	LOC111595592|XP_023165170.1|DHYD
OG0000536	LOC4813683|XP_033238862.1|DPSE	LOC111593083|XP_023161441.2|DHYD, LOC111593098|XP_023161464.2|DHYD
OG0000537	LOC6898108|XP_033234955.1|DPSE, LOC6898109|XP_033234956.1|DPSE	LOC111593799|XP_023162588.2|DHYD
OG0000538	LOC6898331|XP_002138386.1|DPSE	LOC111604354|XP_023178187.1|DHYD
OG0000538	LOC4805047|XP_001361512.1|DPSE	LOC111598006|XP_023168766.1|DHYD
OG0000539	LOC4802207|XP_001359174.1|DPSE	LOC111595172|XP_023164520.1|DHYD
OG0000539	LOC4802210|XP_001359178.1|DPSE	LOC111595165|XP_023164513.1|DHYD
OG0000540	LOC4817460|XP_001356846.4|DPSE	LOC111596102|XP_023165932.1|DHYD
OG0000541	LOC4804799|XP_001361304.1|DPSE	LOC111597696|XP_023168300.1|DHYD
OG0000542	LOC4803049|XP_001359850.3|DPSE	LOC111604801|XP_023178789.2|DHYD
OG0000542	LOC6899378|XP_002136151.2|DPSE	LOC111593703|XP_023162419.1|DHYD
OG0000543	LOC6896745|XP_002136952.1|DPSE	LOC111594828|XP_023164060.1|DHYD
OG0000543	LOC4804019|XP_001360649.4|DPSE	LOC111595610|XP_023165184.2|DHYD
OG0000544	LOC4812104|XP_001352839.3|DPSE	LOC111601045|XP_023173227.1|DHYD
OG0000544	LOC4802993|XP_033232452.1|DPSE	LOC111595332|XP_023164764.1|DHYD
OG0000545	LOC4801212|XP_001358338.4|DPSE	LOC111601520|XP_023173894.2|DHYD
OG0000545	LOC6897107|XP_002137291.1|DPSE	LOC111601443|XP_030078652.1|DHYD
OG0000546	LOC4802856|XP_033240635.1|DPSE, LOC6897824|XP_002137929.2|DPSE	LOC111603558|XP_023176966.2|DHYD
OG0000546	LOC4814743|XP_001354896.1|DPSE	LOC111596748|XP_023166847.1|DHYD
OG0000547	LOC4815193|XP_001354693.1|DPSE	LOC111597263|XP_023167642.1|DHYD
OG0000548	LOC4813681|XP_001354072.2|DPSE	LOC111594371|XP_023163404.2|DHYD
OG0000548	LOC6900873|XP_002135230.3|DPSE	LOC111594370|XP_023163403.2|DHYD
OG0000549	LOC4804535|XP_001361083.2|DPSE	LOC111593805|XP_023162598.1|DHYD
OG0000550	LOC4812471|XP_001352502.2|DPSE	LOC111601730|XP_023174224.2|DHYD
OG0000550	LOC26533319|XP_015043637.1|DPSE	LOC111596321|XP_023166255.1|DHYD
OG0000551	LOC6901104|XP_033240465.1|DPSE	LOC111598806|XP_030081348.1|DHYD
OG0000552	LOC4800417|XP_001357696.3|DPSE	LOC111594479|XP_023163552.2|DHYD, LOC111594594|XP_023163725.2|DHYD
OG0000552	LOC4800418|XP_001357697.5|DPSE	LOC111594576|XP_023163702.2|DHYD
OG0000553	LOC4817137|XP_001356356.2|DPSE	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD
OG0000554	LOC4800560|XP_001357815.3|DPSE	LOC111605581|XP_023179953.2|DHYD
OG0000554	LOC5495514|XP_001357816.2|DPSE	LOC111594453|XP_023163515.2|DHYD
OG0000555	LOC6900978|XP_002134675.1|DPSE, LOC6900977|XP_002134674.1|DPSE	LOC111601060|XP_023173247.1|DHYD
OG0000555	LOC4812517|XP_001352676.2|DPSE	LOC111604484|XP_023178339.1|DHYD
OG0000556	LOC6901207|XP_002133908.3|DPSE	LOC111598310|XP_023169272.1|DHYD
OG0000556	LOC6897561|XP_002137706.1|DPSE	LOC111603437|XP_023176789.1|DHYD
OG0000557	LOC4802608|XP_001359497.3|DPSE	LOC111604581|XP_023178452.2|DHYD
OG0000557	LOC4802609|XP_001359498.4|DPSE	LOC111604564|XP_023178431.2|DHYD
OG0000558	LOC4802332|XP_001359270.2|DPSE	LOC111603017|XP_023176204.1|DHYD
OG0000558	LOC6901821|XP_033239197.1|DPSE, LOC6901823|XP_033239198.1|DPSE	LOC111598667|XP_023169787.2|DHYD
OG0000559	LOC4801045|XP_001358209.4|DPSE	LOC111601778|XP_023174299.2|DHYD
OG0000559	LOC4812750|XP_001353161.2|DPSE	LOC111595083|XP_023164406.2|DHYD
OG0000560	LOC4803500|XP_001360215.1|DPSE	LOC111597007|XP_023167279.1|DHYD
OG0000560	LOC4803499|XP_001360214.2|DPSE	LOC111597006|XP_023167278.1|DHYD
OG0000561	LOC4813498|XP_001353394.3|DPSE	LOC111598714|XP_023169871.2|DHYD
OG0000561	LOC6900472|XP_002134862.2|DPSE	LOC111598750|XP_023169918.2|DHYD
OG0000562	LOC4813232|XP_033237684.1|DPSE	LOC111593112|XP_023161480.2|DHYD
OG0000562	LOC4813279|XP_001353925.4|DPSE	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD
OG0000563	LOC6900525|XP_002134912.2|DPSE	LOC111597261|XP_023167639.2|DHYD
OG0000563	LOC4813702|XP_001353495.3|DPSE	LOC111597229|XP_023167590.2|DHYD
OG0000564	LOC4813122|XP_001354077.2|DPSE	LOC111601717|XP_023174206.1|DHYD
OG0000564	LOC4813643|XP_001354078.2|DPSE, LOC6900876|XP_002135233.1|DPSE	LOC111601679|XP_023174146.1|DHYD
OG0000566	LOC6897427|XP_002137578.1|DPSE	LOC111602385|XP_023175176.1|DHYD
OG0000566	LOC6900916|XP_002134708.2|DPSE	LOC111604753|XP_023178707.1|DHYD
OG0000567	LOC5614322|XP_001354847.1|DPSE	LOC111597252|XP_023167623.1|DHYD
OG0000567	LOC4814933|XP_001354848.1|DPSE	LOC111597331|XP_023167742.2|DHYD
OG0000568	LOC6902237|XP_033239367.1|DPSE	LOC111598233|XP_023169167.2|DHYD
OG0000568	LOC4802742|XP_001359605.4|DPSE	LOC111601981|XP_023174631.2|DHYD
OG0000569	LOC4801511|XP_001358590.1|DPSE	LOC111602724|XP_023175738.1|DHYD
OG0000569	LOC13036368|XP_033240924.1|DPSE	LOC111600813|XP_023172874.1|DHYD
OG0000570	LOC4801716|XP_001358761.2|DPSE	LOC111596953|XP_023167181.2|DHYD
OG0000570	LOC4801717|XP_001358762.3|DPSE	LOC111596961|XP_023167195.2|DHYD
OG0000571	LOC13036342|XP_033241136.1|DPSE	LOC111594258|XP_023163247.2|DHYD
OG0000571	LOC6897042|XP_015038775.1|DPSE	LOC111594260|XP_030078679.1|DHYD
OG0000572	LOC6897189|XP_002137369.3|DPSE	LOC111596609|XP_023166661.1|DHYD
OG0000572	LOC4801423|XP_001358519.4|DPSE	LOC111596591|XP_023166642.1|DHYD
OG0000573	LOC4813694|XP_015043436.2|DPSE	LOC111597783|XP_023168417.2|DHYD
OG0000573	LOC4804525|XP_001361074.2|DPSE	LOC111599905|XP_023171495.1|DHYD
OG0000574	LOC6900151|XP_002135490.1|DPSE	LOC111597298|XP_023167689.2|DHYD
OG0000574	LOC4803062|XP_001359863.3|DPSE	LOC111601545|XP_023173949.1|DHYD
OG0000575	LOC4813214|XP_001353412.3|DPSE	LOC111595126|XP_023164466.2|DHYD
OG0000575	LOC4813906|XP_001353411.4|DPSE	LOC111595051|XP_023164346.2|DHYD
OG0000576	LOC4802933|XP_001359748.5|DPSE	LOC111603412|XP_023176762.2|DHYD
OG0000577	LOC6902956|XP_033235893.1|DPSE	LOC111605564|XP_023179904.1|DHYD
OG0000577	LOC4817196|XP_001356666.2|DPSE	LOC111605561|XP_023179902.1|DHYD
OG0000578	LOC4816432|XP_001356044.4|DPSE	LOC111601242|XP_023173511.2|DHYD
OG0000578	LOC6898159|XP_015039207.2|DPSE	LOC111599661|XP_023171129.2|DHYD
OG0000579	LOC4801638|XP_001358693.1|DPSE	LOC111593268|XP_023161705.1|DHYD
OG0000579	LOC4813308|XP_001353500.1|DPSE	LOC111597243|XP_023167607.1|DHYD
OG0000580	LOC4803110|XP_015038295.1|DPSE	LOC111603021|XP_023176219.2|DHYD
OG0000580	LOC4803111|XP_033232517.1|DPSE	LOC111602980|XP_023176142.2|DHYD
OG0000581	LOC4803297|XP_015038440.1|DPSE	LOC111596434|XP_023166418.2|DHYD
OG0000581	LOC4814892|XP_033241443.1|DPSE	LOC111594057|XP_023162943.1|DHYD
OG0000582	LOC4803660|XP_001360343.1|DPSE	LOC111595070|XP_023164398.1|DHYD
OG0000583	LOC26534038|XP_015039506.1|DPSE	LOC111593932|XP_023162778.1|DHYD
OG0000583	LOC4804492|XP_033233386.1|DPSE	LOC111603806|XP_023177325.1|DHYD
OG0000584	LOC4816110|XP_001355835.2|DPSE	LOC111593777|XP_023162563.1|DHYD
OG0000584	LOC6898271|XP_033234614.1|DPSE, LOC6902399|XP_002133334.2|DPSE	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD
OG0000585	LOC4814141|XP_001354201.2|DPSE, LOC26533186|XP_015042409.1|DPSE	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD
OG0000586	LOC6898765|XP_002138743.2|DPSE	LOC111597975|XP_023168718.2|DHYD
OG0000589	LOC4815360|XP_001354625.3|DPSE	LOC111592357|XP_030080157.1|DHYD
OG0000590	LOC4801237|XP_001358360.1|DPSE	LOC111595919|XP_023165638.1|DHYD
OG0000590	LOC4814484|XP_001355168.1|DPSE	LOC111605431|XP_023179712.1|DHYD
OG0000592	LOC4803632|XP_001360320.1|DPSE	LOC111593899|XP_023162736.2|DHYD
OG0000592	LOC4803883|XP_001360531.2|DPSE	LOC111600679|XP_023172697.2|DHYD
OG0000593	LOC4811676|XP_001352261.1|DPSE	LOC111595398|XP_023164873.1|DHYD
OG0000594	LOC4801166|XP_001358300.1|DPSE	LOC111594451|XP_023163512.1|DHYD
OG0000594	LOC4802611|XP_001359500.4|DPSE	LOC111604560|XP_023178428.1|DHYD
OG0000595	LOC6897421|XP_033235936.1|DPSE	LOC111605572|XP_023179922.1|DHYD
OG0000595	LOC6896845|XP_015038810.2|DPSE	LOC111598220|XP_023169146.1|DHYD
OG0000596	LOC6902113|XP_002133644.2|DPSE	LOC111601915|XP_023174530.2|DHYD
OG0000596	LOC4803225|XP_001360001.3|DPSE, LOC117183962|XP_033235598.1|DPSE	LOC111601319|XP_023173617.2|DHYD
OG0000597	LOC6896884|XP_002137074.3|DPSE	LOC111596407|XP_023166384.2|DHYD
OG0000598	LOC6897185|XP_002137365.2|DPSE	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD
OG0000599	LOC4813096|XP_001353665.2|DPSE	LOC111597568|XP_023168134.2|DHYD
OG0000599	LOC4813310|XP_033241091.1|DPSE	LOC111597569|XP_023168135.2|DHYD
OG0000600	LOC6898338|XP_015039563.2|DPSE	LOC111595722|XP_023165340.1|DHYD
OG0000600	LOC26532284|XP_015039562.1|DPSE	LOC111595725|XP_023165344.1|DHYD
OG0000601	LOC4817900|XP_001357390.2|DPSE	LOC111593157|XP_023161528.2|DHYD
OG0000601	LOC6902759|XP_033236894.1|DPSE	LOC111593163|XP_023161533.1|DHYD
OG0000602	LOC4816513|XP_001356129.2|DPSE	LOC111603941|XP_023177537.2|DHYD
OG0000602	LOC4816712|XP_001356131.2|DPSE	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD
OG0000603	LOC6902923|XP_033235662.1|DPSE, LOC4817241|XP_001356615.4|DPSE	LOC111601936|XP_023174558.2|DHYD
OG0000604	LOC6902540|XP_002133081.2|DPSE	LOC111603542|XP_023176944.1|DHYD
OG0000604	LOC4816552|XP_001356001.1|DPSE	LOC111596067|XP_023165885.1|DHYD
OG0000605	LOC4818195|XP_001357506.3|DPSE	LOC111601154|XP_023173401.2|DHYD
OG0000606	LOC117185018|XP_033240344.1|DPSE	LOC111603499|XP_023176873.2|DHYD
OG0000607	LOC4802096|XP_001359081.3|DPSE	LOC111596833|XP_023166979.1|DHYD
OG0000607	LOC4803193|XP_001359976.3|DPSE	LOC111595484|XP_023165048.1|DHYD
OG0000608	LOC4802179|XP_001359148.2|DPSE	LOC111600241|XP_023172044.1|DHYD
OG0000608	LOC4802184|XP_033233462.1|DPSE	LOC111600252|XP_023172065.1|DHYD
OG0000609	LOC6901587|XP_033239096.1|DPSE	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD, LOC111601816|XP_023174405.2|DHYD
OG0000610	LOC4813783|XP_001353483.3|DPSE	LOC111592275|XP_023160142.1|DHYD
OG0000610	LOC4805242|XP_001361675.1|DPSE	LOC111601249|XP_023173516.1|DHYD
OG0000611	LOC6898992|XP_004444534.3|DPSE	LOC111600146|XP_023171891.1|DHYD
OG0000611	LOC6898249|XP_002138315.3|DPSE	LOC111594124|XP_023163051.2|DHYD
OG0000612	LOC6900824|XP_033237968.1|DPSE, LOC6900822|XP_002135181.2|DPSE	LOC111603340|XP_030079167.1|DHYD
OG0000614	LOC4811663|XP_033239428.1|DPSE	LOC111593076|XP_023161423.2|DHYD
OG0000615	LOC4811656|XP_001352247.4|DPSE	LOC111603150|XP_023176394.1|DHYD
OG0000615	LOC4801510|XP_001358589.2|DPSE	LOC111602718|XP_023175732.2|DHYD
