Orthogroup	DPSE.longest_only	DBUS.longest_only
OG0000718	LOC6899823|XP_033237105.1|DPSE	LOC108607332|XP_017853492.1|DBUS
OG0000719	LOC4813372|XP_001353881.3|DPSE	LOC108601032|XP_017844399.1|DBUS
OG0000719	LOC4813861|XP_001353767.3|DPSE	LOC108598084|XP_017840186.1|DBUS
OG0000720	LOC4801101|XP_001358250.4|DPSE	LOC108602762|XP_017846424.1|DBUS
OG0000721	LOC6903338|XP_002132219.3|DPSE	LOC108600136|XP_017843057.1|DBUS
OG0000721	LOC4817906|XP_001357208.1|DPSE	LOC108599928|XP_017842675.2|DBUS, LOC108600057|XP_017842933.2|DBUS
OG0000723	LOC4804045|XP_001360670.2|DPSE, LOC117183714|XP_033234486.1|DPSE	LOC108596006|XP_017836780.1|DBUS, LOC108595970|XP_017836746.1|DBUS, LOC108595786|XP_017836567.1|DBUS
OG0000724	LOC4815738|XP_001355733.1|DPSE	LOC108606112|XP_017851454.1|DBUS
OG0000724	LOC6897158|XP_002137338.2|DPSE	LOC108603965|XP_017848655.1|DBUS
OG0000726	LOC5384072|XP_015037825.2|DPSE	LOC108604848|XP_033150559.1|DBUS
OG0000726	LOC4802469|XP_001359384.2|DPSE	LOC108604703|XP_017849752.1|DBUS
OG0000727	LOC4803259|XP_003736934.2|DPSE	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS
OG0000728	LOC117184825|XP_033239675.1|DPSE	LOC108606091|XP_017851425.1|DBUS
OG0000728	LOC4800605|XP_001357850.1|DPSE	LOC108603174|XP_017847221.1|DBUS
OG0000729	LOC6897081|XP_002137265.3|DPSE	LOC108601413|XP_017844801.1|DBUS
OG0000729	LOC6897080|XP_002137264.3|DPSE	LOC108604192|XP_017849033.1|DBUS
OG0000730	LOC6902988|XP_002132710.1|DPSE	LOC108599332|XP_017841625.1|DBUS
OG0000730	LOC4817528|XP_033237008.1|DPSE	LOC108608005|XP_017854657.1|DBUS
OG0000731	LOC4812565|XP_001352646.1|DPSE	LOC108598000|XP_017840105.1|DBUS
OG0000731	LOC4804866|XP_015040239.2|DPSE	LOC108594856|XP_017835482.1|DBUS
OG0000732	LOC4812315|XP_001352812.2|DPSE	LOC108601070|XP_017844453.1|DBUS
OG0000732	LOC4812362|XP_001352813.2|DPSE	LOC108598913|XP_017841165.1|DBUS
OG0000733	LOC4800460|XP_001357732.2|DPSE	LOC108602357|XP_017845946.1|DBUS
OG0000733	LOC4813477|XP_001353757.2|DPSE	LOC108600294|XP_017843264.1|DBUS
OG0000734	LOC4815298|XP_001354746.3|DPSE	LOC108606261|XP_017851712.1|DBUS
OG0000734	LOC4813727|XP_015043002.2|DPSE	LOC108600322|XP_017843313.1|DBUS
OG0000735	LOC4815916|XP_001355410.2|DPSE	LOC108605681|XP_017850961.1|DBUS
OG0000735	LOC4817101|XP_001356371.1|DPSE	LOC108598620|XP_017840811.1|DBUS
OG0000736	LOC4817023|XP_001356822.3|DPSE	LOC108608002|XP_033150560.1|DBUS
OG0000736	LOC4817018|XP_001356821.4|DPSE	LOC108607797|XP_033150589.1|DBUS
OG0000737	LOC4803419|XP_001360134.3|DPSE	LOC108597745|XP_017839939.1|DBUS
OG0000738	LOC4817094|XP_001356874.2|DPSE	LOC108594304|XP_033150139.1|DBUS
OG0000738	LOC4817878|XP_033236583.1|DPSE	LOC108603854|XP_017848500.1|DBUS
OG0000739	LOC6897582|XP_002137727.1|DPSE	LOC108604641|XP_033149989.1|DBUS
OG0000739	LOC4802391|XP_001359317.1|DPSE	LOC108602057|XP_017845560.1|DBUS
OG0000740	LOC6897823|XP_033232709.1|DPSE	LOC108604435|XP_017849398.1|DBUS
OG0000741	LOC6897027|XP_002137212.2|DPSE, LOC6901688|XP_015042004.2|DPSE	LOC108606904|XP_017852926.1|DBUS
OG0000742	LOC4814807|XP_001355034.3|DPSE	LOC108607177|XP_017853322.1|DBUS
OG0000742	LOC117183163|XP_015041927.2|DPSE	LOC108607136|XP_017853262.1|DBUS
OG0000743	LOC4811961|XP_001352454.3|DPSE	LOC108600090|XP_033149697.1|DBUS
OG0000744	LOC4804887|XP_001361375.2|DPSE	LOC108596536|XP_017837914.1|DBUS, LOC108596482|XP_017837748.1|DBUS
OG0000745	LOC4804404|XP_001360972.2|DPSE	LOC108595681|XP_017836449.1|DBUS
OG0000745	LOC4805326|XP_001361744.3|DPSE	LOC108597017|XP_017838787.1|DBUS
OG0000746	LOC4804030|XP_001360660.2|DPSE	LOC108597153|XP_017839043.1|DBUS
OG0000747	LOC4813078|XP_001353372.2|DPSE	LOC108598784|XP_033149463.1|DBUS
OG0000747	LOC4812999|XP_033239242.1|DPSE	LOC108598982|XP_033149517.1|DBUS
OG0000748	LOC4816567|XP_001355987.2|DPSE	LOC108603014|XP_017846903.2|DBUS
OG0000750	LOC6898061|XP_002138147.2|DPSE, LOC4804274|XP_002138483.3|DPSE	LOC108594805|XP_017835433.1|DBUS
OG0000751	LOC4805220|XP_015040495.1|DPSE	LOC108594757|XP_017835385.1|DBUS, LOC108596179|XP_017837176.1|DBUS
OG0000751	LOC6898819|XP_002138793.2|DPSE	LOC108596177|XP_017837174.1|DBUS
OG0000753	LOC6897834|XP_002137939.2|DPSE	LOC108599193|XP_017841478.1|DBUS
OG0000754	LOC6902251|XP_033238763.1|DPSE	LOC108607139|XP_017853265.1|DBUS
OG0000754	LOC4814462|XP_015042017.1|DPSE	LOC108606967|XP_017853018.1|DBUS
OG0000755	LOC4801275|XP_001358395.2|DPSE	LOC108603743|XP_017848296.1|DBUS
OG0000755	LOC4801274|XP_001358394.2|DPSE	LOC108601391|XP_017844779.1|DBUS
OG0000756	LOC117183267|XP_033232491.1|DPSE	LOC108602601|XP_017846227.1|DBUS
OG0000757	LOC6900076|XP_002135439.1|DPSE	LOC108599063|XP_017841332.1|DBUS
OG0000759	LOC4812789|XP_033240113.1|DPSE	LOC108598516|XP_017840683.1|DBUS
OG0000759	LOC4812972|XP_001354046.2|DPSE	LOC108600790|XP_017844054.2|DBUS
OG0000761	LOC6903895|XP_033235909.1|DPSE	LOC108594312|XP_017834945.1|DBUS
OG0000761	LOC4811704|XP_033235915.1|DPSE	LOC108608239|XP_017855014.1|DBUS
OG0000762	LOC4818096|XP_001357436.2|DPSE	LOC108602368|XP_017839991.1|DBUS
OG0000763	LOC6903591|XP_002132458.2|DPSE	LOC108595940|XP_033149901.1|DBUS
OG0000763	LOC6903590|XP_002132457.2|DPSE	LOC108602226|XP_017845765.1|DBUS
OG0000764	LOC6901417|XP_033238888.1|DPSE	LOC108605383|XP_033150390.1|DBUS
OG0000765	LOC4814050|XP_033240232.1|DPSE	LOC108599274|XP_017841559.1|DBUS
OG0000765	LOC4815805|XP_033238258.1|DPSE	LOC108605509|XP_017850747.1|DBUS
OG0000766	LOC4816211|XP_001355836.3|DPSE	LOC108607586|XP_033150640.1|DBUS
OG0000766	LOC4815108|XP_001354497.2|DPSE	LOC108606619|XP_017852390.1|DBUS
OG0000767	LOC4812556|XP_001352957.2|DPSE	LOC108603448|XP_033150088.1|DBUS, LOC108599723|XP_017842209.1|DBUS
OG0000768	LOC4812761|XP_001353318.5|DPSE	LOC108598553|XP_017840725.1|DBUS
OG0000769	LOC4802416|XP_001359339.3|DPSE	LOC108602143|XP_017845665.1|DBUS
OG0000769	LOC4814425|XP_001354429.1|DPSE	LOC108604998|XP_017850053.1|DBUS
OG0000770	LOC4804084|XP_001360703.3|DPSE	LOC108595522|XP_017836266.1|DBUS
OG0000771	LOC6900624|XP_002134997.1|DPSE	LOC108598894|XP_017841144.1|DBUS
OG0000772	LOC4803562|XP_001360269.4|DPSE, LOC6899115|XP_015040839.2|DPSE	LOC108596327|XP_017837442.1|DBUS
OG0000774	LOC6898450|XP_002138493.2|DPSE	LOC108596726|XP_017838257.1|DBUS
OG0000775	LOC15382885|XP_004444266.1|DPSE	LOC108596595|XP_017838013.1|DBUS
OG0000775	LOC6898691|XP_002138696.2|DPSE, LOC6898409|XP_002138455.2|DPSE	LOC108597074|XP_017838895.1|DBUS
OG0000778	LOC4813730|XP_001353744.3|DPSE	LOC108595294|XP_033149758.1|DBUS
OG0000778	LOC26532957|XP_015044552.2|DPSE	LOC117134680|XP_033149029.1|DBUS
OG0000779	LOC4814340|XP_001354373.2|DPSE	LOC108605163|XP_017850235.1|DBUS
OG0000780	LOC6898688|XP_002138693.1|DPSE, LOC4804889|XP_001361377.2|DPSE	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS
OG0000781	LOC4814288|XP_015042310.1|DPSE	LOC108606777|XP_017852686.1|DBUS
OG0000781	LOC4812191|XP_001352389.3|DPSE	LOC108598664|XP_017840866.1|DBUS
OG0000782	LOC4813689|XP_001353274.3|DPSE	LOC108599254|XP_017841540.2|DBUS
OG0000782	LOC4815690|XP_001355527.1|DPSE	LOC108605397|XP_017850556.1|DBUS
OG0000783	LOC4813728|XP_001353280.4|DPSE	LOC108602146|XP_017845667.1|DBUS
OG0000783	LOC4814835|XP_001354688.1|DPSE	LOC108605216|XP_017850314.1|DBUS
OG0000784	LOC4813299|XP_001353809.2|DPSE	LOC108599076|XP_017841353.1|DBUS
OG0000784	LOC4814923|XP_001354798.3|DPSE	LOC108606990|XP_017853053.1|DBUS
OG0000785	LOC6897271|XP_002137431.2|DPSE, LOC4801173|XP_001358307.3|DPSE	LOC108602404|XP_017846005.1|DBUS
OG0000786	LOC4801538|XP_003736538.1|DPSE	LOC108603078|XP_017847053.1|DBUS
OG0000787	LOC4812103|XP_001352617.1|DPSE	LOC108599738|XP_017842235.2|DBUS
OG0000788	LOC26532348|XP_015036417.2|DPSE, LOC4813004|XP_001353231.1|DPSE, LOC6897384|XP_002137536.2|DPSE	LOC108599944|XP_017842657.1|DBUS
OG0000789	LOC6902584|XP_015036688.2|DPSE	LOC108598935|XP_033150820.1|DBUS
OG0000789	LOC4816757|XP_001356076.4|DPSE	LOC108605911|XP_033150821.1|DBUS
OG0000790	LOC4817800|XP_033236406.1|DPSE	LOC108603631|XP_017848082.2|DBUS
OG0000790	LOC4817753|XP_001357104.3|DPSE	LOC108600703|XP_017843919.2|DBUS
OG0000791	LOC4800487|XP_001357754.3|DPSE	LOC108603674|XP_017848163.1|DBUS
OG0000792	LOC6903194|XP_002132893.3|DPSE	LOC108602758|XP_017846423.1|DBUS
OG0000793	LOC4802908|XP_001359734.3|DPSE, LOC6901468|XP_033240372.1|DPSE, LOC6902194|XP_002133721.1|DPSE	LOC108603824|XP_017848443.1|DBUS
OG0000794	LOC6902183|XP_002133710.1|DPSE	LOC108606255|XP_017851693.1|DBUS
OG0000795	LOC6902160|XP_002133691.1|DPSE	LOC108605524|XP_017850764.1|DBUS
OG0000795	LOC6903723|XP_002136753.1|DPSE	LOC108602324|XP_017845898.1|DBUS
OG0000796	LOC4815737|XP_001355501.1|DPSE	LOC108605214|XP_017850312.1|DBUS
OG0000797	LOC6897748|XP_002137853.1|DPSE	LOC108602984|XP_017846859.1|DBUS
OG0000798	LOC6898470|XP_033235084.1|DPSE	LOC108596632|XP_017838072.1|DBUS, LOC108596631|XP_017838066.1|DBUS
OG0000799	LOC4815860|XP_001355604.2|DPSE	LOC108605153|XP_017850215.1|DBUS
OG0000800	LOC6900961|XP_015042428.1|DPSE, LOC6900963|XP_002134664.2|DPSE	LOC108598952|XP_017841212.1|DBUS, LOC108599083|XP_017841360.1|DBUS, LOC108599173|XP_017841449.1|DBUS
OG0000801	LOC4803699|XP_001360375.1|DPSE	LOC108595331|XP_017836040.1|DBUS
OG0000802	LOC4815185|XP_001355089.2|DPSE	LOC108605914|XP_017851218.1|DBUS
OG0000803	LOC4816580|XP_001356060.2|DPSE	LOC108594237|XP_017834837.1|DBUS
OG0000803	LOC4813637|XP_001353662.3|DPSE	LOC108601161|XP_017844582.1|DBUS
OG0000804	LOC6898182|XP_002138253.2|DPSE	LOC108597699|XP_017839870.1|DBUS
OG0000804	LOC4802286|XP_001359234.3|DPSE	LOC108602373|XP_017845967.1|DBUS, LOC108602321|XP_017845895.1|DBUS
OG0000805	LOC4803338|XP_001360127.3|DPSE	LOC108595071|XP_017835707.1|DBUS
OG0000806	LOC4817638|XP_001357033.4|DPSE	LOC108608335|XP_017855164.1|DBUS
OG0000810	LOC4803475|XP_001360193.1|DPSE	LOC108597383|XP_017839405.1|DBUS
OG0000811	LOC6897783|XP_002137888.2|DPSE	LOC108602356|XP_017845945.1|DBUS
OG0000811	LOC4803800|XP_015039365.2|DPSE	LOC117134683|XP_033149033.1|DBUS, LOC108596242|XP_017837279.1|DBUS
OG0000812	LOC6903619|XP_033238096.1|DPSE	LOC108606922|XP_017852953.1|DBUS
OG0000813	LOC4805193|XP_001361638.1|DPSE	LOC108595242|XP_017835930.1|DBUS
OG0000814	LOC4817490|XP_001356909.3|DPSE	LOC108595202|XP_017835881.1|DBUS
OG0000815	LOC6903573|XP_002132442.2|DPSE	LOC108597314|XP_017839294.1|DBUS
OG0000816	LOC6901195|XP_002133896.1|DPSE	LOC108605477|XP_017850657.1|DBUS
OG0000816	LOC4802958|XP_001359772.1|DPSE	LOC108602728|XP_017846369.1|DBUS
OG0000817	LOC6897494|XP_033232306.1|DPSE	LOC108602336|XP_017845914.1|DBUS
OG0000817	LOC117183231|XP_033232305.1|DPSE	LOC108602694|XP_017846322.1|DBUS
OG0000818	LOC4814728|XP_001354503.2|DPSE	LOC108606224|XP_017851610.1|DBUS
OG0000819	LOC6901808|XP_033240150.1|DPSE	LOC108605390|XP_017850548.1|DBUS
OG0000819	LOC4815052|XP_001355189.3|DPSE	LOC108605739|XP_017851025.1|DBUS
OG0000820	LOC4805315|XP_001361735.1|DPSE	LOC108596157|XP_017837151.1|DBUS
OG0000821	LOC4801421|XP_001358517.3|DPSE	LOC108602502|XP_017846119.1|DBUS
OG0000821	LOC6898210|XP_002138278.2|DPSE	LOC108595485|XP_017836225.2|DBUS
OG0000822	LOC4818026|XP_001357427.3|DPSE	LOC108595580|XP_017836334.2|DBUS
OG0000823	LOC4800879|XP_001358074.3|DPSE	LOC108602561|XP_017846185.1|DBUS
OG0000825	LOC4813492|XP_001353807.1|DPSE	LOC108598285|XP_017840389.1|DBUS, LOC108598286|XP_017840390.1|DBUS
OG0000825	LOC4816329|XP_002133085.2|DPSE	LOC108606356|XP_017851897.1|DBUS
OG0000826	LOC4803924|XP_001360565.4|DPSE	LOC108596300|XP_017837384.1|DBUS
OG0000828	LOC13036525|XP_003736435.1|DPSE, LOC6897100|XP_002137284.3|DPSE	LOC108602542|XP_017846164.1|DBUS
OG0000829	LOC6900582|XP_033237345.1|DPSE	LOC108598205|XP_033149411.1|DBUS
OG0000830	LOC4814884|XP_015041820.1|DPSE	LOC108605498|XP_017850731.1|DBUS
OG0000831	LOC6898899|XP_002138869.1|DPSE	LOC108597507|XP_017839584.1|DBUS
OG0000832	LOC4805476|XP_001361871.2|DPSE	LOC108596836|XP_017838450.1|DBUS
OG0000832	LOC6903386|XP_002132265.2|DPSE	LOC108594886|XP_017835516.2|DBUS
OG0000833	LOC4812349|XP_001352911.3|DPSE	LOC108598071|XP_033149434.1|DBUS
OG0000834	LOC4800284|XP_001357610.3|DPSE	LOC108604298|XP_017849204.1|DBUS
OG0000835	LOC4813207|XP_033238319.1|DPSE	LOC108599933|XP_017842639.1|DBUS
OG0000836	LOC6903394|XP_002132273.3|DPSE, LOC117184006|XP_033235755.1|DPSE	LOC108594389|XP_017835040.2|DBUS
OG0000837	LOC4815279|XP_001355169.1|DPSE	LOC108605540|XP_017850781.1|DBUS
OG0000838	LOC26533009|XP_015036082.1|DPSE	LOC108599700|XP_017842189.1|DBUS
OG0000839	LOC6897436|XP_002137588.1|DPSE	LOC108603192|XP_017847258.1|DBUS
OG0000840	LOC4815162|XP_001355158.2|DPSE	LOC108607242|XP_017853410.1|DBUS
OG0000841	LOC6897787|XP_015038079.2|DPSE	LOC108604566|XP_017849584.1|DBUS
OG0000841	LOC6897790|XP_015038080.2|DPSE	LOC108603701|XP_017848220.1|DBUS
OG0000842	LOC4800531|XP_001357795.1|DPSE	LOC108601962|XP_017845438.1|DBUS
OG0000843	LOC6898118|XP_033233424.1|DPSE	LOC108596754|XP_017838322.1|DBUS
OG0000844	LOC6897844|XP_002137949.1|DPSE	LOC108603130|XP_017847139.1|DBUS
OG0000845	LOC4816019|XP_001355559.3|DPSE, LOC4815653|XP_001355560.3|DPSE	LOC108606705|XP_017852569.1|DBUS
OG0000846	LOC6896778|XP_015038816.2|DPSE	LOC108602823|XP_017846546.1|DBUS
OG0000847	LOC4805187|XP_001361634.2|DPSE, LOC4805434|XP_001361835.3|DPSE	LOC108594647|XP_033149228.1|DBUS, LOC108595338|XP_017836048.1|DBUS
OG0000848	LOC4817394|XP_001356632.3|DPSE	LOC108606251|XP_017851691.1|DBUS
OG0000849	LOC4816992|XP_001356503.3|DPSE	LOC108594539|XP_017835231.1|DBUS
OG0000849	LOC6903173|XP_002132873.2|DPSE	LOC108594537|XP_017835229.1|DBUS
OG0000850	LOC4803846|XP_001360499.4|DPSE	LOC108596126|XP_017837078.1|DBUS
OG0000850	LOC4803845|XP_001360498.2|DPSE	LOC108596125|XP_017837075.1|DBUS
OG0000851	LOC26533472|XP_015035091.1|DPSE	LOC108595852|XP_017836632.1|DBUS
OG0000851	LOC6903890|XP_015035089.2|DPSE, LOC6903889|XP_002136635.2|DPSE, LOC117183577|XP_033233795.1|DPSE, LOC26534043|XP_015035093.2|DPSE	LOC108595748|XP_017836526.1|DBUS, LOC108594874|XP_017835501.1|DBUS
OG0000852	LOC26533166|XP_033234705.1|DPSE	LOC108596847|XP_017838465.1|DBUS
OG0000852	LOC6898227|XP_002138293.2|DPSE	LOC108596846|XP_017838464.1|DBUS
OG0000854	LOC6901946|XP_002133480.1|DPSE	LOC108606336|XP_017851852.1|DBUS
OG0000854	LOC4815859|XP_001355326.4|DPSE	LOC108606335|XP_017851851.1|DBUS
OG0000855	LOC4815564|XP_001355426.1|DPSE	LOC108606294|XP_017851769.1|DBUS
OG0000856	LOC4813957|XP_001354116.1|DPSE	LOC108600324|XP_033149274.1|DBUS
OG0000857	LOC4814313|XP_001354424.3|DPSE	LOC108606923|XP_017852960.1|DBUS
OG0000858	LOC6897182|XP_002137362.2|DPSE	LOC108601846|XP_017845282.1|DBUS
OG0000860	LOC4811876|XP_001352735.4|DPSE	LOC108599908|XP_033149708.1|DBUS
OG0000861	LOC4804536|XP_001361084.3|DPSE	LOC108595858|XP_017836636.2|DBUS, LOC108594822|XP_017835448.1|DBUS
OG0000862	LOC4805519|XP_001361909.1|DPSE, LOC4817922|XP_001357223.4|DPSE	LOC108596345|XP_017837489.1|DBUS
OG0000863	LOC4801683|XP_001358733.4|DPSE	LOC108601752|XP_017845165.1|DBUS
OG0000864	LOC4814266|XP_033238543.1|DPSE	LOC108607203|XP_017853356.1|DBUS
OG0000865	LOC4802696|XP_001359563.2|DPSE	LOC108604735|XP_017849806.1|DBUS
OG0000866	LOC4817616|XP_015036376.2|DPSE, LOC117184191|XP_033236621.1|DPSE	LOC108608539|XP_017855444.1|DBUS
OG0000867	LOC117183914|XP_033235284.1|DPSE	LOC108599879|XP_017842546.1|DBUS
OG0000868	LOC6901312|XP_002134013.2|DPSE, LOC6902833|XP_033236380.1|DPSE, LOC6902925|XP_002132651.2|DPSE, LOC6896871|XP_002137061.2|DPSE, LOC4814476|XP_001354562.1|DPSE	LOC108605479|XP_017850660.1|DBUS
OG0000869	LOC4802931|XP_001359747.1|DPSE	LOC108604547|XP_017849560.1|DBUS
OG0000870	LOC4803520|XP_001360233.3|DPSE	LOC108594947|XP_017835570.1|DBUS
OG0000871	LOC4805144|XP_001361596.1|DPSE	LOC108597673|XP_017839835.1|DBUS
OG0000872	LOC4804308|XP_001360888.3|DPSE	LOC117135020|XP_033150710.1|DBUS
OG0000873	LOC4811904|XP_001352890.4|DPSE	LOC108600372|XP_017843398.2|DBUS
OG0000874	LOC4816047|XP_001355640.3|DPSE	LOC108605790|XP_017851082.1|DBUS
OG0000874	LOC4805685|XP_004444578.1|DPSE	LOC108597521|XP_017839603.1|DBUS
OG0000875	LOC6897004|XP_002137189.2|DPSE	LOC108601430|XP_017844817.1|DBUS, LOC108605091|XP_033150417.1|DBUS, LOC108605090|XP_017850145.1|DBUS
OG0000875	LOC6903678|XP_002136794.1|DPSE	LOC108599113|XP_017841362.1|DBUS
OG0000877	LOC6900269|XP_002135597.2|DPSE	LOC108601144|XP_017844561.1|DBUS
OG0000877	LOC4815240|XP_001354780.2|DPSE	LOC108605956|XP_017851265.1|DBUS
OG0000878	LOC4803713|XP_001360387.3|DPSE	LOC108597569|XP_017839669.1|DBUS
OG0000879	LOC6898034|XP_002138123.2|DPSE	LOC108595727|XP_017836498.1|DBUS
OG0000880	LOC6901830|XP_002133853.1|DPSE	LOC108605972|XP_017851283.1|DBUS
OG0000880	LOC4813609|XP_001353769.3|DPSE	LOC108601299|XP_017844688.1|DBUS
OG0000881	LOC4813400|XP_001353216.2|DPSE	LOC108600421|XP_017843344.1|DBUS
OG0000882	LOC6902198|XP_002133725.2|DPSE	LOC108606798|XP_017852748.1|DBUS
OG0000883	LOC4814732|XP_001354820.2|DPSE	LOC108605814|XP_017851109.1|DBUS
OG0000884	LOC6901339|XP_002134040.1|DPSE	LOC108605122|XP_017850173.1|DBUS
OG0000885	LOC4801836|XP_015037411.2|DPSE	LOC108601771|XP_017845185.1|DBUS
OG0000886	LOC4801436|XP_001358531.1|DPSE	LOC108603290|XP_017847448.1|DBUS, LOC108603288|XP_017847447.1|DBUS
OG0000887	LOC4814589|XP_015041466.2|DPSE	LOC108605045|XP_033150279.1|DBUS
OG0000888	LOC4812442|XP_033239534.1|DPSE, LOC26533675|XP_015043625.2|DPSE, LOC4812112|XP_015043626.2|DPSE	LOC108600263|XP_017843198.1|DBUS
OG0000889	LOC4812587|XP_033237575.1|DPSE	LOC108600744|XP_017843978.2|DBUS
OG0000890	LOC4803852|XP_001360503.4|DPSE	LOC108596525|XP_017837901.1|DBUS
OG0000891	LOC4817802|XP_001357160.2|DPSE	LOC108594287|XP_017834917.1|DBUS
OG0000892	LOC4812334|XP_015044066.2|DPSE	LOC108600066|XP_017842906.1|DBUS
OG0000893	LOC4802952|XP_001359765.4|DPSE	LOC108601243|XP_033150118.1|DBUS
OG0000894	LOC6897541|XP_002137687.3|DPSE, LOC13036451|XP_003736704.3|DPSE	LOC108602541|XP_017846163.1|DBUS
OG0000894	LOC4803288|XP_001360053.2|DPSE	LOC108601666|XP_017845056.1|DBUS
OG0000895	LOC6898252|XP_002138318.2|DPSE, LOC4803811|XP_001360469.3|DPSE	LOC108597263|XP_017839209.1|DBUS, LOC108597264|XP_017839211.1|DBUS
OG0000896	LOC6898250|XP_015039364.2|DPSE, LOC6902200|XP_002133727.1|DPSE	LOC108605176|XP_017850253.1|DBUS
OG0000897	LOC4802205|XP_001359171.2|DPSE	LOC108602657|XP_017846292.1|DBUS
OG0000897	LOC4802209|XP_001359177.3|DPSE	LOC108602734|XP_017846375.1|DBUS
OG0000898	LOC4805359|XP_001361772.3|DPSE, LOC4805502|XP_001361896.4|DPSE	LOC108595909|XP_017836688.1|DBUS, LOC108595506|XP_017836248.1|DBUS
OG0000899	LOC4801586|XP_015037325.2|DPSE	LOC108601967|XP_017845444.2|DBUS, LOC108604489|XP_033149809.1|DBUS
OG0000900	LOC4803843|XP_001360496.2|DPSE	LOC108596129|XP_017837081.1|DBUS
OG0000900	LOC4803842|XP_001360495.2|DPSE	LOC108594898|XP_017835524.2|DBUS, LOC108595959|XP_017836735.2|DBUS
OG0000901	LOC4805262|XP_015040511.2|DPSE	LOC108594722|XP_017835349.2|DBUS
OG0000902	LOC26533428|XP_015042163.2|DPSE, LOC26533097|XP_033240128.1|DPSE, LOC117184476|XP_033238157.1|DPSE	LOC108605377|XP_033150267.1|DBUS
OG0000903	LOC4813479|XP_001353338.1|DPSE	LOC108599564|XP_017841949.1|DBUS
OG0000904	LOC13036337|XP_033237382.1|DPSE	LOC108597927|XP_017840032.1|DBUS, LOC108599478|XP_017841807.1|DBUS
OG0000906	LOC6898631|XP_002138636.2|DPSE, LOC6898633|XP_002138638.2|DPSE	LOC108596876|XP_017838543.1|DBUS, LOC108596875|XP_017838542.1|DBUS
OG0000907	LOC4803531|XP_001360242.3|DPSE	LOC108596757|XP_017838327.1|DBUS
OG0000909	LOC4801576|XP_001358646.2|DPSE	LOC108603143|XP_017847169.1|DBUS
OG0000911	LOC6898776|XP_002138753.2|DPSE	LOC108594798|XP_017835425.1|DBUS
OG0000912	LOC4813233|XP_001353425.1|DPSE	LOC108598654|XP_017840854.1|DBUS
OG0000913	LOC4812958|XP_033239851.1|DPSE	LOC108600466|XP_017843549.2|DBUS
OG0000914	LOC4804276|XP_001360857.3|DPSE	LOC108595832|XP_017836612.1|DBUS
OG0000915	LOC4803824|XP_001360479.2|DPSE	LOC108595762|XP_017836540.1|DBUS
OG0000916	LOC4817334|XP_015036032.2|DPSE	LOC108607968|XP_017854586.1|DBUS
OG0000917	LOC4816732|XP_033236591.1|DPSE	LOC108607696|XP_033150850.1|DBUS
OG0000918	LOC6902763|XP_002133275.3|DPSE	LOC108600439|XP_017843512.1|DBUS
OG0000920	LOC4815341|XP_033237458.1|DPSE	LOC108606697|XP_017852555.1|DBUS
OG0000921	LOC6901107|XP_033237824.1|DPSE, LOC6901109|XP_033237826.1|DPSE	LOC108605313|XP_017850471.1|DBUS
OG0000922	LOC4812644|XP_001353033.3|DPSE	LOC108598387|XP_017840494.1|DBUS
OG0000923	LOC6897425|XP_002137577.3|DPSE	LOC108604421|XP_017849376.1|DBUS
OG0000924	LOC4816086|XP_001355382.3|DPSE	LOC108605305|XP_017850460.2|DBUS
OG0000925	LOC4800310|XP_001357597.2|DPSE	LOC108601980|XP_017845464.1|DBUS, LOC108601979|XP_017845462.1|DBUS
OG0000926	LOC6897536|XP_002137680.2|DPSE	LOC108601544|XP_017844932.1|DBUS
OG0000926	LOC6898008|XP_002138101.1|DPSE	LOC108602539|XP_017846161.1|DBUS
OG0000927	LOC4801325|XP_001358438.2|DPSE	LOC108601373|XP_017844757.1|DBUS
OG0000927	LOC4801328|XP_001358439.1|DPSE	LOC108602654|XP_017846289.2|DBUS
OG0000928	LOC6902398|XP_002133333.2|DPSE, LOC4816220|XP_001355831.3|DPSE	LOC108602903|XP_017846704.1|DBUS
OG0000929	LOC4816539|XP_033236937.1|DPSE	LOC108600200|XP_017843106.2|DBUS
OG0000929	LOC117184268|XP_033236936.1|DPSE	LOC108599286|XP_017841576.2|DBUS
OG0000930	LOC6900424|XP_002134815.2|DPSE, LOC6900406|XP_002134798.2|DPSE	LOC108600508|XP_017843632.1|DBUS, LOC108600507|XP_017843631.1|DBUS, LOC108600506|XP_017843630.1|DBUS
OG0000931	LOC4803722|XP_001360395.4|DPSE	LOC108595511|XP_017836252.1|DBUS
OG0000931	LOC6902671|XP_002133187.3|DPSE	LOC108602246|XP_017848722.1|DBUS
OG0000932	LOC6900421|XP_033238172.1|DPSE, LOC117185412|XP_033241558.1|DPSE	LOC108601963|XP_017845443.1|DBUS
OG0000933	LOC4804408|XP_001360977.2|DPSE	LOC117134630|XP_033150975.1|DBUS
OG0000933	LOC4804407|XP_001360976.2|DPSE	LOC108594791|XP_033149195.1|DBUS
OG0000934	LOC4803601|XP_001360297.1|DPSE, LOC6898147|XP_033234242.1|DPSE	LOC108596174|XP_017837171.1|DBUS
OG0000935	LOC6897310|XP_033232282.1|DPSE	LOC108602793|XP_033149804.1|DBUS
OG0000936	LOC26532160|XP_015044553.2|DPSE	LOC117134673|XP_033149000.1|DBUS
