Orthogroup	DBIA.longest_only	DERE.longest_only
OG0000864	LOC108036375|XP_016967966.1|DBIA	LOC6551242|XP_001978334.3|DERE
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC6551796|XP_001980809.1|DERE
OG0000866	LOC108027889|XP_016954996.1|DBIA	LOC6542113|XP_001968262.1|DERE
OG0000866	LOC108027801|XP_016954867.1|DBIA	LOC6543145|XP_001968263.2|DERE
OG0000867	LOC108028994|XP_016956525.1|DBIA	LOC6543164|XP_001968910.1|DERE
OG0000867	LOC108033664|XP_016963592.1|DBIA	LOC6541270|XP_001969441.1|DERE
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC6551669|XP_026838814.1|DERE
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC6553199|XP_001979160.1|DERE
OG0000870	LOC108026739|XP_016953348.1|DBIA	LOC6547992|XP_001976494.2|DERE
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC6546906|XP_001975985.1|DERE
OG0000872	LOC108035763|XP_016966952.1|DBIA	LOC6550121|XP_001977702.1|DERE
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC6548121|XP_001976535.1|DERE
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC6543980|XP_001973721.1|DERE
OG0000874	LOC108021941|XP_016946257.1|DBIA	LOC6551060|XP_001976920.3|DERE
OG0000874	LOC108036511|XP_016968202.1|DBIA	LOC6548312|XP_015012293.1|DERE
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC6545785|XP_001973421.1|DERE
OG0000877	LOC108030799|XP_016959370.1|DBIA	LOC6545524|XP_001973365.1|DERE
OG0000877	LOC108023272|XP_016948046.1|DBIA	LOC6555779|XP_001982380.1|DERE
OG0000878	LOC108023045|XP_016947775.1|DBIA	LOC6547441|XP_001976377.1|DERE
OG0000878	LOC108033780|XP_016963876.1|DBIA	LOC6541754|XP_001969390.2|DERE
OG0000879	LOC108029459|XP_016957199.1|DBIA	LOC6547450|XP_001974863.1|DERE
OG0000880	LOC108023284|XP_016948065.1|DBIA	LOC6553717|XP_001979428.1|DERE
OG0000880	LOC108034713|XP_016965143.1|DBIA	LOC6546504|XP_001972270.1|DERE
OG0000881	LOC108028163|XP_016955312.1|DBIA	LOC6546163|XP_001973557.1|DERE
OG0000881	LOC108028684|XP_016956113.1|DBIA	LOC6546144|XP_001973560.1|DERE
OG0000881	LOC108028809|XP_016956284.1|DBIA	LOC6546143|XP_001973559.1|DERE
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC6550017|XP_001977483.2|DERE
OG0000883	LOC108023924|XP_016949098.1|DBIA	LOC6550577|XP_001978178.1|DERE
OG0000884	LOC108027723|XP_016954765.1|DBIA	LOC6543436|XP_001968700.2|DERE
OG0000884	LOC108033082|XP_016962741.1|DBIA	LOC6549675|XP_015011093.1|DERE
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC6554074|XP_015009693.1|DERE
OG0000886	LOC108024717|XP_016950301.1|DBIA	LOC6551831|XP_026834211.1|DERE
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC6551668|XP_026838738.1|DERE
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC6545469|XP_026832562.1|DERE
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC6544238|XP_026832670.1|DERE
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC6547341|XP_001976294.1|DERE
OG0000891	LOC108032583|XP_016961976.1|DBIA	LOC6540808|XP_001969598.1|DERE
OG0000891	LOC108033990|XP_016964204.1|DBIA	LOC6541140|XP_026834823.1|DERE
OG0000892	LOC108027964|XP_016955077.1|DBIA	LOC6544176|XP_001972373.1|DERE
OG0000892	LOC108028343|XP_016955584.1|DBIA	LOC6545987|XP_001973501.2|DERE
OG0000893	LOC108027010|XP_016953697.1|DBIA	LOC6553292|XP_026836139.1|DERE
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC6553053|XP_001979140.1|DERE
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC6548656|XP_001975378.1|DERE
OG0000896	LOC108036214|XP_016967695.1|DBIA	LOC6548678|XP_001975361.1|DERE
OG0000896	LOC108023636|XP_016948741.1|DBIA	LOC6551254|XP_001978442.1|DERE
OG0000897	LOC108025126|XP_016950882.1|DBIA	LOC6554411|XP_001981707.1|DERE
OG0000897	LOC108025141|XP_016950902.1|DBIA	LOC6554415|XP_001981711.1|DERE
OG0000898	LOC108029917|XP_016957900.1|DBIA	LOC6548427|XP_001975338.1|DERE
OG0000898	LOC108026833|XP_016953493.1|DBIA	LOC6547373|XP_001976318.1|DERE
OG0000899	LOC108032200|XP_016961547.1|DBIA	LOC6552795|XP_015010321.1|DERE
OG0000900	LOC108026604|XP_016953066.1|DBIA	LOC6547417|XP_001976280.1|DERE
OG0000900	LOC108026599|XP_016953059.1|DBIA	LOC6547416|XP_001976279.2|DERE
OG0000901	LOC108022426|XP_016946801.1|DBIA	LOC6548375|XP_001975134.1|DERE
OG0000901	LOC108022433|XP_016946808.1|DBIA	LOC6548376|XP_001975135.1|DERE
OG0000902	LOC108023784|XP_016948912.1|DBIA	LOC6551503|XP_001978574.1|DERE
OG0000902	LOC108023783|XP_016948911.1|DBIA	LOC6551504|XP_001978575.1|DERE
OG0000903	LOC108028751|XP_016956210.1|DBIA	LOC6544765|XP_001971495.1|DERE
OG0000903	LOC108028032|XP_016955159.1|DBIA	LOC6544767|XP_001971497.2|DERE
OG0000904	LOC108035259|XP_016966304.1|DBIA	LOC6543748|XP_001971707.3|DERE
OG0000904	LOC108035053|XP_016965922.1|DBIA	LOC6545409|XP_001971708.1|DERE
OG0000906	LOC108022390|XP_016946765.1|DBIA	LOC6547142|XP_001976117.1|DERE
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC6548129|XP_001976506.1|DERE
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC6555312|XP_001982085.1|DERE
OG0000910	LOC108031801|XP_016961010.1|DBIA	LOC6551774|XP_001980643.1|DERE
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC6546555|XP_001974569.1|DERE
OG0000912	LOC108030517|XP_016958895.1|DBIA	LOC6543791|XP_001973139.1|DERE, LOC6543792|XP_001973140.1|DERE
OG0000913	LOC108030589|XP_016959050.1|DBIA	LOC6545172|XP_015013163.2|DERE
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC6546811|XP_001975921.1|DERE
OG0000915	LOC108036285|XP_016967785.1|DBIA	LOC6548651|XP_001975391.1|DERE
OG0000915	LOC108021942|XP_016946258.1|DBIA	LOC6551273|XP_001976892.1|DERE
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC6543482|XP_026834387.1|DERE
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC6541723|XP_026835118.1|DERE
OG0000918	LOC108032861|XP_016962354.1|DBIA	LOC6542553|XP_026834867.1|DERE
OG0000918	LOC108027669|XP_016954703.1|DBIA	LOC6541709|XP_001968525.2|DERE
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC6549701|XP_001977443.1|DERE
OG0000921	LOC108023465|XP_016948470.1|DBIA, LOC108023469|XP_016948475.1|DBIA	LOC6555623|XP_026837454.1|DERE, LOC26526087|XP_026837602.1|DERE
OG0000922	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA	LOC6543678|XP_001971846.1|DERE
OG0000923	LOC108028090|XP_016955223.1|DBIA	LOC6546307|XP_001972848.1|DERE
OG0000923	LOC108031671|XP_016960800.1|DBIA	LOC6552447|XP_001980936.1|DERE
OG0000924	LOC108034936|XP_016965734.1|DBIA	LOC6551122|XP_001978349.1|DERE
OG0000925	LOC108025092|XP_016950843.1|DBIA	LOC6555144|XP_001981155.2|DERE
OG0000925	LOC108025088|XP_016950838.1|DBIA	LOC6555145|XP_001981156.1|DERE
OG0000926	LOC108027133|XP_016953840.1|DBIA	LOC6552986|XP_001979115.1|DERE
OG0000926	LOC108026094|XP_016952283.1|DBIA	LOC6553026|XP_001980088.1|DERE
OG0000927	LOC108025319|XP_016951219.1|DBIA	LOC6555438|XP_001981664.1|DERE
OG0000927	LOC108025318|XP_016951217.1|DBIA	LOC6555435|XP_001981661.1|DERE
OG0000928	LOC108032695|XP_016962158.1|DBIA	LOC6541355|XP_001969265.1|DERE
OG0000928	LOC108032696|XP_016962162.1|DBIA	LOC6542016|XP_001969264.1|DERE
OG0000929	LOC108029241|XP_016956925.1|DBIA	LOC6542723|XP_001968428.1|DERE
OG0000929	LOC108029242|XP_016956926.1|DBIA	LOC6543305|XP_001968427.1|DERE
OG0000930	LOC108030526|XP_016958905.1|DBIA	LOC6544873|XP_015014199.1|DERE
OG0000930	LOC108030663|XP_016959174.1|DBIA	LOC6544858|XP_001973170.1|DERE
OG0000931	LOC108022289|XP_016946637.1|DBIA	LOC6547931|XP_026836301.1|DERE
OG0000931	LOC108032440|XP_016961753.1|DBIA	LOC6543105|XP_001969004.3|DERE
OG0000932	LOC108028073|XP_016955203.1|DBIA	LOC6545792|XP_001973442.2|DERE
OG0000932	LOC108028103|XP_016955239.1|DBIA	LOC6545793|XP_001973443.2|DERE
OG0000933	LOC108022179|XP_016946520.1|DBIA	LOC6547604|XP_001974964.1|DERE
OG0000933	LOC108023095|XP_016947845.1|DBIA	LOC6547605|XP_001974965.2|DERE
OG0000934	LOC108029734|XP_016957710.1|DBIA	LOC6541128|XP_001970465.1|DERE
OG0000934	LOC108029735|XP_016957711.1|DBIA	LOC6542638|XP_001970466.1|DERE
OG0000935	LOC108024492|XP_016949915.1|DBIA	LOC6555161|XP_001981417.2|DERE
OG0000936	LOC108023944|XP_016949121.1|DBIA	LOC6550787|XP_026838013.1|DERE
OG0000937	LOC108025470|XP_016951462.1|DBIA	LOC6555084|XP_026839652.1|DERE
OG0000938	LOC108022327|XP_016946677.1|DBIA	LOC6547874|XP_001976350.1|DERE
OG0000938	LOC108026675|XP_016953240.1|DBIA	LOC6550704|XP_001978118.1|DERE
OG0000939	LOC108033849|XP_016963972.1|DBIA	LOC6542797|XP_001970198.1|DERE
OG0000939	LOC108036720|XP_016968510.1|DBIA	LOC6542655|XP_001970204.1|DERE
OG0000940	LOC108021992|XP_016946321.1|DBIA	LOC6551444|XP_001978542.1|DERE
OG0000940	LOC108031095|XP_016959796.1|DBIA	LOC6545671|XP_001971146.1|DERE
OG0000941	LOC108025168|XP_016950935.1|DBIA	LOC6554370|XP_001981260.1|DERE
OG0000941	LOC108023734|XP_016948861.1|DBIA	LOC6549794|XP_001977317.1|DERE
OG0000942	LOC108028254|XP_016955428.1|DBIA	LOC6546490|XP_001973586.2|DERE
OG0000943	LOC108030082|XP_016958208.1|DBIA	LOC6546604|XP_026835714.1|DERE
OG0000944	LOC108024028|XP_016949284.1|DBIA	LOC6550813|XP_026837934.1|DERE
OG0000944	LOC108032445|XP_016961759.1|DBIA	LOC6540593|XP_001968893.1|DERE
OG0000945	LOC108029172|XP_016956812.1|DBIA	LOC6556145|XP_026833568.1|DERE
OG0000946	LOC108036735|XP_016968529.1|DBIA	LOC6541552|XP_001970224.1|DERE
OG0000947	LOC108026655|XP_016953181.1|DBIA	LOC6548395|XP_001976527.1|DERE
OG0000948	LOC108035440|XP_016966563.1|DBIA	LOC6546266|XP_015013804.1|DERE
OG0000949	LOC108032391|XP_016961736.1|DBIA, LOC108032497|XP_016961846.1|DBIA	LOC6551139|XP_026837851.1|DERE
OG0000950	LOC108027072|XP_016953775.1|DBIA	LOC6553312|XP_001979209.1|DERE
OG0000951	LOC108027414|XP_016954341.1|DBIA	LOC6553699|XP_001980405.1|DERE
OG0000952	LOC108036808|XP_016968648.1|DBIA	LOC26526237|XP_015008629.1|DERE
OG0000952	LOC108034291|XP_016964640.1|DBIA	LOC6541496|XP_026835573.1|DERE
OG0000954	LOC108029423|XP_016957156.1|DBIA	LOC6540982|XP_001970777.1|DERE
OG0000955	LOC108024331|XP_016949722.1|DBIA	LOC26526307|XP_015009375.1|DERE
OG0000955	LOC108024332|XP_016949723.1|DBIA	LOC6554445|XP_001982143.2|DERE
OG0000956	LOC108032080|XP_016961392.1|DBIA	LOC6554079|XP_001979517.1|DERE
OG0000956	LOC108032176|XP_016961518.1|DBIA	LOC6553904|XP_026837412.1|DERE
OG0000957	LOC108022105|XP_016946437.1|DBIA	LOC6546946|XP_001974596.1|DERE
OG0000957	LOC108022106|XP_016946438.1|DBIA	LOC6546945|XP_001974595.1|DERE
OG0000958	LOC108024911|XP_016950590.1|DBIA	LOC26526419|XP_015010481.1|DERE
OG0000958	LOC108022365|XP_016946735.1|DBIA	LOC26526894|XP_015012875.1|DERE
OG0000959	LOC108035876|XP_016967115.1|DBIA	LOC6546066|XP_001972807.1|DERE
OG0000959	LOC108025390|XP_016951352.1|DBIA	LOC6555249|XP_001981630.1|DERE
OG0000960	LOC108023246|XP_016948014.1|DBIA	LOC6555679|XP_001982539.1|DERE
OG0000961	LOC108030558|XP_016958942.1|DBIA	LOC6544411|XP_001973155.1|DERE
OG0000961	LOC108030561|XP_016958947.1|DBIA	LOC6544409|XP_001973153.1|DERE
OG0000962	LOC108024391|XP_016949791.1|DBIA	LOC6554306|XP_001982130.3|DERE
OG0000962	LOC108024408|XP_016949812.1|DBIA	LOC6554308|XP_001982132.1|DERE
OG0000962	LOC108024382|XP_016949775.1|DBIA	LOC6554307|XP_026835548.1|DERE
OG0000962	LOC108024335|XP_016949725.1|DBIA	LOC6554305|XP_001982129.1|DERE
OG0000963	LOC108035825|XP_016967064.1|DBIA	LOC6550162|XP_001977672.1|DERE
OG0000964	LOC108022663|XP_016947219.1|DBIA	LOC6548652|XP_026836016.1|DERE
OG0000965	LOC108023687|XP_016948797.1|DBIA	LOC6549746|XP_001977349.1|DERE
OG0000966	LOC108029326|XP_016957010.1|DBIA	LOC6549427|XP_001975707.1|DERE
OG0000966	LOC108025117|XP_016950871.1|DBIA	LOC6555140|XP_001981151.2|DERE
OG0000968	LOC108035402|XP_016966511.1|DBIA	LOC6544522|XP_026833147.1|DERE
OG0000969	LOC108022171|XP_016946505.1|DBIA	LOC6547650|XP_001974984.1|DERE
OG0000969	LOC108025129|XP_016950886.1|DBIA	LOC6554937|XP_001981118.1|DERE
OG0000970	LOC108026396|XP_016952808.1|DBIA	LOC6554124|XP_001981496.1|DERE
OG0000971	LOC108034965|XP_016965767.1|DBIA	LOC6549315|XP_001974486.1|DERE
OG0000972	LOC108028304|XP_016955515.1|DBIA	LOC6545277|XP_001972066.1|DERE
OG0000972	LOC108023245|XP_016948013.1|DBIA	LOC6555535|XP_026838360.1|DERE
OG0000973	LOC108025685|XP_016951709.1|DBIA	LOC6550683|XP_001976761.3|DERE
OG0000974	LOC108034728|XP_016965156.1|DBIA	LOC6546450|XP_001971819.1|DERE
OG0000975	LOC108024728|XP_016950310.1|DBIA	LOC6554062|XP_026832984.1|DERE
OG0000976	LOC108031403|XP_016960276.1|DBIA	LOC6552962|XP_026831845.1|DERE
OG0000977	LOC108032003|XP_016961288.1|DBIA	LOC6553113|XP_001980019.2|DERE
OG0000978	LOC108024518|XP_016949958.1|DBIA	LOC6551809|XP_001980578.1|DERE
OG0000979	LOC108026659|XP_016953187.1|DBIA	LOC6548248|XP_001975197.2|DERE
OG0000980	LOC108025193|XP_016950991.1|DBIA	LOC6555049|XP_001981619.1|DERE
OG0000980	LOC108030947|XP_016959635.1|DBIA	LOC6554757|XP_001982193.1|DERE
OG0000981	LOC108033460|XP_016963284.1|DBIA	LOC6542497|XP_001969455.1|DERE
OG0000982	LOC108025034|XP_016950778.1|DBIA	LOC6553826|XP_001980521.1|DERE
OG0000982	LOC108031626|XP_016960720.1|DBIA	LOC26527102|XP_015010559.1|DERE
OG0000982	LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA	LOC26526258|XP_015010461.1|DERE
OG0000984	LOC108025983|XP_016952165.1|DBIA	LOC6554732|XP_026831860.1|DERE
OG0000985	LOC108022061|XP_016946395.1|DBIA	LOC26526585|XP_015012819.1|DERE
OG0000985	LOC108022060|XP_016946393.1|DBIA	LOC6546780|XP_001974554.2|DERE
OG0000986	LOC108033663|XP_016963594.1|DBIA	LOC6547682|XP_001976230.1|DERE
OG0000986	LOC108033370|XP_016963177.1|DBIA	LOC6548362|XP_001973965.1|DERE
OG0000987	LOC108032487|XP_016961796.1|DBIA	LOC6541334|XP_001969276.1|DERE
OG0000988	LOC108034136|XP_016964414.1|DBIA	LOC6542904|XP_001969791.1|DERE
OG0000990	LOC108024263|XP_016949639.1|DBIA	LOC6550461|XP_001977788.1|DERE
OG0000991	LOC108033083|XP_016962746.1|DBIA	LOC6549673|XP_001977432.1|DERE
OG0000992	LOC108036245|XP_016967742.1|DBIA	LOC6542511|XP_001969054.1|DERE
OG0000992	LOC108024866|XP_016950497.1|DBIA	LOC6554524|XP_026831588.1|DERE
OG0000993	LOC108025362|XP_016951311.1|DBIA	LOC26526889|XP_026832065.1|DERE
OG0000993	LOC108025013|XP_016950757.1|DBIA	LOC6554227|XP_001981244.1|DERE
OG0000994	LOC108033218|XP_016962970.1|DBIA	LOC6551315|XP_026838084.1|DERE
OG0000995	LOC108033495|XP_016963323.1|DBIA	LOC6554857|XP_001981101.1|DERE, LOC6550776|XP_001978073.1|DERE
OG0000996	LOC108030191|XP_016958431.1|DBIA	LOC6547032|XP_026836092.1|DERE
OG0000997	LOC108036898|XP_016968767.1|DBIA	LOC6549588|XP_001975822.1|DERE
OG0000998	LOC108027963|XP_016955080.1|DBIA	LOC6545427|XP_026832933.1|DERE
OG0000999	LOC108022270|XP_016946617.1|DBIA	LOC6547686|XP_026836310.1|DERE
OG0000999	LOC108023695|XP_016948808.1|DBIA	LOC6555627|XP_001982426.1|DERE
OG0001000	LOC108022035|XP_016946370.1|DBIA	LOC6548611|XP_026838644.1|DERE
OG0001001	LOC108026741|XP_016953350.1|DBIA	LOC6548347|XP_001975518.1|DERE
OG0001002	LOC108034190|XP_016964501.1|DBIA	LOC6549292|XP_026836860.1|DERE
OG0001003	LOC108036864|XP_016968729.1|DBIA	LOC6552961|XP_001978764.1|DERE
OG0001003	LOC108029597|XP_016957458.1|DBIA	LOC26526185|XP_026834017.1|DERE
OG0001004	LOC108027003|XP_016953691.1|DBIA	LOC6553539|XP_001979322.3|DERE
OG0001004	LOC108031123|XP_016959824.1|DBIA	LOC6552422|XP_001980777.1|DERE
OG0001005	LOC108033263|XP_016963019.1|DBIA	LOC6549375|XP_001974295.1|DERE
OG0001005	LOC108023450|XP_016948430.1|DBIA	LOC6555565|XP_026837875.1|DERE
OG0001006	LOC108031212|XP_016959936.1|DBIA	LOC6552888|XP_001979988.1|DERE
OG0001006	LOC108030675|XP_016959192.1|DBIA	LOC6544610|XP_001972445.1|DERE
OG0001007	LOC108026951|XP_016953653.1|DBIA	LOC6548126|XP_001976540.1|DERE
OG0001008	LOC108024457|XP_016949863.1|DBIA	LOC26526702|XP_015009402.1|DERE
OG0001008	LOC108025611|XP_016951635.1|DBIA	LOC6550505|XP_001977970.1|DERE
OG0001009	LOC108031140|XP_016959844.1|DBIA	LOC6552540|XP_001980836.1|DERE
OG0001009	LOC108025059|XP_016950805.1|DBIA	LOC6554403|XP_001981699.1|DERE
OG0001010	LOC108023365|XP_016948253.1|DBIA	LOC6549861|XP_001977391.1|DERE
OG0001010	LOC108036842|XP_016968696.1|DBIA	LOC6540735|XP_026834706.1|DERE
OG0001011	LOC108023905|XP_016949078.1|DBIA	LOC6551034|XP_001978253.3|DERE
OG0001011	LOC108033538|XP_016963371.1|DBIA	LOC6549253|XP_001974425.1|DERE
OG0001012	LOC108032969|XP_016962529.1|DBIA	LOC26526659|XP_026837734.1|DERE
OG0001012	LOC108033023|XP_016962640.1|DBIA	LOC6550654|XP_001978062.1|DERE
OG0001013	LOC108035090|XP_016965999.1|DBIA	LOC6544705|XP_001972459.2|DERE
OG0001013	LOC108028086|XP_016955217.1|DBIA	LOC6545748|XP_026832842.1|DERE
OG0001014	LOC108028474|XP_016955824.1|DBIA	LOC6545546|XP_001973385.1|DERE
OG0001014	LOC108035368|XP_016966456.1|DBIA	LOC6544662|XP_001972491.1|DERE
OG0001015	LOC108027598|XP_016954606.1|DBIA	LOC6551706|XP_026838527.1|DERE
OG0001015	LOC108027629|XP_016954640.1|DBIA	LOC6551707|XP_001977286.1|DERE
OG0001016	LOC108026106|XP_016952295.1|DBIA	LOC6554705|XP_001981783.1|DERE
OG0001016	LOC108033045|XP_016962660.1|DBIA	LOC6550200|XP_001977556.1|DERE
OG0001017	LOC108036378|XP_016967968.1|DBIA	LOC26526969|XP_015012889.1|DERE
OG0001017	LOC108030511|XP_016958888.1|DBIA	LOC6546287|XP_001971310.1|DERE, LOC6544313|XP_001973075.1|DERE
OG0001018	LOC108024401|XP_016949802.1|DBIA	LOC6555311|XP_026831691.1|DERE
OG0001019	LOC108025031|XP_016950776.1|DBIA	LOC6555063|XP_001981605.2|DERE, LOC6555086|XP_026831966.1|DERE
OG0001020	LOC108027548|XP_016954498.1|DBIA	LOC6549755|XP_001978617.1|DERE
OG0001021	LOC108034022|XP_016964246.1|DBIA	LOC6543052|XP_026834612.1|DERE
OG0001022	LOC108031309|XP_016960043.1|DBIA	LOC6551950|XP_026839636.1|DERE
OG0001022	LOC108025890|XP_016952057.1|DBIA	LOC6550696|XP_001978021.1|DERE
OG0001024	LOC108025335|XP_016951253.1|DBIA	LOC6555046|XP_001981616.1|DERE
OG0001025	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA	LOC6544474|XP_001972508.1|DERE
OG0001026	LOC108029578|XP_016957429.1|DBIA	LOC6543131|XP_001970540.1|DERE
OG0001027	LOC108035934|XP_016967212.1|DBIA	LOC6546064|XP_001972805.1|DERE
OG0001028	LOC108029018|XP_016956552.1|DBIA	LOC6543274|XP_001968955.1|DERE
OG0001029	LOC108036516|XP_016968211.1|DBIA	LOC6547284|XP_001976151.2|DERE
OG0001031	LOC108035588|XP_016966751.1|DBIA	LOC6548598|XP_001973943.2|DERE
OG0001033	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA	LOC6544647|XP_001973782.1|DERE
OG0001034	LOC108035141|XP_016966071.1|DBIA	LOC6545611|XP_001972675.1|DERE
OG0001035	LOC108027135|XP_016953845.1|DBIA	LOC6549973|XP_001978746.1|DERE
OG0001035	LOC108027124|XP_016953834.1|DBIA	LOC6549974|XP_001978747.1|DERE
OG0001036	LOC108032429|XP_016961740.1|DBIA	LOC6541202|XP_001969023.1|DERE
OG0001036	LOC108023603|XP_016948702.1|DBIA	LOC6551746|XP_001979696.1|DERE
OG0001037	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA	LOC6543790|XP_001972324.1|DERE
OG0001038	LOC108031880|XP_016961133.1|DBIA	LOC6553952|XP_001979462.2|DERE
OG0001038	LOC108031879|XP_016961131.1|DBIA	LOC6553953|XP_001979463.3|DERE
OG0001039	LOC108024345|XP_016949735.1|DBIA	LOC6552143|XP_026838735.1|DERE
OG0001040	LOC108026049|XP_016952233.1|DBIA	LOC6554288|XP_001981756.1|DERE
OG0001040	LOC108035037|XP_016965871.1|DBIA	LOC6544146|XP_001973001.2|DERE
OG0001040	LOC108026048|XP_016952232.1|DBIA	LOC6554287|XP_001981755.1|DERE
OG0001040	LOC108026038|XP_016952220.1|DBIA	LOC6554286|XP_001981754.1|DERE
OG0001041	LOC108031255|XP_016959983.1|DBIA	LOC6553467|XP_001979367.1|DERE, LOC6553468|XP_001979368.2|DERE
OG0001041	LOC108031048|XP_016959738.1|DBIA	LOC26526221|XP_026831865.1|DERE
OG0001042	LOC108025420|XP_016951392.1|DBIA	LOC6554967|XP_001981139.1|DERE
OG0001043	LOC108024013|XP_016949261.1|DBIA	LOC6550779|XP_026838079.1|DERE
OG0001044	LOC108036671|XP_016968442.1|DBIA	LOC6541144|XP_001970584.1|DERE
OG0001045	LOC108030415|XP_016958789.1|DBIA	LOC6548979|XP_026836696.1|DERE
OG0001046	LOC108022771|XP_016947368.1|DBIA	LOC6546760|XP_001974550.1|DERE
OG0001046	LOC108022770|XP_016947367.1|DBIA	LOC6546761|XP_001974551.1|DERE
OG0001047	LOC108029631|XP_016957516.1|DBIA	LOC6549639|XP_001975757.1|DERE
OG0001048	LOC108022644|XP_016947188.1|DBIA	LOC6548153|XP_001975116.1|DERE
OG0001049	LOC108035412|XP_016966522.1|DBIA	LOC6544186|XP_026833011.1|DERE
OG0001050	LOC108035006|XP_016965838.1|DBIA	LOC6544220|XP_026833486.1|DERE
OG0001051	LOC108032488|XP_016961797.1|DBIA	LOC6542025|XP_001969346.1|DERE
OG0001052	LOC108036154|XP_016967634.1|DBIA	LOC6543466|XP_001970289.1|DERE
OG0001053	LOC108021969|XP_016946296.1|DBIA	LOC6550993|XP_026837762.1|DERE
OG0001054	LOC108032190|XP_016961535.1|DBIA	LOC6554883|XP_026832935.1|DERE
OG0001055	LOC108025422|XP_016951395.1|DBIA	LOC6553970|XP_001980528.1|DERE
OG0001055	LOC108025497|XP_016951500.1|DBIA	LOC6553969|XP_001980527.1|DERE
OG0001056	LOC108033422|XP_016963232.1|DBIA	LOC6549436|XP_001974407.1|DERE
OG0001056	LOC108025779|XP_016951883.1|DBIA	LOC6550667|XP_001977995.1|DERE
OG0001057	LOC108032656|XP_016962101.1|DBIA	LOC6542130|XP_001969295.1|DERE
OG0001058	LOC108024810|XP_016950422.1|DBIA	LOC6551182|XP_001978365.1|DERE
OG0001059	LOC108028015|XP_016955133.1|DBIA	LOC6545756|XP_026833951.1|DERE
OG0001059	LOC108035869|XP_016967107.1|DBIA	LOC6545515|XP_026833395.1|DERE
OG0001060	LOC108023353|XP_016948191.1|DBIA	LOC6552491|XP_001979840.1|DERE
OG0001061	LOC108030991|XP_016959681.1|DBIA	LOC6552161|XP_001980713.1|DERE
OG0001061	LOC108030992|XP_016959682.1|DBIA	LOC6552160|XP_001980712.1|DERE
OG0001062	LOC108027373|XP_016954289.1|DBIA	LOC6552711|XP_001979003.1|DERE
OG0001062	LOC108027107|XP_016953814.1|DBIA	LOC6553072|XP_001979093.1|DERE
OG0001063	LOC108029000|XP_016956572.1|DBIA	LOC6550188|XP_015010649.2|DERE
OG0001063	LOC108027983|XP_016955136.1|DBIA	LOC6550185|XP_001978324.1|DERE
OG0001064	LOC108024290|XP_016949679.1|DBIA	LOC6551263|XP_001978378.1|DERE
OG0001064	LOC108022013|XP_016946341.1|DBIA	LOC6551650|XP_001978564.1|DERE
OG0001065	LOC108024315|XP_016949708.1|DBIA	LOC6541313|XP_001969129.2|DERE
OG0001066	LOC108024138|XP_016949408.1|DBIA	LOC6550495|XP_001977810.1|DERE
OG0001067	LOC108032720|XP_016962190.1|DBIA	LOC6540934|XP_015015365.1|DERE
OG0001067	LOC108032722|XP_016962192.1|DBIA	LOC26526039|XP_015015436.1|DERE
OG0001068	LOC108034399|XP_016964770.1|DBIA	LOC6544502|XP_026833127.1|DERE
OG0001068	LOC108034434|XP_016964808.1|DBIA	LOC6544380|XP_001972469.2|DERE
OG0001069	LOC108022274|XP_016946621.1|DBIA	LOC6548070|XP_001976611.1|DERE
OG0001070	LOC108027109|XP_016953816.1|DBIA	LOC6553071|XP_001979092.3|DERE
OG0001072	LOC108034627|XP_016965054.1|DBIA	LOC6544615|XP_001972449.1|DERE
OG0001072	LOC108023375|XP_016948267.1|DBIA	LOC6555677|XP_026837526.1|DERE
OG0001073	LOC108025214|XP_016951050.1|DBIA	LOC6555256|XP_001981637.3|DERE
OG0001074	LOC108029777|XP_016957776.1|DBIA	LOC6549461|XP_026836666.1|DERE
