Orthogroup	DBIA.longest_only	HILL.longest_only
OG0000610	LOC108035965|XP_016967271.1|DBIA, LOC108022370|XP_016946740.1|DBIA	LOC119649121|XP_037907051.1|HILL, LOC119649122|XP_037907055.1|HILL
OG0000611	LOC108022583|XP_016947095.1|DBIA, LOC108036672|XP_016968444.1|DBIA	LOC119653447|XP_037913970.1|HILL
OG0000614	LOC108032692|XP_016962156.1|DBIA, LOC108025014|XP_016950758.1|DBIA, LOC108027558|XP_016954519.1|DBIA	LOC119656554|XP_037918852.1|HILL
OG0000615	LOC108035760|XP_016966949.1|DBIA, LOC108031530|XP_016960554.1|DBIA	LOC119660425|XP_037924901.1|HILL
OG0000616	LOC108035810|XP_016967045.1|DBIA, LOC108035821|XP_016967057.1|DBIA	LOC119658084|XP_037921275.1|HILL
OG0000617	LOC108024664|XP_016950220.1|DBIA, LOC108027449|XP_016954389.1|DBIA	LOC119657838|XP_037920889.1|HILL
OG0000618	LOC108030900|XP_016959566.1|DBIA	LOC119661044|XP_037926164.1|HILL
OG0000619	LOC108030276|XP_016958593.1|DBIA	LOC119651694|XP_037911332.1|HILL, LOC119651645|XP_037911248.1|HILL, LOC119651681|XP_037911308.1|HILL, LOC119661509|XP_037926807.1|HILL, LOC119660050|XP_037924358.1|HILL, LOC119651560|XP_037911121.1|HILL, LOC119652374|XP_037912399.1|HILL, LOC119651320|XP_037910781.1|HILL, LOC119652003|XP_037911861.1|HILL
OG0000620	LOC108024426|XP_016949833.1|DBIA, LOC108029863|XP_016957845.1|DBIA	LOC119648679|XP_037906400.1|HILL
OG0000621	LOC108031644|XP_016960764.1|DBIA, LOC108023539|XP_016948597.1|DBIA	LOC119657646|XP_037920585.1|HILL
OG0000622	LOC108028739|XP_016956194.1|DBIA, LOC108030669|XP_016959189.1|DBIA	LOC119648724|XP_037906463.1|HILL
OG0000623	LOC108030969|XP_016959661.1|DBIA	LOC119660837|XP_037925637.1|HILL
OG0000624	LOC108030301|XP_016958625.1|DBIA, LOC108030303|XP_016958626.1|DBIA	LOC119661506|XP_037926802.1|HILL
OG0000625	LOC108028381|XP_016955666.1|DBIA, LOC108028382|XP_016955669.1|DBIA	LOC119647703|XP_037904716.1|HILL
OG0000626	LOC108036279|XP_016967779.1|DBIA, LOC108022973|XP_016947687.1|DBIA	LOC119659286|XP_037923227.1|HILL
OG0000627	LOC108028799|XP_016956272.1|DBIA, LOC108023234|XP_016947998.1|DBIA	LOC119659638|XP_037923770.1|HILL
OG0000628	LOC108032434|XP_016961746.1|DBIA, LOC108034271|XP_016964622.1|DBIA	LOC119651049|XP_037910302.1|HILL
OG0000629	LOC108024370|XP_016949762.1|DBIA, LOC108033776|XP_016963865.1|DBIA	LOC119648529|XP_037906227.1|HILL
OG0000630	LOC108034202|XP_016964522.1|DBIA, LOC108034015|XP_016964238.1|DBIA	LOC119651180|XP_037910537.1|HILL
OG0000631	LOC108033947|XP_016964125.1|DBIA, LOC108029263|XP_016956948.1|DBIA	LOC119652812|XP_037913063.1|HILL
OG0000632	LOC108027909|XP_016955019.1|DBIA, LOC108027781|XP_016954833.1|DBIA	LOC119646777|XP_037903288.1|HILL
OG0000635	LOC108029714|XP_016957678.1|DBIA, LOC108032978|XP_016962542.1|DBIA	LOC119654737|XP_037916196.1|HILL
OG0000636	LOC108033332|XP_016963106.1|DBIA, LOC108033333|XP_016963107.1|DBIA	LOC119655022|XP_037916625.1|HILL
OG0000637	LOC108024111|XP_016949377.1|DBIA, LOC108024265|XP_016949641.1|DBIA	LOC119654896|XP_037916444.1|HILL
OG0000638	LOC108024427|XP_016949834.1|DBIA, LOC108032999|XP_016962612.1|DBIA	LOC119655413|XP_037917226.1|HILL
OG0000639	LOC108028266|XP_016955448.1|DBIA	LOC119650418|XP_037909141.1|HILL
OG0000642	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA, LOC108028933|XP_016956440.1|DBIA	LOC119660062|XP_037924369.1|HILL
OG0000644	LOC108030666|XP_016959181.1|DBIA, LOC108028697|XP_016956133.1|DBIA, LOC108028698|XP_016956134.1|DBIA	LOC119661516|XP_037926820.1|HILL
OG0000645	LOC108027809|XP_016954876.1|DBIA, LOC108030325|XP_016958671.1|DBIA	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL
OG0000646	LOC108026341|XP_016952734.1|DBIA, LOC108024636|XP_016950170.1|DBIA	LOC119652293|XP_037912218.1|HILL
OG0000647	LOC108027448|XP_016954388.1|DBIA, LOC108025929|XP_016952111.1|DBIA	LOC119657425|XP_037920255.1|HILL
OG0000648	LOC108023772|XP_016948904.1|DBIA	LOC119657729|XP_037920700.1|HILL
OG0000649	LOC108033154|XP_016962869.1|DBIA, LOC108033148|XP_016962861.1|DBIA	LOC119656729|XP_037919190.1|HILL
OG0000650	LOC108026179|XP_016952442.1|DBIA	LOC119656608|XP_037918973.1|HILL
OG0000650	LOC108036023|XP_016967442.1|DBIA	LOC119660809|XP_037925577.1|HILL
OG0000651	LOC108034888|XP_016965587.1|DBIA, LOC108035363|XP_016966450.1|DBIA	LOC119651087|XP_037910365.1|HILL
OG0000652	LOC108036625|XP_016968386.1|DBIA, LOC108032672|XP_016962129.1|DBIA	LOC119647563|XP_037904526.1|HILL
OG0000653	LOC108027436|XP_016954373.1|DBIA, LOC108032925|XP_016962483.1|DBIA	LOC119652971|XP_037913303.1|HILL
OG0000654	LOC108035010|XP_016965842.1|DBIA	LOC119648654|XP_037906354.1|HILL
OG0000655	LOC108029636|XP_016957528.1|DBIA, LOC108027756|XP_016954798.1|DBIA	LOC119661453|XP_037926732.1|HILL
OG0000656	LOC108031829|XP_016961056.1|DBIA, LOC108031830|XP_016961059.1|DBIA	LOC119659574|XP_037923659.1|HILL
OG0000657	LOC108028063|XP_016955196.1|DBIA	LOC119647275|XP_037904095.1|HILL
OG0000657	LOC108032751|XP_016962230.1|DBIA	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL
OG0000658	LOC108033182|XP_016962912.1|DBIA, LOC108031067|XP_016959762.1|DBIA	LOC119653510|XP_037914098.1|HILL
OG0000660	LOC108027908|XP_016955018.1|DBIA	LOC119646862|XP_037903412.1|HILL
OG0000661	LOC108028534|XP_016955919.1|DBIA, LOC108027800|XP_016954865.1|DBIA	LOC119658210|XP_037921405.1|HILL
OG0000662	LOC108035530|XP_016966688.1|DBIA, LOC108031364|XP_016960132.1|DBIA	LOC119649469|XP_037907554.1|HILL
OG0000664	LOC108021960|XP_016946279.1|DBIA	LOC119653762|XP_037914671.1|HILL
OG0000665	LOC108026350|XP_016952745.1|DBIA, LOC108026348|XP_016952742.1|DBIA	LOC119660145|XP_037924473.1|HILL
OG0000666	LOC108029729|XP_016957700.1|DBIA, LOC108025749|XP_016951833.1|DBIA	LOC119659675|XP_037923827.1|HILL
OG0000667	LOC108024249|XP_016949620.1|DBIA, LOC108024585|XP_016950077.1|DBIA	LOC119659459|XP_037923471.1|HILL
OG0000668	LOC108025566|XP_016951584.1|DBIA, LOC108031439|XP_016960357.1|DBIA	LOC119658829|XP_037922491.1|HILL
OG0000670	LOC108023575|XP_016948658.1|DBIA, LOC108021976|XP_016946306.1|DBIA	LOC119654928|XP_037916507.1|HILL
OG0000671	LOC108031729|XP_016960894.1|DBIA, LOC108024768|XP_016950370.1|DBIA	LOC119660816|XP_037925587.1|HILL
OG0000672	LOC108025630|XP_016951655.1|DBIA, LOC108024241|XP_016949611.1|DBIA	LOC119650087|XP_037908523.1|HILL
OG0000673	LOC108036345|XP_016967905.1|DBIA, LOC108030525|XP_016958904.1|DBIA	LOC119660964|XP_037925936.1|HILL
OG0000677	LOC108035631|XP_016966818.1|DBIA, LOC108032589|XP_016961990.1|DBIA	LOC119656746|XP_037919233.1|HILL
OG0000678	LOC108024952|XP_016950678.1|DBIA, LOC108029195|XP_016956860.1|DBIA	LOC119659257|XP_037923177.1|HILL
OG0000679	LOC108025928|XP_016952110.1|DBIA	LOC119656788|XP_037919316.1|HILL
OG0000680	LOC108024261|XP_016949636.1|DBIA, LOC108024237|XP_016949605.1|DBIA	LOC119657277|XP_037920044.1|HILL
OG0000681	LOC108032038|XP_016961338.1|DBIA, LOC108033060|XP_016962698.1|DBIA	LOC119656887|XP_037919485.1|HILL
OG0000683	LOC108026243|XP_016952573.1|DBIA	LOC119650893|XP_037910000.1|HILL
OG0000684	LOC108031144|XP_016959847.1|DBIA, LOC108024799|XP_016950408.1|DBIA	LOC119651814|XP_037911533.1|HILL
OG0000685	LOC108025642|XP_016951667.1|DBIA, LOC108027258|XP_016954109.1|DBIA	LOC119650879|XP_037909972.1|HILL
OG0000686	LOC108030401|XP_016958774.1|DBIA, LOC108027497|XP_016954429.1|DBIA	LOC119661265|XP_037926448.1|HILL
OG0000687	LOC108026577|XP_016953018.1|DBIA, LOC108034522|XP_016964935.1|DBIA	LOC119648898|XP_037906728.1|HILL
OG0000688	LOC108022488|XP_016946930.1|DBIA	LOC119655131|XP_037916797.1|HILL
OG0000689	LOC108022271|XP_016946618.1|DBIA, LOC108022166|XP_016946499.1|DBIA	LOC119657177|XP_037919895.1|HILL
OG0000690	LOC108025632|XP_016951657.1|DBIA	LOC119653596|XP_037914274.1|HILL
OG0000691	LOC108036758|XP_016968576.1|DBIA, LOC108035947|XP_016967238.1|DBIA	LOC119649978|XP_037908346.1|HILL
OG0000692	LOC108034774|XP_016965209.1|DBIA, LOC108034414|XP_016964786.1|DBIA	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL
OG0000693	LOC108023625|XP_016948724.1|DBIA	LOC119657578|XP_037920474.1|HILL
OG0000693	LOC108031881|XP_016961134.1|DBIA	LOC119657891|XP_037920962.1|HILL
OG0000694	LOC108025866|XP_016952025.1|DBIA, LOC108030530|XP_016958908.1|DBIA	LOC119653610|XP_037914300.1|HILL
OG0000695	LOC108024892|XP_016950523.1|DBIA	LOC119652336|XP_037912278.1|HILL
OG0000696	LOC108028233|XP_016955386.1|DBIA	LOC119646793|XP_037903310.1|HILL
OG0000696	LOC108036717|XP_016968506.1|DBIA	LOC119661444|XP_037926717.1|HILL
OG0000697	LOC108027541|XP_016954479.1|DBIA, LOC108027091|XP_016953800.1|DBIA	LOC119650562|XP_037909296.1|HILL
OG0000698	LOC108028980|XP_016956509.1|DBIA	LOC119658246|XP_037921452.1|HILL
OG0000698	LOC108029304|XP_016956996.1|DBIA	LOC119647067|XP_037903752.1|HILL
OG0000699	LOC108034117|XP_016964386.1|DBIA, LOC108031225|XP_016959950.1|DBIA	LOC119651230|XP_037910634.1|HILL
OG0000700	LOC108029188|XP_016956849.1|DBIA, LOC108027917|XP_016955029.1|DBIA	LOC119646407|XP_037902779.1|HILL
OG0000701	LOC108029443|XP_016957181.1|DBIA, LOC108025939|XP_016952126.1|DBIA	LOC119646960|XP_037903587.1|HILL
OG0000702	LOC108026164|XP_016952409.1|DBIA, LOC108026163|XP_016952386.1|DBIA	LOC119660330|XP_037924740.1|HILL
OG0000703	LOC108032597|XP_016962001.1|DBIA, LOC108030103|XP_016958279.1|DBIA	LOC119654345|XP_037915612.1|HILL
OG0000704	LOC108024154|XP_016949446.1|DBIA, LOC108025061|XP_016950808.1|DBIA	LOC119656221|XP_037918548.1|HILL
OG0000705	LOC108028899|XP_016956410.1|DBIA, LOC108028884|XP_016956392.1|DBIA	LOC119647711|XP_037904729.1|HILL
OG0000707	LOC108022300|XP_016946649.1|DBIA, LOC108025880|XP_016952044.1|DBIA	LOC119653490|XP_037914046.1|HILL
OG0000708	LOC108023383|XP_016948279.1|DBIA, LOC108031991|XP_016961314.1|DBIA	LOC119656653|XP_037919046.1|HILL
OG0000709	LOC108025090|XP_016950840.1|DBIA, LOC108033068|XP_016962721.1|DBIA	LOC119653532|XP_037914134.1|HILL
OG0000710	LOC108027098|XP_016953805.1|DBIA, LOC108022922|XP_016947622.1|DBIA	LOC119654565|XP_037915943.1|HILL
OG0000711	LOC108034580|XP_016965002.1|DBIA, LOC108023642|XP_016948747.1|DBIA	LOC119656215|XP_037918541.1|HILL
OG0000713	LOC108027090|XP_016953795.1|DBIA, LOC108030368|XP_016958726.1|DBIA	LOC119655497|XP_037917327.1|HILL
OG0000714	LOC108033067|XP_016962720.1|DBIA, LOC108035044|XP_016965908.1|DBIA	LOC119648844|XP_037906647.1|HILL
OG0000716	LOC108029412|XP_016957175.1|DBIA, LOC108035372|XP_016966461.1|DBIA	LOC119649173|XP_037907129.1|HILL
OG0000717	LOC108030783|XP_016959324.1|DBIA	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL
OG0000718	LOC108036030|XP_016967461.1|DBIA	LOC119660961|XP_037925932.1|HILL
OG0000719	LOC108034944|XP_016965712.1|DBIA, LOC108035245|XP_016966268.1|DBIA	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL
OG0000724	LOC108027611|XP_016954621.1|DBIA, LOC108025091|XP_016950841.1|DBIA	LOC119657926|XP_037921041.1|HILL
OG0000726	LOC108025453|XP_016951446.1|DBIA, LOC108023479|XP_016948493.1|DBIA	LOC119653055|XP_037913462.1|HILL
OG0000727	LOC108032079|XP_016961391.1|DBIA, LOC108032230|XP_016961582.1|DBIA	LOC119658886|XP_037922601.1|HILL
OG0000728	LOC108023315|XP_016948107.1|DBIA	LOC119650595|XP_037909372.1|HILL
OG0000729	LOC108025515|XP_016951525.1|DBIA, LOC108025517|XP_016951527.1|DBIA	LOC119652827|XP_037913083.1|HILL
OG0000730	LOC108033136|XP_016962847.1|DBIA, LOC108032433|XP_016961745.1|DBIA	LOC119647745|XP_037904788.1|HILL
OG0000731	LOC108035519|XP_016966670.1|DBIA, LOC108029952|XP_016957943.1|DBIA	LOC119646681|XP_037903161.1|HILL
OG0000732	LOC108035034|XP_016965868.1|DBIA, LOC108035036|XP_016965870.1|DBIA	LOC119648801|XP_037906578.1|HILL
OG0000733	LOC108026069|XP_016952254.1|DBIA, LOC108035381|XP_016966476.1|DBIA	LOC119648378|XP_037906038.1|HILL
OG0000734	LOC108025692|XP_016951717.1|DBIA, LOC108035374|XP_016966463.1|DBIA	LOC119650154|XP_037908624.1|HILL
OG0000735	LOC108032637|XP_016962073.1|DBIA	LOC119651169|XP_037910516.1|HILL
OG0000736	LOC108027663|XP_016954691.1|DBIA, LOC108027662|XP_016954690.1|DBIA	LOC119651873|XP_037911608.1|HILL
OG0000737	LOC108026062|XP_016952246.1|DBIA	LOC119646763|XP_037903271.1|HILL
OG0000738	LOC108036739|XP_016968537.1|DBIA, LOC108032452|XP_016961767.1|DBIA	LOC119651288|XP_037910731.1|HILL
OG0000739	LOC108031098|XP_016959797.1|DBIA, LOC108032103|XP_016961421.1|DBIA	LOC119659661|XP_037923798.1|HILL
OG0000740	LOC108034609|XP_016965460.1|DBIA	LOC119646987|XP_037903631.1|HILL
OG0000740	LOC108031622|XP_016960716.1|DBIA	LOC119660242|XP_037924623.1|HILL
OG0000741	LOC108025774|XP_016951861.1|DBIA, LOC108023204|XP_016947959.1|DBIA	LOC119660617|XP_037925245.1|HILL
OG0000742	LOC108027567|XP_016954543.1|DBIA, LOC108027568|XP_016954546.1|DBIA	LOC119655245|XP_037916962.1|HILL
OG0000743	LOC108029604|XP_016957473.1|DBIA, LOC108022318|XP_016946666.1|DBIA, LOC108022141|XP_016946472.1|DBIA	LOC119647882|XP_037905097.1|HILL
OG0000744	LOC108036599|XP_016968348.1|DBIA	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL
OG0000745	LOC108022305|XP_016946654.1|DBIA, LOC108036358|XP_016967925.1|DBIA	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA	LOC119654765|XP_037916233.1|HILL
OG0000747	LOC108030865|XP_016959500.1|DBIA, LOC108030911|XP_016959585.1|DBIA	LOC119653703|XP_037914507.1|HILL
OG0000748	LOC108027729|XP_016954770.1|DBIA, LOC108023546|XP_016948612.1|DBIA	LOC119657475|XP_037920323.1|HILL
OG0000750	LOC108022416|XP_016946792.1|DBIA, LOC108031073|XP_016959768.1|DBIA	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL
OG0000753	LOC108027421|XP_016954354.1|DBIA, LOC108028458|XP_016955804.1|DBIA	LOC119651896|XP_037911650.1|HILL
OG0000754	LOC108033179|XP_016962907.1|DBIA, LOC108025623|XP_016951647.1|DBIA	LOC119657544|XP_037920415.1|HILL
OG0000755	LOC108032125|XP_016961446.1|DBIA, LOC108031065|XP_016959759.1|DBIA	LOC119652498|XP_037912609.1|HILL
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC119651830|XP_037911552.1|HILL
OG0000756	LOC108026065|XP_016952249.1|DBIA	LOC119652905|XP_037913209.1|HILL
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC119647880|XP_037905096.1|HILL
OG0000758	LOC108035675|XP_016966872.1|DBIA, LOC108035594|XP_016966756.1|DBIA	LOC119648790|XP_037906564.1|HILL
OG0000759	LOC108035597|XP_016966762.1|DBIA, LOC108035598|XP_016966763.1|DBIA	LOC119648906|XP_037906739.1|HILL
OG0000760	LOC108026874|XP_016953552.1|DBIA	LOC119661608|XP_037926952.1|HILL
OG0000761	LOC108034138|XP_016964417.1|DBIA, LOC108034210|XP_016964533.1|DBIA	LOC119650713|XP_037909650.1|HILL
OG0000762	LOC108036149|XP_016967625.1|DBIA	LOC119661373|XP_037926619.1|HILL
OG0000763	LOC108034359|XP_016964736.1|DBIA, LOC108033353|XP_016963152.1|DBIA	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL
OG0000764	LOC108031376|XP_016960212.1|DBIA	LOC119654962|XP_037916548.1|HILL
OG0000765	LOC108028454|XP_016955791.1|DBIA, LOC108023523|XP_016948565.1|DBIA	LOC119654298|XP_037915532.1|HILL
OG0000766	LOC108032442|XP_016961756.1|DBIA, LOC108023738|XP_016948865.1|DBIA	LOC119654919|XP_037916494.1|HILL
OG0000767	LOC108036673|XP_016946133.1|DBIA, LOC108030915|XP_016959594.1|DBIA	LOC119649895|XP_037908215.1|HILL
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC119650429|XP_037909174.1|HILL
OG0000769	LOC108026044|XP_016952228.1|DBIA, LOC108027588|XP_016954594.1|DBIA	LOC119657753|XP_037920735.1|HILL
OG0000770	LOC108022680|XP_016947240.1|DBIA	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL
OG0000771	LOC108035495|XP_016966637.1|DBIA, LOC108035494|XP_016966636.1|DBIA	LOC119658887|XP_037922605.1|HILL
OG0000772	LOC108022155|XP_016946486.1|DBIA, LOC108030104|XP_016958282.1|DBIA	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL
OG0000774	LOC108026861|XP_016953536.1|DBIA, LOC108026859|XP_016953530.1|DBIA, LOC108026860|XP_016953533.1|DBIA	LOC119657784|XP_037920791.1|HILL
OG0000778	LOC108028478|XP_016955829.1|DBIA, LOC108031447|XP_016960372.1|DBIA	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC119657107|XP_037919794.1|HILL
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC119657989|XP_037921134.1|HILL
OG0000781	LOC108033115|XP_016962808.1|DBIA, LOC108030739|XP_016959275.1|DBIA	LOC119658295|XP_037921520.1|HILL
OG0000782	LOC108035092|XP_016966002.1|DBIA, LOC108036484|XP_016968163.1|DBIA	LOC119657096|XP_037919779.1|HILL
OG0000783	LOC108023666|XP_016948777.1|DBIA	LOC119657280|XP_037920052.1|HILL
OG0000784	LOC108034664|XP_016965092.1|DBIA, LOC108023493|XP_016948510.1|DBIA	LOC119646893|XP_037903460.1|HILL
OG0000785	LOC108025060|XP_016950806.1|DBIA, LOC108024774|XP_016950376.1|DBIA	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC119650690|XP_037909584.1|HILL
OG0000787	LOC108034920|XP_016965664.1|DBIA, LOC108024415|XP_016949819.1|DBIA	LOC119649883|XP_037908188.1|HILL
OG0000788	LOC108033866|XP_016963998.1|DBIA, LOC108028513|XP_016955884.1|DBIA	LOC119647630|XP_037904613.1|HILL
OG0000789	LOC108033319|XP_016963086.1|DBIA, LOC108033318|XP_016963085.1|DBIA	LOC119651528|XP_037911088.1|HILL
OG0000790	LOC108036835|XP_016968671.1|DBIA, LOC108036834|XP_016968670.1|DBIA	LOC119658287|XP_037921510.1|HILL
OG0000791	LOC108025364|XP_016951312.1|DBIA, LOC108026284|XP_016952639.1|DBIA	LOC119653209|XP_037913704.1|HILL
OG0000793	LOC108031540|XP_016960566.1|DBIA, LOC108023431|XP_016948407.1|DBIA	LOC119659841|XP_037924067.1|HILL
OG0000794	LOC108027802|XP_016954870.1|DBIA, LOC108023334|XP_016948150.1|DBIA	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL
OG0000795	LOC108025744|XP_016951821.1|DBIA, LOC108025147|XP_016950912.1|DBIA	LOC119654215|XP_037915356.1|HILL
OG0000796	LOC108031143|XP_016959846.1|DBIA, LOC108025835|XP_016951982.1|DBIA	LOC119654527|XP_037915899.1|HILL
OG0000797	LOC108024609|XP_016950117.1|DBIA, LOC108024608|XP_016950115.1|DBIA	LOC119659393|XP_037923383.1|HILL
OG0000798	LOC108029669|XP_016957594.1|DBIA, LOC108029646|XP_016957545.1|DBIA	LOC119653731|XP_037914572.1|HILL
OG0000799	LOC108031195|XP_016959905.1|DBIA, LOC108023502|XP_016948526.1|DBIA	LOC119653680|XP_037914462.1|HILL
OG0000801	LOC108022339|XP_016946690.1|DBIA, LOC108022806|XP_016947429.1|DBIA	LOC119655634|XP_037917534.1|HILL
OG0000802	LOC108033222|XP_016962975.1|DBIA, LOC108033034|XP_016962649.1|DBIA	LOC119655789|XP_037917810.1|HILL
OG0000803	LOC108033859|XP_016963985.1|DBIA, LOC108035452|XP_016966579.1|DBIA	LOC119661390|XP_037926641.1|HILL
OG0000804	LOC108022258|XP_016946606.1|DBIA, LOC108027309|XP_016954192.1|DBIA	LOC119655918|XP_037918011.1|HILL
OG0000805	LOC108029382|XP_016957099.1|DBIA, LOC108029385|XP_016957102.1|DBIA	LOC119658085|XP_037921276.1|HILL
OG0000807	LOC108030930|XP_016959613.1|DBIA, LOC108036096|XP_016967550.1|DBIA, LOC108034618|XP_016965042.1|DBIA, LOC108027905|XP_016955012.1|DBIA	LOC119651447|XP_037910980.1|HILL
OG0000810	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA, LOC108030430|XP_016958806.1|DBIA	LOC119652580|XP_037912724.1|HILL
OG0000811	LOC108024956|XP_016950679.1|DBIA, LOC108036336|XP_016967866.1|DBIA	LOC119659042|XP_037922871.1|HILL
OG0000812	LOC108032985|XP_016962551.1|DBIA, LOC108030494|XP_016958872.1|DBIA	LOC119647943|XP_037905233.1|HILL
OG0000813	LOC108029492|XP_016957251.1|DBIA	LOC119659686|XP_037923852.1|HILL
OG0000813	LOC108029232|XP_016956915.1|DBIA	LOC119649371|XP_037907416.1|HILL
OG0000814	LOC108033733|XP_016963777.1|DBIA	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL
OG0000815	LOC108029237|XP_016956920.1|DBIA	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL
OG0000816	LOC108025951|XP_016952138.1|DBIA, LOC108027246|XP_016954087.1|DBIA	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL
OG0000818	LOC108023739|XP_016948866.1|DBIA, LOC108033682|XP_016963637.1|DBIA	LOC119653492|XP_037914048.1|HILL
OG0000819	LOC108023181|XP_016947912.1|DBIA, LOC108023746|XP_016948873.1|DBIA	LOC119655961|XP_037918111.1|HILL
OG0000820	LOC108024118|XP_016949387.1|DBIA, LOC108036674|XP_016968445.1|DBIA	LOC119654911|XP_037916472.1|HILL
OG0000821	LOC108023119|XP_016947875.1|DBIA	LOC119649066|XP_037906982.1|HILL
OG0000824	LOC108034366|XP_016964745.1|DBIA	LOC119661374|XP_037926621.1|HILL
OG0000830	LOC108025903|XP_016952075.1|DBIA	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL
OG0000831	LOC108034924|XP_016965669.1|DBIA	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL
OG0000832	LOC108036537|XP_016968250.1|DBIA, LOC108033940|XP_016964113.1|DBIA	LOC119646406|XP_037902778.1|HILL
OG0000833	LOC108035942|XP_016967227.1|DBIA	LOC119648899|XP_037906731.1|HILL
OG0000834	LOC108025122|XP_016950877.1|DBIA	LOC119650167|XP_037908642.1|HILL
OG0000836	LOC108033338|XP_016963113.1|DBIA, LOC108034206|XP_016964527.1|DBIA	LOC119651568|XP_037911131.1|HILL
OG0000837	LOC108021962|XP_016946283.1|DBIA	LOC119653598|XP_037914275.1|HILL
OG0000838	LOC108034357|XP_016964733.1|DBIA, LOC108033381|XP_016963190.1|DBIA	LOC119656045|XP_037918241.1|HILL
OG0000839	LOC108027201|XP_016953997.1|DBIA, LOC108030966|XP_016959655.1|DBIA	LOC119659633|XP_037923760.1|HILL
OG0000840	LOC108029605|XP_016957468.1|DBIA, LOC108022027|XP_016946362.1|DBIA	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL
OG0000841	LOC108021903|XP_016946210.1|DBIA, LOC108036876|XP_016968741.1|DBIA	LOC119660594|XP_037925196.1|HILL
OG0000842	LOC108029795|XP_016957798.1|DBIA, LOC108031707|XP_016960861.1|DBIA	LOC119653816|XP_037914775.1|HILL
OG0000843	LOC108026772|XP_016953405.1|DBIA	LOC119654815|XP_037916301.1|HILL
OG0000844	LOC108026789|XP_016953439.1|DBIA, LOC108027182|XP_016953971.1|DBIA	LOC119653876|XP_037914916.1|HILL
OG0000846	LOC108026354|XP_016952750.1|DBIA	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL
OG0000848	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA, LOC108033388|XP_016963197.1|DBIA	LOC119658671|XP_037922165.1|HILL
OG0000849	LOC108033366|XP_016963165.1|DBIA, LOC108027685|XP_016954722.1|DBIA	LOC119647307|XP_037904149.1|HILL
