Orthogroup	DBIA.longest_only	DMEL.longest_only
OG0000448	LOC108025472|XP_016951473.1|DBIA	CG11318|NP_651842.3|DMEL
OG0000448	LOC108025532|XP_016951548.1|DBIA	CG15556|NP_651845.2|DMEL
OG0000449	LOC108028601|XP_016956009.1|DBIA	Krn|NP_524129.1|DMEL
OG0000449	LOC108032659|XP_016962107.1|DBIA	spi|NP_476909.2|DMEL
OG0000450	LOC108025594|XP_016951612.1|DBIA	X11Lbeta|NP_727440.3|DMEL
OG0000450	LOC108023542|XP_016948601.1|DBIA	X11L|NP_001285376.1|DMEL
OG0000451	LOC108023224|XP_016947985.1|DBIA	CG14778|NP_569918.1|DMEL
OG0000451	LOC108023221|XP_016947981.1|DBIA	CG14777|NP_569917.1|DMEL
OG0000453	LOC108032247|XP_016961599.1|DBIA	ems|NP_731868.1|DMEL
OG0000453	LOC108031168|XP_016959877.1|DBIA	E5|NP_524825.1|DMEL
OG0000454	LOC108027454|XP_016954396.1|DBIA	CG15580|NP_649610.1|DMEL
OG0000454	LOC108034942|XP_016965710.1|DBIA	CG18171|NP_647651.1|DMEL
OG0000455	LOC108029379|XP_016957095.1|DBIA	CG17760|NP_001036539.1|DMEL
OG0000455	LOC108029561|XP_016957393.1|DBIA	CG30054|NP_001036538.3|DMEL
OG0000456	LOC108036686|XP_016968466.1|DBIA	Dyrk3|NP_001033810.1|DMEL
OG0000456	LOC108032629|XP_016962057.1|DBIA	Dyrk2|NP_001260456.1|DMEL
OG0000457	LOC108032808|XP_016962308.1|DBIA	DIP-zeta|NP_723442.2|DMEL
OG0000457	LOC108021921|XP_016946237.1|DBIA	DIP-epsilon|NP_001137799.1|DMEL
OG0000458	LOC108033629|XP_016963522.1|DBIA	MRP|NP_723772.2|DMEL
OG0000460	LOC108027678|XP_016954713.1|DBIA	CG7420|NP_001259871.1|DMEL
OG0000462	LOC108031519|XP_016960526.1|DBIA	CG3581|NP_650799.1|DMEL
OG0000462	LOC108031516|XP_016960523.1|DBIA	CG31404|NP_732414.1|DMEL
OG0000462	LOC108031517|XP_016960524.1|DBIA	CG31245|NP_732415.1|DMEL
OG0000463	LOC108024495|XP_016949919.1|DBIA	Ir94g|NP_651147.2|DMEL
OG0000463	LOC108035765|XP_016966957.1|DBIA	Ir20a|NP_608456.1|DMEL
OG0000463	LOC108024494|XP_016949917.1|DBIA	Ir94h|NP_651148.2|DMEL
OG0000464	LOC108033631|XP_016963536.1|DBIA	Pih1D1|NP_723771.4|DMEL
OG0000464	LOC108034063|XP_016964306.1|DBIA	CG5787|NP_609589.1|DMEL
OG0000465	LOC108032205|XP_016961552.1|DBIA	tld|NP_524487.2|DMEL
OG0000465	LOC108031649|XP_016960768.1|DBIA	tok|NP_476879.1|DMEL
OG0000466	LOC108023576|XP_016948660.1|DBIA	Gs2|NP_001285121.1|DMEL
OG0000466	LOC108036856|XP_016968718.1|DBIA	Gs1|NP_476570.1|DMEL
OG0000467	LOC108030045|XP_016958106.1|DBIA	pk|NP_724538.1|DMEL
OG0000467	LOC108030333|XP_016958684.1|DBIA	esn|NP_001260760.1|DMEL
OG0000468	LOC108023873|XP_016949042.1|DBIA	eEF1alpha2|NP_524611.1|DMEL
OG0000468	LOC108030047|XP_016958111.1|DBIA	eEF1alpha1|NP_477375.1|DMEL
OG0000469	LOC108033680|XP_016963625.1|DBIA	bru2|NP_001036356.1|DMEL
OG0000469	LOC108033732|XP_016963773.1|DBIA	bru1|NP_723737.1|DMEL
OG0000470	LOC108030765|XP_016959307.1|DBIA	eg|NP_524206.1|DMEL
OG0000470	LOC108028667|XP_016956089.1|DBIA	knrl|NP_788552.1|DMEL
OG0000471	LOC108034539|XP_016964954.1|DBIA	PIG-Wb|NP_647654.1|DMEL
OG0000471	LOC108029221|XP_016956904.1|DBIA	PIG-Wa|NP_608679.1|DMEL
OG0000473	LOC108023683|XP_016948794.1|DBIA	SmydA-9|NP_572539.2|DMEL
OG0000473	LOC108023694|XP_016948807.1|DBIA	SmydA-8|NP_001014717.1|DMEL
OG0000474	LOC108033210|XP_016962950.1|DBIA	CG4880|NP_573177.1|DMEL
OG0000474	LOC108028125|XP_016955264.1|DBIA	CG7557|NP_648464.1|DMEL
OG0000475	LOC108031608|XP_016960684.1|DBIA	PyK|NP_524448.3|DMEL
OG0000475	LOC108031090|XP_016959786.1|DBIA	CG7069|NP_651030.1|DMEL
OG0000476	LOC108031141|XP_016959845.1|DBIA, LOC108031183|XP_016959892.1|DBIA	GstZ1|NP_649894.1|DMEL
OG0000476	LOC108031887|XP_016961140.1|DBIA	GstZ2|NP_649895.1|DMEL
OG0000477	LOC108032192|XP_016961537.1|DBIA	CG7910|NP_649765.1|DMEL
OG0000477	LOC108032232|XP_016961584.1|DBIA	CG7900|NP_001097707.1|DMEL
OG0000478	LOC108032954|XP_016962514.1|DBIA	CG32633|NP_572898.1|DMEL
OG0000478	LOC108025355|XP_016951303.1|DBIA	CG31086|NP_733139.1|DMEL
OG0000479	LOC108032006|XP_016961293.1|DBIA	CG16749|NP_649881.1|DMEL
OG0000479	LOC108031028|XP_016959718.1|DBIA	CG12951|NP_649880.1|DMEL
OG0000480	LOC108027834|XP_016954909.1|DBIA	Pgk|NP_476676.1|DMEL
OG0000480	LOC108027876|XP_016954981.1|DBIA	CG9961|NP_608704.2|DMEL
OG0000482	LOC108031109|XP_016959809.1|DBIA	CG4860|NP_650163.2|DMEL
OG0000482	LOC108032217|XP_016961567.1|DBIA	Arc42|NP_650840.1|DMEL
OG0000483	LOC108026128|XP_016952320.1|DBIA	CG33341|NP_996282.1|DMEL
OG0000483	LOC108026074|XP_016952262.1|DBIA	CG13614|NP_651256.2|DMEL
OG0000484	LOC108031512|XP_016960516.1|DBIA	CG18493|NP_650803.1|DMEL
OG0000484	LOC108031513|XP_016960518.1|DBIA	CG3734|NP_650802.1|DMEL
OG0000485	LOC108027977|XP_016955091.1|DBIA	CG4306|NP_649038.1|DMEL
OG0000486	LOC108022760|XP_016947353.1|DBIA	Eglp4|NP_001261154.1|DMEL
OG0000486	LOC108022758|XP_016947348.1|DBIA	Eglp2|NP_788433.2|DMEL
OG0000487	LOC108022257|XP_016946605.1|DBIA	Arc2|NP_610956.1|DMEL
OG0000487	LOC108022968|XP_016947682.1|DBIA	Arc1|NP_610955.1|DMEL
OG0000488	LOC108029055|XP_016956610.1|DBIA	CG31921|NP_722627.1|DMEL
OG0000488	LOC108029056|XP_016956611.1|DBIA	CG43755|NP_001259819.1|DMEL
OG0000488	LOC108033397|XP_016963205.1|DBIA	CG31797|NP_724173.1|DMEL
OG0000489	LOC108023847|XP_016948981.1|DBIA	Ir100a|NP_651898.2|DMEL
OG0000489	LOC108032066|XP_016961377.1|DBIA	Ir10a|NP_001096949.1|DMEL
OG0000490	LOC108025931|XP_016952117.1|DBIA	DIP-alpha|NP_726871.1|DMEL
OG0000490	LOC108035802|XP_016967033.1|DBIA	DIP-beta|NP_001138225.1|DMEL
OG0000491	LOC108030092|XP_016958220.1|DBIA	CG30037|NP_725097.2|DMEL
OG0000491	LOC108030093|XP_016958221.1|DBIA	CG30036|NP_725096.2|DMEL
OG0000491	LOC108030091|XP_016958219.1|DBIA	GalT1|NP_788328.1|DMEL
OG0000492	LOC108036310|XP_016967809.1|DBIA	CG8800|NP_610483.1|DMEL
OG0000492	LOC108032446|XP_016961761.1|DBIA	CG10839|NP_609776.1|DMEL
OG0000493	LOC108024882|XP_016950516.1|DBIA	Mst98Ca|NP_524899.1|DMEL
OG0000494	LOC108026338|XP_016952731.1|DBIA	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL
OG0000494	LOC108029101|XP_016956683.1|DBIA	vig|NP_523572.1|DMEL
OG0000495	LOC108023679|XP_016948790.1|DBIA	CG4607|NP_572380.1|DMEL
OG0000495	LOC108030361|XP_016958717.1|DBIA	CG8249|NP_611060.2|DMEL
OG0000496	LOC108033846|XP_016963965.1|DBIA	CG9171|NP_723117.1|DMEL
OG0000496	LOC108033442|XP_016963259.1|DBIA	CG15483|NP_609592.1|DMEL
OG0000497	LOC108034284|XP_016964631.1|DBIA	Pvf2|NP_523499.2|DMEL
OG0000497	LOC108034014|XP_016964232.1|DBIA	Pvf3|NP_001097107.1|DMEL
OG0000498	LOC108026102|XP_016952291.1|DBIA	CG13616|NP_651262.1|DMEL
OG0000499	LOC108030145|XP_016958350.1|DBIA	Vha36-1|NP_651987.1|DMEL
OG0000499	LOC108023768|XP_016948897.1|DBIA	Vha36-3|NP_570008.1|DMEL
OG0000500	LOC108028146|XP_016955292.1|DBIA	AstC-R1|NP_649040.2|DMEL
OG0000500	LOC108028779|XP_016956247.1|DBIA	AstC-R2|NP_001303398.1|DMEL
OG0000501	LOC108032510|XP_016961830.1|DBIA	Cyp4e3|NP_523527.1|DMEL
OG0000502	LOC108022744|XP_016947324.1|DBIA	CG15657|NP_611554.1|DMEL
OG0000503	LOC108022437|XP_016946811.1|DBIA	Gr59b|NP_523818.2|DMEL
OG0000503	LOC108022137|XP_016946468.1|DBIA	Gr59a|NP_726287.2|DMEL
OG0000504	LOC108035366|XP_016966453.1|DBIA	CG9701|NP_648918.1|DMEL
OG0000505	LOC108025854|XP_016952011.1|DBIA	kirre|NP_726844.1|DMEL
OG0000505	LOC108025820|XP_016951961.1|DBIA	rst|NP_525058.2|DMEL
OG0000506	LOC108026013|XP_016952193.1|DBIA	CG31106|NP_733086.2|DMEL
OG0000506	LOC108026313|XP_016952689.1|DBIA	CG31103|NP_001097914.1|DMEL
OG0000507	LOC108025742|XP_016951819.1|DBIA	Ant2|NP_511110.1|DMEL
OG0000507	LOC108025791|XP_016951910.1|DBIA	sesB|NP_727448.1|DMEL
OG0000508	LOC108027817|XP_016954889.1|DBIA	CG32320|NP_001097472.3|DMEL
OG0000508	LOC108028312|XP_016955538.1|DBIA	CG6845|NP_612000.3|DMEL
OG0000509	LOC108036551|XP_016968274.1|DBIA	Sema2a|NP_477507.1|DMEL
OG0000509	LOC108036488|XP_016968168.1|DBIA	Sema2b|NP_001261024.1|DMEL
OG0000510	LOC108036921|XP_016968822.1|DBIA	CG8323|NP_610933.1|DMEL
OG0000510	LOC108036920|XP_016968821.1|DBIA	CG18327|NP_610934.1|DMEL
OG0000511	LOC108034001|XP_016964222.1|DBIA	Cyt-b5-r|NP_477154.1|DMEL
OG0000511	LOC108033719|XP_016963744.1|DBIA	CG17928|NP_609810.1|DMEL
OG0000512	LOC108032524|XP_016961862.1|DBIA	Gr32a|NP_523543.3|DMEL
OG0000512	LOC108030649|XP_016959156.1|DBIA	Gr68a|NP_524027.2|DMEL
OG0000513	LOC108030070|XP_016958160.1|DBIA	CG3270|NP_610228.1|DMEL
OG0000513	LOC108033645|XP_016963568.1|DBIA	l_2_37Bb|NP_536791.1|DMEL
OG0000514	LOC108034050|XP_016964291.1|DBIA	pdm2|NP_723763.1|DMEL
OG0000514	LOC108034047|XP_016964285.1|DBIA	nub|NP_001097153.1|DMEL
OG0000515	LOC108036019|XP_016967434.1|DBIA	ATPsynbeta|NP_001259081.1|DMEL
OG0000515	LOC108034523|XP_016964936.1|DBIA	ATPsynbetaL|NP_648836.2|DMEL
OG0000516	LOC108025879|XP_016952047.1|DBIA	CG9522|NP_644677.1|DMEL
OG0000516	LOC108025846|XP_016952002.1|DBIA	CG12539|NP_572976.1|DMEL
OG0000517	LOC108030559|XP_016958943.1|DBIA	CG17029|NP_648821.1|DMEL
OG0000517	LOC108030560|XP_016958944.1|DBIA	CG17028|NP_648822.1|DMEL
OG0000518	LOC108034744|XP_016965181.1|DBIA	CG7194|NP_648203.1|DMEL
OG0000519	LOC108028265|XP_016955447.1|DBIA, LOC108027961|XP_016955075.1|DBIA	Sgs7|NP_476718.1|DMEL, Sgs8|NP_476719.2|DMEL
OG0000521	LOC108035754|XP_016966941.1|DBIA	CCKLR-17D3|NP_001097023.1|DMEL
OG0000521	LOC108035746|XP_016966932.1|DBIA	CCKLR-17D1|NP_001097021.1|DMEL
OG0000522	LOC108027089|XP_016953794.1|DBIA	CG10029|NP_649716.1|DMEL
OG0000522	LOC108025799|XP_016951927.1|DBIA	CG9911|NP_573111.1|DMEL
OG0000523	LOC108026230|XP_016952554.1|DBIA	Stt3B|NP_524494.1|DMEL
OG0000523	LOC108027553|XP_016954507.1|DBIA	Stt3A|NP_608425.1|DMEL
OG0000524	LOC108031975|XP_016961258.1|DBIA	Irp-1A|NP_477371.1|DMEL
OG0000524	LOC108031033|XP_016959724.1|DBIA	Irp-1B|NP_524303.2|DMEL
OG0000525	LOC108036418|XP_016968034.1|DBIA	CG30345|NP_724760.2|DMEL
OG0000525	LOC108036417|XP_016968032.1|DBIA	CG30344|NP_724759.1|DMEL
OG0000526	LOC108032399|XP_016961709.1|DBIA	PCNA2|NP_609994.1|DMEL
OG0000526	LOC108029592|XP_016957449.1|DBIA	PCNA|NP_476905.1|DMEL
OG0000527	LOC108029071|XP_016956632.1|DBIA	ed|NP_523469.2|DMEL
OG0000527	LOC108029207|XP_016956876.1|DBIA	fred|NP_608812.3|DMEL
OG0000528	LOC108034361|XP_016964742.1|DBIA	CG33281|NP_995620.1|DMEL
OG0000529	LOC108028959|XP_016956487.1|DBIA	CG34447|NP_001097060.1|DMEL
OG0000529	LOC108028923|XP_016956430.1|DBIA	CG14034|NP_001036339.1|DMEL
OG0000530	LOC108028796|XP_016956268.1|DBIA	CG32079|NP_729645.3|DMEL
OG0000530	LOC108034629|XP_016965056.1|DBIA	CG1139|NP_647686.1|DMEL
OG0000531	LOC108033063|XP_016962715.1|DBIA	CG17493|NP_001260692.1|DMEL
OG0000531	LOC108033755|XP_016963817.1|DBIA	CG31802|NP_724103.1|DMEL
OG0000532	LOC108030968|XP_016959657.1|DBIA	CG4367|NP_001287421.2|DMEL
OG0000532	LOC108031297|XP_016960030.1|DBIA	CG4362|NP_650876.1|DMEL
OG0000533	LOC108027619|XP_016954630.1|DBIA	SLIRP1|NP_001027083.1|DMEL
OG0000533	LOC108032166|XP_016961509.1|DBIA	SLIRP2|NP_649808.1|DMEL
OG0000534	LOC108033102|XP_016962789.1|DBIA	sno|NP_001096967.1|DMEL
OG0000534	LOC108029146|XP_016956764.1|DBIA	CG3491|NP_609731.1|DMEL
OG0000535	LOC108036271|XP_016967771.1|DBIA	CG12895|NP_001260868.1|DMEL
OG0000535	LOC108029744|XP_016957726.1|DBIA	CG14757|NP_610363.1|DMEL
OG0000536	LOC108034479|XP_016964862.1|DBIA	frm|NP_001137887.1|DMEL
OG0000537	LOC108030371|XP_016958728.1|DBIA	Incenp|NP_523648.3|DMEL
OG0000538	LOC108022695|XP_016947257.1|DBIA	CG43324|NP_001246399.1|DMEL
OG0000538	LOC108029551|XP_016957358.1|DBIA	Ggamma1|NP_523662.1|DMEL
OG0000539	LOC108025110|XP_016950864.1|DBIA	E_spl_mgamma-HLH|NP_524504.2|DMEL
OG0000539	LOC108025056|XP_016950801.1|DBIA	E_spl_mbeta-HLH|NP_524505.2|DMEL
OG0000540	LOC108034333|XP_016964701.1|DBIA	CG9338|NP_610071.1|DMEL
OG0000540	LOC108034336|XP_016964708.1|DBIA	CG9336|NP_610069.2|DMEL
OG0000541	LOC108029973|XP_016957969.1|DBIA	BomS4|NP_663309.1|DMEL
OG0000542	LOC108026118|XP_016952310.1|DBIA	ND-49L|NP_651392.2|DMEL
OG0000542	LOC108035835|XP_016967070.1|DBIA	ND-49|NP_651926.1|DMEL
OG0000543	LOC108024677|XP_016950236.1|DBIA	CG4408|NP_651141.2|DMEL
OG0000543	LOC108029342|XP_016957024.1|DBIA	CG2915|NP_610338.1|DMEL
OG0000544	LOC108028625|XP_016956035.1|DBIA	Prat2|NP_523949.2|DMEL
OG0000544	LOC108027197|XP_016953992.1|DBIA	Prat|NP_524271.2|DMEL
OG0000545	LOC108024857|XP_016950488.1|DBIA	beat-IIb|NP_650613.2|DMEL
OG0000545	LOC108024321|XP_016949712.1|DBIA	beat-IIa|NP_524384.3|DMEL
OG0000546	LOC108032070|XP_016961379.1|DBIA	Nup93-2|NP_650404.1|DMEL
OG0000546	LOC108024041|XP_016949304.1|DBIA	Nup93-1|NP_572929.1|DMEL
OG0000547	LOC108025902|XP_016952074.1|DBIA	Ran|NP_651969.1|DMEL
OG0000547	LOC108031211|XP_016959935.1|DBIA	Ran-like|NP_524082.1|DMEL
OG0000548	LOC108028754|XP_016956214.1|DBIA	CG9389|NP_649295.1|DMEL
OG0000548	LOC108028755|XP_016956215.1|DBIA	CG9391|NP_649294.1|DMEL
OG0000549	LOC108023001|XP_016947721.1|DBIA	l_2_efl|NP_523827.1|DMEL
OG0000550	LOC108029960|XP_016957955.1|DBIA	Kaz1-ORFB|NP_001027091.1|DMEL
OG0000550	LOC108029649|XP_016957560.1|DBIA	CG34454|NP_001097457.1|DMEL
OG0000551	LOC108029867|XP_016957846.1|DBIA	Strn-Mlck|NP_001261019.1|DMEL
OG0000552	LOC108025541|XP_016951560.1|DBIA	CG31029|NP_733347.1|DMEL
OG0000552	LOC108025454|XP_016951444.1|DBIA	Ppi1|NP_733345.2|DMEL
OG0000553	LOC108032740|XP_016962214.1|DBIA	CG17633|NP_609310.2|DMEL
OG0000554	LOC108024390|XP_016949790.1|DBIA	GILT3|NP_651165.1|DMEL
OG0000554	LOC108024400|XP_016949801.1|DBIA	GILT2|NP_651166.1|DMEL
OG0000555	LOC108028415|XP_016955726.1|DBIA	Ppm1|NP_612039.1|DMEL
OG0000555	LOC108035617|XP_016966793.1|DBIA	CG17746|NP_647794.1|DMEL
OG0000556	LOC108033189|XP_016962920.1|DBIA	Arpc3B|NP_573193.1|DMEL
OG0000556	LOC108026411|XP_016952828.1|DBIA	Arpc3A|NP_650498.3|DMEL
OG0000557	LOC108031056|XP_016959746.1|DBIA	CG12256|NP_650166.2|DMEL
OG0000557	LOC108031197|XP_016959908.1|DBIA	CG17404|NP_650165.2|DMEL
OG0000558	LOC108026036|XP_016952217.1|DBIA	blp|NP_524370.2|DMEL
OG0000558	LOC108028862|XP_016956340.1|DBIA	CG1409|NP_572409.2|DMEL
OG0000559	LOC108024742|XP_016950329.1|DBIA	Best1|NP_001247018.1|DMEL
OG0000559	LOC108030518|XP_016958896.1|DBIA	Best3|NP_730039.1|DMEL
OG0000560	LOC108030393|XP_016958765.1|DBIA	CG30503|NP_001137612.1|DMEL
OG0000560	LOC108030392|XP_016958763.1|DBIA	sPLA2|NP_724556.1|DMEL
OG0000561	LOC108035665|XP_016966862.1|DBIA	eyg|NP_524042.2|DMEL
OG0000561	LOC108035628|XP_016966811.1|DBIA	toe|NP_524041.2|DMEL
OG0000562	LOC108028391|XP_016955694.1|DBIA	chrb|NP_648470.2|DMEL
OG0000562	LOC108028602|XP_016956010.1|DBIA	scyl|NP_648456.2|DMEL
OG0000563	LOC108027984|XP_016955098.1|DBIA	CG12520|NP_001097596.1|DMEL
OG0000564	LOC108028186|XP_016955337.1|DBIA	Edg78E|NP_524198.1|DMEL
OG0000564	LOC108028318|XP_016955536.1|DBIA	Cpr78Cc|NP_649300.1|DMEL
OG0000565	LOC108027417|XP_016954348.1|DBIA, LOC108024102|XP_016949367.1|DBIA	CG12112|NP_572489.2|DMEL
OG0000566	LOC108025554|XP_016951579.1|DBIA	AhcyL2|NP_996221.1|DMEL
OG0000566	LOC108035295|XP_016966352.1|DBIA	AhcyL1|NP_647746.1|DMEL
OG0000567	LOC108036524|XP_016968230.1|DBIA	CG4766|NP_572287.1|DMEL
OG0000567	LOC108036341|XP_016967890.1|DBIA	mab-21|NP_651971.2|DMEL
OG0000568	LOC108025641|XP_016951666.1|DBIA	CG16781|NP_001259211.1|DMEL
OG0000568	LOC108024992|XP_016950735.1|DBIA	CG9855|NP_649463.2|DMEL
OG0000569	LOC108031533|XP_016960557.1|DBIA	Snap24|NP_524298.1|DMEL
OG0000569	LOC108021925|XP_016946238.1|DBIA, LOC108024068|XP_016949325.1|DBIA	Snap25|NP_001036641.1|DMEL
OG0000570	LOC108026433|XP_016952858.1|DBIA	Orct2|NP_651238.2|DMEL
OG0000570	LOC108026381|XP_016952790.1|DBIA	Orct|NP_524479.1|DMEL
OG0000571	LOC108024706|XP_016950279.1|DBIA	CG34354|NP_001097953.2|DMEL
OG0000572	LOC108023503|XP_016948532.1|DBIA	CG10126|NP_788664.2|DMEL
OG0000572	LOC108023378|XP_016948276.1|DBIA	CG31345|NP_731744.1|DMEL
OG0000573	LOC108035398|XP_016966506.1|DBIA	CG16758|NP_001261330.1|DMEL
OG0000573	LOC108026763|XP_016953392.1|DBIA	CG18128|NP_611822.1|DMEL
OG0000574	LOC108035033|XP_016965867.1|DBIA	Rh4|NP_476701.1|DMEL
OG0000574	LOC108031939|XP_016961209.1|DBIA	Rh3|NP_524411.1|DMEL
OG0000575	LOC108030670|XP_016959185.1|DBIA	caup|NP_524046.2|DMEL
OG0000575	LOC108030700|XP_016959227.1|DBIA	ara|NP_524045.2|DMEL
OG0000576	LOC108027096|XP_016953803.1|DBIA	CG14605|NP_731145.1|DMEL
OG0000576	LOC108027050|XP_016953747.1|DBIA	CG14606|NP_001334690.1|DMEL
OG0000577	LOC108034166|XP_016964461.1|DBIA	CG17597|NP_609912.1|DMEL
OG0000577	LOC108033812|XP_016963922.1|DBIA	ScpX|NP_524715.2|DMEL
OG0000578	LOC108033910|XP_016964069.1|DBIA	Fatp1|NP_001162940.3|DMEL
OG0000578	LOC108023048|XP_016947778.1|DBIA	Fatp2|NP_995925.2|DMEL
OG0000579	LOC108031224|XP_016959949.1|DBIA	CG9920|NP_650333.1|DMEL
OG0000579	LOC108028826|XP_016956304.1|DBIA	CG11267|NP_648622.1|DMEL
OG0000580	LOC108024580|XP_016950068.1|DBIA	CG14694|NP_650028.1|DMEL
OG0000580	LOC108024584|XP_016950075.1|DBIA	CG6574|NP_650029.1|DMEL
OG0000581	LOC108027287|XP_016954167.1|DBIA	AnxB9|NP_476603.1|DMEL
OG0000581	LOC108025852|XP_016952006.1|DBIA	AnxB11|NP_727978.1|DMEL
OG0000582	LOC108035086|XP_016965992.1|DBIA	SdhAL|NP_648523.1|DMEL
OG0000582	LOC108026803|XP_016953454.1|DBIA	SdhA|NP_477210.1|DMEL
OG0000583	LOC108022460|XP_016946856.1|DBIA	CG34423|NP_001163263.1|DMEL
OG0000583	LOC108022480|XP_016946920.1|DBIA	CG13551|NP_652302.1|DMEL
OG0000584	LOC108032441|XP_016961755.1|DBIA	CG13102|NP_609268.2|DMEL
OG0000584	LOC108032427|XP_016961738.1|DBIA	CG9568|NP_609267.1|DMEL
OG0000585	LOC108034752|XP_016965190.1|DBIA	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL
OG0000585	LOC108034755|XP_016965193.1|DBIA	CG13678|NP_648193.1|DMEL
OG0000586	LOC108022142|XP_016946473.1|DBIA	CG30285|NP_726103.1|DMEL
OG0000586	LOC108029616|XP_016957490.1|DBIA	CG13749|NP_610428.2|DMEL
OG0000586	LOC108029511|XP_016957297.1|DBIA	CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL
OG0000587	LOC108022132|XP_016946463.1|DBIA	CG42694|NP_001188994.1|DMEL
OG0000587	LOC108022959|XP_016947669.1|DBIA	CG43110|NP_001246396.1|DMEL
OG0000587	LOC108029876|XP_016957856.1|DBIA	CG10764|NP_611213.2|DMEL
OG0000587	LOC108026576|XP_016953017.1|DBIA	CG30187|NP_001246475.2|DMEL
OG0000589	LOC108023403|XP_016948342.1|DBIA	Drak|NP_001162723.1|DMEL
OG0000590	LOC108031246|XP_016959971.1|DBIA	VhaAC39-2|NP_651128.1|DMEL
OG0000590	LOC108032984|XP_016962550.1|DBIA	VhaAC39-1|NP_570080.1|DMEL
OG0000592	LOC108036646|XP_016968411.1|DBIA	cathD|NP_001334713.1|DMEL
OG0000592	LOC108022310|XP_016946659.1|DBIA	CG10104|NP_610961.1|DMEL
OG0000593	LOC108026085|XP_016952273.1|DBIA	ND-20L|NP_651698.1|DMEL
OG0000593	LOC108025781|XP_016951888.1|DBIA	ND-20|NP_573097.1|DMEL
OG0000594	LOC108026344|XP_016952738.1|DBIA	Pglym78|NP_524546.2|DMEL
OG0000594	LOC108031145|XP_016959848.1|DBIA	Pglym87|NP_652041.2|DMEL
OG0000595	LOC108031940|XP_016961210.1|DBIA	Hrb87F|NP_476807.1|DMEL
OG0000595	LOC108024707|XP_016950285.1|DBIA	Hrb98DE|NP_524543.1|DMEL
OG0000596	LOC108024131|XP_016949403.1|DBIA	CG3690|NP_569876.3|DMEL
OG0000596	LOC108032215|XP_016961564.1|DBIA	CG31272|NP_650013.3|DMEL
OG0000597	LOC108031330|XP_016960071.1|DBIA	ppk22|NP_733051.2|DMEL
OG0000597	LOC108025194|XP_016950992.1|DBIA	ppk24|NP_651860.2|DMEL
OG0000598	LOC108024902|XP_016950560.1|DBIA	Cyp304a1|NP_731751.1|DMEL
OG0000599	LOC108034732|XP_016965161.1|DBIA	Gr64a|NP_728920.1|DMEL
OG0000599	LOC108028483|XP_016955838.1|DBIA	Gr61a|NP_523877.1|DMEL
OG0000600	LOC108030425|XP_016958800.1|DBIA	CG13321|NP_610831.1|DMEL
OG0000600	LOC108030348|XP_016958702.1|DBIA	CG44250|NP_001163133.1|DMEL
OG0000601	LOC108034107|XP_016964373.1|DBIA	MME1|NP_609093.1|DMEL
OG0000601	LOC108027879|XP_016954986.1|DBIA	colt|NP_477221.1|DMEL
OG0000602	LOC108032799|XP_016962295.1|DBIA	CG5867|NP_609625.2|DMEL
OG0000602	LOC108032829|XP_016962334.1|DBIA	CG5945|NP_609626.1|DMEL
OG0000603	LOC108024357|XP_016949750.1|DBIA	CG31262|NP_732222.2|DMEL
OG0000603	LOC108036054|XP_016967485.1|DBIA	CG33124|NP_001097056.3|DMEL
OG0000603	LOC108036059|XP_016967491.1|DBIA	CG31668|NP_001097055.2|DMEL
OG0000603	LOC108036085|XP_016967524.1|DBIA	SLC5A11|NP_609192.1|DMEL
OG0000604	LOC108027882|XP_016954987.1|DBIA	Taf10|NP_477463.1|DMEL
OG0000604	LOC108027932|XP_016955049.1|DBIA	Taf10b|NP_477418.1|DMEL
OG0000605	LOC108034341|XP_016964713.1|DBIA	CG9259|NP_610084.1|DMEL
OG0000606	LOC108031699|XP_016960848.1|DBIA	CG6660|NP_651104.1|DMEL
OG0000607	LOC108032112|XP_016961434.1|DBIA	CG5220|NP_650590.1|DMEL
OG0000607	LOC108027400|XP_016954327.1|DBIA	CG7009|NP_650947.1|DMEL
OG0000608	LOC108025099|XP_016950851.1|DBIA	Ald2|NP_651476.1|DMEL
OG0000608	LOC108025288|XP_016951159.1|DBIA	Ald1|NP_733140.2|DMEL
OG0000609	LOC108021951|XP_016946267.1|DBIA	Cdlc2|NP_477408.1|DMEL
OG0000610	LOC108035965|XP_016967271.1|DBIA	Grx1|NP_649065.1|DMEL
OG0000610	LOC108022370|XP_016946740.1|DBIA	Grx1t|NP_611609.1|DMEL
OG0000611	LOC108022583|XP_016947095.1|DBIA	Treh|NP_726025.1|DMEL
OG0000611	LOC108036672|XP_016968444.1|DBIA	CG6262|NP_611123.2|DMEL
OG0000612	LOC108027979|XP_016955094.1|DBIA	CG32201|NP_730346.2|DMEL
OG0000612	LOC108028070|XP_016955200.1|DBIA	CG18231|NP_649045.2|DMEL
OG0000612	LOC108028069|XP_016955199.1|DBIA	CG18233|NP_649044.3|DMEL
OG0000614	LOC108025014|XP_016950758.1|DBIA	alpha-Man-Ic|NP_733331.1|DMEL
OG0000614	LOC108027558|XP_016954519.1|DBIA	alpha-Man-Ia|NP_727408.2|DMEL
OG0000615	LOC108035760|XP_016966949.1|DBIA	CG6470|NP_573304.1|DMEL
