Orthogroup	DBIA.longest_only	DSER.longest_only
OG0000734	LOC108025692|XP_016951717.1|DBIA	LOC110187387|XP_020812437.1|DSER
OG0000734	LOC108035374|XP_016966463.1|DBIA	LOC110178654|XP_020801505.1|DSER
OG0000735	LOC108032775|XP_016962266.1|DBIA	LOC110177895|XP_020800523.1|DSER
OG0000736	LOC108027663|XP_016954691.1|DBIA	LOC110187238|XP_020812295.1|DSER
OG0000736	LOC108027662|XP_016954690.1|DBIA	LOC110187237|XP_020812294.1|DSER
OG0000737	LOC108030161|XP_016958380.1|DBIA	LOC110189224|XP_020814863.1|DSER
OG0000738	LOC108036739|XP_016968537.1|DBIA	LOC110176815|XP_020798915.1|DSER
OG0000738	LOC108032452|XP_016961767.1|DBIA	LOC110185977|XP_020810659.1|DSER
OG0000739	LOC108031098|XP_016959797.1|DBIA	LOC110187870|XP_020813013.1|DSER
OG0000739	LOC108032103|XP_016961421.1|DBIA	LOC110187724|XP_020812830.1|DSER
OG0000740	LOC108027340|XP_016954282.1|DBIA, LOC108036734|XP_016968532.1|DBIA	LOC110180658|XP_020804009.1|DSER
OG0000740	LOC108031622|XP_016960716.1|DBIA	LOC110187915|XP_020813078.1|DSER
OG0000741	LOC108025774|XP_016951861.1|DBIA, LOC108023204|XP_016947959.1|DBIA	LOC110181662|XP_020805130.1|DSER
OG0000742	LOC108027567|XP_016954543.1|DBIA	LOC110175920|XP_020797757.1|DSER
OG0000742	LOC108027568|XP_016954546.1|DBIA	LOC110176083|XP_020797984.1|DSER
OG0000743	LOC108029604|XP_016957473.1|DBIA	LOC110187020|XP_020812047.1|DSER
OG0000743	LOC108022318|XP_016946666.1|DBIA, LOC108022141|XP_016946472.1|DBIA	LOC110177955|XP_020800604.1|DSER
OG0000744	LOC108036599|XP_016968348.1|DBIA	LOC110189272|XP_020814950.1|DSER
OG0000745	LOC108022305|XP_016946654.1|DBIA	LOC110182996|XP_020806847.1|DSER
OG0000745	LOC108036358|XP_016967925.1|DBIA	LOC110189444|XP_020815175.1|DSER
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA	LOC110182897|XP_020806710.1|DSER
OG0000747	LOC108030865|XP_016959500.1|DBIA	LOC110189993|XP_020815950.1|DSER
OG0000747	LOC108030911|XP_016959585.1|DBIA	LOC110190150|XP_020816139.1|DSER
OG0000748	LOC108027729|XP_016954770.1|DBIA	LOC110184925|XP_020809230.1|DSER
OG0000748	LOC108023546|XP_016948612.1|DBIA	LOC110182496|XP_020806204.1|DSER
OG0000750	LOC108022416|XP_016946792.1|DBIA	LOC110178379|XP_020801175.1|DSER, LOC110178223|XP_020800926.1|DSER
OG0000750	LOC108031073|XP_016959768.1|DBIA	LOC110191049|XP_020817432.1|DSER
OG0000751	LOC108026795|XP_016953445.1|DBIA	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER
OG0000751	LOC108026907|XP_016953605.1|DBIA	LOC110181664|XP_020805140.1|DSER
OG0000752	LOC108036026|XP_016967453.1|DBIA, LOC108028080|XP_016955249.1|DBIA	LOC110188853|XP_020814418.1|DSER
OG0000752	LOC108023976|XP_016949194.1|DBIA	LOC110188835|XP_020814386.1|DSER, LOC110190914|XP_020817234.1|DSER
OG0000752	LOC108029192|XP_016956857.1|DBIA, LOC108033257|XP_016963012.1|DBIA, LOC108033258|XP_016963013.1|DBIA	LOC110182367|XP_020806067.1|DSER
OG0000753	LOC108027421|XP_016954354.1|DBIA	LOC110191296|XP_020817764.1|DSER
OG0000753	LOC108028458|XP_016955804.1|DBIA	LOC110190603|XP_020816855.1|DSER
OG0000754	LOC108033179|XP_016962907.1|DBIA	LOC110180628|XP_020803975.1|DSER
OG0000754	LOC108025623|XP_016951647.1|DBIA	LOC110181767|XP_020805295.1|DSER
OG0000755	LOC108032125|XP_016961446.1|DBIA	LOC110184559|XP_020808796.1|DSER
OG0000755	LOC108031065|XP_016959759.1|DBIA	LOC110184687|XP_020808962.1|DSER
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC110191247|XP_020817686.1|DSER
OG0000756	LOC108026065|XP_016952249.1|DBIA	LOC110191158|XP_020817575.1|DSER
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC110182774|XP_020806556.1|DSER
OG0000758	LOC108035675|XP_016966872.1|DBIA	LOC110188380|XP_020813756.1|DSER
OG0000758	LOC108035594|XP_016966756.1|DBIA	LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER
OG0000759	LOC108035597|XP_016966762.1|DBIA	LOC110188827|XP_020814377.1|DSER
OG0000759	LOC108035598|XP_016966763.1|DBIA	LOC110188819|XP_020814358.1|DSER
OG0000760	LOC108026874|XP_016953552.1|DBIA	LOC110181147|XP_020804482.1|DSER, LOC110180233|XP_020803551.1|DSER
OG0000761	LOC108034138|XP_016964417.1|DBIA	LOC110183375|XP_020807296.1|DSER
OG0000761	LOC108034210|XP_016964533.1|DBIA	LOC110183327|XP_020807235.1|DSER
OG0000762	LOC108036149|XP_016967625.1|DBIA	LOC110183840|XP_020807850.1|DSER
OG0000762	LOC108028919|XP_016956427.1|DBIA	LOC110184923|XP_020809228.1|DSER
OG0000763	LOC108034359|XP_016964736.1|DBIA	LOC110187461|XP_020812508.1|DSER
OG0000763	LOC108033353|XP_016963152.1|DBIA	LOC110187459|XP_020812506.1|DSER
OG0000764	LOC108031376|XP_016960212.1|DBIA	LOC110188099|XP_020813312.1|DSER
OG0000764	LOC108025767|XP_016951851.1|DBIA	LOC110182040|XP_020805629.1|DSER
OG0000765	LOC108028454|XP_016955791.1|DBIA	LOC110178801|XP_020801713.1|DSER
OG0000765	LOC108023523|XP_016948565.1|DBIA	LOC110179450|XP_020802657.1|DSER
OG0000766	LOC108032442|XP_016961756.1|DBIA	LOC110181439|XP_020804841.1|DSER
OG0000766	LOC108023738|XP_016948865.1|DBIA	LOC110179664|XP_020802935.1|DSER
OG0000767	LOC108036673|XP_016946133.1|DBIA	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER
OG0000767	LOC108030915|XP_016959594.1|DBIA	LOC110189942|XP_020815888.1|DSER
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC110184654|XP_020808913.1|DSER
OG0000769	LOC108026044|XP_016952228.1|DBIA	LOC110191941|XP_020818617.1|DSER
OG0000769	LOC108027588|XP_016954594.1|DBIA	LOC110179358|XP_020802530.1|DSER
OG0000770	LOC108022680|XP_016947240.1|DBIA	LOC110177983|XP_020800634.1|DSER
OG0000771	LOC108035495|XP_016966637.1|DBIA	LOC110183718|XP_020807726.1|DSER
OG0000771	LOC108035494|XP_016966636.1|DBIA	LOC110183717|XP_020807725.1|DSER
OG0000772	LOC108022155|XP_016946486.1|DBIA	LOC110184043|XP_020808076.1|DSER
OG0000772	LOC108030104|XP_016958282.1|DBIA	LOC110178317|XP_020801087.1|DSER
OG0000773	LOC108029555|XP_016957368.1|DBIA	LOC110182928|XP_020806764.1|DSER
OG0000773	LOC108027077|XP_016953781.1|DBIA	LOC110191852|XP_020818487.1|DSER
OG0000774	LOC108026861|XP_016953536.1|DBIA, LOC108026859|XP_016953530.1|DBIA, LOC108026860|XP_016953533.1|DBIA	LOC110191633|XP_020818181.1|DSER, LOC110191632|XP_020818180.1|DSER
OG0000775	LOC108029500|XP_016957270.1|DBIA	LOC110189771|XP_020815650.1|DSER
OG0000775	LOC108022329|XP_016946680.1|DBIA	LOC110178303|XP_020801052.1|DSER
OG0000776	LOC108026104|XP_016952293.1|DBIA, LOC108028486|XP_016955841.1|DBIA, LOC108028487|XP_016955844.1|DBIA	LOC110189923|XP_020815859.1|DSER
OG0000777	LOC108024327|XP_016949718.1|DBIA, LOC108024328|XP_016949719.1|DBIA, LOC108024485|XP_016949895.1|DBIA, LOC108024486|XP_016949896.1|DBIA	LOC110187988|XP_020813169.1|DSER, LOC110188062|XP_020813271.1|DSER, LOC110187989|XP_020813170.1|DSER
OG0000778	LOC108028478|XP_016955829.1|DBIA	LOC110176135|XP_020798029.1|DSER
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC110181856|XP_020805433.1|DSER
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC110189273|XP_020814951.1|DSER
OG0000781	LOC108033115|XP_016962808.1|DBIA	LOC110184279|XP_020808409.1|DSER
OG0000781	LOC108030739|XP_016959275.1|DBIA	LOC110190118|XP_020816091.1|DSER
OG0000782	LOC108035092|XP_016966002.1|DBIA	LOC110179034|XP_020802047.1|DSER
OG0000782	LOC108036484|XP_016968163.1|DBIA	LOC110184210|XP_020808316.1|DSER
OG0000783	LOC108035514|XP_016966666.1|DBIA	LOC110179021|XP_020802025.1|DSER
OG0000783	LOC108023666|XP_016948777.1|DBIA	LOC110182099|XP_020805743.1|DSER
OG0000784	LOC108023493|XP_016948510.1|DBIA	LOC110176119|XP_020798016.1|DSER
OG0000785	LOC108025060|XP_016950806.1|DBIA	LOC110177462|XP_020799859.1|DSER
OG0000785	LOC108024774|XP_016950376.1|DBIA	LOC110177359|XP_020799711.1|DSER
OG0000786	LOC108031487|XP_016960468.1|DBIA	LOC110184525|XP_020808758.1|DSER
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC110177248|XP_020799555.1|DSER
OG0000787	LOC108034920|XP_016965664.1|DBIA	LOC110190765|XP_020817054.1|DSER
OG0000787	LOC108024415|XP_016949819.1|DBIA	LOC110179682|XP_020802952.1|DSER
OG0000788	LOC108033866|XP_016963998.1|DBIA	LOC110180004|XP_020803253.1|DSER
OG0000788	LOC108028513|XP_016955884.1|DBIA	LOC110176705|XP_020798802.1|DSER
OG0000789	LOC108033319|XP_016963086.1|DBIA	LOC110182717|XP_020806475.1|DSER
OG0000789	LOC108033318|XP_016963085.1|DBIA	LOC110182720|XP_020806479.1|DSER
OG0000790	LOC108036835|XP_016968671.1|DBIA	LOC110177004|XP_020799173.1|DSER
OG0000790	LOC108036834|XP_016968670.1|DBIA	LOC110176935|XP_020799093.1|DSER
OG0000791	LOC108025364|XP_016951312.1|DBIA	LOC110186194|XP_020810912.1|DSER
OG0000791	LOC108026284|XP_016952639.1|DBIA	LOC110186319|XP_020811114.1|DSER
OG0000792	LOC108027945|XP_016955063.1|DBIA	LOC110185702|XP_020810332.1|DSER
OG0000793	LOC108031540|XP_016960566.1|DBIA, LOC108023431|XP_016948407.1|DBIA	LOC110188258|XP_020813603.1|DSER
OG0000794	LOC108027802|XP_016954870.1|DBIA, LOC108023334|XP_016948150.1|DBIA	LOC110179550|XP_020802792.1|DSER
OG0000795	LOC108025744|XP_016951821.1|DBIA	LOC110184426|XP_020808621.1|DSER
OG0000795	LOC108025147|XP_016950912.1|DBIA	LOC110188563|XP_020813980.1|DSER
OG0000796	LOC108031143|XP_016959846.1|DBIA	LOC110191800|XP_020818410.1|DSER
OG0000796	LOC108025835|XP_016951982.1|DBIA	LOC110181565|XP_020805014.1|DSER
OG0000797	LOC108024609|XP_016950117.1|DBIA	LOC110184153|XP_020808223.1|DSER
OG0000797	LOC108024608|XP_016950115.1|DBIA	LOC110186301|XP_020811080.1|DSER
OG0000798	LOC108029669|XP_016957594.1|DBIA	LOC110179895|XP_020803154.1|DSER
OG0000798	LOC108029646|XP_016957545.1|DBIA	LOC110188120|XP_020813400.1|DSER
OG0000799	LOC108031195|XP_016959905.1|DBIA	LOC110176608|XP_020798690.1|DSER
OG0000799	LOC108023502|XP_016948526.1|DBIA	LOC110179502|XP_020802737.1|DSER
OG0000800	LOC108028026|XP_016955151.1|DBIA	LOC110178758|XP_020801650.1|DSER
OG0000801	LOC108022339|XP_016946690.1|DBIA	LOC110177673|XP_020800154.1|DSER
OG0000801	LOC108022806|XP_016947429.1|DBIA	LOC110177942|XP_020800583.1|DSER
OG0000802	LOC108033222|XP_016962975.1|DBIA	LOC110188344|XP_020813711.1|DSER
OG0000802	LOC108033034|XP_016962649.1|DBIA	LOC110182002|XP_020805595.1|DSER
OG0000803	LOC108033859|XP_016963985.1|DBIA	LOC110183416|XP_020807352.1|DSER
OG0000803	LOC108035452|XP_016966579.1|DBIA	LOC110178613|XP_020801457.1|DSER
OG0000804	LOC108022258|XP_016946606.1|DBIA	LOC110178301|XP_020801049.1|DSER
OG0000804	LOC108027309|XP_016954192.1|DBIA	LOC110191792|XP_020818402.1|DSER
OG0000805	LOC108029382|XP_016957099.1|DBIA	LOC110178199|XP_020800934.1|DSER
OG0000805	LOC108029385|XP_016957102.1|DBIA	LOC110178285|XP_020801060.1|DSER
OG0000806	LOC108027682|XP_016954719.1|DBIA	LOC110183087|XP_020806936.1|DSER
OG0000807	LOC108036096|XP_016967550.1|DBIA	LOC110176821|XP_020798928.1|DSER
OG0000807	LOC108034618|XP_016965042.1|DBIA	LOC110190663|XP_020816923.1|DSER
OG0000808	LOC108025148|XP_016950913.1|DBIA	LOC110186284|XP_020811056.1|DSER, LOC110186626|XP_020811536.1|DSER
OG0000810	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER
OG0000810	LOC108030430|XP_016958806.1|DBIA	LOC110189243|XP_020814904.1|DSER
OG0000811	LOC108024956|XP_016950679.1|DBIA	LOC110187803|XP_020812936.1|DSER
OG0000811	LOC108036336|XP_016967866.1|DBIA	LOC110181534|XP_020804978.1|DSER
OG0000812	LOC108032985|XP_016962551.1|DBIA	LOC110181725|XP_020805242.1|DSER
OG0000813	LOC108029492|XP_016957251.1|DBIA	LOC110189495|XP_020815244.1|DSER
OG0000814	LOC108033733|XP_016963777.1|DBIA	LOC110181192|XP_020804532.1|DSER
OG0000815	LOC108029237|XP_016956920.1|DBIA	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER
OG0000816	LOC108025951|XP_016952138.1|DBIA	LOC110181540|XP_020804981.1|DSER
OG0000816	LOC108027246|XP_016954087.1|DBIA	LOC110188695|XP_020814158.1|DSER
OG0000817	LOC108025082|XP_016950830.1|DBIA	LOC110186202|XP_020810921.1|DSER
OG0000817	LOC108025081|XP_016950829.1|DBIA	LOC110186220|XP_020810941.1|DSER
OG0000818	LOC108023739|XP_016948866.1|DBIA	LOC110179675|XP_020802945.1|DSER
OG0000818	LOC108033682|XP_016963637.1|DBIA	LOC110184006|XP_020808030.1|DSER
OG0000819	LOC108023181|XP_016947912.1|DBIA	LOC110181626|XP_020805094.1|DSER
OG0000819	LOC108023746|XP_016948873.1|DBIA	LOC110181526|XP_020804962.1|DSER
OG0000820	LOC108024118|XP_016949387.1|DBIA	LOC110180121|XP_020803424.1|DSER
OG0000820	LOC108036674|XP_016968445.1|DBIA	LOC110189629|XP_020815427.1|DSER
OG0000821	LOC108023050|XP_016947786.1|DBIA	LOC110187873|XP_020813016.1|DSER
OG0000821	LOC108023119|XP_016947875.1|DBIA	LOC110179265|XP_020802379.1|DSER
OG0000822	LOC108034700|XP_016965130.1|DBIA	LOC110190079|XP_020816044.1|DSER
OG0000822	LOC108036136|XP_016967611.1|DBIA	LOC110183847|XP_020807856.1|DSER
OG0000824	LOC108034366|XP_016964745.1|DBIA	LOC110183984|XP_020808000.1|DSER
OG0000825	LOC108034767|XP_016965201.1|DBIA	LOC110190343|XP_020816403.1|DSER
OG0000825	LOC108032483|XP_016961793.1|DBIA	LOC110182392|XP_020806090.1|DSER
OG0000826	LOC108022661|XP_016947216.1|DBIA	LOC110189298|XP_020814988.1|DSER, LOC110176788|XP_020798885.1|DSER
OG0000827	LOC108028023|XP_016955148.1|DBIA, LOC108027998|XP_016955114.1|DBIA, LOC108028024|XP_016955149.1|DBIA, LOC108028156|XP_016955304.1|DBIA	LOC110184761|XP_020809051.1|DSER, LOC110184760|XP_020809050.1|DSER
OG0000828	LOC108024456|XP_016949862.1|DBIA	LOC110187912|XP_020813074.1|DSER
OG0000828	LOC108024374|XP_016949767.1|DBIA	LOC110188016|XP_020813200.1|DSER
OG0000830	LOC108025903|XP_016952075.1|DBIA	LOC110184189|XP_020808274.1|DSER
OG0000831	LOC108034924|XP_016965669.1|DBIA	LOC110178896|XP_020801831.1|DSER
OG0000832	LOC108036537|XP_016968250.1|DBIA	LOC110188937|XP_020814535.1|DSER, LOC110188955|XP_020814553.1|DSER, LOC110176380|XP_020798370.1|DSER
OG0000832	LOC108033940|XP_016964113.1|DBIA	LOC110185025|XP_020809335.1|DSER
OG0000833	LOC108035942|XP_016967227.1|DBIA	LOC110185247|XP_020809641.1|DSER
OG0000834	LOC108025122|XP_016950877.1|DBIA	LOC110176493|XP_020798525.1|DSER
OG0000835	LOC108028383|XP_016955670.1|DBIA	LOC110187766|XP_020812890.1|DSER
OG0000836	LOC108033338|XP_016963113.1|DBIA	LOC110185048|XP_020809369.1|DSER
OG0000836	LOC108034206|XP_016964527.1|DBIA	LOC110183299|XP_020807196.1|DSER
OG0000837	LOC108026768|XP_016953401.1|DBIA	LOC110191487|XP_020818011.1|DSER
OG0000837	LOC108021962|XP_016946283.1|DBIA	LOC110183264|XP_020807148.1|DSER
OG0000838	LOC108034357|XP_016964733.1|DBIA	LOC110176914|XP_020799064.1|DSER
OG0000838	LOC108033381|XP_016963190.1|DBIA	LOC110176998|XP_020799166.1|DSER
OG0000839	LOC108027201|XP_016953997.1|DBIA	LOC110187666|XP_020812743.1|DSER
OG0000839	LOC108030966|XP_016959655.1|DBIA	LOC110187831|XP_020812968.1|DSER
OG0000840	LOC108029605|XP_016957468.1|DBIA	LOC110189280|XP_020814962.1|DSER
OG0000840	LOC108022027|XP_016946362.1|DBIA	LOC110177961|XP_020800612.1|DSER, LOC110184582|XP_020808826.1|DSER
OG0000841	LOC108021903|XP_016946210.1|DBIA, LOC108036876|XP_016968741.1|DBIA	LOC110187844|XP_020812985.1|DSER
OG0000842	LOC108029795|XP_016957798.1|DBIA	LOC110182963|XP_020806814.1|DSER
OG0000842	LOC108031707|XP_016960861.1|DBIA	LOC110177169|XP_020799414.1|DSER
OG0000843	LOC108026772|XP_016953405.1|DBIA	LOC110191478|XP_020817998.1|DSER
OG0000844	LOC108026789|XP_016953439.1|DBIA	LOC110191625|XP_020818173.1|DSER
OG0000844	LOC108027182|XP_016953971.1|DBIA	LOC110191858|XP_020818496.1|DSER
OG0000845	LOC108023770|XP_016948899.1|DBIA	LOC110184127|XP_020808194.1|DSER
OG0000845	LOC108023659|XP_016948767.1|DBIA	LOC110180458|XP_020803793.1|DSER
OG0000846	LOC108026354|XP_016952750.1|DBIA	LOC110186481|XP_020811327.1|DSER
OG0000847	LOC108026530|XP_016952967.1|DBIA, LOC108029389|XP_016957105.1|DBIA	LOC110179209|XP_020802301.1|DSER
OG0000847	LOC108022549|XP_016947022.1|DBIA	LOC110178258|XP_020800979.1|DSER
OG0000848	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA	LOC110182287|XP_020805963.1|DSER
OG0000848	LOC108033388|XP_016963197.1|DBIA	LOC110185076|XP_020809415.1|DSER
OG0000849	LOC108033366|XP_016963165.1|DBIA	LOC110183981|XP_020807996.1|DSER
OG0000849	LOC108027685|XP_016954722.1|DBIA	LOC110185935|XP_020810607.1|DSER
OG0000850	LOC108026617|XP_016953090.1|DBIA	LOC110177691|XP_020800176.1|DSER
OG0000850	LOC108026616|XP_016953089.1|DBIA	LOC110177682|XP_020800165.1|DSER
OG0000851	LOC108036387|XP_016967981.1|DBIA	LOC110179668|XP_020802942.1|DSER
OG0000854	LOC108034803|XP_016965362.1|DBIA	LOC110183060|XP_020806905.1|DSER
OG0000854	LOC108034482|XP_016964917.1|DBIA	LOC110183043|XP_020806887.1|DSER, LOC110183049|XP_020806892.1|DSER
OG0000855	LOC108023617|XP_016948712.1|DBIA	LOC110182211|XP_020805898.1|DSER
OG0000855	LOC108031321|XP_016960056.1|DBIA	LOC110186819|XP_020811766.1|DSER
OG0000856	LOC108030887|XP_016959542.1|DBIA	LOC110190257|XP_020816279.1|DSER
OG0000857	LOC108027617|XP_016954627.1|DBIA	LOC110175918|XP_020797755.1|DSER
OG0000858	LOC108024920|XP_016950618.1|DBIA, LOC108025444|XP_016951433.1|DBIA	LOC110187658|XP_020812736.1|DSER
OG0000860	LOC108035212|XP_016966212.1|DBIA	LOC110182767|XP_020806542.1|DSER
OG0000861	LOC108022326|XP_016946676.1|DBIA	LOC110177036|XP_020799212.1|DSER, LOC110177022|XP_020799196.1|DSER
OG0000862	LOC108022781|XP_016947383.1|DBIA	LOC110179194|XP_020802267.1|DSER
OG0000862	LOC108033848|XP_016963971.1|DBIA	LOC110183130|XP_020806980.1|DSER
OG0000863	LOC108032081|XP_016961394.1|DBIA	LOC110188028|XP_020813225.1|DSER
OG0000864	LOC108032431|XP_016961741.1|DBIA	LOC110185084|XP_020809426.1|DSER
OG0000864	LOC108036375|XP_016967966.1|DBIA	LOC110180328|XP_020803644.1|DSER
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC110184090|XP_020808137.1|DSER
OG0000866	LOC108027889|XP_016954996.1|DBIA	LOC110185946|XP_020810621.1|DSER
OG0000866	LOC108027801|XP_016954867.1|DBIA	LOC110185898|XP_020810569.1|DSER
OG0000867	LOC108028994|XP_016956525.1|DBIA	LOC110186025|XP_020810720.1|DSER
OG0000867	LOC108033664|XP_016963592.1|DBIA	LOC110183343|XP_020807256.1|DSER
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC110181529|XP_020804967.1|DSER
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC110188405|XP_020813789.1|DSER
OG0000870	LOC108026739|XP_016953348.1|DBIA	LOC110191503|XP_020818028.1|DSER
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC110177856|XP_020800462.1|DSER
OG0000872	LOC108035763|XP_016966952.1|DBIA	LOC110181811|XP_020805356.1|DSER
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC110191668|XP_020818228.1|DSER
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC110179846|XP_020803113.1|DSER
OG0000874	LOC108036511|XP_016968202.1|DBIA	LOC110186326|XP_020811165.1|DSER
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC110190111|XP_020816079.1|DSER
OG0000877	LOC108030799|XP_016959370.1|DBIA	LOC110190319|XP_020816373.1|DSER, LOC110178557|XP_020801386.1|DSER
OG0000877	LOC108023272|XP_016948046.1|DBIA	LOC110182652|XP_020806382.1|DSER
OG0000878	LOC108023045|XP_016947775.1|DBIA	LOC110177972|XP_020800623.1|DSER
OG0000879	LOC108029459|XP_016957199.1|DBIA	LOC110191981|XP_020818671.1|DSER
OG0000880	LOC108023284|XP_016948065.1|DBIA	LOC110178178|XP_020800871.1|DSER
OG0000880	LOC108034713|XP_016965143.1|DBIA	LOC110184692|XP_020808963.1|DSER
OG0000881	LOC108028163|XP_016955312.1|DBIA	LOC110190224|XP_020816244.1|DSER, LOC110190112|XP_020816081.1|DSER
OG0000881	LOC108028684|XP_016956113.1|DBIA, LOC108028809|XP_016956284.1|DBIA	LOC110190110|XP_020816078.1|DSER
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC110181618|XP_020805081.1|DSER
OG0000884	LOC108027723|XP_016954765.1|DBIA	LOC110179175|XP_020802235.1|DSER
OG0000884	LOC108033082|XP_016962741.1|DBIA	LOC110175962|XP_020797812.1|DSER
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC110186809|XP_020811751.1|DSER
OG0000886	LOC108024717|XP_016950301.1|DBIA	LOC110188142|XP_020813397.1|DSER
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC110181528|XP_020804965.1|DSER
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC110178719|XP_020801582.1|DSER, LOC110178720|XP_020801583.1|DSER
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC110190342|XP_020816401.1|DSER
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC110177323|XP_020799659.1|DSER
OG0000891	LOC108032583|XP_016961976.1|DBIA	LOC110182676|XP_020806422.1|DSER
OG0000891	LOC108033990|XP_016964204.1|DBIA	LOC110184987|XP_020809298.1|DSER
OG0000892	LOC108027964|XP_016955077.1|DBIA	LOC110181261|XP_020804627.1|DSER
OG0000892	LOC108028343|XP_016955584.1|DBIA	LOC110184645|XP_020808905.1|DSER
OG0000893	LOC108027010|XP_016953697.1|DBIA	LOC110188553|XP_020813970.1|DSER
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC110177192|XP_020799446.1|DSER
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER
OG0000896	LOC108036214|XP_016967695.1|DBIA	LOC110181590|XP_020805046.1|DSER
OG0000896	LOC108023636|XP_016948741.1|DBIA	LOC110179542|XP_020802781.1|DSER
OG0000897	LOC108025126|XP_016950882.1|DBIA	LOC110186216|XP_020810938.1|DSER
OG0000897	LOC108025141|XP_016950902.1|DBIA	LOC110186217|XP_020810939.1|DSER
OG0000898	LOC108029917|XP_016957900.1|DBIA	LOC110181308|XP_020804691.1|DSER
OG0000898	LOC108026833|XP_016953493.1|DBIA	LOC110178240|XP_020800953.1|DSER
OG0000899	LOC108032200|XP_016961547.1|DBIA	LOC110184754|XP_020809046.1|DSER
OG0000900	LOC108026604|XP_016953066.1|DBIA	LOC110181215|XP_020804563.1|DSER
OG0000900	LOC108026599|XP_016953059.1|DBIA	LOC110179162|XP_020802219.1|DSER
OG0000901	LOC108022426|XP_016946801.1|DBIA	LOC110177783|XP_020800311.1|DSER, LOC110177818|XP_020800367.1|DSER
OG0000901	LOC108022433|XP_016946808.1|DBIA	LOC110177792|XP_020800321.1|DSER
OG0000902	LOC108023784|XP_016948912.1|DBIA	LOC110184546|XP_020808780.1|DSER
OG0000902	LOC108023783|XP_016948911.1|DBIA	LOC110184571|XP_020808804.1|DSER
OG0000903	LOC108028751|XP_016956210.1|DBIA	LOC110187268|XP_020812318.1|DSER
OG0000903	LOC108028032|XP_016955159.1|DBIA	LOC110187223|XP_020812282.1|DSER
OG0000904	LOC108035259|XP_016966304.1|DBIA	LOC110182764|XP_020806540.1|DSER
OG0000904	LOC108035053|XP_016965922.1|DBIA	LOC110182783|XP_020806568.1|DSER
OG0000906	LOC108022390|XP_016946765.1|DBIA	LOC110180329|XP_020803650.1|DSER
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC108031801|XP_016961010.1|DBIA	LOC110186495|XP_020811349.1|DSER
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC110190550|XP_020816764.1|DSER
OG0000912	LOC108030517|XP_016958895.1|DBIA	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC108030589|XP_016959050.1|DBIA	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC108036285|XP_016967785.1|DBIA	LOC110176347|XP_020798334.1|DSER
OG0000915	LOC108021942|XP_016946258.1|DBIA	LOC110178330|XP_020801102.1|DSER
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC110184978|XP_020809287.1|DSER
OG0000918	LOC108027669|XP_016954703.1|DBIA	LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC110176007|XP_020797871.1|DSER
