Orthogroup	DBIA.longest_only	DSUB.longest_only
OG0001842	LOC108034504|XP_016964910.1|DBIA	LOC117895589|XP_034659229.1|DSUB
OG0001843	LOC108024921|XP_016950607.1|DBIA, LOC108030747|XP_016959282.1|DBIA, LOC108030778|XP_016959319.1|DBIA	LOC117894263|XP_034657108.1|DSUB
OG0001844	LOC108034616|XP_016965039.1|DBIA, LOC108034663|XP_016965091.1|DBIA	LOC117893929|XP_034656602.1|DSUB
OG0001845	LOC108022287|XP_016946634.1|DBIA	LOC117890229|XP_034650858.1|DSUB
OG0001846	LOC108024439|XP_016949846.1|DBIA, LOC108024451|XP_016949857.1|DBIA	LOC117896672|XP_034661010.1|DSUB
OG0001847	LOC108028263|XP_016955444.1|DBIA, LOC108028262|XP_016955443.1|DBIA, LOC108028264|XP_016955446.1|DBIA	LOC117895532|XP_034659130.1|DSUB, LOC117895533|XP_034659131.1|DSUB, LOC117895534|XP_034659132.1|DSUB
OG0001848	LOC108026765|XP_016953400.1|DBIA, LOC108022037|XP_016946372.1|DBIA	LOC117896316|XP_034660438.1|DSUB
OG0001849	LOC108024769|XP_016950371.1|DBIA	LOC117899030|XP_034664680.1|DSUB
OG0001850	LOC108036010|XP_016967410.1|DBIA	LOC117902978|XP_034670536.1|DSUB
OG0001851	LOC108035982|XP_016967310.1|DBIA	LOC117902914|XP_034670374.1|DSUB
OG0001852	LOC108027911|XP_016955026.1|DBIA	LOC117894012|XP_034656728.1|DSUB
OG0001853	LOC108025175|XP_016950942.1|DBIA	LOC117896467|XP_034660691.1|DSUB
OG0001854	LOC108026687|XP_016953268.1|DBIA	LOC117903633|XP_034671797.1|DSUB
OG0001855	LOC108036307|XP_016967805.1|DBIA	LOC117892107|XP_034654008.1|DSUB
OG0001856	LOC108023771|XP_016948901.1|DBIA	LOC117903167|XP_034670903.1|DSUB
OG0001857	LOC108027606|XP_016954615.1|DBIA	LOC117903887|XP_034672280.1|DSUB
OG0001858	LOC108035815|XP_016967052.1|DBIA	LOC117903832|XP_034672174.1|DSUB
OG0001859	LOC108032997|XP_016962610.1|DBIA	LOC117900987|XP_034667478.1|DSUB
OG0001860	LOC108028749|XP_016956207.1|DBIA	LOC117894414|XP_034657315.1|DSUB
OG0001861	LOC108025481|XP_016951485.1|DBIA	LOC117896120|XP_034660066.1|DSUB
OG0001862	LOC108027607|XP_016954617.1|DBIA	LOC117903476|XP_034671422.1|DSUB
OG0001863	LOC108028743|XP_016956200.1|DBIA, LOC108024003|XP_016949233.1|DBIA	LOC117903757|XP_034672058.1|DSUB
OG0001864	LOC108031406|XP_016960286.1|DBIA	LOC117896534|XP_034660804.1|DSUB
OG0001865	LOC108033165|XP_016962886.1|DBIA	LOC117896088|XP_034660021.1|DSUB
OG0001866	LOC108023389|XP_016948303.1|DBIA	LOC117899544|XP_034665513.1|DSUB
OG0001867	LOC108028359|XP_016955606.1|DBIA	LOC117894240|XP_034657052.1|DSUB
OG0001868	LOC108033314|XP_016963079.1|DBIA	LOC117901979|XP_034668877.1|DSUB
OG0001869	LOC108031089|XP_016959784.1|DBIA	LOC117897866|XP_034662830.1|DSUB
OG0001870	LOC108036578|XP_016968323.1|DBIA	LOC117901331|XP_034667934.1|DSUB
OG0001871	LOC108023233|XP_016947997.1|DBIA	LOC117894097|XP_034656865.1|DSUB
OG0001872	LOC108025487|XP_016951490.1|DBIA	LOC117897151|XP_034661714.1|DSUB
OG0001873	LOC108024975|XP_016950707.1|DBIA	LOC117899457|XP_034665359.1|DSUB
OG0001874	LOC108026203|XP_016952491.1|DBIA	LOC117899763|XP_034665911.1|DSUB
OG0001875	LOC108025501|XP_016951511.1|DBIA	LOC117899728|XP_034665863.1|DSUB
OG0001876	LOC108032998|XP_016962611.1|DBIA	LOC117903031|XP_034670655.1|DSUB
OG0001877	LOC108025614|XP_016951636.1|DBIA	LOC117895602|XP_034659664.1|DSUB, LOC117896339|XP_034660898.1|DSUB, LOC117898690|XP_034664599.1|DSUB
OG0001878	LOC108031678|XP_016960809.1|DBIA	LOC117899117|XP_034664797.1|DSUB
OG0001879	LOC108026226|XP_016952547.1|DBIA	LOC117898617|XP_034664062.1|DSUB
OG0001880	LOC108032127|XP_016961448.1|DBIA	LOC117897570|XP_034662404.1|DSUB
OG0001881	LOC108027043|XP_016953731.1|DBIA	LOC117899168|XP_034664918.1|DSUB
OG0001882	LOC108025241|XP_016951077.1|DBIA	LOC117896981|XP_034661427.1|DSUB
OG0001883	LOC108031451|XP_016960374.1|DBIA	LOC117898459|XP_034663772.1|DSUB
OG0001884	LOC108031843|XP_016961082.1|DBIA	LOC117896332|XP_034660463.1|DSUB
OG0001885	LOC108033306|XP_016963068.1|DBIA	LOC117902391|XP_034669606.1|DSUB
OG0001886	LOC108032063|XP_016961370.1|DBIA	LOC117897635|XP_034662500.1|DSUB
OG0001887	LOC108036638|XP_016968400.1|DBIA	LOC117890177|XP_034650766.1|DSUB
OG0001888	LOC108032867|XP_016962357.1|DBIA	LOC117898084|XP_034663153.1|DSUB
OG0001889	LOC108023727|XP_016948853.1|DBIA	LOC117898691|XP_034664199.1|DSUB
OG0001890	LOC108028730|XP_016956181.1|DBIA	LOC117895778|XP_034659565.1|DSUB
OG0001891	LOC108031641|XP_016960762.1|DBIA	LOC117896271|XP_034660365.1|DSUB
OG0001892	LOC108032741|XP_016962218.1|DBIA	LOC117896929|XP_034661359.1|DSUB
OG0001893	LOC108024751|XP_016950346.1|DBIA	LOC117897260|XP_034661875.1|DSUB
OG0001894	LOC108036628|XP_016968388.1|DBIA	LOC117890237|XP_034650867.1|DSUB
OG0001895	LOC108035995|XP_016967357.1|DBIA	LOC117902909|XP_034670360.1|DSUB
OG0001897	LOC108031733|XP_016960901.1|DBIA	LOC117896327|XP_034660455.1|DSUB
OG0001898	LOC108026610|XP_016953083.1|DBIA	LOC117903320|XP_034671153.1|DSUB
OG0001899	LOC108031467|XP_016960395.1|DBIA	LOC117899534|XP_034665494.1|DSUB
OG0001900	LOC108030914|XP_016959593.1|DBIA	LOC117893840|XP_034656497.1|DSUB
OG0001901	LOC108033763|XP_016963832.1|DBIA	LOC117901820|XP_034668629.1|DSUB
OG0001902	LOC108029318|XP_016957005.1|DBIA, LOC108025961|XP_016952144.1|DBIA	LOC117896379|XP_034660547.1|DSUB
OG0001903	LOC108024972|XP_016950704.1|DBIA	LOC117897185|XP_034661775.1|DSUB
OG0001904	LOC108024563|XP_016950046.1|DBIA	LOC117899013|XP_034664660.1|DSUB
OG0001905	LOC108032164|XP_016961508.1|DBIA	LOC117898789|XP_034664318.1|DSUB
OG0001906	LOC108027214|XP_016954025.1|DBIA	LOC117899611|XP_034665636.1|DSUB
OG0001907	LOC108025867|XP_016952028.1|DBIA	LOC117889615|XP_034649930.1|DSUB
OG0001908	LOC108024714|XP_016950295.1|DBIA	LOC117898742|XP_034664255.1|DSUB
OG0001909	LOC108023581|XP_016948666.1|DBIA	LOC117903254|XP_034671047.1|DSUB, LOC117892177|XP_034654152.1|DSUB
OG0001910	LOC108031870|XP_016961117.1|DBIA	LOC117897101|XP_034661635.1|DSUB
OG0001911	LOC108023087|XP_016947834.1|DBIA	LOC117898578|XP_034663990.1|DSUB
OG0001912	LOC108026898|XP_016953596.1|DBIA	LOC117890941|XP_034651967.1|DSUB
OG0001913	LOC108034264|XP_016964612.1|DBIA	LOC117900444|XP_034666705.1|DSUB
OG0001914	LOC108026134|XP_016952337.1|DBIA	LOC117899561|XP_034665546.1|DSUB
OG0001915	LOC108035620|XP_016966798.1|DBIA	LOC117893120|XP_034655456.1|DSUB
OG0001916	LOC108030257|XP_016958566.1|DBIA	LOC117892488|XP_034654645.1|DSUB
OG0001917	LOC108034903|XP_016965619.1|DBIA	LOC117895868|XP_034659732.1|DSUB
OG0001918	LOC108035503|XP_016966650.1|DBIA	LOC117895361|XP_034658835.1|DSUB
OG0001919	LOC108030141|XP_016958345.1|DBIA	LOC117889971|XP_034650428.1|DSUB
OG0001920	LOC108029830|XP_016957820.1|DBIA	LOC117893390|XP_034655877.1|DSUB
OG0001921	LOC108029799|XP_016957803.1|DBIA	LOC117890827|XP_034651795.1|DSUB
OG0001922	LOC108026928|XP_016953629.1|DBIA	LOC117890768|XP_034651728.1|DSUB
OG0001923	LOC108028361|XP_016955623.1|DBIA	LOC117894937|XP_034658131.1|DSUB
OG0001924	LOC108035852|XP_016967085.1|DBIA, LOC108031427|XP_016960323.1|DBIA	LOC117901474|XP_034668128.1|DSUB
OG0001925	LOC108035299|XP_016966358.1|DBIA	LOC117893026|XP_034655275.1|DSUB
OG0001926	LOC108035546|XP_016966704.1|DBIA	LOC117895815|XP_034659632.1|DSUB
OG0001927	LOC108023039|XP_016947769.1|DBIA	LOC117892373|XP_034654474.1|DSUB
OG0001928	LOC108035241|XP_016966263.1|DBIA	LOC117895448|XP_034659006.1|DSUB
OG0001929	LOC108034786|XP_016965234.1|DBIA	LOC117895375|XP_034658854.1|DSUB
OG0001930	LOC108030121|XP_016958311.1|DBIA	LOC117891627|XP_034653056.1|DSUB
OG0001931	LOC108028824|XP_016956299.1|DBIA	LOC117893678|XP_034656258.1|DSUB
OG0001932	LOC108028311|XP_016955523.1|DBIA	LOC117894899|XP_034658081.1|DSUB
OG0001933	LOC108022469|XP_016946908.1|DBIA	LOC117891167|XP_034652381.1|DSUB
OG0001934	LOC108035528|XP_016966686.1|DBIA	LOC117893756|XP_034656382.1|DSUB
OG0001935	LOC108034558|XP_016964976.1|DBIA	LOC117894503|XP_034657504.1|DSUB
OG0001937	LOC108026767|XP_016953399.1|DBIA	LOC117889850|XP_034650235.1|DSUB
OG0001938	LOC108022701|XP_016947263.1|DBIA	LOC117890759|XP_034651711.1|DSUB
OG0001939	LOC108022216|XP_016946559.1|DBIA	LOC117892698|XP_034655000.1|DSUB
OG0001940	LOC108036314|XP_016967813.1|DBIA	LOC117891824|XP_034653454.1|DSUB
OG0001941	LOC108031298|XP_016960034.1|DBIA	LOC117894716|XP_034657789.1|DSUB
OG0001942	LOC108030250|XP_016958558.1|DBIA	LOC117891427|XP_034652789.1|DSUB
OG0001943	LOC108034597|XP_016965019.1|DBIA	LOC117894507|XP_034657507.1|DSUB
OG0001944	LOC108030151|XP_016958366.1|DBIA	LOC117892914|XP_034655118.1|DSUB
OG0001945	LOC108036393|XP_016967991.1|DBIA	LOC117890052|XP_034650574.1|DSUB
OG0001946	LOC108030219|XP_016958483.1|DBIA	LOC117890335|XP_034651018.1|DSUB
OG0001947	LOC108022314|XP_016946663.1|DBIA	LOC117890224|XP_034650852.1|DSUB
OG0001948	LOC108035752|XP_016966938.1|DBIA	LOC117901550|XP_034668242.1|DSUB
OG0001949	LOC108028554|XP_016955946.1|DBIA	LOC117893647|XP_034656227.1|DSUB
OG0001950	LOC108022466|XP_016947298.1|DBIA, LOC108023806|XP_016948936.1|DBIA	LOC117898212|XP_034663326.1|DSUB
OG0001951	LOC108026608|XP_016953071.1|DBIA	LOC117892224|XP_034654214.1|DSUB
OG0001952	LOC108027585|XP_016954592.1|DBIA, LOC108026988|XP_016953679.1|DBIA	LOC117891075|XP_034652143.1|DSUB
OG0001953	LOC108026794|XP_016953444.1|DBIA	LOC117890937|XP_034651961.1|DSUB
OG0001954	LOC108022568|XP_016947054.1|DBIA	LOC117890484|XP_034651259.1|DSUB
OG0001955	LOC108036226|XP_016967726.1|DBIA	LOC117892032|XP_034653847.1|DSUB
OG0001956	LOC108034832|XP_016965433.1|DBIA	LOC117894134|XP_034656919.1|DSUB
OG0001957	LOC108026667|XP_016953203.1|DBIA	LOC117892187|XP_034654165.1|DSUB
OG0001958	LOC108030170|XP_016958395.1|DBIA	LOC117890259|XP_034650901.1|DSUB
OG0001959	LOC108028762|XP_016956224.1|DBIA	LOC117894683|XP_034657752.1|DSUB
OG0001960	LOC108030448|XP_016958841.1|DBIA	LOC117895693|XP_034659429.1|DSUB
OG0001961	LOC108023003|XP_016947723.1|DBIA	LOC117891071|XP_034652135.1|DSUB
OG0001962	LOC108036626|XP_016968387.1|DBIA	LOC117890236|XP_034650866.1|DSUB
OG0001963	LOC108035419|XP_016966529.1|DBIA	LOC117893795|XP_034656430.1|DSUB
OG0001964	LOC108028508|XP_016955879.1|DBIA	LOC117894115|XP_034656885.1|DSUB
OG0001965	LOC108028661|XP_016956078.1|DBIA	LOC117895647|XP_034659321.1|DSUB
OG0001966	LOC108031886|XP_016961139.1|DBIA	LOC117896172|XP_034660144.1|DSUB
OG0001967	LOC108026536|XP_016952972.1|DBIA	LOC117892169|XP_034654127.1|DSUB
OG0001968	LOC108034573|XP_016964992.1|DBIA	LOC117893806|XP_034656444.1|DSUB
OG0001969	LOC108030134|XP_016958337.1|DBIA	LOC117890949|XP_034651981.1|DSUB
OG0001970	LOC108026876|XP_016953556.1|DBIA	LOC117892432|XP_034654560.1|DSUB
OG0001971	LOC108029353|XP_016957033.1|DBIA	LOC117890685|XP_034651563.1|DSUB
OG0001972	LOC108030149|XP_016958358.1|DBIA	LOC117891322|XP_034652628.1|DSUB
OG0001973	LOC108022954|XP_016947658.1|DBIA	LOC117891082|XP_034652153.1|DSUB
OG0001974	LOC108036609|XP_016968360.1|DBIA	LOC117890658|XP_034651520.1|DSUB
OG0001975	LOC108034636|XP_016965062.1|DBIA	LOC117895346|XP_034658818.1|DSUB
OG0001976	LOC108030139|XP_016958343.1|DBIA	LOC117890022|XP_034650527.1|DSUB
OG0001977	LOC108033711|XP_016963732.1|DBIA	LOC117902592|XP_034669982.1|DSUB
OG0001978	LOC108034242|XP_016964582.1|DBIA	LOC117899992|XP_034666052.1|DSUB
OG0001979	LOC108036791|XP_016968627.1|DBIA	LOC117902588|XP_034669978.1|DSUB
OG0001980	LOC108033269|XP_016963028.1|DBIA	LOC117900088|XP_034666187.1|DSUB
OG0001981	LOC108029219|XP_016956898.1|DBIA	LOC117901284|XP_034667868.1|DSUB
OG0001982	LOC108036869|XP_016968738.1|DBIA	LOC117900743|XP_034667112.1|DSUB
OG0001983	LOC108031647|XP_016960770.1|DBIA	LOC117902277|XP_034669436.1|DSUB
OG0001984	LOC108021858|XP_016946136.1|DBIA	LOC117901733|XP_034668506.1|DSUB
OG0001985	LOC108032540|XP_016961902.1|DBIA	LOC117902369|XP_034669576.1|DSUB
OG0001986	LOC108034032|XP_016964267.1|DBIA	LOC117900513|XP_034666799.1|DSUB
OG0001987	LOC108024211|XP_016949555.1|DBIA	LOC117903105|XP_034670817.1|DSUB
OG0001988	LOC108022660|XP_016947215.1|DBIA	LOC117890711|XP_034651639.1|DSUB
OG0001989	LOC108028992|XP_016956522.1|DBIA	LOC117900618|XP_034666936.1|DSUB
OG0001990	LOC108034192|XP_016964505.1|DBIA	LOC117902304|XP_034669477.1|DSUB
OG0001992	LOC108033946|XP_016964123.1|DBIA	LOC117900288|XP_034666491.1|DSUB
OG0001993	LOC108033885|XP_016964019.1|DBIA	LOC117899982|XP_034666038.1|DSUB
OG0001994	LOC108031747|XP_016960937.1|DBIA	LOC117899659|XP_034665733.1|DSUB
OG0001995	LOC108032823|XP_016962327.1|DBIA	LOC117900760|XP_034667133.1|DSUB
OG0001996	LOC108029211|XP_016956891.1|DBIA	LOC117902249|XP_034669394.1|DSUB
OG0001997	LOC108022527|XP_016946993.1|DBIA	LOC117891440|XP_034652807.1|DSUB
OG0001998	LOC108022532|XP_016946997.1|DBIA	LOC117891438|XP_034652803.1|DSUB
OG0001999	LOC108022615|XP_016947144.1|DBIA	LOC117890291|XP_034650947.1|DSUB
OG0002000	LOC108036051|XP_016967483.1|DBIA	LOC117900356|XP_034666595.1|DSUB
OG0002001	LOC108033698|XP_016963687.1|DBIA	LOC117900167|XP_034666300.1|DSUB
OG0002002	LOC108022935|XP_016947637.1|DBIA	LOC117897968|XP_034662970.1|DSUB
OG0002003	LOC108036750|XP_016968558.1|DBIA	LOC117902123|XP_034669138.1|DSUB
OG0002004	LOC108034089|XP_016964345.1|DBIA	LOC117901464|XP_034668117.1|DSUB
OG0002005	LOC108032650|XP_016962091.1|DBIA	LOC117902822|XP_034670340.1|DSUB
OG0002006	LOC108033690|XP_016963666.1|DBIA	LOC117902704|XP_034670142.1|DSUB
OG0002007	LOC108036124|XP_016967598.1|DBIA	LOC117902344|XP_034669535.1|DSUB
OG0002008	LOC108035993|XP_016967345.1|DBIA	LOC117902972|XP_034670521.1|DSUB
OG0002009	LOC108026547|XP_016952986.1|DBIA	LOC117890742|XP_034651687.1|DSUB
OG0002010	LOC108036794|XP_016968630.1|DBIA	LOC117902121|XP_034669136.1|DSUB
OG0002011	LOC108032757|XP_016962239.1|DBIA	LOC117902616|XP_034670018.1|DSUB
OG0002012	LOC108029065|XP_016956624.1|DBIA	LOC117901946|XP_034668809.1|DSUB
OG0002013	LOC108034119|XP_016964391.1|DBIA	LOC117901606|XP_034668313.1|DSUB
OG0002014	LOC108023032|XP_016947760.1|DBIA	LOC117891658|XP_034653104.1|DSUB
OG0002015	LOC108034298|XP_016964650.1|DBIA	LOC117902551|XP_034669880.1|DSUB
OG0002016	LOC108030180|XP_016958415.1|DBIA	LOC117892019|XP_034653803.1|DSUB
OG0002017	LOC108033902|XP_016964055.1|DBIA	LOC117901516|XP_034668179.1|DSUB
OG0002018	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA	LOC117899980|XP_034666036.1|DSUB
OG0002019	LOC108033891|XP_016964027.1|DBIA	LOC117900905|XP_034667356.1|DSUB
OG0002020	LOC108036098|XP_016967553.1|DBIA	LOC117902663|XP_034670083.1|DSUB
OG0002021	LOC108026694|XP_016953271.1|DBIA	LOC117892168|XP_034654126.1|DSUB
OG0002022	LOC108033550|XP_016963384.1|DBIA	LOC117900084|XP_034666180.1|DSUB
OG0002023	LOC108025044|XP_016950792.1|DBIA	LOC117896942|XP_034661377.1|DSUB
OG0002024	LOC108034158|XP_016964451.1|DBIA	LOC117901112|XP_034667636.1|DSUB
OG0002025	LOC108033995|XP_016964210.1|DBIA	LOC117900975|XP_034667452.1|DSUB
OG0002026	LOC108030863|XP_016959498.1|DBIA	LOC117893776|XP_034656406.1|DSUB
OG0002027	LOC108026624|XP_016953125.1|DBIA	LOC117891803|XP_034653369.1|DSUB
OG0002028	LOC108026781|XP_016953427.1|DBIA	LOC117889888|XP_034650288.1|DSUB
OG0002029	LOC108028242|XP_016955409.1|DBIA	LOC117895020|XP_034658279.1|DSUB
OG0002030	LOC108022732|XP_016947311.1|DBIA	LOC117892212|XP_034654203.1|DSUB
OG0002031	LOC108029767|XP_016957762.1|DBIA	LOC117891148|XP_034652291.1|DSUB
OG0002032	LOC108027155|XP_016953873.1|DBIA	LOC117898836|XP_034664401.1|DSUB
OG0002033	LOC108025690|XP_016951713.1|DBIA	LOC117891884|XP_034653576.1|DSUB
OG0002034	LOC108023510|XP_016948542.1|DBIA	LOC117890122|XP_034650695.1|DSUB
OG0002035	LOC108032165|XP_016961507.1|DBIA	LOC117897094|XP_034661629.1|DSUB
OG0002036	LOC108031058|XP_016959748.1|DBIA	LOC117899019|XP_034664669.1|DSUB
OG0002037	LOC108035209|XP_016966208.1|DBIA	LOC117895048|XP_034658317.1|DSUB
OG0002038	LOC108032083|XP_016961396.1|DBIA	LOC117896740|XP_034661096.1|DSUB
OG0002039	LOC108036875|XP_016968740.1|DBIA	LOC117896931|XP_034661362.1|DSUB
OG0002040	LOC108030488|XP_016958859.1|DBIA	LOC117896068|XP_034659981.1|DSUB
OG0002041	LOC108029595|XP_016957456.1|DBIA	LOC117890015|XP_034650507.1|DSUB
OG0002042	LOC108027364|XP_016954275.1|DBIA	LOC117898900|XP_034664473.1|DSUB
OG0002043	LOC108027390|XP_016954315.1|DBIA	LOC117897483|XP_034662237.1|DSUB
OG0002044	LOC108031005|XP_016959694.1|DBIA, LOC108031652|XP_016960772.1|DBIA	LOC117898252|XP_034663390.1|DSUB
OG0002045	LOC108032117|XP_016961439.1|DBIA	LOC117898809|XP_034664352.1|DSUB
OG0002046	LOC108024803|XP_016950414.1|DBIA, LOC108035755|XP_016966942.1|DBIA	LOC117899562|XP_034665591.1|DSUB
OG0002047	LOC108024090|XP_016949354.1|DBIA	LOC117903560|XP_034671653.1|DSUB
OG0002048	LOC108031157|XP_016959862.1|DBIA, LOC108031332|XP_016960073.1|DBIA	LOC117899099|XP_034664771.1|DSUB
OG0002049	LOC108024523|XP_016949967.1|DBIA	LOC117899418|XP_034665299.1|DSUB
OG0002050	LOC108026222|XP_016952534.1|DBIA	LOC117896076|XP_034659997.1|DSUB
OG0002051	LOC108022767|XP_016947362.1|DBIA	LOC117890000|XP_034650478.1|DSUB, LOC117889999|XP_034650477.1|DSUB
OG0002052	LOC108034415|XP_016964787.1|DBIA	LOC117894506|XP_034657506.1|DSUB
OG0002053	LOC108031812|XP_016961027.1|DBIA	LOC117899489|XP_034665428.1|DSUB
OG0002054	LOC108027218|XP_016954036.1|DBIA	LOC117898538|XP_034663903.1|DSUB
OG0002055	LOC108031828|XP_016961055.1|DBIA	LOC117899269|XP_034665058.1|DSUB
OG0002056	LOC108030569|XP_016958960.1|DBIA	LOC117894445|XP_034657421.1|DSUB
OG0002057	LOC108034187|XP_016964498.1|DBIA	LOC117902326|XP_034669507.1|DSUB
OG0002058	LOC108029949|XP_016957944.1|DBIA	LOC117895112|XP_034658409.1|DSUB
OG0002059	LOC108026272|XP_016952623.1|DBIA	LOC117899236|XP_034665001.1|DSUB
OG0002060	LOC108022881|XP_016947567.1|DBIA	LOC117891905|XP_034653619.1|DSUB
OG0002061	LOC108026884|XP_016953573.1|DBIA	LOC117892160|XP_034654115.1|DSUB
OG0002062	LOC108035785|XP_016967000.1|DBIA	LOC117898414|XP_034663716.1|DSUB
OG0002063	LOC108023240|XP_016948007.1|DBIA	LOC117903406|XP_034671295.1|DSUB
OG0002064	LOC108035465|XP_016966602.1|DBIA	LOC117891619|XP_034653086.1|DSUB
OG0002065	LOC108035060|XP_016965935.1|DBIA	LOC117893068|XP_034655369.1|DSUB
OG0002066	LOC108026130|XP_016952323.1|DBIA	LOC117898239|XP_034663367.1|DSUB
OG0002067	LOC108026967|XP_016953672.1|DBIA	LOC117889889|XP_034650291.1|DSUB
OG0002068	LOC108030377|XP_016958736.1|DBIA	LOC117890591|XP_034651419.1|DSUB
OG0002069	LOC108031619|XP_016960710.1|DBIA	LOC117900828|XP_034667227.1|DSUB
OG0002070	LOC108024855|XP_016950486.1|DBIA	LOC117899782|XP_034665946.1|DSUB
OG0002071	LOC108026131|XP_016952334.1|DBIA	LOC117896277|XP_034660371.1|DSUB
OG0002072	LOC108036536|XP_016968249.1|DBIA	LOC117891709|XP_034653194.1|DSUB
OG0002073	LOC108034899|XP_016965602.1|DBIA	LOC117893204|XP_034655610.1|DSUB
OG0002074	LOC108026911|XP_016953609.1|DBIA	LOC117891502|XP_034652883.1|DSUB
OG0002075	LOC108036769|XP_016968598.1|DBIA	LOC117901480|XP_034668140.1|DSUB
OG0002076	LOC108022782|XP_016947384.1|DBIA	LOC117891292|XP_034652576.1|DSUB
OG0002077	LOC108029177|XP_016956828.1|DBIA, LOC108029160|XP_016956793.1|DBIA	LOC117892907|XP_034655107.1|DSUB
OG0002078	LOC108029667|XP_016957584.1|DBIA	LOC117891508|XP_034652893.1|DSUB
OG0002079	LOC108028294|XP_016955502.1|DBIA	LOC117894775|XP_034657892.1|DSUB
OG0002080	LOC108022999|XP_016947719.1|DBIA	LOC117890199|XP_034650797.1|DSUB
OG0002081	LOC108026959|XP_016953663.1|DBIA	LOC117889736|XP_034650051.1|DSUB
OG0002082	LOC108036374|XP_016967963.1|DBIA	LOC117892102|XP_034653992.1|DSUB
OG0002083	LOC108023395|XP_016948322.1|DBIA	LOC117890108|XP_034650669.1|DSUB
OG0002084	LOC108023060|XP_016947796.1|DBIA	LOC117892095|XP_034653982.1|DSUB
OG0002085	LOC108026658|XP_016953185.1|DBIA	LOC117889876|XP_034650275.1|DSUB
OG0002086	LOC108022809|XP_016947432.1|DBIA	LOC117892099|XP_034653987.1|DSUB
OG0002087	LOC108028017|XP_016955138.1|DBIA	LOC117894398|XP_034657295.1|DSUB
OG0002088	LOC108028348|XP_016955589.1|DBIA	LOC117895201|XP_034658572.1|DSUB
OG0002089	LOC108029607|XP_016957475.1|DBIA	LOC117890845|XP_034651820.1|DSUB
OG0002090	LOC108028596|XP_016956000.1|DBIA	LOC117893368|XP_034655852.1|DSUB
OG0002091	LOC108026606|XP_016953068.1|DBIA	LOC117890105|XP_034650662.1|DSUB
OG0002092	LOC108035213|XP_016966217.1|DBIA	LOC117893223|XP_034655649.1|DSUB
OG0002093	LOC108022843|XP_016947504.1|DBIA	LOC117891986|XP_034653754.1|DSUB
OG0002094	LOC108026593|XP_016953054.1|DBIA	LOC117892625|XP_034654868.1|DSUB
OG0002095	LOC108024093|XP_016949357.1|DBIA	LOC117898528|XP_034663892.1|DSUB
OG0002096	LOC108022612|XP_016947137.1|DBIA	LOC117891048|XP_034652109.1|DSUB
OG0002097	LOC108036327|XP_016967829.1|DBIA	LOC117891379|XP_034652706.1|DSUB
OG0002099	LOC108031104|XP_016959804.1|DBIA, LOC108032054|XP_016961359.1|DBIA	LOC117897119|XP_034661663.1|DSUB
OG0002100	LOC108030656|XP_016959164.1|DBIA	LOC117895551|XP_034659145.1|DSUB
OG0002101	LOC108029579|XP_016957430.1|DBIA	LOC117892686|XP_034654981.1|DSUB
OG0002102	LOC108029639|XP_016957531.1|DBIA	LOC117892493|XP_034654650.1|DSUB, LOC117896110|XP_034660059.1|DSUB
OG0002103	LOC108031937|XP_016961206.1|DBIA	LOC117899203|XP_034664966.1|DSUB
OG0002105	LOC108027814|XP_016954881.1|DBIA	LOC117902743|XP_034670217.1|DSUB
OG0002106	LOC108031737|XP_016960916.1|DBIA	LOC117896995|XP_034661446.1|DSUB
OG0002107	LOC108033919|XP_016964079.1|DBIA	LOC117900363|XP_034666603.1|DSUB
OG0002108	LOC108024420|XP_016949826.1|DBIA	LOC117899389|XP_034665264.1|DSUB, LOC117899390|XP_034665265.1|DSUB
OG0002109	LOC108025171|XP_016950937.1|DBIA	LOC117897601|XP_034662450.1|DSUB
OG0002110	LOC108032327|XP_016961625.1|DBIA	LOC117902762|XP_034670246.1|DSUB
OG0002111	LOC108036817|XP_016968656.1|DBIA	LOC117901906|XP_034668763.1|DSUB
OG0002113	LOC108031030|XP_016959720.1|DBIA	LOC117897191|XP_034661782.1|DSUB
OG0002114	LOC108025293|XP_016951169.1|DBIA, LOC108025292|XP_016951168.1|DBIA	LOC117898852|XP_034664420.1|DSUB
OG0002115	LOC108026630|XP_016953137.1|DBIA, LOC108026629|XP_016953135.1|DBIA	LOC117891272|XP_034652538.1|DSUB
OG0002116	LOC108032665|XP_016962114.1|DBIA	LOC117902630|XP_034670041.1|DSUB
OG0002116	LOC108028360|XP_016955622.1|DBIA	LOC117894558|XP_034657573.1|DSUB
OG0002117	LOC108026695|XP_016953272.1|DBIA	LOC117903163|XP_034670898.1|DSUB
OG0002118	LOC108032961|XP_016962524.1|DBIA	LOC117896930|XP_034661360.1|DSUB
OG0002119	LOC108026199|XP_016952480.1|DBIA	LOC117898437|XP_034663729.1|DSUB
OG0002120	LOC108036012|XP_016967414.1|DBIA	LOC117902913|XP_034670367.1|DSUB
OG0002121	LOC108026235|XP_016952559.1|DBIA	LOC117899072|XP_034664731.1|DSUB
OG0002123	LOC108033850|XP_016963974.1|DBIA	LOC117901593|XP_034668295.1|DSUB
OG0002124	LOC108035796|XP_016967027.1|DBIA	LOC117901561|XP_034668253.1|DSUB
OG0002125	LOC108030030|XP_016958074.1|DBIA	LOC117892365|XP_034654465.1|DSUB
