Orthogroup	DBIA.longest_only	DANA.longest_only
OG0001353	LOC108030668|XP_016959184.1|DBIA	LOC6506341|XP_001958072.1|DANA
OG0001354	LOC108022880|XP_016947563.1|DBIA	LOC6495912|XP_014763532.1|DANA
OG0001355	LOC108026526|XP_016952962.1|DBIA	LOC6495849|XP_001959707.1|DANA
OG0001356	LOC108024819|XP_016950435.1|DBIA	LOC6498969|XP_032312081.1|DANA
OG0001357	LOC108034830|XP_016965431.1|DBIA	LOC6493524|XP_001957929.1|DANA
OG0001358	LOC108035907|XP_016967162.1|DBIA	LOC6493673|XP_001958205.1|DANA
OG0001359	LOC108033712|XP_016963734.1|DBIA	LOC6497282|XP_001962395.1|DANA
OG0001360	LOC108036679|XP_016968450.1|DBIA	LOC6496405|XP_001960845.1|DANA
OG0001361	LOC108034812|XP_016965346.1|DBIA	LOC6507777|XP_001956328.2|DANA
OG0001362	LOC108034934|XP_016965687.1|DBIA	LOC6507781|XP_001956333.1|DANA
OG0001363	LOC108031082|XP_016959777.1|DBIA	LOC6500148|XP_001953128.1|DANA
OG0001364	LOC108022533|XP_016946999.1|DBIA	LOC6495293|XP_032307170.1|DANA
OG0001365	LOC108034748|XP_016965185.1|DBIA	LOC6506203|XP_001958350.1|DANA
OG0001366	LOC108034952|XP_016965727.1|DBIA	LOC6493350|XP_014764343.1|DANA
OG0001367	LOC108026756|XP_016953376.1|DBIA	LOC6494766|XP_032306575.1|DANA
OG0001368	LOC108036545|XP_016968261.1|DBIA	LOC6494818|XP_001959603.1|DANA
OG0001369	LOC108024049|XP_016949315.1|DBIA, LOC108032955|XP_016962515.1|DBIA	LOC6505035|XP_001965594.1|DANA
OG0001370	LOC108022596|XP_016947118.1|DBIA	LOC6494714|XP_001959806.1|DANA
OG0001371	LOC108035828|XP_016967065.1|DBIA, LOC108025721|XP_016951779.1|DBIA	LOC26515113|XP_032311474.1|DANA
OG0001372	LOC108026628|XP_016953133.1|DBIA	LOC6495881|XP_032306846.1|DANA
OG0001373	LOC108034327|XP_016964692.1|DBIA	LOC6497138|XP_001962680.1|DANA
OG0001374	LOC108036560|XP_016968288.1|DBIA	LOC6494222|XP_001960712.1|DANA
OG0001375	LOC108032923|XP_016962479.1|DBIA	LOC6498889|XP_014765800.1|DANA
OG0001376	LOC108022765|XP_016947359.1|DBIA	LOC6495404|XP_001958769.1|DANA
OG0001377	LOC108036743|XP_016968541.1|DBIA	LOC6505475|XP_001964934.2|DANA
OG0001378	LOC108034355|XP_016964730.1|DBIA	LOC6498231|XP_032307509.1|DANA
OG0001380	LOC108021916|XP_016946230.1|DBIA	LOC6496671|XP_001961371.2|DANA
OG0001381	LOC108036409|XP_016968017.1|DBIA	LOC6496421|XP_032307210.1|DANA
OG0001382	LOC108027664|XP_016954692.1|DBIA	LOC6503284|XP_014759110.1|DANA
OG0001383	LOC108029956|XP_016957948.1|DBIA	LOC6495075|XP_001959121.1|DANA
OG0001384	LOC108034260|XP_016964606.1|DBIA	LOC6497523|XP_014761719.1|DANA
OG0001385	LOC108032601|XP_016962017.1|DBIA	LOC6504562|XP_001964906.2|DANA
OG0001387	LOC108033768|XP_016963853.1|DBIA	LOC6496853|XP_001963272.1|DANA
OG0001388	LOC108034870|XP_016965552.1|DBIA	LOC6496954|XP_001963064.2|DANA
OG0001389	LOC108024847|XP_016950474.1|DBIA	LOC6499044|XP_032311132.1|DANA
OG0001391	LOC108034060|XP_016964304.1|DBIA	LOC6498019|XP_001961904.1|DANA
OG0001392	LOC108025824|XP_016951965.1|DBIA	LOC6505294|XP_001965704.2|DANA
OG0001393	LOC108033877|XP_016964009.1|DBIA	LOC6505212|XP_001965556.1|DANA
OG0001394	LOC108034091|XP_016964347.1|DBIA	LOC6496933|XP_014761435.1|DANA
OG0001395	LOC108031900|XP_016961156.1|DBIA	LOC6494219|XP_001965954.1|DANA
OG0001396	LOC108033160|XP_016962878.1|DBIA	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC108024805|XP_016950416.1|DBIA	LOC6499434|XP_032312182.1|DANA
OG0001398	LOC108025878|XP_016952041.1|DBIA	LOC6504119|XP_001964223.1|DANA
OG0001399	LOC108036172|XP_016967651.1|DBIA, LOC108031518|XP_016960529.1|DBIA, LOC108023802|XP_016948932.1|DBIA	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC108025330|XP_016951250.1|DBIA	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC108028071|XP_016955201.1|DBIA	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC108030557|XP_016958941.1|DBIA	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC108030889|XP_016959549.1|DBIA	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC108029630|XP_016957513.1|DBIA	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC108036246|XP_016967744.1|DBIA	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC108023250|XP_016948019.1|DBIA	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC108034567|XP_016964987.1|DBIA	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC108029903|XP_016957882.1|DBIA	LOC6496177|XP_001960379.1|DANA
OG0001411	LOC108032231|XP_016961583.1|DBIA	LOC6498961|XP_001955602.1|DANA
OG0001412	LOC108033670|XP_016963605.1|DBIA	LOC6496832|XP_001963314.1|DANA
OG0001413	LOC108022102|XP_016946433.1|DBIA, LOC108022249|XP_016946597.1|DBIA	LOC6496054|XP_001960122.1|DANA
OG0001414	LOC108022230|XP_016946577.1|DBIA	LOC26515295|XP_014764118.1|DANA
OG0001414	LOC108022066|XP_016946400.1|DBIA	LOC6495628|XP_014763384.1|DANA
OG0001415	LOC108026500|XP_016952936.1|DBIA	LOC6495166|XP_001958926.1|DANA
OG0001416	LOC108033426|XP_016963237.1|DBIA	LOC6498250|XP_032307467.1|DANA
OG0001416	LOC108028384|XP_016955677.1|DBIA	LOC6507072|XP_001956714.1|DANA
OG0001417	LOC108021877|XP_016946160.1|DBIA, LOC108021902|XP_016946209.1|DBIA	LOC26515579|XP_014761237.1|DANA
OG0001418	LOC108028447|XP_016955777.1|DBIA	LOC6493020|XP_001956872.2|DANA
OG0001418	LOC108028149|XP_016955299.1|DBIA	LOC6502832|XP_001956870.2|DANA
OG0001419	LOC108036044|XP_016967474.1|DBIA, LOC108036135|XP_016967609.1|DBIA	LOC6497501|XP_001961951.1|DANA
OG0001420	LOC108031787|XP_016960989.1|DBIA	LOC6498941|XP_001955634.1|DANA
OG0001421	LOC108025306|XP_016951193.1|DBIA	LOC6505818|XP_001964429.1|DANA
OG0001421	LOC108033245|XP_016963000.1|DBIA, LOC108027822|XP_016954892.1|DBIA	LOC6497325|XP_014761646.1|DANA
OG0001422	LOC108029113|XP_016956718.1|DBIA	LOC6507076|XP_001956708.1|DANA
OG0001423	LOC108025975|XP_016952156.1|DBIA, LOC108026059|XP_016952242.1|DBIA	LOC6499286|XP_001954950.2|DANA
OG0001425	LOC108029934|XP_016957918.1|DBIA	LOC6495023|XP_001959211.1|DANA
OG0001425	LOC108029872|XP_016957851.1|DBIA, LOC108030235|XP_016958516.1|DBIA	LOC6495020|XP_001959214.1|DANA, LOC6495022|XP_001959212.1|DANA, LOC6495021|XP_001959213.1|DANA, LOC6495019|XP_001959215.1|DANA
OG0001426	LOC108032819|XP_016962322.1|DBIA	LOC6498119|XP_001962115.2|DANA
OG0001426	LOC108032968|XP_016962528.1|DBIA	LOC26514665|XP_032308784.1|DANA
OG0001427	LOC108028997|XP_016956529.1|DBIA	LOC6497709|XP_001961513.1|DANA
OG0001428	LOC108022521|XP_016946983.1|DBIA	LOC6507235|XP_014765110.1|DANA
OG0001428	LOC108022520|XP_016946980.1|DBIA	LOC26515365|XP_032310345.1|DANA, LOC26514182|XP_014765585.1|DANA
OG0001429	LOC108031807|XP_016961018.1|DBIA	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC108031463|XP_016960391.1|DBIA	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC108023671|XP_016948782.1|DBIA, LOC108023178|XP_016947909.1|DBIA	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC108033178|XP_016962905.1|DBIA	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC108031974|XP_016961257.1|DBIA	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC108025717|XP_016951762.1|DBIA	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC108029506|XP_016957279.1|DBIA	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC108023619|XP_016948719.1|DBIA	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC108036048|XP_016967479.1|DBIA	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC108024655|XP_016950203.1|DBIA	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC108031854|XP_016961096.1|DBIA	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC108023931|XP_016949105.1|DBIA	LOC6498756|XP_001967266.1|DANA
OG0001441	LOC108025901|XP_016952073.1|DBIA	LOC6502950|XP_001963533.2|DANA
OG0001442	LOC108033311|XP_016963075.1|DBIA	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC108025295|XP_016951173.1|DBIA	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC108031884|XP_016961137.1|DBIA	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC108024980|XP_016950716.1|DBIA	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC108031838|XP_016961077.1|DBIA	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC108025313|XP_016951202.1|DBIA	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC108025424|XP_016951397.1|DBIA	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC108036630|XP_016968393.1|DBIA	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC108021912|XP_016946221.1|DBIA	LOC6507945|XP_001962710.1|DANA
OG0001451	LOC108029946|XP_016957938.1|DBIA	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC108026714|XP_016953306.1|DBIA	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC108028668|XP_016956090.1|DBIA	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC108031776|XP_016960974.1|DBIA	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC108035096|XP_016966006.1|DBIA	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC108022438|XP_016946812.1|DBIA	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC108030014|XP_016958018.1|DBIA	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC108022164|XP_016946497.1|DBIA	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC108028823|XP_016956298.1|DBIA	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC108030078|XP_016958180.1|DBIA	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC108024220|XP_016949575.1|DBIA	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC108035050|XP_016965918.1|DBIA	LOC6502831|XP_032310793.1|DANA
OG0001463	LOC108026326|XP_016952706.1|DBIA	LOC6500482|XP_032310615.1|DANA
OG0001464	LOC108023425|XP_016948400.1|DBIA	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC108036666|XP_016968436.1|DBIA	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC108033928|XP_016964095.1|DBIA	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC108033604|XP_016963446.1|DBIA	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC108031320|XP_016960060.1|DBIA	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC108036908|XP_016968801.1|DBIA	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC108028829|XP_016956307.1|DBIA	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC108029439|XP_016957180.1|DBIA	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC108035009|XP_016965841.1|DBIA	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC108024939|XP_016950629.1|DBIA	LOC6500976|XP_001954286.2|DANA
OG0001474	LOC108033156|XP_016962872.1|DBIA	LOC6503094|XP_001963412.1|DANA
OG0001475	LOC108022679|XP_016947239.1|DBIA	LOC6495758|XP_001959513.1|DANA
OG0001476	LOC108035801|XP_016967031.1|DBIA	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC108025514|XP_016951524.1|DBIA	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC108029083|XP_016956659.1|DBIA	LOC6507403|XP_001965367.1|DANA
OG0001479	LOC108023741|XP_016948867.1|DBIA	LOC6504730|XP_001966317.1|DANA
OG0001480	LOC108029168|XP_016956802.1|DBIA	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC108033701|XP_016963696.1|DBIA	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC108036298|XP_016967798.1|DBIA	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC108033537|XP_016963374.1|DBIA	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC108035951|XP_016967243.1|DBIA	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC108036694|XP_016968472.1|DBIA, LOC108036783|XP_016968614.1|DBIA	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC108023841|XP_016948974.1|DBIA	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC108029373|XP_016957090.1|DBIA	LOC6494058|XP_001961068.1|DANA
OG0001489	LOC108032523|XP_016961851.1|DBIA	LOC6497260|XP_032307420.1|DANA
OG0001490	LOC108027796|XP_016954856.1|DBIA	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC108029078|XP_016956649.1|DBIA	LOC6498093|XP_001962067.1|DANA
OG0001492	LOC108033598|XP_016963439.1|DBIA	LOC6503469|XP_001965310.2|DANA
OG0001493	LOC108024242|XP_016949612.1|DBIA	LOC6502988|XP_001963461.1|DANA
OG0001494	LOC108021998|XP_016946327.1|DBIA	LOC6503829|XP_001963680.1|DANA
OG0001495	LOC108029687|XP_016957632.1|DBIA	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC108030389|XP_016958764.1|DBIA	LOC6493289|XP_001957454.1|DANA
OG0001496	LOC108023796|XP_016948925.1|DBIA	LOC6503782|XP_001963755.1|DANA
OG0001497	LOC108036650|XP_016968419.1|DBIA	LOC6494676|XP_001959883.2|DANA
OG0001498	LOC108027377|XP_016954295.1|DBIA	LOC6500094|XP_032312281.1|DANA
OG0001500	LOC108030174|XP_016958403.1|DBIA	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC108031179|XP_016959888.1|DBIA	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC108030213|XP_016958469.1|DBIA	LOC6495479|XP_001958937.1|DANA
OG0001503	LOC108030330|XP_016958677.1|DBIA	LOC6495087|XP_032306663.1|DANA
OG0001504	LOC108023402|XP_016948341.1|DBIA	LOC6503555|XP_032308777.1|DANA
OG0001505	LOC108022350|XP_016946701.1|DBIA	LOC6494313|XP_032306316.1|DANA
OG0001506	LOC108029642|XP_016957540.1|DBIA	LOC6496242|XP_014763708.1|DANA
OG0001507	LOC108022676|XP_016947236.1|DBIA	LOC6496117|XP_014763634.1|DANA
OG0001508	LOC108029690|XP_016957639.1|DBIA	LOC6495999|XP_001960011.1|DANA
OG0001509	LOC108022225|XP_016946571.1|DBIA	LOC6496102|XP_032307197.1|DANA
OG0001510	LOC108027428|XP_016954367.1|DBIA	LOC6498402|XP_001962723.1|DANA
OG0001511	LOC108022910|XP_016947606.1|DBIA	LOC6494368|XP_001960447.1|DANA
OG0001512	LOC108028037|XP_016955163.1|DBIA	LOC6493515|XP_001957902.1|DANA
OG0001513	LOC108030804|XP_016959377.1|DBIA	LOC6493876|XP_032310134.1|DANA
OG0001515	LOC108024252|XP_016949624.1|DBIA	LOC6504782|XP_001966335.1|DANA
OG0001516	LOC108025111|XP_016950865.1|DBIA, LOC108025006|XP_016950751.1|DBIA, LOC108025064|XP_016950811.1|DBIA	LOC116654492|XP_032305385.1|DANA
OG0001517	LOC108024381|XP_016949774.1|DBIA	LOC6499094|XP_001955314.2|DANA
OG0001518	LOC108024222|XP_016949579.1|DBIA	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA
OG0001519	LOC108027007|XP_016953694.1|DBIA, LOC108027450|XP_016954390.1|DBIA	LOC6500467|XP_001953281.1|DANA, LOC6500469|XP_001953283.3|DANA
OG0001519	LOC108027008|XP_016953695.1|DBIA	LOC6500468|XP_001953282.2|DANA
OG0001520	LOC108027460|XP_016954404.1|DBIA	LOC6499159|XP_001955196.1|DANA
OG0001520	LOC108027285|XP_016954163.1|DBIA	LOC6499162|XP_001955193.1|DANA
OG0001521	LOC108032630|XP_016962060.1|DBIA	LOC6497077|XP_001962800.1|DANA
OG0001522	LOC108035823|XP_016967060.1|DBIA	LOC6498201|XP_001962284.1|DANA
OG0001523	LOC108026955|XP_016953657.1|DBIA, LOC108026952|XP_016953655.1|DBIA	LOC6495175|XP_001958908.1|DANA
OG0001524	LOC108029854|XP_016957832.1|DBIA	LOC26514939|XP_014764063.1|DANA
OG0001524	LOC108030012|XP_016958015.1|DBIA	LOC6496249|XP_032306920.1|DANA
OG0001525	LOC108036175|XP_016967658.1|DBIA	LOC6504753|XP_001966292.1|DANA
OG0001526	LOC108025648|XP_016951676.1|DBIA	LOC6504252|XP_001967373.1|DANA
OG0001526	LOC108025640|XP_016951665.1|DBIA	LOC6504251|XP_001967374.1|DANA
OG0001527	LOC108027501|XP_016954434.1|DBIA	LOC6501929|XP_001966708.1|DANA
OG0001527	LOC108027500|XP_016954433.1|DBIA	LOC116655116|XP_032308204.1|DANA
OG0001528	LOC108031032|XP_016959723.1|DBIA	LOC6500250|XP_001952941.2|DANA
OG0001529	LOC108021883|XP_016946166.1|DBIA	LOC6503481|XP_001964301.1|DANA
OG0001530	LOC108032522|XP_016961850.1|DBIA	LOC6504718|XP_001964860.1|DANA
OG0001531	LOC108029948|XP_016957940.1|DBIA	LOC6493996|XP_001961172.2|DANA
OG0001534	LOC108023337|XP_016948163.1|DBIA	LOC6504927|XP_032309274.1|DANA
OG0001535	LOC108027519|XP_016954450.1|DBIA	LOC6504528|XP_001967078.1|DANA
OG0001536	LOC108023761|XP_016948891.1|DBIA	LOC6502128|XP_001966156.1|DANA
OG0001537	LOC108029289|XP_016956976.1|DBIA	LOC6507360|XP_001965359.1|DANA
OG0001538	LOC108035807|XP_016967069.1|DBIA	LOC6502165|XP_032309366.1|DANA
OG0001539	LOC108022454|XP_016946851.1|DBIA	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA
OG0001540	LOC108029118|XP_016956720.1|DBIA	LOC6506052|XP_014760535.1|DANA
OG0001541	LOC108030761|XP_016959301.1|DBIA	LOC6493853|XP_032310728.1|DANA
OG0001542	LOC108031873|XP_016961121.1|DBIA	LOC6500687|XP_032309612.1|DANA
OG0001543	LOC108023936|XP_016949112.1|DBIA	LOC6504506|XP_032308299.1|DANA
OG0001544	LOC108024700|XP_016950270.1|DBIA	LOC6503465|XP_032308789.1|DANA
OG0001545	LOC108033217|XP_016962968.1|DBIA	LOC6503624|XP_001964042.2|DANA
OG0001546	LOC108033161|XP_016962880.1|DBIA	LOC6504030|XP_032308437.1|DANA
OG0001547	LOC108025598|XP_016951623.1|DBIA	LOC6502358|XP_032307952.1|DANA
OG0001548	LOC108033157|XP_016962874.1|DBIA	LOC6503489|XP_014760952.1|DANA
OG0001549	LOC108033871|XP_016964169.1|DBIA	LOC6498172|XP_014761998.1|DANA
OG0001550	LOC108025398|XP_016951362.1|DBIA	LOC6500242|XP_001952956.1|DANA
OG0001551	LOC108031959|XP_016961237.1|DBIA	LOC6501054|XP_001954468.1|DANA
OG0001552	LOC108032046|XP_016961348.1|DBIA	LOC6499383|XP_001954743.1|DANA
OG0001553	LOC108025937|XP_016952125.1|DBIA	LOC6505298|XP_001965712.1|DANA
OG0001554	LOC108031798|XP_016961005.1|DBIA	LOC6500255|XP_014766456.1|DANA
OG0001555	LOC108034249|XP_016964590.1|DBIA	LOC6497469|XP_001962018.1|DANA
OG0001556	LOC108030357|XP_016958713.1|DBIA	LOC6495001|XP_001959242.1|DANA
OG0001557	LOC108032715|XP_016962223.1|DBIA	LOC6504120|XP_032308761.1|DANA
OG0001558	LOC108025841|XP_016951992.1|DBIA	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA
OG0001559	LOC108026424|XP_016952845.1|DBIA	LOC6498919|XP_001955677.1|DANA
OG0001560	LOC108027224|XP_016954042.1|DBIA	LOC6499358|XP_032305635.1|DANA
OG0001561	LOC108024360|XP_016949753.1|DBIA	LOC6499677|XP_001954169.1|DANA
OG0001562	LOC108033714|XP_016963736.1|DBIA	LOC6497280|XP_001962397.1|DANA
OG0001563	LOC108025184|XP_016951024.1|DBIA, LOC108028868|XP_016956348.1|DBIA	LOC6503273|XP_001965858.1|DANA
OG0001564	LOC108031484|XP_016960449.1|DBIA	LOC6499757|XP_032305569.1|DANA
OG0001565	LOC108031679|XP_016960810.1|DBIA	LOC6498967|XP_001955593.3|DANA
OG0001566	LOC108024852|XP_016950483.1|DBIA	LOC6505667|XP_001964497.1|DANA
OG0001567	LOC108022410|XP_016946784.1|DBIA, LOC108022081|XP_016946414.1|DBIA	LOC6495251|XP_001958756.1|DANA
OG0001568	LOC108024520|XP_016949960.1|DBIA	LOC6500267|XP_032305661.1|DANA
OG0001569	LOC108031134|XP_016959837.1|DBIA	LOC6499669|XP_001954183.1|DANA
OG0001570	LOC108031039|XP_016959728.1|DBIA, LOC108031040|XP_016959729.1|DBIA, LOC108031041|XP_016959730.1|DBIA, LOC108031239|XP_016959963.1|DBIA	LOC6500380|XP_001953090.1|DANA
OG0001571	LOC108034302|XP_016964654.1|DBIA	LOC6498580|XP_032310916.1|DANA
OG0001572	LOC108025885|XP_016952050.1|DBIA	LOC6501846|XP_001967168.2|DANA
OG0001573	LOC108035189|XP_016966163.1|DBIA	LOC6507717|XP_014765424.1|DANA
OG0001574	LOC108023662|XP_016948772.1|DBIA	LOC6503509|XP_001964237.1|DANA
OG0001575	LOC108026167|XP_016952411.1|DBIA	LOC6498912|XP_032312167.1|DANA
OG0001576	LOC108024871|XP_016950505.1|DBIA	LOC6501032|XP_001954423.2|DANA
OG0001577	LOC108025283|XP_016951148.1|DBIA	LOC6499118|XP_014765909.1|DANA
OG0001578	LOC108030405|XP_016958779.1|DBIA	LOC6494826|XP_001959590.1|DANA
OG0001579	LOC108023977|XP_016949191.1|DBIA	LOC6503171|XP_032311862.1|DANA
OG0001580	LOC108036501|XP_016968188.1|DBIA	LOC6493954|XP_001961256.1|DANA
OG0001581	LOC108023429|XP_016948406.1|DBIA	LOC6501866|XP_001966777.2|DANA
OG0001582	LOC108023086|XP_016947828.1|DBIA	LOC6495297|XP_032306985.1|DANA
OG0001583	LOC108036346|XP_016967907.1|DBIA	LOC6496478|XP_032306337.1|DANA
OG0001584	LOC108028323|XP_016955549.1|DBIA	LOC6507047|XP_001956751.1|DANA
OG0001585	LOC108035045|XP_016965951.1|DBIA	LOC6503514|XP_032308746.1|DANA
OG0001586	LOC108028512|XP_016955883.1|DBIA	LOC6506430|XP_001957891.1|DANA
OG0001587	LOC108023826|XP_016948964.1|DBIA	LOC6504187|XP_014759180.1|DANA
OG0001588	LOC108030410|XP_016958785.1|DBIA	LOC6496037|XP_001960093.1|DANA
OG0001589	LOC108035842|XP_016967075.1|DBIA	LOC6498924|XP_032308666.1|DANA
OG0001590	LOC108026648|XP_016953175.1|DBIA	LOC6495457|XP_032306267.1|DANA
OG0001591	LOC108026387|XP_016952796.1|DBIA	LOC6505544|XP_001964726.2|DANA
OG0001592	LOC108033596|XP_016963427.1|DBIA	LOC6498474|XP_032311126.1|DANA
OG0001593	LOC108034176|XP_016964477.1|DBIA	LOC6498477|XP_032311141.1|DANA
OG0001594	LOC108027660|XP_016954665.1|DBIA	LOC6506596|XP_032311400.1|DANA
OG0001595	LOC108030292|XP_016958614.1|DBIA	LOC6495244|XP_001958771.1|DANA
OG0001596	LOC108032690|XP_016962154.1|DBIA	LOC6497076|XP_001962802.1|DANA
OG0001597	LOC108022044|XP_016946377.1|DBIA	LOC26514552|XP_014760152.1|DANA
OG0001598	LOC108032615|XP_016962040.1|DBIA	LOC6497110|XP_001962734.2|DANA
OG0001599	LOC108034066|XP_016964310.1|DBIA	LOC6497304|XP_001962358.1|DANA
OG0001600	LOC108029147|XP_016956765.1|DBIA	LOC6497815|XP_001961503.2|DANA
OG0001601	LOC108021859|XP_016946137.1|DBIA	LOC6497326|XP_001962314.1|DANA
OG0001602	LOC108032776|XP_016962267.1|DBIA	LOC6504685|XP_001964873.2|DANA
OG0001603	LOC108032771|XP_016962261.1|DBIA	LOC6504577|XP_001964898.1|DANA
OG0001604	LOC108023529|XP_016948582.1|DBIA	LOC6502295|XP_001966186.1|DANA
OG0001605	LOC108029782|XP_016957780.1|DBIA	LOC6495424|XP_001958820.1|DANA
OG0001606	LOC108036438|XP_016968111.1|DBIA	LOC26513661|XP_014760195.1|DANA
OG0001607	LOC108035079|XP_016965979.1|DBIA	LOC6506973|XP_001965288.1|DANA
OG0001608	LOC108034024|XP_016964252.1|DBIA	LOC6498291|XP_001962472.1|DANA
OG0001609	LOC108026568|XP_016953009.1|DBIA	LOC6495874|XP_032306256.1|DANA
OG0001610	LOC108032706|XP_016962174.1|DBIA, LOC108033011|XP_016962627.1|DBIA	LOC6498267|XP_001962428.2|DANA
OG0001611	LOC108033999|XP_016964216.1|DBIA	LOC6498168|XP_001962222.1|DANA
OG0001612	LOC108036074|XP_016967510.1|DBIA	LOC6497451|XP_001962047.1|DANA
OG0001613	LOC108034234|XP_016964570.1|DBIA	LOC6498593|XP_001963125.1|DANA
OG0001614	LOC108036613|XP_016968365.1|DBIA	LOC6495570|XP_001959117.3|DANA
OG0001615	LOC108031632|XP_016960729.1|DBIA	LOC26514811|XP_014759555.1|DANA
OG0001616	LOC108034133|XP_016964411.1|DBIA	LOC6497235|XP_001962507.1|DANA
OG0001617	LOC108032584|XP_016961978.1|DBIA	LOC6498282|XP_001962457.1|DANA
OG0001618	LOC108034349|XP_016964724.1|DBIA	LOC6496935|XP_001963099.1|DANA
OG0001619	LOC108032694|XP_016962157.1|DBIA	LOC6504772|XP_001964844.1|DANA
OG0001620	LOC108026913|XP_016953611.1|DBIA	LOC6495309|XP_001958654.1|DANA
OG0001621	LOC108036301|XP_016967801.1|DBIA	LOC6494150|XP_001960863.1|DANA
OG0001622	LOC108023193|XP_016947933.1|DBIA	LOC6501956|XP_001966760.2|DANA
OG0001623	LOC108029132|XP_016956744.1|DBIA	LOC6503360|XP_001965363.1|DANA
OG0001624	LOC108033837|XP_016963953.1|DBIA	LOC6498510|XP_001962971.1|DANA
