Orthogroup	DBIA.longest_only	DPER.longest_only
OG0000574	LOC108031939|XP_016961209.1|DBIA	LOC6594206|XP_002019665.1|DPER
OG0000575	LOC108030670|XP_016959185.1|DBIA	LOC6595966|XP_026845460.1|DPER
OG0000575	LOC108030700|XP_016959227.1|DBIA	LOC6595964|XP_026845494.1|DPER
OG0000576	LOC108027050|XP_016953747.1|DBIA	LOC6594513|XP_002019496.2|DPER
OG0000577	LOC108034166|XP_016964461.1|DBIA	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER
OG0000577	LOC108033812|XP_016963922.1|DBIA	LOC6588702|XP_002014943.1|DPER
OG0000578	LOC108033910|XP_016964069.1|DBIA	LOC6596620|XP_002021628.2|DPER
OG0000578	LOC108023048|XP_016947778.1|DBIA	LOC6590192|XP_026842183.1|DPER
OG0000579	LOC108031224|XP_016959949.1|DBIA	LOC6588010|XP_002013612.1|DPER
OG0000579	LOC108028826|XP_016956304.1|DBIA	LOC6595808|XP_002021320.1|DPER
OG0000580	LOC108024580|XP_016950068.1|DBIA	LOC6594464|XP_002019715.1|DPER
OG0000580	LOC108024584|XP_016950075.1|DBIA	LOC6594018|XP_026850383.1|DPER
OG0000581	LOC108027287|XP_016954167.1|DBIA	LOC6594299|XP_026850244.1|DPER
OG0000581	LOC108025852|XP_016952006.1|DBIA	LOC6599419|XP_002024469.1|DPER
OG0000582	LOC108035086|XP_016965992.1|DBIA	LOC6596003|XP_026845558.1|DPER
OG0000582	LOC108026803|XP_016953454.1|DBIA	LOC6591266|XP_026840765.1|DPER
OG0000583	LOC108022460|XP_016946856.1|DBIA	LOC113565045|XP_026840957.1|DPER
OG0000583	LOC108022480|XP_016946920.1|DBIA	LOC6593162|XP_002018176.1|DPER
OG0000584	LOC108032441|XP_016961755.1|DBIA	LOC6593520|XP_002019211.1|DPER
OG0000584	LOC108032427|XP_016961738.1|DBIA	LOC6590207|XP_002016063.1|DPER, LOC6593519|XP_002019210.1|DPER
OG0000585	LOC108034752|XP_016965190.1|DBIA, LOC108034693|XP_016965123.1|DBIA	LOC6599474|XP_002024594.1|DPER, LOC6599475|XP_002024595.1|DPER
OG0000586	LOC108022142|XP_016946473.1|DBIA	LOC6590356|XP_002015836.1|DPER
OG0000586	LOC108029511|XP_016957297.1|DBIA	LOC6590693|XP_026842501.1|DPER
OG0000589	LOC108023403|XP_016948342.1|DBIA	LOC6598433|XP_026846209.1|DPER
OG0000590	LOC108031246|XP_016959971.1|DBIA	LOC6587951|XP_002014084.1|DPER
OG0000590	LOC108032984|XP_016962550.1|DBIA	LOC6597556|XP_002022805.1|DPER
OG0000592	LOC108036646|XP_016968411.1|DBIA	LOC6590926|XP_002015768.1|DPER
OG0000592	LOC108022310|XP_016946659.1|DBIA	LOC6590222|XP_002016071.1|DPER
OG0000593	LOC108026085|XP_016952273.1|DBIA	LOC6594986|XP_026840061.1|DPER
OG0000593	LOC108025781|XP_016951888.1|DBIA	LOC6603511|XP_002028490.1|DPER
OG0000594	LOC108026344|XP_016952738.1|DBIA	LOC6587448|XP_002013043.1|DPER
OG0000594	LOC108031145|XP_016959848.1|DBIA	LOC6591579|XP_002017367.2|DPER
OG0000595	LOC108031940|XP_016961210.1|DBIA	LOC113567375|XP_026850822.1|DPER
OG0000595	LOC108024707|XP_016950285.1|DBIA	LOC6594864|XP_026846833.1|DPER
OG0000596	LOC108024131|XP_016949403.1|DBIA	LOC6596830|XP_026845960.1|DPER
OG0000596	LOC108032215|XP_016961564.1|DBIA	LOC6594057|XP_002019856.1|DPER
OG0000597	LOC108031330|XP_016960071.1|DBIA	LOC6595280|XP_026851125.1|DPER
OG0000597	LOC108025194|XP_016950992.1|DBIA	LOC6594894|XP_026840050.1|DPER
OG0000598	LOC108024902|XP_016950560.1|DBIA	LOC6587400|XP_002013871.1|DPER
OG0000599	LOC108034732|XP_016965161.1|DBIA	LOC6603287|XP_002028268.1|DPER
OG0000599	LOC108027766|XP_016954817.1|DBIA, LOC108028483|XP_016955838.1|DBIA	LOC6603280|XP_002028267.2|DPER
OG0000600	LOC108030425|XP_016958800.1|DBIA	LOC6590718|XP_026841400.1|DPER
OG0000600	LOC108030348|XP_016958702.1|DBIA	LOC6590717|XP_026842346.1|DPER
OG0000601	LOC108034107|XP_016964373.1|DBIA	LOC6593687|XP_002018765.1|DPER
OG0000601	LOC108027879|XP_016954986.1|DBIA	LOC6597993|XP_026843491.1|DPER
OG0000602	LOC108032799|XP_016962295.1|DBIA	LOC6596260|XP_002021786.1|DPER
OG0000602	LOC108032829|XP_016962334.1|DBIA	LOC6596259|XP_002021785.1|DPER
OG0000603	LOC108036085|XP_016967524.1|DBIA	LOC6588887|XP_026844666.1|DPER
OG0000604	LOC108027882|XP_016954987.1|DBIA	LOC6596494|XP_002021568.1|DPER
OG0000604	LOC108027932|XP_016955049.1|DBIA	LOC6596493|XP_002021567.1|DPER
OG0000605	LOC108034341|XP_016964713.1|DBIA	LOC6593459|XP_002018597.1|DPER
OG0000606	LOC108031699|XP_016960848.1|DBIA	LOC113564920|XP_026840154.1|DPER
OG0000607	LOC108032112|XP_016961434.1|DBIA	LOC6587356|XP_002014194.1|DPER
OG0000607	LOC108027400|XP_016954327.1|DBIA	LOC6594190|XP_002019821.1|DPER
OG0000608	LOC108025099|XP_016950851.1|DBIA	LOC6591652|XP_026849674.1|DPER
OG0000608	LOC108025288|XP_016951159.1|DBIA	LOC6591913|XP_026840311.1|DPER
OG0000609	LOC108021951|XP_016946267.1|DBIA	LOC6597436|XP_026846369.1|DPER
OG0000610	LOC108035965|XP_016967271.1|DBIA	LOC6595817|XP_002021295.2|DPER
OG0000610	LOC108022370|XP_016946740.1|DBIA	LOC6592723|XP_002018090.1|DPER
OG0000611	LOC108022583|XP_016947095.1|DBIA	LOC6600868|XP_026841237.1|DPER
OG0000612	LOC108027979|XP_016955094.1|DBIA, LOC108028070|XP_016955200.1|DBIA	LOC6599045|XP_026848967.1|DPER, LOC6599046|XP_002024163.2|DPER
OG0000612	LOC108028069|XP_016955199.1|DBIA	LOC6599044|XP_026848966.1|DPER
OG0000614	LOC108025014|XP_016950758.1|DBIA	LOC6595010|XP_002020467.2|DPER
OG0000614	LOC108027558|XP_016954519.1|DBIA	LOC6599314|XP_026847099.1|DPER
OG0000615	LOC108035760|XP_016966949.1|DBIA	LOC113566642|XP_026848971.1|DPER
OG0000615	LOC108031530|XP_016960554.1|DBIA	LOC6588205|XP_002013742.1|DPER
OG0000616	LOC108035810|XP_016967045.1|DBIA, LOC108035821|XP_016967057.1|DBIA	LOC6601779|XP_002026814.2|DPER
OG0000617	LOC108024664|XP_016950220.1|DBIA	LOC6595121|XP_026840037.1|DPER
OG0000617	LOC108027449|XP_016954389.1|DBIA	LOC6598703|XP_026851189.1|DPER
OG0000618	LOC108032025|XP_016961324.1|DBIA	LOC6587880|XP_002012806.1|DPER
OG0000618	LOC108030900|XP_016959566.1|DBIA	LOC6595891|XP_002021432.1|DPER
OG0000619	LOC108030276|XP_016958593.1|DBIA	LOC6591185|XP_002015909.1|DPER
OG0000620	LOC108024426|XP_016949833.1|DBIA	LOC6598554|XP_002023708.1|DPER
OG0000620	LOC108029863|XP_016957845.1|DBIA	LOC6599632|XP_026849581.1|DPER
OG0000621	LOC108031644|XP_016960764.1|DBIA	LOC6587924|XP_002013338.1|DPER
OG0000621	LOC108023539|XP_016948597.1|DBIA	LOC6597394|XP_002022488.1|DPER
OG0000622	LOC108028739|XP_016956194.1|DBIA	LOC6601663|XP_026847557.1|DPER
OG0000622	LOC108030669|XP_016959189.1|DBIA	LOC6602712|XP_026849515.1|DPER
OG0000623	LOC108030969|XP_016959661.1|DBIA	LOC6601015|XP_026849689.1|DPER
OG0000623	LOC108028449|XP_016955775.1|DBIA	LOC6597190|XP_026845550.1|DPER
OG0000624	LOC108030303|XP_016958626.1|DBIA	LOC6592679|XP_002017946.1|DPER
OG0000625	LOC108028381|XP_016955666.1|DBIA	LOC6602966|XP_002027977.2|DPER
OG0000625	LOC108028382|XP_016955669.1|DBIA	LOC6602967|XP_002027978.1|DPER
OG0000626	LOC108036279|XP_016967779.1|DBIA	LOC6593086|XP_002017719.1|DPER
OG0000626	LOC108022973|XP_016947687.1|DBIA	LOC6592561|XP_002018243.1|DPER
OG0000627	LOC108028799|XP_016956272.1|DBIA	LOC6601405|XP_002026508.1|DPER
OG0000627	LOC108023234|XP_016947998.1|DBIA	LOC6597278|XP_002022565.1|DPER
OG0000628	LOC108032434|XP_016961746.1|DBIA	LOC6596263|XP_002021789.1|DPER
OG0000628	LOC108034271|XP_016964622.1|DBIA	LOC6589333|XP_002014358.1|DPER
OG0000629	LOC108024370|XP_016949762.1|DBIA	LOC6594077|XP_002019737.1|DPER
OG0000629	LOC108033776|XP_016963865.1|DBIA	LOC6593669|XP_002018616.1|DPER
OG0000630	LOC108034202|XP_016964522.1|DBIA	LOC6598051|XP_002023144.1|DPER
OG0000630	LOC108034015|XP_016964238.1|DBIA	LOC6598077|XP_026843309.1|DPER
OG0000631	LOC108033947|XP_016964125.1|DBIA	LOC113565754|XP_026844613.1|DPER
OG0000631	LOC108029263|XP_016956948.1|DBIA	LOC6593410|XP_026843657.1|DPER
OG0000632	LOC108027909|XP_016955019.1|DBIA	LOC6595375|XP_026844828.1|DPER
OG0000632	LOC108027781|XP_016954833.1|DBIA	LOC6595484|XP_002020656.1|DPER
OG0000633	LOC108034438|XP_016964811.1|DBIA	LOC6596016|XP_026845303.1|DPER, LOC113565976|XP_026845290.1|DPER
OG0000635	LOC108029714|XP_016957678.1|DBIA	LOC6600979|XP_002025877.1|DPER
OG0000635	LOC108032978|XP_016962542.1|DBIA	LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER
OG0000636	LOC108033332|XP_016963106.1|DBIA	LOC6598048|XP_002023141.1|DPER
OG0000636	LOC108033333|XP_016963107.1|DBIA	LOC6598049|XP_002023142.1|DPER
OG0000637	LOC108024111|XP_016949377.1|DBIA	LOC6597824|XP_026846483.1|DPER
OG0000637	LOC108024265|XP_016949641.1|DBIA	LOC6597768|XP_026846541.1|DPER
OG0000638	LOC108024427|XP_016949834.1|DBIA	LOC6587236|XP_002013485.1|DPER
OG0000638	LOC108032999|XP_016962612.1|DBIA	LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER, LOC6603215|XP_026847735.1|DPER
OG0000639	LOC108028266|XP_016955448.1|DBIA	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER
OG0000641	LOC108032364|XP_016961666.1|DBIA	LOC6593904|XP_026843286.1|DPER, LOC6593912|XP_026843148.1|DPER
OG0000641	LOC108027011|XP_016953698.1|DBIA	LOC6593630|XP_002019096.2|DPER, LOC6593631|XP_002019097.2|DPER
OG0000642	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA	LOC113566246|XP_026846831.1|DPER
OG0000642	LOC108028933|XP_016956440.1|DBIA	LOC6593329|XP_026843501.1|DPER, LOC6593327|XP_026843370.1|DPER, LOC113565418|XP_026843147.1|DPER, LOC6593328|XP_026843466.1|DPER
OG0000643	LOC108024296|XP_016949686.1|DBIA, LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA	LOC6587508|XP_002013069.1|DPER
OG0000644	LOC108030666|XP_016959181.1|DBIA, LOC108028697|XP_016956133.1|DBIA, LOC108028698|XP_016956134.1|DBIA	LOC6598886|XP_026847834.1|DPER, LOC6598901|XP_002024003.1|DPER
OG0000645	LOC108030325|XP_016958671.1|DBIA	LOC6595541|XP_002020629.1|DPER
OG0000646	LOC108026341|XP_016952734.1|DBIA	LOC6588400|XP_002013429.2|DPER
OG0000646	LOC108024636|XP_016950170.1|DBIA	LOC6588652|XP_026840448.1|DPER
OG0000647	LOC108027448|XP_016954388.1|DBIA	LOC6587670|XP_002013283.2|DPER
OG0000647	LOC108025929|XP_016952111.1|DBIA	LOC6597230|XP_026846459.1|DPER
OG0000648	LOC108023775|XP_016948908.1|DBIA	LOC6598503|XP_026848643.1|DPER
OG0000648	LOC108023772|XP_016948904.1|DBIA	LOC6598504|XP_026848661.1|DPER
OG0000649	LOC108033154|XP_016962869.1|DBIA	LOC6601790|XP_002026842.1|DPER
OG0000649	LOC108033148|XP_016962861.1|DBIA	LOC6601789|XP_026849835.1|DPER
OG0000650	LOC108026179|XP_016952442.1|DBIA	LOC6588488|XP_002013451.1|DPER
OG0000650	LOC108036023|XP_016967442.1|DBIA	LOC6602016|XP_002027044.1|DPER
OG0000651	LOC108034888|XP_016965587.1|DBIA	LOC6601010|XP_002026165.1|DPER
OG0000651	LOC108035363|XP_016966450.1|DBIA	LOC6603303|XP_002028284.1|DPER
OG0000652	LOC108036625|XP_016968386.1|DBIA	LOC6590843|XP_002015775.1|DPER
OG0000652	LOC108032672|XP_016962129.1|DBIA	LOC6597506|XP_026849293.1|DPER
OG0000653	LOC108027436|XP_016954373.1|DBIA	LOC113564890|XP_026839934.1|DPER
OG0000653	LOC108032925|XP_016962483.1|DBIA	LOC6588285|XP_002013201.1|DPER
OG0000654	LOC108028616|XP_016956028.1|DBIA	LOC6600630|XP_026847536.1|DPER
OG0000654	LOC108035010|XP_016965842.1|DBIA	LOC6600538|XP_026847527.1|DPER
OG0000655	LOC108029636|XP_016957528.1|DBIA	LOC6600806|XP_002025977.1|DPER
OG0000655	LOC108027756|XP_016954798.1|DBIA	LOC6595476|XP_002020648.1|DPER
OG0000656	LOC108031829|XP_016961056.1|DBIA	LOC6591692|XP_026851097.1|DPER
OG0000656	LOC108031830|XP_016961059.1|DBIA	LOC6591869|XP_002017331.1|DPER
OG0000657	LOC108028063|XP_016955196.1|DBIA	LOC6601075|XP_026847370.1|DPER
OG0000657	LOC108032751|XP_016962230.1|DBIA	LOC6588715|XP_026844398.1|DPER
OG0000658	LOC108033182|XP_016962912.1|DBIA	LOC6598314|XP_002023387.1|DPER
OG0000658	LOC108031067|XP_016959762.1|DBIA	LOC6591560|XP_002017109.1|DPER
OG0000659	LOC108027925|XP_016955038.1|DBIA	LOC6596286|XP_002021808.1|DPER
OG0000659	LOC108033384|XP_016963192.1|DBIA	LOC6598075|XP_002023134.1|DPER
OG0000660	LOC108027908|XP_016955018.1|DBIA	LOC6589411|XP_002015199.1|DPER
OG0000661	LOC108028534|XP_016955919.1|DBIA	LOC6602955|XP_026848735.1|DPER
OG0000661	LOC108027800|XP_016954865.1|DBIA	LOC6588916|XP_002014812.2|DPER
OG0000662	LOC108035530|XP_016966688.1|DBIA	LOC6595855|XP_026845216.1|DPER
OG0000662	LOC108031364|XP_016960132.1|DBIA	LOC6596654|XP_026845925.1|DPER
OG0000663	LOC108022450|XP_016946846.1|DBIA	LOC6590080|XP_002015670.1|DPER
OG0000664	LOC108021960|XP_016946279.1|DBIA	LOC6597552|XP_002022801.1|DPER
OG0000665	LOC108026348|XP_016952742.1|DBIA	LOC6594667|XP_002019845.2|DPER
OG0000666	LOC108029729|XP_016957700.1|DBIA	LOC6590399|XP_026842089.1|DPER
OG0000666	LOC108025749|XP_016951833.1|DBIA	LOC113566903|XP_026849903.1|DPER
OG0000667	LOC108024249|XP_016949620.1|DBIA	LOC6599946|XP_026849182.1|DPER
OG0000667	LOC108024585|XP_016950077.1|DBIA	LOC6594020|XP_002019718.1|DPER
OG0000668	LOC108025566|XP_016951584.1|DBIA	LOC6594373|XP_002019341.2|DPER
OG0000668	LOC108031439|XP_016960357.1|DBIA	LOC6587462|XP_002014008.1|DPER
OG0000669	LOC108025870|XP_016952035.1|DBIA	LOC113566777|XP_026849656.1|DPER
OG0000669	LOC108025889|XP_016952059.1|DBIA	LOC6602864|XP_026849658.1|DPER
OG0000670	LOC108021976|XP_016946306.1|DBIA	LOC6600115|XP_002025282.1|DPER
OG0000671	LOC108031729|XP_016960894.1|DBIA	LOC6594658|XP_026850622.1|DPER
OG0000671	LOC108024768|XP_016950370.1|DBIA	LOC6588398|XP_002012944.1|DPER
OG0000672	LOC108025630|XP_016951655.1|DBIA	LOC6599414|XP_026847215.1|DPER
OG0000672	LOC108024241|XP_016949611.1|DBIA	LOC6602900|XP_026849665.1|DPER
OG0000673	LOC108036345|XP_016967905.1|DBIA	LOC6600063|XP_002025187.1|DPER
OG0000673	LOC108030525|XP_016958904.1|DBIA	LOC6602362|XP_002027393.2|DPER
OG0000675	LOC108033882|XP_016964015.1|DBIA	LOC6593976|XP_002019018.1|DPER
OG0000677	LOC108035631|XP_016966818.1|DBIA	LOC6595930|XP_002020980.1|DPER
OG0000677	LOC108032589|XP_016961990.1|DBIA	LOC6598213|XP_002023338.2|DPER
OG0000678	LOC108024952|XP_016950678.1|DBIA	LOC6588569|XP_002014183.1|DPER
OG0000678	LOC108029195|XP_016956860.1|DBIA	LOC6595700|XP_002020583.2|DPER
OG0000679	LOC108025928|XP_016952110.1|DBIA	LOC6598388|XP_002023511.1|DPER
OG0000680	LOC108024261|XP_016949636.1|DBIA	LOC6597453|XP_026846508.1|DPER
OG0000680	LOC108024237|XP_016949605.1|DBIA	LOC6597452|XP_026846525.1|DPER
OG0000681	LOC108032038|XP_016961338.1|DBIA	LOC6587883|XP_002013320.2|DPER
OG0000681	LOC108033060|XP_016962698.1|DBIA	LOC6600127|XP_002025294.1|DPER
OG0000683	LOC108026243|XP_016952573.1|DBIA	LOC6588345|XP_026843141.1|DPER
OG0000684	LOC108031144|XP_016959847.1|DBIA	LOC6591866|XP_002017356.1|DPER
OG0000684	LOC108024799|XP_016950408.1|DBIA	LOC6594998|XP_026850975.1|DPER
OG0000685	LOC108025642|XP_016951667.1|DBIA	LOC6599227|XP_002024317.1|DPER
OG0000685	LOC108027258|XP_016954109.1|DBIA	LOC6598795|XP_002023906.1|DPER
OG0000686	LOC108030401|XP_016958774.1|DBIA	LOC6590052|XP_002015525.1|DPER
OG0000686	LOC108027497|XP_016954429.1|DBIA	LOC6603117|XP_002028083.1|DPER
OG0000687	LOC108034522|XP_016964935.1|DBIA	LOC6601200|XP_002026231.1|DPER
OG0000688	LOC108022488|XP_016946930.1|DBIA	LOC6592236|XP_002017587.1|DPER
OG0000689	LOC108022271|XP_016946618.1|DBIA	LOC6590035|XP_002016309.1|DPER
OG0000689	LOC108022166|XP_016946499.1|DBIA	LOC6590036|XP_002016310.1|DPER
OG0000690	LOC108025632|XP_016951657.1|DBIA	LOC6599922|XP_002025050.1|DPER
OG0000691	LOC108036758|XP_016968576.1|DBIA	LOC6593879|XP_002019176.1|DPER
OG0000691	LOC108035947|XP_016967238.1|DBIA	LOC113565973|XP_026845267.1|DPER
OG0000692	LOC108034774|XP_016965209.1|DBIA	LOC6599816|XP_002024916.1|DPER
OG0000692	LOC108034414|XP_016964786.1|DBIA	LOC6599815|XP_002024915.2|DPER
OG0000693	LOC108023625|XP_016948724.1|DBIA	LOC6598420|XP_002023598.1|DPER
OG0000693	LOC108031881|XP_016961134.1|DBIA	LOC6594209|XP_026850372.1|DPER
OG0000694	LOC108025866|XP_016952025.1|DBIA	LOC6600080|XP_026845124.1|DPER
OG0000694	LOC108030530|XP_016958908.1|DBIA	LOC6600480|XP_002025671.1|DPER
OG0000695	LOC108024892|XP_016950523.1|DBIA	LOC6593362|XP_026844826.1|DPER
OG0000696	LOC108028233|XP_016955386.1|DBIA	LOC6603047|XP_002028069.1|DPER
OG0000696	LOC108036717|XP_016968506.1|DBIA	LOC6589599|XP_002014832.1|DPER
OG0000697	LOC108027091|XP_016953800.1|DBIA	LOC6589229|XP_002014218.1|DPER, LOC113565665|XP_026844161.1|DPER
OG0000698	LOC108028980|XP_016956509.1|DBIA	LOC6588756|XP_002014947.2|DPER
OG0000698	LOC108029304|XP_016956996.1|DBIA	LOC6588755|XP_002014946.1|DPER
OG0000699	LOC108034117|XP_016964386.1|DBIA	LOC6595455|XP_026844479.1|DPER
OG0000699	LOC108031225|XP_016959950.1|DBIA	LOC6603558|XP_002028536.1|DPER
OG0000700	LOC108029188|XP_016956849.1|DBIA	LOC6595608|XP_026843989.1|DPER
OG0000700	LOC108027917|XP_016955029.1|DBIA	LOC6596368|XP_026843733.1|DPER
OG0000701	LOC108029443|XP_016957181.1|DBIA	LOC6590266|XP_002015470.1|DPER
OG0000701	LOC108025939|XP_016952126.1|DBIA	LOC6598191|XP_026846344.1|DPER
OG0000702	LOC108026164|XP_016952409.1|DBIA	LOC6591924|XP_002017426.1|DPER
OG0000702	LOC108026163|XP_016952386.1|DBIA	LOC6591925|XP_026840428.1|DPER
OG0000703	LOC108032597|XP_016962001.1|DBIA	LOC6593867|XP_026843461.1|DPER
OG0000703	LOC108030103|XP_016958279.1|DBIA	LOC6601576|XP_026841293.1|DPER
OG0000704	LOC108024154|XP_016949446.1|DBIA	LOC6599967|XP_026849210.1|DPER
OG0000704	LOC108025061|XP_016950808.1|DBIA	LOC6598854|XP_002023747.1|DPER
OG0000705	LOC108028899|XP_016956410.1|DBIA	LOC6595836|XP_002021425.1|DPER, LOC6601197|XP_026848109.1|DPER
OG0000705	LOC108028884|XP_016956392.1|DBIA	LOC6595837|XP_002021426.1|DPER
OG0000706	LOC108033329|XP_016963104.1|DBIA	LOC6588941|XP_002014911.2|DPER
OG0000706	LOC108023483|XP_016948494.1|DBIA	LOC6600147|XP_002025230.1|DPER
OG0000707	LOC108025880|XP_016952044.1|DBIA	LOC6599357|XP_002024480.1|DPER
OG0000708	LOC108023383|XP_016948279.1|DBIA	LOC6599101|XP_026849275.1|DPER
OG0000708	LOC108031991|XP_016961314.1|DBIA	LOC6597376|XP_026846533.1|DPER
OG0000709	LOC108025090|XP_016950840.1|DBIA	LOC6595308|XP_002020435.1|DPER
OG0000709	LOC108033068|XP_016962721.1|DBIA	LOC6598385|XP_026846195.1|DPER
OG0000710	LOC108027098|XP_016953805.1|DBIA	LOC6594349|XP_002019528.1|DPER
OG0000710	LOC108022922|XP_016947622.1|DBIA	LOC6592245|XP_002017596.1|DPER
OG0000711	LOC108034580|XP_016965002.1|DBIA	LOC6604737|XP_002029610.2|DPER
OG0000711	LOC108023642|XP_016948747.1|DBIA	LOC6599996|XP_002025154.2|DPER
OG0000712	LOC108031543|XP_016960569.1|DBIA	LOC6594409|XP_002019673.2|DPER
OG0000712	LOC108030963|XP_016959652.1|DBIA	LOC6594213|XP_002019672.1|DPER
OG0000713	LOC108027090|XP_016953795.1|DBIA	LOC6587653|XP_026850225.1|DPER
OG0000713	LOC108030368|XP_016958726.1|DBIA	LOC6601565|XP_002026685.1|DPER
OG0000714	LOC108033067|XP_016962720.1|DBIA	LOC6598443|XP_002023570.1|DPER
OG0000714	LOC108035044|XP_016965908.1|DBIA	LOC6599667|XP_002024799.1|DPER
OG0000715	LOC108028120|XP_016955257.1|DBIA	LOC6594763|XP_002020100.1|DPER, LOC6604406|XP_002029307.2|DPER, LOC6593922|XP_002018683.2|DPER
OG0000716	LOC108029412|XP_016957175.1|DBIA	LOC6600355|XP_002025479.1|DPER
OG0000716	LOC108035372|XP_016966461.1|DBIA	LOC6597000|XP_002022247.1|DPER
OG0000717	LOC108030783|XP_016959324.1|DBIA	LOC113566502|XP_026848197.1|DPER
OG0000718	LOC108036007|XP_016967396.1|DBIA	LOC6602561|XP_026846851.1|DPER
OG0000718	LOC108036030|XP_016967461.1|DBIA	LOC6601990|XP_026846840.1|DPER
OG0000719	LOC108034944|XP_016965712.1|DBIA	LOC6602776|XP_002027833.2|DPER
OG0000719	LOC108035245|XP_016966268.1|DBIA	LOC6600262|XP_002025427.2|DPER
OG0000720	LOC108024738|XP_016950324.1|DBIA, LOC108030988|XP_016959677.1|DBIA, LOC108027059|XP_016953757.1|DBIA, LOC108036266|XP_016967766.1|DBIA, LOC108022170|XP_016946503.1|DBIA, LOC108025120|XP_016950875.1|DBIA	LOC6587685|XP_002012966.2|DPER
OG0000721	LOC108033493|XP_016963322.1|DBIA, LOC108033471|XP_016963296.1|DBIA	LOC6588779|XP_002014250.1|DPER
OG0000722	LOC108022109|XP_016946441.1|DBIA, LOC108022110|XP_016946442.1|DBIA, LOC108022111|XP_016946443.1|DBIA	LOC6601302|XP_002026340.2|DPER
OG0000723	LOC108036899|XP_016968768.1|DBIA	LOC6591103|XP_002016257.1|DPER, LOC6591102|XP_002016256.1|DPER
OG0000724	LOC108027611|XP_016954621.1|DBIA	LOC6597728|XP_002023000.2|DPER
OG0000724	LOC108025091|XP_016950841.1|DBIA	LOC113565135|XP_026841851.1|DPER
OG0000726	LOC108025453|XP_016951446.1|DBIA	LOC6591837|XP_002017205.1|DPER
OG0000726	LOC108023479|XP_016948493.1|DBIA	LOC6591836|XP_002017204.1|DPER
OG0000727	LOC108032079|XP_016961391.1|DBIA	LOC6594229|XP_026850321.1|DPER
OG0000728	LOC108023315|XP_016948107.1|DBIA	LOC6599965|XP_002025042.1|DPER
OG0000728	LOC108031450|XP_016960371.1|DBIA	LOC6594909|XP_002020117.2|DPER
OG0000729	LOC108025515|XP_016951525.1|DBIA	LOC113564930|XP_026840224.1|DPER
OG0000729	LOC108025517|XP_016951527.1|DBIA	LOC113565756|XP_026844628.1|DPER
OG0000730	LOC108033136|XP_016962847.1|DBIA	LOC113565668|XP_026844174.1|DPER
OG0000730	LOC108032433|XP_016961745.1|DBIA	LOC6588948|XP_026843905.1|DPER
OG0000731	LOC108035519|XP_016966670.1|DBIA	LOC6599739|XP_002024809.1|DPER
OG0000731	LOC108029952|XP_016957943.1|DBIA	LOC6602114|XP_002027128.1|DPER
OG0000732	LOC108035034|XP_016965868.1|DBIA	LOC6600555|XP_026847501.1|DPER
OG0000732	LOC108035036|XP_016965870.1|DBIA	LOC6600556|XP_002025709.2|DPER
OG0000733	LOC108026069|XP_016952254.1|DBIA	LOC6594844|XP_002020248.1|DPER
OG0000733	LOC108035381|XP_016966476.1|DBIA	LOC6600336|XP_002025345.2|DPER
OG0000734	LOC108025692|XP_016951717.1|DBIA	LOC6598379|XP_026846254.1|DPER
OG0000734	LOC108035374|XP_016966463.1|DBIA	LOC6603302|XP_026849869.1|DPER
OG0000735	LOC108032637|XP_016962073.1|DBIA	LOC6596910|XP_002021871.1|DPER
OG0000735	LOC108032775|XP_016962266.1|DBIA	LOC6589235|XP_026844882.1|DPER
OG0000736	LOC108027663|XP_016954691.1|DBIA	LOC6589180|XP_002015182.2|DPER
OG0000736	LOC108027662|XP_016954690.1|DBIA	LOC6589179|XP_026844979.1|DPER
OG0000737	LOC108030161|XP_016958380.1|DBIA	LOC6590400|XP_026841044.1|DPER
OG0000738	LOC108036739|XP_016968537.1|DBIA	LOC6589558|XP_002015267.1|DPER
