Orthogroup	DBIA.longest_only	AALB.longest_only
OG0001073	LOC108025214|XP_016951050.1|DBIA	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	LOC108029777|XP_016957776.1|DBIA	LOC118465055|XP_035788830.1|AALB
OG0001077	LOC108031811|XP_016961028.1|DBIA	LOC118468651|XP_035795571.1|AALB
OG0001078	LOC108035811|XP_016967047.1|DBIA	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	LOC108035059|XP_016965934.1|DBIA	LOC118462980|XP_035785069.1|AALB
OG0001080	LOC108029088|XP_016956669.1|DBIA	LOC118466686|XP_035792207.1|AALB
OG0001081	LOC108031538|XP_016960564.1|DBIA	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	LOC108022875|XP_016947557.1|DBIA	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	LOC108035478|XP_016966617.1|DBIA	LOC118463887|XP_035786707.1|AALB
OG0001084	LOC108030069|XP_016958159.1|DBIA	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001086	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA	LOC118466154|XP_035791022.1|AALB
OG0001088	LOC108030787|XP_016959355.1|DBIA	LOC118463537|XP_035786046.1|AALB
OG0001089	LOC108035611|XP_016966785.1|DBIA	LOC118463098|XP_035785279.1|AALB
OG0001090	LOC108035682|XP_016966882.1|DBIA	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001092	LOC108029282|XP_016956970.1|DBIA	LOC118458375|XP_035776670.1|AALB
OG0001093	LOC108032377|XP_016961687.1|DBIA	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	LOC108034147|XP_016964435.1|DBIA, LOC108033427|XP_016963239.1|DBIA	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	LOC108036587|XP_016968332.1|DBIA	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA	LOC118468054|XP_035794870.1|AALB
OG0001099	LOC108028764|XP_016956228.1|DBIA	LOC118459695|XP_035779229.1|AALB
OG0001100	LOC108030487|XP_016958857.1|DBIA	LOC118467040|XP_035792918.1|AALB
OG0001101	LOC108022546|XP_016947019.1|DBIA	LOC118465160|XP_035789001.1|AALB
OG0001102	LOC108035360|XP_016966447.1|DBIA	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	LOC108023404|XP_016948347.1|DBIA	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	LOC108022836|XP_016947495.1|DBIA	LOC118466871|XP_035792612.1|AALB
OG0001105	LOC108022256|XP_016946604.1|DBIA, LOC108024099|XP_016949364.1|DBIA	LOC118464948|XP_035788630.1|AALB
OG0001106	LOC108024899|XP_016950537.1|DBIA	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001118	LOC108025727|XP_016951793.1|DBIA	LOC118464394|XP_035787640.1|AALB
OG0001119	LOC108035862|XP_016967097.1|DBIA, LOC108027956|XP_016955071.1|DBIA	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	LOC108032108|XP_016961427.1|DBIA	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001122	LOC108030625|XP_016959120.1|DBIA	LOC118466831|XP_035792522.1|AALB
OG0001124	LOC108025347|XP_016951292.1|DBIA	LOC118465314|XP_035789323.1|AALB
OG0001125	LOC108032185|XP_016961529.1|DBIA	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001127	LOC108034433|XP_016964807.1|DBIA	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	LOC108022996|XP_016947714.1|DBIA	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	LOC108021913|XP_016946225.1|DBIA	LOC118456467|XP_035773148.1|AALB
OG0001130	LOC108035315|XP_016966382.1|DBIA, LOC108024771|XP_016950412.1|DBIA	LOC118468542|XP_035795318.1|AALB
OG0001131	LOC108035984|XP_016967317.1|DBIA	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	LOC108033813|XP_016963923.1|DBIA	LOC118459323|XP_035778470.1|AALB
OG0001134	LOC108026831|XP_016953491.1|DBIA	LOC118459711|XP_035779262.1|AALB
OG0001135	LOC108031327|XP_016960066.1|DBIA	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	LOC108031335|XP_016960077.1|DBIA	LOC118461028|XP_035781783.1|AALB
OG0001137	LOC108031025|XP_016959714.1|DBIA	LOC118457518|XP_035775055.1|AALB
OG0001138	LOC108029097|XP_016956681.1|DBIA	LOC118464731|XP_035788215.1|AALB
OG0001139	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA	LOC118465857|XP_035790380.1|AALB
OG0001153	LOC108026889|XP_016953582.1|DBIA	LOC118465049|XP_035788825.1|AALB
OG0001154	LOC108034834|XP_016965442.1|DBIA	LOC118468672|XP_035795648.1|AALB
OG0001158	LOC108034152|XP_016964440.1|DBIA	LOC118458274|XP_035776486.1|AALB
OG0001160	LOC108031492|XP_016960474.1|DBIA	LOC118457823|XP_035775591.1|AALB
OG0001162	LOC108024735|XP_016950320.1|DBIA	LOC118458801|XP_035777541.1|AALB
OG0001163	LOC108031575|XP_016960622.1|DBIA	LOC118458840|XP_035777635.1|AALB
OG0001164	LOC108031431|XP_016960331.1|DBIA	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	LOC108022478|XP_016946918.1|DBIA	LOC118468688|XP_035795695.1|AALB
OG0001167	LOC108022176|XP_016946512.1|DBIA	LOC118464622|XP_035787961.1|AALB
OG0001168	LOC108030228|XP_016958507.1|DBIA	LOC118465527|XP_035789744.1|AALB
OG0001169	LOC108033198|XP_016962933.1|DBIA	LOC118464071|XP_035787014.1|AALB
OG0001170	LOC108024718|XP_016950298.1|DBIA	LOC118460729|XP_035781178.1|AALB
OG0001171	LOC108029333|XP_016957018.1|DBIA	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	LOC108022456|XP_016946853.1|DBIA	LOC118462641|XP_035784382.1|AALB
OG0001173	LOC108023855|XP_016948991.1|DBIA	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	LOC108028277|XP_016955470.1|DBIA, LOC108028523|XP_016955895.1|DBIA	LOC118467301|XP_035793514.1|AALB
OG0001175	LOC108023107|XP_016947862.1|DBIA	LOC118461601|XP_035783010.1|AALB
OG0001176	LOC108036220|XP_016967701.1|DBIA	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	LOC108033344|XP_016963136.1|DBIA	LOC118461535|XP_035782864.1|AALB
OG0001178	LOC108022948|XP_016947653.1|DBIA	LOC118456756|XP_035773713.1|AALB
OG0001179	LOC108030181|XP_016958416.1|DBIA	LOC118458722|XP_035777360.1|AALB
OG0001180	LOC108024915|XP_016950603.1|DBIA	LOC118468911|XP_035796109.1|AALB
OG0001181	LOC108030664|XP_016959177.1|DBIA	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	LOC108024650|XP_016950197.1|DBIA	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
OG0001183	LOC108026249|XP_016952581.1|DBIA	LOC118467069|XP_035792999.1|AALB
OG0001185	LOC108030946|XP_016959634.1|DBIA, LOC108031371|XP_016960179.1|DBIA	LOC118457401|XP_035774834.1|AALB
OG0001186	LOC108027198|XP_016953994.1|DBIA	LOC118466562|XP_035791999.1|AALB
OG0001187	LOC108022866|XP_016947533.1|DBIA	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB
OG0001188	LOC108029644|XP_016957542.1|DBIA	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB
OG0001189	LOC108023037|XP_016947767.1|DBIA	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB
OG0001190	LOC108033393|XP_016963204.1|DBIA	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB
OG0001191	LOC108032794|XP_016962288.1|DBIA	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB
OG0001193	LOC108032209|XP_016961558.1|DBIA	LOC118465058|XP_035788833.1|AALB
OG0001194	LOC108023567|XP_016948647.1|DBIA	LOC118462665|XP_035784454.1|AALB
OG0001195	LOC108029787|XP_016957786.1|DBIA	LOC118467257|XP_035793433.1|AALB
OG0001201	LOC108026346|XP_016952740.1|DBIA	LOC118461173|XP_035782076.1|AALB
OG0001202	LOC108027181|XP_016953965.1|DBIA	LOC118462103|XP_035783994.1|AALB
OG0001203	LOC108036025|XP_016967445.1|DBIA	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB
OG0001204	LOC108032662|XP_016962112.1|DBIA	LOC118463325|XP_035785717.1|AALB
OG0001205	LOC108027289|XP_016954168.1|DBIA	LOC118463845|XP_035786643.1|AALB
OG0001206	LOC108031508|XP_016960506.1|DBIA	LOC118462907|XP_035784902.1|AALB
OG0001207	LOC108023955|XP_016949148.1|DBIA	LOC118462055|XP_035783934.1|AALB
OG0001208	LOC108027557|XP_016954518.1|DBIA	LOC118468829|XP_035795996.1|AALB
OG0001209	LOC108025654|XP_016951685.1|DBIA	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB
OG0001210	LOC108025896|XP_016952067.1|DBIA	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB
OG0001211	LOC108027348|XP_016954256.1|DBIA	LOC118460819|XP_035781332.1|AALB
OG0001212	LOC108024031|XP_016949290.1|DBIA	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB
OG0001213	LOC108025518|XP_016951528.1|DBIA	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB
OG0001214	LOC108032004|XP_016961291.1|DBIA	LOC118459114|XP_035778071.1|AALB
OG0001215	LOC108027342|XP_016954243.1|DBIA	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB
OG0001216	LOC108024651|XP_016950199.1|DBIA	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB
OG0001217	LOC108023210|XP_016948004.1|DBIA, LOC108034371|XP_016964747.1|DBIA	LOC118457400|XP_035774830.1|AALB
OG0001218	LOC108024411|XP_016949816.1|DBIA	LOC118460730|XP_035781179.1|AALB
OG0001220	LOC108029895|XP_016957873.1|DBIA	LOC118467131|XP_035793134.1|AALB
OG0001223	LOC108035983|XP_016967358.1|DBIA	LOC118463241|XP_035785600.1|AALB
OG0001224	LOC108036707|XP_016968498.1|DBIA, LOC108036228|XP_016967728.1|DBIA	LOC118466057|XP_035790800.1|AALB
OG0001225	LOC108030210|XP_016958459.1|DBIA	LOC118465045|XP_035788815.1|AALB
OG0001226	LOC108022587|XP_016947103.1|DBIA	LOC118466987|XP_035792797.1|AALB
OG0001227	LOC108033453|XP_016963276.1|DBIA, LOC108033240|XP_016962995.1|DBIA	LOC118458780|XP_035777498.1|AALB
OG0001228	LOC108032986|XP_016962553.1|DBIA	LOC118467222|XP_035793365.1|AALB
OG0001229	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA, LOC108032682|XP_016962150.1|DBIA	LOC118457878|XP_035775694.1|AALB
OG0001230	LOC108036481|XP_016968151.1|DBIA	LOC118458823|XP_035777600.1|AALB
OG0001231	LOC108030491|XP_016958866.1|DBIA	LOC118468340|XP_035794992.1|AALB
OG0001232	LOC108036703|XP_016968486.1|DBIA	LOC118459302|XP_035778443.1|AALB
OG0001233	LOC108033321|XP_016963089.1|DBIA	LOC118458684|XP_035777288.1|AALB
OG0001234	LOC108036538|XP_016968251.1|DBIA	LOC118458826|XP_035777605.1|AALB
OG0001235	LOC108029136|XP_016956748.1|DBIA	LOC118468919|XP_035796122.1|AALB
OG0001236	LOC108028394|XP_016955696.1|DBIA, LOC108028398|XP_016955699.1|DBIA, LOC108028399|XP_016955703.1|DBIA	LOC118457340|XP_035774731.1|AALB
OG0001237	LOC108034531|XP_016964946.1|DBIA, LOC108031349|XP_016960103.1|DBIA	LOC118462010|XP_035783840.1|AALB
OG0001238	LOC108025285|XP_016951151.1|DBIA	LOC118458685|XP_035777293.1|AALB
OG0001239	LOC108031735|XP_016960906.1|DBIA	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB
OG0001240	LOC108025555|XP_016951578.1|DBIA	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB
OG0001241	LOC108022337|XP_016946688.1|DBIA	LOC118458875|XP_035777718.1|AALB
OG0001242	LOC108028561|XP_016955956.1|DBIA, LOC108025769|XP_016951855.1|DBIA	LOC118457790|XP_035775529.1|AALB
OG0001246	LOC108026538|XP_016952975.1|DBIA	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB
OG0001247	LOC108036882|XP_016968746.1|DBIA	LOC118466018|XP_035790726.1|AALB
OG0001248	LOC108031009|XP_016959701.1|DBIA	LOC118465826|XP_035790307.1|AALB
OG0001249	LOC108036325|XP_016967831.1|DBIA	LOC118463759|XP_035786466.1|AALB
OG0001257	LOC108035914|XP_016967189.1|DBIA	LOC118469009|XP_035796340.1|AALB
OG0001258	LOC108031944|XP_016961213.1|DBIA	LOC118458042|XP_035776057.1|AALB
OG0001259	LOC108023590|XP_016948681.1|DBIA	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB
OG0001260	LOC108031595|XP_016960660.1|DBIA	LOC118460936|XP_035781596.1|AALB
OG0001261	LOC108027609|XP_016954619.1|DBIA	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB
OG0001263	LOC108031993|XP_016961276.1|DBIA	LOC118465872|XP_035790398.1|AALB
OG0001264	LOC108029105|XP_016956698.1|DBIA	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB
OG0001266	LOC108026878|XP_016953559.1|DBIA	LOC118457732|XP_035775418.1|AALB
OG0001267	LOC108031938|XP_016961207.1|DBIA	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB
OG0001269	LOC108022387|XP_016946763.1|DBIA, LOC108030084|XP_016958211.1|DBIA	LOC118458301|XP_035776522.1|AALB
OG0001270	LOC108027243|XP_016954082.1|DBIA	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB
OG0001271	LOC108022814|XP_016947440.1|DBIA	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB
OG0001273	LOC108024444|XP_016949850.1|DBIA	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB
OG0001274	LOC108028472|XP_016955823.1|DBIA	LOC118466941|XP_035792733.1|AALB
OG0001276	LOC108035463|XP_016966598.1|DBIA	LOC118467508|XP_035793953.1|AALB
OG0001277	LOC108034695|XP_016965124.1|DBIA	LOC118463487|XP_035785971.1|AALB
OG0001278	LOC108034932|XP_016965679.1|DBIA	LOC118467600|XP_035794181.1|AALB
OG0001279	LOC108028182|XP_016955335.1|DBIA	LOC118467611|XP_035794206.1|AALB
OG0001280	LOC108029516|XP_016957307.1|DBIA	LOC118464283|XP_035787451.1|AALB
OG0001281	LOC108035485|XP_016966625.1|DBIA	LOC118464877|XP_035788512.1|AALB
OG0001282	LOC108027763|XP_016954810.1|DBIA	LOC118463127|XP_035785377.1|AALB
OG0001283	LOC108036218|XP_016967699.1|DBIA	LOC118463747|XP_035786435.1|AALB
OG0001284	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA	LOC118460504|XP_035780751.1|AALB
OG0001285	LOC108030815|XP_016959408.1|DBIA	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB
OG0001286	LOC108034295|XP_016964646.1|DBIA	LOC118457587|XP_035775168.1|AALB
OG0001287	LOC108032255|XP_016961608.1|DBIA	LOC118463595|XP_035786147.1|AALB
OG0001288	LOC108029194|XP_016956859.1|DBIA	LOC118457380|XP_035774808.1|AALB
OG0001290	LOC108028949|XP_016956458.1|DBIA	LOC118460506|XP_035780752.1|AALB
OG0001291	LOC108026738|XP_016953347.1|DBIA	LOC118460352|XP_035780485.1|AALB
OG0001292	LOC108036368|XP_016967939.1|DBIA	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB
OG0001293	LOC108021971|XP_016946297.1|DBIA	LOC118468502|XP_035795229.1|AALB
OG0001294	LOC108034648|XP_016965076.1|DBIA, LOC108024763|XP_016950365.1|DBIA	LOC118456945|XP_035774009.1|AALB
OG0001295	LOC108033190|XP_016962921.1|DBIA	LOC118468446|XP_035795109.1|AALB
OG0001296	LOC108030486|XP_016958856.1|DBIA	LOC118457243|XP_035774518.1|AALB
OG0001297	LOC108031742|XP_016960926.1|DBIA	LOC118459854|XP_035779518.1|AALB
OG0001298	LOC108027437|XP_016954374.1|DBIA	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB
OG0001299	LOC108035390|XP_016966491.1|DBIA	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB
OG0001300	LOC108024842|XP_016950469.1|DBIA	LOC118459364|XP_035778556.1|AALB
OG0001301	LOC108033378|XP_016963187.1|DBIA	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB
OG0001302	LOC108029755|XP_016957741.1|DBIA	LOC118461957|XP_035783751.1|AALB
OG0001303	LOC108025344|XP_016951277.1|DBIA	LOC118458916|XP_035777776.1|AALB
OG0001304	LOC108030192|XP_016958433.1|DBIA	LOC118460328|XP_035780432.1|AALB
OG0001305	LOC108027314|XP_016954198.1|DBIA	LOC118457357|XP_035774756.1|AALB
OG0001306	LOC108025565|XP_016951585.1|DBIA	LOC118457402|XP_035774859.1|AALB
OG0001307	LOC108028380|XP_016955665.1|DBIA	LOC118459515|XP_035778850.1|AALB
OG0001308	LOC108023519|XP_016948555.1|DBIA	LOC118461312|XP_035782395.1|AALB
OG0001309	LOC108024074|XP_016949338.1|DBIA	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB
OG0001311	LOC108035769|XP_016966962.1|DBIA	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB
OG0001312	LOC108028630|XP_016956040.1|DBIA	LOC118464188|XP_035787233.1|AALB
OG0001313	LOC108022998|XP_016947718.1|DBIA	LOC118464219|XP_035787284.1|AALB
OG0001314	LOC108032664|XP_016962113.1|DBIA	LOC118463333|XP_035785730.1|AALB
OG0001315	LOC108023281|XP_016948062.1|DBIA	LOC118468527|XP_035795288.1|AALB
OG0001316	LOC108030229|XP_016958508.1|DBIA, LOC108030467|XP_016958853.1|DBIA, LOC108036191|XP_016967671.1|DBIA, LOC108036193|XP_016967672.1|DBIA	LOC118465245|XP_035789159.1|AALB
OG0001326	LOC108025465|XP_016951456.1|DBIA	LOC118461381|XP_035782530.1|AALB
OG0001328	LOC108025909|XP_016952082.1|DBIA	LOC118464706|XP_035788125.1|AALB
OG0001329	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA	LOC118460972|XP_035781678.1|AALB
OG0001330	LOC108023908|XP_016949082.1|DBIA	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB
OG0001331	LOC108023215|XP_016947974.1|DBIA	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB
OG0001332	LOC108033169|XP_016962891.1|DBIA	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB
OG0001333	LOC108035042|XP_016965903.1|DBIA	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB
OG0001334	LOC108025452|XP_016951441.1|DBIA	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB
OG0001335	LOC108031918|XP_016961179.1|DBIA	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB
OG0001337	LOC108033081|XP_016962740.1|DBIA	LOC118457682|XP_035775340.1|AALB
OG0001338	LOC108022971|XP_016947685.1|DBIA	LOC118458991|XP_035777882.1|AALB
OG0001339	LOC108022704|XP_016947267.1|DBIA	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB
OG0001340	LOC108036873|XP_016968739.1|DBIA, LOC108026757|XP_016953746.1|DBIA	LOC118458161|XP_035776256.1|AALB
OG0001341	LOC108031650|XP_016960769.1|DBIA	LOC118458126|XP_035776201.1|AALB
OG0001344	LOC108025403|XP_016951368.1|DBIA	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB
OG0001345	LOC108032178|XP_016961522.1|DBIA	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB
OG0001346	LOC108032145|XP_016961475.1|DBIA	LOC118460211|XP_035780218.1|AALB
OG0001347	LOC108028892|XP_016956402.1|DBIA	LOC118456588|XP_035773378.1|AALB
OG0001348	LOC108033074|XP_016962732.1|DBIA	LOC118467737|XP_035794437.1|AALB
OG0001349	LOC108035499|XP_016966642.1|DBIA	LOC118467457|XP_035793858.1|AALB
OG0001350	LOC108028082|XP_016955213.1|DBIA	LOC118467767|XP_035794488.1|AALB
OG0001351	LOC108036383|XP_016967976.1|DBIA, LOC108036382|XP_016967974.1|DBIA	LOC118464619|XP_035787957.1|AALB
OG0001352	LOC108024268|XP_016949643.1|DBIA	LOC118466479|XP_035791754.1|AALB
OG0001353	LOC108030668|XP_016959184.1|DBIA	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB
OG0001354	LOC108022880|XP_016947563.1|DBIA	LOC118466957|XP_035792751.1|AALB
OG0001355	LOC108026526|XP_016952962.1|DBIA	LOC118463066|XP_035785216.1|AALB
OG0001356	LOC108024819|XP_016950435.1|DBIA	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB
OG0001357	LOC108034830|XP_016965431.1|DBIA	LOC118465108|XP_035788945.1|AALB
OG0001358	LOC108035907|XP_016967162.1|DBIA	LOC118466506|XP_035791828.1|AALB
OG0001359	LOC108033712|XP_016963734.1|DBIA	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB
OG0001360	LOC108036679|XP_016968450.1|DBIA	LOC118462579|XP_035784280.1|AALB
OG0001361	LOC108034812|XP_016965346.1|DBIA	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB
OG0001362	LOC108034934|XP_016965687.1|DBIA	LOC118467608|XP_035794202.1|AALB
OG0001363	LOC108031082|XP_016959777.1|DBIA	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB
OG0001364	LOC108022533|XP_016946999.1|DBIA	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB
OG0001365	LOC108034748|XP_016965185.1|DBIA	LOC118464898|XP_035788551.1|AALB
OG0001367	LOC108026756|XP_016953376.1|DBIA	LOC118467236|XP_035793387.1|AALB
OG0001368	LOC108036545|XP_016968261.1|DBIA	LOC118464370|XP_035787602.1|AALB
OG0001369	LOC108024049|XP_016949315.1|DBIA, LOC108032955|XP_016962515.1|DBIA	LOC118463125|XP_035785375.1|AALB
OG0001370	LOC108022596|XP_016947118.1|DBIA	LOC118463513|XP_035786008.1|AALB
OG0001371	LOC108035828|XP_016967065.1|DBIA, LOC108025721|XP_016951779.1|DBIA	LOC118462782|XP_035784652.1|AALB
OG0001372	LOC108026628|XP_016953133.1|DBIA	LOC118465741|XP_035790096.1|AALB
OG0001373	LOC108034327|XP_016964692.1|DBIA	LOC118469078|XP_035796453.1|AALB
OG0001374	LOC108036560|XP_016968288.1|DBIA	LOC118460501|XP_035780748.1|AALB
OG0001376	LOC108022765|XP_016947359.1|DBIA	LOC118468385|XP_035795038.1|AALB
OG0001377	LOC108036743|XP_016968541.1|DBIA	LOC118459042|XP_035777956.1|AALB
OG0001378	LOC108034355|XP_016964730.1|DBIA	LOC118457312|XP_035774691.1|AALB
OG0001380	LOC108021916|XP_016946230.1|DBIA	LOC118460719|XP_035781157.1|AALB
OG0001381	LOC108036409|XP_016968017.1|DBIA	LOC118461747|XP_035783354.1|AALB
OG0001382	LOC108027664|XP_016954692.1|DBIA	LOC118459816|XP_035779454.1|AALB
OG0001383	LOC108029956|XP_016957948.1|DBIA	LOC118461252|XP_035782261.1|AALB
OG0001384	LOC108034260|XP_016964606.1|DBIA	LOC118456735|XP_035773678.1|AALB
OG0001385	LOC108032601|XP_016962017.1|DBIA	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB
OG0001387	LOC108033768|XP_016963853.1|DBIA	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB
OG0001388	LOC108034870|XP_016965552.1|DBIA	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB
OG0001389	LOC108024847|XP_016950474.1|DBIA	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB
OG0001390	LOC108027927|XP_016955040.1|DBIA	LOC118458124|XP_035776197.1|AALB
OG0001391	LOC108034060|XP_016964304.1|DBIA	LOC118459337|XP_035778502.1|AALB
OG0001392	LOC108025824|XP_016951965.1|DBIA	LOC118468995|XP_035796313.1|AALB
OG0001393	LOC108033877|XP_016964009.1|DBIA	LOC118461806|XP_035783445.1|AALB
OG0001394	LOC108034091|XP_016964347.1|DBIA	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB
OG0001395	LOC108031900|XP_016961156.1|DBIA	LOC118461065|XP_035781850.1|AALB
OG0001396	LOC108033160|XP_016962878.1|DBIA	LOC118461617|XP_035783052.1|AALB
OG0001397	LOC108024805|XP_016950416.1|DBIA	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB
OG0001399	LOC108036172|XP_016967651.1|DBIA, LOC108031518|XP_016960529.1|DBIA, LOC108023802|XP_016948932.1|DBIA	LOC118467164|XP_035793213.1|AALB
OG0001400	LOC108025330|XP_016951250.1|DBIA	LOC118467333|XP_035793580.1|AALB
OG0001401	LOC108028071|XP_016955201.1|DBIA	LOC118465172|XP_035789027.1|AALB
OG0001402	LOC108030562|XP_016958948.1|DBIA, LOC108030557|XP_016958941.1|DBIA	LOC118462786|XP_035784666.1|AALB
OG0001403	LOC108030889|XP_016959549.1|DBIA	LOC118465458|XP_035789641.1|AALB
