Orthogroup	DBIA.longest_only	DGUA.longest_only
OG0000504	LOC108035366|XP_016966453.1|DBIA	LOC117588862|XP_034136256.1|DGUA
OG0000505	LOC108025854|XP_016952011.1|DBIA	LOC117590284|XP_034138662.1|DGUA
OG0000505	LOC108025820|XP_016951961.1|DBIA	LOC117590289|XP_034138665.1|DGUA
OG0000506	LOC108026313|XP_016952689.1|DBIA	LOC117584952|XP_034130039.1|DGUA
OG0000507	LOC108025742|XP_016951819.1|DBIA	LOC117590947|XP_034139886.1|DGUA
OG0000507	LOC108025791|XP_016951910.1|DBIA	LOC117590948|XP_034139887.1|DGUA
OG0000508	LOC108027817|XP_016954889.1|DBIA	LOC117587140|XP_034133538.1|DGUA
OG0000508	LOC108028312|XP_016955538.1|DBIA	LOC117586889|XP_034133113.1|DGUA
OG0000509	LOC108036551|XP_016968274.1|DBIA	LOC117592291|XP_034141849.1|DGUA
OG0000509	LOC108036488|XP_016968168.1|DBIA	LOC117592289|XP_034141847.1|DGUA
OG0000510	LOC108036921|XP_016968822.1|DBIA	LOC117592543|XP_034142305.1|DGUA
OG0000510	LOC108036920|XP_016968821.1|DBIA	LOC117592544|XP_034142306.1|DGUA
OG0000511	LOC108034001|XP_016964222.1|DBIA	LOC117584423|XP_034129210.1|DGUA
OG0000511	LOC108033719|XP_016963744.1|DBIA	LOC117584517|XP_034129352.1|DGUA
OG0000512	LOC108032524|XP_016961862.1|DBIA	LOC117581831|XP_034125170.1|DGUA
OG0000512	LOC108030649|XP_016959156.1|DBIA	LOC117580410|XP_034122848.1|DGUA
OG0000513	LOC108030070|XP_016958160.1|DBIA	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA
OG0000513	LOC108033645|XP_016963568.1|DBIA	LOC117587784|XP_034134619.1|DGUA
OG0000514	LOC108034050|XP_016964291.1|DBIA	LOC117582192|XP_034125686.1|DGUA
OG0000514	LOC108034047|XP_016964285.1|DBIA	LOC117582374|XP_034125930.1|DGUA
OG0000515	LOC108036019|XP_016967434.1|DBIA	LOC117590615|XP_034139298.1|DGUA
OG0000515	LOC108034523|XP_016964936.1|DBIA	LOC117587137|XP_034133535.1|DGUA
OG0000516	LOC108025879|XP_016952047.1|DBIA	LOC117581038|XP_034123759.1|DGUA
OG0000516	LOC108025846|XP_016952002.1|DBIA	LOC117581035|XP_034123755.1|DGUA
OG0000517	LOC108030559|XP_016958943.1|DBIA	LOC117580264|XP_034122592.1|DGUA
OG0000517	LOC108030560|XP_016958944.1|DBIA	LOC117580262|XP_034122590.1|DGUA
OG0000518	LOC108028827|XP_016956305.1|DBIA	LOC117579863|XP_034121866.1|DGUA
OG0000518	LOC108034551|XP_016964968.1|DBIA	LOC117588866|XP_034136263.1|DGUA
OG0000521	LOC108035754|XP_016966941.1|DBIA	LOC117580624|XP_034123097.1|DGUA
OG0000521	LOC108035746|XP_016966932.1|DBIA	LOC117580857|XP_034123496.1|DGUA
OG0000522	LOC108027089|XP_016953794.1|DBIA	LOC117586110|XP_034131862.1|DGUA
OG0000522	LOC108025799|XP_016951927.1|DBIA	LOC117588531|XP_034135781.1|DGUA
OG0000523	LOC108026230|XP_016952554.1|DBIA	LOC117585167|XP_034130399.1|DGUA
OG0000523	LOC108027553|XP_016954507.1|DBIA	LOC117581281|XP_034124193.1|DGUA
OG0000524	LOC108031975|XP_016961258.1|DBIA	LOC117585858|XP_034131500.1|DGUA
OG0000524	LOC108031034|XP_016959725.1|DBIA, LOC108031033|XP_016959724.1|DBIA	LOC117589529|XP_034137413.1|DGUA
OG0000525	LOC108036418|XP_016968034.1|DBIA	LOC117588692|XP_034136035.1|DGUA
OG0000525	LOC108036417|XP_016968032.1|DBIA	LOC117588681|XP_034136024.1|DGUA
OG0000526	LOC108032399|XP_016961709.1|DBIA	LOC117587947|XP_034134838.1|DGUA
OG0000526	LOC108029592|XP_016957449.1|DBIA	LOC117582321|XP_034125862.1|DGUA
OG0000527	LOC108029071|XP_016956632.1|DBIA	LOC117582543|XP_034126242.1|DGUA
OG0000527	LOC108029207|XP_016956876.1|DBIA	LOC117582261|XP_034125773.1|DGUA
OG0000528	LOC108034361|XP_016964742.1|DBIA	LOC117582217|XP_034125715.1|DGUA
OG0000529	LOC108028959|XP_016956487.1|DBIA	LOC117584201|XP_034128861.1|DGUA
OG0000530	LOC108028796|XP_016956268.1|DBIA	LOC117587107|XP_034133492.1|DGUA
OG0000530	LOC108034629|XP_016965056.1|DBIA	LOC117586930|XP_034133183.1|DGUA
OG0000531	LOC108033755|XP_016963817.1|DBIA	LOC117581913|XP_034125274.1|DGUA
OG0000532	LOC108030968|XP_016959657.1|DBIA	LOC117586174|XP_034131976.1|DGUA
OG0000532	LOC108031297|XP_016960030.1|DBIA	LOC117586168|XP_034131968.1|DGUA
OG0000533	LOC108027619|XP_016954630.1|DBIA	LOC117591023|XP_034140002.1|DGUA
OG0000533	LOC108032166|XP_016961509.1|DBIA	LOC117584918|XP_034129955.1|DGUA
OG0000534	LOC108033102|XP_016962789.1|DBIA	LOC117588420|XP_034135584.1|DGUA
OG0000534	LOC108029146|XP_016956764.1|DBIA	LOC117591342|XP_034140458.1|DGUA
OG0000535	LOC108036271|XP_016967771.1|DBIA	LOC117592473|XP_034142205.1|DGUA
OG0000535	LOC108029744|XP_016957726.1|DBIA	LOC117588538|XP_034135799.1|DGUA
OG0000536	LOC108034479|XP_016964862.1|DBIA	LOC117579628|XP_034121474.1|DGUA
OG0000537	LOC108030371|XP_016958728.1|DBIA	LOC117581231|XP_034124111.1|DGUA
OG0000538	LOC108022695|XP_016947257.1|DBIA	LOC117578875|XP_034120561.1|DGUA
OG0000538	LOC108029551|XP_016957358.1|DBIA	LOC117592248|XP_034141774.1|DGUA
OG0000539	LOC108025110|XP_016950864.1|DBIA	LOC117591092|XP_034140084.1|DGUA
OG0000539	LOC108025056|XP_016950801.1|DBIA	LOC117591108|XP_034140101.1|DGUA
OG0000540	LOC108034336|XP_016964708.1|DBIA	LOC117581807|XP_034125140.1|DGUA
OG0000541	LOC108029961|XP_016957952.1|DBIA	LOC117579910|XP_034121941.1|DGUA
OG0000542	LOC108026118|XP_016952310.1|DBIA	LOC117586318|XP_034132198.1|DGUA
OG0000542	LOC108035835|XP_016967070.1|DBIA	LOC117590622|XP_034139320.1|DGUA
OG0000543	LOC108024677|XP_016950236.1|DBIA	LOC117582918|XP_034126907.1|DGUA
OG0000543	LOC108029342|XP_016957024.1|DBIA	LOC117585389|XP_034130745.1|DGUA
OG0000544	LOC108028625|XP_016956035.1|DBIA	LOC117589142|XP_034136720.1|DGUA
OG0000544	LOC108027197|XP_016953992.1|DBIA	LOC117586516|XP_034132540.1|DGUA
OG0000545	LOC108024857|XP_016950488.1|DBIA	LOC117583333|XP_034127484.1|DGUA
OG0000545	LOC108024321|XP_016949712.1|DBIA	LOC117583306|XP_034127441.1|DGUA
OG0000546	LOC108032070|XP_016961379.1|DBIA	LOC117590120|XP_034138375.1|DGUA
OG0000546	LOC108024041|XP_016949304.1|DBIA	LOC117588273|XP_034135326.1|DGUA
OG0000548	LOC108028754|XP_016956214.1|DBIA	LOC117586846|XP_034133032.1|DGUA
OG0000548	LOC108028755|XP_016956215.1|DBIA	LOC117586854|XP_034133040.1|DGUA
OG0000549	LOC108023001|XP_016947721.1|DBIA	LOC117592114|XP_034141537.1|DGUA
OG0000550	LOC108029960|XP_016957955.1|DBIA	LOC117589006|XP_034136514.1|DGUA
OG0000550	LOC108029649|XP_016957560.1|DBIA	LOC117588562|XP_034135840.1|DGUA
OG0000552	LOC108025454|XP_016951444.1|DBIA	LOC117591454|XP_034140614.1|DGUA
OG0000553	LOC108032740|XP_016962214.1|DBIA	LOC117587553|XP_034134250.1|DGUA
OG0000554	LOC108024390|XP_016949790.1|DBIA	LOC117582816|XP_034126746.1|DGUA
OG0000554	LOC108024400|XP_016949801.1|DBIA	LOC117582812|XP_034126738.1|DGUA
OG0000555	LOC108028415|XP_016955726.1|DBIA	LOC117587275|XP_034133749.1|DGUA
OG0000555	LOC108035617|XP_016966793.1|DBIA	LOC117580172|XP_034122390.1|DGUA
OG0000556	LOC108033189|XP_016962920.1|DBIA	LOC117590430|XP_034138939.1|DGUA
OG0000556	LOC108026411|XP_016952828.1|DBIA	LOC117585901|XP_034131547.1|DGUA
OG0000557	LOC108031056|XP_016959746.1|DBIA	LOC117586284|XP_034132129.1|DGUA
OG0000557	LOC108031197|XP_016959908.1|DBIA	LOC117586286|XP_034132131.1|DGUA
OG0000558	LOC108026036|XP_016952217.1|DBIA	LOC117586154|XP_034131944.1|DGUA
OG0000558	LOC108028862|XP_016956340.1|DBIA	LOC117580884|XP_034123527.1|DGUA
OG0000559	LOC108024742|XP_016950329.1|DBIA	LOC117589837|XP_034137978.1|DGUA
OG0000559	LOC108030518|XP_016958896.1|DBIA	LOC117579238|XP_034120911.1|DGUA
OG0000560	LOC108030393|XP_016958765.1|DBIA	LOC117585147|XP_034130371.1|DGUA
OG0000560	LOC108030392|XP_016958763.1|DBIA	LOC117585128|XP_034130348.1|DGUA
OG0000561	LOC108035665|XP_016966862.1|DBIA	LOC117589361|XP_034137148.1|DGUA
OG0000561	LOC108035628|XP_016966811.1|DBIA	LOC117589364|XP_034137157.1|DGUA
OG0000562	LOC108028391|XP_016955694.1|DBIA	LOC117580154|XP_034122359.1|DGUA
OG0000562	LOC108028602|XP_016956010.1|DBIA	LOC117579209|XP_034120869.1|DGUA
OG0000563	LOC108027986|XP_016955100.1|DBIA, LOC108027984|XP_016955098.1|DBIA	LOC117579196|XP_034120856.1|DGUA
OG0000564	LOC108028186|XP_016955337.1|DBIA	LOC117587186|XP_034133596.1|DGUA
OG0000564	LOC108028318|XP_016955536.1|DBIA	LOC117587187|XP_034133598.1|DGUA, LOC117587188|XP_034133599.1|DGUA
OG0000566	LOC108025554|XP_016951579.1|DBIA	LOC117584925|XP_034129967.1|DGUA
OG0000566	LOC108035295|XP_016966352.1|DBIA	LOC117587076|XP_034133429.1|DGUA
OG0000567	LOC108036524|XP_016968230.1|DBIA	LOC117581492|XP_034124630.1|DGUA
OG0000567	LOC108036341|XP_016967890.1|DBIA	LOC117581493|XP_034124631.1|DGUA
OG0000568	LOC108025641|XP_016951666.1|DBIA	LOC117588354|XP_034135457.1|DGUA
OG0000568	LOC108024992|XP_016950735.1|DBIA	LOC117590112|XP_034138353.1|DGUA
OG0000569	LOC108031533|XP_016960557.1|DBIA	LOC117589738|XP_034137805.1|DGUA
OG0000569	LOC108021925|XP_016946238.1|DBIA, LOC108024068|XP_016949325.1|DBIA	LOC117590059|XP_034138271.1|DGUA
OG0000570	LOC108026433|XP_016952858.1|DBIA	LOC117585278|XP_034130592.1|DGUA
OG0000570	LOC108026381|XP_016952790.1|DBIA	LOC117585271|XP_034130583.1|DGUA
OG0000571	LOC108024706|XP_016950279.1|DBIA	LOC117583103|XP_034127172.1|DGUA
OG0000571	LOC108024646|XP_016950187.1|DBIA	LOC117582993|XP_034127032.1|DGUA
OG0000572	LOC108023503|XP_016948532.1|DBIA	LOC117589584|XP_034137538.1|DGUA
OG0000572	LOC108023378|XP_016948276.1|DBIA	LOC117589787|XP_034137877.1|DGUA
OG0000573	LOC108035398|XP_016966506.1|DBIA	LOC117587512|XP_034134197.1|DGUA
OG0000573	LOC108026763|XP_016953392.1|DBIA	LOC117592092|XP_034141502.1|DGUA
OG0000574	LOC108035033|XP_016965867.1|DBIA	LOC117589057|XP_034136577.1|DGUA
OG0000574	LOC108031939|XP_016961209.1|DBIA	LOC117586278|XP_034132121.1|DGUA
OG0000575	LOC108030670|XP_016959185.1|DBIA	LOC117586972|XP_034133239.1|DGUA
OG0000575	LOC108030700|XP_016959227.1|DBIA	LOC117586973|XP_034133242.1|DGUA
OG0000576	LOC108027050|XP_016953747.1|DBIA	LOC117586383|XP_034132304.1|DGUA
OG0000577	LOC108034166|XP_016964461.1|DBIA	LOC117582211|XP_034125710.1|DGUA
OG0000577	LOC108033812|XP_016963922.1|DBIA	LOC117582212|XP_034125711.1|DGUA
OG0000578	LOC108033910|XP_016964069.1|DBIA	LOC117584092|XP_034128731.1|DGUA
OG0000578	LOC108023048|XP_016947778.1|DBIA	LOC117592651|XP_034142486.1|DGUA
OG0000579	LOC108031224|XP_016959949.1|DBIA	LOC117589609|XP_034137575.1|DGUA
OG0000579	LOC108028826|XP_016956304.1|DBIA	LOC117579079|XP_034120678.1|DGUA
OG0000580	LOC108024580|XP_016950068.1|DBIA	LOC117585508|XP_034130898.1|DGUA
OG0000580	LOC108024584|XP_016950075.1|DBIA	LOC117585507|XP_034130897.1|DGUA
OG0000581	LOC108027287|XP_016954167.1|DBIA	LOC117585100|XP_034130268.1|DGUA
OG0000581	LOC108025852|XP_016952006.1|DBIA	LOC117590359|XP_034138789.1|DGUA
OG0000582	LOC108035086|XP_016965992.1|DBIA	LOC117587453|XP_034134065.1|DGUA
OG0000582	LOC108026803|XP_016953454.1|DBIA	LOC117591657|XP_034140875.1|DGUA
OG0000583	LOC108022460|XP_016946856.1|DBIA	LOC117578733|XP_034120287.1|DGUA
OG0000583	LOC108022480|XP_016946920.1|DBIA	LOC117579684|XP_034121566.1|DGUA
OG0000584	LOC108032441|XP_016961755.1|DBIA	LOC117587725|XP_034134534.1|DGUA
OG0000584	LOC108032427|XP_016961738.1|DBIA	LOC117579666|XP_034121542.1|DGUA, LOC117588224|XP_034135261.1|DGUA
OG0000585	LOC108034752|XP_016965190.1|DBIA, LOC108034693|XP_016965123.1|DBIA	LOC117589047|XP_034136565.1|DGUA, LOC117589071|XP_034136594.1|DGUA
OG0000586	LOC108022142|XP_016946473.1|DBIA	LOC117592412|XP_034142047.1|DGUA
OG0000586	LOC108029511|XP_016957297.1|DBIA	LOC117592047|XP_034141423.1|DGUA
OG0000589	LOC108023403|XP_016948342.1|DBIA	LOC117588744|XP_034136112.1|DGUA
OG0000590	LOC108031246|XP_016959971.1|DBIA	LOC117582989|XP_034127028.1|DGUA
OG0000590	LOC108032984|XP_016962550.1|DBIA	LOC117580648|XP_034123138.1|DGUA
OG0000592	LOC108036646|XP_016968411.1|DBIA	LOC117585643|XP_034131123.1|DGUA
OG0000592	LOC108022310|XP_016946659.1|DBIA	LOC117581799|XP_034125134.1|DGUA
OG0000593	LOC108026085|XP_016952273.1|DBIA	LOC117585054|XP_034130204.1|DGUA
OG0000593	LOC108025781|XP_016951888.1|DBIA	LOC117588805|XP_034136211.1|DGUA
OG0000594	LOC108026344|XP_016952738.1|DBIA	LOC117582712|XP_034126526.1|DGUA
OG0000594	LOC108031145|XP_016959848.1|DBIA	LOC117586283|XP_034132128.1|DGUA
OG0000595	LOC108031940|XP_016961210.1|DBIA	LOC117589615|XP_034137583.1|DGUA
OG0000595	LOC108024707|XP_016950285.1|DBIA	LOC117583377|XP_034127551.1|DGUA
OG0000596	LOC108024131|XP_016949403.1|DBIA	LOC117590742|XP_034139543.1|DGUA
OG0000596	LOC108032215|XP_016961564.1|DBIA	LOC117586675|XP_034132815.1|DGUA
OG0000597	LOC108031330|XP_016960071.1|DBIA	LOC117583126|XP_034127208.1|DGUA
OG0000597	LOC108025194|XP_016950992.1|DBIA	LOC117582731|XP_034126549.1|DGUA
OG0000598	LOC108024902|XP_016950560.1|DBIA	LOC117589712|XP_034137767.1|DGUA
OG0000599	LOC108034732|XP_016965161.1|DBIA	LOC117587247|XP_034133709.1|DGUA
OG0000599	LOC108027766|XP_016954817.1|DBIA, LOC108028483|XP_016955838.1|DBIA	LOC117587144|XP_034133541.1|DGUA
OG0000600	LOC108030425|XP_016958800.1|DBIA	LOC117578500|XP_034119939.1|DGUA
OG0000600	LOC108030348|XP_016958702.1|DBIA	LOC117586868|XP_034133060.1|DGUA
OG0000601	LOC108034107|XP_016964373.1|DBIA	LOC117584252|XP_034128946.1|DGUA
OG0000601	LOC108027879|XP_016954986.1|DBIA	LOC117587595|XP_034134337.1|DGUA
OG0000602	LOC108032799|XP_016962295.1|DBIA	LOC117587992|XP_034134897.1|DGUA
OG0000602	LOC108032829|XP_016962334.1|DBIA	LOC117587993|XP_034134898.1|DGUA
OG0000603	LOC108036085|XP_016967524.1|DBIA	LOC117581775|XP_034125089.1|DGUA
OG0000604	LOC108027882|XP_016954987.1|DBIA	LOC117584229|XP_034128902.1|DGUA
OG0000604	LOC108027932|XP_016955049.1|DBIA	LOC117584228|XP_034128901.1|DGUA
OG0000605	LOC108034341|XP_016964713.1|DBIA	LOC117583867|XP_034128404.1|DGUA
OG0000606	LOC108031699|XP_016960848.1|DBIA	LOC117584923|XP_034129964.1|DGUA
OG0000607	LOC108032112|XP_016961434.1|DBIA	LOC117585348|XP_034130682.1|DGUA
OG0000607	LOC108027400|XP_016954327.1|DBIA	LOC117586092|XP_034131839.1|DGUA
OG0000608	LOC108025099|XP_016950851.1|DBIA	LOC117585552|XP_034130967.1|DGUA
OG0000608	LOC108025288|XP_016951159.1|DBIA	LOC117584929|XP_034129976.1|DGUA
OG0000609	LOC108021951|XP_016946267.1|DBIA	LOC117590797|XP_034139643.1|DGUA
OG0000610	LOC108035965|XP_016967271.1|DBIA	LOC117579557|XP_034121368.1|DGUA
OG0000610	LOC108022370|XP_016946740.1|DBIA	LOC117583646|XP_034127993.1|DGUA
OG0000611	LOC108022583|XP_016947095.1|DBIA	LOC117585964|XP_034131668.1|DGUA
OG0000611	LOC108036672|XP_016968444.1|DBIA	LOC117592288|XP_034141840.1|DGUA
OG0000612	LOC108027979|XP_016955094.1|DBIA, LOC108028070|XP_016955200.1|DBIA	LOC117580539|XP_034123023.1|DGUA
OG0000612	LOC108028069|XP_016955199.1|DBIA	LOC117580242|XP_034122556.1|DGUA
OG0000614	LOC108032692|XP_016962156.1|DBIA	LOC117584215|XP_034128878.1|DGUA
OG0000614	LOC108027558|XP_016954519.1|DBIA	LOC117588579|XP_034135867.1|DGUA
OG0000615	LOC108035760|XP_016966949.1|DBIA	LOC117579823|XP_034121805.1|DGUA
OG0000615	LOC108031530|XP_016960554.1|DBIA	LOC117589730|XP_034137796.1|DGUA
OG0000616	LOC108035810|XP_016967045.1|DBIA, LOC108035821|XP_016967057.1|DBIA	LOC117588730|XP_034136090.1|DGUA
OG0000617	LOC108024664|XP_016950220.1|DBIA	LOC117582826|XP_034126768.1|DGUA
OG0000617	LOC108027449|XP_016954389.1|DBIA	LOC117582775|XP_034126636.1|DGUA
OG0000618	LOC108032025|XP_016961324.1|DBIA	LOC117585391|XP_034130744.1|DGUA
OG0000618	LOC108030900|XP_016959566.1|DBIA	LOC117579105|XP_034120722.1|DGUA
OG0000619	LOC108030276|XP_016958593.1|DBIA	LOC117579367|XP_034121122.1|DGUA
OG0000620	LOC108024426|XP_016949833.1|DBIA	LOC117581579|XP_034124820.1|DGUA
OG0000620	LOC108029863|XP_016957845.1|DBIA	LOC117580022|XP_034122135.1|DGUA
OG0000621	LOC108031644|XP_016960764.1|DBIA	LOC117584987|XP_034130101.1|DGUA, LOC117580759|XP_034123345.1|DGUA
OG0000621	LOC108023539|XP_016948597.1|DBIA	LOC117581388|XP_034124421.1|DGUA
OG0000622	LOC108028739|XP_016956194.1|DBIA	LOC117589044|XP_034136563.1|DGUA
OG0000622	LOC108030669|XP_016959189.1|DBIA	LOC117587041|XP_034133363.1|DGUA
OG0000623	LOC108030969|XP_016959661.1|DBIA	LOC117586964|XP_034133228.1|DGUA
OG0000623	LOC108028449|XP_016955775.1|DBIA	LOC117579413|XP_034121183.1|DGUA
OG0000624	LOC108030303|XP_016958626.1|DBIA	LOC117582076|XP_034125527.1|DGUA
OG0000625	LOC108028381|XP_016955666.1|DBIA	LOC117580303|XP_034122684.1|DGUA
OG0000625	LOC108028382|XP_016955669.1|DBIA	LOC117580313|XP_034122699.1|DGUA
OG0000626	LOC108036279|XP_016967779.1|DBIA	LOC117582928|XP_034126923.1|DGUA
OG0000626	LOC108022973|XP_016947687.1|DBIA	LOC117591983|XP_034141316.1|DGUA
OG0000627	LOC108028799|XP_016956272.1|DBIA	LOC117589193|XP_034136811.1|DGUA
OG0000627	LOC108023234|XP_016947998.1|DBIA	LOC117591399|XP_034140535.1|DGUA
OG0000628	LOC108032434|XP_016961746.1|DBIA	LOC117587890|XP_034134758.1|DGUA
OG0000628	LOC108034271|XP_016964622.1|DBIA	LOC117584012|XP_034128635.1|DGUA
OG0000629	LOC108024370|XP_016949762.1|DBIA	LOC117585483|XP_034130868.1|DGUA
OG0000629	LOC108033776|XP_016963865.1|DBIA	LOC117584833|XP_034129854.1|DGUA
OG0000630	LOC108034202|XP_016964522.1|DBIA	LOC117587638|XP_034134413.1|DGUA
OG0000630	LOC108034015|XP_016964238.1|DBIA	LOC117587683|XP_034134467.1|DGUA
OG0000631	LOC108033947|XP_016964125.1|DBIA	LOC117581821|XP_034125155.1|DGUA
OG0000631	LOC108029263|XP_016956948.1|DBIA	LOC117591147|XP_034140146.1|DGUA
OG0000632	LOC108027909|XP_016955019.1|DBIA	LOC117582272|XP_034125792.1|DGUA
OG0000632	LOC108027781|XP_016954833.1|DBIA	LOC117582523|XP_034126212.1|DGUA
OG0000633	LOC108034438|XP_016964811.1|DBIA	LOC117587501|XP_034134163.1|DGUA, LOC117587485|XP_034134113.1|DGUA
OG0000635	LOC108029714|XP_016957678.1|DBIA	LOC117579755|XP_034121676.1|DGUA
OG0000635	LOC108032978|XP_016962542.1|DBIA	LOC117589248|XP_034136912.1|DGUA
OG0000636	LOC108033332|XP_016963106.1|DBIA	LOC117587665|XP_034134447.1|DGUA
OG0000636	LOC108033333|XP_016963107.1|DBIA	LOC117587680|XP_034134462.1|DGUA
OG0000637	LOC108024111|XP_016949377.1|DBIA	LOC117581470|XP_034124597.1|DGUA
OG0000637	LOC108024265|XP_016949641.1|DBIA	LOC117581269|XP_034124171.1|DGUA
OG0000638	LOC108024427|XP_016949834.1|DBIA	LOC117585494|XP_034130883.1|DGUA
OG0000638	LOC108032999|XP_016962612.1|DBIA	LOC117581215|XP_034124084.1|DGUA
OG0000639	LOC108028266|XP_016955448.1|DBIA	LOC117579090|XP_034120691.1|DGUA
OG0000641	LOC108032364|XP_016961666.1|DBIA	LOC117583975|XP_034128573.1|DGUA
OG0000642	LOC108028933|XP_016956440.1|DBIA	LOC117590891|XP_034139814.1|DGUA
OG0000643	LOC108024296|XP_016949686.1|DBIA, LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA	LOC117583164|XP_034127250.1|DGUA
OG0000644	LOC108030666|XP_016959181.1|DBIA, LOC108028697|XP_016956133.1|DBIA, LOC108028698|XP_016956134.1|DBIA	LOC117579187|XP_034120847.1|DGUA, LOC117579116|XP_034120736.1|DGUA
OG0000645	LOC108027809|XP_016954876.1|DBIA	LOC117582322|XP_034125859.1|DGUA
OG0000645	LOC108030325|XP_016958671.1|DBIA	LOC117582325|XP_034125863.1|DGUA
OG0000646	LOC108026341|XP_016952734.1|DBIA	LOC117585005|XP_034130135.1|DGUA
OG0000646	LOC108024636|XP_016950170.1|DBIA	LOC117589673|XP_034137707.1|DGUA
OG0000647	LOC108027448|XP_016954388.1|DBIA	LOC117582836|XP_034126783.1|DGUA
OG0000647	LOC108025929|XP_016952111.1|DBIA	LOC117588352|XP_034135455.1|DGUA
OG0000648	LOC108023775|XP_016948908.1|DBIA	LOC117581055|XP_034123783.1|DGUA
OG0000648	LOC108023772|XP_016948904.1|DBIA	LOC117581366|XP_034124390.1|DGUA
OG0000649	LOC108033154|XP_016962869.1|DBIA	LOC117588311|XP_034135392.1|DGUA
OG0000649	LOC108033148|XP_016962861.1|DBIA	LOC117588433|XP_034135605.1|DGUA
OG0000650	LOC108026179|XP_016952442.1|DBIA	LOC117585598|XP_034131034.1|DGUA
OG0000650	LOC108036023|XP_016967442.1|DBIA	LOC117590638|XP_034139358.1|DGUA
OG0000651	LOC108034888|XP_016965587.1|DBIA	LOC117587038|XP_034133359.1|DGUA
OG0000651	LOC108035363|XP_016966450.1|DBIA	LOC117587089|XP_034133450.1|DGUA
OG0000652	LOC108036625|XP_016968386.1|DBIA	LOC117591566|XP_034140771.1|DGUA
OG0000652	LOC108032672|XP_016962129.1|DBIA	LOC117581065|XP_034123828.1|DGUA
OG0000653	LOC108027436|XP_016954373.1|DBIA	LOC117583021|XP_034127062.1|DGUA
OG0000653	LOC108032925|XP_016962483.1|DBIA	LOC117583524|XP_034127762.1|DGUA
OG0000654	LOC108028616|XP_016956028.1|DBIA	LOC117579525|XP_034121329.1|DGUA
OG0000654	LOC108035010|XP_016965842.1|DBIA	LOC117586979|XP_034133259.1|DGUA
OG0000655	LOC108029636|XP_016957528.1|DBIA	LOC117580176|XP_034122421.1|DGUA
OG0000655	LOC108027756|XP_016954798.1|DBIA	LOC117582532|XP_034126228.1|DGUA
OG0000656	LOC108031829|XP_016961056.1|DBIA	LOC117586054|XP_034131788.1|DGUA
OG0000656	LOC108031830|XP_016961059.1|DBIA	LOC117586055|XP_034131790.1|DGUA
OG0000657	LOC108028063|XP_016955196.1|DBIA	LOC117587237|XP_034133697.1|DGUA
OG0000657	LOC108032751|XP_016962230.1|DBIA	LOC117582430|XP_034126025.1|DGUA
OG0000658	LOC108033182|XP_016962912.1|DBIA	LOC117588494|XP_034135695.1|DGUA
OG0000658	LOC108031067|XP_016959762.1|DBIA	LOC117585496|XP_034130886.1|DGUA
OG0000659	LOC108027925|XP_016955038.1|DBIA	LOC117584578|XP_034129445.1|DGUA
OG0000659	LOC108033384|XP_016963192.1|DBIA	LOC117587910|XP_034134782.1|DGUA
OG0000660	LOC108027908|XP_016955018.1|DBIA	LOC117581767|XP_034125062.1|DGUA
OG0000661	LOC108028534|XP_016955919.1|DBIA	LOC117580308|XP_034122692.1|DGUA
OG0000661	LOC108027800|XP_016954865.1|DBIA	LOC117582157|XP_034125641.1|DGUA
OG0000662	LOC108035530|XP_016966688.1|DBIA	LOC117587134|XP_034133532.1|DGUA
OG0000662	LOC108031364|XP_016960132.1|DBIA	LOC117590729|XP_034139528.1|DGUA
OG0000663	LOC108022450|XP_016946846.1|DBIA	LOC117582471|XP_034126099.1|DGUA
OG0000664	LOC108027049|XP_016953739.1|DBIA	LOC117589519|XP_034137401.1|DGUA
OG0000664	LOC108021960|XP_016946279.1|DBIA	LOC117580737|XP_034123304.1|DGUA
OG0000665	LOC108026348|XP_016952742.1|DBIA	LOC117586390|XP_034132312.1|DGUA
OG0000666	LOC108029729|XP_016957700.1|DBIA	LOC117589054|XP_034136578.1|DGUA
OG0000666	LOC108025749|XP_016951833.1|DBIA	LOC117590811|XP_034139668.1|DGUA
OG0000667	LOC108024249|XP_016949620.1|DBIA	LOC117591004|XP_034139977.1|DGUA
OG0000667	LOC108024585|XP_016950077.1|DBIA	LOC117585512|XP_034130902.1|DGUA
OG0000668	LOC108025566|XP_016951584.1|DBIA	LOC117590158|XP_034138435.1|DGUA
OG0000668	LOC108031439|XP_016960357.1|DBIA	LOC117583846|XP_034128356.1|DGUA
OG0000669	LOC108025870|XP_016952035.1|DBIA	LOC117581041|XP_034123762.1|DGUA
OG0000669	LOC108025889|XP_016952059.1|DBIA	LOC117581039|XP_034123760.1|DGUA
OG0000670	LOC108023575|XP_016948658.1|DBIA	LOC117590829|XP_034139694.1|DGUA
OG0000670	LOC108021976|XP_016946306.1|DBIA	LOC117581165|XP_034123999.1|DGUA
OG0000671	LOC108031729|XP_016960894.1|DBIA	LOC117590066|XP_034138282.1|DGUA
OG0000671	LOC108024768|XP_016950370.1|DBIA	LOC117582949|XP_034126952.1|DGUA
OG0000672	LOC108025630|XP_016951655.1|DBIA	LOC117590356|XP_034138783.1|DGUA
