Orthogroup	DBIA.longest_only	AAEG.longest_only
OG0000405	LOC108033192|XP_016962925.1|DBIA	LOC5576131|XP_001662477.2|AAEG
OG0000406	LOC108035627|XP_016966809.1|DBIA, LOC108022156|XP_016946487.1|DBIA	LOC5568131|XP_021698131.1|AAEG, LOC5566267|XP_001650660.1|AAEG
OG0000407	LOC108031194|XP_016959907.1|DBIA	LOC5567374|XP_001657389.1|AAEG
OG0000407	LOC108029789|XP_016957793.1|DBIA	LOC5571596|XP_021697332.1|AAEG
OG0000408	LOC108023702|XP_016948823.1|DBIA, LOC108034162|XP_016964458.1|DBIA	LOC5570724|XP_001659317.1|AAEG
OG0000409	LOC108022226|XP_016946573.1|DBIA, LOC108036619|XP_016968374.1|DBIA	LOC5570907|XP_021700630.1|AAEG
OG0000410	LOC108033829|XP_016963944.1|DBIA, LOC108033830|XP_016963945.1|DBIA, LOC108033325|XP_016963099.1|DBIA	LOC5575157|XP_001655534.1|AAEG
OG0000411	LOC108031603|XP_016960671.1|DBIA	LOC5566158|XP_001650539.1|AAEG
OG0000411	LOC108032383|XP_016961693.1|DBIA	LOC5564918|XP_001649286.1|AAEG
OG0000412	LOC108029772|XP_016957769.1|DBIA, LOC108035567|XP_016966725.1|DBIA	LOC5574516|XP_021708166.1|AAEG, LOC5574515|XP_021708169.1|AAEG
OG0000413	LOC108031308|XP_016960042.1|DBIA, LOC108023803|XP_016948933.1|DBIA, LOC108032855|XP_016962345.1|DBIA	LOC5567054|XP_001651429.2|AAEG
OG0000414	LOC108022034|XP_016946369.1|DBIA, LOC108024274|XP_016949656.1|DBIA	LOC23687918|XP_021709829.1|AAEG, LOC5567300|XP_021709833.1|AAEG, LOC5567305|XP_021709831.1|AAEG
OG0000415	LOC108022564|XP_016947051.1|DBIA, LOC108022889|XP_016947574.1|DBIA	LOC5574783|XP_001655340.1|AAEG
OG0000416	LOC108023563|XP_016948643.1|DBIA	LOC5568416|XP_001658068.2|AAEG
OG0000416	LOC108023612|XP_016948708.1|DBIA	LOC5564064|XP_001648376.1|AAEG
OG0000417	LOC108032012|XP_016961301.1|DBIA	LOC5566091|XP_021708981.1|AAEG
OG0000417	LOC108025446|XP_016951432.1|DBIA	LOC5567927|XP_021699404.1|AAEG
OG0000418	LOC108023620|XP_016948720.1|DBIA, LOC108035814|XP_016967051.1|DBIA	LOC5564390|XP_001648753.2|AAEG, LOC5575420|XP_021699880.1|AAEG, LOC5575418|XP_021699898.1|AAEG
OG0000419	LOC108026692|XP_016953270.1|DBIA	LOC5570733|XP_021697362.1|AAEG
OG0000419	LOC108032970|XP_016962530.1|DBIA	LOC110674637|XP_021694407.1|AAEG
OG0000421	LOC108029102|XP_016956686.1|DBIA	LOC5569086|XP_021703057.1|AAEG
OG0000421	LOC108033639|XP_016963546.1|DBIA	LOC5570822|XP_021702186.1|AAEG
OG0000422	LOC108028870|XP_016956349.1|DBIA	LOC5573930|XP_021703369.1|AAEG, LOC110681118|XP_021712577.1|AAEG, LOC110675236|XP_021695377.1|AAEG, LOC5573929|XP_021703368.1|AAEG, LOC5573927|XP_001654963.2|AAEG, LOC5573931|XP_001654967.2|AAEG, LOC5570229|XP_001659008.2|AAEG
OG0000423	LOC108030231|XP_016958511.1|DBIA, LOC108030113|XP_016958298.1|DBIA	LOC5563591|XP_001647935.2|AAEG, LOC5563575|XP_001647937.2|AAEG, LOC5563586|XP_001647936.2|AAEG
OG0000424	LOC108030382|XP_016958743.1|DBIA	LOC23687932|XP_021710750.1|AAEG
OG0000425	LOC108036295|XP_016967794.1|DBIA	LOC5571033|XP_001659462.2|AAEG
OG0000425	LOC108029763|XP_016957757.1|DBIA	LOC5571023|XP_021708459.1|AAEG
OG0000426	LOC108027613|XP_016954626.1|DBIA, LOC108027625|XP_016954638.1|DBIA	LOC5574193|XP_001661250.1|AAEG
OG0000433	LOC108023474|XP_016948485.1|DBIA	LOC5574521|XP_001655172.1|AAEG
OG0000433	LOC108028785|XP_016956254.1|DBIA	LOC5564077|XP_001648404.2|AAEG
OG0000434	LOC108024853|XP_016950484.1|DBIA	LOC5574590|XP_011493595.2|AAEG
OG0000434	LOC108029679|XP_016957618.1|DBIA	LOC5570528|XP_001659208.2|AAEG
OG0000435	LOC108027506|XP_016954439.1|DBIA	LOC5580076|XP_001654832.2|AAEG, LOC5580075|XP_021698638.1|AAEG, LOC5574934|XP_001661737.2|AAEG, LOC5565897|XP_001650275.2|AAEG, LOC5568375|XP_001658029.2|AAEG, LOC5568373|XP_001658027.2|AAEG, LOC5569828|XP_001658735.2|AAEG, LOC5574241|XP_021697225.1|AAEG
OG0000437	LOC108034267|XP_016964615.1|DBIA	LOC5577304|XP_001663334.1|AAEG
OG0000437	LOC108033857|XP_016963981.1|DBIA	LOC5573669|XP_001660991.1|AAEG
OG0000438	LOC108024919|XP_016950606.1|DBIA, LOC108025359|XP_016951308.1|DBIA	LOC5578150|XP_001663721.2|AAEG
OG0000439	LOC108036789|XP_016968623.1|DBIA	LOC5564327|XP_001648654.2|AAEG
OG0000439	LOC108034590|XP_016965012.1|DBIA	LOC5567214|XP_001651644.2|AAEG
OG0000440	LOC108026542|XP_016952979.1|DBIA, LOC108029713|XP_016957677.1|DBIA	LOC110676860|XP_021701990.1|AAEG
OG0000441	LOC108026498|XP_016952933.1|DBIA, LOC108026594|XP_016953055.1|DBIA	LOC5573074|XP_001660703.2|AAEG
OG0000443	LOC108031345|XP_016960101.1|DBIA, LOC108031217|XP_016959944.1|DBIA	LOC5568713|XP_021709748.1|AAEG, LOC5569780|XP_001658722.1|AAEG
OG0000444	LOC108036774|XP_016968602.1|DBIA, LOC108036797|XP_016968633.1|DBIA	LOC5567217|XP_001651646.3|AAEG, LOC5567436|XP_021706495.1|AAEG
OG0000448	LOC108025472|XP_016951473.1|DBIA, LOC108025532|XP_016951548.1|DBIA	LOC23687587|XP_021694447.1|AAEG
OG0000449	LOC108028601|XP_016956009.1|DBIA	LOC5572858|XP_001660618.2|AAEG
OG0000449	LOC108032659|XP_016962107.1|DBIA	LOC5574532|XP_021694481.1|AAEG
OG0000450	LOC108025594|XP_016951612.1|DBIA	LOC110680460|XP_021711955.1|AAEG, LOC5576465|XP_021700332.1|AAEG
OG0000450	LOC108023542|XP_016948601.1|DBIA	LOC110674772|XP_021694752.1|AAEG
OG0000451	LOC108023224|XP_016947985.1|DBIA	LOC5571503|XP_001659753.1|AAEG
OG0000451	LOC108023221|XP_016947981.1|DBIA	LOC5571502|XP_021704118.1|AAEG
OG0000453	LOC108031168|XP_016959877.1|DBIA	LOC5578274|XP_001663802.2|AAEG, LOC5578275|XP_001663803.2|AAEG
OG0000454	LOC108027454|XP_016954396.1|DBIA, LOC108034942|XP_016965710.1|DBIA	LOC5569151|XP_021700040.1|AAEG
OG0000456	LOC108036686|XP_016968466.1|DBIA	LOC5572063|XP_021703567.1|AAEG
OG0000456	LOC108032629|XP_016962057.1|DBIA	LOC5570893|XP_021700660.1|AAEG
OG0000457	LOC108032808|XP_016962308.1|DBIA	LOC5565766|XP_001650147.2|AAEG
OG0000457	LOC108021921|XP_016946237.1|DBIA	LOC5564329|XP_021700919.1|AAEG
OG0000458	LOC108033629|XP_016963522.1|DBIA	LOC5565843|XP_021703626.1|AAEG, LOC23687629|XP_021706599.1|AAEG, LOC5565841|XP_021703625.1|AAEG, LOC5565842|XP_001650218.2|AAEG, LOC5565387|XP_021700996.1|AAEG
OG0000460	LOC108027678|XP_016954713.1|DBIA	LOC5577624|XP_001656618.2|AAEG
OG0000465	LOC108032205|XP_016961552.1|DBIA, LOC108031649|XP_016960768.1|DBIA	LOC5571253|XP_001653551.1|AAEG, LOC5577529|XP_021712948.1|AAEG
OG0000466	LOC108023576|XP_016948660.1|DBIA	LOC5577984|XP_021713022.1|AAEG
OG0000466	LOC108036856|XP_016968718.1|DBIA	LOC5572786|XP_001654185.1|AAEG
OG0000467	LOC108030045|XP_016958106.1|DBIA, LOC108030333|XP_016958684.1|DBIA	LOC5568475|XP_021695985.1|AAEG
OG0000468	LOC108023873|XP_016949042.1|DBIA	LOC23687721|XP_021709274.1|AAEG
OG0000468	LOC108030047|XP_016958111.1|DBIA	LOC23687516|XP_011493435.1|AAEG
OG0000469	LOC108033680|XP_016963625.1|DBIA, LOC108033732|XP_016963773.1|DBIA	LOC5565883|XP_021703807.1|AAEG
OG0000470	LOC108030765|XP_016959307.1|DBIA	LOC5578138|XP_021707709.1|AAEG
OG0000470	LOC108028667|XP_016956089.1|DBIA	LOC5574556|XP_001661506.1|AAEG
OG0000471	LOC108034539|XP_016964954.1|DBIA, LOC108034444|XP_016964818.1|DBIA, LOC108029221|XP_016956904.1|DBIA	LOC110674399|XP_021694347.1|AAEG, LOC110678109|XP_021706404.1|AAEG, LOC5567989|XP_001657815.1|AAEG
OG0000473	LOC108023683|XP_016948794.1|DBIA, LOC108023694|XP_016948807.1|DBIA	LOC5569934|XP_001658830.2|AAEG
OG0000474	LOC108033210|XP_016962950.1|DBIA, LOC108028125|XP_016955264.1|DBIA	LOC5569558|XP_001658624.2|AAEG
OG0000475	LOC108031608|XP_016960684.1|DBIA, LOC108031090|XP_016959786.1|DBIA	LOC5565629|XP_001649983.1|AAEG
OG0000476	LOC108031141|XP_016959845.1|DBIA, LOC108031183|XP_016959892.1|DBIA, LOC108031887|XP_016961140.1|DBIA	LOC5575604|XP_001662086.2|AAEG
OG0000477	LOC108032192|XP_016961537.1|DBIA, LOC108032232|XP_016961584.1|DBIA	LOC5564209|XP_001648552.1|AAEG
OG0000478	LOC108032954|XP_016962514.1|DBIA, LOC108025355|XP_016951303.1|DBIA	LOC5566225|XP_021696850.1|AAEG, LOC5566220|XP_001650605.1|AAEG
OG0000479	LOC108032006|XP_016961293.1|DBIA, LOC108031028|XP_016959718.1|DBIA	LOC5571039|XP_001659472.1|AAEG, LOC5571038|XP_001659473.2|AAEG, LOC5571037|XP_001659474.1|AAEG
OG0000480	LOC108027834|XP_016954909.1|DBIA, LOC108027876|XP_016954981.1|DBIA	LOC5565774|XP_001650133.1|AAEG
OG0000482	LOC108032217|XP_016961567.1|DBIA	LOC5564156|XP_001648504.1|AAEG, LOC5564158|XP_001648505.2|AAEG, LOC110680419|XP_021711910.1|AAEG
OG0000483	LOC108026128|XP_016952320.1|DBIA, LOC108026074|XP_016952262.1|DBIA	LOC5563950|XP_001648275.2|AAEG, LOC5563953|XP_001648304.2|AAEG
OG0000484	LOC108031512|XP_016960516.1|DBIA, LOC108031513|XP_016960518.1|DBIA	LOC5576159|XP_001662504.2|AAEG
OG0000485	LOC108027977|XP_016955091.1|DBIA, LOC108028810|XP_016956285.1|DBIA	LOC5570054|XP_001658946.1|AAEG
OG0000486	LOC108022760|XP_016947353.1|DBIA, LOC108022758|XP_016947348.1|DBIA	LOC5565804|XP_001650170.2|AAEG
OG0000489	LOC108023847|XP_016948981.1|DBIA, LOC108032066|XP_016961377.1|DBIA	LOC5566180|XP_021693011.1|AAEG, LOC5566818|XP_001651225.2|AAEG, LOC5566819|XP_001651227.2|AAEG, LOC5566178|XP_001650550.2|AAEG
OG0000490	LOC108025931|XP_016952117.1|DBIA	LOC5564407|XP_021699908.1|AAEG
OG0000490	LOC108035802|XP_016967033.1|DBIA	LOC5564043|XP_021703783.1|AAEG
OG0000491	LOC108030092|XP_016958220.1|DBIA, LOC108030093|XP_016958221.1|DBIA, LOC108030091|XP_016958219.1|DBIA	LOC5568339|XP_021710734.1|AAEG
OG0000492	LOC108036310|XP_016967809.1|DBIA	LOC5576114|XP_001662460.1|AAEG
OG0000492	LOC108032446|XP_016961761.1|DBIA	LOC5577628|XP_021702254.1|AAEG
OG0000493	LOC108024882|XP_016950516.1|DBIA, LOC108024883|XP_016950517.1|DBIA	LOC5571043|XP_021696304.1|AAEG
OG0000494	LOC108029101|XP_016956683.1|DBIA	LOC5569984|XP_001658869.1|AAEG
OG0000495	LOC108023679|XP_016948790.1|DBIA, LOC108030361|XP_016958717.1|DBIA	LOC5576051|XP_021701656.1|AAEG, LOC5576056|XP_021701652.1|AAEG
OG0000496	LOC108033846|XP_016963965.1|DBIA	LOC5575526|XP_021703709.1|AAEG
OG0000496	LOC108033442|XP_016963259.1|DBIA	LOC5575525|XP_021703714.1|AAEG
OG0000497	LOC108034284|XP_016964631.1|DBIA, LOC108034014|XP_016964232.1|DBIA	LOC5569758|XP_021704072.1|AAEG
OG0000498	LOC108026107|XP_016952296.1|DBIA, LOC108026102|XP_016952291.1|DBIA	LOC5563949|XP_001648276.2|AAEG, LOC5563976|XP_001648277.2|AAEG
OG0000499	LOC108030145|XP_016958350.1|DBIA	LOC5572478|XP_001660426.1|AAEG
OG0000500	LOC108028146|XP_016955292.1|DBIA, LOC108028779|XP_016956247.1|DBIA	LOC5576162|XP_001662510.3|AAEG, LOC5577003|XP_021705393.1|AAEG
OG0000504	LOC108035366|XP_016966453.1|DBIA	LOC5571710|XP_021698830.1|AAEG, LOC5565972|XP_001650340.2|AAEG, LOC110674831|XP_021694990.1|AAEG, LOC110676201|XP_021698831.1|AAEG, LOC5565973|XP_021698828.1|AAEG
OG0000505	LOC108025854|XP_016952011.1|DBIA, LOC108025820|XP_016951961.1|DBIA	LOC5575878|XP_021703710.1|AAEG, LOC5575881|XP_021703689.1|AAEG
OG0000506	LOC108026013|XP_016952193.1|DBIA, LOC108026313|XP_016952689.1|DBIA	LOC5575876|XP_021709863.1|AAEG, LOC5575877|XP_021709869.1|AAEG, LOC5568369|XP_021693930.1|AAEG
OG0000507	LOC108025742|XP_016951819.1|DBIA	LOC5565544|XP_001649911.1|AAEG
OG0000507	LOC108025791|XP_016951910.1|DBIA	LOC5574054|XP_021713281.1|AAEG
OG0000508	LOC108027817|XP_016954889.1|DBIA, LOC108028312|XP_016955538.1|DBIA	LOC5568311|XP_021695181.1|AAEG, LOC110677246|XP_021704041.1|AAEG
OG0000509	LOC108036551|XP_016968274.1|DBIA	LOC5567324|XP_021698227.1|AAEG
OG0000510	LOC108036921|XP_016968822.1|DBIA, LOC108036920|XP_016968821.1|DBIA	LOC5567701|XP_021699791.1|AAEG
OG0000511	LOC108034001|XP_016964222.1|DBIA, LOC108033719|XP_016963744.1|DBIA	LOC5566989|XP_001651389.2|AAEG, LOC5564510|XP_001648852.1|AAEG
OG0000512	LOC108032524|XP_016961862.1|DBIA, LOC108030649|XP_016959156.1|DBIA	LOC23687743|XP_021701399.1|AAEG, LOC23687655|XP_011493370.2|AAEG
OG0000513	LOC108030070|XP_016958160.1|DBIA, LOC108033645|XP_016963568.1|DBIA	LOC5575852|XP_001662263.2|AAEG
OG0000514	LOC108034050|XP_016964291.1|DBIA, LOC108034047|XP_016964285.1|DBIA	LOC23687865|XP_021704006.1|AAEG
OG0000515	LOC108036019|XP_016967434.1|DBIA, LOC108034523|XP_016964936.1|DBIA	LOC5577999|XP_001656737.2|AAEG, LOC5576214|XP_001655991.1|AAEG
OG0000516	LOC108025879|XP_016952047.1|DBIA, LOC108025846|XP_016952002.1|DBIA	LOC5563973|XP_001648306.2|AAEG, LOC5563958|XP_001648307.2|AAEG, LOC5563956|XP_001648305.2|AAEG
OG0000517	LOC108030559|XP_016958943.1|DBIA, LOC108030560|XP_016958944.1|DBIA	LOC5565741|XP_001650092.2|AAEG
OG0000521	LOC108035754|XP_016966941.1|DBIA, LOC108035746|XP_016966932.1|DBIA	LOC23687658|XP_021694216.1|AAEG
OG0000522	LOC108027089|XP_016953794.1|DBIA, LOC108025799|XP_016951927.1|DBIA	LOC5578806|XP_021699844.1|AAEG
OG0000523	LOC108026230|XP_016952554.1|DBIA	LOC5576121|XP_001662467.1|AAEG
OG0000523	LOC108027553|XP_016954507.1|DBIA	LOC5564391|XP_001648748.1|AAEG
OG0000524	LOC108031975|XP_016961258.1|DBIA, LOC108031034|XP_016959725.1|DBIA, LOC108031033|XP_016959724.1|DBIA	LOC5570276|XP_001659032.1|AAEG
OG0000525	LOC108036418|XP_016968034.1|DBIA, LOC108036417|XP_016968032.1|DBIA	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG
OG0000526	LOC108032399|XP_016961709.1|DBIA, LOC108029592|XP_016957449.1|DBIA	LOC5580247|XP_001662644.1|AAEG
OG0000527	LOC108029071|XP_016956632.1|DBIA, LOC108029207|XP_016956876.1|DBIA	LOC5577413|XP_021700511.1|AAEG, LOC5564164|XP_021700512.1|AAEG
OG0000528	LOC108034361|XP_016964742.1|DBIA	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG, LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG, LOC5574730|XP_021700710.1|AAEG
OG0000529	LOC108028959|XP_016956487.1|DBIA, LOC108028923|XP_016956430.1|DBIA	LOC5572655|XP_021700824.1|AAEG
OG0000530	LOC108028796|XP_016956268.1|DBIA, LOC108034629|XP_016965056.1|DBIA	LOC5570472|XP_021701466.1|AAEG
OG0000531	LOC108033063|XP_016962715.1|DBIA, LOC108033755|XP_016963817.1|DBIA	LOC5566804|XP_001651213.1|AAEG
OG0000532	LOC108030968|XP_016959657.1|DBIA, LOC108031297|XP_016960030.1|DBIA	LOC5577450|XP_001663376.2|AAEG
OG0000533	LOC108032166|XP_016961509.1|DBIA	LOC5568210|XP_021707094.1|AAEG
OG0000535	LOC108036271|XP_016967771.1|DBIA, LOC108029744|XP_016957726.1|DBIA	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG
OG0000536	LOC108034479|XP_016964862.1|DBIA	LOC5570239|XP_001659019.2|AAEG, LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG, LOC5574263|XP_021707712.1|AAEG
OG0000537	LOC108030371|XP_016958728.1|DBIA	LOC5572401|XP_001660343.2|AAEG
OG0000538	LOC108022695|XP_016947257.1|DBIA, LOC108029551|XP_016957358.1|DBIA	LOC5574674|XP_021709504.1|AAEG
OG0000539	LOC108025110|XP_016950864.1|DBIA, LOC108025056|XP_016950801.1|DBIA	LOC5564126|XP_001648447.1|AAEG
OG0000542	LOC108026118|XP_016952310.1|DBIA, LOC108035835|XP_016967070.1|DBIA	LOC5574746|XP_001655316.1|AAEG
OG0000543	LOC108024677|XP_016950236.1|DBIA, LOC108029342|XP_016957024.1|DBIA	LOC5577559|XP_021694639.1|AAEG, LOC5579016|XP_001664196.2|AAEG
OG0000544	LOC108028625|XP_016956035.1|DBIA, LOC108027197|XP_016953992.1|DBIA	LOC5578623|XP_001657045.2|AAEG
OG0000545	LOC108024857|XP_016950488.1|DBIA, LOC108024321|XP_016949712.1|DBIA	LOC5564746|XP_021693658.1|AAEG, LOC5566409|XP_021693084.1|AAEG
OG0000546	LOC108032070|XP_016961379.1|DBIA, LOC108024041|XP_016949304.1|DBIA	LOC5575232|XP_021694125.1|AAEG
OG0000547	LOC108025902|XP_016952074.1|DBIA, LOC108031211|XP_016959935.1|DBIA	LOC5571763|XP_021695756.1|AAEG
OG0000548	LOC108028754|XP_016956214.1|DBIA, LOC108028755|XP_016956215.1|DBIA	LOC5575141|XP_021697915.1|AAEG
OG0000549	LOC108023001|XP_016947721.1|DBIA	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG
OG0000550	LOC108029960|XP_016957955.1|DBIA, LOC108029649|XP_016957560.1|DBIA	LOC5578287|XP_001663815.1|AAEG
OG0000552	LOC108025541|XP_016951560.1|DBIA, LOC108025454|XP_016951444.1|DBIA	LOC110676642|XP_021701014.1|AAEG
OG0000553	LOC108032740|XP_016962214.1|DBIA	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG
OG0000554	LOC108024390|XP_016949790.1|DBIA, LOC108024400|XP_016949801.1|DBIA	LOC5573301|XP_021708251.1|AAEG
OG0000555	LOC108028415|XP_016955726.1|DBIA, LOC108035617|XP_016966793.1|DBIA	LOC5575012|XP_021710949.1|AAEG
OG0000556	LOC108033189|XP_016962920.1|DBIA, LOC108026411|XP_016952828.1|DBIA	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG
OG0000557	LOC108031056|XP_016959746.1|DBIA, LOC108031197|XP_016959908.1|DBIA	LOC5568513|XP_001652336.1|AAEG
OG0000558	LOC108026036|XP_016952217.1|DBIA, LOC108028862|XP_016956340.1|DBIA	LOC5575971|XP_001662322.1|AAEG
OG0000559	LOC108024742|XP_016950329.1|DBIA, LOC108030518|XP_016958896.1|DBIA	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG
OG0000560	LOC108030393|XP_016958765.1|DBIA, LOC108030392|XP_016958763.1|DBIA	LOC5563762|XP_021707462.1|AAEG
OG0000561	LOC108035665|XP_016966862.1|DBIA, LOC108035628|XP_016966811.1|DBIA	LOC110678585|XP_021707316.1|AAEG
OG0000562	LOC108028391|XP_016955694.1|DBIA, LOC108028602|XP_016956010.1|DBIA	LOC5569968|XP_021710058.1|AAEG
OG0000566	LOC108025554|XP_016951579.1|DBIA, LOC108035295|XP_016966352.1|DBIA	LOC5579820|XP_001651051.1|AAEG
OG0000567	LOC108036524|XP_016968230.1|DBIA	LOC5570128|XP_001653107.2|AAEG
OG0000567	LOC108036341|XP_016967890.1|DBIA	LOC5570126|XP_001653106.2|AAEG
OG0000568	LOC108025641|XP_016951666.1|DBIA, LOC108024992|XP_016950735.1|DBIA	LOC5577017|XP_001656302.2|AAEG
OG0000569	LOC108031533|XP_016960557.1|DBIA, LOC108021925|XP_016946238.1|DBIA, LOC108024068|XP_016949325.1|DBIA	LOC5565055|XP_021705510.1|AAEG
OG0000570	LOC108026433|XP_016952858.1|DBIA, LOC108026381|XP_016952790.1|DBIA	LOC5576289|XP_001662579.2|AAEG
OG0000571	LOC108024706|XP_016950279.1|DBIA, LOC108024646|XP_016950187.1|DBIA	LOC5571436|XP_021693888.1|AAEG
OG0000572	LOC108023503|XP_016948532.1|DBIA, LOC108023378|XP_016948276.1|DBIA	LOC5570663|XP_021695778.1|AAEG
OG0000573	LOC108035398|XP_016966506.1|DBIA, LOC108026763|XP_016953392.1|DBIA	LOC5574096|XP_021696111.1|AAEG
OG0000574	LOC108035033|XP_016965867.1|DBIA, LOC108031939|XP_016961209.1|DBIA	LOC5572198|XP_021698798.1|AAEG
OG0000575	LOC108030670|XP_016959185.1|DBIA, LOC108030700|XP_016959227.1|DBIA	LOC5569243|XP_021699828.1|AAEG
OG0000576	LOC108027096|XP_016953803.1|DBIA, LOC108027050|XP_016953747.1|DBIA	LOC5568781|XP_021700712.1|AAEG
OG0000577	LOC108033812|XP_016963922.1|DBIA	LOC5575668|XP_001662127.2|AAEG
OG0000578	LOC108033910|XP_016964069.1|DBIA, LOC108023048|XP_016947778.1|DBIA	LOC5564323|XP_021710053.1|AAEG
OG0000579	LOC108031224|XP_016959949.1|DBIA, LOC108028826|XP_016956304.1|DBIA	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG
OG0000580	LOC108024580|XP_016950068.1|DBIA, LOC108024584|XP_016950075.1|DBIA	LOC23687878|XP_011493518.1|AAEG
OG0000581	LOC108027287|XP_016954167.1|DBIA	LOC5574667|XP_021708899.1|AAEG
OG0000582	LOC108035086|XP_016965992.1|DBIA, LOC108026803|XP_016953454.1|DBIA	LOC5575223|XP_021710179.1|AAEG
OG0000583	LOC108022460|XP_016946856.1|DBIA, LOC108022480|XP_016946920.1|DBIA	LOC5578117|XP_001656815.1|AAEG
OG0000589	LOC108023403|XP_016948342.1|DBIA	LOC5563768|XP_021695117.1|AAEG
OG0000590	LOC108032984|XP_016962550.1|DBIA	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG
OG0000592	LOC108036646|XP_016968411.1|DBIA, LOC108022310|XP_016946659.1|DBIA	LOC5567565|XP_001657556.2|AAEG
OG0000593	LOC108026085|XP_016952273.1|DBIA, LOC108025781|XP_016951888.1|DBIA	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG
OG0000594	LOC108026344|XP_016952738.1|DBIA, LOC108031145|XP_016959848.1|DBIA	LOC5567423|XP_001657403.1|AAEG
OG0000595	LOC108031940|XP_016961210.1|DBIA, LOC108024707|XP_016950285.1|DBIA	LOC5573372|XP_021712996.1|AAEG
OG0000596	LOC108024131|XP_016949403.1|DBIA, LOC108032215|XP_016961564.1|DBIA	LOC5569242|XP_021713275.1|AAEG
OG0000597	LOC108031330|XP_016960071.1|DBIA, LOC108025194|XP_016950992.1|DBIA	LOC5580165|XP_021692926.1|AAEG
OG0000598	LOC108024902|XP_016950560.1|DBIA	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG
OG0000599	LOC108034732|XP_016965161.1|DBIA, LOC108027766|XP_016954817.1|DBIA, LOC108028483|XP_016955838.1|DBIA	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG
OG0000600	LOC108030425|XP_016958800.1|DBIA, LOC108030348|XP_016958702.1|DBIA	LOC5574458|XP_001661472.1|AAEG
OG0000601	LOC108034107|XP_016964373.1|DBIA, LOC108027879|XP_016954986.1|DBIA	LOC110676327|XP_021699471.1|AAEG
OG0000602	LOC108032799|XP_016962295.1|DBIA, LOC108032829|XP_016962334.1|DBIA	LOC5565773|XP_001650121.1|AAEG
OG0000603	LOC108024357|XP_016949750.1|DBIA, LOC108036054|XP_016967485.1|DBIA, LOC108036059|XP_016967491.1|DBIA, LOC108036085|XP_016967524.1|DBIA	LOC5569072|XP_021703041.1|AAEG
OG0000604	LOC108027882|XP_016954987.1|DBIA, LOC108027932|XP_016955049.1|DBIA	LOC5566987|XP_001651390.1|AAEG
OG0000605	LOC108034341|XP_016964713.1|DBIA	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG
OG0000606	LOC108031699|XP_016960848.1|DBIA	LOC5570005|XP_001658888.1|AAEG
OG0000607	LOC108032112|XP_016961434.1|DBIA, LOC108027400|XP_016954327.1|DBIA	LOC5570154|XP_001658956.1|AAEG
OG0000608	LOC108025099|XP_016950851.1|DBIA, LOC108025288|XP_016951159.1|DBIA	LOC5567031|XP_001651423.1|AAEG
OG0000609	LOC108021951|XP_016946267.1|DBIA	LOC5574870|XP_021709064.1|AAEG
OG0000610	LOC108035965|XP_016967271.1|DBIA, LOC108022370|XP_016946740.1|DBIA	LOC5579045|XP_011493105.1|AAEG
OG0000611	LOC108022583|XP_016947095.1|DBIA, LOC108036672|XP_016968444.1|DBIA	LOC5572224|XP_021705793.1|AAEG
OG0000615	LOC108035760|XP_016966949.1|DBIA, LOC108031530|XP_016960554.1|DBIA	LOC5569196|XP_021699444.1|AAEG
OG0000616	LOC108035810|XP_016967045.1|DBIA, LOC108035821|XP_016967057.1|DBIA	LOC5564988|XP_001649322.2|AAEG
OG0000617	LOC108024664|XP_016950220.1|DBIA, LOC108027449|XP_016954389.1|DBIA	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG
OG0000618	LOC108030900|XP_016959566.1|DBIA	LOC5566485|XP_001650875.1|AAEG
OG0000619	LOC108030276|XP_016958593.1|DBIA	LOC5566457|XP_001650838.1|AAEG
