Orthogroup	DBIA.longest_only	DVIR.longest_only
OG0000183	LOC108024098|XP_016949362.1|DBIA	LOC6636939|XP_002060388.2|DVIR
OG0000183	LOC108028157|XP_016955305.1|DBIA	LOC6623592|XP_032290877.1|DVIR
OG0000183	LOC108030920|XP_016959607.1|DBIA	LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC108033641|XP_016963563.1|DBIA	LOC6635619|XP_002059138.1|DVIR
OG0000184	LOC108033749|XP_016963809.1|DBIA	LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC108026035|XP_016952216.1|DBIA	LOC6632994|XP_002056495.1|DVIR
OG0000185	LOC108029531|XP_016957322.1|DBIA	LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000187	LOC108023791|XP_016948919.1|DBIA	LOC6634660|XP_002058113.1|DVIR
OG0000188	LOC108025728|XP_016951795.1|DBIA	LOC6636688|XP_002060166.2|DVIR
OG0000188	LOC108025627|XP_016951652.1|DBIA	LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC108027777|XP_016954829.1|DBIA	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC108023377|XP_016948269.1|DBIA	LOC6636083|XP_032295503.1|DVIR
OG0000189	LOC108033331|XP_016963150.1|DBIA	LOC6633251|XP_032296581.1|DVIR
OG0000190	LOC108036401|XP_016968008.1|DBIA	LOC6625036|XP_032293131.1|DVIR
OG0000190	LOC108024635|XP_016950169.1|DBIA	LOC6633473|XP_032296536.1|DVIR
OG0000190	LOC108036653|XP_016968422.1|DBIA	LOC6625037|XP_002048985.1|DVIR
OG0000191	LOC108030249|XP_016958550.1|DBIA	LOC6635954|XP_032292237.1|DVIR
OG0000191	LOC108029951|XP_016957942.1|DBIA	LOC6630014|XP_002053407.2|DVIR
OG0000191	LOC108022619|XP_016947149.1|DBIA	LOC6625728|XP_002051049.1|DVIR
OG0000192	LOC108025181|XP_016950979.1|DBIA	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR
OG0000192	LOC108028235|XP_016955389.1|DBIA	LOC26530443|XP_015031598.1|DVIR
OG0000192	LOC108027990|XP_016955105.1|DBIA	LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC108029279|XP_016956966.1|DBIA	LOC6628580|XP_002051514.1|DVIR
OG0000193	LOC108034791|XP_016965264.1|DBIA	LOC6622956|XP_032290772.1|DVIR
OG0000195	LOC108023462|XP_016948466.1|DBIA	LOC6632120|XP_002055258.2|DVIR
OG0000195	LOC108029939|XP_016957924.1|DBIA	LOC6625148|XP_002049557.1|DVIR
OG0000196	LOC108034102|XP_016964365.1|DBIA	LOC6635719|XP_032294685.1|DVIR
OG0000196	LOC108034093|XP_016964349.1|DBIA	LOC6635725|XP_002059162.2|DVIR
OG0000196	LOC108034159|XP_016964452.1|DBIA	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC108025839|XP_016951990.1|DBIA	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC108025956|XP_016952148.1|DBIA	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC108025814|XP_016951955.1|DBIA	LOC6633761|XP_032296607.1|DVIR
OG0000198	LOC108029335|XP_016957016.1|DBIA, LOC108029336|XP_016957017.1|DBIA, LOC108029971|XP_016957966.1|DBIA, LOC108030007|XP_016958012.1|DBIA, LOC108029885|XP_016957865.1|DBIA	LOC6635818|XP_032291643.1|DVIR, LOC26530665|XP_015024373.1|DVIR, LOC116650864|XP_032291644.1|DVIR
OG0000199	LOC108022340|XP_016946692.1|DBIA	LOC6625822|XP_002049510.1|DVIR
OG0000199	LOC108022245|XP_016946593.1|DBIA	LOC26531426|XP_032293003.1|DVIR
OG0000200	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA	LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC108031002|XP_016959692.1|DBIA	LOC6635093|XP_002058355.1|DVIR
OG0000201	LOC108032235|XP_016961586.1|DBIA	LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC108025484|XP_016951491.1|DBIA	LOC6630367|XP_002054903.1|DVIR
OG0000202	LOC108028145|XP_016955291.1|DBIA	LOC6627042|XP_002050072.2|DVIR
OG0000202	LOC108028170|XP_016955320.1|DBIA	LOC6627043|XP_002050073.1|DVIR
OG0000203	LOC108022280|XP_016946628.1|DBIA	LOC6625513|XP_002050095.1|DVIR
OG0000203	LOC108022958|XP_016947664.1|DBIA	LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR
OG0000203	LOC108023024|XP_016947746.1|DBIA	LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000204	LOC108022421|XP_016946796.1|DBIA	LOC6635859|XP_032292363.1|DVIR
OG0000204	LOC108028189|XP_016955339.1|DBIA, LOC108028646|XP_016956060.1|DBIA, LOC108028220|XP_016955375.1|DBIA	LOC6623421|XP_032291327.1|DVIR
OG0000205	LOC108026184|XP_016952462.1|DBIA	LOC6631015|XP_002054291.1|DVIR
OG0000205	LOC108031690|XP_016960828.1|DBIA	LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC108022162|XP_016946495.1|DBIA	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC108034269|XP_016964617.1|DBIA	LOC6628108|XP_032294085.1|DVIR
OG0000206	LOC108023096|XP_016947846.1|DBIA	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC108034562|XP_016964980.1|DBIA, LOC108034527|XP_016964942.1|DBIA	LOC6636923|XP_002060378.1|DVIR
OG0000207	LOC108030692|XP_016959216.1|DBIA	LOC6622261|XP_002048176.1|DVIR
OG0000208	LOC108026618|XP_016953092.1|DBIA, LOC108026481|XP_016952919.1|DBIA, LOC108026482|XP_016952920.1|DBIA, LOC108030011|XP_016958014.1|DBIA, LOC108026480|XP_016952918.1|DBIA, LOC108029890|XP_016957869.1|DBIA	LOC6625583|XP_002051033.2|DVIR
OG0000210	LOC108023033|XP_016947761.1|DBIA	LOC6625370|XP_002049066.2|DVIR
OG0000210	LOC108028855|XP_016956330.1|DBIA	LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC108027188|XP_016953977.1|DBIA	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC108033998|XP_016964215.1|DBIA	LOC6629143|XP_002052891.2|DVIR
OG0000212	LOC108033747|XP_016963800.1|DBIA	LOC6635617|XP_015024480.1|DVIR
OG0000213	LOC108028462|XP_016955809.1|DBIA	LOC6623068|XP_002048502.2|DVIR
OG0000213	LOC108021870|XP_016946151.1|DBIA	LOC6625565|XP_032291620.1|DVIR
OG0000214	LOC108023573|XP_016948656.1|DBIA	LOC6631573|XP_032295286.1|DVIR
OG0000214	LOC108026766|XP_016953398.1|DBIA	LOC6636475|XP_002059924.1|DVIR
OG0000214	LOC108025095|XP_016950846.1|DBIA	LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR
OG0000215	LOC108030836|XP_016959450.1|DBIA	LOC6624104|XP_002048315.1|DVIR
OG0000215	LOC108030904|XP_016959571.1|DBIA	LOC6622189|XP_002048316.1|DVIR
OG0000215	LOC108030875|XP_016959519.1|DBIA	LOC26531348|XP_015031731.1|DVIR
OG0000216	LOC108034933|XP_016965685.1|DBIA	LOC116650592|XP_032290561.1|DVIR, LOC6635440|XP_002058980.1|DVIR, LOC6636264|XP_002059733.1|DVIR
OG0000216	LOC108025668|XP_016951695.1|DBIA	LOC6634708|XP_002058265.1|DVIR
OG0000217	LOC108021968|XP_016946294.1|DBIA	LOC6631722|XP_002055164.1|DVIR
OG0000217	LOC108033330|XP_016963105.1|DBIA	LOC6627923|XP_002052798.3|DVIR
OG0000217	LOC108021963|XP_016946288.1|DBIA	LOC6631721|XP_002055163.1|DVIR
OG0000218	LOC108034384|XP_016964758.1|DBIA	LOC6628002|XP_002051791.1|DVIR
OG0000219	LOC108030252|XP_016958560.1|DBIA	LOC6636349|XP_002059948.1|DVIR
OG0000219	LOC108030335|XP_016958687.1|DBIA	LOC6636346|XP_002059945.1|DVIR
OG0000219	LOC108030251|XP_016958559.1|DBIA	LOC6636350|XP_032292022.1|DVIR
OG0000220	LOC108028355|XP_016955607.1|DBIA	LOC6622194|XP_002047863.1|DVIR
OG0000220	LOC108028243|XP_016955413.1|DBIA	LOC6624053|XP_002047860.1|DVIR
OG0000220	LOC108031336|XP_016960090.1|DBIA	LOC116650670|XP_032290905.1|DVIR
OG0000221	LOC108029490|XP_016957247.1|DBIA	LOC6626011|XP_015029932.1|DVIR
OG0000221	LOC108030986|XP_016959675.1|DBIA	LOC6630010|XP_002054772.1|DVIR
OG0000221	LOC108029488|XP_016957245.1|DBIA	LOC6626010|XP_002050155.1|DVIR
OG0000222	LOC108033822|XP_016963936.1|DBIA	LOC6634029|XP_002057493.1|DVIR
OG0000222	LOC108033819|XP_016963932.1|DBIA	LOC6634028|XP_002057492.1|DVIR
OG0000223	LOC108034892|XP_016965592.1|DBIA	LOC6633590|XP_002057268.2|DVIR, LOC6622236|XP_032290893.1|DVIR
OG0000223	LOC108028732|XP_016956186.1|DBIA	LOC6623979|XP_002046280.1|DVIR
OG0000224	LOC108029907|XP_016957887.1|DBIA	LOC6626919|XP_002050973.1|DVIR
OG0000224	LOC108022529|XP_016946995.1|DBIA	LOC6626237|XP_002048861.1|DVIR
OG0000225	LOC108026127|XP_016952319.1|DBIA	LOC6630655|XP_032292178.1|DVIR
OG0000225	LOC108026126|XP_016952318.1|DBIA	LOC26531229|XP_015027874.1|DVIR
OG0000225	LOC108026129|XP_016952321.1|DBIA	LOC6630654|XP_002053310.2|DVIR
OG0000226	LOC108035347|XP_016966427.1|DBIA	LOC116650738|XP_032291156.1|DVIR
OG0000226	LOC108035350|XP_016966431.1|DBIA	LOC6622073|XP_002047064.1|DVIR
OG0000228	LOC108027957|XP_016955072.1|DBIA	LOC6635236|XP_002058764.1|DVIR
OG0000228	LOC108032882|XP_016962394.1|DBIA	LOC6632952|XP_002056569.2|DVIR
OG0000228	LOC108027508|XP_016954440.1|DBIA, LOC108028996|XP_016956528.1|DBIA	LOC6628603|XP_002052164.1|DVIR
OG0000229	LOC108024347|XP_016949737.1|DBIA	LOC6629782|XP_032294976.1|DVIR
OG0000229	LOC108025612|XP_016951672.1|DBIA, LOC108027427|XP_016954400.1|DBIA	LOC26531779|XP_032289324.1|DVIR
OG0000229	LOC108027264|XP_016954123.1|DBIA	LOC6632650|XP_032289576.1|DVIR
OG0000230	LOC108036219|XP_016967700.1|DBIA	LOC116650991|XP_032292345.1|DVIR, LOC6625002|XP_032292342.1|DVIR
OG0000231	LOC108036699|XP_016968477.1|DBIA, LOC108033301|XP_016963059.1|DBIA, LOC108034304|XP_016964659.1|DBIA, LOC108036810|XP_016968646.1|DBIA, LOC108025772|XP_016951862.1|DBIA, LOC108036701|XP_016968479.1|DBIA	LOC6622562|XP_015030559.1|DVIR, LOC6622423|XP_002047941.1|DVIR
OG0000232	LOC108030009|XP_016958013.1|DBIA	LOC6625772|XP_002050474.1|DVIR
OG0000232	LOC108029997|XP_016958000.1|DBIA	LOC6625771|XP_002050473.1|DVIR
OG0000233	LOC108025539|XP_016951556.1|DBIA	LOC6626147|XP_002050902.1|DVIR
OG0000233	LOC108025726|XP_016951794.1|DBIA	LOC6631062|XP_002054228.2|DVIR
OG0000233	LOC108023891|XP_016949066.1|DBIA	LOC6631073|XP_002054229.1|DVIR
OG0000234	LOC108022414|XP_016946790.1|DBIA, LOC108022415|XP_016946791.1|DBIA	LOC26531087|XP_015030279.1|DVIR
OG0000234	LOC108022252|XP_016946599.1|DBIA	LOC6627068|XP_002050187.2|DVIR
OG0000235	LOC108023850|XP_016948983.1|DBIA, LOC108024812|XP_016950425.1|DBIA	LOC6631091|XP_032295419.1|DVIR
OG0000235	LOC108023892|XP_016949067.1|DBIA, LOC108023868|XP_016949036.1|DBIA	LOC6631090|XP_002054050.1|DVIR, LOC6630947|XP_002054049.1|DVIR
OG0000236	LOC108028955|XP_016956482.1|DBIA	LOC6627591|XP_002052822.1|DVIR
OG0000236	LOC108033302|XP_016963061.1|DBIA	LOC6627949|XP_002051422.1|DVIR
OG0000236	LOC108025864|XP_016952021.1|DBIA	LOC6634448|XP_002058167.1|DVIR
OG0000237	LOC108030183|XP_016958419.1|DBIA	LOC6624901|XP_032291939.1|DVIR
OG0000237	LOC108028944|XP_016956452.1|DBIA	LOC6633387|XP_032296418.1|DVIR
OG0000238	LOC108033953|XP_016964136.1|DBIA, LOC108033952|XP_016964134.1|DBIA	LOC6628818|XP_032293952.1|DVIR
OG0000238	LOC108033954|XP_016964137.1|DBIA	LOC6628817|XP_002052067.2|DVIR
OG0000239	LOC108024831|XP_016950452.1|DBIA, LOC108027322|XP_016954216.1|DBIA	LOC6630127|XP_002053679.1|DVIR, LOC6636953|XP_032294281.1|DVIR
OG0000240	LOC108032068|XP_016961375.1|DBIA	LOC6633209|XP_002056696.2|DVIR
OG0000240	LOC108032118|XP_016961440.1|DBIA	LOC6632973|XP_032289819.1|DVIR
OG0000240	LOC108027311|XP_016954194.1|DBIA	LOC6633197|XP_032289814.1|DVIR
OG0000241	LOC108030565|XP_016958952.1|DBIA	LOC6623432|XP_032291133.1|DVIR
OG0000243	LOC108027136|XP_016953842.1|DBIA	LOC6622730|XP_002046460.1|DVIR, LOC6622674|XP_002046459.1|DVIR, LOC6622683|XP_002046458.1|DVIR, LOC6622694|XP_002046456.1|DVIR
OG0000243	LOC108030553|XP_016958935.1|DBIA	LOC6622565|XP_002048166.1|DVIR, LOC26531603|XP_015031774.1|DVIR
OG0000244	LOC108032260|XP_016961615.1|DBIA, LOC108031119|XP_016959820.1|DBIA	LOC6630156|XP_032295250.1|DVIR, LOC116651869|XP_032295004.1|DVIR
OG0000244	LOC108032229|XP_016961581.1|DBIA	LOC26531487|XP_015027905.1|DVIR, LOC6630012|XP_002054774.2|DVIR, LOC26531835|XP_015027950.1|DVIR, LOC26531187|XP_015027869.1|DVIR, LOC6630011|XP_002054773.2|DVIR, LOC6630155|XP_002054775.1|DVIR
OG0000246	LOC108022548|XP_016947021.1|DBIA	LOC26530794|XP_015030247.1|DVIR, LOC6625327|XP_002049054.1|DVIR, LOC6625383|XP_002049493.2|DVIR
OG0000247	LOC108035393|XP_016966495.1|DBIA, LOC108035601|XP_016966768.1|DBIA	LOC6632971|XP_002056702.1|DVIR, LOC6632970|XP_002056701.1|DVIR, LOC6632969|XP_002056700.1|DVIR, LOC6632967|XP_002056698.1|DVIR, LOC6632968|XP_002056699.1|DVIR
OG0000248	LOC108028594|XP_016955997.1|DBIA	LOC6623124|XP_015031180.1|DVIR
OG0000248	LOC108028435|XP_016955754.1|DBIA	LOC6623417|XP_002046805.1|DVIR
OG0000248	LOC108022242|XP_016946589.1|DBIA	LOC6626865|XP_002049256.2|DVIR
OG0000249	LOC108036109|XP_016967572.1|DBIA	LOC6629225|XP_002051945.1|DVIR
OG0000249	LOC108036108|XP_016967571.1|DBIA	LOC6629224|XP_002051944.1|DVIR
OG0000249	LOC108036107|XP_016967570.1|DBIA	LOC6629223|XP_002051943.2|DVIR
OG0000250	LOC108036776|XP_016968604.1|DBIA	LOC6627360|XP_002051667.1|DVIR
OG0000250	LOC108036784|XP_016968616.1|DBIA	LOC6627364|XP_002051671.1|DVIR
OG0000250	LOC108036775|XP_016968603.1|DBIA	LOC116649743|XP_015028230.1|DVIR
OG0000251	LOC108024144|XP_016949420.1|DBIA	LOC6634673|XP_002057989.3|DVIR
OG0000251	LOC108022281|XP_016946629.1|DBIA	LOC6626658|XP_002049469.2|DVIR
OG0000251	LOC108029458|XP_016957202.1|DBIA	LOC26530573|XP_015031625.1|DVIR
OG0000252	LOC108022303|XP_016946652.1|DBIA	LOC6627158|XP_002049733.1|DVIR
OG0000252	LOC108022148|XP_016946479.1|DBIA	LOC6627021|XP_002049731.3|DVIR
OG0000252	LOC108022309|XP_016946658.1|DBIA	LOC6627157|XP_002049732.1|DVIR
OG0000253	LOC108029908|XP_016957888.1|DBIA, LOC108029930|XP_016957913.1|DBIA	LOC6622395|XP_002046403.1|DVIR, LOC116650655|XP_032290826.1|DVIR
OG0000253	LOC108029929|XP_016957912.1|DBIA	LOC6627456|XP_002052478.1|DVIR
OG0000254	LOC108022055|XP_016946389.1|DBIA	LOC6625234|XP_032291816.1|DVIR
OG0000255	LOC108022609|XP_016947134.1|DBIA	LOC116651211|XP_032292973.1|DVIR
OG0000255	LOC108023004|XP_016947724.1|DBIA, LOC108022610|XP_016947135.1|DBIA	LOC6626368|XP_015029462.2|DVIR, LOC6626370|XP_032292972.1|DVIR
OG0000256	LOC108030226|XP_016958505.1|DBIA	LOC6627201|XP_002050273.1|DVIR
OG0000256	LOC108030295|XP_016958616.1|DBIA	LOC116650982|XP_032292277.1|DVIR, LOC6627199|XP_002050271.1|DVIR, LOC6626430|XP_032292278.1|DVIR, LOC6626429|XP_015029965.1|DVIR
OG0000257	LOC108026531|XP_016952968.1|DBIA	LOC6626938|XP_032293079.1|DVIR
OG0000258	LOC108030040|XP_016958101.1|DBIA	LOC6636509|XP_002059989.2|DVIR
OG0000258	LOC108030039|XP_016958100.1|DBIA	LOC6636510|XP_002059990.1|DVIR
OG0000258	LOC108030041|XP_016958102.1|DBIA	LOC6636512|XP_032292687.1|DVIR
OG0000258	LOC108030042|XP_016958103.1|DBIA	LOC6636511|XP_002059991.2|DVIR
OG0000259	LOC108024305|XP_016949696.1|DBIA, LOC108024367|XP_016949760.1|DBIA	LOC6630151|XP_002054182.2|DVIR
OG0000259	LOC108036705|XP_016968489.1|DBIA, LOC108036706|XP_016968492.1|DBIA, LOC108033391|XP_016963199.1|DBIA	LOC6627389|XP_032293731.1|DVIR
OG0000260	LOC108026060|XP_016952243.1|DBIA	LOC6630652|XP_002053308.1|DVIR
OG0000260	LOC108029587|XP_016957441.1|DBIA	LOC6625847|XP_002049644.1|DVIR
OG0000262	LOC108028657|XP_016956072.1|DBIA	LOC6623475|XP_002047311.1|DVIR
OG0000262	LOC108028536|XP_016955922.1|DBIA	LOC6623348|XP_002047310.2|DVIR
OG0000262	LOC108030253|XP_016958561.1|DBIA, LOC108030274|XP_016958589.1|DBIA	LOC6626192|XP_032292618.1|DVIR
OG0000263	LOC108022977|XP_016947690.1|DBIA	LOC6626715|XP_032292118.1|DVIR
OG0000263	LOC108028756|XP_016956217.1|DBIA	LOC6623481|XP_032291452.1|DVIR
OG0000264	LOC108032965|XP_016962525.1|DBIA, LOC108032964|XP_016962523.1|DBIA	LOC6632139|XP_002055391.2|DVIR
OG0000264	LOC108025267|XP_016951117.1|DBIA	LOC6632881|XP_032289574.1|DVIR
OG0000265	LOC108028014|XP_016955137.1|DBIA, LOC108023109|XP_016947864.1|DBIA, LOC108022360|XP_016946731.1|DBIA, LOC108036181|XP_016967660.1|DBIA, LOC108029853|XP_016957831.1|DBIA, LOC108028106|XP_016955241.1|DBIA	LOC6622700|XP_032290197.1|DVIR
OG0000266	LOC108030457|XP_016958839.1|DBIA	LOC116651031|XP_032292515.1|DVIR, LOC26531116|XP_032292046.1|DVIR
OG0000266	LOC108036726|XP_016968514.1|DBIA	LOC26530463|XP_015028815.1|DVIR
OG0000266	LOC108030454|XP_016958836.1|DBIA	LOC26531457|XP_015030338.1|DVIR
OG0000267	LOC108025486|XP_016951489.1|DBIA	LOC6629498|XP_002054518.1|DVIR
OG0000267	LOC108025058|XP_016950803.1|DBIA	LOC6629497|XP_002054517.1|DVIR
OG0000268	LOC108027027|XP_016953711.1|DBIA	LOC6635177|XP_002058581.2|DVIR
OG0000269	LOC108024719|XP_016950299.1|DBIA	LOC6631177|XP_002054307.1|DVIR
OG0000269	LOC108026384|XP_016952794.1|DBIA, LOC108025969|XP_016952152.1|DBIA, LOC108026112|XP_016952301.1|DBIA	LOC6630419|XP_002053294.3|DVIR
OG0000270	LOC108022221|XP_016946564.1|DBIA	LOC6626665|XP_015029075.1|DVIR
OG0000271	LOC108027100|XP_016953810.1|DBIA	LOC6628246|XP_002051457.1|DVIR
OG0000271	LOC108022637|XP_016947181.1|DBIA	LOC26531775|XP_015030365.1|DVIR
OG0000271	LOC108026672|XP_016953230.1|DBIA	LOC6636469|XP_002059918.1|DVIR
OG0000272	LOC108034828|XP_016965426.1|DBIA, LOC108028011|XP_016955129.1|DBIA	LOC6622416|XP_032291254.1|DVIR
OG0000272	LOC108024900|XP_016950550.1|DBIA	LOC6636259|XP_015024101.1|DVIR
OG0000273	LOC108026225|XP_016952546.1|DBIA	LOC6629857|XP_002053180.2|DVIR
OG0000273	LOC108033841|XP_016963956.1|DBIA	LOC6628490|XP_002052037.2|DVIR
OG0000273	LOC108031493|XP_016960475.1|DBIA	LOC6632693|XP_002056664.2|DVIR
OG0000274	LOC108022261|XP_016946609.1|DBIA, LOC108022214|XP_016946556.1|DBIA	LOC6626586|XP_002049765.1|DVIR, LOC6626585|XP_002049764.1|DVIR
OG0000274	LOC108029405|XP_016957127.1|DBIA	LOC6626968|XP_002048711.1|DVIR
OG0000276	LOC108036204|XP_016967685.1|DBIA, LOC108036238|XP_016967735.1|DBIA, LOC108036431|XP_016968058.1|DBIA, LOC108029873|XP_016957852.1|DBIA	LOC6628496|XP_002051491.1|DVIR, LOC6627610|XP_002051977.2|DVIR, LOC6626086|XP_002049024.2|DVIR
OG0000277	LOC108031016|XP_016959705.1|DBIA, LOC108030967|XP_016959656.1|DBIA, LOC108031018|XP_016959707.1|DBIA, LOC108031017|XP_016959706.1|DBIA	LOC116651878|XP_032295046.1|DVIR, LOC6634965|XP_002058712.2|DVIR
OG0000279	LOC108034543|XP_016964958.1|DBIA	LOC6623340|XP_002046755.1|DVIR
OG0000279	LOC108035560|XP_016966717.1|DBIA	LOC6623389|XP_002046756.1|DVIR
OG0000280	LOC108024926|XP_016950613.1|DBIA	LOC6622634|XP_002047527.2|DVIR
OG0000280	LOC108024924|XP_016950611.1|DBIA	LOC6622631|XP_002047526.2|DVIR
OG0000280	LOC108024925|XP_016950612.1|DBIA	LOC6622669|XP_002047528.2|DVIR
OG0000281	LOC108028614|XP_016956023.1|DBIA	LOC6623709|XP_002047338.1|DVIR
OG0000281	LOC108025647|XP_016951674.1|DBIA	LOC6634459|XP_002057947.1|DVIR
OG0000281	LOC108027527|XP_016954460.1|DBIA	LOC6635459|XP_002058967.1|DVIR
OG0000282	LOC108035460|XP_016966590.1|DBIA	LOC6623297|XP_002047774.1|DVIR
OG0000282	LOC108024080|XP_016949344.1|DBIA	LOC6633389|XP_002056800.2|DVIR
OG0000283	LOC108029964|XP_016957956.1|DBIA	LOC6626287|XP_002049224.1|DVIR
OG0000283	LOC108025232|XP_016951068.1|DBIA	LOC6630450|XP_002053911.1|DVIR
OG0000284	LOC108032684|XP_016962148.1|DBIA	LOC6634264|XP_032293579.1|DVIR
OG0000284	LOC108032798|XP_016962293.1|DBIA	LOC6634169|XP_032289004.1|DVIR
OG0000285	LOC108030288|XP_016958608.1|DBIA	LOC6627167|XP_002050952.1|DVIR
OG0000285	LOC108030289|XP_016958609.1|DBIA	LOC6627166|XP_002050951.1|DVIR
OG0000286	LOC108033818|XP_016963931.1|DBIA	LOC6634030|XP_032289046.1|DVIR
OG0000286	LOC108033820|XP_016963933.1|DBIA	LOC6634027|XP_002057491.1|DVIR
OG0000286	LOC108033821|XP_016963935.1|DBIA	LOC6634041|XP_002057495.2|DVIR
OG0000287	LOC108033109|XP_016962801.1|DBIA	LOC6631524|XP_002055331.2|DVIR
OG0000287	LOC108033112|XP_016962804.1|DBIA	LOC6631510|XP_002055329.1|DVIR
OG0000287	LOC108033113|XP_016962805.1|DBIA	LOC6631523|XP_002055330.3|DVIR
OG0000288	LOC108032328|XP_016961626.1|DBIA, LOC108032558|XP_016961927.1|DBIA, LOC108032329|XP_016961628.1|DBIA, LOC108032331|XP_016961630.1|DBIA, LOC108032559|XP_016961928.1|DBIA, LOC108032330|XP_016961629.1|DBIA	LOC26530596|XP_032293590.1|DVIR, LOC6628811|XP_002051234.1|DVIR
OG0000289	LOC108035261|XP_016966308.1|DBIA	LOC6636587|XP_002060024.2|DVIR
OG0000289	LOC108034600|XP_016965022.1|DBIA	LOC6636555|XP_002060059.2|DVIR
OG0000290	LOC108022542|XP_016947009.1|DBIA, LOC108022054|XP_016946388.1|DBIA, LOC108022053|XP_016946387.1|DBIA, LOC108022052|XP_016946386.1|DBIA	LOC26530682|XP_015031635.1|DVIR, LOC6623767|XP_002047815.2|DVIR
OG0000291	LOC108028261|XP_016955442.1|DBIA	LOC6622384|XP_002047930.1|DVIR
OG0000292	LOC108023054|XP_016947790.1|DBIA	LOC6625271|XP_002049362.1|DVIR, LOC6627221|XP_002049850.1|DVIR, LOC6627220|XP_002049849.2|DVIR, LOC6625512|XP_002049848.1|DVIR
OG0000292	LOC108035910|XP_016967166.1|DBIA	LOC6622738|XP_002048459.1|DVIR
OG0000293	LOC108024441|XP_016949848.1|DBIA	LOC6630605|XP_002054480.1|DVIR, LOC6630029|XP_002054479.2|DVIR
OG0000293	LOC108024468|XP_016949876.1|DBIA	LOC6629112|XP_002052606.1|DVIR
OG0000294	LOC108032544|XP_016961911.1|DBIA	LOC6634166|XP_032289001.1|DVIR
OG0000294	LOC108025698|XP_016951724.1|DBIA	LOC6631395|XP_015026374.1|DVIR
OG0000295	LOC108022785|XP_016947399.1|DBIA	LOC6625008|XP_002049758.1|DVIR
OG0000295	LOC108024428|XP_016949835.1|DBIA	LOC6629789|XP_002054751.1|DVIR
OG0000295	LOC108022730|XP_016947308.1|DBIA	LOC6625890|XP_002050361.2|DVIR
OG0000295	LOC108029694|XP_016957645.1|DBIA	LOC116651089|XP_032292733.1|DVIR
OG0000296	LOC108033475|XP_016963302.1|DBIA	LOC6628745|XP_002051561.1|DVIR
OG0000296	LOC108028376|XP_016955663.1|DBIA	LOC6636845|XP_002060317.1|DVIR
OG0000296	LOC108025863|XP_016952020.1|DBIA	LOC6632044|XP_002055241.1|DVIR
OG0000298	LOC108025643|XP_016951668.1|DBIA	LOC6631929|XP_002055477.1|DVIR
OG0000298	LOC108025663|XP_016951691.1|DBIA	LOC6631930|XP_002055478.1|DVIR
OG0000298	LOC108025670|XP_016951697.1|DBIA	LOC6623045|XP_002047090.1|DVIR
OG0000299	LOC108024823|XP_016950445.1|DBIA	LOC6632241|XP_032289479.1|DVIR
OG0000299	LOC108023002|XP_016947727.1|DBIA	LOC6632243|XP_032289601.1|DVIR
OG0000300	LOC108028563|XP_016955958.1|DBIA	LOC6623993|XP_002048402.3|DVIR
OG0000300	LOC108028562|XP_016955957.1|DBIA	LOC26530779|XP_032290045.1|DVIR
OG0000300	LOC108027973|XP_016955087.1|DBIA	LOC6622311|XP_002048403.1|DVIR
OG0000301	LOC108036021|XP_016967436.1|DBIA	LOC6623814|XP_002047905.1|DVIR
OG0000301	LOC108033297|XP_016963053.1|DBIA	LOC6629144|XP_002052892.1|DVIR
OG0000302	LOC108028316|XP_016955534.1|DBIA	LOC6624313|XP_015030738.1|DVIR
OG0000302	LOC108028317|XP_016955535.1|DBIA	LOC6624371|XP_002047166.1|DVIR
OG0000303	LOC108030534|XP_016958916.1|DBIA	LOC6623695|XP_032289998.1|DVIR
OG0000303	LOC108036768|XP_016968597.1|DBIA	LOC6628429|XP_002051868.1|DVIR
