Orthogroup	DBIA.longest_only	DEUG.longest_only
OG0000918	LOC108032861|XP_016962354.1|DBIA	LOC108113660|XP_017079822.1|DEUG
OG0000918	LOC108027669|XP_016954703.1|DBIA	LOC108110546|XP_017075124.1|DEUG
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC108115190|XP_017082000.1|DEUG
OG0000921	LOC108023465|XP_016948470.1|DBIA	LOC108103635|XP_017064673.1|DEUG
OG0000921	LOC108023469|XP_016948475.1|DBIA	LOC108103626|XP_017064662.1|DEUG
OG0000922	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA	LOC108108201|XP_017071642.1|DEUG
OG0000923	LOC108028090|XP_016955223.1|DBIA	LOC108108437|XP_017071980.1|DEUG
OG0000923	LOC108031671|XP_016960800.1|DBIA	LOC108109472|XP_017073485.1|DEUG
OG0000924	LOC108034936|XP_016965734.1|DBIA	LOC108103844|XP_017065029.1|DEUG
OG0000925	LOC108025092|XP_016950843.1|DBIA	LOC108113489|XP_017079564.1|DEUG
OG0000925	LOC108025088|XP_016950838.1|DBIA	LOC108113487|XP_017079562.1|DEUG
OG0000926	LOC108027133|XP_016953840.1|DBIA	LOC108116593|XP_017084028.1|DEUG
OG0000926	LOC108026094|XP_016952283.1|DBIA	LOC108116289|XP_017083566.1|DEUG
OG0000927	LOC108025319|XP_016951219.1|DBIA	LOC108113536|XP_017079620.1|DEUG
OG0000927	LOC108025318|XP_016951217.1|DBIA	LOC108113520|XP_017079601.1|DEUG
OG0000928	LOC108032695|XP_016962158.1|DBIA	LOC108111220|XP_017076109.1|DEUG
OG0000928	LOC108032696|XP_016962162.1|DBIA	LOC108110518|XP_017075087.1|DEUG
OG0000929	LOC108029241|XP_016956925.1|DBIA	LOC108111110|XP_017075948.1|DEUG
OG0000929	LOC108029242|XP_016956926.1|DBIA	LOC108111112|XP_017075949.1|DEUG
OG0000930	LOC108030663|XP_016959174.1|DBIA	LOC108114408|XP_017080872.1|DEUG
OG0000931	LOC108022289|XP_016946637.1|DBIA	LOC108112320|XP_017077638.1|DEUG
OG0000931	LOC108032440|XP_016961753.1|DBIA	LOC108105142|XP_017067064.1|DEUG
OG0000932	LOC108028073|XP_016955203.1|DBIA	LOC108113974|XP_017080181.1|DEUG
OG0000932	LOC108028103|XP_016955239.1|DBIA	LOC108113987|XP_017080218.1|DEUG
OG0000933	LOC108022179|XP_016946520.1|DBIA	LOC108108917|XP_017072657.1|DEUG
OG0000933	LOC108023095|XP_016947845.1|DBIA	LOC108108931|XP_017072674.1|DEUG
OG0000934	LOC108029734|XP_016957710.1|DBIA	LOC108113366|XP_017079426.1|DEUG
OG0000934	LOC108029735|XP_016957711.1|DBIA	LOC108113401|XP_017079448.1|DEUG
OG0000935	LOC108024492|XP_016949915.1|DBIA	LOC108115973|XP_017083115.1|DEUG
OG0000936	LOC108023944|XP_016949121.1|DBIA	LOC108102897|XP_017063591.1|DEUG
OG0000937	LOC108025470|XP_016951462.1|DBIA	LOC108115875|XP_017082995.1|DEUG
OG0000938	LOC108022327|XP_016946677.1|DBIA	LOC108112242|XP_017077553.1|DEUG
OG0000938	LOC108026675|XP_016953240.1|DBIA	LOC108110056|XP_017074422.1|DEUG
OG0000939	LOC108033849|XP_016963972.1|DBIA	LOC108107034|XP_017069881.1|DEUG
OG0000939	LOC108036720|XP_016968510.1|DBIA	LOC108106826|XP_017069552.1|DEUG
OG0000940	LOC108021992|XP_016946321.1|DBIA	LOC108104951|XP_017066806.1|DEUG
OG0000940	LOC108031095|XP_016959796.1|DBIA	LOC108102822|XP_017063497.1|DEUG
OG0000941	LOC108025168|XP_016950935.1|DBIA	LOC108111311|XP_017076194.1|DEUG
OG0000941	LOC108023734|XP_016948861.1|DBIA	LOC108103183|XP_017064058.1|DEUG
OG0000942	LOC108028254|XP_016955428.1|DBIA	LOC108114184|XP_017080479.1|DEUG
OG0000943	LOC108030082|XP_016958208.1|DBIA	LOC108106333|XP_017068795.1|DEUG
OG0000944	LOC108024028|XP_016949284.1|DBIA	LOC108103020|XP_017063835.1|DEUG
OG0000944	LOC108032445|XP_016961759.1|DBIA	LOC108105760|XP_017067969.1|DEUG
OG0000945	LOC108029172|XP_016956812.1|DBIA	LOC108102796|XP_017063456.1|DEUG
OG0000945	LOC108029257|XP_016956945.1|DBIA	LOC108102795|XP_017063454.1|DEUG
OG0000946	LOC108036735|XP_016968529.1|DBIA	LOC108118336|XP_017086460.1|DEUG
OG0000947	LOC108026655|XP_016953181.1|DBIA	LOC108107268|XP_017070188.1|DEUG
OG0000948	LOC108035440|XP_016966563.1|DBIA	LOC108108096|XP_017071482.1|DEUG
OG0000949	LOC108032391|XP_016961736.1|DBIA	LOC108118376|XP_017086538.1|DEUG
OG0000949	LOC108032497|XP_016961846.1|DBIA	LOC108103937|XP_017065184.1|DEUG
OG0000950	LOC108027072|XP_016953775.1|DBIA	LOC108115087|XP_017081824.1|DEUG
OG0000951	LOC108027414|XP_016954341.1|DBIA	LOC108111789|XP_017076864.1|DEUG
OG0000952	LOC108034291|XP_016964640.1|DBIA	LOC108104125|XP_017065516.1|DEUG
OG0000954	LOC108029423|XP_016957156.1|DBIA	LOC108111612|XP_017076629.1|DEUG
OG0000955	LOC108024331|XP_016949722.1|DBIA	LOC108108828|XP_017072514.1|DEUG, LOC108108820|XP_017072506.1|DEUG
OG0000955	LOC108024332|XP_016949723.1|DBIA	LOC108108819|XP_017072505.1|DEUG, LOC108108826|XP_017072511.1|DEUG
OG0000956	LOC108032080|XP_016961392.1|DBIA	LOC108108953|XP_017072699.1|DEUG, LOC108117037|XP_017084695.1|DEUG
OG0000956	LOC108032176|XP_016961518.1|DBIA	LOC108117031|XP_017084688.1|DEUG
OG0000957	LOC108022105|XP_016946437.1|DBIA	LOC108112090|XP_017077329.1|DEUG
OG0000957	LOC108022106|XP_016946438.1|DBIA	LOC108112091|XP_017077330.1|DEUG
OG0000958	LOC108024911|XP_016950590.1|DBIA	LOC108116919|XP_017084547.1|DEUG
OG0000958	LOC108022365|XP_016946735.1|DBIA	LOC108107239|XP_017070146.1|DEUG
OG0000959	LOC108035876|XP_016967115.1|DBIA	LOC108108435|XP_017071978.1|DEUG
OG0000959	LOC108025390|XP_016951352.1|DBIA	LOC108115783|XP_017082845.1|DEUG
OG0000960	LOC108023246|XP_016948014.1|DBIA	LOC108102431|XP_017062898.1|DEUG
OG0000961	LOC108030558|XP_016958942.1|DBIA	LOC108117343|XP_017085206.1|DEUG
OG0000961	LOC108030561|XP_016958947.1|DBIA	LOC108117345|XP_017085208.1|DEUG
OG0000962	LOC108024391|XP_016949791.1|DBIA	LOC108116545|XP_017083972.1|DEUG
OG0000962	LOC108024408|XP_016949812.1|DBIA	LOC108116560|XP_017083989.1|DEUG
OG0000962	LOC108024382|XP_016949775.1|DBIA	LOC108116535|XP_017083962.1|DEUG
OG0000962	LOC108024335|XP_016949725.1|DBIA	LOC108116544|XP_017083971.1|DEUG
OG0000963	LOC108035825|XP_016967064.1|DBIA	LOC108109926|XP_017074215.1|DEUG
OG0000964	LOC108035768|XP_016966961.1|DBIA	LOC108109937|XP_017074227.1|DEUG
OG0000965	LOC108023687|XP_016948797.1|DBIA	LOC108103191|XP_017064067.1|DEUG
OG0000966	LOC108029326|XP_016957010.1|DBIA	LOC108106415|XP_017068927.1|DEUG
OG0000966	LOC108025117|XP_016950871.1|DBIA	LOC108113491|XP_017079566.1|DEUG
OG0000968	LOC108035402|XP_016966511.1|DBIA	LOC108114660|XP_017081227.1|DEUG
OG0000969	LOC108022171|XP_016946505.1|DBIA	LOC108109079|XP_017072930.1|DEUG
OG0000969	LOC108025129|XP_016950886.1|DBIA	LOC108104219|XP_017065651.1|DEUG
OG0000970	LOC108026396|XP_016952808.1|DBIA	LOC108116088|XP_017083295.1|DEUG
OG0000971	LOC108034965|XP_016965767.1|DBIA	LOC108118496|XP_017086720.1|DEUG
OG0000972	LOC108028304|XP_016955515.1|DBIA	LOC108108076|XP_017071447.1|DEUG
OG0000972	LOC108023245|XP_016948013.1|DBIA	LOC108103311|XP_017064223.1|DEUG
OG0000973	LOC108025685|XP_016951709.1|DBIA	LOC108118147|XP_017086193.1|DEUG
OG0000974	LOC108034728|XP_016965156.1|DBIA	LOC108107667|XP_017070743.1|DEUG
OG0000975	LOC108024728|XP_016950310.1|DBIA	LOC108116248|XP_017083527.1|DEUG, LOC108116439|XP_017083835.1|DEUG
OG0000976	LOC108031403|XP_016960276.1|DBIA	LOC108109479|XP_017073496.1|DEUG
OG0000977	LOC108032003|XP_016961288.1|DBIA	LOC108105603|XP_017067767.1|DEUG
OG0000978	LOC108036251|XP_016967749.1|DBIA	LOC108112464|XP_017077806.1|DEUG
OG0000978	LOC108024518|XP_016949958.1|DBIA	LOC108116341|XP_017083645.1|DEUG
OG0000979	LOC108026659|XP_016953187.1|DBIA	LOC108112967|XP_017078858.1|DEUG
OG0000980	LOC108025193|XP_016950991.1|DBIA	LOC108115779|XP_017082839.1|DEUG
OG0000980	LOC108030947|XP_016959635.1|DBIA	LOC108115719|XP_017082782.1|DEUG
OG0000981	LOC108033460|XP_016963284.1|DBIA	LOC108110945|XP_017075728.1|DEUG
OG0000982	LOC108025034|XP_016950778.1|DBIA	LOC108116249|XP_017083528.1|DEUG
OG0000982	LOC108031626|XP_016960720.1|DBIA	LOC108110551|XP_017075133.1|DEUG
OG0000982	LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA	LOC108111763|XP_017076816.1|DEUG
OG0000984	LOC108025983|XP_016952165.1|DBIA	LOC108113716|XP_017079886.1|DEUG
OG0000985	LOC108022061|XP_016946395.1|DBIA	LOC108112578|XP_017078088.1|DEUG
OG0000985	LOC108022060|XP_016946393.1|DBIA	LOC108112580|XP_017078089.1|DEUG
OG0000986	LOC108033663|XP_016963594.1|DBIA	LOC108118398|XP_017086563.1|DEUG
OG0000986	LOC108033370|XP_016963177.1|DBIA	LOC108114777|XP_017081376.1|DEUG
OG0000987	LOC108032487|XP_016961796.1|DBIA	LOC108110631|XP_017075218.1|DEUG
OG0000988	LOC108034136|XP_016964414.1|DBIA	LOC108104090|XP_017065474.1|DEUG
OG0000990	LOC108024263|XP_016949639.1|DBIA	LOC108105098|XP_017067022.1|DEUG
OG0000991	LOC108033083|XP_016962746.1|DBIA	LOC108118074|XP_017086105.1|DEUG
OG0000992	LOC108036245|XP_016967742.1|DBIA	LOC108112460|XP_017077801.1|DEUG
OG0000992	LOC108024866|XP_016950497.1|DBIA	LOC108108846|XP_017072550.1|DEUG
OG0000993	LOC108025362|XP_016951311.1|DBIA	LOC108111286|XP_017076163.1|DEUG
OG0000993	LOC108025013|XP_016950757.1|DBIA	LOC108111386|XP_017076309.1|DEUG
OG0000994	LOC108033218|XP_016962970.1|DBIA	LOC108103202|XP_017064080.1|DEUG
OG0000995	LOC108033495|XP_016963323.1|DBIA	LOC108115348|XP_017082259.1|DEUG
OG0000996	LOC108030191|XP_016958431.1|DBIA	LOC108106517|XP_017069101.1|DEUG
OG0000997	LOC108036898|XP_016968767.1|DBIA	LOC108113114|XP_017079100.1|DEUG
OG0000998	LOC108027963|XP_016955080.1|DBIA	LOC108104719|XP_017066435.1|DEUG
OG0000999	LOC108022270|XP_016946617.1|DBIA	LOC108112259|XP_017077571.1|DEUG
OG0000999	LOC108023695|XP_016948808.1|DBIA	LOC108105469|XP_017067557.1|DEUG
OG0001000	LOC108022035|XP_016946370.1|DBIA	LOC108103181|XP_017064060.1|DEUG
OG0001001	LOC108026741|XP_016953350.1|DBIA	LOC108112630|XP_017078225.1|DEUG
OG0001002	LOC108034190|XP_016964501.1|DBIA	LOC108105709|XP_017067910.1|DEUG
OG0001003	LOC108036864|XP_016968729.1|DBIA	LOC108113825|XP_017080023.1|DEUG
OG0001003	LOC108029597|XP_016957458.1|DBIA	LOC108104544|XP_017066173.1|DEUG
OG0001004	LOC108027003|XP_016953691.1|DBIA	LOC108110251|XP_017074728.1|DEUG
OG0001004	LOC108031123|XP_016959824.1|DBIA	LOC108110394|XP_017074943.1|DEUG
OG0001005	LOC108033263|XP_016963019.1|DBIA	LOC108106840|XP_017069567.1|DEUG
OG0001005	LOC108023450|XP_016948430.1|DBIA	LOC108104413|XP_017065956.1|DEUG
OG0001006	LOC108031212|XP_016959936.1|DBIA	LOC108116160|XP_017083384.1|DEUG
OG0001006	LOC108030675|XP_016959192.1|DBIA	LOC108114682|XP_017081260.1|DEUG
OG0001007	LOC108026951|XP_016953653.1|DBIA	LOC108107493|XP_017070529.1|DEUG
OG0001007	LOC108028678|XP_016956107.1|DBIA	LOC108104665|XP_017066344.1|DEUG
OG0001008	LOC108024457|XP_016949863.1|DBIA	LOC108115959|XP_017083084.1|DEUG
OG0001008	LOC108025611|XP_016951635.1|DBIA	LOC108102990|XP_017063792.1|DEUG
OG0001009	LOC108031140|XP_016959844.1|DBIA	LOC108109838|XP_017074078.1|DEUG
OG0001009	LOC108025059|XP_016950805.1|DBIA	LOC108113612|XP_017079761.1|DEUG
OG0001010	LOC108023365|XP_016948253.1|DBIA	LOC108116485|XP_017083910.1|DEUG
OG0001010	LOC108036842|XP_016968696.1|DBIA	LOC108104169|XP_017065563.1|DEUG
OG0001011	LOC108023905|XP_016949078.1|DBIA	LOC108118382|XP_017086546.1|DEUG
OG0001011	LOC108033538|XP_016963371.1|DBIA	LOC108103053|XP_017063856.1|DEUG
OG0001012	LOC108032969|XP_016962529.1|DBIA	LOC108110014|XP_017074339.1|DEUG
OG0001012	LOC108033023|XP_016962640.1|DBIA	LOC108110017|XP_017074344.1|DEUG
OG0001013	LOC108035090|XP_016965999.1|DBIA	LOC108114383|XP_017080830.1|DEUG
OG0001013	LOC108028086|XP_016955217.1|DBIA	LOC108113983|XP_017080215.1|DEUG
OG0001014	LOC108035368|XP_016966456.1|DBIA	LOC108108080|XP_017071450.1|DEUG
OG0001015	LOC108027598|XP_016954606.1|DBIA	LOC108109701|XP_017073816.1|DEUG
OG0001015	LOC108027629|XP_016954640.1|DBIA	LOC108109632|XP_017073695.1|DEUG
OG0001016	LOC108026095|XP_016952284.1|DBIA	LOC108113667|XP_017079832.1|DEUG
OG0001016	LOC108026106|XP_016952295.1|DBIA	LOC108113708|XP_017079876.1|DEUG
OG0001016	LOC108033045|XP_016962660.1|DBIA	LOC108105355|XP_017067359.1|DEUG
OG0001017	LOC108036378|XP_016967968.1|DBIA	LOC108112718|XP_017078442.1|DEUG
OG0001018	LOC108024401|XP_016949802.1|DBIA	LOC108116540|XP_017083967.1|DEUG
OG0001019	LOC108025031|XP_016950776.1|DBIA	LOC108115818|XP_017082898.1|DEUG
OG0001020	LOC108027548|XP_016954498.1|DBIA	LOC108109676|XP_017073754.1|DEUG
OG0001021	LOC108034022|XP_016964246.1|DBIA	LOC108107061|XP_017069914.1|DEUG
OG0001022	LOC108031309|XP_016960043.1|DBIA	LOC108108390|XP_017071932.1|DEUG
OG0001022	LOC108025890|XP_016952057.1|DBIA	LOC108115220|XP_017082064.1|DEUG
OG0001024	LOC108025335|XP_016951253.1|DBIA	LOC108115866|XP_017082982.1|DEUG
OG0001025	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA	LOC108108176|XP_017071607.1|DEUG
OG0001026	LOC108029578|XP_016957429.1|DBIA	LOC108109135|XP_017073022.1|DEUG
OG0001027	LOC108035934|XP_016967212.1|DBIA	LOC108108548|XP_017072111.1|DEUG
OG0001028	LOC108029018|XP_016956552.1|DBIA	LOC108105133|XP_017067055.1|DEUG
OG0001029	LOC108036516|XP_016968211.1|DBIA	LOC108113130|XP_017079123.1|DEUG
OG0001031	LOC108025776|XP_016951916.1|DBIA	LOC108111545|XP_017076553.1|DEUG
OG0001031	LOC108035588|XP_016966751.1|DBIA	LOC108112715|XP_017078440.1|DEUG
OG0001032	LOC108027376|XP_016954296.1|DBIA	LOC108103277|XP_017064177.1|DEUG
OG0001034	LOC108027656|XP_016954661.1|DBIA	LOC108110539|XP_017075109.1|DEUG
OG0001034	LOC108035141|XP_016966071.1|DBIA	LOC108106000|XP_017068327.1|DEUG
OG0001035	LOC108027135|XP_016953845.1|DBIA	LOC108102394|XP_017062824.1|DEUG
OG0001035	LOC108027124|XP_016953834.1|DBIA	LOC108102392|XP_017062823.1|DEUG
OG0001036	LOC108032429|XP_016961740.1|DBIA	LOC108103814|XP_017065402.1|DEUG
OG0001036	LOC108023603|XP_016948702.1|DBIA	LOC108105259|XP_017067228.1|DEUG, LOC108105248|XP_017067211.1|DEUG
OG0001037	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA	LOC108114156|XP_017080436.1|DEUG, LOC108114153|XP_017080432.1|DEUG
OG0001038	LOC108031880|XP_016961133.1|DBIA	LOC108117017|XP_017084674.1|DEUG
OG0001038	LOC108031879|XP_016961131.1|DBIA	LOC108117268|XP_017085112.1|DEUG
OG0001039	LOC108024345|XP_016949735.1|DBIA	LOC108111660|XP_017076680.1|DEUG, LOC108111663|XP_017076682.1|DEUG
OG0001040	LOC108035037|XP_016965871.1|DBIA	LOC108114190|XP_017080490.1|DEUG
OG0001041	LOC108031255|XP_016959983.1|DBIA	LOC108110229|XP_017074705.1|DEUG, LOC108110156|XP_017074567.1|DEUG, LOC108110226|XP_017074702.1|DEUG, LOC108110227|XP_017074703.1|DEUG, LOC108110228|XP_017074704.1|DEUG, LOC108110224|XP_017074700.1|DEUG, LOC108110176|XP_017074589.1|DEUG
OG0001041	LOC108031048|XP_016959738.1|DBIA	LOC108110177|XP_017074590.1|DEUG, LOC108110223|XP_017074699.1|DEUG, LOC108110222|XP_017074698.1|DEUG
OG0001042	LOC108025420|XP_016951392.1|DBIA	LOC108113504|XP_017079581.1|DEUG
OG0001043	LOC108024013|XP_016949261.1|DBIA	LOC108110105|XP_017074489.1|DEUG
OG0001044	LOC108036671|XP_016968442.1|DBIA	LOC108113331|XP_017079376.1|DEUG
OG0001045	LOC108030415|XP_016958789.1|DBIA	LOC108106737|XP_017069462.1|DEUG
OG0001046	LOC108022771|XP_016947368.1|DBIA	LOC108112582|XP_017078091.1|DEUG
OG0001046	LOC108022770|XP_016947367.1|DBIA	LOC108112581|XP_017078090.1|DEUG
OG0001047	LOC108029631|XP_016957516.1|DBIA	LOC108116097|XP_017083303.1|DEUG, LOC108105121|XP_017067076.1|DEUG, LOC108114908|XP_017081574.1|DEUG
OG0001048	LOC108022644|XP_016947188.1|DBIA	LOC108113062|XP_017078987.1|DEUG
OG0001049	LOC108035412|XP_016966522.1|DBIA	LOC108108086|XP_017071462.1|DEUG
OG0001050	LOC108035006|XP_016965838.1|DBIA	LOC108114373|XP_017080814.1|DEUG
OG0001051	LOC108032488|XP_016961797.1|DBIA	LOC108110937|XP_017075719.1|DEUG
OG0001052	LOC108036154|XP_016967634.1|DBIA	LOC108106203|XP_017068620.1|DEUG
OG0001053	LOC108021969|XP_016946296.1|DBIA	LOC108103547|XP_017064564.1|DEUG
OG0001054	LOC108032190|XP_016961535.1|DBIA	LOC108115683|XP_017082741.1|DEUG
OG0001054	LOC108032191|XP_016961536.1|DBIA	LOC108115684|XP_017082742.1|DEUG
OG0001055	LOC108025422|XP_016951395.1|DBIA	LOC108116478|XP_017083897.1|DEUG
OG0001055	LOC108025497|XP_016951500.1|DBIA	LOC108116513|XP_017083938.1|DEUG
OG0001056	LOC108033422|XP_016963232.1|DBIA	LOC108105648|XP_017067824.1|DEUG
OG0001056	LOC108025779|XP_016951883.1|DBIA	LOC108104939|XP_017066790.1|DEUG
OG0001057	LOC108032656|XP_016962101.1|DBIA	LOC108108334|XP_017071856.1|DEUG
OG0001058	LOC108024810|XP_016950422.1|DBIA	LOC108103904|XP_017065141.1|DEUG
OG0001059	LOC108028015|XP_016955133.1|DBIA	LOC108107554|XP_017070597.1|DEUG
OG0001059	LOC108035869|XP_016967107.1|DBIA	LOC108108655|XP_017072248.1|DEUG
OG0001060	LOC108023353|XP_016948191.1|DBIA	LOC108111503|XP_017076504.1|DEUG
OG0001061	LOC108030991|XP_016959681.1|DBIA	LOC108108374|XP_017071911.1|DEUG
OG0001061	LOC108030992|XP_016959682.1|DBIA	LOC108108360|XP_017071891.1|DEUG
OG0001062	LOC108027373|XP_016954289.1|DBIA	LOC108115237|XP_017082083.1|DEUG, LOC108104803|XP_017066608.1|DEUG
OG0001062	LOC108027107|XP_016953814.1|DBIA	LOC108116128|XP_017083342.1|DEUG
OG0001063	LOC108029000|XP_016956572.1|DBIA	LOC108103849|XP_017065038.1|DEUG
OG0001063	LOC108027983|XP_016955136.1|DBIA	LOC108103822|XP_017064997.1|DEUG
OG0001064	LOC108024290|XP_016949679.1|DBIA	LOC108103784|XP_017064904.1|DEUG
OG0001064	LOC108022013|XP_016946341.1|DBIA	LOC108104966|XP_017066822.1|DEUG
OG0001065	LOC108024315|XP_016949708.1|DBIA	LOC108115217|XP_017082055.1|DEUG
OG0001066	LOC108029861|XP_016957840.1|DBIA	LOC108111960|XP_017077149.1|DEUG
OG0001066	LOC108034470|XP_016964843.1|DBIA, LOC108034471|XP_016964844.1|DBIA	LOC108107896|XP_017071191.1|DEUG
OG0001066	LOC108024138|XP_016949408.1|DBIA	LOC108105006|XP_017066872.1|DEUG
OG0001067	LOC108032720|XP_016962190.1|DBIA	LOC108105189|XP_017067129.1|DEUG
OG0001067	LOC108032722|XP_016962192.1|DBIA	LOC108105191|XP_017067131.1|DEUG
OG0001068	LOC108034399|XP_016964770.1|DBIA	LOC108107626|XP_017070684.1|DEUG
OG0001068	LOC108034434|XP_016964808.1|DBIA	LOC108107947|XP_017071268.1|DEUG
OG0001069	LOC108022274|XP_016946621.1|DBIA	LOC108107215|XP_017070121.1|DEUG
OG0001070	LOC108027109|XP_016953816.1|DBIA	LOC108116130|XP_017083344.1|DEUG, LOC108116116|XP_017083329.1|DEUG, LOC108116131|XP_017083345.1|DEUG, LOC108116114|XP_017083326.1|DEUG, LOC108116133|XP_017083347.1|DEUG
OG0001072	LOC108034627|XP_016965054.1|DBIA	LOC108113961|XP_017080164.1|DEUG
OG0001072	LOC108023375|XP_016948267.1|DBIA	LOC108102446|XP_017062928.1|DEUG
OG0001073	LOC108025214|XP_016951050.1|DBIA	LOC108115790|XP_017082851.1|DEUG
OG0001074	LOC108029777|XP_016957776.1|DBIA	LOC108112027|XP_017077260.1|DEUG
OG0001075	LOC108034966|XP_016965764.1|DBIA	LOC108109808|XP_017074018.1|DEUG
OG0001077	LOC108031811|XP_016961028.1|DBIA	LOC108105568|XP_017067702.1|DEUG
OG0001078	LOC108035811|XP_016967047.1|DBIA	LOC108109954|XP_017074257.1|DEUG
OG0001079	LOC108035059|XP_016965934.1|DBIA	LOC108108190|XP_017071631.1|DEUG
OG0001080	LOC108029088|XP_016956669.1|DBIA	LOC108102848|XP_017063532.1|DEUG
OG0001081	LOC108031538|XP_016960564.1|DBIA	LOC108117283|XP_017085126.1|DEUG
OG0001082	LOC108022875|XP_016947557.1|DBIA	LOC108109149|XP_017073045.1|DEUG
OG0001083	LOC108035478|XP_016966617.1|DBIA	LOC108109881|XP_017074170.1|DEUG
OG0001084	LOC108030069|XP_016958159.1|DBIA	LOC108106391|XP_017068888.1|DEUG
OG0001086	LOC108031172|XP_016959881.1|DBIA	LOC108108369|XP_017071905.1|DEUG
OG0001086	LOC108026537|XP_016952974.1|DBIA	LOC108107212|XP_017070117.1|DEUG
OG0001087	LOC108034016|XP_016964239.1|DBIA	LOC108111859|XP_017076975.1|DEUG
OG0001087	LOC108033872|XP_016964003.1|DBIA	LOC108112193|XP_017077497.1|DEUG
OG0001088	LOC108030787|XP_016959355.1|DBIA	LOC108108325|XP_017071841.1|DEUG
OG0001089	LOC108035611|XP_016966785.1|DBIA	LOC108108186|XP_017071621.1|DEUG
OG0001090	LOC108035682|XP_016966882.1|DBIA	LOC108108088|XP_017071466.1|DEUG
OG0001092	LOC108029282|XP_016956970.1|DBIA	LOC108105828|XP_017068061.1|DEUG
OG0001093	LOC108032377|XP_016961687.1|DBIA	LOC108105734|XP_017067938.1|DEUG
OG0001094	LOC108034147|XP_016964435.1|DBIA	LOC108105863|XP_017068125.1|DEUG
OG0001094	LOC108033427|XP_016963239.1|DBIA	LOC108105740|XP_017067943.1|DEUG
OG0001095	LOC108036587|XP_016968332.1|DBIA	LOC108111962|XP_017077154.1|DEUG
OG0001096	LOC108034072|XP_016964320.1|DBIA	LOC108105692|XP_017067891.1|DEUG
OG0001097	LOC108021860|XP_016946138.1|DBIA	LOC108118342|XP_017086472.1|DEUG
OG0001097	LOC108026758|XP_016953387.1|DBIA	LOC108118113|XP_017086152.1|DEUG
OG0001098	LOC108030595|XP_016959063.1|DBIA	LOC108114568|XP_017081108.1|DEUG
OG0001099	LOC108028764|XP_016956228.1|DBIA	LOC108114695|XP_017081281.1|DEUG
OG0001100	LOC108030487|XP_016958857.1|DBIA	LOC108104202|XP_017065632.1|DEUG
OG0001101	LOC108022546|XP_016947019.1|DBIA	LOC108112470|XP_017077810.1|DEUG
OG0001102	LOC108035360|XP_016966447.1|DBIA	LOC108105972|XP_017068264.1|DEUG
OG0001103	LOC108023404|XP_016948347.1|DBIA	LOC108111469|XP_017076429.1|DEUG
OG0001104	LOC108022836|XP_016947495.1|DBIA	LOC108106372|XP_017068851.1|DEUG
OG0001106	LOC108024899|XP_016950537.1|DBIA	LOC108108824|XP_017072513.1|DEUG
OG0001108	LOC108025971|XP_016952153.1|DBIA	LOC108116527|XP_017083954.1|DEUG
OG0001108	LOC108026061|XP_016952245.1|DBIA	LOC108116554|XP_017083980.1|DEUG
OG0001109	LOC108022097|XP_016946429.1|DBIA	LOC108106359|XP_017068829.1|DEUG
OG0001109	LOC108022098|XP_016946430.1|DBIA	LOC108106303|XP_017068763.1|DEUG
OG0001110	LOC108030843|XP_016959467.1|DBIA	LOC108108719|XP_017072341.1|DEUG
OG0001111	LOC108026555|XP_016952995.1|DBIA	LOC108112304|XP_017077619.1|DEUG
OG0001111	LOC108026509|XP_016952944.1|DBIA	LOC108112139|XP_017077376.1|DEUG
OG0001112	LOC108022227|XP_016946574.1|DBIA	LOC108112362|XP_017077681.1|DEUG
OG0001113	LOC108032719|XP_016962189.1|DBIA	LOC108105188|XP_017067128.1|DEUG
OG0001113	LOC108032721|XP_016962191.1|DBIA	LOC108105190|XP_017067130.1|DEUG
OG0001114	LOC108033470|XP_016963295.1|DBIA	LOC108110859|XP_017075594.1|DEUG
OG0001114	LOC108033462|XP_016963287.1|DBIA	LOC108110860|XP_017075595.1|DEUG
OG0001115	LOC108034347|XP_016964721.1|DBIA	LOC108105712|XP_017067916.1|DEUG
OG0001115	LOC108033429|XP_016963241.1|DBIA, LOC108034346|XP_016964718.1|DBIA	LOC108105673|XP_017067861.1|DEUG
OG0001116	LOC108022539|XP_016947006.1|DBIA	LOC108106482|XP_017069049.1|DEUG
OG0001118	LOC108025727|XP_016951793.1|DBIA	LOC108103960|XP_017065218.1|DEUG
OG0001119	LOC108035862|XP_016967097.1|DBIA	LOC108113663|XP_017079828.1|DEUG
OG0001120	LOC108032108|XP_016961427.1|DBIA	LOC108115718|XP_017082780.1|DEUG
OG0001122	LOC108030625|XP_016959120.1|DBIA	LOC108102869|XP_017063564.1|DEUG
OG0001124	LOC108025347|XP_016951292.1|DBIA	LOC108117295|XP_017085139.1|DEUG
OG0001125	LOC108032185|XP_016961529.1|DBIA	LOC108117323|XP_017085183.1|DEUG
OG0001126	LOC108028240|XP_016955393.1|DBIA	LOC108107634|XP_017070693.1|DEUG
OG0001127	LOC108034433|XP_016964807.1|DBIA	LOC108107948|XP_017071269.1|DEUG
