Orthogroup	DBIA.longest_only	DHYD.longest_only
OG0001767	LOC108027934|XP_016955052.1|DBIA	LOC111599494|XP_023170929.2|DHYD
OG0001768	LOC108029278|XP_016956965.1|DBIA	LOC111599092|XP_023170400.1|DHYD
OG0001769	LOC108033372|XP_016963179.1|DBIA	LOC111602300|XP_023175068.2|DHYD
OG0001770	LOC108034105|XP_016964370.1|DBIA	LOC111600845|XP_023172922.2|DHYD
OG0001771	LOC108029290|XP_016956977.1|DBIA	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD
OG0001772	LOC108034077|XP_016964328.1|DBIA	LOC111597781|XP_023168414.1|DHYD
OG0001773	LOC108035040|XP_016965888.1|DBIA	LOC111603868|XP_023177443.2|DHYD
OG0001774	LOC108023018|XP_016947742.1|DBIA	LOC111593833|XP_023162639.2|DHYD
OG0001775	LOC108023443|XP_016948423.1|DBIA	LOC111605338|XP_023179583.1|DHYD
OG0001776	LOC108033887|XP_016964022.1|DBIA	LOC111596281|XP_023166196.1|DHYD
OG0001777	LOC108033766|XP_016963848.1|DBIA	LOC111600698|XP_023172724.2|DHYD
OG0001778	LOC108033660|XP_016963586.1|DBIA	LOC111602536|XP_023175434.1|DHYD
OG0001779	LOC108034613|XP_016965040.1|DBIA	LOC111603983|XP_030079083.1|DHYD
OG0001780	LOC108027536|XP_016954472.1|DBIA	LOC115482829|XP_030078922.1|DHYD, LOC111600899|XP_023173008.1|DHYD
OG0001781	LOC108032705|XP_016962172.1|DBIA	LOC111600369|XP_023172213.2|DHYD
OG0001782	LOC108032514|XP_016961834.1|DBIA	LOC111594776|XP_023163994.2|DHYD
OG0001783	LOC108036807|XP_016968643.1|DBIA	LOC111600384|XP_023172229.1|DHYD
OG0001784	LOC108027767|XP_016954818.1|DBIA	LOC111595795|XP_023165453.2|DHYD
OG0001785	LOC108036331|XP_016967855.1|DBIA	LOC111605246|XP_023179451.2|DHYD
OG0001786	LOC108034209|XP_016964530.1|DBIA	LOC111600724|XP_023172768.2|DHYD
OG0001787	LOC108033851|XP_016963976.1|DBIA	LOC111601053|XP_030080281.1|DHYD
OG0001788	LOC108029753|XP_016957737.1|DBIA	LOC111595569|XP_023165134.2|DHYD
OG0001789	LOC108022915|XP_016947611.1|DBIA	LOC111593927|XP_023162774.1|DHYD, LOC111593133|XP_023161505.2|DHYD
OG0001790	LOC108034326|XP_016964689.1|DBIA	LOC111601111|XP_023173329.2|DHYD
OG0001791	LOC108030111|XP_016958294.1|DBIA	LOC111605415|XP_023179689.2|DHYD
OG0001792	LOC108034080|XP_016964332.1|DBIA	LOC111605541|XP_023179871.2|DHYD
OG0001793	LOC108036388|XP_016967982.1|DBIA	LOC111593288|XP_030081006.1|DHYD
OG0001794	LOC108033661|XP_016963587.1|DBIA	LOC111602535|XP_023175433.2|DHYD
OG0001795	LOC108033591|XP_016963426.1|DBIA	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD
OG0001796	LOC108033037|XP_016962653.1|DBIA	LOC111598302|XP_023169258.1|DHYD
OG0001797	LOC108035991|XP_016967340.1|DBIA	LOC111598115|XP_023168940.1|DHYD
OG0001798	LOC108022241|XP_016946588.1|DBIA	LOC111600584|XP_023172539.1|DHYD
OG0001799	LOC108027494|XP_016954427.1|DBIA	LOC111596867|XP_023167081.1|DHYD
OG0001800	LOC108034257|XP_016964602.1|DBIA	LOC111601898|XP_023174512.2|DHYD
OG0001801	LOC108035550|XP_016966708.1|DBIA	LOC111598745|XP_023169913.2|DHYD
OG0001802	LOC108031794|XP_016961001.1|DBIA	LOC111595302|XP_023164730.1|DHYD
OG0001803	LOC108031912|XP_016961169.1|DBIA	LOC111592379|XP_030078720.1|DHYD
OG0001804	LOC108027290|XP_016954169.1|DBIA	LOC111603589|XP_023177013.1|DHYD
OG0001805	LOC108034743|XP_016965179.1|DBIA	LOC111601024|XP_023173200.1|DHYD
OG0001806	LOC108031393|XP_016960247.1|DBIA	LOC111598897|XP_023170131.2|DHYD, LOC111593361|XP_030078732.1|DHYD
OG0001807	LOC108031397|XP_016960250.1|DBIA	LOC111602986|XP_023176150.1|DHYD
OG0001808	LOC108024526|XP_016949978.1|DBIA	LOC111604587|XP_023178463.1|DHYD
OG0001809	LOC108032917|XP_016962469.1|DBIA	LOC111600859|XP_023172946.2|DHYD
OG0001810	LOC108031180|XP_016959889.1|DBIA	LOC111599593|XP_023171044.2|DHYD
OG0001811	LOC108029783|XP_016957782.1|DBIA	LOC111593286|XP_023161727.2|DHYD
OG0001812	LOC108024145|XP_016949422.1|DBIA	LOC111604186|XP_023177949.1|DHYD
OG0001813	LOC108031361|XP_016960128.1|DBIA	LOC111604277|XP_030080854.1|DHYD
OG0001814	LOC108027193|XP_016953985.1|DBIA	LOC111596232|XP_023166120.2|DHYD
OG0001815	LOC108027203|XP_016954001.1|DBIA	LOC111604843|XP_023178843.2|DHYD
OG0001816	LOC108029670|XP_016957600.1|DBIA	LOC111599709|XP_023171208.1|DHYD
OG0001817	LOC108036352|XP_016967914.1|DBIA	LOC111600020|XP_030081215.1|DHYD
OG0001818	LOC108025912|XP_016952086.1|DBIA	LOC111605416|XP_023179694.2|DHYD
OG0001819	LOC108036461|XP_016968118.1|DBIA	LOC111597000|XP_023167269.2|DHYD
OG0001820	LOC108022017|XP_016946351.1|DBIA	LOC111602856|XP_023175939.1|DHYD
OG0001821	LOC108023123|XP_016947880.1|DBIA	LOC111593846|XP_023162660.2|DHYD
OG0001822	LOC108026965|XP_016953669.1|DBIA	LOC111593744|XP_023162505.1|DHYD
OG0001823	LOC108028301|XP_016955513.1|DBIA	LOC111604418|XP_023178242.1|DHYD
OG0001824	LOC108027752|XP_016954794.1|DBIA	LOC111596286|XP_023166208.2|DHYD
OG0001825	LOC108026588|XP_016953030.1|DBIA	LOC111594467|XP_023163557.2|DHYD
OG0001826	LOC108036669|XP_016968440.1|DBIA	LOC111600045|XP_023171738.1|DHYD
OG0001827	LOC108022576|XP_016947083.1|DBIA	LOC111592165|XP_023159986.2|DHYD
OG0001828	LOC108033096|XP_016962781.1|DBIA	LOC111593003|XP_023161297.2|DHYD, LOC111598712|XP_023169869.2|DHYD
OG0001829	LOC108030428|XP_016958804.1|DBIA	LOC111595434|XP_023164926.1|DHYD
OG0001830	LOC108022168|XP_016946501.1|DBIA	LOC111599663|XP_023171134.2|DHYD
OG0001831	LOC108028072|XP_016955202.1|DBIA	LOC111593520|XP_023162076.1|DHYD
OG0001832	LOC108033195|XP_016962928.1|DBIA	LOC115482747|XP_030079449.1|DHYD, LOC111592331|XP_023160246.1|DHYD
OG0001833	LOC108026960|XP_016953664.1|DBIA	LOC111596673|XP_023166745.2|DHYD, LOC111600091|XP_023171798.2|DHYD
OG0001834	LOC108031682|XP_016960814.1|DBIA	LOC115483096|XP_030080065.1|DHYD, LOC111605443|XP_023179728.2|DHYD
OG0001837	LOC108027748|XP_016954793.1|DBIA	LOC111598696|XP_023169830.2|DHYD
OG0001838	LOC108029793|XP_016957795.1|DBIA	LOC111597660|XP_030081021.1|DHYD
OG0001839	LOC108029003|XP_016956535.1|DBIA, LOC108029566|XP_016957412.1|DBIA	LOC111600776|XP_023172824.1|DHYD
OG0001840	LOC108033556|XP_016963391.1|DBIA, LOC108034103|XP_016964368.1|DBIA, LOC108034104|XP_016964369.1|DBIA	LOC111603537|XP_023176941.1|DHYD
OG0001841	LOC108028430|XP_016955752.1|DBIA, LOC108028293|XP_016955505.1|DBIA	LOC111597511|XP_023168048.2|DHYD
OG0001842	LOC108034504|XP_016964910.1|DBIA	LOC111597786|XP_023168428.1|DHYD
OG0001843	LOC108024921|XP_016950607.1|DBIA, LOC108030747|XP_016959282.1|DBIA, LOC108030778|XP_016959319.1|DBIA	LOC111605098|XP_023179208.2|DHYD
OG0001844	LOC108034616|XP_016965039.1|DBIA, LOC108034663|XP_016965091.1|DBIA	LOC115483473|XP_030081443.1|DHYD
OG0001845	LOC108022287|XP_016946634.1|DBIA	LOC111592770|XP_023160944.1|DHYD
OG0001846	LOC108024439|XP_016949846.1|DBIA, LOC108024451|XP_016949857.1|DBIA	LOC111601486|XP_023173842.2|DHYD
OG0001848	LOC108026765|XP_016953400.1|DBIA, LOC108022037|XP_016946372.1|DBIA	LOC111598636|XP_023169748.2|DHYD
OG0001849	LOC108024769|XP_016950371.1|DBIA	LOC111598355|XP_023169334.1|DHYD
OG0001850	LOC108036010|XP_016967410.1|DBIA	LOC111594139|XP_023163074.2|DHYD
OG0001851	LOC108035982|XP_016967310.1|DBIA	LOC111600230|XP_030079833.1|DHYD
OG0001852	LOC108027911|XP_016955026.1|DBIA	LOC115482982|XP_030079462.1|DHYD, LOC111601098|XP_023173302.2|DHYD
OG0001853	LOC108025175|XP_016950942.1|DBIA	LOC111596097|XP_023165930.2|DHYD
OG0001854	LOC108026687|XP_016953268.1|DBIA	LOC111604042|XP_023177665.2|DHYD
OG0001855	LOC108036307|XP_016967805.1|DBIA	LOC111594945|XP_023164210.1|DHYD
OG0001856	LOC108023771|XP_016948901.1|DBIA	LOC111603129|XP_023176371.1|DHYD
OG0001857	LOC108027606|XP_016954615.1|DBIA	LOC111593031|XP_023161365.2|DHYD
OG0001858	LOC108035815|XP_016967052.1|DBIA	LOC111603213|XP_030079318.1|DHYD
OG0001859	LOC108032997|XP_016962610.1|DBIA	LOC111603384|XP_023176711.1|DHYD
OG0001860	LOC108028749|XP_016956207.1|DBIA	LOC111599785|XP_023171327.2|DHYD
OG0001861	LOC108025481|XP_016951485.1|DBIA	LOC111600624|XP_023172594.1|DHYD
OG0001862	LOC108027607|XP_016954617.1|DBIA	LOC111604236|XP_023177981.2|DHYD
OG0001863	LOC108028743|XP_016956200.1|DBIA, LOC108024003|XP_016949233.1|DBIA	LOC111598257|XP_023169200.1|DHYD
OG0001864	LOC108031406|XP_016960286.1|DBIA	LOC111602017|XP_023174682.2|DHYD
OG0001865	LOC108033165|XP_016962886.1|DBIA	LOC111598300|XP_023169255.1|DHYD
OG0001866	LOC108023389|XP_016948303.1|DBIA	LOC111594523|XP_023163621.2|DHYD
OG0001867	LOC108028359|XP_016955606.1|DBIA	LOC111601092|XP_023173286.2|DHYD
OG0001868	LOC108033314|XP_016963079.1|DBIA	LOC111602214|XP_023174959.2|DHYD
OG0001869	LOC108031089|XP_016959784.1|DBIA	LOC111599767|XP_023171295.2|DHYD
OG0001870	LOC108036578|XP_016968323.1|DBIA	LOC111597332|XP_030078957.1|DHYD
OG0001871	LOC108023233|XP_016947997.1|DBIA	LOC111605448|XP_023179736.2|DHYD
OG0001872	LOC108025487|XP_016951490.1|DBIA	LOC111592477|XP_023160461.2|DHYD
OG0001873	LOC108024975|XP_016950707.1|DBIA	LOC111595801|XP_023165462.2|DHYD
OG0001874	LOC108026203|XP_016952491.1|DBIA	LOC111598573|XP_023169642.2|DHYD
OG0001875	LOC108025501|XP_016951511.1|DBIA	LOC111601977|XP_023174627.2|DHYD
OG0001876	LOC108032998|XP_016962611.1|DBIA	LOC111593726|XP_023162476.2|DHYD, LOC115483462|XP_030081404.1|DHYD
OG0001877	LOC108025614|XP_016951636.1|DBIA	LOC111605310|XP_023179537.1|DHYD
OG0001878	LOC108031678|XP_016960809.1|DBIA	LOC111605477|XP_023179778.1|DHYD
OG0001879	LOC108026226|XP_016952547.1|DBIA	LOC111598585|XP_023169663.2|DHYD
OG0001880	LOC108032127|XP_016961448.1|DBIA	LOC111601503|XP_023173865.1|DHYD
OG0001881	LOC108027043|XP_016953731.1|DBIA	LOC111602653|XP_023175594.1|DHYD
OG0001882	LOC108025241|XP_016951077.1|DBIA	LOC111597768|XP_030080617.1|DHYD
OG0001883	LOC108031451|XP_016960374.1|DBIA	LOC111599610|XP_023171065.2|DHYD
OG0001884	LOC108031843|XP_016961082.1|DBIA	LOC111600786|XP_023172844.2|DHYD
OG0001885	LOC108033306|XP_016963068.1|DBIA	LOC111602475|XP_023175305.1|DHYD, LOC111601163|XP_023173409.1|DHYD
OG0001886	LOC108032063|XP_016961370.1|DBIA	LOC111595707|XP_023165320.2|DHYD
OG0001887	LOC108036638|XP_016968400.1|DBIA	LOC111592118|XP_023159917.1|DHYD
OG0001888	LOC108032867|XP_016962357.1|DBIA	LOC111604798|XP_023178783.1|DHYD
OG0001889	LOC108023727|XP_016948853.1|DBIA	LOC111593042|XP_023161377.2|DHYD
OG0001890	LOC108028730|XP_016956181.1|DBIA	LOC111591873|XP_023159524.2|DHYD
OG0001891	LOC108031641|XP_016960762.1|DBIA	LOC111595977|XP_030080699.1|DHYD
OG0001892	LOC108032741|XP_016962218.1|DBIA	LOC111592630|XP_030079102.1|DHYD
OG0001893	LOC108024751|XP_016950346.1|DBIA	LOC111597811|XP_023168468.2|DHYD
OG0001894	LOC108036628|XP_016968388.1|DBIA	LOC111599909|XP_023171502.1|DHYD
OG0001895	LOC108035995|XP_016967357.1|DBIA	LOC111594135|XP_023163066.2|DHYD
OG0001897	LOC108031733|XP_016960901.1|DBIA	LOC111603570|XP_023176984.1|DHYD
OG0001898	LOC108026610|XP_016953083.1|DBIA	LOC111596764|XP_023166881.2|DHYD
OG0001899	LOC108031467|XP_016960395.1|DBIA	LOC111604224|XP_023177962.1|DHYD
OG0001900	LOC108030914|XP_016959593.1|DBIA	LOC111605088|XP_023179193.2|DHYD
OG0001901	LOC108033763|XP_016963832.1|DBIA	LOC111596980|XP_023167232.2|DHYD
OG0001902	LOC108025961|XP_016952144.1|DBIA	LOC111597431|XP_023167896.2|DHYD
OG0001903	LOC108024972|XP_016950704.1|DBIA	LOC111595719|XP_023165338.1|DHYD
OG0001904	LOC108024563|XP_016950046.1|DBIA	LOC111603264|XP_023176544.2|DHYD
OG0001906	LOC108027214|XP_016954025.1|DBIA	LOC111603514|XP_023176898.1|DHYD
OG0001907	LOC108025867|XP_016952028.1|DBIA	LOC111598868|XP_023170084.2|DHYD
OG0001908	LOC108024714|XP_016950295.1|DBIA	LOC111593235|XP_023161656.2|DHYD
OG0001909	LOC108023581|XP_016948666.1|DBIA	LOC111603120|XP_023176362.1|DHYD
OG0001910	LOC108031870|XP_016961117.1|DBIA	LOC111594619|XP_023163777.1|DHYD
OG0001911	LOC108023087|XP_016947834.1|DBIA	LOC111598651|XP_023169766.2|DHYD
OG0001912	LOC108026898|XP_016953596.1|DBIA	LOC111602587|XP_023175512.2|DHYD
OG0001913	LOC108034264|XP_016964612.1|DBIA	LOC111602240|XP_023175001.2|DHYD
OG0001914	LOC108026134|XP_016952337.1|DBIA	LOC111597178|XP_030080836.1|DHYD
OG0001915	LOC108035620|XP_016966798.1|DBIA	LOC111598669|XP_023169790.1|DHYD
OG0001916	LOC108030257|XP_016958566.1|DBIA	LOC111592402|XP_023160345.2|DHYD
OG0001918	LOC108035503|XP_016966650.1|DBIA	LOC111598689|XP_023169822.2|DHYD
OG0001919	LOC108030141|XP_016958345.1|DBIA	LOC111600674|XP_023172692.1|DHYD
OG0001920	LOC108029830|XP_016957820.1|DBIA	LOC111601461|XP_023173809.2|DHYD
OG0001921	LOC108029799|XP_016957803.1|DBIA	LOC111599696|XP_023171184.1|DHYD
OG0001922	LOC108026928|XP_016953629.1|DBIA	LOC111600878|XP_023172979.1|DHYD, LOC115482828|XP_030078921.1|DHYD
OG0001923	LOC108028361|XP_016955623.1|DBIA	LOC111601116|XP_023173332.2|DHYD
OG0001924	LOC108035852|XP_016967085.1|DBIA, LOC108031427|XP_016960323.1|DBIA	LOC111594685|XP_023163872.2|DHYD
OG0001925	LOC108035299|XP_016966358.1|DBIA	LOC111601657|XP_023174109.2|DHYD
OG0001926	LOC108035546|XP_016966704.1|DBIA	LOC111601589|XP_030081179.1|DHYD
OG0001927	LOC108023039|XP_016947769.1|DBIA	LOC111593553|XP_023162176.1|DHYD
OG0001928	LOC108035241|XP_016966263.1|DBIA	LOC111599775|XP_023171305.1|DHYD, LOC115483479|XP_030081493.1|DHYD
OG0001929	LOC108034786|XP_016965234.1|DBIA	LOC115483178|XP_030080196.1|DHYD, LOC111599851|XP_030081077.1|DHYD
OG0001930	LOC108030121|XP_016958311.1|DBIA	LOC111603156|XP_023176405.2|DHYD
OG0001931	LOC108028824|XP_016956299.1|DBIA	LOC111604781|XP_023178760.2|DHYD
OG0001932	LOC108028311|XP_016955523.1|DBIA	LOC111604760|XP_023178719.2|DHYD
OG0001933	LOC108022469|XP_016946908.1|DBIA	LOC111600565|XP_023172517.1|DHYD
OG0001934	LOC108035528|XP_016966686.1|DBIA	LOC111597456|XP_023167973.2|DHYD
OG0001935	LOC108034558|XP_016964976.1|DBIA	LOC111600468|XP_023172342.2|DHYD
OG0001937	LOC108026767|XP_016953399.1|DBIA	LOC111600913|XP_023173044.2|DHYD
OG0001938	LOC108022701|XP_016947263.1|DBIA	LOC111605265|XP_023179471.1|DHYD
OG0001939	LOC108022216|XP_016946559.1|DBIA	LOC111602116|XP_030079716.1|DHYD
OG0001940	LOC108036314|XP_016967813.1|DBIA	LOC111595322|XP_023164748.2|DHYD
OG0001941	LOC108031298|XP_016960034.1|DBIA	LOC111601412|XP_023173742.2|DHYD
OG0001942	LOC108030250|XP_016958558.1|DBIA	LOC111599892|XP_030079707.1|DHYD
OG0001943	LOC108034597|XP_016965019.1|DBIA	LOC111604668|XP_023178598.2|DHYD
OG0001944	LOC108030151|XP_016958366.1|DBIA	LOC115482992|XP_030079486.1|DHYD, LOC111596898|XP_023167116.1|DHYD
OG0001945	LOC108036393|XP_016967991.1|DBIA	LOC111599899|XP_023171490.2|DHYD
OG0001946	LOC108030219|XP_016958483.1|DBIA	LOC111593722|XP_023162461.1|DHYD, LOC115483444|XP_030081281.1|DHYD
OG0001947	LOC108022314|XP_016946663.1|DBIA	LOC111605355|XP_023179600.2|DHYD
OG0001948	LOC108035752|XP_016966938.1|DBIA	LOC111599797|XP_023171343.1|DHYD
OG0001949	LOC108028554|XP_016955946.1|DBIA	LOC111594359|XP_023163387.2|DHYD
OG0001950	LOC108022466|XP_016947298.1|DBIA, LOC108023806|XP_016948936.1|DBIA	LOC115483351|XP_030080775.1|DHYD, LOC111603662|XP_023177113.1|DHYD
OG0001951	LOC108026608|XP_016953071.1|DBIA	LOC111604175|XP_023177900.2|DHYD
OG0001952	LOC108027585|XP_016954592.1|DBIA, LOC108026988|XP_016953679.1|DBIA	LOC111600004|XP_023171673.1|DHYD
OG0001953	LOC108026794|XP_016953444.1|DBIA	LOC111605273|XP_023179484.2|DHYD
OG0001954	LOC108022568|XP_016947054.1|DBIA	LOC111592234|XP_023160089.2|DHYD
OG0001955	LOC108036226|XP_016967726.1|DBIA	LOC111599252|XP_023170623.1|DHYD
OG0001956	LOC108034832|XP_016965433.1|DBIA	LOC111603058|XP_023176285.2|DHYD
OG0001957	LOC108026667|XP_016953203.1|DBIA	LOC111593734|XP_023162488.1|DHYD, LOC115483447|XP_030081291.1|DHYD
OG0001958	LOC108030170|XP_016958395.1|DBIA	LOC111602362|XP_023175141.2|DHYD
OG0001959	LOC108028762|XP_016956224.1|DBIA	LOC111605668|XP_023180100.2|DHYD
OG0001960	LOC108030448|XP_016958841.1|DBIA	LOC111592452|XP_023160406.1|DHYD
OG0001961	LOC108023003|XP_016947723.1|DBIA	LOC111593820|XP_030080900.1|DHYD
OG0001962	LOC108036626|XP_016968387.1|DBIA	LOC111599908|XP_023171500.1|DHYD
OG0001963	LOC108035419|XP_016966529.1|DBIA	LOC111605658|XP_023180089.1|DHYD
OG0001964	LOC108028508|XP_016955879.1|DBIA	LOC111602894|XP_023175998.2|DHYD
OG0001965	LOC108028661|XP_016956078.1|DBIA	LOC111592318|XP_023160201.1|DHYD
OG0001966	LOC108031886|XP_016961139.1|DBIA	LOC111601534|XP_023173934.2|DHYD
OG0001967	LOC108026536|XP_016952972.1|DBIA	LOC111604090|XP_023177753.1|DHYD
OG0001968	LOC108034573|XP_016964992.1|DBIA	LOC111592971|XP_023161232.1|DHYD
OG0001969	LOC108030134|XP_016958337.1|DBIA	LOC111595614|XP_023165187.2|DHYD
OG0001970	LOC108026876|XP_016953556.1|DBIA	LOC111604156|XP_023177853.1|DHYD
OG0001971	LOC108029353|XP_016957033.1|DBIA	LOC111594852|XP_023164099.1|DHYD
OG0001972	LOC108030149|XP_016958358.1|DBIA	LOC111600003|XP_023171672.1|DHYD
OG0001973	LOC108022954|XP_016947658.1|DBIA	LOC111603810|XP_030081312.1|DHYD
OG0001974	LOC108036609|XP_016968360.1|DBIA	LOC111593904|XP_023162742.1|DHYD
OG0001975	LOC108034636|XP_016965062.1|DBIA	LOC111596617|XP_023166672.2|DHYD
OG0001976	LOC108030139|XP_016958343.1|DBIA	LOC111602203|XP_023174941.1|DHYD
OG0001977	LOC108033711|XP_016963732.1|DBIA	LOC111605039|XP_023179142.2|DHYD
OG0001978	LOC108034242|XP_016964582.1|DBIA	LOC111594197|XP_023163162.2|DHYD
OG0001979	LOC108036791|XP_016968627.1|DBIA	LOC111592919|XP_023161140.1|DHYD
OG0001980	LOC108033269|XP_016963028.1|DBIA	LOC111595991|XP_023165751.1|DHYD
OG0001981	LOC108029219|XP_016956898.1|DBIA	LOC111603970|XP_023177578.1|DHYD
OG0001982	LOC108036869|XP_016968738.1|DBIA	LOC111592064|XP_023159834.1|DHYD
OG0001983	LOC108031647|XP_016960770.1|DBIA	LOC111594390|XP_023163424.2|DHYD
OG0001984	LOC108021858|XP_016946136.1|DBIA	LOC111596359|XP_023166324.2|DHYD
OG0001985	LOC108032540|XP_016961902.1|DBIA	LOC111598800|XP_030079127.1|DHYD, LOC115482938|XP_030079168.1|DHYD
OG0001986	LOC108034032|XP_016964267.1|DBIA	LOC111596267|XP_030080563.1|DHYD
OG0001987	LOC108024211|XP_016949555.1|DBIA	LOC111592987|XP_023161252.2|DHYD
OG0001988	LOC108022660|XP_016947215.1|DBIA	LOC111600571|XP_023172524.2|DHYD, LOC115482818|XP_030078841.1|DHYD
OG0001989	LOC108028992|XP_016956522.1|DBIA	LOC111599122|XP_023170452.1|DHYD
OG0001990	LOC108034192|XP_016964505.1|DBIA	LOC111592632|XP_023160739.2|DHYD
OG0001992	LOC108033946|XP_016964123.1|DBIA	LOC111599306|XP_023170684.2|DHYD
OG0001993	LOC108033885|XP_016964019.1|DBIA	LOC111596273|XP_023166180.1|DHYD
OG0001994	LOC108031747|XP_016960937.1|DBIA	LOC115483784|XP_030081898.1|DHYD, LOC115483330|XP_030080623.1|DHYD
OG0001995	LOC108032823|XP_016962327.1|DBIA	LOC111594779|XP_023164000.2|DHYD
OG0001996	LOC108029211|XP_016956891.1|DBIA	LOC111599044|XP_023170328.2|DHYD
OG0001997	LOC108022527|XP_016946993.1|DBIA	LOC111593802|XP_023162596.1|DHYD
OG0001998	LOC108022532|XP_016946997.1|DBIA	LOC111593786|XP_023162572.2|DHYD
OG0001999	LOC108022615|XP_016947144.1|DBIA	LOC111592089|XP_023159884.2|DHYD
OG0002000	LOC108036051|XP_016967483.1|DBIA	LOC111595775|XP_023165424.1|DHYD
OG0002001	LOC108033698|XP_016963687.1|DBIA	LOC111594205|XP_023163171.1|DHYD
OG0002002	LOC108022935|XP_016947637.1|DBIA	LOC111593565|XP_023162195.1|DHYD, LOC111603829|XP_023177359.2|DHYD
OG0002003	LOC108036750|XP_016968558.1|DBIA	LOC111600390|XP_023172234.2|DHYD
OG0002004	LOC108034089|XP_016964345.1|DBIA	LOC111594942|XP_023164203.2|DHYD
OG0002005	LOC108032650|XP_016962091.1|DBIA	LOC111594089|XP_023163004.1|DHYD
OG0002006	LOC108033690|XP_016963666.1|DBIA	LOC111601767|XP_023174280.2|DHYD
OG0002007	LOC108036124|XP_016967598.1|DBIA	LOC111598949|XP_023170198.2|DHYD
OG0002008	LOC108035993|XP_016967345.1|DBIA	LOC111598134|XP_030081729.1|DHYD
OG0002009	LOC108026547|XP_016952986.1|DBIA	LOC111593752|XP_030081270.1|DHYD
OG0002010	LOC108036794|XP_016968630.1|DBIA	LOC111600383|XP_023172228.1|DHYD
OG0002011	LOC108032757|XP_016962239.1|DBIA	LOC111600376|XP_023172221.2|DHYD
OG0002012	LOC108029065|XP_016956624.1|DBIA	LOC111596981|XP_023167233.1|DHYD
OG0002014	LOC108023032|XP_016947760.1|DBIA	LOC111600065|XP_023171763.2|DHYD
OG0002015	LOC108034298|XP_016964650.1|DBIA	LOC111594568|XP_023163692.1|DHYD
OG0002016	LOC108030180|XP_016958415.1|DBIA	LOC111597654|XP_023168241.2|DHYD
OG0002017	LOC108033902|XP_016964055.1|DBIA	LOC111601524|XP_023173914.2|DHYD
OG0002018	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA	LOC111596282|XP_023166200.2|DHYD
OG0002019	LOC108033891|XP_016964027.1|DBIA	LOC111599142|XP_023170473.2|DHYD
OG0002020	LOC108036098|XP_016967553.1|DBIA	LOC111594712|XP_023163906.2|DHYD
OG0002021	LOC108026694|XP_016953271.1|DBIA	LOC111604131|XP_023177815.2|DHYD
OG0002022	LOC108033550|XP_016963384.1|DBIA	LOC111602287|XP_023175059.1|DHYD
OG0002023	LOC108025044|XP_016950792.1|DBIA	LOC111594552|XP_023163673.2|DHYD
OG0002024	LOC108034158|XP_016964451.1|DBIA	LOC111594731|XP_023163931.1|DHYD
OG0002025	LOC108033995|XP_016964210.1|DBIA	LOC111592583|XP_023160661.2|DHYD
OG0002026	LOC108030863|XP_016959498.1|DBIA	LOC111600974|XP_023173125.2|DHYD
OG0002027	LOC108026624|XP_016953125.1|DBIA	LOC111600541|XP_023172449.2|DHYD
OG0002028	LOC108026781|XP_016953427.1|DBIA	LOC111592150|XP_023159965.2|DHYD
OG0002029	LOC108028242|XP_016955409.1|DBIA	LOC111593099|XP_023161465.2|DHYD
OG0002030	LOC108022732|XP_016947311.1|DBIA	LOC111604154|XP_023177846.2|DHYD
OG0002031	LOC108029767|XP_016957762.1|DBIA	LOC111592229|XP_023160080.2|DHYD
OG0002032	LOC108027155|XP_016953873.1|DBIA	LOC111600295|XP_023172118.2|DHYD
OG0002033	LOC108025690|XP_016951713.1|DBIA	LOC111592048|XP_023159817.2|DHYD
OG0002034	LOC108023510|XP_016948542.1|DBIA	LOC111597507|XP_030079689.1|DHYD
OG0002035	LOC108032165|XP_016961507.1|DBIA	LOC111604806|XP_023178792.1|DHYD, LOC111596545|XP_023166585.2|DHYD
OG0002036	LOC108031058|XP_016959748.1|DBIA	LOC111596799|XP_030080729.1|DHYD
OG0002037	LOC108035209|XP_016966208.1|DBIA	LOC111597428|XP_023167894.1|DHYD
OG0002038	LOC108032083|XP_016961396.1|DBIA	LOC111601472|XP_023173825.2|DHYD
OG0002039	LOC108036875|XP_016968740.1|DBIA	LOC111600839|XP_023172912.1|DHYD
OG0002040	LOC108030488|XP_016958859.1|DBIA	LOC111598609|XP_023169711.2|DHYD
OG0002041	LOC108029595|XP_016957456.1|DBIA	LOC111596998|XP_030081958.1|DHYD
OG0002042	LOC108027364|XP_016954275.1|DBIA	LOC111603393|XP_023176725.2|DHYD
OG0002043	LOC108027390|XP_016954315.1|DBIA	LOC111601300|XP_023173584.2|DHYD
OG0002044	LOC108031005|XP_016959694.1|DBIA, LOC108031652|XP_016960772.1|DBIA	LOC111595911|XP_023165623.2|DHYD
OG0002045	LOC108032117|XP_016961439.1|DBIA	LOC111604887|XP_023178895.2|DHYD
OG0002046	LOC108024803|XP_016950414.1|DBIA, LOC108035755|XP_016966942.1|DBIA	LOC111594275|XP_023163274.1|DHYD
OG0002047	LOC108024090|XP_016949354.1|DBIA	LOC111605600|XP_030079683.1|DHYD
