Orthogroup	DBIA.longest_only	BTRY.longest_only
OG0001073	LOC108025214|XP_016951050.1|DBIA	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC108029777|XP_016957776.1|DBIA	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC108034966|XP_016965764.1|DBIA	LOC120777283|XP_039964426.1|BTRY
OG0001076	LOC108035860|XP_016967094.1|DBIA	LOC120772846|XP_039957594.1|BTRY
OG0001077	LOC108031811|XP_016961028.1|DBIA	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC108035811|XP_016967047.1|DBIA	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC108035059|XP_016965934.1|DBIA	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC108029088|XP_016956669.1|DBIA	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC108031538|XP_016960564.1|DBIA	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC108022875|XP_016947557.1|DBIA	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC108035478|XP_016966617.1|DBIA	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC108030069|XP_016958159.1|DBIA	LOC120770056|XP_039953109.1|BTRY
OG0001086	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC108030787|XP_016959355.1|DBIA	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC108035611|XP_016966785.1|DBIA	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC108035682|XP_016966882.1|DBIA	LOC120777604|XP_039964976.1|BTRY
OG0001092	LOC108029282|XP_016956970.1|DBIA	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC108032377|XP_016961687.1|DBIA	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC108033427|XP_016963239.1|DBIA	LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC108036587|XP_016968332.1|DBIA	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC108030595|XP_016959063.1|DBIA	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001099	LOC108028764|XP_016956228.1|DBIA	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC108030487|XP_016958857.1|DBIA	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC108022546|XP_016947019.1|DBIA	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC108035360|XP_016966447.1|DBIA	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC108023404|XP_016948347.1|DBIA	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC108022256|XP_016946604.1|DBIA, LOC108024099|XP_016949364.1|DBIA	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC108024899|XP_016950537.1|DBIA	LOC120779428|XP_039967578.1|BTRY
OG0001108	LOC108025971|XP_016952153.1|DBIA, LOC108026061|XP_016952245.1|DBIA	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC108026555|XP_016952995.1|DBIA, LOC108026508|XP_016952942.1|DBIA, LOC108026509|XP_016952944.1|DBIA	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC108022227|XP_016946574.1|DBIA	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC108025727|XP_016951793.1|DBIA	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC108035862|XP_016967097.1|DBIA, LOC108027956|XP_016955071.1|DBIA	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC108032108|XP_016961427.1|DBIA	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC108030625|XP_016959120.1|DBIA	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC108025347|XP_016951292.1|DBIA	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC108032185|XP_016961529.1|DBIA	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC108028240|XP_016955393.1|DBIA	LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC108034433|XP_016964807.1|DBIA	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC108022996|XP_016947714.1|DBIA	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC108021913|XP_016946225.1|DBIA	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC108035315|XP_016966382.1|DBIA, LOC108024771|XP_016950412.1|DBIA	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC108035984|XP_016967317.1|DBIA	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC108033813|XP_016963923.1|DBIA	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC108026831|XP_016953491.1|DBIA	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC108031327|XP_016960066.1|DBIA	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC108031335|XP_016960077.1|DBIA	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC108031025|XP_016959714.1|DBIA	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC108029097|XP_016956681.1|DBIA	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC108032014|XP_016961307.1|DBIA, LOC108033752|XP_016964233.1|DBIA	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC108031047|XP_016959737.1|DBIA, LOC108032218|XP_016961569.1|DBIA	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001142	LOC108031045|XP_016959735.1|DBIA	LOC120782306|XP_039970451.1|BTRY
OG0001143	LOC108029070|XP_016956631.1|DBIA	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC108031230|XP_016959954.1|DBIA, LOC108036512|XP_016968205.1|DBIA	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC108036186|XP_016967666.1|DBIA	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC108032398|XP_016961707.1|DBIA, LOC108023930|XP_016949104.1|DBIA	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC108026889|XP_016953582.1|DBIA	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC108034834|XP_016965442.1|DBIA	LOC120767238|XP_039949012.1|BTRY
OG0001157	LOC108024110|XP_016949380.1|DBIA	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC108034152|XP_016964440.1|DBIA	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC108026209|XP_016952507.1|DBIA	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC108031492|XP_016960474.1|DBIA	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC108031325|XP_016960062.1|DBIA	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC108024735|XP_016950320.1|DBIA	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC108031575|XP_016960622.1|DBIA	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC108031431|XP_016960331.1|DBIA	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC108022478|XP_016946918.1|DBIA	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC108034501|XP_016964895.1|DBIA	LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC108022176|XP_016946512.1|DBIA	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC108030228|XP_016958507.1|DBIA	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC108033198|XP_016962933.1|DBIA	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC108024718|XP_016950298.1|DBIA	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC108029333|XP_016957018.1|DBIA	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC108022456|XP_016946853.1|DBIA	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC108023855|XP_016948991.1|DBIA	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC108028277|XP_016955470.1|DBIA, LOC108028523|XP_016955895.1|DBIA	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC108023107|XP_016947862.1|DBIA	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC108036220|XP_016967701.1|DBIA	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC108033344|XP_016963136.1|DBIA	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC108022948|XP_016947653.1|DBIA	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC108030181|XP_016958416.1|DBIA	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC108024915|XP_016950603.1|DBIA	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC108030664|XP_016959177.1|DBIA	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC108024650|XP_016950197.1|DBIA	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC108026249|XP_016952581.1|DBIA	LOC120766464|XP_039947935.1|BTRY
OG0001184	LOC108024793|XP_016950404.1|DBIA	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC108030946|XP_016959634.1|DBIA, LOC108031371|XP_016960179.1|DBIA	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC108027198|XP_016953994.1|DBIA	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC108022866|XP_016947533.1|DBIA	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC108029644|XP_016957542.1|DBIA	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC108023037|XP_016947767.1|DBIA	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC108033393|XP_016963204.1|DBIA	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC108032794|XP_016962288.1|DBIA	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC108032209|XP_016961558.1|DBIA	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC108023567|XP_016948647.1|DBIA	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC108029787|XP_016957786.1|DBIA	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC108033621|XP_016963483.1|DBIA	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC108026346|XP_016952740.1|DBIA	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC108027181|XP_016953965.1|DBIA	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC108036025|XP_016967445.1|DBIA	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC108032662|XP_016962112.1|DBIA	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC108027289|XP_016954168.1|DBIA	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC108031508|XP_016960506.1|DBIA	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC108023955|XP_016949148.1|DBIA	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC108027557|XP_016954518.1|DBIA	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC108025654|XP_016951685.1|DBIA	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC108025896|XP_016952067.1|DBIA	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC108024031|XP_016949290.1|DBIA	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC108025518|XP_016951528.1|DBIA	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC108032004|XP_016961291.1|DBIA	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC108027342|XP_016954243.1|DBIA	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC108024651|XP_016950199.1|DBIA	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC108023210|XP_016948004.1|DBIA, LOC108034371|XP_016964747.1|DBIA	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC108024411|XP_016949816.1|DBIA	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC108022848|XP_016947509.1|DBIA	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC108024795|XP_016950402.1|DBIA	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC108035983|XP_016967358.1|DBIA	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC108036228|XP_016967728.1|DBIA	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC108030210|XP_016958459.1|DBIA	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC108022587|XP_016947103.1|DBIA	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001227	LOC108033240|XP_016962995.1|DBIA	LOC120769342|XP_039952233.1|BTRY
OG0001228	LOC108032986|XP_016962553.1|DBIA	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA, LOC108032682|XP_016962150.1|DBIA	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC108036481|XP_016968151.1|DBIA	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC108030491|XP_016958866.1|DBIA	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC108036703|XP_016968486.1|DBIA	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC108033321|XP_016963089.1|DBIA	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC108036538|XP_016968251.1|DBIA	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC108029136|XP_016956748.1|DBIA	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC108028394|XP_016955696.1|DBIA, LOC108028398|XP_016955699.1|DBIA, LOC108028399|XP_016955703.1|DBIA	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC108034531|XP_016964946.1|DBIA, LOC108031349|XP_016960103.1|DBIA	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC108025285|XP_016951151.1|DBIA	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC108031735|XP_016960906.1|DBIA	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC108025555|XP_016951578.1|DBIA	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC108022337|XP_016946688.1|DBIA	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC108025769|XP_016951855.1|DBIA	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC108030861|XP_016959493.1|DBIA	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC108024371|XP_016949763.1|DBIA	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC108031044|XP_016959734.1|DBIA	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC108036882|XP_016968746.1|DBIA	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC108031009|XP_016959701.1|DBIA	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC108036325|XP_016967831.1|DBIA	LOC120775586|XP_039961756.1|BTRY
OG0001251	LOC108027280|XP_016954146.1|DBIA, LOC108027147|XP_016953856.1|DBIA	LOC120782408|XP_039970589.1|BTRY, LOC120770315|XP_039953629.1|BTRY, LOC120766724|XP_039948305.1|BTRY, LOC120781699|XP_039969861.1|BTRY, LOC120781238|XP_039969315.1|BTRY
OG0001252	LOC108024552|XP_016950022.1|DBIA, LOC108024553|XP_016950023.1|DBIA, LOC108024278|XP_016949665.1|DBIA, LOC108024277|XP_016949664.1|DBIA	LOC120776746|XP_039963632.1|BTRY, LOC120776758|XP_039963657.1|BTRY
OG0001253	LOC108022220|XP_016946563.1|DBIA	LOC120768091|XP_039950563.1|BTRY
OG0001254	LOC108022377|XP_016946747.1|DBIA, LOC108022074|XP_016946408.1|DBIA	LOC120770106|XP_039953209.1|BTRY
OG0001255	LOC108030239|XP_016958532.1|DBIA	LOC120773004|XP_039957856.1|BTRY
OG0001256	LOC108022371|XP_016946741.1|DBIA	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY
OG0001257	LOC108035914|XP_016967189.1|DBIA	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC108031944|XP_016961213.1|DBIA	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC108023590|XP_016948681.1|DBIA	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC108031595|XP_016960660.1|DBIA	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC108027609|XP_016954619.1|DBIA	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC108028296|XP_016955506.1|DBIA	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC108031993|XP_016961276.1|DBIA	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC108029105|XP_016956698.1|DBIA	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC108023490|XP_016948503.1|DBIA	LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC108026878|XP_016953559.1|DBIA	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC108031938|XP_016961207.1|DBIA	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC108030084|XP_016958211.1|DBIA	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC108027243|XP_016954082.1|DBIA	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC108022814|XP_016947440.1|DBIA	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC108035327|XP_016966390.1|DBIA	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC108024444|XP_016949850.1|DBIA	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC108028472|XP_016955823.1|DBIA	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC108025826|XP_016951968.1|DBIA	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC108035463|XP_016966598.1|DBIA	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC108034695|XP_016965124.1|DBIA	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001279	LOC108028182|XP_016955335.1|DBIA	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC108029516|XP_016957307.1|DBIA	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC108035485|XP_016966625.1|DBIA	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC108027763|XP_016954810.1|DBIA	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC108036218|XP_016967699.1|DBIA	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC108030815|XP_016959408.1|DBIA	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC108034295|XP_016964646.1|DBIA	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC108032255|XP_016961608.1|DBIA	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC108029194|XP_016956859.1|DBIA	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC108033279|XP_016963034.1|DBIA	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC108028949|XP_016956458.1|DBIA	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC108026738|XP_016953347.1|DBIA	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC108036368|XP_016967939.1|DBIA	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC108021971|XP_016946297.1|DBIA	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC108034648|XP_016965076.1|DBIA, LOC108024763|XP_016950365.1|DBIA	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC108033190|XP_016962921.1|DBIA	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC108030486|XP_016958856.1|DBIA	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC108031742|XP_016960926.1|DBIA	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC108027437|XP_016954374.1|DBIA	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC108035390|XP_016966491.1|DBIA	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC108024842|XP_016950469.1|DBIA	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC108033378|XP_016963187.1|DBIA	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC108029755|XP_016957741.1|DBIA	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC108025344|XP_016951277.1|DBIA	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC108030192|XP_016958433.1|DBIA	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC108027314|XP_016954198.1|DBIA	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC108025565|XP_016951585.1|DBIA	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC108028380|XP_016955665.1|DBIA	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC108023519|XP_016948555.1|DBIA	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC108024074|XP_016949338.1|DBIA	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC108024761|XP_016950358.1|DBIA	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC108035769|XP_016966962.1|DBIA	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC108028630|XP_016956040.1|DBIA	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC108022998|XP_016947718.1|DBIA	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC108032664|XP_016962113.1|DBIA	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC108023281|XP_016948062.1|DBIA	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC108030229|XP_016958508.1|DBIA, LOC108030467|XP_016958853.1|DBIA	LOC120772662|XP_039957329.1|BTRY
OG0001317	LOC108029209|XP_016956878.1|DBIA	LOC120768146|XP_039950640.1|BTRY
OG0001318	LOC108027762|XP_016954809.1|DBIA	LOC120778561|XP_039966357.1|BTRY, LOC120778560|XP_039966356.1|BTRY, LOC120775908|XP_039962233.1|BTRY, LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001319	LOC108033356|XP_016963156.1|DBIA, LOC108033334|XP_016963108.1|DBIA	LOC120768591|XP_039951286.1|BTRY
OG0001320	LOC108022094|XP_016946427.1|DBIA	LOC120772672|XP_039957341.1|BTRY
OG0001321	LOC108029864|XP_016957842.1|DBIA	LOC120771223|XP_039955067.1|BTRY, LOC120771222|XP_039955063.1|BTRY, LOC120771220|XP_039955061.1|BTRY, LOC120771221|XP_039955062.1|BTRY, LOC120771224|XP_039955070.1|BTRY
OG0001326	LOC108025465|XP_016951456.1|DBIA	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC108025909|XP_016952082.1|DBIA	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC108023908|XP_016949082.1|DBIA	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC108023215|XP_016947974.1|DBIA	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC108033169|XP_016962891.1|DBIA	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC108035042|XP_016965903.1|DBIA	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC108025452|XP_016951441.1|DBIA	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC108031918|XP_016961179.1|DBIA	LOC120773615|XP_039958551.1|BTRY
OG0001336	LOC108034397|XP_016964767.1|DBIA	LOC120780069|XP_039968278.1|BTRY, LOC120779658|XP_039967949.1|BTRY, LOC120768543|XP_039951216.1|BTRY, LOC120781346|XP_039969485.1|BTRY, LOC120768117|XP_039950600.1|BTRY, LOC120781711|XP_039969879.1|BTRY
OG0001337	LOC108033081|XP_016962740.1|DBIA	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC108022971|XP_016947685.1|DBIA	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC108022704|XP_016947267.1|DBIA	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC108036873|XP_016968739.1|DBIA, LOC108026757|XP_016953746.1|DBIA	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC108031650|XP_016960769.1|DBIA	LOC120767765|XP_039949941.1|BTRY
OG0001342	LOC108025406|XP_016951373.1|DBIA	LOC120770477|XP_039953919.1|BTRY
OG0001343	LOC108027128|XP_016953836.1|DBIA	LOC120766632|XP_039948183.1|BTRY
OG0001344	LOC108025403|XP_016951368.1|DBIA	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC108032178|XP_016961522.1|DBIA	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC108032145|XP_016961475.1|DBIA	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC108028892|XP_016956402.1|DBIA	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC108033074|XP_016962732.1|DBIA	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC108035499|XP_016966642.1|DBIA	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC108028082|XP_016955213.1|DBIA	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC108036383|XP_016967976.1|DBIA, LOC108036382|XP_016967974.1|DBIA	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC108024268|XP_016949643.1|DBIA	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC108030668|XP_016959184.1|DBIA	LOC120775085|XP_039961016.1|BTRY
