Orthogroup	DBIA.longest_only	DKIK.longest_only
OG0000269	LOC108026112|XP_016952301.1|DBIA	LOC108073190|XP_017020191.1|DKIK
OG0000270	LOC108022221|XP_016946564.1|DBIA	LOC108076210|XP_017024437.1|DKIK
OG0000271	LOC108027100|XP_016953810.1|DBIA	LOC108082245|XP_017033074.1|DKIK
OG0000271	LOC108022637|XP_016947181.1|DBIA	LOC108070856|XP_017016976.1|DKIK
OG0000272	LOC108034828|XP_016965426.1|DBIA, LOC108028011|XP_016955129.1|DBIA	LOC108070586|XP_017016631.1|DKIK
OG0000272	LOC108024900|XP_016950550.1|DBIA	LOC108072385|XP_017018983.1|DKIK
OG0000273	LOC108026225|XP_016952546.1|DBIA	LOC108081046|XP_017031505.1|DKIK
OG0000273	LOC108033841|XP_016963956.1|DBIA	LOC108077044|XP_017025666.1|DKIK
OG0000273	LOC108031493|XP_016960475.1|DBIA	LOC108077753|XP_017026715.1|DKIK
OG0000274	LOC108022261|XP_016946609.1|DBIA, LOC108022214|XP_016946556.1|DBIA	LOC108076378|XP_017024678.1|DKIK
OG0000274	LOC108029405|XP_016957127.1|DBIA	LOC108070911|XP_017017056.1|DKIK
OG0000276	LOC108036204|XP_016967685.1|DBIA	LOC108082549|XP_017033478.1|DKIK
OG0000276	LOC108036238|XP_016967735.1|DBIA, LOC108036431|XP_016968058.1|DBIA, LOC108029873|XP_016957852.1|DBIA	LOC108071987|XP_017018450.1|DKIK, LOC108079570|XP_017029401.1|DKIK
OG0000277	LOC108031016|XP_016959705.1|DBIA	LOC108074492|XP_017022055.1|DKIK
OG0000277	LOC108031018|XP_016959707.1|DBIA	LOC108073283|XP_017020327.1|DKIK
OG0000277	LOC108031017|XP_016959706.1|DBIA	LOC108073371|XP_017020424.1|DKIK
OG0000278	LOC108023188|XP_016947920.1|DBIA, LOC108027843|XP_016954926.1|DBIA, LOC108029925|XP_016957909.1|DBIA, LOC108023183|XP_016947914.1|DBIA, LOC108029963|XP_016957954.1|DBIA, LOC108033212|XP_016962953.1|DBIA, LOC108025004|XP_016950749.1|DBIA, LOC108032830|XP_016962335.1|DBIA, LOC108032459|XP_016961774.1|DBIA, LOC108032758|XP_016962240.1|DBIA	LOC108078516|XP_017027911.1|DKIK
OG0000279	LOC108034543|XP_016964958.1|DBIA	LOC108077546|XP_017026427.1|DKIK
OG0000279	LOC108035560|XP_016966717.1|DBIA	LOC108077549|XP_017026430.1|DKIK
OG0000280	LOC108024926|XP_016950613.1|DBIA	LOC108083747|XP_017035152.1|DKIK
OG0000280	LOC108024924|XP_016950611.1|DBIA	LOC108083748|XP_017035153.1|DKIK
OG0000280	LOC108024925|XP_016950612.1|DBIA	LOC108083645|XP_017035005.1|DKIK
OG0000281	LOC108028614|XP_016956023.1|DBIA	LOC108079108|XP_017028835.1|DKIK
OG0000281	LOC108025647|XP_016951674.1|DBIA	LOC108076576|XP_017024978.1|DKIK
OG0000281	LOC108027527|XP_016954460.1|DBIA	LOC108085220|XP_017037240.1|DKIK
OG0000282	LOC108035460|XP_016966590.1|DBIA	LOC108073291|XP_017020335.1|DKIK
OG0000282	LOC108024080|XP_016949344.1|DBIA	LOC108071670|XP_017017964.1|DKIK
OG0000282	LOC108034387|XP_016964757.1|DBIA	LOC108073266|XP_017020312.1|DKIK
OG0000283	LOC108029964|XP_016957956.1|DBIA	LOC108082387|XP_017033219.1|DKIK
OG0000283	LOC108025232|XP_016951068.1|DBIA	LOC108084994|XP_017036909.1|DKIK
OG0000284	LOC108032684|XP_016962148.1|DBIA	LOC108075930|XP_017024057.1|DKIK
OG0000284	LOC108032798|XP_016962293.1|DBIA	LOC108075953|XP_017024088.1|DKIK
OG0000285	LOC108030288|XP_016958608.1|DBIA	LOC108082613|XP_017033582.1|DKIK
OG0000285	LOC108030289|XP_016958609.1|DBIA	LOC108082604|XP_017033567.1|DKIK
OG0000286	LOC108033818|XP_016963931.1|DBIA	LOC108075409|XP_017023326.1|DKIK
OG0000286	LOC108033820|XP_016963933.1|DBIA	LOC108075432|XP_017023350.1|DKIK
OG0000286	LOC108033821|XP_016963935.1|DBIA	LOC108075434|XP_017023366.1|DKIK
OG0000287	LOC108033109|XP_016962801.1|DBIA	LOC108085928|XP_017038197.1|DKIK
OG0000287	LOC108033112|XP_016962804.1|DBIA	LOC108085930|XP_017038199.1|DKIK
OG0000287	LOC108033113|XP_016962805.1|DBIA	LOC108085932|XP_017038200.1|DKIK
OG0000288	LOC108032328|XP_016961626.1|DBIA	LOC108086151|XP_017038505.1|DKIK
OG0000288	LOC108032558|XP_016961927.1|DBIA	LOC108086171|XP_017038525.1|DKIK
OG0000288	LOC108032329|XP_016961628.1|DBIA	LOC108086143|XP_017038493.1|DKIK
OG0000288	LOC108032331|XP_016961630.1|DBIA, LOC108032559|XP_016961928.1|DBIA, LOC108032330|XP_016961629.1|DBIA	LOC108086134|XP_017038480.1|DKIK
OG0000289	LOC108035261|XP_016966308.1|DBIA	LOC108078570|XP_017027979.1|DKIK
OG0000289	LOC108034600|XP_016965022.1|DBIA	LOC108071869|XP_017018286.1|DKIK
OG0000289	LOC108035266|XP_016966313.1|DBIA	LOC108078571|XP_017027980.1|DKIK
OG0000290	LOC108022051|XP_016946385.1|DBIA	LOC108085079|XP_017037038.1|DKIK
OG0000290	LOC108022542|XP_016947009.1|DBIA, LOC108022054|XP_016946388.1|DBIA, LOC108022053|XP_016946387.1|DBIA	LOC108085077|XP_017037036.1|DKIK
OG0000290	LOC108022052|XP_016946386.1|DBIA	LOC108085078|XP_017037037.1|DKIK
OG0000291	LOC108028261|XP_016955442.1|DBIA	LOC108074013|XP_017021368.1|DKIK
OG0000291	LOC108035587|XP_016966747.1|DBIA	LOC108072699|XP_017019424.1|DKIK, LOC108072665|XP_017019389.1|DKIK, LOC108075134|XP_017022906.1|DKIK
OG0000291	LOC108028299|XP_016955510.1|DBIA	LOC108083020|XP_017034137.1|DKIK
OG0000291	LOC108034645|XP_016965071.1|DBIA	LOC108073813|XP_017021077.1|DKIK, LOC108073814|XP_017021078.1|DKIK, LOC108073811|XP_017021075.1|DKIK
OG0000292	LOC108023054|XP_016947790.1|DBIA	LOC108077952|XP_017026981.1|DKIK
OG0000292	LOC108035910|XP_016967166.1|DBIA	LOC108070424|XP_017016368.1|DKIK
OG0000293	LOC108024441|XP_016949848.1|DBIA	LOC108080970|XP_017031372.1|DKIK
OG0000293	LOC108034057|XP_016964301.1|DBIA	LOC108077233|XP_017025980.1|DKIK
OG0000293	LOC108024468|XP_016949876.1|DBIA	LOC108080907|XP_017031300.1|DKIK
OG0000294	LOC108032544|XP_016961911.1|DBIA	LOC108075867|XP_017023958.1|DKIK
OG0000294	LOC108025698|XP_016951724.1|DBIA	LOC108075232|XP_017023074.1|DKIK
OG0000296	LOC108033475|XP_016963302.1|DBIA	LOC108081851|XP_017032581.1|DKIK
OG0000296	LOC108028376|XP_016955663.1|DBIA	LOC108079091|XP_017028806.1|DKIK
OG0000296	LOC108025863|XP_016952020.1|DBIA	LOC108078406|XP_017027752.1|DKIK
OG0000297	LOC108029437|XP_016957173.1|DBIA	LOC108070740|XP_017016825.1|DKIK
OG0000297	LOC108029737|XP_016957712.1|DBIA	LOC108070805|XP_017016895.1|DKIK
OG0000298	LOC108025643|XP_016951668.1|DBIA	LOC108085760|XP_017037989.1|DKIK, LOC108074277|XP_017021742.1|DKIK
OG0000298	LOC108025663|XP_016951691.1|DBIA	LOC108085761|XP_017037991.1|DKIK
OG0000298	LOC108025670|XP_016951697.1|DBIA	LOC108080677|XP_017030999.1|DKIK
OG0000299	LOC108024823|XP_016950445.1|DBIA	LOC108074087|XP_017021458.1|DKIK
OG0000299	LOC108023002|XP_016947727.1|DBIA	LOC108074100|XP_017021484.1|DKIK
OG0000300	LOC108028563|XP_016955958.1|DBIA	LOC108080622|XP_017030935.1|DKIK
OG0000300	LOC108028562|XP_016955957.1|DBIA	LOC108080562|XP_017030856.1|DKIK
OG0000300	LOC108027973|XP_016955087.1|DBIA	LOC108080561|XP_017030855.1|DKIK
OG0000301	LOC108036021|XP_016967436.1|DBIA	LOC108082627|XP_017033598.1|DKIK
OG0000301	LOC108033297|XP_016963053.1|DBIA	LOC108079664|XP_017029550.1|DKIK
OG0000302	LOC108028316|XP_016955534.1|DBIA	LOC108085812|XP_017038051.1|DKIK
OG0000302	LOC108028317|XP_016955535.1|DBIA	LOC108085813|XP_017038052.1|DKIK
OG0000303	LOC108030534|XP_016958916.1|DBIA	LOC108073832|XP_017021100.1|DKIK
OG0000303	LOC108035817|XP_016967054.1|DBIA	LOC108082962|XP_017034073.1|DKIK
OG0000303	LOC108036768|XP_016968597.1|DBIA	LOC108079673|XP_017029560.1|DKIK
OG0000304	LOC108023883|XP_016949056.1|DBIA	LOC108085056|XP_017037005.1|DKIK
OG0000304	LOC108023888|XP_016949063.1|DBIA	LOC108084904|XP_017036788.1|DKIK
OG0000305	LOC108030706|XP_016959235.1|DBIA	LOC108083033|XP_017034151.1|DKIK
OG0000305	LOC108030533|XP_016958915.1|DBIA	LOC108082983|XP_017034094.1|DKIK
OG0000306	LOC108022207|XP_016946550.1|DBIA	LOC108072241|XP_017018791.1|DKIK
OG0000306	LOC108022177|XP_016946518.1|DBIA	LOC108072394|XP_017018990.1|DKIK
OG0000306	LOC108025790|XP_016951909.1|DBIA	LOC108084476|XP_017036185.1|DKIK
OG0000307	LOC108023926|XP_016949103.1|DBIA	LOC108084833|XP_017036688.1|DKIK
OG0000307	LOC108024569|XP_016950055.1|DBIA	LOC108083682|XP_017035048.1|DKIK
OG0000308	LOC108032050|XP_016961351.1|DBIA	LOC108085728|XP_017037945.1|DKIK
OG0000308	LOC108036120|XP_016967594.1|DBIA	LOC108074846|XP_017022543.1|DKIK
OG0000309	LOC108031164|XP_016959872.1|DBIA	LOC108077646|XP_017026548.1|DKIK
OG0000309	LOC108031420|XP_016960309.1|DBIA, LOC108031419|XP_016960308.1|DBIA, LOC108031181|XP_016959890.1|DBIA	LOC108077643|XP_017026546.1|DKIK, LOC108077853|XP_017026874.1|DKIK
OG0000310	LOC108023928|XP_016949101.1|DBIA, LOC108028215|XP_016955368.1|DBIA	LOC108071755|XP_017018069.1|DKIK, LOC108072532|XP_017019195.1|DKIK, LOC108072535|XP_017019197.1|DKIK
OG0000311	LOC108031849|XP_016961091.1|DBIA	LOC108083694|XP_017035069.1|DKIK
OG0000311	LOC108031402|XP_016960275.1|DBIA	LOC108071302|XP_017017497.1|DKIK
OG0000311	LOC108027582|XP_016954585.1|DBIA	LOC108080140|XP_017030263.1|DKIK
OG0000312	LOC108032655|XP_016962100.1|DBIA	LOC108082222|XP_017033048.1|DKIK
OG0000312	LOC108029166|XP_016956796.1|DBIA	LOC108074344|XP_017021857.1|DKIK
OG0000313	LOC108036770|XP_016968599.1|DBIA	LOC108074817|XP_017022504.1|DKIK
OG0000313	LOC108034339|XP_016964711.1|DBIA, LOC108032610|XP_016962029.1|DBIA	LOC108085300|XP_017037347.1|DKIK
OG0000314	LOC108035130|XP_016966063.1|DBIA	LOC108082107|XP_017032891.1|DKIK
OG0000314	LOC108034910|XP_016965642.1|DBIA	LOC108082217|XP_017033039.1|DKIK
OG0000315	LOC108028939|XP_016956447.1|DBIA, LOC108036188|XP_016967668.1|DBIA, LOC108028938|XP_016956446.1|DBIA	LOC108086123|XP_017038460.1|DKIK
OG0000315	LOC108032753|XP_016962232.1|DBIA, LOC108022181|XP_016946521.1|DBIA, LOC108029270|XP_016956958.1|DBIA	LOC108086048|XP_017038356.1|DKIK, LOC108086121|XP_017038458.1|DKIK
OG0000316	LOC108029921|XP_016957905.1|DBIA	LOC108082363|XP_017033192.1|DKIK
OG0000316	LOC108029958|XP_016957950.1|DBIA	LOC108082364|XP_017033193.1|DKIK
OG0000317	LOC108024478|XP_016949887.1|DBIA	LOC108080283|XP_017030440.1|DKIK
OG0000319	LOC108024516|XP_016949954.1|DBIA, LOC108024512|XP_016949949.1|DBIA, LOC108024511|XP_016949948.1|DBIA	LOC108084870|XP_017036751.1|DKIK, LOC108084877|XP_017036758.1|DKIK
OG0000320	LOC108031800|XP_016961009.1|DBIA	LOC108085002|XP_017036920.1|DKIK
OG0000320	LOC108029030|XP_016956568.1|DBIA	LOC108079589|XP_017029423.1|DKIK
OG0000320	LOC108031240|XP_016959964.1|DBIA	LOC108084924|XP_017036810.1|DKIK
OG0000321	LOC108033609|XP_016963460.1|DBIA	LOC108082006|XP_017032749.1|DKIK
OG0000321	LOC108033608|XP_016963459.1|DBIA	LOC108082007|XP_017032751.1|DKIK
OG0000322	LOC108026091|XP_016952279.1|DBIA	LOC108072283|XP_017018839.1|DKIK
OG0000322	LOC108023203|XP_016947952.1|DBIA	LOC108080532|XP_017030820.1|DKIK
OG0000322	LOC108023368|XP_016948257.1|DBIA	LOC108084375|XP_017036055.1|DKIK
OG0000323	LOC108032592|XP_016961994.1|DBIA	LOC108085289|XP_017037335.1|DKIK
OG0000323	LOC108025966|XP_016952149.1|DBIA	LOC108084533|XP_017036258.1|DKIK
OG0000323	LOC108026244|XP_016952574.1|DBIA	LOC108084527|XP_017036252.1|DKIK
OG0000324	LOC108029467|XP_016957207.1|DBIA	LOC108070858|XP_017016978.1|DKIK
OG0000325	LOC108035873|XP_016967110.1|DBIA	LOC108085496|XP_017037605.1|DKIK
OG0000325	LOC108035879|XP_016967118.1|DBIA	LOC108085492|XP_017037600.1|DKIK
OG0000327	LOC108030135|XP_016958339.1|DBIA	LOC108076592|XP_017024994.1|DKIK
OG0000327	LOC108030136|XP_016958340.1|DBIA	LOC108076806|XP_017025321.1|DKIK
OG0000327	LOC108029902|XP_016957881.1|DBIA	LOC108074476|XP_017022037.1|DKIK
OG0000328	LOC108022754|XP_016947341.1|DBIA	LOC108070748|XP_017016834.1|DKIK, LOC108070870|XP_017016994.1|DKIK, LOC108070747|XP_017016833.1|DKIK
OG0000328	LOC108034456|XP_016964830.1|DBIA	LOC108071872|XP_017018288.1|DKIK
OG0000328	LOC108034457|XP_016964831.1|DBIA	LOC108071873|XP_017018289.1|DKIK
OG0000329	LOC108033881|XP_016964013.1|DBIA	LOC108074775|XP_017022442.1|DKIK
OG0000329	LOC108033845|XP_016963964.1|DBIA	LOC108077359|XP_017026142.1|DKIK, LOC108077337|XP_017026115.1|DKIK, LOC108077327|XP_017026104.1|DKIK
OG0000331	LOC108036814|XP_016968653.1|DBIA	LOC108076947|XP_017025484.1|DKIK
OG0000331	LOC108036777|XP_016968605.1|DBIA	LOC108077184|XP_017025914.1|DKIK
OG0000332	LOC108034232|XP_016964568.1|DBIA	LOC108075150|XP_017022924.1|DKIK
OG0000332	LOC108025920|XP_016952096.1|DBIA	LOC108080185|XP_017030325.1|DKIK, LOC108079516|XP_017029344.1|DKIK, LOC108074710|XP_017022344.1|DKIK
OG0000333	LOC108034462|XP_016964835.1|DBIA	LOC108078789|XP_017028332.1|DKIK
OG0000333	LOC108035247|XP_016966269.1|DBIA	LOC108071648|XP_017017927.1|DKIK
OG0000333	LOC108035432|XP_016966553.1|DBIA	LOC108075191|XP_017023015.1|DKIK
OG0000334	LOC108025871|XP_016952032.1|DBIA	LOC108084521|XP_017036249.1|DKIK, LOC108074433|XP_017021959.1|DKIK
OG0000334	LOC108036201|XP_016967681.1|DBIA	LOC108076452|XP_017024817.1|DKIK
OG0000335	LOC108032438|XP_016961750.1|DBIA	LOC108072517|XP_017019177.1|DKIK
OG0000335	LOC108032387|XP_016961698.1|DBIA	LOC108072562|XP_017019233.1|DKIK
OG0000336	LOC108025388|XP_016951349.1|DBIA	LOC108072032|XP_017018504.1|DKIK
OG0000336	LOC108026303|XP_016952675.1|DBIA	LOC108072108|XP_017018619.1|DKIK
OG0000336	LOC108026302|XP_016952674.1|DBIA	LOC108072107|XP_017018617.1|DKIK
OG0000337	LOC108024923|XP_016950609.1|DBIA, LOC108024922|XP_016950608.1|DBIA	LOC108083617|XP_017034976.1|DKIK
OG0000337	LOC108024108|XP_016949375.1|DBIA	LOC108071688|XP_017017990.1|DKIK
OG0000337	LOC108034619|XP_016965044.1|DBIA	LOC108077472|XP_017026280.1|DKIK
OG0000338	LOC108029296|XP_016956998.1|DBIA	LOC108079873|XP_017029873.1|DKIK
OG0000338	LOC108022899|XP_016947589.1|DBIA	LOC108085131|XP_017037124.1|DKIK
OG0000339	LOC108035027|XP_016965860.1|DBIA	LOC108078672|XP_017028094.1|DKIK
OG0000339	LOC108035026|XP_016965859.1|DBIA	LOC108078640|XP_017028057.1|DKIK
OG0000340	LOC108022890|XP_016947576.1|DBIA	LOC108078314|XP_017027601.1|DKIK
OG0000341	LOC108030505|XP_016958882.1|DBIA, LOC108030542|XP_016958924.1|DBIA	LOC108083043|XP_017034161.1|DKIK, LOC108083040|XP_017034159.1|DKIK
OG0000341	LOC108030549|XP_016958931.1|DBIA	LOC108082965|XP_017034076.1|DKIK
OG0000341	LOC108030543|XP_016958925.1|DBIA	LOC108083009|XP_017034123.1|DKIK
OG0000342	LOC108025945|XP_016952131.1|DBIA	LOC108083351|XP_017034584.1|DKIK
OG0000342	LOC108022269|XP_016946616.1|DBIA	LOC108070776|XP_017016864.1|DKIK
OG0000343	LOC108032064|XP_016961371.1|DBIA, LOC108029953|XP_016957945.1|DBIA	LOC108073419|XP_017020526.1|DKIK
OG0000343	LOC108024930|XP_016950617.1|DBIA	LOC108084328|XP_017035978.1|DKIK
OG0000344	LOC108022941|XP_016947643.1|DBIA	LOC108073061|XP_017020019.1|DKIK
OG0000344	LOC108025450|XP_016951438.1|DBIA	LOC108084949|XP_017036838.1|DKIK
OG0000345	LOC108036350|XP_016967913.1|DBIA	LOC108076701|XP_017025148.1|DKIK
OG0000345	LOC108029496|XP_016957257.1|DBIA	LOC108081793|XP_017032500.1|DKIK
OG0000346	LOC108026829|XP_016953489.1|DBIA	LOC108078285|XP_017027542.1|DKIK
OG0000346	LOC108026486|XP_016952923.1|DBIA, LOC108022130|XP_016946460.1|DBIA, LOC108026514|XP_016952949.1|DBIA, LOC108026487|XP_016952924.1|DBIA	LOC108080433|XP_017030655.1|DKIK
OG0000347	LOC108028718|XP_016956165.1|DBIA	LOC108083140|XP_017034311.1|DKIK
OG0000347	LOC108027870|XP_016954973.1|DBIA	LOC108074444|XP_017021971.1|DKIK
OG0000348	LOC108029179|XP_016956831.1|DBIA	LOC108077443|XP_017026251.1|DKIK
OG0000348	LOC108027936|XP_016955054.1|DBIA	LOC108077313|XP_017026090.1|DKIK
OG0000349	LOC108032393|XP_016961703.1|DBIA, LOC108032778|XP_016962269.1|DBIA	LOC108072608|XP_017019320.1|DKIK
OG0000350	LOC108034586|XP_016965008.1|DBIA	LOC108073774|XP_017021030.1|DKIK
OG0000350	LOC108034607|XP_016965030.1|DBIA	LOC108073805|XP_017021068.1|DKIK
OG0000350	LOC108025223|XP_016951059.1|DBIA	LOC108084987|XP_017036900.1|DKIK
OG0000351	LOC108022167|XP_016946500.1|DBIA	LOC108072382|XP_017018971.1|DKIK
OG0000351	LOC108022218|XP_016946561.1|DBIA	LOC108072383|XP_017018974.1|DKIK
OG0000353	LOC108031936|XP_016961205.1|DBIA	LOC108085031|XP_017036967.1|DKIK
OG0000353	LOC108027412|XP_016954343.1|DBIA	LOC108075892|XP_017023995.1|DKIK
OG0000354	LOC108029041|XP_016956581.1|DBIA	LOC108074538|XP_017022115.1|DKIK
OG0000354	LOC108028976|XP_016956504.1|DBIA	LOC108074545|XP_017022128.1|DKIK
OG0000355	LOC108029653|XP_016957567.1|DBIA	LOC108076779|XP_017025271.1|DKIK
OG0000355	LOC108026921|XP_016953621.1|DBIA	LOC108070928|XP_017017068.1|DKIK
OG0000356	LOC108034165|XP_016964460.1|DBIA	LOC108079649|XP_017029531.1|DKIK
OG0000356	LOC108034228|XP_016964563.1|DBIA	LOC108079534|XP_017029359.1|DKIK
OG0000358	LOC108031296|XP_016960029.1|DBIA	LOC108084142|XP_017035676.1|DKIK
OG0000358	LOC108031269|XP_016959998.1|DBIA	LOC108084114|XP_017035633.1|DKIK
OG0000358	LOC108031510|XP_016960514.1|DBIA	LOC108072954|XP_017019870.1|DKIK
OG0000359	LOC108030551|XP_016958933.1|DBIA	LOC108082966|XP_017034078.1|DKIK
OG0000359	LOC108030545|XP_016958928.1|DBIA	LOC108082964|XP_017034075.1|DKIK
OG0000360	LOC108026058|XP_016952241.1|DBIA	LOC108071367|XP_017017599.1|DKIK
OG0000360	LOC108026419|XP_016952837.1|DBIA	LOC108071283|XP_017017462.1|DKIK, LOC108071280|XP_017017461.1|DKIK
OG0000360	LOC108026420|XP_016952838.1|DBIA	LOC108071366|XP_017017597.1|DKIK
OG0000360	LOC108026025|XP_016952206.1|DBIA	LOC108071276|XP_017017457.1|DKIK, LOC108071278|XP_017017459.1|DKIK
OG0000361	LOC108024875|XP_016950509.1|DBIA, LOC108027175|XP_016953949.1|DBIA	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK
OG0000361	LOC108036809|XP_016968645.1|DBIA	LOC108076860|XP_017025379.1|DKIK
OG0000362	LOC108036683|XP_016968453.1|DBIA	LOC108085509|XP_017037625.1|DKIK
OG0000362	LOC108030837|XP_016959451.1|DBIA	LOC108083316|XP_017034542.1|DKIK
OG0000363	LOC108026139|XP_016952353.1|DBIA	LOC108081049|XP_017031508.1|DKIK
OG0000363	LOC108034824|XP_016965411.1|DBIA	LOC108078917|XP_017028543.1|DKIK
OG0000364	LOC108034477|XP_016964861.1|DBIA	LOC108074974|XP_017022696.1|DKIK
OG0000364	LOC108034875|XP_016965561.1|DBIA	LOC108075035|XP_017022780.1|DKIK
OG0000365	LOC108022985|XP_016947700.1|DBIA	LOC108076827|XP_017025350.1|DKIK
OG0000365	LOC108034212|XP_016964540.1|DBIA	LOC108076900|XP_017025429.1|DKIK
OG0000366	LOC108032369|XP_016961697.1|DBIA	LOC108081463|XP_017032141.1|DKIK
OG0000366	LOC108025533|XP_016951549.1|DBIA	LOC108077678|XP_017026589.1|DKIK
OG0000367	LOC108034988|XP_016965807.1|DBIA	LOC108078846|XP_017028430.1|DKIK
OG0000367	LOC108026730|XP_016953330.1|DBIA	LOC108076616|XP_017025028.1|DKIK
OG0000368	LOC108030635|XP_016959132.1|DBIA	LOC108073834|XP_017021102.1|DKIK
OG0000368	LOC108030637|XP_016959136.1|DBIA	LOC108073870|XP_017021146.1|DKIK
OG0000370	LOC108028489|XP_016955852.1|DBIA	LOC108085493|XP_017037601.1|DKIK
OG0000370	LOC108035874|XP_016967111.1|DBIA	LOC108085497|XP_017037606.1|DKIK
OG0000370	LOC108026611|XP_016953084.1|DBIA	LOC108080061|XP_017030132.1|DKIK
OG0000371	LOC108025591|XP_016951609.1|DBIA	LOC108083770|XP_017035184.1|DKIK
OG0000371	LOC108022197|XP_016946538.1|DBIA	LOC108078060|XP_017027114.1|DKIK
OG0000371	LOC108024452|XP_016949858.1|DBIA	LOC108085574|XP_017037703.1|DKIK
OG0000372	LOC108035176|XP_016966132.1|DBIA	LOC108071901|XP_017018321.1|DKIK
OG0000372	LOC108033507|XP_016963339.1|DBIA, LOC108033281|XP_016963037.1|DBIA	LOC108074555|XP_017022142.1|DKIK, LOC108074556|XP_017022144.1|DKIK
OG0000373	LOC108026563|XP_016953002.1|DBIA	LOC108082127|XP_017032918.1|DKIK
OG0000375	LOC108034814|XP_016965349.1|DBIA	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK
OG0000375	LOC108034816|XP_016965351.1|DBIA, LOC108034815|XP_016965350.1|DBIA	LOC108078684|XP_017028120.1|DKIK
OG0000376	LOC108028864|XP_016956343.1|DBIA	LOC108079441|XP_017029264.1|DKIK
OG0000377	LOC108024848|XP_016950475.1|DBIA	LOC108079951|XP_017029996.1|DKIK
OG0000377	LOC108031407|XP_016960290.1|DBIA	LOC108075491|XP_017023439.1|DKIK
OG0000378	LOC108022811|XP_016947436.1|DBIA	LOC108072969|XP_017019891.1|DKIK
OG0000378	LOC108023680|XP_016948791.1|DBIA	LOC108084242|XP_017035869.1|DKIK
OG0000379	LOC108036373|XP_016967953.1|DBIA	LOC108070907|XP_017017052.1|DKIK
OG0000379	LOC108036372|XP_016967951.1|DBIA	LOC108070909|XP_017017053.1|DKIK
OG0000379	LOC108036371|XP_016967949.1|DBIA	LOC108070876|XP_017017009.1|DKIK
OG0000380	LOC108028737|XP_016956192.1|DBIA	LOC108071660|XP_017017953.1|DKIK
OG0000381	LOC108027948|XP_016955066.1|DBIA	LOC108075796|XP_017023854.1|DKIK
OG0000381	LOC108036779|XP_016968609.1|DBIA	LOC108082838|XP_017033892.1|DKIK
OG0000382	LOC108030922|XP_016959605.1|DBIA	LOC108072814|XP_017019600.1|DKIK
OG0000383	LOC108029283|XP_016956971.1|DBIA	LOC108074604|XP_017022209.1|DKIK
OG0000383	LOC108034312|XP_016964674.1|DBIA	LOC108077116|XP_017025799.1|DKIK
OG0000384	LOC108030376|XP_016958735.1|DBIA	LOC108073142|XP_017020139.1|DKIK
OG0000384	LOC108030352|XP_016958708.1|DBIA	LOC108073127|XP_017020115.1|DKIK
OG0000385	LOC108032980|XP_016962543.1|DBIA	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK
OG0000385	LOC108032977|XP_016962539.1|DBIA	LOC108079241|XP_017029014.1|DKIK
OG0000386	LOC108034635|XP_016965061.1|DBIA	LOC108078654|XP_017028074.1|DKIK
OG0000386	LOC108034637|XP_016965064.1|DBIA	LOC108078647|XP_017028064.1|DKIK
OG0000386	LOC108026437|XP_016952863.1|DBIA	LOC108074383|XP_017021898.1|DKIK
OG0000387	LOC108028910|XP_016956418.1|DBIA, LOC108029015|XP_016956550.1|DBIA, LOC108036034|XP_016967464.1|DBIA, LOC108028970|XP_016956499.1|DBIA, LOC108036063|XP_016967495.1|DBIA, LOC108028258|XP_016955478.1|DBIA, LOC108036035|XP_016967465.1|DBIA	LOC108079572|XP_017029405.1|DKIK
OG0000388	LOC108034546|XP_016964962.1|DBIA	LOC108075045|XP_017022802.1|DKIK
OG0000388	LOC108035684|XP_016966887.1|DBIA	LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK
OG0000389	LOC108031085|XP_016959783.1|DBIA	LOC108078911|XP_017028532.1|DKIK
OG0000390	LOC108033251|XP_016963006.1|DBIA	LOC108077010|XP_017025577.1|DKIK
OG0000391	LOC108030313|XP_016958640.1|DBIA	LOC108082331|XP_017033150.1|DKIK
OG0000391	LOC108030373|XP_016958732.1|DBIA	LOC108082354|XP_017033182.1|DKIK
OG0000392	LOC108029299|XP_016956991.1|DBIA	LOC108081362|XP_017032003.1|DKIK
OG0000392	LOC108029294|XP_016956985.1|DBIA	LOC108081453|XP_017032132.1|DKIK
OG0000393	LOC108033637|XP_016963545.1|DBIA	LOC108074822|XP_017022509.1|DKIK
OG0000393	LOC108033865|XP_016963996.1|DBIA	LOC108074771|XP_017022437.1|DKIK
OG0000394	LOC108025950|XP_016952137.1|DBIA	LOC108084456|XP_017036154.1|DKIK
OG0000394	LOC108025949|XP_016952136.1|DBIA	LOC108084459|XP_017036159.1|DKIK
OG0000395	LOC108034630|XP_016965057.1|DBIA	LOC108073819|XP_017021086.1|DKIK
OG0000395	LOC108034435|XP_016964809.1|DBIA	LOC108073772|XP_017021027.1|DKIK
OG0000395	LOC108034437|XP_016964810.1|DBIA	LOC108073830|XP_017021098.1|DKIK
OG0000396	LOC108033492|XP_016963319.1|DBIA, LOC108033298|XP_016963054.1|DBIA, LOC108033450|XP_016963271.1|DBIA, LOC108033313|XP_016963078.1|DBIA	LOC108079665|XP_017029551.1|DKIK
