Orthogroup	DBIA.longest_only	DPSE.longest_only
OG0000622	LOC108030669|XP_016959189.1|DBIA	LOC6900919|XP_002134715.3|DPSE
OG0000623	LOC108030969|XP_016959661.1|DBIA	LOC4812255|XP_001352457.1|DPSE
OG0000623	LOC108028449|XP_016955775.1|DBIA	LOC6900389|XP_002134782.1|DPSE
OG0000624	LOC108030303|XP_016958626.1|DBIA	LOC4804445|XP_001361006.2|DPSE
OG0000625	LOC108028381|XP_016955666.1|DBIA	LOC6900084|XP_002135442.3|DPSE
OG0000625	LOC108028382|XP_016955669.1|DBIA	LOC4812270|XP_001352696.3|DPSE
OG0000626	LOC108036279|XP_016967779.1|DBIA	LOC117183536|XP_033233519.1|DPSE
OG0000626	LOC108022973|XP_016947687.1|DBIA	LOC4804552|XP_001361095.1|DPSE
OG0000627	LOC108028799|XP_016956272.1|DBIA	LOC6900693|XP_002135057.2|DPSE
OG0000627	LOC108023234|XP_016947998.1|DBIA	LOC4816010|XP_001355645.2|DPSE
OG0000628	LOC108032434|XP_016961746.1|DBIA	LOC4816521|XP_001356133.3|DPSE
OG0000628	LOC108034271|XP_016964622.1|DBIA	LOC26532948|XP_033236571.1|DPSE
OG0000629	LOC108024370|XP_016949762.1|DBIA	LOC4803127|XP_001359921.1|DPSE
OG0000629	LOC108033776|XP_016963865.1|DBIA	LOC4818181|XP_001357493.2|DPSE
OG0000630	LOC108034202|XP_016964522.1|DBIA	LOC4816382|XP_001356278.3|DPSE
OG0000630	LOC108034015|XP_016964238.1|DBIA	LOC4816685|XP_001356281.3|DPSE
OG0000631	LOC108033947|XP_016964125.1|DBIA	LOC4817346|XP_003736148.2|DPSE
OG0000631	LOC108029263|XP_016956948.1|DBIA	LOC4818061|XP_001357345.2|DPSE
OG0000632	LOC108027909|XP_016955019.1|DBIA	LOC4817690|XP_033236034.1|DPSE
OG0000632	LOC108027781|XP_016954833.1|DBIA	LOC6903174|XP_002132874.2|DPSE
OG0000633	LOC108034438|XP_016964811.1|DBIA	LOC26532380|XP_033238178.1|DPSE, LOC117184390|XP_033237378.1|DPSE
OG0000635	LOC108029714|XP_016957678.1|DBIA	LOC4805547|XP_001361933.3|DPSE
OG0000635	LOC108032978|XP_016962542.1|DBIA	LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE
OG0000636	LOC108033332|XP_016963106.1|DBIA	LOC4816727|XP_001356280.3|DPSE
OG0000636	LOC108033333|XP_016963107.1|DBIA	LOC4816383|XP_001356279.1|DPSE
OG0000637	LOC108024111|XP_016949377.1|DBIA	LOC4815481|XP_001355693.3|DPSE
OG0000637	LOC108024265|XP_016949641.1|DBIA	LOC6902266|XP_033240055.1|DPSE
OG0000638	LOC108024427|XP_016949834.1|DBIA	LOC4801740|XP_001358783.2|DPSE
OG0000638	LOC108032999|XP_016962612.1|DBIA	LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE
OG0000639	LOC108028266|XP_016955448.1|DBIA	LOC6900636|XP_015043044.2|DPSE
OG0000641	LOC108032364|XP_016961666.1|DBIA	LOC26532899|XP_033235172.1|DPSE, LOC117183988|XP_033235670.1|DPSE, LOC6903516|XP_033235486.1|DPSE, LOC6903511|XP_033235682.1|DPSE, LOC6898466|XP_033234868.1|DPSE
OG0000641	LOC108027011|XP_016953698.1|DBIA	LOC6902340|XP_002133286.3|DPSE, LOC6902341|XP_033236752.1|DPSE
OG0000642	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA	LOC26532738|XP_033237250.1|DPSE
OG0000642	LOC108028933|XP_016956440.1|DBIA	LOC6903497|XP_002132376.3|DPSE, LOC6903499|XP_002132378.3|DPSE, LOC6903498|XP_002132377.3|DPSE
OG0000643	LOC108024296|XP_016949686.1|DBIA, LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA	LOC4801186|XP_001358318.3|DPSE
OG0000644	LOC108030666|XP_016959181.1|DBIA, LOC108028697|XP_016956133.1|DBIA, LOC108028698|XP_016956134.1|DBIA	LOC6900790|XP_033239123.1|DPSE, LOC6900749|XP_002135108.2|DPSE
OG0000645	LOC108030325|XP_016958671.1|DBIA	LOC26532189|XP_015036349.2|DPSE, LOC6903162|XP_002132863.2|DPSE
OG0000646	LOC108026341|XP_016952734.1|DBIA	LOC4801783|XP_001358820.3|DPSE
OG0000646	LOC108024636|XP_016950170.1|DBIA	LOC4801657|XP_015037346.2|DPSE
OG0000647	LOC108027448|XP_016954388.1|DBIA	LOC4801911|XP_001358930.3|DPSE
OG0000647	LOC108025929|XP_016952111.1|DBIA	LOC6902239|XP_002133766.3|DPSE
OG0000648	LOC108023775|XP_016948908.1|DBIA	LOC6901232|XP_002133933.3|DPSE
OG0000648	LOC108023772|XP_016948904.1|DBIA	LOC6901234|XP_002133935.2|DPSE
OG0000649	LOC108033154|XP_016962869.1|DBIA	LOC6901152|XP_033238861.1|DPSE
OG0000649	LOC108033148|XP_016962861.1|DBIA	LOC4814229|XP_001354341.1|DPSE
OG0000650	LOC108026179|XP_016952442.1|DBIA	LOC4801767|XP_001358808.2|DPSE
OG0000650	LOC108036023|XP_016967442.1|DBIA	LOC4811841|XP_001352382.1|DPSE
OG0000651	LOC108034888|XP_016965587.1|DBIA	LOC4812007|XP_015043563.2|DPSE
OG0000651	LOC108035363|XP_016966450.1|DBIA	LOC4813063|XP_001353653.1|DPSE
OG0000652	LOC108036625|XP_016968386.1|DBIA	LOC26533502|XP_015039224.2|DPSE
OG0000652	LOC108032672|XP_016962129.1|DBIA	LOC4815109|XP_001355134.1|DPSE
OG0000653	LOC108027436|XP_016954373.1|DBIA	LOC26533820|XP_033238158.1|DPSE
OG0000653	LOC108032925|XP_016962483.1|DBIA	LOC4801972|XP_001358985.1|DPSE
OG0000654	LOC108028616|XP_016956028.1|DBIA	LOC4812389|XP_001352761.3|DPSE
OG0000654	LOC108035010|XP_016965842.1|DBIA	LOC4812097|XP_033240237.1|DPSE
OG0000655	LOC108029636|XP_016957528.1|DBIA	LOC4805460|XP_001361855.1|DPSE
OG0000655	LOC108027756|XP_016954798.1|DBIA	LOC4817590|XP_033235187.1|DPSE
OG0000656	LOC108031829|XP_016961056.1|DBIA	LOC4802578|XP_001359473.2|DPSE
OG0000656	LOC108031830|XP_016961059.1|DBIA	LOC6897655|XP_002137794.2|DPSE
OG0000657	LOC108028063|XP_016955196.1|DBIA	LOC117184960|XP_033240121.1|DPSE
OG0000657	LOC108032751|XP_016962230.1|DBIA	LOC4817090|XP_001356700.2|DPSE
OG0000658	LOC108033182|XP_016962912.1|DBIA	LOC6901354|XP_002134054.1|DPSE
OG0000658	LOC108031067|XP_016959762.1|DBIA	LOC4802390|XP_001359318.3|DPSE
OG0000659	LOC108027925|XP_016955038.1|DBIA	LOC4816635|XP_001356148.3|DPSE
OG0000659	LOC108033384|XP_016963192.1|DBIA	LOC4816645|XP_033235703.1|DPSE
OG0000660	LOC108027908|XP_016955018.1|DBIA	LOC4816947|XP_001356832.4|DPSE
OG0000661	LOC108028534|XP_016955919.1|DBIA	LOC4811907|XP_001352685.1|DPSE
OG0000661	LOC108027800|XP_016954865.1|DBIA	LOC4817136|XP_033235368.1|DPSE
OG0000662	LOC108035530|XP_016966688.1|DBIA	LOC6900549|XP_002134933.1|DPSE
OG0000662	LOC108031364|XP_016960132.1|DBIA	LOC6902103|XP_002133634.2|DPSE
OG0000663	LOC108022450|XP_016946846.1|DBIA	LOC6898123|XP_002138203.2|DPSE
OG0000664	LOC108021960|XP_016946279.1|DBIA	LOC4814640|XP_001355171.1|DPSE
OG0000665	LOC108026350|XP_016952745.1|DBIA	LOC4803217|XP_001359993.3|DPSE
OG0000665	LOC108026348|XP_016952742.1|DBIA	LOC4803215|XP_001359991.4|DPSE
OG0000666	LOC108029729|XP_016957700.1|DBIA	LOC6898073|XP_002138158.2|DPSE
OG0000666	LOC108025749|XP_016951833.1|DBIA	LOC4815799|XP_003736159.2|DPSE
OG0000667	LOC108024249|XP_016949620.1|DBIA	LOC6902177|XP_002133708.2|DPSE
OG0000667	LOC108024585|XP_016950077.1|DBIA	LOC4803113|XP_001359910.3|DPSE
OG0000668	LOC108025566|XP_016951584.1|DBIA	LOC6897801|XP_002137906.2|DPSE
OG0000668	LOC108031439|XP_016960357.1|DBIA	LOC4801302|XP_001358420.1|DPSE
OG0000669	LOC108025870|XP_016952035.1|DBIA	LOC4815829|XP_001355515.4|DPSE
OG0000669	LOC108025889|XP_016952059.1|DBIA	LOC4815547|XP_001355516.3|DPSE
OG0000670	LOC108021976|XP_016946306.1|DBIA	LOC4816022|XP_033240399.1|DPSE
OG0000671	LOC108031729|XP_016960894.1|DBIA	LOC6897786|XP_003736824.2|DPSE
OG0000671	LOC108024768|XP_016950370.1|DBIA	LOC4801083|XP_001358242.1|DPSE
OG0000672	LOC108025630|XP_016951655.1|DBIA	LOC6901691|XP_002134361.2|DPSE
OG0000672	LOC108024241|XP_016949611.1|DBIA	LOC4815619|XP_033239563.1|DPSE
OG0000673	LOC108036345|XP_016967905.1|DBIA	LOC4815456|XP_001355533.3|DPSE
OG0000673	LOC108030525|XP_016958904.1|DBIA	LOC6900246|XP_002135575.2|DPSE
OG0000675	LOC108033882|XP_016964015.1|DBIA	LOC6903379|XP_002132261.3|DPSE
OG0000677	LOC108035631|XP_016966818.1|DBIA	LOC6900408|XP_002134800.1|DPSE
OG0000677	LOC108032589|XP_016961990.1|DBIA	LOC4814535|XP_001354711.3|DPSE
OG0000678	LOC108024952|XP_016950678.1|DBIA	LOC4802087|XP_001359074.2|DPSE
OG0000678	LOC108029195|XP_016956860.1|DBIA	LOC4817546|XP_001356955.3|DPSE
OG0000679	LOC108025928|XP_016952110.1|DBIA	LOC4814521|XP_001354807.2|DPSE
OG0000680	LOC108024261|XP_016949636.1|DBIA	LOC6901622|XP_015041899.2|DPSE
OG0000680	LOC108024237|XP_016949605.1|DBIA	LOC4814951|XP_001355006.1|DPSE
OG0000681	LOC108032038|XP_016961338.1|DBIA	LOC4801877|XP_001358901.4|DPSE
OG0000681	LOC108033060|XP_016962698.1|DBIA	LOC6901871|XP_002133409.1|DPSE
OG0000683	LOC108026243|XP_016952573.1|DBIA	LOC4801778|XP_001358817.2|DPSE
OG0000684	LOC108031144|XP_016959847.1|DBIA	LOC4802602|XP_033241815.1|DPSE
OG0000684	LOC108024799|XP_016950408.1|DBIA	LOC6896814|XP_002137017.1|DPSE
OG0000685	LOC108025642|XP_016951667.1|DBIA	LOC6901485|XP_002134171.2|DPSE
OG0000685	LOC108027258|XP_016954109.1|DBIA	LOC4800856|XP_001358056.1|DPSE
OG0000686	LOC108030401|XP_016958774.1|DBIA	LOC4803411|XP_001360158.2|DPSE
OG0000686	LOC108027497|XP_016954429.1|DBIA	LOC4815149|XP_033239683.1|DPSE
OG0000687	LOC108034522|XP_016964935.1|DBIA	LOC4812770|XP_001354049.2|DPSE
OG0000688	LOC108022488|XP_016946930.1|DBIA	LOC15382879|XP_004444494.2|DPSE
OG0000689	LOC108022271|XP_016946618.1|DBIA	LOC4804083|XP_001360701.1|DPSE
OG0000689	LOC108022166|XP_016946499.1|DBIA	LOC117183725|XP_033234536.1|DPSE
OG0000690	LOC108025632|XP_016951657.1|DBIA	LOC4815452|XP_001355623.3|DPSE
OG0000691	LOC108036758|XP_016968576.1|DBIA	LOC4816148|XP_001355812.1|DPSE
OG0000691	LOC108035947|XP_016967238.1|DBIA	LOC4813007|XP_001353487.1|DPSE
OG0000692	LOC108034774|XP_016965209.1|DBIA	LOC6900025|XP_002135389.2|DPSE
OG0000692	LOC108034414|XP_016964786.1|DBIA	LOC4812592|XP_001352569.2|DPSE
OG0000693	LOC108023625|XP_016948724.1|DBIA	LOC4814989|XP_001354619.1|DPSE
OG0000693	LOC108031881|XP_016961134.1|DBIA	LOC4803065|XP_001359865.1|DPSE
OG0000694	LOC108025866|XP_016952025.1|DBIA	LOC4815718|XP_001355546.3|DPSE
OG0000694	LOC108030530|XP_016958908.1|DBIA	LOC6900132|XP_002135481.2|DPSE
OG0000695	LOC108024892|XP_016950523.1|DBIA	LOC4816158|XP_001355875.4|DPSE
OG0000696	LOC108028233|XP_016955386.1|DBIA	LOC6902453|XP_033236182.1|DPSE
OG0000696	LOC108036717|XP_016968506.1|DBIA	LOC6902920|XP_002132648.1|DPSE
OG0000697	LOC108027541|XP_016954479.1|DBIA	LOC4814986|XP_001355047.3|DPSE
OG0000697	LOC108027091|XP_016953800.1|DBIA	LOC4817883|XP_001357187.2|DPSE
OG0000698	LOC108028980|XP_016956509.1|DBIA	LOC4817179|XP_001356670.4|DPSE
OG0000698	LOC108029304|XP_016956996.1|DBIA	LOC4817304|XP_001356669.3|DPSE
OG0000699	LOC108034117|XP_016964386.1|DBIA	LOC6903298|XP_002132486.3|DPSE
OG0000699	LOC108031225|XP_016959950.1|DBIA	LOC4800919|XP_015038650.2|DPSE
OG0000700	LOC108029188|XP_016956849.1|DBIA	LOC4817768|XP_033235878.1|DPSE
OG0000700	LOC108027917|XP_016955029.1|DBIA	LOC4816576|XP_001355991.4|DPSE
OG0000701	LOC108029443|XP_016957181.1|DBIA	LOC4803347|XP_001360120.2|DPSE
OG0000701	LOC108025939|XP_016952126.1|DBIA	LOC4811764|XP_001352334.3|DPSE
OG0000702	LOC108026164|XP_016952409.1|DBIA	LOC6897698|XP_033233045.1|DPSE
OG0000702	LOC108026163|XP_016952386.1|DBIA	LOC4802664|XP_015037986.2|DPSE
OG0000703	LOC108032597|XP_016962001.1|DBIA	LOC4818127|XP_001357311.3|DPSE
OG0000703	LOC108030103|XP_016958279.1|DBIA	LOC4805720|XP_001362075.1|DPSE
OG0000704	LOC108024154|XP_016949446.1|DBIA	LOC6902166|XP_033240752.1|DPSE
OG0000704	LOC108025061|XP_016950808.1|DBIA	LOC4800722|XP_001357943.2|DPSE
OG0000705	LOC108028899|XP_016956410.1|DBIA	LOC6900562|XP_002134940.1|DPSE, LOC6900864|XP_002135221.2|DPSE
OG0000705	LOC108028884|XP_016956392.1|DBIA	LOC4813441|XP_001353577.2|DPSE
OG0000706	LOC108033329|XP_016963104.1|DBIA	LOC4816970|XP_001356652.4|DPSE
OG0000706	LOC108023483|XP_016948494.1|DBIA	LOC4815978|XP_033241434.1|DPSE
OG0000707	LOC108025880|XP_016952044.1|DBIA	LOC4814531|XP_001355063.2|DPSE
OG0000708	LOC108023383|XP_016948279.1|DBIA	LOC4814912|XP_033238014.1|DPSE
OG0000708	LOC108031991|XP_016961314.1|DBIA	LOC4815782|XP_033239992.1|DPSE
OG0000709	LOC108025090|XP_016950840.1|DBIA	LOC4800308|XP_001357599.4|DPSE
OG0000709	LOC108033068|XP_016962721.1|DBIA	LOC4814827|XP_001354678.2|DPSE
OG0000710	LOC108027098|XP_016953805.1|DBIA	LOC6897863|XP_002137965.2|DPSE
OG0000710	LOC108022922|XP_016947622.1|DBIA	LOC4805376|XP_001361786.1|DPSE
OG0000711	LOC108034580|XP_016965002.1|DBIA	LOC4813327|XP_001353771.2|DPSE
OG0000711	LOC108023642|XP_016948747.1|DBIA	LOC6902169|XP_033240986.1|DPSE
OG0000712	LOC108031543|XP_016960569.1|DBIA	LOC4803070|XP_001359870.4|DPSE
OG0000712	LOC108030963|XP_016959652.1|DBIA	LOC4803068|XP_001359868.3|DPSE
OG0000713	LOC108027090|XP_016953795.1|DBIA	LOC6897381|XP_015037455.1|DPSE
OG0000713	LOC108030368|XP_016958726.1|DBIA	LOC4805737|XP_001362085.1|DPSE
OG0000714	LOC108033067|XP_016962720.1|DBIA	LOC4815336|XP_033241369.1|DPSE
OG0000714	LOC108035044|XP_016965908.1|DBIA	LOC4812073|XP_001352654.2|DPSE
OG0000715	LOC108028120|XP_016955257.1|DBIA	LOC6896831|XP_002137034.3|DPSE, LOC6903553|XP_002132426.3|DPSE, LOC6903554|XP_033235877.1|DPSE
OG0000716	LOC108029412|XP_016957175.1|DBIA	LOC4815545|XP_001355321.2|DPSE
OG0000716	LOC108035372|XP_016966461.1|DBIA	LOC4812987|XP_001353186.1|DPSE
OG0000717	LOC108030783|XP_016959324.1|DBIA	LOC4811933|XP_001352393.2|DPSE
OG0000718	LOC108036007|XP_016967396.1|DBIA	LOC6903765|XP_033237153.1|DPSE
OG0000718	LOC108036030|XP_016967461.1|DBIA	LOC6899823|XP_033237105.1|DPSE
OG0000719	LOC108034944|XP_016965712.1|DBIA	LOC4813372|XP_001353881.3|DPSE
OG0000719	LOC108035245|XP_016966268.1|DBIA	LOC4813861|XP_001353767.3|DPSE
OG0000720	LOC108024738|XP_016950324.1|DBIA, LOC108030988|XP_016959677.1|DBIA, LOC108027059|XP_016953757.1|DBIA, LOC108036266|XP_016967766.1|DBIA, LOC108022170|XP_016946503.1|DBIA, LOC108025120|XP_016950875.1|DBIA	LOC4801101|XP_001358250.4|DPSE
OG0000721	LOC108033493|XP_016963322.1|DBIA, LOC108033471|XP_016963296.1|DBIA	LOC4817906|XP_001357208.1|DPSE
OG0000722	LOC108022109|XP_016946441.1|DBIA, LOC108022110|XP_016946442.1|DBIA, LOC108022111|XP_016946443.1|DBIA	LOC6899055|XP_033234365.1|DPSE
OG0000723	LOC108036899|XP_016968768.1|DBIA	LOC4804045|XP_001360670.2|DPSE, LOC117183714|XP_033234486.1|DPSE
OG0000724	LOC108027611|XP_016954621.1|DBIA	LOC4815738|XP_001355733.1|DPSE
OG0000724	LOC108025091|XP_016950841.1|DBIA	LOC6897158|XP_002137338.2|DPSE
OG0000726	LOC108025453|XP_016951446.1|DBIA	LOC5384072|XP_015037825.2|DPSE
OG0000726	LOC108023479|XP_016948493.1|DBIA	LOC4802469|XP_001359384.2|DPSE
OG0000727	LOC108032079|XP_016961391.1|DBIA	LOC4803259|XP_003736934.2|DPSE
OG0000728	LOC108023315|XP_016948107.1|DBIA	LOC117184825|XP_033239675.1|DPSE
OG0000728	LOC108031450|XP_016960371.1|DBIA	LOC4800605|XP_001357850.1|DPSE
OG0000729	LOC108025515|XP_016951525.1|DBIA	LOC6897081|XP_002137265.3|DPSE
OG0000729	LOC108025517|XP_016951527.1|DBIA	LOC6897080|XP_002137264.3|DPSE
OG0000730	LOC108033136|XP_016962847.1|DBIA	LOC6902988|XP_002132710.1|DPSE
OG0000730	LOC108032433|XP_016961745.1|DBIA	LOC4817528|XP_033237008.1|DPSE
OG0000731	LOC108035519|XP_016966670.1|DBIA	LOC4812565|XP_001352646.1|DPSE
OG0000731	LOC108029952|XP_016957943.1|DBIA	LOC4804866|XP_015040239.2|DPSE
OG0000732	LOC108035034|XP_016965868.1|DBIA	LOC4812315|XP_001352812.2|DPSE
OG0000732	LOC108035036|XP_016965870.1|DBIA	LOC4812362|XP_001352813.2|DPSE
OG0000733	LOC108026069|XP_016952254.1|DBIA	LOC4800460|XP_001357732.2|DPSE
OG0000733	LOC108035381|XP_016966476.1|DBIA	LOC4813477|XP_001353757.2|DPSE
OG0000734	LOC108025692|XP_016951717.1|DBIA	LOC4815298|XP_001354746.3|DPSE
OG0000734	LOC108035374|XP_016966463.1|DBIA	LOC4813727|XP_015043002.2|DPSE
OG0000735	LOC108032637|XP_016962073.1|DBIA	LOC4815916|XP_001355410.2|DPSE
OG0000735	LOC108032775|XP_016962266.1|DBIA	LOC4817101|XP_001356371.1|DPSE
OG0000736	LOC108027663|XP_016954691.1|DBIA	LOC4817023|XP_001356822.3|DPSE
OG0000736	LOC108027662|XP_016954690.1|DBIA	LOC4817018|XP_001356821.4|DPSE
OG0000737	LOC108030161|XP_016958380.1|DBIA	LOC4803419|XP_001360134.3|DPSE
OG0000738	LOC108036739|XP_016968537.1|DBIA	LOC4817094|XP_001356874.2|DPSE
OG0000738	LOC108032452|XP_016961767.1|DBIA	LOC4817878|XP_033236583.1|DPSE
OG0000739	LOC108031098|XP_016959797.1|DBIA	LOC6897582|XP_002137727.1|DPSE
OG0000739	LOC108032103|XP_016961421.1|DBIA	LOC4802391|XP_001359317.1|DPSE
OG0000740	LOC108034609|XP_016965460.1|DBIA	LOC26532531|XP_033237201.1|DPSE
OG0000740	LOC108031622|XP_016960716.1|DBIA	LOC6897823|XP_033232709.1|DPSE
OG0000741	LOC108025774|XP_016951861.1|DBIA, LOC108023204|XP_016947959.1|DBIA	LOC6897027|XP_002137212.2|DPSE, LOC6901688|XP_015042004.2|DPSE
OG0000742	LOC108027567|XP_016954543.1|DBIA	LOC4814807|XP_001355034.3|DPSE
OG0000742	LOC108027568|XP_016954546.1|DBIA	LOC117183163|XP_015041927.2|DPSE
OG0000743	LOC108029604|XP_016957473.1|DBIA	LOC4811961|XP_001352454.3|DPSE
OG0000744	LOC108036599|XP_016968348.1|DBIA	LOC4804887|XP_001361375.2|DPSE
OG0000745	LOC108022305|XP_016946654.1|DBIA	LOC4804404|XP_001360972.2|DPSE
OG0000745	LOC108036358|XP_016967925.1|DBIA	LOC4805326|XP_001361744.3|DPSE
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA	LOC4804030|XP_001360660.2|DPSE
OG0000747	LOC108030865|XP_016959500.1|DBIA	LOC4813078|XP_001353372.2|DPSE
OG0000747	LOC108030911|XP_016959585.1|DBIA	LOC4812999|XP_033239242.1|DPSE
OG0000748	LOC108027729|XP_016954770.1|DBIA	LOC4816567|XP_001355987.2|DPSE
OG0000748	LOC108023546|XP_016948612.1|DBIA	LOC6902081|XP_002133612.3|DPSE
OG0000750	LOC108022416|XP_016946792.1|DBIA	LOC6898061|XP_002138147.2|DPSE, LOC4804274|XP_002138483.3|DPSE
OG0000750	LOC108031073|XP_016959768.1|DBIA	LOC4800601|XP_001357846.3|DPSE
OG0000751	LOC108026795|XP_016953445.1|DBIA	LOC4805220|XP_015040495.1|DPSE
OG0000751	LOC108026907|XP_016953605.1|DBIA	LOC6898819|XP_002138793.2|DPSE
OG0000752	LOC108036026|XP_016967453.1|DBIA, LOC108028080|XP_016955249.1|DBIA, LOC108023976|XP_016949194.1|DBIA, LOC108029192|XP_016956857.1|DBIA, LOC108033257|XP_016963012.1|DBIA, LOC108033258|XP_016963013.1|DBIA	LOC6897966|XP_002138065.3|DPSE
OG0000753	LOC108027421|XP_016954354.1|DBIA	LOC4800826|XP_001358030.1|DPSE
OG0000753	LOC108028458|XP_016955804.1|DBIA	LOC6897834|XP_002137939.2|DPSE
OG0000754	LOC108033179|XP_016962907.1|DBIA	LOC6902251|XP_033238763.1|DPSE
OG0000754	LOC108025623|XP_016951647.1|DBIA	LOC4814462|XP_015042017.1|DPSE
OG0000755	LOC108032125|XP_016961446.1|DBIA	LOC4801275|XP_001358395.2|DPSE
OG0000755	LOC108031065|XP_016959759.1|DBIA	LOC4801274|XP_001358394.2|DPSE
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC117183267|XP_033232491.1|DPSE
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC6900076|XP_002135439.1|DPSE
OG0000758	LOC108035675|XP_016966872.1|DBIA	LOC4812416|XP_001352574.2|DPSE
OG0000759	LOC108035597|XP_016966762.1|DBIA	LOC4812789|XP_033240113.1|DPSE
OG0000759	LOC108035598|XP_016966763.1|DBIA	LOC4812972|XP_001354046.2|DPSE
OG0000761	LOC108034138|XP_016964417.1|DBIA	LOC6903895|XP_033235909.1|DPSE
OG0000761	LOC108034210|XP_016964533.1|DBIA	LOC4811704|XP_033235915.1|DPSE
OG0000762	LOC108036149|XP_016967625.1|DBIA	LOC4818096|XP_001357436.2|DPSE
OG0000763	LOC108034359|XP_016964736.1|DBIA	LOC6903591|XP_002132458.2|DPSE
OG0000763	LOC108033353|XP_016963152.1|DBIA	LOC6903590|XP_002132457.2|DPSE
OG0000764	LOC108025767|XP_016951851.1|DBIA	LOC6901417|XP_033238888.1|DPSE
OG0000765	LOC108028454|XP_016955791.1|DBIA	LOC4814050|XP_033240232.1|DPSE
OG0000765	LOC108023523|XP_016948565.1|DBIA	LOC4815805|XP_033238258.1|DPSE
OG0000766	LOC108032442|XP_016961756.1|DBIA	LOC4816211|XP_001355836.3|DPSE
OG0000766	LOC108023738|XP_016948865.1|DBIA	LOC4815108|XP_001354497.2|DPSE
OG0000767	LOC108036673|XP_016946133.1|DBIA, LOC108030915|XP_016959594.1|DBIA	LOC4812556|XP_001352957.2|DPSE
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC4812761|XP_001353318.5|DPSE
OG0000769	LOC108026044|XP_016952228.1|DBIA	LOC4802416|XP_001359339.3|DPSE
OG0000769	LOC108027588|XP_016954594.1|DBIA	LOC4814425|XP_001354429.1|DPSE
OG0000770	LOC108022680|XP_016947240.1|DBIA	LOC4804084|XP_001360703.3|DPSE
OG0000771	LOC108035495|XP_016966637.1|DBIA	LOC4813352|XP_001353682.4|DPSE
OG0000771	LOC108035494|XP_016966636.1|DBIA	LOC6900624|XP_002134997.1|DPSE
OG0000772	LOC108022155|XP_016946486.1|DBIA	LOC4803562|XP_001360269.4|DPSE
OG0000772	LOC108030104|XP_016958282.1|DBIA	LOC6899115|XP_015040839.2|DPSE
OG0000773	LOC108029555|XP_016957368.1|DBIA	LOC6898336|XP_002138390.2|DPSE
OG0000774	LOC108026861|XP_016953536.1|DBIA, LOC108026859|XP_016953530.1|DBIA, LOC108026860|XP_016953533.1|DBIA	LOC6898450|XP_002138493.2|DPSE
OG0000775	LOC108029500|XP_016957270.1|DBIA	LOC15382885|XP_004444266.1|DPSE
OG0000775	LOC108022329|XP_016946680.1|DBIA	LOC6898691|XP_002138696.2|DPSE, LOC6898409|XP_002138455.2|DPSE
OG0000776	LOC108026104|XP_016952293.1|DBIA, LOC108028486|XP_016955841.1|DBIA, LOC108028487|XP_016955844.1|DBIA	LOC13036270|XP_003736678.3|DPSE, LOC13036443|XP_003736680.2|DPSE
OG0000777	LOC108024327|XP_016949718.1|DBIA, LOC108024328|XP_016949719.1|DBIA, LOC108024485|XP_016949895.1|DBIA, LOC108024486|XP_016949896.1|DBIA	LOC117185620|XP_033241651.1|DPSE
OG0000778	LOC108028478|XP_016955829.1|DBIA	LOC4813730|XP_001353744.3|DPSE
OG0000778	LOC108031447|XP_016960372.1|DBIA	LOC26532957|XP_015044552.2|DPSE
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC4814340|XP_001354373.2|DPSE
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC6898688|XP_002138693.1|DPSE, LOC4804889|XP_001361377.2|DPSE
OG0000781	LOC108033115|XP_016962808.1|DBIA	LOC4814288|XP_015042310.1|DPSE
OG0000781	LOC108030739|XP_016959275.1|DBIA	LOC4812191|XP_001352389.3|DPSE
OG0000782	LOC108035092|XP_016966002.1|DBIA	LOC4813689|XP_001353274.3|DPSE
OG0000782	LOC108036484|XP_016968163.1|DBIA	LOC4815690|XP_001355527.1|DPSE
OG0000783	LOC108035514|XP_016966666.1|DBIA	LOC4813728|XP_001353280.4|DPSE
OG0000783	LOC108023666|XP_016948777.1|DBIA	LOC4814835|XP_001354688.1|DPSE
OG0000784	LOC108034664|XP_016965092.1|DBIA	LOC4813299|XP_001353809.2|DPSE
OG0000784	LOC108023493|XP_016948510.1|DBIA	LOC4814923|XP_001354798.3|DPSE
OG0000785	LOC108025060|XP_016950806.1|DBIA	LOC6897271|XP_002137431.2|DPSE
OG0000785	LOC108024774|XP_016950376.1|DBIA	LOC4801173|XP_001358307.3|DPSE
OG0000786	LOC108031487|XP_016960468.1|DBIA	LOC6902253|XP_002133780.1|DPSE
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC4801538|XP_003736538.1|DPSE
OG0000787	LOC108034920|XP_016965664.1|DBIA	LOC4812103|XP_001352617.1|DPSE
