Orthogroup	DBIA.longest_only	DSAN.longest_only
OG0000739	LOC108031098|XP_016959797.1|DBIA	LOC120451554|XP_039491288.1|DSAN
OG0000739	LOC108032103|XP_016961421.1|DBIA	LOC120451553|XP_039491287.1|DSAN
OG0000740	LOC108031622|XP_016960716.1|DBIA	LOC120451164|XP_039490534.1|DSAN
OG0000741	LOC108025774|XP_016951861.1|DBIA	LOC120455249|XP_039497179.1|DSAN
OG0000741	LOC108023204|XP_016947959.1|DBIA	LOC120452622|XP_039492862.1|DSAN
OG0000742	LOC108027567|XP_016954543.1|DBIA	LOC120456342|XP_039499055.1|DSAN
OG0000742	LOC108027568|XP_016954546.1|DBIA	LOC120456343|XP_039499059.1|DSAN
OG0000743	LOC108029604|XP_016957473.1|DBIA	LOC120450399|XP_039489328.1|DSAN
OG0000743	LOC108022318|XP_016946666.1|DBIA, LOC108022141|XP_016946472.1|DBIA	LOC120446654|XP_039483659.1|DSAN
OG0000744	LOC108036599|XP_016968348.1|DBIA	LOC120445341|XP_039481611.1|DSAN
OG0000745	LOC108022305|XP_016946654.1|DBIA	LOC120445279|XP_039481513.1|DSAN
OG0000745	LOC108036358|XP_016967925.1|DBIA	LOC120445394|XP_039481739.1|DSAN
OG0000746	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA	LOC120450433|XP_039489380.1|DSAN
OG0000746	LOC108029792|XP_016957794.1|DBIA	LOC120458786|XP_039502501.1|DSAN
OG0000747	LOC108030865|XP_016959500.1|DBIA	LOC120449095|XP_039487337.1|DSAN
OG0000747	LOC108030911|XP_016959585.1|DBIA	LOC120449682|XP_039488227.1|DSAN
OG0000748	LOC108027729|XP_016954770.1|DBIA	LOC120451182|XP_039490563.1|DSAN
OG0000748	LOC108023546|XP_016948612.1|DBIA	LOC120457348|XP_039500796.1|DSAN
OG0000749	LOC108024338|XP_016949729.1|DBIA, LOC108024339|XP_016949730.1|DBIA	LOC120449621|XP_039488533.1|DSAN
OG0000749	LOC108036184|XP_016967663.1|DBIA	LOC120454243|XP_039495290.1|DSAN
OG0000749	LOC108030960|XP_016959648.1|DBIA	LOC120451494|XP_039491179.1|DSAN
OG0000750	LOC108022416|XP_016946792.1|DBIA	LOC120446196|XP_039482979.1|DSAN
OG0000750	LOC108031073|XP_016959768.1|DBIA	LOC120452781|XP_039493104.1|DSAN
OG0000751	LOC108026795|XP_016953445.1|DBIA	LOC120445685|XP_039482175.1|DSAN
OG0000751	LOC108026907|XP_016953605.1|DBIA	LOC120445004|XP_039480985.1|DSAN
OG0000752	LOC108023976|XP_016949194.1|DBIA	LOC120452345|XP_039492450.1|DSAN
OG0000752	LOC108029192|XP_016956857.1|DBIA	LOC120450332|XP_039489236.1|DSAN
OG0000753	LOC108027421|XP_016954354.1|DBIA	LOC120451405|XP_039491007.1|DSAN
OG0000753	LOC108028458|XP_016955804.1|DBIA	LOC120448620|XP_039486666.1|DSAN
OG0000754	LOC108033179|XP_016962907.1|DBIA	LOC120455549|XP_039497823.1|DSAN
OG0000754	LOC108025623|XP_016951647.1|DBIA	LOC120456428|XP_039499194.1|DSAN
OG0000755	LOC108032125|XP_016961446.1|DBIA	LOC120451610|XP_039491377.1|DSAN
OG0000755	LOC108031065|XP_016959759.1|DBIA	LOC120451629|XP_039491420.1|DSAN
OG0000756	LOC108026053|XP_016952236.1|DBIA	LOC120452282|XP_039492347.1|DSAN
OG0000756	LOC108026065|XP_016952249.1|DBIA	LOC120452261|XP_039492325.1|DSAN
OG0000757	LOC108035695|XP_016966903.1|DBIA	LOC120449687|XP_039488237.1|DSAN
OG0000758	LOC108035675|XP_016966872.1|DBIA	LOC120448310|XP_039486189.1|DSAN
OG0000758	LOC108035594|XP_016966756.1|DBIA	LOC120448308|XP_039486186.1|DSAN
OG0000759	LOC108035597|XP_016966762.1|DBIA	LOC120449421|XP_039487813.1|DSAN
OG0000759	LOC108035598|XP_016966763.1|DBIA	LOC120449390|XP_039487765.1|DSAN
OG0000760	LOC108026874|XP_016953552.1|DBIA	LOC120446267|XP_039483079.1|DSAN
OG0000761	LOC108034138|XP_016964417.1|DBIA	LOC120458100|XP_039501561.1|DSAN
OG0000761	LOC108034210|XP_016964533.1|DBIA	LOC120447786|XP_039485279.1|DSAN
OG0000762	LOC108036149|XP_016967625.1|DBIA	LOC120443783|XP_039479046.1|DSAN
OG0000762	LOC108028919|XP_016956427.1|DBIA	LOC120452096|XP_039492108.1|DSAN
OG0000763	LOC108034359|XP_016964736.1|DBIA	LOC120457814|XP_039501245.1|DSAN
OG0000763	LOC108033353|XP_016963152.1|DBIA	LOC120457815|XP_039501246.1|DSAN
OG0000764	LOC108031376|XP_016960212.1|DBIA	LOC120454708|XP_039496187.1|DSAN
OG0000764	LOC108025767|XP_016951851.1|DBIA	LOC120455673|XP_039498009.1|DSAN
OG0000765	LOC108028454|XP_016955791.1|DBIA	LOC120448567|XP_039486557.1|DSAN
OG0000765	LOC108023523|XP_016948565.1|DBIA	LOC120455465|XP_039497620.1|DSAN
OG0000766	LOC108032442|XP_016961756.1|DBIA	LOC120451292|XP_039490783.1|DSAN
OG0000766	LOC108023738|XP_016948865.1|DBIA	LOC120456772|XP_039499703.1|DSAN
OG0000767	LOC108036673|XP_016946133.1|DBIA	LOC120454112|XP_039495075.1|DSAN
OG0000767	LOC108030915|XP_016959594.1|DBIA	LOC120449383|XP_039487752.1|DSAN
OG0000768	LOC108028723|XP_016956173.1|DBIA	LOC120449035|XP_039487252.1|DSAN
OG0000769	LOC108026044|XP_016952228.1|DBIA	LOC120453946|XP_039494825.1|DSAN
OG0000769	LOC108027588|XP_016954594.1|DBIA	LOC120456317|XP_039499005.1|DSAN
OG0000770	LOC108022680|XP_016947240.1|DBIA	LOC120443993|XP_039479405.1|DSAN
OG0000771	LOC108035495|XP_016966637.1|DBIA	LOC120450627|XP_039489709.1|DSAN
OG0000771	LOC108035494|XP_016966636.1|DBIA	LOC120450626|XP_039489708.1|DSAN
OG0000772	LOC108022155|XP_016946486.1|DBIA	LOC120445453|XP_039481832.1|DSAN
OG0000772	LOC108030104|XP_016958282.1|DBIA	LOC120447203|XP_039484631.1|DSAN
OG0000774	LOC108026861|XP_016953536.1|DBIA	LOC120444426|XP_039479994.1|DSAN
OG0000774	LOC108026859|XP_016953530.1|DBIA	LOC120444427|XP_039480000.1|DSAN
OG0000774	LOC108026860|XP_016953533.1|DBIA	LOC120444424|XP_039479993.1|DSAN
OG0000775	LOC108029500|XP_016957270.1|DBIA	LOC120447149|XP_039484530.1|DSAN
OG0000775	LOC108022329|XP_016946680.1|DBIA	LOC120445689|XP_039482182.1|DSAN
OG0000776	LOC108026104|XP_016952293.1|DBIA	LOC120451265|XP_039490728.1|DSAN
OG0000776	LOC108028486|XP_016955841.1|DBIA	LOC120449636|XP_039488159.1|DSAN
OG0000776	LOC108028487|XP_016955844.1|DBIA	LOC120449632|XP_039488154.1|DSAN
OG0000777	LOC108024327|XP_016949718.1|DBIA	LOC120452893|XP_039493285.1|DSAN
OG0000777	LOC108024328|XP_016949719.1|DBIA	LOC120454181|XP_039495196.1|DSAN
OG0000777	LOC108024485|XP_016949895.1|DBIA	LOC120454083|XP_039495028.1|DSAN
OG0000777	LOC108024486|XP_016949896.1|DBIA	LOC120452337|XP_039492435.1|DSAN
OG0000778	LOC108028478|XP_016955829.1|DBIA	LOC120450456|XP_039489410.1|DSAN
OG0000779	LOC108033144|XP_016962855.1|DBIA	LOC120455935|XP_039498398.1|DSAN
OG0000780	LOC108036440|XP_016968067.1|DBIA	LOC120447226|XP_039484684.1|DSAN
OG0000781	LOC108033115|XP_016962808.1|DBIA	LOC120455404|XP_039497475.1|DSAN
OG0000781	LOC108030739|XP_016959275.1|DBIA	LOC120449594|XP_039488093.1|DSAN
OG0000782	LOC108035092|XP_016966002.1|DBIA	LOC120447554|XP_039484940.1|DSAN
OG0000782	LOC108036484|XP_016968163.1|DBIA	LOC120456517|XP_039499319.1|DSAN
OG0000783	LOC108023666|XP_016948777.1|DBIA	LOC120457419|XP_039500951.1|DSAN
OG0000784	LOC108034664|XP_016965092.1|DBIA	LOC120448569|XP_039486563.1|DSAN
OG0000784	LOC108023493|XP_016948510.1|DBIA	LOC120456359|XP_039499089.1|DSAN
OG0000785	LOC108025060|XP_016950806.1|DBIA	LOC120451561|XP_039491298.1|DSAN
OG0000785	LOC108024774|XP_016950376.1|DBIA	LOC120452243|XP_039492304.1|DSAN
OG0000786	LOC108031487|XP_016960468.1|DBIA	LOC120454896|XP_039496485.1|DSAN
OG0000786	LOC108027163|XP_016953912.1|DBIA	LOC120451725|XP_039491565.1|DSAN
OG0000787	LOC108034920|XP_016965664.1|DBIA	LOC120450218|XP_039489026.1|DSAN
OG0000787	LOC108024415|XP_016949819.1|DBIA	LOC120457321|XP_039500761.1|DSAN
OG0000788	LOC108033866|XP_016963998.1|DBIA	LOC120446414|XP_039483307.1|DSAN
OG0000788	LOC108028513|XP_016955884.1|DBIA	LOC120447944|XP_039485556.1|DSAN
OG0000789	LOC108033319|XP_016963086.1|DBIA	LOC120444123|XP_039479611.1|DSAN
OG0000789	LOC108033318|XP_016963085.1|DBIA	LOC120458655|XP_039502320.1|DSAN
OG0000790	LOC108036835|XP_016968671.1|DBIA	LOC120443927|XP_039479304.1|DSAN
OG0000790	LOC108036834|XP_016968670.1|DBIA	LOC120443926|XP_039479303.1|DSAN
OG0000791	LOC108025364|XP_016951312.1|DBIA	LOC120451799|XP_039491688.1|DSAN
OG0000791	LOC108026284|XP_016952639.1|DBIA	LOC120451390|XP_039490987.1|DSAN
OG0000792	LOC108027945|XP_016955063.1|DBIA	LOC120458644|XP_039502307.1|DSAN
OG0000793	LOC108031540|XP_016960566.1|DBIA	LOC120450868|XP_039490025.1|DSAN
OG0000793	LOC108023431|XP_016948407.1|DBIA	LOC120455917|XP_039498360.1|DSAN
OG0000794	LOC108027802|XP_016954870.1|DBIA	LOC120458949|XP_039502749.1|DSAN
OG0000794	LOC108023334|XP_016948150.1|DBIA	LOC120455208|XP_039497100.1|DSAN
OG0000795	LOC108025744|XP_016951821.1|DBIA	LOC120456266|XP_039498925.1|DSAN
OG0000795	LOC108025147|XP_016950912.1|DBIA	LOC120451950|XP_039491905.1|DSAN
OG0000796	LOC108031143|XP_016959846.1|DBIA	LOC120452605|XP_039492836.1|DSAN
OG0000796	LOC108025835|XP_016951982.1|DBIA	LOC120457242|XP_039500561.1|DSAN
OG0000797	LOC108024609|XP_016950117.1|DBIA	LOC120450781|XP_039489874.1|DSAN
OG0000797	LOC108024608|XP_016950115.1|DBIA	LOC120454499|XP_039495784.1|DSAN
OG0000798	LOC108029669|XP_016957594.1|DBIA	LOC120447178|XP_039484574.1|DSAN
OG0000798	LOC108029646|XP_016957545.1|DBIA	LOC120447177|XP_039484570.1|DSAN
OG0000799	LOC108031195|XP_016959905.1|DBIA	LOC120453969|XP_039494854.1|DSAN
OG0000799	LOC108023502|XP_016948526.1|DBIA	LOC120456459|XP_039499240.1|DSAN
OG0000800	LOC108028026|XP_016955151.1|DBIA	LOC120447811|XP_039485321.1|DSAN
OG0000801	LOC108022339|XP_016946690.1|DBIA	LOC120445881|XP_039482462.1|DSAN
OG0000801	LOC108022806|XP_016947429.1|DBIA	LOC120444270|XP_039479718.1|DSAN
OG0000802	LOC108033222|XP_016962975.1|DBIA	LOC120456940|XP_039500013.1|DSAN
OG0000802	LOC108033034|XP_016962649.1|DBIA	LOC120455607|XP_039497922.1|DSAN
OG0000803	LOC108033859|XP_016963985.1|DBIA	LOC120455820|XP_039498222.1|DSAN
OG0000803	LOC108035452|XP_016966579.1|DBIA	LOC120448514|XP_039486482.1|DSAN
OG0000804	LOC108022258|XP_016946606.1|DBIA	LOC120444647|XP_039480407.1|DSAN
OG0000804	LOC108027309|XP_016954192.1|DBIA	LOC120451707|XP_039491541.1|DSAN
OG0000805	LOC108029382|XP_016957099.1|DBIA	LOC120446543|XP_039483492.1|DSAN
OG0000805	LOC108029385|XP_016957102.1|DBIA	LOC120446578|XP_039483534.1|DSAN
OG0000806	LOC108027682|XP_016954719.1|DBIA	LOC120456731|XP_039499657.1|DSAN
OG0000807	LOC108030930|XP_016959613.1|DBIA	LOC120449645|XP_039488172.1|DSAN
OG0000807	LOC108034618|XP_016965042.1|DBIA	LOC120449082|XP_039487320.1|DSAN
OG0000807	LOC108027905|XP_016955012.1|DBIA	LOC120454383|XP_039495565.1|DSAN
OG0000808	LOC108025152|XP_016950916.1|DBIA	LOC120452924|XP_039493322.1|DSAN
OG0000808	LOC108025148|XP_016950913.1|DBIA	LOC120452928|XP_039493329.1|DSAN
OG0000810	LOC108030287|XP_016958607.1|DBIA, LOC108030286|XP_016958605.1|DBIA	LOC120457617|XP_039501061.1|DSAN
OG0000811	LOC108036336|XP_016967866.1|DBIA	LOC120444327|XP_039479813.1|DSAN
OG0000812	LOC108032985|XP_016962551.1|DBIA	LOC120455352|XP_039497379.1|DSAN
OG0000812	LOC108030494|XP_016958872.1|DBIA	LOC120450359|XP_039489275.1|DSAN
OG0000813	LOC108029492|XP_016957251.1|DBIA	LOC120445997|XP_039482664.1|DSAN
OG0000813	LOC108029232|XP_016956915.1|DBIA	LOC120446280|XP_039483104.1|DSAN
OG0000814	LOC108033733|XP_016963777.1|DBIA	LOC120445121|XP_039481202.1|DSAN
OG0000815	LOC108029237|XP_016956920.1|DBIA	LOC120458043|XP_039501486.1|DSAN
OG0000816	LOC108025951|XP_016952138.1|DBIA	LOC120456056|XP_039498572.1|DSAN
OG0000816	LOC108027246|XP_016954087.1|DBIA	LOC120450930|XP_039490130.1|DSAN
OG0000817	LOC108025082|XP_016950830.1|DBIA	LOC120453171|XP_039493665.1|DSAN
OG0000817	LOC108025081|XP_016950829.1|DBIA	LOC120453172|XP_039493666.1|DSAN
OG0000818	LOC108023739|XP_016948866.1|DBIA	LOC120456248|XP_039498903.1|DSAN
OG0000818	LOC108033682|XP_016963637.1|DBIA	LOC120457839|XP_039501313.1|DSAN
OG0000819	LOC108023181|XP_016947912.1|DBIA	LOC120455813|XP_039498207.1|DSAN
OG0000819	LOC108023746|XP_016948873.1|DBIA	LOC120456883|XP_039499914.1|DSAN
OG0000820	LOC108024118|XP_016949387.1|DBIA	LOC120455095|XP_039496906.1|DSAN
OG0000820	LOC108036674|XP_016968445.1|DBIA	LOC120446226|XP_039483027.1|DSAN
OG0000821	LOC108023050|XP_016947786.1|DBIA	LOC120452061|XP_039492058.1|DSAN
OG0000821	LOC108023119|XP_016947875.1|DBIA	LOC120446324|XP_039483174.1|DSAN
OG0000822	LOC108034700|XP_016965130.1|DBIA	LOC120447780|XP_039485268.1|DSAN
OG0000822	LOC108036136|XP_016967611.1|DBIA	LOC120455573|XP_039497878.1|DSAN
OG0000823	LOC108031121|XP_016959822.1|DBIA, LOC108031215|XP_016959939.1|DBIA	LOC120452150|XP_039492173.1|DSAN
OG0000823	LOC108031199|XP_016959911.1|DBIA	LOC120452151|XP_039492174.1|DSAN
OG0000824	LOC108034366|XP_016964745.1|DBIA	LOC120458685|XP_039502356.1|DSAN
OG0000825	LOC108034767|XP_016965201.1|DBIA	LOC120447781|XP_039485269.1|DSAN
OG0000825	LOC108032483|XP_016961793.1|DBIA	LOC120449965|XP_039488607.1|DSAN
OG0000826	LOC108022661|XP_016947216.1|DBIA	LOC120446185|XP_039482961.1|DSAN
OG0000827	LOC108028023|XP_016955148.1|DBIA, LOC108027998|XP_016955114.1|DBIA, LOC108028024|XP_016955149.1|DBIA, LOC108028156|XP_016955304.1|DBIA	LOC120449279|XP_039487596.1|DSAN, LOC120449276|XP_039487592.1|DSAN, LOC120449278|XP_039487594.1|DSAN, LOC120449280|XP_039487597.1|DSAN
OG0000828	LOC108024456|XP_016949862.1|DBIA	LOC120452032|XP_039492015.1|DSAN, LOC120452031|XP_039492013.1|DSAN
OG0000830	LOC108025903|XP_016952075.1|DBIA	LOC120456576|XP_039499398.1|DSAN
OG0000831	LOC108034924|XP_016965669.1|DBIA	LOC120448994|XP_039487194.1|DSAN
OG0000832	LOC108036537|XP_016968250.1|DBIA	LOC120444575|XP_039480270.1|DSAN
OG0000833	LOC108035942|XP_016967227.1|DBIA	LOC120450279|XP_039489129.1|DSAN
OG0000834	LOC108025122|XP_016950877.1|DBIA	LOC120452176|XP_039492218.1|DSAN
OG0000835	LOC108028383|XP_016955670.1|DBIA	LOC120447995|XP_039485626.1|DSAN
OG0000836	LOC108033338|XP_016963113.1|DBIA	LOC120444786|XP_039480663.1|DSAN
OG0000836	LOC108034206|XP_016964527.1|DBIA	LOC120446466|XP_039483405.1|DSAN
OG0000837	LOC108026768|XP_016953401.1|DBIA	LOC120444654|XP_039480428.1|DSAN
OG0000837	LOC108021962|XP_016946283.1|DBIA	LOC120456017|XP_039498514.1|DSAN
OG0000838	LOC108034357|XP_016964733.1|DBIA	LOC120446392|XP_039483264.1|DSAN
OG0000838	LOC108033381|XP_016963190.1|DBIA	LOC120445305|XP_039481548.1|DSAN
OG0000839	LOC108027201|XP_016953997.1|DBIA	LOC120454532|XP_039495840.1|DSAN
OG0000839	LOC108030966|XP_016959655.1|DBIA	LOC120451944|XP_039491897.1|DSAN
OG0000840	LOC108029605|XP_016957468.1|DBIA	LOC120458694|XP_039502372.1|DSAN
OG0000840	LOC108022027|XP_016946362.1|DBIA	LOC120455729|XP_039498077.1|DSAN
OG0000841	LOC108021903|XP_016946210.1|DBIA	LOC120451377|XP_039490961.1|DSAN
OG0000842	LOC108029795|XP_016957798.1|DBIA	LOC120444150|XP_039479660.1|DSAN
OG0000842	LOC108031707|XP_016960861.1|DBIA	LOC120453999|XP_039494901.1|DSAN
OG0000843	LOC108026772|XP_016953405.1|DBIA	LOC120444653|XP_039480427.1|DSAN
OG0000844	LOC108026789|XP_016953439.1|DBIA	LOC120444529|XP_039480210.1|DSAN
OG0000844	LOC108027182|XP_016953971.1|DBIA	LOC120453662|XP_039494404.1|DSAN
OG0000845	LOC108023770|XP_016948899.1|DBIA	LOC120455685|XP_039498028.1|DSAN
OG0000845	LOC108023659|XP_016948767.1|DBIA	LOC120455684|XP_039498027.1|DSAN
OG0000846	LOC108026354|XP_016952750.1|DBIA	LOC120450891|XP_039490065.1|DSAN
OG0000847	LOC108026530|XP_016952967.1|DBIA, LOC108029389|XP_016957105.1|DBIA	LOC120446471|XP_039483408.1|DSAN
OG0000847	LOC108022549|XP_016947022.1|DBIA	LOC120444283|XP_039479732.1|DSAN
OG0000848	LOC108036038|XP_016967469.1|DBIA, LOC108036160|XP_016967641.1|DBIA	LOC120458084|XP_039501535.1|DSAN
OG0000848	LOC108033388|XP_016963197.1|DBIA	LOC120445536|XP_039481937.1|DSAN
OG0000849	LOC108033366|XP_016963165.1|DBIA	LOC120458656|XP_039502321.1|DSAN
OG0000849	LOC108027685|XP_016954722.1|DBIA	LOC120458664|XP_039502331.1|DSAN
OG0000850	LOC108026617|XP_016953090.1|DBIA	LOC120446442|XP_039483353.1|DSAN
OG0000850	LOC108026616|XP_016953089.1|DBIA	LOC120446441|XP_039483352.1|DSAN
OG0000851	LOC108036387|XP_016967981.1|DBIA	LOC120446458|XP_039483389.1|DSAN
OG0000852	LOC108029720|XP_016957687.1|DBIA	LOC120445583|XP_039482009.1|DSAN
OG0000854	LOC108034803|XP_016965362.1|DBIA	LOC120456889|XP_039499921.1|DSAN
OG0000854	LOC108034482|XP_016964917.1|DBIA	LOC120456885|XP_039499915.1|DSAN
OG0000855	LOC108023617|XP_016948712.1|DBIA	LOC120456587|XP_039499429.1|DSAN
OG0000855	LOC108031321|XP_016960056.1|DBIA	LOC120452454|XP_039492618.1|DSAN
OG0000856	LOC108025655|XP_016951682.1|DBIA	LOC120456765|XP_039499697.1|DSAN
OG0000856	LOC108030887|XP_016959542.1|DBIA	LOC120448942|XP_039487120.1|DSAN
OG0000857	LOC108027617|XP_016954627.1|DBIA	LOC120456001|XP_039498491.1|DSAN
OG0000858	LOC108024920|XP_016950618.1|DBIA	LOC120454674|XP_039496124.1|DSAN
OG0000858	LOC108025444|XP_016951433.1|DBIA	LOC120454671|XP_039496121.1|DSAN
OG0000860	LOC108028350|XP_016955593.1|DBIA	LOC120447951|XP_039485571.1|DSAN
OG0000860	LOC108035212|XP_016966212.1|DBIA	LOC120448017|XP_039485680.1|DSAN
OG0000861	LOC108022326|XP_016946676.1|DBIA	LOC120445935|XP_039482533.1|DSAN
OG0000862	LOC108022781|XP_016947383.1|DBIA	LOC120445067|XP_039481127.1|DSAN
OG0000862	LOC108033848|XP_016963971.1|DBIA	LOC120449568|XP_039488058.1|DSAN
OG0000863	LOC108032081|XP_016961394.1|DBIA	LOC120452710|XP_039493008.1|DSAN
OG0000863	LOC108031572|XP_016960618.1|DBIA	LOC120451101|XP_039490441.1|DSAN
OG0000864	LOC108032431|XP_016961741.1|DBIA	LOC120458866|XP_039502633.1|DSAN
OG0000864	LOC108036375|XP_016967966.1|DBIA	LOC120456710|XP_039499618.1|DSAN
OG0000865	LOC108024549|XP_016950017.1|DBIA	LOC120454494|XP_039495776.1|DSAN
OG0000866	LOC108027889|XP_016954996.1|DBIA	LOC120458947|XP_039502742.1|DSAN
OG0000866	LOC108027801|XP_016954867.1|DBIA	LOC120458948|XP_039502745.1|DSAN
OG0000867	LOC108028994|XP_016956525.1|DBIA	LOC120458860|XP_039502624.1|DSAN
OG0000867	LOC108033664|XP_016963592.1|DBIA	LOC120456126|XP_039498692.1|DSAN
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC120456055|XP_039498570.1|DSAN
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC120450850|XP_039489994.1|DSAN
OG0000870	LOC108026739|XP_016953348.1|DBIA	LOC120446059|XP_039482770.1|DSAN
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC120444943|XP_039480880.1|DSAN
OG0000872	LOC108035763|XP_016966952.1|DBIA	LOC120455959|XP_039498435.1|DSAN
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC120444483|XP_039480097.1|DSAN
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC120448886|XP_039487036.1|DSAN
OG0000874	LOC108021941|XP_016946257.1|DBIA	LOC120455890|XP_039498317.1|DSAN
OG0000874	LOC108036511|XP_016968202.1|DBIA	LOC120445218|XP_039481407.1|DSAN
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC120449630|XP_039488152.1|DSAN
OG0000877	LOC108030799|XP_016959370.1|DBIA	LOC120450519|XP_039489528.1|DSAN
OG0000877	LOC108023272|XP_016948046.1|DBIA	LOC120456282|XP_039498957.1|DSAN
OG0000878	LOC108023045|XP_016947775.1|DBIA	LOC120446343|XP_039483198.1|DSAN
OG0000878	LOC108033780|XP_016963876.1|DBIA	LOC120458936|XP_039502725.1|DSAN
OG0000879	LOC108029459|XP_016957199.1|DBIA	LOC120445790|XP_039482330.1|DSAN
OG0000880	LOC108023284|XP_016948065.1|DBIA	LOC120452249|XP_039492310.1|DSAN
OG0000880	LOC108034713|XP_016965143.1|DBIA	LOC120448817|XP_039486949.1|DSAN
OG0000881	LOC108028163|XP_016955312.1|DBIA	LOC120448117|XP_039485857.1|DSAN
OG0000881	LOC108028684|XP_016956113.1|DBIA	LOC120448116|XP_039485855.1|DSAN
OG0000881	LOC108028809|XP_016956284.1|DBIA	LOC120448115|XP_039485854.1|DSAN
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC120456525|XP_039499328.1|DSAN
OG0000883	LOC108023924|XP_016949098.1|DBIA	LOC120456738|XP_039499661.1|DSAN
OG0000884	LOC108027723|XP_016954765.1|DBIA	LOC120458906|XP_039502686.1|DSAN
OG0000884	LOC108033082|XP_016962741.1|DBIA	LOC120457285|XP_039500661.1|DSAN
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC120451838|XP_039491748.1|DSAN
OG0000886	LOC108024717|XP_016950301.1|DBIA	LOC120453092|XP_039493557.1|DSAN
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC120456689|XP_039499587.1|DSAN
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC120447461|XP_039484775.1|DSAN
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC120449582|XP_039488072.1|DSAN
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC120445596|XP_039482028.1|DSAN
OG0000891	LOC108032583|XP_016961976.1|DBIA	LOC120453799|XP_039494648.1|DSAN
OG0000891	LOC108033990|XP_016964204.1|DBIA	LOC120453967|XP_039494856.1|DSAN
OG0000892	LOC108027964|XP_016955077.1|DBIA	LOC120449958|XP_039488593.1|DSAN
OG0000892	LOC108028343|XP_016955584.1|DBIA	LOC120447954|XP_039485575.1|DSAN
OG0000893	LOC108027010|XP_016953697.1|DBIA	LOC120452311|XP_039492395.1|DSAN
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC120454624|XP_039496026.1|DSAN
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC120445658|XP_039482137.1|DSAN
OG0000896	LOC108023636|XP_016948741.1|DBIA	LOC120455968|XP_039498448.1|DSAN
OG0000897	LOC108025126|XP_016950882.1|DBIA	LOC120452187|XP_039492231.1|DSAN
OG0000897	LOC108025141|XP_016950902.1|DBIA	LOC120452226|XP_039492286.1|DSAN
OG0000898	LOC108029917|XP_016957900.1|DBIA	LOC120445297|XP_039481534.1|DSAN
OG0000898	LOC108026833|XP_016953493.1|DBIA	LOC120446171|XP_039482939.1|DSAN
OG0000899	LOC108032200|XP_016961547.1|DBIA	LOC120453373|XP_039493981.1|DSAN
OG0000900	LOC108026604|XP_016953066.1|DBIA	LOC120446165|XP_039482930.1|DSAN
OG0000900	LOC108026599|XP_016953059.1|DBIA	LOC120446360|XP_039483225.1|DSAN
OG0000901	LOC108022426|XP_016946801.1|DBIA	LOC120444842|XP_039480733.1|DSAN
OG0000901	LOC108022433|XP_016946808.1|DBIA	LOC120444841|XP_039480732.1|DSAN
OG0000902	LOC108023784|XP_016948912.1|DBIA	LOC120456192|XP_039498806.1|DSAN
OG0000902	LOC108023783|XP_016948911.1|DBIA	LOC120456190|XP_039498804.1|DSAN
OG0000903	LOC108028751|XP_016956210.1|DBIA	LOC120448496|XP_039486461.1|DSAN
OG0000903	LOC108028032|XP_016955159.1|DBIA	LOC120450018|XP_039488675.1|DSAN
OG0000904	LOC108035259|XP_016966304.1|DBIA	LOC120448084|XP_039485810.1|DSAN
OG0000904	LOC108035053|XP_016965922.1|DBIA	LOC120450002|XP_039488646.1|DSAN
OG0000906	LOC108022390|XP_016946765.1|DBIA	LOC120457738|XP_039501171.1|DSAN
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC120444657|XP_039480431.1|DSAN
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC120452531|XP_039492729.1|DSAN
OG0000910	LOC108031801|XP_016961010.1|DBIA	LOC120451624|XP_039491411.1|DSAN
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC120445177|XP_039481324.1|DSAN
OG0000913	LOC108030589|XP_016959050.1|DBIA	LOC120448754|XP_039486872.1|DSAN
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC120445632|XP_039482093.1|DSAN
OG0000915	LOC108036285|XP_016967785.1|DBIA	LOC120445399|XP_039481743.1|DSAN
OG0000915	LOC108021942|XP_016946258.1|DBIA	LOC120455056|XP_039496843.1|DSAN
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC120448894|XP_039487049.1|DSAN
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC120443759|XP_039478980.1|DSAN
OG0000918	LOC108032861|XP_016962354.1|DBIA	LOC120458079|XP_039501527.1|DSAN
