Orthogroup	DBIA.longest_only	ASTE.longest_only
OG0001908	LOC108024714|XP_016950295.1|DBIA	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC108023581|XP_016948666.1|DBIA	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC108031870|XP_016961117.1|DBIA	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC108023087|XP_016947834.1|DBIA	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC108026898|XP_016953596.1|DBIA	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC108026134|XP_016952337.1|DBIA	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC108035620|XP_016966798.1|DBIA	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC108030257|XP_016958566.1|DBIA	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC108034903|XP_016965619.1|DBIA	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC108035503|XP_016966650.1|DBIA	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC108030141|XP_016958345.1|DBIA	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC108029830|XP_016957820.1|DBIA	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC108029799|XP_016957803.1|DBIA	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC108026928|XP_016953629.1|DBIA	LOC118512105|XP_035911969.1|ASTE
OG0001924	LOC108035852|XP_016967085.1|DBIA, LOC108031427|XP_016960323.1|DBIA	LOC118512164|XP_035912136.1|ASTE
OG0001925	LOC108036665|XP_016968439.1|DBIA	LOC118513240|XP_035914688.1|ASTE
OG0001926	LOC108035546|XP_016966704.1|DBIA	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC108023039|XP_016947769.1|DBIA	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC108035241|XP_016966263.1|DBIA	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC108034786|XP_016965234.1|DBIA	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC108030121|XP_016958311.1|DBIA	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC108028311|XP_016955523.1|DBIA	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC108022469|XP_016946908.1|DBIA	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC108035528|XP_016966686.1|DBIA	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC108034558|XP_016964976.1|DBIA	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC108026767|XP_016953399.1|DBIA	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC108022701|XP_016947263.1|DBIA	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC108022216|XP_016946559.1|DBIA	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC108036314|XP_016967813.1|DBIA	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC108031298|XP_016960034.1|DBIA	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC108030250|XP_016958558.1|DBIA	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC108034597|XP_016965019.1|DBIA	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC108030151|XP_016958366.1|DBIA	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC108036393|XP_016967991.1|DBIA	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC108030219|XP_016958483.1|DBIA	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC108022314|XP_016946663.1|DBIA	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC108035752|XP_016966938.1|DBIA	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC108028554|XP_016955946.1|DBIA	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC108022466|XP_016947298.1|DBIA, LOC108023806|XP_016948936.1|DBIA	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC108026608|XP_016953071.1|DBIA	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC108027585|XP_016954592.1|DBIA, LOC108026988|XP_016953679.1|DBIA	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC108026794|XP_016953444.1|DBIA	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC108022568|XP_016947054.1|DBIA	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC108036226|XP_016967726.1|DBIA	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC108034832|XP_016965433.1|DBIA	LOC118510369|XP_035907982.1|ASTE
OG0001957	LOC108026667|XP_016953203.1|DBIA	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC108030170|XP_016958395.1|DBIA	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC108028762|XP_016956224.1|DBIA	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC108030448|XP_016958841.1|DBIA	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC108023003|XP_016947723.1|DBIA	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC108036626|XP_016968387.1|DBIA	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC108035419|XP_016966529.1|DBIA	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC108028508|XP_016955879.1|DBIA	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC108031886|XP_016961139.1|DBIA	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC108026536|XP_016952972.1|DBIA	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC108034573|XP_016964992.1|DBIA	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC108030134|XP_016958337.1|DBIA	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC108026876|XP_016953556.1|DBIA	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC108029353|XP_016957033.1|DBIA	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC108030149|XP_016958358.1|DBIA	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC108022954|XP_016947658.1|DBIA	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC108036609|XP_016968360.1|DBIA	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC108034636|XP_016965062.1|DBIA	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC108030139|XP_016958343.1|DBIA	LOC118503366|XP_035892456.1|ASTE
OG0001977	LOC108033711|XP_016963732.1|DBIA	LOC118511744|XP_035911094.1|ASTE
OG0001978	LOC108034242|XP_016964582.1|DBIA	LOC118511110|XP_035909728.1|ASTE
OG0001979	LOC108036791|XP_016968627.1|DBIA	LOC118511116|XP_035909734.1|ASTE
OG0001980	LOC108033269|XP_016963028.1|DBIA	LOC118513565|XP_035915386.1|ASTE
OG0001982	LOC108036869|XP_016968738.1|DBIA	LOC118509169|XP_035905321.1|ASTE
OG0001983	LOC108031647|XP_016960770.1|DBIA	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE
OG0001984	LOC108021858|XP_016946136.1|DBIA	LOC118511044|XP_035909534.1|ASTE
OG0001985	LOC108032540|XP_016961902.1|DBIA	LOC118509326|XP_035905680.1|ASTE
OG0001986	LOC108034032|XP_016964267.1|DBIA	LOC118512643|XP_035913247.1|ASTE
OG0001987	LOC108024211|XP_016949555.1|DBIA	LOC118507975|XP_035903207.1|ASTE
OG0001988	LOC108022660|XP_016947215.1|DBIA	LOC118513408|XP_035915005.1|ASTE
OG0001989	LOC108028992|XP_016956522.1|DBIA	LOC118513235|XP_035914679.1|ASTE
OG0001990	LOC108034192|XP_016964505.1|DBIA	LOC118512435|XP_035912789.1|ASTE
OG0001992	LOC108033946|XP_016964123.1|DBIA	LOC118511266|XP_035910029.1|ASTE
OG0001993	LOC108033885|XP_016964019.1|DBIA	LOC118512545|XP_035913013.1|ASTE
OG0001994	LOC108031747|XP_016960937.1|DBIA	LOC118511659|XP_035910900.1|ASTE
OG0001995	LOC108032823|XP_016962327.1|DBIA	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE
OG0001996	LOC108029211|XP_016956891.1|DBIA	LOC118512512|XP_035912922.1|ASTE
OG0001997	LOC108022527|XP_016946993.1|DBIA	LOC118513345|XP_035914866.1|ASTE
OG0001998	LOC108022532|XP_016946997.1|DBIA	LOC118512548|XP_035913021.1|ASTE
OG0001999	LOC108022615|XP_016947144.1|DBIA	LOC118508967|XP_035904805.1|ASTE
OG0002000	LOC108036051|XP_016967483.1|DBIA	LOC118513738|XP_035915788.1|ASTE
OG0002001	LOC108033698|XP_016963687.1|DBIA	LOC118514686|XP_035917625.1|ASTE
OG0002002	LOC108022935|XP_016947637.1|DBIA	LOC118514563|XP_035917455.1|ASTE
OG0002003	LOC108036750|XP_016968558.1|DBIA	LOC118511610|XP_035910791.1|ASTE
OG0002004	LOC108034089|XP_016964345.1|DBIA	LOC118512585|XP_035913108.1|ASTE
OG0002005	LOC108032650|XP_016962091.1|DBIA	LOC118511777|XP_035911165.1|ASTE
OG0002006	LOC108033690|XP_016963666.1|DBIA	LOC118514508|XP_035917337.1|ASTE
OG0002008	LOC108035993|XP_016967345.1|DBIA	LOC118512608|XP_035913173.1|ASTE
OG0002009	LOC108026547|XP_016952986.1|DBIA	LOC118513696|XP_035915713.1|ASTE
OG0002010	LOC108036794|XP_016968630.1|DBIA	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE
OG0002011	LOC108032757|XP_016962239.1|DBIA	LOC118513808|XP_035915910.1|ASTE
OG0002012	LOC108029065|XP_016956624.1|DBIA	LOC118510849|XP_035909072.1|ASTE
OG0002013	LOC108034119|XP_016964391.1|DBIA	LOC118513328|XP_035914829.1|ASTE
OG0002014	LOC108023032|XP_016947760.1|DBIA	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE
OG0002015	LOC108034298|XP_016964650.1|DBIA	LOC118513006|XP_035914160.1|ASTE
OG0002016	LOC108030180|XP_016958415.1|DBIA	LOC118513208|XP_035914607.1|ASTE
OG0002017	LOC108033902|XP_016964055.1|DBIA	LOC118512972|XP_035914092.1|ASTE
OG0002018	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA	LOC118510770|XP_035908923.1|ASTE
OG0002019	LOC108033891|XP_016964027.1|DBIA	LOC118510741|XP_035908861.1|ASTE
OG0002020	LOC108036098|XP_016967553.1|DBIA	LOC118509949|XP_035907173.1|ASTE
OG0002021	LOC108026694|XP_016953271.1|DBIA	LOC118509945|XP_035907170.1|ASTE
OG0002022	LOC108033550|XP_016963384.1|DBIA	LOC118506403|XP_035899361.1|ASTE
OG0002023	LOC108025044|XP_016950792.1|DBIA	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE
OG0002024	LOC108034158|XP_016964451.1|DBIA	LOC118510711|XP_035908803.1|ASTE
OG0002025	LOC108033995|XP_016964210.1|DBIA	LOC118510667|XP_035908700.1|ASTE
OG0002026	LOC108030863|XP_016959498.1|DBIA	LOC118505323|XP_035896859.1|ASTE
OG0002027	LOC108026624|XP_016953125.1|DBIA	LOC118505612|XP_035897545.1|ASTE
OG0002028	LOC108026781|XP_016953427.1|DBIA	LOC118505621|XP_035897576.1|ASTE
OG0002029	LOC108028242|XP_016955409.1|DBIA	LOC118505201|XP_035896575.1|ASTE
OG0002030	LOC108022732|XP_016947311.1|DBIA	LOC118511575|XP_035910713.1|ASTE
OG0002031	LOC108029767|XP_016957762.1|DBIA	LOC118512378|XP_035912638.1|ASTE
OG0002032	LOC108027155|XP_016953873.1|DBIA	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE
OG0002033	LOC108025690|XP_016951713.1|DBIA	LOC118506726|XP_035900150.1|ASTE
OG0002034	LOC108023510|XP_016948542.1|DBIA	LOC118502758|XP_035891223.1|ASTE
OG0002035	LOC108032165|XP_016961507.1|DBIA	LOC118505534|XP_035897342.1|ASTE
OG0002036	LOC108031058|XP_016959748.1|DBIA	LOC118506749|XP_035900224.1|ASTE
OG0002037	LOC108035209|XP_016966208.1|DBIA	LOC118504715|XP_035895445.1|ASTE
OG0002038	LOC108032083|XP_016961396.1|DBIA	LOC118504932|XP_035895918.1|ASTE
OG0002039	LOC108036875|XP_016968740.1|DBIA	LOC118504935|XP_035895925.1|ASTE
OG0002040	LOC108030488|XP_016958859.1|DBIA	LOC118505123|XP_035896330.1|ASTE
OG0002041	LOC108029595|XP_016957456.1|DBIA	LOC118507060|XP_035900921.1|ASTE
OG0002042	LOC108027364|XP_016954275.1|DBIA	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE
OG0002043	LOC108027390|XP_016954315.1|DBIA	LOC118504219|XP_035894318.1|ASTE
OG0002044	LOC108031005|XP_016959694.1|DBIA, LOC108031652|XP_016960772.1|DBIA	LOC118506888|XP_035900545.1|ASTE
OG0002045	LOC108032117|XP_016961439.1|DBIA	LOC118506722|XP_035900142.1|ASTE
OG0002046	LOC108024803|XP_016950414.1|DBIA, LOC108035755|XP_016966942.1|DBIA	LOC118507696|XP_035902443.1|ASTE
OG0002047	LOC108024090|XP_016949354.1|DBIA	LOC118506552|XP_035899749.1|ASTE
OG0002048	LOC108031157|XP_016959862.1|DBIA, LOC108031332|XP_016960073.1|DBIA	LOC118507584|XP_035902138.1|ASTE
OG0002049	LOC108024523|XP_016949967.1|DBIA	LOC118507942|XP_035903153.1|ASTE
OG0002050	LOC108026222|XP_016952534.1|DBIA	LOC118502660|XP_035891005.1|ASTE
OG0002051	LOC108022767|XP_016947362.1|DBIA	LOC118502580|XP_035890812.1|ASTE
OG0002053	LOC108031812|XP_016961027.1|DBIA	LOC118505802|XP_035898030.1|ASTE
OG0002054	LOC108027218|XP_016954036.1|DBIA	LOC118503254|XP_035892186.1|ASTE
OG0002055	LOC108031828|XP_016961055.1|DBIA	LOC118506162|XP_035898827.1|ASTE
OG0002056	LOC108030569|XP_016958960.1|DBIA	LOC118506167|XP_035898831.1|ASTE
OG0002057	LOC108034187|XP_016964498.1|DBIA	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE
OG0002058	LOC108029949|XP_016957944.1|DBIA	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE
OG0002059	LOC108026272|XP_016952623.1|DBIA	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE
OG0002060	LOC108022881|XP_016947567.1|DBIA	LOC118504319|XP_035894538.1|ASTE
OG0002061	LOC108026884|XP_016953573.1|DBIA	LOC118504320|XP_035894539.1|ASTE
OG0002062	LOC108035785|XP_016967000.1|DBIA	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE
OG0002063	LOC108023240|XP_016948007.1|DBIA	LOC118502562|XP_035890777.1|ASTE
OG0002064	LOC108035465|XP_016966602.1|DBIA	LOC118506846|XP_035900463.1|ASTE
OG0002065	LOC108035060|XP_016965935.1|DBIA	LOC118505157|XP_035896444.1|ASTE
OG0002066	LOC108026130|XP_016952323.1|DBIA	LOC118503644|XP_035893041.1|ASTE
OG0002067	LOC108026967|XP_016953672.1|DBIA, LOC108026501|XP_016952937.1|DBIA	LOC118505857|XP_035898130.1|ASTE
OG0002068	LOC108030377|XP_016958736.1|DBIA	LOC118510936|XP_035909263.1|ASTE
OG0002069	LOC108031619|XP_016960710.1|DBIA	LOC118506005|XP_035898483.1|ASTE
OG0002070	LOC108024855|XP_016950486.1|DBIA	LOC118506014|XP_035898493.1|ASTE
OG0002071	LOC108026131|XP_016952334.1|DBIA	LOC118507225|XP_035901278.1|ASTE
OG0002072	LOC108036536|XP_016968249.1|DBIA	LOC118507929|XP_035903125.1|ASTE
OG0002073	LOC108034899|XP_016965602.1|DBIA	LOC118503423|XP_035892555.1|ASTE
OG0002074	LOC108026911|XP_016953609.1|DBIA	LOC118507274|XP_035901471.1|ASTE
OG0002075	LOC108036769|XP_016968598.1|DBIA	LOC118508102|XP_035903478.1|ASTE
OG0002076	LOC108022782|XP_016947384.1|DBIA	LOC118504187|XP_035894253.1|ASTE
OG0002077	LOC108029177|XP_016956828.1|DBIA, LOC108029160|XP_016956793.1|DBIA	LOC118512370|XP_035912613.1|ASTE
OG0002078	LOC108029667|XP_016957584.1|DBIA	LOC118507408|XP_035901762.1|ASTE
OG0002079	LOC108028294|XP_016955502.1|DBIA	LOC118505316|XP_035896853.1|ASTE
OG0002080	LOC108022999|XP_016947719.1|DBIA	LOC118506143|XP_035898783.1|ASTE
OG0002081	LOC108026959|XP_016953663.1|DBIA	LOC118503442|XP_035892599.1|ASTE
OG0002082	LOC108036374|XP_016967963.1|DBIA	LOC118506034|XP_035898546.1|ASTE
OG0002083	LOC108023395|XP_016948322.1|DBIA	LOC118509900|XP_035907048.1|ASTE
OG0002084	LOC108023060|XP_016947796.1|DBIA	LOC118507329|XP_035901611.1|ASTE
OG0002086	LOC108022809|XP_016947432.1|DBIA	LOC118507183|XP_035901148.1|ASTE
OG0002087	LOC108028017|XP_016955138.1|DBIA	LOC118512331|XP_035912499.1|ASTE
OG0002088	LOC108028348|XP_016955589.1|DBIA	LOC118505278|XP_035896740.1|ASTE
OG0002089	LOC108029607|XP_016957475.1|DBIA	LOC118505914|XP_035898267.1|ASTE
OG0002090	LOC108028596|XP_016956000.1|DBIA	LOC118505956|XP_035898382.1|ASTE
OG0002091	LOC108026606|XP_016953068.1|DBIA	LOC118507396|XP_035901742.1|ASTE
OG0002092	LOC108035213|XP_016966217.1|DBIA	LOC118504180|XP_035894225.1|ASTE
OG0002093	LOC108022843|XP_016947504.1|DBIA	LOC118504179|XP_035894224.1|ASTE
OG0002094	LOC108026593|XP_016953054.1|DBIA	LOC118503055|XP_035891813.1|ASTE
OG0002095	LOC108024093|XP_016949357.1|DBIA	LOC118503944|XP_035893714.1|ASTE
OG0002096	LOC108022612|XP_016947137.1|DBIA	LOC118503857|XP_035893462.1|ASTE
OG0002097	LOC108036327|XP_016967829.1|DBIA	LOC118507103|XP_035900999.1|ASTE
OG0002098	LOC108030845|XP_016959471.1|DBIA	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE
OG0002099	LOC108031104|XP_016959804.1|DBIA, LOC108032054|XP_016961359.1|DBIA	LOC118504082|XP_035894043.1|ASTE
OG0002100	LOC108030656|XP_016959164.1|DBIA	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE
OG0002101	LOC108029579|XP_016957430.1|DBIA	LOC118507399|XP_035901746.1|ASTE
OG0002102	LOC108029639|XP_016957531.1|DBIA	LOC118503731|XP_035893238.1|ASTE
OG0002103	LOC108022173|XP_016946511.1|DBIA, LOC108031937|XP_016961206.1|DBIA	LOC118503304|XP_035892315.1|ASTE
OG0002117	LOC108026695|XP_016953272.1|DBIA	LOC118505507|XP_035897285.1|ASTE
OG0002118	LOC108032961|XP_016962524.1|DBIA	LOC118502971|XP_035891638.1|ASTE
OG0002119	LOC108026199|XP_016952480.1|DBIA	LOC118503759|XP_035893315.1|ASTE
OG0002120	LOC108036012|XP_016967414.1|DBIA	LOC118509540|XP_035906173.1|ASTE
OG0002121	LOC108026235|XP_016952559.1|DBIA	LOC118503831|XP_035893435.1|ASTE
OG0002123	LOC108033850|XP_016963974.1|DBIA	LOC118505667|XP_035897689.1|ASTE
OG0002124	LOC108035796|XP_016967027.1|DBIA	LOC118510740|XP_035908865.1|ASTE
OG0002125	LOC108030030|XP_016958074.1|DBIA	LOC118517608|XP_035919800.1|ASTE
OG0002126	LOC108028833|XP_016956310.1|DBIA	LOC118506343|XP_035899224.1|ASTE
OG0002127	LOC108023591|XP_016948683.1|DBIA	LOC118503477|XP_035892669.1|ASTE
OG0002128	LOC108035766|XP_016966958.1|DBIA	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE
OG0002129	LOC108031580|XP_016960634.1|DBIA	LOC118508956|XP_035904776.1|ASTE
OG0002130	LOC108023316|XP_016948108.1|DBIA	LOC118508139|XP_035903554.1|ASTE
OG0002131	LOC108025363|XP_016951315.1|DBIA	LOC118511581|XP_035910724.1|ASTE
OG0002132	LOC108034811|XP_016965348.1|DBIA	LOC118513214|XP_035914621.1|ASTE
OG0002133	LOC108030309|XP_016958634.1|DBIA, LOC108036294|XP_016967797.1|DBIA	LOC118513258|XP_035914750.1|ASTE
OG0002134	LOC108023559|XP_016948635.1|DBIA	LOC118502713|XP_035891161.1|ASTE
OG0002135	LOC108023951|XP_016949132.1|DBIA	LOC118504575|XP_035895115.1|ASTE
OG0002136	LOC108025326|XP_016951241.1|DBIA	LOC118517379|XP_035919295.1|ASTE
OG0002137	LOC108026146|XP_016952366.1|DBIA	LOC118517358|XP_035919259.1|ASTE
OG0002138	LOC108023692|XP_016948805.1|DBIA	LOC118508588|XP_035904388.1|ASTE
OG0002139	LOC108033054|XP_016962670.1|DBIA	LOC118508612|XP_035904390.1|ASTE
OG0002140	LOC108023214|XP_016947973.1|DBIA	LOC118513209|XP_035914618.1|ASTE
OG0002141	LOC108024077|XP_016949341.1|DBIA	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE
OG0002142	LOC108024995|XP_016950740.1|DBIA	LOC118505402|XP_035897035.1|ASTE
OG0002143	LOC108027786|XP_016954842.1|DBIA	LOC118510683|XP_035908745.1|ASTE
OG0002144	LOC108036687|XP_016968468.1|DBIA, LOC108033014|XP_016962633.1|DBIA	LOC118517416|XP_035919416.1|ASTE
OG0002145	LOC108031903|XP_016961159.1|DBIA	LOC118517448|XP_035919487.1|ASTE
OG0002146	LOC108024962|XP_016950689.1|DBIA	LOC118502808|XP_035891343.1|ASTE
OG0002147	LOC108025764|XP_016951847.1|DBIA	LOC118517475|XP_035919553.1|ASTE
OG0002148	LOC108034563|XP_016964981.1|DBIA	LOC118504345|XP_035894605.1|ASTE
OG0002149	LOC108036005|XP_016967390.1|DBIA	LOC118517464|XP_035919525.1|ASTE
OG0002150	LOC108026580|XP_016953026.1|DBIA	LOC118506059|XP_035898599.1|ASTE
OG0002151	LOC108033385|XP_016963193.1|DBIA	LOC118511205|XP_035909879.1|ASTE
OG0002152	LOC108025125|XP_016950885.1|DBIA	LOC118509815|XP_035906865.1|ASTE
OG0002153	LOC108026066|XP_016952250.1|DBIA	LOC118506211|XP_035898925.1|ASTE
OG0002154	LOC108023601|XP_016948698.1|DBIA	LOC118509923|XP_035907135.1|ASTE
OG0002155	LOC108025109|XP_016950863.1|DBIA	LOC118506206|XP_035898911.1|ASTE
OG0002156	LOC108030806|XP_016959390.1|DBIA	LOC118505756|XP_035897871.1|ASTE
OG0002157	LOC108024344|XP_016949738.1|DBIA	LOC118508128|XP_035903529.1|ASTE
OG0002158	LOC108030378|XP_016958737.1|DBIA	LOC118517370|XP_035919281.1|ASTE
OG0002159	LOC108022600|XP_016947123.1|DBIA	LOC118504805|XP_035895693.1|ASTE
OG0002160	LOC108031111|XP_016959811.1|DBIA	LOC118508129|XP_035907722.1|ASTE
OG0002161	LOC108031804|XP_016961013.1|DBIA	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE
OG0002162	LOC108024705|XP_016950278.1|DBIA	LOC118502665|XP_035891021.1|ASTE
OG0002163	LOC108036566|XP_016968306.1|DBIA	LOC118507651|XP_035902314.1|ASTE
OG0002164	LOC108026438|XP_016952864.1|DBIA	LOC118504758|XP_035895577.1|ASTE
OG0002165	LOC108033622|XP_016963484.1|DBIA	LOC118508279|XP_035903813.1|ASTE
OG0002166	LOC108036799|XP_016968635.1|DBIA	LOC118514682|XP_035917661.1|ASTE
OG0002167	LOC108030451|XP_016958832.1|DBIA	LOC118504438|XP_035894788.1|ASTE
OG0002168	LOC108026917|XP_016953617.1|DBIA	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE
OG0002169	LOC108035317|XP_016966379.1|DBIA	LOC118507241|XP_035901386.1|ASTE
OG0002170	LOC108024903|XP_016950557.1|DBIA	LOC118505581|XP_035897431.1|ASTE
OG0002171	LOC108026205|XP_016952496.1|DBIA	LOC118502730|XP_035891184.1|ASTE
OG0002172	LOC108032234|XP_016961585.1|DBIA	LOC118506467|XP_035899535.1|ASTE
OG0002173	LOC108033327|XP_016963101.1|DBIA	LOC118514148|XP_035916652.1|ASTE
OG0002174	LOC108024757|XP_016950355.1|DBIA	LOC118508485|XP_035904196.1|ASTE
OG0002175	LOC108024758|XP_016950356.1|DBIA	LOC118508486|XP_035904198.1|ASTE
OG0002176	LOC108032126|XP_016961447.1|DBIA	LOC118508452|XP_035904147.1|ASTE
OG0002177	LOC108023355|XP_016948207.1|DBIA	LOC118507790|XP_035902720.1|ASTE
OG0002178	LOC108025240|XP_016951075.1|DBIA	LOC118507537|XP_035902007.1|ASTE
OG0002179	LOC108026414|XP_016952831.1|DBIA	LOC118504989|XP_035896051.1|ASTE
OG0002180	LOC108025207|XP_016951029.1|DBIA	LOC118505448|XP_035897140.1|ASTE
OG0002181	LOC108023675|XP_016948785.1|DBIA	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE
OG0002182	LOC108031489|XP_016960466.1|DBIA	LOC118506784|XP_035900290.1|ASTE
OG0002183	LOC108036244|XP_016967741.1|DBIA	LOC118506792|XP_035900304.1|ASTE
OG0002184	LOC108031751|XP_016960944.1|DBIA	LOC118504901|XP_035895860.1|ASTE
OG0002185	LOC108023846|XP_016948980.1|DBIA, LOC108026323|XP_016952702.1|DBIA	LOC118502908|XP_035891523.1|ASTE
OG0002186	LOC108023829|XP_016948965.1|DBIA	LOC118505240|XP_035896683.1|ASTE
OG0002187	LOC108032093|XP_016961408.1|DBIA	LOC118506381|XP_035899306.1|ASTE
OG0002188	LOC108026653|XP_016953180.1|DBIA	LOC118511393|XP_035910316.1|ASTE
OG0002189	LOC108022847|XP_016947550.1|DBIA	LOC118502867|XP_035891467.1|ASTE
OG0002190	LOC108022500|XP_016946951.1|DBIA, LOC108026239|XP_016952563.1|DBIA	LOC118507907|XP_035903063.1|ASTE
OG0002191	LOC108028321|XP_016955543.1|DBIA	LOC118503569|XP_035892895.1|ASTE
OG0002192	LOC108028575|XP_016955969.1|DBIA	LOC118507169|XP_035901128.1|ASTE
OG0002193	LOC108031839|XP_016961078.1|DBIA	LOC118502697|XP_035891110.1|ASTE
OG0002194	LOC108024407|XP_016949809.1|DBIA	LOC118502888|XP_035891499.1|ASTE
OG0002195	LOC108026398|XP_016952810.1|DBIA	LOC118507796|XP_035902742.1|ASTE
OG0002196	LOC108031127|XP_016959830.1|DBIA	LOC118504279|XP_035894446.1|ASTE
OG0002197	LOC108030958|XP_016959650.1|DBIA	LOC118506443|XP_035899471.1|ASTE
OG0002198	LOC108027260|XP_016954111.1|DBIA	LOC118506179|XP_035898845.1|ASTE
OG0002199	LOC108031630|XP_016960724.1|DBIA	LOC118506450|XP_035899482.1|ASTE
OG0002200	LOC108025770|XP_016951856.1|DBIA	LOC118505414|XP_035897056.1|ASTE
