Orthogroup	DBIA.longest_only	DSEC.longest_only
OG0000866	LOC108027801|XP_016954867.1|DBIA	LOC6617356|XP_002041681.2|DSEC
OG0000867	LOC108028994|XP_016956525.1|DBIA	LOC6611304|XP_002035851.1|DSEC
OG0000867	LOC108033664|XP_016963592.1|DBIA	LOC6611955|XP_002036472.1|DSEC
OG0000868	LOC108025924|XP_016952104.1|DBIA	LOC6617624|XP_032580770.1|DSEC
OG0000869	LOC108027241|XP_016954081.1|DBIA	LOC6614216|XP_002038661.1|DSEC
OG0000870	LOC108026739|XP_016953348.1|DBIA	LOC6615802|XP_032571678.1|DSEC
OG0000871	LOC108030336|XP_016958688.1|DBIA	LOC6608759|XP_002033482.1|DSEC
OG0000872	LOC108035763|XP_016966952.1|DBIA	LOC6614901|XP_002039318.1|DSEC
OG0000872	LOC108026733|XP_016953335.1|DBIA	LOC6613004|XP_002037494.1|DSEC
OG0000873	LOC108030805|XP_016959388.1|DBIA	LOC6616542|XP_032574086.1|DSEC
OG0000874	LOC108021941|XP_016946257.1|DBIA	LOC6612464|XP_002036972.1|DSEC
OG0000874	LOC108036511|XP_016968202.1|DBIA	LOC6609478|XP_032570897.1|DSEC
OG0000875	LOC108028672|XP_016956093.1|DBIA	LOC6619438|XP_002043653.1|DSEC
OG0000877	LOC108030799|XP_016959370.1|DBIA	LOC6619381|XP_032574026.1|DSEC
OG0000877	LOC108023272|XP_016948046.1|DBIA	LOC6615846|XP_002040216.1|DSEC
OG0000878	LOC108023045|XP_016947775.1|DBIA	LOC6615684|XP_002040055.1|DSEC
OG0000878	LOC108033780|XP_016963876.1|DBIA	LOC6611906|XP_002036423.2|DSEC
OG0000879	LOC108029459|XP_016957199.1|DBIA	LOC6610014|XP_002034634.1|DSEC
OG0000880	LOC108023284|XP_016948065.1|DBIA	LOC6619264|XP_002043481.1|DSEC
OG0000880	LOC108034713|XP_016965143.1|DBIA	LOC6605146|XP_002029987.1|DSEC
OG0000881	LOC108028163|XP_016955312.1|DBIA	LOC6616378|XP_002040738.2|DSEC
OG0000881	LOC108028684|XP_016956113.1|DBIA	LOC6616381|XP_002040741.1|DSEC
OG0000881	LOC108028809|XP_016956284.1|DBIA	LOC6616380|XP_002040740.2|DSEC
OG0000882	LOC108033194|XP_016962927.1|DBIA	LOC6617983|XP_032581715.1|DSEC
OG0000883	LOC108023924|XP_016949098.1|DBIA	LOC6618529|XP_002042789.1|DSEC
OG0000884	LOC108027723|XP_016954765.1|DBIA	LOC6613370|XP_032583366.1|DSEC
OG0000884	LOC108033082|XP_016962741.1|DBIA	LOC6619822|XP_032582633.1|DSEC
OG0000885	LOC108031805|XP_016961014.1|DBIA	LOC6620702|XP_032578832.1|DSEC
OG0000886	LOC108024717|XP_016950301.1|DBIA	LOC6613745|XP_032578957.1|DSEC
OG0000887	LOC108025607|XP_016951631.1|DBIA	LOC6617625|XP_032580768.1|DSEC
OG0000888	LOC108029387|XP_016957107.1|DBIA	LOC6610169|XP_032575458.1|DSEC
OG0000889	LOC108030753|XP_016959289.1|DBIA	LOC6616583|XP_032574208.1|DSEC
OG0000890	LOC108026855|XP_016953523.1|DBIA	LOC6615597|XP_002039971.1|DSEC
OG0000891	LOC108032583|XP_016961976.1|DBIA	LOC6617894|XP_002042202.1|DSEC
OG0000891	LOC108033990|XP_016964204.1|DBIA	LOC6617693|XP_032570020.1|DSEC
OG0000892	LOC108027964|XP_016955077.1|DBIA	LOC6605258|XP_032575307.1|DSEC
OG0000892	LOC108028343|XP_016955584.1|DBIA	LOC6616319|XP_002040679.1|DSEC
OG0000893	LOC108027010|XP_016953697.1|DBIA	LOC6614248|XP_002038693.2|DSEC
OG0000894	LOC108027393|XP_016954318.1|DBIA	LOC6614194|XP_002038641.1|DSEC
OG0000895	LOC108036594|XP_016968343.1|DBIA	LOC6609422|XP_002034107.1|DSEC
OG0000896	LOC108036214|XP_016967695.1|DBIA	LOC6609438|XP_002034123.2|DSEC
OG0000896	LOC108023636|XP_016948741.1|DBIA	LOC6612278|XP_002036788.1|DSEC
OG0000897	LOC108025126|XP_016950882.1|DBIA	LOC6617014|XP_002041342.1|DSEC
OG0000897	LOC108025141|XP_016950902.1|DBIA	LOC6617011|XP_002041339.1|DSEC
OG0000898	LOC108029917|XP_016957900.1|DBIA	LOC6609463|XP_002034148.1|DSEC
OG0000898	LOC108026833|XP_016953493.1|DBIA	LOC6615621|XP_002039995.1|DSEC
OG0000899	LOC108032200|XP_016961547.1|DBIA	LOC6607307|XP_002032086.1|DSEC
OG0000900	LOC108026604|XP_016953066.1|DBIA	LOC6615584|XP_002039958.1|DSEC
OG0000900	LOC108026599|XP_016953059.1|DBIA	LOC6615583|XP_002039957.2|DSEC
OG0000901	LOC108022426|XP_016946801.1|DBIA	LOC6615461|XP_002039841.2|DSEC
OG0000901	LOC108022433|XP_016946808.1|DBIA	LOC6615462|XP_002039842.1|DSEC
OG0000902	LOC108023784|XP_016948912.1|DBIA	LOC116802200|XP_032581772.1|DSEC
OG0000902	LOC108023783|XP_016948911.1|DBIA	LOC6620244|XP_032580961.1|DSEC
OG0000903	LOC108028751|XP_016956210.1|DBIA	LOC6611102|XP_002035659.1|DSEC
OG0000903	LOC108028032|XP_016955159.1|DBIA	LOC6611100|XP_002035657.1|DSEC
OG0000904	LOC108035259|XP_016966304.1|DBIA	LOC6610580|XP_002035153.2|DSEC
OG0000904	LOC108035053|XP_016965922.1|DBIA	LOC6610582|XP_002035155.1|DSEC
OG0000906	LOC108022390|XP_016946765.1|DBIA	LOC6608613|XP_002033347.1|DSEC
OG0000907	LOC108026771|XP_016953404.1|DBIA	LOC6615815|XP_002040185.1|DSEC
OG0000909	LOC108024413|XP_016949817.1|DBIA	LOC6607638|XP_002032403.1|DSEC
OG0000910	LOC108031801|XP_016961010.1|DBIA	LOC6606919|XP_002031713.1|DSEC
OG0000911	LOC108023061|XP_016947797.1|DBIA	LOC6609682|XP_002034340.1|DSEC
OG0000913	LOC108030589|XP_016959050.1|DBIA	LOC6605466|XP_032574182.1|DSEC
OG0000914	LOC108022208|XP_016946551.1|DBIA	LOC6608834|XP_002033548.1|DSEC
OG0000915	LOC108036285|XP_016967785.1|DBIA	LOC6609408|XP_002034093.1|DSEC
OG0000915	LOC108021942|XP_016946258.1|DBIA	LOC6612492|XP_002037000.1|DSEC
OG0000916	LOC108036094|XP_016967534.1|DBIA	LOC6611642|XP_032580078.1|DSEC
OG0000917	LOC108032529|XP_016961877.1|DBIA	LOC6611627|XP_032583393.1|DSEC
OG0000918	LOC108032861|XP_016962354.1|DBIA	LOC116800465|XP_032571502.1|DSEC
OG0000918	LOC108027669|XP_016954703.1|DBIA	LOC6613207|XP_002037687.2|DSEC
OG0000920	LOC108033176|XP_016962902.1|DBIA	LOC6619810|XP_032580254.1|DSEC
OG0000921	LOC108023465|XP_016948470.1|DBIA, LOC108023469|XP_016948475.1|DBIA	LOC6616091|XP_032580964.1|DSEC, LOC6616090|XP_032582357.1|DSEC
OG0000922	LOC108034389|XP_016964760.1|DBIA, LOC108035163|XP_016966108.1|DBIA	LOC6610726|XP_002035292.1|DSEC
OG0000923	LOC108028090|XP_016955223.1|DBIA	LOC6618300|XP_002042573.1|DSEC
OG0000923	LOC108031671|XP_016960800.1|DBIA	LOC6607230|XP_032577914.1|DSEC
OG0000924	LOC108034936|XP_016965734.1|DBIA	LOC6618584|XP_002042843.1|DSEC
OG0000925	LOC108025092|XP_016950843.1|DBIA	LOC6612909|XP_032578017.1|DSEC
OG0000925	LOC108025088|XP_016950838.1|DBIA	LOC6612908|XP_002037400.1|DSEC
OG0000926	LOC108027133|XP_016953840.1|DBIA	LOC6614154|XP_032577216.1|DSEC
OG0000926	LOC108026094|XP_016952283.1|DBIA	LOC6606220|XP_032577462.1|DSEC
OG0000927	LOC108025319|XP_016951219.1|DBIA	LOC6617059|XP_002041387.1|DSEC
OG0000927	LOC108025318|XP_016951217.1|DBIA	LOC6617062|XP_002041390.1|DSEC
OG0000928	LOC108032695|XP_016962158.1|DBIA	LOC6611773|XP_002036296.1|DSEC
OG0000928	LOC108032696|XP_016962162.1|DBIA	LOC6611772|XP_032571033.1|DSEC
OG0000929	LOC108029241|XP_016956925.1|DBIA	LOC6613114|XP_002037595.1|DSEC
OG0000929	LOC108029242|XP_016956926.1|DBIA	LOC6613113|XP_002037594.1|DSEC
OG0000930	LOC108030526|XP_016958905.1|DBIA	LOC6605864|XP_002030678.1|DSEC
OG0000930	LOC108030663|XP_016959174.1|DBIA	LOC6605865|XP_002030679.1|DSEC
OG0000931	LOC108022289|XP_016946637.1|DBIA	LOC6615664|XP_032572414.1|DSEC
OG0000931	LOC108032440|XP_016961753.1|DBIA	LOC6613649|XP_032577182.1|DSEC
OG0000932	LOC108028073|XP_016955203.1|DBIA	LOC6616250|XP_002040614.2|DSEC
OG0000932	LOC108028103|XP_016955239.1|DBIA	LOC6616251|XP_002040615.1|DSEC
OG0000933	LOC108022179|XP_016946520.1|DBIA	LOC6615257|XP_002039663.1|DSEC
OG0000933	LOC108023095|XP_016947845.1|DBIA	LOC6615258|XP_002039664.1|DSEC
OG0000934	LOC108029734|XP_016957710.1|DBIA	LOC6608176|XP_002032921.1|DSEC
OG0000934	LOC108029735|XP_016957711.1|DBIA	LOC6608175|XP_002032920.1|DSEC
OG0000935	LOC108024492|XP_016949915.1|DBIA	LOC6612625|XP_032578720.1|DSEC
OG0000936	LOC108023944|XP_016949121.1|DBIA	LOC6618499|XP_002042759.1|DSEC
OG0000937	LOC108025470|XP_016951462.1|DBIA	LOC6617126|XP_032579342.1|DSEC
OG0000938	LOC108022327|XP_016946677.1|DBIA	LOC6615658|XP_002040029.1|DSEC
OG0000938	LOC108026675|XP_016953240.1|DBIA	LOC6619597|XP_002043812.1|DSEC
OG0000939	LOC108033849|XP_016963972.1|DBIA	LOC116802135|XP_032581286.1|DSEC, LOC116802146|XP_032581342.1|DSEC, LOC6611576|XP_002036114.1|DSEC
OG0000939	LOC108036720|XP_016968510.1|DBIA	LOC6611582|XP_002036120.1|DSEC
OG0000940	LOC108021992|XP_016946321.1|DBIA	LOC6618983|XP_002043228.1|DSEC
OG0000940	LOC108031095|XP_016959796.1|DBIA	LOC6610338|XP_002034924.1|DSEC
OG0000941	LOC108023734|XP_016948861.1|DBIA	LOC6617464|XP_002041781.1|DSEC
OG0000942	LOC108028254|XP_016955428.1|DBIA	LOC6616407|XP_032574982.1|DSEC
OG0000943	LOC108030082|XP_016958208.1|DBIA	LOC6608698|XP_002033422.1|DSEC
OG0000944	LOC108024028|XP_016949284.1|DBIA	LOC6618481|XP_032581292.1|DSEC
OG0000944	LOC108032445|XP_016961759.1|DBIA	LOC6611285|XP_002035835.1|DSEC
OG0000945	LOC108029172|XP_016956812.1|DBIA	LOC6610272|XP_002034867.1|DSEC
OG0000945	LOC108029257|XP_016956945.1|DBIA	LOC6610271|XP_002034866.1|DSEC
OG0000946	LOC108036735|XP_016968529.1|DBIA	LOC6611600|XP_002036137.1|DSEC
OG0000947	LOC108026655|XP_016953181.1|DBIA	LOC6612995|XP_002037486.1|DSEC
OG0000948	LOC108035440|XP_016966563.1|DBIA	LOC6610640|XP_002035207.1|DSEC
OG0000949	LOC108032391|XP_016961736.1|DBIA, LOC108032497|XP_016961846.1|DBIA	LOC6618660|XP_032581651.1|DSEC
OG0000950	LOC108027072|XP_016953775.1|DBIA	LOC6614277|XP_002038717.2|DSEC
OG0000951	LOC108027414|XP_016954341.1|DBIA	LOC6606663|XP_002031463.1|DSEC
OG0000952	LOC108036808|XP_016968648.1|DBIA	LOC116803404|XP_032583028.1|DSEC
OG0000952	LOC108036647|XP_016968416.1|DBIA	LOC116803447|XP_032583053.1|DSEC
OG0000952	LOC108034291|XP_016964640.1|DBIA	LOC6617705|XP_002042017.1|DSEC
OG0000952	LOC108022616|XP_016947148.1|DBIA	LOC116803451|XP_032583054.1|DSEC
OG0000954	LOC108029423|XP_016957156.1|DBIA	LOC6619176|XP_002043402.1|DSEC
OG0000955	LOC108024331|XP_016949722.1|DBIA	LOC116801736|XP_032578838.1|DSEC
OG0000955	LOC108024332|XP_016949723.1|DBIA	LOC6607575|XP_032579427.1|DSEC
OG0000956	LOC108032080|XP_016961392.1|DBIA	LOC6619058|XP_002043299.1|DSEC
OG0000956	LOC108032176|XP_016961518.1|DBIA	LOC6619062|XP_002043303.1|DSEC
OG0000957	LOC108022105|XP_016946437.1|DBIA	LOC6609710|XP_032571919.1|DSEC
OG0000957	LOC108022106|XP_016946438.1|DBIA	LOC6609709|XP_002034366.1|DSEC
OG0000958	LOC108024911|XP_016950590.1|DBIA	LOC116801391|XP_032576342.1|DSEC
OG0000958	LOC108022365|XP_016946735.1|DBIA	LOC116800455|XP_032571445.1|DSEC
OG0000959	LOC108035876|XP_016967115.1|DBIA	LOC6618346|XP_002042618.1|DSEC
OG0000959	LOC108025390|XP_016951352.1|DBIA	LOC6617095|XP_002041422.1|DSEC
OG0000960	LOC108023246|XP_016948014.1|DBIA	LOC6616021|XP_032581363.1|DSEC
OG0000961	LOC108030558|XP_016958942.1|DBIA	LOC6605848|XP_002030662.1|DSEC
OG0000961	LOC108030561|XP_016958947.1|DBIA	LOC6605845|XP_002030659.1|DSEC
OG0000962	LOC108024391|XP_016949791.1|DBIA	LOC6607586|XP_032577821.1|DSEC
OG0000962	LOC108024408|XP_016949812.1|DBIA	LOC116801558|XP_032577823.1|DSEC
OG0000962	LOC108024335|XP_016949725.1|DBIA	LOC6607587|XP_002032356.1|DSEC
OG0000963	LOC108035825|XP_016967064.1|DBIA	LOC6614871|XP_002039289.1|DSEC
OG0000964	LOC108035768|XP_016966961.1|DBIA	LOC6614881|XP_002039299.1|DSEC
OG0000964	LOC108022663|XP_016947219.1|DBIA	LOC6609407|XP_032571870.1|DSEC
OG0000965	LOC108023687|XP_016948797.1|DBIA	LOC6620465|XP_002044646.1|DSEC
OG0000966	LOC108029326|XP_016957010.1|DBIA	LOC6609068|XP_002033771.1|DSEC
OG0000966	LOC108025117|XP_016950871.1|DBIA	LOC6612914|XP_002037406.2|DSEC
OG0000968	LOC108035402|XP_016966511.1|DBIA	LOC6605972|XP_032574238.1|DSEC
OG0000969	LOC108022171|XP_016946505.1|DBIA	LOC6615281|XP_002039685.1|DSEC
OG0000969	LOC108025129|XP_016950886.1|DBIA	LOC6612946|XP_002037438.1|DSEC
OG0000970	LOC108026396|XP_016952808.1|DBIA	LOC6618721|XP_002042980.1|DSEC
OG0000971	LOC108034965|XP_016965767.1|DBIA	LOC6614440|XP_002038873.1|DSEC
OG0000972	LOC108028304|XP_016955515.1|DBIA	LOC6610964|XP_002035521.1|DSEC
OG0000972	LOC108023245|XP_016948013.1|DBIA	LOC6616140|XP_002040505.1|DSEC
OG0000973	LOC108025685|XP_016951709.1|DBIA	LOC6616205|XP_032581130.1|DSEC
OG0000974	LOC108034728|XP_016965156.1|DBIA	LOC6610698|XP_002035264.1|DSEC
OG0000975	LOC108024728|XP_016950310.1|DBIA	LOC6606813|XP_032576736.1|DSEC
OG0000976	LOC108031403|XP_016960276.1|DBIA	LOC6607264|XP_032577403.1|DSEC
OG0000977	LOC108032003|XP_016961288.1|DBIA	LOC6606297|XP_002031102.2|DSEC
OG0000978	LOC108036251|XP_016967749.1|DBIA	LOC6608510|XP_032571996.1|DSEC
OG0000978	LOC108024518|XP_016949958.1|DBIA	LOC6606843|XP_002031640.1|DSEC
OG0000979	LOC108026659|XP_016953187.1|DBIA	LOC6615523|XP_002039902.2|DSEC
OG0000980	LOC108025193|XP_016950991.1|DBIA	LOC6617105|XP_002041432.2|DSEC
OG0000980	LOC108030947|XP_016959635.1|DBIA	LOC6607525|XP_002032294.1|DSEC
OG0000981	LOC108033460|XP_016963284.1|DBIA	LOC6611968|XP_002036485.1|DSEC
OG0000982	LOC108025034|XP_016950778.1|DBIA	LOC6606782|XP_002031579.1|DSEC
OG0000982	LOC108031626|XP_016960720.1|DBIA	LOC116801427|XP_032576743.1|DSEC
OG0000982	LOC108027189|XP_016953979.1|DBIA, LOC108027190|XP_016953980.1|DBIA	LOC116801409|XP_032576561.1|DSEC
OG0000984	LOC108025983|XP_016952165.1|DBIA	LOC6619729|XP_032578118.1|DSEC
OG0000985	LOC108022061|XP_016946395.1|DBIA	LOC6609651|XP_032573059.1|DSEC
OG0000985	LOC108022060|XP_016946393.1|DBIA	LOC116800704|XP_032573060.1|DSEC
OG0000986	LOC108033663|XP_016963594.1|DBIA	LOC6614392|XP_002038829.1|DSEC
OG0000986	LOC108033370|XP_016963177.1|DBIA	LOC6619315|XP_032578676.1|DSEC
OG0000987	LOC108032487|XP_016961796.1|DBIA	LOC6611783|XP_032581513.1|DSEC
OG0000988	LOC108034136|XP_016964414.1|DBIA	LOC6617686|XP_002041998.2|DSEC
OG0000990	LOC108024263|XP_016949639.1|DBIA	LOC6615014|XP_002039431.1|DSEC
OG0000991	LOC108033083|XP_016962746.1|DBIA	LOC6619823|XP_032582639.1|DSEC
OG0000992	LOC108036245|XP_016967742.1|DBIA	LOC6608511|XP_002033245.1|DSEC
OG0000992	LOC108024866|XP_016950497.1|DBIA	LOC6607556|XP_032577108.1|DSEC
OG0000993	LOC108025362|XP_016951311.1|DBIA	LOC6612814|XP_002037315.1|DSEC
OG0000993	LOC108025013|XP_016950757.1|DBIA	LOC6612813|XP_002037314.1|DSEC
OG0000994	LOC108033218|XP_016962970.1|DBIA	LOC6612314|XP_002036824.1|DSEC
OG0000995	LOC108033495|XP_016963323.1|DBIA	LOC6606093|XP_002030902.1|DSEC, LOC116802021|XP_032580766.1|DSEC, LOC6619930|XP_002044143.1|DSEC
OG0000996	LOC108030191|XP_016958431.1|DBIA	LOC6608733|XP_002033456.2|DSEC
OG0000997	LOC108036898|XP_016968767.1|DBIA	LOC6608935|XP_032571774.1|DSEC
OG0000998	LOC108027963|XP_016955080.1|DBIA	LOC6621276|XP_032573674.1|DSEC
OG0000999	LOC108022270|XP_016946617.1|DBIA	LOC6615673|XP_002040044.1|DSEC
OG0000999	LOC108023695|XP_016948808.1|DBIA	LOC6615898|XP_002040268.1|DSEC
OG0001000	LOC108022035|XP_016946370.1|DBIA	LOC116802433|XP_032582803.1|DSEC
OG0001001	LOC108026741|XP_016953350.1|DBIA	LOC6609276|XP_032572227.1|DSEC
OG0001002	LOC108034190|XP_016964501.1|DBIA	LOC6614556|XP_002038984.2|DSEC
OG0001003	LOC108036864|XP_016968729.1|DBIA	LOC6620475|XP_002044681.1|DSEC
OG0001003	LOC108029597|XP_016957458.1|DBIA	LOC116800331|XP_032570320.1|DSEC
OG0001004	LOC108027003|XP_016953691.1|DBIA	LOC6620038|XP_002044250.1|DSEC
OG0001004	LOC108031123|XP_016959824.1|DBIA	LOC6607065|XP_002031853.1|DSEC
OG0001005	LOC108033263|XP_016963019.1|DBIA	LOC6614645|XP_002039072.1|DSEC
OG0001005	LOC108023450|XP_016948430.1|DBIA	LOC116802128|XP_032581252.1|DSEC
OG0001006	LOC108031212|XP_016959936.1|DBIA	LOC6606329|XP_002031134.1|DSEC
OG0001006	LOC108030675|XP_016959192.1|DBIA	LOC6605347|XP_002030182.1|DSEC
OG0001007	LOC108026951|XP_016953653.1|DBIA	LOC6613009|XP_032571832.1|DSEC
OG0001008	LOC108024457|XP_016949863.1|DBIA	LOC6618753|XP_002043011.1|DSEC
OG0001008	LOC108025611|XP_016951635.1|DBIA	LOC6617907|XP_002042214.1|DSEC
OG0001009	LOC108031140|XP_016959844.1|DBIA	LOC6620892|XP_002045084.2|DSEC
OG0001009	LOC108025059|XP_016950805.1|DBIA	LOC6617022|XP_032578844.1|DSEC
OG0001010	LOC108023365|XP_016948253.1|DBIA	LOC6619744|XP_002043959.2|DSEC
OG0001010	LOC108036842|XP_016968696.1|DBIA	LOC6617204|XP_002041531.1|DSEC
OG0001011	LOC108023905|XP_016949078.1|DBIA	LOC6618432|XP_032582690.1|DSEC
OG0001011	LOC108033538|XP_016963371.1|DBIA	LOC6614507|XP_002038938.1|DSEC
OG0001012	LOC108032969|XP_016962529.1|DBIA	LOC6619947|XP_002044159.1|DSEC
OG0001012	LOC108033023|XP_016962640.1|DBIA	LOC6619948|XP_002044160.2|DSEC
OG0001013	LOC108035090|XP_016965999.1|DBIA	LOC6605364|XP_032576099.1|DSEC
OG0001013	LOC108028086|XP_016955217.1|DBIA	LOC6616254|XP_032574596.1|DSEC
OG0001014	LOC108028474|XP_016955824.1|DBIA	LOC6619400|XP_002043615.1|DSEC
OG0001014	LOC108035368|XP_016966456.1|DBIA	LOC6605396|XP_032574091.1|DSEC
OG0001015	LOC108027598|XP_016954606.1|DBIA	LOC6620637|XP_032580583.1|DSEC
OG0001015	LOC108027629|XP_016954640.1|DBIA	LOC6620645|XP_002044839.1|DSEC
OG0001016	LOC108026106|XP_016952295.1|DBIA	LOC6616934|XP_002041264.1|DSEC
OG0001016	LOC108033045|XP_016962660.1|DBIA	LOC6618072|XP_002042370.1|DSEC
OG0001017	LOC108036378|XP_016967968.1|DBIA	LOC116800671|XP_032572823.1|DSEC
OG0001017	LOC108030511|XP_016958888.1|DBIA	LOC6610515|XP_002035095.1|DSEC, LOC6605768|XP_002030583.1|DSEC
OG0001018	LOC108024401|XP_016949802.1|DBIA	LOC6607639|XP_002032404.1|DSEC
OG0001019	LOC108025031|XP_016950776.1|DBIA	LOC6617123|XP_002041450.2|DSEC
OG0001020	LOC108027548|XP_016954498.1|DBIA	LOC6615137|XP_032581956.1|DSEC
OG0001021	LOC108034022|XP_016964246.1|DBIA	LOC6611427|XP_032574506.1|DSEC
OG0001022	LOC108031309|XP_016960043.1|DBIA	LOC6606986|XP_002031778.1|DSEC
OG0001022	LOC108025890|XP_016952057.1|DBIA	LOC6619991|XP_002044203.1|DSEC
OG0001024	LOC108025335|XP_016951253.1|DBIA	LOC6617108|XP_032579182.1|DSEC
OG0001025	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA	LOC6605410|XP_002030243.1|DSEC
OG0001026	LOC108029578|XP_016957429.1|DBIA	LOC6608092|XP_032570255.1|DSEC
OG0001027	LOC108035934|XP_016967212.1|DBIA	LOC6618348|XP_002042620.1|DSEC
OG0001028	LOC108029018|XP_016956552.1|DBIA	LOC6611347|XP_002035893.1|DSEC
OG0001029	LOC108036516|XP_016968211.1|DBIA	LOC6608579|XP_032570102.1|DSEC
OG0001031	LOC108035588|XP_016966751.1|DBIA	LOC6619338|XP_032583163.1|DSEC
OG0001032	LOC108027376|XP_016954296.1|DBIA	LOC6620520|XP_032571457.1|DSEC
OG0001033	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA	LOC6616612|XP_002040969.2|DSEC
OG0001034	LOC108035141|XP_016966071.1|DBIA	LOC6605606|XP_002030424.1|DSEC
OG0001035	LOC108027135|XP_016953845.1|DBIA	LOC6620089|XP_002044303.1|DSEC
OG0001035	LOC108027124|XP_016953834.1|DBIA	LOC6620090|XP_002044304.2|DSEC
OG0001036	LOC108032429|XP_016961740.1|DBIA	LOC6613669|XP_002038139.1|DSEC
OG0001036	LOC108023603|XP_016948702.1|DBIA	LOC6616659|XP_002041016.1|DSEC
OG0001037	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA	LOC6605205|XP_032574034.1|DSEC
OG0001038	LOC108031880|XP_016961133.1|DBIA	LOC6620384|XP_032577157.1|DSEC
OG0001038	LOC108031879|XP_016961131.1|DBIA	LOC6620385|XP_002044594.1|DSEC
OG0001039	LOC108024345|XP_016949735.1|DBIA	LOC6606385|XP_032576162.1|DSEC
OG0001040	LOC108026049|XP_016952233.1|DBIA	LOC6616963|XP_032578652.1|DSEC
OG0001040	LOC108035037|XP_016965871.1|DBIA	LOC6606023|XP_002030834.1|DSEC
OG0001040	LOC108026048|XP_016952232.1|DBIA	LOC6616964|XP_002041292.1|DSEC
OG0001040	LOC108026038|XP_016952220.1|DBIA	LOC6616965|XP_002041293.1|DSEC
OG0001041	LOC108031255|XP_016959983.1|DBIA	LOC6619198|XP_002043419.1|DSEC, LOC6619197|XP_002043418.1|DSEC, LOC6619195|XP_002043417.1|DSEC
OG0001041	LOC108031048|XP_016959738.1|DBIA	LOC6619194|XP_002043416.1|DSEC
OG0001042	LOC108025420|XP_016951392.1|DBIA	LOC6612924|XP_002037416.1|DSEC
OG0001043	LOC108024013|XP_016949261.1|DBIA	LOC116802168|XP_032581465.1|DSEC
OG0001044	LOC108036671|XP_016968442.1|DBIA	LOC6608046|XP_032571244.1|DSEC
OG0001045	LOC108030415|XP_016958789.1|DBIA	LOC6609232|XP_032572772.1|DSEC
OG0001046	LOC108022771|XP_016947368.1|DBIA	LOC6609647|XP_002034321.1|DSEC
OG0001046	LOC108022770|XP_016947367.1|DBIA	LOC6609648|XP_002034322.1|DSEC
OG0001047	LOC108029631|XP_016957516.1|DBIA	LOC6609010|XP_002033715.1|DSEC
OG0001048	LOC108022644|XP_016947188.1|DBIA	LOC6615445|XP_002039827.1|DSEC
OG0001049	LOC108035412|XP_016966522.1|DBIA	LOC6610803|XP_032574486.1|DSEC
OG0001050	LOC108035006|XP_016965838.1|DBIA	LOC6605984|XP_032574052.1|DSEC
OG0001051	LOC108032488|XP_016961797.1|DBIA	LOC6611855|XP_002036377.1|DSEC
OG0001052	LOC108036154|XP_016967634.1|DBIA	LOC6611669|XP_002036204.1|DSEC
OG0001053	LOC108021969|XP_016946296.1|DBIA	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC
OG0001054	LOC108032190|XP_016961535.1|DBIA	LOC6607495|XP_002032264.1|DSEC
OG0001054	LOC108032191|XP_016961536.1|DBIA	LOC6607494|XP_002032263.1|DSEC
OG0001055	LOC108025422|XP_016951395.1|DBIA	LOC6606789|XP_002031586.2|DSEC
OG0001055	LOC108025497|XP_016951500.1|DBIA	LOC6606788|XP_002031585.2|DSEC
OG0001056	LOC108033422|XP_016963232.1|DBIA	LOC6614525|XP_002038956.1|DSEC
OG0001056	LOC108025779|XP_016951883.1|DBIA	LOC6620726|XP_032581188.1|DSEC
OG0001057	LOC108032656|XP_016962101.1|DBIA	LOC6611805|XP_002036327.1|DSEC
OG0001058	LOC108024810|XP_016950422.1|DBIA	LOC6618566|XP_002042825.2|DSEC
OG0001059	LOC108028015|XP_016955133.1|DBIA	LOC6619415|XP_032575640.1|DSEC
OG0001059	LOC108035869|XP_016967107.1|DBIA	LOC6619348|XP_002043565.1|DSEC
OG0001060	LOC108023353|XP_016948191.1|DBIA	LOC6616845|XP_002041181.1|DSEC
OG0001061	LOC108030991|XP_016959681.1|DBIA	LOC6621199|XP_002045375.1|DSEC
OG0001061	LOC108030992|XP_016959682.1|DBIA	LOC6606997|XP_002031786.1|DSEC
OG0001062	LOC108027373|XP_016954289.1|DBIA	LOC6614037|XP_002038491.2|DSEC
OG0001062	LOC108027107|XP_016953814.1|DBIA	LOC6614130|XP_032578487.1|DSEC
OG0001063	LOC108029000|XP_016956572.1|DBIA	LOC116802003|XP_032580671.1|DSEC
OG0001063	LOC108027983|XP_016955136.1|DBIA	LOC6618613|XP_002042872.1|DSEC
OG0001064	LOC108024290|XP_016949679.1|DBIA	LOC6618553|XP_002042810.2|DSEC
OG0001064	LOC108022013|XP_016946341.1|DBIA	LOC6619007|XP_002043252.1|DSEC
OG0001065	LOC108024315|XP_016949708.1|DBIA	LOC6608429|XP_032571078.1|DSEC
OG0001066	LOC108034470|XP_016964843.1|DBIA, LOC108034471|XP_016964844.1|DBIA	LOC116803636|XP_032583715.1|DSEC
OG0001066	LOC108024138|XP_016949408.1|DBIA	LOC6615037|XP_032580788.1|DSEC
