Orthogroup	DBIA.longest_only	DBUS.longest_only
OG0001498	LOC108027377|XP_016954295.1|DBIA	LOC108604026|XP_033149874.1|DBUS
OG0001500	LOC108030174|XP_016958403.1|DBIA	LOC108595141|XP_017835795.1|DBUS
OG0001501	LOC108031179|XP_016959888.1|DBIA	LOC108598980|XP_017841244.2|DBUS
OG0001502	LOC108030213|XP_016958469.1|DBIA	LOC108597221|XP_017839153.1|DBUS
OG0001503	LOC108030330|XP_016958677.1|DBIA	LOC108594685|XP_017835315.1|DBUS
OG0001504	LOC108023402|XP_016948341.1|DBIA	LOC108606484|XP_017852112.1|DBUS
OG0001505	LOC108022350|XP_016946701.1|DBIA	LOC108596015|XP_033149200.1|DBUS
OG0001506	LOC108029642|XP_016957540.1|DBIA	LOC108597639|XP_017839775.1|DBUS
OG0001507	LOC108022676|XP_016947236.1|DBIA	LOC108595005|XP_017835629.1|DBUS
OG0001508	LOC108029690|XP_016957639.1|DBIA	LOC108595466|XP_017836200.1|DBUS
OG0001509	LOC108022225|XP_016946571.1|DBIA	LOC108594921|XP_017835545.1|DBUS
OG0001510	LOC108027428|XP_016954367.1|DBIA	LOC108608138|XP_017854864.1|DBUS
OG0001511	LOC108022910|XP_016947606.1|DBIA	LOC108597145|XP_017839028.1|DBUS
OG0001512	LOC108028037|XP_016955163.1|DBIA	LOC108600835|XP_017844119.1|DBUS
OG0001515	LOC108024252|XP_016949624.1|DBIA	LOC108606768|XP_017852669.1|DBUS
OG0001517	LOC108024381|XP_016949774.1|DBIA	LOC108601751|XP_017845164.1|DBUS
OG0001518	LOC108024222|XP_016949579.1|DBIA	LOC108605740|XP_017851027.1|DBUS
OG0001520	LOC108027460|XP_016954404.1|DBIA, LOC108027285|XP_016954163.1|DBIA	LOC108602350|XP_017845939.1|DBUS
OG0001521	LOC108032630|XP_016962060.1|DBIA	LOC108607650|XP_033150801.1|DBUS
OG0001522	LOC108035823|XP_016967060.1|DBIA	LOC108608415|XP_017855263.2|DBUS
OG0001524	LOC108029854|XP_016957832.1|DBIA, LOC108030012|XP_016958015.1|DBIA	LOC108594661|XP_017835292.1|DBUS
OG0001525	LOC108036175|XP_016967658.1|DBIA	LOC108603586|XP_017848016.1|DBUS
OG0001526	LOC108025648|XP_016951676.1|DBIA, LOC108025640|XP_016951665.1|DBIA	LOC108606055|XP_017851390.1|DBUS
OG0001527	LOC108027501|XP_016954434.1|DBIA, LOC108027500|XP_016954433.1|DBIA	LOC108607266|XP_033150240.1|DBUS
OG0001528	LOC108031032|XP_016959723.1|DBIA	LOC108604346|XP_017849263.1|DBUS
OG0001529	LOC108021883|XP_016946166.1|DBIA	LOC108605745|XP_017851031.1|DBUS
OG0001530	LOC108032522|XP_016961850.1|DBIA	LOC108604692|XP_017849742.1|DBUS
OG0001531	LOC108029948|XP_016957940.1|DBIA	LOC108595523|XP_017836267.1|DBUS
OG0001534	LOC108023337|XP_016948163.1|DBIA	LOC108605294|XP_017850433.1|DBUS
OG0001535	LOC108027519|XP_016954450.1|DBIA	LOC108606925|XP_017852961.1|DBUS
OG0001536	LOC108023761|XP_016948891.1|DBIA	LOC108605736|XP_017851020.1|DBUS
OG0001537	LOC108029289|XP_016956976.1|DBIA	LOC108600395|XP_017843437.1|DBUS
OG0001538	LOC108035807|XP_016967069.1|DBIA	LOC108606341|XP_017851874.1|DBUS
OG0001539	LOC108022454|XP_016946851.1|DBIA	LOC108597052|XP_017838860.1|DBUS
OG0001540	LOC108029118|XP_016956720.1|DBIA	LOC108594259|XP_017834873.1|DBUS
OG0001541	LOC108030761|XP_016959301.1|DBIA	LOC108599413|XP_017841713.1|DBUS
OG0001542	LOC108031873|XP_016961121.1|DBIA	LOC108604323|XP_017849237.1|DBUS
OG0001543	LOC108023936|XP_016949112.1|DBIA	LOC108605541|XP_017850782.1|DBUS
OG0001544	LOC108024700|XP_016950270.1|DBIA	LOC108604973|XP_017850032.2|DBUS
OG0001545	LOC108033217|XP_016962968.1|DBIA	LOC108605664|XP_017850940.1|DBUS
OG0001546	LOC108033161|XP_016962880.1|DBIA	LOC108607110|XP_017853228.1|DBUS
OG0001548	LOC108033157|XP_016962874.1|DBIA	LOC108607175|XP_017853318.1|DBUS
OG0001549	LOC108033871|XP_016964169.1|DBIA	LOC108606567|XP_017852509.1|DBUS
OG0001550	LOC108025398|XP_016951362.1|DBIA	LOC108601741|XP_017845150.1|DBUS
OG0001551	LOC108031959|XP_016961237.1|DBIA	LOC108603464|XP_017847791.1|DBUS
OG0001552	LOC108032046|XP_016961348.1|DBIA	LOC108603924|XP_017848607.1|DBUS
OG0001553	LOC108025937|XP_016952125.1|DBIA	LOC108605093|XP_033150208.1|DBUS
OG0001554	LOC108031798|XP_016961005.1|DBIA	LOC108601588|XP_017844977.1|DBUS
OG0001556	LOC108030357|XP_016958713.1|DBIA	LOC108595646|XP_017836410.1|DBUS
OG0001556	LOC108030230|XP_016958510.1|DBIA	LOC108597742|XP_017839934.1|DBUS
OG0001557	LOC108032715|XP_016962223.1|DBIA	LOC108605208|XP_017850300.1|DBUS
OG0001558	LOC108025841|XP_016951992.1|DBIA	LOC108606946|XP_017852991.1|DBUS
OG0001559	LOC108026424|XP_016952845.1|DBIA	LOC108601659|XP_017845048.1|DBUS
OG0001560	LOC108027224|XP_016954042.1|DBIA	LOC108603381|XP_017847641.1|DBUS
OG0001561	LOC108024360|XP_016949753.1|DBIA	LOC108601657|XP_017845045.1|DBUS
OG0001562	LOC108033714|XP_016963736.1|DBIA	LOC108607833|XP_017854382.1|DBUS
OG0001563	LOC108025184|XP_016951024.1|DBIA, LOC108028868|XP_016956348.1|DBIA	LOC108603397|XP_017847669.1|DBUS
OG0001564	LOC108031484|XP_016960449.1|DBIA	LOC108603070|XP_017847022.1|DBUS
OG0001565	LOC108031679|XP_016960810.1|DBIA	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC108024852|XP_016950483.1|DBIA	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC108022410|XP_016946784.1|DBIA, LOC108022081|XP_016946414.1|DBIA	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC108024520|XP_016949960.1|DBIA	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC108031134|XP_016959837.1|DBIA	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC108031039|XP_016959728.1|DBIA, LOC108031040|XP_016959729.1|DBIA, LOC108031041|XP_016959730.1|DBIA, LOC108031239|XP_016959963.1|DBIA	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC108034302|XP_016964654.1|DBIA	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC108025885|XP_016952050.1|DBIA	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC108035189|XP_016966163.1|DBIA	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC108023662|XP_016948772.1|DBIA	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC108026167|XP_016952411.1|DBIA	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC108024871|XP_016950505.1|DBIA	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC108025283|XP_016951148.1|DBIA	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC108030405|XP_016958779.1|DBIA	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC108023977|XP_016949191.1|DBIA	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC108036501|XP_016968188.1|DBIA	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC108023429|XP_016948406.1|DBIA	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC108023086|XP_016947828.1|DBIA	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC108036346|XP_016967907.1|DBIA	LOC108596789|XP_017838381.1|DBUS
OG0001584	LOC108028323|XP_016955549.1|DBIA	LOC108598370|XP_017840481.1|DBUS
OG0001585	LOC108035045|XP_016965951.1|DBIA	LOC108605203|XP_017850292.1|DBUS
OG0001586	LOC108028512|XP_016955883.1|DBIA	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC108023826|XP_016948964.1|DBIA	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC108030410|XP_016958785.1|DBIA	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC108035842|XP_016967075.1|DBIA	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC108026648|XP_016953175.1|DBIA	LOC108596608|XP_017838028.1|DBUS
OG0001591	LOC108026387|XP_016952796.1|DBIA	LOC108604407|XP_017849362.1|DBUS
OG0001592	LOC108033596|XP_016963427.1|DBIA	LOC108607582|XP_033149779.1|DBUS
OG0001593	LOC108034176|XP_016964477.1|DBIA	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC108027660|XP_016954665.1|DBIA	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC108030292|XP_016958614.1|DBIA	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC108032690|XP_016962154.1|DBIA	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC108032615|XP_016962040.1|DBIA	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC108034066|XP_016964310.1|DBIA	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC108029147|XP_016956765.1|DBIA	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC108021859|XP_016946137.1|DBIA	LOC108608443|XP_017855308.1|DBUS
OG0001602	LOC108032776|XP_016962267.1|DBIA	LOC108598647|XP_017840847.2|DBUS
OG0001603	LOC108032771|XP_016962261.1|DBIA	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC108023529|XP_016948582.1|DBIA	LOC108605171|XP_033150421.1|DBUS
OG0001605	LOC108029782|XP_016957780.1|DBIA	LOC108595155|XP_017835814.1|DBUS
OG0001606	LOC108036438|XP_016968111.1|DBIA	LOC117135005|XP_033150673.1|DBUS
OG0001607	LOC108035079|XP_016965979.1|DBIA	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC108034024|XP_016964252.1|DBIA	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC108026568|XP_016953009.1|DBIA	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC108032706|XP_016962174.1|DBIA, LOC108033011|XP_016962627.1|DBIA	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC108033999|XP_016964216.1|DBIA	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC108036074|XP_016967510.1|DBIA	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC108034234|XP_016964570.1|DBIA	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC108036613|XP_016968365.1|DBIA	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC108031632|XP_016960729.1|DBIA, LOC108035856|XP_016967091.1|DBIA	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC108034133|XP_016964411.1|DBIA	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC108032584|XP_016961978.1|DBIA	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC108034349|XP_016964724.1|DBIA	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC108032694|XP_016962157.1|DBIA	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC108026913|XP_016953611.1|DBIA	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC108036301|XP_016967801.1|DBIA	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC108023193|XP_016947933.1|DBIA	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC108029132|XP_016956744.1|DBIA	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC108033837|XP_016963953.1|DBIA	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC108033916|XP_016964076.1|DBIA	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS
OG0001626	LOC108036806|XP_016968642.1|DBIA	LOC108598881|XP_017841133.1|DBUS
OG0001627	LOC108031695|XP_016960841.1|DBIA	LOC108602377|XP_017845971.1|DBUS
OG0001628	LOC108025174|XP_016950941.1|DBIA	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS
OG0001629	LOC108025564|XP_016951582.1|DBIA	LOC108604795|XP_033150695.1|DBUS
OG0001630	LOC108026314|XP_016952690.1|DBIA	LOC108601721|XP_017845127.1|DBUS
OG0001631	LOC108032927|XP_016962485.1|DBIA	LOC108603976|XP_017848689.1|DBUS
OG0001632	LOC108032620|XP_016962047.1|DBIA	LOC108599423|XP_017841727.1|DBUS
OG0001633	LOC108024627|XP_016950156.1|DBIA	LOC108601663|XP_017845053.1|DBUS
OG0001634	LOC108024891|XP_016950519.1|DBIA	LOC108604042|XP_017848794.1|DBUS
OG0001635	LOC108025053|XP_016950799.1|DBIA	LOC108601833|XP_017845263.1|DBUS
OG0001636	LOC108027058|XP_016953756.1|DBIA	LOC108602479|XP_017846091.1|DBUS
OG0001637	LOC108031606|XP_016960676.1|DBIA	LOC108603171|XP_017847217.1|DBUS
OG0001638	LOC108023518|XP_016948554.1|DBIA	LOC108605427|XP_017850592.1|DBUS
OG0001639	LOC108030943|XP_016959630.1|DBIA	LOC108597589|XP_017839697.1|DBUS
OG0001640	LOC108027324|XP_016954220.1|DBIA	LOC108601889|XP_017845353.1|DBUS
OG0001641	LOC108025068|XP_016950814.1|DBIA	LOC108604603|XP_017849629.1|DBUS
OG0001642	LOC108024045|XP_016949310.1|DBIA	LOC108607280|XP_017853464.1|DBUS
OG0001644	LOC108028766|XP_016956230.1|DBIA	LOC108598986|XP_017841242.1|DBUS
OG0001645	LOC108022746|XP_016947326.1|DBIA	LOC108597279|XP_017839739.2|DBUS
OG0001646	LOC108022856|XP_016947519.1|DBIA	LOC108596763|XP_017838338.1|DBUS
OG0001647	LOC108030033|XP_016958082.1|DBIA	LOC108595225|XP_017835902.2|DBUS
OG0001648	LOC108035064|XP_016965942.1|DBIA	LOC108598225|XP_033149650.1|DBUS
OG0001649	LOC108036527|XP_016968234.1|DBIA	LOC108597011|XP_017838778.1|DBUS
OG0001650	LOC108036522|XP_016968222.1|DBIA	LOC108597465|XP_033149113.1|DBUS
OG0001652	LOC108028564|XP_016955959.1|DBIA	LOC108598856|XP_017841103.1|DBUS
OG0001653	LOC108030847|XP_016959474.1|DBIA	LOC108600712|XP_017843934.2|DBUS
OG0001654	LOC108022511|XP_016946969.1|DBIA	LOC108597043|XP_017838829.1|DBUS
OG0001655	LOC108036320|XP_016967822.1|DBIA	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS
OG0001656	LOC108027688|XP_016954725.1|DBIA	LOC108594268|XP_017834887.1|DBUS
OG0001657	LOC108030683|XP_016959205.1|DBIA	LOC108598776|XP_017841006.1|DBUS
OG0001658	LOC108035338|XP_016966412.1|DBIA	LOC108600377|XP_017843406.1|DBUS
OG0001659	LOC108035167|XP_016966118.1|DBIA, LOC108034392|XP_016964763.1|DBIA	LOC108601095|XP_017844495.1|DBUS
OG0001660	LOC108027851|XP_016954939.1|DBIA	LOC108599525|XP_017841888.1|DBUS
OG0001661	LOC108032252|XP_016961606.1|DBIA	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS
OG0001662	LOC108035319|XP_016966383.1|DBIA	LOC108600452|XP_017843528.2|DBUS
OG0001663	LOC108025338|XP_016951262.1|DBIA	LOC108601669|XP_017845060.1|DBUS
OG0001664	LOC108026575|XP_016953016.1|DBIA	LOC108597237|XP_017839175.1|DBUS
OG0001666	LOC108034694|XP_016965127.1|DBIA	LOC108607616|XP_017854018.1|DBUS
OG0001667	LOC108022487|XP_016946929.1|DBIA	LOC108595170|XP_017835830.1|DBUS
OG0001668	LOC108028305|XP_016955516.1|DBIA	LOC108600255|XP_017843182.1|DBUS
OG0001669	LOC108034720|XP_016965150.1|DBIA, LOC108034725|XP_016965154.1|DBIA	LOC108598366|XP_017840476.1|DBUS
OG0001670	LOC108025659|XP_016951687.1|DBIA, LOC108029517|XP_016957304.1|DBIA	LOC108596238|XP_017837269.1|DBUS
OG0001671	LOC108028901|XP_016956408.1|DBIA	LOC108605443|XP_017850618.1|DBUS
OG0001672	LOC108029904|XP_016957883.1|DBIA	LOC108596307|XP_017837399.1|DBUS
OG0001673	LOC108022808|XP_016947431.1|DBIA, LOC108022172|XP_016946506.1|DBIA	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS
OG0001674	LOC108031231|XP_016959956.1|DBIA, LOC108032908|XP_016962458.1|DBIA	LOC108604259|XP_017849142.1|DBUS
OG0001675	LOC108026034|XP_016952215.1|DBIA, LOC108026083|XP_016952271.1|DBIA	LOC108604265|XP_017849148.1|DBUS
OG0001676	LOC108022072|XP_016946406.1|DBIA, LOC108022071|XP_016946404.1|DBIA	LOC117134719|XP_033149193.1|DBUS
OG0001678	LOC108023441|XP_016948419.1|DBIA	LOC108605382|XP_017850540.2|DBUS
OG0001679	LOC108036359|XP_016967930.1|DBIA	LOC108607235|XP_017853402.1|DBUS
OG0001680	LOC108022023|XP_016946357.1|DBIA	LOC108603549|XP_017847957.2|DBUS
OG0001681	LOC108023732|XP_016948858.1|DBIA	LOC108605564|XP_017850820.1|DBUS
OG0001682	LOC108023169|XP_016947900.1|DBIA	LOC108605792|XP_017851083.1|DBUS
OG0001683	LOC108036116|XP_016967584.1|DBIA	LOC108608492|XP_033150739.1|DBUS
OG0001684	LOC108036003|XP_016967386.1|DBIA	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS
OG0001685	LOC108034222|XP_016964553.1|DBIA	LOC108598394|XP_017840507.1|DBUS
OG0001686	LOC108035793|XP_016967021.1|DBIA	LOC108606446|XP_017852049.1|DBUS
OG0001687	LOC108023270|XP_016948044.1|DBIA	LOC108606192|XP_017851540.1|DBUS
OG0001688	LOC108036164|XP_016967647.1|DBIA	LOC108605961|XP_017851269.1|DBUS
OG0001689	LOC108036230|XP_016967732.1|DBIA	LOC108606882|XP_017852896.1|DBUS
OG0001690	LOC108028341|XP_016955581.1|DBIA	LOC108598701|XP_017840914.1|DBUS
OG0001691	LOC108036811|XP_016968649.1|DBIA	LOC108604832|XP_017849395.1|DBUS
OG0001692	LOC108031466|XP_016960394.1|DBIA	LOC108602339|XP_017845917.1|DBUS
OG0001693	LOC108036464|XP_016968125.1|DBIA	LOC108605236|XP_017850338.1|DBUS
OG0001694	LOC108024696|XP_016950267.1|DBIA	LOC108601403|XP_017844791.1|DBUS
OG0001695	LOC108030429|XP_016958805.1|DBIA	LOC108596366|XP_017837524.1|DBUS
OG0001696	LOC108025039|XP_016950784.1|DBIA	LOC108603568|XP_017847974.1|DBUS
OG0001697	LOC108026039|XP_016952221.1|DBIA	LOC108601702|XP_017845104.1|DBUS
OG0001698	LOC108025775|XP_016951863.1|DBIA	LOC108606782|XP_017852695.1|DBUS
OG0001699	LOC108031278|XP_016960008.1|DBIA	LOC108601587|XP_033149883.1|DBUS
OG0001700	LOC108024538|XP_016949995.1|DBIA	LOC108602583|XP_017846208.1|DBUS
OG0001701	LOC108027331|XP_016954232.1|DBIA	LOC108603787|XP_017848372.1|DBUS
OG0001702	LOC108034034|XP_016964272.1|DBIA	LOC108599142|XP_017841422.1|DBUS
OG0001703	LOC108032130|XP_016961452.1|DBIA	LOC108601834|XP_017845265.1|DBUS
OG0001704	LOC108031113|XP_016959814.1|DBIA	LOC108602492|XP_017846109.1|DBUS
OG0001705	LOC108025439|XP_016951419.1|DBIA	LOC108601706|XP_017845109.1|DBUS
OG0001706	LOC108026721|XP_016953324.1|DBIA	LOC108594344|XP_017834987.1|DBUS
OG0001707	LOC108024709|XP_016950289.1|DBIA	LOC108604223|XP_017849076.1|DBUS
OG0001708	LOC108031108|XP_016959807.1|DBIA	LOC108604664|XP_017849704.1|DBUS
OG0001709	LOC108035572|XP_016966732.1|DBIA	LOC108600543|XP_017843688.1|DBUS
OG0001710	LOC108032026|XP_016961325.1|DBIA	LOC108604447|XP_017849416.1|DBUS
OG0001711	LOC108031591|XP_016960651.1|DBIA	LOC108603056|XP_017846979.1|DBUS
OG0001712	LOC108026148|XP_016952371.1|DBIA	LOC108601636|XP_017845023.1|DBUS
OG0001713	LOC108024506|XP_016949941.1|DBIA	LOC108603453|XP_017847773.1|DBUS
OG0001714	LOC108032896|XP_016962423.1|DBIA	LOC108602696|XP_017846323.1|DBUS
OG0001715	LOC108033219|XP_016962971.1|DBIA	LOC108606271|XP_017851737.1|DBUS
OG0001716	LOC108024046|XP_016949311.1|DBIA	LOC108607220|XP_017853381.1|DBUS
OG0001717	LOC108025272|XP_016951122.1|DBIA	LOC108603506|XP_017847868.1|DBUS
OG0001718	LOC108031525|XP_016960538.1|DBIA	LOC108604320|XP_017849232.1|DBUS
OG0001719	LOC108024647|XP_016950188.1|DBIA	LOC108604181|XP_017849012.1|DBUS
OG0001720	LOC108031036|XP_016959726.1|DBIA	LOC108603970|XP_017848668.1|DBUS
OG0001721	LOC108031250|XP_016959976.1|DBIA	LOC108604470|XP_017849444.1|DBUS
OG0001722	LOC108030587|XP_016959045.1|DBIA	LOC108600510|XP_017843635.1|DBUS
OG0001723	LOC108030716|XP_016959246.1|DBIA	LOC108596370|XP_017837526.1|DBUS
OG0001724	LOC108026674|XP_016953237.1|DBIA	LOC108596442|XP_033149174.1|DBUS
OG0001725	LOC108022797|XP_016947420.1|DBIA	LOC108596936|XP_017838653.1|DBUS
OG0001726	LOC108028467|XP_016955815.1|DBIA	LOC108600169|XP_017843063.1|DBUS
OG0001727	LOC108031835|XP_016961073.1|DBIA	LOC108604621|XP_017849657.1|DBUS
OG0001728	LOC108030284|XP_016958603.1|DBIA	LOC108596065|XP_017836949.1|DBUS
OG0001729	LOC108022443|XP_016946833.1|DBIA	LOC108596502|XP_017837822.2|DBUS
OG0001730	LOC108034021|XP_016964245.1|DBIA	LOC108608476|XP_017855357.2|DBUS
OG0001731	LOC108030013|XP_016958016.1|DBIA	LOC108596083|XP_017836989.1|DBUS
OG0001732	LOC108021918|XP_016946234.1|DBIA	LOC108594426|XP_017835089.1|DBUS
OG0001733	LOC108026785|XP_016953433.1|DBIA	LOC108596102|XP_017837011.1|DBUS
OG0001734	LOC108036590|XP_016968338.1|DBIA	LOC108595096|XP_017835736.1|DBUS
OG0001735	LOC108028001|XP_016955118.1|DBIA	LOC108598802|XP_017841034.1|DBUS
OG0001736	LOC108030442|XP_016958823.1|DBIA	LOC108597215|XP_017839146.1|DBUS
OG0001737	LOC108022601|XP_016947124.1|DBIA	LOC108596962|XP_017838698.1|DBUS
OG0001738	LOC108035608|XP_016966782.1|DBIA	LOC108598792|XP_017841025.1|DBUS
OG0001739	LOC108021984|XP_016946313.1|DBIA	LOC108594238|XP_017834838.1|DBUS
OG0001740	LOC108022477|XP_016946917.1|DBIA	LOC108596149|XP_017837132.1|DBUS
OG0001741	LOC108023872|XP_016949041.1|DBIA	LOC108601693|XP_017845092.2|DBUS
OG0001742	LOC108022205|XP_016946548.1|DBIA	LOC108595326|XP_017836035.1|DBUS
OG0001743	LOC108035565|XP_016966722.1|DBIA, LOC108027515|XP_016954447.1|DBIA	LOC108599854|XP_017842470.2|DBUS
OG0001744	LOC108030081|XP_016958203.1|DBIA	LOC108596411|XP_017837594.1|DBUS
OG0001745	LOC108026609|XP_016953077.1|DBIA	LOC108596303|XP_017837387.1|DBUS
OG0001746	LOC108035663|XP_016966860.1|DBIA	LOC108600750|XP_017843991.1|DBUS
OG0001747	LOC108022572|XP_016947065.1|DBIA	LOC108596693|XP_017838202.1|DBUS
OG0001748	LOC108028159|XP_016955310.1|DBIA	LOC108601106|XP_033149587.1|DBUS
OG0001749	LOC108022933|XP_016947634.1|DBIA	LOC108596282|XP_017837343.2|DBUS
OG0001750	LOC108022930|XP_016947632.1|DBIA	LOC108596274|XP_017837332.1|DBUS
OG0001751	LOC108034998|XP_016965826.1|DBIA	LOC108599586|XP_017842018.2|DBUS
OG0001752	LOC108028148|XP_016955294.1|DBIA	LOC108599601|XP_017842043.1|DBUS
OG0001753	LOC108035175|XP_016966129.1|DBIA	LOC108600769|XP_033149515.1|DBUS
OG0001754	LOC108029721|XP_016957688.1|DBIA	LOC108596900|XP_017838579.1|DBUS
OG0001755	LOC108034793|XP_016965266.1|DBIA	LOC108599926|XP_017842624.1|DBUS
OG0001756	LOC108036472|XP_016968138.1|DBIA	LOC108596914|XP_017838610.1|DBUS
OG0001757	LOC108029900|XP_016957880.1|DBIA	LOC108596659|XP_017838135.1|DBUS
OG0001758	LOC108034817|XP_016965352.1|DBIA	LOC108598627|XP_033149518.1|DBUS
OG0001759	LOC108022486|XP_016946928.1|DBIA	LOC108596301|XP_017837385.1|DBUS
OG0001760	LOC108036442|XP_016968071.1|DBIA	LOC108595483|XP_017836223.2|DBUS
OG0001761	LOC108026786|XP_016953434.1|DBIA	LOC108596989|XP_017838744.1|DBUS
OG0001762	LOC108034139|XP_016964420.1|DBIA	LOC108594257|XP_017834870.1|DBUS
OG0001763	LOC108033781|XP_016963872.1|DBIA	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS
OG0001764	LOC108025469|XP_016951466.1|DBIA	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS
OG0001765	LOC108036328|XP_016967830.1|DBIA	LOC108596070|XP_017836972.1|DBUS
OG0001766	LOC108036725|XP_016968513.1|DBIA	LOC108608318|XP_017855135.1|DBUS
OG0001767	LOC108027934|XP_016955052.1|DBIA	LOC108602236|XP_017845777.2|DBUS
OG0001768	LOC108029278|XP_016956965.1|DBIA	LOC108598724|XP_017840945.1|DBUS
OG0001769	LOC108033372|XP_016963179.1|DBIA	LOC108604602|XP_033150730.1|DBUS
OG0001770	LOC108034105|XP_016964370.1|DBIA	LOC108607585|XP_017853974.1|DBUS
OG0001771	LOC108029290|XP_016956977.1|DBIA	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS
OG0001773	LOC108035040|XP_016965888.1|DBIA	LOC108598823|XP_017841066.2|DBUS
OG0001774	LOC108023018|XP_016947742.1|DBIA	LOC108597601|XP_017839713.1|DBUS
OG0001775	LOC108023443|XP_016948423.1|DBIA	LOC108606572|XP_017852280.1|DBUS
OG0001776	LOC108033887|XP_016964022.1|DBIA	LOC108594285|XP_017834912.1|DBUS
OG0001777	LOC108033766|XP_016963848.1|DBIA	LOC108594473|XP_017835143.1|DBUS
OG0001778	LOC108033660|XP_016963586.1|DBIA	LOC108607808|XP_017854341.2|DBUS
OG0001779	LOC108034613|XP_016965040.1|DBIA	LOC108607780|XP_033150089.1|DBUS
OG0001780	LOC108027536|XP_016954472.1|DBIA	LOC108596371|XP_017837527.1|DBUS
OG0001781	LOC108032705|XP_016962172.1|DBIA	LOC108598441|XP_017840566.2|DBUS
OG0001782	LOC108032514|XP_016961834.1|DBIA	LOC108608514|XP_033150736.1|DBUS
OG0001783	LOC108036807|XP_016968643.1|DBIA	LOC108607570|XP_033150812.1|DBUS
OG0001784	LOC108027767|XP_016954818.1|DBIA	LOC108607640|XP_017854057.1|DBUS
OG0001785	LOC108036331|XP_016967855.1|DBIA	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS
OG0001786	LOC108034209|XP_016964530.1|DBIA	LOC108598072|XP_017840178.2|DBUS
OG0001787	LOC108033851|XP_016963976.1|DBIA	LOC108607436|XP_017853756.1|DBUS
OG0001788	LOC108029753|XP_016957737.1|DBIA	LOC108596425|XP_017837637.1|DBUS
