Orthogroup	DBIA.longest_only	CQUI.longest_only
OG0001205	LOC108027289|XP_016954168.1|DBIA	LOC6052900|XP_001869076.2|CQUI
OG0001206	LOC108031508|XP_016960506.1|DBIA	LOC6049919|XP_038114189.1|CQUI
OG0001207	LOC108023955|XP_016949148.1|DBIA	LOC6035127|XP_038117837.1|CQUI
OG0001208	LOC108027557|XP_016954518.1|DBIA	LOC6044973|XP_038105992.1|CQUI
OG0001209	LOC108025654|XP_016951685.1|DBIA	LOC6051353|XP_038122782.1|CQUI
OG0001210	LOC108025896|XP_016952067.1|DBIA	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI
OG0001212	LOC108024031|XP_016949290.1|DBIA	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI
OG0001213	LOC108025518|XP_016951528.1|DBIA	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI
OG0001214	LOC108032004|XP_016961291.1|DBIA	LOC6037486|XP_001847396.2|CQUI
OG0001215	LOC108027342|XP_016954243.1|DBIA	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI
OG0001216	LOC108024651|XP_016950199.1|DBIA	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI
OG0001217	LOC108023210|XP_016948004.1|DBIA, LOC108034371|XP_016964747.1|DBIA	LOC6042395|XP_001851520.2|CQUI
OG0001218	LOC108024411|XP_016949816.1|DBIA	LOC6040898|XP_001850226.1|CQUI
OG0001220	LOC108029895|XP_016957873.1|DBIA	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI
OG0001221	LOC108022848|XP_016947509.1|DBIA	LOC6043322|XP_038116069.1|CQUI
OG0001223	LOC108035983|XP_016967358.1|DBIA	LOC6036538|XP_038119459.1|CQUI
OG0001224	LOC108036707|XP_016968498.1|DBIA	LOC6035216|XP_038122987.1|CQUI
OG0001224	LOC108036228|XP_016967728.1|DBIA	LOC6036744|XP_001846743.1|CQUI
OG0001225	LOC108030210|XP_016958459.1|DBIA	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI
OG0001226	LOC108022587|XP_016947103.1|DBIA	LOC6030868|XP_038117520.1|CQUI
OG0001227	LOC108033453|XP_016963276.1|DBIA, LOC108033240|XP_016962995.1|DBIA	LOC6037379|XP_038112500.1|CQUI
OG0001228	LOC108032986|XP_016962553.1|DBIA	LOC6050448|XP_001867052.2|CQUI
OG0001229	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA, LOC108032682|XP_016962150.1|DBIA	LOC6033208|XP_038108952.1|CQUI
OG0001230	LOC108036481|XP_016968151.1|DBIA	LOC6042866|XP_038109988.1|CQUI
OG0001233	LOC108033321|XP_016963089.1|DBIA	LOC6034829|XP_038112300.1|CQUI
OG0001234	LOC108036538|XP_016968251.1|DBIA	LOC6036123|XP_001846216.1|CQUI
OG0001235	LOC108029136|XP_016956748.1|DBIA	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	LOC108028394|XP_016955696.1|DBIA, LOC108028398|XP_016955699.1|DBIA, LOC108028399|XP_016955703.1|DBIA	LOC6046075|XP_001863329.2|CQUI
OG0001237	LOC108034531|XP_016964946.1|DBIA, LOC108031349|XP_016960103.1|DBIA	LOC6040473|XP_038114997.1|CQUI
OG0001238	LOC108025285|XP_016951151.1|DBIA	LOC6043265|XP_038121140.1|CQUI
OG0001239	LOC108031735|XP_016960906.1|DBIA	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI
OG0001240	LOC108025555|XP_016951578.1|DBIA	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI
OG0001241	LOC108022337|XP_016946688.1|DBIA	LOC6046394|XP_038116205.1|CQUI
OG0001242	LOC108028561|XP_016955956.1|DBIA, LOC108025769|XP_016951855.1|DBIA	LOC6032717|XP_001843269.1|CQUI
OG0001244	LOC108024371|XP_016949763.1|DBIA	LOC6051908|XP_001868265.2|CQUI
OG0001245	LOC108031044|XP_016959734.1|DBIA	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001246	LOC108026538|XP_016952975.1|DBIA	LOC6046496|XP_038112281.1|CQUI, LOC119767076|XP_038110479.1|CQUI, LOC6046495|XP_001863681.2|CQUI
OG0001247	LOC108036882|XP_016968746.1|DBIA	LOC6036721|XP_038108755.1|CQUI
OG0001248	LOC108031009|XP_016959701.1|DBIA	LOC6047152|XP_038112085.1|CQUI
OG0001249	LOC108036325|XP_016967831.1|DBIA	LOC6037219|XP_038111368.1|CQUI
OG0001257	LOC108035914|XP_016967189.1|DBIA	LOC6038325|XP_038121277.1|CQUI
OG0001259	LOC108023590|XP_016948681.1|DBIA	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI
OG0001260	LOC108031595|XP_016960660.1|DBIA	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001261	LOC108027609|XP_016954619.1|DBIA	LOC6036966|XP_038105068.1|CQUI
OG0001263	LOC108031993|XP_016961276.1|DBIA	LOC6047408|XP_038111894.1|CQUI
OG0001264	LOC108029105|XP_016956698.1|DBIA	LOC6031873|XP_038111151.1|CQUI
OG0001265	LOC108023490|XP_016948503.1|DBIA	LOC6034456|XP_038105093.1|CQUI
OG0001266	LOC108026878|XP_016953559.1|DBIA	LOC6035643|XP_001845783.2|CQUI
OG0001267	LOC108031938|XP_016961207.1|DBIA	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI
OG0001269	LOC108022387|XP_016946763.1|DBIA, LOC108030084|XP_016958211.1|DBIA	LOC6034952|XP_001845211.1|CQUI
OG0001270	LOC108027243|XP_016954082.1|DBIA	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI
OG0001271	LOC108022814|XP_016947440.1|DBIA	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI
OG0001272	LOC108035327|XP_016966390.1|DBIA	LOC6038800|XP_038115010.1|CQUI
OG0001273	LOC108024444|XP_016949850.1|DBIA	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI
OG0001274	LOC108028472|XP_016955823.1|DBIA	LOC6048052|XP_038120536.1|CQUI
OG0001276	LOC108035463|XP_016966598.1|DBIA	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC108034695|XP_016965124.1|DBIA	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC108034932|XP_016965679.1|DBIA	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC108028182|XP_016955335.1|DBIA	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC108029516|XP_016957307.1|DBIA	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC108035485|XP_016966625.1|DBIA	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC108027763|XP_016954810.1|DBIA	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC108036218|XP_016967699.1|DBIA	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC108030815|XP_016959408.1|DBIA	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC108034295|XP_016964646.1|DBIA	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC108032255|XP_016961608.1|DBIA	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC108029194|XP_016956859.1|DBIA	LOC6049426|XP_038107510.1|CQUI
OG0001289	LOC108033279|XP_016963034.1|DBIA	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	LOC108028949|XP_016956458.1|DBIA	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC108026738|XP_016953347.1|DBIA	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC108036368|XP_016967939.1|DBIA	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC108021971|XP_016946297.1|DBIA	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC108034648|XP_016965076.1|DBIA, LOC108024763|XP_016950365.1|DBIA	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC108033190|XP_016962921.1|DBIA	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC108030486|XP_016958856.1|DBIA	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC108031742|XP_016960926.1|DBIA	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC108027437|XP_016954374.1|DBIA	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
OG0001299	LOC108035390|XP_016966491.1|DBIA	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI
OG0001300	LOC108024842|XP_016950469.1|DBIA	LOC6035030|XP_001845275.1|CQUI
OG0001301	LOC108033378|XP_016963187.1|DBIA	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI
OG0001302	LOC108029755|XP_016957741.1|DBIA	LOC6047583|XP_001864626.2|CQUI
OG0001303	LOC108025344|XP_016951277.1|DBIA	LOC6045151|XP_001862551.1|CQUI
OG0001304	LOC108030192|XP_016958433.1|DBIA	LOC6051294|XP_038115861.1|CQUI
OG0001305	LOC108027314|XP_016954198.1|DBIA	LOC6042960|XP_038116247.1|CQUI
OG0001306	LOC108025565|XP_016951585.1|DBIA	LOC6047141|XP_038115120.1|CQUI
OG0001307	LOC108028380|XP_016955665.1|DBIA	LOC6045564|XP_038118987.1|CQUI
OG0001308	LOC108023519|XP_016948555.1|DBIA	LOC6042267|XP_038118191.1|CQUI
OG0001309	LOC108024074|XP_016949338.1|DBIA	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI
OG0001310	LOC108024761|XP_016950358.1|DBIA	LOC6047951|XP_038121204.1|CQUI
OG0001311	LOC108035769|XP_016966962.1|DBIA	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI
OG0001312	LOC108028630|XP_016956040.1|DBIA	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC108022998|XP_016947718.1|DBIA	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC108032664|XP_016962113.1|DBIA	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC108023281|XP_016948062.1|DBIA	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC108025465|XP_016951456.1|DBIA	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001328	LOC108025909|XP_016952082.1|DBIA	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA	LOC6042511|XP_001870667.2|CQUI
OG0001330	LOC108023908|XP_016949082.1|DBIA	LOC6051124|XP_038112631.1|CQUI
OG0001331	LOC108023215|XP_016947974.1|DBIA	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI
OG0001332	LOC108033169|XP_016962891.1|DBIA	LOC6039048|XP_001848726.2|CQUI, LOC6039047|XP_001848725.2|CQUI
OG0001333	LOC108035042|XP_016965903.1|DBIA	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI
OG0001334	LOC108025452|XP_016951441.1|DBIA	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI
OG0001335	LOC108031918|XP_016961179.1|DBIA	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI
OG0001337	LOC108033081|XP_016962740.1|DBIA	LOC6051267|XP_038106593.1|CQUI
OG0001338	LOC108022971|XP_016947685.1|DBIA	LOC6052081|XP_001868402.1|CQUI
OG0001339	LOC108022704|XP_016947267.1|DBIA	LOC6041047|XP_001850358.2|CQUI
OG0001340	LOC108036873|XP_016968739.1|DBIA, LOC108026757|XP_016953746.1|DBIA	LOC6035081|XP_001845316.2|CQUI
OG0001341	LOC108031650|XP_016960769.1|DBIA	LOC6037322|XP_001847247.2|CQUI
OG0001344	LOC108025403|XP_016951368.1|DBIA	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI
OG0001345	LOC108032178|XP_016961522.1|DBIA	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI
OG0001346	LOC108032145|XP_016961475.1|DBIA	LOC119768737|XP_038115561.1|CQUI
OG0001347	LOC108028892|XP_016956402.1|DBIA	LOC6037351|XP_001847274.2|CQUI
OG0001348	LOC108033074|XP_016962732.1|DBIA	LOC6035324|XP_001845539.2|CQUI
OG0001349	LOC108035499|XP_016966642.1|DBIA	LOC6031053|XP_038118485.1|CQUI
OG0001350	LOC108028082|XP_016955213.1|DBIA	LOC6031018|XP_038118484.1|CQUI
OG0001351	LOC108036383|XP_016967976.1|DBIA, LOC108036382|XP_016967974.1|DBIA	LOC6039262|XP_001848897.2|CQUI
OG0001352	LOC108024268|XP_016949643.1|DBIA	LOC6039281|XP_038119488.1|CQUI
OG0001353	LOC108030668|XP_016959184.1|DBIA	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI
OG0001354	LOC108022880|XP_016947563.1|DBIA	LOC6047340|XP_038118747.1|CQUI
OG0001355	LOC108026526|XP_016952962.1|DBIA	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	LOC108024819|XP_016950435.1|DBIA	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI
OG0001357	LOC108034830|XP_016965431.1|DBIA	LOC6040104|XP_001849570.2|CQUI
OG0001358	LOC108035907|XP_016967162.1|DBIA	LOC6048059|XP_038118974.1|CQUI
OG0001359	LOC108033712|XP_016963734.1|DBIA	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI
OG0001360	LOC108036679|XP_016968450.1|DBIA	LOC6036534|XP_001846579.2|CQUI
OG0001361	LOC108034812|XP_016965346.1|DBIA	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	LOC108034934|XP_016965687.1|DBIA	LOC6036218|XP_001846293.1|CQUI
OG0001363	LOC108031082|XP_016959777.1|DBIA	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	LOC108022533|XP_016946999.1|DBIA	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	LOC108034748|XP_016965185.1|DBIA	LOC6036529|XP_001846574.1|CQUI
OG0001367	LOC108026756|XP_016953376.1|DBIA	LOC6035628|XP_038118306.1|CQUI
OG0001368	LOC108036545|XP_016968261.1|DBIA	LOC6033581|XP_038118796.1|CQUI
OG0001369	LOC108024049|XP_016949315.1|DBIA, LOC108032955|XP_016962515.1|DBIA	LOC6035620|XP_001845769.2|CQUI
OG0001370	LOC108022596|XP_016947118.1|DBIA	LOC6030780|XP_001841674.2|CQUI
OG0001372	LOC108026628|XP_016953133.1|DBIA	LOC6052802|XP_038118759.1|CQUI
OG0001373	LOC108034327|XP_016964692.1|DBIA	LOC6041327|XP_038111903.1|CQUI
OG0001374	LOC108036560|XP_016968288.1|DBIA	LOC6032452|XP_001843048.1|CQUI
OG0001375	LOC108032923|XP_016962479.1|DBIA	LOC119766164|XP_038106502.1|CQUI
OG0001376	LOC108022765|XP_016947359.1|DBIA	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI
OG0001377	LOC108036743|XP_016968541.1|DBIA	LOC6031968|XP_038112116.1|CQUI
OG0001378	LOC108034355|XP_016964730.1|DBIA	LOC6039573|XP_001849170.2|CQUI
OG0001381	LOC108036409|XP_016968017.1|DBIA	LOC6033216|XP_001843693.2|CQUI
OG0001382	LOC108027664|XP_016954692.1|DBIA	LOC6031266|XP_038109596.1|CQUI
OG0001383	LOC108029956|XP_016957948.1|DBIA	LOC6048994|XP_001865828.1|CQUI
OG0001384	LOC108034260|XP_016964606.1|DBIA	LOC6046637|XP_001863807.2|CQUI
OG0001385	LOC108032601|XP_016962017.1|DBIA	LOC6034387|XP_038110617.1|CQUI
OG0001387	LOC108033768|XP_016963853.1|DBIA	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI
OG0001388	LOC108034870|XP_016965552.1|DBIA	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI
OG0001389	LOC108024847|XP_016950474.1|DBIA	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI
OG0001390	LOC108027927|XP_016955040.1|DBIA	LOC6043555|XP_038119180.1|CQUI
OG0001391	LOC108034060|XP_016964304.1|DBIA	LOC6048704|XP_038118530.1|CQUI
OG0001392	LOC108025824|XP_016951965.1|DBIA	LOC6041800|XP_001851015.2|CQUI
OG0001393	LOC108033877|XP_016964009.1|DBIA	LOC119770223|XP_038120602.1|CQUI
OG0001394	LOC108034091|XP_016964347.1|DBIA	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI
OG0001395	LOC108031900|XP_016961156.1|DBIA	LOC119770297|XP_038120835.1|CQUI
OG0001396	LOC108033160|XP_016962878.1|DBIA	LOC6039739|XP_001849290.2|CQUI
OG0001397	LOC108024805|XP_016950416.1|DBIA	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI
OG0001399	LOC108036172|XP_016967651.1|DBIA, LOC108031518|XP_016960529.1|DBIA, LOC108023802|XP_016948932.1|DBIA	LOC6046189|XP_038112799.1|CQUI
OG0001400	LOC108025330|XP_016951250.1|DBIA	LOC6046814|XP_001863949.2|CQUI
OG0001401	LOC108028071|XP_016955201.1|DBIA	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI
OG0001402	LOC108030562|XP_016958948.1|DBIA, LOC108030557|XP_016958941.1|DBIA	LOC6052985|XP_001869146.2|CQUI
OG0001403	LOC108030889|XP_016959549.1|DBIA	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI
OG0001404	LOC108029630|XP_016957513.1|DBIA	LOC6031682|XP_038114066.1|CQUI
OG0001405	LOC108036246|XP_016967744.1|DBIA	LOC6037799|XP_001847675.2|CQUI
OG0001406	LOC108023250|XP_016948019.1|DBIA	LOC6051904|XP_001868262.1|CQUI
OG0001407	LOC108034567|XP_016964987.1|DBIA	LOC6038938|XP_001848633.1|CQUI
OG0001408	LOC108029903|XP_016957882.1|DBIA	LOC6054709|XP_001870580.2|CQUI
OG0001429	LOC108031807|XP_016961018.1|DBIA	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI
OG0001430	LOC108031463|XP_016960391.1|DBIA	LOC6044329|XP_038105537.1|CQUI
OG0001431	LOC108023671|XP_016948782.1|DBIA, LOC108023178|XP_016947909.1|DBIA	LOC6035151|XP_038104540.1|CQUI
OG0001432	LOC108033178|XP_016962905.1|DBIA	LOC6054521|XP_038122563.1|CQUI
OG0001433	LOC108031974|XP_016961257.1|DBIA	LOC6046915|XP_038104735.1|CQUI
OG0001434	LOC108025717|XP_016951762.1|DBIA	LOC6045215|XP_001862605.2|CQUI
OG0001435	LOC108029506|XP_016957279.1|DBIA	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI
OG0001436	LOC108023619|XP_016948719.1|DBIA	LOC6050198|XP_038104525.1|CQUI
OG0001437	LOC108036048|XP_016967479.1|DBIA	LOC6048183|XP_001865135.1|CQUI
OG0001438	LOC108024655|XP_016950203.1|DBIA	LOC6037949|XP_038122757.1|CQUI
OG0001439	LOC108031854|XP_016961096.1|DBIA	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI
OG0001440	LOC108023931|XP_016949105.1|DBIA	LOC6048960|XP_038105048.1|CQUI
OG0001442	LOC108033311|XP_016963075.1|DBIA	LOC6044008|XP_001861568.1|CQUI
OG0001443	LOC108025295|XP_016951173.1|DBIA	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI
OG0001444	LOC108031884|XP_016961137.1|DBIA	LOC6044859|XP_038104624.1|CQUI
OG0001445	LOC108024980|XP_016950716.1|DBIA	LOC6039932|XP_001849430.1|CQUI
OG0001446	LOC108031838|XP_016961077.1|DBIA	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI
OG0001447	LOC108025313|XP_016951202.1|DBIA	LOC6035336|XP_038104354.1|CQUI
OG0001448	LOC108025424|XP_016951397.1|DBIA	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI
OG0001449	LOC108036630|XP_016968393.1|DBIA	LOC6039600|XP_001849180.2|CQUI
OG0001450	LOC108021912|XP_016946221.1|DBIA	LOC6031154|XP_038116027.1|CQUI
OG0001451	LOC108029946|XP_016957938.1|DBIA	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI
OG0001452	LOC108026714|XP_016953306.1|DBIA	LOC6052660|XP_038115024.1|CQUI
OG0001453	LOC108028668|XP_016956090.1|DBIA	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI
OG0001454	LOC108031776|XP_016960974.1|DBIA	LOC6032932|XP_001843452.2|CQUI
OG0001455	LOC108035096|XP_016966006.1|DBIA	LOC6051546|XP_038119698.1|CQUI
OG0001456	LOC108022438|XP_016946812.1|DBIA	LOC6052304|XP_038116089.1|CQUI
OG0001457	LOC108030014|XP_016958018.1|DBIA	LOC6039266|XP_038118474.1|CQUI
OG0001458	LOC108022164|XP_016946497.1|DBIA	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI
OG0001459	LOC108028823|XP_016956298.1|DBIA	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI
OG0001460	LOC108030078|XP_016958180.1|DBIA	LOC6043365|XP_038120741.1|CQUI
OG0001461	LOC108024220|XP_016949575.1|DBIA	LOC6048746|XP_038116352.1|CQUI
OG0001464	LOC108023425|XP_016948400.1|DBIA	LOC6043979|XP_038118854.1|CQUI
OG0001465	LOC108036666|XP_016968436.1|DBIA	LOC6052932|XP_038120832.1|CQUI
OG0001466	LOC108033928|XP_016964095.1|DBIA	LOC6036432|XP_038121604.1|CQUI
OG0001467	LOC108033604|XP_016963446.1|DBIA	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI
OG0001468	LOC108031320|XP_016960060.1|DBIA	LOC6038227|XP_001848055.2|CQUI
OG0001469	LOC108036908|XP_016968801.1|DBIA	LOC6041964|XP_038118490.1|CQUI
OG0001470	LOC108028829|XP_016956307.1|DBIA	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI
OG0001471	LOC108029439|XP_016957180.1|DBIA	LOC6037170|XP_038117414.1|CQUI
OG0001472	LOC108035009|XP_016965841.1|DBIA	LOC6035488|XP_001845669.1|CQUI
OG0001473	LOC108024939|XP_016950629.1|DBIA	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI
OG0001474	LOC108033156|XP_016962872.1|DBIA	LOC6040681|XP_038105414.1|CQUI
OG0001475	LOC108022679|XP_016947239.1|DBIA	LOC6043752|XP_038110406.1|CQUI
OG0001476	LOC108035801|XP_016967031.1|DBIA	LOC6048642|XP_038110160.1|CQUI
OG0001477	LOC108025514|XP_016951524.1|DBIA	LOC6032451|XP_001843047.1|CQUI
OG0001478	LOC108029083|XP_016956659.1|DBIA	LOC6034120|XP_001844488.2|CQUI
OG0001480	LOC108023049|XP_016947782.1|DBIA, LOC108029168|XP_016956802.1|DBIA	LOC6043201|XP_001857542.2|CQUI
OG0001481	LOC108033701|XP_016963696.1|DBIA	LOC6031364|XP_038107828.1|CQUI
OG0001482	LOC108036298|XP_016967798.1|DBIA	LOC6031947|XP_001842625.2|CQUI
OG0001483	LOC108027477|XP_016954409.1|DBIA, LOC108031570|XP_016960619.1|DBIA, LOC108031583|XP_016960644.1|DBIA, LOC108027554|XP_016954512.1|DBIA, LOC108033085|XP_016962770.1|DBIA, LOC108027559|XP_016954526.1|DBIA	LOC6043303|XP_038106817.1|CQUI
OG0001484	LOC108033537|XP_016963374.1|DBIA	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI
OG0001485	LOC108035951|XP_016967243.1|DBIA	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI
OG0001486	LOC108036694|XP_016968472.1|DBIA, LOC108036783|XP_016968614.1|DBIA	LOC6034896|XP_038107061.1|CQUI
OG0001487	LOC108023841|XP_016948974.1|DBIA	LOC6053489|XP_038110588.1|CQUI
OG0001488	LOC108029373|XP_016957090.1|DBIA	LOC6047908|XP_038114121.1|CQUI
OG0001489	LOC108032523|XP_016961851.1|DBIA	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI
OG0001490	LOC108027796|XP_016954856.1|DBIA	LOC6032134|XP_001842788.1|CQUI
OG0001491	LOC108029078|XP_016956649.1|DBIA	LOC6033331|XP_001843796.1|CQUI
OG0001492	LOC108033598|XP_016963439.1|DBIA, LOC108036850|XP_016968714.1|DBIA	LOC6048340|XP_038111871.1|CQUI
OG0001493	LOC108024242|XP_016949612.1|DBIA	LOC6040502|XP_001849888.1|CQUI
OG0001494	LOC108021998|XP_016946327.1|DBIA	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI
OG0001495	LOC108029687|XP_016957632.1|DBIA	LOC6041805|XP_001851019.2|CQUI
OG0001496	LOC108030389|XP_016958764.1|DBIA, LOC108023796|XP_016948925.1|DBIA	LOC119769667|XP_038118888.1|CQUI
OG0001497	LOC108036650|XP_016968419.1|DBIA	LOC6048948|XP_038120703.1|CQUI
OG0001500	LOC108030174|XP_016958403.1|DBIA	LOC6050346|XP_038118495.1|CQUI
OG0001501	LOC108031179|XP_016959888.1|DBIA	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI
