Orthogroup	DSUB.longest_only	DPER.longest_only
OG0002634	LOC117899474|XP_034665392.1|DSUB	LOC6587416|XP_026847988.1|DPER
OG0002635	LOC117896145|XP_034660109.1|DSUB	LOC6588190|XP_002013759.2|DPER
OG0002636	LOC117896330|XP_034660461.1|DSUB	LOC6594679|XP_002019314.1|DPER
OG0002637	LOC117900754|XP_034667126.1|DSUB	LOC6595399|XP_002020872.1|DPER
OG0002638	LOC117898881|XP_034664455.1|DSUB	LOC6594795|XP_002020476.1|DPER
OG0002639	LOC117898382|XP_034663624.1|DSUB	LOC113566671|XP_026849128.1|DPER
OG0002640	LOC117896784|XP_034661171.1|DSUB	LOC6587201|XP_002014001.2|DPER
OG0002641	LOC117898804|XP_034664340.1|DSUB	LOC6587966|XP_002013327.1|DPER
OG0002642	LOC117898272|XP_034663418.1|DSUB	LOC6587926|XP_002013324.1|DPER
OG0002643	LOC117898266|XP_034663411.1|DSUB	LOC6587876|XP_026844353.1|DPER
OG0002644	LOC117896604|XP_034660928.1|DSUB	LOC6587783|XP_002013295.1|DPER
OG0002645	LOC117898163|XP_034663263.1|DSUB	LOC6587799|XP_026848702.1|DPER
OG0002646	LOC117896842|XP_034661256.1|DSUB	LOC6592139|XP_002016820.1|DPER
OG0002647	LOC117899516|XP_034665460.1|DSUB	LOC6587247|XP_002013661.1|DPER
OG0002648	LOC117896635|XP_034660971.1|DSUB	LOC6588280|XP_026850459.1|DPER
OG0002649	LOC117899104|XP_034664776.1|DSUB	LOC6587689|XP_002012786.1|DPER
OG0002650	LOC117899514|XP_034665457.1|DSUB	LOC6587286|XP_026851119.1|DPER
OG0002651	LOC117896086|XP_034660016.1|DSUB	LOC6591686|XP_002017323.1|DPER
OG0002652	LOC117899614|XP_034665648.1|DSUB	LOC113565771|XP_026844690.1|DPER
OG0002653	LOC117896779|XP_034661146.1|DSUB	LOC6587241|XP_002013998.1|DPER
OG0002654	LOC117896279|XP_034660373.1|DSUB	LOC6587230|XP_026850994.1|DPER
OG0002655	LOC117899157|XP_034664897.1|DSUB	LOC6588000|XP_026840322.1|DPER
OG0002656	LOC117896828|XP_034661229.1|DSUB	LOC6587531|XP_026844970.1|DPER
OG0002657	LOC117896144|XP_034660108.1|DSUB	LOC6588148|XP_002013757.1|DPER
OG0002658	LOC117896161|XP_034660129.1|DSUB	LOC6595094|XP_002020372.1|DPER
OG0002659	LOC117899463|XP_034665369.1|DSUB	LOC6594756|XP_002020093.2|DPER
OG0002660	LOC117903024|XP_034670649.1|DSUB	LOC6598515|XP_002023554.1|DPER
OG0002661	LOC117897407|XP_034662122.1|DSUB	LOC6587273|XP_026840201.1|DPER
OG0002662	LOC117892282|XP_034654292.1|DSUB	LOC6592276|XP_026840818.1|DPER
OG0002663	LOC117899567|XP_034665568.1|DSUB	LOC6588317|XP_002013416.1|DPER
OG0002664	LOC117900475|XP_034666746.1|DSUB	LOC6595575|XP_026844388.1|DPER
OG0002665	LOC117892717|XP_034655028.1|DSUB	LOC6592746|XP_002017808.2|DPER
OG0002666	LOC117892712|XP_034655019.1|DSUB	LOC6592749|XP_002017811.2|DPER
OG0002667	LOC117891189|XP_034652414.1|DSUB	LOC6590149|XP_002016316.1|DPER
OG0002668	LOC117893556|XP_034656109.1|DSUB	LOC6603346|XP_026848188.1|DPER
OG0002669	LOC117900409|XP_034666655.1|DSUB	LOC6593977|XP_002019019.1|DPER
OG0002670	LOC117894133|XP_034656918.1|DSUB	LOC6599862|XP_002024984.1|DPER, LOC113566326|XP_026847300.1|DPER
OG0002671	LOC117894131|XP_034656911.1|DSUB	LOC6599857|XP_026847413.1|DPER
OG0002672	LOC117892248|XP_034654251.1|DSUB	LOC6591135|XP_026841945.1|DPER
OG0002673	LOC117889844|XP_034650228.1|DSUB	LOC6591000|XP_002016564.2|DPER
OG0002674	LOC117891185|XP_034652403.1|DSUB	LOC6590039|XP_026841526.1|DPER
OG0002675	LOC117893292|XP_034655753.1|DSUB	LOC6602956|XP_026848849.1|DPER
OG0002676	LOC117891436|XP_034652799.1|DSUB	LOC6592358|XP_026841064.1|DPER
OG0002677	LOC117892216|XP_034654207.1|DSUB	LOC6591217|XP_026841403.1|DPER
OG0002678	LOC117890720|XP_034651653.1|DSUB	LOC6593059|XP_002018471.1|DPER
OG0002679	LOC117889834|XP_034650207.1|DSUB	LOC6591048|XP_026840705.1|DPER
OG0002680	LOC117903564|XP_034671662.1|DSUB	LOC6597531|XP_026849307.1|DPER
OG0002681	LOC117891779|XP_034653336.1|DSUB	LOC6600830|XP_026842006.1|DPER
OG0002682	LOC117895851|XP_034659707.1|DSUB	LOC6604592|XP_026847360.1|DPER, LOC6604642|XP_026849978.1|DPER, LOC113566908|XP_026849915.1|DPER
OG0002683	LOC117898193|XP_034663303.1|DSUB	LOC6591568|XP_026844552.1|DPER
OG0002684	LOC117897141|XP_034661741.1|DSUB	LOC6603093|XP_002028103.1|DPER
OG0002685	LOC117895288|XP_034658721.1|DSUB	LOC6603571|XP_026847976.1|DPER
OG0002686	LOC117895591|XP_034659232.1|DSUB	LOC6601203|XP_002026234.1|DPER
OG0002687	LOC117895428|XP_034658959.1|DSUB	LOC6602388|XP_002027392.2|DPER
OG0002688	LOC117893567|XP_034656127.1|DSUB	LOC6603899|XP_026848115.1|DPER
OG0002689	LOC117903554|XP_034671646.1|DSUB	LOC6598135|XP_002023295.1|DPER
OG0002690	LOC117894562|XP_034657576.1|DSUB	LOC6598970|XP_002024058.1|DPER
OG0002691	LOC117890692|XP_034651575.1|DSUB	LOC6600840|XP_002025934.2|DPER
OG0002692	LOC117892161|XP_034654116.1|DSUB	LOC6590160|XP_026841171.1|DPER
OG0002693	LOC117895281|XP_034658706.1|DSUB	LOC6600277|XP_002025390.1|DPER
OG0002694	LOC117892350|XP_034654442.1|DSUB	LOC6591281|XP_002016497.2|DPER
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	LOC6602835|XP_002027806.1|DPER
OG0002696	LOC117893413|XP_034655915.1|DSUB	LOC6587583|XP_002013540.1|DPER, LOC6599763|XP_002024883.1|DPER
OG0002697	LOC117894127|XP_034656906.1|DSUB	LOC6599867|XP_026847375.1|DPER
OG0002698	LOC117895404|XP_034658924.1|DSUB	LOC6600522|XP_026847515.1|DPER
OG0002699	LOC117893302|XP_034655770.1|DSUB	LOC6602957|XP_002027968.1|DPER
OG0002700	LOC117895183|XP_034658539.1|DSUB	LOC6595926|XP_026845751.1|DPER
OG0002701	LOC117891624|XP_034653053.1|DSUB	LOC6593139|XP_002018171.2|DPER
OG0002702	LOC117892754|XP_034655071.1|DSUB	LOC6592894|XP_026840994.1|DPER
OG0002703	LOC117890673|XP_034651540.1|DSUB	LOC113565108|XP_026841603.1|DPER
OG0002704	LOC117889851|XP_034650241.1|DSUB	LOC6591195|XP_026840837.1|DPER
OG0002705	LOC117893058|XP_034655350.1|DSUB	LOC6599514|XP_026849437.1|DPER
OG0002706	LOC117890741|XP_034651683.1|DSUB	LOC6593215|XP_026840723.1|DPER
OG0002707	LOC117892906|XP_034655101.1|DSUB	LOC6601050|XP_026849722.1|DPER
OG0002709	LOC117892697|XP_034654999.1|DSUB	LOC6592648|XP_002017984.1|DPER
OG0002710	LOC117892699|XP_034655001.1|DSUB	LOC6592650|XP_002017986.1|DPER
OG0002711	LOC117890401|XP_034651101.1|DSUB	LOC6593105|XP_002017887.1|DPER
OG0002712	LOC117890079|XP_034650625.1|DSUB	LOC6592397|XP_026841543.1|DPER
OG0002713	LOC117889904|XP_034650311.1|DSUB	LOC6602125|XP_026840727.1|DPER
OG0002714	LOC117891828|XP_034653460.1|DSUB	LOC6590974|XP_002015779.1|DPER
OG0002715	LOC117894505|XP_034657544.1|DSUB	LOC6602674|XP_026846023.1|DPER
OG0002716	LOC117891951|XP_034653698.1|DSUB	LOC6590079|XP_026841930.1|DPER
OG0002717	LOC117897619|XP_034662476.1|DSUB	LOC6591574|XP_026840675.1|DPER
OG0002718	LOC117894928|XP_034658122.1|DSUB	LOC6603007|XP_026849498.1|DPER
OG0002719	LOC117899591|XP_034665601.1|DSUB	LOC6594674|XP_002019852.1|DPER
OG0002720	LOC117893025|XP_034655274.1|DSUB	LOC6599590|XP_002024710.1|DPER
OG0002721	LOC117902289|XP_034669457.1|DSUB	LOC6598071|XP_002023130.1|DPER
OG0002722	LOC117891979|XP_034653745.1|DSUB	LOC6592344|XP_002018291.1|DPER
OG0002723	LOC117890190|XP_034650787.1|DSUB	LOC6590392|XP_002015485.1|DPER
OG0002724	LOC117897114|XP_034661655.1|DSUB	LOC6595200|XP_002020235.2|DPER
OG0002725	LOC117893837|XP_034656492.1|DSUB	LOC6602359|XP_002027438.1|DPER
OG0002726	LOC117895344|XP_034658811.1|DSUB	LOC6601252|XP_002026214.2|DPER
OG0002727	LOC117893043|XP_034655310.1|DSUB	LOC6601064|XP_002026088.2|DPER
OG0002728	LOC117890107|XP_034650664.1|DSUB	LOC6603461|XP_026841248.1|DPER
OG0002729	LOC117892975|XP_034655206.1|DSUB	LOC6603306|XP_002028287.2|DPER
OG0002730	LOC117891493|XP_034652864.1|DSUB	LOC6592379|XP_026842130.1|DPER
OG0002731	LOC117892903|XP_034655098.1|DSUB	LOC6599557|XP_002024664.2|DPER
OG0002732	LOC117890256|XP_034650899.1|DSUB	LOC6590889|XP_002015430.2|DPER
OG0002733	LOC117890220|XP_034650849.1|DSUB	LOC6592810|XP_002017607.1|DPER
OG0002734	LOC117889779|XP_034650135.1|DSUB	LOC6603520|XP_026840823.1|DPER
OG0002735	LOC117891278|XP_034652546.1|DSUB	LOC6590031|XP_026841214.1|DPER
OG0002736	LOC117891282|XP_034652561.1|DSUB	LOC6590343|XP_026842247.1|DPER
OG0002737	LOC117895485|XP_034659060.1|DSUB	LOC6599649|XP_026849587.1|DPER
OG0002738	LOC117893935|XP_034656608.1|DSUB	LOC6604488|XP_026849737.1|DPER
OG0002739	LOC117894291|XP_034657142.1|DSUB	LOC6603363|XP_002028310.1|DPER
OG0002740	LOC117894290|XP_034657141.1|DSUB	LOC6603362|XP_002028309.1|DPER
OG0002741	LOC117890002|XP_034650481.1|DSUB	LOC6600905|XP_026840792.1|DPER
OG0002742	LOC117892623|XP_034654866.1|DSUB	LOC6590373|XP_002015623.2|DPER
OG0002743	LOC117894357|XP_034657238.1|DSUB	LOC6599509|XP_002024729.2|DPER
OG0002744	LOC117893285|XP_034655742.1|DSUB	LOC6601160|XP_002026259.2|DPER
OG0002745	LOC117895465|XP_034659031.1|DSUB	LOC113566020|XP_026845545.1|DPER, LOC6595884|XP_026845742.1|DPER
OG0002746	LOC117890060|XP_034650584.1|DSUB	LOC6592296|XP_002017627.1|DPER
OG0002747	LOC117896171|XP_034660143.1|DSUB	LOC6587524|XP_026842210.1|DPER
OG0002748	LOC117892713|XP_034655024.1|DSUB	LOC6590428|XP_002016600.1|DPER
OG0002749	LOC117890593|XP_034651421.1|DSUB	LOC6592963|XP_026841438.1|DPER
OG0002750	LOC117890725|XP_034651665.1|DSUB	LOC6600885|XP_026840829.1|DPER
OG0002751	LOC117890323|XP_034651002.1|DSUB	LOC6590130|XP_026841341.1|DPER
OG0002752	LOC117890656|XP_034651518.1|DSUB	LOC6592673|XP_002018198.1|DPER
OG0002753	LOC117890632|XP_034651472.1|DSUB	LOC6593195|XP_026842336.1|DPER
OG0002754	LOC117893962|XP_034656652.1|DSUB	LOC6601669|XP_026847511.1|DPER
OG0002755	LOC117891205|XP_034652434.1|DSUB	LOC6590925|XP_002015767.1|DPER
OG0002756	LOC117893131|XP_034655472.1|DSUB	LOC6595975|XP_002021041.1|DPER
OG0002757	LOC117894209|XP_034657015.1|DSUB	LOC6601815|XP_026848825.1|DPER
OG0002758	LOC117890080|XP_034650627.1|DSUB	LOC6592243|XP_026842332.1|DPER
OG0002759	LOC117891703|XP_034653186.1|DSUB	LOC6592932|XP_026840854.1|DPER
OG0002760	LOC117891644|XP_034653082.1|DSUB	LOC6590751|XP_002015682.1|DPER
OG0002761	LOC117891324|XP_034652631.1|DSUB	LOC6590489|XP_002015758.2|DPER
OG0002762	LOC117890906|XP_034651896.1|DSUB	LOC6592327|XP_026841912.1|DPER
OG0002763	LOC117894214|XP_034657021.1|DSUB	LOC6603818|XP_026848782.1|DPER
OG0002764	LOC117893494|XP_034656019.1|DSUB	LOC6596098|XP_002021251.2|DPER
OG0002765	LOC117892581|XP_034654805.1|DSUB	LOC6590291|XP_026841730.1|DPER
OG0002766	LOC117892585|XP_034654814.1|DSUB	LOC6590290|XP_002016347.1|DPER
OG0002767	LOC117891695|XP_034653176.1|DSUB	LOC6592937|XP_026840852.1|DPER
OG0002768	LOC117892060|XP_034653884.1|DSUB	LOC6589962|XP_002015637.1|DPER
OG0002769	LOC117890278|XP_034650930.1|DSUB	LOC6600798|XP_002025969.1|DPER
OG0002770	LOC117901129|XP_034667658.1|DSUB	LOC6593643|XP_026843540.1|DPER
OG0002771	LOC117894019|XP_034656748.1|DSUB	LOC6600241|XP_026849080.1|DPER
OG0002772	LOC117895050|XP_034658319.1|DSUB	LOC6600235|XP_002025400.2|DPER
OG0002773	LOC117891171|XP_034652384.1|DSUB	LOC6592366|XP_002017971.1|DPER
OG0002774	LOC117891444|XP_034652812.1|DSUB	LOC6592979|XP_026841672.1|DPER
OG0002775	LOC117893994|XP_034656696.1|DSUB	LOC6601390|XP_026847917.1|DPER
OG0002776	LOC117895505|XP_034659094.1|DSUB	LOC6599648|XP_002024758.1|DPER
OG0002777	LOC117892995|XP_034655240.1|DSUB	LOC6600619|XP_026847687.1|DPER
OG0002778	LOC117892993|XP_034655236.1|DSUB	LOC6600622|XP_026847686.1|DPER
OG0002779	LOC117893289|XP_034655749.1|DSUB	LOC6602964|XP_002027975.1|DPER
OG0002780	LOC117897398|XP_034662108.1|DSUB	LOC6594292|XP_002019940.1|DPER
OG0002781	LOC117891352|XP_034652674.1|DSUB	LOC6591260|XP_002015796.1|DPER
OG0002782	LOC117894254|XP_034657098.1|DSUB	LOC6602418|XP_026848440.1|DPER
OG0002783	LOC117893088|XP_034655404.1|DSUB	LOC6593989|XP_026843265.1|DPER
OG0002784	LOC117891051|XP_034652115.1|DSUB	LOC6590294|XP_026840956.1|DPER
OG0002785	LOC117893093|XP_034655413.1|DSUB	LOC6595892|XP_002021433.1|DPER
OG0002786	LOC117893851|XP_034656510.1|DSUB	LOC6601929|XP_026848740.1|DPER
OG0002787	LOC117893062|XP_034655354.1|DSUB	LOC6603030|XP_026849516.1|DPER
OG0002788	LOC117893064|XP_034655362.1|DSUB	LOC6603031|XP_026849517.1|DPER
OG0002789	LOC117893642|XP_034656220.1|DSUB	LOC6601141|XP_002026273.2|DPER
OG0002790	LOC117894372|XP_034657266.1|DSUB	LOC6602304|XP_002027363.2|DPER
OG0002791	LOC117894048|XP_034656792.1|DSUB	LOC6601513|XP_026848011.1|DPER
OG0002792	LOC117891501|XP_034652882.1|DSUB	LOC6592777|XP_002018019.1|DPER
OG0002793	LOC117895216|XP_034658598.1|DSUB	LOC6599832|XP_002024851.2|DPER
OG0002794	LOC117894564|XP_034657578.1|DSUB	LOC6602840|XP_026847930.1|DPER
OG0002795	LOC117895024|XP_034658283.1|DSUB	LOC6599527|XP_026849400.1|DPER
OG0002796	LOC117895506|XP_034659096.1|DSUB	LOC113566610|XP_026848815.1|DPER
OG0002797	LOC117894379|XP_034657275.1|DSUB	LOC6602302|XP_002027361.1|DPER
OG0002798	LOC117900569|XP_034666867.1|DSUB	LOC6589716|XP_002015306.1|DPER
OG0002799	LOC117894183|XP_034656987.1|DSUB	LOC6603284|XP_026849885.1|DPER
OG0002800	LOC117894032|XP_034656762.1|DSUB	LOC6601926|XP_026848737.1|DPER
OG0002801	LOC117890919|XP_034651938.1|DSUB	LOC6588692|XP_002015061.1|DPER, LOC6592952|XP_026842766.1|DPER
OG0002802	LOC117892049|XP_034653868.1|DSUB	LOC6600966|XP_026841963.1|DPER
OG0002803	LOC117900421|XP_034666673.1|DSUB	LOC6589400|XP_002015289.1|DPER
OG0002804	LOC117891733|XP_034653217.1|DSUB	LOC6592636|XP_002018135.1|DPER
OG0002805	LOC117890180|XP_034650769.1|DSUB	LOC6591062|XP_002015693.1|DPER
OG0002806	LOC117894050|XP_034656794.1|DSUB	LOC6601514|XP_002026576.1|DPER
OG0002807	LOC117891439|XP_034652806.1|DSUB	LOC6592357|XP_002018429.1|DPER
OG0002808	LOC117892501|XP_034654669.1|DSUB	LOC6590426|XP_026842843.1|DPER
OG0002809	LOC117895545|XP_034659139.1|DSUB	LOC6596152|XP_002021164.1|DPER
OG0002810	LOC117895287|XP_034658717.1|DSUB	LOC6603567|XP_026848041.1|DPER
OG0002811	LOC117895000|XP_034658238.1|DSUB	LOC6602326|XP_026848451.1|DPER
OG0002812	LOC117891101|XP_034652177.1|DSUB	LOC6590922|XP_002015764.1|DPER
OG0002813	LOC117892466|XP_034654609.1|DSUB	LOC6590970|XP_026842775.1|DPER
OG0002814	LOC117891761|XP_034653267.1|DSUB	LOC6593066|XP_026841029.1|DPER
OG0002815	LOC117890249|XP_034650886.1|DSUB	LOC6592188|XP_026842458.1|DPER
OG0002816	LOC117890047|XP_034650558.1|DSUB	LOC6591156|XP_002015925.1|DPER
OG0002817	LOC117892001|XP_034653780.1|DSUB	LOC6590763|XP_002015395.1|DPER
OG0002818	LOC117891674|XP_034653136.1|DSUB	LOC6592569|XP_002018251.1|DPER
OG0002819	LOC117894616|XP_034657661.1|DSUB	LOC6599494|XP_026849514.1|DPER
OG0002820	LOC117894625|XP_034657682.1|DSUB	LOC6599489|XP_002024586.1|DPER
OG0002821	LOC117894298|XP_034657153.1|DSUB	LOC6595972|XP_002021210.1|DPER
OG0002822	LOC117891234|XP_034652471.1|DSUB	LOC6592974|XP_002018024.1|DPER
OG0002823	LOC117890054|XP_034650576.1|DSUB	LOC6591025|XP_026842605.1|DPER
OG0002824	LOC117892752|XP_034655067.1|DSUB	LOC6592891|XP_002018210.2|DPER
OG0002825	LOC117892996|XP_034655242.1|DSUB	LOC6603261|XP_026848169.1|DPER
OG0002826	LOC117890242|XP_034650879.1|DSUB	LOC6590760|XP_002016152.1|DPER
OG0002827	LOC117902925|XP_034670397.1|DSUB	LOC6602529|XP_002027562.2|DPER
OG0002828	LOC117890556|XP_034651378.1|DSUB	LOC6591139|XP_002015933.2|DPER
OG0002829	LOC117890216|XP_034650845.1|DSUB	LOC6600804|XP_002025975.1|DPER
OG0002830	LOC117892704|XP_034655007.1|DSUB	LOC6592808|XP_026842693.1|DPER
OG0002831	LOC117901978|XP_034668872.1|DSUB	LOC6596346|XP_026843805.1|DPER
OG0002832	LOC117902414|XP_034669648.1|DSUB	LOC6593876|XP_026843846.1|DPER
OG0002833	LOC117891956|XP_034653706.1|DSUB	LOC6590081|XP_026841647.1|DPER
OG0002834	LOC117889891|XP_034650293.1|DSUB	LOC6590915|XP_002015406.1|DPER
OG0002835	LOC117892150|XP_034654087.1|DSUB	LOC6592193|XP_026841356.1|DPER
OG0002836	LOC117891772|XP_034653320.1|DSUB	LOC6592849|XP_002018276.1|DPER
OG0002837	LOC117891859|XP_034653512.1|DSUB	LOC6592868|XP_026842039.1|DPER
OG0002838	LOC117889914|XP_034650331.1|DSUB	LOC6590950|XP_002016020.1|DPER
OG0002839	LOC117892722|XP_034655032.1|DSUB	LOC6592468|XP_002017802.1|DPER
OG0002840	LOC117901825|XP_034668644.1|DSUB	LOC6593509|XP_002019150.1|DPER
OG0002841	LOC117902374|XP_034669582.1|DSUB	LOC6588716|XP_002014989.1|DPER
OG0002842	LOC117900665|XP_034666998.1|DSUB	LOC6593864|XP_026843418.1|DPER
OG0002843	LOC117890977|XP_034652007.1|DSUB	LOC6590837|XP_002015769.1|DPER
OG0002844	LOC117894099|XP_034656864.1|DSUB	LOC6597015|XP_026845465.1|DPER
OG0002845	LOC117902223|XP_034669347.1|DSUB	LOC6596316|XP_002021486.1|DPER
OG0002846	LOC117890422|XP_034651133.1|DSUB	LOC6590465|XP_002016651.1|DPER
OG0002847	LOC117902220|XP_034669344.1|DSUB	LOC113565388|XP_026842999.1|DPER
OG0002848	LOC117900486|XP_034666762.1|DSUB	LOC6588850|XP_002014905.1|DPER
OG0002849	LOC117901717|XP_034668484.1|DSUB	LOC6589228|XP_002014217.1|DPER, LOC113565872|XP_026845033.1|DPER
OG0002850	LOC117902099|XP_034669093.1|DSUB	LOC6597948|XP_002023183.1|DPER
OG0002851	LOC117902165|XP_034669194.1|DSUB	LOC6588707|XP_002014317.1|DPER
OG0002852	LOC117891585|XP_034653004.1|DSUB	LOC6590509|XP_026841351.1|DPER
OG0002853	LOC117902047|XP_034669004.1|DSUB	LOC6598123|XP_002023279.1|DPER
OG0002854	LOC117900278|XP_034666481.1|DSUB	LOC6588799|XP_026844165.1|DPER
OG0002855	LOC117899971|XP_034666020.1|DSUB	LOC6593427|XP_026843384.1|DPER
OG0002856	LOC117900193|XP_034666334.1|DSUB	LOC6593339|XP_026843757.1|DPER
OG0002857	LOC117900276|XP_034666476.1|DSUB	LOC6593454|XP_026843838.1|DPER
OG0002858	LOC117902168|XP_034669198.1|DSUB	LOC6588816|XP_026843993.1|DPER
OG0002859	LOC117900056|XP_034666148.1|DSUB	LOC6596372|XP_026843712.1|DPER
OG0002860	LOC117900526|XP_034666816.1|DSUB	LOC6588783|XP_002014254.1|DPER
OG0002861	LOC117901054|XP_034667557.1|DSUB	LOC6596540|XP_002021677.1|DPER
OG0002862	LOC117901621|XP_034668340.1|DSUB	LOC6595537|XP_002020672.2|DPER
OG0002863	LOC117902523|XP_034669841.1|DSUB	LOC6589747|XP_002014998.1|DPER
OG0002864	LOC117902525|XP_034669843.1|DSUB	LOC6589748|XP_002014999.1|DPER
OG0002865	LOC117892219|XP_034654211.1|DSUB	LOC6591212|XP_002015588.1|DPER
OG0002866	LOC117895296|XP_034658742.1|DSUB	LOC6599607|XP_002024697.2|DPER
OG0002867	LOC117902422|XP_034669672.1|DSUB	LOC113565470|XP_026843375.1|DPER
OG0002868	LOC117900208|XP_034666377.1|DSUB	LOC6589835|XP_002014885.1|DPER
OG0002869	LOC117900234|XP_034666411.1|DSUB	LOC6589836|XP_002014886.1|DPER
OG0002871	LOC117902023|XP_034668973.1|DSUB	LOC6589707|XP_002014457.1|DPER
OG0002873	LOC117902157|XP_034669187.1|DSUB	LOC6593901|XP_002019080.1|DPER
OG0002874	LOC117901732|XP_034668505.1|DSUB	LOC113565881|XP_026845044.1|DPER, LOC6589627|XP_002014231.1|DPER
OG0002875	LOC117901493|XP_034668152.1|DSUB	LOC6603392|XP_002028361.1|DPER
OG0002876	LOC117899153|XP_034664857.1|DSUB	LOC6598153|XP_002023490.2|DPER
OG0002877	LOC117901852|XP_034668694.1|DSUB	LOC6588891|XP_026844790.1|DPER
OG0002878	LOC117900938|XP_034667395.1|DSUB	LOC6589439|XP_002014822.1|DPER
OG0002879	LOC117893169|XP_034655538.1|DSUB	LOC6601882|XP_002026931.1|DPER
OG0002880	LOC117903347|XP_034671188.1|DSUB	LOC6596833|XP_002022014.1|DPER
OG0002881	LOC117901958|XP_034668829.1|DSUB	LOC6588981|XP_002014573.1|DPER
OG0002882	LOC117891364|XP_034652690.1|DSUB	LOC6603466|XP_002028435.1|DPER
OG0002883	LOC117901709|XP_034668471.1|DSUB	LOC113565900|XP_026845069.1|DPER, LOC6589391|XP_002014640.1|DPER
OG0002884	LOC117900812|XP_034667194.1|DSUB	LOC6596492|XP_002021566.1|DPER
OG0002885	LOC117895226|XP_034658613.1|DSUB	LOC6600519|XP_002025584.1|DPER
OG0002886	LOC117900379|XP_034666622.1|DSUB	LOC6588949|XP_002015370.1|DPER
OG0002887	LOC117900381|XP_034666623.1|DSUB	LOC6588950|XP_002015371.1|DPER
OG0002888	LOC117902029|XP_034668980.1|DSUB	LOC6596525|XP_026843635.1|DPER
OG0002889	LOC117894139|XP_034656924.1|DSUB	LOC113564929|XP_026840219.1|DPER, LOC113566324|XP_026847288.1|DPER
OG0002890	LOC117902156|XP_034669185.1|DSUB	LOC6593381|XP_026843259.1|DPER
OG0002891	LOC117901097|XP_034667616.1|DSUB	LOC6589140|XP_002014430.1|DPER
OG0002892	LOC117902134|XP_034669154.1|DSUB	LOC6595489|XP_026844815.1|DPER
OG0002893	LOC117901564|XP_034668252.1|DSUB	LOC6595571|XP_026844408.1|DPER
OG0002894	LOC117895054|XP_034658322.1|DSUB	LOC6600239|XP_026849068.1|DPER
OG0002895	LOC117891645|XP_034653083.1|DSUB	LOC6591159|XP_002015685.1|DPER
OG0002896	LOC117900046|XP_034666124.1|DSUB	LOC6593598|XP_002018889.2|DPER
OG0002897	LOC117901674|XP_034668407.1|DSUB	LOC6593770|XP_026843535.1|DPER
OG0002898	LOC117902275|XP_034669432.1|DSUB	LOC6595611|XP_026844584.1|DPER
OG0002899	LOC117900086|XP_034666185.1|DSUB	LOC6595578|XP_026844989.1|DPER
OG0002900	LOC117900202|XP_034666355.1|DSUB	LOC6595577|XP_026844987.1|DPER
OG0002901	LOC117901594|XP_034668297.1|DSUB	LOC6589787|XP_026844678.1|DPER, LOC113565906|XP_026845076.1|DPER
OG0002902	LOC117901597|XP_034668301.1|DSUB	LOC6589788|XP_026844679.1|DPER, LOC113565907|XP_026845079.1|DPER
OG0002903	LOC117900131|XP_034666248.1|DSUB	LOC6593684|XP_026843764.1|DPER
OG0002904	LOC117895648|XP_034659322.1|DSUB	LOC6596056|XP_026845724.1|DPER
OG0002905	LOC117901423|XP_034668051.1|DSUB	LOC6598018|XP_002023210.1|DPER
OG0002906	LOC117901429|XP_034668063.1|DSUB	LOC6596602|XP_002021717.1|DPER
OG0002907	LOC117901430|XP_034668064.1|DSUB	LOC6596600|XP_026843776.1|DPER
OG0002908	LOC117892463|XP_034654604.1|DSUB	LOC6600833|XP_002025927.1|DPER
OG0002909	LOC117889704|XP_034650014.1|DSUB	LOC6590486|XP_026842612.1|DPER
OG0002910	LOC117900603|XP_034666906.1|DSUB	LOC6589484|XP_002015240.1|DPER
OG0002911	LOC117891969|XP_034653734.1|DSUB	LOC6590744|XP_002015675.1|DPER
OG0002912	LOC117903876|XP_034672257.1|DSUB	LOC6600032|XP_026849156.1|DPER
OG0002913	LOC117890784|XP_034651747.1|DSUB	LOC6600880|XP_002025944.1|DPER
OG0002914	LOC117901628|XP_034668348.1|DSUB	LOC6595633|XP_002020676.1|DPER, LOC6595535|XP_002020670.1|DPER
OG0002915	LOC117902409|XP_034669643.1|DSUB	LOC6589414|XP_002015217.1|DPER
OG0002916	LOC117900719|XP_034667073.1|DSUB	LOC6588695|XP_026844535.1|DPER
OG0002917	LOC117892241|XP_034654242.1|DSUB	LOC6590093|XP_002015978.2|DPER
OG0002918	LOC117891003|XP_034652051.1|DSUB	LOC6590739|XP_002016002.1|DPER
OG0002919	LOC117890235|XP_034650865.1|DSUB	LOC6592900|XP_002017942.1|DPER
OG0002920	LOC117902063|XP_034669027.1|DSUB	LOC6595563|XP_002020911.1|DPER
OG0002921	LOC117900556|XP_034666851.1|DSUB	LOC6589851|XP_002014711.1|DPER
OG0002922	LOC117900682|XP_034667019.1|DSUB	LOC6589493|XP_026844216.1|DPER
OG0002923	LOC117902724|XP_034670181.1|DSUB	LOC6589492|XP_026844992.1|DPER
OG0002924	LOC117900681|XP_034667018.1|DSUB	LOC6589494|XP_002015244.2|DPER
OG0002925	LOC117891441|XP_034652808.1|DSUB	LOC6592356|XP_002018428.1|DPER
OG0002926	LOC117900838|XP_034667241.1|DSUB	LOC6596508|XP_002021503.1|DPER
OG0002927	LOC117902226|XP_034669350.1|DSUB	LOC6596361|XP_002021499.1|DPER
