Orthogroup	DSUB.longest_only	DHYD.longest_only
OG0000745	LOC117890393|XP_034651089.1|DSUB	LOC111602121|XP_023174838.2|DHYD
OG0000745	LOC117891680|XP_034653148.1|DSUB	LOC111593300|XP_023161750.2|DHYD
OG0000746	LOC117890324|XP_034651004.1|DSUB	LOC111604126|XP_023177811.1|DHYD
OG0000747	LOC117893898|XP_034656565.1|DSUB	LOC111592869|XP_023161084.2|DHYD
OG0000747	LOC117894858|XP_034658006.1|DSUB	LOC111592871|XP_023161088.2|DHYD
OG0000748	LOC117900153|XP_034666281.1|DSUB	LOC111596108|XP_023165938.2|DHYD
OG0000748	LOC117903275|XP_034671072.1|DSUB	LOC111602043|XP_023174760.1|DHYD
OG0000750	LOC117897641|XP_034662508.1|DSUB	LOC111595704|XP_023165317.2|DHYD
OG0000751	LOC117889818|XP_034650189.1|DSUB, LOC117889814|XP_034650184.1|DSUB, LOC117903009|XP_034670644.1|DSUB	LOC111605228|XP_023179423.2|DHYD
OG0000751	LOC117889815|XP_034650186.1|DSUB	LOC111605245|XP_023179449.2|DHYD, LOC111605225|XP_023179421.2|DHYD
OG0000753	LOC117898587|XP_034664022.1|DSUB	LOC111601406|XP_023173732.2|DHYD
OG0000753	LOC117893540|XP_034656080.1|DSUB	LOC111600487|XP_023172382.2|DHYD
OG0000754	LOC117893823|XP_034656471.1|DSUB	LOC111598326|XP_023169292.2|DHYD
OG0000754	LOC117889817|XP_034650229.1|DSUB	LOC111600192|XP_023171969.2|DHYD
OG0000755	LOC117897818|XP_034662759.1|DSUB	LOC111605480|XP_023179783.2|DHYD
OG0000755	LOC117897819|XP_034662761.1|DSUB	LOC111605577|XP_023179949.2|DHYD
OG0000756	LOC117896830|XP_034661234.1|DSUB	LOC111600842|XP_023172915.1|DHYD
OG0000757	LOC117894852|XP_034657998.1|DSUB	LOC111604493|XP_023178352.1|DHYD
OG0000758	LOC117894802|XP_034657927.1|DSUB	LOC111604669|XP_023178599.2|DHYD
OG0000758	LOC117894801|XP_034657925.1|DSUB	LOC111604667|XP_023178596.1|DHYD
OG0000759	LOC117894169|XP_034656962.1|DSUB	LOC111596610|XP_023166657.2|DHYD
OG0000759	LOC117894168|XP_034656960.1|DSUB	LOC111596613|XP_023166664.1|DHYD
OG0000760	LOC117890672|XP_034651539.1|DSUB	LOC111604005|XP_023177633.2|DHYD
OG0000761	LOC117900793|XP_034667164.1|DSUB	LOC111592650|XP_023160762.2|DHYD
OG0000761	LOC117900794|XP_034667167.1|DSUB	LOC111592651|XP_023160767.2|DHYD
OG0000762	LOC117901372|XP_034667973.1|DSUB	LOC111598979|XP_023170247.1|DHYD
OG0000762	LOC117901251|XP_034667822.1|DSUB	LOC111599345|XP_023170743.2|DHYD
OG0000763	LOC117900081|XP_034666176.1|DSUB	LOC111601599|XP_023174035.2|DHYD
OG0000763	LOC117900083|XP_034666179.1|DSUB	LOC111601574|XP_023173998.2|DHYD
OG0000764	LOC117903883|XP_034672273.1|DSUB	LOC111605326|XP_030080107.1|DHYD
OG0000765	LOC117895701|XP_034659440.1|DSUB	LOC111592450|XP_023160403.1|DHYD
OG0000765	LOC117902928|XP_034670412.1|DSUB	LOC111601888|XP_023174498.2|DHYD
OG0000766	LOC117900646|XP_034666969.1|DSUB	LOC111593770|XP_023162558.2|DHYD
OG0000766	LOC117903369|XP_034671231.1|DSUB	LOC111598124|XP_023168951.1|DHYD
OG0000767	LOC117893833|XP_034656487.1|DSUB	LOC111603555|XP_023176956.2|DHYD, LOC111605085|XP_023179189.2|DHYD
OG0000768	LOC117894686|XP_034657756.1|DSUB	LOC111592326|XP_023160219.1|DHYD
OG0000769	LOC117896770|XP_034661138.1|DSUB	LOC111602937|XP_030080831.1|DHYD
OG0000769	LOC117897878|XP_034662848.1|DSUB	LOC111596866|XP_023167077.1|DHYD
OG0000770	LOC117891196|XP_034652422.1|DSUB	LOC111595314|XP_023164737.2|DHYD
OG0000771	LOC117894924|XP_034658119.1|DSUB	LOC111601570|XP_023173987.1|DHYD
OG0000772	LOC117891643|XP_034653081.1|DSUB, LOC117891889|XP_034653580.1|DSUB	LOC111595620|XP_023165195.2|DHYD, LOC111601518|XP_023173892.1|DHYD
OG0000773	LOC117892610|XP_034654852.1|DSUB, LOC117897009|XP_034661466.1|DSUB	LOC111593167|XP_023161540.2|DHYD
OG0000774	LOC117891366|XP_034652693.1|DSUB	LOC111600768|XP_023172815.2|DHYD, LOC111600749|XP_023172796.2|DHYD
OG0000775	LOC117891004|XP_034652052.1|DSUB	LOC111592126|XP_023159929.1|DHYD
OG0000775	LOC117890594|XP_034651423.1|DSUB, LOC117892354|XP_034654450.1|DSUB	LOC111604797|XP_023178785.1|DHYD, LOC115483368|XP_030080935.1|DHYD
OG0000778	LOC117897412|XP_034662130.1|DSUB	LOC111598269|XP_023169214.2|DHYD, LOC111598537|XP_023169593.2|DHYD
OG0000779	LOC117903358|XP_034671204.1|DSUB	LOC111603369|XP_023176688.1|DHYD
OG0000780	LOC117892441|XP_034654573.1|DSUB, LOC117892535|XP_034654732.1|DSUB	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD
OG0000781	LOC117891052|XP_034652119.1|DSUB	LOC111605606|XP_023179989.1|DHYD
OG0000781	LOC117894867|XP_034658018.1|DSUB	LOC111597617|XP_023168184.2|DHYD
OG0000782	LOC117893422|XP_034655930.1|DSUB	LOC111599810|XP_023171364.1|DHYD
OG0000782	LOC117903737|XP_034671988.1|DSUB	LOC111596880|XP_023167097.1|DHYD
OG0000783	LOC117894610|XP_034657651.1|DSUB	LOC111597765|XP_023168390.1|DHYD
OG0000783	LOC117903125|XP_034670845.1|DSUB	LOC111603539|XP_023176981.1|DHYD
OG0000784	LOC117893755|XP_034656381.1|DSUB	LOC111605186|XP_023179351.2|DHYD
OG0000784	LOC117901396|XP_034668024.1|DSUB	LOC111601828|XP_023174422.1|DHYD
OG0000785	LOC117897562|XP_034662394.1|DSUB	LOC111599617|XP_023171077.2|DHYD
OG0000786	LOC117898451|XP_034663748.1|DSUB	LOC111603492|XP_023176864.1|DHYD
OG0000787	LOC117895215|XP_034658597.1|DSUB	LOC111605676|XP_023180110.2|DHYD
OG0000788	LOC117895046|XP_034658315.1|DSUB	LOC111602901|XP_023176006.1|DHYD
OG0000789	LOC117901504|XP_034668165.1|DSUB	LOC111602289|XP_023175057.2|DHYD
OG0000790	LOC117901664|XP_034668395.1|DSUB	LOC111595996|XP_023165763.1|DHYD
OG0000790	LOC117901663|XP_034668393.1|DSUB	LOC111595995|XP_023165760.1|DHYD
OG0000791	LOC117896441|XP_034660660.1|DSUB	LOC111604253|XP_023178009.1|DHYD
OG0000792	LOC117901144|XP_034667678.1|DSUB	LOC111595832|XP_023165507.2|DHYD
OG0000793	LOC117898508|XP_034663851.1|DSUB, LOC117894206|XP_034657014.1|DSUB	LOC111596696|XP_023166780.1|DHYD
OG0000794	LOC117902452|XP_034669742.1|DSUB	LOC111593988|XP_023162847.2|DHYD
OG0000795	LOC117898177|XP_034663280.1|DSUB	LOC111604041|XP_023177664.1|DHYD
OG0000795	LOC117896595|XP_034660912.1|DSUB	LOC111598502|XP_023169536.2|DHYD
OG0000796	LOC117898171|XP_034663271.1|DSUB	LOC111602793|XP_023175834.1|DHYD
OG0000796	LOC117898487|XP_034663818.1|DSUB	LOC111598156|XP_023169009.1|DHYD
OG0000797	LOC117899245|XP_034665016.1|DSUB	LOC111603429|XP_023176782.1|DHYD
OG0000798	LOC117892671|XP_034654955.1|DSUB	LOC111599738|XP_023171266.1|DHYD
OG0000798	LOC117892670|XP_034654950.1|DSUB	LOC111599668|XP_023171141.2|DHYD
OG0000799	LOC117903858|XP_034672232.1|DSUB	LOC111602034|XP_023174701.1|DHYD
OG0000800	LOC117895643|XP_034659317.1|DSUB, LOC117895645|XP_034659320.1|DSUB, LOC117893939|XP_034656618.1|DSUB	LOC111592310|XP_023160185.1|DHYD, LOC111592307|XP_023160183.1|DHYD, LOC111592306|XP_023160181.2|DHYD
OG0000801	LOC117892090|XP_034653973.1|DSUB	LOC111593229|XP_023161653.1|DHYD
OG0000802	LOC117902832|XP_034670342.1|DSUB	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD
OG0000803	LOC117900221|XP_034666396.1|DSUB	LOC111601618|XP_023174056.2|DHYD
OG0000803	LOC117892989|XP_034655232.1|DSUB	LOC111597531|XP_023168076.1|DHYD
OG0000804	LOC117890279|XP_034650931.1|DSUB	LOC111597973|XP_023168715.1|DHYD
OG0000804	LOC117896970|XP_034661410.1|DSUB	LOC111592397|XP_023160341.1|DHYD, LOC111592396|XP_023160340.2|DHYD
OG0000805	LOC117889713|XP_034650025.1|DSUB	LOC111593850|XP_023162664.1|DHYD, LOC111593851|XP_023162665.1|DHYD
OG0000806	LOC117900639|XP_034666960.1|DSUB	LOC115482948|XP_030079241.1|DHYD
OG0000807	LOC117900178|XP_034666314.1|DSUB	LOC111596264|XP_023166168.1|DHYD, LOC111601765|XP_023174273.2|DHYD
OG0000808	LOC117899399|XP_034665275.1|DSUB, LOC117897668|XP_034662556.1|DSUB	LOC111597397|XP_023167842.2|DHYD
OG0000810	LOC117892745|XP_034655060.1|DSUB, LOC117892746|XP_034655061.1|DSUB, LOC117892744|XP_034655059.1|DSUB	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD
OG0000811	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB	LOC111598739|XP_023169906.2|DHYD
OG0000811	LOC117892243|XP_034654245.1|DSUB	LOC111605280|XP_023179492.2|DHYD
OG0000812	LOC117889570|XP_034649859.1|DSUB	LOC111600182|XP_023171953.1|DHYD
OG0000813	LOC117890860|XP_034651838.1|DSUB	LOC111605203|XP_023179383.1|DHYD
OG0000813	LOC117901955|XP_034668822.1|DSUB	LOC111599215|XP_030080392.1|DHYD
OG0000814	LOC117901909|XP_034668766.1|DSUB	LOC111594183|XP_023163134.1|DHYD
OG0000815	LOC117902250|XP_034669396.1|DSUB	LOC111599074|XP_023170372.2|DHYD
OG0000816	LOC117896154|XP_034660123.1|DSUB	LOC111602802|XP_023175862.2|DHYD
OG0000817	LOC117898094|XP_034663164.1|DSUB	LOC111600289|XP_023172109.1|DHYD
OG0000817	LOC117898092|XP_034663163.1|DSUB	LOC111600290|XP_023172110.2|DHYD
OG0000818	LOC117895632|XP_034659282.1|DSUB	LOC111593432|XP_023161946.2|DHYD
OG0000819	LOC117903635|XP_034671800.1|DSUB	LOC111602423|XP_030079873.1|DHYD
OG0000819	LOC117903632|XP_034671795.1|DSUB	LOC111602412|XP_023175211.1|DHYD
OG0000820	LOC117890362|XP_034651046.1|DSUB	LOC111600099|XP_023171828.1|DHYD
OG0000821	LOC117890092|XP_034650643.1|DSUB	LOC111595515|XP_023165063.1|DHYD
OG0000822	LOC117902294|XP_034669466.1|DSUB	LOC111599008|XP_023170290.1|DHYD
OG0000824	LOC117900900|XP_034667342.1|DSUB, LOC117894697|XP_034657773.1|DSUB, LOC117895890|XP_034659787.1|DSUB, LOC117903049|XP_034670679.1|DSUB, LOC117894919|XP_034658113.1|DSUB	LOC111599066|XP_023170355.1|DHYD
OG0000825	LOC117893869|XP_034656533.1|DSUB	LOC111605187|XP_023179353.2|DHYD
OG0000825	LOC117901288|XP_034667873.1|DSUB	LOC111601197|XP_023173452.2|DHYD
OG0000826	LOC117890755|XP_034651706.1|DSUB	LOC115482816|XP_030078840.1|DHYD, LOC111600577|XP_030082032.1|DHYD
OG0000828	LOC117899394|XP_034665270.1|DSUB, LOC117899395|XP_034665271.1|DSUB	LOC111601490|XP_023173845.2|DHYD
OG0000829	LOC117893855|XP_034656513.1|DSUB	LOC111604542|XP_023178408.1|DHYD
OG0000830	LOC117903200|XP_034670976.1|DSUB	LOC111593439|XP_023161958.2|DHYD
OG0000831	LOC117891696|XP_034653178.1|DSUB	LOC111594304|XP_023163310.2|DHYD
OG0000832	LOC117891712|XP_034653197.1|DSUB	LOC111594011|XP_023162876.1|DHYD
OG0000832	LOC117901016|XP_034667505.1|DSUB	LOC111603652|XP_023177103.2|DHYD
OG0000833	LOC117894049|XP_034656793.1|DSUB	LOC111592289|XP_023160160.2|DHYD
OG0000834	LOC117896675|XP_034661012.1|DSUB	LOC111597802|XP_023168455.1|DHYD
OG0000835	LOC117900765|XP_034667136.1|DSUB	LOC111594766|XP_023163983.2|DHYD
OG0000835	LOC117893175|XP_034655542.1|DSUB	LOC111597622|XP_030081813.1|DHYD
OG0000836	LOC117901851|XP_034668692.1|DSUB, LOC117902392|XP_034669607.1|DSUB	LOC111603869|XP_023177444.1|DHYD
OG0000837	LOC117896533|XP_034660808.1|DSUB	LOC111604060|XP_023177694.1|DHYD
OG0000838	LOC117902263|XP_034669413.1|DSUB	LOC111605537|XP_023179868.1|DHYD
OG0000839	LOC117899626|XP_034665672.1|DSUB	LOC111604820|XP_023178810.2|DHYD
OG0000840	LOC117903610|XP_034671758.1|DSUB	LOC111593987|XP_023162845.1|DHYD
OG0000841	LOC117897796|XP_034662736.1|DSUB	LOC111598873|XP_023170097.2|DHYD
OG0000841	LOC117897080|XP_034661607.1|DSUB	LOC111598493|XP_023169523.2|DHYD
OG0000842	LOC117897294|XP_034661929.1|DSUB	LOC111600736|XP_023172780.1|DHYD
OG0000843	LOC117891024|XP_034652077.1|DSUB	LOC111600100|XP_030081241.1|DHYD
OG0000844	LOC117897396|XP_034662105.1|DSUB	LOC111603601|XP_023177028.1|DHYD
OG0000845	LOC117903574|XP_034671681.1|DSUB, LOC117894055|XP_034656802.1|DSUB	LOC111602427|XP_023175234.2|DHYD
OG0000846	LOC117897014|XP_034661477.1|DSUB	LOC111599445|XP_023170868.2|DHYD
OG0000847	LOC117891357|XP_034652683.1|DSUB, LOC117892047|XP_034653863.1|DSUB	LOC111605732|XP_030080949.1|DHYD, LOC111593852|XP_023162666.2|DHYD
OG0000848	LOC117901672|XP_034668403.1|DSUB	LOC111595439|XP_023164932.2|DHYD
OG0000848	LOC117902338|XP_034669528.1|DSUB	LOC111603729|XP_023177211.2|DHYD
OG0000849	LOC117901435|XP_034668069.1|DSUB	LOC111599451|XP_023170876.2|DHYD
OG0000849	LOC117902749|XP_034670227.1|DSUB	LOC111599050|XP_023170336.1|DHYD
OG0000850	LOC117889898|XP_034650300.1|DSUB	LOC111604169|XP_023177878.2|DHYD
OG0000850	LOC117889897|XP_034650299.1|DSUB	LOC111600157|XP_030080976.1|DHYD
OG0000851	LOC117890796|XP_034651763.1|DSUB, LOC117890788|XP_034651754.1|DSUB	LOC111601248|XP_023173515.2|DHYD, LOC111601226|XP_023173491.2|DHYD, LOC111601278|XP_023173563.2|DHYD
OG0000852	LOC117892578|XP_034654801.1|DSUB	LOC111604168|XP_023177874.2|DHYD
OG0000852	LOC117892579|XP_034654803.1|DSUB	LOC111604167|XP_023177873.2|DHYD
OG0000854	LOC117903676|XP_034671903.1|DSUB	LOC111596711|XP_023166799.1|DHYD
OG0000855	LOC117894451|XP_034657443.1|DSUB	LOC111596692|XP_023167190.1|DHYD
OG0000856	LOC117894785|XP_034657905.1|DSUB	LOC111605741|XP_030078605.1|DHYD
OG0000857	LOC117903487|XP_034671445.1|DSUB	LOC111600183|XP_023171956.2|DHYD
OG0000858	LOC117896061|XP_034659967.1|DSUB	LOC111594489|XP_023163566.2|DHYD
OG0000860	LOC117894883|XP_034658050.1|DSUB	LOC111591932|XP_023159631.2|DHYD
OG0000861	LOC117891220|XP_034652456.1|DSUB, LOC117891215|XP_034652448.1|DSUB	LOC111593891|XP_023162726.2|DHYD
OG0000862	LOC117890900|XP_034651886.1|DSUB, LOC117902151|XP_034669181.1|DSUB	LOC111597955|XP_023168687.1|DHYD
OG0000863	LOC117898692|XP_034664197.1|DSUB	LOC111603621|XP_023177059.2|DHYD
OG0000864	LOC117903591|XP_034671704.1|DSUB	LOC111593452|XP_023161977.2|DHYD
OG0000865	LOC117900711|XP_034667062.1|DSUB	LOC115482964|XP_030079343.1|DHYD, LOC111598443|XP_023169452.2|DHYD
OG0000865	LOC117897304|XP_034661942.1|DSUB	LOC111603467|XP_023176824.2|DHYD
OG0000866	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB	LOC111595850|XP_023165528.2|DHYD
OG0000867	LOC117901840|XP_034668672.1|DSUB	LOC111594407|XP_023163451.1|DHYD
OG0000868	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB	LOC111604964|XP_023179016.1|DHYD
OG0000869	LOC117898684|XP_034664179.1|DSUB	LOC111603418|XP_023176768.2|DHYD
OG0000871	LOC117891499|XP_034652879.1|DSUB	LOC111595570|XP_023165135.1|DHYD
OG0000872	LOC117889870|XP_034650269.1|DSUB	LOC111600085|XP_023171792.1|DHYD
OG0000873	LOC117893456|XP_034655967.1|DSUB	LOC111600930|XP_030078651.1|DHYD
OG0000874	LOC117890626|XP_034651464.1|DSUB	LOC111593252|XP_023161684.2|DHYD
OG0000875	LOC117898325|XP_034663540.1|DSUB	LOC111601340|XP_023173637.1|DHYD, LOC111598850|XP_023170053.1|DHYD
OG0000875	LOC117894676|XP_034657745.1|DSUB	LOC111592327|XP_023160220.1|DHYD
OG0000877	LOC117893832|XP_034656486.1|DSUB	LOC111605101|XP_023179211.2|DHYD
OG0000877	LOC117903097|XP_034670800.1|DSUB	LOC111602818|XP_023175889.1|DHYD
OG0000878	LOC117890964|XP_034651994.1|DSUB	LOC111595054|XP_023164359.2|DHYD
OG0000878	LOC117900383|XP_034666627.1|DSUB	LOC115483321|XP_030080565.1|DHYD, LOC111598943|XP_023170189.2|DHYD
OG0000879	LOC117890228|XP_034650857.1|DSUB	LOC111592199|XP_023160036.1|DHYD
OG0000880	LOC117892046|XP_034653867.1|DSUB	LOC111594902|XP_023164155.1|DHYD
OG0000880	LOC117893345|XP_034655826.1|DSUB	LOC111597579|XP_023168145.2|DHYD
OG0000881	LOC117894174|XP_034656969.1|DSUB	LOC111592964|XP_023161224.1|DHYD
OG0000882	LOC117903436|XP_034671351.1|DSUB	LOC111596542|XP_023166582.1|DHYD
OG0000884	LOC117903060|XP_034670698.1|DSUB	LOC111597524|XP_023168070.2|DHYD
OG0000885	LOC117898445|XP_034663741.1|DSUB	LOC111601408|XP_023173734.1|DHYD
OG0000886	LOC117896268|XP_034660351.1|DSUB	LOC111596693|XP_023166782.1|DHYD, LOC111596703|XP_023166793.1|DHYD
OG0000887	LOC117898452|XP_034663754.1|DSUB	LOC111593634|XP_023162274.2|DHYD
OG0000888	LOC117893704|XP_034656282.1|DSUB, LOC117893080|XP_034655387.1|DSUB	LOC111596521|XP_030081178.1|DHYD
OG0000889	LOC117895618|XP_034659260.1|DSUB	LOC111597555|XP_023168120.1|DHYD
OG0000890	LOC117890898|XP_034651883.1|DSUB	LOC111604129|XP_023177817.2|DHYD
OG0000891	LOC117902390|XP_034669605.1|DSUB	LOC111601133|XP_023173368.1|DHYD
OG0000892	LOC117894088|XP_034656848.1|DSUB	LOC111605703|XP_023180149.1|DHYD
OG0000893	LOC117897888|XP_034662855.1|DSUB	LOC111603400|XP_030081730.1|DHYD
OG0000894	LOC117897395|XP_034662104.1|DSUB	LOC111603565|XP_023176979.1|DHYD
OG0000895	LOC117892392|XP_034654499.1|DSUB, LOC117892394|XP_034654500.1|DSUB	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD
OG0000896	LOC117903862|XP_034672240.1|DSUB	LOC111602033|XP_030079545.1|DHYD
OG0000897	LOC117898755|XP_034664272.1|DSUB	LOC111595175|XP_023164523.1|DHYD
OG0000897	LOC117896945|XP_034661379.1|DSUB	LOC111595176|XP_023164524.2|DHYD
OG0000898	LOC117890989|XP_034652031.1|DSUB, LOC117890750|XP_034651700.1|DSUB	LOC111595631|XP_023165208.2|DHYD, LOC111593552|XP_023162174.2|DHYD
OG0000899	LOC117897742|XP_034662673.1|DSUB	LOC111605430|XP_023179707.2|DHYD
OG0000900	LOC117890668|XP_034651535.1|DSUB	LOC111599981|XP_023171644.2|DHYD
OG0000900	LOC117889895|XP_034650297.1|DSUB	LOC111599980|XP_023171643.2|DHYD
OG0000901	LOC117892613|XP_034654854.1|DSUB	LOC111597133|XP_023167461.2|DHYD
OG0000902	LOC117903816|XP_034672147.1|DSUB	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD
OG0000902	LOC117903231|XP_034671022.1|DSUB	LOC111605139|XP_023179286.1|DHYD
OG0000903	LOC117894639|XP_034657701.1|DSUB	LOC111603698|XP_023177166.1|DHYD
OG0000904	LOC117893007|XP_034655254.1|DSUB, LOC117893009|XP_034655256.1|DSUB	LOC111601681|XP_023174153.2|DHYD
OG0000906	LOC117890797|XP_034651764.1|DSUB	LOC111605275|XP_023179487.2|DHYD
OG0000907	LOC117891031|XP_034652088.1|DSUB	LOC111600102|XP_023171831.1|DHYD
OG0000909	LOC117896456|XP_034660676.1|DSUB	LOC111602822|XP_023175898.1|DHYD
OG0000910	LOC117903736|XP_034671985.1|DSUB	LOC111596877|XP_023167093.2|DHYD
OG0000911	LOC117891698|XP_034653181.1|DSUB	LOC111595624|XP_023165202.1|DHYD
OG0000912	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB	LOC111593528|XP_023162089.1|DHYD
OG0000913	LOC117895191|XP_034658561.1|DSUB	LOC111595095|XP_023164428.2|DHYD
OG0000914	LOC117890297|XP_034650956.1|DSUB	LOC111593570|XP_023162200.1|DHYD
OG0000915	LOC117890118|XP_034650682.1|DSUB	LOC111600704|XP_023172729.2|DHYD
OG0000916	LOC117902779|XP_034670266.1|DSUB	LOC111596228|XP_030080351.1|DHYD
OG0000917	LOC117897417|XP_034662135.1|DSUB	LOC111598523|XP_030081590.1|DHYD
OG0000917	LOC117902191|XP_034669258.1|DSUB	LOC111599399|XP_030079268.1|DHYD
OG0000918	LOC117902111|XP_034669113.1|DSUB	LOC111594098|XP_023163018.2|DHYD
OG0000920	LOC117901383|XP_034668004.1|DSUB	LOC111600229|XP_023172024.1|DHYD
OG0000921	LOC117903531|XP_034671597.1|DSUB	LOC111593394|XP_030079432.1|DHYD
OG0000922	LOC117893161|XP_034655527.1|DSUB	LOC111596016|XP_023165808.1|DHYD
OG0000923	LOC117897091|XP_034661626.1|DSUB	LOC111604969|XP_023179027.2|DHYD
OG0000924	LOC117903123|XP_034670840.1|DSUB	LOC111598118|XP_023168943.2|DHYD
OG0000925	LOC117898112|XP_034663189.1|DSUB	LOC111602003|XP_023174659.1|DHYD
OG0000926	LOC117898103|XP_034663176.1|DSUB	LOC111596459|XP_023166463.2|DHYD
OG0000926	LOC117896820|XP_034661214.1|DSUB	LOC111604832|XP_023178824.1|DHYD
OG0000927	LOC117896959|XP_034661395.1|DSUB	LOC111595907|XP_023165622.1|DHYD
OG0000927	LOC117896542|XP_034660816.1|DSUB	LOC111596013|XP_023165806.2|DHYD
OG0000928	LOC117901170|XP_034667715.1|DSUB, LOC117901171|XP_034667716.1|DSUB	LOC111593766|XP_030080024.1|DHYD, LOC115483086|XP_030080021.1|DHYD
OG0000929	LOC117900788|XP_034667158.1|DSUB	LOC111599311|XP_030079183.1|DHYD
OG0000929	LOC117900789|XP_034667159.1|DSUB	LOC115482943|XP_030079197.1|DHYD
OG0000930	LOC117894755|XP_034657859.1|DSUB, LOC117894276|XP_034657122.1|DSUB	LOC111595044|XP_023164338.2|DHYD
OG0000931	LOC117890246|XP_034650884.1|DSUB	LOC111594281|XP_023163284.2|DHYD
OG0000931	LOC117900532|XP_034666823.1|DSUB	LOC111596195|XP_023166073.1|DHYD
OG0000932	LOC117893524|XP_034656055.1|DSUB	LOC111595936|XP_023165664.2|DHYD
OG0000933	LOC117891266|XP_034652530.1|DSUB	LOC111602101|XP_023174806.1|DHYD
OG0000933	LOC117891267|XP_034652532.1|DSUB	LOC111602130|XP_023174847.2|DHYD
OG0000934	LOC117890392|XP_034651088.1|DSUB, LOC117890447|XP_034651169.1|DSUB	LOC111596394|XP_023166368.1|DHYD
OG0000935	LOC117898689|XP_034664196.1|DSUB	LOC111603562|XP_023176970.2|DHYD
OG0000936	LOC117896509|XP_034660754.1|DSUB	LOC111600846|XP_023172918.1|DHYD
OG0000937	LOC117899350|XP_034665194.1|DSUB	LOC111603287|XP_023176568.2|DHYD
OG0000938	LOC117903601|XP_034671733.1|DSUB	LOC111598130|XP_023168959.1|DHYD
OG0000939	LOC117901599|XP_034668302.1|DSUB	LOC111592903|XP_023161118.1|DHYD
OG0000940	LOC117895700|XP_034659439.1|DSUB	LOC111592459|XP_023160427.1|DHYD
OG0000941	LOC117903840|XP_034672186.1|DSUB	LOC111594257|XP_023163246.1|DHYD
OG0000942	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB	LOC111594382|XP_023163416.2|DHYD
OG0000943	LOC117890702|XP_034651607.1|DSUB	LOC111600602|XP_023172564.1|DHYD
OG0000944	LOC117890053|XP_034650579.1|DSUB	LOC111605014|XP_023179111.1|DHYD
OG0000945	LOC117892913|XP_034655117.1|DSUB	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD
OG0000946	LOC117900990|XP_034667477.1|DSUB	LOC111599327|XP_023170716.2|DHYD
OG0000947	LOC117889847|XP_034650231.1|DSUB	LOC111600133|XP_023171873.2|DHYD
OG0000948	LOC117893090|XP_034655408.1|DSUB	LOC111601083|XP_023173277.1|DHYD
OG0000949	LOC117903043|XP_034670672.1|DSUB, LOC117903045|XP_034670673.1|DSUB	LOC111602432|XP_023175239.2|DHYD
OG0000950	LOC117898460|XP_034663776.1|DSUB	LOC111591996|XP_023159725.2|DHYD
OG0000950	LOC117896669|XP_034661007.1|DSUB	LOC111602682|XP_023175670.1|DHYD
OG0000951	LOC117899370|XP_034665241.1|DSUB	LOC111601478|XP_023173833.1|DHYD
OG0000951	LOC117890771|XP_034651733.1|DSUB	LOC111598832|XP_023170035.1|DHYD
OG0000952	LOC117902731|XP_034670196.1|DSUB	LOC111602441|XP_023175263.1|DHYD
OG0000954	LOC117891459|XP_034652833.1|DSUB	LOC115483805|XP_030081986.1|DHYD, LOC111604355|XP_023178190.2|DHYD, LOC115483818|XP_030082044.1|DHYD, LOC111604357|XP_023178193.1|DHYD
OG0000955	LOC117899503|XP_034665444.1|DSUB	LOC111594811|XP_023164042.2|DHYD
OG0000956	LOC117896355|XP_034660521.1|DSUB	LOC111604222|XP_023177960.1|DHYD
OG0000956	LOC117896358|XP_034660524.1|DSUB	LOC111604266|XP_023178031.2|DHYD
OG0000957	LOC117892485|XP_034654630.1|DSUB	LOC111597659|XP_023168249.2|DHYD
