Orthogroup	DSUB.longest_only	DERE.longest_only
OG0002610	LOC117895994|XP_034659872.1|DSUB	LOC6553422|XP_001979320.1|DERE
OG0002611	LOC117897632|XP_034662496.1|DSUB	LOC6552305|XP_001980830.1|DERE
OG0002612	LOC117899160|XP_034664910.1|DSUB	LOC6553774|XP_001979441.1|DERE
OG0002613	LOC117897041|XP_034661515.1|DSUB	LOC6554350|XP_015009295.1|DERE
OG0002614	LOC117897409|XP_034662125.1|DSUB	LOC6554203|XP_001981668.2|DERE
OG0002615	LOC117893067|XP_034655365.1|DSUB	LOC6546291|XP_001971314.1|DERE
OG0002616	LOC117898548|XP_034663917.1|DSUB	LOC6554358|XP_001981533.1|DERE
OG0002617	LOC117899622|XP_034665667.1|DSUB	LOC6552126|XP_001980787.1|DERE
OG0002618	LOC117896395|XP_034660591.1|DSUB	LOC6552153|XP_001978826.1|DERE
OG0002619	LOC117896556|XP_034660833.1|DSUB	LOC6552233|XP_026831801.1|DERE
OG0002620	LOC117897116|XP_034661657.1|DSUB	LOC6554712|XP_026831503.1|DERE
OG0002621	LOC117897437|XP_034662167.1|DSUB	LOC6554917|XP_001982239.1|DERE
OG0002622	LOC117893397|XP_034655886.1|DSUB	LOC6544836|XP_001973196.1|DERE
OG0002623	LOC117898265|XP_034663410.1|DSUB	LOC6552415|XP_001980860.1|DERE
OG0002624	LOC117899701|XP_034665799.1|DSUB	LOC6555393|XP_001982349.1|DERE
OG0002625	LOC117899135|XP_034664825.1|DSUB	LOC6555421|XP_026839854.1|DERE
OG0002626	LOC117898253|XP_034663398.1|DSUB	LOC6551636|XP_001978584.1|DERE
OG0002627	LOC117897929|XP_034662905.1|DSUB	LOC6555171|XP_015008846.1|DERE
OG0002628	LOC117897171|XP_034661760.1|DSUB	LOC6552707|XP_026839464.1|DERE
OG0002629	LOC117898340|XP_034663556.1|DSUB	LOC6551804|XP_026831800.1|DERE
OG0002630	LOC117899412|XP_034665290.1|DSUB	LOC6553108|XP_001980103.1|DERE
OG0002631	LOC117896072|XP_034659989.1|DSUB	LOC6554145|XP_001981904.1|DERE
OG0002632	LOC117897586|XP_034662431.1|DSUB	LOC6552607|XP_001979887.1|DERE
OG0002633	LOC117897060|XP_034661547.1|DSUB	LOC26526922|XP_015010539.1|DERE
OG0002634	LOC117899474|XP_034665392.1|DSUB	LOC6552652|XP_026832124.1|DERE
OG0002635	LOC117896145|XP_034660109.1|DSUB	LOC6552262|XP_001980743.1|DERE
OG0002636	LOC117896330|XP_034660461.1|DSUB	LOC6552021|XP_001978786.1|DERE
OG0002637	LOC117900754|XP_034667126.1|DSUB	LOC6543010|XP_026835569.1|DERE
OG0002638	LOC117898881|XP_034664455.1|DSUB	LOC6554117|XP_001981272.2|DERE
OG0002639	LOC117898382|XP_034663624.1|DSUB	LOC6553990|XP_026832135.1|DERE
OG0002640	LOC117896784|XP_034661171.1|DSUB	LOC6553394|XP_001980219.1|DERE
OG0002641	LOC117898804|XP_034664340.1|DSUB	LOC6553391|XP_001980216.1|DERE
OG0002642	LOC117898272|XP_034663418.1|DSUB	LOC6553380|XP_001980215.1|DERE
OG0002643	LOC117898266|XP_034663411.1|DSUB	LOC6553379|XP_026839782.1|DERE
OG0002644	LOC117896604|XP_034660928.1|DSUB	LOC6552955|XP_001979043.1|DERE
OG0002645	LOC117898163|XP_034663263.1|DSUB	LOC6552949|XP_015009571.1|DERE
OG0002646	LOC117896842|XP_034661256.1|DSUB	LOC6554648|XP_001981972.2|DERE
OG0002647	LOC117899516|XP_034665460.1|DSUB	LOC6552934|XP_001981011.1|DERE
OG0002648	LOC117896635|XP_034660971.1|DSUB	LOC6553574|XP_026839497.1|DERE
OG0002649	LOC117899104|XP_034664776.1|DSUB	LOC6552957|XP_026832129.1|DERE
OG0002650	LOC117899514|XP_034665457.1|DSUB	LOC6552935|XP_026832051.1|DERE
OG0002651	LOC117896086|XP_034660016.1|DSUB	LOC6553317|XP_026831528.1|DERE
OG0002652	LOC117899614|XP_034665648.1|DSUB	LOC6553511|XP_026836404.1|DERE
OG0002653	LOC117896779|XP_034661146.1|DSUB	LOC6555456|XP_001981456.1|DERE
OG0002654	LOC117896279|XP_034660373.1|DSUB	LOC6555459|XP_026839826.1|DERE
OG0002655	LOC117899157|XP_034664897.1|DSUB	LOC6553776|XP_026831923.1|DERE
OG0002656	LOC117896828|XP_034661229.1|DSUB	LOC6552748|XP_026839385.1|DERE
OG0002657	LOC117896144|XP_034660108.1|DSUB	LOC6552263|XP_001980744.1|DERE
OG0002658	LOC117896161|XP_034660129.1|DSUB	LOC6554863|XP_001981106.1|DERE
OG0002659	LOC117899463|XP_034665369.1|DSUB	LOC6555353|XP_001981432.1|DERE
OG0002660	LOC117903024|XP_034670649.1|DSUB	LOC6550956|XP_001978238.1|DERE
OG0002661	LOC117897407|XP_034662122.1|DSUB	LOC6554271|XP_015009209.1|DERE
OG0002662	LOC117892282|XP_034654292.1|DSUB	LOC6548407|XP_015011507.1|DERE
OG0002663	LOC117899567|XP_034665568.1|DSUB	LOC6554948|XP_001982018.1|DERE
OG0002664	LOC117900475|XP_034666746.1|DSUB	LOC6542930|XP_026835555.1|DERE
OG0002665	LOC117892717|XP_034655028.1|DSUB	LOC6543003|XP_001970502.1|DERE
OG0002666	LOC117892712|XP_034655019.1|DSUB	LOC6541811|XP_026835486.1|DERE
OG0002667	LOC117891189|XP_034652414.1|DSUB	LOC6543263|XP_001969102.1|DERE
OG0002668	LOC117893556|XP_034656109.1|DSUB	LOC6545847|XP_026833556.1|DERE
OG0002669	LOC117900409|XP_034666655.1|DSUB	LOC6542232|XP_001969212.1|DERE
OG0002670	LOC117894133|XP_034656918.1|DSUB	LOC6543832|XP_026833811.1|DERE
OG0002671	LOC117894131|XP_034656911.1|DSUB	LOC6543836|XP_015013719.1|DERE
OG0002672	LOC117892248|XP_034654251.1|DSUB	LOC6547671|XP_015012225.1|DERE
OG0002673	LOC117889844|XP_034650228.1|DSUB	LOC6548394|XP_001976526.1|DERE
OG0002674	LOC117891185|XP_034652403.1|DSUB	LOC6541414|XP_026834448.1|DERE
OG0002675	LOC117893292|XP_034655753.1|DSUB	LOC6544488|XP_026833642.1|DERE
OG0002676	LOC117891436|XP_034652799.1|DSUB	LOC6548442|XP_026836006.1|DERE
OG0002677	LOC117892216|XP_034654207.1|DSUB	LOC6543346|XP_026834645.1|DERE
OG0002678	LOC117890720|XP_034651653.1|DSUB	LOC6547112|XP_026837133.1|DERE
OG0002679	LOC117889834|XP_034650207.1|DSUB	LOC6548410|XP_001976521.1|DERE
OG0002680	LOC117903564|XP_034671662.1|DSUB	LOC6555647|XP_001982411.2|DERE
OG0002681	LOC117891779|XP_034653336.1|DSUB	LOC6547701|XP_015012219.1|DERE
OG0002682	LOC117895851|XP_034659707.1|DSUB	LOC6543948|XP_001971925.1|DERE
OG0002683	LOC117898193|XP_034663303.1|DSUB	LOC6552964|XP_001980965.2|DERE
OG0002684	LOC117897141|XP_034661741.1|DSUB	LOC6550539|XP_001977964.1|DERE
OG0002685	LOC117895288|XP_034658721.1|DSUB	LOC6545059|XP_026833454.1|DERE
OG0002686	LOC117895591|XP_034659232.1|DSUB	LOC6546521|XP_001971274.1|DERE
OG0002687	LOC117895428|XP_034658959.1|DSUB	LOC6543561|XP_015012997.1|DERE
OG0002688	LOC117893567|XP_034656127.1|DSUB	LOC6543694|XP_001972968.1|DERE
OG0002689	LOC117903554|XP_034671646.1|DSUB	LOC6551300|XP_001978399.2|DERE
OG0002690	LOC117894562|XP_034657576.1|DSUB	LOC6543810|XP_001972359.1|DERE
OG0002691	LOC117890692|XP_034651575.1|DSUB	LOC6547372|XP_001976317.2|DERE
OG0002692	LOC117892161|XP_034654116.1|DSUB	LOC6548114|XP_001976544.1|DERE
OG0002693	LOC117895281|XP_034658706.1|DSUB	LOC6545685|XP_026832391.1|DERE
OG0002694	LOC117892350|XP_034654442.1|DSUB	LOC6542313|XP_026834214.1|DERE
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	LOC6544693|XP_001972016.1|DERE
OG0002696	LOC117893413|XP_034655915.1|DSUB	LOC6544226|XP_001973042.1|DERE
OG0002697	LOC117894127|XP_034656906.1|DSUB	LOC6543942|XP_001971399.1|DERE
OG0002698	LOC117895404|XP_034658924.1|DSUB	LOC6546510|XP_026833886.1|DERE
OG0002699	LOC117893302|XP_034655770.1|DSUB	LOC6544486|XP_001971469.1|DERE
OG0002700	LOC117895183|XP_034658539.1|DSUB	LOC6544872|XP_026833712.1|DERE
OG0002701	LOC117891624|XP_034653053.1|DSUB	LOC6547904|XP_001976398.3|DERE
OG0002702	LOC117892754|XP_034655071.1|DSUB	LOC6547939|XP_026836836.1|DERE
OG0002703	LOC117890673|XP_034651540.1|DSUB	LOC6542757|XP_026834808.1|DERE
OG0002704	LOC117889851|XP_034650241.1|DSUB	LOC6548934|XP_001975534.1|DERE
OG0002705	LOC117893058|XP_034655350.1|DSUB	LOC6545438|XP_026832767.1|DERE
OG0002706	LOC117890741|XP_034651683.1|DSUB	LOC6547275|XP_001976098.1|DERE
OG0002707	LOC117892906|XP_034655101.1|DSUB	LOC6545637|XP_015013594.1|DERE
OG0002708	LOC117894542|XP_034657553.1|DSUB	LOC6545111|XP_001973219.1|DERE
OG0002709	LOC117892697|XP_034654999.1|DSUB	LOC6541040|XP_026834799.1|DERE
OG0002710	LOC117892699|XP_034655001.1|DSUB	LOC6547644|XP_001974978.1|DERE
OG0002711	LOC117890401|XP_034651101.1|DSUB	LOC6547829|XP_001974976.1|DERE
OG0002712	LOC117890079|XP_034650625.1|DSUB	LOC6546719|XP_026835992.1|DERE
OG0002713	LOC117889904|XP_034650311.1|DSUB	LOC6546791|XP_001975885.1|DERE
OG0002714	LOC117891828|XP_034653460.1|DSUB	LOC6541286|XP_001970580.1|DERE
OG0002715	LOC117894505|XP_034657544.1|DSUB	LOC6550048|XP_026838104.1|DERE
OG0002716	LOC117891951|XP_034653698.1|DSUB	LOC6548440|XP_015012707.1|DERE
OG0002717	LOC117897619|XP_034662476.1|DSUB	LOC6552849|XP_026839889.1|DERE
OG0002718	LOC117894928|XP_034658122.1|DSUB	LOC6543879|XP_001971514.2|DERE
OG0002719	LOC117899591|XP_034665601.1|DSUB	LOC6551763|XP_001980647.1|DERE
OG0002720	LOC117893025|XP_034655274.1|DSUB	LOC6544041|XP_001971965.3|DERE
OG0002721	LOC117902289|XP_034669457.1|DSUB	LOC6549494|XP_015011946.1|DERE
OG0002722	LOC117891979|XP_034653745.1|DSUB	LOC6540690|XP_001970340.1|DERE
OG0002723	LOC117890190|XP_034650787.1|DSUB	LOC6548503|XP_001976652.1|DERE
OG0002724	LOC117897114|XP_034661655.1|DSUB	LOC6554713|XP_001981963.1|DERE
OG0002725	LOC117893837|XP_034656492.1|DSUB	LOC6545347|XP_001973362.1|DERE
OG0002726	LOC117895344|XP_034658811.1|DSUB	LOC6546416|XP_026833769.1|DERE
OG0002727	LOC117893043|XP_034655310.1|DSUB	LOC6546043|XP_001971740.1|DERE
OG0002728	LOC117890107|XP_034650664.1|DSUB	LOC6546797|XP_001975891.2|DERE
OG0002729	LOC117892975|XP_034655206.1|DSUB	LOC6544032|XP_026833062.1|DERE
OG0002730	LOC117891493|XP_034652864.1|DSUB	LOC6549504|XP_015011643.1|DERE
OG0002731	LOC117892903|XP_034655098.1|DSUB	LOC6545240|XP_001971032.1|DERE
OG0002732	LOC117890256|XP_034650899.1|DSUB	LOC6546903|XP_001975982.2|DERE
OG0002733	LOC117890220|XP_034650849.1|DSUB	LOC6546660|XP_001974572.1|DERE
OG0002734	LOC117889779|XP_034650135.1|DSUB	LOC6542086|XP_026839346.1|DERE
OG0002735	LOC117891278|XP_034652546.1|DSUB	LOC6542201|XP_015015391.1|DERE
OG0002736	LOC117891282|XP_034652561.1|DSUB	LOC6541158|XP_026835455.1|DERE
OG0002737	LOC117895485|XP_034659060.1|DSUB	LOC6545588|XP_001972145.1|DERE
OG0002738	LOC117893935|XP_034656608.1|DSUB	LOC6546335|XP_001971811.1|DERE
OG0002739	LOC117894291|XP_034657142.1|DSUB	LOC6545782|XP_026832788.1|DERE
OG0002740	LOC117894290|XP_034657141.1|DSUB	LOC6545783|XP_001973419.1|DERE
OG0002741	LOC117890002|XP_034650481.1|DSUB	LOC6547738|XP_001974992.1|DERE
OG0002742	LOC117892623|XP_034654866.1|DSUB	LOC6548205|XP_001976484.1|DERE
OG0002743	LOC117894357|XP_034657238.1|DSUB	LOC6546152|XP_026833534.1|DERE
OG0002744	LOC117893285|XP_034655742.1|DSUB	LOC6546492|XP_001973588.1|DERE
OG0002745	LOC117895465|XP_034659031.1|DSUB	LOC6545945|XP_001971205.1|DERE
OG0002746	LOC117890060|XP_034650584.1|DSUB	LOC6548775|XP_001975430.1|DERE
OG0002747	LOC117896171|XP_034660143.1|DSUB	LOC6552243|XP_001979755.1|DERE
OG0002748	LOC117892713|XP_034655024.1|DSUB	LOC6547969|XP_001976562.1|DERE
OG0002749	LOC117890593|XP_034651421.1|DSUB	LOC6548441|XP_026836479.1|DERE
OG0002750	LOC117890725|XP_034651665.1|DSUB	LOC6549617|XP_026835666.1|DERE
OG0002751	LOC117890323|XP_034651002.1|DSUB	LOC6543034|XP_026834691.1|DERE
OG0002752	LOC117890656|XP_034651518.1|DSUB	LOC6540839|XP_001970329.1|DERE
OG0002753	LOC117890632|XP_034651472.1|DSUB	LOC6548023|XP_001975180.1|DERE
OG0002754	LOC117893962|XP_034656652.1|DSUB	LOC6544947|XP_001971541.3|DERE
OG0002755	LOC117891205|XP_034652434.1|DSUB	LOC6546639|XP_001974711.1|DERE
OG0002756	LOC117893131|XP_034655472.1|DSUB	LOC6544738|XP_001973460.1|DERE
OG0002757	LOC117894209|XP_034657015.1|DSUB	LOC6544629|XP_026832425.1|DERE
OG0002758	LOC117890080|XP_034650627.1|DSUB	LOC6546826|XP_001974583.2|DERE
OG0002759	LOC117891703|XP_034653186.1|DSUB	LOC6546549|XP_015012103.1|DERE
OG0002760	LOC117891644|XP_034653082.1|DSUB	LOC6548619|XP_001976705.1|DERE
OG0002761	LOC117891324|XP_034652631.1|DSUB	LOC6547196|XP_001974743.1|DERE
OG0002762	LOC117890906|XP_034651896.1|DSUB	LOC6547155|XP_015012121.1|DERE
OG0002763	LOC117894214|XP_034657021.1|DSUB	LOC6545479|XP_001971591.1|DERE
OG0002764	LOC117893494|XP_034656019.1|DSUB	LOC6546223|XP_026833893.1|DERE
OG0002765	LOC117892581|XP_034654805.1|DSUB	LOC6546972|XP_026835637.1|DERE
OG0002766	LOC117892585|XP_034654814.1|DSUB	LOC6546971|XP_001974613.2|DERE
OG0002767	LOC117891695|XP_034653176.1|DSUB	LOC6546568|XP_015011889.1|DERE
OG0002768	LOC117892060|XP_034653884.1|DSUB	LOC6547995|XP_001976497.1|DERE
OG0002769	LOC117890278|XP_034650930.1|DSUB	LOC6546801|XP_001975895.1|DERE
OG0002770	LOC117901129|XP_034667658.1|DSUB	LOC6542266|XP_001970153.1|DERE
OG0002771	LOC117894019|XP_034656748.1|DSUB	LOC6546084|XP_026833144.1|DERE
OG0002772	LOC117895050|XP_034658319.1|DSUB	LOC6546015|XP_001972244.2|DERE
OG0002773	LOC117891171|XP_034652384.1|DSUB	LOC6546645|XP_001975854.1|DERE
OG0002774	LOC117891444|XP_034652812.1|DSUB	LOC6548212|XP_026836608.1|DERE, LOC113564474|XP_026837212.1|DERE
OG0002775	LOC117893994|XP_034656696.1|DSUB	LOC6543652|XP_026832901.1|DERE
OG0002776	LOC117895505|XP_034659094.1|DSUB	LOC6545590|XP_001972147.1|DERE
OG0002777	LOC117892995|XP_034655240.1|DSUB	LOC6543633|XP_026833151.1|DERE
OG0002778	LOC117892993|XP_034655236.1|DSUB	LOC6544015|XP_026832333.1|DERE
OG0002779	LOC117893289|XP_034655749.1|DSUB	LOC6544431|XP_026832926.1|DERE
OG0002780	LOC117897398|XP_034662108.1|DSUB	LOC6553051|XP_001979138.1|DERE
OG0002781	LOC117891352|XP_034652674.1|DSUB	LOC6549108|XP_001975573.1|DERE
OG0002782	LOC117894254|XP_034657098.1|DSUB	LOC6545508|XP_001973348.1|DERE
OG0002783	LOC117893088|XP_034655404.1|DSUB	LOC6546265|XP_001971761.2|DERE
OG0002784	LOC117891051|XP_034652115.1|DSUB	LOC6547766|XP_001976388.2|DERE
OG0002785	LOC117893093|XP_034655413.1|DSUB	LOC6543686|XP_001973698.1|DERE
OG0002786	LOC117893851|XP_034656510.1|DSUB	LOC6543939|XP_026832597.1|DERE
OG0002787	LOC117893062|XP_034655354.1|DSUB	LOC6544803|XP_001971522.1|DERE
OG0002788	LOC117893064|XP_034655362.1|DSUB	LOC6544804|XP_001971523.1|DERE
OG0002789	LOC117893642|XP_034656220.1|DSUB	LOC6543597|XP_001973599.1|DERE
OG0002790	LOC117894372|XP_034657266.1|DSUB	LOC6544009|XP_001972328.1|DERE
OG0002791	LOC117894048|XP_034656792.1|DSUB	LOC6544990|XP_001973282.1|DERE
OG0002792	LOC117891501|XP_034652882.1|DSUB	LOC6546616|XP_026836228.1|DERE
OG0002793	LOC117895216|XP_034658598.1|DSUB	LOC6545768|XP_001972180.1|DERE
OG0002794	LOC117894564|XP_034657578.1|DSUB	LOC6544678|XP_026833347.1|DERE
OG0002795	LOC117895024|XP_034658283.1|DSUB	LOC6545074|XP_026833112.1|DERE
OG0002796	LOC117895506|XP_034659096.1|DSUB	LOC6544408|XP_001972038.1|DERE
OG0002797	LOC117894379|XP_034657275.1|DSUB	LOC6544011|XP_001972330.1|DERE
OG0002798	LOC117900569|XP_034666867.1|DSUB	LOC6549231|XP_001974356.1|DERE
OG0002799	LOC117894183|XP_034656987.1|DSUB	LOC6545206|XP_026833575.1|DERE
OG0002800	LOC117894032|XP_034656762.1|DSUB	LOC6544214|XP_026832241.1|DERE
OG0002801	LOC117890919|XP_034651938.1|DSUB	LOC6548507|XP_026836827.1|DERE
OG0002802	LOC117892049|XP_034653868.1|DSUB	LOC6548369|XP_001976645.2|DERE
OG0002803	LOC117900421|XP_034666673.1|DSUB	LOC6549344|XP_001974324.1|DERE
OG0002804	LOC117891733|XP_034653217.1|DSUB	LOC6548249|XP_001975198.1|DERE
OG0002805	LOC117890180|XP_034650769.1|DSUB	LOC6542714|XP_001970501.1|DERE
OG0002806	LOC117896816|XP_034661212.1|DSUB, LOC117894050|XP_034656794.1|DSUB	LOC6544989|XP_001973281.1|DERE
OG0002807	LOC117891439|XP_034652806.1|DSUB	LOC6548443|XP_001976661.1|DERE
OG0002808	LOC117892501|XP_034654669.1|DSUB	LOC6547967|XP_015011527.1|DERE
OG0002809	LOC117895545|XP_034659139.1|DSUB	LOC6545028|XP_001972524.2|DERE
OG0002810	LOC117895287|XP_034658717.1|DSUB	LOC6545056|XP_026833452.1|DERE
OG0002811	LOC117895000|XP_034658238.1|DSUB	LOC6544663|XP_026833587.1|DERE
OG0002812	LOC117891101|XP_034652177.1|DSUB	LOC6549522|XP_001975814.1|DERE
OG0002813	LOC117892466|XP_034654609.1|DSUB	LOC6547303|XP_001974729.1|DERE
OG0002814	LOC117891761|XP_034653267.1|DSUB	LOC6547844|XP_026836516.1|DERE
OG0002815	LOC117890249|XP_034650886.1|DSUB	LOC6546590|XP_001975904.1|DERE
OG0002816	LOC117890047|XP_034650558.1|DSUB	LOC6547217|XP_001974715.1|DERE
OG0002817	LOC117892001|XP_034653780.1|DSUB	LOC6548605|XP_001973904.1|DERE
OG0002818	LOC117891674|XP_034653136.1|DSUB, LOC117891677|XP_034653143.1|DSUB	LOC6541513|XP_001969096.2|DERE
OG0002819	LOC117894616|XP_034657661.1|DSUB	LOC6545804|XP_026832445.1|DERE
OG0002820	LOC117894625|XP_034657682.1|DSUB	LOC6545801|XP_001971685.1|DERE
OG0002821	LOC117894298|XP_034657153.1|DSUB	LOC6545247|XP_001972571.2|DERE
OG0002822	LOC117891234|XP_034652471.1|DSUB	LOC6548217|XP_001975075.1|DERE
OG0002823	LOC117890054|XP_034650576.1|DSUB	LOC6542592|XP_015014735.1|DERE
OG0002824	LOC117892752|XP_034655067.1|DSUB	LOC6540678|XP_026834513.1|DERE
OG0002825	LOC117892996|XP_034655242.1|DSUB	LOC6544139|XP_001973733.1|DERE
OG0002826	LOC117890242|XP_034650879.1|DSUB	LOC6548219|XP_001975077.1|DERE
OG0002827	LOC117902925|XP_034670397.1|DSUB	LOC6555880|XP_001982757.2|DERE
OG0002828	LOC117890556|XP_034651378.1|DSUB	LOC6547923|XP_026835700.1|DERE
OG0002829	LOC117890216|XP_034650845.1|DSUB	LOC6546589|XP_001975903.1|DERE
OG0002830	LOC117892704|XP_034655007.1|DSUB	LOC6547431|XP_026836653.1|DERE
OG0002831	LOC117901978|XP_034668872.1|DSUB	LOC6548861|XP_001974049.2|DERE
OG0002832	LOC117902414|XP_034669648.1|DSUB	LOC6543221|XP_015015022.1|DERE
OG0002833	LOC117891956|XP_034653706.1|DSUB	LOC6548582|XP_015011504.1|DERE
OG0002834	LOC117889891|XP_034650293.1|DSUB	LOC6548012|XP_001976475.1|DERE
OG0002835	LOC117892150|XP_034654087.1|DSUB	LOC6546544|XP_001975909.1|DERE
OG0002836	LOC117891772|XP_034653320.1|DSUB	LOC6541047|XP_026835298.1|DERE
OG0002837	LOC117891859|XP_034653512.1|DSUB	LOC6547071|XP_026835965.1|DERE
OG0002838	LOC117889914|XP_034650331.1|DSUB	LOC6547478|XP_001976274.1|DERE
OG0002839	LOC117892722|XP_034655032.1|DSUB	LOC6547970|XP_001976563.1|DERE
OG0002840	LOC117901825|XP_034668644.1|DSUB	LOC6540845|XP_026834693.1|DERE
OG0002841	LOC117902374|XP_034669582.1|DSUB	LOC6542892|XP_001968575.1|DERE
OG0002842	LOC117900665|XP_034666998.1|DSUB	LOC6540816|XP_001969595.1|DERE
OG0002843	LOC117890977|XP_034652007.1|DSUB	LOC6542720|XP_001970569.1|DERE
OG0002844	LOC117894099|XP_034656864.1|DSUB	LOC6544110|XP_026833837.1|DERE
OG0002845	LOC117902223|XP_034669347.1|DSUB	LOC6540881|XP_001968739.1|DERE
OG0002846	LOC117890422|XP_034651133.1|DSUB	LOC6540969|XP_026834078.1|DERE
OG0002847	LOC117902220|XP_034669344.1|DSUB	LOC6541002|XP_001968740.2|DERE
OG0002848	LOC117900486|XP_034666762.1|DSUB	LOC6549611|XP_001974384.1|DERE
OG0002849	LOC117901717|XP_034668484.1|DSUB	LOC6543512|XP_001969497.1|DERE
OG0002850	LOC117902099|XP_034669093.1|DSUB	LOC6540826|XP_001969588.1|DERE
OG0002851	LOC117902165|XP_034669194.1|DSUB	LOC6541611|XP_001969968.1|DERE
OG0002852	LOC117891585|XP_034653004.1|DSUB	LOC6546863|XP_026835879.1|DERE
OG0002853	LOC117902047|XP_034669004.1|DSUB	LOC6543385|XP_001969024.2|DERE
OG0002854	LOC117900278|XP_034666481.1|DSUB	LOC6549326|XP_001974331.1|DERE
OG0002855	LOC117899971|XP_034666020.1|DSUB	LOC6542363|XP_015014870.1|DERE
OG0002856	LOC117900193|XP_034666334.1|DSUB	LOC6541984|XP_026835451.1|DERE
OG0002857	LOC117900276|XP_034666476.1|DSUB	LOC6548878|XP_026839431.1|DERE
OG0002858	LOC117902168|XP_034669198.1|DSUB	LOC113564223|XP_026835608.1|DERE, LOC6540721|XP_026835559.1|DERE
OG0002859	LOC117900056|XP_034666148.1|DSUB	LOC6543096|XP_001968451.1|DERE
OG0002860	LOC117900526|XP_034666816.1|DSUB	LOC6540714|XP_001968863.1|DERE
OG0002861	LOC117901054|XP_034667557.1|DSUB	LOC6542921|XP_001969908.1|DERE
OG0002862	LOC117901621|XP_034668340.1|DSUB	LOC6540852|XP_026834044.1|DERE
OG0002863	LOC117902523|XP_034669841.1|DSUB	LOC6542744|XP_001968567.1|DERE
OG0002864	LOC117902525|XP_034669843.1|DSUB	LOC6541551|XP_001968566.1|DERE
OG0002865	LOC117892219|XP_034654211.1|DSUB	LOC6543323|XP_001970652.1|DERE
OG0002866	LOC117895296|XP_034658742.1|DSUB	LOC6543670|XP_001971368.1|DERE
OG0002867	LOC117902422|XP_034669672.1|DSUB	LOC6542860|XP_001969654.2|DERE
OG0002868	LOC117900208|XP_034666377.1|DSUB	LOC6542089|XP_001968376.3|DERE
OG0002869	LOC117900234|XP_034666411.1|DSUB	LOC6541454|XP_001968375.1|DERE
OG0002871	LOC117902023|XP_034668973.1|DSUB	LOC6542096|XP_026835435.1|DERE
OG0002872	LOC117900311|XP_034666522.1|DSUB	LOC6541485|XP_026835598.1|DERE
OG0002873	LOC117902157|XP_034669187.1|DSUB	LOC6548936|XP_026836214.1|DERE
OG0002874	LOC117901732|XP_034668505.1|DSUB	LOC6543533|XP_001969508.1|DERE
OG0002875	LOC117901493|XP_034668152.1|DSUB	LOC6542287|XP_001968470.2|DERE
OG0002876	LOC117899153|XP_034664857.1|DSUB	LOC6550192|XP_001977581.1|DERE
OG0002877	LOC117901852|XP_034668694.1|DSUB	LOC6549179|XP_001974368.2|DERE
OG0002878	LOC117900938|XP_034667395.1|DSUB	LOC6549303|XP_026836556.1|DERE
OG0002879	LOC117893169|XP_034655538.1|DSUB	LOC6543640|XP_001971844.1|DERE
OG0002880	LOC117903347|XP_034671188.1|DSUB	LOC6555747|XP_001982450.1|DERE
OG0002881	LOC117901958|XP_034668829.1|DSUB	LOC6540786|XP_001968182.1|DERE
OG0002882	LOC117891364|XP_034652690.1|DSUB	LOC6547409|XP_001974826.1|DERE
OG0002883	LOC117901709|XP_034668471.1|DSUB	LOC6541039|XP_001968131.1|DERE
OG0002884	LOC117900812|XP_034667194.1|DSUB	LOC6542599|XP_001968460.1|DERE
OG0002885	LOC117895226|XP_034658613.1|DSUB	LOC6546008|XP_001972237.1|DERE
OG0002886	LOC117900379|XP_034666622.1|DSUB	LOC6543350|XP_001968338.1|DERE
OG0002887	LOC117900381|XP_034666623.1|DSUB	LOC6541450|XP_001968339.1|DERE
OG0002888	LOC117902029|XP_034668980.1|DSUB	LOC6549050|XP_026839406.1|DERE, LOC6549049|XP_001974033.3|DERE
OG0002889	LOC117894139|XP_034656924.1|DSUB	LOC6544162|XP_001971387.1|DERE
OG0002890	LOC117902156|XP_034669185.1|DSUB	LOC6548935|XP_001974213.1|DERE
OG0002891	LOC117901097|XP_034667616.1|DSUB	LOC6541131|XP_001969394.1|DERE
OG0002892	LOC117902134|XP_034669154.1|DSUB	LOC6542743|XP_015014449.1|DERE
OG0002893	LOC117901564|XP_034668252.1|DSUB	LOC6542255|XP_001968305.2|DERE
OG0002894	LOC117895054|XP_034658322.1|DSUB	LOC6546083|XP_026833640.1|DERE
OG0002895	LOC117891645|XP_034653083.1|DSUB	LOC6548449|XP_001976708.1|DERE
OG0002896	LOC117900046|XP_034666124.1|DSUB	LOC6541535|XP_001969628.1|DERE
OG0002897	LOC117901674|XP_034668407.1|DSUB	LOC6540880|XP_001970030.1|DERE
OG0002898	LOC117902275|XP_034669432.1|DSUB	LOC6541347|XP_001968655.1|DERE
OG0002899	LOC117900086|XP_034666185.1|DSUB	LOC6542419|XP_001968112.1|DERE
OG0002900	LOC117900202|XP_034666355.1|DSUB	LOC6542325|XP_026835549.1|DERE
OG0002901	LOC117901594|XP_034668297.1|DSUB	LOC6542219|XP_001970196.3|DERE
OG0002902	LOC117901597|XP_034668301.1|DSUB	LOC6541770|XP_001970197.1|DERE
OG0002903	LOC117900131|XP_034666248.1|DSUB	LOC6541431|XP_015014865.2|DERE
OG0002904	LOC117895648|XP_034659322.1|DSUB	LOC6545166|XP_001972574.2|DERE
