Orthogroup	DSUB.longest_only	DFIC.longest_only
OG0000797	LOC117899246|XP_034665017.1|DSUB	LOC108098949|XP_017057646.1|DFIC
OG0000798	LOC117892671|XP_034654955.1|DSUB	LOC108094916|XP_017051252.1|DFIC
OG0000798	LOC117892670|XP_034654950.1|DSUB	LOC108094896|XP_017051225.1|DFIC
OG0000799	LOC117898088|XP_034663159.1|DSUB	LOC108088089|XP_017041234.1|DFIC
OG0000799	LOC117903858|XP_034672232.1|DSUB	LOC108097165|XP_017054787.1|DFIC
OG0000800	LOC117895643|XP_034659317.1|DSUB, LOC117895645|XP_034659320.1|DSUB, LOC117893939|XP_034656618.1|DSUB	LOC108093096|XP_017048521.1|DFIC
OG0000801	LOC117892090|XP_034653973.1|DSUB	LOC108096940|XP_017054387.1|DFIC
OG0000802	LOC117902832|XP_034670342.1|DSUB	LOC108097380|XP_017055120.1|DFIC
OG0000803	LOC117900221|XP_034666396.1|DSUB	LOC108100097|XP_017059331.1|DFIC
OG0000803	LOC117892989|XP_034655232.1|DSUB	LOC108100671|XP_017060175.1|DFIC
OG0000804	LOC117890279|XP_034650931.1|DSUB	LOC108086629|XP_017039093.1|DFIC
OG0000804	LOC117896970|XP_034661410.1|DSUB	LOC108091799|XP_017046656.1|DFIC
OG0000805	LOC117889713|XP_034650025.1|DSUB	LOC108087870|XP_017040943.1|DFIC
OG0000806	LOC117900639|XP_034666960.1|DSUB	LOC108094173|XP_017050122.1|DFIC
OG0000807	LOC117900178|XP_034666314.1|DSUB	LOC108087568|XP_017040485.1|DFIC, LOC108094171|XP_017050119.1|DFIC
OG0000808	LOC117899399|XP_034665275.1|DSUB, LOC117897668|XP_034662556.1|DSUB	LOC108099639|XP_017058758.1|DFIC
OG0000810	LOC117892745|XP_034655060.1|DSUB, LOC117892746|XP_034655061.1|DSUB, LOC117892744|XP_034655059.1|DSUB	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC
OG0000811	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB	LOC108101661|XP_017061568.1|DFIC
OG0000811	LOC117892243|XP_034654245.1|DSUB	LOC108090347|XP_017044456.1|DFIC
OG0000812	LOC117889570|XP_034649859.1|DSUB	LOC108094688|XP_017050900.1|DFIC
OG0000812	LOC117895042|XP_034658310.1|DSUB	LOC108096376|XP_017053418.1|DFIC
OG0000813	LOC117890860|XP_034651838.1|DSUB	LOC108096676|XP_017053948.1|DFIC
OG0000813	LOC117901955|XP_034668822.1|DSUB	LOC108097629|XP_017055543.1|DFIC
OG0000814	LOC117901909|XP_034668766.1|DSUB	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC
OG0000815	LOC117902250|XP_034669396.1|DSUB	LOC108089972|XP_017043963.1|DFIC
OG0000816	LOC117898505|XP_034663852.1|DSUB	LOC108091255|XP_017045859.1|DFIC
OG0000816	LOC117896154|XP_034660123.1|DSUB	LOC108096123|XP_017052989.1|DFIC
OG0000817	LOC117898094|XP_034663164.1|DSUB	LOC108095692|XP_017052352.1|DFIC
OG0000817	LOC117898092|XP_034663163.1|DSUB	LOC108095731|XP_017052395.1|DFIC
OG0000818	LOC117895632|XP_034659282.1|DSUB	LOC108092951|XP_017048310.1|DFIC
OG0000819	LOC117903635|XP_034671800.1|DSUB	LOC108101882|XP_017061918.1|DFIC
OG0000819	LOC117903632|XP_034671795.1|DSUB	LOC108101892|XP_017061945.1|DFIC
OG0000820	LOC117890362|XP_034651046.1|DSUB	LOC108096902|XP_017054338.1|DFIC
OG0000821	LOC117890092|XP_034650643.1|DSUB	LOC108096955|XP_017054412.1|DFIC
OG0000822	LOC117893590|XP_034656155.1|DSUB	LOC108099801|XP_017058917.1|DFIC
OG0000822	LOC117902294|XP_034669466.1|DSUB	LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC
OG0000824	LOC117900900|XP_034667342.1|DSUB, LOC117894697|XP_034657773.1|DSUB, LOC117895890|XP_034659787.1|DSUB, LOC117903049|XP_034670679.1|DSUB, LOC117894919|XP_034658113.1|DSUB	LOC108094519|XP_017050610.1|DFIC
OG0000825	LOC117893869|XP_034656533.1|DSUB	LOC108099808|XP_017058921.1|DFIC
OG0000825	LOC117901288|XP_034667873.1|DSUB	LOC108094536|XP_017050628.1|DFIC
OG0000826	LOC117890755|XP_034651706.1|DSUB	LOC108093870|XP_017049701.1|DFIC
OG0000828	LOC117899394|XP_034665270.1|DSUB, LOC117899395|XP_034665271.1|DSUB	LOC108091872|XP_017046742.1|DFIC
OG0000830	LOC117903200|XP_034670976.1|DSUB	LOC108088623|XP_017042020.1|DFIC
OG0000831	LOC117891696|XP_034653178.1|DSUB	LOC108100463|XP_017059881.1|DFIC
OG0000832	LOC117891712|XP_034653197.1|DSUB	LOC108093921|XP_017049779.1|DFIC
OG0000832	LOC117901016|XP_034667505.1|DSUB	LOC108094386|XP_017050437.1|DFIC
OG0000833	LOC117894049|XP_034656793.1|DSUB	LOC108088324|XP_017041551.1|DFIC
OG0000834	LOC117896675|XP_034661012.1|DSUB	LOC108088388|XP_017041625.1|DFIC
OG0000835	LOC117893175|XP_034655542.1|DSUB	LOC108089496|XP_017043270.1|DFIC
OG0000836	LOC117901851|XP_034668692.1|DSUB	LOC108094396|XP_017050453.1|DFIC
OG0000836	LOC117902392|XP_034669607.1|DSUB	LOC108089151|XP_017042762.1|DFIC
OG0000837	LOC117890852|XP_034651830.1|DSUB	LOC108090922|XP_017045342.1|DFIC
OG0000837	LOC117896533|XP_034660808.1|DSUB	LOC108086494|XP_017038908.1|DFIC
OG0000838	LOC117902262|XP_034669412.1|DSUB	LOC108096039|XP_017052875.1|DFIC
OG0000838	LOC117902263|XP_034669413.1|DSUB	LOC108096041|XP_017052877.1|DFIC
OG0000839	LOC117899626|XP_034665672.1|DSUB	LOC108090109|XP_017044115.1|DFIC
OG0000840	LOC117903610|XP_034671758.1|DSUB	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC
OG0000841	LOC117897796|XP_034662736.1|DSUB	LOC108096980|XP_017054449.1|DFIC
OG0000842	LOC117891489|XP_034652861.1|DSUB	LOC108101570|XP_017061469.1|DFIC
OG0000842	LOC117897294|XP_034661929.1|DSUB	LOC108093320|XP_017048797.1|DFIC
OG0000843	LOC117891024|XP_034652077.1|DSUB	LOC108090959|XP_017045392.1|DFIC
OG0000844	LOC117892164|XP_034654122.1|DSUB	LOC108090886|XP_017045277.1|DFIC
OG0000844	LOC117897396|XP_034662105.1|DSUB	LOC108098402|XP_017056774.1|DFIC
OG0000845	LOC117903574|XP_034671681.1|DSUB	LOC108091116|XP_017045631.1|DFIC
OG0000845	LOC117894055|XP_034656802.1|DSUB	LOC108091102|XP_017045613.1|DFIC
OG0000846	LOC117897014|XP_034661477.1|DSUB	LOC108088524|XP_017041854.1|DFIC
OG0000847	LOC117891357|XP_034652683.1|DSUB	LOC108096520|XP_017053638.1|DFIC
OG0000847	LOC117892047|XP_034653863.1|DSUB	LOC108101898|XP_017061951.1|DFIC
OG0000848	LOC117901672|XP_034668403.1|DSUB	LOC108092583|XP_017047717.1|DFIC
OG0000848	LOC117902338|XP_034669528.1|DSUB	LOC108094392|XP_017050446.1|DFIC
OG0000849	LOC117901435|XP_034668069.1|DSUB	LOC108088828|XP_017042324.1|DFIC
OG0000849	LOC117902749|XP_034670227.1|DSUB	LOC108101333|XP_017061131.1|DFIC
OG0000850	LOC117889898|XP_034650300.1|DSUB	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC
OG0000850	LOC117889897|XP_034650299.1|DSUB	LOC108096962|XP_017054422.1|DFIC
OG0000851	LOC117890794|XP_034651761.1|DSUB	LOC108090527|XP_017044735.1|DFIC
OG0000852	LOC117892578|XP_034654801.1|DSUB	LOC108087841|XP_017040905.1|DFIC, LOC108087839|XP_017040903.1|DFIC, LOC108087840|XP_017040904.1|DFIC
OG0000854	LOC117903676|XP_034671903.1|DSUB	LOC108092864|XP_017048187.1|DFIC
OG0000855	LOC117894451|XP_034657443.1|DSUB	LOC108097305|XP_017055009.1|DFIC
OG0000856	LOC117894785|XP_034657905.1|DSUB	LOC108088915|XP_017042417.1|DFIC
OG0000857	LOC117903487|XP_034671445.1|DSUB	LOC108098142|XP_017056356.1|DFIC
OG0000858	LOC117896061|XP_034659967.1|DSUB	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC
OG0000860	LOC117895209|XP_034658590.1|DSUB	LOC108100430|XP_017059829.1|DFIC
OG0000860	LOC117894883|XP_034658050.1|DSUB	LOC108099072|XP_017057845.1|DFIC
OG0000861	LOC117891215|XP_034652448.1|DSUB	LOC108087653|XP_017040621.1|DFIC
OG0000862	LOC117890900|XP_034651886.1|DSUB	LOC108095152|XP_017051579.1|DFIC
OG0000862	LOC117902151|XP_034669181.1|DSUB	LOC108102216|XP_017062428.1|DFIC
OG0000863	LOC117898692|XP_034664197.1|DSUB	LOC108099482|XP_017058528.1|DFIC
OG0000864	LOC117901424|XP_034668052.1|DSUB	LOC108092766|XP_017047988.1|DFIC
OG0000864	LOC117903591|XP_034671704.1|DSUB	LOC108095600|XP_017052253.1|DFIC
OG0000865	LOC117897304|XP_034661942.1|DSUB	LOC108098956|XP_017057657.1|DFIC
OG0000866	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB	LOC108101290|XP_017061079.1|DFIC, LOC108101291|XP_017061080.1|DFIC
OG0000867	LOC117901840|XP_034668672.1|DSUB	LOC108089230|XP_017042876.1|DFIC
OG0000868	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB	LOC108091248|XP_017045850.1|DFIC
OG0000869	LOC117898684|XP_034664179.1|DSUB	LOC108098527|XP_017056997.1|DFIC
OG0000870	LOC117892389|XP_034654496.1|DSUB	LOC108090671|XP_017044942.1|DFIC
OG0000871	LOC117891499|XP_034652879.1|DSUB	LOC108087602|XP_017040530.1|DFIC, LOC108087702|XP_017040707.1|DFIC
OG0000872	LOC117889870|XP_034650269.1|DSUB	LOC108090868|XP_017045249.1|DFIC
OG0000873	LOC117893456|XP_034655967.1|DSUB	LOC108093570|XP_017049154.1|DFIC
OG0000874	LOC117891144|XP_034652283.1|DSUB	LOC108086486|XP_017038898.1|DFIC
OG0000874	LOC117890626|XP_034651464.1|DSUB	LOC108090534|XP_017044750.1|DFIC
OG0000875	LOC117894676|XP_034657745.1|DSUB	LOC108100149|XP_017059394.1|DFIC
OG0000877	LOC117893832|XP_034656486.1|DSUB	LOC108088900|XP_017042390.1|DFIC
OG0000877	LOC117903097|XP_034670800.1|DSUB	LOC108092984|XP_017048365.1|DFIC
OG0000878	LOC117890964|XP_034651994.1|DSUB	LOC108096933|XP_017054374.1|DFIC
OG0000879	LOC117890228|XP_034650857.1|DSUB	LOC108094806|XP_017051066.1|DFIC
OG0000880	LOC117892046|XP_034653867.1|DSUB	LOC108092824|XP_017048117.1|DFIC
OG0000880	LOC117893345|XP_034655826.1|DSUB	LOC108089702|XP_017043538.1|DFIC
OG0000881	LOC117894174|XP_034656969.1|DSUB	LOC108093043|XP_017048440.1|DFIC, LOC108093223|XP_017048683.1|DFIC, LOC108093225|XP_017048684.1|DFIC
OG0000882	LOC117903436|XP_034671351.1|DSUB	LOC108098102|XP_017056302.1|DFIC
OG0000882	LOC117900113|XP_034666229.1|DSUB	LOC108089790|XP_017043674.1|DFIC
OG0000883	LOC117902707|XP_034670157.1|DSUB	LOC108097762|XP_017055771.1|DFIC
OG0000884	LOC117900769|XP_034667140.1|DSUB	LOC108089797|XP_017043682.1|DFIC
OG0000885	LOC117898445|XP_034663741.1|DSUB	LOC108087965|XP_017041052.1|DFIC
OG0000886	LOC117896268|XP_034660351.1|DSUB	LOC108087167|XP_017039897.1|DFIC
OG0000887	LOC117898452|XP_034663754.1|DSUB	LOC108091241|XP_017045843.1|DFIC
OG0000888	LOC117893080|XP_034655387.1|DSUB	LOC108099077|XP_017057858.1|DFIC
OG0000889	LOC117895618|XP_034659260.1|DSUB	LOC108088759|XP_017042196.1|DFIC
OG0000890	LOC117890898|XP_034651883.1|DSUB	LOC108096857|XP_017054271.1|DFIC
OG0000891	LOC117902390|XP_034669605.1|DSUB	LOC108093485|XP_017049060.1|DFIC
OG0000892	LOC117894088|XP_034656848.1|DSUB	LOC108100436|XP_017059845.1|DFIC
OG0000893	LOC117897888|XP_034662855.1|DSUB	LOC108093525|XP_017049107.1|DFIC
OG0000894	LOC117897395|XP_034662104.1|DSUB	LOC108098281|XP_017056577.1|DFIC, LOC108089087|XP_017042686.1|DFIC
OG0000895	LOC117892392|XP_034654499.1|DSUB, LOC117892394|XP_034654500.1|DSUB	LOC108090581|XP_017044819.1|DFIC
OG0000896	LOC117903862|XP_034672240.1|DSUB	LOC108097320|XP_017055029.1|DFIC
OG0000897	LOC117898755|XP_034664272.1|DSUB	LOC108095717|XP_017052381.1|DFIC
OG0000897	LOC117896945|XP_034661379.1|DSUB	LOC108095709|XP_017052370.1|DFIC
OG0000898	LOC117890989|XP_034652031.1|DSUB	LOC108090586|XP_017044825.1|DFIC
OG0000898	LOC117890750|XP_034651700.1|DSUB	LOC108096530|XP_017053702.1|DFIC
OG0000899	LOC117897742|XP_034662673.1|DSUB	LOC108099624|XP_017058739.1|DFIC
OG0000900	LOC117890668|XP_034651535.1|DSUB	LOC108096561|XP_017053742.1|DFIC
OG0000900	LOC117889895|XP_034650297.1|DSUB	LOC108096560|XP_017053738.1|DFIC
OG0000901	LOC117892613|XP_034654854.1|DSUB	LOC108090691|XP_017044965.1|DFIC
OG0000901	LOC117890548|XP_034651365.1|DSUB	LOC108090708|XP_017044991.1|DFIC
OG0000902	LOC117903816|XP_034672147.1|DSUB	LOC108095265|XP_017051779.1|DFIC
OG0000902	LOC117903231|XP_034671022.1|DSUB	LOC108095267|XP_017051780.1|DFIC
OG0000903	LOC117894641|XP_034657703.1|DSUB	LOC108089620|XP_017043470.1|DFIC
OG0000903	LOC117894639|XP_034657701.1|DSUB	LOC108089334|XP_017043003.1|DFIC
OG0000904	LOC117893007|XP_034655254.1|DSUB	LOC108099173|XP_017058023.1|DFIC
OG0000904	LOC117893009|XP_034655256.1|DSUB	LOC108098980|XP_017057685.1|DFIC
OG0000906	LOC117890797|XP_034651764.1|DSUB	LOC108086477|XP_017038893.1|DFIC
OG0000907	LOC117891031|XP_034652088.1|DSUB	LOC108090960|XP_017045393.1|DFIC
OG0000909	LOC117896456|XP_034660676.1|DSUB	LOC108087374|XP_017040205.1|DFIC
OG0000910	LOC117903736|XP_034671985.1|DSUB	LOC108098871|XP_017057547.1|DFIC
OG0000911	LOC117891698|XP_034653181.1|DSUB	LOC108094048|XP_017049971.1|DFIC
OG0000912	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB	LOC108096430|XP_017053508.1|DFIC, LOC108096437|XP_017053519.1|DFIC
OG0000913	LOC117895191|XP_034658561.1|DSUB	LOC108089443|XP_017043169.1|DFIC
OG0000914	LOC117890297|XP_034650956.1|DSUB	LOC108086661|XP_017039133.1|DFIC
OG0000915	LOC117890118|XP_034650682.1|DSUB	LOC108090287|XP_017044387.1|DFIC
OG0000916	LOC117902779|XP_034670266.1|DSUB	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC
OG0000917	LOC117902191|XP_034669258.1|DSUB	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC
OG0000918	LOC117902111|XP_034669113.1|DSUB	LOC108092366|XP_017047392.1|DFIC
OG0000921	LOC117903531|XP_034671597.1|DSUB	LOC108097125|XP_017054710.1|DFIC, LOC108097235|XP_017054893.1|DFIC, LOC108097381|XP_017055121.1|DFIC
OG0000923	LOC117897091|XP_034661626.1|DSUB	LOC108099975|XP_017059156.1|DFIC, LOC108099543|XP_017058607.1|DFIC
OG0000924	LOC117903123|XP_034670840.1|DSUB	LOC108091195|XP_017045765.1|DFIC
OG0000925	LOC117898112|XP_034663189.1|DSUB	LOC108086860|XP_017039405.1|DFIC, LOC108086861|XP_017039406.1|DFIC
OG0000926	LOC117898103|XP_034663176.1|DSUB	LOC108091722|XP_017046554.1|DFIC, LOC108089076|XP_017042671.1|DFIC
OG0000926	LOC117896820|XP_034661214.1|DSUB	LOC108096305|XP_017053284.1|DFIC
OG0000927	LOC117896959|XP_034661395.1|DSUB	LOC108096014|XP_017052853.1|DFIC
OG0000927	LOC117896542|XP_034660816.1|DSUB	LOC108095917|XP_017052733.1|DFIC
OG0000928	LOC117901170|XP_034667715.1|DSUB	LOC108102187|XP_017062382.1|DFIC
OG0000928	LOC117901171|XP_034667716.1|DSUB	LOC108102138|XP_017062300.1|DFIC
OG0000929	LOC117900788|XP_034667158.1|DSUB	LOC108092561|XP_017047689.1|DFIC
OG0000929	LOC117900789|XP_034667159.1|DSUB	LOC108092562|XP_017047690.1|DFIC
OG0000930	LOC117894755|XP_034657859.1|DSUB, LOC117894276|XP_034657122.1|DSUB	LOC108089329|XP_017042996.1|DFIC, LOC108089490|XP_017043258.1|DFIC
OG0000931	LOC117890246|XP_034650884.1|DSUB	LOC108096537|XP_017053712.1|DFIC
OG0000931	LOC117900532|XP_034666823.1|DSUB	LOC108101361|XP_017061161.1|DFIC
OG0000932	LOC117893524|XP_034656055.1|DSUB	LOC108100220|XP_017059485.1|DFIC
OG0000932	LOC117894756|XP_034657864.1|DSUB	LOC108100224|XP_017059490.1|DFIC
OG0000933	LOC117891266|XP_034652530.1|DSUB	LOC108095115|XP_017051541.1|DFIC
OG0000933	LOC117891267|XP_034652532.1|DSUB	LOC108095116|XP_017051543.1|DFIC
OG0000934	LOC117890392|XP_034651088.1|DSUB, LOC117890447|XP_034651169.1|DSUB	LOC108090288|XP_017044388.1|DFIC, LOC108090300|XP_017044399.1|DFIC
OG0000935	LOC117898689|XP_034664196.1|DSUB	LOC108097525|XP_017055352.1|DFIC
OG0000936	LOC117896509|XP_034660754.1|DSUB	LOC108101430|XP_017061249.1|DFIC
OG0000937	LOC117899350|XP_034665194.1|DSUB	LOC108086589|XP_017039038.1|DFIC
OG0000938	LOC117903601|XP_034671733.1|DSUB	LOC108094676|XP_017050881.1|DFIC
OG0000939	LOC117901599|XP_034668302.1|DSUB	LOC108100812|XP_017060368.1|DFIC
OG0000940	LOC117895700|XP_034659439.1|DSUB	LOC108100684|XP_017060189.1|DFIC
OG0000941	LOC117900854|XP_034667266.1|DSUB	LOC108096573|XP_017053759.1|DFIC
OG0000941	LOC117903840|XP_034672186.1|DSUB	LOC108097782|XP_017055801.1|DFIC
OG0000942	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB	LOC108093074|XP_017048476.1|DFIC
OG0000943	LOC117890702|XP_034651607.1|DSUB	LOC108093772|XP_017049531.1|DFIC
OG0000944	LOC117890053|XP_034650579.1|DSUB	LOC108097751|XP_017055751.1|DFIC
OG0000945	LOC117892913|XP_034655117.1|DSUB	LOC108100297|XP_017059584.1|DFIC
OG0000946	LOC117900990|XP_034667477.1|DSUB	LOC108100880|XP_017060478.1|DFIC
OG0000947	LOC117889847|XP_034650231.1|DSUB	LOC108090746|XP_017045062.1|DFIC
OG0000948	LOC117893090|XP_034655408.1|DSUB	LOC108099142|XP_017057973.1|DFIC
OG0000949	LOC117903043|XP_034670672.1|DSUB, LOC117903045|XP_034670673.1|DSUB	LOC108095529|XP_017052140.1|DFIC
OG0000950	LOC117898460|XP_034663776.1|DSUB	LOC108097659|XP_017055583.1|DFIC
OG0000950	LOC117896669|XP_034661007.1|DSUB	LOC108096140|XP_017053010.1|DFIC
OG0000951	LOC117899370|XP_034665241.1|DSUB	LOC108087955|XP_017041033.1|DFIC
OG0000952	LOC117902731|XP_034670196.1|DSUB	LOC108093489|XP_017049068.1|DFIC
OG0000954	LOC117891459|XP_034652833.1|DSUB	LOC108094236|XP_017050183.1|DFIC, LOC108094197|XP_017050139.1|DFIC
OG0000955	LOC117899512|XP_034665455.1|DSUB	LOC108091591|XP_017046355.1|DFIC
OG0000955	LOC117899503|XP_034665444.1|DSUB	LOC108091590|XP_017046354.1|DFIC
OG0000956	LOC117896355|XP_034660521.1|DSUB	LOC108101104|XP_017060806.1|DFIC
OG0000956	LOC117896358|XP_034660524.1|DSUB	LOC108101029|XP_017060687.1|DFIC
OG0000957	LOC117892484|XP_034654628.1|DSUB	LOC108093608|XP_017049224.1|DFIC
OG0000957	LOC117892485|XP_034654630.1|DSUB	LOC108093609|XP_017049225.1|DFIC
OG0000958	LOC117896006|XP_034659894.1|DSUB	LOC108087252|XP_017040045.1|DFIC
OG0000958	LOC117890604|XP_034651434.1|DSUB	LOC108095136|XP_017051563.1|DFIC
OG0000959	LOC117899165|XP_034664914.1|DSUB, LOC117894949|XP_034658166.1|DSUB, LOC117893197|XP_034655603.1|DSUB	LOC108092895|XP_017048232.1|DFIC, LOC108095963|XP_017052792.1|DFIC
OG0000960	LOC117892385|XP_034654491.1|DSUB	LOC108097017|XP_017054505.1|DFIC
OG0000961	LOC117895830|XP_034659658.1|DSUB	LOC108096289|XP_017053251.1|DFIC
OG0000961	LOC117895831|XP_034659659.1|DSUB	LOC108096290|XP_017053252.1|DFIC
OG0000962	LOC117896326|XP_034660454.1|DSUB	LOC108091588|XP_017046352.1|DFIC, LOC108091592|XP_017046356.1|DFIC, LOC108091599|XP_017046365.1|DFIC
OG0000963	LOC117903584|XP_034671694.1|DSUB	LOC108088569|XP_017041905.1|DFIC
OG0000964	LOC117890027|XP_034650533.1|DSUB	LOC108093866|XP_017049696.1|DFIC
OG0000965	LOC117903296|XP_034671116.1|DSUB	LOC108088728|XP_017042166.1|DFIC
OG0000966	LOC117896371|XP_034660537.1|DSUB	LOC108096644|XP_017053896.1|DFIC, LOC108086838|XP_017039375.1|DFIC
OG0000968	LOC117893323|XP_034655802.1|DSUB	LOC108089562|XP_017043395.1|DFIC
OG0000969	LOC117889954|XP_034650402.1|DSUB	LOC108095167|XP_017051614.1|DFIC
OG0000970	LOC117903646|XP_034671838.1|DSUB, LOC117898785|XP_034664313.1|DSUB	LOC108095921|XP_017052742.1|DFIC
OG0000971	LOC117901222|XP_034667783.1|DSUB	LOC108101970|XP_017062047.1|DFIC, LOC108098275|XP_017056566.1|DFIC
OG0000972	LOC117894574|XP_034657603.1|DSUB	LOC108093231|XP_017048691.1|DFIC
OG0000973	LOC117894747|XP_034657849.1|DSUB, LOC117896890|XP_034661317.1|DSUB	LOC108097216|XP_017054852.1|DFIC
OG0000974	LOC117894194|XP_034657001.1|DSUB	LOC108100255|XP_017059520.1|DFIC
OG0000975	LOC117899364|XP_034665234.1|DSUB, LOC117899575|XP_034665579.1|DSUB	LOC108102054|XP_017062169.1|DFIC
OG0000976	LOC117898195|XP_034663306.1|DSUB	LOC108097521|XP_017055338.1|DFIC
OG0000977	LOC117896528|XP_034660790.1|DSUB	LOC108097100|XP_017054659.1|DFIC
OG0000977	LOC117896515|XP_034660774.1|DSUB	LOC108097070|XP_017054600.1|DFIC
OG0000978	LOC117899594|XP_034665604.1|DSUB	LOC108096686|XP_017053977.1|DFIC, LOC108092190|XP_017047206.1|DFIC
OG0000979	LOC117891730|XP_034653214.1|DSUB	LOC108096866|XP_017054281.1|DFIC
OG0000980	LOC117899223|XP_034664988.1|DSUB	LOC108095736|XP_017052402.1|DFIC
OG0000980	LOC117896612|XP_034660936.1|DSUB	LOC108091701|XP_017046528.1|DFIC
OG0000981	LOC117901848|XP_034668686.1|DSUB	LOC108089185|XP_017042811.1|DFIC
OG0000982	LOC117897066|XP_034661561.1|DSUB	LOC108098915|XP_017057606.1|DFIC
OG0000984	LOC117901196|XP_034667740.1|DSUB	LOC108095646|XP_017052301.1|DFIC
OG0000984	LOC117900484|XP_034666759.1|DSUB	LOC108093452|XP_017049017.1|DFIC
OG0000985	LOC117890368|XP_034651054.1|DSUB	LOC108093915|XP_017049772.1|DFIC
OG0000986	LOC117901876|XP_034668724.1|DSUB	LOC108098205|XP_017056434.1|DFIC
OG0000986	LOC117901017|XP_034667506.1|DSUB	LOC108094400|XP_017050457.1|DFIC
OG0000987	LOC117902052|XP_034669053.1|DSUB	LOC108093457|XP_017049021.1|DFIC
OG0000987	LOC117899513|XP_034665456.1|DSUB	LOC108091608|XP_017046378.1|DFIC
OG0000988	LOC117902644|XP_034670060.1|DSUB	LOC108093493|XP_017049071.1|DFIC
OG0000990	LOC117898579|XP_034663997.1|DSUB	LOC108088478|XP_017041763.1|DFIC, LOC108097722|XP_017055706.1|DFIC
OG0000991	LOC117898956|XP_034664585.1|DSUB	LOC108097405|XP_017055148.1|DFIC
OG0000991	LOC117903063|XP_034670703.1|DSUB	LOC108102209|XP_017062421.1|DFIC
OG0000992	LOC117897859|XP_034662823.1|DSUB	LOC108091651|XP_017046445.1|DFIC
OG0000993	LOC117898049|XP_034663099.1|DSUB	LOC108097727|XP_017055716.1|DFIC
OG0000994	LOC117903722|XP_034671962.1|DSUB	LOC108097379|XP_017055119.1|DFIC
OG0000995	LOC117893385|XP_034655872.1|DSUB	LOC108094631|XP_017050809.1|DFIC
OG0000996	LOC117890036|XP_034650545.1|DSUB	LOC108093879|XP_017049715.1|DFIC
OG0000997	LOC117892676|XP_034654965.1|DSUB	LOC108096919|XP_017054360.1|DFIC
OG0000998	LOC117895560|XP_034659160.1|DSUB	LOC108098990|XP_017057702.1|DFIC
OG0000999	LOC117891704|XP_034653192.1|DSUB	LOC108092912|XP_017048260.1|DFIC
OG0001000	LOC117889783|XP_034650141.1|DSUB	LOC108097289|XP_017055030.1|DFIC
OG0001001	LOC117892455|XP_034654595.1|DSUB	LOC108101878|XP_017061907.1|DFIC
OG0001002	LOC117900490|XP_034666769.1|DSUB	LOC108096094|XP_017052950.1|DFIC
OG0001003	LOC117896070|XP_034659984.1|DSUB	LOC108098863|XP_017057534.1|DFIC, LOC108090434|XP_017044600.1|DFIC
OG0001004	LOC117896454|XP_034660675.1|DSUB	LOC108098860|XP_017057515.1|DFIC
OG0001005	LOC117895386|XP_034658902.1|DSUB	LOC108101151|XP_017060863.1|DFIC, LOC108097158|XP_017054774.1|DFIC
OG0001006	LOC117894848|XP_034657994.1|DSUB	LOC108098784|XP_017057408.1|DFIC, LOC108100173|XP_017059429.1|DFIC, LOC108094488|XP_017050566.1|DFIC
OG0001007	LOC117891259|XP_034652522.1|DSUB	LOC108090977|XP_017045420.1|DFIC
OG0001008	LOC117889617|XP_034649932.1|DSUB	LOC108102137|XP_017062297.1|DFIC
OG0001009	LOC117898746|XP_034664259.1|DSUB, LOC117897638|XP_034662504.1|DSUB	LOC108099352|XP_017058320.1|DFIC
