Orthogroup	DSUB.longest_only	DEUG.longest_only
OG0000152	LOC117896894|XP_034661318.1|DSUB	LOC108115979|XP_017083126.1|DEUG
OG0000153	LOC117898085|XP_034663155.1|DSUB	LOC108111678|XP_017076704.1|DEUG
OG0000153	LOC117897538|XP_034662350.1|DSUB	LOC108111649|XP_017076669.1|DEUG
OG0000153	LOC117897537|XP_034662349.1|DSUB	LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG
OG0000154	LOC117895969|XP_034659819.1|DSUB	LOC108115705|XP_017082765.1|DEUG
OG0000154	LOC117895972|XP_034659823.1|DSUB	LOC108115703|XP_017082764.1|DEUG
OG0000154	LOC117893214|XP_034655639.1|DSUB	LOC108104278|XP_017065729.1|DEUG
OG0000155	LOC117894277|XP_034657124.1|DSUB	LOC108104904|XP_017066726.1|DEUG
OG0000155	LOC117893600|XP_034656166.1|DSUB	LOC108102721|XP_017063350.1|DEUG
OG0000155	LOC117893601|XP_034656167.1|DSUB	LOC108102717|XP_017063345.1|DEUG
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG
OG0000157	LOC117889940|XP_034650366.1|DSUB	LOC108104458|XP_017066010.1|DEUG
OG0000158	LOC117891297|XP_034652594.1|DSUB	LOC108109175|XP_017073090.1|DEUG
OG0000158	LOC117893802|XP_034656437.1|DSUB	LOC108102719|XP_017063348.1|DEUG
OG0000158	LOC117893202|XP_034655608.1|DSUB	LOC108102720|XP_017063349.1|DEUG
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC108116759|XP_017084269.1|DEUG
OG0000159	LOC117892899|XP_034655089.1|DSUB	LOC108108590|XP_017072173.1|DEUG
OG0000159	LOC117893536|XP_034656071.1|DSUB	LOC108118237|XP_017086310.1|DEUG
OG0000160	LOC117899677|XP_034665757.1|DSUB	LOC108109583|XP_017073648.1|DEUG
OG0000160	LOC117899675|XP_034665754.1|DSUB	LOC108109571|XP_017073636.1|DEUG
OG0000161	LOC117893282|XP_034655736.1|DSUB	LOC108104624|XP_017066286.1|DEUG
OG0000161	LOC117901892|XP_034668744.1|DSUB	LOC108115229|XP_017082076.1|DEUG, LOC108115228|XP_017082075.1|DEUG, LOC108116938|XP_017084574.1|DEUG
OG0000161	LOC117903116|XP_034670832.1|DSUB	LOC108103941|XP_017065188.1|DEUG
OG0000162	LOC117900348|XP_034666584.1|DSUB	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG
OG0000162	LOC117902071|XP_034669047.1|DSUB	LOC108102623|XP_017063221.1|DEUG
OG0000163	LOC117902204|XP_034669314.1|DSUB	LOC108104731|XP_017066457.1|DEUG
OG0000163	LOC117896958|XP_034661394.1|DSUB	LOC108111189|XP_017076065.1|DEUG
OG0000164	LOC117890440|XP_034651161.1|DSUB	LOC108106413|XP_017068923.1|DEUG
OG0000165	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG
OG0000166	LOC117890608|XP_034651437.1|DSUB	LOC108108883|XP_017072590.1|DEUG
OG0000166	LOC117891446|XP_034652817.1|DSUB	LOC108108864|XP_017072570.1|DEUG
OG0000167	LOC117894729|XP_034657814.1|DSUB	LOC108108263|XP_017071710.1|DEUG
OG0000167	LOC117893548|XP_034656090.1|DSUB	LOC108108289|XP_017071781.1|DEUG
OG0000167	LOC117894730|XP_034657815.1|DSUB	LOC108108284|XP_017071775.1|DEUG
OG0000167	LOC117893820|XP_034656462.1|DSUB	LOC108108287|XP_017071779.1|DEUG
OG0000168	LOC117890494|XP_034651276.1|DSUB	LOC108104756|XP_017066480.1|DEUG
OG0000168	LOC117897834|XP_034662788.1|DSUB	LOC108115919|XP_017083045.1|DEUG, LOC108115920|XP_017083046.1|DEUG, LOC108115941|XP_017083067.1|DEUG
OG0000168	LOC117899295|XP_034665103.1|DSUB	LOC108115969|XP_017083095.1|DEUG
OG0000168	LOC117899296|XP_034665104.1|DSUB	LOC108115921|XP_017083047.1|DEUG
OG0000169	LOC117897044|XP_034661518.1|DSUB	LOC108116623|XP_017084089.1|DEUG
OG0000169	LOC117895530|XP_034659127.1|DSUB	LOC108117387|XP_017085271.1|DEUG
OG0000169	LOC117898312|XP_034663487.1|DSUB	LOC108117167|XP_017084933.1|DEUG
OG0000170	LOC117900911|XP_034667363.1|DSUB	LOC108105702|XP_017067901.1|DEUG
OG0000170	LOC117900913|XP_034667365.1|DSUB	LOC108105704|XP_017067904.1|DEUG
OG0000170	LOC117900912|XP_034667364.1|DSUB	LOC108105703|XP_017067903.1|DEUG
OG0000171	LOC117899975|XP_034666025.1|DSUB	LOC108105797|XP_017068018.1|DEUG
OG0000171	LOC117902180|XP_034669242.1|DSUB	LOC108110562|XP_017075149.1|DEUG
OG0000171	LOC117903283|XP_034671094.1|DSUB	LOC108103764|XP_017064873.1|DEUG
OG0000172	LOC117894880|XP_034658039.1|DSUB	LOC108108020|XP_017071368.1|DEUG
OG0000173	LOC117889920|XP_034650337.1|DSUB	LOC108112309|XP_017077623.1|DEUG
OG0000174	LOC117890439|XP_034651160.1|DSUB	LOC108112284|XP_017077595.1|DEUG
OG0000174	LOC117900977|XP_034667461.1|DSUB	LOC108110626|XP_017075214.1|DEUG
OG0000174	LOC117890637|XP_034651479.1|DSUB	LOC108112428|XP_017077760.1|DEUG
OG0000175	LOC117898350|XP_034663574.1|DSUB	LOC108116431|XP_017083815.1|DEUG
OG0000175	LOC117897221|XP_034661827.1|DSUB	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG
OG0000176	LOC117895860|XP_034659719.1|DSUB	LOC108107990|XP_017071328.1|DEUG
OG0000176	LOC117895862|XP_034659721.1|DSUB	LOC108107991|XP_017071329.1|DEUG
OG0000176	LOC117893483|XP_034656004.1|DSUB	LOC108107796|XP_017071001.1|DEUG
OG0000176	LOC117893484|XP_034656005.1|DSUB	LOC108107799|XP_017071003.1|DEUG
OG0000177	LOC117897385|XP_034662088.1|DSUB	LOC108103001|XP_017063808.1|DEUG
OG0000177	LOC117897410|XP_034662127.1|DSUB	LOC108116050|XP_017083238.1|DEUG
OG0000177	LOC117893427|XP_034655935.1|DSUB	LOC108105981|XP_017068298.1|DEUG
OG0000178	LOC117903623|XP_034671772.1|DSUB	LOC108105487|XP_017067596.1|DEUG
OG0000179	LOC117890570|XP_034651393.1|DSUB	LOC108104857|XP_017066666.1|DEUG
OG0000179	LOC117890428|XP_034651139.1|DSUB	LOC108106368|XP_017068841.1|DEUG
OG0000179	LOC117900453|XP_034666716.1|DSUB	LOC108105864|XP_017068126.1|DEUG
OG0000180	LOC117890885|XP_034651869.1|DSUB	LOC108113179|XP_017079188.1|DEUG
OG0000180	LOC117890102|XP_034650657.1|DSUB, LOC117891492|XP_034652863.1|DSUB	LOC108113177|XP_017079186.1|DEUG, LOC108113178|XP_017079187.1|DEUG
OG0000181	LOC117897186|XP_034661776.1|DSUB	LOC108115009|XP_017081740.1|DEUG
OG0000181	LOC117897566|XP_034662398.1|DSUB	LOC108115873|XP_017082993.1|DEUG
OG0000181	LOC117898105|XP_034663178.1|DSUB	LOC108113546|XP_017079629.1|DEUG
OG0000182	LOC117896963|XP_034661399.1|DSUB	LOC108115246|XP_017082091.1|DEUG
OG0000182	LOC117899629|XP_034665675.1|DSUB	LOC108115346|XP_017082257.1|DEUG
OG0000182	LOC117899628|XP_034665674.1|DSUB	LOC108115347|XP_017082258.1|DEUG
OG0000183	LOC117903094|XP_034670793.1|DSUB	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG
OG0000183	LOC117893638|XP_034656216.1|DSUB	LOC108114022|XP_017080258.1|DEUG
OG0000183	LOC117895513|XP_034659103.1|DSUB	LOC108117378|XP_017085255.1|DEUG
OG0000184	LOC117902054|XP_034669016.1|DSUB	LOC108118335|XP_017086459.1|DEUG
OG0000184	LOC117902053|XP_034669015.1|DSUB	LOC108118334|XP_017086458.1|DEUG
OG0000185	LOC117892369|XP_034654470.1|DSUB	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG
OG0000185	LOC117897806|XP_034662746.1|DSUB	LOC108113655|XP_017079815.1|DEUG
OG0000185	LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB	LOC108113012|XP_017078920.1|DEUG
OG0000186	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG
OG0000187	LOC117903812|XP_034672140.1|DSUB	LOC108117409|XP_017085306.1|DEUG
OG0000188	LOC117903153|XP_034670880.1|DSUB	LOC108103618|XP_017064651.1|DEUG
OG0000188	LOC117892802|XP_034655080.1|DSUB	LOC108104933|XP_017066776.1|DEUG
OG0000189	LOC117902689|XP_034670122.1|DSUB	LOC108110808|XP_017075528.1|DEUG
OG0000189	LOC117900283|XP_034666524.1|DSUB	LOC108105434|XP_017067507.1|DEUG
OG0000189	LOC117903589|XP_034671701.1|DSUB	LOC108103850|XP_017065039.1|DEUG
OG0000190	LOC117890305|XP_034650970.1|DSUB	LOC108112697|XP_017078397.1|DEUG
OG0000190	LOC117903700|XP_034671934.1|DSUB	LOC108103891|XP_017065116.1|DEUG
OG0000190	LOC117891311|XP_034652612.1|DSUB	LOC108113353|XP_017079405.1|DEUG
OG0000191	LOC117891419|XP_034652776.1|DSUB	LOC108113132|XP_017079125.1|DEUG
OG0000191	LOC117891421|XP_034652782.1|DSUB	LOC108112125|XP_017077364.1|DEUG
OG0000191	LOC117892089|XP_034653972.1|DSUB	LOC108113324|XP_017079369.1|DEUG
OG0000192	LOC117897362|XP_034662037.1|DSUB	LOC108116312|XP_017083591.1|DEUG
OG0000192	LOC117893373|XP_034655858.1|DSUB	LOC108114095|XP_017080343.1|DEUG
OG0000192	LOC117893370|XP_034655854.1|DSUB	LOC108114035|XP_017080270.1|DEUG
OG0000193	LOC117902524|XP_034669842.1|DSUB	LOC108111230|XP_017076121.1|DEUG
OG0000193	LOC117893237|XP_034655685.1|DSUB	LOC108107714|XP_017070812.1|DEUG
OG0000195	LOC117899374|XP_034665245.1|DSUB, LOC117889636|XP_034649986.1|DSUB	LOC108105410|XP_017067446.1|DEUG
OG0000195	LOC117891519|XP_034652907.1|DSUB	LOC108106786|XP_017069519.1|DEUG
OG0000196	LOC117901631|XP_034668352.1|DSUB	LOC108118482|XP_017086703.1|DEUG
OG0000196	LOC117901458|XP_034668103.1|DSUB	LOC108118491|XP_017086714.1|DEUG
OG0000196	LOC117900705|XP_034667050.1|DSUB	LOC108118467|XP_017086678.1|DEUG
OG0000197	LOC117903572|XP_034671683.1|DSUB	LOC108104331|XP_017065807.1|DEUG
OG0000197	LOC117903679|XP_034671912.1|DSUB	LOC108104340|XP_017065823.1|DEUG
OG0000197	LOC117903533|XP_034671607.1|DSUB	LOC108104326|XP_017065800.1|DEUG
OG0000198	LOC117891005|XP_034652053.1|DSUB	LOC108111903|XP_017077030.1|DEUG
OG0000198	LOC117889750|XP_034650087.1|DSUB	LOC108106219|XP_017068633.1|DEUG, LOC108106220|XP_017068635.1|DEUG, LOC108106221|XP_017068636.1|DEUG
OG0000199	LOC117890340|XP_034651022.1|DSUB	LOC108113298|XP_017079338.1|DEUG
OG0000199	LOC117890338|XP_034651020.1|DSUB	LOC108113297|XP_017079337.1|DEUG
OG0000199	LOC117890613|XP_034651444.1|DSUB	LOC108112348|XP_017077664.1|DEUG
OG0000199	LOC117890339|XP_034651021.1|DSUB	LOC108113299|XP_017079339.1|DEUG
OG0000200	LOC117899074|XP_034664734.1|DSUB	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG
OG0000201	LOC117897461|XP_034662199.1|DSUB	LOC108115578|XP_017082578.1|DEUG
OG0000201	LOC117897459|XP_034662196.1|DSUB	LOC108115723|XP_017082785.1|DEUG
OG0000202	LOC117898353|XP_034663577.1|DSUB	LOC108105297|XP_017067280.1|DEUG
OG0000202	LOC117892503|XP_034654670.1|DSUB, LOC117893582|XP_034656146.1|DSUB	LOC108113989|XP_017080220.1|DEUG
OG0000203	LOC117892626|XP_034654869.1|DSUB	LOC108112094|XP_017077332.1|DEUG
OG0000203	LOC117890559|XP_034651381.1|DSUB	LOC108113373|XP_017079430.1|DEUG
OG0000203	LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB	LOC108112195|XP_017077496.1|DEUG
OG0000204	LOC117890997|XP_034652036.1|DSUB, LOC117889725|XP_034650038.1|DSUB	LOC108106358|XP_017068828.1|DEUG
OG0000204	LOC117890888|XP_034651872.1|DSUB, LOC117890837|XP_034651811.1|DSUB, LOC117889799|XP_034650166.1|DSUB, LOC117893665|XP_034656246.1|DSUB	LOC108114460|XP_017080953.1|DEUG, LOC108114017|XP_017080252.1|DEUG
OG0000205	LOC117897524|XP_034662333.1|DSUB	LOC108105553|XP_017067681.1|DEUG
OG0000205	LOC117899743|XP_034665878.1|DSUB	LOC108117189|XP_017084979.1|DEUG
OG0000206	LOC117891542|XP_034652943.1|DSUB	LOC108107208|XP_017070113.1|DEUG
OG0000206	LOC117901855|XP_034668698.1|DSUB	LOC108104033|XP_017065357.1|DEUG
OG0000206	LOC117892650|XP_034654900.1|DSUB	LOC108107200|XP_017070106.1|DEUG
OG0000207	LOC117894011|XP_034656727.1|DSUB	LOC108107572|XP_017070621.1|DEUG
OG0000208	LOC117891239|XP_034652476.1|DSUB	LOC108112076|XP_017077313.1|DEUG, LOC108112080|XP_017077317.1|DEUG, LOC108112078|XP_017077315.1|DEUG, LOC108112077|XP_017077314.1|DEUG, LOC108112075|XP_017077312.1|DEUG
OG0000208	LOC117892557|XP_034654760.1|DSUB	LOC108112081|XP_017077318.1|DEUG, LOC108112082|XP_017077320.1|DEUG, LOC108112079|XP_017077316.1|DEUG
OG0000209	LOC117891422|XP_034652783.1|DSUB	LOC108113087|XP_017079022.1|DEUG
OG0000210	LOC117903453|XP_034671383.1|DSUB	LOC108117417|XP_017085315.1|DEUG
OG0000211	LOC117899353|XP_034665213.1|DSUB	LOC108111762|XP_017076813.1|DEUG
OG0000212	LOC117902050|XP_034669007.1|DSUB	LOC108118340|XP_017086463.1|DEUG
OG0000212	LOC117902051|XP_034669009.1|DSUB	LOC108118330|XP_017086447.1|DEUG
OG0000213	LOC117894820|XP_034657957.1|DSUB	LOC108107975|XP_017071308.1|DEUG
OG0000213	LOC117891467|XP_034652841.1|DSUB	LOC108102362|XP_017062760.1|DEUG
OG0000214	LOC117899660|XP_034665738.1|DSUB	LOC108103160|XP_017064031.1|DEUG
OG0000214	LOC117889853|XP_034650243.1|DSUB	LOC108106596|XP_017069275.1|DEUG
OG0000214	LOC117897226|XP_034661836.1|DSUB	LOC108113535|XP_017079619.1|DEUG
OG0000215	LOC117893454|XP_034655963.1|DSUB	LOC108108687|XP_017072280.1|DEUG
OG0000215	LOC117894475|XP_034657467.1|DSUB	LOC108108812|XP_017072487.1|DEUG
OG0000215	LOC117894422|XP_034657356.1|DSUB	LOC108108793|XP_017072457.1|DEUG
OG0000216	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB	LOC108114315|XP_017080718.1|DEUG
OG0000216	LOC117903137|XP_034670864.1|DSUB	LOC108103615|XP_017064644.1|DEUG
OG0000217	LOC117903707|XP_034671944.1|DSUB	LOC108110307|XP_017074806.1|DEUG
OG0000217	LOC117901817|XP_034668626.1|DSUB	LOC108105645|XP_017067822.1|DEUG
OG0000217	LOC117903706|XP_034671943.1|DSUB	LOC108110306|XP_017074805.1|DEUG
OG0000218	LOC117890214|XP_034650838.1|DSUB, LOC117901281|XP_034667866.1|DSUB, LOC117901280|XP_034667865.1|DSUB	LOC108110819|XP_017075541.1|DEUG
OG0000219	LOC117890158|XP_034650742.1|DSUB	LOC108112726|XP_017078454.1|DEUG
OG0000219	LOC117890159|XP_034650743.1|DSUB	LOC108112727|XP_017078455.1|DEUG
OG0000219	LOC117891110|XP_034652196.1|DSUB	LOC108112725|XP_017078453.1|DEUG
OG0000220	LOC117895237|XP_034658637.1|DSUB	LOC108108283|XP_017071774.1|DEUG
OG0000220	LOC117894831|XP_034657969.1|DSUB	LOC108108280|XP_017071772.1|DEUG
OG0000220	LOC117893410|XP_034655912.1|DSUB	LOC108108277|XP_017071769.1|DEUG
OG0000221	LOC117890072|XP_034650606.1|DSUB	LOC108112757|XP_017078500.1|DEUG
OG0000221	LOC117896647|XP_034660985.1|DSUB	LOC108111658|XP_017076677.1|DEUG
OG0000221	LOC117890071|XP_034650602.1|DSUB	LOC108112756|XP_017078498.1|DEUG
OG0000222	LOC117900074|XP_034666169.1|DSUB	LOC108105821|XP_017068050.1|DEUG
OG0000223	LOC117893937|XP_034656616.1|DSUB	LOC108114207|XP_017080516.1|DEUG
OG0000223	LOC117895419|XP_034658944.1|DSUB	LOC108102726|XP_017063354.1|DEUG
OG0000223	LOC117897790|XP_034662730.1|DSUB	LOC108107650|XP_017070725.1|DEUG, LOC108108214|XP_017071669.1|DEUG, LOC108108213|XP_017071663.1|DEUG, LOC108108135|XP_017071550.1|DEUG
OG0000224	LOC117891431|XP_034652793.1|DSUB	LOC108112217|XP_017077522.1|DEUG
OG0000224	LOC117891442|XP_034652809.1|DSUB	LOC108107294|XP_017070239.1|DEUG
OG0000225	LOC117898903|XP_034664476.1|DSUB	LOC108116582|XP_017084012.1|DEUG
OG0000225	LOC117898912|XP_034664492.1|DSUB	LOC108116577|XP_017084007.1|DEUG
OG0000225	LOC117898830|XP_034664388.1|DSUB	LOC108116576|XP_017084006.1|DEUG
OG0000226	LOC117894469|XP_034657462.1|DSUB	LOC108114480|XP_017080987.1|DEUG
OG0000226	LOC117894471|XP_034657463.1|DSUB	LOC108114482|XP_017080989.1|DEUG
OG0000226	LOC117894465|XP_034657457.1|DSUB	LOC108114228|XP_017080583.1|DEUG
OG0000228	LOC117897491|XP_034662273.1|DSUB	LOC108115287|XP_017082154.1|DEUG
OG0000228	LOC117900534|XP_034666824.1|DSUB	LOC108117681|XP_017085698.1|DEUG, LOC108105137|XP_017067059.1|DEUG
OG0000229	LOC117897556|XP_034662377.1|DSUB	LOC108115757|XP_017082814.1|DEUG
OG0000229	LOC117897685|XP_034662587.1|DSUB	LOC108110237|XP_017074714.1|DEUG
OG0000230	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB	LOC108112087|XP_017077325.1|DEUG
OG0000231	LOC117901070|XP_034667573.1|DSUB, LOC117901208|XP_034667754.1|DSUB	LOC108104029|XP_017065352.1|DEUG, LOC108104025|XP_017065346.1|DEUG, LOC108107891|XP_017071178.1|DEUG
OG0000232	LOC117896096|XP_034660038.1|DSUB	LOC108111478|XP_017076441.1|DEUG
OG0000232	LOC117890389|XP_034651084.1|DSUB	LOC108106240|XP_017068655.1|DEUG
OG0000232	LOC117890309|XP_034650979.1|DSUB	LOC108106357|XP_017068827.1|DEUG
OG0000233	LOC117898998|XP_034664634.1|DSUB	LOC108111405|XP_017076344.1|DEUG
OG0000233	LOC117897951|XP_034662941.1|DSUB	LOC108109396|XP_017073381.1|DEUG
OG0000233	LOC117897979|XP_034662982.1|DSUB	LOC108109398|XP_017073385.1|DEUG
OG0000234	LOC117891584|XP_034653003.1|DSUB	LOC108106352|XP_017068821.1|DEUG, LOC108106290|XP_017068746.1|DEUG
OG0000234	LOC117891586|XP_034653005.1|DSUB	LOC108106289|XP_017068744.1|DEUG
OG0000235	LOC117897782|XP_034662722.1|DSUB	LOC108109399|XP_017073386.1|DEUG
OG0000235	LOC117899536|XP_034665501.1|DSUB	LOC108109348|XP_017073297.1|DEUG
OG0000235	LOC117899535|XP_034665500.1|DSUB	LOC108109380|XP_017073362.1|DEUG
OG0000236	LOC117901154|XP_034667695.1|DSUB	LOC108110470|XP_017075027.1|DEUG
OG0000236	LOC117901600|XP_034668303.1|DSUB	LOC108103375|XP_017064310.1|DEUG
OG0000236	LOC117898442|XP_034663742.1|DSUB	LOC108111853|XP_017076951.1|DEUG
OG0000237	LOC117890299|XP_034650958.1|DSUB	LOC108106640|XP_017069335.1|DEUG
OG0000238	LOC117901476|XP_034668131.1|DSUB	LOC108115423|XP_017082348.1|DEUG, LOC108115538|XP_017082529.1|DEUG
OG0000238	LOC117901835|XP_034668659.1|DSUB	LOC108115539|XP_017082532.1|DEUG
OG0000239	LOC117897153|XP_034661716.1|DSUB	LOC108116511|XP_017083936.1|DEUG, LOC108116216|XP_017083493.1|DEUG, LOC108116215|XP_017083491.1|DEUG, LOC108109204|XP_017073181.1|DEUG
OG0000239	LOC117896736|XP_034661093.1|DSUB	LOC108116572|XP_017084002.1|DEUG
OG0000240	LOC117898140|XP_034663227.1|DSUB	LOC108111802|XP_017076882.1|DEUG
OG0000240	LOC117898079|XP_034663148.1|DSUB	LOC108111816|XP_017076909.1|DEUG
OG0000240	LOC117896971|XP_034661411.1|DSUB	LOC108116140|XP_017083359.1|DEUG
OG0000241	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB	LOC108118218|XP_017086283.1|DEUG
OG0000244	LOC117898178|XP_034663277.1|DSUB	LOC108111645|XP_017076664.1|DEUG, LOC108111646|XP_017076665.1|DEUG
OG0000244	LOC117897823|XP_034662767.1|DSUB	LOC108111697|XP_017076736.1|DEUG
OG0000246	LOC117891855|XP_034653504.1|DSUB	LOC108112473|XP_017077819.1|DEUG
OG0000247	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB	LOC108107539|XP_017070568.1|DEUG, LOC108107954|XP_017071280.1|DEUG
OG0000248	LOC117895787|XP_034659578.1|DSUB	LOC108108566|XP_017072142.1|DEUG, LOC108108565|XP_017072136.1|DEUG
OG0000248	LOC117895788|XP_034659581.1|DSUB	LOC108108572|XP_017072152.1|DEUG
OG0000248	LOC117891015|XP_034652064.1|DSUB	LOC108106284|XP_017068740.1|DEUG
OG0000249	LOC117902817|XP_034670334.1|DSUB	LOC108106111|XP_017068477.1|DEUG
OG0000249	LOC117902816|XP_034670333.1|DSUB	LOC108106110|XP_017068476.1|DEUG
OG0000249	LOC117902808|XP_034670321.1|DSUB	LOC108106106|XP_017068471.1|DEUG
OG0000250	LOC117899953|XP_034665998.1|DSUB	LOC108108387|XP_017071930.1|DEUG
OG0000250	LOC117901011|XP_034667501.1|DSUB	LOC108108406|XP_017071951.1|DEUG
OG0000250	LOC117899954|XP_034665999.1|DSUB	LOC108108003|XP_017071350.1|DEUG
OG0000251	LOC117889574|XP_034649867.1|DSUB	LOC108103757|XP_017064863.1|DEUG
OG0000251	LOC117891605|XP_034653029.1|DSUB	LOC108107225|XP_017070132.1|DEUG
OG0000251	LOC117895670|XP_034659382.1|DSUB	LOC108108294|XP_017071787.1|DEUG
OG0000252	LOC117890116|XP_034650678.1|DSUB	LOC108112356|XP_017077673.1|DEUG
OG0000252	LOC117890155|XP_034650738.1|DSUB	LOC108112447|XP_017077783.1|DEUG
OG0000252	LOC117891525|XP_034652916.1|DSUB	LOC108112343|XP_017077660.1|DEUG
OG0000253	LOC117891320|XP_034652626.1|DSUB	LOC108112290|XP_017077601.1|DEUG, LOC108112273|XP_017077585.1|DEUG
OG0000253	LOC117891319|XP_034652625.1|DSUB	LOC108112182|XP_017077480.1|DEUG, LOC108112203|XP_017077508.1|DEUG
OG0000254	LOC117896023|XP_034659922.1|DSUB, LOC117896022|XP_034659920.1|DSUB	LOC108115562|XP_017082558.1|DEUG, LOC108115564|XP_017082559.1|DEUG, LOC108115561|XP_017082557.1|DEUG
OG0000254	LOC117892453|XP_034654593.1|DSUB	LOC108106216|XP_017068630.1|DEUG
OG0000255	LOC117892509|XP_034654682.1|DSUB	LOC108106568|XP_017069225.1|DEUG
OG0000255	LOC117892508|XP_034654680.1|DSUB	LOC108106567|XP_017069222.1|DEUG
OG0000256	LOC117892112|XP_034654018.1|DSUB	LOC108111983|XP_017077192.1|DEUG
OG0000256	LOC117889703|XP_034650012.1|DSUB	LOC108112019|XP_017077248.1|DEUG
OG0000257	LOC117891414|XP_034652753.1|DSUB	LOC108107497|XP_017070534.1|DEUG
OG0000258	LOC117901966|XP_034668838.1|DSUB	LOC108112642|XP_017078247.1|DEUG
OG0000258	LOC117898237|XP_034663366.1|DSUB	LOC108112643|XP_017078248.1|DEUG
OG0000258	LOC117894337|XP_034657213.1|DSUB	LOC108112645|XP_017078250.1|DEUG
OG0000259	LOC117897833|XP_034662787.1|DSUB	LOC108115944|XP_017083069.1|DEUG
OG0000259	LOC117902515|XP_034669830.1|DSUB	LOC108110566|XP_017075152.1|DEUG, LOC108110424|XP_017074980.1|DEUG
OG0000259	LOC117902514|XP_034669829.1|DSUB	LOC108111215|XP_017076103.1|DEUG
OG0000260	LOC117892690|XP_034654992.1|DSUB	LOC108113446|XP_017079512.1|DEUG
OG0000260	LOC117898829|XP_034664386.1|DSUB	LOC108116553|XP_017083979.1|DEUG
OG0000260	LOC117892691|XP_034654993.1|DSUB	LOC108113492|XP_017079570.1|DEUG
OG0000261	LOC117901943|XP_034668806.1|DSUB	LOC108102549|XP_017063099.1|DEUG, LOC108102544|XP_017063091.1|DEUG
OG0000261	LOC117901942|XP_034668804.1|DSUB	LOC108102540|XP_017063087.1|DEUG, LOC108102541|XP_017063088.1|DEUG
OG0000262	LOC117895023|XP_034658282.1|DSUB, LOC117895022|XP_034658281.1|DSUB	LOC108107534|XP_017070564.1|DEUG
OG0000262	LOC117890687|XP_034651565.1|DSUB	LOC108113073|XP_017079003.1|DEUG
OG0000263	LOC117891068|XP_034652133.1|DSUB	LOC108106740|XP_017069466.1|DEUG
OG0000263	LOC117895257|XP_034658669.1|DSUB	LOC108107812|XP_017071031.1|DEUG
OG0000264	LOC117895467|XP_034659036.1|DSUB	LOC108103876|XP_017065091.1|DEUG
OG0000264	LOC117895458|XP_034659025.1|DSUB	LOC108103908|XP_017065145.1|DEUG
OG0000264	LOC117897476|XP_034662222.1|DSUB	LOC108104228|XP_017065663.1|DEUG
OG0000265	LOC117895562|XP_034659169.1|DSUB	LOC108105921|XP_017068190.1|DEUG, LOC108106465|XP_017069023.1|DEUG, LOC108104743|XP_017066472.1|DEUG, LOC108113242|XP_017079276.1|DEUG, LOC108113244|XP_017079279.1|DEUG, LOC108108234|XP_017071690.1|DEUG
OG0000266	LOC117890893|XP_034651877.1|DSUB	LOC108112262|XP_017077574.1|DEUG
OG0000266	LOC117890896|XP_034651881.1|DSUB	LOC108112263|XP_017077575.1|DEUG
OG0000266	LOC117890894|XP_034651880.1|DSUB	LOC108112403|XP_017077733.1|DEUG
OG0000267	LOC117897150|XP_034661713.1|DSUB	LOC108111452|XP_017076412.1|DEUG
OG0000267	LOC117897149|XP_034661712.1|DSUB	LOC108111454|XP_017076415.1|DEUG
OG0000268	LOC117897967|XP_034662968.1|DSUB	LOC108115243|XP_017082089.1|DEUG
