Orthogroup	DSUB.longest_only	DMIR.longest_only
OG0000391	LOC117891397|XP_034652731.1|DSUB	LOC108160797|XP_017150503.1|DMIR
OG0000392	LOC117901576|XP_034668266.1|DSUB	LOC108163883|XP_017154887.2|DMIR
OG0000392	LOC117901771|XP_034668559.1|DSUB	LOC108164101|XP_033249493.1|DMIR
OG0000393	LOC117902199|XP_034669291.1|DSUB	LOC108162496|XP_033249836.1|DMIR
OG0000393	LOC117902201|XP_034669305.1|DSUB	LOC108163840|XP_017154842.1|DMIR
OG0000394	LOC117903144|XP_034670874.1|DSUB	LOC108153357|XP_017138816.1|DMIR
OG0000394	LOC117903145|XP_034670875.1|DSUB	LOC108153373|XP_017138836.1|DMIR
OG0000395	LOC117894769|XP_034657878.1|DSUB	LOC108151023|XP_017134872.2|DMIR
OG0000395	LOC117893522|XP_034656053.1|DSUB	LOC108151021|XP_017134869.1|DMIR
OG0000396	LOC117901487|XP_034668145.1|DSUB	LOC108163242|XP_017153894.1|DMIR
OG0000397	LOC117889859|XP_034650251.1|DSUB, LOC117890739|XP_034651681.1|DSUB, LOC117889858|XP_034650250.1|DSUB	LOC108160285|XP_017149662.1|DMIR, LOC108160283|XP_017149658.1|DMIR
OG0000397	LOC117889857|XP_034650249.1|DSUB	LOC108160284|XP_017149661.1|DMIR
OG0000398	LOC117892431|XP_034654559.1|DSUB	LOC108160646|XP_017150268.1|DMIR, LOC117189606|XP_033250615.1|DMIR
OG0000398	LOC117892430|XP_034654558.1|DSUB	LOC108156575|XP_017143597.1|DMIR, LOC117188001|XP_033246991.1|DMIR
OG0000398	LOC117892428|XP_034654557.1|DSUB	LOC108160645|XP_017150267.1|DMIR
OG0000398	LOC117890566|XP_034651391.1|DSUB	LOC108158296|XP_017146026.1|DMIR, LOC108158303|XP_033248183.1|DMIR, LOC117193514|XP_033254149.1|DMIR
OG0000398	LOC117892499|XP_034654707.1|DSUB, LOC117893539|XP_034656082.1|DSUB	LOC117188859|XP_033249265.1|DMIR, LOC108150906|XP_017134715.1|DMIR
OG0000399	LOC117896903|XP_034661330.1|DSUB	LOC108157406|XP_017144941.1|DMIR
OG0000399	LOC117896902|XP_034661328.1|DSUB	LOC108153671|XP_017139274.2|DMIR, LOC108165276|XP_033243088.1|DMIR, LOC108155544|XP_017141912.1|DMIR
OG0000400	LOC117903030|XP_034670652.1|DSUB	LOC108164521|XP_017155800.1|DMIR
OG0000400	LOC117903029|XP_034670651.1|DSUB	LOC108164522|XP_033245941.1|DMIR
OG0000401	LOC117898664|XP_034664134.1|DSUB	LOC108153134|XP_017138418.1|DMIR, LOC108165538|XP_017157101.1|DMIR, LOC108159778|XP_017148831.2|DMIR
OG0000402	LOC117903357|XP_034671202.1|DSUB	LOC108164649|XP_017155990.1|DMIR
OG0000403	LOC117896471|XP_034660696.1|DSUB	LOC108156639|XP_017143726.1|DMIR
OG0000403	LOC117889979|XP_034650451.1|DSUB	LOC108159904|XP_033251488.1|DMIR, LOC117188200|XP_033247574.1|DMIR, LOC108158715|XP_017146747.1|DMIR
OG0000404	LOC117897976|XP_034662979.1|DSUB	LOC108157376|XP_017144894.1|DMIR
OG0000404	LOC117897975|XP_034662978.1|DSUB	LOC108157375|XP_017144892.1|DMIR
OG0000405	LOC117898907|XP_034664490.1|DSUB	LOC108164865|XP_017156289.1|DMIR
OG0000405	LOC117901796|XP_034668598.1|DSUB	LOC108164269|XP_017155401.1|DMIR, LOC117189064|XP_033249911.1|DMIR
OG0000405	LOC117896128|XP_034660076.1|DSUB	LOC108155002|XP_017141039.1|DMIR
OG0000406	LOC117893571|XP_034656133.1|DSUB	LOC108152980|XP_017138196.1|DMIR
OG0000406	LOC117890780|XP_034651742.1|DSUB	LOC108159836|XP_017148915.1|DMIR
OG0000407	LOC117895239|XP_034658639.1|DSUB, LOC117895366|XP_034658844.1|DSUB	LOC108151557|XP_033243525.1|DMIR
OG0000407	LOC117895365|XP_034658840.1|DSUB	LOC108151555|XP_017135710.1|DMIR
OG0000408	LOC117896860|XP_034661280.1|DSUB	LOC108157814|XP_017145501.1|DMIR
OG0000408	LOC117901988|XP_034668889.1|DSUB	LOC108163090|XP_017153665.1|DMIR
OG0000409	LOC117890143|XP_034650722.1|DSUB	LOC117195109|XP_033255654.1|DMIR, LOC108160963|XP_017150747.1|DMIR
OG0000409	LOC117891773|XP_034653327.1|DSUB	LOC108159085|XP_017147529.2|DMIR, LOC117188028|XP_033247062.1|DMIR
OG0000410	LOC117901463|XP_034668111.1|DSUB	LOC108162313|XP_017152481.1|DMIR
OG0000411	LOC117898376|XP_034663608.1|DSUB	LOC108155024|XP_017141068.1|DMIR
OG0000411	LOC117901893|XP_034668745.1|DSUB	LOC108163826|XP_017154803.1|DMIR
OG0000412	LOC117891981|XP_034653747.1|DSUB	LOC117193225|XP_033253868.1|DMIR, LOC108160044|XP_017149277.1|DMIR, LOC117193217|XP_033253859.1|DMIR
OG0000412	LOC117893015|XP_034655262.1|DSUB	LOC108153098|XP_033242182.1|DMIR
OG0000413	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB	LOC108153917|XP_017139502.1|DMIR
OG0000413	LOC117898759|XP_034664274.1|DSUB	LOC108153886|XP_017139475.1|DMIR
OG0000414	LOC117890475|XP_034651229.1|DSUB	LOC117193227|XP_033253871.1|DMIR, LOC108159639|XP_017148593.1|DMIR
OG0000415	LOC117892016|XP_034653799.1|DSUB	LOC108159910|XP_017149030.1|DMIR, LOC117192339|XP_033252877.1|DMIR
OG0000415	LOC117892015|XP_034653798.1|DSUB	LOC117185889|XP_033253948.1|DMIR, LOC108160015|XP_017149237.1|DMIR, LOC117193778|XP_033254398.1|DMIR
OG0000416	LOC117889639|XP_034649988.1|DSUB	LOC108159601|XP_017148548.1|DMIR
OG0000416	LOC117892274|XP_034654328.1|DSUB	LOC108164922|XP_033249217.1|DMIR
OG0000417	LOC117897621|XP_034662478.1|DSUB	LOC108156857|XP_017144073.1|DMIR
OG0000417	LOC117897750|XP_034662680.1|DSUB	LOC108155690|XP_017142152.1|DMIR
OG0000418	LOC117889852|XP_034650246.1|DSUB	LOC108164708|XP_017156084.1|DMIR
OG0000418	LOC117899642|XP_034665704.1|DSUB	LOC108164943|XP_017156420.1|DMIR
OG0000419	LOC117891270|XP_034652535.1|DSUB	LOC117188173|XP_033247510.1|DMIR, LOC108159405|XP_033252973.1|DMIR
OG0000419	LOC117903263|XP_034671057.1|DSUB	LOC108161978|XP_033241968.1|DMIR
OG0000421	LOC117900085|XP_034666181.1|DSUB	LOC108162793|XP_017153182.1|DMIR
OG0000421	LOC117902049|XP_034669006.1|DSUB	LOC108162228|XP_017152338.1|DMIR
OG0000422	LOC117896311|XP_034660427.1|DSUB	LOC108154969|XP_017140972.1|DMIR
OG0000423	LOC117890165|XP_034650752.1|DSUB	LOC108160457|XP_017149962.1|DMIR
OG0000423	LOC117890166|XP_034650753.1|DSUB	LOC108160113|XP_017149394.1|DMIR
OG0000424	LOC117890930|XP_034651955.1|DSUB	LOC108160036|XP_017149265.1|DMIR
OG0000424	LOC117890903|XP_034651889.1|DSUB	LOC108160037|XP_033247441.1|DMIR
OG0000425	LOC117892103|XP_034654002.1|DSUB	LOC108160994|XP_017150789.2|DMIR, LOC117188432|XP_033248202.1|DMIR
OG0000425	LOC117891983|XP_034653750.1|DSUB	LOC117193080|XP_033253699.1|DMIR, LOC108160823|XP_017150543.1|DMIR
OG0000426	LOC117892067|XP_034653945.1|DSUB	LOC108159241|XP_017147854.1|DMIR
OG0000427	LOC117893586|XP_034656149.1|DSUB	LOC117191137|XP_033251989.1|DMIR, LOC117194090|XP_033254623.1|DMIR, LOC117189551|XP_033250588.1|DMIR, LOC117189000|XP_033249729.1|DMIR, LOC117187140|XP_033245071.1|DMIR, LOC117193712|XP_033254329.1|DMIR, LOC117188690|XP_033248806.1|DMIR, LOC117188584|XP_033248462.1|DMIR, LOC117191259|XP_033252068.1|DMIR, LOC117193416|XP_033254058.1|DMIR, LOC117191964|XP_033252596.1|DMIR, LOC117194418|XP_033254878.1|DMIR
OG0000428	LOC117894173|XP_034656968.1|DSUB	LOC108153730|XP_017139348.1|DMIR
OG0000428	LOC117894172|XP_034656967.1|DSUB	LOC108153417|XP_017138907.1|DMIR
OG0000428	LOC117894175|XP_034656971.1|DSUB	LOC108153416|XP_017138906.1|DMIR
OG0000429	LOC117889707|XP_034650019.1|DSUB	LOC108158060|XP_033246562.1|DMIR
OG0000430	LOC117896917|XP_034661347.1|DSUB	LOC108154469|XP_017140229.1|DMIR
OG0000430	LOC117896709|XP_034661056.1|DSUB	LOC108157558|XP_017145153.1|DMIR
OG0000430	LOC117896708|XP_034661055.1|DSUB	LOC108157557|XP_017145150.1|DMIR
OG0000433	LOC117889594|XP_034649895.1|DSUB	LOC108156542|XP_017143542.1|DMIR
OG0000433	LOC117895488|XP_034659069.1|DSUB	LOC108153625|XP_017139217.1|DMIR
OG0000434	LOC117897784|XP_034662724.1|DSUB	LOC108156697|XP_033245001.1|DMIR
OG0000434	LOC117892140|XP_034654069.1|DSUB	LOC117192772|XP_033253409.1|DMIR, LOC117192771|XP_033253408.1|DMIR, LOC117192773|XP_033253411.1|DMIR, LOC117192832|XP_033253484.1|DMIR, LOC117192774|XP_033253413.1|DMIR, LOC117192776|XP_033253417.1|DMIR, LOC108158710|XP_017146739.1|DMIR
OG0000435	LOC117892221|XP_034654216.1|DSUB	LOC108158891|XP_017147205.1|DMIR
OG0000437	LOC117901454|XP_034668094.1|DSUB	LOC108163191|XP_017153821.1|DMIR
OG0000437	LOC117900219|XP_034666394.1|DSUB	LOC108162928|XP_017153398.1|DMIR, LOC117188976|XP_033249646.1|DMIR
OG0000438	LOC117892835|XP_034655082.1|DSUB	LOC108165069|XP_017156606.1|DMIR
OG0000438	LOC117897432|XP_034662161.1|DSUB	LOC108154916|XP_017140864.1|DMIR
OG0000439	LOC117901405|XP_034668030.1|DSUB	LOC108163683|XP_017154597.1|DMIR
OG0000439	LOC117893468|XP_034655982.1|DSUB	LOC108153164|XP_017138458.1|DMIR
OG0000440	LOC117891731|XP_034653215.1|DSUB	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR
OG0000440	LOC117890865|XP_034651843.1|DSUB	LOC108158153|XP_017145864.1|DMIR
OG0000441	LOC117891894|XP_034653588.1|DSUB	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR
OG0000441	LOC117891893|XP_034653587.1|DSUB	LOC108158220|XP_017145937.1|DMIR
OG0000442	LOC117893574|XP_034656136.1|DSUB	LOC108157008|XP_017144302.2|DMIR, LOC108153453|XP_033242971.1|DMIR
OG0000443	LOC117892944|XP_034655158.1|DSUB	LOC108152280|XP_017136987.1|DMIR
OG0000443	LOC117892943|XP_034655157.1|DSUB	LOC108152279|XP_017136986.1|DMIR
OG0000444	LOC117900652|XP_034666976.1|DSUB	LOC108161226|XP_017150939.1|DMIR
OG0000444	LOC117900642|XP_034666964.1|DSUB	LOC108163856|XP_017154860.1|DMIR
OG0000446	LOC117891520|XP_034652911.1|DSUB	LOC108163225|XP_017153874.2|DMIR
OG0000446	LOC117891190|XP_034652415.1|DSUB	LOC117190415|XP_033251383.1|DMIR, LOC108158869|XP_033247965.1|DMIR
OG0000447	LOC117893569|XP_034656131.1|DSUB	LOC117194802|XP_033255177.1|DMIR, LOC117190426|XP_033251397.1|DMIR, LOC117194760|XP_033255151.1|DMIR, LOC117195147|XP_033255686.1|DMIR, LOC117195146|XP_033255685.1|DMIR, LOC117194494|XP_033254940.1|DMIR, LOC117194357|XP_033254813.1|DMIR, LOC117191357|XP_033252142.1|DMIR, LOC117190424|XP_033251395.1|DMIR, LOC117190425|XP_033251396.1|DMIR, LOC117191618|XP_033252328.1|DMIR, LOC117195131|XP_033255674.1|DMIR, LOC117195112|XP_033255655.1|DMIR, LOC117191938|XP_033252576.1|DMIR, LOC117194732|XP_033255121.1|DMIR, LOC117191713|XP_033252392.1|DMIR, LOC117194800|XP_033255176.1|DMIR, LOC117194787|XP_033255171.1|DMIR, LOC117194458|XP_033254916.1|DMIR, LOC117195135|XP_033255678.1|DMIR, LOC117194495|XP_033254941.1|DMIR, LOC117194324|XP_033254785.1|DMIR, LOC117192052|XP_033252659.1|DMIR
OG0000448	LOC117897812|XP_034662752.1|DSUB	LOC108157671|XP_017145322.1|DMIR
OG0000448	LOC117898054|XP_034663108.1|DSUB	LOC108157737|XP_017145402.1|DMIR
OG0000449	LOC117893499|XP_034656026.1|DSUB	LOC108151450|XP_017135555.1|DMIR
OG0000449	LOC117902270|XP_034669421.1|DSUB	LOC108163338|XP_017154063.1|DMIR
OG0000450	LOC117893052|XP_034655327.1|DSUB	LOC108164547|XP_017155845.1|DMIR
OG0000450	LOC117889922|XP_034650342.1|DSUB	LOC108162040|XP_017152057.1|DMIR
OG0000451	LOC117903786|XP_034672102.1|DSUB	LOC108151468|XP_017135583.1|DMIR
OG0000451	LOC117903784|XP_034672101.1|DSUB	LOC108151470|XP_017135585.1|DMIR
OG0000453	LOC117898028|XP_034663057.1|DSUB	LOC108157357|XP_017144869.1|DMIR
OG0000453	LOC117898152|XP_034663241.1|DSUB	LOC108157761|XP_017145433.1|DMIR
OG0000454	LOC117898919|XP_034664518.1|DSUB	LOC108157785|XP_017145464.1|DMIR
OG0000454	LOC117893558|XP_034656111.1|DSUB	LOC108152177|XP_017136797.1|DMIR
OG0000455	LOC117889906|XP_034650323.1|DSUB	LOC108159265|XP_033247941.1|DMIR
OG0000456	LOC117902715|XP_034670168.1|DSUB	LOC108162817|XP_033248630.1|DMIR
OG0000457	LOC117901869|XP_034668716.1|DSUB	LOC108162974|XP_033249578.1|DMIR
OG0000457	LOC117900473|XP_034666743.1|DSUB	LOC108161358|XP_017151090.1|DMIR
OG0000458	LOC117902176|XP_034669210.1|DSUB	LOC108161569|XP_033248596.1|DMIR
OG0000460	LOC117900638|XP_034666959.1|DSUB	LOC108161537|XP_033250012.1|DMIR, LOC117187575|XP_033246170.1|DMIR, LOC117187527|XP_033246167.1|DMIR, LOC117187591|XP_033246171.1|DMIR, LOC117187647|XP_033246174.1|DMIR, LOC117187674|XP_033246235.1|DMIR, LOC117187651|XP_033246180.1|DMIR, LOC117187660|XP_033246196.1|DMIR, LOC117187675|XP_033246236.1|DMIR, LOC117187670|XP_033246212.1|DMIR, LOC117187656|XP_033246186.1|DMIR, LOC117187676|XP_033246238.1|DMIR, LOC117187671|XP_033246219.1|DMIR, LOC117187648|XP_033246175.1|DMIR, LOC117187673|XP_033246225.1|DMIR, LOC117187668|XP_033246210.1|DMIR, LOC117187638|XP_033246173.1|DMIR, LOC117187649|XP_033246176.1|DMIR, LOC117187650|XP_033246177.1|DMIR, LOC117187559|XP_033246169.1|DMIR, LOC117187495|XP_033246165.1|DMIR, LOC117187485|XP_033246163.1|DMIR, LOC117187511|XP_033246166.1|DMIR, LOC117187481|XP_033246158.1|DMIR, LOC117187607|XP_033246172.1|DMIR, LOC117187543|XP_033246168.1|DMIR, LOC117187484|XP_033246162.1|DMIR, LOC117186991|XP_033244410.1|DMIR, LOC117187034|XP_033244612.1|DMIR, LOC117187032|XP_033244585.1|DMIR, LOC117187031|XP_033244583.1|DMIR, LOC117187476|XP_033246143.1|DMIR, LOC117187030|XP_033244577.1|DMIR, LOC117187035|XP_033244616.1|DMIR, LOC117186982|XP_033244349.1|DMIR, LOC117187009|XP_033244462.1|DMIR, LOC117188905|XP_033249369.1|DMIR, LOC117189115|XP_033250013.1|DMIR
OG0000462	LOC117899554|XP_034665534.1|DSUB	LOC108155317|XP_017141525.1|DMIR
OG0000463	LOC117899482|XP_034665405.1|DSUB	LOC108154035|XP_017139617.2|DMIR
OG0000463	LOC117899481|XP_034665404.1|DSUB	LOC108154681|XP_017140511.1|DMIR
OG0000464	LOC117902178|XP_034669226.1|DSUB	LOC108161563|XP_033248614.1|DMIR
OG0000464	LOC117901010|XP_034667499.1|DSUB	LOC108161564|XP_017151340.1|DMIR
OG0000464	LOC117900923|XP_034667377.1|DSUB	LOC108161269|XP_033249227.1|DMIR
OG0000465	LOC117898136|XP_034663221.1|DSUB	LOC108155755|XP_017142284.1|DMIR
OG0000465	LOC117896630|XP_034660962.1|DSUB	LOC108155754|XP_017142281.1|DMIR
OG0000466	LOC117903443|XP_034671366.1|DSUB	LOC108164726|XP_017156105.1|DMIR
OG0000466	LOC117901214|XP_034667772.1|DSUB	LOC108161847|XP_017151701.1|DMIR
OG0000467	LOC117889730|XP_034650042.1|DSUB	LOC117185952|XP_033250508.1|DMIR, LOC108159885|XP_033246248.1|DMIR
OG0000467	LOC117892743|XP_034655058.1|DSUB	LOC117187682|XP_033246249.1|DMIR, LOC108160385|XP_033251770.1|DMIR
OG0000468	LOC117899650|XP_034665720.1|DSUB	LOC108154638|XP_017140455.1|DMIR
OG0000468	LOC117891869|XP_034653526.1|DSUB	LOC117188161|XP_033247486.1|DMIR, LOC108159013|XP_017147376.2|DMIR
OG0000469	LOC117900901|XP_034667343.1|DSUB	LOC108162976|XP_017153464.1|DMIR
OG0000469	LOC117902669|XP_034670090.1|DSUB	LOC108162166|XP_033249183.1|DMIR
OG0000470	LOC117895760|XP_034659523.1|DSUB	LOC108165539|XP_017157102.1|DMIR
OG0000470	LOC117894646|XP_034657709.1|DSUB	LOC108153053|XP_017138313.1|DMIR
OG0000471	LOC117893563|XP_034656123.1|DSUB	LOC108153727|XP_017139343.1|DMIR
OG0000471	LOC117901544|XP_034668226.1|DSUB	LOC108163720|XP_033249195.1|DMIR
OG0000473	LOC117897071|XP_034661581.1|DSUB	LOC108153102|XP_017138378.1|DMIR
OG0000473	LOC117895905|XP_034659789.1|DSUB	LOC108159554|XP_017148473.1|DMIR
OG0000474	LOC117903428|XP_034671342.1|DSUB	LOC108153271|XP_017138629.1|DMIR
OG0000474	LOC117893426|XP_034655934.1|DSUB	LOC108154321|XP_017140069.1|DMIR
OG0000474	LOC117896914|XP_034661343.1|DSUB, LOC117896035|XP_034659935.1|DSUB	LOC108161405|XP_017151145.1|DMIR
OG0000475	LOC117898697|XP_034664203.1|DSUB	LOC108155200|XP_017141360.1|DMIR
OG0000475	LOC117898698|XP_034664206.1|DSUB	LOC108155199|XP_017141359.1|DMIR
OG0000476	LOC117897318|XP_034661977.1|DSUB	LOC108157736|XP_017145400.1|DMIR
OG0000476	LOC117897319|XP_034661978.1|DSUB	LOC108157579|XP_017145188.1|DMIR
OG0000477	LOC117898430|XP_034663713.1|DSUB	LOC108157708|XP_017145366.1|DMIR
OG0000477	LOC117898431|XP_034663714.1|DSUB	LOC117187459|XP_033246065.1|DMIR, LOC117187458|XP_033246064.1|DMIR, LOC108157136|XP_017144526.2|DMIR
OG0000478	LOC117897275|XP_034661895.1|DSUB	LOC108156600|XP_017143632.1|DMIR
OG0000479	LOC117897656|XP_034662529.1|DSUB	LOC108157062|XP_017144382.1|DMIR
OG0000480	LOC117902655|XP_034670074.1|DSUB	LOC108161725|XP_017151537.2|DMIR
OG0000480	LOC117901273|XP_034667858.1|DSUB	LOC108161161|XP_033249520.1|DMIR
OG0000482	LOC117897961|XP_034662955.1|DSUB	LOC108157787|XP_017145466.1|DMIR
OG0000482	LOC117897902|XP_034662872.1|DSUB	LOC108155181|XP_017141341.1|DMIR
OG0000483	LOC117898902|XP_034664475.1|DSUB	LOC108156859|XP_017144075.1|DMIR
OG0000483	LOC117898827|XP_034664384.1|DSUB	LOC108154472|XP_017140233.1|DMIR
OG0000484	LOC117899551|XP_034665530.1|DSUB	LOC108155313|XP_017141520.1|DMIR
OG0000484	LOC117899553|XP_034665533.1|DSUB	LOC108155314|XP_017141521.1|DMIR
OG0000485	LOC117894680|XP_034657748.1|DSUB	LOC108153031|XP_017138276.1|DMIR
OG0000485	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB	LOC108153030|XP_017138275.1|DMIR
OG0000486	LOC117892738|XP_034655054.1|DSUB	LOC117185830|XP_033253988.1|DMIR, LOC108160598|XP_017150186.1|DMIR
OG0000486	LOC117892735|XP_034655051.1|DSUB	LOC108160597|XP_017150183.2|DMIR, LOC117185829|XP_033247478.1|DMIR
OG0000487	LOC117891591|XP_034653009.1|DSUB	LOC117188178|XP_033247537.1|DMIR, LOC108158281|XP_017146005.2|DMIR
OG0000487	LOC117891587|XP_034653006.1|DSUB	LOC108160802|XP_017150512.1|DMIR, LOC117191332|XP_033252125.1|DMIR
OG0000488	LOC117901151|XP_034667692.1|DSUB	LOC108162560|XP_017152846.2|DMIR
OG0000488	LOC117901153|XP_034667693.1|DSUB	LOC108162558|XP_017152843.1|DMIR
OG0000489	LOC117898560|XP_034663936.1|DSUB	LOC108155344|XP_017141591.1|DMIR
OG0000489	LOC117895090|XP_034658381.1|DSUB	LOC108152566|XP_033251958.1|DMIR
OG0000490	LOC117891490|XP_034652865.1|DSUB	LOC108164876|XP_017156310.1|DMIR
OG0000490	LOC117902712|XP_034670170.1|DSUB	LOC108164978|XP_017156485.1|DMIR
OG0000491	LOC117896801|XP_034661191.1|DSUB	LOC108153970|XP_017139555.1|DMIR
OG0000491	LOC117892529|XP_034654724.1|DSUB	LOC117188055|XP_033247184.1|DMIR, LOC108158497|XP_033253176.1|DMIR
OG0000492	LOC117890647|XP_034651491.1|DSUB	LOC108159280|XP_017147930.1|DMIR
OG0000492	LOC117900605|XP_034666910.1|DSUB	LOC108161556|XP_017151329.1|DMIR
OG0000493	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB	LOC108157656|XP_017145296.1|DMIR, LOC108157655|XP_017145295.2|DMIR
OG0000494	LOC117898864|XP_034664433.1|DSUB	LOC108156664|XP_017143769.1|DMIR
OG0000494	LOC117900094|XP_034666204.1|DSUB	LOC108162538|XP_017152810.1|DMIR
OG0000495	LOC117903118|XP_034670836.1|DSUB	LOC108158075|XP_017145716.1|DMIR
OG0000495	LOC117891892|XP_034653586.1|DSUB	LOC108158885|XP_017147149.1|DMIR
OG0000496	LOC117902144|XP_034669171.1|DSUB	LOC108163209|XP_017153848.1|DMIR
OG0000497	LOC117901651|XP_034668379.1|DSUB	LOC108162624|XP_017152935.1|DMIR
OG0000497	LOC117900798|XP_034667171.1|DSUB	LOC108162619|XP_017152929.1|DMIR
OG0000498	LOC117896772|XP_034661140.1|DSUB	LOC108154464|XP_017140223.1|DMIR
OG0000499	LOC117891668|XP_034653124.1|DSUB	LOC108159743|XP_017148770.1|DMIR, LOC117187909|XP_033246745.1|DMIR
OG0000499	LOC117890917|XP_034651940.1|DSUB	LOC108153702|XP_017139318.1|DMIR
OG0000500	LOC117893546|XP_034656088.1|DSUB	LOC108153168|XP_017138462.1|DMIR
OG0000500	LOC117894008|XP_034656723.1|DSUB	LOC108153167|XP_033242747.1|DMIR
OG0000501	LOC117890542|XP_034651358.1|DSUB	LOC108160343|XP_017149773.1|DMIR
OG0000501	LOC117890546|XP_034651361.1|DSUB	LOC108160344|XP_017149776.1|DMIR
OG0000501	LOC117890543|XP_034651359.1|DSUB, LOC117890545|XP_034651360.1|DSUB	LOC108160345|XP_017149779.1|DMIR
OG0000501	LOC117900315|XP_034666535.1|DSUB	LOC108162248|XP_017152384.1|DMIR
OG0000502	LOC117891791|XP_034653353.1|DSUB	LOC117194170|XP_033254720.1|DMIR
OG0000503	LOC117890091|XP_034650642.1|DSUB	LOC117187750|XP_033246449.1|DMIR
OG0000503	LOC117889771|XP_034650124.1|DSUB	LOC108157969|XP_017145603.1|DMIR, LOC108159383|XP_017148103.1|DMIR
OG0000503	LOC117889773|XP_034650125.1|DSUB	LOC117191557|XP_033252277.1|DMIR, LOC117191558|XP_033252278.1|DMIR
OG0000504	LOC117893972|XP_034656667.1|DSUB	LOC108153455|XP_017138964.1|DMIR
OG0000505	LOC117903152|XP_034670879.1|DSUB	LOC108155705|XP_033249187.1|DMIR
OG0000505	LOC117889658|XP_034650004.1|DSUB	LOC108163800|XP_017154782.1|DMIR
OG0000506	LOC117899197|XP_034664960.1|DSUB	LOC108156667|XP_017143778.1|DMIR
OG0000507	LOC117896041|XP_034659944.1|DSUB	LOC108156353|XP_017143246.1|DMIR
OG0000507	LOC117896052|XP_034659955.1|DSUB	LOC108156361|XP_017143257.1|DMIR
OG0000508	LOC117893534|XP_034656068.1|DSUB	LOC108165448|XP_033243944.1|DMIR
OG0000508	LOC117892909|XP_034655111.1|DSUB	LOC117194877|XP_033255230.1|DMIR, LOC117194673|XP_033255077.1|DMIR
OG0000509	LOC117890430|XP_034651149.1|DSUB	LOC108159392|XP_017148115.1|DMIR
OG0000509	LOC117889863|XP_034650259.1|DSUB	LOC108160258|XP_017149613.1|DMIR
OG0000510	LOC117891076|XP_034652145.1|DSUB	LOC108160715|XP_017150379.1|DMIR, LOC117193699|XP_033254316.1|DMIR
OG0000510	LOC117891077|XP_034652147.1|DSUB	LOC117188218|XP_033247609.1|DMIR
OG0000511	LOC117902586|XP_034669975.1|DSUB	LOC108163269|XP_017153959.1|DMIR
OG0000511	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB	LOC108163268|XP_017153957.1|DMIR
OG0000512	LOC117900462|XP_034666729.1|DSUB	LOC108161640|XP_017151431.1|DMIR
OG0000512	LOC117893136|XP_034655479.1|DSUB	LOC108152852|XP_033242758.1|DMIR
OG0000513	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB	LOC108158755|XP_017146856.1|DMIR
OG0000513	LOC117901236|XP_034667800.1|DSUB	LOC108163751|XP_017154708.1|DMIR
OG0000514	LOC117901647|XP_034668374.1|DSUB	LOC108163445|XP_017154218.1|DMIR
OG0000514	LOC117901777|XP_034668569.1|DSUB	LOC108163504|XP_017154318.1|DMIR
OG0000515	LOC117902939|XP_034670437.1|DSUB	LOC108164490|XP_017155745.1|DMIR
OG0000515	LOC117893317|XP_034655795.1|DSUB	LOC108153649|XP_017139244.1|DMIR
OG0000516	LOC117892036|XP_034653855.1|DSUB	LOC108155841|XP_017142450.1|DMIR
OG0000516	LOC117903599|XP_034671735.1|DSUB	LOC108155822|XP_017142404.1|DMIR
OG0000517	LOC117895832|XP_034659661.1|DSUB	LOC108151882|XP_017136268.1|DMIR
OG0000517	LOC117895833|XP_034659662.1|DSUB	LOC108151881|XP_017136267.1|DMIR
OG0000518	LOC117895712|XP_034659455.1|DSUB	LOC108153193|XP_017138500.1|DMIR
OG0000518	LOC117894374|XP_034657269.1|DSUB, LOC117893980|XP_034656683.1|DSUB	LOC108153688|XP_017139301.1|DMIR
OG0000518	LOC117901227|XP_034667790.1|DSUB	LOC117188475|XP_033248286.1|DMIR, LOC117188477|XP_033248287.1|DMIR, LOC108158168|XP_017145877.1|DMIR, LOC117188324|XP_033247871.1|DMIR, LOC108151744|XP_017136055.1|DMIR
OG0000519	LOC117893264|XP_034655722.1|DSUB, LOC117893268|XP_034655727.1|DSUB	LOC108151994|XP_033243721.1|DMIR, LOC108151995|XP_017136453.2|DMIR
OG0000519	LOC117893433|XP_034655942.1|DSUB	LOC108151996|XP_017136454.1|DMIR
OG0000521	LOC117891135|XP_034652237.1|DSUB	LOC108165106|XP_017156652.1|DMIR
OG0000521	LOC117895966|XP_034659816.1|DSUB	LOC108158966|XP_033252803.1|DMIR
OG0000522	LOC117900417|XP_034666670.1|DSUB	LOC108161150|XP_033248879.1|DMIR
OG0000522	LOC117898073|XP_034663139.1|DSUB	LOC108157855|XP_017145550.1|DMIR
OG0000522	LOC117900274|XP_034666479.1|DSUB	LOC108164766|XP_017156166.1|DMIR
