Orthogroup	DSUB.longest_only	DPSE.longest_only
OG0002545	LOC117903286|XP_034671106.1|DSUB	LOC4815617|XP_001355430.3|DPSE
OG0002547	LOC117899107|XP_034664789.1|DSUB	LOC4815234|XP_001355092.1|DPSE
OG0002548	LOC117889903|XP_034650350.1|DSUB	LOC4815101|XP_015042018.2|DPSE
OG0002549	LOC117895631|XP_034659325.1|DSUB	LOC4814208|XP_001354329.4|DPSE
OG0002550	LOC117903214|XP_034670990.1|DSUB	LOC6901414|XP_015041668.2|DPSE
OG0002551	LOC117897992|XP_034663009.1|DSUB	LOC6897393|XP_002137545.2|DPSE
OG0002552	LOC117902413|XP_034669646.1|DSUB	LOC4816941|XP_001356842.2|DPSE
OG0002553	LOC117901822|XP_034668646.1|DSUB	LOC4815853|XP_001355287.4|DPSE
OG0002553	LOC117901160|XP_034667702.1|DSUB	LOC117183975|XP_033235629.1|DPSE
OG0002554	LOC117890351|XP_034651039.1|DSUB	LOC4814347|XP_001354470.3|DPSE
OG0002555	LOC117903536|XP_034671615.1|DSUB	LOC4814338|XP_001354453.3|DPSE
OG0002556	LOC117901729|XP_034668502.1|DSUB	LOC4818045|XP_001357191.3|DPSE
OG0002557	LOC117903739|XP_034671992.1|DSUB	LOC6902152|XP_002133683.1|DPSE, LOC6903126|XP_002132836.1|DPSE
OG0002558	LOC117898495|XP_034663828.1|DSUB	LOC4801560|XP_001358632.1|DPSE
OG0002559	LOC117897300|XP_034661932.1|DSUB	LOC26531986|XP_015044384.2|DPSE
OG0002560	LOC117897839|XP_034662796.1|DSUB	LOC4801543|XP_001358617.1|DPSE
OG0002561	LOC117897240|XP_034661850.1|DSUB	LOC4801009|XP_001358182.4|DPSE
OG0002562	LOC117901353|XP_034667957.1|DSUB	LOC4815405|XP_001355723.2|DPSE
OG0002563	LOC117903390|XP_034671266.1|DSUB	LOC4814599|XP_001354736.3|DPSE
OG0002564	LOC117897809|XP_034662749.1|DSUB	LOC4800387|XP_001357672.2|DPSE
OG0002565	LOC117898264|XP_034663409.1|DSUB	LOC4800362|XP_033232493.1|DPSE
OG0002566	LOC117899282|XP_034665078.1|DSUB	LOC6897218|XP_002137390.3|DPSE
OG0002567	LOC117903682|XP_034671911.1|DSUB	LOC4815922|XP_033240140.1|DPSE
OG0002568	LOC117899493|XP_034665433.1|DSUB	LOC4803014|XP_001359816.2|DPSE
OG0002569	LOC117894689|XP_034657758.1|DSUB	LOC4813608|XP_001353325.2|DPSE
OG0002570	LOC117897756|XP_034662688.1|DSUB	LOC4801433|XP_015037250.2|DPSE
OG0002571	LOC117896270|XP_034660352.1|DSUB	LOC4801435|XP_001358530.3|DPSE
OG0002572	LOC117892574|XP_034654793.1|DSUB, LOC117890603|XP_034651433.1|DSUB	LOC4804964|XP_001361440.4|DPSE, LOC15382895|XP_033233480.1|DPSE
OG0002573	LOC117897055|XP_034661538.1|DSUB	LOC4801444|XP_001358538.1|DPSE
OG0002574	LOC117896619|XP_034660947.1|DSUB	LOC4801456|XP_001358550.5|DPSE
OG0002575	LOC117896085|XP_034660015.1|DSUB	LOC4802574|XP_001359469.4|DPSE
OG0002576	LOC117897559|XP_034662387.1|DSUB	LOC6901172|XP_002133873.2|DPSE
OG0002577	LOC117894006|XP_034656720.1|DSUB	LOC4813486|XP_001353798.2|DPSE
OG0002578	LOC117902080|XP_034669064.1|DSUB	LOC4817573|XP_001356978.3|DPSE
OG0002579	LOC117901605|XP_034668312.1|DSUB	LOC4817766|XP_001357162.1|DPSE
OG0002580	LOC117890762|XP_034651713.1|DSUB	LOC6898638|XP_002138643.1|DPSE
OG0002581	LOC117898688|XP_034664182.1|DSUB	LOC4801690|XP_033236130.1|DPSE
OG0002582	LOC117899624|XP_034665669.1|DSUB	LOC4802131|XP_001359111.2|DPSE
OG0002583	LOC117898317|XP_034663504.1|DSUB	LOC6897007|XP_015038778.2|DPSE
OG0002584	LOC117895754|XP_034659517.1|DSUB	LOC4812170|XP_001352937.1|DPSE
OG0002585	LOC117895756|XP_034659520.1|DSUB	LOC6900242|XP_002135571.1|DPSE
OG0002586	LOC117898444|XP_034663740.1|DSUB	LOC4801838|XP_015037412.1|DPSE
OG0002587	LOC117897375|XP_034662065.1|DSUB	LOC4801583|XP_001358653.2|DPSE
OG0002588	LOC117898125|XP_034663207.1|DSUB	LOC4801508|XP_001358587.2|DPSE
OG0002589	LOC117896194|XP_034660176.1|DSUB	LOC6897150|XP_033235784.1|DPSE
OG0002590	LOC117894470|XP_034657466.1|DSUB	LOC4814811|XP_001354674.2|DPSE
OG0002591	LOC117896168|XP_034660140.1|DSUB	LOC4800311|XP_001357595.4|DPSE
OG0002592	LOC117898743|XP_034664256.1|DSUB	LOC4800668|XP_001357900.4|DPSE
OG0002593	LOC117896347|XP_034660480.1|DSUB	LOC4800663|XP_015038585.2|DPSE
OG0002594	LOC117899730|XP_034665865.1|DSUB	LOC4801641|XP_033236382.1|DPSE
OG0002595	LOC117898435|XP_034663718.1|DSUB	LOC4801840|XP_033239539.1|DPSE
OG0002596	LOC117897390|XP_034662093.1|DSUB	LOC4801995|XP_015037528.2|DPSE
OG0002597	LOC117898694|XP_034664200.1|DSUB	LOC4801047|XP_001358210.1|DPSE
OG0002598	LOC117895968|XP_034659814.1|DSUB	LOC6896963|XP_033240338.1|DPSE
OG0002599	LOC117897700|XP_034662612.1|DSUB	LOC4802130|XP_001359110.3|DPSE
OG0002600	LOC117891903|XP_034653617.1|DSUB	LOC4804712|XP_033234227.1|DPSE
OG0002601	LOC117896831|XP_034661236.1|DSUB	LOC4800866|XP_001358064.3|DPSE
OG0002602	LOC117896751|XP_034661107.1|DSUB	LOC6896838|XP_003736278.3|DPSE
OG0002603	LOC117898065|XP_034663126.1|DSUB	LOC4800293|XP_015038748.2|DPSE
OG0002604	LOC117898047|XP_034663097.1|DSUB	LOC4800303|XP_001357645.3|DPSE
OG0002605	LOC117899669|XP_034665747.1|DSUB	LOC4800874|XP_001358071.2|DPSE
OG0002606	LOC117897376|XP_034662067.1|DSUB	LOC4801294|XP_033234631.1|DPSE
OG0002607	LOC117897388|XP_034662087.1|DSUB	LOC4801293|XP_001358413.3|DPSE
OG0002608	LOC117898024|XP_034663052.1|DSUB	LOC4802792|XP_001359638.4|DPSE
OG0002609	LOC117892531|XP_034654726.1|DSUB	LOC4804895|XP_001361381.2|DPSE
OG0002610	LOC117895994|XP_034659872.1|DSUB	LOC4800850|XP_001358051.3|DPSE
OG0002611	LOC117897632|XP_034662496.1|DSUB	LOC4800597|XP_001357843.1|DPSE
OG0002612	LOC117899160|XP_034664910.1|DSUB	LOC4801854|XP_001358885.2|DPSE
OG0002613	LOC117897041|XP_034661515.1|DSUB	LOC4801764|XP_033232482.1|DPSE
OG0002614	LOC117897409|XP_034662125.1|DSUB	LOC4801081|XP_001358240.4|DPSE
OG0002615	LOC117893067|XP_034655365.1|DSUB	LOC4814001|XP_001354145.3|DPSE
OG0002616	LOC117898548|XP_034663917.1|DSUB	LOC4801189|XP_001358319.1|DPSE
OG0002617	LOC117899622|XP_034665667.1|DSUB	LOC6897468|XP_002137617.4|DPSE
OG0002618	LOC117896395|XP_034660591.1|DSUB	LOC4802734|XP_001359597.3|DPSE
OG0002619	LOC117896556|XP_034660833.1|DSUB	LOC6896902|XP_015038803.2|DPSE
OG0002620	LOC117897116|XP_034661657.1|DSUB	LOC4800452|XP_001357725.1|DPSE
OG0002621	LOC117897437|XP_034662167.1|DSUB	LOC6897246|XP_015037291.2|DPSE
OG0002622	LOC117893397|XP_034655886.1|DSUB	LOC4812578|XP_001352537.2|DPSE
OG0002623	LOC117898265|XP_034663410.1|DSUB	LOC4800361|XP_001357553.2|DPSE
OG0002624	LOC117899701|XP_034665799.1|DSUB	LOC4800981|XP_033232810.1|DPSE
OG0002625	LOC117899135|XP_034664825.1|DSUB	LOC6896983|XP_033239626.1|DPSE
OG0002626	LOC117898253|XP_034663398.1|DSUB	LOC4814472|XP_033240733.1|DPSE
OG0002627	LOC117897929|XP_034662905.1|DSUB	LOC4801661|XP_015037348.2|DPSE
OG0002628	LOC117897171|XP_034661760.1|DSUB	LOC6897230|XP_002137402.3|DPSE
OG0002629	LOC117898340|XP_034663556.1|DSUB	LOC4803203|XP_033232688.1|DPSE
OG0002630	LOC117899412|XP_034665290.1|DSUB	LOC4802463|XP_001359380.4|DPSE
OG0002631	LOC117896072|XP_034659989.1|DSUB	LOC6897162|XP_002137342.4|DPSE
OG0002632	LOC117897586|XP_034662431.1|DSUB	LOC4801631|XP_001358687.2|DPSE
OG0002633	LOC117897060|XP_034661547.1|DSUB	LOC26532833|XP_015037258.1|DPSE, LOC117183245|XP_033232379.1|DPSE
OG0002634	LOC117899474|XP_034665392.1|DSUB	LOC4801579|XP_033235836.1|DPSE
OG0002635	LOC117896145|XP_034660109.1|DSUB	LOC4801497|XP_001358576.3|DPSE
OG0002636	LOC117896330|XP_034660461.1|DSUB	LOC4802772|XP_001359632.3|DPSE
OG0002637	LOC117900754|XP_034667126.1|DSUB	LOC4817797|XP_001357153.1|DPSE
OG0002638	LOC117898881|XP_034664455.1|DSUB	LOC6896711|XP_015038824.2|DPSE
OG0002639	LOC117898382|XP_034663624.1|DSUB	LOC6897826|XP_002137931.1|DPSE
OG0002640	LOC117896784|XP_034661171.1|DSUB	LOC4801307|XP_001358424.3|DPSE
OG0002641	LOC117898804|XP_034664340.1|DSUB	LOC4801873|XP_001358898.2|DPSE
OG0002642	LOC117898272|XP_034663418.1|DSUB	LOC6897373|XP_002137526.2|DPSE
OG0002643	LOC117898266|XP_034663411.1|DSUB	LOC4801875|XP_015037446.2|DPSE
OG0002644	LOC117896604|XP_034660928.1|DSUB	LOC6897379|XP_002137531.1|DPSE
OG0002645	LOC117898163|XP_034663263.1|DSUB	LOC4801907|XP_015037452.2|DPSE
OG0002646	LOC117896842|XP_034661256.1|DSUB	LOC4802139|XP_001359118.2|DPSE
OG0002647	LOC117899516|XP_034665460.1|DSUB	LOC4801590|XP_001358659.4|DPSE
OG0002648	LOC117896635|XP_034660971.1|DSUB	LOC4802014|XP_015037542.1|DPSE
OG0002649	LOC117899104|XP_034664776.1|DSUB	LOC4800963|XP_015038725.1|DPSE
OG0002650	LOC117899514|XP_034665457.1|DSUB	LOC4801591|XP_001358660.5|DPSE
OG0002651	LOC117896086|XP_034660016.1|DSUB	LOC4802572|XP_001359467.2|DPSE
OG0002652	LOC117899614|XP_034665648.1|DSUB	LOC4801535|XP_001358609.1|DPSE
OG0002653	LOC117896779|XP_034661146.1|DSUB	LOC4801310|XP_001358426.3|DPSE
OG0002654	LOC117896279|XP_034660373.1|DSUB	LOC4801311|XP_003736479.3|DPSE
OG0002655	LOC117899157|XP_034664897.1|DSUB	LOC4801852|XP_015037425.2|DPSE
OG0002656	LOC117896828|XP_034661229.1|DSUB	LOC4801273|XP_001358393.1|DPSE
OG0002657	LOC117896144|XP_034660108.1|DSUB	LOC4801498|XP_001358577.2|DPSE
OG0002658	LOC117896161|XP_034660129.1|DSUB	LOC6896662|XP_002136877.1|DPSE
OG0002659	LOC117899463|XP_034665369.1|DSUB	LOC4800625|XP_001357866.4|DPSE
OG0002660	LOC117903024|XP_034670649.1|DSUB	LOC4814667|XP_001354595.2|DPSE
OG0002661	LOC117897407|XP_034662122.1|DSUB	LOC6897035|XP_033232435.1|DPSE
OG0002662	LOC117892282|XP_034654292.1|DSUB	LOC4804695|XP_015040122.2|DPSE
OG0002663	LOC117899567|XP_034665568.1|DSUB	LOC4801797|XP_001358831.2|DPSE
OG0002664	LOC117900475|XP_034666746.1|DSUB	LOC4817731|XP_015035631.2|DPSE
OG0002665	LOC117892717|XP_034655028.1|DSUB	LOC4804335|XP_001360910.3|DPSE
OG0002666	LOC117892712|XP_034655019.1|DSUB	LOC4804337|XP_015039825.2|DPSE
OG0002667	LOC117891189|XP_034652414.1|DSUB	LOC4804089|XP_001360707.3|DPSE
OG0002668	LOC117893556|XP_034656109.1|DSUB	LOC6900896|XP_002135253.3|DPSE
OG0002669	LOC117900409|XP_034666655.1|DSUB	LOC6899796|XP_002135740.2|DPSE
OG0002670	LOC117894133|XP_034656918.1|DSUB	LOC4812210|XP_001352525.1|DPSE
OG0002671	LOC117894131|XP_034656911.1|DSUB	LOC4812316|XP_001352528.4|DPSE
OG0002672	LOC117892248|XP_034654251.1|DSUB	LOC4803761|XP_015039336.2|DPSE
OG0002673	LOC117889844|XP_034650228.1|DSUB	LOC4804299|XP_001360879.3|DPSE
OG0002674	LOC117891185|XP_034652403.1|DSUB	LOC4804086|XP_033234655.1|DPSE
OG0002675	LOC117893292|XP_034655753.1|DSUB	LOC4812434|XP_001352686.4|DPSE
OG0002676	LOC117891436|XP_034652799.1|DSUB	LOC4804708|XP_001361226.4|DPSE
OG0002677	LOC117892216|XP_034654207.1|DSUB	LOC4803487|XP_015039099.2|DPSE
OG0002678	LOC117890720|XP_034651653.1|DSUB	LOC4804743|XP_001361255.2|DPSE
OG0002679	LOC117889834|XP_034650207.1|DSUB	LOC6898446|XP_033234104.1|DPSE
OG0002680	LOC117903564|XP_034671662.1|DSUB	LOC4814836|XP_001355138.3|DPSE
OG0002681	LOC117891779|XP_034653336.1|DSUB	LOC6899006|XP_002138966.1|DPSE
OG0002682	LOC117895851|XP_034659707.1|DSUB	LOC4812089|XP_015043744.2|DPSE
OG0002683	LOC117898193|XP_034663303.1|DSUB	LOC4802633|XP_015037963.2|DPSE
OG0002684	LOC117897141|XP_034661741.1|DSUB	LOC6901728|XP_002134396.1|DPSE
OG0002685	LOC117895288|XP_034658721.1|DSUB	LOC6899793|XP_033238792.1|DPSE
OG0002686	LOC117895591|XP_034659232.1|DSUB	LOC6900866|XP_002135223.3|DPSE
OG0002687	LOC117895428|XP_034658959.1|DSUB	LOC4812070|XP_015044016.2|DPSE
OG0002688	LOC117893567|XP_034656127.1|DSUB	LOC4813984|XP_001354139.3|DPSE
OG0002689	LOC117903554|XP_034671646.1|DSUB	LOC4814909|XP_001354683.1|DPSE
OG0002690	LOC117894562|XP_034657576.1|DSUB	LOC4813858|XP_001353935.3|DPSE
OG0002691	LOC117890692|XP_034651575.1|DSUB	LOC4805501|XP_001361895.3|DPSE
OG0002692	LOC117892161|XP_034654116.1|DSUB	LOC4804314|XP_015039804.1|DPSE
OG0002693	LOC117895281|XP_034658706.1|DSUB	LOC4813016|XP_001353727.1|DPSE
OG0002694	LOC117892350|XP_034654442.1|DSUB	LOC4804238|XP_001360829.3|DPSE
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	LOC117183985|XP_033235656.1|DPSE, LOC4813220|XP_001353864.1|DPSE
OG0002696	LOC117893413|XP_034655915.1|DSUB	LOC6897314|XP_002137469.3|DPSE, LOC4812382|XP_002135397.1|DPSE
OG0002697	LOC117894127|XP_034656906.1|DSUB	LOC6899987|XP_033237978.1|DPSE
OG0002698	LOC117895404|XP_034658924.1|DSUB	LOC4812540|XP_001352732.3|DPSE
OG0002699	LOC117893302|XP_034655770.1|DSUB	LOC4812435|XP_001352687.1|DPSE
OG0002700	LOC117895183|XP_034658539.1|DSUB	LOC4813317|XP_033239409.1|DPSE
OG0002701	LOC117891624|XP_034653053.1|DSUB	LOC4804488|XP_033233384.1|DPSE
OG0002702	LOC117892754|XP_034655071.1|DSUB	LOC6898512|XP_002138553.3|DPSE
OG0002703	LOC117890673|XP_034651540.1|DSUB	LOC6898664|XP_033233907.1|DPSE
OG0002704	LOC117889851|XP_034650241.1|DSUB	LOC4803366|XP_001360103.4|DPSE
OG0002705	LOC117893058|XP_034655350.1|DSUB	LOC4814130|XP_033238480.1|DPSE
OG0002706	LOC117890741|XP_034651683.1|DSUB	LOC4804748|XP_001361260.2|DPSE
OG0002707	LOC117892906|XP_034655101.1|DSUB	LOC4812490|XP_015043592.2|DPSE
OG0002708	LOC117894542|XP_034657553.1|DSUB	LOC6900014|XP_033238775.1|DPSE
OG0002709	LOC117892697|XP_034654999.1|DSUB	LOC4805176|XP_001361621.2|DPSE
OG0002710	LOC117892699|XP_034655001.1|DSUB	LOC4805173|XP_001361619.1|DPSE
OG0002711	LOC117890401|XP_034651101.1|DSUB	LOC4804398|XP_001360968.2|DPSE
OG0002712	LOC117890079|XP_034650625.1|DSUB	LOC4805386|XP_004444497.2|DPSE
OG0002713	LOC117889904|XP_034650311.1|DSUB	LOC4804931|XP_001361413.2|DPSE
OG0002714	LOC117891828|XP_034653460.1|DSUB	LOC4803643|XP_001360328.2|DPSE
OG0002715	LOC117894505|XP_034657544.1|DSUB	LOC4814203|XP_001354331.1|DPSE
OG0002716	LOC117891951|XP_034653698.1|DSUB	LOC6898122|XP_033234319.1|DPSE
OG0002717	LOC117897619|XP_034662476.1|DSUB	LOC4802642|XP_015037968.2|DPSE
OG0002718	LOC117894928|XP_034658122.1|DSUB	LOC6900937|XP_002134730.3|DPSE
OG0002719	LOC117899591|XP_034665601.1|DSUB	LOC4803222|XP_001359998.2|DPSE
OG0002720	LOC117893025|XP_034655274.1|DSUB	LOC4814165|XP_001354273.2|DPSE
OG0002721	LOC117902289|XP_034669457.1|DSUB	LOC4811698|XP_001352280.4|DPSE
OG0002722	LOC117891979|XP_034653745.1|DSUB	LOC4804593|XP_001361128.2|DPSE
OG0002723	LOC117890190|XP_034650787.1|DSUB	LOC4803400|XP_001360131.1|DPSE
OG0002724	LOC117897114|XP_034661655.1|DSUB	LOC4800453|XP_001357726.2|DPSE
OG0002725	LOC117893837|XP_034656492.1|DSUB	LOC4812308|XP_001352962.1|DPSE
OG0002726	LOC117895344|XP_034658811.1|DSUB	LOC4812792|XP_001354037.3|DPSE
OG0002727	LOC117893043|XP_034655310.1|DSUB	LOC4811964|XP_001352484.1|DPSE
OG0002728	LOC117890107|XP_034650664.1|DSUB	LOC4804937|XP_015040311.2|DPSE
OG0002729	LOC117892975|XP_034655206.1|DSUB	LOC4813510|XP_015042995.2|DPSE
OG0002730	LOC117891493|XP_034652864.1|DSUB	LOC4805159|XP_033233463.1|DPSE
OG0002731	LOC117892903|XP_034655098.1|DSUB	LOC4814084|XP_001354245.3|DPSE
OG0002732	LOC117890256|XP_034650899.1|DSUB	LOC4803379|XP_033233892.1|DPSE
OG0002733	LOC117890220|XP_034650849.1|DSUB	LOC4805367|XP_001361778.3|DPSE
OG0002734	LOC117889779|XP_034650135.1|DSUB	LOC6899221|XP_033233399.1|DPSE
OG0002735	LOC117891278|XP_034652546.1|DSUB	LOC6898358|XP_033234526.1|DPSE
OG0002736	LOC117891282|XP_034652561.1|DSUB	LOC4804079|XP_033234445.1|DPSE
OG0002737	LOC117895485|XP_034659060.1|DSUB	LOC4814187|XP_001354313.2|DPSE
OG0002738	LOC117893935|XP_034656608.1|DSUB	LOC6899936|XP_033238566.1|DPSE
OG0002739	LOC117894291|XP_034657142.1|DSUB	LOC117184695|XP_033239237.1|DPSE
OG0002740	LOC117894290|XP_034657141.1|DSUB	LOC117184694|XP_033239236.1|DPSE
OG0002741	LOC117890002|XP_034650481.1|DSUB	LOC6898987|XP_002138947.3|DPSE
OG0002742	LOC117892623|XP_034654866.1|DSUB	LOC4803510|XP_001360223.4|DPSE
OG0002743	LOC117894357|XP_034657238.1|DSUB	LOC4814099|XP_001354290.2|DPSE
OG0002744	LOC117893285|XP_034655742.1|DSUB	LOC4812923|XP_001354066.2|DPSE
OG0002745	LOC117895465|XP_034659031.1|DSUB	LOC117185196|XP_033241448.1|DPSE, LOC4812921|XP_015042907.2|DPSE
OG0002746	LOC117890060|XP_034650584.1|DSUB	LOC4805352|XP_001361766.2|DPSE
OG0002747	LOC117896171|XP_034660143.1|DSUB	LOC4801194|XP_001358323.2|DPSE
OG0002748	LOC117892713|XP_034655024.1|DSUB	LOC4804330|XP_001360906.3|DPSE
OG0002749	LOC117890593|XP_034651421.1|DSUB	LOC6898864|XP_002138836.4|DPSE
OG0002750	LOC117890725|XP_034651665.1|DSUB	LOC6898980|XP_002138940.3|DPSE
OG0002751	LOC117890323|XP_034651002.1|DSUB	LOC4804032|XP_033233791.1|DPSE
OG0002752	LOC117890656|XP_034651518.1|DSUB	LOC4804511|XP_001361063.2|DPSE
OG0002753	LOC117890632|XP_034651472.1|DSUB	LOC4805217|XP_033233796.1|DPSE
OG0002754	LOC117893962|XP_034656652.1|DSUB	LOC6900175|XP_033238947.1|DPSE
OG0002755	LOC117891205|XP_034652434.1|DSUB	LOC4803631|XP_001360319.1|DPSE
OG0002756	LOC117893131|XP_034655472.1|DSUB	LOC4813141|XP_001353316.3|DPSE
OG0002757	LOC117894209|XP_034657015.1|DSUB	LOC4812689|XP_033237431.1|DPSE
OG0002758	LOC117890080|XP_034650627.1|DSUB	LOC4805378|XP_001361788.3|DPSE
OG0002759	LOC117891703|XP_034653186.1|DSUB	LOC4804659|XP_015040090.1|DPSE
OG0002760	LOC117891644|XP_034653082.1|DSUB	LOC4803561|XP_001360268.1|DPSE
OG0002761	LOC117891324|XP_034652631.1|DSUB	LOC4803624|XP_015039211.2|DPSE
OG0002762	LOC117890906|XP_034651896.1|DSUB	LOC4804814|XP_015040212.2|DPSE
OG0002763	LOC117894214|XP_034657021.1|DSUB	LOC4812696|XP_001353078.1|DPSE
OG0002764	LOC117893494|XP_034656019.1|DSUB	LOC6900505|XP_002134894.2|DPSE
OG0002765	LOC117892581|XP_034654805.1|DSUB	LOC4804118|XP_033234891.1|DPSE
OG0002766	LOC117892585|XP_034654814.1|DSUB	LOC4804117|XP_001360729.2|DPSE
OG0002767	LOC117891695|XP_034653176.1|DSUB	LOC4804663|XP_001361188.5|DPSE
OG0002768	LOC117892060|XP_034653884.1|DSUB	LOC4803523|XP_001360236.2|DPSE
OG0002769	LOC117890278|XP_034650930.1|DSUB	LOC4805469|XP_001361864.2|DPSE
OG0002770	LOC117901129|XP_034667658.1|DSUB	LOC4817887|XP_001357441.2|DPSE
OG0002771	LOC117894019|XP_034656748.1|DSUB	LOC6900645|XP_033240773.1|DPSE
OG0002772	LOC117895050|XP_034658319.1|DSUB	LOC6900646|XP_033240264.1|DPSE
OG0002773	LOC117891171|XP_034652384.1|DSUB	LOC4805186|XP_001361633.3|DPSE
OG0002774	LOC117891444|XP_034652812.1|DSUB	LOC4805287|XP_001361709.2|DPSE
OG0002775	LOC117893994|XP_034656696.1|DSUB	LOC4813738|XP_015043176.2|DPSE
OG0002776	LOC117895505|XP_034659094.1|DSUB	LOC4814186|XP_001354312.1|DPSE
OG0002777	LOC117892995|XP_034655240.1|DSUB	LOC4811956|XP_033240582.1|DPSE
OG0002778	LOC117892993|XP_034655236.1|DSUB	LOC4812606|XP_033240580.1|DPSE
OG0002779	LOC117893289|XP_034655749.1|DSUB	LOC4812536|XP_001352693.2|DPSE
OG0002780	LOC117897398|XP_034662108.1|DSUB	LOC4803290|XP_001360055.2|DPSE
OG0002781	LOC117891352|XP_034652674.1|DSUB	LOC6898169|XP_002138247.2|DPSE
OG0002782	LOC117894254|XP_034657098.1|DSUB	LOC4812318|XP_001352950.2|DPSE
OG0002783	LOC117893088|XP_034655404.1|DSUB	LOC6903373|XP_002132255.4|DPSE
OG0002784	LOC117891051|XP_034652115.1|DSUB	LOC4803954|XP_001360592.4|DPSE
OG0002785	LOC117893093|XP_034655413.1|DSUB	LOC6900565|XP_002134943.2|DPSE
OG0002786	LOC117893851|XP_034656510.1|DSUB	LOC4812680|XP_001353064.1|DPSE
OG0002787	LOC117893062|XP_034655354.1|DSUB	LOC4814032|XP_001354183.1|DPSE
OG0002788	LOC117893064|XP_034655362.1|DSUB	LOC4814013|XP_001354182.4|DPSE
OG0002789	LOC117893642|XP_034656220.1|DSUB	LOC4813413|XP_001354076.2|DPSE
OG0002790	LOC117894372|XP_034657266.1|DSUB	LOC4812837|XP_001353633.3|DPSE
OG0002791	LOC117894048|XP_034656792.1|DSUB	LOC4812348|XP_001352910.2|DPSE
OG0002792	LOC117891501|XP_034652882.1|DSUB	LOC4805142|XP_001361594.2|DPSE
OG0002793	LOC117895216|XP_034658598.1|DSUB	LOC117185096|XP_033240833.1|DPSE
OG0002794	LOC117894564|XP_034657578.1|DSUB	LOC4813860|XP_033238365.1|DPSE
OG0002795	LOC117895024|XP_034658283.1|DSUB	LOC6900952|XP_002134653.3|DPSE
OG0002796	LOC117895506|XP_034659096.1|DSUB	LOC4811951|XP_001352703.2|DPSE
OG0002797	LOC117894379|XP_034657275.1|DSUB	LOC4813815|XP_001353631.2|DPSE
OG0002798	LOC117900569|XP_034666867.1|DSUB	LOC6903114|XP_002132824.1|DPSE
OG0002799	LOC117894183|XP_034656987.1|DSUB	LOC4812931|XP_033240325.1|DPSE
OG0002800	LOC117894032|XP_034656762.1|DSUB	LOC4812679|XP_001353063.4|DPSE
OG0002801	LOC117890919|XP_034651938.1|DSUB	LOC4805300|XP_015040544.2|DPSE
OG0002802	LOC117892049|XP_034653868.1|DSUB	LOC4805435|XP_001361836.5|DPSE
OG0002803	LOC117900421|XP_034666673.1|DSUB	LOC4816926|XP_001356889.2|DPSE
OG0002804	LOC117891733|XP_034653217.1|DSUB	LOC4805204|XP_001361646.1|DPSE
OG0002805	LOC117890180|XP_034650769.1|DSUB	LOC4803572|XP_001360279.2|DPSE
OG0002806	LOC117894050|XP_034656794.1|DSUB	LOC4811882|XP_001352909.1|DPSE
OG0002807	LOC117891439|XP_034652806.1|DSUB	LOC4804707|XP_001361225.2|DPSE
OG0002808	LOC117892501|XP_034654669.1|DSUB	LOC4804328|XP_001360904.4|DPSE
OG0002809	LOC117895545|XP_034659139.1|DSUB	LOC4813061|XP_001353386.1|DPSE
OG0002810	LOC117895287|XP_034658717.1|DSUB	LOC6900190|XP_033241427.1|DPSE
OG0002811	LOC117895000|XP_034658238.1|DSUB	LOC6900599|XP_015042965.1|DPSE
OG0002812	LOC117891101|XP_034652177.1|DSUB	LOC4803629|XP_001360317.2|DPSE
OG0002813	LOC117892466|XP_034654609.1|DSUB	LOC4803746|XP_033234355.1|DPSE
OG0002814	LOC117891761|XP_034653267.1|DSUB	LOC6898541|XP_015040039.2|DPSE
OG0002815	LOC117890249|XP_034650886.1|DSUB	LOC4805093|XP_001361554.3|DPSE
OG0002816	LOC117890047|XP_034650558.1|DSUB	LOC4803757|XP_001360421.3|DPSE
OG0002817	LOC117892001|XP_034653780.1|DSUB	LOC6898023|XP_002138112.2|DPSE
OG0002818	LOC117891674|XP_034653136.1|DSUB	LOC4804559|XP_001361101.2|DPSE
OG0002819	LOC117894616|XP_034657661.1|DSUB	LOC6900942|XP_033238004.1|DPSE
OG0002820	LOC117894625|XP_034657682.1|DSUB	LOC4814072|XP_001354195.1|DPSE
OG0002821	LOC117894298|XP_034657153.1|DSUB	LOC4812781|XP_001353418.3|DPSE
OG0002822	LOC117891234|XP_034652471.1|DSUB	LOC4805291|XP_001361713.1|DPSE
OG0002823	LOC117890054|XP_034650576.1|DSUB	LOC4805013|XP_015040364.1|DPSE
OG0002824	LOC117892752|XP_034655067.1|DSUB	LOC4804520|XP_001361071.3|DPSE
OG0002825	LOC117892996|XP_034655242.1|DSUB	LOC4812630|XP_001352383.2|DPSE
OG0002826	LOC117890242|XP_034650879.1|DSUB	LOC4803952|XP_001360590.2|DPSE
OG0002827	LOC117902925|XP_034670397.1|DSUB	LOC4811713|XP_001352289.2|DPSE
OG0002828	LOC117890556|XP_034651378.1|DSUB	LOC6898232|XP_033233610.1|DPSE
OG0002829	LOC117890216|XP_034650845.1|DSUB	LOC4805462|XP_001361857.3|DPSE
OG0002830	LOC117892704|XP_034655007.1|DSUB	LOC6898873|XP_033234280.1|DPSE
OG0002831	LOC117901978|XP_034668872.1|DSUB	LOC4816565|XP_001356088.3|DPSE
