Orthogroup	DSUB.longest_only	HILL.longest_only
OG0001096	LOC117900177|XP_034666313.1|DSUB	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL
OG0001097	LOC117902276|XP_034669435.1|DSUB	LOC119661406|XP_037926663.1|HILL
OG0001098	LOC117892023|XP_034653809.1|DSUB, LOC117895074|XP_034658354.1|DSUB	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL
OG0001099	LOC117894278|XP_034657125.1|DSUB	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL
OG0001100	LOC117897810|XP_034662750.1|DSUB	LOC119655645|XP_037917552.1|HILL
OG0001101	LOC117891853|XP_034653493.1|DSUB	LOC119656262|XP_037918608.1|HILL
OG0001102	LOC117893877|XP_034656540.1|DSUB	LOC119647913|XP_037905163.1|HILL
OG0001103	LOC117898590|XP_034664026.1|DSUB	LOC119651483|XP_037911022.1|HILL
OG0001104	LOC117892556|XP_034654758.1|DSUB	LOC119654690|XP_037916128.1|HILL
OG0001105	LOC117898596|XP_034664037.1|DSUB	LOC119654540|XP_037915913.1|HILL
OG0001106	LOC117903003|XP_034670635.1|DSUB	LOC119660910|XP_037925785.1|HILL
OG0001109	LOC117892732|XP_034655045.1|DSUB, LOC117892731|XP_034655043.1|DSUB	LOC119661437|XP_037926710.1|HILL, LOC119646346|XP_037902709.1|HILL
OG0001112	LOC117891206|XP_034652435.1|DSUB	LOC119647107|XP_037903817.1|HILL
OG0001118	LOC117889609|XP_034649924.1|DSUB	LOC119658022|XP_037921179.1|HILL
OG0001119	LOC117897781|XP_034662720.1|DSUB	LOC119658275|XP_037921494.1|HILL
OG0001120	LOC117896613|XP_034660937.1|DSUB	LOC119651250|XP_037910659.1|HILL
OG0001122	LOC117894629|XP_034657685.1|DSUB	LOC119650129|XP_037908586.1|HILL
OG0001124	LOC117899131|XP_034664818.1|DSUB	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL
OG0001125	LOC117897892|XP_034662861.1|DSUB	LOC119648754|XP_037906506.1|HILL
OG0001127	LOC117894768|XP_034657877.1|DSUB	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL
OG0001128	LOC117891449|XP_034652819.1|DSUB	LOC119660463|XP_037924958.1|HILL
OG0001129	LOC117902674|XP_034670094.1|DSUB	LOC119650885|XP_037909986.1|HILL
OG0001130	LOC117902017|XP_034668956.1|DSUB	LOC119653058|XP_037913465.1|HILL
OG0001131	LOC117903000|XP_034670619.1|DSUB	LOC119660936|XP_037925859.1|HILL
OG0001133	LOC117901378|XP_034667985.1|DSUB	LOC119647256|XP_037904063.1|HILL
OG0001134	LOC117890450|XP_034651179.1|DSUB	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL
OG0001135	LOC117897588|XP_034662432.1|DSUB	LOC119654839|XP_037916342.1|HILL, LOC119654481|XP_037915830.1|HILL
OG0001136	LOC117897826|XP_034662770.1|DSUB	LOC119660441|XP_037924921.1|HILL
OG0001137	LOC117899208|XP_034664971.1|DSUB	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL
OG0001138	LOC117895627|XP_034659272.1|DSUB	LOC119655094|XP_037916728.1|HILL
OG0001140	LOC117898815|XP_034664367.1|DSUB	LOC119647169|XP_037903902.1|HILL, LOC119656962|XP_037919610.1|HILL, LOC119656930|XP_037919552.1|HILL
OG0001141	LOC117898666|XP_034664132.1|DSUB	LOC119648620|XP_037906317.1|HILL
OG0001144	LOC117892549|XP_034654750.1|DSUB	LOC119655340|XP_037917115.1|HILL
OG0001148	LOC117900596|XP_034666897.1|DSUB, LOC117900597|XP_034666898.1|DSUB, LOC117900934|XP_034667391.1|DSUB	LOC119646878|XP_037903432.1|HILL
OG0001149	LOC117893341|XP_034655822.1|DSUB	LOC119648939|XP_037906780.1|HILL, LOC119649425|XP_037907500.1|HILL
OG0001153	LOC117890907|XP_034651911.1|DSUB	LOC119660793|XP_037925528.1|HILL
OG0001154	LOC117900982|XP_034667466.1|DSUB	LOC119651636|XP_037911228.1|HILL
OG0001155	LOC117896430|XP_034660684.1|DSUB	LOC119656861|XP_037919444.1|HILL
OG0001157	LOC117898870|XP_034664442.1|DSUB	LOC119651295|XP_037910744.1|HILL
OG0001158	LOC117900114|XP_034666230.1|DSUB	LOC119657603|XP_037920533.1|HILL
OG0001159	LOC117898154|XP_034663244.1|DSUB	LOC119656717|XP_037919167.1|HILL
OG0001160	LOC117897386|XP_034662085.1|DSUB	LOC119653171|XP_037913646.1|HILL
OG0001161	LOC117898676|XP_034664147.1|DSUB	LOC119650746|XP_037909750.1|HILL
OG0001162	LOC117897158|XP_034661719.1|DSUB, LOC117898132|XP_034663217.1|DSUB	LOC119658310|XP_037921547.1|HILL
OG0001163	LOC117899689|XP_034665776.1|DSUB	LOC119650564|XP_037909297.1|HILL
OG0001164	LOC117899331|XP_034665158.1|DSUB, LOC117896953|XP_034661388.1|DSUB	LOC119651647|XP_037911251.1|HILL
OG0001165	LOC117891574|XP_034652989.1|DSUB	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL
OG0001166	LOC117895585|XP_034659209.1|DSUB	LOC119649162|XP_037907104.1|HILL
OG0001167	LOC117892352|XP_034654445.1|DSUB	LOC119646574|XP_037902992.1|HILL
OG0001168	LOC117890343|XP_034651024.1|DSUB	LOC119655740|XP_037917721.1|HILL
OG0001169	LOC117899721|XP_034665835.1|DSUB	LOC119658036|XP_037921197.1|HILL
OG0001170	LOC117897857|XP_034662821.1|DSUB	LOC119659790|XP_037923985.1|HILL
OG0001171	LOC117895384|XP_034658898.1|DSUB	LOC119650467|XP_037909262.1|HILL
OG0001172	LOC117891233|XP_034652469.1|DSUB	LOC119661407|XP_037926664.1|HILL
OG0001173	LOC117896394|XP_034660590.1|DSUB	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL
OG0001174	LOC117895249|XP_034658655.1|DSUB	LOC119647791|XP_037904916.1|HILL
OG0001175	LOC117892253|XP_034654255.1|DSUB	LOC119654794|XP_037916271.1|HILL
OG0001176	LOC117890729|XP_034651672.1|DSUB	LOC119655006|XP_037916605.1|HILL
OG0001178	LOC117890628|XP_034651468.1|DSUB	LOC119661423|XP_037926694.1|HILL
OG0001179	LOC117891594|XP_034653013.1|DSUB	LOC119646342|XP_037902696.1|HILL
OG0001180	LOC117902917|XP_034670383.1|DSUB	LOC119660988|XP_037926002.1|HILL
OG0001181	LOC117901868|XP_034668715.1|DSUB, LOC117901867|XP_034668714.1|DSUB, LOC117893533|XP_034656065.1|DSUB	LOC119648244|XP_037905804.1|HILL
OG0001182	LOC117896712|XP_034661061.1|DSUB	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL
OG0001183	LOC117898417|XP_034663679.1|DSUB	LOC119660414|XP_037924881.1|HILL
OG0001185	LOC117896381|XP_034660555.1|DSUB	LOC119658701|XP_037922219.1|HILL
OG0001186	LOC117900792|XP_034667163.1|DSUB, LOC117899718|XP_034665828.1|DSUB	LOC119659434|XP_037923445.1|HILL
OG0001187	LOC117891906|XP_034653620.1|DSUB	LOC119656116|XP_037918366.1|HILL
OG0001188	LOC117891935|XP_034653668.1|DSUB	LOC119653813|XP_037914766.1|HILL
OG0001189	LOC117891296|XP_034652593.1|DSUB	LOC119654676|XP_037916107.1|HILL
OG0001190	LOC117897564|XP_034662399.1|DSUB	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL
OG0001191	LOC117902418|XP_034669663.1|DSUB	LOC119654289|XP_037915506.1|HILL
OG0001192	LOC117900296|XP_034666499.1|DSUB	LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL
OG0001193	LOC117896334|XP_034660465.1|DSUB	LOC119654818|XP_037916306.1|HILL
OG0001194	LOC117901175|XP_034667757.1|DSUB	LOC119648370|XP_037906025.1|HILL
OG0001195	LOC117892074|XP_034653954.1|DSUB	LOC119654582|XP_037915969.1|HILL
OG0001200	LOC117899620|XP_034665660.1|DSUB	LOC119657572|XP_037920465.1|HILL
OG0001201	LOC117899228|XP_034664993.1|DSUB	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL
OG0001202	LOC117890568|XP_034651396.1|DSUB	LOC119658232|XP_037921438.1|HILL
OG0001203	LOC117902945|XP_034670448.1|DSUB	LOC119660998|XP_037926022.1|HILL, LOC119660891|XP_037925745.1|HILL
OG0001204	LOC117901293|XP_034667879.1|DSUB	LOC119657884|XP_037920948.1|HILL
OG0001205	LOC117898236|XP_034663365.1|DSUB	LOC119654814|XP_037916298.1|HILL
OG0001206	LOC117895997|XP_034659875.1|DSUB	LOC119652245|XP_037912149.1|HILL
OG0001207	LOC117895392|XP_034658906.1|DSUB, LOC117903107|XP_034670821.1|DSUB	LOC119658299|XP_037921525.1|HILL
OG0001208	LOC117903471|XP_034671408.1|DSUB	LOC119657034|XP_037919714.1|HILL
OG0001209	LOC117898331|XP_034663545.1|DSUB	LOC119652741|XP_037912967.1|HILL
OG0001210	LOC117899163|XP_034664916.1|DSUB	LOC119657755|XP_037920737.1|HILL
OG0001211	LOC117896028|XP_034659928.1|DSUB, LOC117896029|XP_034659929.1|DSUB	LOC119652060|XP_037911926.1|HILL
OG0001212	LOC117898260|XP_034663408.1|DSUB	LOC119658512|XP_037921913.1|HILL
OG0001213	LOC117903493|XP_034671460.1|DSUB	LOC119659447|XP_037923459.1|HILL
OG0001214	LOC117897330|XP_034661989.1|DSUB	LOC119652669|XP_037912863.1|HILL
OG0001215	LOC117897363|XP_034662038.1|DSUB	LOC119652850|XP_037913130.1|HILL
OG0001216	LOC117899441|XP_034665336.1|DSUB	LOC119653102|XP_037913545.1|HILL
OG0001217	LOC117901071|XP_034667574.1|DSUB, LOC117900385|XP_034666630.1|DSUB	LOC119651703|XP_037911344.1|HILL
OG0001218	LOC117894389|XP_034657286.1|DSUB, LOC117897856|XP_034662820.1|DSUB	LOC119659492|XP_037923538.1|HILL
OG0001220	LOC117892222|XP_034654213.1|DSUB	LOC119652163|XP_037912039.1|HILL
OG0001221	LOC117892605|XP_034654837.1|DSUB	LOC119650451|XP_037909237.1|HILL
OG0001222	LOC117897404|XP_034662118.1|DSUB	LOC119661029|XP_037926116.1|HILL
OG0001223	LOC117891039|XP_034652098.1|DSUB, LOC117892267|XP_034654279.1|DSUB	LOC119654577|XP_037915964.1|HILL
OG0001224	LOC117892106|XP_034654006.1|DSUB	LOC119655657|XP_037917569.1|HILL
OG0001225	LOC117890448|XP_034651171.1|DSUB	LOC119646976|XP_037903609.1|HILL
OG0001226	LOC117889777|XP_034650133.1|DSUB	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL
OG0001227	LOC117901230|XP_034667793.1|DSUB	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL
OG0001229	LOC117892558|XP_034654762.1|DSUB	LOC119646290|XP_037902629.1|HILL
OG0001230	LOC117891940|XP_034653679.1|DSUB	LOC119661031|XP_037926123.1|HILL
OG0001231	LOC117900653|XP_034666977.1|DSUB	LOC119652521|XP_037912644.1|HILL
OG0001232	LOC117900992|XP_034667480.1|DSUB, LOC117900991|XP_034667479.1|DSUB	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL
OG0001233	LOC117902549|XP_034669878.1|DSUB	LOC119661290|XP_037926495.1|HILL
OG0001234	LOC117891713|XP_034653198.1|DSUB	LOC119659090|XP_037922934.1|HILL
OG0001235	LOC117901957|XP_034668825.1|DSUB	LOC119646499|XP_037902882.1|HILL
OG0001236	LOC117894692|XP_034657762.1|DSUB	LOC119649757|XP_037907979.1|HILL
OG0001237	LOC117898521|XP_034663878.1|DSUB	LOC119659116|XP_037922967.1|HILL
OG0001238	LOC117898753|XP_034664266.1|DSUB	LOC119659152|XP_037923023.1|HILL
OG0001239	LOC117898310|XP_034663476.1|DSUB	LOC119660380|XP_037924827.1|HILL
OG0001240	LOC117897922|XP_034662897.1|DSUB	LOC119660382|XP_037924834.1|HILL
OG0001241	LOC117890187|XP_034650784.1|DSUB, LOC117899640|XP_034665695.1|DSUB	LOC119658765|XP_037922391.1|HILL
OG0001242	LOC117900925|XP_034667379.1|DSUB, LOC117902615|XP_034670023.1|DSUB	LOC119655416|XP_037917230.1|HILL
OG0001243	LOC117893830|XP_034656478.1|DSUB, LOC117903334|XP_034671172.1|DSUB	LOC119648820|XP_037906605.1|HILL
OG0001244	LOC117895726|XP_034659475.1|DSUB, LOC117894215|XP_034657025.1|DSUB, LOC117899443|XP_034665340.1|DSUB	LOC119661188|XP_037926337.1|HILL
OG0001245	LOC117899058|XP_034664716.1|DSUB	LOC119651974|XP_037911806.1|HILL
OG0001246	LOC117891026|XP_034652080.1|DSUB	LOC119655399|XP_037917208.1|HILL
OG0001247	LOC117890582|XP_034651411.1|DSUB	LOC119653750|XP_037914607.1|HILL
OG0001248	LOC117895163|XP_034658513.1|DSUB	LOC119650077|XP_037908504.1|HILL, LOC119649838|XP_037908111.1|HILL, LOC119647933|XP_037905201.1|HILL, LOC119650285|XP_037908840.1|HILL, LOC119650080|XP_037908511.1|HILL, LOC119648509|XP_037906206.1|HILL, LOC119648725|XP_037906464.1|HILL, LOC119649642|XP_037907825.1|HILL, LOC119649535|XP_037907650.1|HILL, LOC119649939|XP_037908286.1|HILL, LOC119649581|XP_037907713.1|HILL
OG0001249	LOC117903677|XP_034671906.1|DSUB	LOC119658028|XP_037921186.1|HILL
OG0001255	LOC117890640|XP_034651482.1|DSUB, LOC117896464|XP_034660692.1|DSUB, LOC117903550|XP_034671639.1|DSUB, LOC117891248|XP_034652489.1|DSUB, LOC117894740|XP_034657835.1|DSUB	LOC119653588|XP_037914266.1|HILL
OG0001257	LOC117902979|XP_034670538.1|DSUB	LOC119660950|XP_037925892.1|HILL
OG0001258	LOC117899212|XP_034664976.1|DSUB	LOC119650730|XP_037909685.1|HILL
OG0001259	LOC117903500|XP_034671470.1|DSUB	LOC119658496|XP_037921886.1|HILL
OG0001260	LOC117898478|XP_034663804.1|DSUB	LOC119652828|XP_037913084.1|HILL
OG0001261	LOC117903489|XP_034671447.1|DSUB	LOC119657335|XP_037920135.1|HILL
OG0001262	LOC117895486|XP_034659061.1|DSUB	LOC119660928|XP_037925839.1|HILL
OG0001263	LOC117899301|XP_034665111.1|DSUB	LOC119656996|XP_037919660.1|HILL
OG0001264	LOC117901403|XP_034668028.1|DSUB	LOC119646944|XP_037903561.1|HILL
OG0001265	LOC117893020|XP_034655272.1|DSUB	LOC119657638|XP_037920570.1|HILL
OG0001266	LOC117891724|XP_034653207.1|DSUB	LOC119656260|XP_037918605.1|HILL
OG0001267	LOC117897368|XP_034662057.1|DSUB	LOC119651389|XP_037910899.1|HILL
OG0001268	LOC117895126|XP_034658430.1|DSUB	LOC119652894|XP_037913194.1|HILL
OG0001269	LOC117892420|XP_034654544.1|DSUB	LOC119659654|XP_037923790.1|HILL
OG0001270	LOC117898214|XP_034663330.1|DSUB	LOC119659052|XP_037922887.1|HILL
OG0001271	LOC117890347|XP_034651029.1|DSUB	LOC119658672|XP_037922162.1|HILL
OG0001272	LOC117893952|XP_034656632.1|DSUB, LOC117894541|XP_034657556.1|DSUB	LOC119649825|XP_037908089.1|HILL
OG0001273	LOC117896868|XP_034661289.1|DSUB	LOC119651602|XP_037911179.1|HILL
OG0001274	LOC117894819|XP_034657953.1|DSUB	LOC119649786|XP_037908019.1|HILL
OG0001275	LOC117891346|XP_034652671.1|DSUB	LOC119655439|XP_037917261.1|HILL
OG0001276	LOC117893944|XP_034656625.1|DSUB	LOC119648094|XP_037905520.1|HILL
OG0001277	LOC117893248|XP_034655704.1|DSUB	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL
OG0001278	LOC117894483|XP_034657477.1|DSUB	LOC119649514|XP_037907615.1|HILL
OG0001279	LOC117894489|XP_034657487.1|DSUB	LOC119648237|XP_037905794.1|HILL
OG0001280	LOC117895111|XP_034658408.1|DSUB	LOC119648137|XP_037905610.1|HILL
OG0001281	LOC117894296|XP_034657151.1|DSUB	LOC119647691|XP_037904703.1|HILL
OG0001282	LOC117902691|XP_034670124.1|DSUB	LOC119648273|XP_037905856.1|HILL, LOC119649296|XP_037907318.1|HILL, LOC119650007|XP_037908401.1|HILL, LOC119649909|XP_037908236.1|HILL
OG0001283	LOC117891535|XP_034652937.1|DSUB	LOC119661427|XP_037926698.1|HILL
OG0001284	LOC117901667|XP_034668399.1|DSUB	LOC119651440|XP_037910970.1|HILL
OG0001285	LOC117893184|XP_034655568.1|DSUB	LOC119654710|XP_037916157.1|HILL, LOC119646154|XP_037902453.1|HILL
OG0001286	LOC117900861|XP_034667274.1|DSUB	LOC119646226|XP_037902542.1|HILL
OG0001287	LOC117898019|XP_034663042.1|DSUB	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL
OG0001288	LOC117900970|XP_034667443.1|DSUB	LOC119651059|XP_037910316.1|HILL
OG0001289	LOC117900082|XP_034666177.1|DSUB	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL
OG0001290	LOC117900545|XP_034666836.1|DSUB	LOC119653199|XP_037913690.1|HILL
OG0001291	LOC117892388|XP_034654495.1|DSUB	LOC119654813|XP_037916297.1|HILL
OG0001292	LOC117892546|XP_034654746.1|DSUB	LOC119653512|XP_037914101.1|HILL
OG0001293	LOC117891747|XP_034653248.1|DSUB	LOC119655415|XP_037917229.1|HILL
OG0001294	LOC117899242|XP_034665009.1|DSUB	LOC119654231|XP_037915382.1|HILL
OG0001295	LOC117903050|XP_034670680.1|DSUB, LOC117896521|XP_034660780.1|DSUB	LOC119653879|XP_037914923.1|HILL
OG0001296	LOC117891998|XP_034653775.1|DSUB	LOC119655784|XP_037917802.1|HILL
OG0001297	LOC117899432|XP_034665325.1|DSUB	LOC119659209|XP_037923105.1|HILL
OG0001298	LOC117899504|XP_034665445.1|DSUB	LOC119652500|XP_037912615.1|HILL, LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL
OG0001299	LOC117892953|XP_034655175.1|DSUB	LOC119649607|XP_037907753.1|HILL
OG0001300	LOC117899601|XP_034665615.1|DSUB	LOC119655461|XP_037917290.1|HILL
OG0001301	LOC117900293|XP_034666497.1|DSUB	LOC119654217|XP_037915358.1|HILL
OG0001302	LOC117891275|XP_034652542.1|DSUB	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL
OG0001303	LOC117899130|XP_034664817.1|DSUB	LOC119657687|XP_037920649.1|HILL
OG0001304	LOC117890125|XP_034650696.1|DSUB	LOC119653815|XP_037914773.1|HILL
OG0001305	LOC117898218|XP_034663338.1|DSUB	LOC119658890|XP_037922616.1|HILL
OG0001306	LOC117897778|XP_034662717.1|DSUB	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL
OG0001307	LOC117895495|XP_034659081.1|DSUB, LOC117895504|XP_034659093.1|DSUB	LOC119659990|XP_037924289.1|HILL
OG0001308	LOC117903515|XP_034671514.1|DSUB, LOC117894932|XP_034658126.1|DSUB	LOC119653629|XP_037914332.1|HILL
OG0001309	LOC117896098|XP_034660040.1|DSUB	LOC119660286|XP_037924685.1|HILL
OG0001310	LOC117903195|XP_034670969.1|DSUB	LOC119655898|XP_037917977.1|HILL
OG0001311	LOC117899702|XP_034665804.1|DSUB	LOC119656610|XP_037918975.1|HILL
OG0001313	LOC117889720|XP_034650031.1|DSUB	LOC119648111|XP_037905557.1|HILL
OG0001314	LOC117901295|XP_034667880.1|DSUB	LOC119657885|XP_037920950.1|HILL
OG0001318	LOC117896345|XP_034660479.1|DSUB	LOC119646413|XP_037902790.1|HILL
OG0001320	LOC117903256|XP_034671049.1|DSUB, LOC117903255|XP_034671048.1|DSUB, LOC117889701|XP_034650009.1|DSUB, LOC117891858|XP_034653511.1|DSUB	LOC119654141|XP_037915233.1|HILL
OG0001321	LOC117891325|XP_034652633.1|DSUB	LOC119661425|XP_037926696.1|HILL, LOC119646386|XP_037902757.1|HILL
OG0001326	LOC117899558|XP_034665538.1|DSUB	LOC119652653|XP_037912831.1|HILL
OG0001328	LOC117898989|XP_034664626.1|DSUB	LOC119654838|XP_037916341.1|HILL, LOC119657878|XP_037920937.1|HILL
OG0001329	LOC117899694|XP_034665792.1|DSUB	LOC119658047|XP_037921219.1|HILL
OG0001330	LOC117890337|XP_034651058.1|DSUB	LOC119657748|XP_037920727.1|HILL
OG0001331	LOC117891842|XP_034653486.1|DSUB	LOC119656876|XP_037919468.1|HILL
OG0001332	LOC117901146|XP_034667683.1|DSUB	LOC119656586|XP_037918919.1|HILL
OG0001333	LOC117901604|XP_034668308.1|DSUB	LOC119656813|XP_037919365.1|HILL
OG0001334	LOC117896429|XP_034660643.1|DSUB	LOC119657942|XP_037921060.1|HILL
OG0001335	LOC117898406|XP_034663664.1|DSUB	LOC119652343|XP_037912293.1|HILL
OG0001337	LOC117895494|XP_034659121.1|DSUB	LOC119657100|XP_037919783.1|HILL
OG0001338	LOC117891857|XP_034653506.1|DSUB	LOC119657367|XP_037920178.1|HILL
OG0001339	LOC117890250|XP_034650887.1|DSUB	LOC119655050|XP_037916668.1|HILL
OG0001340	LOC117897876|XP_034662843.1|DSUB	LOC119649314|XP_037907349.1|HILL
OG0001341	LOC117897797|XP_034662738.1|DSUB	LOC119651654|XP_037911265.1|HILL
OG0001342	LOC117897282|XP_034661906.1|DSUB	LOC119653250|XP_037913786.1|HILL
OG0001343	LOC117896044|XP_034659943.1|DSUB	LOC119652246|XP_037912155.1|HILL, LOC119651876|XP_037911617.1|HILL
OG0001344	LOC117897464|XP_034662202.1|DSUB	LOC119651796|XP_037911507.1|HILL
OG0001345	LOC117897803|XP_034662743.1|DSUB	LOC119652847|XP_037913127.1|HILL
OG0001346	LOC117898267|XP_034663412.1|DSUB	LOC119651609|XP_037911190.1|HILL
OG0001347	LOC117889718|XP_034650030.1|DSUB, LOC117892747|XP_034655062.1|DSUB, LOC117901005|XP_034667497.1|DSUB	LOC119656995|XP_037919658.1|HILL
OG0001348	LOC117901176|XP_034667723.1|DSUB	LOC119646138|XP_037902422.1|HILL
OG0001349	LOC117895328|XP_034658789.1|DSUB	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL
OG0001350	LOC117895178|XP_034658531.1|DSUB	LOC119656031|XP_037918222.1|HILL
OG0001351	LOC117891192|XP_034652419.1|DSUB	LOC119646934|XP_037903549.1|HILL
OG0001352	LOC117890471|XP_034651217.1|DSUB	LOC119646485|XP_037902868.1|HILL
OG0001353	LOC117895552|XP_034659149.1|DSUB	LOC119657814|XP_037920854.1|HILL
OG0001354	LOC117890676|XP_034651548.1|DSUB	LOC119661661|XP_037927022.1|HILL
OG0001355	LOC117891843|XP_034653484.1|DSUB	LOC119647144|XP_037903866.1|HILL
OG0001356	LOC117899784|XP_034665948.1|DSUB	LOC119659914|XP_037924167.1|HILL
OG0001357	LOC117893337|XP_034655817.1|DSUB	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL
OG0001358	LOC117895008|XP_034658248.1|DSUB	LOC119649831|XP_037908101.1|HILL
OG0001359	LOC117902602|XP_034670005.1|DSUB	LOC119649801|XP_037908041.1|HILL
OG0001360	LOC117890925|XP_034651947.1|DSUB	LOC119660268|XP_037924655.1|HILL
OG0001361	LOC117894211|XP_034657017.1|DSUB	LOC119649638|XP_037907817.1|HILL
OG0001362	LOC117896771|XP_034661139.1|DSUB, LOC117892976|XP_034655212.1|DSUB, LOC117903331|XP_034671166.1|DSUB, LOC117894487|XP_034657486.1|DSUB	LOC119649515|XP_037907624.1|HILL
OG0001363	LOC117897980|XP_034662984.1|DSUB	LOC119660259|XP_037924645.1|HILL
OG0001364	LOC117890480|XP_034651237.1|DSUB	LOC119653200|XP_037913699.1|HILL
OG0001365	LOC117894181|XP_034656982.1|DSUB, LOC117894623|XP_034657679.1|DSUB	LOC119648268|XP_037905850.1|HILL
OG0001366	LOC117895291|XP_034658733.1|DSUB	LOC119649229|XP_037907216.1|HILL
OG0001367	LOC117891830|XP_034653467.1|DSUB	LOC119646490|XP_037902877.1|HILL
OG0001368	LOC117891775|XP_034653330.1|DSUB	LOC119658811|XP_037922460.1|HILL
OG0001369	LOC117903064|XP_034670708.1|DSUB	LOC119654759|XP_037916228.1|HILL
OG0001370	LOC117891622|XP_034653049.1|DSUB	LOC119646383|XP_037902755.1|HILL
OG0001371	LOC117902328|XP_034669509.1|DSUB	LOC119653164|XP_037913632.1|HILL
OG0001373	LOC117901814|XP_034668619.1|DSUB	LOC119653079|XP_037913495.1|HILL
OG0001374	LOC117893691|XP_034656272.1|DSUB, LOC117890749|XP_034651698.1|DSUB	LOC119661235|XP_037926392.1|HILL
OG0001375	LOC117897235|XP_034661842.1|DSUB	LOC119659993|XP_037924293.1|HILL
OG0001376	LOC117889793|XP_034650156.1|DSUB	LOC119646276|XP_037902613.1|HILL
OG0001377	LOC117903007|XP_034670643.1|DSUB, LOC117902522|XP_034669840.1|DSUB	LOC119650354|XP_037908968.1|HILL
OG0001378	LOC117902119|XP_034669132.1|DSUB, LOC117901745|XP_034668523.1|DSUB	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL
OG0001379	LOC117901577|XP_034668267.1|DSUB	LOC119651100|XP_037910387.1|HILL
OG0001380	LOC117892138|XP_034654066.1|DSUB	LOC119661414|XP_037926677.1|HILL
OG0001381	LOC117890026|XP_034650532.1|DSUB	LOC119647953|XP_037905272.1|HILL
OG0001382	LOC117902248|XP_034669384.1|DSUB	LOC119661475|XP_037926765.1|HILL
OG0001383	LOC117902679|XP_034670102.1|DSUB, LOC117892025|XP_034653813.1|DSUB	LOC119647254|XP_037904062.1|HILL
OG0001384	LOC117901688|XP_034668421.1|DSUB	LOC119650590|XP_037909365.1|HILL
OG0001385	LOC117900317|XP_034666537.1|DSUB	LOC119648519|XP_037906217.1|HILL
OG0001386	LOC117902462|XP_034669756.1|DSUB	LOC119648014|XP_037905349.1|HILL
OG0001387	LOC117901473|XP_034668127.1|DSUB	LOC119658144|XP_037921342.1|HILL
OG0001388	LOC117901584|XP_034668282.1|DSUB	LOC119647241|XP_037904032.1|HILL
OG0001389	LOC117899067|XP_034664725.1|DSUB	LOC119652995|XP_037913350.1|HILL
