Orthogroup	DSUB.longest_only	DBIA.longest_only
OG0000154	LOC117895969|XP_034659819.1|DSUB	LOC108031961|XP_016961239.1|DBIA
OG0000154	LOC117895972|XP_034659823.1|DSUB	LOC108031960|XP_016961238.1|DBIA
OG0000154	LOC117893214|XP_034655639.1|DSUB	LOC108034901|XP_016965616.1|DBIA
OG0000155	LOC117894277|XP_034657124.1|DSUB	LOC108028198|XP_016955347.1|DBIA
OG0000155	LOC117893600|XP_034656166.1|DSUB	LOC108028194|XP_016955343.1|DBIA
OG0000155	LOC117893601|XP_034656167.1|DSUB	LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA
OG0000157	LOC117889940|XP_034650366.1|DSUB	LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC117891297|XP_034652594.1|DSUB	LOC108029726|XP_016957696.1|DBIA
OG0000158	LOC117893802|XP_034656437.1|DSUB	LOC108028216|XP_016955369.1|DBIA
OG0000158	LOC117893202|XP_034655608.1|DSUB	LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC117895350|XP_034658822.1|DSUB	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC117892899|XP_034655089.1|DSUB	LOC108028558|XP_016955951.1|DBIA
OG0000159	LOC117893536|XP_034656071.1|DSUB	LOC108030648|XP_016959149.1|DBIA
OG0000160	LOC117899677|XP_034665757.1|DSUB	LOC108031910|XP_016961167.1|DBIA
OG0000160	LOC117899675|XP_034665754.1|DSUB	LOC108031925|XP_016961192.1|DBIA
OG0000161	LOC117903116|XP_034670832.1|DSUB	LOC108028392|XP_016955736.1|DBIA
OG0000162	LOC117900348|XP_034666584.1|DSUB	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA
OG0000162	LOC117902071|XP_034669047.1|DSUB	LOC108027861|XP_016954951.1|DBIA
OG0000163	LOC117902204|XP_034669314.1|DSUB	LOC108027951|XP_016955070.1|DBIA
OG0000163	LOC117896958|XP_034661394.1|DSUB	LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA
OG0000164	LOC117890440|XP_034651161.1|DSUB	LOC108030208|XP_016958457.1|DBIA
OG0000165	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB	LOC108033162|XP_016962883.1|DBIA
OG0000166	LOC117890608|XP_034651437.1|DSUB	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC117891657|XP_034653102.1|DSUB	LOC108022183|XP_016946523.1|DBIA
OG0000166	LOC117891446|XP_034652817.1|DSUB	LOC108022182|XP_016946522.1|DBIA
OG0000167	LOC117894729|XP_034657814.1|DSUB	LOC108027716|XP_016954760.1|DBIA
OG0000167	LOC117893548|XP_034656090.1|DSUB	LOC108028514|XP_016955888.1|DBIA
OG0000167	LOC117894730|XP_034657815.1|DSUB	LOC108028386|XP_016955691.1|DBIA
OG0000167	LOC117893820|XP_034656462.1|DSUB	LOC108027871|XP_016954979.1|DBIA
OG0000168	LOC117890494|XP_034651276.1|DSUB	LOC108022335|XP_016946687.1|DBIA
OG0000168	LOC117897834|XP_034662788.1|DSUB	LOC108024303|XP_016949694.1|DBIA, LOC108024430|XP_016949837.1|DBIA
OG0000168	LOC117899295|XP_034665103.1|DSUB	LOC108024484|XP_016949894.1|DBIA
OG0000168	LOC117899296|XP_034665104.1|DSUB	LOC108024304|XP_016949695.1|DBIA
OG0000169	LOC117897044|XP_034661518.1|DSUB	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC117895530|XP_034659127.1|DSUB	LOC108028466|XP_016955816.1|DBIA
OG0000169	LOC117898312|XP_034663487.1|DSUB	LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC117900911|XP_034667363.1|DSUB	LOC108034111|XP_016964378.1|DBIA
OG0000170	LOC117900913|XP_034667365.1|DSUB	LOC108034110|XP_016964377.1|DBIA
OG0000170	LOC117900912|XP_034667364.1|DSUB	LOC108033485|XP_016963313.1|DBIA
OG0000171	LOC117899975|XP_034666025.1|DSUB	LOC108033635|XP_016963542.1|DBIA
OG0000171	LOC117902180|XP_034669242.1|DSUB	LOC108032501|XP_016961815.1|DBIA
OG0000171	LOC117903283|XP_034671094.1|DSUB	LOC108024170|XP_016949475.1|DBIA
OG0000172	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB	LOC108034553|XP_016964970.1|DBIA
OG0000172	LOC117894880|XP_034658039.1|DSUB	LOC108035179|XP_016966134.1|DBIA, LOC108030714|XP_016959245.1|DBIA
OG0000173	LOC117889927|XP_034650344.1|DSUB	LOC108022145|XP_016946475.1|DBIA, LOC108026728|XP_016953328.1|DBIA
OG0000173	LOC117889920|XP_034650337.1|DSUB	LOC108026725|XP_016953325.1|DBIA
OG0000174	LOC117890439|XP_034651160.1|DSUB	LOC108029878|XP_016957858.1|DBIA
OG0000174	LOC117900977|XP_034667461.1|DSUB	LOC108032478|XP_016961789.1|DBIA
OG0000174	LOC117890637|XP_034651479.1|DSUB	LOC108026515|XP_016952950.1|DBIA, LOC108029425|XP_016957158.1|DBIA
OG0000175	LOC117898350|XP_034663574.1|DSUB	LOC108024690|XP_016950256.1|DBIA
OG0000175	LOC117897221|XP_034661827.1|DSUB	LOC108025020|XP_016950765.1|DBIA, LOC108025019|XP_016950764.1|DBIA, LOC108025301|XP_016951185.1|DBIA
OG0000176	LOC117895860|XP_034659719.1|DSUB	LOC108035047|XP_016965910.1|DBIA
OG0000176	LOC117895862|XP_034659721.1|DSUB	LOC108035048|XP_016965911.1|DBIA
OG0000176	LOC117893483|XP_034656004.1|DSUB	LOC108035191|XP_016966170.1|DBIA
OG0000176	LOC117893484|XP_034656005.1|DSUB	LOC108035193|XP_016966172.1|DBIA
OG0000177	LOC117897385|XP_034662088.1|DSUB	LOC108025819|XP_016951960.1|DBIA
OG0000177	LOC117897410|XP_034662127.1|DSUB	LOC108024708|XP_016950288.1|DBIA
OG0000177	LOC117893427|XP_034655935.1|DSUB	LOC108034960|XP_016965755.1|DBIA
OG0000178	LOC117903623|XP_034671772.1|DSUB	LOC108024177|XP_016949490.1|DBIA
OG0000179	LOC117890570|XP_034651393.1|DSUB	LOC108036576|XP_016968317.1|DBIA
OG0000179	LOC117890428|XP_034651139.1|DSUB	LOC108022792|XP_016947410.1|DBIA
OG0000179	LOC117900453|XP_034666716.1|DSUB	LOC108029190|XP_016956852.1|DBIA
OG0000180	LOC117890885|XP_034651869.1|DSUB	LOC108029913|XP_016957895.1|DBIA
OG0000180	LOC117890102|XP_034650657.1|DSUB, LOC117891492|XP_034652863.1|DSUB	LOC108030232|XP_016958512.1|DBIA
OG0000181	LOC117897186|XP_034661776.1|DSUB	LOC108024973|XP_016950705.1|DBIA
OG0000181	LOC117897566|XP_034662398.1|DSUB	LOC108024775|XP_016950377.1|DBIA
OG0000181	LOC117898105|XP_034663178.1|DSUB	LOC108025102|XP_016950854.1|DBIA
OG0000182	LOC117896963|XP_034661399.1|DSUB	LOC108027222|XP_016954039.1|DBIA
OG0000182	LOC117899629|XP_034665675.1|DSUB	LOC108027221|XP_016954038.1|DBIA
OG0000182	LOC117899628|XP_034665674.1|DSUB	LOC108027033|XP_016953719.1|DBIA
OG0000183	LOC117903094|XP_034670793.1|DSUB	LOC108024098|XP_016949362.1|DBIA, LOC108024392|XP_016949792.1|DBIA
OG0000183	LOC117893638|XP_034656216.1|DSUB	LOC108028157|XP_016955305.1|DBIA
OG0000183	LOC117895513|XP_034659103.1|DSUB	LOC108030920|XP_016959607.1|DBIA
OG0000184	LOC117902054|XP_034669016.1|DSUB	LOC108033641|XP_016963563.1|DBIA
OG0000184	LOC117902053|XP_034669015.1|DSUB	LOC108033749|XP_016963809.1|DBIA
OG0000185	LOC117892369|XP_034654470.1|DSUB	LOC108029021|XP_016956556.1|DBIA, LOC108029530|XP_016957321.1|DBIA
OG0000185	LOC117897806|XP_034662746.1|DSUB	LOC108026035|XP_016952216.1|DBIA
OG0000185	LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB	LOC108029531|XP_016957322.1|DBIA
OG0000186	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB	LOC108025899|XP_016952070.1|DBIA, LOC108025761|XP_016951845.1|DBIA
OG0000187	LOC117903812|XP_034672140.1|DSUB	LOC108023791|XP_016948919.1|DBIA
OG0000188	LOC117903153|XP_034670880.1|DSUB	LOC108025728|XP_016951795.1|DBIA
OG0000188	LOC117892802|XP_034655080.1|DSUB	LOC108025627|XP_016951652.1|DBIA
OG0000189	LOC117902689|XP_034670122.1|DSUB	LOC108027777|XP_016954829.1|DBIA
OG0000189	LOC117900283|XP_034666524.1|DSUB	LOC108023377|XP_016948269.1|DBIA
OG0000189	LOC117903589|XP_034671701.1|DSUB	LOC108033331|XP_016963150.1|DBIA
OG0000190	LOC117890305|XP_034650970.1|DSUB	LOC108036401|XP_016968008.1|DBIA
OG0000190	LOC117903700|XP_034671934.1|DSUB	LOC108024635|XP_016950169.1|DBIA
OG0000190	LOC117891311|XP_034652612.1|DSUB	LOC108036653|XP_016968422.1|DBIA
OG0000191	LOC117891419|XP_034652776.1|DSUB	LOC108030249|XP_016958550.1|DBIA
OG0000191	LOC117891421|XP_034652782.1|DSUB	LOC108029951|XP_016957942.1|DBIA
OG0000191	LOC117892089|XP_034653972.1|DSUB	LOC108022619|XP_016947149.1|DBIA
OG0000192	LOC117897362|XP_034662037.1|DSUB	LOC108025181|XP_016950979.1|DBIA
OG0000192	LOC117893373|XP_034655858.1|DSUB	LOC108028235|XP_016955389.1|DBIA
OG0000192	LOC117893370|XP_034655854.1|DSUB	LOC108027990|XP_016955105.1|DBIA
OG0000193	LOC117902524|XP_034669842.1|DSUB	LOC108029279|XP_016956966.1|DBIA
OG0000193	LOC117893237|XP_034655685.1|DSUB	LOC108034791|XP_016965264.1|DBIA
OG0000195	LOC117899374|XP_034665245.1|DSUB, LOC117889636|XP_034649986.1|DSUB	LOC108023462|XP_016948466.1|DBIA
OG0000195	LOC117891519|XP_034652907.1|DSUB	LOC108029939|XP_016957924.1|DBIA
OG0000196	LOC117901631|XP_034668352.1|DSUB	LOC108034102|XP_016964365.1|DBIA
OG0000196	LOC117901458|XP_034668103.1|DSUB	LOC108034093|XP_016964349.1|DBIA
OG0000196	LOC117900705|XP_034667050.1|DSUB	LOC108034159|XP_016964452.1|DBIA
OG0000197	LOC117903572|XP_034671683.1|DSUB	LOC108025839|XP_016951990.1|DBIA
OG0000197	LOC117903679|XP_034671912.1|DSUB	LOC108025956|XP_016952148.1|DBIA
OG0000197	LOC117903533|XP_034671607.1|DSUB	LOC108025814|XP_016951955.1|DBIA
OG0000198	LOC117891005|XP_034652053.1|DSUB	LOC108029335|XP_016957016.1|DBIA, LOC108029336|XP_016957017.1|DBIA
OG0000198	LOC117889750|XP_034650087.1|DSUB	LOC108029971|XP_016957966.1|DBIA, LOC108030007|XP_016958012.1|DBIA, LOC108029885|XP_016957865.1|DBIA
OG0000199	LOC117890340|XP_034651022.1|DSUB	LOC108022244|XP_016946592.1|DBIA
OG0000199	LOC117890338|XP_034651020.1|DSUB	LOC108022286|XP_016946633.1|DBIA
OG0000199	LOC117890613|XP_034651444.1|DSUB	LOC108022340|XP_016946692.1|DBIA
OG0000199	LOC117890339|XP_034651021.1|DSUB	LOC108022245|XP_016946593.1|DBIA
OG0000200	LOC117899074|XP_034664734.1|DSUB	LOC108026352|XP_016952748.1|DBIA, LOC108026351|XP_016952746.1|DBIA, LOC108026236|XP_016952560.1|DBIA, LOC108026440|XP_016952866.1|DBIA, LOC108026394|XP_016952805.1|DBIA
OG0000201	LOC117897461|XP_034662199.1|DSUB	LOC108031002|XP_016959692.1|DBIA
OG0000201	LOC117897459|XP_034662196.1|DSUB	LOC108032235|XP_016961586.1|DBIA
OG0000202	LOC117898353|XP_034663577.1|DSUB	LOC108025484|XP_016951491.1|DBIA
OG0000202	LOC117892503|XP_034654670.1|DSUB, LOC117893582|XP_034656146.1|DSUB	LOC108028170|XP_016955320.1|DBIA
OG0000203	LOC117892626|XP_034654869.1|DSUB	LOC108022280|XP_016946628.1|DBIA
OG0000203	LOC117890559|XP_034651381.1|DSUB	LOC108022958|XP_016947664.1|DBIA
OG0000203	LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB	LOC108023024|XP_016947746.1|DBIA
OG0000204	LOC117890997|XP_034652036.1|DSUB, LOC117889725|XP_034650038.1|DSUB	LOC108022421|XP_016946796.1|DBIA
OG0000204	LOC117890888|XP_034651872.1|DSUB, LOC117890837|XP_034651811.1|DSUB, LOC117889799|XP_034650166.1|DSUB, LOC117893665|XP_034656246.1|DSUB	LOC108028189|XP_016955339.1|DBIA, LOC108028646|XP_016956060.1|DBIA, LOC108028220|XP_016955375.1|DBIA
OG0000205	LOC117897524|XP_034662333.1|DSUB	LOC108026184|XP_016952462.1|DBIA
OG0000205	LOC117899743|XP_034665878.1|DSUB	LOC108031690|XP_016960828.1|DBIA
OG0000206	LOC117891542|XP_034652943.1|DSUB	LOC108022162|XP_016946495.1|DBIA
OG0000206	LOC117901855|XP_034668698.1|DSUB	LOC108034269|XP_016964617.1|DBIA
OG0000206	LOC117892650|XP_034654900.1|DSUB	LOC108023096|XP_016947846.1|DBIA
OG0000207	LOC117894011|XP_034656727.1|DSUB	LOC108034527|XP_016964942.1|DBIA
OG0000208	LOC117891239|XP_034652476.1|DSUB	LOC108026618|XP_016953092.1|DBIA, LOC108026481|XP_016952919.1|DBIA, LOC108026482|XP_016952920.1|DBIA
OG0000208	LOC117892557|XP_034654760.1|DSUB	LOC108030011|XP_016958014.1|DBIA, LOC108026480|XP_016952918.1|DBIA, LOC108029890|XP_016957869.1|DBIA
OG0000209	LOC117891422|XP_034652783.1|DSUB	LOC108029882|XP_016957861.1|DBIA
OG0000210	LOC117903453|XP_034671383.1|DSUB	LOC108028855|XP_016956330.1|DBIA
OG0000211	LOC117896463|XP_034660687.1|DSUB	LOC108028727|XP_016956177.1|DBIA
OG0000211	LOC117899353|XP_034665213.1|DSUB	LOC108027188|XP_016953977.1|DBIA
OG0000212	LOC117902050|XP_034669007.1|DSUB	LOC108033998|XP_016964215.1|DBIA
OG0000212	LOC117902051|XP_034669009.1|DSUB	LOC108033747|XP_016963800.1|DBIA
OG0000213	LOC117894820|XP_034657957.1|DSUB	LOC108028462|XP_016955809.1|DBIA
OG0000213	LOC117891467|XP_034652841.1|DSUB	LOC108021870|XP_016946151.1|DBIA
OG0000214	LOC117899660|XP_034665738.1|DSUB	LOC108023573|XP_016948656.1|DBIA
OG0000214	LOC117889853|XP_034650243.1|DSUB	LOC108026766|XP_016953398.1|DBIA
OG0000214	LOC117897226|XP_034661836.1|DSUB	LOC108025095|XP_016950846.1|DBIA
OG0000215	LOC117893454|XP_034655963.1|DSUB	LOC108030836|XP_016959450.1|DBIA
OG0000215	LOC117894475|XP_034657467.1|DSUB	LOC108030904|XP_016959571.1|DBIA
OG0000215	LOC117894422|XP_034657356.1|DSUB	LOC108030875|XP_016959519.1|DBIA
OG0000216	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB	LOC108034933|XP_016965685.1|DBIA
OG0000216	LOC117903137|XP_034670864.1|DSUB	LOC108025668|XP_016951695.1|DBIA
OG0000217	LOC117903707|XP_034671944.1|DSUB	LOC108021968|XP_016946294.1|DBIA
OG0000217	LOC117901817|XP_034668626.1|DSUB	LOC108033330|XP_016963105.1|DBIA
OG0000217	LOC117903706|XP_034671943.1|DSUB	LOC108021963|XP_016946288.1|DBIA
OG0000218	LOC117890214|XP_034650838.1|DSUB, LOC117901281|XP_034667866.1|DSUB, LOC117901280|XP_034667865.1|DSUB	LOC108034384|XP_016964758.1|DBIA
OG0000219	LOC117890158|XP_034650742.1|DSUB	LOC108030252|XP_016958560.1|DBIA
OG0000219	LOC117890159|XP_034650743.1|DSUB	LOC108030335|XP_016958687.1|DBIA
OG0000219	LOC117891110|XP_034652196.1|DSUB	LOC108030251|XP_016958559.1|DBIA
OG0000220	LOC117895237|XP_034658637.1|DSUB	LOC108028355|XP_016955607.1|DBIA
OG0000220	LOC117894831|XP_034657969.1|DSUB	LOC108028243|XP_016955413.1|DBIA
OG0000220	LOC117893410|XP_034655912.1|DSUB	LOC108031336|XP_016960090.1|DBIA
OG0000221	LOC117890072|XP_034650606.1|DSUB	LOC108029490|XP_016957247.1|DBIA
OG0000221	LOC117896647|XP_034660985.1|DSUB	LOC108030986|XP_016959675.1|DBIA
OG0000221	LOC117890071|XP_034650602.1|DSUB	LOC108029488|XP_016957245.1|DBIA
OG0000222	LOC117900074|XP_034666169.1|DSUB	LOC108033822|XP_016963936.1|DBIA
OG0000222	LOC117900072|XP_034666167.1|DSUB	LOC108033819|XP_016963932.1|DBIA
OG0000223	LOC117893937|XP_034656616.1|DSUB	LOC108034892|XP_016965592.1|DBIA
OG0000223	LOC117895419|XP_034658944.1|DSUB	LOC108028732|XP_016956186.1|DBIA
OG0000223	LOC117897790|XP_034662730.1|DSUB	LOC108035520|XP_016966671.1|DBIA
OG0000224	LOC117891431|XP_034652793.1|DSUB	LOC108029907|XP_016957887.1|DBIA
OG0000224	LOC117891442|XP_034652809.1|DSUB	LOC108022529|XP_016946995.1|DBIA
OG0000225	LOC117898903|XP_034664476.1|DSUB	LOC108026127|XP_016952319.1|DBIA
OG0000225	LOC117898912|XP_034664492.1|DSUB	LOC108026126|XP_016952318.1|DBIA
OG0000225	LOC117898830|XP_034664388.1|DSUB	LOC108026129|XP_016952321.1|DBIA
OG0000226	LOC117894469|XP_034657462.1|DSUB	LOC108035347|XP_016966427.1|DBIA
OG0000226	LOC117894471|XP_034657463.1|DSUB	LOC108035350|XP_016966431.1|DBIA
OG0000226	LOC117894465|XP_034657457.1|DSUB	LOC108034913|XP_016965648.1|DBIA, LOC108034912|XP_016965646.1|DBIA
OG0000228	LOC117897416|XP_034662134.1|DSUB	LOC108027957|XP_016955072.1|DBIA
OG0000228	LOC117897491|XP_034662273.1|DSUB	LOC108032882|XP_016962394.1|DBIA
OG0000228	LOC117900534|XP_034666824.1|DSUB	LOC108027508|XP_016954440.1|DBIA, LOC108028996|XP_016956528.1|DBIA
OG0000229	LOC117897556|XP_034662377.1|DSUB	LOC108024347|XP_016949737.1|DBIA
OG0000229	LOC117897557|XP_034662378.1|DSUB	LOC108025612|XP_016951672.1|DBIA
OG0000229	LOC117897685|XP_034662587.1|DSUB	LOC108027264|XP_016954123.1|DBIA
OG0000230	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB	LOC108036219|XP_016967700.1|DBIA
OG0000231	LOC117901070|XP_034667573.1|DSUB, LOC117901208|XP_034667754.1|DSUB	LOC108036699|XP_016968477.1|DBIA, LOC108033301|XP_016963059.1|DBIA, LOC108034304|XP_016964659.1|DBIA, LOC108036810|XP_016968646.1|DBIA, LOC108025772|XP_016951862.1|DBIA, LOC108036701|XP_016968479.1|DBIA
OG0000232	LOC117890389|XP_034651084.1|DSUB	LOC108030009|XP_016958013.1|DBIA
OG0000232	LOC117890309|XP_034650979.1|DSUB	LOC108029997|XP_016958000.1|DBIA
OG0000233	LOC117898998|XP_034664634.1|DSUB	LOC108025539|XP_016951556.1|DBIA
OG0000233	LOC117897951|XP_034662941.1|DSUB	LOC108025726|XP_016951794.1|DBIA
OG0000233	LOC117897979|XP_034662982.1|DSUB	LOC108023891|XP_016949066.1|DBIA
OG0000234	LOC117891584|XP_034653003.1|DSUB	LOC108022414|XP_016946790.1|DBIA, LOC108022415|XP_016946791.1|DBIA
OG0000234	LOC117891586|XP_034653005.1|DSUB	LOC108022252|XP_016946599.1|DBIA
OG0000235	LOC117897782|XP_034662722.1|DSUB	LOC108023850|XP_016948983.1|DBIA, LOC108024812|XP_016950425.1|DBIA
OG0000235	LOC117899536|XP_034665501.1|DSUB	LOC108023892|XP_016949067.1|DBIA
OG0000235	LOC117899535|XP_034665500.1|DSUB	LOC108023868|XP_016949036.1|DBIA
OG0000236	LOC117901154|XP_034667695.1|DSUB	LOC108028955|XP_016956482.1|DBIA
OG0000236	LOC117901600|XP_034668303.1|DSUB	LOC108033302|XP_016963061.1|DBIA
OG0000236	LOC117898442|XP_034663742.1|DSUB	LOC108025864|XP_016952021.1|DBIA
OG0000237	LOC117890299|XP_034650958.1|DSUB	LOC108030183|XP_016958419.1|DBIA
OG0000237	LOC117898995|XP_034664629.1|DSUB	LOC108028944|XP_016956452.1|DBIA
OG0000238	LOC117901476|XP_034668131.1|DSUB	LOC108033953|XP_016964136.1|DBIA, LOC108033952|XP_016964134.1|DBIA
OG0000238	LOC117901835|XP_034668659.1|DSUB	LOC108033954|XP_016964137.1|DBIA
OG0000239	LOC117897153|XP_034661716.1|DSUB	LOC108024831|XP_016950452.1|DBIA, LOC108027322|XP_016954216.1|DBIA
OG0000240	LOC117898140|XP_034663227.1|DSUB	LOC108032068|XP_016961375.1|DBIA
OG0000240	LOC117898079|XP_034663148.1|DSUB	LOC108032118|XP_016961440.1|DBIA
OG0000240	LOC117896971|XP_034661411.1|DSUB	LOC108027311|XP_016954194.1|DBIA
OG0000241	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB	LOC108030565|XP_016958952.1|DBIA
OG0000243	LOC117893359|XP_034655841.1|DSUB, LOC117897597|XP_034662446.1|DSUB, LOC117894850|XP_034657997.1|DSUB	LOC108030553|XP_016958935.1|DBIA
OG0000244	LOC117898178|XP_034663277.1|DSUB	LOC108032260|XP_016961615.1|DBIA, LOC108031119|XP_016959820.1|DBIA
OG0000244	LOC117897823|XP_034662767.1|DSUB	LOC108032229|XP_016961581.1|DBIA
OG0000246	LOC117891855|XP_034653504.1|DSUB	LOC108022548|XP_016947021.1|DBIA
OG0000247	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB	LOC108035393|XP_016966495.1|DBIA, LOC108035601|XP_016966768.1|DBIA
OG0000248	LOC117895787|XP_034659578.1|DSUB	LOC108028594|XP_016955997.1|DBIA
OG0000248	LOC117895788|XP_034659581.1|DSUB	LOC108028435|XP_016955754.1|DBIA
OG0000248	LOC117891015|XP_034652064.1|DSUB	LOC108022242|XP_016946589.1|DBIA
OG0000249	LOC117902817|XP_034670334.1|DSUB	LOC108036109|XP_016967572.1|DBIA
OG0000249	LOC117902816|XP_034670333.1|DSUB	LOC108036108|XP_016967571.1|DBIA
OG0000249	LOC117902808|XP_034670321.1|DSUB	LOC108036107|XP_016967570.1|DBIA
OG0000250	LOC117899953|XP_034665998.1|DSUB	LOC108036776|XP_016968604.1|DBIA
OG0000250	LOC117901011|XP_034667501.1|DSUB	LOC108036784|XP_016968616.1|DBIA
OG0000250	LOC117899954|XP_034665999.1|DSUB	LOC108036775|XP_016968603.1|DBIA
OG0000251	LOC117889574|XP_034649867.1|DSUB	LOC108024144|XP_016949420.1|DBIA
OG0000251	LOC117891605|XP_034653029.1|DSUB	LOC108022281|XP_016946629.1|DBIA
OG0000251	LOC117895670|XP_034659382.1|DSUB	LOC108029458|XP_016957202.1|DBIA
OG0000252	LOC117890116|XP_034650678.1|DSUB	LOC108022303|XP_016946652.1|DBIA
OG0000252	LOC117890155|XP_034650738.1|DSUB	LOC108022148|XP_016946479.1|DBIA
OG0000252	LOC117891525|XP_034652916.1|DSUB	LOC108022309|XP_016946658.1|DBIA
OG0000253	LOC117891320|XP_034652626.1|DSUB	LOC108029908|XP_016957888.1|DBIA, LOC108029930|XP_016957913.1|DBIA
OG0000253	LOC117891319|XP_034652625.1|DSUB	LOC108029929|XP_016957912.1|DBIA
OG0000254	LOC117896023|XP_034659922.1|DSUB, LOC117896022|XP_034659920.1|DSUB	LOC108031012|XP_016959700.1|DBIA, LOC108031013|XP_016959702.1|DBIA, LOC108031014|XP_016959703.1|DBIA, LOC108031010|XP_016959698.1|DBIA, LOC108031011|XP_016959699.1|DBIA
OG0000254	LOC117892453|XP_034654593.1|DSUB	LOC108022055|XP_016946389.1|DBIA
OG0000255	LOC117892509|XP_034654682.1|DSUB	LOC108022609|XP_016947134.1|DBIA
OG0000255	LOC117892508|XP_034654680.1|DSUB	LOC108023004|XP_016947724.1|DBIA, LOC108022610|XP_016947135.1|DBIA
OG0000256	LOC117892112|XP_034654018.1|DSUB	LOC108030226|XP_016958505.1|DBIA
OG0000256	LOC117889703|XP_034650012.1|DSUB	LOC108030295|XP_016958616.1|DBIA
OG0000257	LOC117891414|XP_034652753.1|DSUB	LOC108026531|XP_016952968.1|DBIA
OG0000258	LOC117901966|XP_034668838.1|DSUB	LOC108030039|XP_016958100.1|DBIA
OG0000258	LOC117898237|XP_034663366.1|DSUB	LOC108030041|XP_016958102.1|DBIA
OG0000258	LOC117894337|XP_034657213.1|DSUB	LOC108030042|XP_016958103.1|DBIA
OG0000259	LOC117897833|XP_034662787.1|DSUB	LOC108024305|XP_016949696.1|DBIA, LOC108024367|XP_016949760.1|DBIA
OG0000259	LOC117902515|XP_034669830.1|DSUB	LOC108036705|XP_016968489.1|DBIA, LOC108036706|XP_016968492.1|DBIA
OG0000259	LOC117902514|XP_034669829.1|DSUB	LOC108033391|XP_016963199.1|DBIA
OG0000260	LOC117892690|XP_034654992.1|DSUB	LOC108029581|XP_016957434.1|DBIA
OG0000260	LOC117898829|XP_034664386.1|DSUB	LOC108026060|XP_016952243.1|DBIA
OG0000260	LOC117892691|XP_034654993.1|DSUB	LOC108029587|XP_016957441.1|DBIA
OG0000261	LOC117901943|XP_034668806.1|DSUB	LOC108029062|XP_016956620.1|DBIA, LOC108029066|XP_016956625.1|DBIA
OG0000261	LOC117901942|XP_034668804.1|DSUB	LOC108029067|XP_016956626.1|DBIA
OG0000262	LOC117895023|XP_034658282.1|DSUB	LOC108028657|XP_016956072.1|DBIA
OG0000262	LOC117895022|XP_034658281.1|DSUB	LOC108028536|XP_016955922.1|DBIA
OG0000262	LOC117890687|XP_034651565.1|DSUB	LOC108030253|XP_016958561.1|DBIA, LOC108030274|XP_016958589.1|DBIA
OG0000263	LOC117891068|XP_034652133.1|DSUB	LOC108022977|XP_016947690.1|DBIA
OG0000263	LOC117895257|XP_034658669.1|DSUB	LOC108028756|XP_016956217.1|DBIA
OG0000264	LOC117895458|XP_034659025.1|DSUB	LOC108032965|XP_016962525.1|DBIA, LOC108032964|XP_016962523.1|DBIA
OG0000264	LOC117897476|XP_034662222.1|DSUB	LOC108025267|XP_016951117.1|DBIA
OG0000265	LOC117895562|XP_034659169.1|DSUB	LOC108028014|XP_016955137.1|DBIA, LOC108023109|XP_016947864.1|DBIA, LOC108022360|XP_016946731.1|DBIA, LOC108036181|XP_016967660.1|DBIA, LOC108029853|XP_016957831.1|DBIA, LOC108028106|XP_016955241.1|DBIA
OG0000266	LOC117890893|XP_034651877.1|DSUB	LOC108030457|XP_016958839.1|DBIA
OG0000266	LOC117890896|XP_034651881.1|DSUB	LOC108030456|XP_016958838.1|DBIA
OG0000266	LOC117890894|XP_034651880.1|DSUB	LOC108030454|XP_016958836.1|DBIA
OG0000267	LOC117897150|XP_034661713.1|DSUB	LOC108025486|XP_016951489.1|DBIA
