Orthogroup	DSUB.longest_only	DNOV.longest_only
OG0000327	LOC117890953|XP_034651985.1|DSUB	LOC115760672|XP_030557998.1|DNOV
OG0000327	LOC117890952|XP_034651984.1|DSUB	LOC115760789|XP_030558145.1|DNOV
OG0000327	LOC117890955|XP_034651987.1|DSUB	LOC115760788|XP_030558144.1|DNOV
OG0000328	LOC117891079|XP_034652150.1|DSUB	LOC115770334|XP_030571432.1|DNOV
OG0000328	LOC117893347|XP_034655827.1|DSUB	LOC115770335|XP_030571433.1|DNOV
OG0000329	LOC117902605|XP_034670007.1|DSUB, LOC117900619|XP_034666937.1|DSUB	LOC115758678|XP_030555279.1|DNOV
OG0000330	LOC117896747|XP_034661104.1|DSUB	LOC115771514|XP_030573109.1|DNOV, LOC115771491|XP_030573074.1|DNOV
OG0000331	LOC117900858|XP_034667269.1|DSUB	LOC115760008|XP_030557026.1|DNOV
OG0000332	LOC117903681|XP_034671910.1|DSUB, LOC117898137|XP_034663222.1|DSUB	LOC115767593|XP_030567746.1|DNOV
OG0000332	LOC117903192|XP_034670967.1|DSUB	LOC115766428|XP_030566211.1|DNOV
OG0000333	LOC117894230|XP_034657037.1|DSUB	LOC115770129|XP_030571122.1|DNOV
OG0000334	LOC117892029|XP_034653843.1|DSUB	LOC115769517|XP_030570251.1|DNOV
OG0000334	LOC117890520|XP_034651317.1|DSUB	LOC115758160|XP_030554559.1|DNOV
OG0000335	LOC117902271|XP_034669423.1|DSUB	LOC115763597|XP_030562080.1|DNOV
OG0000335	LOC117902269|XP_034669419.1|DSUB	LOC115763596|XP_030562079.1|DNOV
OG0000336	LOC117896583|XP_034660894.1|DSUB	LOC115766233|XP_030565953.1|DNOV
OG0000336	LOC117895978|XP_034659829.1|DSUB	LOC115770822|XP_030572104.1|DNOV
OG0000336	LOC117895976|XP_034659826.1|DSUB	LOC115770947|XP_030572267.1|DNOV
OG0000337	LOC117893332|XP_034655813.1|DSUB, LOC117893333|XP_034655814.1|DSUB	LOC115769335|XP_030569956.1|DNOV
OG0000337	LOC117893473|XP_034655986.1|DSUB	LOC115769334|XP_030569955.1|DNOV
OG0000337	LOC117893591|XP_034656156.1|DSUB	LOC115761892|XP_030559758.1|DNOV
OG0000338	LOC117895578|XP_034659190.1|DSUB	LOC115762797|XP_030561012.1|DNOV
OG0000338	LOC117892357|XP_034654454.1|DSUB	LOC115765105|XP_030564353.1|DNOV
OG0000339	LOC117894536|XP_034657546.1|DSUB	LOC115762881|XP_030561116.1|DNOV
OG0000340	LOC117892636|XP_034654879.1|DSUB	LOC115762295|XP_030560325.1|DNOV
OG0000341	LOC117894994|XP_034658234.1|DSUB	LOC115770004|XP_030570918.1|DNOV
OG0000342	LOC117900549|XP_034666847.1|DSUB	LOC115765213|XP_030564516.1|DNOV
OG0000342	LOC117890304|XP_034650969.1|DSUB	LOC115765285|XP_030564636.1|DNOV, LOC115757920|XP_030554242.1|DNOV
OG0000343	LOC117897637|XP_034662502.1|DSUB	LOC115761942|XP_030559838.1|DNOV
OG0000343	LOC117897684|XP_034662586.1|DSUB	LOC115764050|XP_030562751.1|DNOV
OG0000344	LOC117890222|XP_034650850.1|DSUB	LOC115761039|XP_030558514.1|DNOV
OG0000344	LOC117896300|XP_034660413.1|DSUB	LOC115759460|XP_030556254.1|DNOV
OG0000345	LOC117891285|XP_034652567.1|DSUB	LOC115762429|XP_030560486.1|DNOV
OG0000345	LOC117890999|XP_034652039.1|DSUB	LOC115758168|XP_030554569.1|DNOV
OG0000346	LOC117890209|XP_034650832.1|DSUB	LOC115762147|XP_030560119.1|DNOV
OG0000347	LOC117894249|XP_034657091.1|DSUB	LOC115769600|XP_030570349.1|DNOV
OG0000347	LOC117901624|XP_034668343.1|DSUB	LOC115758825|XP_030555461.1|DNOV
OG0000348	LOC117901783|XP_034668583.1|DSUB	LOC115759236|XP_030555995.1|DNOV
OG0000348	LOC117900771|XP_034667142.1|DSUB	LOC115763551|XP_030562029.1|DNOV
OG0000349	LOC117901418|XP_034668045.1|DSUB	LOC115763434|XP_030561857.1|DNOV
OG0000350	LOC117893519|XP_034656049.1|DSUB	LOC115768677|XP_030569224.1|DNOV, LOC115768687|XP_030569236.1|DNOV
OG0000350	LOC117899344|XP_034665188.1|DSUB	LOC115757674|XP_030553864.1|DNOV
OG0000351	LOC117892035|XP_034653851.1|DSUB	LOC115762517|XP_030560634.1|DNOV
OG0000351	LOC117892037|XP_034653852.1|DSUB	LOC115761664|XP_030559374.1|DNOV
OG0000353	LOC117899202|XP_034664965.1|DSUB	LOC115759498|XP_030556296.1|DNOV
OG0000353	LOC117902638|XP_034670051.1|DSUB	LOC115759189|XP_030555925.1|DNOV
OG0000354	LOC117900929|XP_034667384.1|DSUB	LOC115760136|XP_030557198.1|DNOV
OG0000354	LOC117900930|XP_034667385.1|DSUB	LOC115760098|XP_030557143.1|DNOV
OG0000355	LOC117891105|XP_034652185.1|DSUB	LOC115764323|XP_030563135.1|DNOV
OG0000355	LOC117892437|XP_034654568.1|DSUB	LOC115760617|XP_030557926.1|DNOV, LOC115760618|XP_030557927.1|DNOV
OG0000356	LOC117902257|XP_034669406.1|DSUB	LOC115760192|XP_030557283.1|DNOV
OG0000356	LOC117902254|XP_034669403.1|DSUB	LOC115759811|XP_030556763.1|DNOV
OG0000358	LOC117896664|XP_034661001.1|DSUB	LOC115772048|XP_030573848.1|DNOV
OG0000358	LOC117895999|XP_034659885.1|DSUB	LOC115772054|XP_030573858.1|DNOV, LOC115772052|XP_030573854.1|DNOV
OG0000359	LOC117894993|XP_034658232.1|DSUB	LOC115769988|XP_030570917.1|DNOV
OG0000360	LOC117897268|XP_034661884.1|DSUB	LOC115766089|XP_030565759.1|DNOV
OG0000361	LOC117900157|XP_034666288.1|DSUB	LOC115758459|XP_030554990.1|DNOV
OG0000361	LOC117901763|XP_034668542.1|DSUB	LOC115758457|XP_030554984.1|DNOV
OG0000362	LOC117902966|XP_034670511.1|DSUB	LOC115766712|XP_030566496.1|DNOV
OG0000362	LOC117895354|XP_034658829.1|DSUB	LOC115771459|XP_030573034.1|DNOV
OG0000363	LOC117897733|XP_034662653.1|DSUB	LOC115763630|XP_030562118.1|DNOV
OG0000363	LOC117893562|XP_034656116.1|DSUB	LOC115767137|XP_030567160.1|DNOV
OG0000365	LOC117890979|XP_034652011.1|DSUB	LOC115762297|XP_030560322.1|DNOV
OG0000365	LOC117900502|XP_034666784.1|DSUB	LOC115765472|XP_030564912.1|DNOV
OG0000366	LOC117896792|XP_034661194.1|DSUB	LOC115766279|XP_030566006.1|DNOV
OG0000366	LOC117899469|XP_034665377.1|DSUB	LOC115759520|XP_030556326.1|DNOV
OG0000367	LOC117895052|XP_034658320.1|DSUB	LOC115769633|XP_030570401.1|DNOV
OG0000367	LOC117890868|XP_034651845.1|DSUB, LOC117889724|XP_034650037.1|DSUB	LOC115759287|XP_030556052.1|DNOV
OG0000368	LOC117893247|XP_034655701.1|DSUB	LOC115767345|XP_030567459.1|DNOV
OG0000368	LOC117895829|XP_034659657.1|DSUB	LOC115767373|XP_030567496.1|DNOV
OG0000370	LOC117893329|XP_034655810.1|DSUB	LOC115758319|XP_030554746.1|DNOV, LOC115767117|XP_030567170.1|DNOV, LOC115758314|XP_030554740.1|DNOV, LOC115767200|XP_030567288.1|DNOV
OG0000371	LOC117892013|XP_034653800.1|DSUB	LOC115768621|XP_030569139.1|DNOV
OG0000373	LOC117898148|XP_034663238.1|DSUB, LOC117891581|XP_034652998.1|DSUB	LOC115759651|XP_030556499.1|DNOV
OG0000373	LOC117890611|XP_034651442.1|DSUB	LOC115771446|XP_030573018.1|DNOV
OG0000374	LOC117893472|XP_034655985.1|DSUB	LOC115769333|XP_030569954.1|DNOV
OG0000375	LOC117894217|XP_034657024.1|DSUB, LOC117894216|XP_034657023.1|DSUB	LOC115769558|XP_030570270.1|DNOV, LOC115769421|XP_030570089.1|DNOV
OG0000376	LOC117900440|XP_034666701.1|DSUB	LOC115767385|XP_030567506.1|DNOV
OG0000377	LOC117903549|XP_034671634.1|DSUB	LOC115765152|XP_030564423.1|DNOV
OG0000378	LOC117891845|XP_034653487.1|DSUB	LOC115761130|XP_030558650.1|DNOV
OG0000378	LOC117903793|XP_034672113.1|DSUB	LOC115766847|XP_030566757.1|DNOV
OG0000379	LOC117892661|XP_034654939.1|DSUB, LOC117892660|XP_034654937.1|DSUB, LOC117891835|XP_034653477.1|DSUB	LOC115760518|XP_030557746.1|DNOV
OG0000380	LOC117892479|XP_034654624.1|DSUB	LOC115758097|XP_030554479.1|DNOV
OG0000380	LOC117895027|XP_034658288.1|DSUB	LOC115769832|XP_030570666.1|DNOV
OG0000381	LOC117900412|XP_034666660.1|DSUB	LOC115763135|XP_030561439.1|DNOV
OG0000381	LOC117902520|XP_034669836.1|DSUB	LOC115763202|XP_030561526.1|DNOV
OG0000382	LOC117895616|XP_034659256.1|DSUB	LOC115770114|XP_030571090.1|DNOV
OG0000383	LOC117902799|XP_034670309.1|DSUB	LOC115760023|XP_030557045.1|DNOV
OG0000383	LOC117902584|XP_034669973.1|DSUB	LOC115760327|XP_030557473.1|DNOV
OG0000384	LOC117891367|XP_034652695.1|DSUB	LOC115762937|XP_030561180.1|DNOV
OG0000384	LOC117892277|XP_034654288.1|DSUB	LOC115760743|XP_030558083.1|DNOV
OG0000385	LOC117897472|XP_034662217.1|DSUB	LOC115768436|XP_030568854.1|DNOV
OG0000385	LOC117894961|XP_034658186.1|DSUB	LOC115768437|XP_030568858.1|DNOV
OG0000386	LOC117895857|XP_034659714.1|DSUB	LOC115766985|XP_030566944.1|DNOV
OG0000386	LOC117897506|XP_034662286.1|DSUB	LOC115764970|XP_030564154.1|DNOV
OG0000388	LOC117893124|XP_034655464.1|DSUB, LOC117893125|XP_034655465.1|DSUB	LOC115770513|XP_030571674.1|DNOV, LOC115769742|XP_030570542.1|DNOV, LOC115769837|XP_030570671.1|DNOV
OG0000389	LOC117893735|XP_034656351.1|DSUB	LOC115762625|XP_030560787.1|DNOV
OG0000390	LOC117902163|XP_034669192.1|DSUB	LOC115763143|XP_030561453.1|DNOV
OG0000391	LOC117890856|XP_034651833.1|DSUB	LOC115760954|XP_030558402.1|DNOV
OG0000391	LOC117891397|XP_034652731.1|DSUB	LOC115760706|XP_030558034.1|DNOV
OG0000392	LOC117901576|XP_034668266.1|DSUB	LOC115765859|XP_030565449.1|DNOV
OG0000392	LOC117901771|XP_034668559.1|DSUB	LOC115765913|XP_030565519.1|DNOV
OG0000393	LOC117902199|XP_034669291.1|DSUB	LOC115760238|XP_030557353.1|DNOV
OG0000393	LOC117902201|XP_034669305.1|DSUB	LOC115760239|XP_030557356.1|DNOV
OG0000394	LOC117903144|XP_034670874.1|DSUB	LOC115768475|XP_030568910.1|DNOV
OG0000394	LOC117903145|XP_034670875.1|DSUB	LOC115768476|XP_030568911.1|DNOV
OG0000395	LOC117894769|XP_034657878.1|DSUB	LOC115766068|XP_030565736.1|DNOV
OG0000395	LOC117893522|XP_034656053.1|DSUB	LOC115768660|XP_030569204.1|DNOV
OG0000396	LOC117901487|XP_034668145.1|DSUB	LOC115766006|XP_030565635.1|DNOV
OG0000397	LOC117889859|XP_034650251.1|DSUB, LOC117890739|XP_034651681.1|DSUB, LOC117889858|XP_034650250.1|DSUB, LOC117889857|XP_034650249.1|DSUB	LOC115765510|XP_030564992.1|DNOV, LOC115765520|XP_030565002.1|DNOV, LOC115757847|XP_030554141.1|DNOV
OG0000398	LOC117892430|XP_034654558.1|DSUB, LOC117892428|XP_034654557.1|DSUB, LOC117890566|XP_034651391.1|DSUB, LOC117892499|XP_034654707.1|DSUB, LOC117893539|XP_034656082.1|DSUB	LOC115771417|XP_030572978.1|DNOV, LOC115771416|XP_030572976.1|DNOV
OG0000399	LOC117896903|XP_034661330.1|DSUB	LOC115771812|XP_030573550.1|DNOV, LOC115771813|XP_030573552.1|DNOV, LOC115771807|XP_030573543.1|DNOV
OG0000399	LOC117896902|XP_034661328.1|DSUB	LOC115771808|XP_030573545.1|DNOV, LOC115771811|XP_030573548.1|DNOV, LOC115771809|XP_030573546.1|DNOV
OG0000400	LOC117903030|XP_034670652.1|DSUB	LOC115765164|XP_030564435.1|DNOV
OG0000401	LOC117898664|XP_034664134.1|DSUB	LOC115766431|XP_030566218.1|DNOV
OG0000402	LOC117903357|XP_034671202.1|DSUB	LOC115765340|XP_030564710.1|DNOV
OG0000403	LOC117896471|XP_034660696.1|DSUB	LOC115761311|XP_030558901.1|DNOV
OG0000403	LOC117889979|XP_034650451.1|DSUB	LOC115760886|XP_030558309.1|DNOV
OG0000404	LOC117897975|XP_034662978.1|DSUB	LOC115761472|XP_030559098.1|DNOV
OG0000405	LOC117898907|XP_034664490.1|DSUB	LOC115768893|XP_030569465.1|DNOV
OG0000405	LOC117901796|XP_034668598.1|DSUB, LOC117896128|XP_034660076.1|DSUB	LOC115772079|XP_030573892.1|DNOV
OG0000406	LOC117893571|XP_034656133.1|DSUB	LOC115770975|XP_030572299.1|DNOV
OG0000406	LOC117890780|XP_034651742.1|DSUB	LOC115762143|XP_030560114.1|DNOV
OG0000407	LOC117895239|XP_034658639.1|DSUB, LOC117895366|XP_034658844.1|DSUB	LOC115762930|XP_030561171.1|DNOV
OG0000407	LOC117895365|XP_034658840.1|DSUB	LOC115762590|XP_030560737.1|DNOV
OG0000408	LOC117896860|XP_034661280.1|DSUB	LOC115763136|XP_030561440.1|DNOV, LOC115763103|XP_030561403.1|DNOV, LOC115763195|XP_030561516.1|DNOV, LOC115763159|XP_030561470.1|DNOV
OG0000408	LOC117901988|XP_034668889.1|DSUB	LOC115758672|XP_030555274.1|DNOV
OG0000409	LOC117890143|XP_034650722.1|DSUB	LOC115761887|XP_030559753.1|DNOV
OG0000409	LOC117891773|XP_034653327.1|DSUB	LOC115766579|XP_030566424.1|DNOV
OG0000410	LOC117901463|XP_034668111.1|DSUB	LOC115760273|XP_030557404.1|DNOV
OG0000411	LOC117898376|XP_034663608.1|DSUB	LOC115759469|XP_030556262.1|DNOV
OG0000411	LOC117901893|XP_034668745.1|DSUB	LOC115763005|XP_030561256.1|DNOV
OG0000412	LOC117891981|XP_034653747.1|DSUB	LOC115761442|XP_030559072.1|DNOV
OG0000412	LOC117893015|XP_034655262.1|DSUB	LOC115770103|XP_030571076.1|DNOV
OG0000413	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB	LOC115763742|XP_030562306.1|DNOV
OG0000413	LOC117898759|XP_034664274.1|DSUB	LOC115767918|XP_030568147.1|DNOV
OG0000414	LOC117890475|XP_034651229.1|DSUB	LOC115758270|XP_030554693.1|DNOV
OG0000415	LOC117892016|XP_034653799.1|DSUB	LOC115765346|XP_030564721.1|DNOV
OG0000415	LOC117892015|XP_034653798.1|DSUB	LOC115765354|XP_030564731.1|DNOV
OG0000416	LOC117889639|XP_034649988.1|DSUB	LOC115768128|XP_030568482.1|DNOV
OG0000416	LOC117892274|XP_034654328.1|DSUB	LOC115767807|XP_030568000.1|DNOV
OG0000417	LOC117897750|XP_034662680.1|DSUB	LOC115757752|XP_030554017.1|DNOV
OG0000418	LOC117889852|XP_034650246.1|DSUB	LOC115767555|XP_030567698.1|DNOV
OG0000418	LOC117899642|XP_034665704.1|DSUB	LOC115767071|XP_030567071.1|DNOV
OG0000419	LOC117891270|XP_034652535.1|DSUB	LOC115760614|XP_030557923.1|DNOV
OG0000421	LOC117900085|XP_034666181.1|DSUB	LOC115758507|XP_030555057.1|DNOV
OG0000421	LOC117902049|XP_034669006.1|DSUB	LOC115765557|XP_030565054.1|DNOV
OG0000422	LOC117896311|XP_034660427.1|DSUB	LOC115772004|XP_030573795.1|DNOV
OG0000423	LOC117890165|XP_034650752.1|DSUB	LOC115757844|XP_030554138.1|DNOV
OG0000423	LOC117890166|XP_034650753.1|DSUB	LOC115757936|XP_030554264.1|DNOV
OG0000424	LOC117890930|XP_034651955.1|DSUB	LOC115764517|XP_030563474.1|DNOV
OG0000424	LOC117890903|XP_034651889.1|DSUB	LOC115764485|XP_030563431.1|DNOV
OG0000425	LOC117891983|XP_034653750.1|DSUB	LOC115762685|XP_030560871.1|DNOV
OG0000426	LOC117892067|XP_034653945.1|DSUB	LOC115765437|XP_030564866.1|DNOV
OG0000427	LOC117893586|XP_034656149.1|DSUB	LOC115758982|XP_030555645.1|DNOV, LOC115759085|XP_030555777.1|DNOV, LOC115769252|XP_030569824.1|DNOV
OG0000428	LOC117894173|XP_034656968.1|DSUB, LOC117894172|XP_034656967.1|DSUB	LOC115762673|XP_030560847.1|DNOV
OG0000428	LOC117894175|XP_034656971.1|DSUB	LOC115762672|XP_030560846.1|DNOV
OG0000429	LOC117889707|XP_034650019.1|DSUB	LOC115758244|XP_030554660.1|DNOV
OG0000430	LOC117896917|XP_034661347.1|DSUB	LOC115771669|XP_030573344.1|DNOV, LOC115771668|XP_030573343.1|DNOV, LOC115772121|XP_030573956.1|DNOV
OG0000430	LOC117896709|XP_034661056.1|DSUB, LOC117896708|XP_034661055.1|DSUB	LOC115765758|XP_030565281.1|DNOV, LOC115765759|XP_030565282.1|DNOV
OG0000433	LOC117889594|XP_034649895.1|DSUB	LOC115766852|XP_030566766.1|DNOV
OG0000433	LOC117895488|XP_034659069.1|DSUB	LOC115769577|XP_030570303.1|DNOV
OG0000434	LOC117897784|XP_034662724.1|DSUB	LOC115764909|XP_030564068.1|DNOV
OG0000434	LOC117892140|XP_034654069.1|DSUB	LOC115762280|XP_030560304.1|DNOV, LOC115762279|XP_030560303.1|DNOV
OG0000435	LOC117892221|XP_034654216.1|DSUB	LOC115765418|XP_030564823.1|DNOV
OG0000437	LOC117901454|XP_034668094.1|DSUB	LOC115763191|XP_030561512.1|DNOV
OG0000437	LOC117900219|XP_034666394.1|DSUB	LOC115760092|XP_030557136.1|DNOV
OG0000438	LOC117892835|XP_034655082.1|DSUB, LOC117897432|XP_034662161.1|DSUB	LOC115761313|XP_030558904.1|DNOV
OG0000439	LOC117901405|XP_034668030.1|DSUB	LOC115763239|XP_030561575.1|DNOV
OG0000439	LOC117893468|XP_034655982.1|DSUB	LOC115770436|XP_030571567.1|DNOV
OG0000440	LOC117891731|XP_034653215.1|DSUB	LOC115760910|XP_030558341.1|DNOV
OG0000440	LOC117890865|XP_034651843.1|DSUB	LOC115760625|XP_030557935.1|DNOV
OG0000441	LOC117891894|XP_034653588.1|DSUB	LOC115760980|XP_030558443.1|DNOV
OG0000441	LOC117891893|XP_034653587.1|DSUB	LOC115760673|XP_030558000.1|DNOV
OG0000443	LOC117892944|XP_034655158.1|DSUB	LOC115769670|XP_030570445.1|DNOV
OG0000443	LOC117892943|XP_034655157.1|DSUB	LOC115769682|XP_030570461.1|DNOV
OG0000444	LOC117900652|XP_034666976.1|DSUB	LOC115759117|XP_030555819.1|DNOV
OG0000444	LOC117900642|XP_034666964.1|DSUB	LOC115759284|XP_030556046.1|DNOV
OG0000446	LOC117891520|XP_034652911.1|DSUB	LOC115763753|XP_030562326.1|DNOV
OG0000446	LOC117891190|XP_034652415.1|DSUB	LOC115762522|XP_030560642.1|DNOV
OG0000447	LOC117893569|XP_034656131.1|DSUB	LOC115762552|XP_030560687.1|DNOV
OG0000448	LOC117897812|XP_034662752.1|DSUB	LOC115764922|XP_030564087.1|DNOV
OG0000448	LOC117898054|XP_034663108.1|DSUB	LOC115759283|XP_030556045.1|DNOV
OG0000449	LOC117893499|XP_034656026.1|DSUB	LOC115771068|XP_030572481.1|DNOV
OG0000449	LOC117902270|XP_034669421.1|DSUB	LOC115763376|XP_030561770.1|DNOV
OG0000450	LOC117893052|XP_034655327.1|DSUB	LOC115765363|XP_030564744.1|DNOV
OG0000450	LOC117889922|XP_034650342.1|DSUB	LOC115764404|XP_030563256.1|DNOV
OG0000451	LOC117903786|XP_034672102.1|DSUB	LOC115768450|XP_030568871.1|DNOV
OG0000451	LOC117903784|XP_034672101.1|DSUB	LOC115768449|XP_030568869.1|DNOV
OG0000453	LOC117898028|XP_034663057.1|DSUB	LOC115764689|XP_030563739.1|DNOV
OG0000453	LOC117898152|XP_034663241.1|DSUB	LOC115764706|XP_030563765.1|DNOV
OG0000454	LOC117898919|XP_034664518.1|DSUB, LOC117893558|XP_034656111.1|DSUB	LOC115758865|XP_030555514.1|DNOV
OG0000456	LOC117902938|XP_034670433.1|DSUB	LOC115766708|XP_030566486.1|DNOV
OG0000456	LOC117902715|XP_034670168.1|DSUB	LOC115769174|XP_030569739.1|DNOV
OG0000457	LOC117901869|XP_034668716.1|DSUB	LOC115763206|XP_030561531.1|DNOV
OG0000457	LOC117900473|XP_034666743.1|DSUB	LOC115759127|XP_030555831.1|DNOV
OG0000458	LOC117902176|XP_034669210.1|DSUB	LOC115765461|XP_030564885.1|DNOV
OG0000460	LOC117900638|XP_034666959.1|DSUB	LOC115758693|XP_030555298.1|DNOV
OG0000462	LOC117899554|XP_034665534.1|DSUB	LOC115759542|XP_030556357.1|DNOV
OG0000463	LOC117899482|XP_034665405.1|DSUB	LOC115771965|XP_030573737.1|DNOV
OG0000463	LOC117899481|XP_034665404.1|DSUB	LOC115761494|XP_030559121.1|DNOV
OG0000464	LOC117902178|XP_034669226.1|DSUB	LOC115765499|XP_030564968.1|DNOV
OG0000464	LOC117901010|XP_034667499.1|DSUB	LOC115765497|XP_030564966.1|DNOV
OG0000464	LOC117900923|XP_034667377.1|DSUB, LOC117901344|XP_034667945.1|DSUB	LOC115760233|XP_030557347.1|DNOV
OG0000465	LOC117898136|XP_034663221.1|DSUB	LOC115762013|XP_030559942.1|DNOV
OG0000465	LOC117896630|XP_034660962.1|DSUB	LOC115761927|XP_030559818.1|DNOV
OG0000466	LOC117903443|XP_034671366.1|DSUB	LOC115767076|XP_030567076.1|DNOV
OG0000466	LOC117901214|XP_034667772.1|DSUB	LOC115765560|XP_030565058.1|DNOV
OG0000467	LOC117889730|XP_034650042.1|DSUB	LOC115762439|XP_030560498.1|DNOV
OG0000467	LOC117892743|XP_034655058.1|DSUB	LOC115762360|XP_030560395.1|DNOV
OG0000468	LOC117899650|XP_034665720.1|DSUB	LOC115766158|XP_030565858.1|DNOV
OG0000468	LOC117891869|XP_034653526.1|DSUB	LOC115762409|XP_030560457.1|DNOV
OG0000469	LOC117900901|XP_034667343.1|DSUB	LOC115759739|XP_030556631.1|DNOV
OG0000469	LOC117902669|XP_034670090.1|DSUB	LOC115760268|XP_030557398.1|DNOV
OG0000470	LOC117895760|XP_034659523.1|DSUB	LOC115768455|XP_030568881.1|DNOV
OG0000470	LOC117894646|XP_034657709.1|DSUB	LOC115770144|XP_030571152.1|DNOV
OG0000471	LOC117893563|XP_034656123.1|DSUB	LOC115768078|XP_030568403.1|DNOV
OG0000471	LOC117901544|XP_034668226.1|DSUB	LOC115758893|XP_030555550.1|DNOV
OG0000473	LOC117897071|XP_034661581.1|DSUB	LOC115764416|XP_030563273.1|DNOV
OG0000474	LOC117903428|XP_034671342.1|DSUB	LOC115767198|XP_030567248.1|DNOV
OG0000474	LOC117893426|XP_034655934.1|DSUB	LOC115769601|XP_030570354.1|DNOV
OG0000475	LOC117898697|XP_034664203.1|DSUB	LOC115771743|XP_030573431.1|DNOV
OG0000475	LOC117898698|XP_034664206.1|DSUB	LOC115771717|XP_030573401.1|DNOV, LOC115772026|XP_030573816.1|DNOV
OG0000476	LOC117897318|XP_034661977.1|DSUB	LOC115761867|XP_030559727.1|DNOV
OG0000476	LOC117897319|XP_034661978.1|DSUB	LOC115761898|XP_030559767.1|DNOV
OG0000477	LOC117898430|XP_034663713.1|DSUB	LOC115772038|XP_030573836.1|DNOV
OG0000477	LOC117898431|XP_034663714.1|DSUB	LOC115771798|XP_030573527.1|DNOV
OG0000478	LOC117897275|XP_034661895.1|DSUB	LOC115765658|XP_030565177.1|DNOV
OG0000479	LOC117897656|XP_034662529.1|DSUB	LOC115761872|XP_030559735.1|DNOV
OG0000480	LOC117902655|XP_034670074.1|DSUB	LOC115763425|XP_030561845.1|DNOV
OG0000480	LOC117901273|XP_034667858.1|DSUB	LOC115763347|XP_030561722.1|DNOV
OG0000482	LOC117897961|XP_034662955.1|DSUB	LOC115763744|XP_030562308.1|DNOV
OG0000482	LOC117897902|XP_034662872.1|DSUB	LOC115763714|XP_030562267.1|DNOV
OG0000483	LOC117898902|XP_034664475.1|DSUB	LOC115770865|XP_030572162.1|DNOV
OG0000483	LOC117898827|XP_034664384.1|DSUB	LOC115770864|XP_030572161.1|DNOV
OG0000484	LOC117899551|XP_034665530.1|DSUB	LOC115759546|XP_030556361.1|DNOV
OG0000484	LOC117899553|XP_034665533.1|DSUB	LOC115759538|XP_030556353.1|DNOV
OG0000485	LOC117894680|XP_034657748.1|DSUB	LOC115767756|XP_030567938.1|DNOV
OG0000485	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB	LOC115767748|XP_030567926.1|DNOV
OG0000486	LOC117892738|XP_034655054.1|DSUB	LOC115760770|XP_030558117.1|DNOV
OG0000486	LOC117892735|XP_034655051.1|DSUB	LOC115760767|XP_030558112.1|DNOV
OG0000487	LOC117891591|XP_034653009.1|DSUB	LOC115760599|XP_030557900.1|DNOV
OG0000487	LOC117891587|XP_034653006.1|DSUB	LOC115760585|XP_030557875.1|DNOV
OG0000488	LOC117901151|XP_034667692.1|DSUB, LOC117901153|XP_034667693.1|DSUB	LOC115759164|XP_030555893.1|DNOV, LOC115759160|XP_030555890.1|DNOV, LOC115759162|XP_030555892.1|DNOV, LOC115759161|XP_030555891.1|DNOV, LOC115759237|XP_030555996.1|DNOV
OG0000489	LOC117898560|XP_034663936.1|DSUB	LOC115771632|XP_030573291.1|DNOV
OG0000489	LOC117895090|XP_034658381.1|DSUB	LOC115766281|XP_030566008.1|DNOV
OG0000490	LOC117891490|XP_034652865.1|DSUB	LOC115767062|XP_030567062.1|DNOV
OG0000490	LOC117902712|XP_034670170.1|DSUB	LOC115768330|XP_030568749.1|DNOV
OG0000491	LOC117896801|XP_034661191.1|DSUB, LOC117892529|XP_034654724.1|DSUB	LOC115762526|XP_030560650.1|DNOV
OG0000492	LOC117890647|XP_034651491.1|DSUB	LOC115764009|XP_030562697.1|DNOV
OG0000492	LOC117900605|XP_034666910.1|DSUB	LOC115769236|XP_030569812.1|DNOV
OG0000493	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB	LOC115768949|XP_030569527.1|DNOV, LOC115760570|XP_030557844.1|DNOV
OG0000494	LOC117900094|XP_034666204.1|DSUB	LOC115759207|XP_030555958.1|DNOV
OG0000495	LOC117903118|XP_034670836.1|DSUB	LOC115768985|XP_030569561.1|DNOV
OG0000495	LOC117891892|XP_034653586.1|DSUB	LOC115762172|XP_030560150.1|DNOV
OG0000496	LOC117902144|XP_034669171.1|DSUB	LOC115763382|XP_030561780.1|DNOV
OG0000497	LOC117901651|XP_034668379.1|DSUB	LOC115765536|XP_030565015.1|DNOV
OG0000497	LOC117900798|XP_034667171.1|DSUB	LOC115765537|XP_030565017.1|DNOV
OG0000498	LOC117897195|XP_034661787.1|DSUB	LOC115770861|XP_030572158.1|DNOV
OG0000498	LOC117896772|XP_034661140.1|DSUB	LOC115770627|XP_030571831.1|DNOV
OG0000499	LOC117891668|XP_034653124.1|DSUB	LOC115760080|XP_030557126.1|DNOV
OG0000499	LOC117890917|XP_034651940.1|DSUB	LOC115766865|XP_030566785.1|DNOV
OG0000500	LOC117893546|XP_034656088.1|DSUB	LOC115770654|XP_030571882.1|DNOV
OG0000500	LOC117894008|XP_034656723.1|DSUB	LOC115768743|XP_030569292.1|DNOV
