Orthogroup	DSUB.longest_only	DSUP.longest_only
OG0000195	LOC117889636|XP_034649986.1|DSUB	LOC119558089|XP_037727225.1|DSUP
OG0000195	LOC117891519|XP_034652907.1|DSUB	LOC119550341|XP_037714889.1|DSUP
OG0000196	LOC117901631|XP_034668352.1|DSUB	LOC119548017|XP_037711016.1|DSUP
OG0000196	LOC117901458|XP_034668103.1|DSUB	LOC119547906|XP_037710872.1|DSUP
OG0000196	LOC117900705|XP_034667050.1|DSUB	LOC119548091|XP_037711106.1|DSUP
OG0000197	LOC117903572|XP_034671683.1|DSUB	LOC119558229|XP_037727476.1|DSUP
OG0000197	LOC117903679|XP_034671912.1|DSUB	LOC119558239|XP_037727491.1|DSUP
OG0000197	LOC117903533|XP_034671607.1|DSUB	LOC119558226|XP_037727472.1|DSUP
OG0000198	LOC117891005|XP_034652053.1|DSUB	LOC119549476|XP_037713504.1|DSUP
OG0000198	LOC117889750|XP_034650087.1|DSUB	LOC119551690|XP_037717086.1|DSUP, LOC119549560|XP_037713638.1|DSUP, LOC119549566|XP_037713645.1|DSUP, LOC119549565|XP_037713644.1|DSUP
OG0000199	LOC117890340|XP_034651022.1|DSUB, LOC117890338|XP_034651020.1|DSUB	LOC119551443|XP_037716714.1|DSUP
OG0000199	LOC117890613|XP_034651444.1|DSUB	LOC119550263|XP_037714769.1|DSUP
OG0000199	LOC117890339|XP_034651021.1|DSUB	LOC119551442|XP_037716713.1|DSUP
OG0000200	LOC117899074|XP_034664734.1|DSUB	LOC119558459|XP_037727912.1|DSUP, LOC119563032|XP_037732160.1|DSUP, LOC119548069|XP_037711087.1|DSUP, LOC119558489|XP_037727925.1|DSUP, LOC119560543|XP_037729977.1|DSUP
OG0000201	LOC117897461|XP_034662199.1|DSUB	LOC119555244|XP_037722459.1|DSUP
OG0000201	LOC117897459|XP_034662196.1|DSUB	LOC119563438|XP_037732757.1|DSUP
OG0000202	LOC117898353|XP_034663577.1|DSUB	LOC119563491|XP_037732854.1|DSUP
OG0000202	LOC117892503|XP_034654670.1|DSUB, LOC117893582|XP_034656146.1|DSUB	LOC119554123|XP_037720824.1|DSUP
OG0000203	LOC117890559|XP_034651381.1|DSUB	LOC119551568|XP_037716893.1|DSUP
OG0000203	LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB	LOC119551446|XP_037716716.1|DSUP
OG0000204	LOC117890997|XP_034652036.1|DSUB, LOC117889725|XP_034650038.1|DSUB	LOC119551070|XP_037716121.1|DSUP
OG0000204	LOC117890888|XP_034651872.1|DSUB, LOC117890837|XP_034651811.1|DSUB, LOC117889799|XP_034650166.1|DSUB, LOC117893665|XP_034656246.1|DSUB	LOC119553287|XP_037719526.1|DSUP, LOC119553286|XP_037719525.1|DSUP, LOC119553284|XP_037719522.1|DSUP, LOC119553285|XP_037719523.1|DSUP
OG0000205	LOC117897524|XP_034662333.1|DSUB	LOC119561941|XP_037731294.1|DSUP
OG0000205	LOC117899743|XP_034665878.1|DSUB	LOC119559825|XP_037728843.1|DSUP
OG0000206	LOC117891542|XP_034652943.1|DSUB	LOC119550537|XP_037715187.1|DSUP
OG0000206	LOC117901855|XP_034668698.1|DSUB	LOC119546776|XP_037709256.1|DSUP
OG0000206	LOC117892650|XP_034654900.1|DSUB	LOC119550479|XP_037715095.1|DSUP
OG0000207	LOC117894011|XP_034656727.1|DSUB	LOC119553026|XP_037719010.1|DSUP
OG0000208	LOC117891239|XP_034652476.1|DSUB	LOC119549584|XP_037713670.1|DSUP, LOC119549587|XP_037713673.1|DSUP, LOC119549597|XP_037713685.1|DSUP
OG0000208	LOC117892557|XP_034654760.1|DSUB	LOC119549582|XP_037713668.1|DSUP, LOC119549581|XP_037713666.1|DSUP, LOC119550707|XP_037715514.1|DSUP, LOC119549583|XP_037713669.1|DSUP, LOC119549580|XP_037713665.1|DSUP
OG0000209	LOC117891422|XP_034652783.1|DSUB	LOC119552063|XP_037717756.1|DSUP
OG0000210	LOC117903453|XP_034671383.1|DSUB	LOC119556835|XP_037725228.1|DSUP
OG0000211	LOC117896463|XP_034660687.1|DSUB	LOC119554245|XP_037721010.1|DSUP
OG0000211	LOC117899353|XP_034665213.1|DSUB	LOC119560862|XP_037730458.1|DSUP
OG0000212	LOC117902050|XP_034669007.1|DSUB	LOC119546991|XP_037709580.1|DSUP
OG0000212	LOC117902051|XP_034669009.1|DSUB	LOC119548563|XP_037711797.1|DSUP
OG0000213	LOC117894820|XP_034657957.1|DSUB	LOC119555282|XP_037722513.1|DSUP
OG0000213	LOC117891467|XP_034652841.1|DSUB	LOC119562592|XP_037731743.1|DSUP
OG0000214	LOC117899660|XP_034665738.1|DSUB	LOC119556269|XP_037724247.1|DSUP
OG0000214	LOC117889853|XP_034650243.1|DSUB	LOC119549960|XP_037714278.1|DSUP
OG0000214	LOC117897226|XP_034661836.1|DSUB	LOC119557984|XP_037727004.1|DSUP
OG0000215	LOC117893454|XP_034655963.1|DSUB	LOC119552555|XP_037718103.1|DSUP
OG0000215	LOC117894475|XP_034657467.1|DSUB	LOC119555030|XP_037722103.1|DSUP
OG0000215	LOC117894422|XP_034657356.1|DSUB	LOC119553982|XP_037720616.1|DSUP
OG0000216	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB	LOC119555290|XP_037722534.1|DSUP
OG0000216	LOC117903137|XP_034670864.1|DSUB	LOC119557204|XP_037725788.1|DSUP
OG0000217	LOC117903707|XP_034671944.1|DSUB	LOC119556741|XP_037725080.1|DSUP
OG0000217	LOC117901817|XP_034668626.1|DSUB	LOC119546973|XP_037709549.1|DSUP
OG0000217	LOC117903706|XP_034671943.1|DSUB	LOC119556740|XP_037725079.1|DSUP
OG0000218	LOC117890214|XP_034650838.1|DSUB, LOC117901281|XP_034667866.1|DSUB, LOC117901280|XP_034667865.1|DSUB	LOC119548149|XP_037711177.1|DSUP
OG0000218	LOC117901278|XP_034667863.1|DSUB	LOC119546546|XP_037708826.1|DSUP
OG0000218	LOC117901279|XP_034667864.1|DSUB	LOC119547488|XP_037710305.1|DSUP, LOC119546545|XP_037708825.1|DSUP
OG0000219	LOC117890158|XP_034650742.1|DSUB	LOC119552146|XP_037717871.1|DSUP
OG0000219	LOC117890159|XP_034650743.1|DSUB	LOC119552147|XP_037717872.1|DSUP
OG0000219	LOC117891110|XP_034652196.1|DSUB	LOC119550003|XP_037714357.1|DSUP, LOC119552145|XP_037717870.1|DSUP
OG0000220	LOC117895237|XP_034658637.1|DSUB	LOC119553737|XP_037720259.1|DSUP
OG0000220	LOC117894831|XP_034657969.1|DSUB	LOC119553623|XP_037720020.1|DSUP
OG0000220	LOC117893410|XP_034655912.1|DSUB	LOC119553622|XP_037720018.1|DSUP
OG0000221	LOC117890072|XP_034650606.1|DSUB	LOC119552074|XP_037717776.1|DSUP
OG0000221	LOC117896647|XP_034660985.1|DSUB	LOC119560566|XP_037730012.1|DSUP
OG0000221	LOC117890071|XP_034650602.1|DSUB	LOC119552072|XP_037717772.1|DSUP
OG0000222	LOC117900074|XP_034666169.1|DSUB	LOC119545971|XP_037707867.1|DSUP
OG0000222	LOC117900072|XP_034666167.1|DSUB	LOC119545968|XP_037707863.1|DSUP
OG0000223	LOC117893937|XP_034656616.1|DSUB	LOC119554701|XP_037721633.1|DSUP
OG0000223	LOC117895419|XP_034658944.1|DSUB	LOC119554669|XP_037721598.1|DSUP
OG0000223	LOC117897790|XP_034662730.1|DSUB	LOC119555113|XP_037722265.1|DSUP, LOC119554840|XP_037721843.1|DSUP
OG0000224	LOC117891431|XP_034652793.1|DSUB	LOC119550143|XP_037714579.1|DSUP
OG0000224	LOC117891442|XP_034652809.1|DSUB	LOC119550772|XP_037715629.1|DSUP
OG0000225	LOC117898903|XP_034664476.1|DSUB	LOC119545684|XP_037707351.1|DSUP
OG0000225	LOC117898912|XP_034664492.1|DSUB	LOC119563447|XP_037732769.1|DSUP
OG0000225	LOC117898830|XP_034664388.1|DSUB	LOC119563467|XP_037732805.1|DSUP
OG0000226	LOC117894469|XP_034657462.1|DSUB	LOC119555617|XP_037723064.1|DSUP
OG0000226	LOC117894471|XP_034657463.1|DSUB	LOC119555620|XP_037723066.1|DSUP
OG0000226	LOC117894465|XP_034657457.1|DSUB	LOC119555616|XP_037723063.1|DSUP, LOC119555622|XP_037723069.1|DSUP
OG0000228	LOC117897416|XP_034662134.1|DSUB	LOC119559032|XP_037728089.1|DSUP
OG0000228	LOC117897491|XP_034662273.1|DSUB	LOC119560929|XP_037730592.1|DSUP
OG0000228	LOC117900534|XP_034666824.1|DSUB	LOC119556927|XP_037725343.1|DSUP, LOC119547364|XP_037710108.1|DSUP
OG0000229	LOC117897556|XP_034662377.1|DSUB	LOC119557242|XP_037725858.1|DSUP
OG0000229	LOC117897685|XP_034662587.1|DSUB	LOC119561078|XP_037730862.1|DSUP
OG0000230	LOC117890665|XP_034651529.1|DSUB	LOC119550353|XP_037714903.1|DSUP
OG0000230	LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB	LOC119550354|XP_037714906.1|DSUP
OG0000231	LOC117901070|XP_034667573.1|DSUB, LOC117901208|XP_034667754.1|DSUB	LOC119546099|XP_037708109.1|DSUP, LOC119546685|XP_037709083.1|DSUP, LOC119546587|XP_037708926.1|DSUP, LOC119546585|XP_037708920.1|DSUP, LOC119546601|XP_037708960.1|DSUP, LOC119546780|XP_037709262.1|DSUP, LOC119546094|XP_037708102.1|DSUP, LOC119547044|XP_037709651.1|DSUP
OG0000232	LOC117896096|XP_034660038.1|DSUB	LOC119563257|XP_037732499.1|DSUP
OG0000232	LOC117890389|XP_034651084.1|DSUB	LOC119551341|XP_037716586.1|DSUP
OG0000232	LOC117890309|XP_034650979.1|DSUB	LOC119550737|XP_037715581.1|DSUP
OG0000233	LOC117898998|XP_034664634.1|DSUB	LOC119555594|XP_037723017.1|DSUP
OG0000233	LOC117897951|XP_034662941.1|DSUB	LOC119557880|XP_037726811.1|DSUP
OG0000233	LOC117897979|XP_034662982.1|DSUB	LOC119557871|XP_037726800.1|DSUP
OG0000234	LOC117891584|XP_034653003.1|DSUB	LOC119551558|XP_037716882.1|DSUP
OG0000234	LOC117891586|XP_034653005.1|DSUB	LOC119551887|XP_037717413.1|DSUP
OG0000235	LOC117897782|XP_034662722.1|DSUB	LOC119557757|XP_037726581.1|DSUP
OG0000235	LOC117899536|XP_034665501.1|DSUB	LOC119563346|XP_037732621.1|DSUP
OG0000235	LOC117899535|XP_034665500.1|DSUB	LOC119554003|XP_037720642.1|DSUP
OG0000236	LOC117901154|XP_034667695.1|DSUB	LOC119546689|XP_037709094.1|DSUP
OG0000236	LOC117901600|XP_034668303.1|DSUB	LOC119546664|XP_037709051.1|DSUP
OG0000236	LOC117898442|XP_034663742.1|DSUB	LOC119556694|XP_037725018.1|DSUP
OG0000237	LOC117890299|XP_034650958.1|DSUB	LOC119550524|XP_037715161.1|DSUP
OG0000237	LOC117898995|XP_034664629.1|DSUB	LOC119547569|XP_037710397.1|DSUP
OG0000238	LOC117901476|XP_034668131.1|DSUB	LOC119546420|XP_037708614.1|DSUP, LOC119546419|XP_037708612.1|DSUP
OG0000238	LOC117901835|XP_034668659.1|DSUB	LOC119546422|XP_037708615.1|DSUP
OG0000239	LOC117897153|XP_034661716.1|DSUB	LOC119545779|XP_037707577.1|DSUP, LOC119560451|XP_037729828.1|DSUP
OG0000240	LOC117898140|XP_034663227.1|DSUB	LOC119563106|XP_037732276.1|DSUP
OG0000240	LOC117898079|XP_034663148.1|DSUB	LOC119562933|XP_037732013.1|DSUP
OG0000240	LOC117896971|XP_034661411.1|DSUB	LOC119560084|XP_037729329.1|DSUP
OG0000241	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB	LOC119554258|XP_037721025.1|DSUP, LOC119553031|XP_037719022.1|DSUP
OG0000243	LOC117893359|XP_034655841.1|DSUB, LOC117897597|XP_034662446.1|DSUB, LOC117894850|XP_034657997.1|DSUB	LOC119554664|XP_037721594.1|DSUP
OG0000244	LOC117898178|XP_034663277.1|DSUB	LOC119560197|XP_037729487.1|DSUP, LOC119560189|XP_037729481.1|DSUP
OG0000244	LOC117897823|XP_034662767.1|DSUB	LOC119560094|XP_037729343.1|DSUP
OG0000246	LOC117891855|XP_034653504.1|DSUB	LOC119552184|XP_037717957.1|DSUP
OG0000247	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB	LOC119552785|XP_037718538.1|DSUP, LOC119552786|XP_037718539.1|DSUP
OG0000248	LOC117895787|XP_034659578.1|DSUB	LOC119553507|XP_037719858.1|DSUP
OG0000248	LOC117895788|XP_034659581.1|DSUB	LOC119552688|XP_037718341.1|DSUP
OG0000248	LOC117891015|XP_034652064.1|DSUB	LOC119550520|XP_037715158.1|DSUP
OG0000249	LOC117902817|XP_034670334.1|DSUB	LOC119546839|XP_037709360.1|DSUP
OG0000249	LOC117902816|XP_034670333.1|DSUB	LOC119546838|XP_037709359.1|DSUP
OG0000249	LOC117902808|XP_034670321.1|DSUB	LOC119546837|XP_037709358.1|DSUP
OG0000250	LOC117899953|XP_034665998.1|DSUB	LOC119546401|XP_037708584.1|DSUP
OG0000250	LOC117901011|XP_034667501.1|DSUB	LOC119548035|XP_037711039.1|DSUP, LOC119547036|XP_037709638.1|DSUP
OG0000250	LOC117899954|XP_034665999.1|DSUB	LOC119546400|XP_037708583.1|DSUP
OG0000251	LOC117889574|XP_034649867.1|DSUB	LOC119556074|XP_037723824.1|DSUP
OG0000251	LOC117891605|XP_034653029.1|DSUB	LOC119550640|XP_037715406.1|DSUP
OG0000251	LOC117895670|XP_034659382.1|DSUB	LOC119552909|XP_037718763.1|DSUP
OG0000252	LOC117890116|XP_034650678.1|DSUB	LOC119550750|XP_037715599.1|DSUP
OG0000252	LOC117890155|XP_034650738.1|DSUB	LOC119551764|XP_037717218.1|DSUP, LOC119551903|XP_037717445.1|DSUP
OG0000252	LOC117891525|XP_034652916.1|DSUB	LOC119550762|XP_037715614.1|DSUP, LOC119551434|XP_037716705.1|DSUP, LOC119551436|XP_037716707.1|DSUP
OG0000253	LOC117891320|XP_034652626.1|DSUB	LOC119551554|XP_037716877.1|DSUP, LOC119551555|XP_037716879.1|DSUP
OG0000253	LOC117891319|XP_034652625.1|DSUB	LOC119550969|XP_037715932.1|DSUP, LOC119551547|XP_037716869.1|DSUP
OG0000254	LOC117896023|XP_034659922.1|DSUB, LOC117896022|XP_034659920.1|DSUB	LOC119560305|XP_037729606.1|DSUP, LOC119560304|XP_037729605.1|DSUP
OG0000254	LOC117892453|XP_034654593.1|DSUB	LOC119549467|XP_037713497.1|DSUP
OG0000255	LOC117892509|XP_034654682.1|DSUB	LOC119550178|XP_037714643.1|DSUP
OG0000255	LOC117892508|XP_034654680.1|DSUB	LOC119550177|XP_037714640.1|DSUP
OG0000256	LOC117892112|XP_034654018.1|DSUB	LOC119549631|XP_037713745.1|DSUP
OG0000256	LOC117889703|XP_034650012.1|DSUB	LOC119551040|XP_037716079.1|DSUP
OG0000257	LOC117891414|XP_034652753.1|DSUB	LOC119551882|XP_037717405.1|DSUP
OG0000258	LOC117901966|XP_034668838.1|DSUB	LOC119549786|XP_037713979.1|DSUP
OG0000258	LOC117894337|XP_034657213.1|DSUB	LOC119549788|XP_037713981.1|DSUP
OG0000259	LOC117897833|XP_034662787.1|DSUB	LOC119560325|XP_037729635.1|DSUP, LOC119563485|XP_037732840.1|DSUP, LOC119555674|XP_037723225.1|DSUP
OG0000259	LOC117902515|XP_034669830.1|DSUB	LOC119548270|XP_037711347.1|DSUP, LOC119548268|XP_037711343.1|DSUP
OG0000259	LOC117902514|XP_034669829.1|DSUB	LOC119546190|XP_037708244.1|DSUP
OG0000260	LOC117892690|XP_034654992.1|DSUB	LOC119551806|XP_037717295.1|DSUP
OG0000260	LOC117898829|XP_034664386.1|DSUB	LOC119556961|XP_037725400.1|DSUP
OG0000260	LOC117892691|XP_034654993.1|DSUB	LOC119551812|XP_037717301.1|DSUP
OG0000261	LOC117901943|XP_034668806.1|DSUB	LOC119546031|XP_037707977.1|DSUP, LOC119546035|XP_037707983.1|DSUP
OG0000261	LOC117901942|XP_034668804.1|DSUB	LOC119546033|XP_037707978.1|DSUP
OG0000262	LOC117895023|XP_034658282.1|DSUB, LOC117895022|XP_034658281.1|DSUB	LOC119552515|XP_037718061.1|DSUP
OG0000262	LOC117890687|XP_034651565.1|DSUB	LOC119549115|XP_037712796.1|DSUP, LOC119549114|XP_037712795.1|DSUP
OG0000263	LOC117891068|XP_034652133.1|DSUB	LOC119551478|XP_037716769.1|DSUP
OG0000263	LOC117895257|XP_034658669.1|DSUB	LOC119553936|XP_037720554.1|DSUP
OG0000264	LOC117895467|XP_034659036.1|DSUB	LOC119558277|XP_037727580.1|DSUP
OG0000264	LOC117895458|XP_034659025.1|DSUB	LOC119556362|XP_037724452.1|DSUP
OG0000264	LOC117897476|XP_034662222.1|DSUB	LOC119555380|XP_037722655.1|DSUP
OG0000265	LOC117895562|XP_034659169.1|DSUB	LOC119552038|XP_037717707.1|DSUP, LOC119552036|XP_037717705.1|DSUP, LOC119552706|XP_037718384.1|DSUP, LOC119552707|XP_037718385.1|DSUP, LOC119549934|XP_037714239.1|DSUP, LOC119550282|XP_037714800.1|DSUP, LOC119551445|XP_037716715.1|DSUP, LOC119550439|XP_037715042.1|DSUP, LOC119550283|XP_037714801.1|DSUP, LOC119549870|XP_037714096.1|DSUP, LOC119554801|XP_037721779.1|DSUP, LOC119554803|XP_037721782.1|DSUP
OG0000266	LOC117890893|XP_034651877.1|DSUB	LOC119551045|XP_037716083.1|DSUP
OG0000266	LOC117890896|XP_034651881.1|DSUB	LOC119550151|XP_037714590.1|DSUP
OG0000266	LOC117890894|XP_034651880.1|DSUB	LOC119551043|XP_037716082.1|DSUP
OG0000267	LOC117897150|XP_034661713.1|DSUB	LOC119556078|XP_037723854.1|DSUP
OG0000267	LOC117897149|XP_034661712.1|DSUB	LOC119554298|XP_037721090.1|DSUP
OG0000268	LOC117897967|XP_034662968.1|DSUB	LOC119559990|XP_037729182.1|DSUP
OG0000269	LOC117897858|XP_034662822.1|DSUB	LOC119545773|XP_037707551.1|DSUP
OG0000269	LOC117896391|XP_034660587.1|DSUB	LOC119553179|XP_037719351.1|DSUP, LOC119553185|XP_037719365.1|DSUP, LOC119553164|XP_037719330.1|DSUP, LOC119560426|XP_037729794.1|DSUP
OG0000270	LOC117889749|XP_034650086.1|DSUB	LOC119550202|XP_037714679.1|DSUP, LOC119558806|XP_037727999.1|DSUP
OG0000271	LOC117901722|XP_034668491.1|DSUB	LOC119562583|XP_037731732.1|DSUP
OG0000271	LOC117892475|XP_034654618.1|DSUB	LOC119549441|XP_037713462.1|DSUP
OG0000271	LOC117890210|XP_034650833.1|DSUB	LOC119551720|XP_037717149.1|DSUP
OG0000272	LOC117894425|XP_034657359.1|DSUB	LOC119553078|XP_037719136.1|DSUP
OG0000272	LOC117902907|XP_034670356.1|DSUB	LOC119547069|XP_037709722.1|DSUP
OG0000273	LOC117897047|XP_034661520.1|DSUB, LOC117896112|XP_034660057.1|DSUB	LOC119563192|XP_037732407.1|DSUP
OG0000273	LOC117900285|XP_034666487.1|DSUB	LOC119547220|XP_037709907.1|DSUP
OG0000273	LOC117897831|XP_034662784.1|DSUB	LOC119560514|XP_037729917.1|DSUP
OG0000274	LOC117899731|XP_034665866.1|DSUB, LOC117899732|XP_034665867.1|DSUB, LOC117896897|XP_034661321.1|DSUB, LOC117891912|XP_034653626.1|DSUB	LOC119549030|XP_037712642.1|DSUP, LOC119549029|XP_037712641.1|DSUP, LOC119549031|XP_037712643.1|DSUP
OG0000276	LOC117890635|XP_034651473.1|DSUB	LOC119550386|XP_037714965.1|DSUP, LOC119550698|XP_037715492.1|DSUP, LOC119550720|XP_037715544.1|DSUP, LOC119549544|XP_037713621.1|DSUP
OG0000277	LOC117899094|XP_034664761.1|DSUB	LOC119560314|XP_037729620.1|DSUP, LOC119560246|XP_037729538.1|DSUP
OG0000277	LOC117897599|XP_034662448.1|DSUB	LOC119560424|XP_037729789.1|DSUP
OG0000277	LOC117899095|XP_034664762.1|DSUB	LOC119560422|XP_037729787.1|DSUP
OG0000279	LOC117895153|XP_034658481.1|DSUB	LOC119554005|XP_037720640.1|DSUP
OG0000279	LOC117895154|XP_034658482.1|DSUB	LOC119554006|XP_037720641.1|DSUP
OG0000280	LOC117894260|XP_034657106.1|DSUB	LOC119555128|XP_037722282.1|DSUP
OG0000280	LOC117894259|XP_034657105.1|DSUB	LOC119555129|XP_037722283.1|DSUP
OG0000280	LOC117894258|XP_034657103.1|DSUB	LOC119555127|XP_037722281.1|DSUP
OG0000281	LOC117892940|XP_034655154.1|DSUB	LOC119562376|XP_037731466.1|DSUP, LOC119553767|XP_037720302.1|DSUP
OG0000281	LOC117903259|XP_034671053.1|DSUB	LOC119556996|XP_037725454.1|DSUP
OG0000281	LOC117891142|XP_034652252.1|DSUB	LOC119556544|XP_037724755.1|DSUP
OG0000282	LOC117893578|XP_034656142.1|DSUB	LOC119553486|XP_037719823.1|DSUP
OG0000283	LOC117890397|XP_034651092.1|DSUB	LOC119550607|XP_037715358.1|DSUP
OG0000283	LOC117899378|XP_034665251.1|DSUB	LOC119545703|XP_037707384.1|DSUP
OG0000284	LOC117901497|XP_034668157.1|DSUB	LOC119546200|XP_037708256.1|DSUP
OG0000284	LOC117900139|XP_034666258.1|DSUB	LOC119546678|XP_037709069.1|DSUP
OG0000285	LOC117890597|XP_034651425.1|DSUB	LOC119551646|XP_037717009.1|DSUP
OG0000285	LOC117891178|XP_034652393.1|DSUB	LOC119551247|XP_037716418.1|DSUP
OG0000286	LOC117900070|XP_034666164.1|DSUB	LOC119545967|XP_037707862.1|DSUP
OG0000286	LOC117900071|XP_034666165.1|DSUB	LOC119545969|XP_037707864.1|DSUP
OG0000286	LOC117900073|XP_034666168.1|DSUB	LOC119545970|XP_037707865.1|DSUP
OG0000287	LOC117903437|XP_034671352.1|DSUB	LOC119556617|XP_037724864.1|DSUP
OG0000287	LOC117903433|XP_034671347.1|DSUB	LOC119556620|XP_037724868.1|DSUP
OG0000287	LOC117903434|XP_034671348.1|DSUB	LOC119556621|XP_037724869.1|DSUP
OG0000288	LOC117901108|XP_034667632.1|DSUB	LOC119546931|XP_037709495.1|DSUP
OG0000288	LOC117901105|XP_034667628.1|DSUB	LOC119546166|XP_037708213.1|DSUP, LOC119546930|XP_037709494.1|DSUP
OG0000289	LOC117894496|XP_034657496.1|DSUB	LOC119555278|XP_037722510.1|DSUP
OG0000289	LOC117892960|XP_034655184.1|DSUB	LOC119552544|XP_037718092.1|DSUP
OG0000289	LOC117894495|XP_034657494.1|DSUB	LOC119555271|XP_037722503.1|DSUP
OG0000290	LOC117892459|XP_034654601.1|DSUB	LOC119549464|XP_037713494.1|DSUP
OG0000290	LOC117892454|XP_034654594.1|DSUB	LOC119549667|XP_037713798.1|DSUP, LOC119549664|XP_037713796.1|DSUP, LOC119549466|XP_037713496.1|DSUP
OG0000290	LOC117892359|XP_034654458.1|DSUB	LOC119549465|XP_037713495.1|DSUP
OG0000291	LOC117893250|XP_034655706.1|DSUB	LOC119553903|XP_037720501.1|DSUP
OG0000291	LOC117895509|XP_034659099.1|DSUB	LOC119552658|XP_037718291.1|DSUP
OG0000291	LOC117893421|XP_034655929.1|DSUB, LOC117893480|XP_034656001.1|DSUB	LOC119553762|XP_037720296.1|DSUP
OG0000292	LOC117892637|XP_034654883.1|DSUB	LOC119551580|XP_037716910.1|DSUP
OG0000292	LOC117893602|XP_034656168.1|DSUB	LOC119555309|XP_037722556.1|DSUP
OG0000293	LOC117899048|XP_034664699.1|DSUB	LOC119560571|XP_037730022.1|DSUP
OG0000293	LOC117901007|XP_034667495.1|DSUB	LOC119547401|XP_037710178.1|DSUP
OG0000293	LOC117897909|XP_034662878.1|DSUB	LOC119563029|XP_037732155.1|DSUP
OG0000294	LOC117900007|XP_034666081.1|DSUB	LOC119548346|XP_037711489.1|DSUP
OG0000294	LOC117903073|XP_034670731.1|DSUB	LOC119556226|XP_037724143.1|DSUP
OG0000295	LOC117891911|XP_034653625.1|DSUB	LOC119549744|XP_037713914.1|DSUP
OG0000295	LOC117899255|XP_034665033.1|DSUB	LOC119557415|XP_037726094.1|DSUP
OG0000296	LOC117900574|XP_034666875.1|DSUB	LOC119547676|XP_037710564.1|DSUP
OG0000296	LOC117893706|XP_034656284.1|DSUB	LOC119553390|XP_037719677.1|DSUP
OG0000296	LOC117903336|XP_034671174.1|DSUB	LOC119556856|XP_037725256.1|DSUP
OG0000297	LOC117890260|XP_034650908.1|DSUB, LOC117890328|XP_034651009.1|DSUB	LOC119550568|XP_037715285.1|DSUP, LOC119550931|XP_037715883.1|DSUP
OG0000298	LOC117898844|XP_034664413.1|DSUB	LOC119557563|XP_037726276.1|DSUP
OG0000298	LOC117891230|XP_034652470.1|DSUB	LOC119557565|XP_037726277.1|DSUP
OG0000298	LOC117899416|XP_034665297.1|DSUB	LOC119557214|XP_037725800.1|DSUP
OG0000299	LOC117899483|XP_034665406.1|DSUB	LOC119550548|XP_037715212.1|DSUP
OG0000299	LOC117899485|XP_034665414.1|DSUB	LOC119554628|XP_037721555.1|DSUP
OG0000299	LOC117899484|XP_034665411.1|DSUB	LOC119554618|XP_037721543.1|DSUP
OG0000300	LOC117893787|XP_034656422.1|DSUB	LOC119555430|XP_037722727.1|DSUP
OG0000300	LOC117893327|XP_034655808.1|DSUB	LOC119555517|XP_037722869.1|DSUP
OG0000300	LOC117893325|XP_034655805.1|DSUB	LOC119555516|XP_037722867.1|DSUP
OG0000301	LOC117902948|XP_034670460.1|DSUB	LOC119557972|XP_037727014.1|DSUP
OG0000301	LOC117901488|XP_034668147.1|DSUB	LOC119547423|XP_037710205.1|DSUP
OG0000302	LOC117893650|XP_034656231.1|DSUB	LOC119553035|XP_037719025.1|DSUP
OG0000302	LOC117893651|XP_034656232.1|DSUB	LOC119553036|XP_037719027.1|DSUP
OG0000303	LOC117895039|XP_034658304.1|DSUB	LOC119554469|XP_037721312.1|DSUP
OG0000303	LOC117891866|XP_034653524.1|DSUB	LOC119556702|XP_037725028.1|DSUP
OG0000303	LOC117901481|XP_034668141.1|DSUB	LOC119548434|XP_037711611.1|DSUP
OG0000304	LOC117899347|XP_034665190.1|DSUB	LOC119548725|XP_037712149.1|DSUP
OG0000304	LOC117899348|XP_034665191.1|DSUB	LOC119548727|XP_037712163.1|DSUP
OG0000305	LOC117895124|XP_034658424.1|DSUB	LOC119554163|XP_037720880.1|DSUP
OG0000305	LOC117895123|XP_034658423.1|DSUB	LOC119554470|XP_037721313.1|DSUP
OG0000305	LOC117893182|XP_034655566.1|DSUB	LOC119554561|XP_037721460.1|DSUP
OG0000306	LOC117891461|XP_034652835.1|DSUB	LOC119550377|XP_037714952.1|DSUP
OG0000306	LOC117903110|XP_034670827.1|DSUB	LOC119556224|XP_037724136.1|DSUP
OG0000307	LOC117897347|XP_034662011.1|DSUB	LOC119563457|XP_037732788.1|DSUP
OG0000307	LOC117898551|XP_034663922.1|DSUB	LOC119563134|XP_037732313.1|DSUP
OG0000308	LOC117900737|XP_034667103.1|DSUB, LOC117901106|XP_034667630.1|DSUB	LOC119547885|XP_037710851.1|DSUP
OG0000308	LOC117898311|XP_034663486.1|DSUB	LOC119560637|XP_037730117.1|DSUP, LOC119560638|XP_037730118.1|DSUP
