Orthogroup	DSUB.longest_only	DYAK.longest_only
OG0002630	LOC117899412|XP_034665290.1|DSUB	LOC6537133|XP_015048156.1|DYAK
OG0002631	LOC117896072|XP_034659989.1|DSUB	LOC6538628|XP_002099150.1|DYAK
OG0002632	LOC117897586|XP_034662431.1|DSUB	LOC6537351|XP_002097908.1|DYAK
OG0002633	LOC117897060|XP_034661547.1|DSUB	LOC26535669|XP_015047220.1|DYAK
OG0002634	LOC117899474|XP_034665392.1|DSUB	LOC6537324|XP_015048281.1|DYAK
OG0002635	LOC117896145|XP_034660109.1|DSUB	LOC6536442|XP_002097023.1|DYAK
OG0002636	LOC117896330|XP_034660461.1|DSUB	LOC6535255|XP_002095911.1|DYAK
OG0002637	LOC117900754|XP_034667126.1|DSUB	LOC6527344|XP_002088436.1|DYAK
OG0002638	LOC117898881|XP_034664455.1|DSUB	LOC6537965|XP_002098502.2|DYAK
OG0002639	LOC117898382|XP_034663624.1|DSUB	LOC6537386|XP_002097942.1|DYAK
OG0002640	LOC117896784|XP_034661171.1|DSUB	LOC6537005|XP_002097574.1|DYAK
OG0002641	LOC117898804|XP_034664340.1|DSUB	LOC6537008|XP_039231343.1|DYAK
OG0002642	LOC117898272|XP_034663418.1|DSUB	LOC6537009|XP_002097578.1|DYAK
OG0002643	LOC117898266|XP_034663411.1|DSUB	LOC6537010|XP_015048067.1|DYAK
OG0002644	LOC117896604|XP_034660928.1|DSUB	LOC6537577|XP_002098123.1|DYAK
OG0002645	LOC117898163|XP_034663263.1|DSUB	LOC6537571|XP_039231708.1|DYAK
OG0002646	LOC117896842|XP_034661256.1|DSUB	LOC6538702|XP_002099217.1|DYAK
OG0002647	LOC117899516|XP_034665460.1|DSUB	LOC6536160|XP_002096760.1|DYAK
OG0002648	LOC117896635|XP_034660971.1|DSUB	LOC6535983|XP_039231963.1|DYAK
OG0002649	LOC117899104|XP_034664776.1|DSUB	LOC6537644|XP_015048453.1|DYAK
OG0002650	LOC117899514|XP_034665457.1|DSUB	LOC6536159|XP_002096759.1|DYAK
OG0002651	LOC117896086|XP_034660016.1|DSUB	LOC6537069|XP_002097630.1|DYAK
OG0002652	LOC117899614|XP_034665648.1|DSUB	LOC6535877|XP_015047428.1|DYAK
OG0002653	LOC117896779|XP_034661146.1|DSUB	LOC6538173|XP_002098701.2|DYAK
OG0002654	LOC117896279|XP_034660373.1|DSUB	LOC6538170|XP_002098698.2|DYAK
OG0002655	LOC117899157|XP_034664897.1|DSUB	LOC6535788|XP_039232725.1|DYAK
OG0002656	LOC117896828|XP_034661229.1|DSUB	LOC6536946|XP_002097515.1|DYAK
OG0002657	LOC117896144|XP_034660108.1|DSUB	LOC6536441|XP_002097022.1|DYAK
OG0002658	LOC117896161|XP_034660129.1|DSUB	LOC6538980|XP_002099483.1|DYAK
OG0002659	LOC117899463|XP_034665369.1|DSUB	LOC6538140|XP_002098674.1|DYAK
OG0002660	LOC117903024|XP_034670649.1|DSUB	LOC6524647|XP_002100504.1|DYAK
OG0002661	LOC117897407|XP_034662122.1|DSUB	LOC6538182|XP_002098710.2|DYAK
OG0002662	LOC117892282|XP_034654292.1|DSUB	LOC6532118|XP_015051710.1|DYAK
OG0002663	LOC117899567|XP_034665568.1|DSUB	LOC6538751|XP_002099265.1|DYAK
OG0002664	LOC117900475|XP_034666746.1|DSUB	LOC6529156|XP_002087365.1|DYAK
OG0002665	LOC117892717|XP_034655028.1|DSUB	LOC6528547|XP_002089592.2|DYAK
OG0002666	LOC117892712|XP_034655019.1|DSUB	LOC6528543|XP_039226501.1|DYAK
OG0002667	LOC117891189|XP_034652414.1|DSUB	LOC6528861|XP_002089893.1|DYAK
OG0002668	LOC117893556|XP_034656109.1|DSUB	LOC6532432|XP_015049345.1|DYAK
OG0002669	LOC117900409|XP_034666655.1|DSUB	LOC6527752|XP_002088832.1|DYAK
OG0002670	LOC117894133|XP_034656918.1|DSUB	LOC6533363|XP_002094088.1|DYAK
OG0002671	LOC117894131|XP_034656911.1|DSUB	LOC6533359|XP_015049948.1|DYAK
OG0002672	LOC117892248|XP_034654251.1|DSUB	LOC6530670|XP_015051867.1|DYAK
OG0002673	LOC117889844|XP_034650228.1|DSUB	LOC6531958|XP_002092744.1|DYAK
OG0002674	LOC117891185|XP_034652403.1|DSUB	LOC6528858|XP_002089890.1|DYAK
OG0002675	LOC117893292|XP_034655753.1|DSUB	LOC6533298|XP_002094024.1|DYAK
OG0002676	LOC117891436|XP_034652799.1|DSUB	LOC6532105|XP_002092881.1|DYAK
OG0002677	LOC117892216|XP_034654207.1|DSUB	LOC6528404|XP_039226905.1|DYAK
OG0002678	LOC117890720|XP_034651653.1|DSUB	LOC6529296|XP_002090301.1|DYAK
OG0002679	LOC117889834|XP_034650207.1|DSUB	LOC6531953|XP_015051635.1|DYAK
OG0002680	LOC117903564|XP_034671662.1|DSUB	LOC6523819|XP_002099694.2|DYAK
OG0002681	LOC117891779|XP_034653336.1|DSUB	LOC6530675|XP_015051862.1|DYAK
OG0002682	LOC117895851|XP_034659707.1|DSUB	LOC6532996|XP_002093731.1|DYAK
OG0002683	LOC117898193|XP_034663303.1|DSUB	LOC6536215|XP_002096806.1|DYAK
OG0002684	LOC117897141|XP_034661741.1|DSUB	LOC6539988|XP_002086859.1|DYAK
OG0002685	LOC117895288|XP_034658721.1|DSUB	LOC6532307|XP_039230778.1|DYAK
OG0002686	LOC117895591|XP_034659232.1|DSUB	LOC6533510|XP_002094221.1|DYAK
OG0002687	LOC117895428|XP_034658959.1|DSUB	LOC6539445|XP_015045141.2|DYAK
OG0002688	LOC117893567|XP_034656127.1|DSUB	LOC6534362|XP_015050590.1|DYAK
OG0002689	LOC117903554|XP_034671646.1|DSUB	LOC6523986|XP_002099858.1|DYAK
OG0002690	LOC117894562|XP_034657576.1|DSUB	LOC6533680|XP_002094386.1|DYAK
OG0002691	LOC117890692|XP_034651575.1|DSUB	LOC6531736|XP_002092526.2|DYAK
OG0002692	LOC117892161|XP_034654116.1|DSUB	LOC6531976|XP_002092762.1|DYAK
OG0002693	LOC117895281|XP_034658706.1|DSUB	LOC6532414|XP_015049336.1|DYAK
OG0002694	LOC117892350|XP_034654442.1|DSUB	LOC6528890|XP_002089922.1|DYAK
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	LOC6533098|XP_002093824.1|DYAK
OG0002696	LOC117893413|XP_034655915.1|DSUB	LOC6534439|XP_002095116.1|DYAK
OG0002697	LOC117894127|XP_034656906.1|DSUB	LOC6533369|XP_002094094.2|DYAK
OG0002698	LOC117895404|XP_034658924.1|DSUB	LOC6533438|XP_039230033.1|DYAK
OG0002699	LOC117893302|XP_034655770.1|DSUB	LOC6533300|XP_002094026.1|DYAK
OG0002700	LOC117895183|XP_034658539.1|DSUB	LOC6534567|XP_039230667.1|DYAK
OG0002701	LOC117891624|XP_034653053.1|DSUB	LOC6531821|XP_002092608.2|DYAK
OG0002702	LOC117892754|XP_034655071.1|DSUB	LOC6531883|XP_002092670.1|DYAK
OG0002703	LOC117890673|XP_034651540.1|DSUB	LOC6529097|XP_039226298.1|DYAK
OG0002704	LOC117889851|XP_034650241.1|DSUB	LOC6530496|XP_002091411.1|DYAK
OG0002705	LOC117893058|XP_034655350.1|DSUB	LOC6533211|XP_002093937.2|DYAK
OG0002706	LOC117890741|XP_034651683.1|DSUB	LOC6529291|XP_002090296.1|DYAK
OG0002707	LOC117892906|XP_034655101.1|DSUB	LOC6532184|XP_015049201.1|DYAK
OG0002708	LOC117894542|XP_034657553.1|DSUB	LOC6535071|XP_002095735.2|DYAK
OG0002709	LOC117892697|XP_034654999.1|DSUB	LOC6528717|XP_039227683.1|DYAK
OG0002711	LOC117890401|XP_034651101.1|DSUB	LOC6530727|XP_002091618.3|DYAK
OG0002712	LOC117890079|XP_034650625.1|DSUB	LOC6531179|XP_015051153.1|DYAK
OG0002713	LOC117889904|XP_034650311.1|DSUB	LOC6530080|XP_039229055.1|DYAK
OG0002714	LOC117891828|XP_034653460.1|DSUB	LOC6528473|XP_002089519.1|DYAK
OG0002715	LOC117894505|XP_034657544.1|DSUB	LOC6525606|XP_002101441.1|DYAK
OG0002716	LOC117891951|XP_034653698.1|DSUB	LOC6532136|XP_039228987.1|DYAK
OG0002717	LOC117897619|XP_034662476.1|DSUB	LOC6536222|XP_002096813.1|DYAK
OG0002718	LOC117894928|XP_034658122.1|DSUB	LOC6533254|XP_002093980.1|DYAK
OG0002719	LOC117899591|XP_034665601.1|DSUB	LOC6536547|XP_002097123.1|DYAK
OG0002720	LOC117893025|XP_034655274.1|DSUB	LOC6533034|XP_002093769.3|DYAK
OG0002721	LOC117902289|XP_034669457.1|DSUB	LOC6529680|XP_015052400.1|DYAK
OG0002722	LOC117891979|XP_034653745.1|DSUB	LOC6528728|XP_002089763.1|DYAK
OG0002723	LOC117890190|XP_034650787.1|DSUB	LOC6532097|XP_002092873.2|DYAK
OG0002724	LOC117897114|XP_034661655.1|DSUB	LOC6538687|XP_002099206.1|DYAK
OG0002725	LOC117893837|XP_034656492.1|DSUB	LOC6534919|XP_002095590.1|DYAK
OG0002726	LOC117895344|XP_034658811.1|DSUB	LOC6533530|XP_015050103.1|DYAK
OG0002727	LOC117893043|XP_034655310.1|DSUB	LOC6532809|XP_002093546.1|DYAK
OG0002728	LOC117890107|XP_034650664.1|DSUB	LOC6530088|XP_002091034.1|DYAK
OG0002729	LOC117892975|XP_034655206.1|DSUB	LOC6533654|XP_039230781.1|DYAK
OG0002730	LOC117891493|XP_034652864.1|DSUB	LOC6529910|XP_039229245.1|DYAK
OG0002731	LOC117892903|XP_034655098.1|DSUB	LOC6532245|XP_002093018.1|DYAK
OG0002732	LOC117890256|XP_034650899.1|DSUB	LOC6530187|XP_002091125.2|DYAK
OG0002733	LOC117890220|XP_034650849.1|DSUB	LOC6531200|XP_002092028.1|DYAK
OG0002734	LOC117889779|XP_034650135.1|DSUB	LOC6539190|XP_015045271.1|DYAK
OG0002735	LOC117891278|XP_034652546.1|DSUB	LOC6528849|XP_015054240.1|DYAK
OG0002736	LOC117891282|XP_034652561.1|DSUB	LOC6528846|XP_002089878.2|DYAK
OG0002737	LOC117895485|XP_034659060.1|DSUB	LOC6532588|XP_002093332.1|DYAK
OG0002738	LOC117893935|XP_034656608.1|DSUB	LOC6532879|XP_002093615.1|DYAK
OG0002739	LOC117894291|XP_034657142.1|DSUB	LOC6534860|XP_002095532.1|DYAK
OG0002740	LOC117894290|XP_034657141.1|DSUB	LOC6539717|XP_039229730.1|DYAK
OG0002741	LOC117890002|XP_034650481.1|DSUB	LOC6530710|XP_002091601.2|DYAK
OG0002742	LOC117892623|XP_034654866.1|DSUB	LOC6531915|XP_002092701.1|DYAK
OG0002743	LOC117894357|XP_034657238.1|DSUB	LOC6533491|XP_002094202.1|DYAK
OG0002744	LOC117893285|XP_034655742.1|DSUB	LOC6534689|XP_002095364.2|DYAK
OG0002745	LOC117895465|XP_034659031.1|DSUB	LOC6532451|XP_002093198.1|DYAK
OG0002746	LOC117890060|XP_034650584.1|DSUB	LOC6531488|XP_002092287.1|DYAK
OG0002747	LOC117896171|XP_034660143.1|DSUB	LOC6535428|XP_002096077.1|DYAK
OG0002748	LOC117892713|XP_034655024.1|DSUB	LOC6531995|XP_002092781.1|DYAK
OG0002749	LOC117890593|XP_034651421.1|DSUB	LOC6532104|XP_002092880.1|DYAK
OG0002750	LOC117890725|XP_034651665.1|DSUB	LOC6530362|XP_002091288.2|DYAK
OG0002751	LOC117890323|XP_034651002.1|DSUB	LOC6528521|XP_039226313.1|DYAK
OG0002752	LOC117890656|XP_034651518.1|DSUB	LOC6528740|XP_002089775.1|DYAK
OG0002753	LOC117890632|XP_034651472.1|DSUB	LOC6531604|XP_002092401.1|DYAK
OG0002754	LOC117893962|XP_034656652.1|DSUB	LOC6533226|XP_039230747.1|DYAK
OG0002755	LOC117891205|XP_034652434.1|DSUB	LOC6531056|XP_002091890.1|DYAK
OG0002756	LOC117893131|XP_034655472.1|DSUB	LOC6534821|XP_002095493.2|DYAK
OG0002757	LOC117894209|XP_034657015.1|DSUB	LOC6532523|XP_039230453.1|DYAK
OG0002758	LOC117890080|XP_034650627.1|DSUB	LOC6531187|XP_039228303.1|DYAK
OG0002759	LOC117891703|XP_034653186.1|DSUB	LOC6531209|XP_015051169.1|DYAK
OG0002760	LOC117891644|XP_034653082.1|DSUB	LOC6532148|XP_002092924.1|DYAK
OG0002761	LOC117891324|XP_034652631.1|DSUB	LOC6531019|XP_002091856.1|DYAK
OG0002762	LOC117890906|XP_034651896.1|DSUB	LOC6531084|XP_039228053.1|DYAK
OG0002763	LOC117894214|XP_034657021.1|DSUB	LOC6532645|XP_002093389.1|DYAK
OG0002764	LOC117893494|XP_034656019.1|DSUB	LOC6534304|XP_039229858.1|DYAK
OG0002765	LOC117892581|XP_034654805.1|DSUB	LOC6531154|XP_002091983.3|DYAK
OG0002766	LOC117892585|XP_034654814.1|DSUB	LOC6531155|XP_002091984.1|DYAK
OG0002767	LOC117891695|XP_034653176.1|DSUB	LOC6531214|XP_002092042.2|DYAK
OG0002768	LOC117892060|XP_034653884.1|DSUB	LOC6531928|XP_002092714.1|DYAK
OG0002769	LOC117890278|XP_034650930.1|DSUB	LOC6530090|XP_002091036.1|DYAK
OG0002770	LOC117901129|XP_034667658.1|DSUB	LOC6526951|XP_002088047.1|DYAK
OG0002771	LOC117894019|XP_034656748.1|DSUB	LOC6533560|XP_039230314.1|DYAK
OG0002772	LOC117895050|XP_034658319.1|DSUB	LOC6533553|XP_002094263.2|DYAK
OG0002773	LOC117891171|XP_034652384.1|DSUB	LOC6530049|XP_002090995.1|DYAK
OG0002774	LOC117891444|XP_034652812.1|DSUB	LOC6530603|XP_002091516.2|DYAK
OG0002775	LOC117893994|XP_034656696.1|DSUB	LOC6534342|XP_002095022.1|DYAK
OG0002776	LOC117895505|XP_034659094.1|DSUB	LOC6532587|XP_002093331.1|DYAK
OG0002777	LOC117892995|XP_034655240.1|DSUB	LOC6534408|XP_002095086.1|DYAK
OG0002778	LOC117892993|XP_034655236.1|DSUB	LOC6534410|XP_002095088.1|DYAK
OG0002779	LOC117893289|XP_034655749.1|DSUB	LOC6533306|XP_002094032.1|DYAK
OG0002780	LOC117897398|XP_034662108.1|DSUB	LOC6536102|XP_002096710.1|DYAK
OG0002781	LOC117891352|XP_034652674.1|DSUB	LOC6530453|XP_002091369.1|DYAK
OG0002782	LOC117894254|XP_034657098.1|DSUB	LOC6539697|XP_039230484.1|DYAK
OG0002783	LOC117893088|XP_034655404.1|DSUB	LOC6532827|XP_002093564.1|DYAK
OG0002784	LOC117891051|XP_034652115.1|DSUB	LOC6531812|XP_002092599.1|DYAK
OG0002785	LOC117893093|XP_034655413.1|DSUB	LOC6535116|XP_002095779.1|DYAK
OG0002786	LOC117893851|XP_034656510.1|DSUB	LOC6534424|XP_002095102.1|DYAK
OG0002787	LOC117893062|XP_034655354.1|DSUB	LOC6533246|XP_002093972.1|DYAK
OG0002788	LOC117893064|XP_034655362.1|DSUB	LOC6533245|XP_002093971.1|DYAK
OG0002789	LOC117893642|XP_034656220.1|DSUB	LOC6539387|XP_002086279.2|DYAK
OG0002790	LOC117894372|XP_034657266.1|DSUB	LOC6533646|XP_002094352.1|DYAK, LOC6533647|XP_002094353.1|DYAK
OG0002791	LOC117894048|XP_034656792.1|DSUB	LOC6535007|XP_002095677.1|DYAK
OG0002792	LOC117891501|XP_034652882.1|DSUB	LOC6530028|XP_002090974.1|DYAK
OG0002793	LOC117895216|XP_034658598.1|DSUB	LOC6532552|XP_002093297.1|DYAK
OG0002794	LOC117894564|XP_034657578.1|DSUB	LOC6533091|XP_002093822.1|DYAK
OG0002795	LOC117895024|XP_034658283.1|DSUB	LOC6533192|XP_002093918.1|DYAK
OG0002796	LOC117895506|XP_034659096.1|DSUB	LOC6533124|XP_002093850.1|DYAK
OG0002797	LOC117894379|XP_034657275.1|DSUB	LOC6533649|XP_002094355.1|DYAK
OG0002798	LOC117900569|XP_034666867.1|DSUB	LOC6529607|XP_002090601.1|DYAK
OG0002799	LOC117894183|XP_034656987.1|DSUB	LOC6532294|XP_002093054.1|DYAK
OG0002800	LOC117894032|XP_034656762.1|DSUB	LOC6534426|XP_039229940.1|DYAK
OG0002801	LOC117890919|XP_034651938.1|DSUB	LOC6532101|XP_002092877.1|DYAK
OG0002802	LOC117892049|XP_034653868.1|DSUB	LOC6532089|XP_002092866.3|DYAK
OG0002803	LOC117900421|XP_034666673.1|DSUB	LOC6529640|XP_002090634.1|DYAK
OG0002804	LOC117891733|XP_034653217.1|DSUB	LOC6531621|XP_002092418.1|DYAK
OG0002805	LOC117890180|XP_034650769.1|DSUB	LOC6528548|XP_002089593.1|DYAK
OG0002806	LOC117896816|XP_034661212.1|DSUB, LOC117894050|XP_034656794.1|DSUB	LOC6535008|XP_002095678.1|DYAK
OG0002807	LOC117891439|XP_034652806.1|DSUB	LOC6532106|XP_002092882.1|DYAK
OG0002808	LOC117892501|XP_034654669.1|DSUB	LOC6531993|XP_002092779.1|DYAK
OG0002809	LOC117895545|XP_034659139.1|DSUB	LOC6533873|XP_002094573.1|DYAK
OG0002810	LOC117895287|XP_034658717.1|DSUB	LOC6532304|XP_015049276.1|DYAK
OG0002811	LOC117895000|XP_034658238.1|DSUB	LOC6533841|XP_002094541.1|DYAK
OG0002812	LOC117891101|XP_034652177.1|DSUB	LOC6530009|XP_002090955.1|DYAK
OG0002813	LOC117892466|XP_034654609.1|DSUB	LOC6531033|XP_002091869.1|DYAK
OG0002814	LOC117891761|XP_034653267.1|DSUB	LOC6530631|XP_039229190.1|DYAK
OG0002815	LOC117890249|XP_034650886.1|DSUB	LOC6530099|XP_002091045.2|DYAK
OG0002816	LOC117890047|XP_034650558.1|DSUB	LOC6531049|XP_002091885.1|DYAK
OG0002817	LOC117892001|XP_034653780.1|DSUB	LOC6539092|XP_002085971.1|DYAK
OG0002818	LOC117891674|XP_034653136.1|DSUB, LOC117891677|XP_034653143.1|DSUB	LOC6528867|XP_002089899.2|DYAK
OG0002819	LOC117894616|XP_034657661.1|DSUB	LOC6532747|XP_039229436.1|DYAK
OG0002820	LOC117894625|XP_034657682.1|DSUB	LOC6532744|XP_002093486.1|DYAK
OG0002821	LOC117894298|XP_034657153.1|DSUB	LOC6533919|XP_002094619.2|DYAK
OG0002822	LOC117891234|XP_034652471.1|DSUB	LOC6530597|XP_002091510.1|DYAK
OG0002823	LOC117890054|XP_034650576.1|DSUB	LOC6528489|XP_015053962.1|DYAK
OG0002824	LOC117892752|XP_034655067.1|DSUB	LOC6528754|XP_002089789.1|DYAK
OG0002825	LOC117892996|XP_034655242.1|DSUB	LOC6535149|XP_039230255.1|DYAK
OG0002826	LOC117890242|XP_034650879.1|DSUB	LOC6530595|XP_002091508.1|DYAK
OG0002827	LOC117902925|XP_034670397.1|DSUB	LOC6523698|XP_002099570.2|DYAK
OG0002828	LOC117890556|XP_034651378.1|DSUB	LOC6530662|XP_015052732.1|DYAK
OG0002829	LOC117890216|XP_034650845.1|DSUB	LOC6530098|XP_002091044.1|DYAK
OG0002830	LOC117892704|XP_034655007.1|DSUB	LOC6529385|XP_039228824.1|DYAK
OG0002831	LOC117901978|XP_034668872.1|DSUB	LOC6529227|XP_002090234.2|DYAK
OG0002832	LOC117902414|XP_034669648.1|DSUB	LOC6527779|XP_039227444.1|DYAK
OG0002833	LOC117891956|XP_034653706.1|DSUB	LOC6532140|XP_039228290.1|DYAK
OG0002834	LOC117889891|XP_034650293.1|DSUB	LOC6531906|XP_002092692.1|DYAK
OG0002835	LOC117892150|XP_034654087.1|DSUB	LOC6530104|XP_002091050.1|DYAK
OG0002836	LOC117891772|XP_034653320.1|DSUB	LOC6528710|XP_015054036.1|DYAK
OG0002837	LOC117891859|XP_034653512.1|DSUB	LOC6531113|XP_039228698.1|DYAK
OG0002838	LOC117889914|XP_034650331.1|DSUB	LOC6531314|XP_002092118.1|DYAK
OG0002839	LOC117892722|XP_034655032.1|DSUB	LOC6531996|XP_002092782.1|DYAK
OG0002840	LOC117901825|XP_034668644.1|DSUB	LOC6527066|XP_002088159.1|DYAK
OG0002841	LOC117902374|XP_034669582.1|DSUB	LOC120320850|XP_039227686.1|DYAK, LOC6526736|XP_002087839.2|DYAK
OG0002842	LOC117900665|XP_034666998.1|DSUB	LOC6527535|XP_002088625.1|DYAK
OG0002843	LOC117890977|XP_034652007.1|DSUB	LOC6528484|XP_002089530.1|DYAK
OG0002844	LOC117894099|XP_034656864.1|DSUB	LOC6534504|XP_015050664.1|DYAK
OG0002845	LOC117902223|XP_034669347.1|DSUB	LOC6527614|XP_002088702.1|DYAK
OG0002846	LOC117890422|XP_034651133.1|DSUB	LOC6528494|XP_015053963.1|DYAK
OG0002847	LOC117902220|XP_034669344.1|DSUB	LOC6527613|XP_002088701.1|DYAK
OG0002848	LOC117900486|XP_034666762.1|DSUB	LOC6529576|XP_002090573.1|DYAK
OG0002849	LOC117901717|XP_034668484.1|DSUB	LOC6528061|XP_002089128.3|DYAK
OG0002850	LOC117902099|XP_034669093.1|DSUB	LOC6527541|XP_002088631.1|DYAK
OG0002851	LOC117902165|XP_034669194.1|DSUB	LOC6527139|XP_002088233.1|DYAK
OG0002852	LOC117891585|XP_034653004.1|DSUB	LOC6530273|XP_002091205.1|DYAK
OG0002853	LOC117902047|XP_034669004.1|DSUB	LOC6528941|XP_002089973.2|DYAK
OG0002854	LOC117900278|XP_034666481.1|DSUB	LOC6529633|XP_002090627.1|DYAK
OG0002855	LOC117899971|XP_034666020.1|DSUB	LOC6527014|XP_015053565.1|DYAK
OG0002856	LOC117900193|XP_034666334.1|DSUB	LOC6527033|XP_015053572.1|DYAK
OG0002857	LOC117900276|XP_034666476.1|DSUB	LOC6529201|XP_039227950.1|DYAK
OG0002858	LOC117902168|XP_034669198.1|DSUB	LOC6528162|XP_002089227.3|DYAK
OG0002859	LOC117900056|XP_034666148.1|DSUB	LOC6526606|XP_002087714.1|DYAK
OG0002860	LOC117900526|XP_034666816.1|DSUB	LOC6528093|XP_002089160.1|DYAK
OG0002861	LOC117901054|XP_034667557.1|DSUB	LOC6527197|XP_002088291.1|DYAK
OG0002862	LOC117901621|XP_034668340.1|DSUB	LOC6526393|XP_002087512.1|DYAK
OG0002863	LOC117902523|XP_034669841.1|DSUB	LOC6526728|XP_002087831.1|DYAK
OG0002864	LOC117902525|XP_034669843.1|DSUB	LOC6526727|XP_039226374.1|DYAK
OG0002865	LOC117892219|XP_034654211.1|DSUB	LOC6528399|XP_002089446.1|DYAK
OG0002866	LOC117895296|XP_034658742.1|DSUB	LOC6533405|XP_002094123.1|DYAK
OG0002867	LOC117902422|XP_034669672.1|DSUB	LOC6527475|XP_002088565.1|DYAK
OG0002868	LOC117900208|XP_034666377.1|DSUB	LOC6526529|XP_002087639.3|DYAK
OG0002869	LOC117900234|XP_034666411.1|DSUB	LOC6526528|XP_002087638.1|DYAK
OG0002871	LOC117902023|XP_034668973.1|DSUB	LOC6527924|XP_002088992.1|DYAK
OG0002872	LOC117900311|XP_034666522.1|DSUB	LOC6527889|XP_039227122.1|DYAK
OG0002873	LOC117902157|XP_034669187.1|DSUB	LOC6529754|XP_002090744.1|DYAK
OG0002874	LOC117901732|XP_034668505.1|DSUB	LOC6528071|XP_002089138.1|DYAK
OG0002875	LOC117901493|XP_034668152.1|DSUB	LOC6526623|XP_002087731.2|DYAK
OG0002876	LOC117899153|XP_034664857.1|DSUB	LOC6525696|XP_002101518.2|DYAK
OG0002877	LOC117901852|XP_034668694.1|DSUB	LOC6529595|XP_002090589.2|DYAK
OG0002878	LOC117900938|XP_034667395.1|DSUB	LOC6529586|XP_002090580.1|DYAK
OG0002879	LOC117893169|XP_034655538.1|DSUB	LOC6532912|XP_002093648.1|DYAK
OG0002880	LOC117903347|XP_034671188.1|DSUB	LOC6523863|XP_002099736.1|DYAK
OG0002881	LOC117901958|XP_034668829.1|DSUB	LOC6526317|XP_002087439.1|DYAK
OG0002882	LOC117891364|XP_034652690.1|DSUB	LOC6530926|XP_002091768.1|DYAK
OG0002883	LOC117901709|XP_034668471.1|DSUB	LOC6526264|XP_002087386.1|DYAK
OG0002884	LOC117900812|XP_034667194.1|DSUB	LOC6526615|XP_002087723.1|DYAK
OG0002885	LOC117895226|XP_034658613.1|DSUB	LOC6533545|XP_002094255.1|DYAK
OG0002886	LOC117900379|XP_034666622.1|DSUB	LOC6526478|XP_002087595.1|DYAK
OG0002887	LOC117900381|XP_034666623.1|DSUB	LOC6526479|XP_015053320.1|DYAK
OG0002888	LOC117902029|XP_034668980.1|DSUB	LOC6529214|XP_039228022.1|DYAK
OG0002889	LOC117894139|XP_034656924.1|DSUB	LOC6533381|XP_002094106.1|DYAK
OG0002890	LOC117902156|XP_034669185.1|DSUB	LOC6529755|XP_002090745.3|DYAK
OG0002891	LOC117901097|XP_034667616.1|DSUB	LOC6527956|XP_002089023.1|DYAK
OG0002892	LOC117902134|XP_034669154.1|DSUB	LOC6527303|XP_039226959.1|DYAK
OG0002893	LOC117901564|XP_034668252.1|DSUB	LOC6526439|XP_002087558.2|DYAK
OG0002894	LOC117895054|XP_034658322.1|DSUB	LOC6533558|XP_015050145.1|DYAK
OG0002895	LOC117891645|XP_034653083.1|DSUB	LOC6532151|XP_002092927.1|DYAK
OG0002896	LOC117900046|XP_034666124.1|DSUB	LOC6527501|XP_002088591.1|DYAK
OG0002897	LOC117901674|XP_034668407.1|DSUB	LOC6527077|XP_002088170.1|DYAK
OG0002898	LOC117902275|XP_034669432.1|DSUB	LOC6526807|XP_002087909.1|DYAK
OG0002899	LOC117900086|XP_034666185.1|DSUB	LOC6526248|XP_002087368.1|DYAK
OG0002900	LOC117900202|XP_034666355.1|DSUB	LOC6526244|XP_039227186.1|DYAK
OG0002901	LOC117901594|XP_034668297.1|DSUB	LOC6526905|XP_002088004.1|DYAK
OG0002902	LOC117901597|XP_034668301.1|DSUB	LOC6526904|XP_002088003.1|DYAK
OG0002903	LOC117900131|XP_034666248.1|DSUB	LOC6526991|XP_002088087.1|DYAK
OG0002904	LOC117895648|XP_034659322.1|DSUB	LOC6533922|XP_002094622.2|DYAK
OG0002905	LOC117901423|XP_034668051.1|DSUB	LOC6527555|XP_002088645.1|DYAK
OG0002906	LOC117901429|XP_034668063.1|DSUB	LOC6529219|XP_002090226.1|DYAK
OG0002907	LOC117901430|XP_034668064.1|DSUB	LOC6529220|XP_002090227.1|DYAK
OG0002908	LOC117892463|XP_034654604.1|DSUB	LOC6530720|XP_002091611.1|DYAK
OG0002909	LOC117889704|XP_034650014.1|DSUB	LOC6531021|XP_002091858.1|DYAK
OG0002910	LOC117900603|XP_034666906.1|DSUB	LOC6530318|XP_002091245.1|DYAK
OG0002911	LOC117891969|XP_034653734.1|DSUB	LOC6532141|XP_002092917.1|DYAK
OG0002912	LOC117903876|XP_034672257.1|DSUB	LOC6524026|XP_002099898.2|DYAK
OG0002913	LOC117890784|XP_034651747.1|DSUB	LOC6531726|XP_002092516.1|DYAK
OG0002914	LOC117901628|XP_034668348.1|DSUB	LOC6526397|XP_002087516.1|DYAK
OG0002915	LOC117902409|XP_034669643.1|DSUB	LOC6529266|XP_002090271.1|DYAK
OG0002916	LOC117900719|XP_034667073.1|DSUB	LOC6526874|XP_039226352.1|DYAK
OG0002917	LOC117892241|XP_034654242.1|DSUB	LOC6531415|XP_002092218.1|DYAK
OG0002918	LOC117891003|XP_034652051.1|DSUB	LOC6531442|XP_002092245.1|DYAK
OG0002919	LOC117890235|XP_034650865.1|DSUB	LOC6531058|XP_002091892.1|DYAK
