Orthogroup	DSUB.longest_only	DMEL.longest_only
OG0002648	LOC117896635|XP_034660971.1|DSUB	ELOVL|NP_649754.1|DMEL
OG0002649	LOC117899104|XP_034664776.1|DSUB	CG6800|NP_650984.1|DMEL
OG0002650	LOC117899514|XP_034665457.1|DSUB	CG7878|NP_649767.1|DMEL
OG0002651	LOC117896086|XP_034660016.1|DSUB	asun|NP_524379.2|DMEL
OG0002652	LOC117899614|XP_034665648.1|DSUB	CG5697|NP_650932.1|DMEL
OG0002653	LOC117896779|XP_034661146.1|DSUB	Ppn|NP_788752.2|DMEL
OG0002654	LOC117896279|XP_034660373.1|DSUB	Dhc98D|NP_524541.3|DMEL
OG0002655	LOC117899157|XP_034664897.1|DSUB	CG42668|NP_001189250.2|DMEL
OG0002656	LOC117896828|XP_034661229.1|DSUB	poly|NP_524343.2|DMEL
OG0002657	LOC117896144|XP_034660108.1|DSUB	CG8516|NP_649951.1|DMEL
OG0002658	LOC117896161|XP_034660129.1|DSUB	CG15561|NP_651851.1|DMEL
OG0002659	LOC117899463|XP_034665369.1|DSUB	wdn|NP_476900.1|DMEL
OG0002660	LOC117903024|XP_034670649.1|DSUB	CG9941|NP_572915.1|DMEL
OG0002661	LOC117897407|XP_034662122.1|DSUB	larp|NP_733244.5|DMEL
OG0002662	LOC117892282|XP_034654292.1|DSUB	key|NP_001246503.1|DMEL
OG0002663	LOC117899567|XP_034665568.1|DSUB	beta-PheRS|NP_651237.1|DMEL
OG0002664	LOC117900475|XP_034666746.1|DSUB	l_2_gl|NP_722584.1|DMEL
OG0002665	LOC117892717|XP_034655028.1|DSUB	RagC-D|NP_610361.1|DMEL
OG0002666	LOC117892712|XP_034655019.1|DSUB	Lpin|NP_610359.2|DMEL
OG0002667	LOC117891189|XP_034652414.1|DSUB	Cdc2rk|NP_523674.1|DMEL
OG0002668	LOC117893556|XP_034656109.1|DSUB	drpr|NP_001261276.1|DMEL
OG0002669	LOC117900409|XP_034666655.1|DSUB	CG13096|NP_609236.2|DMEL
OG0002670	LOC117894133|XP_034656918.1|DSUB	Hn|NP_523963.2|DMEL
OG0002671	LOC117894131|XP_034656911.1|DSUB	Snmp2|NP_001163372.1|DMEL
OG0002672	LOC117892248|XP_034654251.1|DSUB	Gyg|NP_001286666.1|DMEL
OG0002673	LOC117889844|XP_034650228.1|DSUB	Adk2|NP_523836.2|DMEL
OG0002674	LOC117891185|XP_034652403.1|DSUB	magu|NP_724871.1|DMEL
OG0002675	LOC117893292|XP_034655753.1|DSUB	mus312|NP_729234.2|DMEL
OG0002676	LOC117891436|XP_034652799.1|DSUB	Usp15-31|NP_611959.2|DMEL
OG0002677	LOC117892216|XP_034654207.1|DSUB	pwn|NP_610267.2|DMEL
OG0002678	LOC117890720|XP_034651653.1|DSUB	CG9062|NP_001260886.1|DMEL
OG0002679	LOC117889834|XP_034650207.1|DSUB	Unc-89|NP_001097440.1|DMEL
OG0002680	LOC117903564|XP_034671662.1|DSUB	CG17829|NP_652054.1|DMEL
OG0002681	LOC117891779|XP_034653336.1|DSUB	Pu|NP_726038.1|DMEL
OG0002682	LOC117895851|XP_034659707.1|DSUB	HDAC1|NP_647918.2|DMEL
OG0002683	LOC117898193|XP_034663303.1|DSUB	CG7963|NP_649798.3|DMEL
OG0002684	LOC117897141|XP_034661741.1|DSUB	Had1|NP_573114.2|DMEL
OG0002685	LOC117895288|XP_034658721.1|DSUB	bab1|NP_728565.1|DMEL
OG0002686	LOC117895591|XP_034659232.1|DSUB	CG15877|NP_647718.1|DMEL
OG0002687	LOC117895428|XP_034658959.1|DSUB	Gbs-76A|NP_649104.1|DMEL
OG0002688	LOC117893567|XP_034656127.1|DSUB	CG7724|NP_648957.1|DMEL
OG0002689	LOC117903554|XP_034671646.1|DSUB	Chrac-16|NP_572776.1|DMEL
OG0002690	LOC117894562|XP_034657576.1|DSUB	Adck5|NP_648446.1|DMEL
OG0002691	LOC117890692|XP_034651575.1|DSUB	MED23|NP_611735.1|DMEL
OG0002692	LOC117892161|XP_034654116.1|DSUB	yki|NP_001350857.1|DMEL
OG0002693	LOC117895281|XP_034658706.1|DSUB	CG7970|NP_001303378.1|DMEL
OG0002694	LOC117892350|XP_034654442.1|DSUB	CG12910|NP_610569.1|DMEL
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	Txl|NP_523938.2|DMEL
OG0002696	LOC117893413|XP_034655915.1|DSUB	UQCR-C2|NP_648905.1|DMEL
OG0002697	LOC117894127|XP_034656906.1|DSUB	CG32365|NP_729304.1|DMEL
OG0002698	LOC117895404|XP_034658924.1|DSUB	PAN3|NP_647767.1|DMEL
OG0002699	LOC117893302|XP_034655770.1|DSUB	CG43780|NP_648105.1|DMEL
OG0002700	LOC117895183|XP_034658539.1|DSUB	Mbs|NP_001246786.1|DMEL
OG0002701	LOC117891624|XP_034653053.1|DSUB	eIF2Bdelta|NP_611790.1|DMEL
OG0002702	LOC117892754|XP_034655071.1|DSUB	egl|NP_726360.3|DMEL
OG0002703	LOC117890673|XP_034651540.1|DSUB	dpr12|NP_652462.3|DMEL
OG0002704	LOC117889851|XP_034650241.1|DSUB	CG8079|NP_611023.1|DMEL
OG0002705	LOC117893058|XP_034655350.1|DSUB	sfl|NP_523946.1|DMEL
OG0002706	LOC117890741|XP_034651683.1|DSUB	dare|NP_477150.1|DMEL
OG0002707	LOC117892906|XP_034655101.1|DSUB	p130CAS|NP_001097456.2|DMEL
OG0002708	LOC117894542|XP_034657553.1|DSUB	CG13049|NP_730133.1|DMEL
OG0002709	LOC117892697|XP_034654999.1|DSUB	shrb|NP_610462.3|DMEL
OG0002711	LOC117890401|XP_034651101.1|DSUB	CG15649|NP_001163220.1|DMEL
OG0002712	LOC117890079|XP_034650625.1|DSUB	Mapmodulin|NP_001097361.1|DMEL
OG0002713	LOC117889904|XP_034650311.1|DSUB	Amph|NP_523717.1|DMEL
OG0002714	LOC117891828|XP_034653460.1|DSUB	Gdap2|NP_724597.1|DMEL
OG0002715	LOC117894505|XP_034657544.1|DSUB	wus|NP_573180.1|DMEL
OG0002716	LOC117891951|XP_034653698.1|DSUB	NaCP60E|NP_001261172.1|DMEL
OG0002717	LOC117897619|XP_034662476.1|DSUB	CG11737|NP_649803.1|DMEL
OG0002718	LOC117894928|XP_034658122.1|DSUB	bin|NP_523950.2|DMEL
OG0002719	LOC117899591|XP_034665601.1|DSUB	TfIIFbeta|NP_524305.2|DMEL
OG0002720	LOC117893025|XP_034655274.1|DSUB	CG4603|NP_001261435.1|DMEL
OG0002721	LOC117902289|XP_034669457.1|DSUB	DCTN6-p27|NP_609949.1|DMEL
OG0002722	LOC117891979|XP_034653745.1|DSUB	unpg|NP_477146.1|DMEL
OG0002723	LOC117890190|XP_034650787.1|DSUB	ND-19|NP_611954.2|DMEL
OG0002724	LOC117897114|XP_034661655.1|DSUB	Wsck|NP_733018.1|DMEL
OG0002725	LOC117893837|XP_034656492.1|DSUB	PIG-F|NP_649134.3|DMEL
OG0002726	LOC117895344|XP_034658811.1|DSUB	CG1275|NP_647703.1|DMEL
OG0002727	LOC117893043|XP_034655310.1|DSUB	PIG-C|NP_001350858.1|DMEL
OG0002728	LOC117890107|XP_034650664.1|DSUB	fra|NP_523716.2|DMEL
OG0002729	LOC117892975|XP_034655206.1|DSUB	Mocs1|NP_788494.1|DMEL
OG0002730	LOC117891493|XP_034652864.1|DSUB	stj|NP_001246303.1|DMEL
OG0002731	LOC117892903|XP_034655098.1|DSUB	MED14|NP_728534.2|DMEL
OG0002732	LOC117890256|XP_034650899.1|DSUB	Hen1|NP_610732.1|DMEL
OG0002733	LOC117890220|XP_034650849.1|DSUB	Sardh|NP_611263.1|DMEL
OG0002734	LOC117889779|XP_034650135.1|DSUB	sxc|NP_523620.1|DMEL
OG0002735	LOC117891278|XP_034652546.1|DSUB	CG1407|NP_001286264.1|DMEL
OG0002736	LOC117891282|XP_034652561.1|DSUB	Pka-R2|NP_523671.1|DMEL
OG0002737	LOC117895485|XP_034659060.1|DSUB	Klp67A|NP_523992.2|DMEL
OG0002738	LOC117893935|XP_034656608.1|DSUB	scrt|NP_523911.2|DMEL
OG0002739	LOC117894291|XP_034657142.1|DSUB	CG7646|NP_649167.1|DMEL
OG0002740	LOC117894290|XP_034657141.1|DSUB	Nca|NP_788543.1|DMEL
OG0002741	LOC117890002|XP_034650481.1|DSUB	shg|NP_476722.1|DMEL
OG0002742	LOC117892623|XP_034654866.1|DSUB	TM4SF|NP_001261159.1|DMEL
OG0002743	LOC117894357|XP_034657238.1|DSUB	CG16986|NP_647732.1|DMEL
OG0002744	LOC117893285|XP_034655742.1|DSUB	CG10512|NP_649289.2|DMEL
OG0002745	LOC117895465|XP_034659031.1|DSUB	Patj|NP_477342.1|DMEL
OG0002746	LOC117890060|XP_034650584.1|DSUB	casp|NP_611080.1|DMEL
OG0002747	LOC117896171|XP_034660143.1|DSUB	CG5823|NP_650631.1|DMEL
OG0002748	LOC117892713|XP_034655024.1|DSUB	Naa35|NP_611891.1|DMEL
OG0002749	LOC117890593|XP_034651421.1|DSUB	Mid1|NP_001261170.1|DMEL
OG0002750	LOC117890725|XP_034651665.1|DSUB	CG8547|NP_610947.3|DMEL
OG0002751	LOC117890323|XP_034651002.1|DSUB	CG14762|NP_001246198.1|DMEL
OG0002752	LOC117890656|XP_034651518.1|DSUB	Mad1|NP_610477.2|DMEL
OG0002753	LOC117890632|XP_034651472.1|DSUB	dve|NP_477242.1|DMEL
OG0002754	LOC117893962|XP_034656652.1|DSUB	dikar|NP_001261480.1|DMEL
OG0002755	LOC117891205|XP_034652434.1|DSUB	zda|NP_611353.1|DMEL
OG0002756	LOC117893131|XP_034655472.1|DSUB	Pex23|NP_730508.1|DMEL
OG0002757	LOC117894209|XP_034657015.1|DSUB	fry|NP_001246701.1|DMEL
OG0002758	LOC117890080|XP_034650627.1|DSUB	Dhit|NP_611271.3|DMEL
OG0002759	LOC117891703|XP_034653186.1|DSUB	CG4984|NP_001163182.1|DMEL
OG0002760	LOC117891644|XP_034653082.1|DSUB	CG2765|NP_001097451.1|DMEL
OG0002761	LOC117891324|XP_034652631.1|DSUB	CG15082|NP_611378.1|DMEL
OG0002762	LOC117890906|XP_034651896.1|DSUB	CG5174|NP_001246407.1|DMEL
OG0002763	LOC117894214|XP_034657021.1|DSUB	Tsp66E|NP_523985.1|DMEL
OG0002764	LOC117893494|XP_034656019.1|DSUB	Pep|NP_524858.1|DMEL
OG0002765	LOC117892581|XP_034654805.1|DSUB	CG5098|NP_001261066.1|DMEL
OG0002766	LOC117892585|XP_034654814.1|DSUB	CG5757|NP_611290.3|DMEL
OG0002767	LOC117891695|XP_034653176.1|DSUB	CG6424|NP_725709.1|DMEL
OG0002768	LOC117892060|XP_034653884.1|DSUB	CG2812|NP_611850.1|DMEL
OG0002769	LOC117890278|XP_034650930.1|DSUB	CG8818|NP_610794.1|DMEL
OG0002770	LOC117901129|XP_034667658.1|DSUB	CG5181|NP_609115.1|DMEL
OG0002771	LOC117894019|XP_034656748.1|DSUB	bma|NP_001369043.1|DMEL
OG0002772	LOC117895050|XP_034658319.1|DSUB	Taf2|NP_729571.1|DMEL
OG0002773	LOC117891171|XP_034652384.1|DSUB	sca|NP_476710.2|DMEL
OG0002774	LOC117891444|XP_034652812.1|DSUB	twz|NP_001246449.1|DMEL
OG0002775	LOC117893994|XP_034656696.1|DSUB	Cad74A|NP_648973.1|DMEL
OG0002776	LOC117895505|XP_034659094.1|DSUB	CG4452|NP_648303.1|DMEL
OG0002777	LOC117892995|XP_034655240.1|DSUB	CG9705|NP_648920.1|DMEL
OG0002778	LOC117892993|XP_034655236.1|DSUB	Nrt|NP_476798.1|DMEL
OG0002779	LOC117893289|XP_034655749.1|DSUB	CTCF|NP_648109.1|DMEL
OG0002780	LOC117897398|XP_034662108.1|DSUB	Ref1|NP_651968.1|DMEL
OG0002781	LOC117891352|XP_034652674.1|DSUB	CG33506|NP_001014528.1|DMEL
OG0002782	LOC117894254|XP_034657098.1|DSUB	Ltn1|NP_730427.1|DMEL
OG0002783	LOC117893088|XP_034655404.1|DSUB	armi|NP_647816.2|DMEL
OG0002784	LOC117891051|XP_034652115.1|DSUB	Mthfs|NP_001097432.1|DMEL
OG0002785	LOC117893093|XP_034655413.1|DSUB	Nopp140|NP_001262195.1|DMEL
OG0002786	LOC117893851|XP_034656510.1|DSUB	Baldspot|NP_648909.1|DMEL
OG0002787	LOC117893062|XP_034655354.1|DSUB	sgl|NP_476980.1|DMEL
OG0002788	LOC117893064|XP_034655362.1|DSUB	Surf1|NP_524758.1|DMEL
OG0002789	LOC117893642|XP_034656220.1|DSUB	pzg|NP_649297.1|DMEL
OG0002790	LOC117894372|XP_034657266.1|DSUB	CG6321|NP_648426.1|DMEL
OG0002791	LOC117894048|XP_034656792.1|DSUB	CG6841|NP_649073.1|DMEL
OG0002792	LOC117891501|XP_034652882.1|DSUB	Sans|NP_610829.1|DMEL
OG0002793	LOC117895216|XP_034658598.1|DSUB	pall|NP_648325.2|DMEL
OG0002794	LOC117894564|XP_034657578.1|DSUB	Usp47|NP_729087.1|DMEL
OG0002795	LOC117895024|XP_034658283.1|DSUB	Best2|NP_729159.2|DMEL
OG0002796	LOC117895506|XP_034659096.1|DSUB	CG32409|NP_729108.2|DMEL
OG0002797	LOC117894379|XP_034657275.1|DSUB	CG32069|NP_729654.1|DMEL
OG0002798	LOC117900569|XP_034666867.1|DSUB	Jwa|NP_609901.5|DMEL
OG0002799	LOC117894183|XP_034656987.1|DSUB	Usp10|NP_728554.1|DMEL
OG0002800	LOC117894032|XP_034656762.1|DSUB	Abl|NP_001261962.1|DMEL
OG0002801	LOC117890919|XP_034651938.1|DSUB	Pof|NP_523851.1|DMEL
OG0002802	LOC117892049|XP_034653868.1|DSUB	CG13594|NP_611949.1|DMEL
OG0002803	LOC117900421|XP_034666673.1|DSUB	L2HGDH|NP_609923.2|DMEL
OG0002804	LOC117891733|XP_034653217.1|DSUB	Mes4|NP_611669.1|DMEL
OG0002805	LOC117890180|XP_034650769.1|DSUB	CG30373|NP_724654.1|DMEL
OG0002806	LOC117896816|XP_034661212.1|DSUB, LOC117894050|XP_034656794.1|DSUB	CSN1b|NP_524152.2|DMEL
OG0002807	LOC117891439|XP_034652806.1|DSUB	spz6|NP_611961.1|DMEL
OG0002808	LOC117892501|XP_034654669.1|DSUB	tamo|NP_611889.1|DMEL
OG0002809	LOC117895545|XP_034659139.1|DSUB	CG10418|NP_648570.1|DMEL
OG0002810	LOC117895287|XP_034658717.1|DSUB	trio|NP_651960.2|DMEL
OG0002811	LOC117895000|XP_034658238.1|DSUB	yps|NP_524033.2|DMEL
OG0002812	LOC117891101|XP_034652177.1|DSUB	Nrk|NP_477255.1|DMEL
OG0002813	LOC117892466|XP_034654609.1|DSUB	Hs3st-A|NP_788409.1|DMEL
OG0002814	LOC117891761|XP_034653267.1|DSUB	dom|NP_001286676.1|DMEL
OG0002815	LOC117890249|XP_034650886.1|DSUB	dgt5|NP_610785.1|DMEL
OG0002816	LOC117890047|XP_034650558.1|DSUB	Gint3|NP_611356.1|DMEL
OG0002817	LOC117892001|XP_034653780.1|DSUB	RNASEK|NP_001036433.1|DMEL
OG0002818	LOC117891674|XP_034653136.1|DSUB, LOC117891677|XP_034653143.1|DSUB	Jra|NP_001260844.1|DMEL
OG0002819	LOC117894616|XP_034657661.1|DSUB	Dscam4|NP_001261571.1|DMEL
OG0002820	LOC117894625|XP_034657682.1|DSUB	Rab19|NP_523970.1|DMEL
OG0002821	LOC117894298|XP_034657153.1|DSUB	Klc|NP_524049.1|DMEL
OG0002822	LOC117891234|XP_034652471.1|DSUB	CG18870|NP_652704.1|DMEL
OG0002823	LOC117890054|XP_034650576.1|DSUB	CG12822|NP_610327.1|DMEL, CG18853|NP_724615.1|DMEL
OG0002824	LOC117892752|XP_034655067.1|DSUB	wun|NP_724787.1|DMEL
OG0002825	LOC117892996|XP_034655242.1|DSUB	CG11449|NP_649390.1|DMEL
OG0002826	LOC117890242|XP_034650879.1|DSUB	PTP-ER|NP_726092.1|DMEL
OG0002827	LOC117902925|XP_034670397.1|DSUB	PlexB|NP_524616.2|DMEL
OG0002828	LOC117890556|XP_034651378.1|DSUB	ASPP|NP_788423.1|DMEL
OG0002829	LOC117890216|XP_034650845.1|DSUB	CG8545|NP_610786.2|DMEL
OG0002830	LOC117892704|XP_034655007.1|DSUB	psq|NP_001369078.1|DMEL
OG0002831	LOC117901978|XP_034668872.1|DSUB	CG8677|NP_610101.3|DMEL
OG0002832	LOC117902414|XP_034669648.1|DSUB	raw|NP_723416.1|DMEL
OG0002833	LOC117891956|XP_034653706.1|DSUB	CG30427|NP_726498.1|DMEL
OG0002834	LOC117889891|XP_034650293.1|DSUB	ytr|NP_611839.1|DMEL
OG0002835	LOC117892150|XP_034654087.1|DSUB	DUBAI|NP_610784.1|DMEL
OG0002836	LOC117891772|XP_034653320.1|DSUB	Su_var_2-10|NP_724749.1|DMEL
OG0002837	LOC117891859|XP_034653512.1|DSUB	sbb|NP_001261074.1|DMEL
OG0002838	LOC117889914|XP_034650331.1|DSUB	RYBP|NP_611705.1|DMEL
OG0002839	LOC117892722|XP_034655032.1|DSUB	AANAT1|NP_995934.1|DMEL
OG0002840	LOC117901825|XP_034668644.1|DSUB	CG11050|NP_609052.1|DMEL
OG0002841	LOC117902374|XP_034669582.1|DSUB	CG17593|NP_608786.2|DMEL
OG0002842	LOC117900665|XP_034666998.1|DSUB	CG18507|NP_723827.1|DMEL
OG0002843	LOC117890977|XP_034652007.1|DSUB	puml|NP_610326.1|DMEL
OG0002844	LOC117894099|XP_034656864.1|DSUB	CG7656|NP_730058.2|DMEL
OG0002845	LOC117902223|XP_034669347.1|DSUB	Scox|NP_608884.1|DMEL
OG0002846	LOC117890422|XP_034651133.1|DSUB	Cul1|NP_523655.1|DMEL
OG0002847	LOC117902220|XP_034669344.1|DSUB	CG3756|NP_608885.1|DMEL
OG0002848	LOC117900486|XP_034666762.1|DSUB	bsf|NP_523596.2|DMEL
OG0002849	LOC117901717|XP_034668484.1|DSUB	Fbw5|NP_608989.1|DMEL
OG0002850	LOC117902099|XP_034669093.1|DSUB	TM9SF4|NP_609669.1|DMEL
OG0002851	LOC117902165|XP_034669194.1|DSUB	Grip75|NP_609412.1|DMEL
OG0002852	LOC117891585|XP_034653004.1|DSUB	Prip|NP_001246266.1|DMEL
OG0002853	LOC117902047|XP_034669004.1|DSUB	Ca-Ma2d|NP_723955.2|DMEL
OG0002854	LOC117900278|XP_034666481.1|DSUB	ssp3|NP_609917.2|DMEL
OG0002855	LOC117899971|XP_034666020.1|DSUB	x16|NP_723226.1|DMEL
OG0002856	LOC117900193|XP_034666334.1|DSUB	LUBEL|NP_723214.2|DMEL
OG0002857	LOC117900276|XP_034666476.1|DSUB	nolo|NP_001036374.1|DMEL
OG0002858	LOC117902168|XP_034669198.1|DSUB	Ncoa6|NP_001097088.3|DMEL
OG0002859	LOC117900056|XP_034666148.1|DSUB	Hrs|NP_722830.2|DMEL
OG0002860	LOC117900526|XP_034666816.1|DSUB	CG13999|NP_608972.1|DMEL
OG0002861	LOC117901054|XP_034667557.1|DSUB	porin|NP_476813.1|DMEL
OG0002862	LOC117901621|XP_034668340.1|DSUB	CG5080|NP_608578.1|DMEL
OG0002863	LOC117902523|XP_034669841.1|DSUB	Pif1|NP_608782.1|DMEL
OG0002864	LOC117902525|XP_034669843.1|DSUB	ND-PDSW|NP_651972.1|DMEL
OG0002865	LOC117892219|XP_034654211.1|DSUB	Ady43A|NP_651995.1|DMEL
OG0002866	LOC117895296|XP_034658742.1|DSUB	Uba2|NP_524756.2|DMEL
OG0002867	LOC117902422|XP_034669672.1|DSUB	l_2_k05911|NP_723797.3|DMEL
OG0002868	LOC117900208|XP_034666377.1|DSUB	Sec24CD|NP_001259918.1|DMEL
OG0002869	LOC117900234|XP_034666411.1|DSUB	sau|NP_608658.1|DMEL
OG0002871	LOC117902023|XP_034668973.1|DSUB	CG4598|NP_609322.1|DMEL
OG0002872	LOC117900311|XP_034666522.1|DSUB	Nckx30C|NP_652011.3|DMEL
OG0002873	LOC117902157|XP_034669187.1|DSUB	CG10628|NP_609999.2|DMEL
OG0002874	LOC117901732|XP_034668505.1|DSUB	CG9117|NP_608983.2|DMEL
OG0002875	LOC117901493|XP_034668152.1|DSUB	G6P|NP_001097063.1|DMEL
OG0002876	LOC117899153|XP_034664857.1|DSUB	CG8289|NP_573229.1|DMEL
OG0002877	LOC117901852|XP_034668694.1|DSUB	CG43338|NP_001246080.1|DMEL
OG0002878	LOC117900938|XP_034667395.1|DSUB	CG15160|NP_001286047.1|DMEL
OG0002879	LOC117893169|XP_034655538.1|DSUB	Akh|NP_523918.1|DMEL
OG0002880	LOC117903347|XP_034671188.1|DSUB	mus81|NP_569873.1|DMEL
OG0002881	LOC117901958|XP_034668829.1|DSUB	Spp|NP_523444.1|DMEL
OG0002882	LOC117891364|XP_034652690.1|DSUB	CG11007|NP_611429.1|DMEL
OG0002883	LOC117901709|XP_034668471.1|DSUB	ND-15|NP_722612.1|DMEL
OG0002884	LOC117900812|XP_034667194.1|DSUB	aph-1|NP_608710.1|DMEL
OG0002885	LOC117895226|XP_034658613.1|DSUB	Cdk8|NP_536735.2|DMEL
OG0002886	LOC117900379|XP_034666622.1|DSUB	CG7289|NP_608635.1|DMEL
OG0002887	LOC117900381|XP_034666623.1|DSUB	Got2|NP_722745.1|DMEL
OG0002888	LOC117902029|XP_034668980.1|DSUB	nrv3|NP_001260675.1|DMEL
OG0002889	LOC117894139|XP_034656924.1|DSUB	CG8209|NP_648167.1|DMEL
OG0002890	LOC117902156|XP_034669185.1|DSUB	CG10463|NP_610000.1|DMEL
OG0002891	LOC117901097|XP_034667616.1|DSUB	Pen|NP_477041.1|DMEL
OG0002892	LOC117902134|XP_034669154.1|DSUB	Pde1c|NP_001137817.1|DMEL
OG0002893	LOC117901564|XP_034668252.1|DSUB	chinmo|NP_001188680.1|DMEL
OG0002894	LOC117895054|XP_034658322.1|DSUB	nudE|NP_001097569.1|DMEL
OG0002895	LOC117891645|XP_034653083.1|DSUB	CG3776|NP_611989.1|DMEL
OG0002896	LOC117900046|XP_034666124.1|DSUB	loqs|NP_609646.1|DMEL
OG0002897	LOC117901674|XP_034668407.1|DSUB	eya|NP_723188.1|DMEL
OG0002898	LOC117902275|XP_034669432.1|DSUB	bdl|NP_608822.1|DMEL
OG0002899	LOC117900086|XP_034666185.1|DSUB	dbr|NP_608486.1|DMEL
OG0002900	LOC117900202|XP_034666355.1|DSUB	Cda5|NP_722590.2|DMEL
OG0002901	LOC117901594|XP_034668297.1|DSUB	LKRSDH|NP_609150.2|DMEL
OG0002902	LOC117901597|XP_034668301.1|DSUB	Herp|NP_723316.1|DMEL
OG0002903	LOC117900131|XP_034666248.1|DSUB	Gart|NP_523497.2|DMEL
OG0002904	LOC117895648|XP_034659322.1|DSUB	Vps13D|NP_729825.2|DMEL
OG0002905	LOC117901423|XP_034668051.1|DSUB	Arpc1|NP_476596.1|DMEL
OG0002906	LOC117901429|XP_034668063.1|DSUB	dimm|NP_523611.1|DMEL
OG0002907	LOC117901430|XP_034668064.1|DSUB	crc|NP_524897.1|DMEL
OG0002908	LOC117892463|XP_034654604.1|DSUB	CG3216|NP_726013.2|DMEL
OG0002909	LOC117889704|XP_034650014.1|DSUB	Phb2|NP_001097372.1|DMEL
OG0002910	LOC117900603|XP_034666906.1|DSUB	Ns4|NP_610055.1|DMEL
OG0002911	LOC117891969|XP_034653734.1|DSUB	CG3760|NP_726501.1|DMEL
OG0002912	LOC117903876|XP_034672257.1|DSUB	ND-B16.6|NP_572318.1|DMEL
OG0002913	LOC117890784|XP_034651747.1|DSUB	RpL23|NP_523813.1|DMEL
OG0002914	LOC117901628|XP_034668348.1|DSUB	CG31922|NP_722687.1|DMEL
OG0002915	LOC117902409|XP_034669643.1|DSUB	Mtp|NP_610075.2|DMEL
OG0002916	LOC117900719|XP_034667073.1|DSUB	smog|NP_001245881.1|DMEL
OG0002917	LOC117892241|XP_034654242.1|DSUB	wcd|NP_611121.1|DMEL
OG0002918	LOC117891003|XP_034652051.1|DSUB	fidipidine|NP_523760.1|DMEL
OG0002919	LOC117890235|XP_034650865.1|DSUB	Sec6|NP_611351.1|DMEL
OG0002920	LOC117902063|XP_034669027.1|DSUB	cni|NP_477068.1|DMEL
OG0002921	LOC117900556|XP_034666851.1|DSUB	RpL37A|NP_524781.1|DMEL
OG0002922	LOC117900682|XP_034667019.1|DSUB	TM9SF2|NP_610053.1|DMEL
OG0002923	LOC117902724|XP_034670181.1|DSUB	Fs_2_Ket|NP_477496.1|DMEL
OG0002924	LOC117900681|XP_034667018.1|DSUB	CarT|NP_610052.1|DMEL
OG0002925	LOC117891441|XP_034652808.1|DSUB	CG3880|NP_611962.2|DMEL
OG0002926	LOC117900838|XP_034667241.1|DSUB	SP555|NP_723047.1|DMEL
OG0002927	LOC117902226|XP_034669350.1|DSUB	SelT|NP_608897.1|DMEL
OG0002928	LOC117901649|XP_034668377.1|DSUB	CG4455|NP_609791.1|DMEL
OG0002929	LOC117902478|XP_034669779.1|DSUB	al|NP_722629.1|DMEL
OG0002930	LOC117901695|XP_034668449.1|DSUB	Trf|NP_476939.1|DMEL
OG0002931	LOC117899963|XP_034666009.1|DSUB	CG18304|NP_001260170.1|DMEL
OG0002932	LOC117892346|XP_034654436.1|DSUB	Hdc|NP_523679.2|DMEL
OG0002933	LOC117891669|XP_034653126.1|DSUB	CG8170|NP_610441.2|DMEL
OG0002934	LOC117892021|XP_034653808.1|DSUB	spab|NP_610434.1|DMEL
OG0002935	LOC117901380|XP_034667996.1|DSUB	Cul3|NP_723909.2|DMEL
OG0002936	LOC117891867|XP_034653520.1|DSUB	pen-2|NP_788401.2|DMEL
OG0002937	LOC117890226|XP_034650855.1|DSUB	scaf|NP_610180.1|DMEL
OG0002938	LOC117901666|XP_034668398.1|DSUB	CG6870|NP_609852.1|DMEL
OG0002939	LOC117890787|XP_034651753.1|DSUB	Cpr47Ea|NP_610654.1|DMEL
OG0002940	LOC117898520|XP_034663877.1|DSUB	IKKbeta|NP_524751.3|DMEL
OG0002941	LOC117901860|XP_034668706.1|DSUB	CG1344|NP_001260711.1|DMEL
OG0002942	LOC117902700|XP_034670137.1|DSUB	CG31687|NP_001163022.1|DMEL, Cdc23|NP_610036.2|DMEL
OG0002943	LOC117901297|XP_034667882.1|DSUB	CG17544|NP_609961.2|DMEL
OG0002944	LOC117901305|XP_034667904.1|DSUB	CG17549|NP_001163014.1|DMEL
OG0002945	LOC117902065|XP_034669031.1|DSUB	crol|NP_477243.1|DMEL
OG0002946	LOC117890023|XP_034650528.1|DSUB	lbk|NP_611091.2|DMEL
OG0002947	LOC117900703|XP_034667047.1|DSUB	CG4168|NP_609740.4|DMEL
OG0002948	LOC117893887|XP_034656550.1|DSUB	CG10973|NP_001034002.1|DMEL
OG0002949	LOC117893865|XP_034656526.1|DSUB	Hr78|NP_730636.1|DMEL
OG0002950	LOC117901823|XP_034668642.1|DSUB	Oatp26F|NP_609055.2|DMEL
OG0002951	LOC117902379|XP_034669589.1|DSUB	Cdk5alpha|NP_523535.2|DMEL
OG0002952	LOC117902218|XP_034669342.1|DSUB	CG8892|NP_608891.1|DMEL
OG0002953	LOC117900138|XP_034666256.1|DSUB	BicC|NP_476865.1|DMEL
OG0002954	LOC117901859|XP_034668705.1|DSUB	Not3|NP_610176.1|DMEL
OG0002955	LOC117890770|XP_034651730.1|DSUB	Prosalpha5|NP_725669.1|DMEL
OG0002956	LOC117889970|XP_034650427.1|DSUB	Poxn|NP_476686.1|DMEL
