Orthogroup	DSUB.longest_only	DSER.longest_only
OG0002474	LOC117893743|XP_034656363.1|DSUB	LOC110176221|XP_020798160.1|DSER
OG0002475	LOC117897280|XP_034661902.1|DSUB	LOC110186778|XP_020811709.1|DSER, LOC110188744|XP_020814245.1|DSER
OG0002476	LOC117889941|XP_034650368.1|DSUB	LOC110176002|XP_020797868.1|DSER
OG0002477	LOC117890649|XP_034651492.1|DSUB	LOC110177069|XP_020799248.1|DSER
OG0002478	LOC117890615|XP_034651447.1|DSUB	LOC110177849|XP_020800451.1|DSER
OG0002479	LOC117891349|XP_034652670.1|DSUB	LOC110179270|XP_020802392.1|DSER
OG0002480	LOC117890215|XP_034650839.1|DSUB	LOC110185369|XP_020809810.1|DSER
OG0002481	LOC117891963|XP_034653729.1|DSUB, LOC117897489|XP_034662271.1|DSUB	LOC110182464|XP_020806161.1|DSER
OG0002482	LOC117892482|XP_034654626.1|DSUB	LOC110189647|XP_020815450.1|DSER
OG0002483	LOC117892621|XP_034654863.1|DSUB	LOC110191493|XP_020818016.1|DSER
OG0002484	LOC117891166|XP_034652380.1|DSUB	LOC110180068|XP_020803349.1|DSER
OG0002485	LOC117890572|XP_034651397.1|DSUB	LOC110189675|XP_020815492.1|DSER
OG0002486	LOC117894976|XP_034658206.1|DSUB	LOC110190285|XP_020816321.1|DSER
OG0002488	LOC117890308|XP_034650978.1|DSUB	LOC110177701|XP_020800186.1|DSER
OG0002489	LOC117895752|XP_034659513.1|DSUB	LOC110190107|XP_020816074.1|DSER
OG0002490	LOC117891295|XP_034652591.1|DSUB	LOC110183196|XP_020807100.1|DSER
OG0002491	LOC117893366|XP_034655848.1|DSUB	LOC110190093|XP_020816057.1|DSER
OG0002492	LOC117890506|XP_034651296.1|DSUB	LOC110176362|XP_020798351.1|DSER
OG0002493	LOC117891286|XP_034652569.1|DSUB	LOC110189355|XP_020815057.1|DSER
OG0002494	LOC117896409|XP_034660616.1|DSUB	LOC110184872|XP_020809181.1|DSER
OG0002495	LOC117891516|XP_034652902.1|DSUB	LOC110177683|XP_020800162.1|DSER
OG0002496	LOC117896550|XP_034660826.1|DSUB	LOC110186209|XP_020810930.1|DSER
OG0002497	LOC117894502|XP_034657503.1|DSUB	LOC110190607|XP_020816859.1|DSER
OG0002499	LOC117892942|XP_034655156.1|DSUB	LOC110183697|XP_020807695.1|DSER
OG0002500	LOC117899016|XP_034664666.1|DSUB	LOC110188401|XP_020813785.1|DSER, LOC110182027|XP_020805616.1|DSER
OG0002501	LOC117900366|XP_034666605.1|DSUB	LOC110179166|XP_020802222.1|DSER
OG0002502	LOC117889796|XP_034650163.1|DSUB	LOC110179355|XP_020802527.1|DSER
OG0002504	LOC117894339|XP_034657215.1|DSUB	LOC110177493|XP_020799903.1|DSER, LOC110177491|XP_020799902.1|DSER, LOC110177495|XP_020799905.1|DSER, LOC110177494|XP_020799904.1|DSER
OG0002505	LOC117892181|XP_034654158.1|DSUB	LOC110179370|XP_020802548.1|DSER
OG0002507	LOC117900496|XP_034666776.1|DSUB, LOC117901899|XP_034668755.1|DSUB, LOC117901898|XP_034668753.1|DSUB	LOC110185876|XP_020810547.1|DSER
OG0002508	LOC117903827|XP_034672169.1|DSUB	LOC110179574|XP_020802823.1|DSER
OG0002509	LOC117892086|XP_034653968.1|DSUB	LOC110177204|XP_020799477.1|DSER
OG0002510	LOC117898191|XP_034663305.1|DSUB	LOC110180332|XP_020803649.1|DSER
OG0002511	LOC117899685|XP_034665766.1|DSUB	LOC110184432|XP_020808631.1|DSER
OG0002512	LOC117902985|XP_034670574.1|DSUB	LOC110185400|XP_020809855.1|DSER
OG0002513	LOC117896960|XP_034661396.1|DSUB	LOC110191823|XP_020818447.1|DSER
OG0002514	LOC117895628|XP_034659274.1|DSUB	LOC110187132|XP_020812209.1|DSER
OG0002516	LOC117899252|XP_034665027.1|DSUB	LOC110186599|XP_020811488.1|DSER
OG0002517	LOC117902988|XP_034670594.1|DSUB	LOC110176059|XP_020797932.1|DSER
OG0002518	LOC117898978|XP_034664610.1|DSUB	LOC110188479|XP_020813868.1|DSER
OG0002519	LOC117891654|XP_034653097.1|DSUB	LOC110179243|XP_020802355.1|DSER
OG0002520	LOC117903680|XP_034671909.1|DSUB	LOC110182836|XP_020806629.1|DSER
OG0002522	LOC117896621|XP_034660950.1|DSUB	LOC110188474|XP_020813863.1|DSER
OG0002523	LOC117896812|XP_034661208.1|DSUB	LOC110191058|XP_020817447.1|DSER
OG0002524	LOC117891203|XP_034652436.1|DSUB	LOC110182465|XP_020806162.1|DSER
OG0002525	LOC117894223|XP_034657030.1|DSUB	LOC110189044|XP_020814672.1|DSER, LOC110189070|XP_020814700.1|DSER
OG0002526	LOC117896919|XP_034661350.1|DSUB	LOC110191817|XP_020818441.1|DSER
OG0002527	LOC117897253|XP_034661866.1|DSUB	LOC110177206|XP_020799483.1|DSER
OG0002528	LOC117902322|XP_034669506.1|DSUB	LOC110180409|XP_020803724.1|DSER
OG0002529	LOC117899127|XP_034664810.1|DSUB	LOC110191409|XP_020817926.1|DSER
OG0002530	LOC117900270|XP_034666472.1|DSUB	LOC110181327|XP_020804705.1|DSER
OG0002531	LOC117901721|XP_034668490.1|DSUB	LOC110185627|XP_020810236.1|DSER
OG0002532	LOC117897807|XP_034662747.1|DSUB	LOC110189896|XP_020815815.1|DSER
OG0002533	LOC117900940|XP_034667401.1|DSUB	LOC110180361|XP_020803680.1|DSER
OG0002534	LOC117890724|XP_034651663.1|DSUB	LOC110180263|XP_020803577.1|DSER
OG0002535	LOC117894708|XP_034657780.1|DSUB	LOC110185306|XP_020809715.1|DSER
OG0002536	LOC117896936|XP_034661367.1|DSUB	LOC110186321|XP_020811118.1|DSER
OG0002537	LOC117889835|XP_034650214.1|DSUB	LOC110191654|XP_020818211.1|DSER
OG0002539	LOC117892279|XP_034654290.1|DSUB	LOC110189264|XP_020814937.1|DSER
OG0002540	LOC117898786|XP_034664314.1|DSUB	LOC110191779|XP_020818383.1|DSER
OG0002541	LOC117899508|XP_034665454.1|DSUB	LOC110184411|XP_020808604.1|DSER
OG0002542	LOC117898513|XP_034663866.1|DSUB	LOC110180170|XP_020803489.1|DSER
OG0002543	LOC117892422|XP_034654550.1|DSUB	LOC110180330|XP_020803647.1|DSER
OG0002544	LOC117899031|XP_034664681.1|DSUB	LOC110187742|XP_020812859.1|DSER
OG0002545	LOC117903286|XP_034671106.1|DSUB	LOC110182499|XP_020806207.1|DSER
OG0002547	LOC117899107|XP_034664789.1|DSUB	LOC110181868|XP_020805451.1|DSER
OG0002548	LOC117889903|XP_034650350.1|DSUB	LOC110181769|XP_020805301.1|DSER
OG0002549	LOC117895631|XP_034659325.1|DSUB	LOC110175934|XP_020797773.1|DSER
OG0002550	LOC117903214|XP_034670990.1|DSUB	LOC110184594|XP_020808843.1|DSER
OG0002551	LOC117897992|XP_034663009.1|DSUB	LOC110176428|XP_020798435.1|DSER
OG0002552	LOC117902413|XP_034669646.1|DSUB	LOC110187277|XP_020812325.1|DSER
OG0002553	LOC117901822|XP_034668646.1|DSUB	LOC110180352|XP_020803673.1|DSER
OG0002554	LOC117890351|XP_034651039.1|DSUB	LOC110179533|XP_020802772.1|DSER
OG0002555	LOC117903536|XP_034671615.1|DSUB	LOC110183062|XP_020806907.1|DSER
OG0002556	LOC117901729|XP_034668502.1|DSUB	LOC110186097|XP_020810797.1|DSER
OG0002557	LOC117903739|XP_034671992.1|DSUB	LOC110184215|XP_020808324.1|DSER
OG0002558	LOC117898495|XP_034663828.1|DSUB	LOC110185588|XP_020810183.1|DSER
OG0002559	LOC117897300|XP_034661932.1|DSUB	LOC110191443|XP_020817966.1|DSER
OG0002560	LOC117897839|XP_034662796.1|DSUB	LOC110177159|XP_020799403.1|DSER
OG0002561	LOC117897240|XP_034661850.1|DSUB	LOC110188699|XP_020814163.1|DSER
OG0002562	LOC117901353|XP_034667957.1|DSUB	LOC110183238|XP_020807113.1|DSER
OG0002564	LOC117897809|XP_034662749.1|DSUB	LOC110186963|XP_020811963.1|DSER
OG0002565	LOC117898264|XP_034663409.1|DSUB	LOC110186864|XP_020811814.1|DSER
OG0002566	LOC117899282|XP_034665078.1|DSUB	LOC110188565|XP_020813983.1|DSER
OG0002567	LOC117903682|XP_034671911.1|DSUB	LOC110182829|XP_020806621.1|DSER
OG0002568	LOC117899493|XP_034665433.1|DSUB	LOC110188295|XP_020813656.1|DSER
OG0002569	LOC117894689|XP_034657758.1|DSUB	LOC110184643|XP_020808901.1|DSER
OG0002570	LOC117897756|XP_034662688.1|DSUB	LOC110188079|XP_020813288.1|DSER
OG0002571	LOC117896270|XP_034660352.1|DSUB	LOC110188143|XP_020813398.1|DSER, LOC110183682|XP_020807682.1|DSER
OG0002572	LOC117892574|XP_034654793.1|DSUB, LOC117890603|XP_034651433.1|DSUB	LOC110181227|XP_020804587.1|DSER
OG0002573	LOC117897055|XP_034661538.1|DSUB	LOC110187631|XP_020812697.1|DSER
OG0002574	LOC117896619|XP_034660947.1|DSUB	LOC110188635|XP_020814069.1|DSER
OG0002575	LOC117896085|XP_034660015.1|DSUB	LOC110176613|XP_020798696.1|DSER
OG0002576	LOC117897559|XP_034662387.1|DSUB	LOC110180319|XP_020803634.1|DSER
OG0002577	LOC117894006|XP_034656720.1|DSUB	LOC110190044|XP_020816010.1|DSER
OG0002578	LOC117902080|XP_034669064.1|DSUB	LOC110185582|XP_020810172.1|DSER
OG0002579	LOC117901605|XP_034668312.1|DSUB	LOC110185005|XP_020809322.1|DSER
OG0002580	LOC117890762|XP_034651713.1|DSUB	LOC110181597|XP_020805053.1|DSER
OG0002581	LOC117898688|XP_034664182.1|DSUB	LOC110188068|XP_020813277.1|DSER
OG0002582	LOC117899624|XP_034665669.1|DSUB	LOC110184675|XP_020808942.1|DSER, LOC110188381|XP_020813757.1|DSER
OG0002583	LOC117898317|XP_034663504.1|DSUB	LOC110186873|XP_020811827.1|DSER
OG0002584	LOC117895754|XP_034659517.1|DSUB	LOC110190221|XP_020816238.1|DSER
OG0002585	LOC117895756|XP_034659520.1|DSUB	LOC110190222|XP_020816239.1|DSER
OG0002586	LOC117898444|XP_034663740.1|DSUB	LOC110186665|XP_020811589.1|DSER
OG0002587	LOC117897375|XP_034662065.1|DSUB	LOC110189376|XP_020815087.1|DSER
OG0002588	LOC117898125|XP_034663207.1|DSUB	LOC110188751|XP_020814250.1|DSER
OG0002589	LOC117896194|XP_034660176.1|DSUB	LOC110186700|XP_020811632.1|DSER
OG0002590	LOC117894470|XP_034657466.1|DSUB	LOC110181585|XP_020805037.1|DSER
OG0002591	LOC117896168|XP_034660140.1|DSUB	LOC110186708|XP_020811639.1|DSER
OG0002592	LOC117898743|XP_034664256.1|DSUB	LOC110177388|XP_020799750.1|DSER
OG0002593	LOC117896347|XP_034660480.1|DSUB	LOC110177405|XP_020799770.1|DSER
OG0002594	LOC117899730|XP_034665865.1|DSUB	LOC110190953|XP_020817293.1|DSER
OG0002595	LOC117898435|XP_034663718.1|DSUB	LOC110188012|XP_020813199.1|DSER
OG0002596	LOC117897390|XP_034662093.1|DSUB	LOC110185509|XP_020810066.1|DSER
OG0002597	LOC117898694|XP_034664200.1|DSUB	LOC110186197|XP_020810916.1|DSER
OG0002598	LOC117895968|XP_034659814.1|DSUB	LOC110177351|XP_020799702.1|DSER
OG0002599	LOC117897700|XP_034662612.1|DSUB	LOC110188283|XP_020813639.1|DSER
OG0002600	LOC117891903|XP_034653617.1|DSUB	LOC110180894|XP_020804262.1|DSER
OG0002601	LOC117896831|XP_034661236.1|DSUB	LOC110188463|XP_020813852.1|DSER
OG0002602	LOC117896751|XP_034661107.1|DSUB	LOC110184198|XP_020808293.1|DSER
OG0002603	LOC117898065|XP_034663126.1|DSUB	LOC110186957|XP_020811952.1|DSER
OG0002604	LOC117898047|XP_034663097.1|DSUB	LOC110186181|XP_020810899.1|DSER
OG0002605	LOC117899669|XP_034665747.1|DSUB	LOC110186423|XP_020811263.1|DSER
OG0002606	LOC117897376|XP_034662067.1|DSUB	LOC110191082|XP_020817478.1|DSER
OG0002607	LOC117897388|XP_034662087.1|DSUB	LOC110188420|XP_020813807.1|DSER
OG0002608	LOC117898024|XP_034663052.1|DSUB	LOC110188503|XP_020813894.1|DSER
OG0002609	LOC117892531|XP_034654726.1|DSUB	LOC110178526|XP_020801341.1|DSER
OG0002610	LOC117895994|XP_034659872.1|DSUB	LOC110188182|XP_020813413.1|DSER
OG0002611	LOC117897632|XP_034662496.1|DSUB	LOC110182487|XP_020806194.1|DSER, LOC110189138|XP_020814770.1|DSER
OG0002612	LOC117899160|XP_034664910.1|DSUB	LOC110188388|XP_020813767.1|DSER
OG0002613	LOC117897041|XP_034661515.1|DSUB	LOC110191075|XP_020817467.1|DSER
OG0002614	LOC117897409|XP_034662125.1|DSUB	LOC110176427|XP_020798434.1|DSER
OG0002615	LOC117893067|XP_034655365.1|DSUB	LOC110185336|XP_020809773.1|DSER
OG0002616	LOC117898548|XP_034663917.1|DSUB	LOC110177332|XP_020799673.1|DSER
OG0002617	LOC117899622|XP_034665667.1|DSUB	LOC110187930|XP_020813100.1|DSER
OG0002618	LOC117896395|XP_034660591.1|DSUB	LOC110190398|XP_020816514.1|DSER
OG0002619	LOC117896556|XP_034660833.1|DSUB	LOC110188210|XP_020813498.1|DSER
OG0002620	LOC117897116|XP_034661657.1|DSUB	LOC110188181|XP_020813417.1|DSER
OG0002621	LOC117897437|XP_034662167.1|DSUB	LOC110177302|XP_020799626.1|DSER
OG0002622	LOC117893397|XP_034655886.1|DSUB	LOC110190587|XP_020816839.1|DSER
OG0002623	LOC117898265|XP_034663410.1|DSUB	LOC110186866|XP_020811818.1|DSER
OG0002624	LOC117899701|XP_034665799.1|DSUB	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER
OG0002625	LOC117899135|XP_034664825.1|DSUB	LOC110190901|XP_020817218.1|DSER
OG0002626	LOC117898253|XP_034663398.1|DSUB	LOC110184285|XP_020808426.1|DSER
OG0002627	LOC117897929|XP_034662905.1|DSUB	LOC110188624|XP_020814049.1|DSER
OG0002628	LOC117897171|XP_034661760.1|DSUB	LOC110190947|XP_020817280.1|DSER
OG0002629	LOC117898340|XP_034663556.1|DSUB	LOC110177402|XP_020799765.1|DSER
OG0002630	LOC117899412|XP_034665290.1|DSUB	LOC110191948|XP_020818626.1|DSER
OG0002631	LOC117896072|XP_034659989.1|DSUB	LOC110187664|XP_020812741.1|DSER
OG0002632	LOC117897586|XP_034662431.1|DSUB	LOC110186590|XP_020811471.1|DSER
OG0002633	LOC117897060|XP_034661547.1|DSUB	LOC110187836|XP_020812974.1|DSER
OG0002634	LOC117899474|XP_034665392.1|DSUB	LOC110186924|XP_020811909.1|DSER
OG0002635	LOC117896145|XP_034660109.1|DSUB	LOC110188218|XP_020813518.1|DSER
OG0002636	LOC117896330|XP_034660461.1|DSUB	LOC110188069|XP_020813278.1|DSER
OG0002637	LOC117900754|XP_034667126.1|DSUB	LOC110184997|XP_020809308.1|DSER
OG0002638	LOC117898881|XP_034664455.1|DSUB	LOC110176530|XP_020798569.1|DSER
OG0002639	LOC117898382|XP_034663624.1|DSUB	LOC110188668|XP_020814122.1|DSER
OG0002640	LOC117896784|XP_034661171.1|DSUB	LOC110191404|XP_020817921.1|DSER
OG0002641	LOC117898804|XP_034664340.1|DSUB	LOC110191287|XP_020817753.1|DSER
OG0002642	LOC117898272|XP_034663418.1|DSUB	LOC110191100|XP_020817505.1|DSER
OG0002643	LOC117898266|XP_034663411.1|DSUB	LOC110176573|XP_020798641.1|DSER
OG0002644	LOC117896604|XP_034660928.1|DSUB	LOC110176598|XP_020798675.1|DSER
OG0002645	LOC117898163|XP_034663263.1|DSUB	LOC110176594|XP_020798669.1|DSER
OG0002646	LOC117896842|XP_034661256.1|DSUB	LOC110184480|XP_020808690.1|DSER
OG0002647	LOC117899516|XP_034665460.1|DSUB	LOC110184449|XP_020808651.1|DSER
OG0002648	LOC117896635|XP_034660971.1|DSUB	LOC110184290|XP_020808437.1|DSER
OG0002649	LOC117899104|XP_034664776.1|DSUB	LOC110191155|XP_020817571.1|DSER
OG0002650	LOC117899514|XP_034665457.1|DSUB	LOC110184441|XP_020808641.1|DSER
OG0002651	LOC117896086|XP_034660016.1|DSUB	LOC110176570|XP_020798624.1|DSER
OG0002652	LOC117899614|XP_034665648.1|DSUB	LOC110177190|XP_020799444.1|DSER
OG0002653	LOC117896779|XP_034661146.1|DSUB	LOC110186383|XP_020811194.1|DSER
OG0002654	LOC117896279|XP_034660373.1|DSUB	LOC110187007|XP_020812028.1|DSER
OG0002655	LOC117899157|XP_034664897.1|DSUB	LOC110188233|XP_020813546.1|DSER
OG0002656	LOC117896828|XP_034661229.1|DSUB	LOC110184113|XP_020808171.1|DSER
OG0002657	LOC117896144|XP_034660108.1|DSUB	LOC110188217|XP_020813517.1|DSER
OG0002658	LOC117896161|XP_034660129.1|DSUB	LOC110186615|XP_020811508.1|DSER
OG0002659	LOC117899463|XP_034665369.1|DSUB	LOC110184217|XP_020808329.1|DSER
OG0002660	LOC117903024|XP_034670649.1|DSUB	LOC110191985|XP_020818675.1|DSER
OG0002661	LOC117897407|XP_034662122.1|DSUB	LOC110176533|XP_020798572.1|DSER
OG0002662	LOC117892282|XP_034654292.1|DSUB	LOC110189253|XP_020814920.1|DSER
OG0002663	LOC117899567|XP_034665568.1|DSUB	LOC110187712|XP_020812808.1|DSER
OG0002664	LOC117900475|XP_034666746.1|DSUB	LOC110178117|XP_020800793.1|DSER
OG0002665	LOC117892717|XP_034655028.1|DSUB	LOC110176911|XP_020799060.1|DSER
OG0002666	LOC117892712|XP_034655019.1|DSUB	LOC110182415|XP_020806114.1|DSER
OG0002667	LOC117891189|XP_034652414.1|DSUB	LOC110177998|XP_020800658.1|DSER
OG0002668	LOC117893556|XP_034656109.1|DSUB	LOC110177626|XP_020800094.1|DSER
OG0002669	LOC117900409|XP_034666655.1|DSUB	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER
OG0002670	LOC117894133|XP_034656918.1|DSUB	LOC110189122|XP_020814756.1|DSER
OG0002671	LOC117894131|XP_034656911.1|DSUB	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER
OG0002672	LOC117892248|XP_034654251.1|DSUB	LOC110181131|XP_020804461.1|DSER
OG0002673	LOC117889844|XP_034650228.1|DSUB	LOC110191659|XP_020818216.1|DSER
OG0002674	LOC117891185|XP_034652403.1|DSUB	LOC110177997|XP_020800655.1|DSER
OG0002675	LOC117893292|XP_034655753.1|DSUB	LOC110190466|XP_020816634.1|DSER
OG0002676	LOC117891436|XP_034652799.1|DSUB	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER
OG0002677	LOC117892216|XP_034654207.1|DSUB	LOC110189467|XP_020815204.1|DSER
OG0002678	LOC117890720|XP_034651653.1|DSUB	LOC110179357|XP_020802529.1|DSER
OG0002679	LOC117889834|XP_034650207.1|DSUB	LOC110191681|XP_020818252.1|DSER
OG0002680	LOC117903564|XP_034671662.1|DSUB	LOC110183535|XP_020807494.1|DSER
OG0002681	LOC117891779|XP_034653336.1|DSUB	LOC110179230|XP_020802339.1|DSER
OG0002682	LOC117895851|XP_034659707.1|DSUB	LOC110189969|XP_020815917.1|DSER
OG0002683	LOC117898193|XP_034663303.1|DSUB	LOC110177254|XP_020799564.1|DSER
OG0002684	LOC117897141|XP_034661741.1|DSUB	LOC110191959|XP_020818636.1|DSER
OG0002685	LOC117895288|XP_034658721.1|DSUB	LOC110178646|XP_020801496.1|DSER
OG0002686	LOC117895591|XP_034659232.1|DSUB	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER
OG0002687	LOC117895428|XP_034658959.1|DSUB	LOC110189975|XP_020815923.1|DSER
OG0002688	LOC117893567|XP_034656127.1|DSUB	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER
OG0002689	LOC117903554|XP_034671646.1|DSUB	LOC110181511|XP_020804944.1|DSER
OG0002690	LOC117894562|XP_034657576.1|DSUB	LOC110189987|XP_020815935.1|DSER
OG0002691	LOC117890692|XP_034651575.1|DSUB	LOC110179503|XP_020802742.1|DSER
OG0002692	LOC117892161|XP_034654116.1|DSUB	LOC110191548|XP_020818081.1|DSER
OG0002693	LOC117895281|XP_034658706.1|DSUB	LOC110177606|XP_020800063.1|DSER
OG0002694	LOC117892350|XP_034654442.1|DSUB	LOC110178295|XP_020801042.1|DSER
OG0002695	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB	LOC110176224|XP_020798165.1|DSER
OG0002696	LOC117893413|XP_034655915.1|DSUB	LOC110177542|XP_020799970.1|DSER
OG0002697	LOC117894127|XP_034656906.1|DSUB	LOC110189092|XP_020814723.1|DSER
OG0002698	LOC117895404|XP_034658924.1|DSUB	LOC110182773|XP_020806552.1|DSER
OG0002699	LOC117893302|XP_034655770.1|DSUB	LOC110190584|XP_020816836.1|DSER
OG0002700	LOC117895183|XP_034658539.1|DSUB	LOC110190762|XP_020817051.1|DSER
OG0002701	LOC117891624|XP_034653053.1|DSUB	LOC110178447|XP_020801241.1|DSER
OG0002702	LOC117892754|XP_034655071.1|DSUB	LOC110176963|XP_020799128.1|DSER
OG0002703	LOC117890673|XP_034651540.1|DSUB	LOC110189672|XP_020815487.1|DSER
OG0002704	LOC117889851|XP_034650241.1|DSUB	LOC110177799|XP_020800347.1|DSER
OG0002705	LOC117893058|XP_034655350.1|DSUB	LOC110178780|XP_020801685.1|DSER
OG0002706	LOC117890741|XP_034651683.1|DSUB	LOC110179307|XP_020802452.1|DSER
OG0002707	LOC117892906|XP_034655101.1|DSUB	LOC110178711|XP_020801570.1|DSER
OG0002708	LOC117894542|XP_034657553.1|DSUB	LOC110190684|XP_020816953.1|DSER
OG0002709	LOC117892697|XP_034654999.1|DSUB	LOC110188973|XP_020814580.1|DSER
OG0002710	LOC117892699|XP_034655001.1|DSUB	LOC110179225|XP_020802321.1|DSER
OG0002711	LOC117890401|XP_034651101.1|DSUB	LOC110179242|XP_020802354.1|DSER
OG0002712	LOC117890079|XP_034650625.1|DSUB	LOC110177908|XP_020800538.1|DSER
OG0002713	LOC117889904|XP_034650311.1|DSUB	LOC110178109|XP_020800786.1|DSER
OG0002714	LOC117891828|XP_034653460.1|DSUB	LOC110185015|XP_020809364.1|DSER
OG0002715	LOC117894505|XP_034657544.1|DSUB	LOC110179075|XP_020802114.1|DSER
OG0002716	LOC117891951|XP_034653698.1|DSUB	LOC110184103|XP_020808153.1|DSER
OG0002717	LOC117897619|XP_034662476.1|DSUB	LOC110177155|XP_020799396.1|DSER
OG0002718	LOC117894928|XP_034658122.1|DSUB	LOC110191185|XP_020817612.1|DSER
OG0002719	LOC117899591|XP_034665601.1|DSUB	LOC110186608|XP_020811499.1|DSER
OG0002720	LOC117893025|XP_034655274.1|DSUB	LOC110189050|XP_020814676.1|DSER
OG0002721	LOC117902289|XP_034669457.1|DSUB	LOC110181442|XP_020804845.1|DSER
OG0002722	LOC117891979|XP_034653745.1|DSUB	LOC110182210|XP_020805899.1|DSER
OG0002723	LOC117890190|XP_034650787.1|DSUB	LOC110191374|XP_020817888.1|DSER
OG0002724	LOC117897114|XP_034661655.1|DSUB	LOC110188170|XP_020813405.1|DSER
OG0002725	LOC117893837|XP_034656492.1|DSUB	LOC110190106|XP_020816073.1|DSER
OG0002726	LOC117895344|XP_034658811.1|DSUB	LOC110188879|XP_020814453.1|DSER
OG0002727	LOC117893043|XP_034655310.1|DSUB	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER
OG0002728	LOC117890107|XP_034650664.1|DSUB	LOC110181871|XP_020805458.1|DSER
OG0002729	LOC117892975|XP_034655206.1|DSUB	LOC110178585|XP_020801422.1|DSER
OG0002730	LOC117891493|XP_034652864.1|DSUB	LOC110189254|XP_020814921.1|DSER
OG0002731	LOC117892903|XP_034655098.1|DSUB	LOC110179419|XP_020802607.1|DSER
OG0002732	LOC117890256|XP_034650899.1|DSUB	LOC110177812|XP_020800361.1|DSER
OG0002733	LOC117890220|XP_034650849.1|DSUB	LOC110191126|XP_020817538.1|DSER
OG0002734	LOC117889779|XP_034650135.1|DSUB	LOC110189830|XP_020815686.1|DSER
OG0002735	LOC117891278|XP_034652546.1|DSUB	LOC110178336|XP_020801105.1|DSER
OG0002736	LOC117891282|XP_034652561.1|DSUB	LOC110178262|XP_020800986.1|DSER
OG0002737	LOC117895485|XP_034659060.1|DSUB	LOC110190656|XP_020816915.1|DSER
OG0002738	LOC117893935|XP_034656608.1|DSUB	LOC110183655|XP_020807642.1|DSER
OG0002739	LOC117894291|XP_034657142.1|DSUB	LOC110189893|XP_020815805.1|DSER
OG0002740	LOC117894290|XP_034657141.1|DSUB	LOC110189892|XP_020815804.1|DSER
OG0002741	LOC117890002|XP_034650481.1|DSUB	LOC110179206|XP_020802284.1|DSER
OG0002742	LOC117892623|XP_034654866.1|DSUB	LOC110191509|XP_020818036.1|DSER
OG0002743	LOC117894357|XP_034657238.1|DSUB	LOC110188876|XP_020814449.1|DSER, LOC110188875|XP_020814448.1|DSER
OG0002744	LOC117893285|XP_034655742.1|DSUB	LOC110189907|XP_020815831.1|DSER
OG0002745	LOC117895465|XP_034659031.1|DSUB	LOC110177550|XP_020799979.1|DSER
OG0002746	LOC117890060|XP_034650584.1|DSUB	LOC110188920|XP_020814501.1|DSER
OG0002747	LOC117896171|XP_034660143.1|DSUB	LOC110187709|XP_020812803.1|DSER
OG0002748	LOC117892713|XP_034655024.1|DSUB	LOC110179280|XP_020802431.1|DSER
OG0002749	LOC117890593|XP_034651421.1|DSUB	LOC110179361|XP_020802538.1|DSER
OG0002750	LOC117890725|XP_034651665.1|DSUB	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER
OG0002751	LOC117890323|XP_034651002.1|DSUB	LOC110182896|XP_020806707.1|DSER
OG0002752	LOC117890656|XP_034651518.1|DSUB	LOC110177078|XP_020799254.1|DSER
OG0002753	LOC117890632|XP_034651472.1|DSUB	LOC110182758|XP_020806531.1|DSER
OG0002754	LOC117893962|XP_034656652.1|DSUB	LOC110178774|XP_020801676.1|DSER
OG0002755	LOC117891205|XP_034652434.1|DSUB	LOC110179442|XP_020802648.1|DSER, LOC110189381|XP_020815089.1|DSER
OG0002756	LOC117893131|XP_034655472.1|DSUB	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER
OG0002757	LOC117894209|XP_034657015.1|DSUB	LOC110190572|XP_020816808.1|DSER
OG0002758	LOC117890080|XP_034650627.1|DSUB	LOC110177903|XP_020800530.1|DSER
OG0002759	LOC117891703|XP_034653186.1|DSUB	LOC110188117|XP_020813357.1|DSER
OG0002760	LOC117891644|XP_034653082.1|DSUB	LOC110184069|XP_020808108.1|DSER
OG0002761	LOC117891324|XP_034652631.1|DSUB	LOC110184095|XP_020808139.1|DSER
OG0002762	LOC117890906|XP_034651896.1|DSUB	LOC110189514|XP_020815297.1|DSER
OG0002763	LOC117894214|XP_034657021.1|DSUB	LOC110190491|XP_020816666.1|DSER
OG0002764	LOC117893494|XP_034656019.1|DSUB	LOC110185187|XP_020809563.1|DSER
OG0002765	LOC117892581|XP_034654805.1|DSUB	LOC110180052|XP_020803332.1|DSER
OG0002766	LOC117892585|XP_034654814.1|DSUB	LOC110180054|XP_020803335.1|DSER
OG0002767	LOC117891695|XP_034653176.1|DSUB	LOC110190925|XP_020817247.1|DSER
OG0002768	LOC117892060|XP_034653884.1|DSUB	LOC110191501|XP_020818026.1|DSER
